,VTR
2014-03-13,15566558750
2014-03-14,15637088750
2014-03-17,15601823750
2014-03-18,15672353750
2014-03-19,15163950000
2014-03-20,15216847500
2014-03-21,15346152500
2014-03-24,15287377500
2014-03-25,15457825000
2014-03-26,15281500000
2014-03-27,15425498750
2014-03-28,15534232500
2014-03-31,15596063400
2014-04-01,15804794880
2014-04-02,15781275840
2014-04-03,15807734760
2014-04-04,15960608520
2014-04-07,16219317960
2014-04-08,16480967280
2014-04-09,16375131600
2014-04-10,16254596520
2014-04-11,16257536400
2014-04-14,16525065480
2014-04-15,16992506400
2014-04-16,16845512400
2014-04-17,16769075520
2014-04-21,16733796960
2014-04-22,16607382120
2014-04-23,16630901160
2014-04-24,16557404160
2014-04-25,16569163680
2014-04-28,16921949280
2014-04-29,16971927240
2014-04-30,17013085560
2014-05-01,17157139680
2014-05-02,17130680760
2014-05-05,17245336080
2014-05-06,17257095600
2014-05-07,17477586600
2014-05-08,17609881200
2014-05-09,17445247920
2014-05-12,17233576560
2014-05-13,17151259920
2014-05-14,17274734880
2014-05-15,17359991400
2014-05-16,17562843120
2014-05-19,17362931280
2014-05-20,17318833080
2014-05-21,17074823040
2014-05-22,17024845079
2014-05-23,17257095600
2014-05-27,17312953320
2014-05-28,17051304000
2014-05-29,17107161720
2014-05-30,17198298000
2014-06-02,16716157680
2014-06-03,16692638640
2014-06-04,16501546440
2014-06-05,16907249880
2014-06-06,16833752880
2014-06-09,16566223800
2014-06-10,16436869079
2014-06-11,16392770880
2014-06-12,16395710760
2014-06-13,16383951240
2014-06-16,16286935200
2014-06-17,16145820960
2014-06-18,16207558440
2014-06-19,16513305960
2014-06-20,16642660680
2014-06-23,16566223800
2014-06-24,16577983320
2014-06-25,16410410160
2014-06-26,16430989320
2014-06-27,16513305960
2014-06-30,16506844200
2014-07-01,16565650200
2014-07-02,16498023300
2014-07-03,16456859100
2014-07-07,16621515900
2014-07-08,16539187500
2014-07-09,16568590500
2014-07-10,16633277100
2014-07-11,16530366600
2014-07-14,16542127800
2014-07-15,16480381500
2014-07-16,16586232299
2014-07-17,16524486000
2014-07-18,16668560700
2014-07-21,16589172600
2014-07-22,16559769600
2014-07-23,16553889000
2014-07-24,16653859200
2014-07-25,16533306900
2014-07-28,16695023400
2014-07-29,16606814400
2014-07-30,16445097900
2014-07-31,16351008300
2014-08-01,16392172500
2014-08-04,16489202400
2014-08-05,16239276900
2014-08-06,16168709700
2014-08-07,16180470900
2014-08-08,16336306800
2014-08-11,16392172500
2014-08-12,16280441100
2014-08-13,16686202500
2014-08-14,16750889100
2014-08-15,16718545800
2014-08-18,16862620500
2014-08-19,16892023500
2014-08-20,16968471300
2014-08-21,16965531000
2014-08-22,16892023500
2014-08-25,16850859300
2014-08-26,16800874200
2014-08-27,16877322000
2014-08-28,16950829500
2014-08-29,16939068300
2014-09-02,16842038400
2014-09-03,17006695200
2014-09-04,16977292200
2014-09-05,16994934000
2014-09-08,16806754799
2014-09-09,16674441300
2014-09-10,16450978500
2014-09-11,16506844200
2014-09-12,15757067700
2014-09-15,15807052800
2014-09-16,15918784200
2014-09-17,15927605100
2014-09-18,15715903500
2014-09-19,15739425900
2014-09-22,15718843800
2014-09-23,15630634799
2014-09-24,15742366200
2014-09-25,15818814000
2014-09-26,16051097700
2014-09-29,15992291700
2014-09-30,17655879500
2014-10-01,17808842880
2014-10-02,17834879200
2014-10-03,17883697300
2014-10-06,17893460920
2014-10-07,17890206380
2014-10-08,18153824120
2014-10-09,18394660080
2014-10-10,18697332300
2014-10-13,18755914020
2014-10-14,18824259360
2014-10-15,18827513900
2014-10-16,18853550220
2014-10-17,18928404640
2014-10-20,19198531460
2014-10-21,19286404040
2014-10-22,19270131340
2014-10-23,19335222140
2014-10-24,19087877100
2014-10-27,19211549620
2014-10-28,19234331400
2014-10-29,19185513300
2014-10-30,19377531160
2014-10-31,19527240000
2014-11-03,19595585340
2014-11-04,19702985160
2014-11-05,19696476080
2014-11-06,19341731220
2014-11-07,19455640120
2014-11-10,19556530860
2014-11-11,19530494540
2014-11-12,19481676440
2014-11-13,19810384980
2014-11-14,19569549020
2014-11-17,19608603500
2014-11-18,19673694300
2014-11-19,19530494540
2014-11-20,19566294480
2014-11-21,19872221240
2014-11-24,19875475780
2014-11-25,20034948240
2014-11-26,20236729720
2014-11-28,20392947640
2014-12-01,20640292680
2014-12-02,20659819920
2014-12-03,20617510900
2014-12-04,20682601700
2014-12-05,20253002420
2014-12-08,20428747580
2014-12-09,20630529060
2014-12-10,20825801460
2014-12-11,20998292080
2014-12-12,21216346260
2014-12-15,20728165260
2014-12-16,20519874700
2014-12-17,20877874100
2014-12-18,20477565680
2014-12-19,20490583840
2014-12-22,20955983060
2014-12-23,20698874400
2014-12-24,20445020280
2014-12-26,20627274520
2014-12-29,20734674340
2014-12-30,20773728820
2014-12-31,20435256660
2015-01-02,20894146800
2015-01-05,21001546620
2015-01-06,21466945839
2015-01-07,21785890760
2015-01-08,21681745480
2015-01-09,21678490940
2015-01-12,21929090520
2015-01-13,22013708560
2015-01-14,22124362920
2015-01-15,22150399240
2015-01-16,22231762740
2015-01-20,22462835080
2015-01-21,22329398940
2015-01-22,22817579940
2015-01-23,22924979760
2015-01-26,22986816020
2015-01-27,23019361420
2015-01-28,23016106880
2015-01-29,23071434060
2015-01-30,22745980060
2015-02-02,22742725520
2015-02-03,22723198279
2015-02-04,22394489740
2015-02-05,22622307540
2015-02-06,21665472779
2015-02-09,21590618360
2015-02-10,21850981560
2015-02-11,21802163460
2015-02-12,21951872300
2015-02-13,21834708860
2015-02-17,21802163460
2015-02-18,22189453720
2015-02-19,21759854440
2015-02-20,22069035740
2015-02-23,22111344760
2015-02-24,21245637120
2015-02-25,21213091720
2015-02-26,21027582940
2015-02-27,21226109880
2015-03-02,21284691600
2015-03-03,21242382580
2015-03-04,20816037840
2015-03-05,20776983360
2015-03-06,19924293880
2015-03-09,19950330200
2015-03-10,19810384980
2015-03-11,19699730620
2015-03-12,20057730020
2015-03-13,19982875600
2015-03-16,20152111680
2015-03-17,20034948240
2015-03-18,20379929480
2015-03-19,20480820220
2015-03-20,21014564779
2015-03-23,21108946440
2015-03-24,20913674040
2015-03-25,20523129240
2015-03-26,20425493040
2015-03-27,20614256360
2015-03-30,20991783000
2015-03-31,21149224250
2015-04-01,21152531400
2015-04-02,21208752950
2015-04-06,22273655250
2015-04-07,21714746900
2015-04-08,21751125550
2015-04-09,21466710650
2015-04-10,21446867750
2015-04-13,21238517300
2015-04-14,21390646200
2015-04-15,21192217200
2015-04-16,21225288700
2015-04-17,21116152750
2015-04-20,21185602900
2015-04-21,21083081250
2015-04-22,21059931200
2015-04-23,21159145700
2015-04-24,21089695550
2015-04-27,20947488100
2015-04-28,21033474000
2015-04-29,20527480050
2015-04-30,19955343100
2015-05-01,20084321950
2015-05-04,19922271600
2015-05-05,19618013800
2015-05-06,19432813400
2015-05-07,19826364250
2015-05-08,20018178950
2015-05-11,19664313900
2015-05-12,19713921150
2015-05-13,19432813400
2015-05-14,19753606950
2015-05-15,20100857700
2015-05-18,20038021850
2015-05-19,20044636150
2015-05-20,19952035950
2015-05-21,19786678450
2015-05-22,19776757000
2015-05-26,19614706650
2015-05-27,19644471000
2015-05-28,19442734850
2015-05-29,19267455900
2015-06-01,19446042000
2015-06-02,19317063150
2015-06-03,18768076250
2015-06-04,18801147750
2015-06-05,18407596900
2015-06-08,18523347150
2015-06-09,18311689550
2015-06-10,18453897000
2015-06-11,18556418650
2015-06-12,18526654300
2015-06-15,18407596900
2015-06-16,18589490150
2015-06-17,18652326000
2015-06-18,18860676450
2015-06-19,18880519350
2015-06-22,18592797300
2015-06-23,18414211200
2015-06-24,18232317950
2015-06-25,17904910100
2015-06-26,18186017850
2015-06-29,18066960450
2015-06-30,18080860580
2015-07-01,18230481530
2015-07-02,18330228830
2015-07-06,18293654820
2015-07-07,18749167490
2015-07-08,18672694560
2015-07-09,18662719830
2015-07-10,18795716230
2015-07-13,18809015870
2015-07-14,18709268570
2015-07-15,18722568210
2015-07-16,18809015870
2015-07-17,18762467130
2015-07-20,18725893120
2015-07-21,18619496000
2015-07-22,18715918390
2015-07-23,18533048340
2015-07-24,19041759570
2015-07-27,19241254170
2015-07-28,19284478000
2015-07-29,19404174760
2015-07-30,19324376920
2015-07-31,19537171160
2015-08-03,19636918460
2015-08-04,19440748770
2015-08-05,19344326380
2015-08-06,19507246970
2015-08-07,19626943730
2015-08-10,19440748770
2015-08-11,19650218100
2015-08-12,19793189230
2015-08-13,19756615220
2015-08-14,19912885990
2015-08-17,19952784910
2015-08-18,19882961800
2015-08-19,19966084550
2015-08-20,20132330050
2015-08-21,19816463600
2015-08-24,18908763170
2015-08-25,18273705360
2015-08-26,18652745100
2015-08-27,18958636820
2015-08-28,18848914790
2015-08-31,18293654820
2015-09-01,18044286570
2015-09-02,18104134950
2015-09-03,18104134950
2015-09-04,17655272100
2015-09-08,17824842510
2015-09-09,17572149350
2015-09-10,17548874980
2015-09-11,17508976060
2015-09-14,17598748630
2015-09-15,17894665620
2015-09-16,18147358780
2015-09-17,18436625950
2015-09-18,18669369650
2015-09-21,18875514070
2015-09-22,18825640420
2015-09-23,18908763170
2015-09-24,18809015870
2015-09-25,18925387720
2015-09-28,18413351580
2015-09-29,18579597080
2015-09-30,18811437540
2015-10-01,18710769840
2015-10-02,18811437540
2015-10-05,19234241880
2015-10-06,19146996540
2015-10-07,19318131630
2015-10-08,19408732560
2015-10-09,19344976350
2015-10-12,19311420450
2015-10-13,19123507410
2015-10-14,18767814870
2015-10-15,18787948410
2015-10-16,19116796230
2015-10-19,19472488770
2015-10-20,19371821070
2015-10-21,19556378520
2015-10-22,19589934420
2015-10-23,18499367670
2015-10-26,18482589720
2015-10-27,18506078850
2015-10-28,18428900280
2015-10-29,18415477920
2015-10-30,18026229480
2015-11-02,18284609910
2015-11-03,17989317990
2015-11-04,17932272960
2015-11-05,18183942210
2015-11-06,17053108380
2015-11-09,16700771430
2015-11-10,16828283850
2015-11-11,16737682920
2015-11-12,16774594410
2015-11-13,16670571120
2015-11-16,16952440680
2015-11-17,16798083540
2015-11-18,17147064900
2015-11-19,17311488810
2015-11-20,17697381660
2015-11-23,17905428240
2015-11-24,17714159610
2015-11-25,17784627000
2015-11-27,18009451530
2015-11-30,17898717060
2015-12-01,18106763640
2015-12-02,17757782280
2015-12-03,17475912720
2015-12-04,17851738800
2015-12-07,18059785380
2015-12-08,18126897180
2015-12-09,18059785380
2015-12-10,17996029170
2015-12-11,18247698420
2015-12-14,18264476370
2015-12-15,18281254320
2015-12-16,18697347480
2015-12-17,18391988790
2015-12-18,18093341280
2015-12-21,18133608360
2015-12-22,18277898730
2015-12-23,18589968600
2015-12-24,18630235680
2015-12-28,18744325740
2015-12-29,18962439090
2015-12-30,19002706170
2015-12-31,18935594370
2016-01-04,19039617660
2016-01-05,19375176660
2016-01-06,19197330390
2016-01-07,18861771390
2016-01-08,18878549340
2016-01-11,18985928220
2016-01-12,18754392510
2016-01-13,18301387860
2016-01-14,18334943760
2016-01-15,18351721710
2016-01-19,18667147170
2016-01-20,17757782280
2016-01-21,18120186000
2016-01-22,18623524500
2016-01-25,18449033820
2016-01-26,18771170460
2016-01-27,18049718610
2016-01-28,18049718610
2016-01-29,18563123880
2016-02-01,18616813320
2016-02-02,18375210840
2016-02-03,18791304000
2016-02-04,18915460830
2016-02-05,18898682880
2016-02-08,18022873890
2016-02-09,16804794720
2016-02-10,16777950000
2016-02-11,16348434480
2016-02-12,16251122370
2016-02-16,16683993480
2016-02-17,16939018319
2016-02-18,17314844400
2016-02-19,17512824210
2016-02-22,17781271410
2016-02-23,17922206190
2016-02-24,18069852150
2016-02-25,18482589720
2016-02-26,18586613010
2016-02-29,18680569530
2016-03-01,19318131630
2016-03-02,19600001190
2016-03-03,19029550890
2016-03-04,19042973250
2016-03-07,19204041570
2016-03-08,18942305550
2016-03-09,19053040020
2016-03-10,19220819520
2016-03-11,20059717020
2016-03-14,20311386270
2016-03-15,20381853660
2016-03-16,20495943720
2016-03-17,20808013590
2016-03-18,20754324150
2016-03-21,20620100550
2016-03-22,20653656450
2016-03-23,20532855210
2016-03-24,20455676640
2016-03-28,20747612970
2016-03-29,21214039980
2016-03-30,21126794640
2016-03-31,21337206960
2016-04-01,21428710230
2016-04-04,21547325580
2016-04-05,21533769540
2016-04-06,21038974080
2016-04-07,21140644380
2016-04-08,21160978440
2016-04-11,21306705870
2016-04-12,21438877260
2016-04-13,21496490430
2016-04-14,21421932210
2016-04-15,21404987160
2016-04-18,21598160730
2016-04-19,21665940930
2016-04-20,21137255370
2016-04-21,20229000690
2016-04-22,20500121490
2016-04-25,20798354370
2016-04-26,21076253190
2016-04-27,21184701510
2016-04-28,21099976260
2016-04-29,21052530120
2016-05-02,21221980620
2016-05-03,21499879440
2016-05-04,22181070450
2016-05-05,22320019860
2016-05-06,22401356099
2016-05-09,22591140660
2016-05-10,22672476900
2016-05-11,22235294610
2016-05-12,22611474720
2016-05-13,22625030760
2016-05-16,22784314230
2016-05-17,22492859370
2016-05-18,22157347380
2016-05-19,21998063910
2016-05-20,22126846290
2016-05-23,22198015500
2016-05-24,22370855010
2016-05-25,22370855010
2016-05-26,22364076990
2016-05-27,22472525310
2016-05-31,22479303330
2016-06-01,22564028580
2016-06-02,22364076990
2016-06-03,22801259280
2016-06-06,22628419770
2016-06-07,22919874630
2016-06-08,22984265819
2016-06-09,23187606420
2016-06-10,23241830580
2016-06-13,23499395340
2016-06-14,23251997610
2016-06-15,23489228310
2016-06-16,23682401880
2016-06-17,23658678810
2016-06-20,23424837120
2016-06-21,23682401880
2016-06-22,23374001970
2016-06-23,23350278900
2016-06-24,23645122770
2016-06-27,24065360010
2016-06-28,24427984080
2016-06-29,24417817050
2016-06-30,25506952679
2016-07-01,25640056800
2016-07-05,25853723940
2016-07-06,25619040360
2016-07-07,25272269100
2016-07-08,25440400620
2016-07-11,25640056800
2016-07-12,25170689640
2016-07-13,25279274580
2016-07-14,24841432080
2016-07-15,25219728000
2016-07-18,25426389660
2016-07-19,25587515700
2016-07-20,25598023920
2016-07-21,25678586940
2016-07-22,25878243120
2016-07-25,25913270520
2016-07-26,25818696539
2016-07-27,25759149960
2016-07-28,26102418480
2016-07-29,26676867840
2016-08-01,26816977440
2016-08-02,26077899300
2016-08-03,25818696539
2016-08-04,25843215720
2016-08-05,25475428020
2016-08-08,25443903360
2016-08-09,25825702020
2016-08-10,26091910260
2016-08-11,25902762300
2016-08-12,26070893820
2016-08-15,25909767780
2016-08-16,25570002000
2016-08-17,25965811620
2016-08-18,25983325320
2016-08-19,25717117080
2016-08-22,25720619820
2016-08-23,25913270520
2016-08-24,25633051320
2016-08-25,25755647220
2016-08-26,25268766360
2016-08-29,25773160920
2016-08-30,25661073240
2016-08-31,25454411580
2016-09-01,25335318420
2016-09-02,25713614340
2016-09-06,25948297920
2016-09-07,25983325320
2016-09-08,25562996520
2016-09-09,24119867640
2016-09-12,24463136160
2016-09-13,23583948420
2016-09-14,23685527880
2016-09-15,23804621039
2016-09-16,23832642960
2016-09-19,24039304620
2016-09-20,24252971760
2016-09-21,24543699179
2016-09-22,25023574560
2016-09-23,25296788280
2016-09-26,25520963640
2016-09-27,25205717039
2016-09-28,25545482820
2016-09-29,25188203340
2016-09-30,24996733930
2016-10-03,24487102090
2016-10-04,24115495540
2016-10-05,23864218730
2016-10-06,23708497890
2016-10-07,23694341450
2016-10-10,23627098360
2016-10-11,23467838410
2016-10-12,23535081500
2016-10-13,23612941920
2016-10-14,23609402809
2016-10-17,23669567680
2016-10-18,23945618260
2016-10-19,24048252450
2016-10-20,24310146590
2016-10-21,24193355960
2016-10-24,24370311460
2016-10-25,24349076800
2016-10-26,24073026220
2016-10-27,23499690400
2016-10-28,23641254800
2016-10-31,23977470250
2016-11-01,23053762540
2016-11-02,22381331640
2016-11-03,21885856240
2016-11-04,22445035620
2016-11-07,22767094630
2016-11-08,22328244990
2016-11-09,21418693720
2016-11-10,20477290460
2016-11-11,20792271250
2016-11-14,21599188330
2016-11-15,21514249690
2016-11-16,21439928380
2016-11-17,21082478270
2016-11-18,21199268900
2016-11-21,21001078740
2016-11-22,21432850160
2016-11-23,21216964450
2016-11-25,21319598640
2016-11-28,21376224400
2016-11-29,21613344770
2016-11-30,21383302620
2016-12-01,20661324180
2016-12-02,21008156960
2016-12-05,21132025810
2016-12-06,21238199110
2016-12-07,22013264200
2016-12-08,22158367710
2016-12-09,22105281060
2016-12-12,22324705880
2016-12-13,22374253420
2016-12-14,21655814090
2016-12-15,21308981310
2016-12-16,21634579430
2016-12-19,21868160690
2016-12-20,21917708230
2016-12-21,21641657650
2016-12-22,21648735870
2016-12-23,21539023460
2016-12-27,21776143830
2016-12-28,21645196760
2016-12-29,21846926030
2016-12-30,22126515720
2017-01-03,22019493300
2017-01-04,22189610100
2017-01-05,22388079700
2017-01-06,22345550500
2017-01-09,22487314500
2017-01-10,21675715600
2017-01-11,21767862200
2017-01-12,21789126800
2017-01-13,21831656000
2017-01-17,21984052300
2017-01-18,22051390200
2017-01-19,21725333000
2017-01-20,21937979000
2017-01-23,21948611300
2017-01-24,21969875900
2017-01-25,21714700700
2017-01-26,21608377700
2017-01-27,21647362800
2017-01-30,21771406300
2017-01-31,21856464700
2017-02-01,21491422400
2017-02-02,21874185200
2017-02-03,21849376500
2017-02-06,21969875900
2017-02-07,21906082100
2017-02-08,22062022500
2017-02-09,21902538000
2017-02-10,21891905700
2017-02-13,22256948000
2017-02-14,21845832400
2017-02-15,21860008800
2017-02-16,22175433700
2017-02-17,22030125600
2017-02-21,22256948000
2017-02-22,22228595200
2017-02-23,22505035000
2017-02-24,23029561800
2017-02-27,23181958100
2017-02-28,23054370500
2017-03-01,22756666099
2017-03-02,23001209000
2017-03-03,22561740600
2017-03-06,22225051100
2017-03-07,22210874700
2017-03-08,21657995100
2017-03-09,21289408700
2017-03-10,21441805000
2017-03-13,21168909300
2017-03-14,21037777600
2017-03-15,21335482000
2017-03-16,21427628600
2017-03-17,21445349100
2017-03-20,21452437300
2017-03-21,21537495700
2017-03-22,22132904500
2017-03-23,22402256100
2017-03-24,22621990300
2017-03-27,22710592800
2017-03-28,22926782900
2017-03-29,22916150600
2017-03-30,22859445000
2017-03-31,23090760960
2017-04-03,23112062399
2017-04-04,22788990560
2017-04-05,22927449920
2017-04-06,22973603039
2017-04-07,23030406880
2017-04-10,23133363840
2017-04-11,23243421280
2017-04-12,23303775360
2017-04-13,23097861440
2017-04-17,23374780160
2017-04-18,23712052960
2017-04-19,23577143840
2017-04-20,23413832800
2017-04-21,23353478720
2017-04-24,22945201120
2017-04-25,22962952320
2017-04-26,22725086240
2017-04-27,22764138880
2017-04-28,22725086240
2017-05-01,22710885280
2017-05-02,22604378080
2017-05-03,22291956960
2017-05-04,22242253600
2017-05-05,22632780000
2017-05-08,22554674720
2017-05-09,22235153120
2017-05-10,22728636480
2017-05-11,23065909280
2017-05-12,23314426080
2017-05-15,23158215520
2017-05-16,23083660480
2017-05-17,23545191679
2017-05-18,23939268320
2017-05-19,23836311360
2017-05-22,23875364000
2017-05-23,23964120000
2017-05-24,24063526720
2017-05-25,23871813760
2017-05-26,23637497920
2017-05-30,23623296960
2017-05-31,23605545760
2017-06-01,23740454880
2017-06-02,23822110399
2017-06-05,23768856800
2017-06-06,23633947679
2017-06-07,23694301760
2017-06-08,23637497920
2017-06-09,23740454880
2017-06-12,24201986080
2017-06-13,24233938240
2017-06-14,24390148800
2017-06-15,24510856960
2017-06-16,24681268480
2017-06-19,24762924000
2017-06-20,24972388160
2017-06-21,25114397760
2017-06-22,25270608320
2017-06-23,25462321280
2017-06-26,25536876320
2017-06-27,25267058080
2017-06-28,25242206399
2017-06-29,24571211039
2017-06-30,24729946920
2017-07-03,24907911420
2017-07-05,24623168220
2017-07-06,24064359690
2017-07-07,24014529630
2017-07-10,23825887260
2017-07-11,23818768680
2017-07-12,24131986200
2017-07-13,24032326080
2017-07-14,24220968450
2017-07-17,24487915200
2017-07-18,24438085140
2017-07-19,24391814370
2017-07-20,24345543600
2017-07-21,24434525850
2017-07-24,24220968450
2017-07-25,24167579100
2017-07-26,24231646320
2017-07-27,23993173890
2017-07-28,23889954480
2017-07-31,23971818149
2017-08-01,23491314000
2017-08-02,23498432580
2017-08-03,23651482050
2017-08-04,23423687490
2017-08-07,23366738850
2017-08-08,23299112339
2017-08-09,23356060980
2017-08-10,23064199200
2017-08-11,23117588550
2017-08-14,23537584770
2017-08-15,23555381220
2017-08-16,23701312110
2017-08-17,23679956370
2017-08-18,23534025480
2017-08-21,24007411050
2017-08-22,23815209390
2017-08-23,24039444660
2017-08-24,24121308330
2017-08-25,24164019810
2017-08-28,24028766790
2017-08-29,24128426910
2017-08-30,24249442770
2017-08-31,24359780760
2017-09-01,24480796620
2017-09-05,24534185970
2017-09-06,24327747149
2017-09-07,24569778870
2017-09-08,24726387630
2017-09-11,24694354020
2017-09-12,24391814370
2017-09-13,24341984310
2017-09-14,24537745260
2017-09-15,24687235440
2017-09-18,24516389520
2017-09-19,24274357800
2017-09-20,24228087029
2017-09-21,24032326080
2017-09-22,23505551160
2017-09-25,23711989980
2017-09-26,23548262640
2017-09-27,23174537190
2017-09-28,23281315890
2017-09-29,23181655770
2017-10-02,22751995680
2017-10-03,22677212160
2017-10-04,22666528800
2017-10-05,22545450720
2017-10-06,22556134080
2017-10-09,22545450720
2017-10-10,22527645120
2017-10-11,22452861600
2017-10-12,22463544960
2017-10-13,22563256320
2017-10-16,22484911680
2017-10-17,22506278400
2017-10-18,22545450720
2017-10-19,22442178240
2017-10-20,22435056000
2017-10-23,22257000000
2017-10-24,22014843840
2017-10-25,21900888000
2017-10-26,21758443200
2017-10-27,22257000000
2017-10-30,22524084000
2017-10-31,22346028000
2017-11-01,22459983840
2017-11-02,22734190080
2017-11-03,22826779199
2017-11-06,22823218080
2017-11-07,22908684960
2017-11-08,23022640800
2017-11-09,23079618720
2017-11-10,23115229920
2017-11-13,23286163680
2017-11-14,23161524480
2017-11-15,22926490560
2017-11-16,22972785120
2017-11-17,22933612800
2017-11-20,22880196000
2017-11-21,22905123839
2017-11-22,22876634880
2017-11-24,23033324160
2017-11-27,22741312320
2017-11-28,22652284320
2017-11-29,22816095839
2017-11-30,22794729120
2017-12-01,23079618720
2017-12-04,22370955840
2017-12-05,22338905760
2017-12-06,22431494880
2017-12-07,22623795360
2017-12-08,22545450720
2017-12-11,22549011840
2017-12-12,22727067840
2017-12-13,22744873440
2017-12-14,22598867520
2017-12-15,22880196000
2017-12-18,22930051680
2017-12-19,22018404960
2017-12-20,21612437280
2017-12-21,21309742080
2017-12-22,21416575680
2017-12-26,21430820160
2017-12-27,21416575680
2017-12-28,21519848160
2017-12-29,21370281120
2018-01-02,21281253120
2018-01-03,21409453440
2018-01-04,20885968800
2018-01-05,20779135200
2018-01-08,20814746400
2018-01-09,20544101280
2018-01-10,20241406080
2018-01-11,20024177760
2018-01-12,19525620960
2018-01-16,19415226240
2018-01-17,19579037760
2018-01-18,19365370560
2018-01-19,19397420640
2018-01-22,19404542880
2018-01-23,19924466400
2018-01-24,19903099680
2018-01-25,20088277920
2018-01-26,19903099680
2018-01-29,19774899360
2018-01-30,19461520800
2018-01-31,19931588640
2018-02-01,19372492800
2018-02-02,19347564960
2018-02-05,18831202560
2018-02-06,18941597280
2018-02-07,18863252640
2018-02-08,18133223040
2018-02-09,18371818080
2018-02-12,17969411520
2018-02-13,18062000640
2018-02-14,17670277440
2018-02-15,18033511680
2018-02-16,18300595680
2018-02-20,17901750240
2018-02-21,17570566080
2018-02-22,17688083040
2018-02-23,17987217120
2018-02-26,18065561760
2018-02-27,17417437920
2018-02-28,17207331840
2018-03-01,17656032960
2018-03-02,17755744320
2018-03-05,18079806240
2018-03-06,17965850400
2018-03-07,18240056640
2018-03-08,17990778240
2018-03-09,17695205280
2018-03-12,17940922560
2018-03-13,17930239200
2018-03-14,17691644160
2018-03-15,17613299520
2018-03-16,17859016800
2018-03-19,17638227360
2018-03-20,17449488000
2018-03-21,17257187520
2018-03-22,17563443840
2018-03-23,17132548320
2018-03-26,17168159520
2018-03-27,17453049120
2018-03-28,17969411520
2018-03-29,17638227360
2018-04-02,17594100920
2018-04-03,17654659680
2018-04-04,17925392960
2018-04-05,17825649120
2018-04-06,17961015760
2018-04-09,17743716680
2018-04-10,17551353560
2018-04-11,17455172000
2018-04-12,17223623800
2018-04-13,17291307120
2018-04-16,17341179040
2018-04-17,17398175520
2018-04-18,17316243080
2018-04-19,17027698399
2018-04-20,16746278280
2018-04-23,16728466880
2018-04-24,16874520360
2018-04-25,16870958080
2018-04-26,16910143160
2018-04-27,18377802520
2018-04-30,18317243760
2018-05-01,18669909480
2018-05-02,18655660360
2018-05-03,18712656840
2018-05-04,18933518200
2018-05-07,19004763800
2018-05-08,18823087520
2018-05-09,18933518200
2018-05-10,19143692720
2018-05-11,19061760280
2018-05-14,18937080480
2018-05-15,18616475280
2018-05-16,18538105120
2018-05-17,18331492880
2018-05-18,18331492880
2018-05-21,18587977040
2018-05-22,18766091040
2018-05-23,19079571680
2018-05-24,18912144520
2018-05-25,19100945360
2018-05-29,19271934800
2018-05-30,19524856680
2018-05-31,19471422480
2018-06-01,19535543520
2018-06-04,19588977720
2018-06-05,19414426000
2018-06-06,19357429520
2018-06-07,19435799680
2018-06-08,19535543520
2018-06-11,19560479480
2018-06-12,19656661040
2018-06-13,19036824320
2018-06-14,19382365480
2018-06-15,19318244440
2018-06-18,19115194480
2018-06-19,19133005880
2018-06-20,19503483000
2018-06-21,19610351400
2018-06-22,19838337320
2018-06-25,19980828520
2018-06-26,19866835560
2018-06-27,19977266240
2018-06-28,20461736320
2018-06-29,20287184600
2018-07-02,20263804660
2018-07-03,20673570360
2018-07-05,20951498400
2018-07-06,21065520160
2018-07-09,20801844840
2018-07-10,20905177060
2018-07-11,20805408020
2018-07-12,20808971200
2018-07-13,20741270780
2018-07-16,20769776220
2018-07-17,20637938560
2018-07-18,20427710940
2018-07-19,20687823080
2018-07-20,20755523500
2018-07-23,20659317640
2018-07-24,20559548600
2018-07-25,20730581240
2018-07-26,20424147760
2018-07-27,19633121800
2018-07-30,19747143560
2018-07-31,20089208840
2018-08-01,20242425580
2018-08-02,20128403820
2018-08-03,20666444000
2018-08-06,20670007180
2018-08-07,20808971200
2018-08-08,20630812200
2018-08-09,20595180400
2018-08-10,20295873280
2018-08-13,20302999640
2018-08-14,20477595460
2018-08-15,20930119320
2018-08-16,20987130200
2018-08-17,21261495060
2018-08-20,21168852380
2018-08-21,21079772880
2018-08-22,21094025600
2018-08-23,21097588780
2018-08-24,20922992960
2018-08-27,20908740240
2018-08-28,21268621420
2018-08-29,21314942760
2018-08-30,21232989620
2018-08-31,21332758660
2018-09-04,21111841500
2018-09-05,21357700920
2018-09-06,21421838160
2018-09-07,20969314300
2018-09-10,21122531040
2018-09-11,21058393800
2018-09-12,20990693380
2018-09-13,21026325180
2018-09-14,20616559480
2018-09-17,20801844840
2018-09-18,20520353620
2018-09-19,20331505080
2018-09-20,20299436460
2018-09-21,20021508420
2018-09-24,19465652340
2018-09-25,19355193760
2018-09-26,19120023880
2018-09-27,19226919280
2018-09-28,19376572840
2018-10-01,19237878220
2018-10-02,19116705960
2018-10-03,18838722540
2018-10-04,18849414210
2018-10-05,18888617000
2018-10-08,19209367100
2018-10-09,19373306040
2018-10-10,19565756100
2018-10-11,19016917040
2018-10-12,18999097590
2018-10-15,19202239320
2018-10-16,19658417240
2018-10-17,19722567260
2018-10-18,19722567260
2018-10-19,19936400660
2018-10-22,19416072720
2018-10-23,19758206160
2018-10-24,20235767420
2018-10-25,20278534100
