,TXN
2004-08-24,34063700000
2004-08-25,34651900000
2004-08-26,34634600000
2004-08-27,35188200000
2004-08-30,34098300000
2004-08-31,33804200000
2004-09-01,34202100000
2004-09-02,34824900000
2004-09-03,33164100000
2004-09-07,32368300000
2004-09-08,32575899999
2004-09-09,35932100000
2004-09-10,37956200000
2004-09-13,38354100000
2004-09-14,38734700000
2004-09-15,37800500000
2004-09-16,37350700000
2004-09-17,38198400000
2004-09-20,39322900000
2004-09-21,39599700000
2004-09-22,38717400000
2004-09-23,38838500000
2004-09-24,37523700000
2004-09-27,36572200000
2004-09-28,35949400000
2004-09-29,37022000000
2004-09-30,36686720000
2004-10-01,39065840000
2004-10-04,39720960000
2004-10-05,39358920000
2004-10-06,39824400000
2004-10-07,39289960000
2004-10-08,38014200000
2004-10-11,37738360000
2004-10-12,36721200000
2004-10-13,37462520000
2004-10-14,36859120000
2004-10-15,36583280000
2004-10-18,36359160000
2004-10-19,38876200000
2004-10-20,39427880000
2004-10-21,39738200000
2004-10-22,38462440000
2004-10-25,38738280000
2004-10-26,39462360000
2004-10-27,40979480000
2004-10-28,41962160000
2004-10-29,42151800000
2004-11-01,42789680000
2004-11-02,41893200000
2004-11-03,41238080000
2004-11-04,41824240000
2004-11-05,42582800000
2004-11-08,42651760000
2004-11-09,42669000000
2004-11-10,41324280000
2004-11-11,41841480000
2004-11-12,42565560000
2004-11-15,42789680000
2004-11-16,42117320000
2004-11-17,43462040000
2004-11-18,43720640000
2004-11-19,42669000000
2004-11-22,42324200000
2004-11-23,41944920000
2004-11-24,42462120000
2004-11-26,42393160000
2004-11-29,42358680000
2004-11-30,41686320000
2004-12-01,43410320000
2004-12-02,42944840000
2004-12-03,43272400000
2004-12-06,43599960000
2004-12-07,43134480000
2004-12-08,41462200000
2004-12-09,40858800000
2004-12-10,40738120000
2004-12-13,40841560000
2004-12-14,41962160000
2004-12-15,42100080000
2004-12-16,41427720000
2004-12-17,40410560000
2004-12-20,40341600000
2004-12-21,40738120000
2004-12-22,41186360000
2004-12-23,41134640000
2004-12-27,41031200000
2004-12-28,41203600000
2004-12-29,41944920000
2004-12-30,42151800000
2004-12-31,41878620000
2005-01-03,41130180000
2005-01-04,40143600000
2005-01-05,38935890000
2005-01-06,38782800000
2005-01-07,38986920000
2005-01-10,38459610000
2005-01-11,38051370000
2005-01-12,38085390000
2005-01-13,37762200000
2005-01-14,38221470000
2005-01-18,38272500000
2005-01-19,37285920000
2005-01-20,36367380000
2005-01-21,35772030000
2005-01-24,35329770000
2005-01-25,35925120000
2005-01-26,38544660000
2005-01-27,38918880000
2005-01-28,39310110000
2005-01-31,39480210000
2005-02-01,40109580000
2005-02-02,39956490000
2005-02-03,39344130000
2005-02-04,42184800000
2005-02-07,42014700000
2005-02-08,43120350000
2005-02-09,41895630000
2005-02-10,42371910000
2005-02-11,43987860000
2005-02-14,44140950000
2005-02-15,44294040000
2005-02-16,44379090000
2005-02-17,43341480000
2005-02-18,43069320000
2005-02-22,43494570000
2005-02-23,43324470000
2005-02-24,44157960000
2005-02-25,45416700000
2005-02-28,45025470000
2005-03-01,46182150000
2005-03-02,45875970000
2005-03-03,45212580000
2005-03-04,45739890000
2005-03-07,46556370000
2005-03-08,44804340000
2005-03-09,45314640000
2005-03-10,46063080000
2005-03-11,44566200000
2005-03-14,44668260000
2005-03-15,43749720000
2005-03-16,43290450000
2005-03-17,43613640000
2005-03-18,43273440000
2005-03-21,42899220000
2005-03-22,42525000000
2005-03-23,43103340000
2005-03-24,43392510000
2005-03-28,43358490000
2005-03-29,42831180000
2005-03-30,43800750000
2005-03-31,41625170000
2005-04-01,40759680000
2005-04-04,40580050000
2005-04-05,40612710000
2005-04-06,40384090000
2005-04-07,40939310000
2005-04-08,40678030000
2005-04-11,40335100000
2005-04-12,39551260000
2005-04-13,38604120000
2005-04-14,38195870000
2005-04-15,37167080000
2005-04-18,37428360000
2005-04-19,39469610000
2005-04-20,39224660000
2005-04-21,40302440000
2005-04-22,39877860000
2005-04-25,40204460000
2005-04-26,40073820000
2005-04-27,40351430000
2005-04-28,40188130000
2005-04-29,40759680000
2005-05-02,41037290000
2005-05-03,41151600000
2005-05-04,42098740000
2005-05-05,42523320000
2005-05-06,43127530000
2005-05-09,43094870000
2005-05-10,42262040000
2005-05-11,42621300000
2005-05-12,42980560000
2005-05-13,43274500000
2005-05-16,44025680000
2005-05-17,44760530000
2005-05-18,45005480000
2005-05-19,44711540000
2005-05-20,45234100000
2005-05-23,44711540000
2005-05-24,44956490000
2005-05-25,44891170000
2005-05-26,45642350000
2005-05-27,45315750000
2005-05-31,45136120000
2005-06-01,45381070000
2005-06-02,45789320000
2005-06-03,45691340000
2005-06-06,45315750000
2005-06-07,44548240000
2005-06-08,45560700000
2005-06-09,45772990000
2005-06-10,44711540000
2005-06-13,44662550000
2005-06-14,44123660000
2005-06-15,44319620000
2005-06-16,44450260000
2005-06-17,44613560000
2005-06-20,45136120000
2005-06-21,45724000000
2005-06-22,46279220000
2005-06-23,46083260000
2005-06-24,45740330000
2005-06-27,44956490000
2005-06-28,46148580000
2005-06-29,46083260000
2005-06-30,45585680000
2005-07-01,45520720000
2005-07-05,46998560000
2005-07-06,47420800000
2005-07-07,47745600000
2005-07-08,48314000000
2005-07-11,49775600000
2005-07-12,49678160000
2005-07-13,49743120000
2005-07-14,49970480000
2005-07-15,49954240000
2005-07-18,50327760000
2005-07-19,50636320000
2005-07-20,51156000000
2005-07-21,50149120000
2005-07-22,49954240000
2005-07-25,49694400000
2005-07-26,52455199999
2005-07-27,51643200000
2005-07-28,51497040000
2005-07-29,51578240000
2005-08-01,51789360000
2005-08-02,53039839999
2005-08-03,52780000000
2005-08-04,51805600000
2005-08-05,50847440000
2005-08-08,51204720000
2005-08-09,52796240000
2005-08-10,52828720000
2005-08-11,53137280000
2005-08-12,51626960000
2005-08-15,52292800000
2005-08-16,51789360000
2005-08-17,52276560000
2005-08-18,51204720000
2005-08-19,50603840000
2005-08-22,51886800000
2005-08-23,51968000000
2005-08-24,52260320000
2005-08-25,52487680000
2005-08-26,52065440000
2005-08-29,52796240000
2005-08-30,52244080000
2005-08-31,53072320000
2005-09-01,53202240000
2005-09-02,52780000000
2005-09-06,53868080000
2005-09-07,54079199999
2005-09-08,54810000000
2005-09-09,54793760000
2005-09-12,53770640000
2005-09-13,55151040000
2005-09-14,55134800000
2005-09-15,53689440000
2005-09-16,53267199999
2005-09-19,53218480000
2005-09-20,53104800000
2005-09-21,52276560000
2005-09-22,53153519999
2005-09-23,55053600000
2005-09-26,54842480000
2005-09-27,53462080000
2005-09-28,53332160000
2005-09-29,53884320000
2005-09-30,54375600000
2005-10-03,54343520000
2005-10-04,51344040000
2005-10-05,50349560000
2005-10-06,48970120000
2005-10-07,49130520000
2005-10-10,48216240000
2005-10-11,47109480000
2005-10-12,48280400000
2005-10-13,49547560000
2005-10-14,48007720000
2005-10-17,47751080000
2005-10-18,47799200000
2005-10-19,48232280000
2005-10-20,47751080000
2005-10-21,48954080000
2005-10-24,49595680000
2005-10-25,45794200000
2005-10-26,45280920000
2005-10-27,44061880000
2005-10-28,44912000000
2005-10-31,45794200000
2005-11-01,45794200000
2005-11-02,47542560000
2005-11-03,49419240000
2005-11-04,49643800000
2005-11-07,49804200000
2005-11-08,49932520000
2005-11-09,50125000000
2005-11-10,50718480000
2005-11-11,49916480000
2005-11-14,51135520000
2005-11-15,50477880000
2005-11-16,50606200000
2005-11-17,51135520000
2005-11-18,51135520000
2005-11-21,51007200000
2005-11-22,52210199999
2005-11-23,51648800000
2005-11-25,51584639999
2005-11-28,51328000000
2005-11-29,51103440000
2005-11-30,52097919999
2005-12-01,54295400000
2005-12-02,54712440000
2005-12-05,53268840000
2005-12-06,53397160000
2005-12-07,53830240000
2005-12-08,52338520000
2005-12-09,53525479999
2005-12-12,53846280000
2005-12-13,53750040000
2005-12-14,54070840000
2005-12-15,53397160000
2005-12-16,53044280000
2005-12-19,51376120000
2005-12-20,51071360000
2005-12-21,51440280000
2005-12-22,52482880000
2005-12-23,52819720000
2005-12-27,51841280000
2005-12-28,52466840000
2005-12-29,51985639999
2005-12-30,51440280000
2006-01-03,52685400000
2006-01-04,53160900000
2006-01-05,54111900000
2006-01-06,54603250000
2006-01-09,54175300000
2006-01-10,53636400000
2006-01-11,53572999999
2006-01-12,52891449999
2006-01-13,52352550000
2006-01-17,51100400000
2006-01-18,50878500000
2006-01-19,51512500000
2006-01-20,50181100000
2006-01-23,50244500000
2006-01-24,48643650000
2006-01-25,47375650000
2006-01-26,47803600000
2006-01-27,47914550000
2006-01-30,47629250000
2006-01-31,46329550000
2006-02-01,47185450000
2006-02-02,47169600000
2006-02-03,47550000000
2006-02-06,48405900000
2006-02-07,48532700000
2006-02-08,48691200000
2006-02-09,49214250000
2006-02-10,48992350000
2006-02-13,48310800000
2006-02-14,48437600000
2006-02-15,48532700000
2006-02-16,50323750000
2006-02-17,49895800000
2006-02-21,48580250000
2006-02-22,49166700000
2006-02-23,47328100000
2006-02-24,47042800000
2006-02-27,46979400000
2006-02-28,47312250000
2006-03-01,51005300000
2006-03-02,51274750000
2006-03-03,51179650000
2006-03-06,51243050000
2006-03-07,49547100000
2006-03-08,49673900000
2006-03-09,48849700000
2006-03-10,48770450000
2006-03-13,48960650000
2006-03-14,49483700000
2006-03-15,49578800000
2006-03-16,47787750000
2006-03-17,47851150000
2006-03-20,47740200000
2006-03-21,47787750000
2006-03-22,47565850000
2006-03-23,48263250000
2006-03-24,48960650000
2006-03-27,49562950000
2006-03-28,49055750000
2006-03-29,50704150000
2006-03-30,52431800000
2006-03-31,50425910000
2006-04-03,50146370000
2006-04-04,50224020000
2006-04-05,51590660000
2006-04-06,52227390000
2006-04-07,51357710000
2006-04-10,50876280000
2006-04-11,51078170000
2006-04-12,51047109999
2006-04-13,50752040000
2006-04-17,50752040000
2006-04-18,52802000000
2006-04-19,53500850000
2006-04-20,55224680000
2006-04-21,54883020000
2006-04-24,54401590000
2006-04-25,55147030000
2006-04-26,54090990000
2006-04-27,54572420000
2006-04-28,53904630000
2006-05-01,53392140000
2006-05-02,53407670000
2006-05-03,54059930000
2006-05-04,53733800000
2006-05-05,54277350000
2006-05-08,53625090000
2006-05-09,53330020000
2006-05-10,52336100000
2006-05-11,51808080000
2006-05-12,51575130000
2006-05-15,51109229999
2006-05-16,51186880000
2006-05-17,49913420000
2006-05-18,49385400000
2006-05-19,49649410000
2006-05-22,49105860000
2006-05-23,48065350000
2006-05-24,49431990000
2006-05-25,49245630000
2006-05-26,49136920000
2006-05-30,48251710000
2006-05-31,48500190000
2006-06-01,49587290000
2006-06-02,49897890000
2006-06-05,48500190000
2006-06-06,48810790000
2006-06-07,47708160000
2006-06-08,47708160000
2006-06-09,46093040000
2006-06-12,44974880000
2006-06-13,45021470000
2006-06-14,44881700000
2006-06-15,46636590000
2006-06-16,45906680000
2006-06-19,46590000000
2006-06-20,46434700000
2006-06-21,47133550000
2006-06-22,46077510000
2006-06-23,45642670000
2006-06-26,46590000000
2006-06-27,46046450000
2006-06-28,44974880000
2006-06-29,46590000000
2006-06-30,45616740000
2006-07-03,46249260000
2006-07-05,45059520000
2006-07-06,44427000000
2006-07-07,43930020000
2006-07-10,43553520000
2006-07-11,44622780000
2006-07-12,43990260000
2006-07-13,42604740000
2006-07-14,43297500000
2006-07-17,42725220000
2006-07-18,42318600000
2006-07-19,42469200000
2006-07-20,42243300000
2006-07-21,40662000000
2006-07-24,41927040000
2006-07-25,43598700000
2006-07-26,44366760000
2006-07-27,44396880000
2006-07-28,44201100000
2006-07-31,44848680000
2006-08-01,43899900000
2006-08-02,44336640000
2006-08-03,45571560000
2006-08-04,45225180000
2006-08-07,45149880000
2006-08-08,45481200000
2006-08-09,45917940000
2006-08-10,47032380000
2006-08-11,45963120000
2006-08-14,46535400000
2006-08-15,48252240000
2006-08-16,49426920000
2006-08-17,49622700000
2006-08-18,49833540000
2006-08-21,49261260000
2006-08-22,48929940000
2006-08-23,47408880000
2006-08-24,47469120000
2006-08-25,47348640000
2006-08-28,47830560000
2006-08-29,48643799999
2006-08-30,49216080000
2006-08-31,49080540000
2006-09-01,48086580000
2006-09-05,48237180000
2006-09-06,46911900000
2006-09-07,45933000000
2006-09-08,46686000000
2006-09-11,47860680000
2006-09-12,48945000000
2006-09-13,48267299999
2006-09-14,47634780000
2006-09-15,48086580000
2006-09-18,48719100000
2006-09-19,47890800000
2006-09-20,48704040000
2006-09-21,47393820000
2006-09-22,48207060000
2006-09-25,49306440000
2006-09-26,50029320000
2006-09-27,50104620000
2006-09-28,51038340000
2006-09-29,50074500000
2006-10-02,48385280000
2006-10-03,47343000000
2006-10-04,47210879999
2006-10-05,46388800000
2006-10-06,45963080000
2006-10-09,46139240000
2006-10-10,45845640000
2006-10-11,46946640000
2006-10-12,47695320000
2006-10-13,48165080000
2006-10-16,48532080000
2006-10-17,47504480000
2006-10-18,46344760000
2006-10-19,46418160000
2006-10-20,46051160000
2006-10-23,46799840000
2006-10-24,44803360000
2006-10-25,45111640000
2006-10-26,45067600000
2006-10-27,43893200000
2006-10-30,44274880000
2006-10-31,44304240000
2006-11-01,43995960000
2006-11-02,43658320000
2006-11-03,43408760000
2006-11-06,43658320000
2006-11-07,43658320000
2006-11-08,43085800000
2006-11-09,42072880000
2006-11-10,42190320000
2006-11-13,42513280000
2006-11-14,43540880000
2006-11-15,44289560000
2006-11-16,44421680000
2006-11-17,44098720000
2006-11-20,44289560000
2006-11-21,43555560000
2006-11-22,44318920000
2006-11-24,44069360000
2006-11-27,43129840000
2006-11-28,43335360000
2006-11-29,42836240000
2006-11-30,43379400000
2006-12-01,42762840000
2006-12-04,43511520000
2006-12-05,43599600000
2006-12-06,44142760000
2006-12-07,43673000000
2006-12-08,43159200000
2006-12-11,43012400000
2006-12-12,43702360000
2006-12-13,43203240000
2006-12-14,43937240000
2006-12-15,43555560000
2006-12-18,43496840000
2006-12-19,42381160000
2006-12-20,42718800000
2006-12-21,42219680000
2006-12-22,41911400000
2006-12-26,41999480000
2006-12-27,42513280000
2006-12-28,42586680000
2006-12-29,42278400000
2007-01-03,41183520000
2007-01-04,41962200000
2007-01-05,41471920000
2007-01-08,41673800000
2007-01-09,41587280000
2007-01-10,42293860000
2007-01-11,41861260000
2007-01-12,41904520000
2007-01-16,41644960000
2007-01-17,42005460000
2007-01-18,40837440000
2007-01-19,40938380000
2007-01-22,41226780000
2007-01-23,42683200000
2007-01-24,43260000000
2007-01-25,43937740000
2007-01-26,44730840000
2007-01-29,44615480000
2007-01-30,44471280000
2007-01-31,44975980000
2007-02-01,45235540000
2007-02-02,45264380000
2007-02-05,45552780000
2007-02-06,45019240000
2007-02-07,44759680000
2007-02-08,44817360000
2007-02-09,44586640000
2007-02-12,43995420000
2007-02-13,43649340000
2007-02-14,44629900000
2007-02-15,44932720000
2007-02-16,44384760000
2007-02-20,44774100000
2007-02-21,44673160000
2007-02-22,46273780000
2007-02-23,46446820000
2007-02-26,45812340000
2007-02-27,44226140000
2007-02-28,44644320000
2007-03-01,44399180000
2007-03-02,44355920000
2007-03-05,44557800000
2007-03-06,45206700000
2007-03-07,44903880000
2007-03-08,45711400000
2007-03-09,46807320000
2007-03-12,46994780000
2007-03-13,45769080000
2007-03-14,45668140000
2007-03-15,45523940000
2007-03-16,45105760000
2007-03-19,45019240000
2007-03-20,45206700000
2007-03-21,45711400000
2007-03-22,45062500000
2007-03-23,45221120000
2007-03-26,44918300000
2007-03-27,45019240000
2007-03-28,44269400000
2007-03-29,43822380000
2007-03-30,43404200000
2007-04-02,42966300000
2007-04-03,43210590000
2007-04-04,43972200000
2007-04-05,44288340000
2007-04-09,44288340000
2007-04-10,44920620000
2007-04-11,44230860000
2007-04-12,44547000000
2007-04-13,44302710000
2007-04-16,45279870000
2007-04-17,44992470000
2007-04-18,45912150000
2007-04-19,46688130000
2007-04-20,46702500000
2007-04-23,46573169999
2007-04-24,50180040000
2007-04-25,50783580000
2007-04-26,50524919999
2007-04-27,50050710000
2007-04-30,49389690000
2007-05-01,50065080000
2007-05-02,50453070000
2007-05-03,50424330000
2007-05-04,50524919999
2007-05-07,50582400000
2007-05-08,50539290000
2007-05-09,52924710000
2007-05-10,52622940000
2007-05-11,52737900000
2007-05-14,53068410000
2007-05-15,52694790000
2007-05-16,52321169999
2007-05-17,51645780000
2007-05-18,51545190000
2007-05-21,51085349999
2007-05-22,50999130000
2007-05-23,50309370000
2007-05-24,49734570000
2007-05-25,50136930000
2007-05-29,50223150000
2007-05-30,50309370000
2007-05-31,50812320000
2007-06-01,51617040000
2007-06-04,51300900000
2007-06-05,50596770000
2007-06-06,50352480000
2007-06-07,49418430000
2007-06-08,51688890000
2007-06-11,51430230000
2007-06-12,50352480000
2007-06-13,51502080000
2007-06-14,52637310000
2007-06-15,52967820000
2007-06-18,53887500000
2007-06-19,53125890000
2007-06-20,52809750000
2007-06-21,53858759999
2007-06-22,53327070000
2007-06-25,53269590000
2007-06-26,53226480000
2007-06-27,54289860000
2007-06-28,54232380000
2007-06-29,54074310000
2007-07-02,53931020000
2007-07-03,54129400000
2007-07-05,54016040000
2007-07-06,54327780000
2007-07-09,54200250000
2007-07-10,54001870000
2007-07-11,54001870000
2007-07-12,54908750000
2007-07-13,54837900000
2007-07-16,55362190000
2007-07-17,55518060000
2007-07-18,54582840000
2007-07-19,54412800000
2007-07-20,53860170000
2007-07-23,54101060000
2007-07-24,51663820000
2007-07-25,52131430000
2007-07-26,50969490000
2007-07-27,49779210000
2007-07-30,50941150000
2007-07-31,49864230000
2007-08-01,49750870000
2007-08-02,49339940000
2007-08-03,47809580000
2007-08-06,48192170000
2007-08-07,48192170000
2007-08-08,47795409999
2007-08-09,46945210000
2007-08-10,46888530000
2007-08-13,47001890000
2007-08-14,46704320000
2007-08-15,45797440000
2007-08-16,46095010000
2007-08-17,46888530000
2007-08-20,47426990000
2007-08-21,47724560000
2007-08-22,48362210000
2007-08-23,48390550000
2007-08-24,49665849999
2007-08-27,48829820000
2007-08-28,47356140000
2007-08-29,48588930000
2007-08-30,48291360000
2007-08-31,48518080000
2007-09-04,49920909999
2007-09-05,50161800000
2007-09-06,51082849999
2007-09-07,50020099999
2007-09-10,49906740000
2007-09-11,50615240000
2007-09-12,49765040000
2007-09-13,49453300000
2007-09-14,49141560000
2007-09-17,48999860000
2007-09-18,49226580000
2007-09-19,49906740000
2007-09-20,50686090000
2007-09-21,51890540000
2007-09-24,51663820000
2007-09-25,51352080000
2007-09-26,51437099999
2007-09-27,52131430000
2007-09-28,51848030000
2007-10-01,50503320000
2007-10-02,50256360000
2007-10-03,49542920000
2007-10-04,49666400000
2007-10-05,50132880000
2007-10-08,49954519999
2007-10-09,50201480000
2007-10-10,49927080000
2007-10-11,48335559999
2007-10-12,48555080000
2007-10-15,47224240000
2007-10-16,47210519999
2007-10-17,48061160000
2007-10-18,47196800000
2007-10-19,46538240000
2007-10-22,47018440000
2007-10-23,43121960000
2007-10-24,43259160000
2007-10-25,42984760000
2007-10-26,43519840000
2007-10-29,44164680000
2007-10-30,44123519999
2007-10-31,44727200000
2007-11-01,44041200000
2007-11-02,44054920000
2007-11-05,44150960000
2007-11-06,45577840000
2007-11-07,44274440000
2007-11-08,43876560000
2007-11-09,43588440000
2007-11-12,43067080000
2007-11-13,43698200000
2007-11-14,42628040000
2007-11-15,42381080000
2007-11-16,43547280000
2007-11-19,42408520000
2007-11-20,42477120000
2007-11-21,42038080000
2007-11-23,42408520000
2007-11-26,41722520000
2007-11-27,42134120000
2007-11-28,43753080000
2007-11-29,43711920000
2007-11-30,43314040000
2007-12-03,43314040000
2007-12-04,43492400000
2007-12-05,44425360000
2007-12-06,44274440000
2007-12-07,44562559999
2007-12-10,44823240000
2007-12-11,45179960000
2007-12-12,45783640000
2007-12-13,45948280000
2007-12-14,45673880000
2007-12-17,45564120000
2007-12-18,45564120000
2007-12-19,45330880000
2007-12-20,45893400000
2007-12-21,46373599999
2007-12-24,46812640000
2007-12-26,46785200000
2007-12-27,46154080000
2007-12-28,45948280000
2007-12-31,44321800000
2008-01-02,42928450000
2008-01-03,41986280000
2008-01-04,40513310000
2008-01-07,40460230000
2008-01-08,40473500000
2008-01-09,40446960000
2008-01-10,40380610000
2008-01-11,39677300000
2008-01-14,40340800000
2008-01-15,39438440000
2008-01-16,39146500000
2008-01-17,38867830000
2008-01-18,39093420000
2008-01-22,38456460000
2008-01-23,40208100000
2008-01-24,40367340000
2008-01-25,39531330000
2008-01-28,40234640000
2008-01-29,40300990000
2008-01-30,40937950000
2008-01-31,41070650000
2008-02-01,41827040000
2008-02-04,41349320000
2008-02-05,39464980000
2008-02-06,39133230000
2008-02-07,38761670000
2008-02-08,39279200000
2008-02-11,40022320000
2008-02-12,40221370000
2008-02-13,40937950000
2008-02-14,40101940000
2008-02-15,39982510000
2008-02-19,39544600000
2008-02-20,40221370000
2008-02-21,39756920000
2008-02-22,40035590000
2008-02-25,40314260000
2008-02-26,41336050000
2008-02-27,41694340000
2008-02-28,41163540000
2008-02-29,39756920000
2008-03-03,39717110000
2008-03-04,38841290000
2008-03-05,39478250000
2008-03-06,38748400000
2008-03-07,38881100000
2008-03-10,39345550000
2008-03-11,38164520000
2008-03-12,37660260000
2008-03-13,38509540000
2008-03-14,37434670000
2008-03-17,38058360000
2008-03-18,39119960000
2008-03-19,37301970000
2008-03-20,37527560000
2008-03-24,38575890000
2008-03-25,38867830000
2008-03-26,38416650000
2008-03-27,37938930000
2008-03-28,37607180000
2008-03-31,37316400000
2008-04-01,38702400000
2008-04-02,38992800000
2008-04-03,39771600000
2008-04-04,39454800000
2008-04-07,39679200000
2008-04-08,38557200000
2008-04-09,38966400000
2008-04-10,39692400000
2008-04-11,38834400000
2008-04-14,37910400000
2008-04-15,37910400000
2008-04-16,39085200000
2008-04-17,38002800000
2008-04-18,39072000000
2008-04-21,40378800000
2008-04-22,38042400000
2008-04-23,38359200000
2008-04-24,39072000000
2008-04-25,39019200000
2008-04-28,38755200000
2008-04-29,39151200000
2008-04-30,38491200000
2008-05-01,39072000000
2008-05-02,39204000000
2008-05-05,38636400000
2008-05-06,39124800000
2008-05-07,38966400000
2008-05-08,39296400000
2008-05-09,39349200000
2008-05-12,39507600000
2008-05-13,39441600000
2008-05-14,40194000000
2008-05-15,41395200000
2008-05-16,41962800000
2008-05-19,42939600000
2008-05-20,42464400000
2008-05-21,42411600000
2008-05-22,42015600000
2008-05-23,41910000000
2008-05-27,42688800000
2008-05-28,42886800000
2008-05-29,43164000000
2008-05-30,42873599999
2008-06-02,42398400000
2008-06-03,41672400000
2008-06-04,42200400000
2008-06-05,42279600000
2008-06-06,41236800000
2008-06-09,41355600000
2008-06-10,40154400000
2008-06-11,39283200000
2008-06-12,39006000000
2008-06-13,39824400000
2008-06-16,39837600000
2008-06-17,39520800000
2008-06-18,38781600000
2008-06-19,39586800000
2008-06-20,38808000000
2008-06-23,38306400000
2008-06-24,38319600000
2008-06-25,39190800000
2008-06-26,37897200000
2008-06-27,37633200000
2008-06-30,36720640000
2008-07-01,36042560000
2008-07-02,35468800000
2008-07-03,35781760000
2008-07-07,35768720000
2008-07-08,36016480000
2008-07-09,34868960000
2008-07-10,35599200000
2008-07-11,35860000000
2008-07-14,35364480000
2008-07-15,35312320000
2008-07-16,36590240000
2008-07-17,37985520000
2008-07-18,37581280000
2008-07-21,37190080000
2008-07-22,31752400000
2008-07-23,32626080000
2008-07-24,31139520000
2008-07-25,31296000000
2008-07-28,31256880000
2008-07-29,31674160000
2008-07-30,31948000000
2008-07-31,31791520000
2008-08-01,31478560000
2008-08-04,31491600000
2008-08-05,32521760000
2008-08-06,32613040000
2008-08-07,32730400000
2008-08-08,33564959999
2008-08-11,34086560000
2008-08-12,34425600000
2008-08-13,34099600000
2008-08-14,33604080000
2008-08-15,33278080000
2008-08-18,32912959999
2008-08-19,32352240000
2008-08-20,31817600000
2008-08-21,31804560000
2008-08-22,32143600000
2008-08-25,31713280000
2008-08-26,31622000000
2008-08-27,31752400000
2008-08-28,32195760000
2008-08-29,31961040000
2008-09-02,31856720000
2008-09-03,30630959999
2008-09-04,29209600000
2008-09-05,29522560000
2008-09-08,29183520000
2008-09-09,28309840000
2008-09-10,28492400000
2008-09-11,28935760000
2008-09-12,28883600000
2008-09-15,28570640000
2008-09-16,29457360000
2008-09-17,28805360000
2008-09-18,29666000000
2008-09-19,30774400000
2008-09-22,29613840000
2008-09-23,28727120000
2008-09-24,28831440000
2008-09-25,29587760000
2008-09-26,30331040000
2008-09-29,28049040000
2008-09-30,27541500000
2008-10-01,27720840000
2008-10-02,26465460000
2008-10-03,26977860000
2008-10-06,26439840000
2008-10-07,24979500000
2008-10-08,24774540000
2008-10-09,23724120000
2008-10-10,24543960000
2008-10-13,25876200000
2008-10-14,24146850000
2008-10-15,22225350000
2008-10-16,22584030000
2008-10-17,22609650000
2008-10-20,23032380000
2008-10-21,21584850000
2008-10-22,20854680000
2008-10-23,21879479999
2008-10-24,21712950000
2008-10-27,22622460000
2008-10-28,24953880000
2008-10-29,23224530000
2008-10-30,24505530000
2008-10-31,25056360000
2008-11-03,24223710000
2008-11-04,24454290000
2008-11-05,23416680000
2008-11-06,21956340000
2008-11-07,22058820000
2008-11-10,21674520000
2008-11-11,21636090000
2008-11-12,20957160000
2008-11-13,22276590000
2008-11-14,20636910000
2008-11-17,20380710000
2008-11-18,20278230000
2008-11-19,18741030000
2008-11-20,17959620000
2008-11-21,18792270000
2008-11-24,19548060000
2008-11-25,18676980000
2008-11-26,19881120000
2008-11-28,19945170000
2008-12-01,17946810000
2008-12-02,18753840000
2008-12-03,19548060000
2008-12-04,18536070000
2008-12-05,18651360000
2008-12-08,18984420000
2008-12-09,19919550000
2008-12-10,20150130000
2008-12-11,19394340000
2008-12-12,19970790000
2008-12-15,19817070000
2008-12-16,20867490000
2008-12-17,20816250000
2008-12-18,19291860000
2008-12-19,19317480000
2008-12-22,18843510000
2008-12-23,18267060000
2008-12-24,18510450000
2008-12-26,18382350000
2008-12-29,18792270000
2008-12-30,19419960000
2008-12-31,19788000000
2009-01-02,20451000000
2009-01-05,20221500000
2009-01-06,20973750000
2009-01-07,19864500000
2009-01-08,19482000000
2009-01-09,19074000000
2009-01-12,18780750000
2009-01-13,18921000000
2009-01-14,17977500000
2009-01-15,18538500000
2009-01-16,19150500000
2009-01-20,18372750000
2009-01-21,18564000000
2009-01-22,18309000000
2009-01-23,19112250000
2009-01-26,18831750000
2009-01-27,19520250000
2009-01-28,19839000000
2009-01-29,19061250000
2009-01-30,19061250000
2009-02-02,20004750000
2009-02-03,20425500000
2009-02-04,20973750000
2009-02-05,21471000000
2009-02-06,22159500000
2009-02-09,22057500000
2009-02-10,21063000000
2009-02-11,20693250000
2009-02-12,20897250000
2009-02-13,21611250000
2009-02-17,20106750000
2009-02-18,20208750000
2009-02-19,19074000000
2009-02-20,19176000000
2009-02-23,18729750000
2009-02-24,19494750000
2009-02-25,19584000000
2009-02-26,18666000000
2009-02-27,18296250000
2009-03-02,17556750000
2009-03-03,18105000000
2009-03-04,18933750000
2009-03-05,18997500000
2009-03-06,18755250000
2009-03-09,18729750000
2009-03-10,19966500000
2009-03-11,20030250000
2009-03-12,20323500000
2009-03-13,20667750000
2009-03-16,20030250000
2009-03-17,20973750000
2009-03-18,21522000000
2009-03-19,21165000000
2009-03-20,20119500000
2009-03-23,21687750000
2009-03-24,21228750000
2009-03-25,20948250000
2009-03-26,22134000000
2009-03-27,21828000000
2009-03-30,20935500000
2009-03-31,20918170000
2009-04-01,20588750000
2009-04-02,20867490000
2009-04-03,21488320000
2009-04-06,20918170000
2009-04-07,20728120000
2009-04-08,21272930000
2009-04-09,21843079999
