,MPC
2016-02-10,16756613753
2016-02-11,16312169309
2016-02-12,16788359785
2016-02-16,17216931213
2016-02-17,17439153435
2016-02-18,16597883594
2016-02-19,16714285711
2016-02-22,17661375658
2016-02-23,16724867721
2016-02-24,17973544970
2016-02-25,18105820102
2016-02-26,18105820102
2016-02-29,18121693118
2016-03-01,18322751319
2016-03-02,18365079361
2016-03-03,19746031742
2016-03-04,19608465604
2016-03-07,19502645498
2016-03-08,18608465604
2016-03-09,19608465604
2016-03-10,19227513223
2016-03-11,19957671953
2016-03-14,19597883594
2016-03-15,19380952377
2016-03-16,20312169308
2016-03-17,19851851848
2016-03-18,20227513223
2016-03-21,20328042324
2016-03-22,20407407403
2016-03-23,19703703699
2016-03-24,19507936504
2016-03-28,19566137562
2016-03-29,19396825393
2016-03-30,19354497350
2016-03-31,19698013226
2016-04-01,19279470180
2016-04-04,19417218524
2016-04-05,19221192034
2016-04-06,19321854286
2016-04-07,19846357597
2016-04-08,20503311238
2016-04-11,20127152298
2016-04-12,20656953622
2016-04-13,21011920509
2016-04-14,20884768192
2016-04-15,20079470179
2016-04-18,20354966868
2016-04-19,20307284748
2016-04-20,20900662231
2016-04-21,21573509913
2016-04-22,21965562893
2016-04-25,21817218522
2016-04-26,21965562893
2016-04-27,21917880773
2016-04-28,21711258257
2016-04-29,20704635741
2016-05-02,20439735079
2016-05-03,20127152298
2016-05-04,19189403955
2016-05-05,19120529783
2016-05-06,19009271505
2016-05-09,18516556273
2016-05-10,18781456935
2016-05-11,19019867531
2016-05-12,18537748326
2016-05-13,18802648988
2016-05-16,18876821174
2016-05-17,19109933756
2016-05-18,19464900643
2016-05-19,19125827796
2016-05-20,19406622498
2016-05-23,18845033094
2016-05-24,18972185412
2016-05-25,18903311240
2016-05-26,18304635744
2016-05-27,18601324485
2016-05-31,18452980114
2016-06-01,19305960246
2016-06-02,19433112564
2016-06-03,18786754949
2016-06-06,18696688723
2016-06-07,19417218524
2016-06-08,19539072829
2016-06-09,19576158921
2016-06-10,19284768193
2016-06-13,17992052963
2016-06-14,17382781440
2016-06-15,17589403956
2016-06-16,17690066208
2016-06-17,17748344354
2016-06-20,18325827797
2016-06-21,18649006604
2016-06-22,18680794684
2016-06-23,19401324484
2016-06-24,18717880776
2016-06-27,17446357599
2016-06-28,18913907266
2016-06-29,19740397332
2016-06-30,20118800000
2016-07-01,20813100000
2016-07-05,20553400000
2016-07-06,19345000000
2016-07-07,18804400000
2016-07-08,19292000000
2016-07-11,19313200000
2016-07-12,19896200000
2016-07-13,19599400000
2016-07-14,19816700000
2016-07-15,19371500000
2016-07-18,19631200000
2016-07-19,19890900000
2016-07-20,20034000000
2016-07-21,19678900000
2016-07-22,20044600000
2016-07-25,19557000000
2016-07-26,20463300000
2016-07-27,20049900000
2016-07-28,20230100000
2016-07-29,20876700000
2016-08-01,20564000000
2016-08-02,20558700000
2016-08-03,21846600000
2016-08-04,21533900000
2016-08-05,22212300000
2016-08-08,22222900000
2016-08-09,21745900000
2016-08-10,21724700000
2016-08-11,22207000000
2016-08-12,22106300000
2016-08-15,21841300000
2016-08-16,22328900000
2016-08-17,22371300000
2016-08-18,22519700000
2016-08-19,22265300000
2016-08-22,21783000000
2016-08-23,22222900000
2016-08-24,22244100000
2016-08-25,22207000000
2016-08-26,22180500000
2016-08-29,22413700000
2016-08-30,22620400000
2016-08-31,22530300000
2016-09-01,22212300000
2016-09-02,22429600000
2016-09-06,22774100000
2016-09-07,22837700000
2016-09-08,23028500000
2016-09-09,22387200000
2016-09-12,22970200000
2016-09-13,22525000000
2016-09-14,22191100000
2016-09-15,23182200000
2016-09-16,23118600000
2016-09-19,23176900000
2016-09-20,22551500000
2016-09-21,22901300000
2016-09-22,22625700000
2016-09-23,22408400000
2016-09-26,21984400000
2016-09-27,22180500000
2016-09-28,22599200000
2016-09-29,21062200000
2016-09-30,21472110000
2016-10-03,21667840000
2016-10-04,21890020000
2016-10-05,22360830000
2016-10-06,22408440000
2016-10-07,22096330000
2016-10-10,22466630000
2016-10-11,22196840000
2016-10-12,22038140000
2016-10-13,21985240000
2016-10-14,22032850000
2016-10-17,22138650000
2016-10-18,22604170000
2016-10-19,22561850000
2016-10-20,22773450000
2016-10-21,23323610000
2016-10-24,23159620000
2016-10-25,23112010000
2016-10-26,23413540000
2016-10-27,22646490000
2016-10-28,22651780000
2016-10-31,23059110000
2016-11-01,22397860000
2016-11-02,21689000000
2016-11-03,21784220000
2016-11-04,21810670000
2016-11-07,22535400000
2016-11-08,22122780000
2016-11-09,23048530000
2016-11-10,23180780000
2016-11-11,23254840000
2016-11-14,23059110000
2016-11-15,23186070000
2016-11-16,23006210000
2016-11-17,22937440000
2016-11-18,22910990000
2016-11-21,24952930000
2016-11-22,25323230000
2016-11-23,25238590000
2016-11-25,25497800000
2016-11-28,24889450000
2016-11-29,24323420000
2016-11-30,24873580000
2016-12-01,25254460000
2016-12-02,25286200000
2016-12-05,25397290000
2016-12-06,24984670000
2016-12-07,26264850000
2016-12-08,26481740000
2016-12-09,26153760000
2016-12-12,25968610000
2016-12-13,26047960000
2016-12-14,25614180000
2016-12-15,25857520000
2016-12-16,26508190000
2016-12-19,26153760000
2016-12-20,26122020000
2016-12-21,25915710000
2016-12-22,26629860000
2016-12-23,26862620000
2016-12-27,27042480000
2016-12-28,26624570000
2016-12-29,26688050000
2016-12-30,26635150000
2017-01-03,27788666823
2017-01-04,26901403515
2017-01-05,26801652018
2017-01-06,26444646663
2017-01-09,25966889497
2017-01-10,25709635638
2017-01-11,26071891072
2017-01-12,25856637843
2017-01-13,25399880992
2017-01-17,25583633748
2017-01-18,25672885087
2017-01-19,25394630913
2017-01-20,25599383985
2017-01-23,25578383670
2017-01-24,26297644458
2017-01-25,26077141151
2017-01-26,25956389340
2017-01-27,25767386505
2017-01-30,25389380835
2017-01-31,25226628393
2017-02-01,25048125716
2017-02-02,25147877212
2017-02-03,25284379260
2017-02-06,25394630913
2017-02-07,25163627448
2017-02-08,25788386820
2017-02-09,26213643198
2017-02-10,26323894852
2017-02-13,26397395955
2017-02-14,26754401310
2017-02-15,26586398790
2017-02-16,26229393435
2017-02-17,26260893907
2017-02-21,26449896742
2017-02-22,26150642253
2017-02-23,26434146506
2017-02-24,26266143986
2017-02-27,26649399735
2017-02-28,26040390600
2017-03-01,26770151546
2017-03-02,26796401940
2017-03-03,26917153751
2017-03-06,26854152806
2017-03-07,26329144931
2017-03-08,26365895482
2017-03-09,25872388080
2017-03-10,26182142726
2017-03-13,26770151546
2017-03-14,26255643828
2017-03-15,27069406035
2017-03-16,26869903042
2017-03-17,26665149971
2017-03-20,26512897687
2017-03-21,25861887922
2017-03-22,26024640363
2017-03-23,25882888237
2017-03-24,25657134851
2017-03-27,25636134536
2017-03-28,25741136111
2017-03-29,26539148081
2017-03-30,26323894852
2017-03-31,26129180000
2017-04-03,25818980000
2017-04-04,26005100000
2017-04-05,25560480000
2017-04-06,25767280000
2017-04-07,25860340000
2017-04-10,25922380000
2017-04-11,26072310000
2017-04-12,25818980000
2017-04-13,25457080000
2017-04-17,25798300000
2017-04-18,25301980000
2017-04-19,24914230000
2017-04-20,25095180000
2017-04-21,25105520000
2017-04-24,25948230000
2017-04-25,25865510000
2017-04-26,25643200000
2017-04-27,26377340000
2017-04-28,26335980000
2017-05-01,26294620000
2017-05-02,26584140000
2017-05-03,26491080000
2017-05-04,25622520000
2017-05-05,26191220000
2017-05-08,26542780000
2017-05-09,26604820000
2017-05-10,27059780000
2017-05-11,27147670000
2017-05-12,27230390000
2017-05-15,27395830000
2017-05-16,27132160000
2017-05-17,26909850000
2017-05-18,26852980000
2017-05-19,27287260000
2017-05-22,27390660000
2017-05-23,27442360000
2017-05-24,27468210000
2017-05-25,27116650000
2017-05-26,27307940000
2017-05-30,27101140000
2017-05-31,26904680000
2017-06-01,27468210000
2017-06-02,27245900000
2017-06-05,27297600000
2017-06-06,27447530000
2017-06-07,27385490000
2017-06-08,27623310000
2017-06-09,28285070000
2017-06-12,28160990000
2017-06-13,28450510000
2017-06-14,27581950000
2017-06-15,27395830000
2017-06-16,27799090000
2017-06-19,28067930000
2017-06-20,27323450000
2017-06-21,26744410000
2017-06-22,26454890000
2017-06-23,26625500000
2017-06-26,26537610000
2017-06-27,26806450000
2017-06-28,27204540000
2017-06-29,26785770000
2017-06-30,26583640000
2017-07-03,26974800000
2017-07-05,26873200000
2017-07-06,26847800000
2017-07-07,27467560000
2017-07-10,27472640000
2017-07-11,27533600000
2017-07-12,27310080000
2017-07-13,27350720000
2017-07-14,27335480000
2017-07-17,27589480000
2017-07-18,27853640000
2017-07-19,28219400000
2017-07-20,28143200000
2017-07-21,28112720000
2017-07-24,28224480000
2017-07-25,28458160000
2017-07-26,28275280000
2017-07-27,28524200000
2017-07-28,27929840000
2017-07-31,28442920000
2017-08-01,28717240000
2017-08-02,28549600000
2017-08-03,28392120000
2017-08-04,28341320000
2017-08-07,27889200000
2017-08-08,27655520000
2017-08-09,26918920000
2017-08-10,26522680000
2017-08-11,26497280000
2017-08-14,26573480000
2017-08-15,26360120000
2017-08-16,25938480000
2017-08-17,25247600000
2017-08-18,25455880000
2017-08-21,25120600000
2017-08-22,25232360000
2017-08-23,25486360000
2017-08-24,25974040000
2017-08-25,26273760000
2017-08-28,26680160000
2017-08-29,26126440000
2017-08-30,26583640000
2017-08-31,26644600000
2017-09-01,27574240000
2017-09-05,26309320000
2017-09-06,26603960000
2017-09-07,26736040000
2017-09-08,27137360000
2017-09-11,27305000000
2017-09-12,27315160000
2017-09-13,27030680000
2017-09-14,26588720000
2017-09-15,26903680000
2017-09-18,27218640000
2017-09-19,27533600000
2017-09-20,27650440000
2017-09-21,27619960000
2017-09-22,27802840000
2017-09-25,28209240000
2017-09-26,28133040000
2017-09-27,28061920000
2017-09-28,28178760000
2017-09-29,28488640000
2017-10-02,27536556997
2017-10-03,27659730002
2017-10-04,27743487646
2017-10-05,27713926125
2017-10-06,27600606960
2017-10-09,27659730002
2017-10-10,27713926125
2017-10-11,27699145364
2017-10-12,27861733731
2017-10-13,27773049167
2017-10-16,27452799354
2017-10-17,27842026050
2017-10-18,27960272135
2017-10-19,28132714342
2017-10-20,28324864229
2017-10-23,27758268406
2017-10-24,28078518219
2017-10-25,27807537608
2017-10-26,28216471985
2017-10-27,28807702409
2017-10-30,29098390701
2017-10-31,29433421274
2017-11-01,30000017097
2017-11-02,30630662883
2017-11-03,30645443644
2017-11-06,30719347447
2017-11-07,31093793382
2017-11-08,31147989504
2017-11-09,30379389953
2017-11-10,30408951474
2017-11-13,30645443644
2017-11-14,30975547297
2017-11-15,30300559230
2017-11-16,30551832160
2017-11-17,30679932085
2017-11-20,30517343718
2017-11-21,30689785925
2017-11-22,30551832160
2017-11-24,30561686000
2017-11-27,30487782197
2017-11-28,30655297484
2017-11-29,30251290028
2017-11-30,30857301212
2017-12-01,30960766536
2017-12-04,31187404866
2017-12-05,31798342970
2017-12-06,31266235589
2017-12-07,31532289280
2017-12-08,31901808295
2017-12-11,31758927609
2017-12-12,31773708369
2017-12-13,31606193083
2017-12-14,31857466013
2017-12-15,32394500315
2017-12-18,32522600240
2017-12-19,31901808295
2017-12-20,32350158033
2017-12-21,32680261686
2017-12-22,32695042447
2017-12-26,32931534616
2017-12-27,32724603968
2017-12-28,32714750128
2017-12-29,32507819479
2018-01-02,31977718023
2018-01-03,32658398833
2018-01-04,32691718872
2018-01-05,33005879246
2018-01-08,33029679274
2018-01-09,32844039054
2018-01-10,33086799342
2018-01-11,33439039761
2018-01-12,33995960423
2018-01-16,33691320061
2018-01-17,34262520740
2018-01-18,34029280463
2018-01-19,34219680689
2018-01-22,34824201408
2018-01-23,34805161385
2018-01-24,34076880519
2018-01-25,33834120231
2018-01-26,34148280604
2018-01-29,33391439704
2018-01-30,32905919127
2018-01-31,32972559206
2018-02-01,32696478878
2018-02-02,32087198154
2018-02-05,30740116552
2018-02-06,31268477180
2018-02-07,30982876840
2018-02-08,29888075539
2018-02-09,30387876133
2018-02-12,30830556659
2018-02-13,31454117401
2018-02-14,32444198578
2018-02-15,32272838374
2018-02-16,32334718448
2018-02-20,31535037497
2018-02-21,31544557508
2018-02-22,31634997616
2018-02-23,31801597814
2018-02-26,31554077520
2018-02-27,31225637129
2018-02-28,30492596257
2018-03-01,30840076671
2018-03-02,31030476897
2018-03-05,31492197446
2018-03-06,32077678142
2018-03-07,32215718306
2018-03-08,32858319070
2018-03-09,33424759744
2018-03-12,32972559206
2018-03-13,32958279189
2018-03-14,33015399257
2018-03-15,32667918844
2018-03-16,33167719438
2018-03-19,32943999172
2018-03-20,34015000446
2018-03-21,34848001436
2018-03-22,34733761301
2018-03-23,33929320344
2018-03-26,35071721702
2018-03-27,34690921250
2018-03-28,34186360650
2018-03-29,34800401380
2018-04-02,33315200000
2018-04-03,33686399999
2018-04-04,33672479999
2018-04-05,34062240000
2018-04-06,33616800000
2018-04-09,33254880000
2018-04-10,34196800000
2018-04-11,34345280000
2018-04-12,34452000000
2018-04-13,34609760000
2018-04-16,35969280000
2018-04-17,36447200000
2018-04-18,36553920000
2018-04-19,36841600000
2018-04-20,37008640000
2018-04-23,37050400000
2018-04-24,37017920000
2018-04-25,37226720000
2018-04-26,38479520000
2018-04-27,37783520000
2018-04-30,34758240000
2018-05-01,33825600000
2018-05-02,35189760000
2018-05-03,35941440000
2018-05-04,35700160000
2018-05-07,35496000000
2018-05-08,34943840000
2018-05-09,35779040000
2018-05-10,35978560000
2018-05-11,35881120000
2018-05-14,36349760000
2018-05-15,35862560000
2018-05-16,35602720000
2018-05-17,37449440000
2018-05-18,36901920000
2018-05-21,36586400000
2018-05-22,36419360000
2018-05-23,36595680000
2018-05-24,36707040000
2018-05-25,35728000000
2018-05-29,36011040000
2018-05-30,36911200000
2018-05-31,36669920000
2018-06-01,38010880000
2018-06-04,38015520000
2018-06-05,37273120000
2018-06-06,36544640000
2018-06-07,36725600000
2018-06-08,36651360000
2018-06-11,36085280000
2018-06-12,35013440000
2018-06-13,34744320000
2018-06-14,34888160000
2018-06-15,34131840000
2018-06-18,34702560000
2018-06-19,34577280000
2018-06-20,34252479999
2018-06-21,33630720000
2018-06-22,33695680000
2018-06-25,32466080000
2018-06-26,32730560000
2018-06-27,32108800000
2018-06-28,32243359999
2018-06-29,32554240000
2018-07-02,31968512303
2018-07-03,32218728352
2018-07-05,31663703661
2018-07-06,31936666624
2018-07-09,32673666623
2018-07-10,32696413536
2018-07-11,31827481439
2018-07-12,32077697488
2018-07-13,32637271561
2018-07-16,32491691314
2018-07-17,32619074030
2018-07-18,33010320943
2018-07-19,33146802425
2018-07-20,32992123412
2018-07-23,33210493783
2018-07-24,33547148103
2018-07-25,33992987609
2018-07-26,36467851803
2018-07-27,36845450568
2018-07-30,37077469086
2018-07-31,36772660444
2018-08-01,36740814765
2018-08-02,36272228346
2018-08-03,35981067853
2018-08-06,36322271556
2018-08-07,36972833284
2018-08-08,37163907357
2018-08-09,36736265383
2018-08-10,36818154272
2018-08-13,36436006124
2018-08-14,36445104889
2018-08-15,35112135755
2018-08-16,34889216002
2018-08-17,35080290076
2018-08-20,35830938223
2018-08-21,35944672791
2018-08-22,36490598716
2018-08-23,37132061679
2018-08-24,38132925875
2018-08-27,38069234517
2018-08-28,38173870319
2018-08-29,38087432048
2018-08-30,37814469085
2018-08-31,37436870320
2018-09-04,38342197479
2018-09-05,38187518467
2018-09-06,37668888838
2018-09-07,37536956740
2018-09-10,37500561678
2018-09-11,37996444393
2018-09-12,38305802418
2018-09-13,38255759208
2018-09-14,38369493776
2018-09-17,38132925875
2018-09-18,38201166615
2018-09-19,36640728346
2018-09-20,37273092543
2018-09-21,37928203653
2018-09-24,39029154269
2018-09-25,38692499948
2018-09-26,38455932047
2018-09-27,37778074023
2018-09-28,36381413531
2018-10-01,58030720000
2018-10-02,58629120000
2018-10-03,60818560000
2018-10-04,60030080000
2018-10-05,59495040000
2018-10-08,59037440000
2018-10-09,58967040000
2018-10-10,56777600000
2018-10-11,55425920000
2018-10-12,56376320000
2018-10-15,54764160000
2018-10-16,56369279999
2018-10-17,55721600000
2018-10-18,55489279999
2018-10-19,52039680000
2018-10-22,52187520000
2018-10-23,50751360000
2018-10-24,47914240000
2018-10-25,49251839999
2018-10-26,48477440000
2018-10-29,47329920000
2018-10-30,48435200000
2018-10-31,49596800000
2018-11-01,50040320000
2018-11-02,48920960000
2018-11-05,49111040000
2018-11-06,48132480000
2018-11-07,49153279999
2018-11-08,47660800000
2018-11-09,47294720000
2018-11-12,46393600000
2018-11-13,45175680000
2018-11-14,44943360000
2018-11-15,46013440000
2018-11-16,46069760000
2018-11-19,44640640000
2018-11-20,43570560000
2018-11-21,44865920000
2018-11-23,43457920000
2018-11-26,45182720000
2018-11-27,44872960000
2018-11-28,45957120000
2018-11-29,45689600000
2018-11-30,45872640000
2018-12-03,45520640000
2018-12-04,44591360000
2018-12-06,44739200000
2018-12-07,43338240000
2018-12-10,42929920000
2018-12-11,43183360000
2018-12-12,43676160000
2018-12-13,43732480000
2018-12-14,42148480000
2018-12-17,41423360000
2018-12-18,41507840000
2018-12-19,41275520000
2018-12-20,40423680000
2018-12-21,39944960000
2018-12-24,38241280000
2018-12-26,41078400000
2018-12-27,41606400000
2018-12-28,41000960000
2018-12-31,39713730000
2019-01-02,40137720000
2019-01-03,39552210000
2019-01-04,41490450000
2019-01-07,41900980000
2019-01-08,42311510000
2019-01-09,43220060000
2019-01-10,42822990000
2019-01-11,43657510000
2019-01-14,43664240000
2019-01-15,43294090000
2019-01-16,43300820000
2019-01-17,44276670000
2019-01-18,44478570000
2019-01-22,43623859999
2019-01-23,43644049999
2019-01-24,42473030000
2019-01-25,43125840000
2019-01-28,42883560000
2019-01-29,43166220000
2019-01-30,43967090000
2019-01-31,44592980000
2019-02-01,44061310000
2019-02-04,44357430000
2019-02-05,45212140000
2019-02-06,45003510000
2019-02-07,42870100000
2019-02-08,42210560000
2019-02-11,41537560000
2019-02-12,41638510000
2019-02-13,42836450000
2019-02-14,43098920000
2019-02-15,43845950000
2019-02-19,43751730000
2019-02-20,43819030000
2019-02-21,43516180000
2019-02-22,43758460000
2019-02-25,43576750000
2019-02-26,43469070000
2019-02-27,42668200000
2019-02-28,41732730000
2019-03-01,42183640000
2019-03-04,41732730000
2019-03-05,40925130000
2019-03-06,40332890000
2019-03-07,39599320000
2019-03-08,38697500000
2019-03-11,39841600000
2019-03-12,39612780000
2019-03-13,40090610000
2019-03-14,40171370000
2019-03-15,40682850000
2019-03-18,41779840000
2019-03-19,41746190000
2019-03-20,41853870000
2019-03-21,42257670000
2019-03-22,41254900000
2019-03-25,41167410000
2019-03-26,41699080000
2019-03-27,41853870000
2019-03-28,41019350000
2019-03-29,40279050000
2019-04-01,40659300000
2019-04-02,39906720000
2019-04-03,40213080000
2019-04-04,40859100000
2019-04-05,42271020000
2019-04-08,42197760000
2019-04-09,41398560000
2019-04-10,42357600000
2019-04-11,42031260000
2019-04-12,41018940000
2019-04-15,40319640000
2019-04-16,39973320000
2019-04-17,40119840000
2019-04-18,39833460000
2019-04-22,40712580000
2019-04-23,40665960000
2019-04-24,39627000000
2019-04-25,40392900000
2019-04-26,40219740000
2019-04-29,40619340000
2019-04-30,40539420000
2019-05-01,39926700000
2019-05-02,39087540000
2019-05-03,39933360000
2019-05-06,39620340000
2019-05-07,39580380000
2019-05-08,36783180000
2019-05-09,35271360000
2019-05-10,35397900000
2019-05-13,33779520000
2019-05-14,34172460000
2019-05-15,34092540000
2019-05-16,35204760000
2019-05-17,34598700000
2019-05-20,34711920000
2019-05-21,35484480000
2019-05-22,34578720000
2019-05-23,33393240000
2019-05-24,33493140000
2019-05-28,32634000000
2019-05-29,32627340000
2019-05-30,31375260000
2019-05-31,30629340000
2019-06-03,31388580000
2019-06-04,32294340000
2019-06-05,31761540000
2019-06-06,32034600000
2019-06-07,31295340000
2019-06-10,31754880000
2019-06-11,31814820000
2019-06-12,31282020000
2019-06-13,31901400000
2019-06-14,31941360000
2019-06-17,32440860000
2019-06-18,33060240000
2019-06-19,33073559999
2019-06-20,34598700000
2019-06-21,35071560000
2019-06-24,34365600000
2019-06-25,34225740000
2019-06-26,36103860000
2019-06-27,36210420000
2019-06-28,37216080000
2019-07-01,36379200000
2019-07-02,35963400000
2019-07-03,35851200000
2019-07-05,36214200000
2019-07-08,35864400000
2019-07-09,36062400000
2019-07-10,36286800000
2019-07-11,36590400000
2019-07-12,36616800000
2019-07-15,36187800000
2019-07-16,36748800000
2019-07-17,35844600000
2019-07-18,36537600000
2019-07-19,36458400000
2019-07-22,36445200000
2019-07-23,36768600000
2019-07-24,38029200000
2019-07-25,37290000000
2019-07-26,37514400000
2019-07-29,37065600000
2019-07-30,37653000000
2019-07-31,37217400000
2019-08-01,36537600000
2019-08-02,35389200000
2019-08-05,33442200000
2019-08-06,32729400000
2019-08-07,31765800000
2019-08-08,32683200000
2019-08-09,31937400000
2019-08-12,30591000000
2019-08-13,31119000000
2019-08-14,29455800000
2019-08-15,29964000000
2019-08-16,30505200000
2019-08-19,31554600000
2019-08-20,30835200000
2019-08-21,31171799999
2019-08-22,30947400000
2019-08-23,30201600000
2019-08-26,30386400000
2019-08-27,29917800000
2019-08-28,30577800000
2019-08-29,32049600000
2019-08-30,32478600000
2019-09-03,32762400000
2019-09-04,33435599999
2019-09-05,34636800000
2019-09-06,34630200000
2019-09-09,35362800000
2019-09-10,35956800000
2019-09-11,35712600000
2019-09-12,35105400000
2019-09-13,35171400000
2019-09-16,34590600000
2019-09-17,35250600000
2019-09-18,35481600000
2019-09-19,35587200000
2019-09-20,36366000000
2019-09-23,36814800000
2019-09-24,36616800000
2019-09-25,39699000000
2019-09-26,40154400000
2019-09-27,41197200000
2019-09-30,39366014640
2019-10-01,39126254551
2019-10-02,38361614267
2019-10-03,38880014460
2019-10-04,39359534638
2019-10-07,39139214556
2019-10-08,38763374416
2019-10-09,39242894594
2019-10-10,40130654925
2019-10-11,41096175284
2019-10-14,40914735216
2019-10-15,41504415436
2019-10-16,40623135108
2019-10-17,41536815448
2019-10-18,42210735698
2019-10-21,41906175585
2019-10-22,42236655708
2019-10-23,42683775874
2019-10-24,42994815990
2019-10-25,44070496390
2019-10-28,43791856286
2019-10-29,44076976392
2019-10-30,42891135951
2019-10-31,41439615411
2019-11-01,43072576019
2019-11-04,44025136373
2019-11-05,43053136012
2019-11-06,41653455491
2019-11-07,42930015966
2019-11-08,42917055961
2019-11-11,42580095836
2019-11-12,42055215640
2019-11-13,41634015484
2019-11-14,41763615532
2019-11-15,41919135590
2019-11-18,41821935554
2019-11-19,40078814905
2019-11-20,40046414893
2019-11-21,40979535240
2019-11-22,40409295028
2019-11-25,40454655045
2019-11-26,39962174862
2019-11-27,39832574814
2019-11-29,39294734614
2019-12-02,39443774669
2019-12-03,38899454467
2019-12-04,38899454467
2019-12-05,38782814423
2019-12-06,39009614508
2019-12-09,37862654081
2019-12-10,38018174139
2019-12-11,37007293763
2019-12-12,38232014219
2019-12-13,37979294125
2019-12-16,39366014640
2019-12-17,39664094751
2019-12-18,39469694679
2019-12-19,39612254732
2019-12-20,39923294848
2019-12-23,39307694619
2019-12-24,39508574693
2019-12-26,39184574573
2019-12-27,39126254551
2019-12-30,38666174380
2019-12-31,39042000000
2020-01-02,40117680000
2020-01-03,37733040000
2020-01-06,37726560000
2020-01-07,38322720000
2020-01-08,37920960000
2020-01-09,38484720000
2020-01-10,39022560000
2020-01-13,38633760000
2020-01-14,38776320000
2020-01-15,37668240000
2020-01-16,37279440000
2020-01-17,36864720000
2020-01-21,36404640000
2020-01-22,36268560000
2020-01-23,35853840000
2020-01-24,35309520000
2020-01-27,34149600000
2020-01-28,34298640000
2020-01-29,34726320000
2020-01-30,35218800000
2020-01-31,35316000000
2020-02-03,33734880000
2020-02-04,34596720000
2020-02-05,35989920000
2020-02-06,35938080000
2020-02-07,35439120000
2020-02-10,35685360000
2020-02-11,36780480000
2020-02-12,38186640000
2020-02-13,38556000000
2020-02-14,37797840000
2020-02-18,36592560000
2020-02-19,37383120000
2020-02-20,39048480000
2020-02-21,38316240000
2020-02-24,36203760000
2020-02-25,34421760000
2020-02-26,33870960000
2020-02-27,31058640000
2020-02-28,30728160000
2020-03-02,30929039999
2020-03-03,29270160000
2020-03-04,29730240000
2020-03-05,26704080000
2020-03-06,25369200000
2020-03-09,21915360000
2020-03-10,22368960000
2020-03-11,20321280000
2020-03-12,14832720000
2020-03-13,16148160000
2020-03-16,13147920000
2020-03-17,13154400000
2020-03-18,10854000000
2020-03-19,10834560000
2020-03-20,12279600000
2020-03-23,10769760000
2020-03-24,11340000000
2020-03-25,13679280000
2020-03-26,14994720000
2020-03-27,15001200000
2020-03-30,15765839999
2020-03-31,15353000000
2020-04-01,13565500000
2020-04-02,13793000000
2020-04-03,13039000000
2020-04-06,15008500000
2020-04-07,14631500000
2020-04-08,15801500000
2020-04-09,16659500000
2020-04-13,16464499999
2020-04-14,17095000000
2020-04-15,15587000000
2020-04-16,14267500000
2020-04-17,16542500000
2020-04-20,16152500000
2020-04-21,15418000000
2020-04-22,16048500000
2020-04-23,16861000000
2020-04-24,16744000000
2020-04-27,17192500000
2020-04-28,18479500000
2020-04-29,21476000000
2020-04-30,20852000000
2020-05-01,19006000000
2020-05-04,20494500000
2020-05-05,20241000000
2020-05-06,19194500000
2020-05-07,20007000000
2020-05-08,21469500000
2020-05-11,21255000000
2020-05-12,20936500000
2020-05-13,20182500000
2020-05-14,20078500000
2020-05-15,19695000000
2020-05-18,22717500000
2020-05-19,22425000000
2020-05-20,23933000000
2020-05-21,23198500000
2020-05-22,23120500000
2020-05-26,23939500000
2020-05-27,23777000000
2020-05-28,22867000000
2020-05-29,22841000000
2020-06-01,23725000000
2020-06-02,24518000000
2020-06-03,25083500000
2020-06-04,24726000000
2020-06-05,27014000000
2020-06-08,27436500000
2020-06-09,26266499999
2020-06-10,25473500000
2020-06-11,22964500000
2020-06-12,23803000000
2020-06-15,24596000000
2020-06-16,25116000000
2020-06-17,24134500000
2020-06-18,25005500000
2020-06-19,24823500000
2020-06-22,25096500000
2020-06-23,25220000000
2020-06-24,23549499999
2020-06-25,23848500000
2020-06-26,22990500000
2020-06-29,23010000000
2020-06-30,24297000000
2020-07-01,23192000000
2020-07-02,23445500000
2020-07-06,23634000000
2020-07-07,22548500000
2020-07-08,22197500000
2020-07-09,21677500000
2020-07-10,23530000000
2020-07-13,22951500000
2020-07-14,23530000000
2020-07-15,24420500000
2020-07-16,24303500000
2020-07-17,24654500000
2020-07-20,23887500000
2020-07-21,25051000000
2020-07-22,25174499999
2020-07-23,25272000000
2020-07-24,25155000000
2020-07-27,25038000000
2020-07-28,24778000000
2020-07-29,25941499999
2020-07-30,24752000000
2020-07-31,24830000000
2020-08-03,25070500000
2020-08-04,24498500000
2020-08-05,23679500000
2020-08-06,23224499999
2020-08-07,23835500000
2020-08-10,24134500000
2020-08-11,24017500000
2020-08-12,24784500000
2020-08-13,24219000000
2020-08-14,24927500000
2020-08-17,25122500000
2020-08-18,24206000000
2020-08-19,24167000000
2020-08-20,23153000000
2020-08-21,23010000000
2020-08-24,23926500000
2020-08-25,23692500000
2020-08-26,22964500000
2020-08-27,22736999999
2020-08-28,24108500000
2020-08-31,23049000000
2020-09-01,22730500000
2020-09-02,22756500000
2020-09-03,22269000000
2020-09-04,21866000000
2020-09-08,21014500000
2020-09-09,20650500000
2020-09-10,19675500000
2020-09-11,20312500000
2020-09-14,20813000000
2020-09-15,20208500000
2020-09-16,21034000000
2020-09-17,20878000000
2020-09-18,20982000000
2020-09-21,20312500000
2020-09-22,20176000000
2020-09-23,18674500000
2020-09-24,18603000000
2020-09-25,18609500000
