,PVH
2005-01-25,826095775
2005-01-26,824221125
2005-01-27,836093908
2005-01-28,808599041
2005-01-31,893349659
2005-02-01,888096592
2005-02-02,878903725
2005-02-03,889081542
2005-02-04,889738175
2005-02-07,919286676
2005-02-08,941940526
2005-02-09,927494592
2005-02-10,924211426
2005-02-11,953759926
2005-02-14,933732609
2005-02-15,956714776
2005-02-16,969847443
2005-02-17,946208642
2005-02-18,945880326
2005-02-22,909765492
2005-02-23,896304509
2005-02-24,913048659
2005-02-25,908780542
2005-02-28,910422125
2005-03-01,915018559
2005-03-02,923554792
2005-03-03,929136176
2005-03-04,930121126
2005-03-07,913048659
2005-03-08,901229259
2005-03-09,938000726
2005-03-10,918630042
2005-03-11,919286676
2005-03-14,916660142
2005-03-15,917645092
2005-03-16,919286676
2005-03-17,919286676
2005-03-18,917645092
2005-03-21,891708075
2005-03-22,902542525
2005-03-23,865771058
2005-03-24,874963925
2005-03-28,877918775
2005-03-29,842132258
2005-03-30,863801158
2005-03-31,874635608
2005-04-01,861502942
2005-04-04,878247092
2005-04-05,863472842
2005-04-06,876605508
2005-04-07,879232042
2005-04-08,864786108
2005-04-11,875948875
2005-04-12,878575408
2005-04-13,865771058
2005-04-14,839505725
2005-04-15,817508508
2005-04-18,800107724
2005-04-19,861831258
2005-04-20,839177408
2005-04-21,880873625
2005-04-22,839505725
2005-04-25,861831258
2005-04-26,865114425
2005-04-27,869054225
2005-04-28,845743741
2005-04-29,849683541
2005-05-02,855264925
2005-05-03,895976192
2005-05-04,892693025
2005-05-05,900900942
2005-05-06,897617775
2005-05-09,902870842
2005-05-10,905825692
2005-05-11,891051442
2005-05-12,885470058
2005-05-13,888424909
2005-05-16,895976192
2005-05-17,917973409
2005-05-18,945880326
2005-05-19,945223692
2005-05-20,941612209
2005-05-23,953103293
2005-05-24,945552009
2005-05-25,987248226
2005-05-26,1019751577
2005-05-27,1025989593
2005-05-31,1017453360
2005-06-01,1029929393
2005-06-02,1044047010
2005-06-03,1034197510
2005-06-06,1035839093
2005-06-07,1039778893
2005-06-08,1040763843
2005-06-09,1036495727
2005-06-10,1034197510
2005-06-13,1042405427
2005-06-14,1059477894
2005-06-15,1051926610
2005-06-16,1080490160
2005-06-17,1077206994
2005-06-20,1070312344
2005-06-21,1070968977
2005-06-22,1086728177
2005-06-23,1055538094
2005-06-24,1048315127
2005-06-27,1047658493
2005-06-28,1066372544
2005-06-29,1069327394
2005-06-30,1073267194
2005-07-01,1087056494
2005-07-05,1111680244
2005-07-06,1106427177
2005-07-07,1121201428
2005-07-08,1145496861
2005-07-11,1120873111
2005-07-12,1116276678
2005-07-13,1109710344
2005-07-14,1095921044
2005-07-15,1081803427
2005-07-18,1087056494
2005-07-19,1102487377
2005-07-20,1120216478
2005-07-21,1102487377
2005-07-22,1109053711
2005-07-25,1099532527
2005-07-26,1107740444
2005-07-27,1110695294
2005-07-28,1118246578
2005-07-29,1112993511
2005-08-01,1428459480
2005-08-02,1423411920
2005-08-03,1438554600
2005-08-04,1396491600
2005-08-05,1386396480
2005-08-08,1393126560
2005-08-09,1412054910
2005-08-10,1415840579
2005-08-11,1434768930
2005-08-12,1441919640
2005-08-15,1429721370
2005-08-16,1377563250
2005-08-17,1385975850
2005-08-18,1366626870
2005-08-19,1349381040
2005-08-22,1340127180
2005-08-23,1384713960
2005-08-24,1370412540
2005-08-25,1409110500
2005-08-26,1392705930
2005-08-29,1407007350
2005-08-30,1400697899
2005-08-31,1408689870
2005-09-01,1386817110
2005-09-02,1387237739
2005-09-06,1388079000
2005-09-07,1387658370
2005-09-08,1392705930
2005-09-09,1420046880
2005-09-12,1434348300
2005-09-13,1415419950
2005-09-14,1333397100
2005-09-15,1337603400
2005-09-16,1340127180
2005-09-19,1329190800
2005-09-20,1297222920
2005-09-21,1256001180
2005-09-22,1234969680
2005-09-23,1272826380
2005-09-26,1293437250
2005-09-27,1292175360
2005-09-28,1275770790
2005-09-29,1283762760
2005-09-30,1304794260
2005-10-03,1313627490
2005-10-04,1288389690
2005-10-05,1249271100
2005-10-06,1272405750
2005-10-07,1294699140
2005-10-10,1295540400
2005-10-11,1240858500
2005-10-12,1234549050
2005-10-13,1205525580
2005-10-14,1194589200
2005-10-17,1213517550
2005-10-18,1169351400
2005-10-19,1171454550
2005-10-20,1228660230
2005-10-21,1239175980
2005-10-24,1231604640
2005-10-25,1208890620
2005-10-26,1191644790
2005-10-27,1135701000
2005-10-28,1181970300
2005-10-31,1587510000
2005-11-01,1572444000
2005-11-02,1618200000
2005-11-03,1655586000
2005-11-04,1657818000
2005-11-07,1668420000
2005-11-08,1671210000
2005-11-09,1674000000
2005-11-10,1757142000
2005-11-11,1742634000
2005-11-14,1735380000
2005-11-15,1687950000
2005-11-16,1720314000
2005-11-17,1748772000
2005-11-18,1812383999
2005-11-21,1840283999
2005-11-22,1927889999
2005-11-23,1929564000
2005-11-25,1920077999
2005-11-28,1897758000
2005-11-29,1894410000
2005-11-30,1891062000
2005-12-01,1891620000
2005-12-02,1889945999
2005-12-05,1864836000
2005-12-06,1856466000
2005-12-07,1843632000
2005-12-08,1833030000
2005-12-09,1843074000
2005-12-12,1831914000
2005-12-13,1772208000
2005-12-14,1776672000
2005-12-15,1738170000
2005-12-16,1737054000
2005-12-19,1727010000
2005-12-20,1754910000
2005-12-21,1771092000
2005-12-22,1769976000
2005-12-23,1821312000
2005-12-27,1790064000
2005-12-28,1807362000
2005-12-29,1811268000
2005-12-30,1807920000
2006-01-03,1780020000
2006-01-04,1774440000
2006-01-05,1801782000
2006-01-06,1821312000
2006-01-09,1866510000
2006-01-10,2031677999
2006-01-11,2041722000
2006-01-12,2003220000
2006-01-13,1988154000
2006-01-17,1951883999
2006-01-18,1947420000
2006-01-19,1951883999
2006-01-20,1908918000
2006-01-23,1920636000
2006-01-24,1953000000
2006-01-25,1952442000
2006-01-26,1952442000
2006-01-27,1987595999
2006-01-30,1557046474
2006-01-31,1566149474
2006-02-01,1608630141
2006-02-02,1556179522
2006-02-03,1588256760
2006-02-06,1563982093
2006-02-07,1540574379
2006-02-08,1563548617
2006-02-09,1552278236
2006-02-10,1549243903
2006-02-13,1531904855
2006-02-14,1593024998
2006-02-15,1598660188
2006-02-16,1587389807
2006-02-17,1567016426
2006-02-21,1544475664
2006-02-22,1546209569
2006-02-23,1592591522
2006-02-24,1596492807
2006-02-27,1564415569
2006-02-28,1538840474
2006-03-01,1532771807
2006-03-02,1517600141
2006-03-03,1495059379
2006-03-06,1465149522
2006-03-07,1432638807
2006-03-08,1443475712
2006-03-09,1447376998
2006-03-10,1468617331
2006-03-13,1486823331
2006-03-14,1504595855
2006-03-15,1514999284
2006-03-16,1528003569
2006-03-17,1493325474
2006-03-20,1528003569
2006-03-21,1688823236
2006-03-22,1730003474
2006-03-23,1690557141
2006-03-24,1689690188
2006-03-27,1690123664
2006-03-28,1660647283
2006-03-29,1643741712
2006-03-30,1642874760
2006-03-31,1656312521
2006-04-03,1640707379
2006-04-04,1614698807
2006-04-05,1609063617
2006-04-06,1640273902
2006-04-07,1638539998
2006-04-10,1618600093
2006-04-11,1593024998
2006-04-12,1621200950
2006-04-13,1607329712
2006-04-17,1599527141
2006-04-18,1637673045
2006-04-19,1672784617
2006-04-20,1691424093
2006-04-21,1674085045
2006-04-24,1664115093
2006-04-25,1654145141
2006-04-26,1652844712
2006-04-27,1669316807
2006-04-28,1742574283
2006-05-01,1754711617
2006-05-02,1749943379
2006-05-03,1749076426
2006-05-04,1756445521
2006-05-05,1730870426
2006-05-08,1703561426
2006-05-09,1725235236
2006-05-10,1647209522
2006-05-11,1611664474
2006-05-12,1647209522
2006-05-15,1641140855
2006-05-16,1653278188
2006-05-17,1639840426
2006-05-18,1629003522
2006-05-19,1640707379
2006-05-22,1637239569
2006-05-23,1617733141
2006-05-24,1529303998
2006-05-25,1523235331
2006-05-26,1563115141
2006-05-30,1500261093
2006-05-31,1536673093
2006-06-01,1594758903
2006-06-02,1572218141
2006-06-05,1519767522
2006-06-06,1534939188
2006-06-07,1519334045
2006-06-08,1496793284
2006-06-09,1545342617
2006-06-12,1511964950
2006-06-13,1484655950
2006-06-14,1528003569
2006-06-15,1533205284
2006-06-16,1525836188
2006-06-19,1484655950
2006-06-20,1510664522
2006-06-21,1544042188
2006-06-22,1549243903
2006-06-23,1560947760
2006-06-26,1612097950
2006-06-27,1555746045
2006-06-28,1549677379
2006-06-29,1627703093
2006-06-30,1654145141
2006-07-03,1645475617
2006-07-05,1622501379
2006-07-06,1629436998
2006-07-07,1572218141
2006-07-10,1574818998
2006-07-11,1547509998
2006-07-12,1500694569
2006-07-13,1479887712
2006-07-14,1453879141
2006-07-17,1439140950
2006-07-18,1437840522
2006-07-19,1498960665
2006-07-20,1483355522
2006-07-21,1442175284
2006-07-24,1508063665
2006-07-25,1553578664
2006-07-26,1524102284
2006-07-27,1471218188
2006-07-28,1526269664
2006-07-31,1969427900
2006-08-01,1942267200
2006-08-02,1942821499
2006-08-03,1994925700
2006-08-04,1961113400
2006-08-07,1930072600
2006-08-08,1943930100
2006-08-09,1922866699
2006-08-10,1921758100
2006-08-11,1958896200
2006-08-14,1958896200
2006-08-15,2029846599
2006-08-16,2043149800
2006-08-17,2041486900
2006-08-18,2045367000
2006-08-21,2045367000
2006-08-22,2086385200
2006-08-23,2103568500
2006-08-24,2096362600
2006-08-25,2085830900
2006-08-28,2138489400
2006-08-29,2186713500
2006-08-30,2178953300
2006-08-31,2141815200
2006-09-01,2168421600
2006-09-05,2167867300
2006-09-06,2134055000
2006-09-07,2124077600
2006-09-08,2193365100
2006-09-11,2203896800
2006-09-12,2268749900
2006-09-13,2249903700
2006-09-14,2292584800
2006-09-15,2318636900
2006-09-18,2323071300
2006-09-19,2294802000
2006-09-20,2354112100
2006-09-21,2294802000
2006-09-22,2254892400
2006-09-25,2324179900
2006-09-26,2350232000
2006-09-27,2363535200
2006-09-28,2403444800
2006-09-29,2315311100
2006-10-02,2267641300
2006-10-03,2298127800
2006-10-04,2383490000
2006-10-05,2392913100
2006-10-06,2422291000
2006-10-09,2423399600
2006-10-10,2428942600
2006-10-11,2444463000
2006-10-12,2528716600
2006-10-13,2574723500
2006-10-16,2584146600
2006-10-17,2544237000
2006-10-18,2550334300
2006-10-19,2550334300
2006-10-20,2562528900
2006-10-23,2577495000
2006-10-24,2574169200
2006-10-25,2540356900
2006-10-26,2581375100
2006-10-27,2532042400
2006-10-30,2605126830
2006-10-31,2547779520
2006-11-01,2467604640
2006-11-02,2455355700
2006-11-03,2470945260
2006-11-06,2479853580
2006-11-07,2540541510
2006-11-08,2602342980
2006-11-09,2561698770
2006-11-10,2592321120
2006-11-13,2561698770
2006-11-14,2652452280
2006-11-15,2745989640
2006-11-16,2670825690
2006-11-17,2630181480
2006-11-20,2623500240
2006-11-21,2828948370
2006-11-22,2822823900
2006-11-24,2768260440
2006-11-27,2737081320
2006-11-28,2712026670
2006-11-29,2779952610
2006-11-30,2746546410
2006-12-01,2748216720
2006-12-04,2776611990
2006-12-05,2777725530
2006-12-06,2803336950
2006-12-07,2806120800
2006-12-08,2773271370
2006-12-11,2806120800
2006-12-12,2789974470
2006-12-13,2784963540
2006-12-14,2910236790
2006-12-15,2875160280
2006-12-18,2836186380
2006-12-19,2868479040
2006-12-20,2902998780
2006-12-21,2850662400
2006-12-22,2833959300
2006-12-26,2831732220
2006-12-27,2832288990
2006-12-28,2815029120
2006-12-29,2793315090
2007-01-03,2856230100
2007-01-04,2892420150
2007-01-05,2914690950
2007-01-08,2992081980
2007-01-09,2965357020
2007-01-10,2950324230
2007-01-11,3013796010
2007-01-12,3052213140
2007-01-16,3073370400
2007-01-17,3055553760
2007-01-18,3075040710
2007-01-19,3045531900
2007-01-22,2979833040
2007-01-23,2979833040
2007-01-24,3027715260
2007-01-25,2974265340
2007-01-26,3023261100
2007-01-29,3033282960
2007-01-30,3035510040
2007-01-31,3070586550
2007-02-01,3098981820
2007-02-02,3061678230
2007-02-05,3029153384
2007-02-06,3096666289
2007-02-07,3097224247
2007-02-08,3089970794
2007-02-09,3016320353
2007-02-12,3036964795
2007-02-13,3089412836
2007-02-14,3136839257
2007-02-15,3135723341
2007-02-16,3154135952
2007-02-20,3259032035
2007-02-21,3192077088
2007-02-22,3159157573
2007-02-23,3126796015
2007-02-26,3143534752
2007-02-27,3072674100
2007-02-28,3059841068
2007-03-01,3043660289
2007-03-02,2951039280
2007-03-05,2871809259
2007-03-06,2921467512
2007-03-07,2958292732
2007-03-08,3097782205
2007-03-09,3106151573
2007-03-12,3133491510
2007-03-13,3042544374
2007-03-14,3073790016
2007-03-15,3131259678
2007-03-16,3165295109
2007-03-19,3190403215
2007-03-20,3212721530
2007-03-21,3237271677
2007-03-22,3191519130
2007-03-23,3246756961
2007-03-26,3308690287
2007-03-27,3235597804
2007-03-28,3274654856
2007-03-29,3280792393
2007-03-30,3280792393
2007-04-02,3284140140
2007-04-03,3314827824
2007-04-04,3270749151
2007-04-05,3269633235
2007-04-09,3264611614
2007-04-10,3272423024
2007-04-11,3242851256
2007-04-12,3267959361
2007-04-13,3193750962
2007-04-16,3258474077
2007-04-17,3201562372
2007-04-18,3186497509
2007-04-19,3120100520
2007-04-20,3224996604
2007-04-23,3246756961
2007-04-24,3228344351
2007-04-25,3237829635
2007-04-26,3211047656
2007-04-27,3193750962
2007-04-30,3118984605
2007-05-01,2980611048
2007-05-02,3006835069
2007-05-03,2952713153
2007-05-04,2971683722
2007-05-07,2996533350
2007-05-08,3039033351
2007-05-09,3125166685
2007-05-10,3040166684
2007-05-11,3077566684
2007-05-14,3065100018
2007-05-15,3018066684
2007-05-16,3046966684
2007-05-17,3056600017
2007-05-18,3104766684
2007-05-21,3154066685
2007-05-22,3193166685
2007-05-23,3210733352
2007-05-24,3120633351
2007-05-25,3118933351
2007-05-29,3191466685
2007-05-30,3433433353
2007-05-31,3463466687
2007-06-01,3485000020
2007-06-04,3500300020
2007-06-05,3451566686
2007-06-06,3392633353
2007-06-07,3358633353
2007-06-08,3425500020
2007-06-11,3371666686
2007-06-12,3299133352
2007-06-13,3412466686
2007-06-14,3390933353
2007-06-15,3435133353
2007-06-18,3399433353
2007-06-19,3419833353
2007-06-20,3390933353
2007-06-21,3338800019
2007-06-22,3394333353
2007-06-25,3370533353
2007-06-26,3277033352
2007-06-27,3396600019
2007-06-28,3395466686
2007-06-29,3432300020
2007-07-02,3366000019
2007-07-03,3362600019
2007-07-05,3310466686
2007-07-06,3369966686
2007-07-09,3367700019
2007-07-10,3263433352
2007-07-11,3223200018
2007-07-12,3223766685
2007-07-13,3198266685
2007-07-16,3169933351
2007-07-17,3201100018
2007-07-18,3151233351
2007-07-19,3182966685
2007-07-20,3105900018
2007-07-23,3129133351
2007-07-24,3060000018
2007-07-25,3028833351
2007-07-26,2905300017
2007-07-27,2857133350
2007-07-30,2926833350
2007-07-31,2950066684
2007-08-01,2930233350
2007-08-02,2986900017
2007-08-03,2986333350
2007-08-06,3105560250
2007-08-07,3132103500
2007-08-08,3097653750
2007-08-09,2948559750
2007-08-10,3059250750
2007-08-13,2992045500
2007-08-14,2849728500
2007-08-15,2733390000
2007-08-16,2794383000
2007-08-17,2949689250
2007-08-20,2988092250
2007-08-21,2945171250
2007-08-22,3066027750
2007-08-23,3173895000
2007-08-24,3261996000
2007-08-27,3167118000
2007-08-28,3083535000
2007-08-29,3210039000
2007-08-30,3164294250
2007-08-31,3288539250
2007-09-04,3177283500
2007-09-05,3116290500
2007-09-06,3145657500
2007-09-07,3053038500
2007-09-10,2938959000
2007-09-11,2983574250
2007-09-12,2963243250
2007-09-13,2992610250
2007-09-14,2984139000
2007-09-17,2958160500
2007-09-18,3095959500
2007-09-19,3051909000
2007-09-20,2977926750
2007-09-21,2997693000
2007-09-24,2988092250
2007-09-25,3012941250
2007-09-26,2912980500
2007-09-27,2950818750
2007-09-28,2963808000
2007-10-01,3044567250
2007-10-02,3001646250
2007-10-03,3047391000
2007-10-04,2992610250
2007-10-05,3066592500
2007-10-08,3014635500
2007-10-09,2912980500
2007-10-10,2887002000
2007-10-11,2854811250
2007-10-12,2836739250
2007-10-15,2758239000
2007-10-16,2770098750
2007-10-17,2695551750
2007-10-18,2587684500
2007-10-19,2637947250
2007-10-22,2673526500
2007-10-23,2622134250
2007-10-24,2569612500
2007-10-25,2585990250
2007-10-26,2675785500
2007-10-29,2672397000
2007-10-30,2583166500
2007-10-31,2699505000
2007-11-01,2612533500
2007-11-02,2549846250
2007-11-05,2362453920
2007-11-06,2395956240
2007-11-07,2292747480
2007-11-08,2283021000
2007-11-09,2264648760
2007-11-12,2256543360
2007-11-13,2412167040
2007-11-14,2353808160
2007-11-15,2280319200
2007-11-16,2221960320
2007-11-19,2125776240
2007-11-20,2170626120
2007-11-21,2160359280
2007-11-23,2189538720
2007-11-26,2209532040
2007-11-27,2259785520
2007-11-28,2275455960
2007-11-29,2176570080
2007-11-30,2292207120
2007-12-03,2339218440
2007-12-04,2033915040
2007-12-05,2087410680
2007-12-06,2161980360
2007-12-07,2256003000
2007-12-10,2269512000
2007-12-11,2173327920
2007-12-12,2156036400
2007-12-13,2148471360
2007-12-14,2102540759
2007-12-17,2014462080
2007-12-18,2026350000
2007-12-19,2085249240
2007-12-20,2048504759
2007-12-21,2114428680
2007-12-24,2094975720
2007-12-26,2067417360
2007-12-27,2028511440
2007-12-28,2024728920
2007-12-31,1991766960
2008-01-02,1958264640
2008-01-03,1862080560
2008-01-04,1766436839
2008-01-07,1793454839
2008-01-08,1808584920
2008-01-09,1811827080
2008-01-10,1862080560
2008-01-11,1792374120
2008-01-14,1790753040
2008-01-15,1763194680
2008-01-16,1960966440
2008-01-17,1863161279
2008-01-18,1928544839
2008-01-22,2039318640
2008-01-23,2156576760
2008-01-24,2234928960
2008-01-25,2084708880
2008-01-28,2100919680
2008-01-29,2162520720
2008-01-30,2146850279
2008-01-31,2274375240
2008-02-01,2331653400
2008-02-04,2120445294
2008-02-05,2053586723
2008-02-06,2029414778
2008-02-07,2102444909
2008-02-08,2078787261
2008-02-11,2144617239
2008-02-12,2179589414
2008-02-13,2142045755
2008-02-14,2014500173
2008-02-15,1961527613
2008-02-19,1905983570
2008-02-20,1926041141
2008-02-21,1909583647
2008-02-22,1871011394
2008-02-25,1895183339
2008-02-26,1941470042
2008-02-27,2052043833
2008-02-28,1958956130
2008-02-29,1877697251
2008-03-03,1846325153
2008-03-04,1812895867
2008-03-05,1813924460
2008-03-06,1708493637
2008-03-07,1697179110
2008-03-10,1634434912
2008-03-11,1676607242
2008-03-12,1746551593
2008-03-13,1721351054
2008-03-14,1731636988
2008-03-17,1720322461
2008-03-18,1805181417
2008-03-19,1766094867
2008-03-20,1806724307
2008-03-24,1920898174
2008-03-25,1980556591
2008-03-26,1955870350
2008-03-27,1958956130
2008-03-28,1910097943
2008-03-31,1950213086
2008-04-01,2043300789
2008-04-02,2002157053
2008-04-03,2013471580
2008-04-04,2000099866
2008-04-07,1968727767
2008-04-08,1979013701
2008-04-09,1874611471
2008-04-10,1902897790
2008-04-11,1871525691
2008-04-14,1880783031
2008-04-15,1819581724
2008-04-16,1829867658
2008-04-17,1829353361
2008-04-18,1901354899
2008-04-21,1854553900
2008-04-22,1804667120
2008-04-23,1781009472
2008-04-24,1865868427
2008-04-25,1903412086
2008-04-28,2008328613
2008-04-29,2134331305
2008-04-30,2170846370
2008-05-01,2226390414
2008-05-02,2211990106
2008-05-05,2262832000
2008-05-06,2261803440
2008-05-07,2223746720
2008-05-08,2196489880
2008-05-09,2171290160
2008-05-12,2251517840
2008-05-13,2344088240
2008-05-14,2417116000
2008-05-15,2444887120
2008-05-16,2395516240
2008-05-19,2391916280
2008-05-20,2353345280
2008-05-21,2230946640
2008-05-22,2279288960
2008-05-23,2237118000
2008-05-27,2291631680
2008-05-28,2342031120
2008-05-29,2370316520
2008-05-30,2336374040
2008-06-02,2259232040
2008-06-03,2247403600
2008-06-04,2253060680
2008-06-05,2293174520
2008-06-06,2139404800
2008-06-09,2155347480
2008-06-10,2200604120
2008-06-11,2118833600
2008-06-12,2111119399
2008-06-13,2188261400
2008-06-16,2183118600
2008-06-17,2159976000
2008-06-18,2090548200
2008-06-19,2183118600
2008-06-20,2074091240
2008-06-23,1971235240
2008-06-24,1985120800
2008-06-25,2010320520
2008-06-26,1940892720
2008-06-27,1905407399
2008-06-30,1883293359
2008-07-01,1903350280
2008-07-02,1885350479
2008-07-03,1876093439
2008-07-07,1835979600
2008-07-08,1894093240
2008-07-09,1822608320
2008-07-10,1748552000
2008-07-11,1694038320
2008-07-14,1690952640
2008-07-15,1723866560
2008-07-16,1802551399
2008-07-17,1909007359
2008-07-18,1876093439
2008-07-21,1843693800
2008-07-22,1902321720
2008-07-23,1961978200
2008-07-24,1867864960
2008-07-25,1817979800
2008-07-28,1780437359
2008-07-29,1834951040
2008-07-30,1852436560
2008-07-31,1820551200
2008-08-01,1819522640
2008-08-04,1808550380
2008-08-05,1920233770
2008-08-06,1936188539
2008-08-07,1913028390
2008-08-08,2040666550
2008-08-11,2096765580
2008-08-12,2040151880
2008-08-13,1980450159
2008-08-14,2004639650
2008-08-15,2028314469
2008-08-18,1954201990
2008-08-19,1891412250
2008-08-20,1855385349
2008-08-21,1788478250
2008-08-22,1849209310
2008-08-25,1808035710
2008-08-26,1888324230
2008-08-27,1910969710
2008-08-28,1979935490
2008-08-29,1958834020
2008-09-02,2048386599
2008-09-03,2081325480
2008-09-04,2001551630
2008-09-05,2032946500
2008-09-08,2108088320
2008-09-09,2083898830
2008-09-10,2116837710
2008-09-11,2140512530
2008-09-12,2126616440
2008-09-15,2090074870
2008-09-16,2151320600
2008-09-17,2042725230
2008-09-18,2101912280
2008-09-19,2160069990
2008-09-22,1991258230
2008-09-23,1974788789
2008-09-24,1913543060
2008-09-25,1919719099
2008-09-26,1924865800
2008-09-29,1888838900
2008-09-30,1951113969
2008-10-01,1922807120
2008-10-02,1818843780
2008-10-03,1753480690
2008-10-06,1704072370
2008-10-07,1659810750
2008-10-08,1679368210
2008-10-09,1563052790
2008-10-10,1584154260
2008-10-13,1675250849
2008-10-14,1588786290
2008-10-15,1409681130
2008-10-16,1479676250
2008-10-17,1474014880
2008-10-20,1443134680
2008-10-21,1359758140
2008-10-22,1244986730
2008-10-23,1183226330
2008-10-24,1153375470
2008-10-27,1129700650
2008-10-28,1169330240
2008-10-29,1115804560
2008-10-30,1158007500
2008-10-31,1261456170
2008-11-03,1189650000
2008-11-04,1209220000
2008-11-05,1192225000
2008-11-06,1026910000
2008-11-07,1039270000
2008-11-10,984680000
2008-11-11,964080000
2008-11-12,911550000
2008-11-13,947599999
2008-11-14,882710000
2008-11-17,860565000
2008-11-18,798765000
2008-11-19,772500000
2008-11-20,701945000
2008-11-21,741600000
2008-11-24,814730000
2008-11-25,802370000
2008-11-26,930089999
2008-11-28,898160000
2008-12-01,819880000
2008-12-02,850780000
2008-12-03,937815000
2008-12-04,955839999
2008-12-05,1031545000
2008-12-08,1071714999
2008-12-09,1029484999
2008-12-10,1016609999
2008-12-11,905369999
2008-12-12,938845000
2008-12-15,922880000
2008-12-16,994980000
2008-12-17,1028455000
2008-12-18,998070000
2008-12-19,1026910000
2008-12-22,975925000
2008-12-23,959445000
2008-12-24,964595000
2008-12-26,1003220000
2008-12-29,955325000
2008-12-30,994464999
2008-12-31,1036695000
2009-01-02,1096950000
2009-01-05,1076350000
2009-01-06,1135575000
2009-01-07,1100555000
2009-01-08,1034635000
2009-01-09,960474999
2009-01-12,902795000
2009-01-13,926484999
2009-01-14,889920000
2009-01-15,939359999
2009-01-16,982619999
2009-01-20,904339999
2009-01-21,968714999
2009-01-22,929060000
2009-01-23,938330000
2009-01-26,979015000
2009-01-27,982105000
2009-01-28,1044935000
2009-01-29,1008369999
2009-01-30,979530000
2009-02-02,939045530
2009-02-03,989011200
2009-02-04,973042790
2009-02-05,1011676040
2009-02-06,1042582639
2009-02-09,1000858730
2009-02-10,967891690
2009-02-11,952438389
2009-02-12,968921909
2009-02-13,940590860
2009-02-17,922046899
2009-02-18,914320250
2009-02-19,924622450
2009-02-20,917410909
2009-02-23,874656780
2009-02-24,893200740
2009-02-25,863839470
2009-02-26,828811990
2009-02-27,853537270
2009-03-02,822115560
2009-03-03,800480940
2009-03-04,813358690
2009-03-05,768029010
2009-03-06,750000160
2009-03-09,746909500
2009-03-10,827266659
2009-03-11,797905390
2009-03-12,860233700
2009-03-13,885474090
2009-03-16,852507050
2009-03-17,894746070
2009-03-18,949862840
2009-03-19,957589490
2009-03-20,897321620
2009-03-23,977163670
2009-03-24,1103880730
2009-03-25,1147149970
2009-03-26,1220295590
2009-03-27,1234203560
2009-03-30,1182692560
2009-03-31,1168269480
2009-04-01,1165693930
2009-04-02,1227507130
2009-04-03,1271291480
2009-04-06,1212053830
2009-04-07,1166724150
2009-04-08,1257383510
2009-04-09,1360405510
2009-04-13,1323832700
2009-04-14,1305803850
2009-04-15,1266655490
2009-04-16,1344952210
2009-04-17,1461367070
2009-04-20,1373798370
2009-04-21,1466003060
2009-04-22,1495879440
2009-04-23,1489698120
2009-04-24,1503606090
2009-04-27,1476305260
2009-04-28,1543269560
2009-04-29,1494849220
2009-04-30,1495364330
2009-05-01,1466003060
2009-05-04,1496545000
2009-05-05,1509446250
2009-05-06,1488288200
2009-05-07,1424814050
2009-05-08,1419653550
2009-05-11,1452680750
2009-05-12,1409848600
2009-05-13,1315411450
2009-05-14,1351018900
2009-05-15,1370628800
2009-05-18,1431522700
2009-05-19,1438747400
2009-05-20,1424814050
2009-05-21,1419137500
2009-05-22,1390754750
2009-05-26,1500157350
2009-05-27,1496028950
2009-05-28,1471258550
2009-05-29,1520799350
2009-06-01,1599755000
2009-06-02,1599238950
2009-06-03,1598722900
2009-06-04,1600271050
2009-06-05,1615236500
2009-06-08,1563631500
2009-06-09,1579629050
2009-06-10,1573436450
2009-06-11,1615752550
2009-06-12,1611624150
2009-06-15,1574468550
2009-06-16,1517187000
2009-06-17,1480547450
2009-06-18,1460421500
2009-06-19,1471258550
2009-06-22,1418621450
2009-06-23,1385594250
2009-06-24,1394883150
2009-06-25,1468678300
2009-06-26,1490352400
2009-06-29,1475903000
2009-06-30,1480547450
2009-07-01,1490868450
2009-07-02,1432038750
2009-07-06,1388690550
2009-07-07,1372176950
2009-07-08,1380433750
2009-07-09,1363404100
2009-07-10,1373209050
2009-07-13,1434619000
2009-07-14,1489320300
2009-07-15,1554342600
2009-07-16,1600787100
2009-07-17,1604915500
2009-07-20,1651360000
2009-07-21,1657552599
2009-07-22,1689031649
2009-07-23,1745281100
2009-07-24,1766955200
2009-07-27,1771599650
2009-07-28,1824752800
2009-07-29,1796886100
2009-07-30,1821656499
2009-07-31,1825784900
2009-08-03,1824984400
2009-08-04,1813617000
2009-08-05,1813100300
2009-08-06,1800182800
2009-08-07,1872004099
2009-08-10,1795015800
2009-08-11,1783648400
2009-08-12,1783131700
2009-08-13,1750579600
2009-08-14,1791398900
2009-08-17,1776414600
2009-08-18,1801216200
2009-08-19,1819817400
2009-08-20,1836868499
2009-08-21,1890605300
2009-08-24,1893188800
2009-08-25,1916957000
2009-08-26,1937108300
2009-08-27,1937625000
2009-08-28,1967076900
2009-08-31,1952092600
2009-09-01,1937108300
2009-09-02,1926774300
2009-09-03,2005829400
2009-09-04,2046648700
2009-09-08,2102969000
2009-09-09,2146371800
2009-09-10,2183057500
2009-09-11,2175823700
2009-09-14,2162906200
2009-09-15,2172206800
2009-09-16,2201142000
2009-09-17,2173756900
2009-09-18,2201142000
2009-09-21,2242478000
2009-09-22,2208375800
2009-09-23,2199591900
2009-09-24,2164456300
2009-09-25,2144305000
2009-09-28,2166006400
2009-09-29,2226460300
