,PVH
2023-08-24,4778775000
2023-08-25,4707018000
2023-08-28,4726314000
2023-08-29,4873446000
2023-08-30,4966911000
2023-08-31,5041080000
2023-09-01,5035050000
2023-09-05,4854150000
2023-09-06,4817367000
2023-09-07,4804101000
2023-09-08,4808322000
2023-09-11,4743198000
2023-09-12,4786614000
2023-09-13,4755258000
2023-09-14,4811337000
2023-09-15,4786011000
2023-09-18,4656366000
2023-09-19,4696767000
2023-09-20,4662999000
2023-09-21,4567122000
2023-09-22,4544208000
2023-09-25,4593051000
2023-09-26,4444110000
2023-09-27,4433256000
2023-09-28,4532751000
2023-09-29,4613553000
2023-10-02,4535766000
2023-10-03,4310847000
2023-10-04,4380192000
2023-10-05,4319289000
2023-10-06,4446522000
2023-10-09,4492350000
2023-10-10,4431447000
2023-10-11,4474260000
2023-10-12,4308435000
2023-10-13,4232457000
2023-10-16,4395870000
2023-10-17,4623804000
2023-10-18,4514058000
2023-10-19,4457376000
2023-10-20,4393458000
2023-10-23,4436271000
2023-10-24,4594860000
2023-10-25,4521294000
2023-10-26,4522500000
2023-10-27,4360293000
2023-10-30,4368613000
2023-10-31,4379215000
2023-11-01,4297933000
2023-11-02,4396296000
2023-11-03,4547080000
2023-11-06,4460497000
2023-11-07,4519397000
2023-11-08,4556504000
2023-11-09,4472866000
2023-11-10,4504672000
2023-11-13,4488769000
2023-11-14,4791515000
2023-11-15,4899302000
2023-11-16,4880454000
2023-11-17,4997665000
2023-11-20,5094850000
2023-11-21,5051264000
2023-11-22,5079536000
2023-11-24,5129601000
2023-11-27,5233265000
2023-11-28,5305123000
2023-11-29,5389350000
2023-11-30,5759242000
2023-12-01,5864084000
2023-12-04,6141503000
2023-12-05,6120888000
2023-12-06,6146804000
2023-12-07,6264604000
2023-12-08,6376514000
2023-12-11,6507861000
2023-12-12,6553803000
2023-12-13,6651577000
2023-12-14,6887766000
2023-12-15,6979650000
2023-12-18,6990252000
2023-12-19,7202292000
2023-12-20,7056220000
2023-12-21,7169308000
2023-12-22,7125722000
2023-12-26,7171075000
2023-12-27,7250001000
2023-12-28,7261192000
2023-12-29,7192868000
2024-01-02,7175787000
2024-01-03,6928407000
2024-01-04,6906025000
2024-01-05,6891300000
2024-01-08,7112764000
2024-01-09,7121010000
2024-01-10,7223496000
2024-01-11,7248823000
2024-01-12,7065644000
2024-01-16,7007922000
2024-01-17,6873041000
2024-01-18,6944310000
2024-01-19,7113942000
2024-01-22,7047974000
2024-01-23,7017346000
2024-01-24,6924284000
2024-01-25,7031482000
2024-01-26,7265904000
2024-01-29,7423167000
2024-01-30,7300655000
2024-01-31,7083314000
2024-02-01,7258836000
2024-02-02,7149282000
2024-02-05,7116298000
2024-02-06,7110408000
2024-02-07,7055631000
2024-02-08,7483834000
2024-02-09,7525064000
2024-02-12,7634029000
2024-02-13,7497970000
2024-02-14,7569828000
2024-02-15,7543912000
2024-02-16,7754774000
2024-02-20,7607524000
2024-02-21,7727679999
2024-02-22,7932062999
2024-02-23,8007454999
2024-02-26,8011578000
2024-02-27,8076957000
2024-02-28,8065766000
2024-02-29,8049862999
2024-03-01,8118776000
2024-03-04,8106995999
2024-03-05,8128788999
2024-03-06,7976237999
2024-03-07,7980950000
2024-03-08,7912037000
2024-03-11,7689984000
2024-03-12,7796593000
2024-03-13,7774800000
2024-03-14,7732392000
2024-03-15,7711187999
2024-03-18,7586909000
2024-03-19,7801304999
2024-03-20,8092860000
2024-03-21,8125254999
2024-03-22,7913215000
2024-03-25,7937953000
2024-03-26,8068711000
2024-03-27,8210660000
2024-03-28,8281929000
2024-04-01,8230096999
2024-04-02,6401252000
2024-04-03,6213361000
2024-04-04,6266371000
2024-04-05,6400074000
2024-04-08,6439537000
2024-04-09,6509628000
2024-04-10,6464275000
2024-04-11,6383582000
2024-04-12,6219251000
2024-04-15,6262837000
2024-04-16,6337640000
2024-04-17,6228675000
2024-04-18,6261659000
2024-04-19,6289342000
2024-04-22,6453673000
2024-04-23,6634496000
2024-04-24,6648043000
2024-04-25,6525531000
2024-04-26,6539667000
2024-04-29,6649810000
2024-04-30,6408320000
2024-05-01,6461330000
2024-05-02,6511984000
2024-05-03,6668658000
2024-05-06,6747584000
2024-05-07,6689862000
2024-05-08,6711655000
2024-05-09,6797060000
2024-05-10,6715189000
2024-05-13,6688095000
2024-05-14,6850659000
2024-05-15,6866562000
2024-05-16,6854782000
2024-05-17,6719312000
2024-05-20,6719901000
2024-05-21,6722257000
2024-05-22,6553803000
2024-05-23,6606224000
2024-05-24,6793526000
2024-05-28,6761131000
2024-05-29,6784691000
2024-05-30,6773500000
2024-05-31,7068589000
2024-06-03,7042600000
2024-06-04,6856875000
2024-06-05,7115625000
2024-06-06,6975325000
2024-06-07,6896550000
2024-06-10,6933350000
2024-06-11,6773500000
2024-06-12,6661950000
2024-06-13,6510150000
2024-06-14,6512450000
2024-06-17,6577425000
2024-06-18,6515900000
2024-06-20,6435975000
2024-06-21,6579725000
2024-06-24,6563050000
2024-06-25,6469325000
2024-06-26,6292225000
2024-06-27,6148475000
2024-06-28,6087525000
2024-07-01,6045550000
2024-07-02,5932275000
2024-07-03,6018525000
2024-07-05,5966200000
2024-07-08,6130075000
2024-07-09,6118575000
2024-07-10,6130650000
2024-07-11,6260600000
2024-07-12,6176650000
2024-07-15,5973675000
2024-07-16,6123175000
2024-07-17,6028875000
2024-07-18,5834525000
2024-07-19,5783350000
2024-07-22,5859250000
2024-07-23,5807500000
2024-07-24,5629250000
2024-07-25,5583825000
2024-07-26,5752875000
2024-07-29,5759200000
2024-07-30,5817850000
2024-07-31,5864425000
2024-08-01,5697100000
2024-08-02,5451000000
2024-08-05,5316450000
2024-08-06,5443525000
2024-08-07,5362450000
2024-08-08,5576925000
2024-08-09,5542425000
