,VLO
2004-08-25,7587840000
2004-08-26,7695360000
2004-08-27,7726080000
2004-08-30,7587840000
2004-08-31,7726080000
2004-09-01,7889920000
2004-09-02,7854080000
2004-09-03,7746560000
2004-09-07,7905280000
2004-09-08,7802880000
2004-09-09,8161280000
2004-09-10,8038400000
2004-09-13,8314879999
2004-09-14,8483840000
2004-09-15,8407040000
2004-09-16,8355840000
2004-09-17,8437760000
2004-09-20,8483840000
2004-09-21,8929280000
2004-09-22,8852480000
2004-09-23,8842240000
2004-09-24,9088000000
2004-09-27,9016320000
2004-09-28,9251840000
2004-09-29,9190400000
2004-09-30,9384960000
2004-10-01,9507840000
2004-10-04,9451520000
2004-10-05,9794560000
2004-10-06,10117120000
2004-10-07,10004480000
2004-10-08,9825280000
2004-10-11,9763840000
2004-10-12,9738240000
2004-10-13,9431040000
2004-10-14,9656320000
2004-10-15,9574400000
2004-10-18,9359360000
2004-10-19,9472000000
2004-10-20,9830400000
2004-10-21,10076160000
2004-10-22,10030080000
2004-10-25,9999360000
2004-10-26,10122240000
2004-10-27,10055680000
2004-10-28,9789440000
2004-10-29,10055680000
2004-11-01,9907200000
2004-11-02,9748480000
2004-11-03,9815040000
2004-11-04,9917440000
2004-11-05,9984000000
2004-11-08,9594880000
2004-11-09,9548800000
2004-11-10,9702400000
2004-11-11,9702400000
2004-11-12,9886720000
2004-11-15,9748480000
2004-11-16,9815040000
2004-11-17,10219520000
2004-11-18,10434560000
2004-11-19,10536960000
2004-11-22,10818560000
2004-11-23,10869760000
2004-11-24,10920960000
2004-11-26,11146240000
2004-11-29,10997760000
2004-11-30,10946560000
2004-12-01,10444800000
2004-12-02,10050560000
2004-12-03,10178560000
2004-12-06,10234880000
2004-12-07,9881600000
2004-12-08,10096640000
2004-12-09,10076160000
2004-12-10,10060800000
2004-12-13,10393600000
2004-12-14,10224640000
2004-12-15,10716160000
2004-12-16,10562560000
2004-12-17,10521600000
2004-12-20,10547200000
2004-12-21,10741760000
2004-12-22,10511360000
2004-12-23,10562560000
2004-12-27,10260480000
2004-12-28,10393600000
2004-12-29,10475520000
2004-12-30,10460160000
2004-12-31,10624000000
2005-01-03,10076160000
2005-01-04,10076160000
2005-01-05,9866240000
2005-01-06,10158080000
2005-01-07,10127360000
2005-01-10,10250240000
2005-01-11,10378240000
2005-01-12,10613760000
2005-01-13,10992640000
2005-01-14,11238400000
2005-01-18,11453440000
2005-01-19,11386880000
2005-01-20,11258880000
2005-01-21,11386880000
2005-01-24,11432960000
2005-01-25,11340800000
2005-01-26,11622400000
2005-01-27,11980800000
2005-01-28,11857920000
2005-01-31,12175360000
2005-02-01,13327360000
2005-02-02,13834240000
2005-02-03,14325760000
2005-02-04,14213120000
2005-02-07,13649920000
2005-02-08,13890560000
2005-02-09,13747200000
2005-02-10,14330880000
2005-02-11,14376960000
2005-02-14,14443520000
2005-02-15,14530560000
2005-02-16,14837760000
2005-02-17,14612480000
2005-02-18,15272960000
2005-02-22,15549440000
2005-02-23,15713280000
2005-02-24,16107520000
2005-02-25,17059840000
2005-02-28,16670720000
2005-03-01,15928320000
2005-03-02,16327680000
2005-03-03,16931840000
2005-03-04,17285120000
2005-03-07,17034240000
2005-03-08,17177599999
2005-03-09,16931840000
2005-03-10,16143360000
2005-03-11,16128000000
2005-03-14,15790080000
2005-03-15,15518720000
2005-03-16,15800320000
2005-03-17,16358400000
2005-03-18,16261120000
2005-03-21,16066560000
2005-03-22,16153600000
2005-03-23,16839680000
2005-03-24,16901119999
2005-03-28,16583680000
2005-03-29,16138240000
2005-03-30,16476160000
2005-03-31,17213860000
2005-04-01,18267560000
2005-04-04,18005420000
2005-04-05,17707300000
2005-04-06,18832960000
2005-04-07,18452600000
2005-04-08,18133920000
2005-04-11,17969440000
2005-04-12,17496560000
2005-04-13,17162460000
2005-04-14,16956860000
2005-04-15,15882600000
2005-04-18,16489120000
2005-04-19,17388620000
2005-04-20,17265260000
2005-04-21,17650760000
2005-04-22,17630200000
2005-04-25,17825520000
2005-04-26,17208720000
2005-04-27,16191000000
2005-04-28,15856900000
2005-04-29,16098480000
2005-05-02,16098480000
2005-05-03,15455980000
2005-05-04,15646160000
2005-05-05,15769520000
2005-05-06,15913440000
2005-05-09,16129320000
2005-05-10,15949420000
2005-05-11,15784940000
2005-05-12,14571900000
2005-05-13,14530780000
2005-05-16,14248080000
2005-05-17,14777500000
2005-05-18,14849460000
2005-05-19,15538220000
2005-05-20,15312060000
2005-05-23,15502240000
2005-05-24,15836340000
2005-05-25,15939140000
2005-05-26,16129320000
2005-05-27,16561080000
2005-05-31,16119040000
2005-06-01,16751260000
2005-06-02,16617620000
2005-06-03,16879760000
2005-06-06,17049380000
2005-06-07,16684440000
2005-06-08,16746120000
2005-06-09,17326940000
2005-06-10,17404040000
2005-06-13,17306380000
2005-06-14,17476000000
2005-06-15,17840940000
2005-06-16,18015700000
2005-06-17,18781560000
2005-06-20,19018000000
2005-06-21,18565680000
2005-06-22,18899780000
2005-06-23,18611940000
2005-06-24,18694180000
2005-06-27,19018000000
2005-06-28,18452600000
2005-06-29,18539980000
2005-06-30,19924160000
2005-07-01,20458630000
2005-07-05,21395330000
2005-07-06,21026160000
2005-07-07,21466960000
2005-07-08,21296150000
2005-07-11,21307170000
2005-07-12,21450430000
2005-07-13,21285130000
2005-07-14,20387000000
2005-07-15,20668010000
2005-07-18,20254760000
2005-07-19,20601890000
2005-07-20,20392510000
2005-07-21,20078440000
2005-07-22,20987590000
2005-07-25,21219010000
2005-07-26,20778210000
2005-07-27,20926980000
2005-07-28,20904940000
2005-07-29,20844330000
2005-08-01,20965550000
2005-08-02,21356760000
2005-08-03,21775520000
2005-08-04,22475290000
2005-08-05,22243870000
2005-08-08,22243870000
2005-08-09,22453250000
2005-08-10,22860990000
2005-08-11,23345870000
2005-08-12,23621370000
2005-08-15,23632390000
2005-08-16,22849970000
2005-08-17,21786540000
2005-08-18,21615730000
2005-08-19,22133670000
2005-08-22,22188770000
2005-08-23,22238360000
2005-08-24,22789360000
2005-08-25,22530390000
2005-08-26,22502840000
2005-08-29,23136490000
2005-08-30,24376240000
2005-08-31,26817170000
2005-09-01,27577550000
2005-09-02,27307560000
2005-09-06,27550000000
2005-09-07,27957740000
2005-09-08,28073450000
2005-09-09,28955050000
2005-09-12,27913660000
2005-09-13,27979780000
2005-09-14,27952230000
2005-09-15,27373680000
2005-09-16,27208380000
2005-09-19,28018350000
2005-09-20,27500410000
2005-09-21,28492210000
2005-09-22,28404050000
2005-09-23,27897130000
2005-09-26,28464660000
2005-09-27,28348950000
2005-09-28,29241570000
2005-09-29,28955050000
2005-09-30,31983730000
2005-10-03,32831760000
2005-10-04,31835170000
2005-10-05,29922460000
2005-10-06,29148710000
2005-10-07,30467180000
2005-10-10,29718190000
2005-10-11,30442420000
2005-10-12,29427260000
2005-10-13,28374960000
2005-10-14,28647320000
2005-10-17,29278700000
2005-10-18,28251160000
2005-10-19,28003560000
2005-10-20,26295119999
2005-10-21,26777940000
2005-10-24,27656920000
2005-10-25,28585420000
2005-10-26,28554470000
2005-10-27,27675490000
2005-10-28,28152119999
2005-10-31,29773900000
2005-11-01,29934840000
2005-11-02,30560030000
2005-11-03,31160460000
2005-11-04,29817230000
2005-11-07,29235369999
2005-11-08,29322030000
2005-11-09,28164500000
2005-11-10,27000780000
2005-11-11,27248380000
2005-11-14,28368770000
2005-11-15,27731200000
2005-11-16,28139740000
2005-11-17,28108789999
2005-11-18,27774530000
2005-11-21,28009750000
2005-11-22,28963010000
2005-11-23,28455430000
2005-11-25,28653510000
2005-11-28,26951260000
2005-11-29,26988400000
2005-11-30,27217430000
2005-12-01,28603990000
2005-12-02,28802070000
2005-12-05,29563440000
2005-12-06,29495350000
2005-12-07,29414880000
2005-12-08,30145300000
2005-12-09,29835800000
2005-12-12,30683830000
2005-12-13,30838580000
2005-12-14,31036660000
2005-12-15,30238150000
2005-12-16,29575820000
2005-12-19,29303460000
2005-12-20,28981580000
2005-12-21,29941030000
2005-12-22,30201010000
2005-12-23,29891510000
2005-12-27,28802070000
2005-12-28,29346789999
2005-12-29,29198230000
2005-12-30,29198230000
2006-01-03,30758110000
2006-01-04,31067610000
2006-01-05,30987140000
2006-01-06,31624710000
2006-01-09,31828980000
2006-01-10,32119910000
2006-01-11,32225140000
2006-01-12,32478930000
2006-01-13,32955560000
2006-01-17,34045000000
2006-01-18,33419810000
2006-01-19,34075950000
2006-01-20,34131660000
2006-01-23,34608290000
2006-01-24,34119280000
2006-01-25,33023650000
2006-01-26,33487900000
2006-01-27,33976910000
2006-01-30,35759630000
2006-01-31,35326330000
2006-02-01,33747880000
2006-02-02,32918420000
2006-02-03,33172210000
2006-02-06,33667410000
2006-02-07,32033250000
2006-02-08,31637090000
2006-02-09,29978170000
2006-02-10,28659700000
2006-02-13,28622560000
2006-02-14,28152119999
2006-02-15,28610180000
2006-02-16,30454800000
2006-02-17,30832390000
2006-02-21,31414250000
2006-02-22,30863340000
2006-02-23,31036660000
2006-02-24,31791840000
2006-02-27,31377110000
2006-02-28,30436230000
2006-03-01,31086180000
2006-03-02,32101340000
2006-03-03,31977539999
2006-03-06,30993330000
2006-03-07,30349570000
2006-03-08,30436230000
2006-03-09,30132920000
2006-03-10,30293860000
2006-03-13,31488530000
2006-03-14,32070390000
2006-03-15,32633680000
2006-03-16,33110310000
2006-03-17,32738910000
2006-03-20,32107530000
2006-03-21,32157050000
2006-03-22,32509880000
2006-03-23,33271250000
2006-03-24,33487900000
2006-03-27,33617890000
2006-03-28,33871680000
2006-03-29,34137850000
2006-03-30,34131660000
2006-03-31,33385040000
2006-04-03,32932900000
2006-04-04,33421700000
2006-04-05,34906430000
2006-04-06,35071400000
2006-04-07,34289320000
2006-04-10,34955310000
2006-04-11,34710910000
2006-04-12,35621300000
2006-04-13,35914580000
2006-04-17,36666110000
2006-04-18,37668150000
2006-04-19,38529660000
2006-04-20,37735360000
2006-04-21,38560210000
2006-04-24,38590760000
2006-04-25,37026600000
2006-04-26,35242480000
2006-04-27,35969570000
2006-04-28,36158980000
2006-05-01,36831080000
2006-05-02,37497070000
2006-05-03,36531690000
2006-05-04,36287290000
2006-05-05,36299510000
2006-05-08,35877920000
2006-05-09,36256740000
2006-05-10,36433930000
2006-05-11,36110100000
2006-05-12,34906430000
2006-05-15,33824960000
2006-05-16,34338200000
2006-05-17,33397259999
2006-05-18,32987890000
2006-05-19,32896240000
2006-05-22,31875870000
2006-05-23,32780150000
2006-05-24,32456320000
2006-05-25,33721090000
2006-05-26,34313759999
2006-05-30,33757750000
2006-05-31,34264880000
2006-06-01,34350420000
2006-06-02,35211930000
2006-06-05,33873840000
2006-06-06,33983820000
2006-06-07,32761820000
2006-06-08,32737380000
2006-06-09,33079540000
2006-06-12,32101940000
2006-06-13,31136560000
2006-06-14,32059170000
2006-06-15,33629440000
2006-06-16,33507240000
2006-06-19,32028620000
2006-06-20,32163040000
2006-06-21,33177300000
2006-06-22,33886060000
2006-06-23,34692580000
2006-06-26,34906430000
2006-06-27,34912540000
2006-06-28,35425780000
2006-06-29,36934950000
2006-06-30,37027200000
2006-07-03,37240350000
2006-07-05,37008930000
2006-07-06,36887130000
2006-07-07,36430380000
2006-07-10,36399930000
2006-07-11,36807960000
2006-07-12,36326850000
2006-07-13,35912730000
2006-07-14,36101520000
2006-07-17,35108850000
2006-07-18,35541240000
2006-07-19,35790930000
2006-07-20,35236740000
2006-07-21,34487670000
2006-07-24,35407260000
2006-07-25,36138060000
2006-07-26,36881040000
2006-07-27,36479100000
2006-07-28,37368240000
2006-07-31,37538760000
2006-08-01,37313430000
2006-08-02,37404780000
2006-08-03,37544850000
2006-08-04,36850590000
2006-08-07,36954120000
2006-08-08,37234260000
2006-08-09,37368240000
2006-08-10,36205050000
2006-08-11,36095430000
2006-08-14,35206290000
2006-08-15,35084490000
2006-08-16,35084490000
2006-08-17,33976110000
2006-08-18,34426770000
2006-08-21,34901790000
2006-08-22,35322000000
2006-08-23,34390230000
2006-08-24,34828710000
2006-08-25,34737360000
2006-08-28,33616800000
2006-08-29,33336660000
2006-08-30,32581500000
2006-08-31,31954230000
2006-09-01,32161290000
2006-09-05,31034640000
2006-09-06,29512140000
2006-09-07,29664390000
2006-09-08,28805700000
2006-09-11,28342860000
2006-09-12,28568189999
2006-09-13,29177189999
2006-09-14,28154070000
2006-09-15,27959189999
2006-09-18,29140650000
2006-09-19,27892200000
2006-09-20,26936070000
2006-09-21,27398910000
2006-09-22,26826450000
2006-09-25,26802090000
2006-09-26,27630330000
2006-09-27,28872689999
2006-09-28,28543830000
2006-09-29,28653450000
2006-10-02,27889440000
2006-10-03,26373970000
2006-10-04,27434200000
2006-10-05,27464150000
2006-10-06,27727710000
2006-10-09,27284450000
2006-10-10,27625880000
2006-10-11,27440190000
2006-10-12,28566310000
2006-10-13,29345010000
2006-10-16,29410900000
2006-10-17,28805910000
2006-10-18,28572300000
2006-10-19,28985610000
2006-10-20,28518390000
2006-10-23,28260820000
2006-10-24,28865810000
2006-10-25,29566640000
2006-10-26,28943680000
2006-10-27,29063480000
2006-10-30,28548339999
2006-10-31,28650170000
2006-11-01,28009240000
2006-11-02,27655830000
2006-11-03,28416560000
2006-11-06,28638190000
2006-11-07,28099089999
2006-11-08,28530370000
2006-11-09,29057490000
2006-11-10,28889770000
2006-11-13,29027540000
2006-11-14,29027540000
2006-11-15,29704410000
2006-11-16,28740020000
2006-11-17,28943680000
2006-11-20,28326710000
2006-11-21,29051500000
2006-11-22,28662150000
2006-11-24,28644180000
2006-11-27,28404580000
2006-11-28,29081450000
2006-11-29,30045839999
2006-11-30,30153660000
2006-12-01,30578950000
2006-12-04,30489100000
2006-12-05,30554990000
2006-12-06,30812560000
2006-12-07,30429200000
2006-12-08,30063810000
2006-12-11,30519050000
2006-12-12,29955990000
2006-12-13,29860150000
2006-12-14,30087770000
2006-12-15,30177620000
2006-12-18,29201250000
2006-12-19,29812230000
2006-12-20,29099420000
2006-12-21,28740020000
2006-12-22,28248839999
2006-12-26,28326710000
2006-12-27,28476460000
2006-12-28,28260820000
2006-12-29,28009240000
2007-01-03,27404250000
2007-01-04,26769310000
2007-01-05,27026880000
2007-01-08,27032870000
2007-01-09,26793270000
2007-01-10,26397930000
2007-01-11,26643520000
2007-01-12,27685780000
2007-01-16,27260490000
2007-01-17,27739690000
2007-01-18,27356330000
2007-01-19,27943350000
2007-01-22,28428540000
2007-01-23,29015560000
2007-01-24,29321050000
2007-01-25,28548339999
2007-01-26,28740020000
2007-01-29,28805910000
2007-01-30,29482780000
2007-01-31,29722380000
2007-02-01,30680780000
2007-02-02,30788600000
2007-02-05,30489100000
2007-02-06,30279450000
2007-02-07,30237520000
2007-02-08,30620880000
2007-02-09,30453160000
2007-02-12,30147670000
2007-02-13,30537020000
2007-02-14,30614890000
2007-02-15,30423210000
2007-02-16,30638850000
2007-02-20,30644839999
2007-02-21,31705070000
2007-02-22,32184270000
2007-02-23,32178280000
2007-02-26,32304070000
2007-02-27,31417550000
2007-02-28,31507400000
2007-03-01,31741010000
2007-03-02,31207900000
2007-03-05,30614890000
2007-03-06,31669130000
2007-03-07,32741339999
2007-03-08,32849160000
2007-03-09,32974950000
2007-03-12,33010890000
2007-03-13,32956980000
2007-03-14,33549990000
2007-03-15,33130690000
2007-03-16,32855150000
2007-03-19,33286430000
2007-03-20,33729690000
2007-03-21,33849490000
2007-03-22,34328690000
2007-03-23,34849820000
2007-03-26,35233180000
2007-03-27,35532680000
2007-03-28,35077440000
2007-03-29,35664460000
2007-03-30,35311050000
2007-04-02,33414050000
2007-04-03,33245150000
2007-04-04,33932010000
2007-04-05,33971420000
2007-04-09,34556940000
2007-04-10,34635760000
2007-04-11,34675170000
2007-04-12,35333880000
2007-04-13,35198760000
2007-04-16,34438710000
2007-04-17,33611100000
2007-04-18,33430940000
2007-04-19,33340860000
2007-04-20,33932010000
2007-04-23,35119940000
2007-04-24,35260690000
2007-04-25,36189640000
2007-04-26,36921540000
2007-04-27,36645670000
2007-04-30,36144600000
2007-05-01,36617520000
2007-05-02,37518320000
2007-05-03,37732260000
2007-05-04,37749150000
2007-05-07,37298750000
2007-05-08,37906790000
2007-05-09,38148880000
2007-05-10,37355050000
2007-05-11,37996870000
2007-05-14,37929310000
2007-05-15,37445130000
2007-05-16,37067920000
2007-05-17,37602770000
2007-05-18,38064430000
2007-05-21,38999010000
2007-05-22,38982120000
2007-05-23,38345930000
2007-05-24,37642180000
2007-05-25,38464159999
2007-05-29,37884270000
2007-05-30,38694990000
2007-05-31,38402230000
2007-06-01,39049680000
2007-06-04,39257990000
2007-06-05,39122870000
2007-06-06,38216440000
2007-06-07,37585880000
2007-06-08,37788560000
2007-06-11,37991240000
2007-06-12,37523950000
2007-06-13,38419120000
2007-06-14,39128500000
2007-06-15,39370590000
2007-06-18,39781580000
2007-06-19,39494450000
2007-06-20,38554240000
2007-06-21,39404370000
2007-06-22,39342440000
2007-06-25,39077830000
2007-06-26,38419120000
2007-06-27,38154510000
2007-06-28,37884270000
2007-06-29,38008130000
2007-07-02,37407390000
2007-07-03,37506570000
2007-07-05,37715950000
2007-07-06,38019000000
2007-07-09,38757340000
2007-07-10,39137530000
2007-07-11,39109980000
2007-07-12,38834480000
2007-07-13,38906110000
2007-07-16,38316540000
2007-07-17,37826150000
2007-07-18,38244910000
2007-07-19,37534120000
2007-07-20,36834350000
2007-07-23,36591910000
2007-07-24,35578070000
2007-07-25,35308080000
2007-07-26,34498110000
2007-07-27,33980170000
2007-07-30,34790140000
2007-07-31,33748750000
2007-08-01,32024120000
2007-08-02,32531040000
2007-08-03,31186600000
2007-08-06,31765150000
2007-08-07,32244520000
2007-08-08,33892010000
2007-08-09,34024250000
2007-08-10,34701980000
2007-08-13,33605490000
2007-08-14,32790010000
2007-08-15,31924940000
2007-08-16,31434550000
2007-08-17,32531040000
2007-08-20,32250030000
2007-08-21,31787190000
2007-08-22,32867150000
2007-08-23,33385090000
2007-08-24,34321790000
2007-08-27,34035270000
2007-08-28,33252850000
2007-08-29,34327300000
2007-08-30,34272200000
2007-08-31,34503620000
2007-09-04,35556030000
2007-09-05,35748880000
2007-09-06,35451340000
2007-09-07,34933400000
2007-09-10,34261180000
2007-09-11,34200570000
2007-09-12,33616510000
2007-09-13,34613820000
2007-09-14,34900340000
2007-09-17,34542190000
2007-09-18,35357670000
2007-09-19,35038090000
2007-09-20,35302570000
2007-09-21,35787450000
2007-09-24,35693780000
2007-09-25,34674430000
2007-09-26,34376890000
2007-09-27,34029760000
2007-09-28,33836910000
2007-10-01,32797800000
2007-10-02,33021240000
2007-10-03,32627560000
2007-10-04,32999960000
2007-10-05,33239360000
2007-10-08,34415080000
2007-10-09,35106680000
2007-10-10,36106840000
2007-10-11,35622720000
2007-10-12,35739760000
2007-10-15,35872760000
2007-10-16,35372680000
2007-10-17,34728960000
2007-10-18,34633200000
2007-10-19,33297880000
2007-10-22,33260640000
2007-10-23,33223400000
2007-10-24,34111840000
2007-10-25,35064120000
2007-10-26,35564200000
2007-10-29,34808760000
2007-10-30,33867120000
2007-10-31,34250159999
2007-11-01,33500040000
2007-11-02,33883080000
2007-11-05,33760720000
2007-11-06,35367360000
2007-11-07,34367200000
2007-11-08,33957560000
2007-11-09,33319160000
2007-11-12,33159560000
2007-11-13,34196960000
2007-11-14,33797960000
2007-11-15,32686080000
2007-11-16,32904200000
2007-11-19,32100880000
2007-11-20,32452000000
2007-11-21,31648680000
2007-11-23,32074280000
2007-11-26,31148600000
2007-11-27,30148440000
2007-11-28,30648520000
2007-11-29,30989000000
2007-11-30,31659320000
2007-12-03,31824240000
2007-12-04,31239040000
2007-12-05,31451840000
2007-12-06,32058320000
2007-12-07,32345600000
2007-12-10,32079600000
2007-12-11,31600800000
2007-12-12,32303040000
2007-12-13,32116840000
2007-12-14,32409440000
2007-12-17,32611600000
2007-12-18,33345760000
2007-12-19,33883080000
2007-12-20,33989480000
2007-12-21,34388480000
2007-12-24,34516160000
2007-12-26,34521480000
2007-12-27,34063960000
2007-12-28,34308679999
2007-12-31,34053320000
2008-01-02,33771360000
2008-01-03,32303040000
2008-01-04,31191160000
2008-01-07,30978360000
2008-01-08,30749600000
2008-01-09,29988840000
2008-01-10,30324000000
2008-01-11,28994000000
2008-01-14,29116360000
2008-01-15,26695760000
2008-01-16,26094600000
2008-01-17,25344480000
2008-01-18,26275480000
2008-01-22,25764760000
2008-01-23,25796680000
2008-01-24,26908560000
2008-01-25,26546800000
2008-01-28,26695760000
2008-01-29,29456840000
2008-01-30,28956760000
2008-01-31,28722680000
2008-02-01,29260000000
2008-02-04,29217440000
2008-02-05,27823600000
2008-02-06,27467160000
2008-02-07,27781040000
2008-02-08,28637560000
2008-02-11,28653520000
2008-02-12,28052360000
2008-02-13,28786520000
2008-02-14,28573720000
2008-02-15,28382200000
2008-02-19,29499400000
2008-02-20,29877120000
2008-02-21,29100400000
2008-02-22,29142960000
2008-02-25,29701560000
2008-02-26,30324000000
2008-02-27,29573880000
2008-02-28,28334320000
2008-02-29,28094920000
2008-03-03,28153440000
2008-03-04,27557600000
2008-03-05,27344800000
2008-03-06,26025440000
2008-03-07,25536000000
2008-03-10,25163600000
2008-03-11,26163760000
2008-03-12,24631600000
2008-03-13,24817800000
2008-03-14,23881480000
2008-03-17,22705760000
2008-03-18,24344320000
2008-03-19,23849560000
2008-03-20,24078320000
2008-03-24,24354960000
2008-03-25,23392040000
2008-03-26,23807000000
2008-03-27,23572920000
2008-03-28,23801680000
2008-03-31,23612140000
2008-04-01,24958700000
2008-04-02,24985000000
2008-04-03,24811420000
2008-04-04,24332760000
2008-04-07,23864620000
2008-04-08,24006640000
2008-04-09,23559540000
2008-04-10,23617400000
2008-04-11,22933600000
2008-04-14,23080880000
2008-04-15,23349140000
2008-04-16,24848240000
2008-04-17,25479440000
2008-04-18,25263780000
2008-04-21,25721400000
2008-04-22,25379500000
2008-04-23,25095460000
2008-04-24,24706220000
2008-04-25,24927140000
2008-04-28,25447880000
2008-04-29,24758820000
2008-04-30,23485900000
2008-05-01,23922480000
2008-05-02,23743640000
2008-05-05,23691040000
2008-05-06,22980940000
2008-05-07,22891520000
2008-05-08,22244540000
2008-05-09,21423980000
2008-05-12,22612740000
2008-05-13,22665340000
2008-05-14,22802100000
2008-05-15,22907300000
2008-05-16,23286020000
2008-05-19,23890920000
2008-05-20,24096060000
2008-05-21,23801500000
2008-05-22,23948780000
2008-05-23,23370180000
2008-05-27,22823140000
2008-05-28,23827800000
2008-05-29,23385960000
2008-05-30,24443220000
2008-06-02,25426840000
2008-06-03,25053380000
2008-06-04,23743640000
2008-06-05,23864620000
2008-06-06,22276100000
2008-06-09,21802700000
2008-06-10,21445020000
2008-06-11,21481840000
2008-06-12,21355600000
2008-06-13,21560740000
2008-06-16,21213580000
2008-06-17,21644900000
2008-06-18,21182020000
2008-06-19,21234620000
2008-06-20,20440360000
2008-06-23,20887460000
2008-06-24,20750700000
2008-06-25,21029480000
2008-06-26,19835460000
2008-06-27,19214780000
2008-06-30,19648080000
2008-07-01,19267020000
2008-07-02,18092520000
2008-07-03,17695800000
2008-07-07,17554860000
2008-07-08,17424360000
2008-07-09,16411680000
2008-07-10,16129800000
2008-07-11,15571260000
2008-07-14,15132780000
2008-07-15,15372900000
2008-07-16,15466860000
2008-07-17,16014960000
2008-07-18,15800940000
2008-07-21,17043300000
2008-07-22,16824059999
2008-07-23,16020180000
2008-07-24,15002280000
2008-07-25,15211080000
2008-07-28,15179760000
2008-07-29,15905340000
2008-07-30,16777080000
2008-07-31,15941880000
2008-08-01,15722640000
2008-08-04,14788260000
2008-08-05,15336360000
2008-08-06,16448220000
2008-08-07,15717420000
2008-08-08,16568280000
2008-08-11,16630920000
2008-08-12,16119360000
2008-08-13,16599600000
2008-08-14,16187220000
2008-08-15,16333380000
2008-08-18,15571260000
2008-08-19,15947100000
2008-08-20,16636140000
2008-08-21,16307280000
2008-08-22,16061940000
2008-08-25,15795720000
2008-08-26,16030620000
2008-08-27,16709219999
2008-08-28,16709219999
2008-08-29,16583940000
2008-09-02,15764400000
2008-09-03,16589160000
2008-09-04,16067160000
2008-09-05,15926220000
2008-09-08,16510860000
2008-09-09,14558580000
2008-09-10,14741280000
2008-09-11,15759180000
2008-09-12,17116380000
2008-09-15,14882220000
2008-09-16,15158880000
2008-09-17,14569020000
2008-09-18,15346800000
2008-09-19,16307280000
2008-09-22,15268500000
2008-09-23,15597360000
2008-09-24,16223760000
2008-09-25,17038080000
2008-09-26,16302060000
2008-09-29,14302800000
2008-09-30,14237800000
2008-10-01,13754640000
2008-10-02,12161240000
2008-10-03,12079000000
2008-10-06,11441640000
2008-10-07,10691200000
2008-10-08,10542140000
2008-10-09,8953880000
2008-10-10,8599220000
2008-10-13,10141220000
2008-10-14,10290280000
2008-10-15,8229140000
2008-10-16,8280540000
2008-10-17,8511839999
2008-10-20,9447320000
2008-10-21,9447320000
2008-10-22,8419319999
2008-10-23,8023540000
2008-10-24,7499260000
2008-10-27,7098340000
2008-10-28,7900180000
2008-10-29,8198300000
2008-10-30,9030980000
2008-10-31,9668340000
2008-11-03,9534700000
2008-11-04,10321120000
2008-11-05,9724880000
2008-11-06,8768840000
2008-11-07,9041260000
2008-11-10,9267420000
2008-11-11,8979580000
2008-11-12,8280540000
2008-11-13,9092660000
2008-11-14,9164620000
2008-11-17,8876780000
2008-11-18,8691740000
2008-11-19,7730560000
2008-11-20,6599760000
2008-11-21,7684300000
2008-11-24,8177740000
2008-11-25,8285680000
2008-11-26,8624920000
2008-11-28,8619780000
2008-12-01,7627760000
2008-12-02,8167460000
2008-12-03,8326800000
2008-12-04,7612340000
2008-12-05,7967000000
2008-12-08,8707160000
2008-12-09,8830520000
2008-12-10,9216020000
2008-12-11,9164620000
2008-12-12,9005280000
2008-12-15,9082380000
2008-12-16,9786560000
2008-12-17,10501020000
2008-12-18,10357100000
2008-12-19,10675780000
2008-12-22,9694040000
2008-12-23,9586100000
2008-12-24,9627220000
2008-12-26,9699180000
2008-12-29,9786560000
2008-12-30,10125800000
2008-12-31,10166920000
2009-01-02,10917360000
2009-01-05,11559860000
2009-01-06,11724340000
2009-01-07,11128100000
2009-01-08,11559860000
2009-01-09,11277160000
2009-01-12,10783720000
2009-01-13,11272020000
2009-01-14,10418780000
2009-01-15,10742600000
2009-01-16,11292580000
2009-01-20,10984180000
2009-01-21,11714060000
2009-01-22,10948200000
2009-01-23,11554720000
2009-01-26,12145820000
2009-01-27,11400520000
2009-01-28,11863120000
2009-01-29,11600980000
2009-01-30,11333700000
2009-02-02,10758020000
2009-02-03,11045860000
2009-02-04,11236040000
2009-02-05,11138380000
2009-02-06,11153800000
2009-02-09,11498180000
2009-02-10,10901940000
2009-02-11,10814560000
2009-02-12,11272020000
2009-02-13,11308000000
2009-02-17,10387940000
2009-02-18,9981880000
2009-02-19,9704320000
2009-02-20,8995000000
2009-02-23,8702020000
2009-02-24,9334240000
2009-02-25,9642640000
2009-02-26,9509000000
2009-02-27,9102940000
2009-03-02,7977280000
2009-03-03,8080080000
2009-03-04,8172600000
2009-03-05,7684300000
2009-03-06,7627760000
2009-03-09,7812800000
2009-03-10,8002980000
2009-03-11,8018400000
2009-03-12,8259980000
2009-03-13,8141760000
2009-03-16,8419319999
2009-03-17,8691740000
2009-03-18,8696880000
2009-03-19,9128640000
2009-03-20,8470720000
2009-03-23,8717440000
2009-03-24,8588940000
2009-03-25,8758560000
2009-03-26,9334240000
2009-03-27,8948740000
2009-03-30,8331940000
2009-03-31,8589000000
2009-04-01,8846250000
2009-04-02,9366000000
2009-04-03,9523500000
2009-04-06,9444750000
2009-04-07,9303000000
2009-04-08,9675750000
2009-04-09,10080000000
2009-04-13,9896250000
