,CME
2016-10-28,33777872530
2016-10-31,33842108299
2016-11-01,33686590120
2016-11-02,34210618770
2016-11-03,34825929830
2016-11-04,34771836550
2016-11-07,35431098400
2016-11-08,35711707290
2016-11-09,37865296000
2016-11-10,39572615150
2016-11-11,38669933540
2016-11-14,39156773060
2016-11-15,39241293810
2016-11-16,38909972470
2016-11-17,39048586500
2016-11-18,38517796190
2016-11-21,38619221090
2016-11-22,37963340070
2016-11-23,38064764970
2016-11-25,38149285720
2016-11-28,37824726040
2016-11-29,38091811610
2016-11-30,38172951530
2016-12-01,38852498360
2016-12-02,39095918120
2016-12-05,39863366530
2016-12-06,40265685300
2016-12-07,40857330550
2016-12-08,41344170070
2016-12-09,41496307420
2016-12-12,41445594970
2016-12-13,41729584690
2016-12-14,41114273630
2016-12-15,41357693390
2016-12-16,41469260780
2016-12-19,41384740030
2016-12-20,41388120860
2016-12-21,40972278770
2016-12-22,40803237270
2016-12-23,39528664360
2016-12-27,39450905270
2016-12-28,39204104680
2016-12-29,39079013970
2016-12-30,38997874050
2017-01-03,38705981600
2017-01-04,39084921280
2017-01-05,39220256880
2017-01-06,39649947410
2017-01-09,39358975870
2017-01-10,39348825700
2017-01-11,39213490100
2017-01-12,39392809770
2017-01-13,39541678930
2017-01-17,39142438910
2017-01-18,39670247750
2017-01-19,39369126040
2017-01-20,39470627740
2017-01-23,39328525360
2017-01-24,39734532160
2017-01-25,40651430850
2017-01-26,40851050860
2017-01-27,40705565090
2017-01-30,40749549160
2017-01-31,40966086120
2017-02-01,40905185100
2017-02-02,41026987140
2017-02-03,40583763050
2017-02-06,40536395590
2017-02-07,40170989470
2017-02-08,39440177230
2017-02-09,40120238620
2017-02-10,40255574220
2017-02-13,41067587820
2017-02-14,40942402390
2017-02-15,41314575290
2017-02-16,41219840370
2017-02-17,41487128180
2017-02-21,40955935950
2017-02-22,41449910890
2017-02-23,41453294280
2017-02-24,41487128180
2017-02-27,41558179370
2017-02-28,41094654940
2017-03-01,42969053000
2017-03-02,42035237360
2017-03-03,41970952950
2017-03-06,41970952950
2017-03-07,41805166840
2017-03-08,41683364800
2017-03-09,41889751590
2017-03-10,41862684470
2017-03-13,42234857370
2017-03-14,42106288550
2017-03-15,42204406860
2017-03-16,42204406860
2017-03-17,42153656010
2017-03-20,41930352270
2017-03-21,40695414920
2017-03-22,40373992870
2017-03-23,40326625410
2017-03-24,40560079320
2017-03-27,40005203360
2017-03-28,40201439980
2017-03-29,40093171500
2017-03-30,40211590150
2017-03-31,40220452800
2017-04-03,39780330000
2017-04-04,39702462120
2017-04-05,39797257800
2017-04-06,39885282360
2017-04-07,39946222440
2017-04-10,39641522040
2017-04-11,39634750920
2017-04-12,39482400720
2017-04-13,39228483720
2017-04-17,39760016640
2017-04-18,39644907600
2017-04-19,39668606520
2017-04-20,40325405160
2017-04-21,40210296120
2017-04-24,40545466560
2017-04-25,40606406640
2017-04-26,40640262240
2017-04-27,38974566720
2017-04-28,39336821640
2017-05-01,39489171840
2017-05-02,39699076560
2017-05-03,39959764680
2017-05-04,40166283840
2017-05-05,40206910560
2017-05-08,39644907600
2017-05-09,39827727840
2017-05-10,39627979800
2017-05-11,39539955240
2017-05-12,39330050520
2017-05-15,39695691000
2017-05-16,39502714080
2017-05-17,38974566720
2017-05-18,39191242560
2017-05-19,39553497480
2017-05-22,39580581960
2017-05-23,40017319200
2017-05-24,39871740120
2017-05-25,39973306920
2017-05-26,39942836880
2017-05-30,39678763200
2017-05-31,39709233240
2017-06-01,39888667920
2017-06-02,39587353080
2017-06-05,40013933640
2017-06-06,39685534320
2017-06-07,40426971960
2017-06-08,41402013240
2017-06-09,42112980840
2017-06-12,42519248040
2017-06-13,42681754920
2017-06-14,43104949920
2017-06-15,42922129680
2017-06-16,42718996080
2017-06-19,43145576640
2017-06-20,42681754920
2017-06-21,42285644400
2017-06-22,42001257360
2017-06-23,42021570720
2017-06-26,41862449400
2017-06-27,42190848720
2017-06-28,42918744120
2017-06-29,42333042240
2017-06-30,42427680040
2017-07-03,42786777300
2017-07-05,42668207450
2017-07-06,41902584990
2017-07-07,42288783930
2017-07-10,42044868810
2017-07-11,41723036360
2017-07-12,41800953690
2017-07-13,41800953690
2017-07-14,40845619470
2017-07-17,40869333440
2017-07-18,40842231760
2017-07-19,40710111070
2017-07-20,40842231760
2017-07-21,40991291000
2017-07-24,40794803820
2017-07-25,41292797190
2017-07-26,41272470930
2017-07-27,41113248560
2017-07-28,41086146880
2017-07-31,41540100020
2017-08-01,41936462090
2017-08-02,42061807360
2017-08-03,42342987290
2017-08-04,42627554930
2017-08-07,42336211870
2017-08-08,42265069960
2017-08-09,42749512490
2017-08-10,42071970490
2017-08-11,41756913460
2017-08-14,42237968280
2017-08-15,42658044320
2017-08-16,42759675620
2017-08-17,42468332560
2017-08-18,42478495690
2017-08-21,42441230880
2017-08-22,42810491270
2017-08-23,42668207450
2017-08-24,42658044320
2017-08-25,43057794100
2017-08-28,43000203030
2017-08-29,42813878980
2017-08-30,42705472260
2017-08-31,42617391800
2017-09-01,42769838750
2017-09-05,42502209660
2017-09-06,43504971819
2017-09-07,42597065540
2017-09-08,43376238840
2017-09-11,43633704800
2017-09-12,44060556260
2017-09-13,44334960770
2017-09-14,44758424520
2017-09-15,44477244590
2017-09-18,44480632300
2017-09-19,44653405510
2017-09-20,45327559800
2017-09-21,45327559800
2017-09-22,45452905069
2017-09-25,45496945300
2017-09-26,45087032390
2017-09-27,45574862630
2017-09-28,46025428060
2017-09-29,45964449280
2017-10-02,46260469200
2017-10-03,46575881490
2017-10-04,46423262640
2017-10-05,46809897060
2017-10-06,46531791599
2017-10-09,46799722470
2017-10-10,46541966190
2017-10-11,46528400070
2017-10-12,46704759630
2017-10-13,46569098430
2017-10-16,46640320560
2017-10-17,46189247070
2017-10-18,46250294610
2017-10-19,45768697349
2017-10-20,45829744890
2017-10-23,45653385330
2017-10-24,45470242710
2017-10-25,45395629050
2017-10-26,46328299800
2017-10-27,46650495150
2017-10-30,46162114830
2017-10-31,46521617009
2017-11-01,46172289419
2017-11-02,47583165900
2017-11-03,47501769180
2017-11-06,46857378480
2017-11-07,46650495150
2017-11-08,46667452800
2017-11-09,46816680120
2017-11-10,46762415640
2017-11-13,47532292950
2017-11-14,47549250599
2017-11-15,47369499509
2017-11-16,47511943770
2017-11-17,47308451970
2017-11-20,48125810700
2017-11-21,48356434740
2017-11-22,48115636110
2017-11-24,48112244580
2017-11-27,48183466710
2017-11-28,49217883360
2017-11-29,50136987990
2017-11-30,50716939620
2017-12-01,51140880870
2017-12-04,52029461730
2017-12-05,51588562830
2017-12-06,51805620750
2017-12-07,51574996710
2017-12-08,51829361460
2017-12-11,51792054630
2017-12-12,51900583590
2017-12-13,51418986330
2017-12-14,51015394259
2017-12-15,51235843710
2017-12-18,51307065840
2017-12-19,50927214480
2017-12-20,50683024320
2017-12-21,51171404640
2017-12-22,50527013940
2017-12-26,50513447820
2017-12-27,49499380349
2017-12-28,49621475430
2017-12-29,49533295650
2018-01-02,49127970950
2018-01-03,49915158550
2018-01-04,50447867400
2018-01-05,50776993250
2018-01-08,51482747650
2018-01-09,51788122150
2018-01-10,51879734500
2018-01-11,51849197050
2018-01-12,51822052650
2018-01-16,51642220999
2018-01-17,51387742249
2018-01-18,51645614050
2018-01-19,52347975400
2018-01-22,52744962249
2018-01-23,52337796250
2018-01-24,52588881950
2018-01-25,52310651849
2018-01-26,52646563800
2018-01-29,52066352249
2018-01-30,52025635650
2018-01-31,52076531400
2018-02-01,53918957550
2018-02-02,53986818550
2018-02-05,52239397800
2018-02-06,53491433250
2018-02-07,54265048650
2018-02-08,51927237200
2018-02-09,53219989250
2018-02-12,54332909650
2018-02-13,54343088800
2018-02-14,55018305750
2018-02-15,56022648550
2018-02-16,55096345900
2018-02-20,55425471750
2018-02-21,54892762900
2018-02-22,54468631650
2018-02-23,55652806100
2018-02-26,56630004500
2018-02-27,56558750450
2018-02-28,56378918800
2018-03-01,55055629300
2018-03-02,56412849300
2018-03-05,57169499450
2018-03-06,57542734950
2018-03-07,57200036900
2018-03-08,57152534200
2018-03-09,58163663099
2018-03-12,57403619900
2018-03-13,55920857050
2018-03-14,55289749749
2018-03-15,56117653949
2018-03-16,56026041600
2018-03-19,55489939700
2018-03-20,55707094900
2018-03-21,55815672500
2018-03-22,54343088800
2018-03-23,53650906600
2018-03-26,54869011550
2018-03-27,53949495000
2018-03-28,53895206200
2018-03-29,54879190700
2018-04-02,53533630499
2018-04-03,54507895050
2018-04-04,54480737850
2018-04-05,55329400350
2018-04-06,53723730900
2018-04-09,54036038700
2018-04-10,55533079350
2018-04-11,54742125900
2018-04-12,55743547650
2018-04-13,55475370299
2018-04-16,55679049300
2018-04-17,55930253400
2018-04-18,56079617999
2018-04-19,55831808550
2018-04-20,56038882200
2018-04-23,55740152999
2018-04-24,54857544000
2018-04-25,54681022200
2018-04-26,54127694249
2018-04-27,53418212400
2018-04-30,53526841200
2018-05-01,53126272500
2018-05-02,53085536700
2018-05-03,53302794300
2018-05-04,54029249400
2018-05-07,54049617300
2018-05-08,53791623900
2018-05-09,54813413550
2018-05-10,54300821400
2018-05-11,54073379850
2018-05-14,54664048950
2018-05-15,54467159249
2018-05-16,54541841549
2018-05-17,54552025499
2018-05-18,54239717700
2018-05-21,54782861700
2018-05-22,54606339900
2018-05-23,54351741150
2018-05-24,54317794650
2018-05-25,54178614000
2018-05-29,53866306200
2018-05-30,56178062850
2018-05-31,55298848500
2018-06-01,56870571450
2018-06-04,57810889500
2018-06-05,57865203900
2018-06-06,58910756100
2018-06-07,58299719100
2018-06-08,58038331050
2018-06-11,57922912950
2018-06-12,57783732300
2018-06-13,57871993200
2018-06-14,57322059900
2018-06-15,57651340950
2018-06-18,57437477999
2018-06-19,56677076400
2018-06-20,56761942650
2018-06-21,57104802300
2018-06-22,57172695299
2018-06-25,56517527850
2018-06-26,56198430750
2018-06-27,55397293350
2018-06-28,55624734900
2018-06-29,55645102799
2018-07-02,55688708140
2018-07-03,54714096320
2018-07-05,54435635800
2018-07-06,54479781980
2018-07-09,55532498580
2018-07-10,55749833619
2018-07-11,56177711980
2018-07-12,56608986199
2018-07-13,56680299260
2018-07-16,57125156920
2018-07-17,57396825720
2018-07-18,58075997720
2018-07-19,57339096100
2018-07-20,57390034000
2018-07-23,57491909800
2018-07-24,57206657560
2018-07-25,57566618720
2018-07-26,56527485560
2018-07-27,56198087140
2018-07-30,54744659060
2018-07-31,54034924320
2018-08-01,54819367980
2018-08-02,54686929440
2018-08-03,54887285180
2018-08-06,54968785820
2018-08-07,55495144119
2018-08-08,55603811640
2018-08-09,55342330420
2018-08-10,55664937119
2018-08-13,55675124699
2018-08-14,56476547660
2018-08-15,56938384619
2018-08-16,57213449280
2018-08-17,57519076680
2018-08-20,57620952480
2018-08-21,56833112960
2018-08-22,56673507539
2018-08-23,56938384619
2018-08-24,57498701520
2018-08-27,57926579880
2018-08-28,57593785600
2018-08-29,58466521619
2018-08-30,58853649660
2018-08-31,59335861780
2018-09-04,60123701300
2018-09-05,58167685940
2018-09-06,58918171000
2018-09-07,59013255080
2018-09-10,59121922600
2018-09-11,58758565580
2018-09-12,58289936900
2018-09-13,58514063660
2018-09-14,58799315900
2018-09-17,58354458240
2018-09-18,58544626400
2018-09-19,58955525460
2018-09-20,59217006680
2018-09-21,59468300320
2018-09-24,59342653500
2018-09-25,58952129600
2018-09-26,58748378000
2018-09-27,58385020980
2018-09-28,57800933060
2018-10-01,61147984250
2018-10-02,61235714500
2018-10-03,61569089449
2018-10-04,63344749710
2018-10-05,63758836490
2018-10-08,63485118110
2018-10-09,63572848360
2018-10-10,63253510250
2018-10-11,61772623630
2018-10-12,61937556500
2018-10-15,60997088220
2018-10-16,62484993260
2018-10-17,63628995720
2018-10-18,63839548319
2018-10-19,64095720650
2018-10-22,63593903620
2018-10-23,63446516800
2018-10-24,63544774680
2018-10-25,62277949870
2018-10-26,62688527439
2018-10-29,62951718189
2018-10-30,64032554870
2018-10-31,64302764040
2018-11-01,64481733750
2018-11-02,64520335060
2018-11-05,65095845500
2018-11-06,65411674400
2018-11-07,66215283490
2018-11-08,66474965030
2018-11-09,66583750540
2018-11-12,65429220449
2018-11-13,65738030930
2018-11-14,65994203260
2018-11-15,67222426760
2018-11-16,68643656810
2018-11-19,68643656810
2018-11-20,67432979360
2018-11-21,66678499210
2018-11-23,66432854510
2018-11-26,67208389920
2018-11-27,68131312150
2018-11-28,65660828310
2018-11-29,66292486110
2018-11-30,66703063680
2018-12-03,66011749310
2018-12-04,66043332199
2018-12-06,66331087420
2018-12-07,65660828310
2018-12-10,66797812350
2018-12-11,66503038710
2018-12-12,66173172970
2018-12-13,65952092740
2018-12-14,65846816439
2018-12-17,65127428390
2018-12-18,64144849590
2018-12-19,65106373130
2018-12-20,64885292900
2018-12-21,64095720650
2018-12-24,61979667020
2018-12-26,63979916720
2018-12-27,64681758720
2018-12-28,65309907310
2018-12-31,67137394320
2019-01-02,66230903880
2019-01-03,64774809000
2019-01-04,65909706480
2019-01-07,65577802500
2019-01-08,65188796760
2019-01-09,63725564160
2019-01-10,64185947100
2019-01-11,64435767300
2019-01-14,63764821619
2019-01-15,64938976560
2019-01-16,65056748940
2019-01-17,64689156360
2019-01-18,65463598980
2019-01-22,66498568380
2019-01-23,67030328520
2019-01-24,66494999520
2019-01-25,66359382840
2019-01-28,66009634560
2019-01-29,64664174340
2019-01-30,64371527820
2019-01-31,65053180080
2019-02-01,65467167840
2019-02-04,64789084440
2019-02-05,63804079080
2019-02-06,63440055360
2019-02-07,63250905780
2019-02-08,63597085199
2019-02-11,63283025520
2019-02-12,63857611980
2019-02-13,64382234400
2019-02-14,63311576400
2019-02-15,62597804400
2019-02-19,62205229800
2019-02-20,62665612740
2019-02-21,62986810140
2019-02-22,63547121160
2019-02-25,63343696140
2019-02-26,63564965460
2019-02-27,64189515960
2019-02-28,64921132260
2019-03-01,65163814740
2019-03-04,64346545800
2019-03-05,62808367140
2019-03-06,62187385500
2019-03-07,61562835000
2019-03-08,61220224440
2019-03-11,60963266520
2019-03-12,60802667820
2019-03-13,60559985340
2019-03-14,60110308980
2019-03-15,60720584039
2019-03-18,60631362539
2019-03-19,60217374780
2019-03-20,58811243940
2019-03-21,58647076380
2019-03-22,58286621520
2019-03-25,58589974619
2019-03-26,58582836900
2019-03-27,58022525880
2019-03-28,58086765360
2019-03-29,58736297880
2019-04-01,59468343000
2019-04-02,60011074200
2019-04-03,60143186400
2019-04-04,60471681600
2019-04-05,60732335400
2019-04-08,61553573399
2019-04-09,60971565600
2019-04-10,60721623600
2019-04-11,60893012400
2019-04-12,61742815199
2019-04-15,61914204000
2019-04-16,62099875199
2019-04-17,63171055199
2019-04-18,62971101600
2019-04-22,62406946800
2019-04-23,62410517400
2019-04-24,62917542600
2019-04-25,63560250600
2019-04-26,63917310600
2019-04-29,63388861800
2019-04-30,63878034000
2019-05-01,62592618000
2019-05-02,61699968000
2019-05-03,62096304600
2019-05-06,63610239000
2019-05-07,63595956600
2019-05-08,63635233200
2019-05-09,64274370600
2019-05-10,65320556400
2019-05-13,65092038000
2019-05-14,65445527400
2019-05-15,64924219800
2019-05-16,65266997400
2019-05-17,65645481000
2019-05-20,66284618399
2019-05-21,66616684200
2019-05-22,66348889200
2019-05-23,66698808000
2019-05-24,67098715199
2019-05-28,66863055600
2019-05-29,68027071200
2019-05-30,68684061600
2019-05-31,68598367200
2019-06-03,68912580000
2019-06-04,69612417600
2019-06-05,71369152800
2019-06-06,71729783400
2019-06-07,72165396600
2019-06-10,72547450800
2019-06-11,70965675000
2019-06-12,71012092800
2019-06-13,70247984400
2019-06-14,70376526000
2019-06-17,69544576200
2019-06-18,69919489200
2019-06-19,70455079200
2019-06-20,70990669200
2019-06-21,70505067600
2019-06-24,70847845200
2019-06-25,70812139200
2019-06-26,68566231800
2019-06-27,69233934000
2019-06-28,69308916600
2019-07-01,70224110490
2019-07-02,71360041470
2019-07-03,72038742370
2019-07-05,72445962910
2019-07-08,72153049890
2019-07-09,72153049890
2019-07-10,72574558870
2019-07-11,73731922510
2019-07-12,74110566170
2019-07-15,73592610220
2019-07-16,72685294280
2019-07-17,72903192990
2019-07-18,73678340860
2019-07-19,73174673350
2019-07-22,73635475540
2019-07-23,73353278850
2019-07-24,72028026040
2019-07-25,72035170260
2019-07-26,71824415770
2019-07-29,71313604040
2019-07-30,70481302410
2019-07-31,69448962620
2019-08-01,71656526600
2019-08-02,73285408760
2019-08-05,72113756680
2019-08-06,74435628180
2019-08-07,74617805790
2019-08-08,75407242100
2019-08-09,77057556920
2019-08-12,75818034750
2019-08-13,76193106300
2019-08-14,74421339740
2019-08-15,75982351810
2019-08-16,76293125380
2019-08-19,77407623700
2019-08-20,76389572350
2019-08-21,76260976390
2019-08-22,76171673640
2019-08-23,75450107420
2019-08-26,76671769040
2019-08-27,77236162420
2019-08-28,77071845360
2019-08-29,77046840590
2019-08-30,77618378190
2019-09-03,77786267360
2019-09-04,78965063660
2019-09-05,79007928980
2019-09-06,79683057770
2019-09-09,77007547380
2019-09-10,73381855730
2019-09-11,72363804380
2019-09-12,73363995180
2019-09-13,73514023800
2019-09-16,73942677000
2019-09-17,76703918030
2019-09-18,77218301870
2019-09-19,75710871450
2019-09-20,75425102650
2019-09-23,75828751080
2019-09-24,76053794010
2019-09-25,76185962080
2019-09-26,77154003890
2019-09-27,76403860790
2019-09-30,75544751040
2019-10-01,75323128320
2019-10-02,74293655040
2019-10-03,74862010080
2019-10-04,77217645120
2019-10-07,76256088480
2019-10-08,75830715840
2019-10-09,76899509280
2019-10-10,77171175840
2019-10-11,76077360480
2019-10-14,75905781600
2019-10-15,75984421920
2019-10-16,75784246560
2019-10-17,76141702560
2019-10-18,76198895520
2019-10-21,73660957920
2019-10-22,72213261120
2019-10-23,72288326880
2019-10-24,72652932000
2019-10-25,71655629760
2019-10-28,71727120960
2019-10-29,71848656000
2019-10-30,73267756320
2019-10-31,73546572000
2019-11-01,72030958560
2019-11-04,70425981120
2019-11-05,70400959200
2019-11-06,70987187040
2019-11-07,71133744000
2019-11-08,70837055520
2019-11-11,71008634400
2019-11-12,72023809440
2019-11-13,73142646720
2019-11-14,73653808800
2019-11-15,72992515200
2019-11-18,73396440480
2019-11-19,73700278080
2019-11-20,73864707840
2019-11-21,73453633440
2019-11-22,73957646400
2019-11-25,73921900800
2019-11-26,73589466720
2019-11-27,71841506880
2019-11-29,72467054880
2019-12-02,72677953920
2019-12-03,72963918720
2019-12-04,73199839680
2019-12-05,74147098080
2019-12-06,73621637760
2019-12-09,73274905440
2019-12-10,73314225600
2019-12-11,73174817760
2019-12-12,72613611840
2019-12-13,73131923040
2019-12-16,72627910080
2019-12-17,72767317920
2019-12-18,71666353440
2019-12-19,73178392320
2019-12-20,72391989120
2019-12-23,72663655680
2019-12-24,72692252160
2019-12-26,71973765600
2019-12-27,72484927680
2019-12-30,71198086080
2019-12-31,71762217280
2020-01-02,72166219400
2020-01-03,73131534200
2020-01-06,73431854360
2020-01-07,73288844760
2020-01-08,73685696400
2020-01-09,74533028280
2020-01-10,73324597160
2020-01-13,72984949360
2020-01-14,72777585440
2020-01-15,73295995240
2020-01-16,74061096600
2020-01-17,73957414640
2020-01-21,73957414640
2020-01-22,74204106200
2020-01-23,74450797760
2020-01-24,74808321760
2020-01-27,76149036760
2020-01-28,76227692040
2020-01-29,76359975920
2020-01-30,78219100720
2020-01-31,77622035640
2020-02-03,76713924680
2020-02-04,77060722960
2020-02-05,76306347320
2020-02-06,76020328120
2020-02-07,76224116800
2020-02-10,76284895880
2020-02-11,75669954600
2020-02-12,74236283360
2020-02-13,74475824440
2020-02-14,76199090120
2020-02-18,76284895880
2020-02-19,74186230000
2020-02-20,74722516000
2020-02-21,74661736920
2020-02-24,74829773200
2020-02-25,74479399680
2020-02-26,78719634320
2020-02-27,75219474360
2020-02-28,71082921680
2020-03-02,74865525600
2020-03-03,77250210680
2020-03-04,79953092120
2020-03-05,79305973680
2020-03-06,77318140240
2020-03-09,73260242840
2020-03-10,74011043240
2020-03-11,69602772320
2020-03-12,61604960440
2020-03-13,65072943240
2020-03-16,53106614960
2020-03-17,59356134480
2020-03-18,51115206280
2020-03-19,55494875280
2020-03-20,56635376840
2020-03-23,49888898960
2020-03-24,54436604240
2020-03-25,55891726920
2020-03-26,62509496160
2020-03-27,61258162160
2020-03-30,62205600760
2020-03-31,61848350810
2020-04-01,59448244199
2020-04-02,60295971870
2020-04-03,62145234340
2020-04-06,65257146040
2020-04-07,63243345710
2020-04-08,64731340270
2020-04-09,68018520560
2020-04-13,65342991880
2020-04-14,67270946370
2020-04-15,66165681180
2020-04-16,67009831940
2020-04-17,68540749420
2020-04-20,66036912420
2020-04-21,63676151820
2020-04-22,64166188489
2020-04-23,63840689680
2020-04-24,65357299520
2020-04-27,67156485250
2020-04-28,65929605120
2020-04-29,64910185770
2020-04-30,63744113110
2020-05-01,62113042150
2020-05-04,61723158960
2020-05-05,63851420410
2020-05-06,62130926699
2020-05-07,63844266590
2020-05-08,64931647230
2020-05-11,65875951469
2020-05-12,64091073380
2020-05-13,63654690360
2020-05-14,64570379320
2020-05-15,64767109370
2020-05-18,66458987800
2020-05-19,64298534160
2020-05-20,64677686620
2020-05-21,63733382380
2020-05-22,63955150800
2020-05-26,65267876770
2020-05-27,63143192230
2020-05-28,64559648590
2020-05-29,65314376600
2020-06-01,65214223120
2020-06-02,63947996980
2020-06-03,66623525660
2020-06-04,65997566410
2020-06-05,68726748740
2020-06-08,68587249250
2020-06-09,68354750100
2020-06-10,67496291699
2020-06-11,62302618380
2020-06-12,62495771520
2020-06-15,62470733150
2020-06-16,62992962010
2020-06-17,63797766760
2020-06-18,63068077120
2020-06-19,62781924320
2020-06-22,62628117190
2020-06-23,62077273050
2020-06-24,59902511770
2020-06-25,60338894790
2020-06-26,58106902949
2020-06-29,57949518910
2020-06-30,58155349140
2020-07-01,60430899900
2020-07-02,59132118570
2020-07-06,59321747800
2020-07-07,59253767510
2020-07-08,60137511280
2020-07-09,59225144230
2020-07-10,58888820690
2020-07-13,59107073199
2020-07-14,59235877960
2020-07-15,60405854530
2020-07-16,59826233110
2020-07-17,59615136420
2020-07-20,60073108900
2020-07-21,60187602020
2020-07-22,60935385210
2020-07-23,60445211540
2020-07-24,60377231250
2020-07-27,59929992500
2020-07-28,59393306000
2020-07-29,58992580080
2020-07-30,58355712100
2020-07-31,59457708380
2020-08-03,58319933000
2020-08-04,58366445830
2020-08-05,58380757469
2020-08-06,58666990270
2020-08-07,59801187739
2020-08-10,59157163940
2020-08-11,60151822920
2020-08-12,60810158360
2020-08-13,60670619870
2020-08-14,61339689040
2020-08-17,62473886510
2020-08-18,62187653710
2020-08-19,61611610199
2020-08-20,61962245380
2020-08-21,62205543260
2020-08-24,62688561110
2020-08-25,62584801719
2020-08-26,62706450660
2020-08-27,63132221949
2020-08-28,63339740730
2020-08-31,62924703170
2020-09-01,62176919980
2020-09-02,61794083610
2020-09-03,61500694989
2020-09-04,60688509420
2020-09-08,59751097000
2020-09-09,60112465910
2020-09-10,58656256540
2020-09-11,58395069110
2020-09-14,59421929280
2020-09-15,60144667100
2020-09-16,60896028199
2020-09-17,61078501610
2020-09-18,60484568550
2020-09-21,59997972790
2020-09-22,59604402690
2020-09-23,58087368850
2020-09-24,58652678630
2020-09-25,59672382980
2020-09-28,60441633630
2020-09-29,59436240920
2020-09-30,59904843570
2020-10-01,60957501750
2020-10-02,60327339030
2020-10-05,59772366180
2020-10-06,60270051510
2020-10-07,60688966500
2020-10-08,61190232300
2020-10-09,60656742270
2020-10-12,60867990000
2020-10-13,59972872500
2020-10-14,59686434899
2020-10-15,59826073230
2020-10-16,60148315530
2020-10-19,58483396980
2020-10-20,58404626640
2020-10-21,58930955730
2020-10-22,58533523560
2020-10-23,58669581420
2020-10-26,57344807520
2020-10-27,57097755090
2020-10-28,53549509320
2020-10-29,53703469530
2020-10-30,53964843840
2020-11-02,54523397160
2020-11-03,54953053560
2020-11-04,53886073500
2020-11-05,53868171149
2020-11-06,53918297730
2020-11-09,58150413270
2020-11-10,60406109370
2020-11-11,59367773070
2020-11-12,57649147470
2020-11-13,59421480120
2020-11-16,60427592190
2020-11-17,60176959290
2020-11-18,59357031660
2020-11-19,59410738710
2020-11-20,59962131090
2020-11-23,60431172660
2020-11-24,62006579460
2020-11-25,62583035130
2020-11-27,62575874190
2020-11-30,62668966410
2020-12-01,64147700520
2020-12-02,65121588360
2020-12-03,65060720370
2020-12-04,65891389410
2020-12-07,65587049460
2020-12-08,65658658860
2020-12-09,65300611860
2020-12-10,65336416560
2020-12-11,64545132690
2020-12-14,63571244850
2020-12-15,64946145329
2020-12-16,65064300840
2020-12-17,66217212180
2020-12-18,65873487060
2020-12-21,65082203190
2020-12-22,64806507000
2020-12-23,64570195980
2020-12-24,63904228560
2020-12-28,64588098329
2020-12-29,64040286420
2020-12-30,63732366000
2020-12-31,65200661350
2021-01-04,64215757100
2021-01-05,64151290640
2021-01-06,69258466860
2021-01-07,71203205070
2021-01-08,71514792960
2021-01-11,71249764180
2021-01-12,72163039030
2021-01-13,70895198650
2021-01-14,69530658580
2021-01-15,68699757540
2021-01-19,68835853400
2021-01-20,67987045010
2021-01-21,66686971399
2021-01-22,65913373880
2021-01-25,66031562390
2021-01-26,65809511250
2021-01-27,64033102130
2021-01-28,65351083090
2021-01-29,65089635780
2021-02-01,67131073680
2021-02-02,68767805470
2021-02-03,68760642530
2021-02-04,69312188910
2021-02-05,68545754329
2021-02-08,68671105780
2021-02-09,68753479590
2021-02-10,66328824399
2021-02-11,65437038370
2021-02-12,66031562390
2021-02-16,67836623270
2021-02-17,68456217579
2021-02-18,69476936530
2021-02-19,69863735290
2021-02-22,70006994090
2021-02-23,71181716250
2021-02-24,71880102900
2021-02-25,73348505600
2021-02-26,71521955900
2021-03-01,75103425900
2021-03-02,74007496080
2021-03-03,73706652600
2021-03-04,74143591940
2021-03-05,76614806240
2021-03-08,76657783880
2021-03-09,75110588840
2021-03-10,74007496080
2021-03-11,73638604670
2021-03-12,74906445050
2021-03-15,74884956230
2021-03-16,74179406640
2021-03-17,73986007260
2021-03-18,73699489660
2021-03-19,72582071020
2021-03-22,71396604450
2021-03-23,71604329710
2021-03-24,73341342660
2021-03-25,73509671750
2021-03-26,74652160680
2021-03-29,74841978590
2021-03-30,73398646180
2021-03-31,73167644030
2021-04-01,73834009490
2021-04-05,74317661840
2021-04-06,73475748490
2021-04-07,73207052740
2021-04-08,72633835140
2021-04-09,73310948430
2021-04-12,73336026700
2021-04-13,73751609460
2021-04-14,74077626970
2021-04-15,73103157050
2021-04-16,74367818380
2021-04-19,73654878990
2021-04-20,73844757320
2021-04-21,74149279170
2021-04-22,73848339930
2021-04-23,74271087910
2021-04-26,73332444090
2021-04-27,73364687580
2021-04-28,72017626220
2021-04-29,72988513530
2021-04-30,72365139390
2021-05-03,72977765700
2021-05-04,73214217960
2021-05-05,72748478660
2021-05-06,73210635350
2021-05-07,72698322120
2021-05-10,74536201050
2021-05-11,75983575490
2021-05-12,76692932270
2021-05-13,77119262860
2021-05-14,77739054390
2021-05-17,77538428230
2021-05-18,76750254030
2021-05-19,75901175460
2021-05-20,77387958610
2021-05-21,78022080580
2021-05-24,77853697910
2021-05-25,76983123680
2021-05-26,77430949930
2021-05-27,78133141490
2021-05-28,78373176360
2021-06-01,76363332150
2021-06-02,77495436910
2021-06-03,78082984950
2021-06-04,78233454570
2021-06-07,78136724100
2021-06-08,77971924040
2021-06-09,77208828110
2021-06-10,76263019070
2021-06-11,76832654060
2021-06-14,77635158700
2021-06-15,77735471780
2021-06-16,78405419850
2021-06-17,77742637000
