,CME
2007-07-27,28797762000
2007-07-30,29576569400
2007-07-31,28590770000
2007-08-01,29048739800
2007-08-02,28771888000
2007-08-03,28870209200
2007-08-06,29713701600
2007-08-07,29962092000
2007-08-08,31307540000
2007-08-09,30725375000
2007-08-10,30751249000
2007-08-13,30068175400
2007-08-14,29097900400
2007-08-15,27938745200
2007-08-16,27400566000
2007-08-17,28143149800
2007-08-20,27819724800
2007-08-21,28668392000
2007-08-22,28285456800
2007-08-23,28722727400
2007-08-24,28996991800
2007-08-27,28906432800
2007-08-28,28678741600
2007-08-29,28984054800
2007-08-30,28577833000
2007-08-31,28709790400
2007-09-04,29227270400
2007-09-05,29211746000
2007-09-06,28826223400
2007-09-07,28184548200
2007-09-10,27925808200
2007-09-11,28365666200
2007-09-12,28109513600
2007-09-13,28500211000
2007-09-14,28388952800
2007-09-17,27949094800
2007-09-18,28590770000
2007-09-19,28559721200
2007-09-20,28060353000
2007-09-21,28163849000
2007-09-24,27949094800
2007-09-25,28585595200
2007-09-26,30070762800
2007-09-27,30453698000
2007-09-28,30394187800
2007-10-01,6539346660
2007-10-02,6481833090
2007-10-03,6563534610
2007-10-04,6502258470
2007-10-05,6763488330
2007-10-08,6718875000
2007-10-09,6781226160
2007-10-10,6729625200
2007-10-11,6691999500
2007-10-12,6767250900
2007-10-15,6694149540
2007-10-16,6667811550
2007-10-17,6679636770
2007-10-18,6696837090
2007-10-19,6596860230
2007-10-22,6651148740
2007-10-23,6822076920
2007-10-24,6987630000
2007-10-25,7225746930
2007-10-26,7127382600
2007-10-29,7116632400
2007-10-30,7053206220
2007-10-31,7162320750
2007-11-01,6976342290
2007-11-02,6984942449
2007-11-05,7017193050
2007-11-06,7192958820
2007-11-07,7095132000
2007-11-08,7119857460
2007-11-09,6952154340
2007-11-12,6802726560
2007-11-13,6960754500
2007-11-14,7003217790
2007-11-15,6966129600
2007-11-16,7017193050
2007-11-19,6998380199
2007-11-20,6975804780
2007-11-21,6802726560
2007-11-23,6866690250
2007-11-26,6715112430
2007-11-27,6697374600
2007-11-28,7024180680
2007-11-29,7084381800
2007-11-30,7080081720
2007-12-03,7103732160
2007-12-04,7205321550
2007-12-05,7495576949
2007-12-06,7522989960
2007-12-07,7600391400
2007-12-10,7552015500
2007-12-11,7322498729
2007-12-12,7397750130
2007-12-13,7535890199
2007-12-14,7514927310
2007-12-17,7433763300
2007-12-18,7439138400
2007-12-19,7455263699
2007-12-20,7535890199
2007-12-21,7640704650
2007-12-24,7460638800
2007-12-26,7417638000
2007-12-27,7288635600
2007-12-28,7337011500
2007-12-31,36873186000
2008-01-02,36228174000
2008-01-03,34956962850
2008-01-04,33406246500
2008-01-07,33005801550
2008-01-08,32143098000
2008-01-09,32269412850
2008-01-10,32879486700
2008-01-11,33199305150
2008-01-14,33505685850
2008-01-15,32075909250
2008-01-16,31000889250
2008-01-17,29280857250
2008-01-18,30014558400
2008-01-22,31229331000
2008-01-23,32788110000
2008-01-24,34139947650
2008-01-25,33809379000
2008-01-28,33594375000
2008-01-29,33164367000
2008-01-30,32156535750
2008-01-31,33185867400
2008-02-01,32790797550
2008-02-04,33271869000
2008-02-05,31648588800
2008-02-06,26082672750
2008-02-07,28380528000
2008-02-08,27789267000
2008-02-11,28031146500
2008-02-12,28501467750
2008-02-13,28756785000
2008-02-14,28539093450
2008-02-15,28324089450
2008-02-19,27950520000
2008-02-20,28031146500
2008-02-21,27759703950
2008-02-22,28224650100
2008-02-25,28541781000
2008-02-26,28450404300
2008-02-27,28310651700
2008-02-28,27805392300
2008-02-29,27590388300
2008-03-03,27791954550
2008-03-04,27036753000
2008-03-05,27867205950
2008-03-06,27168442950
2008-03-07,26413241400
2008-03-10,24792648750
2008-03-11,27117379500
2008-03-12,26789498400
2008-03-13,27243694350
2008-03-14,26125673550
2008-03-17,24144949200
2008-03-18,25424223000
2008-03-19,24182574900
2008-03-20,25370472000
2008-03-24,26596000000
2008-03-25,27424400000
2008-03-26,26647775000
2008-03-27,26672300000
2008-03-28,26121850000
2008-03-31,25565950000
2008-04-01,27250000000
2008-04-02,27691450000
2008-04-03,28007550000
2008-04-04,27827700000
2008-04-07,27740500000
2008-04-08,27833150000
2008-04-09,27200950000
2008-04-10,27228200000
2008-04-11,26645050000
2008-04-14,25996500000
2008-04-15,26405250000
2008-04-16,27081050000
2008-04-17,27162800000
2008-04-18,27454375000
2008-04-21,28530750000
2008-04-22,26350750000
2008-04-23,26574200000
2008-04-24,26432500000
2008-04-25,26209050000
2008-04-28,25800300000
2008-04-29,25887500000
2008-04-30,24931025000
2008-05-01,26149100000
2008-05-02,26563300000
2008-05-05,26669575000
2008-05-06,26432500000
2008-05-07,25544150000
2008-05-08,25358850000
2008-05-09,25159925000
2008-05-12,25347950000
2008-05-13,24941925000
2008-05-14,25887500000
2008-05-15,25846625000
2008-05-16,26051000000
2008-05-19,26380725000
2008-05-20,26405250000
2008-05-21,25288000000
2008-05-22,25298900000
2008-05-23,24890150000
2008-05-27,24751175000
2008-05-28,23827400000
2008-05-29,23832850000
2008-05-30,23451350000
2008-06-02,22459450000
2008-06-03,21816350000
2008-06-04,20601000000
2008-06-05,21938975000
2008-06-06,21124200000
2008-06-09,21219575000
2008-06-10,21268625000
2008-06-11,21037000000
2008-06-12,21614700000
2008-06-13,22612050000
2008-06-16,22857300000
2008-06-17,24078100000
2008-06-18,24069925000
2008-06-19,24037225000
2008-06-20,23394125000
2008-06-23,23813775000
2008-06-24,23639375000
2008-06-25,23301475000
2008-06-26,22178775000
2008-06-27,21227750000
2008-06-30,22942184000
2008-07-01,21517278000
2008-07-02,21020357000
2008-07-03,20706039500
2008-07-07,20014541000
2008-07-08,20505475000
2008-07-09,19203302500
2008-07-10,18541739000
2008-07-11,18350155000
2008-07-14,17712539500
2008-07-15,18472888500
2008-07-16,19816970000
2008-07-17,20044476000
2008-07-18,19915755500
2008-07-21,19490678500
2008-07-22,21927387500
2008-07-23,23385222000
2008-07-24,22014199000
2008-07-25,22083049500
2008-07-28,21017363500
2008-07-29,22403354000
2008-07-30,22349471000
2008-07-31,21562180500
2008-08-01,19933716500
2008-08-04,19293107500
2008-08-05,20265995000
2008-08-06,20520442500
2008-08-07,19667295000
2008-08-08,20484520500
2008-08-11,20966474000
2008-08-12,20215105500
2008-08-13,20265995000
2008-08-14,20589293000
2008-08-15,21412505500
2008-08-18,20155235500
2008-08-19,20149248500
2008-08-20,20475540000
2008-08-21,20481527000
2008-08-22,21385564000
2008-08-25,20394715500
2008-08-26,19305081500
2008-08-27,19787035000
2008-08-28,20625215000
2008-08-29,20080398000
2008-09-02,20242047000
2008-09-03,20825779499
2008-09-04,19616405500
2008-09-05,19694236500
2008-09-08,21005389500
2008-09-09,19529594000
2008-09-10,19888814000
2008-09-11,20475540000
2008-09-12,20969467500
2008-09-15,20164216000
2008-09-16,20610247500
2008-09-17,19260179000
2008-09-18,21553200000
2008-09-19,24247350000
2008-09-22,23708520000
2008-09-23,22190815500
2008-09-24,21957322500
2008-09-25,22681749500
2008-09-26,23888130000
2008-09-29,19158400000
2008-09-30,22241705000
2008-10-01,23813292500
2008-10-02,22370425500
2008-10-03,21690901000
2008-10-06,24178499500
2008-10-07,23708520000
2008-10-08,24286265500
2008-10-09,21277798000
2008-10-10,23534897000
2008-10-13,24633511500
2008-10-14,23852208000
2008-10-15,21544219500
2008-10-16,22352464500
2008-10-17,21864524000
2008-10-20,21571161000
2008-10-21,19679269000
2008-10-22,18209460500
2008-10-23,16622905500
2008-10-24,15039344000
2008-10-27,13961684000
2008-10-28,15784725500
2008-10-29,15865550000
2008-10-30,16503165500
2008-10-31,16892320500
2008-11-03,18032844000
2008-11-04,19119484500
2008-11-05,16886333499
2008-11-06,15545245500
2008-11-07,16108023500
2008-11-10,14545416500
2008-11-11,14153268000
2008-11-12,13449795500
2008-11-13,13482724000
2008-11-14,12515823500
2008-11-17,11369313000
2008-11-18,11189703000
2008-11-19,10231783000
2008-11-20,9372648500
2008-11-21,10525145999
2008-11-24,12015909000
2008-11-25,11971006500
2008-11-26,12677472500
2008-11-28,12689446500
2008-12-01,10336555500
2008-12-02,10333562000
2008-12-03,10914301000
2008-12-04,10623931500
2008-12-05,11647708499
2008-12-08,13368970999
2008-12-09,13045673000
2008-12-10,13252224500
2008-12-11,12794219000
2008-12-12,12590661000
2008-12-15,12177558000
2008-12-16,13324068500
2008-12-17,13351010000
2008-12-18,13330055500
2008-12-19,12767277500
2008-12-22,11602806000
2008-12-23,11099898000
2008-12-24,11222631500
2008-12-26,10902327000
2008-12-29,11001112500
2008-12-30,11982980500
2008-12-31,13797446200
2009-01-02,14095805200
2009-01-05,13946625700
2009-01-06,13459306000
2009-01-07,13174207400
2009-01-08,12743244400
2009-01-09,12481351500
2009-01-12,12544338400
2009-01-13,12265870000
2009-01-14,11655891599
2009-01-15,11122160500
2009-01-16,11569699000
2009-01-20,10545333100
2009-01-21,11974141200
2009-01-22,11161941700
2009-01-23,11188462500
2009-01-26,11045913200
2009-01-27,11181832299
2009-01-28,12272500200
2009-01-29,11513342299
2009-01-30,11529917800
2009-02-02,11155311500
2009-02-03,11370793000
2009-02-04,11440410100
2009-02-05,11805071100
2009-02-06,12531078000
2009-02-09,12464776000
2009-02-10,11874688200
2009-02-11,12285760600
2009-02-12,12799601100
2009-02-13,12640476300
2009-02-17,11834907000
2009-02-18,11775235200
2009-02-19,11851482500
2009-02-20,12057018700
2009-02-23,11466930900
2009-02-24,12216143500
2009-02-25,12066964000
2009-02-26,12202883100
2009-02-27,12093484799
2009-03-02,11490136599
2009-03-03,11791810700
2009-03-04,12478036400
2009-03-05,12096799900
2009-03-06,12096799900
2009-03-09,12189622700
2009-03-10,12879163500
2009-03-11,12809546400
2009-03-12,13323386900
2009-03-13,13137741300
2009-03-16,12912314500
2009-03-17,14845017800
2009-03-18,15779876000
2009-03-19,15113540900
2009-03-20,15156637200
2009-03-23,17533563900
2009-03-24,15733464600
2009-03-25,16525773500
2009-03-26,17023038500
2009-03-27,16210839000
2009-03-30,15541188800
2009-03-31,16343465600
2009-04-01,15746504599
2009-04-02,16273820150
2009-04-03,16973591100
2009-04-06,16287085950
2009-04-07,15942175150
2009-04-08,16154427950
2009-04-09,17106249100
2009-04-13,17626931750
2009-04-14,16416427500
2009-04-15,16791186350
2009-04-16,16224073400
2009-04-17,15746504599
2009-04-20,14761518950
2009-04-21,15186024550
2009-04-22,14496202950
2009-04-23,16015137050
2009-04-24,15905694200
2009-04-27,15308733199
2009-04-28,15043417200
2009-04-29,15089847500
2009-04-30,14681924150
2009-05-01,14764835400
2009-05-04,15544201150
2009-05-05,16399845250
2009-05-06,16840933100
2009-05-07,15583998550
2009-05-08,16472807150
2009-05-11,16021769950
2009-05-12,17146046500
2009-05-13,18180778900
2009-05-14,18860651150
2009-05-15,18393031700
2009-05-18,19099435550
2009-05-19,18635132550
2009-05-20,18157563750
2009-05-21,18578752900
2009-05-22,19450979250
2009-05-26,20200496950
2009-05-27,19782624250
2009-05-28,21182166150
2009-05-29,21334722850
2009-06-01,21868671300
2009-06-02,22243430149
2009-06-03,21759228450
2009-06-04,22332974300
2009-06-05,22213582100
2009-06-08,21978114150
2009-06-09,22087557000
2009-06-10,21739329750
2009-06-11,22691150900
2009-06-12,22614872550
2009-06-15,21994696399
2009-06-16,21881937100
2009-06-17,21656418500
2009-06-18,21825557450
2009-06-19,21726063950
2009-06-22,20130851500
2009-06-23,20134167950
2009-06-24,20823989550
2009-06-25,20930115950
2009-06-26,21056141050
2009-06-29,21105887800
2009-06-30,20652062400
2009-07-01,20462868000
2009-07-02,20011456800
2009-07-06,19732644000
2009-07-07,18723607200
2009-07-08,17518737600
2009-07-09,17747762400
2009-07-10,17472268800
2009-07-13,18086320800
2009-07-14,17840700000
2009-07-15,18448113600
2009-07-16,18089640000
2009-07-17,18225727200
2009-07-20,18537732000
2009-07-21,18199173600
2009-07-22,18102916800
2009-07-23,18321984000
2009-07-24,17980106400
2009-07-27,17930318400
2009-07-28,17694655200
2009-07-29,17873892000
2009-07-30,18375091200
2009-07-31,18511178400
2009-08-03,18770076000
2009-08-04,18517816800
2009-08-05,18524455200
2009-08-06,18132789600
2009-08-07,18982504800
2009-08-10,18783352800
2009-08-11,18321984000
2009-08-12,18720288000
2009-08-13,18926078400
2009-08-14,18653904000
2009-08-17,17900445600
2009-08-18,17853976800
2009-08-19,17824104000
2009-08-20,18049809600
2009-08-21,18328622400
2009-08-24,17794231200
2009-08-25,17827423200
2009-08-26,18338580000
2009-08-27,18448113600
2009-08-28,18959270400
2009-08-31,19321063200
2009-09-01,18531093600
2009-09-02,18438156000
2009-09-03,18019936800
2009-09-04,17956872000
2009-09-08,18099597600
2009-09-09,18192535200
2009-09-10,18298749600
2009-09-11,18242323200
2009-09-14,18451432800
2009-09-15,18876290400
2009-09-16,19354255200
2009-09-17,19470427200
2009-09-18,20180736000
2009-09-21,20220566400
2009-09-22,20662020000
2009-09-23,20320142400
2009-09-24,19808985600
2009-09-25,19480384800
2009-09-28,20519294400
2009-09-29,20293588800
2009-09-30,20413318800
2009-10-01,19373445000
2009-10-02,19393315200
2009-10-05,19403250300
2009-10-06,19048898400
2009-10-07,19184678100
2009-10-08,19029028200
2009-10-09,19522471500
2009-10-12,19724485200
2009-10-13,20148382800
2009-10-14,20353708200
2009-10-15,20459682600
2009-10-16,20721306900
2009-10-19,21102152400
2009-10-20,21065723700
2009-10-21,21025983300
2009-10-22,21029295000
2009-10-23,21191568300
2009-10-26,21261114000
2009-10-27,20963061000
2009-10-28,20400072000
2009-10-29,20780917500
2009-10-30,20042408400
2009-11-02,20241110400
2009-11-03,19972862700
2009-11-04,19651627800
2009-11-05,20280850800
2009-11-06,20307344400
2009-11-09,20780917500
2009-11-10,20386825200
2009-11-11,20747800500
2009-11-12,20873645100
2009-11-13,20780917500
2009-11-16,21095529000
2009-11-17,21330659700
2009-11-18,21466439399
2009-11-19,21324036300
2009-11-20,21393582000
2009-11-23,21439945800
2009-11-24,21343906500
2009-11-25,21771115800
2009-11-27,21370400100
2009-11-30,21741310500
2009-12-01,21913518900
2009-12-02,21747933900
2009-12-03,21857220000
2009-12-04,21900272100
2009-12-07,21439945800
2009-12-08,21158451300
2009-12-09,21575725500
2009-12-10,21718128600
2009-12-11,22132091100
2009-12-14,22059233700
2009-12-15,21940012500
2009-12-16,21893648700
2009-12-17,21496244700
2009-12-18,21492933000
2009-12-21,21482997900
2009-12-22,21681699900
2009-12-23,21724752000
2009-12-24,21933389100
2009-12-28,22489754700
2009-12-29,22413585600
2009-12-30,22410273900
2009-12-31,22251312300
2010-01-04,22678521600
2010-01-05,22661963100
2010-01-06,22506313199
2010-01-07,22536118500
2010-01-08,23135536200
2010-01-11,23132224500
2010-01-12,22661963100
2010-01-13,22734820500
2010-01-14,22635469500
2010-01-15,22337416500
2010-01-19,22400338800
2010-01-20,21857220000
2010-01-21,20598774000
2010-01-22,20674943100
2010-01-25,20333838000
2010-01-26,18956170800
2010-01-27,19495977900
2010-01-28,19240977000
2010-01-29,18995911200
2010-02-01,19287340800
2010-02-02,19419808800
2010-02-03,19346951400
2010-02-04,17836816200
2010-02-05,18598507200
2010-02-08,18565390200
2010-02-09,18757468800
2010-02-10,18303765900
2010-02-11,18880001700
2010-02-12,19277405700
2010-02-16,19681433100
2010-02-17,19413185400
2010-02-18,19320457800
2010-02-19,19327081200
2010-02-22,19012469700
2010-02-23,18317012700
2010-02-24,19244288700
2010-02-25,19568835300
2010-02-26,19982797800
2010-03-01,19939745700
2010-03-02,20496111300
2010-03-03,20257668900
2010-03-04,20366955000
2010-03-05,20542475100
2010-03-08,20741177100
2010-03-09,20410007100
2010-03-10,20393448600
2010-03-11,20751112200
2010-03-12,20823969600
2010-03-15,20807411100
2010-03-16,20820657900
2010-03-17,20929944000
2010-03-18,20592150600
2010-03-19,20641826100
2010-03-22,20638514400
2010-03-23,20572280400
2010-03-24,21122022600
2010-03-25,21184944900
2010-03-26,20910073800
2010-03-29,20906762100
2010-03-30,20939879100
2010-03-31,20730470200
2010-04-01,20966565400
2010-04-05,20796052200
2010-04-06,20782935800
2010-04-07,20612422600
2010-04-08,20445188500
2010-04-09,20468142200
2010-04-12,20363211000
2010-04-13,20343536400
2010-04-14,20950169900
2010-04-15,21058380200
2010-04-16,20474700400
2010-04-19,21055101099
2010-04-20,21009193699
2010-04-21,21150195000
2010-04-22,22163436900
2010-04-23,21960132700
2010-04-26,22412648500
2010-04-27,21855201500
2010-04-28,21661734600
2010-04-29,21740433000
2010-04-30,21592873500
2010-05-03,21573198900
2010-05-04,21127241300
2010-05-05,21291196300
2010-05-06,21078054800
2010-05-07,20671446400
2010-05-10,21838806000
2010-05-11,21589594400
2010-05-12,21592873500
2010-05-13,21238730700
2010-05-14,20684562800
2010-05-17,20727191100
2010-05-18,20215651500
2010-05-19,20376327400
2010-05-20,19871346000
2010-05-21,20887867000
2010-05-24,21182986000
2010-05-25,20481258600
2010-05-26,20307466300
2010-05-27,20917378900
2010-05-28,20766540300
2010-06-01,20438630300
2010-06-02,21176427800
2010-06-03,21215777000
2010-06-04,20373048300
2010-06-07,19645088100
2010-06-08,19549994200
2010-06-09,19113873900
2010-06-10,19910695200
2010-06-11,19835275900
2010-06-14,20146790400
2010-06-15,20314024500
2010-06-16,20373048300
2010-06-17,20297629000
2010-06-18,20143511300
2010-06-21,20153348600
2010-06-22,19940207100
2010-06-23,19710670100
2010-06-24,19031896400
2010-06-25,19497528600
2010-06-28,19464737600
2010-06-29,18881057800
2010-06-30,18738841800
2010-07-01,18535846000
2010-07-02,18292916600
2010-07-06,18269622000
2010-07-07,18512551400
2010-07-08,18745497400
2010-07-09,18449323200
2010-07-12,18436012000
2010-07-13,18522534800
2010-07-14,18336178000
2010-07-15,18392750600
2010-07-16,17720535000
2010-07-19,17800402200
2010-07-20,18319539000
2010-07-21,18179771400
2010-07-22,18748825200
2010-07-23,19071621800
2010-07-26,18878609400
2010-07-27,18891920600
2010-07-28,18868626000
2010-07-29,19025032600
2010-07-30,18555812800
2010-08-02,19044999400
2010-08-03,18605729800
2010-08-04,18512551400
2010-08-05,18292916600
2010-08-06,18066626200
2010-08-09,18099904200
2010-08-10,17564128400
2010-08-11,16778767600
2010-08-12,16599066400
2010-08-13,16292908800
2010-08-16,16406054000
2010-08-17,16495904600
2010-08-18,16359464799
2010-08-19,16023357000
2010-08-20,15820361200
2010-08-23,15830344600
2010-08-24,15890245000
2010-08-25,16366120400
2010-08-26,16698900400
2010-08-27,17088253000
2010-08-30,16572444000
2010-08-31,16515871400
2010-09-01,17058302800
2010-09-02,17467622200
2010-09-03,17643995600
2010-09-07,17201398200
2010-09-08,17351149200
2010-09-09,17460966600
2010-09-10,17630684400
2010-09-13,18040003800
2010-09-14,17923530800
2010-09-15,18069954000
2010-09-16,17840335800
2010-09-17,17560800600
2010-09-20,18096576400
2010-09-21,17900236200
2010-09-22,17727190600
2010-09-23,17371116000
2010-09-24,17946825400
2010-09-27,17713879400
2010-09-28,17604062000
2010-09-29,17274609800
2010-09-30,17403112730
2010-10-01,17373044000
2010-10-04,17366362060
2010-10-05,17884212410
2010-10-06,17857484650
2010-10-07,17630298690
2010-10-08,17533410560
2010-10-11,17342975270
2010-10-12,17650344510
2010-10-13,17623616750
2010-10-14,17703800030
2010-10-15,17874189500
2010-10-18,18766228490
2010-10-19,18759546550
2010-10-20,18762887520
2010-10-21,18859775650
2010-10-22,18956663780
2010-10-25,18909890200
2010-10-26,18746182670
2010-10-27,18873139530
2010-10-28,19337534360
2010-10-29,19354239210
2010-11-01,19177167800
2010-11-02,19307465630
2010-11-03,19350898240
2010-11-04,19852043740
2010-11-05,19715063970
2010-11-08,19765178520
2010-11-09,19591448080
2010-11-10,19691677180
2010-11-11,19588107110
2010-11-12,19324170480
2010-11-15,19347557270
2010-11-16,19153781010
2010-11-17,19457809280
2010-11-18,19695018150
2010-11-19,19741791730
2010-11-22,19230623320
2010-11-23,18792956250
2010-11-24,19337534360
2010-11-26,19367603090
2010-11-29,19103666460
2010-11-30,19247328170
2010-12-01,20049160970
2010-12-02,20881062500
2010-12-03,20780833400
2010-12-06,20904449290
2010-12-07,20981291600
2010-12-08,21462391280
2010-12-09,21502482920
2010-12-10,21492460010
2010-12-13,21562620380
2010-12-14,21599371050
2010-12-15,21275296960
2010-12-16,21522528740
2010-12-17,21332093450
2010-12-20,21492460010
2010-12-21,21789806340
2010-12-22,21849943800
2010-12-23,21666190450
2010-12-27,21796488280
2010-12-28,21662849480
2010-12-29,21692918210
2010-12-30,21519187770
2010-12-31,21511239750
2011-01-03,21156897650
2011-01-04,21193669000
2011-01-05,20815926950
2011-01-06,20969698050
2011-01-07,20568556050
2011-01-10,21049926450
2011-01-11,20782498450
2011-01-12,21056612150
2011-01-13,20966355200
2011-01-14,21190326150
2011-01-18,20993098000
2011-01-19,20474956250
2011-01-20,20672184400
2011-01-21,20715641450
2011-01-24,20695584350
2011-01-25,20518413300
2011-01-26,20431499200
2011-01-27,20718984300
2011-01-28,20384699300
2011-01-31,20628727350
2011-02-01,21123469150
2011-02-02,21069983550
2011-02-03,20113928450
2011-02-04,20337899400
2011-02-07,20304470900
2011-02-08,20127299850
2011-02-09,20224242500
2011-02-10,20571898900
2011-02-11,20642098750
2011-02-14,20227585350
2011-02-15,19478786950
2011-02-16,19635900900
2011-02-17,20230928200
2011-02-18,20247642450
2011-02-22,20063785700
2011-02-23,20150699800
2011-02-24,20361299350
2011-02-25,20963012350
2011-02-28,20812584100
2011-03-01,20491670500
2011-03-02,20327870850
2011-03-03,20601984550
2011-03-04,20378013600
2011-03-07,20314499450
2011-03-08,20291099500
2011-03-09,20047071450
2011-03-10,19786329150
2011-03-11,19759586350
2011-03-14,19478786950
2011-03-15,19114416300
2011-03-16,18740017100
2011-03-17,19201330400
2011-03-18,19107730600
2011-03-21,19385187150
2011-03-22,19448701300
2011-03-23,19980214450
2011-03-24,19943443100
2011-03-25,19779643450
2011-03-28,19756243500
2011-03-29,19923386000
2011-03-30,20274385250
2011-03-31,20131176450
2011-04-01,20311425750
2011-04-04,20368170900
2011-04-05,20351481150
2011-04-06,20601827400
2011-04-07,20424916050
2011-04-08,20384860650
2011-04-11,20294736000
2011-04-12,20137852350
2011-04-13,20338129350
2011-04-14,20398212450
2011-04-15,20481661200
2011-04-18,20288060100
2011-04-19,20161218000
2011-04-20,20691952050
2011-04-21,20678600250
2011-04-25,20511702750
2011-04-26,20745359250
2011-04-27,20688614100
2011-04-28,20298073950
2011-04-29,19743974250
2011-05-02,19837436850
2011-05-03,19473600300
2011-05-04,19176522750
2011-05-05,19096411950
2011-05-06,19466924400
2011-05-09,19693905000
2011-05-10,19947589200
2011-05-11,19830760950
2011-05-12,19870816350
2011-05-13,19650511650
2011-05-16,19924223550
2011-05-17,19710594750
2011-05-18,19844112750
2011-05-19,19987644600
2011-05-20,19917547650
2011-05-23,19717270650
2011-05-24,19366785900
2011-05-25,19113101700
2011-05-26,18966231900
2011-05-27,18902810850
2011-05-31,19076384250
2011-06-01,18548988150
2011-06-02,18595719450
2011-06-03,18161785950
2011-06-06,17767907850
2011-06-07,17757894000
2011-06-08,17507547750
2011-06-09,17774583750
2011-06-10,17908101750
2011-06-13,18158448000
2011-06-14,18345373200
2011-06-15,18101702850
2011-06-16,18358725000
2011-06-17,18552326100
2011-06-20,18619085100
2011-06-21,18879445200
2011-06-22,18782644650
2011-06-23,18649126650
2011-06-24,18705871800
2011-06-27,18759279000
2011-06-28,18959556000
2011-06-29,19226592000
2011-06-30,19379152800
2011-07-01,19718088600
2011-07-05,19718088600
2011-07-06,19694828300
2011-07-07,19870942000
2011-07-08,19571881000
2011-07-11,19086737600
2011-07-12,19213007800
2011-07-13,19239591000
2011-07-14,19226299400
2011-07-15,19435642100
2011-07-18,19003665100
2011-07-19,19232945200
2011-07-20,18973759000
2011-07-21,19053508600
2011-07-22,18987050600
2011-07-25,18927238400
2011-07-26,18947175800
2011-07-27,18508553000
2011-07-28,18864103300
2011-07-29,19219653600
2011-08-01,19126612400
2011-08-02,18624854500
2011-08-03,18598271300
2011-08-04,17651244800
2011-08-05,17903785200
2011-08-08,16441709199
2011-08-09,17681150900
2011-08-10,15896753600
2011-08-11,17073060200
2011-08-12,16943467100
2011-08-15,17318954800
2011-08-16,17059768600
2011-08-17,16886977800
2011-08-18,15996440600
2011-08-19,15760514700
2011-08-22,15896753600
2011-08-23,16637760300
2011-08-24,16873686200
2011-08-25,16368605400
2011-08-26,16674312200
2011-08-29,17538266200
2011-08-30,17634630300
2011-08-31,17750931800
2011-09-01,17651244800
2011-09-02,17192684600
2011-09-06,16933498400
2011-09-07,17674505100
2011-09-08,17179393000
2011-09-09,17009925100
2011-09-12,17295694500
2011-09-13,17578141000
2011-09-14,17917076800
2011-09-15,18066607300
2011-09-16,18079898900
2011-09-19,17664536400
2011-09-20,17521651700
2011-09-21,17146164000
2011-09-22,17202653300
2011-09-23,17146164000
2011-09-26,17548234900
2011-09-27,17431933400
2011-09-28,16900269400
2011-09-29,17092997600
2011-09-30,16292017280
2011-10-03,16430869700
2011-10-04,16685432470
2011-10-05,16926771200
2011-10-06,17617727290
2011-10-07,16791224790
2011-10-10,17591279210
2011-10-11,16992891400
2011-10-12,17164803920
2011-10-13,16946607260
2011-10-14,17171415940
2011-10-17,16741634640
2011-10-18,17194558010
2011-10-19,17016033470
2011-10-20,17287126290
2011-10-21,17488792900
2011-10-24,17766497740
2011-10-25,17088765690
2011-10-26,17419366690
2011-10-27,18298765350
2011-10-28,18513656000
2011-10-31,18219421110
2011-11-01,16655678380
2011-11-02,17151579880
2011-11-03,17756579710
2011-11-04,17941716270
2011-11-07,18189667020
2011-11-08,18444229790
2011-11-09,17574749160
2011-11-10,17197864020
2011-11-11,17425978710
2011-11-14,17052399580
2011-11-15,17025951500
2011-11-16,15948192240
2011-11-17,15739913610
2011-11-18,16457317780
2011-11-21,15971334310
2011-11-22,15905214110
2011-11-23,15806033810
2011-11-25,15729995580
2011-11-28,16209367030
2011-11-29,15842399920
2011-11-30,16483765860
2011-12-01,16530050000
2011-12-02,16748246659
2011-12-05,16470541820
2011-12-06,16454011770
2011-12-07,16738328630
2011-12-08,16173000920
2011-12-09,16401115610
2011-12-12,16100268700
2011-12-13,15934968200
2011-12-14,15796115780
2011-12-15,15809339820
2011-12-16,16001088400
2011-12-19,16001088400
2011-12-20,16407727630
2011-12-21,15958110270
2011-12-22,16249039150
2011-12-23,16292017280
2011-12-27,16212673040
2011-12-28,16037454510
2011-12-29,16219285060
2011-12-30,16110186729
2012-01-03,16252940950
2012-01-04,15945283000
2012-01-05,15786491800
2012-01-06,15482142000
2012-01-09,15101704750
2012-01-10,15055390650
2012-01-11,14952838000
2012-01-12,15432519750
2012-01-13,15515223500
2012-01-17,15161251450
2012-01-18,15392821950
2012-01-19,15717020650
2012-01-20,15872503699
2012-01-23,15776567350
2012-01-24,15912201500
2012-01-25,16018062300
2012-01-26,15908893350
2012-01-27,15938666700
2012-01-30,15879120000
2012-01-31,15846038500
2012-02-01,16243016500
2012-02-02,17599358000
2012-02-03,18092272350
2012-02-06,18214673900
2012-02-07,18264296150
2012-02-08,18843222400
2012-02-09,18747286050
2012-02-10,19293130800
2012-02-13,19253433000
2012-02-14,19187270000
2012-02-15,19230275950
2012-02-16,19561090950
2012-02-17,19451922000
2012-02-21,19193886300
2012-02-22,19064868450
2012-02-23,19306363400
2012-02-24,19346061200
2012-02-27,19174037400
2012-02-28,19240200400
2012-02-29,19154188500
2012-03-01,19157496650
2012-03-02,19160804800
2012-03-05,18591803000
2012-03-06,18191516850
2012-03-07,18208057600
2012-03-08,18277528750
2012-03-09,18297377650
2012-03-12,17877242600
