,CNX
2004-09-21,3173479162
2004-09-22,3217756064
2004-09-23,3177093603
2004-09-24,3248478812
2004-09-27,3193358588
2004-09-28,3224984946
2004-09-29,3162635840
2004-09-30,3159425919
2004-10-01,3147653911
2004-10-04,3135881903
2004-10-05,3229152430
2004-10-06,3312462027
2004-10-07,3220097039
2004-10-08,3192025327
2004-10-11,3169386850
2004-10-12,3115960043
2004-10-13,3016350742
2004-10-14,3073399705
2004-10-15,3067966470
2004-10-18,3069777549
2004-10-19,2987373490
2004-10-20,3101471417
2004-10-21,3189308710
2004-10-22,3241829977
2004-10-25,3255413064
2004-10-26,3371322069
2004-10-27,3282579237
2004-10-28,3166670232
2004-10-29,3205608414
2004-11-01,3255413064
2004-11-02,3201986257
2004-11-03,3350494670
2004-11-04,3403015937
2004-11-05,3368605452
2004-11-08,3314273106
2004-11-09,3257224142
2004-11-10,3258129681
2004-11-11,3282579237
2004-11-12,3386716234
2004-11-15,3351400209
2004-11-16,3383094077
2004-11-17,3519830481
2004-11-18,3525263716
2004-11-19,3604951157
2004-11-22,3702749379
2004-11-23,3635739486
2004-11-24,3772475890
2004-11-26,3887479356
2004-11-29,3856691026
2004-11-30,3866651957
2004-12-01,3839485784
2004-12-02,3667433355
2004-12-03,3734443248
2004-12-06,3678299824
2004-12-07,3562390819
2004-12-08,3528885872
2004-12-09,3560579741
2004-12-10,3518019403
2004-12-13,3632117330
2004-12-14,3623967478
2004-12-15,3656566885
2004-12-16,3608573313
2004-12-17,3735348787
2004-12-20,3653850268
2004-12-21,3800547602
2004-12-22,3729915552
2004-12-23,3729010013
2004-12-27,3671961050
2004-12-28,3712710310
2004-12-29,3729010013
2004-12-30,3660189042
2004-12-31,3733219837
2005-01-03,3624997386
2005-01-04,3514956071
2005-01-05,3446748644
2005-01-06,3485854235
2005-01-07,3483125938
2005-01-10,3492220262
2005-01-11,3452205238
2005-01-12,3524050395
2005-01-13,3648642628
2005-01-14,3665012410
2005-01-18,3712302893
2005-01-19,3658646384
2005-01-20,3635910575
2005-01-21,3638638872
2005-01-24,3607718172
2005-01-25,3584982363
2005-01-26,3614993631
2005-01-27,3882366744
2005-01-28,3794151805
2005-01-31,3836895126
2005-02-01,3865087530
2005-02-02,3885095041
2005-02-03,3877819583
2005-02-04,3972400548
2005-02-07,3958759063
2005-02-08,3966034521
2005-02-09,3934204389
2005-02-10,3942389280
2005-02-11,3997864654
2005-02-14,3980585439
2005-02-15,3810521588
2005-02-16,3911468580
2005-02-17,3811431020
2005-02-18,3928747795
2005-02-22,3745951890
2005-02-23,3791423508
2005-02-24,3960577927
2005-02-25,4160653047
2005-02-28,4168837938
2005-03-01,4007868410
2005-03-02,4079713566
2005-03-03,4119728590
2005-03-04,4228860474
2005-03-07,4235226500
2005-03-08,4202486935
2005-03-09,4150649291
2005-03-10,3967853386
2005-03-11,4138826670
2005-03-14,4116090861
2005-03-15,4103358808
2005-03-16,4099721078
2005-03-17,4388011137
2005-03-18,4368913057
2005-03-21,4393467731
2005-03-22,4316165980
2005-03-23,4145192696
2005-03-24,4208852962
2005-03-28,4197939773
2005-03-29,4044245704
2005-03-30,4147920993
2005-03-31,4299367175
2005-04-01,4388061054
2005-04-04,4471268713
2005-04-05,4462125014
2005-04-06,4452981315
2005-04-07,4409091561
2005-04-08,4320397683
2005-04-11,4297538436
2005-04-12,4266449860
2005-04-13,4092719582
2005-04-14,3977508978
2005-04-15,3837610386
2005-04-18,3909845606
2005-04-19,4050658568
2005-04-20,3937276703
2005-04-21,4061631006
2005-04-22,4105520761
2005-04-25,4151239255
2005-04-26,4059802267
2005-04-27,3958307210
2005-04-28,3901616277
2005-04-29,3953735361
2005-05-02,4109178240
2005-05-03,4160382954
2005-05-04,4226217585
2005-05-05,4260963640
2005-05-06,4367944916
2005-05-09,4402690972
2005-05-10,4292966586
2005-05-11,4338685080
2005-05-12,4085404623
2005-05-13,3940934182
2005-05-16,4009511923
2005-05-17,4129294378
2005-05-18,4169526652
2005-05-19,4201529598
2005-05-20,4180499091
2005-05-23,4259134901
2005-05-24,4238104393
2005-05-25,4239018763
2005-05-26,4334113231
2005-05-27,4370688026
2005-05-31,4375259875
2005-06-01,4571849400
2005-06-02,4586479318
2005-06-03,4625797222
2005-06-06,4687060004
2005-06-07,4631283442
2005-06-08,4616653524
2005-06-09,4755637745
2005-06-10,4808671198
2005-06-13,4901936926
2005-06-14,4869019611
2005-06-15,4875420200
2005-06-16,4939426091
2005-06-17,4951312900
2005-06-20,4934854242
2005-06-21,4856218432
2005-06-22,4888221378
2005-06-23,4827872966
2005-06-24,4780325732
2005-06-27,4850732213
2005-06-28,4847989103
2005-06-29,4892793227
2005-06-30,4935402216
2005-07-01,5133444672
2005-07-05,5325039233
2005-07-06,5313064573
2005-07-07,5355436447
2005-07-08,5463208388
2005-07-11,5512949284
2005-07-12,5529529583
2005-07-13,5494526730
2005-07-14,5360963214
2005-07-15,5463208388
2005-07-18,5432811174
2005-07-19,5821527064
2005-07-20,5963380729
2005-07-21,6084048458
2005-07-22,6096944246
2005-07-25,5991935688
2005-07-26,6093259735
2005-07-27,6088654096
2005-07-28,6266431743
2005-07-29,6204716187
2005-08-01,6407364281
2005-08-02,6374203684
2005-08-03,6359465640
2005-08-04,6339200831
2005-08-05,6279327530
2005-08-08,6270116253
2005-08-09,6294986701
2005-08-10,6337358576
2005-08-11,6420260069
2005-08-12,6367755790
2005-08-15,6355781130
2005-08-16,6219454230
2005-08-17,5998383582
2005-08-18,5899822918
2005-08-19,5931141260
2005-08-22,5963380729
2005-08-23,5922851111
2005-08-24,5865741193
2005-08-25,5840870745
2005-08-26,5887848258
2005-08-29,6106155523
2005-08-30,6316172638
2005-08-31,6420260069
2005-09-01,6448815027
2005-09-02,6275643020
2005-09-06,6283012041
2005-09-07,6328147299
2005-09-08,6549217946
2005-09-09,6821871746
2005-09-12,6711336422
2005-09-13,6615539141
2005-09-14,6690150485
2005-09-15,6758313934
2005-09-16,6976621199
2005-09-19,6832004150
2005-09-20,6678175825
2005-09-21,6746339274
2005-09-22,6696598379
2005-09-23,6666201164
2005-09-26,6796080170
2005-09-27,6659753271
2005-09-28,6812660469
2005-09-29,6996886009
2005-09-30,7027113035
2005-10-03,7281404787
2005-10-04,6988416464
2005-10-05,6583023814
2005-10-06,6380327490
2005-10-07,6653046181
2005-10-10,6650282140
2005-10-11,6731360670
2005-10-12,6513001448
2005-10-13,6420866755
2005-10-14,6582102467
2005-10-17,6833630179
2005-10-18,6404282510
2005-10-19,6414417326
2005-10-20,5977698881
2005-10-21,6067069534
2005-10-24,6360979204
2005-10-25,6388619612
2005-10-26,6273451246
2005-10-27,5688395945
2005-10-28,5721564435
2005-10-31,5611002803
2005-11-01,5498598478
2005-11-02,5606396069
2005-11-03,5784216026
2005-11-04,5528081580
2005-11-07,5578755661
2005-11-08,5552036600
2005-11-09,5334598724
2005-11-10,4986329585
2005-11-11,5302351582
2005-11-14,5113475461
2005-11-15,5206531501
2005-11-16,5331834683
2005-11-17,5509654641
2005-11-18,5389879540
2005-11-21,5577834314
2005-11-22,5731699251
2005-11-23,5850553005
2005-11-25,5824755291
2005-11-28,5684710558
2005-11-29,5855159740
2005-11-30,5962957330
2005-12-01,6059698758
2005-12-02,6019159493
2005-12-05,5967564065
2005-12-06,6027451616
2005-12-07,5929788841
2005-12-08,5959271943
2005-12-09,5808171046
2005-12-12,5835811454
2005-12-13,5859766474
2005-12-14,5992440432
2005-12-15,6082732431
2005-12-16,5994283126
2005-12-19,6035743738
2005-12-20,5949137127
2005-12-21,6067069534
2005-12-22,6184080594
2005-12-23,6159204227
2005-12-27,5912283249
2005-12-28,5953743861
2005-12-29,5941766351
2005-12-30,6005339289
2006-01-03,6241204103
2006-01-04,6373878061
2006-01-05,6267001817
2006-01-06,6359136510
2006-01-09,6209878308
2006-01-10,6354529776
2006-01-11,6504709325
2006-01-12,6578417080
2006-01-13,6708326997
2006-01-17,6721225854
2006-01-18,6653156743
2006-01-19,6723989895
2006-01-20,6618956345
2006-01-23,6539720509
2006-01-24,6767293200
2006-01-25,6647518099
2006-01-26,6607900181
2006-01-27,6646596753
2006-01-30,6698192181
2006-01-31,6716619119
2006-02-01,6630012508
2006-02-02,6493653162
2006-02-03,6362821898
2006-02-06,6525900305
2006-02-07,6071676268
2006-02-08,6060620105
2006-02-09,5929788841
2006-02-10,5931631535
2006-02-13,5666283619
2006-02-14,5634036476
2006-02-15,5571384885
2006-02-16,5753811577
2006-02-17,5816463169
2006-02-21,5979541575
2006-02-22,5873586678
2006-02-23,5926103453
2006-02-24,6041271820
2006-02-27,5900305739
2006-02-28,5898463045
2006-03-01,6007181983
2006-03-02,6090103207
2006-03-03,6157361533
2006-03-06,6045878554
2006-03-07,5892013617
2006-03-08,5878193413
2006-03-09,5893856311
2006-03-10,5836732801
2006-03-13,5914125943
2006-03-14,5994283126
2006-03-15,5942687698
2006-03-16,6063384146
2006-03-17,6022844881
2006-03-20,5950058473
2006-03-21,6025608922
2006-03-22,6371114020
2006-03-23,6661338303
2006-03-24,6587630549
2006-03-27,6611585569
2006-03-28,6620799038
2006-03-29,6650282140
2006-03-30,6758079731
2006-03-31,6796260639
2006-04-03,7063858819
2006-04-04,7193992181
2006-04-05,7281969665
2006-04-06,7290217554
2006-04-07,7239813787
2006-04-10,7289301122
2006-04-11,7184827860
2006-04-12,7152752735
2006-04-13,7184827860
2006-04-17,7259058862
2006-04-18,7468921818
2006-04-19,7758514370
2006-04-20,7634796033
2006-04-21,7790589494
2006-04-24,7922555720
2006-04-25,7867569793
2006-04-26,7869402657
2006-04-27,7616467390
2006-04-28,7804335976
2006-05-01,7972043055
2006-05-02,8082931342
2006-05-03,8212148272
2006-05-04,8169075962
2006-05-05,8353278819
2006-05-08,8367025301
2006-05-09,8358777412
2006-05-10,8633707049
2006-05-11,8822492067
2006-05-12,8426593389
2006-05-15,8136084405
2006-05-16,8154413048
2006-05-17,7858405471
2006-05-18,7758514370
2006-05-19,7616467390
2006-05-22,7469838250
2006-05-23,7679701207
2006-05-24,7564230759
2006-05-25,7832745372
2006-05-26,8046274057
2006-05-30,7870319089
2006-05-31,8087513503
2006-06-01,8022446822
2006-06-02,8302875052
2006-06-05,8016948229
2006-06-06,7811667433
2006-06-07,7349785642
2006-06-08,7298465443
2006-06-09,7195825045
2006-06-12,6787096317
2006-06-13,6523163865
2006-06-14,6689954512
2006-06-15,7171997810
2006-06-16,7137173389
2006-06-19,6781597725
2006-06-20,6666127277
2006-06-21,6911731086
2006-06-22,7021702941
2006-06-23,7846491854
2006-06-26,8158078776
2006-06-27,8156245912
2006-06-28,8238724803
2006-06-29,8440339871
2006-06-30,8561289421
2006-07-03,8630923196
2006-07-05,8750033601
2006-07-06,8715216714
2006-07-07,8290084191
2006-07-10,8214953012
2006-07-11,8315738740
2006-07-12,8337728353
2006-07-13,7989559477
2006-07-14,7984062073
2006-07-17,7698197101
2006-07-18,7723851650
2006-07-19,7886941282
2006-07-20,7311546402
2006-07-21,6946885316
2006-07-24,7126467157
2006-07-25,7386677580
2006-07-26,7245577562
2006-07-27,6827774911
2006-07-28,7007356752
2006-07-31,7542437341
2006-08-01,7535107470
2006-08-02,7725684118
2006-08-03,7650552939
2006-08-04,7339033418
2006-08-07,7324373676
2006-08-08,7031178833
2006-08-09,7240080159
2006-08-10,7113639883
2006-08-11,6952382719
2006-08-14,6824109975
2006-08-15,6866256734
2006-08-16,7164948980
2006-08-17,7034843769
2006-08-18,7194268465
2006-08-21,7212593142
2006-08-22,7130132093
2006-08-23,7053168446
2006-08-24,7016519091
2006-08-25,7139294431
2006-08-28,7012854155
2006-08-29,6824109975
2006-08-30,6683009957
2006-08-31,6683009957
2006-09-01,6792958023
2006-09-05,6668350215
2006-09-06,6426464469
2006-09-07,6281699515
2006-09-08,6083792996
2006-09-11,5829079976
2006-09-12,5799760492
2006-09-13,6010494285
2006-09-14,5645833199
2006-09-15,5629340989
2006-09-18,5622011118
2006-09-19,5517560455
2006-09-20,5325151339
2006-09-21,5559707214
2006-09-22,5475413696
2006-09-25,5497403310
2006-09-26,5713634506
2006-09-27,5735624120
2006-09-28,5792430620
2006-09-29,5814420234
2006-10-02,5700926712
2006-10-03,5445606898
2006-10-04,5361716102
2006-10-05,5598798787
2006-10-06,5697279287
2006-10-09,5540439972
2006-10-10,5923419694
2006-10-11,5786641222
2006-10-12,6142265249
2006-10-13,6107614703
2006-10-16,6258982878
2006-10-17,6151383814
2006-10-18,6089377573
2006-10-19,6445001600
2006-10-20,6395761350
2006-10-23,6395761350
2006-10-24,6629196609
2006-10-25,6744090526
2006-10-26,6837099887
2006-10-27,6853513303
2006-10-30,6589074924
2006-10-31,6454120165
2006-11-01,6381171647
2006-11-02,6523421257
2006-11-03,6765975081
2006-11-06,6683907998
2006-11-07,6508831554
2006-11-08,6512478980
2006-11-09,6607312054
2006-11-10,6439530461
2006-11-13,6497889276
2006-11-14,6319165406
2006-11-15,6377524221
2006-11-16,6149560101
2006-11-17,6227979758
2006-11-20,6255335452
2006-11-21,6423117045
2006-11-22,6382995360
2006-11-24,6357463378
2006-11-27,6248040600
2006-11-28,6333755110
2006-11-29,6610959480
2006-11-30,6694850276
2006-12-01,6714911118
2006-12-04,6689379137
2006-12-05,6747737952
2006-12-06,6711263692
2006-12-07,6778741072
2006-12-08,6869926720
2006-12-11,6674789433
2006-12-12,6552600665
2006-12-13,6569014081
2006-12-14,6548953239
2006-12-15,6410351054
2006-12-18,6147736388
2006-12-19,6297280850
2006-12-20,6136794110
2006-12-21,6062021879
2006-12-22,6014605342
2006-12-26,5989073360
2006-12-27,6005486777
2006-12-28,5938009397
2006-12-29,5859589740
2007-01-03,5513084278
2007-01-04,5350773824
2007-01-05,5323418130
2007-01-08,5493023435
2007-01-09,5514907991
2007-01-10,5553205963
2007-01-11,5669923592
2007-01-12,5863237166
2007-01-16,5761109240
2007-01-17,5753814388
2007-01-18,5728282407
2007-01-19,6031018758
2007-01-22,5981778508
2007-01-23,6160502378
2007-01-24,6206095202
2007-01-25,6140441536
2007-01-26,6227979758
2007-01-29,6076611582
2007-01-30,6258982878
2007-01-31,6279043721
2007-02-01,6435883035
2007-02-02,6466886156
2007-02-05,6556248091
2007-02-06,6545305813
2007-02-07,6403056202
2007-02-08,6408527341
2007-02-09,6368405656
2007-02-12,6304575702
2007-02-13,6428588184
2007-02-14,6421293332
2007-02-15,6353815952
2007-02-16,6388466498
2007-02-20,6355639665
2007-02-21,6496065563
2007-02-22,6893634988
2007-02-23,6869926720
2007-02-26,6795154488
2007-02-27,6351992239
2007-02-28,6507007841
2007-03-01,6512478980
2007-03-02,6379347934
2007-03-05,6249864313
2007-03-06,6401232489
2007-03-07,6448649026
2007-03-08,6609135767
2007-03-09,6558071804
2007-03-12,6497889276
2007-03-13,6366581943
2007-03-14,6417645906
2007-03-15,6621901757
2007-03-16,6578132646
2007-03-19,6780564785
2007-03-20,6718558544
2007-03-21,6864455581
2007-03-22,7107009405
2007-03-23,7150778516
2007-03-26,7201842479
2007-03-27,7070535145
2007-03-28,7150778516
2007-03-29,7086948562
2007-03-30,7136188812
2007-04-02,7191252043
2007-04-03,7165744688
2007-04-04,7699577181
2007-04-05,7695933273
2007-04-09,7739660167
2007-04-10,7706864996
2007-04-11,7490052482
2007-04-12,7748769936
2007-04-13,7832579816
2007-04-16,8076721638
2007-04-17,7885416479
2007-04-18,7581150177
2007-04-19,7551998915
2007-04-20,7572040408
2007-04-23,7757879706
2007-04-24,7714152812
2007-04-25,7839867631
2007-04-26,7715974766
2007-04-27,7672247872
2007-04-30,7628520979
2007-05-01,7657672241
2007-05-02,7814360277
2007-05-03,7799784645
2007-05-04,7719618674
2007-05-07,7909101879
2007-05-08,7852621309
2007-05-09,8176929103
2007-05-10,7956472681
2007-05-11,8302643922
2007-05-14,8226121858
2007-05-15,8209724273
2007-05-16,8031172791
2007-05-17,8105872901
2007-05-18,8382809893
2007-05-21,8483017358
2007-05-22,8493949081
2007-05-23,8623307808
2007-05-24,8568649191
2007-05-25,8745378720
2007-05-29,8750844581
2007-05-30,8898422847
2007-05-31,8852874000
2007-06-01,8922108248
2007-06-04,9029603528
2007-06-05,8834654461
2007-06-06,8592334592
2007-06-07,8253451166
2007-06-08,8380987940
2007-06-11,8413783110
2007-06-12,8222477950
2007-06-13,8554073560
2007-06-14,8759954351
2007-06-15,8736268950
2007-06-18,8800037337
2007-06-19,8869271585
2007-06-20,8619663900
2007-06-21,8798215383
2007-06-22,8677966425
2007-06-25,8592334592
2007-06-26,8359124493
2007-06-27,8350014723
2007-06-28,8411961156
2007-06-29,8401029432
2007-07-02,8485901481
2007-07-03,8571378843
2007-07-05,8555010838
2007-07-06,8729602896
2007-07-09,8907832288
2007-07-10,8600477519
2007-07-11,8647762868
2007-07-12,8800530919
2007-07-13,9102429686
2007-07-16,8840541599
2007-07-17,8585928181
2007-07-18,8504088154
2007-07-19,8669586876
2007-07-20,8420429460
2007-07-23,8236744065
2007-07-24,7734791899
2007-07-25,7602029188
2007-07-26,7332866432
2007-07-27,7452898472
2007-07-30,7574749179
2007-07-31,7574749179
2007-08-01,7587479850
2007-08-02,7441986468
2007-08-03,6943671636
2007-08-06,7058247674
2007-08-07,7316498427
2007-08-08,7636583866
2007-08-09,7562018508
2007-08-10,7378333114
2007-08-13,7225565063
2007-08-14,7059157008
2007-08-15,6826367597
2007-08-16,6619948862
2007-08-17,7009143658
2007-08-20,7090983685
2007-08-21,7001868989
2007-08-22,7280125081
2007-08-23,7341959768
2007-08-24,7487453150
2007-08-27,7345597103
2007-08-28,7067341011
2007-08-29,7307405090
2007-08-30,7152818372
2007-08-31,7252845072
2007-09-04,7487453150
2007-09-05,7314679759
2007-09-06,7691143884
2007-09-07,7454717139
2007-09-10,7423799796
2007-09-11,7658407873
2007-09-12,7798445253
2007-09-13,7998498653
2007-09-14,8065789342
2007-09-17,8160360040
2007-09-18,8436797465
2007-09-19,8204008054
2007-09-20,8189458716
2007-09-21,8231288064
2007-09-24,8273117411
2007-09-25,8194914718
2007-09-26,8260386740
2007-09-27,8365869442
2007-09-28,8474989478
2007-10-01,8606161048
2007-10-02,8702532596
2007-10-03,8573431089
2007-10-04,8244313162
2007-10-05,8378869662
2007-10-08,8409781291
2007-10-09,8746172542
2007-10-10,9037105517
2007-10-11,9158933700
2007-10-12,9157115369
2007-10-15,9331675153
2007-10-16,9344403471
2007-10-17,9351676795
2007-10-18,9388043417
2007-10-19,8882547374
2007-10-22,9029832192
2007-10-23,9004375557
2007-10-24,9098928774
2007-10-25,9758982960
2007-10-26,10422673807
2007-10-29,10315392273
2007-10-30,9989911008
2007-10-31,10273570658
2007-11-01,9704433027
2007-11-02,10053552596
2007-11-05,10019004305
2007-11-06,10509953700
2007-11-07,10255387347
2007-11-08,10362668881
2007-11-09,10175380779
2007-11-12,9178935342
2007-11-13,9468049985
2007-11-14,9533509904
2007-11-15,9100747105
2007-11-16,9264396903
2007-11-19,9124385409
2007-11-20,9918996095
2007-11-21,9717161344
2007-11-23,9991729339
2007-11-26,10000820995
2007-11-27,10229930712
2007-11-28,10835434965
2007-11-29,10702696795
2007-11-30,10779066701
2007-12-03,10428128801
2007-12-04,10524500348
2007-12-05,11064544682
2007-12-06,11482760833
2007-12-07,11566404063
2007-12-10,11875520348
2007-12-11,11246377791
2007-12-12,11819152085
2007-12-13,11948253592
2007-12-14,12004621856
2007-12-17,11955526916
2007-12-18,12228276580
2007-12-19,12371924736
2007-12-20,12728317630
2007-12-21,12982883982
2007-12-24,13228358679
2007-12-26,13379280160
2007-12-27,12933789043
2007-12-28,13048343901
2007-12-31,13057619887
2008-01-02,13172640867
2008-01-03,12654133590
2008-01-04,11954879057
2008-01-07,11744920125
2008-01-08,11998696574
2008-01-09,11728488556
2008-01-10,11960356247
2008-01-11,11916538730
2008-01-14,12582930126
2008-01-15,12462431956
2008-01-16,11551392760
2008-01-17,10777283304
2008-01-18,10917864503
2008-01-22,10881349906
2008-01-23,11135126355
2008-01-24,12380274112
2008-01-25,13329653634
2008-01-28,13904758537
2008-01-29,13327827905
2008-01-30,12926167338
2008-01-31,13293139037
2008-02-01,13864592480
2008-02-04,13999696489
2008-02-05,13364342502
2008-02-06,13209155464
2008-02-07,13630899060
2008-02-08,14156709256
2008-02-11,14781108865
2008-02-12,14054468385
2008-02-13,14633224747
2008-02-14,14583930041
2008-02-15,13707579713
2008-02-19,14359365270
2008-02-20,14352062350
2008-02-21,13818949234
2008-02-22,13957704703
2008-02-25,14846835140
2008-02-26,14848660870
2008-02-27,14437871653
2008-02-28,14614967449
2008-02-29,13871895400
2008-03-03,13930318755
2008-03-04,13585255813
2008-03-05,14167663635
2008-03-06,14140277688
2008-03-07,13519529539
2008-03-10,12456954766
2008-03-11,12887827011
2008-03-12,12571975747
2008-03-13,12988242152
2008-03-14,12526332500
2008-03-17,11830729428
2008-03-18,12597535965
2008-03-19,11659110822
2008-03-20,11721185637
2008-03-24,11885501323
2008-03-25,12462431956
2008-03-26,12887827011
2008-03-27,12854963873
2008-03-28,12688822457
2008-03-31,12660228861
2008-04-01,12791972824
2008-04-02,12791972824
2008-04-03,13295161571
2008-04-04,13926434725
2008-04-07,13642819250
2008-04-08,14310687950
2008-04-09,14047200025
2008-04-10,14253964855
2008-04-11,13838605417
2008-04-14,14504644340
2008-04-15,14458899908
2008-04-16,15421362747
2008-04-17,15198129921
2008-04-18,15781828867
2008-04-21,16120337660
2008-04-22,15553106710
2008-04-23,14962088655
2008-04-24,14323496391
2008-04-25,14784600260
2008-04-28,15037109522
2008-04-29,14493665676
2008-04-30,14813876696
2008-05-01,14674813625
2008-05-02,15423192524
2008-05-05,16215486078
2008-05-06,16760759701
2008-05-07,16367357590
2008-05-08,16758929924
2008-05-09,16682079279
2008-05-12,16790036137
2008-05-13,17490840828
2008-05-14,16929099209
2008-05-15,17569521250
2008-05-16,18299602377
2008-05-19,17867774943
2008-05-20,18147730864
2008-05-21,17759818085
2008-05-22,17739690535
2008-05-23,17545734146
2008-05-27,17326160874
2008-05-28,17944625588
2008-05-29,17357267088
2008-05-30,17851306948
2008-06-02,18886960877
2008-06-03,18888790654
2008-06-04,18074539774
2008-06-05,19130321253
2008-06-06,18910747982
2008-06-09,19765253962
2008-06-10,18650919611
2008-06-11,18793642237
2008-06-12,18654579165
2008-06-13,19413936728
2008-06-16,19521893586
2008-06-17,20003125006
2008-06-18,21470606368
2008-06-19,20202570727
2008-06-20,20158656073
2008-06-23,20738695464
2008-06-24,20264783154
2008-06-25,19805509062
2008-06-26,19838445052
2008-06-27,20484356425
2008-06-30,20586418403
2008-07-01,20509473527
2008-07-02,17508623359
2008-07-03,17373053815
2008-07-07,17510455379
2008-07-08,17153211312
2008-07-09,16937032850
2008-07-10,17554423880
2008-07-11,18375169225
2008-07-14,18677452667
2008-07-15,17591064297
2008-07-16,16627421325
2008-07-17,15112340074
2008-07-18,15002418822
2008-07-21,16257353111
2008-07-22,14901657675
2008-07-23,14370371625
2008-07-24,14597542212
2008-07-25,15114172095
2008-07-28,15092187844
2008-07-29,14930970009
2008-07-30,16213384611
2008-07-31,13628403177
2008-08-01,12430261535
2008-08-04,11622340335
2008-08-05,11367689436
2008-08-06,12056529279
2008-08-07,12005232695
2008-08-08,11528907271
2008-08-11,11017773452
2008-08-12,11098382369
2008-08-13,11955768132
2008-08-14,11690125107
2008-08-15,11248608080
2008-08-18,11195479475
2008-08-19,11926455798
2008-08-20,12626287767
2008-08-21,13148413712
2008-08-22,12730712956
2008-08-25,12342324533
2008-08-26,12382628992
2008-08-27,12833306124
2008-08-28,12496214286
2008-08-29,12404613243
2008-09-02,11343873165
2008-09-03,10671521509
2008-09-04,10678849592
2008-09-05,10834571366
2008-09-08,9724366724
2008-09-09,8810188315
2008-09-10,9597957285
2008-09-11,9990009749
2008-09-12,10746634364
2008-09-15,9458723700
2008-09-16,9651085890
2008-09-17,9528340492
2008-09-18,10316109462
2008-09-19,11178991287
2008-09-22,11387841665
2008-09-23,10250156711
2008-09-24,9731694808
2008-09-25,9389106907
2008-09-26,9020870714
2008-09-29,6842597912
2008-09-30,8286654621
2008-10-01,7539067998
2008-10-02,6733696901
2008-10-03,6632574073
2008-10-06,6567566541
2008-10-07,5996944867
2008-10-08,6672300899
2008-10-09,5977081454
2008-10-10,5729691678
2008-10-13,6780646786
2008-10-14,6446580300
2008-10-15,5269221657
2008-10-16,5677324499
2008-10-17,6179327111
2008-10-20,7112907507
2008-10-21,6466443712
2008-10-22,5025443410
2008-10-23,4750967162
2008-10-24,4622757862
2008-10-27,3952819125
2008-10-28,4368145027
2008-10-29,5155458475
2008-10-30,5758583915
2008-10-31,5668295675
2008-11-03,5924714275
2008-11-04,6415882298
2008-11-05,5691770618
2008-11-06,4536081152
2008-11-07,5009191527
2008-11-10,5200602595
2008-11-11,4776247869
2008-11-12,4180345488
2008-11-13,4991133879
2008-11-14,4608311744
2008-11-17,4471073620
2008-11-18,4310360553
2008-11-19,3916703829
2008-11-20,3400255099
2008-11-21,3755990763
2008-11-24,4492742797
2008-11-25,4985716585
2008-11-26,5437157782
2008-11-28,5231300596
2008-12-01,4337447025
2008-12-02,4911680228
2008-12-03,4709434572
2008-12-04,4023243952
2008-12-05,4368145027
2008-12-08,4936960935
2008-12-09,5021831880
2008-12-10,5718857089
2008-12-11,5525640257
2008-12-12,5406459781
2008-12-15,5307142717
2008-12-16,5646626498
2008-12-17,5845260625
2008-12-18,5242135185
2008-12-19,5305336953
2008-12-22,4660678922
2008-12-23,4763607516
2008-12-24,4761801751
2008-12-26,4962241642
2008-12-29,5029054940
2008-12-30,5088645178
2008-12-31,5160875769
2009-01-02,5805533799
2009-01-05,6296701822
2009-01-06,6607293366
2009-01-07,5664684146
2009-01-08,5944577688
2009-01-09,5726080149
2009-01-12,5231300596
2009-01-13,5453409665
2009-01-14,4882787992
2009-01-15,4763607516
2009-01-16,4781665163
2009-01-20,4438569853
2009-01-21,4815974694
2009-01-22,4649844334
2009-01-23,4662484687
2009-01-26,4689571159
2009-01-27,4998356938
2009-01-28,5225883302
2009-01-29,5169904593
2009-01-30,4922514817
2009-02-02,4852089990
2009-02-03,5157264240
2009-02-04,5258387068
2009-02-05,5529251786
2009-02-06,5978887219
2009-02-09,5991527573
2009-02-10,5534669081
2009-02-11,5502165315
2009-02-12,5637597674
2009-02-13,5693576382
2009-02-17,5038083764
2009-02-18,4983910820
2009-02-19,5021831880
2009-02-20,4917097523
2009-02-23,4431346794
2009-02-24,4920709052
2009-02-25,4904457169
2009-02-26,4991133879
2009-02-27,4920709052
2009-03-02,4077416895
2009-03-03,4256187610
2009-03-04,4752772927
2009-03-05,4610117508
2009-03-06,4492742797
2009-03-09,4492742797
2009-03-10,4935155171
2009-03-11,4911680228
2009-03-12,4915291758
2009-03-13,4704017277
2009-03-16,4962241642
2009-03-17,5083227883
2009-03-18,5135595062
2009-03-19,5498553785
2009-03-20,5191573771
2009-03-23,5606899672
2009-03-24,5437157782
2009-03-25,5224077537
2009-03-26,5350481072
2009-03-27,5101285531
2009-03-30,4639009745
2009-03-31,4559467129
2009-04-01,4754563187
2009-04-02,5058045944
2009-04-03,5106819958
2009-04-06,4955078580
2009-04-07,4651595823
2009-04-08,4703982727
2009-04-09,4886433670
2009-04-13,4937014130
2009-04-14,5032755714
2009-04-15,4899078785
2009-04-16,4852111216
2009-04-17,4787079197
2009-04-20,4438435315
2009-04-21,4613660478
2009-04-22,4678692498
2009-04-23,5271206451
2009-04-24,5502431409
2009-04-27,5347077140
2009-04-28,5309141796
2009-04-29,5796881940
2009-04-30,5650559897
2009-05-01,6073268022
2009-05-04,6810297574
2009-05-05,6647717526
2009-05-06,7016232302
2009-05-07,6741652665
