,ALB
2023-04-06,22842193760
2023-04-10,23445280240
2023-04-11,23667037720
2023-04-12,23665864400
2023-04-13,23819569320
2023-04-14,23935728000
2023-04-17,24158658800
2023-04-18,24084739640
2023-04-19,23909914960
2023-04-20,22650942600
2023-04-21,20386435000
2023-04-24,21584394720
2023-04-25,20727871120
2023-04-26,21260558400
2023-04-27,21823752000
2023-04-28,21760392720
2023-05-01,20799443640
2023-05-02,20345368800
2023-05-03,20287876120
2023-05-04,20609365800
2023-05-05,21084560400
2023-05-08,21809672160
2023-05-09,22899686440
2023-05-10,22822247320
2023-05-11,23292748640
2023-05-12,22972432280
2023-05-15,23906395000
2023-05-16,24131672440
2023-05-17,24403882680
2023-05-18,24656146480
2023-05-19,23953327800
2023-05-22,24229058000
2023-05-23,25351925240
2023-05-24,24901370360
2023-05-25,24049540040
2023-05-26,23934554680
2023-05-30,23684637520
2023-05-31,22707261960
2023-06-01,22943099280
2023-06-02,24447295520
2023-06-05,24190338440
2023-06-06,25004622520
2023-06-07,25674588240
2023-06-08,25768453840
2023-06-09,25871706000
2023-06-12,25642908600
2023-06-13,26851428200
2023-06-14,26610897600
2023-06-15,27093132120
2023-06-16,26771642440
2023-06-20,27246837040
2023-06-21,27030946160
2023-06-22,26517032000
2023-06-23,25834159760
2023-06-26,26425513040
2023-06-27,26642577240
2023-06-28,25461044000
2023-06-29,25693361360
2023-06-30,26179388410
2023-07-03,26903431740
2023-07-05,26875267980
2023-07-06,26705111930
2023-07-07,27872734480
2023-07-10,28147331140
2023-07-11,28056972410
2023-07-12,28567440560
2023-07-13,28359732830
2023-07-14,27608699230
2023-07-17,27889163340
2023-07-18,27815233470
2023-07-19,27285989480
2023-07-20,26181735390
2023-07-21,25346210510
2023-07-24,24737169200
2023-07-25,24937835990
2023-07-26,24645636980
2023-07-27,24168026550
2023-07-28,24414459450
2023-07-31,24910845720
2023-08-01,24407418510
2023-08-02,23808938610
2023-08-03,23393523150
2023-08-04,23480361410
2023-08-07,23088415750
2023-08-08,22959331850
2023-08-09,22791522780
2023-08-10,22492282830
2023-08-11,22001764010
2023-08-14,21772933460
2023-08-15,21596909960
2023-08-16,21302363970
2023-08-17,21437315320
2023-08-18,21520633110
2023-08-21,22069826430
2023-08-22,22080387840
2023-08-23,22505191220
2023-08-24,22383148260
2023-08-25,22265799260
2023-08-28,22254064360
2023-08-29,23205764750
2023-08-30,23304337910
2023-08-31,23318419790
2023-09-01,23500310740
2023-09-05,23563679200
2023-09-06,22276360670
2023-09-07,22011151930
2023-09-08,21642676070
2023-09-11,21864465680
2023-09-12,21633288150
2023-09-13,21660278420
2023-09-14,21706044530
2023-09-15,21573440160
2023-09-18,21312925380
2023-09-19,21121646510
2023-09-20,20470359560
2023-09-21,19824940060
2023-09-22,19739275290
2023-09-25,19584374610
2023-09-26,19204163850
2023-09-27,19084467870
2023-09-28,20230967600
2023-09-29,19954023960
2023-10-02,19059463140
2023-10-03,18397586580
2023-10-04,18588873600
2023-10-05,18193390620
2023-10-06,18757863360
2023-10-09,18277885500
2023-10-10,19020736320
2023-10-11,19339939200
2023-10-12,20044063200
2023-10-13,19173296520
2023-10-16,19683786420
2023-10-17,19889155920
2023-10-18,17942253060
2023-10-19,16964694240
2023-10-20,16274652720
2023-10-23,15993003120
2023-10-24,16340370960
2023-10-25,15880343280
2023-10-26,15867434340
2023-10-27,15777071760
2023-10-30,14952073140
2023-10-31,14878140120
2023-11-01,14429847840
2023-11-02,14624655480
2023-11-03,15018964920
2023-11-06,14019108840
2023-11-07,14330096940
2023-11-08,13966299540
2023-11-09,13448768400
2023-11-10,13728070920
2023-11-13,13400653260
2023-11-14,14706803280
2023-11-15,14988452880
2023-11-16,14387600400
2023-11-17,14949726060
2023-11-20,15298267440
2023-11-21,14801860020
2023-11-22,14855842860
2023-11-24,15123409980
2023-11-27,14174016120
2023-11-28,14541334140
2023-11-29,14479136520
2023-11-30,14231519580
2023-12-01,14805380640
2023-12-04,14080132920
2023-12-05,13291514040
2023-12-06,13882978200
2023-12-07,14710323900
2023-12-08,15020138460
2023-12-11,14849975160
2023-12-12,15014270760
2023-12-13,16436601240
2023-12-14,17120775059
2023-12-15,17258079240
2023-12-18,17123122140
2023-12-19,17477531220
2023-12-20,16726465620
2023-12-21,17069139299
2023-12-22,17613661860
2023-12-26,17883576060
2023-12-27,17523299280
2023-12-28,17536208220
2023-12-29,16955305919
2024-01-02,17252377390
2024-01-03,16464281180
2024-01-04,15965114430
2024-01-05,15953369330
2024-01-08,16041457580
2024-01-09,15699675169
2024-01-10,15613935940
2024-01-11,15110071150
2024-01-12,14804698550
2024-01-16,14792953450
2024-01-17,14176335700
2024-01-18,13858043490
2024-01-19,13522133630
2024-01-22,14182208250
2024-01-23,14398318090
2024-01-24,14292612190
2024-01-25,13912070950
2024-01-26,14075327840
2024-01-29,14469963200
2024-01-30,14130529810
2024-01-31,13476327740
2024-02-01,13715927780
2024-02-02,13418776750
2024-02-05,12770447230
2024-02-06,13274312020
2024-02-07,13512737550
2024-02-08,13428172830
2024-02-09,13598476780
2024-02-12,14104690590
2024-02-13,13178002200
2024-02-14,13435219890
2024-02-15,13800492500
2024-02-16,14398318090
2024-02-20,13485723820
2024-02-21,13923816050
2024-02-22,13880359180
2024-02-23,14170463150
2024-02-26,14272645520
2024-02-27,15103024090
2024-02-28,15510579060
2024-02-29,16190620350
2024-03-01,16772002800
2024-03-04,15644473199
2024-03-05,12849139400
2024-03-06,14045965090
2024-03-07,14406539660
2024-03-08,13897976830
2024-03-11,14652012250
2024-03-12,14555702430
2024-03-13,14774161290
2024-03-14,14081200390
2024-03-15,14345465140
2024-03-18,14632045580
2024-03-19,14157543540
2024-03-20,14616776950
2024-03-21,14664931860
2024-03-22,14195127860
2024-03-25,13900325850
2024-03-26,13977843510
2024-03-27,15127688800
2024-03-28,15472994740
2024-04-01,15172320180
2024-04-02,14855202480
2024-04-03,15135910370
2024-04-04,14225665120
2024-04-05,14499325950
2024-04-08,15467122190
2024-04-09,15169971160
2024-04-10,14992620150
2024-04-11,15305039810
2024-04-12,14397143580
2024-04-15,14152845500
2024-04-16,13402333610
2024-04-17,13435219890
2024-04-18,13131021800
2024-04-19,13172129650
2024-04-22,13188572790
2024-04-23,13414078710
2024-04-24,13538576770
2024-04-25,13504515980
2024-04-26,13727672880
2024-04-29,14767114230
2024-04-30,14130529810
2024-05-01,13976669000
2024-05-02,14716610300
2024-05-03,15045473100
2024-05-06,15360241780
2024-05-07,15450679050
2024-05-08,15322657460
2024-05-09,15685581050
2024-05-10,15223998620
2024-05-13,15445981009
2024-05-14,15909912460
2024-05-15,14983224070
2024-05-16,15173494690
2024-05-17,15400175120
2024-05-20,15286247650
2024-05-21,14873994640
2024-05-22,14855202480
2024-05-23,14440600450
2024-05-24,14985573090
2024-05-28,15005539760
2024-05-29,14498151440
2024-05-30,14538084780
2024-05-31,14398318090
2024-06-03,14198651390
2024-06-04,13895627810
2024-06-05,13935561150
2024-06-06,13880359180
2024-06-07,13499817940
2024-06-10,13396461060
2024-06-11,13385890470
2024-06-12,13230855150
2024-06-13,12711721730
2024-06-14,12157353010
2024-06-17,11819094130
2024-06-18,11691072540
2024-06-20,11015729290
2024-06-21,11117911660
2024-06-24,11322276400
2024-06-25,10895929270
2024-06-26,11777986280
2024-06-27,11307007770
2024-06-28,11218919520
2024-07-01,11440901910
2024-07-02,11399794060
2024-07-03,11755670590
2024-07-05,11551305850
2024-07-08,11645266650
2024-07-09,10625791970
2024-07-10,11381001900
2024-07-11,11504325450
2024-07-12,11494929370
2024-07-15,11215395990
2024-07-16,11476137210
2024-07-17,11167241080
2024-07-18,11018078310
2024-07-19,10816062590
2024-07-22,10989890070
2024-07-23,10744417480
2024-07-24,10673946880
2024-07-25,10688041000
2024-07-26,10899452800
2024-07-29,10773791760
2024-07-30,10872515280
2024-07-31,11008847760
2024-08-01,10950083760
2024-08-02,10223760720
2024-08-05,9815938560
2024-08-06,9347001840
2024-08-07,9291763680
2024-08-08,9617316240
2024-08-09,9596161200
