,ALB
2004-09-27,1377782000
2004-09-28,1413343000
2004-09-29,1419132000
2004-09-30,1610560183
2004-10-01,1621572560
2004-10-04,1622490258
2004-10-05,1605971692
2004-10-06,1651856598
2004-10-07,1588535428
2004-10-08,1567428371
2004-10-11,1586700032
2004-10-12,1578440749
2004-10-13,1522461164
2004-10-14,1537144334
2004-10-15,1543568221
2004-10-18,1548156711
2004-10-19,1560086787
2004-10-20,1562839881
2004-10-21,1583029239
2004-10-22,1570181466
2004-10-25,1594959315
2004-10-26,1610560183
2004-10-27,1637173428
2004-10-28,1641761918
2004-10-29,1645432711
2004-11-01,1661951277
2004-11-02,1648185805
2004-11-03,1702329994
2004-11-04,1750050295
2004-11-05,1729860937
2004-11-08,1689482220
2004-11-09,1725272446
2004-11-10,1748214899
2004-11-11,1783087427
2004-11-12,1798688295
2004-11-15,1794099805
2004-11-16,1756474182
2004-11-17,1782169729
2004-11-18,1764733465
2004-11-19,1756474182
2004-11-22,1794099805
2004-11-23,1774828144
2004-11-24,1810618371
2004-11-26,1799605993
2004-11-29,1806029880
2004-11-30,1828054635
2004-12-01,1850079389
2004-12-02,1825301540
2004-12-03,1818877654
2004-12-06,1813371465
2004-12-07,1787675918
2004-12-08,1796852899
2004-12-09,1797770597
2004-12-10,1796852899
2004-12-13,1803276786
2004-12-14,1827136937
2004-12-15,1839067012
2004-12-16,1837231616
2004-12-17,1827136937
2004-12-20,1816124559
2004-12-21,1795935201
2004-12-22,1837231616
2004-12-23,1826219238
2004-12-27,1803276786
2004-12-28,1821630748
2004-12-29,1812453767
2004-12-30,1791346710
2004-12-31,1763231360
2005-01-03,1732265520
2005-01-04,1662137000
2005-01-05,1622063560
2005-01-06,1653940160
2005-01-07,1659404720
2005-01-10,1647564840
2005-01-11,1630260399
2005-01-12,1628438880
2005-01-13,1607491399
2005-01-14,1551935040
2005-01-18,1567417960
2005-01-19,1551935040
2005-01-20,1548292000
2005-01-21,1554667320
2005-01-24,1548292000
2005-01-25,1554667320
2005-01-26,1557399600
2005-01-27,1558310360
2005-01-28,1556488840
2005-01-31,1599294560
2005-02-01,1612045200
2005-02-02,1619331280
2005-02-03,1601116079
2005-02-04,1622974320
2005-02-07,1641189520
2005-02-08,1663047760
2005-02-09,1645743320
2005-02-10,1645743320
2005-02-11,1639368000
2005-02-14,1639368000
2005-02-15,1622974320
2005-02-16,1634814200
2005-02-17,1599294560
2005-02-18,1595651520
2005-02-22,1559221120
2005-02-23,1586543920
2005-02-24,1693102840
2005-02-25,1745016160
2005-02-28,1730444000
2005-03-01,1748659200
2005-03-02,1738640840
2005-03-03,1740462360
2005-03-04,1771428200
2005-03-07,1755945280
2005-03-08,1759588320
2005-03-09,1723157920
2005-03-10,1717693360
2005-03-11,1691281320
2005-03-14,1715871840
2005-03-15,1698567399
2005-03-16,1674887640
2005-03-17,1709496520
2005-03-18,1725890200
2005-03-21,1697656640
2005-03-22,1651207880
2005-03-23,1653940160
2005-03-24,1665780040
2005-03-28,1652118640
2005-03-29,1610223680
2005-03-30,1657583200
2005-03-31,1693685160
2005-04-01,1675984379
2005-04-04,1684368959
2005-04-05,1696480020
2005-04-06,1686232200
2005-04-07,1689958680
2005-04-08,1657351980
2005-04-11,1647104160
2005-04-12,1653625500
2005-04-13,1606112879
2005-04-14,1598659920
2005-04-15,1512019260
2005-04-18,1528788420
2005-04-19,1552078920
2005-04-20,1512950879
2005-04-21,1557668640
2005-04-22,1521335459
2005-04-25,1572574560
2005-04-26,1664804940
2005-04-27,1662941700
2005-04-28,1658283600
2005-04-29,1705796220
2005-05-02,1718838900
2005-05-03,1724428620
2005-05-04,1765419900
2005-05-05,1737471299
2005-05-06,1745855879
2005-05-09,1752377220
2005-05-10,1709522700
2005-05-11,1738402920
2005-05-12,1718838900
2005-05-13,1689027060
2005-05-16,1732813200
2005-05-17,1746787500
2005-05-18,1802684700
2005-05-19,1770078000
2005-05-20,1766351520
2005-05-23,1793368500
2005-05-24,1792436879
2005-05-25,1776599340
2005-05-26,1794300120
2005-05-27,1795231740
2005-05-31,1771941240
2005-06-01,1798958220
2005-06-02,1759830180
2005-06-03,1733744820
2005-06-06,1728155100
2005-06-07,1724428620
2005-06-08,1695548400
2005-06-09,1685300580
2005-06-10,1670394660
2005-06-13,1670394660
2005-06-14,1676916000
2005-06-15,1676916000
2005-06-16,1678779240
2005-06-17,1681574100
2005-06-20,1668531420
2005-06-21,1653625500
2005-06-22,1658283600
2005-06-23,1616360700
2005-06-24,1630335000
2005-06-27,1643377680
2005-06-28,1697411640
2005-06-29,1704864600
2005-06-30,1712735999
2005-07-01,1722126000
2005-07-05,1680809999
2005-07-06,1655457000
2005-07-07,1675176000
2005-07-08,1723065000
2005-07-11,1746540000
2005-07-12,1752174000
2005-07-13,1751234999
2005-07-14,1724004000
2005-07-15,1728699000
2005-07-18,1744661999
2005-07-19,1801002000
2005-07-20,1737150000
2005-07-21,1737150000
2005-07-22,1749357000
2005-07-25,1765320000
2005-07-26,1774709999
2005-07-27,1789733999
2005-07-28,1801002000
2005-07-29,1788795000
2005-08-01,1767198000
2005-08-02,1783160999
2005-08-03,1782222000
2005-08-04,1761564000
2005-08-05,1750296000
2005-08-08,1754052000
2005-08-09,1755930000
2005-08-10,1749357000
2005-08-11,1754052000
2005-08-12,1752174000
2005-08-15,1733394000
2005-08-16,1711797000
2005-08-17,1699590000
2005-08-18,1693956000
2005-08-19,1688322000
2005-08-22,1709919000
2005-08-23,1657334999
2005-08-24,1636677000
2005-08-25,1666725000
2005-08-26,1664847000
2005-08-29,1686444000
2005-08-30,1683627000
2005-08-31,1705224000
2005-09-01,1685505000
2005-09-02,1679871000
2005-09-06,1694895000
2005-09-07,1690200000
2005-09-08,1691139000
2005-09-09,1696773000
2005-09-12,1679871000
2005-09-13,1677054000
2005-09-14,1688322000
2005-09-15,1690200000
2005-09-16,1692078000
2005-09-19,1692078000
2005-09-20,1626348000
2005-09-21,1688322000
2005-09-22,1690200000
2005-09-23,1727759999
2005-09-26,1715553000
2005-09-27,1717431000
2005-09-28,1700529000
2005-09-29,1717431000
2005-09-30,1774802900
2005-10-03,1784218300
2005-10-04,1769153660
2005-10-05,1715485880
2005-10-06,1723018200
2005-10-07,1718310500
2005-10-10,1731492060
2005-10-11,1754089020
2005-10-12,1695713540
2005-10-13,1701362780
2005-10-14,1711719720
2005-10-17,1720193580
2005-10-18,1671233500
2005-10-19,1667467340
2005-10-20,1671233500
2005-10-21,1673116580
2005-10-24,1687239680
2005-10-25,1637338060
2005-10-26,1629805739
2005-10-27,1578021040
2005-10-28,1610033400
2005-10-31,1652402700
2005-11-01,1660876560
2005-11-02,1676882739
2005-11-03,1691947380
2005-11-04,1686298140
2005-11-07,1690064300
2005-11-08,1710778180
2005-11-09,1713602800
2005-11-10,1730550520
2005-11-11,1750322860
2005-11-14,1748439780
2005-11-15,1735258220
2005-11-16,1738082840
2005-11-17,1751264400
2005-11-18,1758796720
2005-11-21,1759738260
2005-11-22,1760679800
2005-11-23,1754089020
2005-11-25,1764445959
2005-11-28,1746556700
2005-11-29,1750322860
2005-11-30,1732433599
2005-12-01,1758796720
2005-12-02,1780452140
2005-12-05,1770095200
2005-12-06,1788926000
2005-12-07,1792692160
2005-12-08,1771978280
2005-12-09,1765387500
2005-12-12,1762562880
2005-12-13,1802107560
2005-12-14,1798341400
2005-12-15,1788926000
2005-12-16,1787042920
2005-12-19,1756913640
2005-12-20,1755972099
2005-12-21,1755972099
2005-12-22,1794575239
2005-12-23,1829412220
2005-12-27,1817172200
2005-12-28,1831295300
2005-12-29,1830353760
2005-12-30,1805873720
2006-01-03,1929215459
2006-01-04,1889670780
2006-01-05,1889670780
2006-01-06,1876489220
2006-01-09,1878372300
2006-01-10,1874606140
2006-01-11,1867073819
2006-01-12,1865190739
2006-01-13,1866132280
2006-01-17,1874606140
2006-01-18,1861424580
2006-01-19,1881196920
2006-01-20,1828470680
2006-01-23,1859541500
2006-01-24,1894378480
2006-01-25,1861424580
2006-01-26,1997947880
2006-01-27,2077978780
2006-01-30,2042200260
2006-01-31,2061031060
2006-02-01,2071388000
2006-02-02,2125055780
2006-02-03,2037492560
2006-02-06,2074212620
2006-02-07,2040317180
2006-02-08,2039375640
2006-02-09,2013012520
2006-02-10,2036551020
2006-02-13,2013012520
2006-02-14,2030901780
2006-02-15,2023369459
2006-02-16,2027135620
2006-02-17,2024311000
2006-02-21,2032784860
2006-02-22,1995123260
2006-02-23,1989474020
2006-02-24,1980058620
2006-02-27,1998889420
2006-02-28,1998889420
2006-03-01,2061031060
2006-03-02,2069504920
2006-03-03,2062914140
2006-03-06,2047849500
2006-03-07,2016778680
2006-03-08,1998889420
2006-03-09,1986649400
2006-03-10,1979117080
2006-03-13,1975350920
2006-03-14,2012070980
2006-03-15,2076095700
2006-03-16,2053498739
2006-03-17,2042200260
2006-03-20,2009246360
2006-03-21,2006421739
2006-03-22,2016778680
2006-03-23,2016778680
2006-03-24,2019603300
2006-03-27,2017720220
2006-03-28,2010187900
2006-03-29,2037492560
2006-03-30,2087394180
2006-03-31,2147546520
2006-04-03,2167431210
2006-04-04,2182581450
2006-04-05,2177847000
2006-04-06,2141865180
2006-04-07,2149440300
2006-04-10,2131449390
2006-04-11,2125768050
2006-04-12,2135236950
2006-04-13,2141865180
2006-04-17,2149440300
2006-04-18,2173112550
2006-04-19,2173112550
2006-04-20,2215722600
2006-04-21,2200572360
2006-04-24,2211935040
2006-04-25,2231819730
2006-04-26,2316092940
2006-04-27,2262120210
2006-04-28,2264013990
2006-05-01,2253598200
2006-05-02,2281058010
2006-05-03,2304730260
2006-05-04,2299048920
2006-05-05,2339765190
2006-05-08,2326508730
2006-05-09,2326508730
2006-05-10,2321774280
2006-05-11,2302836480
2006-05-12,2272536000
2006-05-15,2252651310
2006-05-16,2238447960
2006-05-17,2177847000
2006-05-18,2137130730
2006-05-19,2091680010
2006-05-22,2063273310
2006-05-23,2083158000
2006-05-24,2106830250
2006-05-25,2158909200
2006-05-26,2197731690
2006-05-30,2201519250
2006-05-31,2272536000
2006-06-01,2301889590
2006-06-02,2308517820
2006-06-05,2260226430
2006-06-06,2246969970
2006-06-07,2201519250
2006-06-08,2184475230
2006-06-09,2163643650
2006-06-12,2112511589
2006-06-13,2109670920
2006-06-14,2126714940
2006-06-15,2224244610
2006-06-16,2211935040
2006-06-19,2158909200
2006-06-20,2159856090
2006-06-21,2193944130
2006-06-22,2174059440
2006-06-23,2206253700
2006-06-26,2221403940
2006-06-27,2186369010
2006-06-28,2177847000
2006-06-29,2252651310
2006-06-30,2268434700
2006-07-03,2276015100
2006-07-05,2224847400
2006-07-06,2234322900
2006-07-07,2218214550
2006-07-10,2229585150
2006-07-11,2197368450
2006-07-12,2193578250
2006-07-13,2138620350
2006-07-14,2130092400
2006-07-17,2097875700
2006-07-18,2158518900
2006-07-19,2211581700
2006-07-20,2161361550
2006-07-21,2136725250
2006-07-24,2162309100
2006-07-25,2379298050
2006-07-26,2411514750
2006-07-27,2345186250
2006-07-28,2366032350
2006-07-31,2388773550
2006-08-01,2384035800
2006-08-02,2428570650
2006-08-03,2456997150
2006-08-04,2496794250
2006-08-07,2498689350
2006-08-08,2480685900
2006-08-09,2466472650
2006-08-10,2468367750
2006-08-11,2449416750
2006-08-14,2436151050
2006-08-15,2466472650
2006-08-16,2529958500
2006-08-17,2527115850
2006-08-18,2525220750
2006-08-21,2544171750
2006-08-22,2514797700
2006-08-23,2492056500
2006-08-24,2476895700
2006-08-25,2500584450
2006-08-28,2565965400
2006-08-29,2588706600
2006-08-30,2610500250
2006-08-31,2601024750
2006-09-01,2610500250
2006-09-05,2634189000
2006-09-06,2603867400
2006-09-07,2563122750
2006-09-08,2582073750
2006-09-11,2511007500
2006-09-12,2539434000
2006-09-13,2521430550
2006-09-14,2559332550
2006-09-15,2563122750
2006-09-18,2587759050
2006-09-19,2612395350
2006-09-20,2656930200
2006-09-21,2622818400
2006-09-22,2619975750
2006-09-25,2625661050
2006-09-26,2610500250
2006-09-27,2618080650
2006-09-28,2590601700
2006-09-29,2574493350
2006-10-02,2598503760
2006-10-03,2572776000
2006-10-04,2591833600
2006-10-05,2631854560
2006-10-06,2657582320
2006-10-09,2669016880
2006-10-10,2658535200
2006-10-11,2639477600
2006-10-12,2689980240
2006-10-13,2682357200
2006-10-16,2701414800
2006-10-17,2647100640
2006-10-18,2664252480
2006-10-19,2919624320
2006-10-20,2942493440
2006-10-23,2957739520
2006-10-24,2950116480
2006-10-25,2934870400
2006-10-26,2968221200
2006-10-27,3004430640
2006-10-30,3096860000
2006-10-31,3098765760
2006-11-01,3034922800
2006-11-02,3045404480
2006-11-03,3053980399
2006-11-06,3108294559
2006-11-07,3096860000
2006-11-08,3088284079
2006-11-09,3120682000
2006-11-10,3147362640
2006-11-13,3215970000
2006-11-14,3207394079
2006-11-15,3239792000
2006-11-16,3198818160
2006-11-17,3255990960
2006-11-20,3312210880
2006-11-21,3317928160
2006-11-22,3323645440
2006-11-24,3327456960
2006-11-27,3267425520
2006-11-28,3254085200
2006-11-29,3307446480
2006-11-30,3322692559
2006-12-01,3381771120
2006-12-04,3396064320
2006-12-05,3425603600
2006-12-06,3418933440
2006-12-07,3432273760
2006-12-08,3483729280
2006-12-11,3492305200
2006-12-12,3459907280
2006-12-13,3475153360
2006-12-14,3492305200
2006-12-15,3445614079
2006-12-18,3409404640
2006-12-19,3429415120
2006-12-20,3435132399
2006-12-21,3410357520
2006-12-22,3397017200
2006-12-26,3462765920
2006-12-27,3491352320
2006-12-28,3446566960
2006-12-29,3420839200
2007-01-03,3429415120
2007-01-04,3413216160
2007-01-05,3354137600
2007-01-08,3336985760
2007-01-09,3356996239
2007-01-10,3373195200
2007-01-11,3443708320
2007-01-12,3490399440
2007-01-16,3489446559
2007-01-17,3495163840
2007-01-18,3469436079
2007-01-19,3463718800
2007-01-22,3441802559
2007-01-23,3441802559
2007-01-24,3668588000
2007-01-25,3691457120
2007-01-26,3690504239
2007-01-29,3724807920
2007-01-30,3741006880
2007-01-31,3715279120
2007-02-01,3776263440
2007-02-02,3761970239
2007-02-05,3801038320
2007-02-06,3862975520
2007-02-07,3925865600
2007-02-08,3978274000
2007-02-09,3896326320
2007-02-12,3913478160
2007-02-13,3971603840
2007-02-14,3978274000
2007-02-15,3953499120
2007-02-16,3972556720
2007-02-20,4009719040
2007-02-21,4102148399
2007-02-22,4059268800
2007-02-23,4069750480
2007-02-26,4069750480
2007-02-27,3894420559
2007-02-28,3904902239
2007-03-01,3904902239
2007-03-02,3898232079
2007-03-05,3789603760
2007-03-06,3866787040
2007-03-07,3874410079
2007-03-08,3910619520
2007-03-09,3928724239
2007-03-12,4061174559
2007-03-13,3912525280
2007-03-14,3904902239
2007-03-15,3976368239
2007-03-16,3936347280
2007-03-19,3983991280
2007-03-20,3947781840
2007-03-21,3945876079
2007-03-22,3903949360
2007-03-23,3879174480
2007-03-26,3900137840
2007-03-27,3978274000
2007-03-28,3943017440
2007-03-29,3976368239
2007-03-30,3939205920
2007-04-02,4003329440
2007-04-03,4045249120
2007-04-04,4065256240
2007-04-05,4078594320
2007-04-09,4102412320
2007-04-10,4091932400
2007-04-11,4066208960
2007-04-12,4117655840
2007-04-13,4100506880
2007-04-16,4151001040
2007-04-17,4188157120
2007-04-18,4140521120
2007-04-19,4111939519
2007-04-20,4163386400
2007-04-23,4199589760
2007-04-24,3850894240
2007-04-25,4077641599
2007-04-26,4032863760
2007-04-27,4038580080
2007-04-30,4044296400
2007-05-01,4048107280
2007-05-02,4015714800
2007-05-03,4056681760
2007-05-04,4032863760
2007-05-07,4001424000
2007-05-08,4001424000
2007-05-09,4057634480
2007-05-10,3929970000
2007-05-11,3969984240
2007-05-14,3949977120
2007-05-15,3942355360
2007-05-16,3981416880
2007-05-17,4003329440
2007-05-18,4066208960
2007-05-21,4067161680
2007-05-22,4078594320
2007-05-23,4023336559
2007-05-24,3858516000
2007-05-25,3884239440
2007-05-29,3917584639
2007-05-30,3982369599
2007-05-31,3871854080
2007-06-01,3947118960
2007-06-04,3973795120
2007-06-05,3972842400
2007-06-06,3919490080
2007-06-07,3836603440
2007-06-08,3829934400
2007-06-11,3827076240
2007-06-12,3748953200
2007-06-13,3788014720
2007-06-14,3782298400
2007-06-15,3798494639
2007-06-18,3675593760
2007-06-19,3565078240
2007-06-20,3547929280
2007-06-21,3590801680
2007-06-22,3652728480
2007-06-25,3593659840
2007-06-26,3601281599
2007-06-27,3650823040
2007-06-28,3668924720
2007-06-29,3670830160
2007-07-02,3699315800
2007-07-03,3736461349
2007-07-05,3845040649
2007-07-06,3841230850
2007-07-09,3885995999
2007-07-10,3868851899
2007-07-11,3891710700
2007-07-12,3974573849
2007-07-13,4053627200
2007-07-16,3971716500
2007-07-17,4021243900
2007-07-18,4034578200
2007-07-19,4003147350
2007-07-20,4010766950
2007-07-23,3943143000
2007-07-24,3873614150
2007-07-25,3964096899
2007-07-26,3885995999
2007-07-27,3798370600
2007-07-30,3805990200
2007-07-31,3831706349
2007-08-01,3842183300
2007-08-02,3791703450
2007-08-03,3625977150
2007-08-06,3652645750
2007-08-07,3603118350
2007-08-08,3538351750
2007-08-09,3344051950
2007-08-10,3591688950
2007-08-13,3645026150
2007-08-14,3515492949
2007-08-15,3419295500
2007-08-16,3347861750
2007-08-17,3412628350
2007-08-20,3532637050
2007-08-21,3527874800
2007-08-22,3617405099
2007-08-23,3619310000
2007-08-24,3693601100
2007-08-27,3679314350
2007-08-28,3638359000
2007-08-29,3798370600
2007-08-30,3790750999
2007-08-31,3854565150
2007-09-04,3859327400
2007-09-05,3867899450
2007-09-06,3958382200
2007-09-07,3857422500
2007-09-10,3623119800
2007-09-11,3763129950
2007-09-12,3677409450
2007-09-13,3613595300
2007-09-14,3720269700
2007-09-17,3744080950
2007-09-18,3928856250
2007-09-19,3995527750
2007-09-20,4057437000
2007-09-21,4064104150
2007-09-24,3983145900
2007-09-25,3974573849
2007-09-26,4286025000
2007-09-27,4303169100
2007-09-28,4209829000
2007-10-01,4070743920
2007-10-02,4096601640
2007-10-03,4071667410
2007-10-04,4063356000
2007-10-05,4125229830
2007-10-08,4048580160
2007-10-09,4108607010
2007-10-10,4342249980
2007-10-11,4402276830
2007-10-12,4393041930
2007-10-15,4343173470
2007-10-16,4188027150
2007-10-17,4299769440
2007-10-18,4300692930
2007-10-19,4296998970
2007-10-22,4397659380
2007-10-23,4220349300
2007-10-24,4269294269
2007-10-25,4308080850
2007-10-26,4267447290
2007-10-29,4318239240
2007-10-30,4324703670
2007-10-31,4410588240
2007-11-01,4249900980
2007-11-02,4386577500
2007-11-05,4256365410
2007-11-06,4303463400
2007-11-07,4155705000
2007-11-08,4146470100
2007-11-09,3992247269
2007-11-12,3915597600
2007-11-13,3972853980
2007-11-14,3980241900
2007-11-15,3884198940
2007-11-16,3879581490
2007-11-19,3704118390
2007-11-20,3726282150
2007-11-21,3628392210
2007-11-23,3680107650
2007-11-26,3524037839
2007-11-27,3570212339
2007-11-28,3850029810
2007-11-29,3961772100
2007-11-30,4076284860
2007-12-03,4141852650
2007-12-04,4129847280
2007-12-05,4034727810
2007-12-06,4054121100
2007-12-07,4072590900
2007-12-10,4086443250
2007-12-11,3971007000
2007-12-12,3961772100
2007-12-13,3956231160
2007-12-14,3879581490
2007-12-17,3780768060
2007-12-18,3765992220
2007-12-19,3764145240
2007-12-20,3783538530
2007-12-21,3906362699
2007-12-24,3968236530
2007-12-26,3920215050
2007-12-27,3839871420
2007-12-28,3886969410
2007-12-31,3821977500
2008-01-02,3778430120
2008-01-03,3734882740
2008-01-04,3672804560
2008-01-07,3682996500
2008-01-08,3577370940
2008-01-09,3465259600
2008-01-10,3524558160
2008-01-11,3460626900
2008-01-14,3496761960
2008-01-15,3430051080
2008-01-16,3331837840
2008-01-17,3196563000
2008-01-18,3161354480
2008-01-22,3170619880
2008-01-23,3133558280
2008-01-24,3164134100
2008-01-25,3455994199
2008-01-28,3621844860
2008-01-29,3276245440
2008-01-30,3298482400
2008-01-31,3358707500
2008-02-01,3463406520
2008-02-04,3548648199
2008-02-05,3437463400
2008-02-06,3475451540
2008-02-07,3524558160
2008-02-08,3526411240
2008-02-11,3536603180
2008-02-12,3682069960
2008-02-13,3695041520
2008-02-14,3647787980
2008-02-15,3665392240
2008-02-19,3699674220
2008-02-20,3720058100
2008-02-21,3636669500
2008-02-22,3539382800
2008-02-25,3725617340
2008-02-26,3729323500
2008-02-27,3688555740
2008-02-28,3641302199
2008-02-29,3515292760
2008-03-03,3474525000
2008-03-04,3431904160
2008-03-05,3457847280
2008-03-06,3385577160
2008-03-07,3294776240
2008-03-10,3267906580
2008-03-11,3434683780
2008-03-12,3437463400
2008-03-13,3426344919
2008-03-14,3274392360
2008-03-17,3228065360
2008-03-18,3371679060
2008-03-19,3209534560
2008-03-20,3179885280
2008-03-24,3241036919
2008-03-25,3315160120
2008-03-26,3317939740
2008-03-27,3338323620
2008-03-28,3275318900
2008-03-31,3329966640
2008-04-01,3372822180
2008-04-02,3373734000
2008-04-03,3310818420
2008-04-04,3263403780
2008-04-07,3255197400
2008-04-08,3305347500
2008-04-09,3245167380
2008-04-10,3214165500
2008-04-11,3184987260
2008-04-14,3204135480
2008-04-15,3250638300
2008-04-16,3376469460
2008-04-17,3364615800
2008-04-18,3442120500
2008-04-21,3556098000
2008-04-22,3431178660
2008-04-23,3498653340
2008-04-24,3484064220
2008-04-25,3497741520
2008-04-28,3474946020
2008-04-29,3410206800
2008-04-30,3411118619
2008-05-01,3443032320
2008-05-02,3442120500
2008-05-05,3495006060
2008-05-06,3487711500
2008-05-07,3508683359
2008-05-08,3616278119
2008-05-09,3631779060
2008-05-12,3793171200
2008-05-13,3883441380
2008-05-14,4002889800
2008-05-15,4039362599
2008-05-16,3968240640
2008-05-19,3919914180
2008-05-20,3897118680
2008-05-21,3896206859
2008-05-22,3983741580
2008-05-23,3912619619
2008-05-27,3920826000
2008-05-28,3993771599
2008-05-29,4048480800
2008-05-30,4054863540
2008-06-02,3971887920
2008-06-03,3972799740
2008-06-04,4064893560
2008-06-05,4175223780
2008-06-06,4043009880
2008-06-09,3993771599
2008-06-10,3918090540
2008-06-11,3882529560
2008-06-12,3955475160
2008-06-13,4054863540
2008-06-16,4048480800
2008-06-17,4056687180
2008-06-18,4022949840
2008-06-19,4046657160
2008-06-20,3954563340
2008-06-23,4043009880
2008-06-24,3905325060
2008-06-25,4022038020
2008-06-26,3804113040
2008-06-27,3736638359
2008-06-30,3634763339
2008-07-01,3638406300
2008-07-02,3536403420
2008-07-03,3526385280
2008-07-07,3486312720
2008-07-08,3525474540
2008-07-09,3520010100
2008-07-10,3549153780
2008-07-11,3535492680
2008-07-14,3525474540
2008-07-15,3589226339
2008-07-16,3547332300
2008-07-17,3570100800
2008-07-18,3533671199
2008-07-21,3495420120
2008-07-22,3356076900
2008-07-23,3346969500
2008-07-24,3283217699
2008-07-25,3333308400
2008-07-28,3332397660
2008-07-29,3423471660
2008-07-30,3535492680
2008-07-31,3545510820
2008-08-01,3498152339
2008-08-04,3433489800
2008-08-05,3614727060
2008-08-06,3632031120
2008-08-07,3571922280
2008-08-08,3666639240
2008-08-11,3720372900
2008-08-12,3695782920
2008-08-13,3715819199
2008-08-14,3727658820
2008-08-15,3693961440
2008-08-18,3680300339
2008-08-19,3540046380
2008-08-20,3555528960
2008-08-21,3553707480
2008-08-22,3642960000
2008-08-25,3561904140
2008-08-26,3591958560
2008-08-27,3619280760
2008-08-28,3715819199
2008-08-29,3619280760
2008-09-02,3560993400
2008-09-03,3503616780
2008-09-04,3387042060
2008-09-05,3370648740
2008-09-08,3400703160
2008-09-09,3102891180
2008-09-10,3131124120
2008-09-11,3227662560
2008-09-12,3281396220
2008-09-15,3141142260
2008-09-16,3270467339
2008-09-17,3036407160
2008-09-18,2996334600
2008-09-19,3292325100
2008-09-22,3138410040
2008-09-23,3104712660
2008-09-24,3170285940
2008-09-25,3205804800
2008-09-26,3123838199
2008-09-29,2724934080
2008-09-30,2818159200
2008-10-01,2741400000
2008-10-02,2582398800
2008-10-03,2568691800
2008-10-06,2415173400
2008-10-07,2188551000
2008-10-08,2288155200
2008-10-09,2138291999
2008-10-10,2056963800
2008-10-13,2359431600
2008-10-14,2328362400
2008-10-15,2080722600
2008-10-16,2212309800
2008-10-17,2144688600
2008-10-20,2258913600
2008-10-21,2124585000
2008-10-22,2001221999
2008-10-23,1978376999
2008-10-24,1911669600
2008-10-27,1741702800
2008-10-28,1890652200
2008-10-29,2001221999
2008-10-30,2154740400
2008-10-31,2225103000
2008-11-03,2277189600
2008-11-04,2387759400
2008-11-05,2231499600
2008-11-06,2185809600
2008-11-07,2260741200
2008-11-10,2236982400
2008-11-11,2158395600
2008-11-12,1981118400
2008-11-13,2226016800
2008-11-14,2065188000
2008-11-17,2057877600
2008-11-18,1922635200
2008-11-19,1725254400
2008-11-20,1504114800
2008-11-21,1671340200
2008-11-24,1756323600
2008-11-25,1679564400
2008-11-26,1803841199
2008-11-28,1857755399
2008-12-01,1594581000
2008-12-02,1691443800
2008-12-03,1752668400
2008-12-04,1633874400
2008-12-05,1682305800
2008-12-08,1845876000
2008-12-09,1827600000
2008-12-10,1916238600
2008-12-11,1775513400
2008-12-12,1853186400
2008-12-15,1730737200
2008-12-16,1799272200
2008-12-17,1767289200
2008-12-18,1676823000
2008-12-19,1761806400
2008-12-22,1793789400
2008-12-23,1777341000
2008-12-24,1759065000
2008-12-26,1800186000
2008-12-29,1770030600
2008-12-30,1888824600
2008-12-31,2037774000
2009-01-02,2110878000
2009-01-05,2101740000
2009-01-06,2204999400
2009-01-07,2137378200
2009-01-08,2192206200
2009-01-09,2114533200
2009-01-12,2038687800
2009-01-13,2046911999
2009-01-14,2009446199
2009-01-15,2077981199
2009-01-16,2067929400
2009-01-20,1931773200
2009-01-21,2042343000
2009-01-22,2015842800
2009-01-23,2047825800
2009-01-26,2056050000
2009-01-27,1942738800
2009-01-28,2101740000
2009-01-29,2056050000
2009-01-30,2033205000
2009-02-02,2008532400
2009-02-03,2080722600
2009-02-04,2119102200
2009-02-05,2183982000
2009-02-06,2235154800
2009-02-09,2226930600
2009-02-10,2113619400
2009-02-11,2126412600
2009-02-12,2151085200
2009-02-13,2097171000
2009-02-17,1967411400
2009-02-18,1918980000
2009-02-19,1890652200
2009-02-20,1845876000
2009-02-23,1715202600
2009-02-24,1820289600
2009-02-25,1747185600
2009-02-26,1712461199
2009-02-27,1768203000
2009-03-02,1673167800
2009-03-03,1594581000
2009-03-04,1571736000
2009-03-05,1444717800
2009-03-06,1477614600
2009-03-09,1470304200
2009-03-10,1566253200
2009-03-11,1609201800
2009-03-12,1644840000
2009-03-13,1664029800
2009-03-16,1667685000
2009-03-17,1778254800
2009-03-18,1863238200
2009-03-19,1865979600
2009-03-20,1834910399
2009-03-23,2008532400
2009-03-24,2006704800
2009-03-25,2004877200
2009-03-26,2069756999
2009-03-27,1993911600
2009-03-30,1950049200
2009-03-31,1991388980
2009-04-01,2053591300
2009-04-02,2190802300
2009-04-03,2274958380
2009-04-06,2263066760
2009-04-07,2173422240
2009-04-08,2253919360
2009-04-09,2360943940
2009-04-13,2372835560
2009-04-14,2404851460
2009-04-15,2320695380
2009-04-16,2428634700
2009-04-17,2425890480
2009-04-20,2262152020
2009-04-21,2328013300
2009-04-22,2332587000
2009-04-23,2355455500
2009-04-24,2488092800
2009-04-27,2469798000
2009-04-28,2360943940
2009-04-29,2409425160
2009-04-30,2453332680
2009-05-01,2462480080
2009-05-04,2600605820
2009-05-05,2558527780
2009-05-06,2530170840
2009-05-07,2429549440
2009-05-08,2542977200
2009-05-11,2450588460
2009-05-12,2447844240
2009-05-13,2318865900
