,EOG
2004-08-24,6598498200
2004-08-25,6584408880
2004-08-26,6692427000
2004-08-27,6744087840
2004-08-30,6692427000
2004-08-31,6781659360
2004-09-01,6913159680
2004-09-02,6917856120
2004-09-03,6894373920
2004-09-07,6927249000
2004-09-08,6913159680
2004-09-09,7011784920
2004-09-10,7002392040
2004-09-13,7180856760
2004-09-14,7415678760
2004-09-15,7359321480
2004-09-16,7406285880
2004-09-17,7467339600
2004-09-20,7453250280
2004-09-21,7678679400
2004-09-22,7603536360
2004-09-23,7481428920
2004-09-24,7612929240
2004-09-27,7575357720
2004-09-28,7735036679
2004-09-29,7627018559
2004-09-30,7730340240
2004-10-01,7890019200
2004-10-04,7927590720
2004-10-05,8129537639
2004-10-06,8251645080
2004-10-07,8176502040
2004-10-08,8185894920
2004-10-11,8129537639
2004-10-12,8002733760
2004-10-13,7688072280
2004-10-14,7843054800
2004-10-15,7819572599
2004-10-18,7735036679
2004-10-19,7749126000
2004-10-20,8016823080
2004-10-21,8087269679
2004-10-22,8073180360
2004-10-25,8087269679
2004-10-26,8185894920
2004-10-27,7969858679
2004-10-28,7636411440
2004-10-29,7814876160
2004-11-01,7711554480
2004-11-02,7565964840
2004-11-03,7725643800
2004-11-04,7880626320
2004-11-05,7936983599
2004-11-08,7659893639
2004-11-09,7659893639
2004-11-10,7767911760
2004-11-11,7692768720
2004-11-12,8026215960
2004-11-15,7927590720
2004-11-16,7866537000
2004-11-17,7983948000
2004-11-18,8134234080
2004-11-19,8378448960
2004-11-22,8632056720
2004-11-23,8693110440
2004-11-24,8862182280
2004-11-26,8904450240
2004-11-29,8843396520
2004-11-30,8815217880
2004-12-01,8585092320
2004-12-02,8275127280
2004-12-03,8472377760
2004-12-06,8416020480
2004-12-07,8199984240
2004-12-08,8293913040
2004-12-09,8373752519
2004-12-10,8185894920
2004-12-13,8401931160
2004-12-14,8458288440
2004-12-15,8599181640
2004-12-16,8434806240
2004-12-17,8594485200
2004-12-20,8622663840
2004-12-21,8674324680
2004-12-22,8453592000
2004-12-23,8500556400
2004-12-27,8265734400
2004-12-28,8373752519
2004-12-29,8369056080
2004-12-30,8322091679
2004-12-31,8466614240
2005-01-03,7897111040
2005-01-04,7773718680
2005-01-05,7707276639
2005-01-06,7821177280
2005-01-07,7768972820
2005-01-10,7892365180
2005-01-11,7944569639
2005-01-12,8044232700
2005-01-13,8129658180
2005-01-14,8300509139
2005-01-18,8499835260
2005-01-19,8409663919
2005-01-20,8438139080
2005-01-21,8499835260
2005-01-24,8556785580
2005-01-25,8533056280
2005-01-26,8656448640
2005-01-27,8727636540
2005-01-28,8779841000
2005-01-31,8808316160
2005-02-01,9012388140
2005-02-02,9093067760
2005-02-03,9169001520
2005-02-04,9093067760
2005-02-07,9131034640
2005-02-08,9216460120
2005-02-09,9282902160
2005-02-10,9491720000
2005-02-11,9638841660
2005-02-14,9747996440
2005-02-15,9747996440
2005-02-16,10084952500
2005-02-17,9914101540
2005-02-18,10151394540
2005-02-22,10274786900
2005-02-23,10255803460
2005-02-24,10478858880
2005-02-25,10858527680
2005-02-28,10811069080
2005-03-01,10436146140
2005-03-02,10673439140
2005-03-03,10887002840
2005-03-04,11100566540
2005-03-07,10962936600
2005-03-08,11167008580
2005-03-09,11062599660
2005-03-10,10644963980
2005-03-11,10768356340
2005-03-14,10863273540
2005-03-15,10649709840
2005-03-16,10749372900
2005-03-17,10996157620
2005-03-18,11442268460
2005-03-21,11309384380
2005-03-22,11057853800
2005-03-23,10687676720
2005-03-24,10796831500
2005-03-28,10744627040
2005-03-29,10621234680
2005-03-30,11005649340
2005-03-31,11612402480
2005-04-01,11974545520
2005-04-04,11931660160
2005-04-05,11907834960
2005-04-06,11922130080
2005-04-07,11702938240
2005-04-08,11264554560
2005-04-11,11569517120
2005-04-12,11293144800
2005-04-13,10916706640
2005-04-14,10888116400
2005-04-15,10392552240
2005-04-18,10668924560
2005-04-19,11102543200
2005-04-20,10854761120
2005-04-21,11216904160
2005-04-22,11283614720
2005-04-25,11512336640
2005-04-26,11378915520
2005-04-27,11383680560
2005-04-28,11264554560
2005-04-29,11331265120
2005-05-02,11774413840
2005-05-03,11559987040
2005-05-04,11621932560
2005-05-05,11898304880
2005-05-06,11845889440
2005-05-09,11903069920
2005-05-10,11683878080
2005-05-11,11660052880
2005-05-12,10835700960
2005-05-13,10721340000
2005-05-16,10683219680
2005-05-17,10988182240
2005-05-18,11059657840
2005-05-19,11245494400
2005-05-20,11402740720
2005-05-23,11736293520
2005-05-24,11869714640
2005-05-25,11912600000
2005-05-26,12041256080
2005-05-27,12127026800
2005-05-31,11888774800
2005-06-01,12293803200
2005-06-02,12289038160
2005-06-03,12312863360
2005-06-06,12417694240
2005-06-07,12131791840
2005-06-08,12498699920
2005-06-09,12898963280
2005-06-10,12908493360
2005-06-13,13041914480
2005-06-14,13203925840
2005-06-15,13246811200
2005-06-16,13351642080
2005-06-17,13375467280
2005-06-20,13661369680
2005-06-21,13461238000
2005-06-22,13547008720
2005-06-23,13513653440
2005-06-24,13318286800
2005-06-27,13518418480
2005-06-28,13342112000
2005-06-29,13456472960
2005-06-30,13594739200
2005-07-01,13996837120
2005-07-05,14351066240
2005-07-06,14121296000
2005-07-07,14446803840
2005-07-08,14470738240
2005-07-11,14461164480
2005-07-12,14686147840
2005-07-13,14542541440
2005-07-14,14154804160
2005-07-15,14044705920
2005-07-18,13915460160
2005-07-19,14394148160
2005-07-20,14523393920
2005-07-21,14418082560
2005-07-22,15207917760
2005-07-25,15389819200
2005-07-26,15643523840
2005-07-27,15265360320
2005-07-28,14566475840
2005-07-29,14623918400
2005-08-01,14652639680
2005-08-02,14992508160
2005-08-03,14839328000
2005-08-04,14935065600
2005-08-05,14829754240
2005-08-08,14863262400
2005-08-09,14781885440
2005-08-10,15112180160
2005-08-11,15341950399
2005-08-12,15246212800
2005-08-15,15073885120
2005-08-16,14647852800
2005-08-17,14303197440
2005-08-18,14375000640
2005-08-19,14619131520
2005-08-22,14700508480
2005-08-23,14599984000
2005-08-24,14767524800
2005-08-25,14757951040
2005-08-26,14470738240
2005-08-29,14777098560
2005-08-30,15126540800
2005-08-31,15279720960
2005-09-01,15911589120
2005-09-02,15619589440
2005-09-06,15839785920
2005-09-07,15892441600
2005-09-08,16155720000
2005-09-09,16873752000
2005-09-12,16749293120
2005-09-13,16385490239
2005-09-14,16562604800
2005-09-15,16778014399
2005-09-16,16912047040
2005-09-19,17400308800
2005-09-20,17165751680
2005-09-21,17721029760
2005-09-22,17687521600
2005-09-23,17338079360
2005-09-26,17840701760
2005-09-27,17917291840
2005-09-28,18175783360
2005-09-29,18147062080
2005-09-30,17926865600
2005-10-03,18692766400
2005-10-04,17946013120
2005-10-05,17093948480
2005-10-06,16131785600
2005-10-07,16533883520
2005-10-10,16222736320
2005-10-11,16840243840
2005-10-12,16342408320
2005-10-13,15772769600
2005-10-14,16016900480
2005-10-17,16471654079
2005-10-18,15423327360
2005-10-19,15878080960
2005-10-20,14619131520
2005-10-21,14662213440
2005-10-24,15346737280
2005-10-25,16040834880
2005-10-26,15811064640
2005-10-27,15294081600
2005-10-28,15801490880
2005-10-31,16222736320
2005-11-01,16256244480
2005-11-02,16873752000
2005-11-03,17194472960
2005-11-04,16385490239
2005-11-07,15911589120
2005-11-08,15882867840
2005-11-09,15744048320
2005-11-10,15140901440
2005-11-11,15351524160
2005-11-14,15198344000
2005-11-15,15830212160
2005-11-16,16687063680
2005-11-17,16653555520
2005-11-18,16486014719
2005-11-21,17266276160
2005-11-22,17433816960
2005-11-23,17093948480
2005-11-25,17448177600
2005-11-28,16490801600
2005-11-29,17002997760
2005-11-30,17175325440
2005-12-01,17874209920
2005-12-02,17998668800
2005-12-05,18137488320
2005-12-06,18156635840
2005-12-07,18276307840
2005-12-08,18822012160
2005-12-09,18352897920
2005-12-12,18860307200
2005-12-13,18946471040
2005-12-14,19348568960
2005-12-15,19324634560
2005-12-16,18582668160
2005-12-19,18429488000
2005-12-20,18563520640
2005-12-21,18400766720
2005-12-22,18204504640
2005-12-23,18185357120
2005-12-27,17385948160
2005-12-28,17773685440
2005-12-29,17563062720
2005-12-30,17563062720
2006-01-03,19043499640
2006-01-04,19062789080
2006-01-05,18344257440
2006-01-06,18758980400
2006-01-09,18845782880
2006-01-10,18807204000
2006-01-11,18898828840
2006-01-12,18879539400
2006-01-13,19337663600
2006-01-17,19901879720
2006-01-18,19409999000
2006-01-19,20263556720
2006-01-20,20451628760
2006-01-23,20393760440
2006-01-24,20070662320
2006-01-25,19588426320
2006-01-26,19323196520
2006-01-27,19385887200
2006-01-30,20114063560
2006-01-31,20384115720
2006-02-01,20003149280
2006-02-02,19463044960
2006-02-03,19077256160
2006-02-06,19352130680
2006-02-07,17842732000
2006-02-08,17828264920
2006-02-09,16950595400
2006-02-10,16728766839
2006-02-13,16458714680
2006-02-14,16637142000
2006-02-15,16719122120
2006-02-16,17374963080
2006-02-17,17254404080
2006-02-21,17514811520
2006-02-22,17013286080
2006-02-23,16844503480
2006-02-24,16912016520
2006-02-27,16463537040
2006-02-28,16251353200
2006-03-01,16482826480
2006-03-02,16714299759
2006-03-03,16965062480
2006-03-06,16063281160
2006-03-07,15735360680
2006-03-08,16097037680
2006-03-09,15745005400
2006-03-10,15788406640
2006-03-13,16323688600
2006-03-14,16714299759
2006-03-15,16974707200
2006-03-16,17591969280
2006-03-17,17495522080
2006-03-20,16516583000
2006-03-21,16511760640
2006-03-22,16743233920
2006-03-23,17008463720
2006-03-24,17350851280
2006-03-27,17341206560
2006-03-28,17495522080
2006-03-29,17784863680
2006-03-30,17852376720
2006-03-31,17396136000
2006-04-03,17371974700
2006-04-04,17661910300
2006-04-05,17976007200
2006-04-06,18019497540
2006-04-07,17415465040
2006-04-10,17855200700
2006-04-11,17608755440
2006-04-12,17420297300
2006-04-13,17391303740
2006-04-17,17802045840
2006-04-18,18647691340
2006-04-19,18990781800
2006-04-20,18517220320
2006-04-21,18696013940
2006-04-24,18169297600
2006-04-25,17719897420
2006-04-26,17318819840
2006-04-27,17019219720
2006-04-28,16970897119
2006-05-01,17352645660
2006-05-02,17618419960
2006-05-03,17371974700
2006-05-04,17265664980
2006-05-05,18439904160
2006-05-08,18014665280
2006-05-09,18033994320
2006-05-10,18294936360
2006-05-11,17724729680
2006-05-12,16651967960
2006-05-15,15965787040
2006-05-16,16067264500
2006-05-17,15405244880
2006-05-18,14994502780
2006-05-19,15149135100
2006-05-22,15197457700
2006-05-23,15018664080
2006-05-24,14806044640
2006-05-25,15100812500
2006-05-26,15371419060
2006-05-30,15197457700
2006-05-31,15864309580
2006-06-01,15936793479
2006-06-02,15927128960
2006-06-05,15202289960
2006-06-06,15487393299
2006-06-07,14801212380
2006-06-08,14690070400
2006-06-09,14438792880
2006-06-12,13887915240
2006-06-13,13858921680
2006-06-14,14603089720
2006-06-15,15134638320
2006-06-16,15231283520
2006-06-19,14269663780
2006-06-20,14279328300
2006-06-21,14704567180
2006-06-22,14651412320
2006-06-23,15603367540
2006-06-26,15849812799
2006-06-27,15965787040
2006-06-28,16047935460
2006-06-29,16535993720
2006-06-30,16774108740
2006-07-03,17151489900
2006-07-05,17330504040
2006-07-06,17195033880
2006-07-07,16711211880
2006-07-10,16827329160
2006-07-11,17054725500
2006-07-12,16996666860
2006-07-13,16812814500
2006-07-14,16967637540
2006-07-17,16319316059
2006-07-18,16179007679
2006-07-19,16449948000
2006-07-20,16087081500
2006-07-21,15579068400
2006-07-24,16299963179
2006-07-25,16783785179
2006-07-26,17378886240
2006-07-27,17083754820
2006-07-28,17432106660
2006-07-31,17935281540
2006-08-01,17277283620
2006-08-02,17132137019
2006-08-03,16778946960
2006-08-04,16837005599
2006-08-07,16909578900
2006-08-08,16725726540
2006-08-09,17011181519
2006-08-10,16909578900
2006-08-11,16483815540
2006-08-14,15999993540
2006-08-15,16014508200
2006-08-16,15801626519
2006-08-17,15830655840
2006-08-18,16048375740
2006-08-21,16091919719
2006-08-22,16241904540
2006-08-23,15912905580
2006-08-24,16309639620
2006-08-25,16725726540
2006-08-28,16411242240
2006-08-29,15879038040
2006-08-30,15772597200
2006-08-31,15680671019
2006-09-01,15951611340
2006-09-05,16116110820
2006-09-06,15274260540
2006-09-07,15240393000
2006-09-08,14732379900
2006-09-11,14461439580
2006-09-12,14471116020
2006-09-13,14703350580
2006-09-14,14205013920
2006-09-15,14475954240
2006-09-18,15167819700
2006-09-19,14974290900
2006-09-20,14756571000
2006-09-21,15119437500
2006-09-22,15046864200
2006-09-25,15312966300
2006-09-26,15535524420
2006-09-27,15796788300
2006-09-28,15458112900
2006-09-29,15738729660
2006-10-02,15617774160
2006-10-03,15022673100
2006-10-04,15230716560
2006-10-05,15356510280
2006-10-06,15317804520
2006-10-09,15196849020
2006-10-10,15409730700
2006-10-11,15071055300
2006-10-12,15414568920
2006-10-13,15709700340
2006-10-16,16266095639
2006-10-17,16014508200
2006-10-18,15980640660
2006-10-19,16270933860
2006-10-20,16029022860
2006-10-23,15995155320
2006-10-24,16672506120
2006-10-25,17016019740
2006-10-26,16774108740
2006-10-27,16449948000
2006-10-30,16208037000
2006-10-31,16096757940
2006-11-01,15970964219
2006-11-02,15908067360
2006-11-03,16241904540
2006-11-06,16183845900
2006-11-07,16029022860
2006-11-08,16362860040
2006-11-09,16745079420
2006-11-10,16319316059
2006-11-13,16198360559
2006-11-14,16372536480
2006-11-15,16566065280
2006-11-16,15946773120
2006-11-17,16522521300
2006-11-20,16503168420
2006-11-21,16827329160
2006-11-22,16827329160
2006-11-24,16807976280
2006-11-27,16672506120
2006-11-28,17170842780
2006-11-29,17432106660
2006-11-30,17064401940
2006-12-01,17088593040
2006-12-04,16735402980
2006-12-05,16774108740
2006-12-06,16778946960
2006-12-07,16677344340
2006-12-08,16614447480
2006-12-11,16546712400
2006-12-12,16517683080
2006-12-13,16604771040
2006-12-14,16890226019
2006-12-15,16599932820
2006-12-18,15840332280
2006-12-19,16067728620
2006-12-20,15724215000
2006-12-21,15724215000
2006-12-22,15559715519
2006-12-26,15279098760
2006-12-27,15404892480
2006-12-28,15404892480
2006-12-29,15109761060
2007-01-03,14726003580
2007-01-04,14735714100
2007-01-05,15216384840
2007-01-08,15114424380
2007-01-09,14920213980
2007-01-10,14803687740
2007-01-11,14556069480
2007-01-12,15119279640
2007-01-16,15061016520
2007-01-17,15095003340
2007-01-18,14978477100
2007-01-19,15716476619
2007-01-22,15760173960
2007-01-23,16386502500
2007-01-24,16352515680
2007-01-25,15769884479
2007-01-26,15920397540
2007-01-29,15789305520
2007-01-30,16522449780
2007-01-31,16784633820
2007-02-01,16896304799
2007-02-02,16677818100
2007-02-05,16498173479
2007-02-06,16299107820
2007-02-07,16158305280
2007-02-08,16172871060
2007-02-09,16163160540
2007-02-12,15789305520
2007-02-13,15968950140
2007-02-14,16051489560
2007-02-15,15968950140
2007-02-16,16265121000
2007-02-20,16119463200
2007-02-21,16337949900
2007-02-22,16629265500
2007-02-23,16473897180
2007-02-26,16891449540
2007-02-27,16410778799
2007-02-28,16444765619
2007-03-01,16279686780
2007-03-02,16002936960
2007-03-05,15731042400
2007-03-06,16070910600
2007-03-07,16318528860
2007-03-08,16260265740
2007-03-09,16245699960
2007-03-12,16051489560
2007-03-13,15993226439
2007-03-14,16362226200
2007-03-15,16202002619
2007-03-16,15934963320
2007-03-19,16211713140
2007-03-20,16488462960
2007-03-21,16925436360
2007-03-22,17284725600
2007-03-23,17347843980
2007-03-26,17595462240
2007-03-27,17474080740
2007-03-28,17401251840
2007-03-29,17449804440
2007-03-30,17318712420
2007-04-02,17658280200
2007-04-03,17775029160
2007-04-04,18032849780
2007-04-05,18183650520
2007-04-09,18096088800
2007-04-10,18465793840
2007-04-11,18295534940
2007-04-12,18767395320
2007-04-13,18723614460
2007-04-16,18816040720
2007-04-17,18465793840
2007-04-18,18154463280
2007-04-19,17872319960
2007-04-20,17993933460
2007-04-23,18052307940
2007-04-24,18096088800
2007-04-25,18339315800
2007-04-26,18120411500
2007-04-27,18062037020
2007-04-30,17862590880
2007-05-01,18431742060
2007-05-02,18830634340
2007-05-03,18976570540
2007-05-04,18709020840
2007-05-07,18762530780
2007-05-08,18670104520
2007-05-09,18470658380
2007-05-10,18130140580
2007-05-11,18465793840
2007-05-14,18757666240
2007-05-15,18436606600
2007-05-16,18397690280
2007-05-17,18655510900
2007-05-18,19088454960
2007-05-21,19103048580
2007-05-22,18859821580
2007-05-23,18854957040
2007-05-24,18441471140
2007-05-25,18636052740
2007-05-29,18446335680
2007-05-30,18903602440
2007-05-31,18704156300
2007-06-01,18762530780
2007-06-04,19195474840
2007-06-05,18957112380
2007-06-06,18592271880
2007-06-07,18217702300
2007-06-08,18324722180
2007-06-11,18402554820
2007-06-12,18441471140
2007-06-13,18840363420
2007-06-14,19458160000
2007-06-15,19579773500
2007-06-18,19521399020
2007-06-19,19326817420
2007-06-20,18674969060
2007-06-21,19190610300
2007-06-22,18636052740
2007-06-25,18100953340
2007-06-26,17672873820
2007-06-27,17964746220
2007-06-28,17624228420
2007-06-29,17770164620
2007-07-02,18052052040
2007-07-03,18183534480
2007-07-05,18178664760
2007-07-06,18246840840
2007-07-09,18159185880
2007-07-10,18056921760
2007-07-11,18120228120
2007-07-12,18164055600
2007-07-13,18241971120
2007-07-16,17789087160
2007-07-17,17701432200
2007-07-18,18295538040
2007-07-19,18553633200
2007-07-20,18271189440
2007-07-23,17555340600
2007-07-24,17112196080
2007-07-25,17345942640
2007-07-26,17034280559
2007-07-27,16829752320
2007-07-30,17311854600
2007-07-31,17068368599
2007-08-01,17433597600
2007-08-02,17808566040
2007-08-03,17160893280
2007-08-06,17170632719
2007-08-07,17530992000
2007-08-08,17837784360
2007-08-09,17808566040
2007-08-10,17530992000
2007-08-13,17409249000
2007-08-14,17126805240
2007-08-15,16722618480
2007-08-16,16800534000
2007-08-17,17428727880
2007-08-20,16990453080
2007-08-21,16581396599
2007-08-22,16240516200
2007-08-23,16333040880
2007-08-24,16532699400
2007-08-27,16274604240
2007-08-28,15997030200
2007-08-29,16245385920
2007-08-30,16250255639
2007-08-31,16401216960
2007-09-04,16834622040
2007-09-05,16897928400
2007-09-06,17214460200
2007-09-07,17019671400
2007-09-10,17121935519
2007-09-11,17355682080
2007-09-12,17657604720
2007-09-13,17462815920
2007-09-14,17618646960
2007-09-17,17496903960
2007-09-18,17983875960
2007-09-19,18071530920
2007-09-20,17979006240
2007-09-21,18139707000
2007-09-24,17959527360
2007-09-25,17745259680
2007-09-26,17623516680
2007-09-27,17623516680
2007-09-28,17613777240
2007-10-01,17842654080
2007-10-02,18188404200
2007-10-03,18134837280
2007-10-04,18641288160
2007-10-05,18850686120
2007-10-08,18626679000
2007-10-09,19055214360
2007-10-10,19371746160
2007-10-11,19698017400
2007-10-12,19814890680
2007-10-15,19883066760
2007-10-16,19887936480
2007-10-17,19848978720
2007-10-18,20009679480
2007-10-19,19430182800
2007-10-22,19089302400
2007-10-23,18850686120
2007-10-24,19128260160
2007-10-25,19668799080
2007-10-26,19946373120
2007-10-29,20087595000
2007-10-30,20930056560
2007-10-31,21572859600
2007-11-01,21085887600
2007-11-02,21300155280
2007-11-05,21183282000
2007-11-06,21543641280
2007-11-07,21110236200
2007-11-08,21455986320
2007-11-09,21285546120
2007-11-12,20521000080
2007-11-13,20857010760
2007-11-14,21246588360
2007-11-15,20720658600
2007-11-16,20764486080
2007-11-19,20447954280
2007-11-20,20384647920
2007-11-21,20077855560
2007-11-23,20365169040
2007-11-26,20184989400
2007-11-27,20087595000
2007-11-28,20379778200
2007-11-29,20262904920
2007-11-30,20155771080
2007-12-03,20165510520
2007-12-04,20155771080
2007-12-05,20754746640
2007-12-06,21626426520
2007-12-07,21465725760
2007-12-10,21602077920
2007-12-11,21421898280
2007-12-12,22132877400
2007-12-13,22016004120
2007-12-14,21514422960
2007-12-17,21266067240
2007-12-18,21270936960
2007-12-19,21504683520
2007-12-20,21840694200
2007-12-21,22016004120
2007-12-24,22162095720
2007-12-26,21981916080
2007-12-27,21821215320
2007-12-28,22137747120
2007-12-31,21907081800
2008-01-02,22402850400
2008-01-03,22869167400
2008-01-04,21838361400
2008-01-07,21750006600
2008-01-08,21322958400
2008-01-09,21887447400
2008-01-10,21848178600
2008-01-11,21823635600
2008-01-14,22869167400
2008-01-15,22334130000
2008-01-16,21750006600
2008-01-17,20616120000
2008-01-18,20895910200
2008-01-22,20483587800
2008-01-23,20287243800
2008-01-24,21008808000
2008-01-25,20611211400
2008-01-28,20964630600
2008-01-29,20866458600
2008-01-30,21244420800
2008-01-31,21435856200
2008-02-01,21956167800
2008-02-04,22250683800
2008-02-05,21475125000
2008-02-06,21553662600
2008-02-07,22113243000
2008-02-08,23099871600
2008-02-11,24155220600
2008-02-12,24032505600
2008-02-13,24577360200
2008-02-14,23958876600
2008-02-15,23571097200
2008-02-19,24155220600
2008-02-20,24670623600
2008-02-21,23973602400
2008-02-22,24385924800
2008-02-25,25559080200
2008-02-26,26565343200
2008-02-27,25937042400
2008-02-28,30614938200
2008-02-29,29206170000
2008-03-03,29986637400
2008-03-04,29427057000
2008-03-05,29603766600
2008-03-06,28867476600
2008-03-07,28582777800
2008-03-10,28116460800
2008-03-11,29917917000
2008-03-12,29186535600
2008-03-13,31159792800
2008-03-14,30948723000
2008-03-17,29554680600
2008-03-18,30305696400
2008-03-19,27763041600
2008-03-20,27556880400
2008-03-24,27979020000
2008-03-25,28523874600
2008-03-26,29554680600
2008-03-27,28941105600
2008-03-28,29176718400
2008-03-31,29584320000
2008-04-01,29801271680
2008-04-02,29919608960
2008-04-03,29939331840
2008-04-04,30516226080
2008-04-07,31107912480
2008-04-08,31743975359
2008-04-09,31482647200
2008-04-10,32005303520
2008-04-11,31142427520
2008-04-14,31531954400
2008-04-15,32330731039
2008-04-16,32789288000
2008-04-17,32532890560
2008-04-18,33075269760
2008-04-21,33878977119
2008-04-22,33839531359
2008-04-23,33839531359
2008-04-24,32483583359
2008-04-25,33469727359
2008-04-28,33045685439
2008-04-29,31645360960
2008-04-30,32168017279
2008-05-01,31275556960
2008-05-02,31497439360
2008-05-05,32675881439
2008-05-06,33992383680
2008-05-07,33287290720
2008-05-08,34460802080
2008-05-09,34145236000
2008-05-12,33528896000
2008-05-13,34160028160
2008-05-14,33252775680
2008-05-15,33523965279
2008-05-16,34761576000
2008-05-19,34490386400
2008-05-20,35358193120
2008-05-21,34219196800
2008-05-22,33701471199
2008-05-23,33277429279
2008-05-27,32823803039
2008-05-28,33139369119
2008-05-29,31507300800
2008-05-30,31714391039
2008-06-02,31393894240
2008-06-03,30590186880
2008-06-04,30595117600
2008-06-05,32365246080
2008-06-06,31758767520
2008-06-09,32513167680
2008-06-10,31670014560
2008-06-11,31650291680
2008-06-12,31699598880
2008-06-13,32128571520
2008-06-16,31906689119
2008-06-17,32542752000
2008-06-18,32799149439
2008-06-19,32123640800
2008-06-20,32153225119
2008-06-23,33415489439
2008-06-24,32158155840
2008-06-25,31517162240
2008-06-26,31112843200
2008-06-27,32098987199
2008-06-30,32426735999
2008-07-01,32510768699
2008-07-02,30790569900
2008-07-03,29836551600
2008-07-07,28536516300
2008-07-08,29001167700
2008-07-09,27483636000
2008-07-10,28793557500
2008-07-11,29302696800
2008-07-14,29421331200
2008-07-15,27552839400
2008-07-16,26801488200
2008-07-17,25857356100
2008-07-18,26297292000
2008-07-21,26949781200
2008-07-22,26302235100
2008-07-23,25461908100
2008-07-24,25007142900
2008-07-25,25718949300
2008-07-28,25180151400
2008-07-29,24715500000
2008-07-30,25985876700
2008-07-31,24848963700
2008-08-01,24839077500
2008-08-04,23054618400
2008-08-05,23430294000
2008-08-06,24216246900
2008-08-07,23637904200
2008-08-08,23197968300
2008-08-11,23568700800
2008-08-12,23553871500
2008-08-13,24611694900
2008-08-14,23988864300
2008-08-15,23628018000
2008-08-18,23415464700
2008-08-19,24685841400
2008-08-20,26099568000
2008-08-21,26277519600
2008-08-22,25615144200
2008-08-25,25264184100
2008-08-26,26633422800
2008-08-27,26984382900
2008-08-28,26035307700
2008-08-29,25807925100
2008-09-02,23707107600
2008-09-03,23262228600
2008-09-04,23099106300
2008-09-05,23672505900
2008-09-08,22807463400
2008-09-09,20859882000
2008-09-10,21705152100
2008-09-11,21892989900
2008-09-12,22446617100
2008-09-15,21097150800
2008-09-16,21522257400
2008-09-17,21952307100
2008-09-18,22861837500
2008-09-19,23974035000
2008-09-22,23647790400
2008-09-23,23514326700
2008-09-24,23420407800
2008-09-25,23944376400
2008-09-26,23361090600
2008-09-29,20963687100
2008-09-30,22110486300
2008-10-01,22179689700
2008-10-02,19431326100
2008-10-03,19757570700
2008-10-06,18724462800
2008-10-07,17587549800
2008-10-08,17706184200
2008-10-09,15906895800
2008-10-10,14730438000
2008-10-13,17735842800
2008-10-14,17533175700
2008-10-15,15120942900
2008-10-16,17078410499
2008-10-17,17038865700
2008-10-20,18546511200
2008-10-21,17884135800
2008-10-22,16322116200
2008-10-23,16391319599
2008-10-24,16282571399
2008-10-27,15570765000
2008-10-28,16692848700
2008-10-29,17938509900
2008-10-30,19025991900
2008-10-31,19999782600
2008-11-03,18729405900
2008-11-04,20800564800
2008-11-05,20222222100
2008-11-06,19075422900
2008-11-07,19742741400
2008-11-10,20044270500
2008-11-11,19480757100
2008-11-12,18828267900
2008-11-13,21003231900
2008-11-14,19930579200
2008-11-17,19886091300
2008-11-18,20400173700
2008-11-19,19100138400
2008-11-20,16060131900
2008-11-21,18467421600
2008-11-24,20672044200
2008-11-25,20765963100
2008-11-26,21868274400
2008-11-28,21013118100
2008-12-01,18808495500
2008-12-02,19777343100
2008-12-03,19772400000
2008-12-04,16999320900
2008-12-05,16791710700
2008-12-08,17073467400
2008-12-09,17399712000
2008-12-10,18210380400
2008-12-11,17809989300
2008-12-12,16801596900
2008-12-15,17088296700
2008-12-16,17548005000
2008-12-17,17201988000
2008-12-18,16025530200
2008-12-19,16055188799
2008-12-22,15115999800
2008-12-23,15654797700
2008-12-24,15536163300
2008-12-26,15887123400
2008-12-29,16346831700
2008-12-30,16267742099
2008-12-31,16511240780
2009-01-02,17458566400
2009-01-05,17528003880
2009-01-06,17637119920
2009-01-07,17032021880
2009-01-08,17265133420
2009-01-09,16501321140
2009-01-12,15767267780
2009-01-13,16635236280
2009-01-14,15722629400
2009-01-15,15876383819
2009-01-16,15806946340
2009-01-20,15062973340
2009-01-21,16198772119
2009-01-22,15801986520
2009-01-23,16511240780
2009-01-26,16863388000
2009-01-27,16531080060
2009-01-28,17349450360
2009-01-29,17007222780
2009-01-30,16808829980
2009-02-02,16550919339
2009-02-03,16838588900
2009-02-04,17007222780
2009-02-05,17136178099
2009-02-06,16967544220
2009-02-09,17542883340
2009-02-10,16466602400
2009-02-11,15960700760
2009-02-12,15896223099
2009-02-13,15801986520
2009-02-17,13947013840
2009-02-18,14041250420
2009-02-19,13842857620
2009-02-20,13669263920
2009-02-23,12642581180
2009-02-24,13227839940
2009-02-25,12905451640
2009-02-26,12751697220
2009-02-27,12409469640
2009-03-02,11308389600
2009-03-03,11913487640
2009-03-04,12672340100
2009-03-05,12855853440
2009-03-06,12915371280
2009-03-09,12503706220
2009-03-10,13123683720
2009-03-11,13391514000
2009-03-12,14586830620
2009-03-13,14631469000
2009-03-16,15256406320
2009-03-17,15648232100
2009-03-18,15375442000
2009-03-19,15682950840
2009-03-20,15365522360
2009-03-23,16387245280
2009-03-24,15891263280
2009-03-25,15732549040
2009-03-26,15375442000
2009-03-27,14710826120
2009-03-30,14051170060
2009-03-31,13591815320
2009-04-01,14182547980
2009-04-02,14976810380
2009-04-03,15671789980
2009-04-06,15066164900
2009-04-07,14391041860
2009-04-08,14659105420
2009-04-09,15229981520
