,ODFL
2023-10-06,45385138663
2023-10-09,46346809155
2023-10-10,46669561580
2023-10-11,46739820612
2023-10-12,46555390654
2023-10-13,44469575661
2023-10-16,45275358927
2023-10-17,45793519283
2023-10-18,44116084909
2023-10-19,43523274332
2023-10-20,43147827633
2023-10-23,42557212651
2023-10-24,42364000315
2023-10-25,40730477836
2023-10-26,40596546557
2023-10-27,40449441710
2023-10-30,41621889296
2023-10-31,41349635550
2023-11-01,42886551861
2023-11-02,42686752740
2023-11-03,43070981818
2023-11-06,43257607370
2023-11-07,43512296359
2023-11-08,42831661992
2023-11-09,42331066394
2023-11-10,43103915739
2023-11-13,42926072566
2023-11-14,44443228524
2023-11-15,44212691078
2023-11-16,43670379179
2023-11-17,43900916626
2023-11-20,44162192399
2023-11-21,44447619714
2023-11-22,44324666409
2023-11-24,44386143061
2023-11-27,43764789753
2023-11-28,42526474325
2023-11-29,42146636437
2023-11-30,42710904282
2023-12-01,44542030287
2023-12-04,44340035572
2023-12-05,43341039970
2023-12-06,40936863740
2023-12-07,41167401187
2023-12-08,40559221447
2023-12-11,41593346565
2023-12-12,41962206479
2023-12-13,42162005600
2023-12-14,41992944805
2023-12-15,43150023228
2023-12-18,43152218823
2023-12-19,44030456715
2023-12-20,44135845262
2023-12-21,44924063770
2023-12-22,45336835579
2023-12-26,45668370384
2023-12-27,45404899016
2023-12-28,45126058485
2023-12-29,44498118392
2024-01-02,43380967436
2024-01-03,42004520991
2024-01-04,42456065229
2024-01-05,41858368991
2024-01-08,42833442780
2024-01-09,42619668213
2024-01-10,42648026064
2024-01-11,42410256393
2024-01-12,42414619139
2024-01-16,41751481708
2024-01-17,41212682545
2024-01-18,41707854245
2024-01-19,42235746543
2024-01-22,43815060689
2024-01-23,42999227138
2024-01-24,42720011377
2024-01-25,43130109526
2024-01-26,42829080034
2024-01-29,43326433108
2024-01-30,43178099735
2024-01-31,42648026064
2024-02-01,42776727079
2024-02-02,44576359911
2024-02-05,45202413999
2024-02-06,46415257460
2024-02-07,47167831189
2024-02-08,47462316562
2024-02-09,47481948920
2024-02-12,46801360504
2024-02-13,46238566236
2024-02-14,47023860563
2024-02-15,47154742951
2024-02-16,46186213281
2024-02-20,45745575909
2024-02-21,46290919191
2024-02-22,47656458771
2024-02-23,48014203964
2024-02-26,48633713933
2024-02-27,48105821635
2024-02-28,47215821398
2024-02-29,48260699128
2024-03-01,48457022709
2024-03-04,48670797276
2024-03-05,46908247787
2024-03-06,47495037159
2024-03-07,48326140322
2024-03-08,46714105578
2024-03-11,47213640025
2024-03-12,48103640262
2024-03-13,47316164562
2024-03-14,46526507489
2024-03-15,45930992625
2024-03-18,45671409222
2024-03-19,46253835848
2024-03-20,47364154771
2024-03-21,48515919784
2024-03-22,48108003009
2024-03-25,47449228323
2024-03-26,47261630234
2024-03-27,46677022235
2024-03-28,47839694114
2024-04-01,47580110711
2024-04-02,47241997876
2024-04-03,47955306889
2024-04-04,47567022472
2024-04-05,48987096380
2024-04-08,49013272857
2024-04-09,48539914888
2024-04-10,46908247787
2024-04-11,47944400024
2024-04-12,48236704023
2024-04-15,47979301994
2024-04-16,48094914770
2024-04-17,45985526953
2024-04-18,45333296387
2024-04-19,46205845639
2024-04-22,46155674057
2024-04-23,47833149994
2024-04-24,42549864273
2024-04-25,42898883974
2024-04-26,39792608637
2024-04-29,40189618547
2024-04-30,39637731145
2024-05-01,39807878249
2024-05-02,40006383204
2024-05-03,40368491143
2024-05-06,39303981056
2024-05-07,40309594069
2024-05-08,39635549772
2024-05-09,39954030249
2024-05-10,40364128397
2024-05-13,39705353712
2024-05-14,39687902727
2024-05-15,40119814606
2024-05-16,39738074309
2024-05-17,39934397890
2024-05-20,39040034907
2024-05-21,38274372938
2024-05-22,37626505119
2024-05-23,37425818791
2024-05-24,37750843387
2024-05-28,37805377716
2024-05-29,37366921716
2024-05-30,37746480641
2024-05-31,38228564103
2024-06-03,36937191210
2024-06-04,37550157059
2024-06-05,38326725894
2024-06-06,37048441239
2024-06-07,36762681359
2024-06-10,37327657000
2024-06-11,37936260103
2024-06-12,38128220939
2024-06-13,37718122790
2024-06-14,37681039447
2024-06-17,37938441476
2024-06-18,37803196342
2024-06-20,38097681715
2024-06-21,38150034670
2024-06-24,38407436699
2024-06-25,38141309178
2024-06-26,38400892580
2024-06-27,38036603267
2024-06-28,38523049475
2024-07-01,38981137833
2024-07-02,39738074309
2024-07-03,39672633115
2024-07-05,39868956697
2024-07-08,39495941891
2024-07-09,38917878012
2024-07-10,39727167443
2024-07-11,40739324575
2024-07-12,41494079678
2024-07-15,42591310363
2024-07-16,44465109881
2024-07-17,43339521346
2024-07-18,42637119198
2024-07-19,42639300572
2024-07-22,42604398602
2024-07-23,42285918125
2024-07-24,42453883856
2024-07-25,44870845284
2024-07-26,44266604927
2024-07-29,43954668569
2024-07-30,44724693284
2024-07-31,45848100446
2024-08-01,44325502001
2024-08-02,42562952512
2024-08-05,42031841940
2024-08-06,42810770340
2024-08-07,41791672350
2024-08-08,42408324000
2024-08-09,41808981870
