,ODFL
2005-01-25,825110259
2005-01-26,827625839
2005-01-27,827625839
2005-01-28,857812800
2005-01-31,877937440
2005-02-01,880453021
2005-02-02,875421860
2005-02-03,877937440
2005-02-04,885484181
2005-02-07,885484181
2005-02-08,913155561
2005-02-09,887999761
2005-02-10,890515341
2005-02-11,913155561
2005-02-14,890515341
2005-02-15,885484181
2005-02-16,885484181
2005-02-17,887999761
2005-02-18,887999761
2005-02-22,837688159
2005-02-23,832656999
2005-02-24,827625839
2005-02-25,842719320
2005-02-28,872906280
2005-03-01,895546501
2005-03-02,900577661
2005-03-03,903093241
2005-03-04,918186721
2005-03-07,938311362
2005-03-08,905608821
2005-03-09,903093241
2005-03-10,887999761
2005-03-11,898062081
2005-03-14,890515341
2005-03-15,890515341
2005-03-16,845234900
2005-03-17,867875120
2005-03-18,847750480
2005-03-21,840203740
2005-03-22,870390700
2005-03-23,812532359
2005-03-24,812532359
2005-03-28,832656999
2005-03-29,782345398
2005-03-30,734549377
2005-03-31,774798658
2005-04-01,774798658
2005-04-04,762220758
2005-04-05,825110259
2005-04-06,822594679
2005-04-07,794923298
2005-04-08,729518217
2005-04-11,752158437
2005-04-12,769767498
2005-04-13,729518217
2005-04-14,701846836
2005-04-15,686753356
2005-04-18,684237776
2005-04-19,727002637
2005-04-20,709393576
2005-04-21,727002637
2005-04-22,686753356
2005-04-25,719455897
2005-04-26,689268936
2005-04-27,704362416
2005-04-28,671659876
2005-04-29,699331256
2005-05-02,686753356
2005-05-03,691784516
2005-05-04,699331256
2005-05-05,689268936
2005-05-06,709393576
2005-05-09,714424737
2005-05-10,706877996
2005-05-11,694300096
2005-05-12,666628715
2005-05-13,666628715
2005-05-16,691784516
2005-05-17,691784516
2005-05-18,704362416
2005-05-19,711909156
2005-05-20,747127277
2005-05-23,757189598
2005-05-24,764736338
2005-05-25,747127277
2005-05-26,764736338
2005-05-27,769767498
2005-05-31,757189598
2005-06-01,764736338
2005-06-02,782345398
2005-06-03,779829818
2005-06-06,779829818
2005-06-07,764736338
2005-06-08,706877996
2005-06-09,701846836
2005-06-10,684237776
2005-06-13,676691036
2005-06-14,661597555
2005-06-15,676691036
2005-06-16,684237776
2005-06-17,669144295
2005-06-20,674175456
2005-06-21,691784516
2005-06-22,689268936
2005-06-23,681722196
2005-06-24,666628715
2005-06-27,669144295
2005-06-28,676691036
2005-06-29,676691036
2005-06-30,666687763
2005-07-01,696877397
2005-07-05,724551229
2005-07-06,722035426
2005-07-07,724551229
2005-07-08,757256666
2005-07-11,757256666
2005-07-12,762288272
2005-07-13,759772469
2005-07-14,774867287
2005-07-15,757256666
2005-07-18,742161849
2005-07-19,727067032
2005-07-20,762288272
2005-07-21,759772469
2005-07-22,805056921
2005-07-25,807572724
2005-07-26,800025315
2005-07-27,817635936
2005-07-28,842793964
2005-07-29,822667541
2005-08-01,832730753
2005-08-02,845309767
2005-08-03,825183344
2005-08-04,825183344
2005-08-05,812604330
2005-08-08,807572724
2005-08-09,794993710
2005-08-10,794993710
2005-08-11,805056921
2005-08-12,807572724
2005-08-15,822667541
2005-08-16,797509512
2005-08-17,802541118
2005-08-18,810088527
2005-08-19,812604330
2005-08-22,815120133
2005-08-23,784930498
2005-08-24,787446301
2005-08-25,784930498
2005-08-26,774867287
2005-08-29,787446301
2005-08-30,797509512
2005-08-31,794993710
2005-09-01,805056921
2005-09-02,789962104
2005-09-06,807572724
2005-09-07,807572724
2005-09-08,800025315
2005-09-09,769835681
2005-09-12,754740864
2005-09-13,734614440
2005-09-14,762288272
2005-09-15,772351484
2005-09-16,807572724
2005-09-19,787446301
2005-09-20,782414695
2005-09-21,749709258
2005-09-22,752225061
2005-09-23,759772469
2005-09-26,817635936
2005-09-27,802541118
2005-09-28,800025315
2005-09-29,830214950
2005-09-30,833032850
2005-10-03,835549565
2005-10-04,827999419
2005-10-05,805348979
2005-10-06,795282116
2005-10-07,812899125
2005-10-10,810382410
2005-10-11,805348979
2005-10-12,787731970
2005-10-13,782698539
2005-10-14,802832263
2005-10-17,795282116
2005-10-18,785215254
2005-10-19,807865694
2005-10-20,787731970
2005-10-21,822965988
2005-10-24,845616428
2005-10-25,853166574
2005-10-26,838066281
2005-10-27,812899125
2005-10-28,845616428
2005-10-31,880850446
2005-11-01,903500886
2005-11-02,941251619
2005-11-03,921117894
2005-11-04,906017601
2005-11-07,936218188
2005-11-08,938734903
2005-11-09,938734903
2005-11-10,958868628
2005-11-11,981519068
2005-11-14,979002352
2005-11-15,973968921
2005-11-16,981519068
2005-11-17,941251619
2005-11-18,953835197
2005-11-21,971452206
2005-11-22,958868628
2005-11-23,961385343
2005-11-25,956351912
2005-11-28,936218188
2005-11-29,953835197
2005-11-30,946285050
2005-12-01,936218188
2005-12-02,936218188
2005-12-05,933701472
2005-12-06,923634610
2005-12-07,911051032
2005-12-08,895950739
2005-12-09,913567748
2005-12-12,923634610
2005-12-13,958868628
2005-12-14,958868628
2005-12-15,979002352
2005-12-16,994102646
2005-12-19,968935490
2005-12-20,958868628
2005-12-21,981519068
2005-12-22,996619361
2005-12-23,1036886810
2005-12-27,1004169508
2005-12-28,1014236370
2005-12-29,1019269801
2005-12-30,1004169508
2006-01-03,1011719655
2006-01-04,1019269801
2006-01-05,1026819948
2006-01-06,1039403526
2006-01-09,1041920241
2006-01-10,1031853379
2006-01-11,1021786517
2006-01-12,1014236370
2006-01-13,1024303232
2006-01-17,996619361
2006-01-18,994102646
2006-01-19,1016753086
2006-01-20,1009202939
2006-01-23,989069215
2006-01-24,1029336664
2006-01-25,1016753086
2006-01-26,1016753086
2006-01-27,1021786517
2006-01-30,1049470388
2006-01-31,1064570681
2006-02-01,1057020535
2006-02-02,1036886810
2006-02-03,1029336664
2006-02-06,1044436957
2006-02-07,1029336664
2006-02-08,1024303232
2006-02-09,1019269801
2006-02-10,1021786517
2006-02-13,1004169508
2006-02-14,1006686224
2006-02-15,1011719655
2006-02-16,1029336664
2006-02-17,1016753086
2006-02-21,1006686224
2006-02-22,1009202939
2006-02-23,1019269801
2006-02-24,1001652792
2006-02-27,1006686224
2006-02-28,984035783
2006-03-01,1004169508
2006-03-02,999136077
2006-03-03,1006686224
2006-03-06,996619361
2006-03-07,968935490
2006-03-08,936218188
2006-03-09,941251619
2006-03-10,953835197
2006-03-13,951318481
2006-03-14,958868628
2006-03-15,966418775
2006-03-16,973968921
2006-03-17,966418775
2006-03-20,971452206
2006-03-21,961385343
2006-03-22,946285050
2006-03-23,946285050
2006-03-24,989069215
2006-03-27,1011719655
2006-03-28,1001652792
2006-03-29,1011719655
2006-03-30,994102646
2006-03-31,1004169508
2006-04-03,994102646
2006-04-04,999136077
2006-04-05,1014236370
2006-04-06,1019269801
2006-04-07,1016753086
2006-04-10,996619361
2006-04-11,963902059
2006-04-12,968935490
2006-04-13,968935490
2006-04-17,984035783
2006-04-18,1044436957
2006-04-19,1064570681
2006-04-20,1127488570
2006-04-21,1102321415
2006-04-24,1094771268
2006-04-25,1130005286
2006-04-26,1127488570
2006-04-27,1170272735
2006-04-28,1200473322
2006-05-01,1213056899
2006-05-02,1197956606
2006-05-03,1210540184
2006-05-04,1263391211
2006-05-05,1270941357
2006-05-08,1245774202
2006-05-09,1235707339
2006-05-10,1248290917
2006-05-11,1253324348
2006-05-12,1192923175
2006-05-15,1182856313
2006-05-16,1160205873
2006-05-17,1142588864
2006-05-18,1152655726
2006-05-19,1170272735
2006-05-22,1210540184
2006-05-23,1182856313
2006-05-24,1167756019
2006-05-25,1175306166
2006-05-26,1192923175
2006-05-30,1127488570
2006-05-31,1147622295
2006-06-01,1195439891
2006-06-02,1205506753
2006-06-05,1152655726
2006-06-06,1147622295
2006-06-07,1162722588
2006-06-08,1130005286
2006-06-09,1152655726
2006-06-12,1102321415
2006-06-13,1089737837
2006-06-14,1099804699
2006-06-15,1140072148
2006-06-16,1147622295
2006-06-19,1160205873
2006-06-20,1170272735
2006-06-21,1225640477
2006-06-22,1220607046
2006-06-23,1311208806
2006-06-26,1343926109
2006-06-27,1281008220
2006-06-28,1303658660
2006-06-29,1364059833
2006-06-30,1401810566
2006-07-03,1444594731
2006-07-05,1409360713
2006-07-06,1389226989
2006-07-07,1353992971
2006-07-10,1343926109
2006-07-11,1348959540
2006-07-12,1323792384
2006-07-13,1253324348
2006-07-14,1225640477
2006-07-17,1225640477
2006-07-18,1275974788
2006-07-19,1318758953
2006-07-20,1215573615
2006-07-21,1190406459
2006-07-24,1245774202
2006-07-25,1228157193
2006-07-26,1147622295
2006-07-27,1140072148
2006-07-28,1205506753
2006-07-31,1215573615
2006-08-01,1192923175
2006-08-02,1190406459
2006-08-03,1228157193
2006-08-04,1210540184
2006-08-07,1180339597
2006-08-08,1160205873
2006-08-09,1117421708
2006-08-10,1150139010
2006-08-11,1112388277
2006-08-14,1140072148
2006-08-15,1210540184
2006-08-16,1248290917
2006-08-17,1250807633
2006-08-18,1215573615
2006-08-21,1175306166
2006-08-22,1167756019
2006-08-23,1152655726
2006-08-24,1124971855
2006-08-25,1117421708
2006-08-28,1177822882
2006-08-29,1202990037
2006-08-30,1172789450
2006-08-31,1190406459
2006-09-01,1180339597
2006-09-05,1162722588
2006-09-06,1114904993
2006-09-07,1119938424
2006-09-08,1109871561
2006-09-11,1150139010
2006-09-12,1192923175
2006-09-13,1218090331
2006-09-14,1167756019
2006-09-15,1135038717
2006-09-18,1132522002
2006-09-19,1157689157
2006-09-20,1177822882
2006-09-21,1152655726
2006-09-22,1135038717
2006-09-25,1127488570
2006-09-26,1162722588
2006-09-27,1135038717
2006-09-28,1145105579
2006-09-29,1119938424
2006-10-02,1089737837
2006-10-03,1112388277
2006-10-04,1185373028
2006-10-05,1220607046
2006-10-06,1208023468
2006-10-09,1230673908
2006-10-10,1255841064
2006-10-11,1220607046
2006-10-12,1230673908
2006-10-13,1225640477
2006-10-16,1255841064
2006-10-17,1192923175
2006-10-18,1130005286
2006-10-19,1162722588
2006-10-20,1152655726
2006-10-23,1127488570
2006-10-24,1130005286
2006-10-25,1072120828
2006-10-26,1044436957
2006-10-27,1059537250
2006-10-30,1044436957
2006-10-31,1031853379
2006-11-01,1051987104
2006-11-02,1024303232
2006-11-03,994102646
2006-11-06,1026819948
2006-11-07,1019269801
2006-11-08,1029336664
2006-11-09,1026819948
2006-11-10,1044436957
2006-11-13,1054503819
2006-11-14,1074637544
2006-11-15,1089737837
2006-11-16,1089737837
2006-11-17,1079670975
2006-11-20,1054503819
2006-11-21,1062053966
2006-11-22,1054503819
2006-11-24,1036886810
2006-11-27,1014236370
2006-11-28,1019269801
2006-11-29,973968921
2006-11-30,999136077
2006-12-01,1004169508
2006-12-04,1019269801
2006-12-05,1004169508
2006-12-06,1004169508
2006-12-07,1001652792
2006-12-08,979002352
2006-12-11,999136077
2006-12-12,951318481
2006-12-13,946285050
2006-12-14,976485637
2006-12-15,946285050
2006-12-18,928668041
2006-12-19,941251619
2006-12-20,933701472
2006-12-21,913567748
2006-12-22,913567748
2006-12-26,928668041
2006-12-27,923634610
2006-12-28,908534317
2006-12-29,898467454
2007-01-03,961385343
2007-01-04,1001652792
2007-01-05,966418775
2007-01-08,966418775
2007-01-09,968935490
2007-01-10,976485637
2007-01-11,991585930
2007-01-12,1019269801
2007-01-16,1026819948
2007-01-17,1009202939
2007-01-18,1011719655
2007-01-19,1004169508
2007-01-22,981519068
2007-01-23,986552499
2007-01-24,991585930
2007-01-25,981519068
2007-01-26,981519068
2007-01-29,999136077
2007-01-30,1039403526
2007-01-31,1036886810
2007-02-01,1202990037
2007-02-02,1182856313
2007-02-05,1160205873
2007-02-06,1192923175
2007-02-07,1197956606
2007-02-08,1177822882
2007-02-09,1167756019
2007-02-12,1155172442
2007-02-13,1175306166
2007-02-14,1225640477
2007-02-15,1225640477
2007-02-16,1208023468
2007-02-20,1233190624
2007-02-21,1248290917
2007-02-22,1235707339
2007-02-23,1243257486
2007-02-26,1208023468
2007-02-27,1162722588
2007-02-28,1160205873
2007-03-01,1147622295
2007-03-02,1119938424
2007-03-05,1084704406
2007-03-06,1084704406
2007-03-07,1077154259
2007-03-08,1089737837
2007-03-09,1094771268
2007-03-12,1097287984
2007-03-13,1054503819
2007-03-14,1069604113
2007-03-15,1077154259
2007-03-16,1051987104
2007-03-19,1031853379
2007-03-20,1072120828
2007-03-21,1087221121
2007-03-22,1084704406
2007-03-23,1109871561
2007-03-26,1102321415
2007-03-27,1089737837
2007-03-28,1072120828
2007-03-29,1067087397
2007-03-30,1074637544
2007-04-02,1077154259
2007-04-03,1092254553
2007-04-04,1059537250
2007-04-05,1077154259
2007-04-09,1079670975
2007-04-10,1077154259
2007-04-11,1049470388
2007-04-12,1084704406
2007-04-13,1074637544
2007-04-16,1109871561
2007-04-17,1124971855
2007-04-18,1119938424
2007-04-19,1140072148
2007-04-20,1187889744
2007-04-23,1192923175
2007-04-24,1205506753
2007-04-25,1238224055
2007-04-26,1162722588
2007-04-27,1140072148
2007-04-30,1102321415
2007-05-01,1069604113
2007-05-02,1104838130
2007-05-03,1127488570
2007-05-04,1130005286
2007-05-07,1119938424
2007-05-08,1140072148
2007-05-09,1135038717
2007-05-10,1107354846
2007-05-11,1114904993
2007-05-14,1092254553
2007-05-15,1102321415
2007-05-16,1130005286
2007-05-17,1130005286
2007-05-18,1155172442
2007-05-21,1165239304
2007-05-22,1172789450
2007-05-23,1172789450
2007-05-24,1140072148
2007-05-25,1132522002
2007-05-29,1130005286
2007-05-30,1160205873
2007-05-31,1165239304
2007-06-01,1165239304
2007-06-04,1155172442
2007-06-05,1150139010
2007-06-06,1127488570
2007-06-07,1089737837
2007-06-08,1117421708
2007-06-11,1112388277
2007-06-12,1092254553
2007-06-13,1109871561
2007-06-14,1135038717
2007-06-15,1155172442
2007-06-18,1122455139
2007-06-19,1119938424
2007-06-20,1104838130
2007-06-21,1119938424
2007-06-22,1104838130
2007-06-25,1127488570
2007-06-26,1114904993
2007-06-27,1155172442
2007-06-28,1132522002
2007-06-29,1124971855
2007-07-02,1147622295
2007-07-03,1157689157
2007-07-05,1150139010
2007-07-06,1162722588
2007-07-09,1165239304
2007-07-10,1132522002
2007-07-11,1155172442
2007-07-12,1175306166
2007-07-13,1175306166
2007-07-16,1187889744
2007-07-17,1177822882
2007-07-18,1172789450
2007-07-19,1175306166
2007-07-20,1142588864
2007-07-23,1067087397
2007-07-24,1011719655
2007-07-25,1024303232
2007-07-26,1046953672
2007-07-27,1059537250
2007-07-30,1074637544
2007-07-31,1077154259
2007-08-01,1082187690
2007-08-02,1097287984
2007-08-03,1049470388
2007-08-06,1079670975
2007-08-07,1087221121
2007-08-08,1130005286
2007-08-09,1102321415
2007-08-10,1102321415
2007-08-13,1062053966
2007-08-14,1019269801
2007-08-15,999136077
2007-08-16,1031853379
2007-08-17,1067087397
2007-08-20,1092254553
2007-08-21,1074637544
2007-08-22,1094771268
2007-08-23,1064570681
2007-08-24,1079670975
2007-08-27,1062053966
2007-08-28,1044436957
2007-08-29,1072120828
2007-08-30,1051987104
2007-08-31,1074637544
2007-09-04,1067087397
2007-09-05,1034370095
2007-09-06,1031853379
2007-09-07,1009202939
2007-09-10,973968921
2007-09-11,984035783
2007-09-12,958868628
2007-09-13,958868628
2007-09-14,984035783
2007-09-17,1006686224
2007-09-18,1021786517
2007-09-19,994102646
2007-09-20,931184757
2007-09-21,926151326
2007-09-24,921117894
2007-09-25,908534317
2007-09-26,911051032
2007-09-27,903500886
2007-09-28,893434023
2007-10-01,918601179
2007-10-02,923634610
2007-10-03,911051032
2007-10-04,908534317
2007-10-05,941251619
2007-10-08,928668041
2007-10-09,916084463
2007-10-10,913567748
2007-10-11,900984170
2007-10-12,903500886
2007-10-15,890917308
2007-10-16,898467454
2007-10-17,880850446
2007-10-18,838066281
2007-10-19,830516134
2007-10-22,858200005
2007-10-23,868266868
2007-10-24,848133143
2007-10-25,815415841
2007-10-26,843099712
2007-10-29,827999419
2007-10-30,825482703
2007-10-31,843099712
2007-11-01,822965988
2007-11-02,845616428
2007-11-05,838066281
2007-11-06,845616428
2007-11-07,830516134
2007-11-08,880850446
2007-11-09,858200005
2007-11-12,875817014
2007-11-13,936218188
2007-11-14,918601179
2007-11-15,893434023
2007-11-16,838066281
2007-11-19,807865694
2007-11-20,802832263
2007-11-21,802832263
2007-11-23,802832263
2007-11-26,775148392
2007-11-27,772631676
2007-11-28,822965988
2007-11-29,802832263
2007-11-30,840582997
2007-12-03,853166574
2007-12-04,820449272
2007-12-05,840582997
2007-12-06,906017601
2007-12-07,931184757
2007-12-10,943768335
2007-12-11,900984170
2007-12-12,890917308
2007-12-13,918601179
2007-12-14,875817014
2007-12-17,885883877
2007-12-18,883367161
2007-12-19,858200005
2007-12-20,870783583
2007-12-21,890917308
2007-12-24,906017601
2007-12-26,898467454
2007-12-27,875817014
2007-12-28,883367161
2007-12-31,860716721
2008-01-02,827999419
2008-01-03,810382410
2008-01-04,812899125
2008-01-07,817932557
2008-01-08,777665108
2008-01-09,795282116
2008-01-10,822965988
2008-01-11,777665108
2008-01-14,825482703
2008-01-15,807865694
2008-01-16,843099712
2008-01-17,833032850
2008-01-18,802832263
2008-01-22,815415841
2008-01-23,926151326
2008-01-24,928668041
2008-01-25,956351912
2008-01-28,958868628
2008-01-29,989069215
2008-01-30,996619361
2008-01-31,1087221121
2008-02-01,1094771268
2008-02-04,1099804699
2008-02-05,1074637544
2008-02-06,1087221121
2008-02-07,1124971855
2008-02-08,1140072148
2008-02-11,1104838130
2008-02-12,1117421708
2008-02-13,1160205873
2008-02-14,1135038717
2008-02-15,1107354846
2008-02-19,1084704406
2008-02-20,1112388277
2008-02-21,1109871561
2008-02-22,1082187690
2008-02-25,1089737837
2008-02-26,1104838130
2008-02-27,1084704406
2008-02-28,1057020535
2008-02-29,1016753086
2008-03-03,1041920241
2008-03-04,1092254553
2008-03-05,1089737837
2008-03-06,1051987104
2008-03-07,1057020535
2008-03-10,1051987104
2008-03-11,1142588864
2008-03-12,1107354846
2008-03-13,1157689157
2008-03-14,1137555433
2008-03-17,1119938424
2008-03-18,1155172442
2008-03-19,1062053966
2008-03-20,1119938424
2008-03-24,1213056899
2008-03-25,1228157193
2008-03-26,1187889744
2008-03-27,1190406459
2008-03-28,1192923175
2008-03-31,1187889744
2008-04-01,1250807633
2008-04-02,1235707339
2008-04-03,1225640477
2008-04-04,1170272735
2008-04-07,1192923175
2008-04-08,1162722588
2008-04-09,1130005286
2008-04-10,1155172442
2008-04-11,1140072148
2008-04-14,1137555433
2008-04-15,1152655726
2008-04-16,1202990037
2008-04-17,1099804699
2008-04-18,1157689157
2008-04-21,1132522002
2008-04-22,1102321415
2008-04-23,1072120828
2008-04-24,1097287984
2008-04-25,1107354846
2008-04-28,1132522002
2008-04-29,1137555433
2008-04-30,1145105579
2008-05-01,1195439891
2008-05-02,1187889744
2008-05-05,1180339597
2008-05-06,1187889744
2008-05-07,1142588864
2008-05-08,1145105579
2008-05-09,1122455139
2008-05-12,1147622295
2008-05-13,1165239304
2008-05-14,1177822882
2008-05-15,1195439891
2008-05-16,1170272735
2008-05-19,1157689157
2008-05-20,1109871561
2008-05-21,1041920241
2008-05-22,1084704406
2008-05-23,1046953672
2008-05-27,1059537250
2008-05-28,1049470388
2008-05-29,1069604113
2008-05-30,1124971855
2008-06-02,1104838130
2008-06-03,1097287984
2008-06-04,1135038717
2008-06-05,1177822882
2008-06-06,1087221121
2008-06-09,1097287984
2008-06-10,1077154259
2008-06-11,1034370095
2008-06-12,1024303232
2008-06-13,1079670975
2008-06-16,1084704406
2008-06-17,1094771268
2008-06-18,1117421708
2008-06-19,1167756019
2008-06-20,1157689157
2008-06-23,1127488570
2008-06-24,1089737837
2008-06-25,1122455139
2008-06-26,1092254553
2008-06-27,1104838130
2008-06-30,1119948187
2008-07-01,1114914712
2008-07-02,1077163650
2008-07-03,1062063224
2008-07-07,1039412587
2008-07-08,1114914712
2008-07-09,1102331025
2008-07-10,1109881237
2008-07-11,1067096700
2008-07-14,1062063224
2008-07-15,1054513012
2008-07-16,1306186762
2008-07-17,1351488037
2008-07-18,1401822787
2008-07-21,1341421087
2008-07-22,1419439950
2008-07-23,1316253712
2008-07-24,1298636550
2008-07-25,1328837400
2008-07-28,1306186762
2008-07-29,1379172150
2008-07-30,1369105200
2008-07-31,1369105200
2008-08-01,1328837400
2008-08-04,1326320662
2008-08-05,1386722362
2008-08-06,1376655412
2008-08-07,1348971300
2008-08-08,1426990162
2008-08-11,1442090587
2008-08-12,1366588462
2008-08-13,1356521512
2008-08-14,1386722362
2008-08-15,1409373000
2008-08-18,1341421087
2008-08-19,1286052862
2008-08-20,1270952437
2008-08-21,1243268325
2008-08-22,1286052862
2008-08-25,1228167900
2008-08-26,1200483787
2008-08-27,1205517262
2008-08-28,1260885487
2008-08-29,1240751587
2008-09-02,1303670025
2008-09-03,1263402225
2008-09-04,1200483787
2008-09-05,1180349887
2008-09-08,1185383362
2008-09-09,1150149037
2008-09-10,1200483787
2008-09-11,1250818537
2008-09-12,1263402225
2008-09-15,1303670025
2008-09-16,1275985912
2008-09-17,1275985912
2008-09-18,1379172150
2008-09-19,1275985912
2008-09-22,1195450312
2008-09-23,1145115562
2008-09-24,1114914712
2008-09-25,1109881237
2008-09-26,1077163650
2008-09-29,1004178262
2008-09-30,1057020535
2008-10-01,1051987104
2008-10-02,895950739
2008-10-03,870783583
2008-10-06,898467454
2008-10-07,880850446
2008-10-08,908534317
2008-10-09,822965988
2008-10-10,903500886
2008-10-13,979002352
2008-10-14,958868628
2008-10-15,863233437
2008-10-16,951318481
2008-10-17,968935490
2008-10-20,1009202939
2008-10-21,951318481
2008-10-22,900984170
2008-10-23,895950739
2008-10-24,855683290
2008-10-27,936218188
2008-10-28,999136077
2008-10-29,1009202939
2008-10-30,1044436957
2008-10-31,1130005286
2008-11-03,1114904993
2008-11-04,1097287984
2008-11-05,986552499
2008-11-06,936218188
2008-11-07,956351912
2008-11-10,968935490
2008-11-11,938734903
2008-11-12,878333730
2008-11-13,943768335
2008-11-14,890917308
2008-11-17,858200005
2008-11-18,802832263
2008-11-19,727330796
2008-11-20,709713787
2008-11-21,800315548
2008-11-24,853166574
2008-11-25,838066281
2008-11-26,895950739
2008-11-28,888400592
2008-12-01,827999419
2008-12-02,858200005
2008-12-03,878333730
2008-12-04,835549565
2008-12-05,873300299
2008-12-08,941251619
2008-12-09,858200005
2008-12-10,883367161
2008-12-11,767598245
2008-12-12,772631676
2008-12-15,780181823
2008-12-16,860716721
2008-12-17,933701472
2008-12-18,906017601
2008-12-19,941251619
2008-12-22,928668041
2008-12-23,890917308
2008-12-24,911051032
2008-12-26,928668041
2008-12-29,926151326
2008-12-30,1006686224
2008-12-31,1062053966
2009-01-02,1089737837
2009-01-05,1009202939
2009-01-06,1036886810
2009-01-07,1009202939
2009-01-08,976485637
2009-01-09,923634610
2009-01-12,873300299
2009-01-13,868266868
2009-01-14,820449272
2009-01-15,863233437
2009-01-16,840582997
2009-01-20,790248685
2009-01-21,843099712
2009-01-22,833032850
2009-01-23,812899125
2009-01-26,800315548
2009-01-27,807865694
2009-01-28,878333730
2009-01-29,989069215
2009-01-30,936218188
2009-02-02,948801766
2009-02-03,994102646
2009-02-04,968935490
2009-02-05,989069215
2009-02-06,1026819948
2009-02-09,981519068
2009-02-10,951318481
2009-02-11,951318481
2009-02-12,968935490
2009-02-13,961385343
2009-02-17,913567748
2009-02-18,913567748
2009-02-19,913567748
2009-02-20,898467454
2009-02-23,865750152
2009-02-24,906017601
2009-02-25,843099712
2009-02-26,812899125
2009-02-27,812899125
2009-03-02,755014668
2009-03-03,744947805
2009-03-04,767598245
2009-03-05,749981236
2009-03-06,712230503
2009-03-09,709713787
2009-03-10,749981236
2009-03-11,805348979
2009-03-12,855683290
2009-03-13,838066281
2009-03-16,855683290
2009-03-17,895950739
2009-03-18,900984170
2009-03-19,878333730
2009-03-20,822965988
2009-03-23,916084463
2009-03-24,878333730
2009-03-25,893434023
2009-03-26,966418775
2009-03-27,916084463
2009-03-30,863233437
2009-03-31,875824650
2009-04-01,908542237
2009-04-02,961393725
2009-04-03,968943937
2009-04-06,936226350
2009-04-07,903508762
2009-04-08,963910462
2009-04-09,1031862374
2009-04-13,1019278687
2009-04-14,1011728474
2009-04-15,1024312162
2009-04-16,1069613437
2009-04-17,1079680387
2009-04-20,984044362
2009-04-21,1009211737
2009-04-22,1039412587
2009-04-23,1021795424
2009-04-24,1054513012
2009-04-27,1011728474
2009-04-28,1006695000
2009-04-29,1051996274
2009-04-30,1049479537
2009-05-01,1051996274
2009-05-04,1089747337
2009-05-05,1067096700
2009-05-06,1099814287
2009-05-07,1082197125
2009-05-08,1079680387
2009-05-11,1029345637
2009-05-12,1009211737
2009-05-13,968943937
2009-05-14,1016761950
2009-05-15,1099814287
2009-05-18,1082197125
2009-05-19,1104847762
2009-05-20,1039412587
2009-05-21,994111312
2009-05-22,986561100
2009-05-26,1057029750
2009-05-27,1054513012
2009-05-28,1054513012
2009-05-29,1097297550
2009-06-01,1140082087
2009-06-02,1130015137
2009-06-03,1122464925
2009-06-04,1124981662
2009-06-05,1127498400
2009-06-08,1135048612
2009-06-09,1167766200
2009-06-10,1160215987
2009-06-11,1182866625
2009-06-12,1157699250
2009-06-15,1152665775
2009-06-16,1127498400
2009-06-17,1137565350
2009-06-18,1190416837
2009-06-19,1240751587
2009-06-22,1180349887
2009-06-23,1175316412
2009-06-24,1187900100
2009-06-25,1230684637
2009-06-26,1243268325
2009-06-29,1250818537
2009-06-30,1250818537
2009-07-01,1278502650
2009-07-02,1265918962
2009-07-06,1286052862
2009-07-07,1298636550
2009-07-08,1311220237
2009-07-09,1250818537
2009-07-10,1265918962
2009-07-13,1268435700
2009-07-14,1203000525
2009-07-15,1203000525
2009-07-16,1208034000
2009-07-17,1215584212
2009-07-20,1248301800
2009-07-21,1238234850
2009-07-22,1255852012
2009-07-23,1258368750
2009-07-24,1220617687
2009-07-27,1228167900
2009-07-28,1203000525
2009-07-29,1195450312
2009-07-30,1225651162
2009-07-31,1328837400
2009-08-03,1371621937
2009-08-04,1376655412
2009-08-05,1341421087
2009-08-06,1313736975
2009-08-07,1369105200
2009-08-10,1351488037
2009-08-11,1379172150
2009-08-12,1421956687
2009-08-13,1389239100
2009-08-14,1351488037
2009-08-17,1313736975
2009-08-18,1354004775
2009-08-19,1356521512
2009-08-20,1343937825
2009-08-21,1369105200
2009-08-24,1381688887
2009-08-25,1416923212
2009-08-26,1404339525
2009-08-27,1389239100
2009-08-28,1366588462
2009-08-31,1333870875
2009-09-01,1326320662
2009-09-02,1321287187
2009-09-03,1356521512
2009-09-04,1374138675
2009-09-08,1346454562
2009-09-09,1328837400
2009-09-10,1311220237
2009-09-11,1328837400
2009-09-14,1323803925
2009-09-15,1308703500
2009-09-16,1265918962
2009-09-17,1278502650
2009-09-18,1253335275
2009-09-21,1238234850
2009-09-22,1250818537
2009-09-23,1197967050
2009-09-24,1140082087
2009-09-25,1132531875
2009-09-28,1135048612
2009-09-29,1124981662
2009-09-30,1135038726
2009-10-01,1099804708
2009-10-02,1107354855
2009-10-05,1119938433
2009-10-06,1124971864
2009-10-07,1137555442
2009-10-08,1117421717
2009-10-09,1112388286
2009-10-12,1119938433
2009-10-13,1117421717
2009-10-14,1135038726
2009-10-15,1114905001
2009-10-16,1122455148
2009-10-19,1109871570
2009-10-20,1099804708
2009-10-21,1082187699
2009-10-22,1057020543
2009-10-23,1016753094
2009-10-26,1006686232
2009-10-27,1001652800
2009-10-28,984035791
2009-10-29,1006686232
2009-10-30,968935498
2009-11-02,931184764
2009-11-03,953835204
2009-11-04,906017608
2009-11-05,908534324
2009-11-06,921117902
2009-11-09,961385351
2009-11-10,979002360
