,WDC
2023-05-10,10554480000
2023-05-11,10448550000
2023-05-12,10602630000
2023-05-15,11796750000
2023-05-16,11751810000
2023-05-17,11870579999
2023-05-18,12435540000
2023-05-19,12300720000
2023-05-22,12316770000
2023-05-23,12133800000
2023-05-24,11950829999
2023-05-25,12149850000
2023-05-26,12746910000
2023-05-30,12823950000
2023-05-31,12432329999
2023-06-01,12509370000
2023-06-02,12917040000
2023-06-05,12519000000
2023-06-06,12673079999
2023-06-07,12846420000
2023-06-08,12872100000
2023-06-09,12769380000
2023-06-12,12939510000
2023-06-13,13026180000
2023-06-14,12987660000
2023-06-15,13186680000
2023-06-16,12990870000
2023-06-20,12557520000
2023-06-21,12332820000
2023-06-22,12310350000
2023-06-23,12153060000
2023-06-26,12056760000
2023-06-27,12265410000
2023-06-28,12149850000
2023-06-29,12069600000
2023-06-30,12251390000
2023-07-03,12438730000
2023-07-05,12164179999
2023-07-06,12067280000
2023-07-07,12167410000
2023-07-10,12232010000
2023-07-11,12390280000
2023-07-12,12409660000
2023-07-13,12713280000
2023-07-14,12810179999
2023-07-17,12642220000
2023-07-18,12422580000
2023-07-19,12574390000
2023-07-20,12364440000
2023-07-21,12370900000
2023-07-24,12571160000
2023-07-25,12480720000
2023-07-26,12558240000
2023-07-27,13462640000
2023-07-28,13575690000
2023-07-31,13746880000
2023-08-01,13847010000
2023-08-02,13701660000
2023-08-03,13972980000
2023-08-04,14034350000
2023-08-07,14050500000
2023-08-08,13940679999
2023-08-09,13753340000
2023-08-10,13614450000
2023-08-11,13527240000
2023-08-14,13759800000
2023-08-15,13259150000
2023-08-16,13055660000
2023-08-17,13013670000
2023-08-18,12836020000
2023-08-21,13049200000
2023-08-22,13055660000
2023-08-23,13259150000
2023-08-24,12878010000
2023-08-25,12755270000
2023-08-28,13375429999
2023-08-29,13420650000
2023-08-30,13733960000
2023-08-31,14535000000
2023-09-01,14845080000
2023-09-05,14790170000
2023-09-06,14677120000
2023-09-07,14027890000
2023-09-08,14040810000
2023-09-11,13856700000
2023-09-12,13662900000
2023-09-13,13960060000
2023-09-14,14111870000
2023-09-15,14082800000
2023-09-18,14098950000
2023-09-19,14186160000
2023-09-20,14744950000
2023-09-21,14354120000
2023-09-22,14580220000
2023-09-25,14412260000
2023-09-26,14299210000
2023-09-27,14392880000
2023-09-28,14793400000
2023-09-29,14829750000
2023-10-02,14777750000
2023-10-03,14566500000
2023-10-04,14719250000
2023-10-05,14985750000
2023-10-06,15080000000
2023-10-09,14755000000
2023-10-10,14738750000
2023-10-11,15076750000
2023-10-12,14826500000
2023-10-13,14852500000
2023-10-16,14868750000
2023-10-17,14345500000
2023-10-18,14446250000
2023-10-19,13994500000
2023-10-20,13929500000
2023-10-23,13588250000
2023-10-24,13962000000
2023-10-25,13708500000
2023-10-26,12434500000
2023-10-27,12665250000
2023-10-30,13585000000
2023-10-31,13048750000
2023-11-01,13565500000
2023-11-02,13701999999
2023-11-03,13978250000
2023-11-06,14030250000
2023-11-07,14004250000
2023-11-08,14057875000
2023-11-09,14358500000
2023-11-10,14625000000
2023-11-13,14683500000
2023-11-14,14907750000
2023-11-15,14959750000
2023-11-16,14953250000
2023-11-17,15151500000
2023-11-20,15388750000
2023-11-21,15028000000
2023-11-22,15245749999
2023-11-24,15145000000
2023-11-27,15343250000
2023-11-28,15239250000
2023-11-29,15379000000
2023-11-30,15700750000
2023-12-01,15726750000
2023-12-04,15427750000
2023-12-05,15200250000
2023-12-06,15216500000
2023-12-07,15375750000
2023-12-08,15554500000
2023-12-11,16003000000
2023-12-12,16126500000
2023-12-13,16389750000
2023-12-14,16623750000
2023-12-15,16471000000
2023-12-18,16419000000
2023-12-19,16555500000
2023-12-20,16058249999
2023-12-21,17023500000
2023-12-22,17114499999
2023-12-26,17147000000
2023-12-27,17036500000
2023-12-28,17202250000
2023-12-29,17072620000
2024-01-02,16580360000
2024-01-03,16410840000
2024-01-04,16306520000
2024-01-05,16316300000
2024-01-08,16361940000
2024-01-09,16114180000
2024-01-10,16466260000
2024-01-11,16495600000
2024-01-12,16303260000
2024-01-16,17026979999
2024-01-17,17056320000
2024-01-18,17457300000
2024-01-19,17855020000
2024-01-22,18582000000
2024-01-23,18819980000
2024-01-24,18917780000
2024-01-25,19667580000
2024-01-26,18982980000
2024-01-29,19478500000
2024-01-30,18947120000
2024-01-31,18663500000
2024-02-01,18712400000
2024-02-02,18960160000
2024-02-05,19061220000
2024-02-06,19054700000
2024-02-07,18888440000
2024-02-08,18621120000
2024-02-09,18523320000
2024-02-12,18686320000
2024-02-13,18040840000
2024-02-14,18282080000
2024-02-15,18259260000
2024-02-16,17604000000
2024-02-20,17646380000
2024-02-21,17405140000
2024-02-22,18158200000
2024-02-23,18275560000
2024-02-26,18608080000
2024-02-27,18738480000
2024-02-28,18731960000
2024-02-29,19387220000
2024-03-01,20961800000
2024-03-04,20968319999
2024-03-05,20697740000
2024-03-06,21092200000
2024-03-07,20955280000
2024-03-08,20538000000
2024-03-11,20228300000
2024-03-12,20528220000
2024-03-13,20368480000
2024-03-14,19820800000
2024-03-15,19491540000
2024-03-18,19335060000
2024-03-19,19498060000
2024-03-20,19794720000
2024-03-21,20779240000
2024-03-22,20844440000
2024-03-25,21183480000
2024-03-26,22216900000
2024-03-27,22050640000
2024-03-28,22246240000
2024-04-01,23097100000
2024-04-02,22438580000
2024-04-03,23348120000
2024-04-04,22996040000
2024-04-05,23833860000
2024-04-08,23781700000
2024-04-09,23683900000
2024-04-10,23553500000
2024-04-11,24091400000
2024-04-12,23491560000
2024-04-15,22960180000
2024-04-16,23165560000
2024-04-17,22875420000
2024-04-18,22272319999
2024-04-19,21532300000
2024-04-22,21858300000
2024-04-23,22793920000
2024-04-24,22673300000
2024-04-25,22637440000
2024-04-26,23263360000
2024-04-29,22774360000
2024-04-30,23090580000
2024-05-01,22986260000
2024-05-02,22728720000
2024-05-03,23129700000
2024-05-06,23667600000
2024-05-07,23305740000
2024-05-08,23485040000
2024-05-09,23501340000
2024-05-10,23341600000
2024-05-13,23136220000
2024-05-14,23974040000
2024-05-15,24674940000
2024-05-16,24156600000
2024-05-17,23504600000
2024-05-20,23814300000
2024-05-21,24127260000
2024-05-22,23974040000
2024-05-23,24176160000
2024-05-24,24388060000
2024-05-28,24821640000
2024-05-29,25242180000
2024-05-30,24616260000
2024-05-31,24544540000
2024-06-03,24443480000
2024-06-04,24104440000
2024-06-05,25069400000
2024-06-06,24531500000
2024-06-07,24443480000
2024-06-10,25134600000
2024-06-11,24945520000
2024-06-12,25815940000
2024-06-13,25943080000
2024-06-14,25467120000
2024-06-17,26034360000
2024-06-18,26154980000
2024-06-20,24870540000
2024-06-21,24701020000
2024-06-24,24580400000
2024-06-25,25056360000
2024-06-26,24603220000
2024-06-27,24978120000
2024-06-28,24701020000
2024-07-01,24899880000
2024-07-02,25444300000
2024-07-03,25359540000
2024-07-05,25157420000
2024-07-08,25591000000
2024-07-09,25568180000
2024-07-10,26158240000
2024-07-11,25375840000
2024-07-12,25679020000
2024-07-15,25695319999
2024-07-16,25121560000
2024-07-17,23403540000
2024-07-18,22898240000
2024-07-19,22761319999
2024-07-22,23817560000
2024-07-23,23784959999
2024-07-24,23475260000
2024-07-25,21675740000
2024-07-26,22252760000
2024-07-29,22121190000
2024-07-30,21038940000
2024-07-31,22327650000
2024-08-01,20156490000
2024-08-02,19057590000
2024-08-05,18977670000
2024-08-06,19107540000
2024-08-07,18731250000
2024-08-08,19640340000
2024-08-09,19873440000
