,WDC
2004-10-28,1687973000
2004-10-29,1708483000
2004-11-01,1737197000
2004-11-02,1757707000
2004-11-03,1763860000
2004-11-04,1782319000
2004-11-05,1794625000
2004-11-08,1802828999
2004-11-09,1823339000
2004-11-10,1815135000
2004-11-11,1839747000
2004-11-12,1843849000
2004-11-15,1897175000
2004-11-16,1888971000
2004-11-17,1925889000
2004-11-18,1888971000
2004-11-19,1850002000
2004-11-22,1903327999
2004-11-23,1891022000
2004-11-24,1948450000
2004-11-26,1962807000
2004-11-29,1925889000
2004-11-30,2003827000
2004-12-01,2128938000
2004-12-02,2176111000
2004-12-03,2188417000
2004-12-06,2223284000
2004-12-07,2128938000
2004-12-08,2133040000
2004-12-09,2104326000
2004-12-10,2106377000
2004-12-13,2092019999
2004-12-14,2114581000
2004-12-15,2163805000
2004-12-16,2161754000
2004-12-17,2153550000
2004-12-20,2102275000
2004-12-21,2120734000
2004-12-22,2172009000
2004-12-23,2151499000
2004-12-27,2165856000
2004-12-28,2174060000
2004-12-29,2188417000
2004-12-30,2198672000
2004-12-31,2263392000
2005-01-03,2242512000
2005-01-04,2186136000
2005-01-05,2136024000
2005-01-06,2117232000
2005-01-07,2108880000
2005-01-10,2113055999
2005-01-11,2077559999
2005-01-12,2075472000
2005-01-13,2110968000
2005-01-14,2181960000
2005-01-18,2286360000
2005-01-19,2190312000
2005-01-20,2131848000
2005-01-21,2152728000
2005-01-24,2108880000
2005-01-25,2154816000
2005-01-26,2117232000
2005-01-27,2196576000
2005-01-28,2188224000
2005-01-31,2248776000
2005-02-01,2363616000
2005-02-02,2419992000
2005-02-03,2405376000
2005-02-04,2417904000
2005-02-07,2369880000
2005-02-08,2359440000
2005-02-09,2344824000
2005-02-10,2330208000
2005-02-11,2338560000
2005-02-14,2340648000
2005-02-15,2346912000
2005-02-16,2361528000
2005-02-17,2353176000
2005-02-18,2353176000
2005-02-22,2305152000
2005-02-23,2267568000
2005-02-24,2292624000
2005-02-25,2380320000
2005-02-28,2351088000
2005-03-01,2394936000
2005-03-02,2470104000
2005-03-03,2488896000
2005-03-04,2503512000
2005-03-07,2501424000
2005-03-08,2482632000
2005-03-09,2490984000
2005-03-10,2490984000
2005-03-11,2468016000
2005-03-14,2465928000
2005-03-15,2449224000
2005-03-16,2417904000
2005-03-17,2413728000
2005-03-18,2419992000
2005-03-21,2516040000
2005-03-22,2486808000
2005-03-23,2528568000
2005-03-24,2513952000
2005-03-28,2386584000
2005-03-29,2284272000
2005-03-30,2332296000
2005-03-31,2662200000
2005-04-01,2746410000
2005-04-04,2767700000
2005-04-05,2744281000
2005-04-06,2771958000
2005-04-07,2863505000
2005-04-08,2933762000
2005-04-11,2959310000
2005-04-12,2889053000
2005-04-13,2823054000
2005-04-14,2697443000
2005-04-15,2552671000
2005-04-18,2608025000
2005-04-19,2699572000
2005-04-20,2646347000
2005-04-21,2746410000
2005-04-22,2597380000
2005-04-25,2695314000
2005-04-26,2665508000
2005-04-27,2712346000
2005-04-28,2701701000
2005-04-29,2701701000
2005-05-02,2729378000
2005-05-03,2761313000
2005-05-04,2793248000
2005-05-05,2729378000
2005-05-06,2814538000
2005-05-09,2861376000
2005-05-10,2814538000
2005-05-11,2825183000
2005-05-12,2831570000
2005-05-13,2908214000
2005-05-16,2978471000
2005-05-17,3033825000
2005-05-18,3104082000
2005-05-19,3055115000
2005-05-20,3031696000
2005-05-23,3074276000
2005-05-24,3101953000
2005-05-25,3106211000
2005-05-26,3150920000
2005-05-27,3180726000
2005-05-31,3195629000
2005-06-01,3202016000
2005-06-02,3204145000
2005-06-03,3146662000
2005-06-06,3182855000
2005-06-07,3395755000
2005-06-08,3278660000
2005-06-09,3293563000
2005-06-10,3331885000
2005-06-13,3331885000
2005-06-14,3046599000
2005-06-15,3078534000
2005-06-16,3065760000
2005-06-17,2844344000
2005-06-20,2923117000
2005-06-21,2965697000
2005-06-22,3006148000
2005-06-23,2946536000
2005-06-24,2820925000
2005-06-27,2810280000
2005-06-28,2820925000
2005-06-29,2886924000
2005-06-30,2857118000
2005-07-01,2930880000
2005-07-05,2920230000
2005-07-06,2969220000
2005-07-07,2960700000
2005-07-08,3039510000
2005-07-11,3101280000
2005-07-12,3099150000
2005-07-13,3109800000
2005-07-14,3088500000
2005-07-15,3041640000
2005-07-18,3026730000
2005-07-19,3131100000
2005-07-20,3092760000
2005-07-21,2986260000
2005-07-22,3011820000
2005-07-25,3001170000
2005-07-26,3124710000
2005-07-27,3090630000
2005-07-28,3192870000
2005-07-29,3192870000
2005-08-01,3203520000
2005-08-02,3212040000
2005-08-03,3190740000
2005-08-04,3190740000
2005-08-05,3173700000
2005-08-08,3122580000
2005-08-09,3097020000
2005-08-10,3109800000
2005-08-11,3171570000
2005-08-12,3109800000
2005-08-15,3120450000
2005-08-16,3037380000
2005-08-17,3071460000
2005-08-18,2999040000
2005-08-19,3011820000
2005-08-22,3030990000
2005-08-23,3065070000
2005-08-24,3052290000
2005-08-25,3035250000
2005-08-26,2928750000
2005-08-29,2960700000
2005-08-30,2886150000
2005-08-31,2950050000
2005-09-01,2894670000
2005-09-02,2894670000
2005-09-06,2888280000
2005-09-07,3062940000
2005-09-08,2943660000
2005-09-09,2915970000
2005-09-12,2928750000
2005-09-13,2990520000
2005-09-14,2881890000
2005-09-15,2798820000
2005-09-16,2775390000
2005-09-19,2745570000
2005-09-20,2747700000
2005-09-21,2769000000
2005-09-22,2720010000
2005-09-23,2690190000
2005-09-26,2713620000
2005-09-27,2634810000
2005-09-28,2617770000
2005-09-29,2694450000
2005-09-30,2754090000
2005-10-03,2745570000
2005-10-04,2726400000
2005-10-05,2673150000
2005-10-06,2622030000
2005-10-07,2596470000
2005-10-10,2592210000
2005-10-11,2624160000
2005-10-12,2502750000
2005-10-13,2534700000
2005-10-14,2547480000
2005-10-17,2521920000
2005-10-18,2532570000
2005-10-19,2496360000
2005-10-20,2475060000
2005-10-21,2417550000
2005-10-24,2464410000
2005-10-25,2496360000
2005-10-26,2515530000
2005-10-27,2417550000
2005-10-28,2517660000
2005-10-31,2577300000
2005-11-01,2519790000
2005-11-02,2585820000
2005-11-03,2694450000
2005-11-04,2754090000
2005-11-07,2664630000
2005-11-08,2634810000
2005-11-09,2645460000
2005-11-10,2600730000
2005-11-11,2649720000
2005-11-14,2607120000
2005-11-15,2581560000
2005-11-16,2700840000
2005-11-17,2930880000
2005-11-18,2954310000
2005-11-21,2886150000
2005-11-22,3163050000
2005-11-23,3152400000
2005-11-25,3141750000
2005-11-28,3088500000
2005-11-29,3150270000
2005-11-30,3177960000
2005-12-01,3188610000
2005-12-02,3192870000
2005-12-05,3188610000
2005-12-06,3186480000
2005-12-07,3182220000
2005-12-08,3222690000
2005-12-09,3252510000
2005-12-12,3261030000
2005-12-13,3261030000
2005-12-14,3248250000
2005-12-15,3186480000
2005-12-16,3261030000
2005-12-19,3222690000
2005-12-20,3314280000
2005-12-21,3929850000
2005-12-22,4032090000
2005-12-23,4015050000
2005-12-27,3897900000
2005-12-28,3914940000
2005-12-29,3927720000
2005-12-30,4038370000
2006-01-03,4127340000
2006-01-04,4266220000
2006-01-05,4224989999
2006-01-06,4318300000
2006-01-09,4587380000
2006-01-10,4628610000
2006-01-11,4715410000
2006-01-12,4682860000
2006-01-13,4676350000
2006-01-17,4580870000
2006-01-18,4476710000
2006-01-19,4708900000
2006-01-20,4478880000
2006-01-23,4541810000
2006-01-24,4520110000
2006-01-25,4474540000
2006-01-26,4658990000
2006-01-27,4717580000
2006-01-30,4771830000
2006-01-31,4743620000
2006-02-01,4713240000
2006-02-02,4810890000
2006-02-03,4928070000
2006-02-06,4964960000
2006-02-07,4767490000
2006-02-08,4956280000
2006-02-09,5010530000
2006-02-10,5006190000
2006-02-13,5099500000
2006-02-14,5160260000
2006-02-15,5208000000
2006-02-16,5201490000
2006-02-17,5247060000
2006-02-21,5136390000
2006-02-22,5014870000
2006-02-23,4804380000
2006-02-24,4849950000
2006-02-27,4897690000
2006-02-28,4828250000
2006-03-01,5032230000
2006-03-02,4982320000
2006-03-03,4884670000
2006-03-06,4854290000
2006-03-07,4489730000
2006-03-08,4283579999
2006-03-09,4177250000
2006-03-10,4079600000
2006-03-13,4129510000
2006-03-14,4251030000
2006-03-15,4376890000
2006-03-16,4222820000
2006-03-17,4214140000
2006-03-20,4283579999
2006-03-21,4120829999
2006-03-22,4146870000
2006-03-23,4094790000
2006-03-24,4164230000
2006-03-27,4123000000
2006-03-28,4051390000
2006-03-29,4198950000
2006-03-30,4292260000
2006-03-31,4255170000
2006-04-03,4342770000
2006-04-04,4489500000
2006-04-05,4585860000
2006-04-06,4642800000
2006-04-07,4485120000
2006-04-10,4347150000
2006-04-11,4386570000
2006-04-12,4353720000
2006-04-13,4325250000
2006-04-17,4388760000
2006-04-18,4461030000
2006-04-19,4325250000
2006-04-20,4242030000
2006-04-21,4211370000
2006-04-24,4152240000
2006-04-25,4244220000
2006-04-26,4185090000
2006-04-27,4325250000
2006-04-28,4607760000
2006-05-01,4660320000
2006-05-02,4701930000
2006-05-03,4717260000
2006-05-04,4772010000
2006-05-05,4686600000
2006-05-08,4734780000
2006-05-09,4677840000
2006-05-10,4581480000
2006-05-11,4408470000
2006-05-12,4353720000
2006-05-15,4303350000
2006-05-16,4167570000
2006-05-17,4209179999
2006-05-18,4220130000
2006-05-19,4752300000
2006-05-22,4577100000
2006-05-23,4454460000
2006-05-24,4380000000
2006-05-25,4482930000
2006-05-26,4500450000
2006-05-30,4390950000
2006-05-31,4456650000
2006-06-01,4458840000
2006-06-02,4542060000
2006-06-05,4290210000
2006-06-06,4279260000
2006-06-07,4130340000
2006-06-08,4305540000
2006-06-09,4344960000
2006-06-12,4187280000
2006-06-13,3876300000
2006-06-14,3817170000
2006-06-15,3977040000
2006-06-16,3880679999
2006-06-19,3942000000
2006-06-20,3876300000
2006-06-21,3992370000
2006-06-22,3935429999
2006-06-23,4020840000
2006-06-26,3959519999
2006-06-27,4038360000
2006-06-28,4040550000
2006-06-29,4189470000
2006-06-30,4338390000
2006-07-03,4371240000
2006-07-05,4274880000
2006-07-06,4353720000
2006-07-07,4314300000
2006-07-10,4167570000
2006-07-11,4215750000
2006-07-12,4119389999
2006-07-13,4044929999
2006-07-14,4018650000
2006-07-17,4058070000
2006-07-18,4099679999
2006-07-19,4202610000
2006-07-20,4117200000
2006-07-21,3836880000
2006-07-24,3889440000
2006-07-25,3834690000
2006-07-26,3690150000
2006-07-27,3657300000
2006-07-28,3909150000
2006-07-31,3841260000
2006-08-01,3784320000
2006-08-02,3755849999
2006-08-03,3755849999
2006-08-04,3714240000
2006-08-07,3725190000
2006-08-08,3641970000
2006-08-09,3565320000
2006-08-10,3558750000
2006-08-11,3521519999
2006-08-14,3521519999
2006-08-15,3733950000
2006-08-16,3974849999
2006-08-17,3896010000
2006-08-18,3955139999
2006-08-21,3933240000
2006-08-22,3966090000
2006-08-23,3882870000
2006-08-24,3775559999
2006-08-25,3766800000
2006-08-28,3832500000
2006-08-29,3902580000
2006-08-30,3955139999
2006-08-31,4007700000
2006-09-01,4147860000
2006-09-05,4014269999
2006-09-06,3714240000
2006-09-07,3598170000
2006-09-08,3585030000
2006-09-11,3602550000
2006-09-12,3723000000
2006-09-13,3696720000
2006-09-14,3679200000
2006-09-15,3514950000
2006-09-18,3613500000
2006-09-19,3751470000
2006-09-20,3777750000
2006-09-21,3845639999
2006-09-22,3755849999
2006-09-25,3725190000
2006-09-26,3716429999
2006-09-27,3957330000
2006-09-28,3931050000
2006-09-29,3982000000
2006-10-02,3902799999
2006-10-03,3817000000
2006-10-04,3852200000
2006-10-05,3808199999
2006-10-06,3766400000
2006-10-09,3746600000
2006-10-10,3751000000
2006-10-11,3740000000
2006-10-12,3724600000
2006-10-13,3896200000
2006-10-16,4012799999
2006-10-17,3931400000
2006-10-18,3872000000
2006-10-19,3924800000
2006-10-20,3874200000
2006-10-23,3777400000
2006-10-24,3748800000
2006-10-25,4001800000
2006-10-26,4032599999
2006-10-27,3979800000
2006-10-30,3949000000
2006-10-31,4021600000
2006-11-01,3937999999
2006-11-02,3960000000
2006-11-03,4166800000
2006-11-06,4151400000
2006-11-07,4147000000
2006-11-08,4267999999
2006-11-09,4320800000
2006-11-10,4307600000
2006-11-13,4267999999
2006-11-14,4461600000
2006-11-15,4494600000
2006-11-16,4543000000
2006-11-17,4499000000
2006-11-20,4573800000
2006-11-21,4576000000
2006-11-22,4710200000
2006-11-24,4694800000
2006-11-27,4452800000
2006-11-28,4560600000
2006-11-29,4582600000
2006-11-30,4514400000
2006-12-01,4633200000
2006-12-04,4686000000
2006-12-05,4760800000
2006-12-06,4642000000
2006-12-07,4644200000
2006-12-08,4642000000
2006-12-11,4628800000
2006-12-12,4534200000
2006-12-13,4532000000
2006-12-14,4527600000
2006-12-15,4492400000
2006-12-18,4598000000
2006-12-19,4635400000
2006-12-20,4602400000
2006-12-21,4551800000
2006-12-22,4514400000
2006-12-26,4534200000
2006-12-27,4606800000
2006-12-28,4565000000
2006-12-29,4501200000
2007-01-03,4496800000
2007-01-04,4514400000
2007-01-05,4378000000
2007-01-08,4380200000
2007-01-09,4397800000
2007-01-10,4521000000
2007-01-11,4653000000
2007-01-12,4628800000
2007-01-16,4571600000
2007-01-17,4646400000
2007-01-18,4455000000
2007-01-19,4433000000
2007-01-22,4408800000
2007-01-23,4378000000
2007-01-24,4582600000
2007-01-25,4576000000
2007-01-26,4204200000
2007-01-29,4307600000
2007-01-30,4279000000
2007-01-31,4312000000
2007-02-01,4276800000
2007-02-02,4250400000
2007-02-05,4221800000
2007-02-06,4199800000
2007-02-07,4210800000
2007-02-08,4204200000
2007-02-09,4144800000
2007-02-12,4107400000
2007-02-13,4118399999
2007-02-14,4184400000
2007-02-15,4157999999
2007-02-16,4147000000
2007-02-20,4160200000
2007-02-21,4279000000
2007-02-22,4243800000
2007-02-23,4433000000
2007-02-26,4437400000
2007-02-27,4226200000
2007-02-28,4217400000
2007-03-01,4199800000
2007-03-02,4078800000
2007-03-05,3992999999
2007-03-06,4023800000
2007-03-07,4026000000
2007-03-08,3990800000
2007-03-09,3999600000
2007-03-12,3971000000
2007-03-13,3891800000
2007-03-14,3894000000
2007-03-15,3957799999
2007-03-16,3880800000
2007-03-19,3911600000
2007-03-20,3854400000
2007-03-21,3920400000
2007-03-22,3845600000
2007-03-23,3878600000
2007-03-26,3872000000
2007-03-27,3827999999
2007-03-28,3759800000
2007-03-29,3764200000
2007-03-30,3681389999
2007-04-02,3679200000
2007-04-03,3736139999
2007-04-04,3666059999
2007-04-05,3672630000
2007-04-09,3727380000
2007-04-10,3613500000
2007-04-11,3666059999
2007-04-12,3650730000
2007-04-13,3764610000
2007-04-16,3810599999
2007-04-17,3773370000
2007-04-18,3751470000
2007-04-19,3784320000
2007-04-20,3804030000
2007-04-23,3839070000
2007-04-24,3896010000
2007-04-25,3891630000
2007-04-26,4003320000
2007-04-27,3845639999
2007-04-30,3871920000
2007-05-01,3858780000
2007-05-02,3898200000
2007-05-03,3942000000
2007-05-04,3974849999
2007-05-07,4020840000
2007-05-08,4016460000
2007-05-09,3983610000
2007-05-10,3963900000
2007-05-11,4029599999
2007-05-14,4007700000
2007-05-15,3957330000
2007-05-16,3944190000
2007-05-17,3889440000
2007-05-18,3900389999
2007-05-21,3865349999
2007-05-22,3946380000
2007-05-23,3939809999
2007-05-24,3821550000
2007-05-25,3825929999
2007-05-29,3937620000
2007-05-30,4062450000
2007-05-31,4119389999
2007-06-01,4174139999
2007-06-04,4191660000
2007-06-05,4182900000
2007-06-06,4180710000
2007-06-07,4198230000
2007-06-08,4274880000
2007-06-11,4369050000
2007-06-12,4355910000
2007-06-13,4399710000
2007-06-14,4349340000
2007-06-15,4331820000
2007-06-18,4154429999
2007-06-19,4191660000
2007-06-20,4147860000
2007-06-21,4213559999
2007-06-22,4228889999
2007-06-25,4215750000
2007-06-26,4209179999
2007-06-27,4320870000
2007-06-28,4277070000
2007-06-29,4237650000
2007-07-02,4364670000
2007-07-03,4520160000
2007-07-05,4513590000
2007-07-06,4623090000
2007-07-09,4651560000
2007-07-10,4594620000
2007-07-11,4599000000
2007-07-12,4655940000
2007-07-13,4660320000
2007-07-16,4647180000
2007-07-17,4730400000
2007-07-18,4736970000
2007-07-19,4763250000
2007-07-20,4999770000
2007-07-23,5012910000
2007-07-24,4951590000
2007-07-25,4988820000
2007-07-26,4934070000
2007-07-27,4599000000
2007-07-30,4712880000
2007-07-31,4675650000
2007-08-01,4726020000
2007-08-02,4761060000
2007-08-03,4614330000
2007-08-06,4614330000
2007-08-07,4384380000
2007-08-08,4342770000
2007-08-09,4189470000
2007-08-10,4452270000
2007-08-13,4509210000
2007-08-14,4307730000
2007-08-15,4375620000
2007-08-16,4471980000
2007-08-17,4478550000
2007-08-20,4550820000
2007-08-21,4489500000
2007-08-22,4686600000
2007-08-23,4662510000
2007-08-24,4798290000
2007-08-27,4774200000
2007-08-28,4690980000
2007-08-29,5037000000
2007-08-30,5137740000
2007-08-31,5115840000
2007-09-04,5201250000
2007-09-05,5139930000
2007-09-06,5043570000
2007-09-07,4899030000
2007-09-10,4907790000
2007-09-11,5124600000
2007-09-12,5137740000
2007-09-13,4993200000
2007-09-14,4899030000
2007-09-17,4842090000
2007-09-18,5026050000
2007-09-19,5091750000
2007-09-20,5236290000
2007-09-21,5326080000
2007-09-24,5409300000
2007-09-25,5547270000
2007-09-26,5650200000
2007-09-27,5518800000
2007-09-28,5570400000
2007-10-01,5594600000
2007-10-02,5530800000
2007-10-03,5528600000
2007-10-04,5528600000
2007-10-05,5588000000
2007-10-08,5680400000
2007-10-09,5797000000
2007-10-10,5856400000
2007-10-11,5638600000
2007-10-12,5601200000
2007-10-15,5530800000
2007-10-16,5511000000
2007-10-17,5596800000
2007-10-18,5632000000
2007-10-19,5491200000
2007-10-22,5524200000
2007-10-23,5581400000
2007-10-24,5365800000
2007-10-25,5220600000
2007-10-26,5394400000
2007-10-29,5559400000
2007-10-30,5438400000
2007-10-31,5702400000
2007-11-01,5724400000
2007-11-02,6360200000
2007-11-05,6120400000
2007-11-06,6080800000
2007-11-07,5964200000
2007-11-08,5797000000
2007-11-09,5801400000
2007-11-12,5526400000
2007-11-13,5832200000
2007-11-14,5838800000
2007-11-15,5808000000
2007-11-16,5845400000
2007-11-19,5799200000
2007-11-20,5552800000
2007-11-21,5557200000
2007-11-23,5585800000
2007-11-26,5656200000
2007-11-27,5797000000
2007-11-28,6175400000
2007-11-29,6201800000
2007-11-30,6078600000
2007-12-03,6085200000
2007-12-04,6210600000
2007-12-05,6692400000
2007-12-06,6663800000
2007-12-07,6923400000
2007-12-10,6936600000
2007-12-11,6639600000
2007-12-12,6503200000
2007-12-13,6419600000
2007-12-14,6545000000
2007-12-17,6494400000
2007-12-18,6393200000
2007-12-19,6624200000
2007-12-20,6685800000
2007-12-21,6536200000
2007-12-24,6661600000
2007-12-26,6727600000
2007-12-27,6595600000
2007-12-28,6648900000
2007-12-31,6706620000
2008-01-02,6349200000
2008-01-03,6300360000
2008-01-04,5689860000
2008-01-07,5612160000
2008-01-08,5230320000
2008-01-09,5507820000
2008-01-10,5641020000
2008-01-11,5323560000
2008-01-14,5578860000
2008-01-15,5609940000
2008-01-16,5478960000
2008-01-17,5248080000
2008-01-18,5241420000
2008-01-22,5356860000
2008-01-23,5536680000
2008-01-24,5974020000
2008-01-25,5791980000
2008-01-28,5991780000
2008-01-29,5985120000
2008-01-30,5936280000
2008-01-31,5871900000
2008-02-01,6204900000
2008-02-04,6318120000
2008-02-05,6231540000
2008-02-06,6235980000
2008-02-07,6040620000
2008-02-08,6260400000
2008-02-11,6304800000
2008-02-12,6435780000
2008-02-13,6551220000
2008-02-14,6309240000
2008-02-15,6413580000
2008-02-19,6546780000
2008-02-20,6802080000
2008-02-21,6948600000
2008-02-22,6933060000
2008-02-25,7365960000
2008-02-26,7545780000
2008-02-27,7541340000
2008-02-28,7183920000
2008-02-29,6853140000
2008-03-03,6928620000
2008-03-04,7061820000
2008-03-05,7095120000
2008-03-06,6966360000
2008-03-07,6722160000
2008-03-10,6580080000
2008-03-11,6855360000
2008-03-12,6766560000
2008-03-13,6933060000
2008-03-14,6941940000
2008-03-17,6591180000
2008-03-18,6986340000
2008-03-19,6531240000
2008-03-20,6464640000
2008-03-24,6997440000
2008-03-25,6782100000
2008-03-26,6542340000
2008-03-27,6007320000
2008-03-28,5925180000
2008-03-31,6002880000
2008-04-01,6202680000
2008-04-02,6120540000
2008-04-03,6404700000
2008-04-04,6298140000
2008-04-07,6264840000
2008-04-08,6278160000
2008-04-09,6333660000
2008-04-10,6633360000
2008-04-11,6140520000
2008-04-14,5994000000
2008-04-15,6031740000
2008-04-16,6249300000
2008-04-17,6242640000
2008-04-18,6504600000
2008-04-21,6824280000
2008-04-22,6622260000
2008-04-23,6713280000
2008-04-24,6937500000
2008-04-25,6307020000
2008-04-28,6449100000
2008-04-29,6449100000
2008-04-30,6435780000
2008-05-01,6586740000
2008-05-02,6537900000
2008-05-05,6553440000
2008-05-06,6566760000
2008-05-07,6613380000
2008-05-08,6748800000
2008-05-09,6746580000
2008-05-12,6768780000
2008-05-13,6937500000
2008-05-14,7519139999
2008-05-15,7548000000
2008-05-16,7861019999
2008-05-19,7825500000
2008-05-20,7732260000
2008-05-21,7685639999
2008-05-22,7940940000
2008-05-23,7821059999
2008-05-27,7967580000
2008-05-28,8156280000
2008-05-29,8189580000
2008-05-30,8331660000
2008-06-02,8216220000
2008-06-03,8549220000
2008-06-04,8558099999
2008-06-05,8875560000
2008-06-06,8642460000
2008-06-09,8620260000
2008-06-10,8709060000
2008-06-11,8278380000
2008-06-12,8242860000
2008-06-13,8313900000
2008-06-16,8551440000
2008-06-17,8704620000
2008-06-18,8731260000
2008-06-19,8713500000
2008-06-20,8329440000
2008-06-23,8023080000
2008-06-24,8029740000
2008-06-25,8131860000
2008-06-26,7836599999
2008-06-27,7741139999
2008-06-30,7665660000
2008-07-01,7725599999
2008-07-02,7607940000
2008-07-03,7388160000
2008-07-07,7501380000
2008-07-08,7914300000
2008-07-09,7525800000
2008-07-10,7459200000
2008-07-11,7339320000
2008-07-14,7499160000
2008-07-15,7521360000
2008-07-16,7126200000
2008-07-17,7215000000
2008-07-18,7199460000
2008-07-21,7374840000
2008-07-22,7521360000
2008-07-23,7767780000
2008-07-24,7463639999
2008-07-25,6868680000
2008-07-28,6637800000
2008-07-29,6522360000
2008-07-30,6433560000
2008-07-31,6391380000
2008-08-01,6346980000
2008-08-04,6229320000
2008-08-05,6451320000
2008-08-06,6457980000
2008-08-07,6431340000
2008-08-08,6457980000
2008-08-11,6457980000
2008-08-12,6524580000
2008-08-13,6389160000
2008-08-14,6411360000
2008-08-15,6540120000
2008-08-18,6331440000
2008-08-19,6180480000
2008-08-20,6333660000
2008-08-21,6380280000
2008-08-22,6411360000
2008-08-25,6209340000
2008-08-26,6120540000
2008-08-27,6267060000
2008-08-28,6255960000
2008-08-29,6051720000
2008-09-02,5845260000
2008-09-03,5749800000
2008-09-04,5811960000
2008-09-05,5720940000
2008-09-08,5649900000
2008-09-09,5236980000
2008-09-10,5443440000
2008-09-11,5279160000
2008-09-12,5343540000
2008-09-15,5050500000
2008-09-16,5052720000
2008-09-17,4633140000
2008-09-18,5052720000
2008-09-19,5305800000
2008-09-22,4837380000
2008-09-23,4690860000
2008-09-24,4737480000
2008-09-25,4864020000
2008-09-26,4804080000
2008-09-29,4222440000
2008-09-30,4733040000
2008-10-01,4573200000
2008-10-02,4444440000
2008-10-03,4173600000
2008-10-06,4071480000
2008-10-07,3734040000
2008-10-08,3436560000
2008-10-09,3270060000
2008-10-10,3185700000
2008-10-13,3534240000
2008-10-14,3492060000
2008-10-15,3252300000
2008-10-16,3489840000
2008-10-17,3301140000
2008-10-20,3458760000
2008-10-21,3263400000
2008-10-22,3056940000
2008-10-23,2897100000
2008-10-24,3263400000
2008-10-27,3103560000
2008-10-28,3205680000
2008-10-29,3434340000
2008-10-30,3549780000
2008-10-31,3656339999
2008-11-03,3780660000
2008-11-04,3891660000
2008-11-05,3512040000
2008-11-06,3405480000
2008-11-07,3514260000
2008-11-10,3327780000
2008-11-11,3192360000
2008-11-12,2923740000
2008-11-13,3212340000
2008-11-14,2985900000
2008-11-17,2928180000
2008-11-18,2806080000
2008-11-19,2504160000
2008-11-20,2204460000
2008-11-21,2304360000
2008-11-24,2592960000
2008-11-25,2564100000
2008-11-26,2783880000
2008-11-28,2708400000
2008-12-01,2393160000
2008-12-02,2655120000
2008-12-03,2803860000
2008-12-04,2579640000
2008-12-05,2668440000
2008-12-08,2921520000
2008-12-09,2810520000
2008-12-10,2819400000
2008-12-11,2610720000
2008-12-12,2779440000
2008-12-15,2624040000
2008-12-16,2775000000
2008-12-17,2823840000
2008-12-18,2675100000
2008-12-19,2750580000
2008-12-22,2641800000
2008-12-23,2490840000
2008-12-24,2513040000
2008-12-26,2528820000
2008-12-29,2450770000
2008-12-30,2504290000
2008-12-31,2553350000
2009-01-02,2749590000
2009-01-05,2680460000
2009-01-06,3193360000
2009-01-07,3014960000
2009-01-08,3041720000
2009-01-09,3122000000
2009-01-12,2981510000
2009-01-13,2910150000
2009-01-14,2722830000
2009-01-15,2896770000
2009-01-16,2968130000
2009-01-20,2684920000
2009-01-21,2876700000
2009-01-22,2754050000
2009-01-23,2899000000
2009-01-26,2894540000
2009-01-27,3021650000
2009-01-28,3211200000
2009-01-29,3512250000
2009-01-30,3273640000
2009-02-02,3460960000
2009-02-03,3407440000
2009-02-04,3757550000
2009-02-05,3786540000
2009-02-06,3993930000
2009-02-09,3837830000
2009-02-10,3690650000
2009-02-11,3721870000
2009-02-12,3808839999
2009-02-13,3719640000
2009-02-17,3487720000
2009-02-18,3494410000
2009-02-19,3242420000
2009-02-20,3244650000
2009-02-23,3075170000
2009-02-24,3200050000
2009-02-25,3244650000
2009-02-26,3003810000
2009-02-27,3046180000
2009-03-02,2832100000
2009-03-03,3043950000
2009-03-04,3336080000
2009-03-05,3233500000
2009-03-06,3244650000
2009-03-09,3358380000
2009-03-10,3570230000
2009-03-11,3695110000
2009-03-12,3833370000
2009-03-13,3837830000
2009-03-16,3726330000
2009-03-17,3817760000
2009-03-18,3929260000
2009-03-19,3978320000
2009-03-20,3855670000
2009-03-23,4208010000
2009-03-24,4348500000
2009-03-25,4241460000
2009-03-26,4319510000
2009-03-27,4387500000
2009-03-30,4266000000
2009-03-31,4351500000
2009-04-01,4479750000
2009-04-02,4520250000
2009-04-03,4792500000
2009-04-06,4646250000
2009-04-07,4556250000
2009-04-08,4781250000
2009-04-09,4974750000
2009-04-13,4801500000
2009-04-14,4734000000
2009-04-15,4783500000
2009-04-16,4983750000
2009-04-17,5044500000
2009-04-20,4752000000
2009-04-21,4878000000
2009-04-22,4974750000
2009-04-23,4902750000
2009-04-24,4761000000
2009-04-27,4900500000
2009-04-28,4754250000
2009-04-29,4961250000
2009-04-30,5292000000
2009-05-01,5262750000
2009-05-04,5458500000
2009-05-05,5494500000
2009-05-06,5541750000
2009-05-07,5265000000
2009-05-08,5334750000
2009-05-11,5208750000
2009-05-12,5031000000
2009-05-13,5062500000
2009-05-14,5168250000
2009-05-15,5211000000
2009-05-18,5332500000
2009-05-19,5503500000
2009-05-20,5431500000
2009-05-21,5481000000
2009-05-22,5508000000
2009-05-26,5625000000
2009-05-27,5582250000
2009-05-28,5530500000
2009-05-29,5591250000
2009-06-01,5829750000
2009-06-02,5478750000
2009-06-03,5265000000
2009-06-04,5393250000
2009-06-05,5328000000
2009-06-08,5357250000
2009-06-09,5607000000
2009-06-10,5526000000
2009-06-11,5724000000
2009-06-12,5656500000
2009-06-15,5595750000
2009-06-16,5415750000
