,ORCL
2004-08-24,53240820000
2004-08-25,53601600000
2004-08-26,52725420000
2004-08-27,53034659999
2004-08-30,52106940000
2004-08-31,51385380000
2004-09-01,51486150000
2004-09-02,52715669999
2004-09-03,51383690000
2004-09-07,51639840000
2004-09-08,50512780000
2004-09-09,50871390000
2004-09-10,53586580000
2004-09-13,54406259999
2004-09-14,54047650000
2004-09-15,58043590000
2004-09-16,57531290000
2004-09-17,58965730000
2004-09-20,58402200000
2004-09-21,58453430000
2004-09-22,57070220000
2004-09-23,56609150000
2004-09-24,56557919999
2004-09-27,57326370000
2004-09-28,58197280000
2004-09-29,58555890000
2004-09-30,57787440000
2004-10-01,60963700000
2004-10-04,60810009999
2004-10-05,62551830000
2004-10-06,62705520000
2004-10-07,62961669999
2004-10-08,62346910000
2004-10-11,62500600000
2004-10-12,62244450000
2004-10-13,61424770000
2004-10-14,61476000000
2004-10-15,62705520000
2004-10-18,63627660000
2004-10-19,63064130000
2004-10-20,63627660000
2004-10-21,63730120000
2004-10-22,63064130000
2004-10-25,62141990000
2004-10-26,62859210000
2004-10-27,64498570000
2004-10-28,65267020000
2004-10-29,64857180000
2004-11-01,65318250000
2004-11-02,65574400000
2004-11-03,65728090000
2004-11-04,67111300000
2004-11-05,67469910000
2004-11-08,67162530000
2004-11-09,68392050000
2004-11-10,68545740000
2004-11-11,67316220000
2004-11-12,68596970000
2004-11-15,66650230000
2004-11-16,66189160000
2004-11-17,67264990000
2004-11-18,66445310000
2004-11-19,65318250000
2004-11-22,64959640000
2004-11-23,65062100000
2004-11-24,65523169999
2004-11-26,64857180000
2004-11-29,64959640000
2004-11-30,65267020000
2004-12-01,67046980000
2004-12-02,66329900000
2004-12-03,66739660000
2004-12-06,68327480000
2004-12-07,66893320000
2004-12-08,67661620000
2004-12-09,68071379999
2004-12-10,68020160000
2004-12-13,74934860000
2004-12-14,72886060000
2004-12-15,72168980000
2004-12-16,72168980000
2004-12-17,71605560000
2004-12-20,69556760000
2004-12-21,70632380000
2004-12-22,70171400000
2004-12-23,69864080000
2004-12-27,69915300000
2004-12-28,70888480000
2004-12-29,70273840000
2004-12-30,71093360000
2004-12-31,70273840000
2005-01-03,68686020000
2005-01-04,66893320000
2005-01-05,67098200000
2005-01-06,67712840000
2005-01-07,68276260000
2005-01-10,67559180000
2005-01-11,67610400000
2005-01-12,69044560000
2005-01-13,69044560000
2005-01-14,69812860000
2005-01-18,70581160000
2005-01-19,68993340000
2005-01-20,68020160000
2005-01-21,68173820000
2005-01-24,67815280000
2005-01-25,69607980000
2005-01-26,69761640000
2005-01-27,71554340000
2005-01-28,70068960000
2005-01-31,70529940000
2005-02-01,69915300000
2005-02-02,69454320000
2005-02-03,68327480000
2005-02-04,69966520000
2005-02-07,69403100000
2005-02-08,68993340000
2005-02-09,67456740000
2005-02-10,67303080000
2005-02-11,68378700000
2005-02-14,68173820000
2005-02-15,68071379999
2005-02-16,68276260000
2005-02-17,66381120000
2005-02-18,66278680000
2005-02-22,64844520000
2005-02-23,66329900000
2005-02-24,66637220000
2005-02-25,67251860000
2005-02-28,66329900000
2005-03-01,67354300000
2005-03-02,66842100000
2005-03-03,67046980000
2005-03-04,68020160000
2005-03-07,69659200000
2005-03-08,69761640000
2005-03-09,68378700000
2005-03-10,67917720000
2005-03-11,67046980000
2005-03-14,67354300000
2005-03-15,67354300000
2005-03-16,66688440000
2005-03-17,67405520000
2005-03-18,64229879999
2005-03-21,64793300000
2005-03-22,63973780000
2005-03-23,64076220000
2005-03-24,63512800000
2005-03-28,63666460000
2005-03-29,62898160000
2005-03-30,63922560000
2005-03-31,63922560000
2005-04-01,64178660000
2005-04-04,64998180000
2005-04-05,63768900000
2005-04-06,63410360000
2005-04-07,63768900000
2005-04-08,63307920000
2005-04-11,63512800000
2005-04-12,63973780000
2005-04-13,62795720000
2005-04-14,61924980000
2005-04-15,59927400000
2005-04-18,60439600000
2005-04-19,60849360000
2005-04-20,60337160000
2005-04-21,62334740000
2005-04-22,61054240000
2005-04-25,61822540000
2005-04-26,60849360000
2005-04-27,60951800000
2005-04-28,59517639999
2005-04-29,59210320000
2005-05-02,59415200000
2005-05-03,59363980000
2005-05-04,60029840000
2005-05-05,59722520000
2005-05-06,60234720000
2005-05-09,60183500000
2005-05-10,59005440000
2005-05-11,59927400000
2005-05-12,60900580000
2005-05-13,63307920000
2005-05-16,63256700000
2005-05-17,62539620000
2005-05-18,63154260000
2005-05-19,63666460000
2005-05-20,64281100000
2005-05-23,65049400000
2005-05-24,65561600000
2005-05-25,65305500000
2005-05-26,66176240000
2005-05-27,65817700000
2005-05-31,65561600000
2005-06-01,66357720000
2005-06-02,66821040000
2005-06-03,64813320000
2005-06-06,65122200000
2005-06-07,64813320000
2005-06-08,65225160000
2005-06-09,65225160000
2005-06-10,65070720000
2005-06-13,64864800000
2005-06-14,64247040000
2005-06-15,64967759999
2005-06-16,64144080000
2005-06-17,63526320000
2005-06-20,63886680000
2005-06-21,64607400000
2005-06-22,65019240000
2005-06-23,64401480000
2005-06-24,64350000000
2005-06-27,64555919999
2005-06-28,66048840000
2005-06-29,69858360000
2005-06-30,67953600000
2005-07-01,68416919999
2005-07-05,68313960000
2005-07-06,68571360000
2005-07-07,68416919999
2005-07-08,69806880000
2005-07-11,70579080000
2005-07-12,71042400000
2005-07-13,71866080000
2005-07-14,72329400000
2005-07-15,72277920000
2005-07-18,71557200000
2005-07-19,71763120000
2005-07-20,72226440000
2005-07-21,70630560000
2005-07-22,71042400000
2005-07-25,70990920000
2005-07-26,70990920000
2005-07-27,71248320000
2005-07-28,71299800000
2005-07-29,69858360000
2005-08-01,69600960000
2005-08-02,69909840000
2005-08-03,68880240000
2005-08-04,68468400000
2005-08-05,68365440000
2005-08-08,68416919999
2005-08-09,68777280000
2005-08-10,68725800000
2005-08-11,68828760000
2005-08-12,68468400000
2005-08-15,68416919999
2005-08-16,68468400000
2005-08-17,68159520000
2005-08-18,67387320000
2005-08-19,67284360000
2005-08-22,67387320000
2005-08-23,67438800000
2005-08-24,66666600000
2005-08-25,66769560000
2005-08-26,66409200000
2005-08-29,67335840000
2005-08-30,67078440000
2005-08-31,66872520000
2005-09-01,68573120000
2005-09-02,68985280000
2005-09-06,69861120000
2005-09-07,69088320000
2005-09-08,68882240000
2005-09-09,68418560000
2005-09-12,69500480000
2005-09-13,70273280000
2005-09-14,69242880000
2005-09-15,68882240000
2005-09-16,68264000000
2005-09-19,68470079999
2005-09-20,69036800000
2005-09-21,68470079999
2005-09-22,69655040000
2005-09-23,64142400000
2005-09-26,63884800000
2005-09-27,63524160000
2005-09-28,62802880000
2005-09-29,63472640000
2005-09-30,63884800000
2005-10-03,63781760000
2005-10-04,63060480000
2005-10-05,62699840000
2005-10-06,61978560000
2005-10-07,61720960000
2005-10-10,61875520000
2005-10-11,62236160000
2005-10-12,61824000000
2005-10-13,62236160000
2005-10-14,63421120000
2005-10-17,63781760000
2005-10-18,63730239999
2005-10-19,62802880000
2005-10-20,62545280000
2005-10-21,63163520000
2005-10-24,66048640000
2005-10-25,66821440000
2005-10-26,65224320000
2005-10-27,64142400000
2005-10-28,65481920000
2005-10-31,65327360000
2005-11-01,65584960000
2005-11-02,64296960000
2005-11-03,62854400000
2005-11-04,64966720000
2005-11-07,64966720000
2005-11-08,65018239999
2005-11-09,64451520000
2005-11-10,65430400000
2005-11-11,65997120000
2005-11-14,66048640000
2005-11-15,65275840000
2005-11-16,64348480000
2005-11-17,64966720000
2005-11-18,65018239999
2005-11-21,64090880000
2005-11-22,63833280000
2005-11-23,65121280000
2005-11-25,64966720000
2005-11-28,64606079999
2005-11-29,65584960000
2005-11-30,64915200000
2005-12-01,66962020000
2005-12-02,66441320000
2005-12-05,65139570000
2005-12-06,65191640000
2005-12-07,65139570000
2005-12-08,64775080000
2005-12-09,65087500000
2005-12-12,66857880000
2005-12-13,66805810000
2005-12-14,66701670000
2005-12-15,66805810000
2005-12-16,66076830000
2005-12-19,64150240000
2005-12-20,63941960000
2005-12-21,63421260000
2005-12-22,64150240000
2005-12-23,64254380000
2005-12-27,64306450000
2005-12-28,63941960000
2005-12-29,63994029999
2005-12-30,63577470000
2006-01-03,65608200000
2006-01-04,65712339999
2006-01-05,66597529999
2006-01-06,68315839999
2006-01-09,67066160000
2006-01-10,65712339999
2006-01-11,65608200000
2006-01-12,65191640000
2006-01-13,65139570000
2006-01-17,64775080000
2006-01-18,64254380000
2006-01-19,65191640000
2006-01-20,63994029999
2006-01-23,64046100000
2006-01-24,63525400000
2006-01-25,65139570000
2006-01-26,64775080000
2006-01-27,64618870000
2006-01-30,65660270000
2006-01-31,65451990000
2006-02-01,65504060000
2006-02-02,64514730000
2006-02-03,63577470000
2006-02-06,63785750000
2006-02-07,64410589999
2006-02-08,65451990000
2006-02-09,66076830000
2006-02-10,66076830000
2006-02-13,65035430000
2006-02-14,64566800000
2006-02-15,64618870000
2006-02-16,64775080000
2006-02-17,64566800000
2006-02-21,64254380000
2006-02-22,64983360000
2006-02-23,64566800000
2006-02-24,64879220000
2006-02-27,64879220000
2006-02-28,64795140000
2006-03-01,66829770000
2006-03-02,66777600000
2006-03-03,66725429999
2006-03-06,66621090000
2006-03-07,67194960000
2006-03-08,67090620000
2006-03-09,66986280000
2006-03-10,67299300000
2006-03-13,67299300000
2006-03-14,67612320000
2006-03-15,69073080000
2006-03-16,70429500000
2006-03-17,70951200000
2006-03-20,71577240000
2006-03-21,71055540000
2006-03-22,72985830000
2006-03-23,71994600000
2006-03-24,71942430000
2006-03-27,72203280000
2006-03-28,70899030000
2006-03-29,71577240000
2006-03-30,71890260000
2006-03-31,71420730000
2006-04-03,71942430000
2006-04-04,72203280000
2006-04-05,72777150000
2006-04-06,71994600000
2006-04-07,71733750000
2006-04-10,72151110000
2006-04-11,72203280000
2006-04-12,71890260000
2006-04-13,71368560000
2006-04-17,71681580000
2006-04-18,73038000000
2006-04-19,74655270000
2006-04-20,73820550000
2006-04-21,74498760000
2006-04-24,75542160000
2006-04-25,76429050000
2006-04-26,76794240000
2006-04-27,77889810000
2006-04-28,76116030000
2006-05-01,76063860000
2006-05-02,75281310000
2006-05-03,74707440000
2006-05-04,74550930000
2006-05-05,75385650000
2006-05-08,74237910000
2006-05-09,73611870000
2006-05-10,74290080000
2006-05-11,72568470000
2006-05-12,72933660000
2006-05-15,72881490000
2006-05-16,74029230000
2006-05-17,72255450000
2006-05-18,71838090000
2006-05-19,71472900000
2006-05-22,70690350000
2006-05-23,70272990000
2006-05-24,71890260000
2006-05-25,73403190000
2006-05-26,73298850000
2006-05-30,73142340000
2006-05-31,74185740000
2006-06-01,74185740000
2006-06-02,73820550000
2006-06-05,72307620000
2006-06-06,72098940000
2006-06-07,70638180000
2006-06-08,70586010000
2006-06-09,70272990000
2006-06-12,69125250000
2006-06-13,68603550000
2006-06-14,68812230000
2006-06-15,71472900000
2006-06-16,74029230000
2006-06-19,74550930000
2006-06-20,74342250000
2006-06-21,75803010000
2006-06-22,74759610000
2006-06-23,77733300000
2006-06-26,76533390000
2006-06-27,75646500000
2006-06-28,76063860000
2006-06-29,76898580000
2006-06-30,75594330000
2006-07-03,77263770000
2006-07-05,76011690000
2006-07-06,75646500000
2006-07-07,77107260000
2006-07-10,76116030000
2006-07-11,75855180000
2006-07-12,74185740000
2006-07-13,73559700000
2006-07-14,74550930000
2006-07-17,75229140000
2006-07-18,76794240000
2006-07-19,78620190000
2006-07-20,78881040000
2006-07-21,78881040000
2006-07-24,78150660000
2006-07-25,77889810000
2006-07-26,78359340000
2006-07-27,77576790000
2006-07-28,78620190000
2006-07-31,78098490000
2006-08-01,76846410000
2006-08-02,77263770000
2006-08-03,77055090000
2006-08-04,76272540000
2006-08-07,76272540000
2006-08-08,77211600000
2006-08-09,77994150000
2006-08-10,78933210000
2006-08-11,78202830000
2006-08-14,79767930000
2006-08-15,82011240000
2006-08-16,81072180000
2006-08-17,82480770000
2006-08-18,81959070000
2006-08-21,81593880000
2006-08-22,80759160000
2006-08-23,79924440000
2006-08-24,80237460000
2006-08-25,80393970000
2006-08-28,81072180000
2006-08-29,80967840000
2006-08-30,82219920000
2006-08-31,81181440000
2006-09-01,80352000000
2006-09-05,82114560000
2006-09-06,80974080000
2006-09-07,82995840000
2006-09-08,82477440000
2006-09-11,84447360000
2006-09-12,84499200000
2006-09-13,84965760000
2006-09-14,85380480000
2006-09-15,84654719999
2006-09-18,84240000000
2006-09-19,83617920000
2006-09-20,92949120000
2006-09-21,93726719999
2006-09-22,90927360000
2006-09-25,93156480000
2006-09-26,94296960000
2006-09-27,92949120000
2006-09-28,93260159999
2006-09-29,91964159999
2006-10-02,91549440000
2006-10-03,92793600000
2006-10-04,94193280000
2006-10-05,94659840000
2006-10-06,94296960000
2006-10-09,96163200000
2006-10-10,97148159999
2006-10-11,96318719999
2006-10-12,98444159999
2006-10-13,98858880000
2006-10-16,98444159999
2006-10-17,96577920000
2006-10-18,97148159999
2006-10-19,97822080000
2006-10-20,98392320000
2006-10-23,99273600000
2006-10-24,97925760000
2006-10-25,96526080000
2006-10-26,97044480000
2006-10-27,93830400000
2006-10-30,96007680000
2006-10-31,95748480000
2006-11-01,95748480000
2006-11-02,94711680000
2006-11-03,92171520000
2006-11-06,93830400000
2006-11-07,94348800000
2006-11-08,95178240000
2006-11-09,96111360000
2006-11-10,97355520000
2006-11-13,99429120000
2006-11-14,99377280000
2006-11-15,99118080000
2006-11-16,99014400000
2006-11-17,100880640000
2006-11-20,100984320000
2006-11-21,100984320000
2006-11-22,101917440000
2006-11-24,101606400000
2006-11-27,98081280000
2006-11-28,97977600000
2006-11-29,99273600000
2006-11-30,98278950000
2006-12-01,97040790000
2006-12-04,99465520000
2006-12-05,97298740000
2006-12-06,92242920000
2006-12-07,90282500000
2006-12-08,91830200000
2006-12-11,93223130000
2006-12-12,92810409999
2006-12-13,92965180000
2006-12-14,92965180000
2006-12-15,91211120000
2006-12-18,92397690000
2006-12-19,88218900000
2006-12-20,88218900000
2006-12-21,88218900000
2006-12-22,88270490000
2006-12-26,88373670000
2006-12-27,88218900000
2006-12-28,88734800000
2006-12-29,88425260000
2007-01-03,90334090000
2007-01-04,91211120000
2007-01-05,91004760000
2007-01-08,92139740000
2007-01-09,91933380000
2007-01-10,91675430000
2007-01-11,89715010000
2007-01-12,90282500000
2007-01-16,89250700000
2007-01-17,90385680000
2007-01-18,88322080000
2007-01-19,89095930000
2007-01-22,87703000000
2007-01-23,88322080000
2007-01-24,88425260000
2007-01-25,87599820000
2007-01-26,88476850000
2007-01-29,89095930000
2007-01-30,88528440000
2007-01-31,88528440000
2007-02-01,87960950000
2007-02-02,89869780000
2007-02-05,88528440000
2007-02-06,87806180000
2007-02-07,87238690000
2007-02-08,86206890000
2007-02-09,86155300000
2007-02-12,85897350000
2007-02-13,85742580000
2007-02-14,86516430000
2007-02-15,87238690000
2007-02-16,86155300000
2007-02-20,87599820000
2007-02-21,88734800000
2007-02-22,89095930000
2007-02-23,86774380000
2007-02-26,86774380000
2007-02-27,84040110000
2007-02-28,83957300000
2007-03-01,85694700000
2007-03-02,85388100000
2007-03-05,83650700000
2007-03-06,86256800000
2007-03-07,84263899999
2007-03-08,85285900000
2007-03-09,84979300000
2007-03-12,87227700000
2007-03-13,85081500000
2007-03-14,86256800000
2007-03-15,85439200000
2007-03-16,85337000000
2007-03-19,87789800000
2007-03-20,89680500000
2007-03-21,92848700000
2007-03-22,94483899999
2007-03-23,93206399999
2007-03-26,93972900000
2007-03-27,94483899999
2007-03-28,92848700000
2007-03-29,92797600000
2007-03-30,92644300000
2007-04-02,92695400000
2007-04-03,93819600000
2007-04-04,94841600000
2007-04-05,95403700000
2007-04-09,94892700000
2007-04-10,96323500000
2007-04-11,94994900000
2007-04-12,95557000000
2007-04-13,95199300000
2007-04-16,96579000000
2007-04-17,96527900000
2007-04-18,95710300000
2007-04-19,95863600000
2007-04-20,97090000000
2007-04-23,96783400000
2007-04-24,96170200000
2007-04-25,96579000000
2007-04-26,96834500000
2007-04-27,97601000000
2007-04-30,96068000000
2007-05-01,94994900000
2007-05-02,96374600000
2007-05-03,97192200000
2007-05-04,97243300000
2007-05-07,97345500000
2007-05-08,96834500000
2007-05-09,96221299999
2007-05-10,94483899999
2007-05-11,96987800000
2007-05-14,96783400000
2007-05-15,96272400000
2007-05-16,97038899999
2007-05-17,97345500000
2007-05-18,98367500000
2007-05-21,98725200000
2007-05-22,98980700000
2007-05-23,97907600000
2007-05-24,95812500000
2007-05-25,98316399999
2007-05-29,98674100000
2007-05-30,99236200000
2007-05-31,99031800000
2007-06-01,100462600000
2007-06-04,100513700000
2007-06-05,99542800000
2007-06-06,98878500000
2007-06-07,95710300000
2007-06-08,97396600000
2007-06-11,98163100000
2007-06-12,96272400000
2007-06-13,98623000000
2007-06-14,100360400000
2007-06-15,101484600000
2007-06-18,101126900000
2007-06-19,101586800000
2007-06-20,99798300000
2007-06-21,100564800000
2007-06-22,99082900000
2007-06-25,99542800000
2007-06-26,97907600000
2007-06-27,100615900000
2007-06-28,101433500000
2007-06-29,100718100000
2007-07-02,101791200000
2007-07-03,102557700000
2007-07-05,104703899999
2007-07-06,104244000000
2007-07-09,103017600000
2007-07-10,100769200000
2007-07-11,102097800000
2007-07-12,104755000000
2007-07-13,104244000000
2007-07-16,103222000000
2007-07-17,104141800000
2007-07-18,104295100000
2007-07-19,105266000000
2007-07-20,105317100000
2007-07-23,106185800000
2007-07-24,105470400000
2007-07-25,105163799999
2007-07-26,102251100000
2007-07-27,100258200000
2007-07-30,100053799999
2007-07-31,97703200000
2007-08-01,101126900000
2007-08-02,102659900000
2007-08-03,100462600000
2007-08-06,102608799999
2007-08-07,100564800000
2007-08-08,103222000000
2007-08-09,102659900000
2007-08-10,102148899999
2007-08-13,100769200000
2007-08-14,98878500000
2007-08-15,98009800000
2007-08-16,97805400000
2007-08-17,98878500000
2007-08-20,97652100000
2007-08-21,98469700000
2007-08-22,98725200000
2007-08-23,98980700000
2007-08-24,101893400000
2007-08-27,101484600000
2007-08-28,98929600000
2007-08-29,102864300000
2007-08-30,103273100000
2007-08-31,103935000000
2007-09-04,106190000000
2007-09-05,106241250000
2007-09-06,105267500000
2007-09-07,103320000000
2007-09-10,103371250000
2007-09-11,104857500000
2007-09-12,105267500000
2007-09-13,104806250000
2007-09-14,102858750000
2007-09-17,102602500000
2007-09-18,106241250000
2007-09-19,106805000000
2007-09-20,107830000000
2007-09-21,112647500000
2007-09-24,111673750000
2007-09-25,112442500000
2007-09-26,111571250000
2007-09-27,110853750000
2007-09-28,110956250000
2007-10-01,112596250000
2007-10-02,111981250000
2007-10-03,110546250000
2007-10-04,111520000000
2007-10-05,113672500000
2007-10-08,115363750000
2007-10-09,115773750000
2007-10-10,117465000000
2007-10-11,115107500000
2007-10-12,115005000000
2007-10-15,113108750000
2007-10-16,111468750000
2007-10-17,110136249999
2007-10-18,109828750000
2007-10-19,106343750000
2007-10-22,108650000000
2007-10-23,109931250000
2007-10-24,108547500000
2007-10-25,107625000000
2007-10-26,109418750000
2007-10-29,111571250000
2007-10-30,110853750000
2007-10-31,113621250000
2007-11-01,111520000000
2007-11-02,112903750000
2007-11-05,113108750000
2007-11-06,117003749999
2007-11-07,113262500000
2007-11-08,104293750000
2007-11-09,99220000000
2007-11-12,99630000000
2007-11-13,105165000000
2007-11-14,103422500000
2007-11-15,104652500000
2007-11-16,106600000000
2007-11-19,105216250000
2007-11-20,106036250000
2007-11-21,103576250000
2007-11-23,104088750000
2007-11-26,100962500000
2007-11-27,101936250000
2007-11-28,105113750000
2007-11-29,104960000000
2007-11-30,103886640000
2007-12-03,104195519999
2007-12-04,103114440000
2007-12-05,109240560000
2007-12-06,110270160000
2007-12-07,108828720000
2007-12-10,111402720000
2007-12-11,108468360000
2007-12-12,110012760000
2007-12-13,111248280000
2007-12-14,109137600000
2007-12-17,107799120000
2007-12-18,109395000000
2007-12-19,106872480000
2007-12-20,113770800000
2007-12-21,116911080000
2007-12-24,117168480000
2007-12-26,118404000000
2007-12-27,118609920000
2007-12-28,118249560000
2007-12-31,116241839999
2008-01-02,115778519999
2008-01-03,118970280000
2008-01-04,113410440000
2008-01-07,114543000000
2008-01-08,108880200000
2008-01-09,111248280000
2008-01-10,111608640000
2008-01-11,108622800000
2008-01-14,113564880000
2008-01-15,109703880000
2008-01-16,112844160000
2008-01-17,110218680000
2008-01-18,111093839999
2008-01-22,104092560000
2008-01-23,106100280000
2008-01-24,106100280000
2008-01-25,104401440000
2008-01-28,104298480000
2008-01-29,103320360000
2008-01-30,104349960000
2008-01-31,105791400000
2008-02-01,106460640000
2008-02-04,103989600000
2008-02-05,99150480000
2008-02-06,101312640000
2008-02-07,98841600000
2008-02-08,98790120000
2008-02-11,100077120000
2008-02-12,99922680000
2008-02-13,101209680000
2008-02-14,98275320000
2008-02-15,98275320000
2008-02-19,97914960000
2008-02-20,100025640000
2008-02-21,97245720000
2008-02-22,97297200000
2008-02-25,97657560000
2008-02-26,98893080000
2008-02-27,98790120000
2008-02-28,99922680000
2008-02-29,96782400000
2008-03-03,97554600000
2008-03-04,94929120000
2008-03-05,96782400000
2008-03-06,98996040000
2008-03-07,97812000000
2008-03-10,99253440000
2008-03-11,100437480000
2008-03-12,101312640000
2008-03-13,102136320000
2008-03-14,100488960000
2008-03-17,99253440000
2008-03-18,103062960000
2008-03-19,100694880000
2008-03-20,103371839999
2008-03-24,106923960000
2008-03-25,108519839999
2008-03-26,107799120000
2008-03-27,100025640000
2008-03-28,99716760000
2008-03-31,100694880000
2008-04-01,105070680000
2008-04-02,105482519999
2008-04-03,106460640000
2008-04-04,104761800000
2008-04-07,104144040000
2008-04-08,102548160000
2008-04-09,104092560000
2008-04-10,105276600000
2008-04-11,102136320000
2008-04-14,102239280000
2008-04-15,103886640000
2008-04-16,106923960000
2008-04-17,109137600000
2008-04-18,112226400000
2008-04-21,112020480000
2008-04-22,112123440000
2008-04-23,112792680000
2008-04-24,113307480000
2008-04-25,111145320000
2008-04-28,110733480000
2008-04-29,112020480000
2008-04-30,107335800000
2008-05-01,112329360000
2008-05-02,110733480000
2008-05-05,110939400000
2008-05-06,110682000000
2008-05-07,108056519999
2008-05-08,108622800000
2008-05-09,108108000000
2008-05-12,110733480000
2008-05-13,111557160000
2008-05-14,112123440000
2008-05-15,112586760000
2008-05-16,111608640000
2008-05-19,115469640000
2008-05-20,114079680000
2008-05-21,113307480000
2008-05-22,114851880000
2008-05-23,113153040000
2008-05-27,116653680000
2008-05-28,117322920000
2008-05-29,117322920000
2008-05-30,117580320000
2008-06-02,116847360000
2008-06-03,118032320000
2008-06-04,118032320000
2008-06-05,119423360000
2008-06-06,115713920000
2008-06-09,116177600000
2008-06-10,115920000000
2008-06-11,113704640000
2008-06-12,112622720000
2008-06-13,116589760000
2008-06-16,118186880000
2008-06-17,116074560000
2008-06-18,115610880000
2008-06-19,116950400000
2008-06-20,113859200000
2008-06-23,113756159999
2008-06-24,114528960000
2008-06-25,116177600000
2008-06-26,110355840000
2008-06-27,109686080000
2008-06-30,108192000000
2008-07-01,109789120000
2008-07-02,107264640000
2008-07-03,106800960000
2008-07-07,108655680000
2008-07-08,111180159999
2008-07-09,108758720000
2008-07-10,109686080000
2008-07-11,107985920000
2008-07-14,105358400000
2008-07-15,104328000000
2008-07-16,105306880000
2008-07-17,107470720000
2008-07-18,109119360000
2008-07-21,108655680000
2008-07-22,111231680000
2008-07-23,110768000000
2008-07-24,107934400000
2008-07-25,107934400000
2008-07-28,106749440000
2008-07-29,110407360000
2008-07-30,109789120000
2008-07-31,110922560000
2008-08-01,110768000000
2008-08-04,109480000000
2008-08-05,114425920000
2008-08-06,117774720000
2008-08-07,117208000000
2008-08-08,121175040000
2008-08-11,118908159999
2008-08-12,117980800000
2008-08-13,118547520000
2008-08-14,119474880000
2008-08-15,118805120000
2008-08-18,117311040000
2008-08-19,116229120000
2008-08-20,116744320000
2008-08-21,114889600000
2008-08-22,116950400000
2008-08-25,114425920000
2008-08-26,114116800000
2008-08-27,115095680000
2008-08-28,116641280000
2008-08-29,112983360000
2008-09-02,110486850000
2008-09-03,108641130000
2008-09-04,102181110000
2008-09-05,102898890000
2008-09-08,98746020000
2008-09-09,98284590000
2008-09-10,98233320000
2008-09-11,99207450000
2008-09-12,100540470000
2008-09-15,97464270000
2008-09-16,97207920000
2008-09-17,92798700000
2008-09-18,96131250000
2008-09-19,102898890000
2008-09-22,101258250000
2008-09-23,100950630000
2008-09-24,102283650000
2008-09-25,104949690000
2008-09-26,105718740000
2008-09-29,96233790000
2008-09-30,104129370000
2008-10-01,101822220000
2008-10-02,99925229999
2008-10-03,99873960000
2008-10-06,93824100000
2008-10-07,86031060000
2008-10-08,86543760000
2008-10-09,83108670000
2008-10-10,85518360000
2008-10-13,96695220000
2008-10-14,90696630000
2008-10-15,81775650000
2008-10-16,87107729999
2008-10-17,87261540000
2008-10-20,93106320000
2008-10-21,90696630000
2008-10-22,88030590000
2008-10-23,86902650000
2008-10-24,83057400000
2008-10-27,80852790000
2008-10-28,90337740000
2008-10-29,88645830000
2008-10-30,93926640000
2008-10-31,93772830000
2008-11-03,93977909999
2008-11-04,96900300000
2008-11-05,91363140000
2008-11-06,86389950000
2008-11-07,89876310000
2008-11-10,90030120000
2008-11-11,88645830000
2008-11-12,84441690000
2008-11-13,90850440000
2008-11-14,86646300000
2008-11-17,84134070000
2008-11-18,87261540000
2008-11-19,82032000000
2008-11-20,78955800000
2008-11-21,83980260000
2008-11-24,85313280000
2008-11-25,81929460000
2008-11-26,82749780000
2008-11-28,82493430000
2008-12-01,77427350000
2008-12-02,79028950000
2008-12-03,80730650000
2008-12-04,77277200000
2008-12-05,81681600000
2008-12-08,85285200000
2008-12-09,84784700000
2008-12-10,87036950000
2008-12-11,82382300000
2008-12-12,84284200000
2008-12-15,82332250000
2008-12-16,86436350000
2008-12-17,83783699999
2008-12-18,83133050000
2008-12-19,88988900000
2008-12-22,87687600000
2008-12-23,86586500000
2008-12-24,86686600000
2008-12-26,87237150000
2008-12-29,86186100000
2008-12-30,89239149999
2008-12-31,88738650000
2009-01-02,92142050000
2009-01-05,90540450000
2009-01-06,92041950000
2009-01-07,88338250000
2009-01-08,88188100000
2009-01-09,86886800000
2009-01-12,85335250000
2009-01-13,85785700000
2009-01-14,81881800000
2009-01-15,82732650000
2009-01-16,84634550000
2009-01-20,80580500000
2009-01-21,84534450000
2009-01-22,83333250000
2009-01-23,83983900000
2009-01-26,84884800000
2009-01-27,86486400000
2009-01-28,89289200000
2009-01-29,88037950000
2009-01-30,84234149999
2009-02-02,84584500000
2009-02-03,85335250000
2009-02-04,86136050000
2009-02-05,88188100000
2009-02-06,89939850000
2009-02-09,90340250000
2009-02-10,87987899999
2009-02-11,89089000000
2009-02-12,87837750000
2009-02-13,88688600000
2009-02-17,84884800000
2009-02-18,86286199999
2009-02-19,84234149999
2009-02-20,82882800000
2009-02-23,79379300000
2009-02-24,82282200000
2009-02-25,81281199999
2009-02-26,78978900000
2009-02-27,77777700000
2009-03-02,75924000000
2009-03-03,74974950000
2009-03-04,74725200000
2009-03-05,72577350000
2009-03-06,72277650000
2009-03-09,69180750000
2009-03-10,75374550000
2009-03-11,76623300000
2009-03-12,78071850000
2009-03-13,77722200000
2009-03-16,74425500000
2009-03-17,76923000000
2009-03-18,79070850000
2009-03-19,86763150000
2009-03-20,85414500000
2009-03-23,91158750000
2009-03-24,89460450000
2009-03-25,90359550000
2009-03-26,93306600000
2009-03-27,89959950000
2009-03-30,88211700000
2009-03-31,90259650000
2009-04-01,92807099999
2009-04-02,94005900000
2009-04-03,96353550000
2009-04-06,95454450000
2009-04-07,92607300000
2009-04-08,92757150000
2009-04-09,95454450000
