,AVY
2013-11-26,4686773968
2013-11-27,4720436411
2013-11-29,4703124297
2013-12-02,4747366366
2013-12-03,4715627491
2013-12-04,4721398195
2013-12-05,4669461854
2013-12-06,4776219890
2013-12-09,4744481014
2013-12-10,4713703923
2013-12-11,4629066921
2013-12-12,4622334432
2013-12-13,4680041479
2013-12-16,4718512843
2013-12-17,4723321764
2013-12-18,4773334537
2013-12-19,4744481014
2013-12-20,4768525617
2013-12-23,4776219890
2013-12-24,4798340924
2013-12-26,4871436517
2013-12-27,4855086187
2013-12-30,4806830500
2013-12-31,4804915809
2014-01-02,4749389785
2014-01-03,4743645713
2014-01-06,4732157570
2014-01-07,4750347130
2014-01-08,4735029606
2014-01-09,4775238107
2014-01-10,4870972632
2014-01-13,4821190679
2014-01-14,4908309096
2014-01-15,4907351751
2014-01-16,4904479715
2014-01-17,4896820953
2014-01-21,4912138477
2014-01-22,4991598133
2014-01-23,4905437061
2014-01-24,4703437213
2014-01-27,4682375617
2014-01-28,4716840046
2014-01-29,4684290308
2014-01-30,4759920583
2014-01-31,4716840046
2014-02-03,4577067640
2014-02-04,4555048699
2014-02-05,4498565329
2014-02-06,4555048699
2014-02-07,4584726402
2014-02-10,4696735796
2014-02-11,4713968011
2014-02-12,4715882701
2014-02-13,4734072261
2014-02-14,4729285535
2014-02-18,4740773678
2014-02-19,4713968011
2014-02-20,4719712082
2014-02-21,4680460927
2014-02-24,4670887474
2014-02-25,4675674201
2014-02-26,4739816332
2014-02-27,4701522522
2014-02-28,4769494035
2014-03-03,4729285535
2014-03-04,4958091049
2014-03-05,4888204846
2014-03-06,4891076882
2014-03-07,4936072109
2014-03-10,4902565025
2014-03-11,4842252274
2014-03-12,4850868381
2014-03-13,4813531917
2014-03-14,4832678822
2014-03-17,4832678822
2014-03-18,4876716703
2014-03-19,4839380238
2014-03-20,4870015286
2014-03-21,4896820953
2014-03-24,4841294929
2014-03-25,4831721476
2014-03-26,4742688368
2014-03-27,4743645713
2014-03-28,4784811559
2014-03-31,4768753390
2014-04-01,4810163524
2014-04-02,4860985052
2014-04-03,4868514167
2014-04-04,4812045803
2014-04-07,4751812881
2014-04-08,4767812251
2014-04-09,4818633779
2014-04-10,4627582478
2014-04-11,4576760950
2014-04-14,4626641339
2014-04-15,4663345776
2014-04-16,4728284395
2014-04-17,4769694529
2014-04-21,4797928712
2014-04-22,4871337586
2014-04-23,4654875521
2014-04-24,4612524248
2014-04-25,4575819811
2014-04-28,4572055253
2014-04-29,4563584999
2014-04-30,4579584369
2014-05-01,4562643859
2014-05-02,4554173604
2014-05-05,4559820441
2014-05-06,4508057773
2014-05-07,4598407157
2014-05-08,4584290066
2014-05-09,4575819811
2014-05-12,4607818551
2014-05-13,4556997023
2014-05-14,4528762840
2014-05-15,4463824221
2014-05-16,4438413457
2014-05-19,4452530548
2014-05-20,4391356487
2014-05-21,4424296366
2014-05-22,4540056513
2014-05-23,4536291956
2014-05-27,4574878672
2014-05-28,4594642599
2014-05-29,4631347036
2014-05-30,4771576808
2014-06-02,4700050213
2014-06-03,4652052103
2014-06-04,4658640079
2014-06-05,4669933752
2014-06-06,4683109704
2014-06-09,4713226165
2014-06-10,4722637559
2014-06-11,4676521728
2014-06-12,4656757800
2014-06-13,4681227425
2014-06-16,4725460977
2014-06-17,4763106554
2014-06-18,4787576178
2014-06-19,4798869851
2014-06-20,4836515427
2014-06-23,4792281875
2014-06-24,4796987572
2014-06-25,4783811621
2014-06-26,4838397706
2014-06-27,4844985682
2014-06-30,4735039928
2014-07-01,4747050761
2014-07-02,4711942173
2014-07-03,4757213774
2014-07-07,4699931340
2014-07-08,4719333454
2014-07-09,4701779160
2014-07-10,4698083519
2014-07-11,4664822751
2014-07-14,4710094352
2014-07-15,4701779160
2014-07-16,4715637813
2014-07-17,4682377045
2014-07-18,4710094352
2014-07-21,4677757494
2014-07-22,4667594481
2014-07-23,4674985763
2014-07-24,4702703070
2014-07-25,4549333972
2014-07-28,4522540575
2014-07-29,4437540834
2014-07-30,4420910450
2014-07-31,4361780195
2014-08-01,4371019298
2014-08-04,4409823527
2014-08-05,4375638849
2014-08-06,4361780195
2014-08-07,4355312824
2014-08-08,4395040964
2014-08-11,4412595258
2014-08-12,4419062630
2014-08-13,4432921283
2014-08-14,4439388655
2014-08-15,4423682181
2014-08-18,4469877692
2014-08-19,4536399229
2014-08-20,4507758012
2014-08-21,4483736346
2014-08-22,4434769104
2014-08-25,4450475577
2014-08-26,4436616924
2014-08-27,4425530001
2014-08-28,4444932116
2014-08-29,4446779936
2014-09-02,4448627757
2014-09-03,4475421154
2014-09-04,4496671089
2014-09-05,4516073204
2014-09-08,4504986281
2014-09-09,4480040705
2014-09-10,4463410321
2014-09-11,4500366730
2014-09-12,4458790769
2014-09-15,4474497243
2014-09-16,4453247308
2014-09-17,4407051797
2014-09-18,4426453911
2014-09-19,4415366989
2014-09-22,4408899617
2014-09-23,4322975966
2014-09-24,4338682440
2014-09-25,4266617442
2014-09-26,4287867377
2014-09-29,4111359550
2014-09-30,4038992385
2014-10-01,3976575705
2014-10-02,3958483914
2014-10-03,3972957347
2014-10-06,3986526190
2014-10-07,3885212160
2014-10-08,3941296712
2014-10-09,3857169883
2014-10-10,3795657793
2014-10-13,3734145703
2014-10-14,3784802719
2014-10-15,3779375181
2014-10-16,3849933167
2014-10-17,3901494772
2014-10-20,3928632459
2014-10-21,4038992385
2014-10-22,3985621601
2014-10-23,3996476676
2014-10-24,4194581789
2014-10-27,4093267759
2014-10-28,4160207386
2014-10-29,4106836602
2014-10-30,4162016565
2014-10-31,4238002088
2014-11-03,4211768991
2014-11-04,4216291939
2014-11-05,4245238805
2014-11-06,4285040745
2014-11-07,4318510559
2014-11-10,4345648246
2014-11-11,4338411529
2014-11-12,4351075783
2014-11-13,4350171194
2014-11-14,4300418768
2014-11-17,4322128917
2014-11-18,4339316119
2014-11-19,4336602350
2014-11-20,4330270223
2014-11-21,4366453806
2014-11-24,4446057687
2014-11-25,4437011791
2014-11-26,4449676045
2014-11-28,4478622911
2014-12-01,4444248508
2014-12-02,4515711083
2014-12-03,4553703845
2014-12-04,4488573396
2014-12-05,4508474367
2014-12-08,4468672426
2014-12-09,4499428471
2014-12-10,4506665187
2014-12-11,4542848770
2014-12-12,4534707464
2014-12-15,4569986457
2014-12-16,4534707464
2014-12-17,4541944180
2014-12-18,4620643472
2014-12-19,4701151943
2014-12-22,4689392279
2014-12-23,4724671271
2014-12-24,4717434555
2014-12-26,4759950264
2014-12-29,4764473212
2014-12-30,4761759443
2014-12-31,4693010637
2015-01-02,4684869331
2015-01-05,4646172092
2015-01-06,4692497561
2015-01-07,4738823031
2015-01-08,4879616124
2015-01-09,4816032147
2015-01-12,4849640821
2015-01-13,4846915793
2015-01-14,4862357616
2015-01-15,4758806567
2015-01-16,4788781870
2015-01-20,4868716014
2015-01-21,4823298887
2015-01-22,4895057948
2015-01-23,4776065075
2015-01-26,4812398776
2015-01-27,4757898224
2015-01-28,4714297782
2015-01-29,4792415241
2015-01-30,4747906456
2015-02-02,4650713804
2015-02-03,4707939384
2015-02-04,4677964081
2015-02-05,4754264854
2015-02-06,4759714909
2015-02-09,4721564522
2015-02-10,4843282423
2015-02-11,4831473970
2015-02-12,4873257727
2015-02-13,4885974522
2015-02-17,4904141373
2015-02-18,4912316456
2015-02-19,4886882865
2015-02-20,4912316456
2015-02-23,4949558500
2015-02-24,4963183638
2015-02-25,4944108445
2015-02-26,4932299992
2015-02-27,4864174301
2015-03-02,4898691318
2015-03-03,4837832368
2015-03-04,4835107340
2015-03-05,4814215462
2015-03-06,4746089771
2015-03-09,4760623252
2015-03-10,4691589219
2015-03-11,4695222589
2015-03-12,4753356511
2015-03-13,4724289550
2015-03-16,4786056843
2015-03-17,4744273086
2015-03-18,4798773638
2015-03-19,4814215462
2015-03-20,4858724246
2015-03-23,4841465738
2015-03-24,4811490434
2015-03-25,4760623252
2015-03-26,4737006346
2015-03-27,4756081539
2015-03-30,4874166069
2015-03-31,4806040379
2015-04-01,4812398776
2015-04-02,4814215462
2015-04-06,4889985651
2015-04-07,4881744102
2015-04-08,4932109122
2015-04-09,4919288935
2015-04-10,4948592220
2015-04-13,4938519216
2015-04-14,4859766638
2015-04-15,4805738707
2015-04-16,4751710775
2015-04-17,4676621108
2015-04-20,4709587303
2015-04-21,4715997397
2015-04-22,4741637771
2015-04-23,4716913125
2015-04-24,4753542231
2015-04-27,4758120869
2015-04-28,4747132137
2015-04-29,5000788696
2015-04-30,5090530006
2015-05-01,5142726482
2015-05-04,5186681409
2015-05-05,5207743145
2015-05-06,5285579995
2015-05-07,5283748540
2015-05-08,5329534923
2015-05-11,5339607927
2015-05-12,5335029288
2015-05-13,5478798529
2015-05-14,5541068010
2015-05-15,5541983737
2015-05-18,5513596180
2015-05-19,5585938665
2015-05-20,5588685847
2015-05-21,5673848519
2015-05-22,5730623633
2015-05-26,5684837251
2015-05-27,5785567292
2015-05-28,5751685369
2015-05-29,5669269881
2015-06-01,5666522698
2015-06-02,5564876929
2015-06-03,5598758852
2015-06-04,5545646648
2015-06-05,5567624112
2015-06-08,5557551107
2015-06-09,5607000400
2015-06-10,5682090068
2015-06-11,5693078800
2015-06-12,5685752978
2015-06-15,5592348758
2015-06-16,5659196877
2015-06-17,5718719174
2015-06-18,5734286544
2015-06-19,5698573165
2015-06-22,5710477625
2015-06-23,5691247344
2015-06-24,5645460962
2015-06-25,5622567771
2015-06-26,5695825983
2015-06-29,5587770120
2015-06-30,5580444299
2015-07-01,5696741710
2015-07-02,5693078800
2015-07-06,5624005704
2015-07-07,5657797229
2015-07-08,5542723387
2015-07-09,5537243680
2015-07-10,5625832273
2015-07-13,5697068461
2015-07-14,5760085089
2015-07-15,5801182889
2015-07-16,5750038960
2015-07-17,5645924531
2015-07-20,5665103505
2015-07-21,5622179135
2015-07-22,5653230807
2015-07-23,5591127464
2015-07-24,5489752889
2015-07-27,5460527786
2015-07-28,5582907903
2015-07-29,5558249223
2015-07-30,5625832273
2015-07-31,5557335939
2015-08-03,5529024120
2015-08-04,5508018578
2015-08-05,5604826731
2015-08-06,5650490954
2015-08-07,5757345235
2015-08-10,5904384033
2015-08-11,5871505793
2015-08-12,5815795441
2015-08-13,5816708725
2015-08-14,5842280690
2015-08-17,5889771482
2015-08-18,5824928285
2015-08-19,5802096174
2015-08-20,5662363652
2015-08-21,5502538871
2015-08-24,5226726964
2015-08-25,5106173415
2015-08-26,5298876436
2015-08-27,5398424443
2015-08-28,5440435528
2015-08-31,5304356143
2015-09-01,5141791509
2015-09-02,5249559076
2015-09-03,5297049868
2015-09-04,5245905938
2015-09-08,5398424443
2015-09-09,5345453944
2015-09-10,5378332184
2015-09-11,5361893064
2015-09-14,5359153211
2015-09-15,5409383856
2015-09-16,5498885733
2015-09-17,5506192009
2015-09-18,5402990865
2015-09-21,5363719633
2015-09-22,5232206671
2015-09-23,5229466817
2015-09-24,5189282301
2015-09-25,5181062741
2015-09-28,5084254588
2015-09-29,5076948313
2015-09-30,5166450190
2015-10-01,5310749134
2015-10-02,5432215968
2015-10-05,5338683139
2015-10-06,5273006721
2015-10-07,5289200906
2015-10-08,5321589277
2015-10-09,5362974418
2015-10-12,5352178294
2015-10-13,5330586047
2015-10-14,5274806075
2015-10-15,5338683139
2015-10-16,5386366019
2015-10-19,5414256005
2015-10-20,5467336946
2015-10-21,5434948575
2015-10-22,5654469756
2015-10-23,5749835515
2015-10-26,5720146175
2015-10-27,5681460065
2015-10-28,5781324209
2015-10-29,5864094490
2015-10-30,5845201274
2015-11-02,5909978015
2015-11-03,5857796751
2015-11-04,5799317748
2015-11-05,5832605796
2015-11-06,5855997397
2015-11-09,5879388998
2015-11-10,5758832284
2015-11-11,5869492552
2015-11-12,5657168787
2015-11-13,5611285261
2015-11-16,5698553927
2015-11-17,5720146175
2015-11-18,5882088029
2015-11-19,5937868002
2015-11-20,5933369617
2015-11-23,5911777369
2015-11-24,5947764448
2015-11-25,5953162510
2015-11-27,5953162510
2015-11-30,5934269294
2015-12-01,5954062187
2015-12-02,5875790291
2015-12-03,5757932608
2015-12-04,5898282215
2015-12-07,5855997397
2015-12-08,5778625178
2015-12-09,5723744883
2015-12-10,5730942298
2015-12-11,5662566849
2015-12-14,5651770725
2015-12-15,5694955220
2015-12-16,5808314518
2015-12-17,5674262649
2015-12-18,5583395275
2015-12-21,5658968141
2015-12-22,5674262649
2015-12-23,5752534546
2015-12-24,5763330669
2015-12-28,5757032931
2015-12-29,5721045852
2015-12-30,5698553927
2015-12-31,5637375894
2016-01-04,5463718189
2016-01-05,5505678116
2016-01-06,5441399078
2016-01-07,5278023191
2016-01-08,5328910763
2016-01-11,5330696292
2016-01-12,5347658815
2016-01-13,5237848793
2016-01-14,5350337109
2016-01-15,5261953432
2016-01-19,5264631725
2016-01-20,5269095547
2016-01-21,5257489610
2016-01-22,5422651026
2016-01-25,5192317808
2016-01-26,5321768648
2016-01-27,5329803527
2016-01-28,5298556773
2016-01-29,5436042492
2016-02-01,5448541194
2016-02-02,5344087758
2016-02-03,5690480349
2016-02-04,5746724507
2016-02-05,5642271071
2016-02-08,5475324126
2016-02-09,5614595374
2016-02-10,5627986840
2016-02-11,5560136745
2016-02-12,5711906695
2016-02-16,5787791670
2016-02-17,5731547512
2016-02-18,5729761983
2016-02-19,5766365324
2016-02-22,5805646958
2016-02-23,5712799459
2016-02-24,5783327847
2016-02-25,5913671451
2016-02-26,5932419504
2016-02-29,5813681837
2016-03-01,5962773494
2016-03-02,6021695945
2016-03-03,6092224333
2016-03-04,6058299286
2016-03-07,6065441401
2016-03-08,6086867747
2016-03-09,6169002073
2016-03-10,6216318586
2016-03-11,6235959403
2016-03-14,6180608010
2016-03-15,6160967193
2016-03-16,6177929717
2016-03-17,6231495581
2016-03-18,6290418032
2016-03-21,6335949017
2016-03-22,6377908945
2016-03-23,6369874065
2016-03-24,6337734546
2016-03-28,6362731950
2016-03-29,6466292621
2016-03-30,6463614328
2016-03-31,6437724160
2016-04-01,6504681491
2016-04-04,6475693049
2016-04-05,6408108227
2016-04-06,6493478528
2016-04-07,6364533803
2016-04-08,6377872912
2016-04-11,6345859049
2016-04-12,6368090899
2016-04-13,6430340077
2016-04-14,6403661857
2016-04-15,6455239748
2016-04-18,6526381665
2016-04-19,6526381665
2016-04-20,6493478528
2016-04-21,6474803775
2016-04-22,6537942227
2016-04-25,6473025227
2016-04-26,6468578857
2016-04-27,6622423254
2016-04-28,6530828035
2016-04-29,6457018296
2016-05-02,6611751966
2016-05-03,6684672432
2016-05-04,6578848830
2016-05-05,6585963021
2016-05-06,6657994213
2016-05-09,6686450980
2016-05-10,6798499500
2016-05-11,6740696692
2016-05-12,6791385308
2016-05-13,6721132665
2016-05-16,6824288445
2016-05-17,6698011542
2016-05-18,6619755432
2016-05-19,6635762364
2016-05-20,6519267474
2016-05-23,6531717309
2016-05-24,6625091076
2016-05-25,6661551309
2016-05-26,6613530514
2016-05-27,6640208733
2016-05-31,6614419788
2016-06-01,6594855761
2016-06-02,6694454446
2016-06-03,6736250322
2016-06-06,6758482172
2016-06-07,6760260719
2016-06-08,6799388774
2016-06-09,6809170788
2016-06-10,6857191582
2016-06-13,6732693226
2016-06-14,6747810884
2016-06-15,6728246857
2016-06-16,6748700158
2016-06-17,6673111870
2016-06-20,6778046199
2016-06-21,6787828213
2016-06-22,6790496034
2016-06-23,6858080856
2016-06-24,6546834967
2016-06-27,6323627200
2016-06-28,6402772584
2016-06-29,6475693049
2016-06-30,6647322925
2016-07-01,6457907570
2016-07-05,6344428471
2016-07-06,6405972906
2016-07-07,6437191097
2016-07-08,6537981258
2016-07-11,6510330860
2016-07-12,6507655015
2016-07-13,6527277878
2016-07-14,6543332948
2016-07-15,6558496070
2016-07-18,6583470623
2016-07-19,6503195274
2016-07-20,6549576587
2016-07-21,6454138115
2016-07-22,6475544875
2016-07-25,6445218632
2016-07-26,6811809396
2016-07-27,7006254132
2016-07-28,6970576198
2016-07-29,6947385542
2016-08-01,6970576198
2016-08-02,6943817749
2016-08-03,6889408900
2016-08-04,6902788125
2016-08-05,6998226597
2016-08-08,7021417253
2016-08-09,7022309202
2016-08-10,7018741408
2016-08-11,6983955423
2016-08-12,6974143992
2016-08-15,6972360095
2016-08-16,6894760590
2016-08-17,6893868642
2016-08-18,6863542399
2016-08-19,6908139815
2016-08-22,6882273314
2016-08-23,6971468147
2016-08-24,6901004229
2016-08-25,6948277490
2016-08-26,6861758502
2016-08-29,6901004229
2016-08-30,6912599557
2016-08-31,6907247867
2016-09-01,6898328384
2016-09-02,6969684250
2016-09-06,6967008405
2016-09-07,6986631268
2016-09-08,6923302937
2016-09-09,6719046769
2016-09-12,6804673809
2016-09-13,6744021323
2016-09-14,6735993788
2016-09-15,6853730967
2016-09-16,6815377189
2016-09-19,6908139815
2016-09-20,6923302937
2016-09-21,6970576198
2016-09-22,7032120633
2016-09-23,6979495682
2016-09-26,6909031764
2016-09-27,6937574110
2016-09-28,6984847372
2016-09-29,6872461882
2016-09-30,6938466059
2016-10-03,6891623434
2016-10-04,6689396145
2016-10-05,6715888803
2016-10-06,6817443992
2016-10-07,6746796904
2016-10-10,6730018220
2016-10-11,6672617461
2016-10-12,6718538068
2016-10-13,6686746879
2016-10-14,6751212347
2016-10-17,6756510878
2016-10-18,6750329258
2016-10-19,6768874119
2016-10-20,6705291739
2016-10-21,6667318930
2016-10-24,6702642474
2016-10-25,6691162322
2016-10-26,6266396705
2016-10-27,6213411389
2016-10-28,6058870884
2016-10-31,6163075339
2016-11-01,6110090023
2016-11-02,6092428251
2016-11-03,6221359187
2016-11-04,6241670224
2016-11-07,6323797464
2016-11-08,6292889363
2016-11-09,6273461414
2016-11-10,6206346680
2016-11-11,6141881213
2016-11-14,6247851845
2016-11-15,6284941566
2016-11-16,6303486426
2016-11-17,6352939388
2016-11-18,6232839338
2016-11-21,6203697415
2016-11-22,6329979084
2016-11-23,6289357009
2016-11-25,6332628350
2016-11-28,6408573970
2016-11-29,6442131337
2016-11-30,6363536451
2016-12-01,6285824654
2016-12-02,6333511439
2016-12-05,6420937210
2016-12-06,6465091640
2016-12-07,6473922526
2016-12-08,6506596804
2016-12-09,6412989413
2016-12-12,6420937210
2016-12-13,6406807793
2016-12-14,6338809970
2016-12-15,6334394527
2016-12-16,6352939388
2016-12-19,6294655540
2016-12-20,6315849667
2016-12-21,6320265110
2016-12-22,6302603338
2016-12-23,6307901869
2016-12-27,6330862173
2016-12-28,6251384199
2016-12-29,6236371693
2016-12-30,6201048149
2017-01-03,6222458667
2017-01-04,6399888341
2017-01-05,6336900806
2017-01-06,6422954198
2017-01-09,6437148572
2017-01-10,6452230095
2017-01-11,6449568649
2017-01-12,6399001192
2017-01-13,6400775489
2017-01-17,6427389940
2017-01-18,6491264623
2017-01-19,6430938534
2017-01-20,6423841347
2017-01-23,6466424468
2017-01-24,6549816415
2017-01-25,6608368208
2017-01-26,6506346145
2017-01-27,6544493525
2017-01-30,6468198765
2017-01-31,6477957397
2017-02-01,7066136767
2017-02-02,7098074108
2017-02-03,7012907864
2017-02-06,7053716689
2017-02-07,7020892200
2017-02-08,7044845206
2017-02-09,6999600639
2017-02-10,7032425128
2017-02-13,7048393799
2017-02-14,7034199425
2017-02-15,7056378134
2017-02-16,7111381333
2017-02-17,7044845206
2017-02-21,7128237152
2017-02-22,7080331140
2017-02-23,7154851604
2017-02-24,7119365669
2017-02-27,7159287345
2017-02-28,7160174494
2017-03-01,7261309408
2017-03-02,7254212221
2017-03-03,7253325073
2017-03-06,7198321874
2017-03-07,7132672894
2017-03-08,7094525514
2017-03-09,7087428327
2017-03-10,7141544378
2017-03-13,7123801411
2017-03-14,7086541179
2017-03-15,7147754417
2017-03-16,7077669695
2017-03-17,7131785746
2017-03-20,7077669695
2017-03-21,6990729155
2017-03-22,7000487787
2017-03-23,7067911063
2017-03-24,7062588173
2017-03-27,7062588173
2017-03-28,7132672894
2017-03-29,7127350004
2017-03-30,7139770081
2017-03-31,7150415862
2017-04-03,7156940648
2017-04-04,7129539739
2017-04-05,7078273522
2017-04-06,7057943815
2017-04-07,7030542906
2017-04-10,7056176015
2017-04-11,7042033610
2017-04-12,7039381909
2017-04-13,7025239504
2017-04-17,7096835428
2017-04-18,7136610941
2017-04-19,7202019562
2017-04-20,7265660383
2017-04-21,7220581469
2017-04-24,7286873990
2017-04-25,7284222289
2017-04-26,7354050412
2017-04-27,7384103022
2017-04-28,7354934313
2017-05-01,7389406424
2017-05-02,7376147920
2017-05-03,7366425016
2017-05-04,7398245427
2017-05-05,7439788740
2017-05-08,7403548829
2017-05-09,7337256307
2017-05-10,7384103022
2017-05-11,7388522524
2017-05-12,7367308917
2017-05-15,7439788740
2017-05-16,7452163344
2017-05-17,7304551996
2017-05-18,7292177392
2017-05-19,7315158800
2017-05-22,7353166512
2017-05-23,7318694401
2017-05-24,7320462201
2017-05-25,7409736131
2017-05-26,7450395544
2017-05-30,7461886248
2017-05-31,7447743843
2017-06-01,7579444986
2017-06-02,7491054957
2017-06-05,7436253139
2017-06-06,7399129327
2017-06-07,7388522524
2017-06-08,7361121615
2017-06-09,7432717538
2017-06-12,7464537949
2017-06-13,7555579678
2017-06-14,7552927978
2017-06-15,7561766980
2017-06-16,7570605983
2017-06-19,7660763813
2017-06-20,7771251349
2017-06-21,7754457244
2017-06-22,7738547038
2017-06-23,7782742053
2017-06-26,7793348856
2017-06-27,7784509854
2017-06-28,7847266774
2017-06-29,7790697156
2017-06-30,7811026862
2017-07-03,7827725499
2017-07-05,7823321467
2017-07-06,7855030494
2017-07-07,7995959500
2017-07-10,8053211909
2017-07-11,8081397710
2017-07-12,8210876235
2017-07-13,8198544947
2017-07-14,8281340738
2017-07-17,8277817513
2017-07-18,8226730748
2017-07-19,8285744770
2017-07-20,8284863963
2017-07-21,8269890256
2017-07-24,8276055900
2017-07-25,8039119008
2017-07-26,8133365281
2017-07-27,8087563354
2017-07-28,8106060286
2017-07-31,8185332852
2017-08-01,8230253973
2017-08-02,8286625576
2017-08-03,8215280266
2017-08-04,8195902528
2017-08-07,8239062036
2017-08-08,8226730748
2017-08-09,8181809627
2017-08-10,8097252223
2017-08-11,8193260109
2017-08-14,8251393324
2017-08-15,8237300424
2017-08-16,8336831534
2017-08-17,8205591397
2017-08-18,8195021722
2017-08-21,8174763177
2017-08-22,8208233816
2017-08-23,8195021722
2017-08-24,8187975271
2017-08-25,8250512518
2017-08-28,8217922685
2017-08-29,8231134780
2017-08-30,8282221544
2017-08-31,8302480089
2017-09-01,8368540561
2017-09-05,8350043629
2017-09-06,8199425753
2017-09-07,8162431889
2017-09-08,8208233816
2017-09-11,8295433639
2017-09-12,8387918299
2017-09-13,8368540561
2017-09-14,8434601033
2017-09-15,8528847306
2017-09-18,8712055014
2017-09-19,8675941956
2017-09-20,8709412595
2017-09-21,8704127757
2017-09-22,8698842920
2017-09-25,8710293401
2017-09-26,8685630825
2017-09-27,8755214522
2017-09-28,8801897255
2017-09-29,8661849055
2017-10-02,8750107406
2017-10-03,8736025559
2017-10-04,8775630753
2017-10-05,8791472830
2017-10-06,8831078023
2017-10-09,8863642294
2017-10-10,8870683217
2017-10-11,8907648064
2017-10-12,8871563332
2017-10-13,8971896489
2017-10-16,8993019259
2017-10-17,8940212334
2017-10-18,8846039985
2017-10-19,8694660135
2017-10-20,8775630753
2017-10-23,8714022674
2017-10-24,8705221520
2017-10-25,9157600841
2017-10-26,9228890189
2017-10-27,9338904615
2017-10-30,9269375498
2017-10-31,9344185307
2017-11-01,9419875233
2017-11-02,9543971506
2017-11-03,9513167466
2017-11-06,9423395694
2017-11-07,9420755348
2017-11-08,9483243542
2017-11-09,9308100576
2017-11-10,9257933997
2017-11-13,9499965735
2017-11-14,9520208389
2017-11-15,9478842965
2017-11-16,9527249313
2017-11-17,9530769774
2017-11-20,9742877588
2017-11-21,9718234357
2017-11-22,9778082205
2017-11-24,9830889129
2017-11-27,9850251668
2017-11-28,9857292592
2017-11-29,9846731207
2017-11-30,10043877058
2017-12-01,9912739862
2017-12-04,9859052822
2017-12-05,9963786556
2017-12-06,9814166936
2017-12-07,9888096631
2017-12-08,10009552557
2017-12-11,10119566984
2017-12-12,10073800982
2017-12-13,10065879944
2017-12-14,10057958905
2017-12-15,10201417717
2017-12-18,10219900140
2017-12-19,10306151451
2017-12-20,10269186603
2017-12-21,10035075904
2017-12-22,10048277635
2017-12-26,10105485137
2017-12-27,10133648830
2017-12-28,10171493793
2017-12-29,10109005599
2018-01-02,10181606086
2018-01-03,10210651124
2018-01-04,10278422880
2018-01-05,10399883948
2018-01-08,10438610666
2018-01-09,10465895398
2018-01-10,10437730513
2018-01-11,10523985475
2018-01-12,10504622116
2018-01-16,10331232040
2018-01-17,10463254940
2018-01-18,10617281658
2018-01-19,10679772497
2018-01-22,10626083184
2018-01-23,10538948070
2018-01-24,10567112956
2018-01-25,10646326696
2018-01-26,10651607612
2018-01-29,10444771734
2018-01-30,10326831277
2018-01-31,10797712955
2018-02-01,10593517536
2018-02-02,10353235857
2018-02-05,10017017537
2018-02-06,10054864102
2018-02-07,10102392346
2018-02-08,9749451125
2018-02-09,9810181659
2018-02-12,10178965628
2018-02-13,10287224406
2018-02-14,10396363338
2018-02-15,10520464864
2018-02-16,10456213719
2018-02-20,10304827460
2018-02-21,10290745017
2018-02-22,10406925170
2018-02-23,10485258757
2018-02-26,10571513719
2018-02-27,10465895398
2018-02-28,10399003796
2018-03-01,10204490055
2018-03-02,10135838147
2018-03-05,10103272498
2018-03-06,10079508376
2018-03-07,10191287765
2018-03-08,10165763338
2018-03-09,10326831277
2018-03-12,10255538910
2018-03-13,10201849597
2018-03-14,10106793109
2018-03-15,10046942728
2018-03-16,9825144255
2018-03-19,9753851888
2018-03-20,9748570972
2018-03-21,9694001507
2018-03-22,9322577080
2018-03-23,9070853417
2018-03-26,9308494637
2018-03-27,9193194638
2018-03-28,9157988531
2018-03-29,9351622118
2018-04-02,9100460051
2018-04-03,9160913670
2018-04-04,9305476673
2018-04-05,9293210721
2018-04-06,9041758711
2018-04-09,9103088469
2018-04-10,9317742625
2018-04-11,9224871847
2018-04-12,9242394636
2018-04-13,9181941016
2018-04-16,9285325467
2018-04-17,9434269166
2018-04-18,9479828416
2018-04-19,9435145306
2018-04-20,9385205359
2018-04-23,9375567826
2018-04-24,9234509381
2018-04-25,9345779086
2018-04-26,9305476673
2018-04-27,9186321713
2018-04-30,9182817156
2018-05-01,9240642357
2018-05-02,9124991955
2018-05-03,9131124931
2018-05-04,9263421981
2018-05-07,9256412866
2018-05-08,9243270775
2018-05-09,9305476673
2018-05-10,9437773724
2018-05-11,9433393027
2018-05-14,9478952276
2018-05-15,9316866485
2018-05-16,9452668094
2018-05-17,9478952276
2018-05-18,9558680963
2018-05-21,9695358711
2018-05-22,9655932437
2018-05-23,9492970507
2018-05-24,9548167290
2018-05-25,9504360319
2018-05-29,9302848255
2018-05-30,9365054153
2018-05-31,9202092223
2018-06-01,9316866485
2018-06-04,9320371043
2018-06-05,9388709917
2018-06-06,9331760855
2018-06-07,9313361928
2018-06-08,9464934046
2018-06-11,9436897585
2018-06-12,9410613402
2018-06-13,9336141552
2018-06-14,9310733510
2018-06-15,9281820909
2018-06-18,9210853617
2018-06-19,8942754957
2018-06-20,8897195708
2018-06-21,8780669167
2018-06-22,8783297585
2018-06-25,8929612866
2018-06-26,8901576405
2018-06-27,8789430561
2018-06-28,8817467022
2018-06-29,8945383376
2018-07-02,8749201995
2018-07-03,8719617423
2018-07-05,8744851323
2018-07-06,8794448987
2018-07-09,8903215794
2018-07-10,8937151038
2018-07-11,8851877861
2018-07-12,8896254719
2018-07-13,9019813812
2018-07-16,8962384938
