,STT
2004-08-25,15230707880
2004-08-26,15307901860
2004-08-27,15217282840
2004-08-30,15086388700
2004-08-31,15150157640
2004-09-01,15170295200
2004-09-02,14968919600
2004-09-03,15234064140
2004-09-07,15452221040
2004-09-08,15314614380
2004-09-09,15240776659
2004-09-10,15244132920
2004-09-13,15223995360
2004-09-14,15220639100
2004-09-15,15116595040
2004-09-16,15096457479
2004-09-17,15015907240
2004-09-20,14690350020
2004-09-21,14576237180
2004-09-22,14297667600
2004-09-23,14321161420
2004-09-24,14207048580
2004-09-27,14149992159
2004-09-28,14196979799
2004-09-29,14146635900
2004-09-30,14334586460
2004-10-01,14306943450
2004-10-04,14247262110
2004-10-05,14333468489
2004-10-06,14469409320
2004-10-07,14476040579
2004-10-08,14399781090
2004-10-11,14539037550
2004-10-12,13647133079
2004-10-13,13816230210
2004-10-14,13617292410
2004-10-15,13945539780
2004-10-18,14078164980
2004-10-19,14157740100
2004-10-20,14263840260
2004-10-21,14406412350
2004-10-22,14280418410
2004-10-25,14283734040
2004-10-26,14406412350
2004-10-27,14857338030
2004-10-28,14923650630
2004-10-29,14936913150
2004-11-01,15009857010
2004-11-02,15109325910
2004-11-03,15129219690
2004-11-04,15285054300
2004-11-05,15268476150
2004-11-08,15112641540
2004-11-09,14950175670
2004-11-10,14936913150
2004-11-11,15036382050
2004-11-12,15172322880
2004-11-15,15165691620
2004-11-16,15043013310
2004-11-17,15052960200
2004-11-18,14983331970
2004-11-19,14774447280
2004-11-22,14844075510
2004-11-23,14897125590
2004-11-24,14880547440
2004-11-26,14877231810
2004-11-29,14863969290
2004-11-30,14774447280
2004-12-01,14920335000
2004-12-02,15056275829
2004-12-03,14910388110
2004-12-06,14814234840
2004-12-07,14794341060
2004-12-08,14887178700
2004-12-09,14950175670
2004-12-10,15019803900
2004-12-13,15367945050
2004-12-14,15606670410
2004-12-15,15978020970
2004-12-16,15958127190
2004-12-17,15981336600
2004-12-20,15815555100
2004-12-21,15971389710
2004-12-22,16054280460
2004-12-23,16060911720
2004-12-27,16054280460
2004-12-28,16213430700
2004-12-29,16230008850
2004-12-30,16249902630
2004-12-31,16286374560
2005-01-03,16150433730
2005-01-04,16084121130
2005-01-05,15978020970
2005-01-06,16054280460
2005-01-07,16104014910
2005-01-10,16100699280
2005-01-11,15898445850
2005-01-12,15609986040
2005-01-13,15411048239
2005-01-14,15477360840
2005-01-18,15424310760
2005-01-19,14940228780
2005-01-20,14817550470
2005-01-21,14920335000
2005-01-24,14930281890
2005-01-25,14936913150
2005-01-26,14737975350
2005-01-27,14678294010
2005-01-28,14515828140
2005-01-31,14857338030
2005-02-01,15102694650
2005-02-02,14996594489
2005-02-03,14900441220
2005-02-04,15009857010
2005-02-07,15145797840
2005-02-08,15172322880
2005-02-09,15006541380
2005-02-10,15029750790
2005-02-11,15149113470
2005-02-14,15066222720
2005-02-15,15039697680
2005-02-16,14734659720
2005-02-17,14562246960
2005-02-18,14419674870
2005-02-22,14273787150
2005-02-23,14260524630
2005-02-24,14247262110
2005-02-25,14389834200
2005-02-28,14539037550
2005-03-01,14754553500
2005-03-02,14761184760
2005-03-03,14698187790
2005-03-04,14930281890
2005-03-07,14907072480
2005-03-08,14814234840
2005-03-09,14754553500
2005-03-10,14920335000
2005-03-11,14764500390
2005-03-14,15043013310
2005-03-15,14787709800
2005-03-16,14807603579
2005-03-17,14877231810
2005-03-18,14946860040
2005-03-21,14734659720
2005-03-22,14572193850
2005-03-23,14240630850
2005-03-24,14247262110
2005-03-28,14257209000
2005-03-29,14184265140
2005-03-30,14426306130
2005-03-31,14432758960
2005-04-01,14310615300
2005-04-04,14247892879
2005-04-05,14271001139
2005-04-06,14327121200
2005-04-07,14313916480
2005-04-08,14096038600
2005-04-11,14046520900
2005-04-12,14096038600
2005-04-13,13944184320
2005-04-14,13765920600
2005-04-15,13429200240
2005-04-18,13597560420
2005-04-19,14749672240
2005-04-20,14449264860
2005-04-21,15132609120
2005-04-22,15053380800
2005-04-25,15139211480
2005-04-26,15066585520
2005-04-27,15277861040
2005-04-28,14993959560
2005-04-29,15261355139
2005-05-02,15330679920
2005-05-03,15267957500
2005-05-04,15677303820
2005-05-05,15492437740
2005-05-06,15320776379
2005-05-09,15571666060
2005-05-10,15310872840
2005-05-11,15442920040
2005-05-12,15221740980
2005-05-13,15211837440
2005-05-16,15495738920
2005-05-17,15650894379
2005-05-18,15845664000
2005-05-19,15865471080
2005-05-20,15746628600
2005-05-23,15789543940
2005-05-24,15736725060
2005-05-25,15657496740
2005-05-26,15898482879
2005-05-27,15862169900
2005-05-31,15845664000
2005-06-01,16007421820
2005-06-02,16139469020
2005-06-03,16492695280
2005-06-06,16862427440
2005-06-07,16562020060
2005-06-08,16555417700
2005-06-09,16548815340
2005-06-10,16472888200
2005-06-13,16423370500
2005-06-14,16182384360
2005-06-15,16297925660
2005-06-16,16218697340
2005-06-17,16225299700
2005-06-20,16155974920
2005-06-21,16182384360
2005-06-22,16248407960
2005-06-23,16007421820
2005-06-24,15951301760
2005-06-27,15954602940
2005-06-28,16231902060
2005-06-29,16205492620
2005-06-30,15928193500
2005-07-01,15980950320
2005-07-05,16073097480
2005-07-06,15954622559
2005-07-07,15869057340
2005-07-08,16086261360
2005-07-11,16224482100
2005-07-12,16408776420
2005-07-13,16573324920
2005-07-14,16652308200
2005-07-15,16737873420
2005-07-18,16909003860
2005-07-19,16635853350
2005-07-20,16487759700
2005-07-21,16398903510
2005-07-22,16346247990
2005-07-25,16372575750
2005-07-26,16438395150
2005-07-27,16412067390
2005-07-28,16438395150
2005-07-29,16369284780
2005-08-01,16306756350
2005-08-02,16372575750
2005-08-03,16359411870
2005-08-04,16161953670
2005-08-05,15911839950
2005-08-08,15711090780
2005-08-09,15760455330
2005-08-10,15753873390
2005-08-11,15839438610
2005-08-12,15829565700
2005-08-15,15882221220
2005-08-16,15780201150
2005-08-17,15724254660
2005-08-18,15605779740
2005-08-19,15852602490
2005-08-22,15921712860
2005-08-23,15892094130
2005-08-24,15786783090
2005-08-25,15842729580
2005-08-26,15734127570
2005-08-29,15888803160
2005-08-30,15763746300
2005-08-31,15905258010
2005-09-01,16092843300
2005-09-02,16138916880
2005-09-06,16395612540
2005-09-07,16418649330
2005-09-08,16135625910
2005-09-09,16283719559
2005-09-12,16234355010
2005-09-13,16010569050
2005-09-14,16082970390
2005-09-15,16152080760
2005-09-16,16566742980
2005-09-19,16329793140
2005-09-20,16194863370
2005-09-21,15786783090
2005-09-22,15905258010
2005-09-23,16096134269
2005-09-26,15954622559
2005-09-27,15997405170
2005-09-28,15691344960
2005-09-29,16106007180
2005-09-30,16099425240
2005-10-03,16322907760
2005-10-04,16484946350
2005-10-05,16296452480
2005-10-06,16663519490
2005-10-07,16613915840
2005-10-10,16508094720
2005-10-11,16435342700
2005-10-12,16154255350
2005-10-13,16240235010
2005-10-14,16508094720
2005-10-17,16587460559
2005-10-18,17040507230
2005-10-19,17840779450
2005-10-20,17837472540
2005-10-21,17999511130
2005-10-24,17887076190
2005-10-25,17708503050
2005-10-26,17890383100
2005-10-27,17890383100
2005-10-28,18214460280
2005-10-31,18264063930
2005-11-01,18164856630
2005-11-02,18426102520
2005-11-03,18363271230
2005-11-04,18426102520
2005-11-07,18429409430
2005-11-08,18389726510
2005-11-09,18459171620
2005-11-10,18799783350
2005-11-11,19094098340
2005-11-14,18842773180
2005-11-15,18657586220
2005-11-16,18518696000
2005-11-17,19024653230
2005-11-18,19269364570
2005-11-21,19239602380
2005-11-22,19113939800
2005-11-23,19189998730
2005-11-25,19147008900
2005-11-28,19150315810
2005-11-29,19497541360
2005-11-30,19077563790
2005-12-01,19219760920
2005-12-02,19186691820
2005-12-05,19328888950
2005-12-06,19510769000
2005-12-07,19418175520
2005-12-08,19385106420
2005-12-09,19606669390
2005-12-12,19361958050
2005-12-13,19560372650
2005-12-14,19523996640
2005-12-15,19246216200
2005-12-16,19305740580
2005-12-19,18971742670
2005-12-20,18925445930
2005-12-21,19001504860
2005-12-22,19008118680
2005-12-23,18991584130
2005-12-27,18756793520
2005-12-28,18773328070
2005-12-29,18495547630
2005-12-30,18333509040
2006-01-03,18960721780
2006-01-04,19017291150
2006-01-05,19063877690
2006-01-06,19293482780
2006-01-09,19306793220
2006-01-10,19489811770
2006-01-11,19666175100
2006-01-12,19293482780
2006-01-13,19130429890
2006-01-17,18890841970
2006-01-18,19563019190
2006-01-19,19469846110
2006-01-20,19256879070
2006-01-23,19556363970
2006-01-24,19626243780
2006-01-25,19932383900
2006-01-26,20275127730
2006-01-27,19915745850
2006-01-30,20048850250
2006-01-31,20118730060
2006-02-01,20028884590
2006-02-02,19992280880
2006-02-03,19955677170
2006-02-06,20065488300
2006-02-07,19932383900
2006-02-08,20028884590
2006-02-09,19945694340
2006-02-10,20005591320
2006-02-13,19716089250
2006-02-14,20205247920
2006-02-15,20231868800
2006-02-16,20431525400
2006-02-17,20484767160
2006-02-21,20361645590
2006-02-22,20947304950
2006-02-23,20787579670
2006-02-24,20834166210
2006-02-27,20794234890
2006-02-28,20790907280
2006-03-01,20770941620
2006-03-02,20850804260
2006-03-03,20714372250
2006-03-06,20448163450
2006-03-07,20521370870
2006-03-08,20577940240
2006-03-09,20581267850
2006-03-10,20448163450
2006-03-13,20361645590
2006-03-14,20561302190
2006-03-15,20594578290
2006-03-16,20774269230
2006-03-17,20887407970
2006-03-20,20940649730
2006-03-21,20557974580
2006-03-22,20657802880
2006-03-23,20398249300
2006-03-24,20408232130
2006-03-27,20185282260
2006-03-28,19965660000
2006-03-29,19998936100
2006-03-30,19845866040
2006-03-31,19990485720
2006-04-03,20040106320
2006-04-04,20268361080
2006-04-05,20185660080
2006-04-06,20218740480
2006-04-07,19957405320
2006-04-10,19967329440
2006-04-11,19649757600
2006-04-12,19517436000
2006-04-13,19583596800
2006-04-17,19914400800
2006-04-18,21356706240
2006-04-19,21399710760
2006-04-20,21409634880
2006-04-21,21317009760
2006-04-24,21111911280
2006-04-25,20936585160
2006-04-26,21042442440
2006-04-27,21336858000
2006-04-28,21608117279
2006-05-01,21158223840
2006-05-02,21323625839
2006-05-03,21293853480
2006-05-04,21495643920
2006-05-05,21730514760
2006-05-08,21803291640
2006-05-09,21766903200
2006-05-10,21799983600
2006-05-11,21204536400
2006-05-12,20989513800
2006-05-15,21045750480
2006-05-16,20982897720
2006-05-17,20265053040
2006-05-18,19964021400
2006-05-19,20470151520
2006-05-22,20513156040
2006-05-23,20453611320
2006-05-24,20440379160
2006-05-25,20589240960
2006-05-26,20834035920
2006-05-30,20136039480
2006-05-31,20542928400
2006-06-01,20734794720
2006-06-02,20956433400
2006-06-05,20423838960
2006-06-06,20311365600
2006-06-07,20317981680
2006-06-08,20139347520
2006-06-09,19954097280
2006-06-12,19444659120
2006-06-13,19041078240
2006-06-14,18988149600
2006-06-15,19550516400
2006-06-16,19477739520
2006-06-19,19256100840
2006-06-20,19123779240
2006-06-21,19279257120
2006-06-22,19153551600
2006-06-23,19021230000
2006-06-26,19037770200
2006-06-27,18809515440
2006-06-28,18882292320
2006-06-29,19352034000
2006-06-30,19216404360
2006-07-03,19254738800
2006-07-05,18993691200
2006-07-06,18802036000
2006-07-07,18600467600
2006-07-10,18616989600
2006-07-11,18656642400
2006-07-12,18534379600
2006-07-13,18005675600
2006-07-14,18141156000
2006-07-17,18471596000
2006-07-18,18607076400
2006-07-19,19396828000
2006-07-20,19086214400
2006-07-21,18772296400
2006-07-24,19324131200
2006-07-25,19581874400
2006-07-26,19476133600
2006-07-27,19350566400
2006-07-28,19915618800
2006-07-31,19846226400
2006-08-01,19628136000
2006-08-02,20110578400
2006-08-03,20503802000
2006-08-04,20454236000
2006-08-07,20421192000
2006-08-08,20391452400
2006-08-09,20173362000
2006-08-10,20226232400
2006-08-11,20123796000
2006-08-14,20216319200
2006-08-15,20563281200
2006-08-16,20487280000
2006-08-17,20520324000
2006-08-18,20817720000
2006-08-21,20312146800
2006-08-22,20460844800
2006-08-23,20341886400
2006-08-24,20077534400
2006-08-25,20008142000
2006-08-28,20318755600
2006-08-29,20222928000
2006-08-30,20411278800
2006-08-31,20421192000
2006-09-01,20401365600
2006-09-05,20477366800
2006-09-06,20477366800
2006-09-07,20355104000
2006-09-08,20487280000
2006-09-11,20447627200
2006-09-12,20678935200
2006-09-13,20867286000
2006-09-14,20906938800
2006-09-15,21039114800
2006-09-18,20715283600
2006-09-19,20692152800
2006-09-20,20778067200
2006-09-21,20540150400
2006-09-22,20477366800
2006-09-25,20602934000
2006-09-26,20629369200
2006-09-27,20745023200
2006-09-28,20655804400
2006-09-29,20619456000
2006-10-02,20531592900
2006-10-03,20935927740
2006-10-04,21479459820
2006-10-05,21350205240
2006-10-06,21151352040
2006-10-09,21128152500
2006-10-10,21177865800
2006-10-11,21227579100
2006-10-12,21264035520
2006-10-13,21167923140
2006-10-16,21323691480
2006-10-17,21025411680
2006-10-18,21154666260
2006-10-19,20773530960
2006-10-20,20813301600
2006-10-23,21194436900
2006-10-24,21055239660
2006-10-25,20786787840
2006-10-26,20906099760
2006-10-27,20882900220
2006-10-30,21071810760
2006-10-31,21287235060
2006-11-01,21164608920
2006-11-02,20955813060
2006-11-03,21002212140
2006-11-06,21290549280
2006-11-07,21244150200
2006-11-08,21201065340
2006-11-09,21078439200
2006-11-10,21068496540
2006-11-13,21065182320
2006-11-14,21211008000
2006-11-15,21111581400
2006-11-16,21336948360
2006-11-17,21167923140
2006-11-20,21293863500
2006-11-21,21264035520
2006-11-22,21293863500
2006-11-24,21114895620
2006-11-27,20697303900
2006-11-28,20707246560
2006-11-29,20756959860
2006-11-30,20604505740
2006-12-01,20382453000
2006-12-04,21459574500
2006-12-05,21376719000
2006-12-06,21409861200
2006-12-07,21502659360
2006-12-08,21545744220
2006-12-11,21476145600
2006-12-12,21549058440
2006-12-13,21668370360
2006-12-14,21827452920
2006-12-15,22268244180
2006-12-18,22162189140
2006-12-19,22337842800
2006-12-20,22513496460
2006-12-21,22390870320
2006-12-22,22271558400
2006-12-26,22460468940
2006-12-27,22656007920
2006-12-28,22490296920
2006-12-29,22351099680
2007-01-03,22751191960
2007-01-04,22918209960
2007-01-05,22848062400
2007-01-08,23088568320
2007-01-09,22998378600
2007-01-10,23192119480
2007-01-11,23613004840
2007-01-12,23766661400
2007-01-16,23723236720
2007-01-17,24070634160
2007-01-18,23910296880
2007-01-19,23896935440
2007-01-22,23582941600
2007-01-23,23646408440
2007-01-24,23953721559
2007-01-25,23456007920
2007-01-26,23405902519
2007-01-29,23262267040
2007-01-30,23462688640
2007-01-31,23733257800
2007-02-01,23973763720
2007-02-02,23967083000
2007-02-05,22407134880
2007-02-06,22771234120
2007-02-07,22938252120
2007-02-08,22791276280
2007-02-09,22831360600
2007-02-12,22824679880
2007-02-13,23015080400
2007-02-14,23409242880
2007-02-15,23579601240
2007-02-16,23439306120
2007-02-20,23599643400
2007-02-21,23415923600
2007-02-22,23419263960
2007-02-23,23121971920
2007-02-26,22848062400
2007-02-27,21779147200
2007-02-28,21882698360
2007-03-01,21989589880
2007-03-02,21739062880
2007-03-05,21508578040
2007-03-06,22006291680
2007-03-07,21792508640
2007-03-08,21889379080
2007-03-09,21819231519
2007-03-12,21585406320
2007-03-13,20803762080
2007-03-14,21081011960
2007-03-15,21244689600
2007-03-16,21131117360
2007-03-19,21181222760
2007-03-20,21134457720
2007-03-21,21812550800
2007-03-22,21692297840
2007-03-23,22059737440
2007-03-26,21952845920
2007-03-27,21705659280
2007-03-28,21725701440
2007-03-29,21735722519
2007-03-30,21628831000
2007-04-02,21710823540
2007-04-03,22164111690
2007-04-04,22113746340
2007-04-05,22449515340
2007-04-09,22493165310
2007-04-10,22452873030
2007-04-11,22214477040
2007-04-12,22197688590
2007-04-13,22358857710
2007-04-16,22805430480
2007-04-17,23070687989
2007-04-18,23144557170
2007-04-19,22943095770
2007-04-20,23339303190
2007-04-23,23171418690
2007-04-24,23137841790
2007-04-25,23409814680
2007-04-26,23282222460
2007-04-27,23335945500
2007-04-30,23124411030
2007-05-01,23070687989
2007-05-02,23315799360
2007-05-03,23466895410
2007-05-04,23436676200
2007-05-07,23446749270
2007-05-08,23299010910
2007-05-09,23382953160
2007-05-10,22872584280
2007-05-11,22976672670
2007-05-14,22805430480
2007-05-15,22486449930
2007-05-16,22513311450
2007-05-17,22597253700
2007-05-18,22959884220
2007-05-21,23127768720
2007-05-22,23057257230
2007-05-23,22825576620
2007-05-24,22476376860
2007-05-25,22687911329
2007-05-29,22731561300
2007-05-30,22980030360
2007-05-31,22922949630
2007-06-01,22849080450
2007-06-04,22959884220
2007-06-05,22936380390
2007-06-06,22748349750
2007-06-07,22301776980
2007-06-08,22724845920
2007-06-11,22886015040
2007-06-12,22415938440
2007-06-13,23080761060
2007-06-14,23090834130
2007-06-15,23450106960
2007-06-18,23587772250
2007-06-19,23654926050
2007-06-20,23292295530
2007-06-21,23309083980
2007-06-22,22939738079
2007-06-25,22892730420
2007-06-26,22751707440
2007-06-27,23077403370
2007-06-28,23191564829
2007-06-29,22966599600
2007-07-02,26576114100
2007-07-03,27214405049
2007-07-05,27071273140
2007-07-06,27020983549
2007-07-09,26703772290
2007-07-10,26162192090
2007-07-11,26158323660
2007-07-12,26634140549
2007-07-13,27086746860
2007-07-16,27229878770
2007-07-17,27802406410
2007-07-18,27620590200
2007-07-19,27616721770
2007-07-20,27079010000
2007-07-23,27403958120
2007-07-24,26556771950
2007-07-25,26808219900
2007-07-26,26108034069
2007-07-27,25806296529
2007-07-30,26320797720
2007-07-31,25930086290
2007-08-01,25995849600
2007-08-02,26429113759
2007-08-03,25636085610
2007-08-06,26672824850
2007-08-07,27024851980
2007-08-08,27875906580
2007-08-09,27295642080
2007-08-10,26316929290
2007-08-13,26491008640
2007-08-14,25237637319
2007-08-15,24185424360
2007-08-16,24011345010
2007-08-17,24757952000
2007-08-20,24208634940
2007-08-21,23570343990
2007-08-22,24398188010
2007-08-23,24634162240
2007-08-24,24874004900
2007-08-27,24711530840
2007-08-28,23659317880
2007-08-29,23597423000
2007-08-30,23009421640
2007-08-31,23736686480
2007-09-04,24239582380
2007-09-05,23972660710
2007-09-06,24220240230
2007-09-07,23574212420
2007-09-10,23400133070
2007-09-11,23655449450
2007-09-12,23872081530
2007-09-13,24552925210
2007-09-14,25086768549
2007-09-17,24854662750
2007-09-18,25930086290
2007-09-19,26220218540
2007-09-20,25705717350
2007-09-21,25887533560
2007-09-24,25732796360
2007-09-25,25775349090
2007-09-26,26162192090
2007-09-27,26440719049
2007-09-28,26367218880
2007-10-01,27175635000
2007-10-02,26308327500
2007-10-03,26254361700
2007-10-04,26296763400
2007-10-05,25969113900
2007-10-08,26157994200
2007-10-09,26635976999
2007-10-10,26979045299
2007-10-11,26982900000
2007-10-12,26975190600
2007-10-15,26570447100
2007-10-16,28786899600
2007-10-17,29006617500
2007-10-18,29145386700
2007-10-19,28574891100
2007-10-22,29072147400
2007-10-23,29731301100
2007-10-24,29168514900
2007-10-25,29295720000
2007-10-26,30413583000
2007-10-29,30190010399
2007-10-30,30297941999
2007-10-31,30748941900
2007-11-01,28428412500
2007-11-02,28686677400
2007-11-05,29303429400
2007-11-06,30579335100
2007-11-07,29380523400
2007-11-08,29638788300
2007-11-09,28555617600
2007-11-12,28798463699
2007-11-13,30232412100
2007-11-14,29727446400
2007-11-15,28910250000
2007-11-16,29083711500
2007-11-19,29365104600
2007-11-20,29839232700
2007-11-21,29214771300
2007-11-23,29974147200
2007-11-26,28621147500
2007-11-27,28906395299
2007-11-28,30413583000
2007-11-29,30286377899
2007-11-30,30795198300
2007-12-03,30074369400
2007-12-04,29634933600
2007-12-05,30035822400
2007-12-06,30775924800
2007-12-07,30714249600
2007-12-10,31701052799
2007-12-11,30058950600
2007-12-12,30278668500
2007-12-13,30552352200
2007-12-14,29931745500
2007-12-17,29827668600
2007-12-18,29835378000
2007-12-19,30147608699
2007-12-20,30598608600
2007-12-21,31011061500
2007-12-24,31697198100
2007-12-26,31427369100
2007-12-27,31134411900
2007-12-28,31103574300
2007-12-31,31300164000
2008-01-02,30600864960
2008-01-03,33118608540
2008-01-04,31741414439
2008-01-07,31962541380
2008-01-08,31566840540
2008-01-09,32559972060
2008-01-10,32334965699
2008-01-11,32121597600
2008-01-14,32920758120
2008-01-15,30965530439
2008-01-16,31593996480
2008-01-17,29095650000
2008-01-18,28738743360
2008-01-22,29052976380
2008-01-23,30821991900
2008-01-24,31671584880
2008-01-25,30461205840
2008-01-28,30891821460
2008-01-29,31015962900
2008-01-30,31062515939
2008-01-31,31857797040
2008-02-01,32575489740
2008-02-04,32086682819
2008-02-05,31326316500
2008-02-06,31008204060
2008-02-07,32226341939
2008-02-08,32020732680
2008-02-11,32389277579
2008-02-12,32288412660
2008-02-13,32214703680
2008-02-14,31795726319
2008-02-15,32556092640
2008-02-19,32226341939
2008-02-20,32936275800
2008-02-21,31923747180
2008-02-22,31687102560
2008-02-25,32269015560
2008-02-26,32121597600
2008-02-27,32245739040
2008-02-28,31698740819
2008-02-29,30472844100
2008-03-03,30139213980
2008-03-04,30298270199
2008-03-05,30410773380
2008-03-06,29495230260
2008-03-07,29576698079
2008-03-10,28215021660
2008-03-11,30243958319
2008-03-12,30049987319
2008-03-13,30748282920
2008-03-14,29530145040
2008-03-17,28983146819
2008-03-18,31524166920
2008-03-19,30441808740
2008-03-20,32377639319
2008-03-24,32005215000
2008-03-25,32618163360
2008-03-26,31272004620
2008-03-27,31206054480
2008-03-28,30503879460
2008-03-31,31796078000
2008-04-01,34150597699
2008-04-02,33587122900
2008-04-03,33880934760
2008-04-04,33667619300
2008-04-07,33337584060
2008-04-08,32955226160
2008-04-09,32110013960
2008-04-10,32114038780
2008-04-11,31928897060
2008-04-14,30934766520
2008-04-15,27863828860
2008-04-16,27855779219
2008-04-17,28302534239
2008-04-18,27586116280
2008-04-21,26893847239
2008-04-22,26426968120
2008-04-23,26781152280
2008-04-24,27904077060
2008-04-25,28954555080
2008-04-28,29216168380
2008-04-29,29284590320
2008-04-30,29035051480
2008-05-01,30290795320
2008-05-02,30383366179
2008-05-05,29719270880
2008-05-06,30556433440
2008-05-07,29783668000
2008-05-08,29272515860
2008-05-09,29067250040
2008-05-12,30053330940
2008-05-13,28511824880
2008-05-14,29417409380
2008-05-15,30033206840
2008-05-16,29276540679
2008-05-19,29228242840
2008-05-20,28709041060
2008-05-21,28113367699
2008-05-22,28495725600
2008-05-23,28085193960
2008-05-27,28600370920
2008-05-28,28660743219
2008-05-29,29091398960
2008-05-30,28986753640
2008-06-02,28600370920
2008-06-03,28721115520
2008-06-04,28507800060
2008-06-05,28640619120
2008-06-06,27376825640
2008-06-09,26946169900
2008-06-10,27465371679
2008-06-11,27360726360
2008-06-12,27590141100
2008-06-13,28117392520
2008-06-16,27731009800
2008-06-17,27135336440
2008-06-18,26797251560
2008-06-19,27586116280
2008-06-20,27264130679
2008-06-23,26777127460
2008-06-24,27320478160
2008-06-25,27244006580
2008-06-26,26636258760
2008-06-27,25762872820
2008-06-30,25754823180
2008-07-01,27153553440
2008-07-02,26490010560
2008-07-03,26714064000
2008-07-07,25326656160
2008-07-08,26722681440
2008-07-09,25662736320
2008-07-10,26016051360
2008-07-11,25662736320
2008-07-14,23999570400
2008-07-15,25701514800
2008-07-16,28631444400
2008-07-17,29665537199
2008-07-18,30083483039
2008-07-21,29398396560
2008-07-22,31987937279
2008-07-23,30953844480
2008-07-24,29717241840
2008-07-25,30406637039
2008-07-28,29083860000
2008-07-29,31225293840
2008-07-30,31078797359
2008-07-31,30867670080
2008-08-01,30772878240
2008-08-04,30242905680
2008-08-05,31660474560
2008-08-06,31371790320
2008-08-07,30169657440
2008-08-08,30867670080
2008-08-11,31470890880
2008-08-12,29454409920
2008-08-13,28743471119
2008-08-14,29497497119
2008-08-15,29837886000
2008-08-18,29045081520
2008-08-19,27972210240
2008-08-20,28549578720
2008-08-21,28191954960
2008-08-22,28846880400
2008-08-25,27959284080
2008-08-26,28351377600
2008-08-27,28618518240
2008-08-28,29506114560
2008-08-29,29157108240
2008-09-02,29519040720
2008-09-03,29803416240
2008-09-04,28700383920
2008-09-05,29243282640
2008-09-08,31462273440
2008-09-09,29928369119
2008-09-10,29988691199
2008-09-11,31238220000
2008-09-12,30893522400
2008-09-15,29958530160
2008-09-16,30915066000
2008-09-17,27898962000
2008-09-18,25421448000
2008-09-19,26046212400
2008-09-22,24986267280
2008-09-23,23280014160
2008-09-24,22879303200
2008-09-25,25852320000
2008-09-26,26067756000
2008-09-29,18958368000
2008-09-30,24507999360
2008-10-01,23955805200
2008-10-02,22351852800
2008-10-03,20247743200
2008-10-06,18109140000
2008-10-07,17225241500
2008-10-08,18799012000
2008-10-09,17677970000
2008-10-10,18626544000
2008-10-13,20847069500
2008-10-14,24443027300
2008-10-15,20191691100
2008-10-16,19441455300
2008-10-17,17574489200
2008-10-20,17246800000
2008-10-21,17074332000
2008-10-22,15547990200
2008-10-23,16061082500
2008-10-24,16216303700
2008-10-27,15388457299
2008-10-28,18027217700
2008-10-29,17665034900
2008-10-30,18298854800
2008-10-31,18691219500
2008-11-03,18863687500
2008-11-04,19945924200
2008-11-05,18436829200
2008-11-06,17358904200
2008-11-07,18527374900
2008-11-10,17777139100
2008-11-11,18182438900
2008-11-12,17001033100
2008-11-13,18208309100
2008-11-14,16768201300
2008-11-17,15918796400
2008-11-18,15418639200
2008-11-19,13077386100
2008-11-20,12370267300
2008-11-21,13702582600
2008-11-24,15560925300
2008-11-25,16276667500
2008-11-26,17527060500
2008-11-28,18156568700
2008-12-01,15276353100
2008-12-02,15923108100
2008-12-03,15780822000
2008-12-04,16091264400
2008-12-05,17367527600
2008-12-08,18915427900
2008-12-09,18022906000
2008-12-10,18005659200
2008-12-11,16716460900
2008-12-12,16056770800
2008-12-15,15194430800
2008-12-16,16781136400
2008-12-17,17380462700
2008-12-18,16841500200
2008-12-19,17397709500
2008-12-22,16311161100
2008-12-23,15789445399
2008-12-24,15966225100
2008-12-26,15453132800
2008-12-29,15427262600
2008-12-30,16194745200
2008-12-31,16957916100
2009-01-02,17762556900
2009-01-05,17948393870
2009-01-06,19132564330
2009-01-07,18246597380
2009-01-08,18678776380
2009-01-09,17961359240
2009-01-12,16854981000
2009-01-13,16794475940
2009-01-14,16029519110
2009-01-15,16422802000
2009-01-16,15709706650
2009-01-20,6435145310
2009-01-21,7377295530
2009-01-22,9062793630
2009-01-23,8384272599
2009-01-26,8851025920
2009-01-27,8479351980
2009-01-28,11137252830
2009-01-29,10402548530
2009-01-30,10056805330
2009-02-02,10160528290
2009-02-03,10450088220
2009-02-04,10428479270
2009-02-05,11902209660
2009-02-06,13177137710
2009-02-09,13194424870
2009-02-10,11500283190
2009-02-11,12308457920
2009-02-12,11928140400
2009-02-13,11668833000
2009-02-17,10030874590
2009-02-18,10233998720
2009-02-19,9706740340
2009-02-20,9819106880
2009-02-23,9637591700
2009-02-24,11448421710
2009-02-25,11137252830
2009-02-26,11742303430
2009-02-27,10921163330
2009-03-02,9443111150
2009-03-03,9425823990
2009-03-04,9633269910
2009-03-05,8345376489
2009-03-06,7770578420
2009-03-09,7610672190
2009-03-10,8993644990
2009-03-11,9490650840
2009-03-12,10307469150
2009-03-13,9793176140
2009-03-16,9991978480
2009-03-17,11059460610
2009-03-18,12554799950
2009-03-19,11690441950
2009-03-20,10670499510
2009-03-23,12952404630
2009-03-24,12602339640
2009-03-25,12891899570
2009-03-26,13017231480
2009-03-27,13228999190
2009-03-30,12092368420
2009-03-31,13302469620
2009-04-01,13194424870
2009-04-02,13682787140
2009-04-03,14339699220
2009-04-06,14335377430
2009-04-07,13950738120
2009-04-08,13436445110
2009-04-09,15696741280
2009-04-13,16867946370
