,DELL
2021-04-06,34314810000
2021-04-07,35094520000
2021-04-08,35503300000
2021-04-09,36002920000
2021-04-12,35836380000
2021-04-13,35480590000
2021-04-14,35548720000
2021-04-15,37933270000
2021-04-16,38894660000
2021-04-19,39659230000
2021-04-20,38917370000
2021-04-21,38887090000
2021-04-22,38538870000
2021-04-23,38887090000
2021-04-26,38493450000
2021-04-27,38622140000
2021-04-28,38122520000
2021-04-29,38349620000
2021-04-30,38005030000
2021-05-03,37791390000
2021-05-04,37310700000
2021-05-05,38035550000
2021-05-06,38562020000
2021-05-07,39065600000
2021-05-10,38531500000
2021-05-11,37806650000
2021-05-12,36364580000
2021-05-13,37257290000
2021-05-14,38043180000
2021-05-17,38027920000
2021-05-18,37936360000
2021-05-19,37417520000
2021-05-20,38111850000
2021-05-21,38058440000
2021-05-24,38706990000
2021-05-25,38462830000
2021-05-26,38523870000
2021-05-27,38539130000
2021-05-28,38127110000
2021-06-01,39752300000
2021-06-02,38958780000
2021-06-03,39294500000
2021-06-04,40019350000
2021-06-07,39752300000
2021-06-08,40164320000
2021-06-09,40179580000
2021-06-10,40118540000
2021-06-11,40187210000
2021-06-14,39714150000
2021-06-15,39759930000
2021-06-16,39714150000
2021-06-17,38516240000
2021-06-18,38096590000
2021-06-21,38653580000
2021-06-22,38562020000
2021-06-23,38348380000
2021-06-24,38294970000
2021-06-25,38455200000
2021-06-28,38554390000
2021-06-29,39500510000
2021-06-30,38523870000
2021-07-01,38142370000
2021-07-02,38409420000
2021-07-06,38020290000
2021-07-07,38455200000
2021-07-08,38264450000
2021-07-09,38745140000
2021-07-12,37539600000
2021-07-13,36242500000
2021-07-14,36097530000
2021-07-15,36196720000
2021-07-16,35670250000
2021-07-19,35899150000
2021-07-20,36860530000
2021-07-21,37188620000
2021-07-22,37081800000
2021-07-23,37318330000
2021-07-26,37280180000
2021-07-27,37142840000
2021-07-28,37066540000
2021-07-29,37409890000
2021-07-30,37495700000
2021-08-02,37365480000
2021-08-03,38192760000
2021-08-04,37794440000
2021-08-05,38162120000
2021-08-06,38238720000
2021-08-09,38223400000
2021-08-10,38192760000
2021-08-11,38951100000
2021-08-12,39004720000
2021-08-13,38813220000
2021-08-16,38667680000
2021-08-17,37955300000
2021-08-18,37625920000
2021-08-19,37334840000
2021-08-20,38223400000
2021-08-23,38851520000
2021-08-24,39088980000
2021-08-25,39602200000
2021-08-26,39403040000
2021-08-27,37618260000
2021-08-30,38085520000
2021-08-31,37817420000
2021-09-01,37541660000
2021-09-02,37664220000
2021-09-03,37694860000
2021-09-07,37258240000
2021-09-08,36821620000
2021-09-09,37396120000
2021-09-10,36959500000
2021-09-13,38376600000
2021-09-14,37809760000
2021-09-15,38974080000
2021-09-16,39349420000
2021-09-17,39012380000
2021-09-20,39142600000
2021-09-21,38545120000
2021-09-22,38522140000
2021-09-23,39847320000
2021-09-24,40306920000
2021-09-27,40697580000
2021-09-28,40858440000
2021-09-29,40889080000
2021-09-30,40368200000
2021-10-01,41049940000
2021-10-04,40835460000
2021-10-05,41103560000
2021-10-06,40935040000
2021-10-07,41540180000
2021-10-08,40766520000
2021-10-11,40820140000
2021-10-12,40260960000
2021-10-13,40230320000
2021-10-14,41134200000
2021-10-15,41792960000
2021-10-18,42160640000
2021-10-19,42995580000
2021-10-20,43317300000
2021-10-21,43838180000
2021-10-22,44443320000
2021-10-25,43570080000
2021-10-26,42765780000
2021-10-27,42061060000
2021-10-28,42712160000
2021-10-29,42514360000
2021-11-01,43101870000
2021-11-02,41667430000
2021-11-03,42117600000
2021-11-04,41636910000
2021-11-05,43002680000
2021-11-08,42369390000
2021-11-09,42789040000
2021-11-10,43201060000
2021-11-11,42872970000
2021-11-12,42728000000
2021-11-15,43262100000
2021-11-16,43262100000
2021-11-17,42728000000
2021-11-18,42651700000
2021-11-19,41980260000
2021-11-22,42064190000
2021-11-23,41713210000
2021-11-24,43719900000
2021-11-26,42865340000
2021-11-29,43925910000
2021-11-30,43086610000
2021-12-01,42499100000
2021-12-02,43605450000
2021-12-03,44620240000
2021-12-06,44826250000
2021-12-07,44948330000
2021-12-08,44559200000
2021-12-09,43986950000
2021-12-10,43948800000
2021-12-13,42514360000
2021-12-14,41682690000
2021-12-15,42758520000
2021-12-16,41957370000
2021-12-17,41697950000
2021-12-20,40896800000
2021-12-21,42308350000
2021-12-22,42247310000
2021-12-23,42636440000
2021-12-27,43185800000
2021-12-28,43452850000
2021-12-29,43529150000
2021-12-30,43117130000
2021-12-31,42857710000
2022-01-03,43475740000
2022-01-04,44627870000
2022-01-05,44238740000
2022-01-06,44284520000
2022-01-07,44246370000
2022-01-10,45688440000
2022-01-11,45970750000
2022-01-12,45741850000
2022-01-13,45909710000
2022-01-14,46184390000
2022-01-18,45383240000
2022-01-19,44223480000
2022-01-20,43796200000
2022-01-21,42399910000
2022-01-24,42285460000
2022-01-25,42300720000
2022-01-26,42224420000
2022-01-27,42308350000
2022-01-28,42404960000
2022-01-31,42834740000
2022-02-01,44161780000
2022-02-02,44787600000
2022-02-03,44636800000
2022-02-04,44289960000
2022-02-07,44455840000
2022-02-08,45202300000
2022-02-09,45820580000
2022-02-10,45782880000
2022-02-11,44870540000
2022-02-14,44184400000
2022-02-15,45104280000
2022-02-16,45458660000
2022-02-17,44682040000
2022-02-18,44410600000
2022-02-22,43076020000
2022-02-23,42812120000
2022-02-24,42103360000
2022-02-25,38800840000
2022-02-28,38423840000
2022-03-01,37609520000
2022-03-02,40414400000
2022-03-03,39652860000
2022-03-04,39177840000
2022-03-07,37194820000
2022-03-08,37880960000
2022-03-09,39192920000
2022-03-10,39185380000
2022-03-11,39215540000
2022-03-14,38257960000
2022-03-15,39268320000
2022-03-16,39185380000
2022-03-17,38084540000
2022-03-18,39079820000
2022-03-21,39449280000
2022-03-22,39954460000
2022-03-23,39660400000
2022-03-24,40346540000
2022-03-25,41311660000
2022-03-28,40942200000
2022-03-29,41492620000
2022-03-30,40957280000
2022-03-31,37843260000
2022-04-01,36795200000
2022-04-04,37232520000
2022-04-05,36689640000
2022-04-06,35528480000
2022-04-07,35958260000
2022-04-08,35732060000
2022-04-11,35400300000
2022-04-12,35513400000
2022-04-13,35671740000
2022-04-14,35392760000
2022-04-18,35769760000
2022-04-19,36184460000
2022-04-20,36946000000
2022-04-21,36350340000
2022-04-22,35339980000
2022-04-25,35641580000
2022-04-26,35068540000
2022-04-27,35098700000
2022-04-28,36282480000
2022-04-29,34740390000
2022-05-02,35102500000
2022-05-03,35361150000
2022-05-04,36070590000
2022-05-05,34925140000
2022-05-06,33683620000
2022-05-09,33395410000
2022-05-10,33624500000
2022-05-11,32818989999
2022-05-12,32323860000
2022-05-13,33321510000
2022-05-16,33277170000
2022-05-17,34444790000
2022-05-18,32006090000
2022-05-19,30372900000
2022-05-20,29596949999
2022-05-23,30461580000
2022-05-24,30210320000
2022-05-25,31998699999
2022-05-26,32464270000
2022-05-27,36639620000
2022-05-31,36905660000
2022-06-01,37445130000
2022-06-02,37895920000
2022-06-03,37703780000
2022-06-06,36979560000
2022-06-07,37799850000
2022-06-08,37193870000
2022-06-09,37208650000
2022-06-10,36329240000
2022-06-13,34917750000
2022-06-14,34991650000
2022-06-15,35405490000
2022-06-16,33912710000
2022-06-17,35169010000
2022-06-21,36380970000
2022-06-22,35922790000
2022-06-23,36240560000
2022-06-24,37134750000
2022-06-27,37127360000
2022-06-28,36166660000
2022-06-29,35021210000
2022-06-30,34149190000
2022-07-01,31584860000
2022-07-05,31880460000
2022-07-06,31185800000
2022-07-07,31732660000
2022-07-08,31717880000
2022-07-11,31392719999
2022-07-12,31813949999
2022-07-13,31880460000
2022-07-14,31555300000
2022-07-15,32116940000
2022-07-18,31703100000
2022-07-19,32545560000
2022-07-20,32641630000
2022-07-21,32996350000
2022-07-22,32028260000
2022-07-25,32405150000
2022-07-26,32094770000
2022-07-27,32730310000
2022-07-28,32885500000
2022-07-29,32803680000
2022-08-01,33065760000
2022-08-02,32221280000
2022-08-03,32359600000
2022-08-04,32177600000
2022-08-05,33058479999
2022-08-08,33087600000
2022-08-09,32825520000
2022-08-10,34383440000
2022-08-11,34652800000
2022-08-12,35104160000
2022-08-15,35162400000
2022-08-16,35373520000
2022-08-17,34820240000
2022-08-18,35628320000
2022-08-19,34703760000
2022-08-22,34099520000
2022-08-23,34172320000
2022-08-24,33939360000
2022-08-25,34871200000
2022-08-26,30161040000
2022-08-29,29549520000
2022-08-30,28894320000
2022-08-31,27875120000
2022-09-01,27409200000
2022-09-02,27511120000
2022-09-06,27147120000
2022-09-07,27649439999
2022-09-08,28028000000
2022-09-09,28967120000
2022-09-12,29338399999
2022-09-13,27882399999
2022-09-14,27758640000
2022-09-15,27409200000
2022-09-16,27634880000
2022-09-19,27532960000
2022-09-20,26899600000
2022-09-21,26775840000
2022-09-22,26411840000
2022-09-23,25858560000
2022-09-26,25261600000
2022-09-27,25276160000
2022-09-28,25691120000
2022-09-29,24890320000
2022-09-30,24875760000
2022-10-03,26120640000
2022-10-04,27270880000
2022-10-05,27562080000
2022-10-06,27285439999
2022-10-07,25188800000
2022-10-10,25101439999
2022-10-11,24657360000
2022-10-12,24584560000
2022-10-13,25472720000
2022-10-14,24941280000
2022-10-17,25094160000
2022-10-18,25159680000
2022-10-19,25108720000
2022-10-20,25378080000
2022-10-21,26826800000
2022-10-24,27139840000
2022-10-25,27474720000
2022-10-26,27511120000
2022-10-27,27489280000
2022-10-28,28038559999
2022-10-31,27494400000
2022-11-01,28031400000
2022-11-02,26971720000
2022-11-03,26742600000
2022-11-04,27924000000
2022-11-07,28546920000
2022-11-08,28940720000
2022-11-09,28160280000
2022-11-10,29871520000
2022-11-11,30558880000
2022-11-14,30251000000
2022-11-15,30322600000
2022-11-16,29484880000
2022-11-17,29900160000
2022-11-18,30100640000
2022-11-21,29406120000
2022-11-22,31396600000
2022-11-23,31940760000
2022-11-25,31955080000
2022-11-28,31203280000
2022-11-29,31160320000
2022-11-30,32069640000
2022-12-01,32148400000
2022-12-02,31890640000
2022-12-05,30838120000
2022-12-06,30408520000
2022-12-07,30014720000
2022-12-08,30236679999
2022-12-09,29950280000
2022-12-12,30694920000
2022-12-13,30680600000
2022-12-14,29842880000
2022-12-15,28196080000
2022-12-16,28103000000
2022-12-19,27924000000
2022-12-20,27888200000
2022-12-21,28009920000
2022-12-22,28024240000
2022-12-23,28009920000
2022-12-27,28217559999
2022-12-28,27752160000
2022-12-29,28511120000
2022-12-30,28797520000
2023-01-03,29284400000
2023-01-04,29313040000
2023-01-05,29262920000
2023-01-06,30372720000
2023-01-09,30272480000
2023-01-10,30422840000
2023-01-11,29191320000
2023-01-12,28589880000
2023-01-13,28768880000
2023-01-17,28661480000
2023-01-18,28654320000
2023-01-19,28253360000
2023-01-20,28826160000
2023-01-23,29384640000
2023-01-24,29062440000
2023-01-25,29012320000
2023-01-26,29348840000
2023-01-27,28861960000
2023-01-30,28647160000
2023-01-31,29083920000
2023-02-01,29520679999
2023-02-02,30372720000
2023-02-03,30581760000
2023-02-06,29655040000
2023-02-07,30400760000
2023-02-08,30292160000
2023-02-09,30436960000
2023-02-10,30929280000
2023-02-13,31421600000
2023-02-14,31153720000
2023-02-15,30987199999
2023-02-16,30929280000
2023-02-17,30755519999
2023-02-21,30328360000
2023-02-22,30270440000
2023-02-23,30429720000
2023-02-24,30125640000
2023-02-27,29684000000
2023-02-28,29423360000
2023-03-01,29278560000
2023-03-02,29083080000
2023-03-03,28807960000
2023-03-06,28286680000
2023-03-07,27512000000
2023-03-08,28069480000
2023-03-09,27367199999
2023-03-10,26585280000
2023-03-13,26476680000
2023-03-14,27186199999
2023-03-15,27157240000
2023-03-16,27548199999
2023-03-17,26947280000
2023-03-20,27910199999
2023-03-21,28344600000
2023-03-22,27569920000
2023-03-23,27381680000
2023-03-24,27063120000
2023-03-27,27504760000
2023-03-28,27736440000
2023-03-29,28322880000
2023-03-30,28858640000
2023-03-31,29112040000
2023-04-03,29662280000
2023-04-04,29589880000
2023-04-05,29539199999
2023-04-06,29126519999
2023-04-10,29995320000
2023-04-11,30118400000
2023-04-12,30313880000
2023-04-13,30878600000
2023-04-14,31334720000
2023-04-17,31805320000
2023-04-18,32942000000
2023-04-19,31732920000
2023-04-20,31074080000
2023-04-21,31211640000
2023-04-24,30900320000
2023-04-25,30198040000
2023-04-26,30169080000
2023-04-27,30987199999
2023-04-28,31486760000
2023-05-01,31725680000
2023-05-02,32406240000
2023-05-03,32695839999
2023-05-04,31986320000
2023-05-05,32953140000
2023-05-08,33410520000
2023-05-09,33381479999
2023-05-10,33272580000
2023-05-11,32452200000
2023-05-12,32495760000
2023-05-15,32619180000
2023-05-16,32945880000
2023-05-17,33287100000
2023-05-18,34209120000
2023-05-19,34666500000
2023-05-22,34514040000
2023-05-23,33650100000
2023-05-24,33330659999
2023-05-25,34906080000
2023-05-26,35218260000
2023-05-30,34354320000
2023-05-31,32532060000
2023-06-01,33003960000
2023-06-02,34318020000
2023-06-05,33018479999
2023-06-06,34013100000
2023-06-07,34601160000
2023-06-08,34768140000
2023-06-09,34564860000
2023-06-12,34898820000
2023-06-13,35428800000
2023-06-14,35849880000
2023-06-15,36445200000
2023-06-16,36060420000
2023-06-20,35813580000
2023-06-21,36343560000
2023-06-22,37229280000
2023-06-23,36931620000
2023-06-26,37258320000
2023-06-27,37309140000
2023-06-28,37585020000
2023-06-29,38550600000
2023-06-30,39283860000
2023-07-03,39646860000
2023-07-05,39356460000
2023-07-06,39058800000
2023-07-07,38862780000
2023-07-10,39835620000
2023-07-11,40467240000
2023-07-12,39327420000
2023-07-13,40394640000
2023-07-14,40234920000
2023-07-17,39712200000
2023-07-18,39080580000
2023-07-19,39421800000
2023-07-20,38913600000
2023-07-21,38884560000
2023-07-24,39007980000
2023-07-25,39472620000
2023-07-26,39145920000
2023-07-27,38993460000
2023-07-28,38194860000
2023-07-31,38419920000
2023-08-01,38746620000
2023-08-02,38441700000
2023-08-03,38848260000
2023-08-04,38439280000
2023-08-07,39399540000
2023-08-08,41572760000
2023-08-09,40843540000
2023-08-10,40432000000
2023-08-11,41038480000
2023-08-14,40980720000
2023-08-15,40237060000
2023-08-16,39868840000
2023-08-17,39608920000
2023-08-18,39659460000
2023-08-21,40468100000
2023-08-22,40287600000
2023-08-23,41031260000
2023-08-24,40944620000
2023-08-25,40583620000
2023-08-28,41291180000
2023-08-29,40793000000
2023-08-30,40208180000
2023-08-31,40605280000
2023-09-01,49233180000
2023-09-05,49168199999
2023-09-06,50879340000
2023-09-07,49803560000
2023-09-08,50901000000
2023-09-11,52099520000
2023-09-12,51067060000
2023-09-13,50864900000
2023-09-14,51377520000
2023-09-15,50027380000
2023-09-18,49926300000
2023-09-19,50467800000
2023-09-20,49774680000
2023-09-21,49413680000
2023-09-22,50576100000
2023-09-25,50561660000
2023-09-26,49767460000
2023-09-27,49059900000
2023-09-28,49457000000
2023-09-29,49745800000
2023-10-02,48879400000
2023-10-03,48547280000
2023-10-04,48518400000
2023-10-05,47789180000
2023-10-06,47948020000
2023-10-09,48503960000
2023-10-10,49081560000
2023-10-11,50785480000
2023-10-12,49854100000
2023-10-13,49124880000
2023-10-16,48922720000
2023-10-17,49023800000
2023-10-18,48294580000
2023-10-19,48395660000
2023-10-20,47587020000
2023-10-23,47319880000
2023-10-24,48337900000
2023-10-25,47897480000
2023-10-26,46576220000
2023-10-27,47623119999
2023-10-30,47962460000
2023-10-31,48309020000
2023-11-01,49579740000
2023-11-02,49565300000
2023-11-03,49097359752
2023-11-06,50834944344
2023-11-07,50580663672
2023-11-08,51195175296
2023-11-09,51025654848
2023-11-10,51915637200
2023-11-13,52106347704
2023-11-14,52191107928
2023-11-15,51520089488
2023-11-16,51237555408
2023-11-17,51986270719
2023-11-20,51816750272
2023-11-21,52000397424
2023-11-22,52749112736
2023-11-24,52558402232
2023-11-27,52593718991
2023-11-28,52289994856
2023-11-29,53017520112
2023-11-30,53589651624
2023-12-01,50806690936
2023-12-04,48963156063
2023-12-05,48941966008
2023-12-06,47769449576
2023-12-07,48447531368
2023-12-08,48525228240
2023-12-11,48906649248
2023-12-12,49436400648
2023-12-13,49351640424
2023-12-14,51159858536
2023-12-15,50587727024
2023-12-18,51823813624
2023-12-19,51936827256
2023-12-20,51152795184
2023-12-21,53201167263
2023-12-22,53476637991
2023-12-26,54387810400
2023-12-27,54571457552
2023-12-28,54161783136
2023-12-29,54034642800
2024-01-02,52826809608
2024-01-03,54105276319
2024-01-04,53660285144
2024-01-05,53568461568
2024-01-08,56054761472
2024-01-09,54465507272
2024-01-10,55270729400
2024-01-11,56301978791
2024-01-12,56019444712
2024-01-16,56167775104
2024-01-17,54853991632
2024-01-18,55383743032
2024-01-19,58760025288
2024-01-22,57312038128
2024-01-23,58223210536
2024-01-24,59127319591
2024-01-25,58654075008
2024-01-26,59487550544
2024-01-29,58915419032
2024-01-30,59897224960
2024-01-31,58541061376
2024-02-01,60589433456
2024-02-02,61114559999
2024-02-05,60682679999
2024-02-06,58537440000
2024-02-07,59287920000
2024-02-08,60038400000
2024-02-09,61029600000
2024-02-12,61326960000
2024-02-13,59457840000
2024-02-14,60916320000
2024-02-15,58565760000
2024-02-16,59620679999
2024-02-20,58381679999
2024-02-21,57624120000
2024-02-22,62155320000
2024-02-23,63967799999
2024-02-26,65681160000
2024-02-27,64824480000
2024-02-28,66021000000
2024-02-29,67019280000
2024-03-01,88209720000
2024-03-04,86220240000
2024-03-05,83367000000
2024-03-06,83898000000
2024-03-07,85314000000
2024-03-08,82305000000
2024-03-11,82028880000
2024-03-12,80393400000
2024-03-13,77880000000
2024-03-14,75366600000
2024-03-15,75756000000
2024-03-18,75494040000
2024-03-19,76124160000
2024-03-20,78637560000
2024-03-21,80740320000
2024-03-22,79465920000
2024-03-25,80004000000
2024-03-26,81172200000
2024-03-27,79069440000
2024-03-28,80789880000
2024-04-01,84705120000
2024-04-02,83855520000
2024-04-03,91034640000
2024-04-04,90029280000
2024-04-05,93965760000
2024-04-08,90022200000
2024-04-09,87600840000
2024-04-10,87345960000
2024-04-11,87820320000
2024-04-12,83374080000
2024-04-15,83409480000
2024-04-16,85724640000
2024-04-17,84690960000
2024-04-18,83805960000
2024-04-19,81327960000
2024-04-22,81802320000
2024-04-23,85406040000
2024-04-24,85101600000
2024-04-25,88436280000
2024-04-26,88542480000
2024-04-29,90411600000
2024-04-30,88245120000
2024-05-01,84096240000
2024-05-02,87360120000
2024-05-03,88570800000
2024-05-06,91565640000
2024-05-07,90305400000
2024-05-08,93179880000
2024-05-09,93229440000
2024-05-10,94001160000
2024-05-13,92755080000
2024-05-14,94956960000
2024-05-15,105605280000
2024-05-16,103580400000
2024-05-17,105860160000
2024-05-20,102978599999
2024-05-21,104245920000
2024-05-22,104628240000
2024-05-23,108727560000
2024-05-24,113407440000
2024-05-28,117584640000
2024-05-29,126880680000
2024-05-30,120303359999
2024-05-31,98808480000
2024-06-03,93477240000
2024-06-04,96118080000
2024-06-05,97463280000
2024-06-06,94843680000
2024-06-07,92018760000
2024-06-10,93774599999
2024-06-11,93201119999
2024-06-12,93321480000
2024-06-13,95594160000
2024-06-14,95565840000
2024-06-17,100557240000
2024-06-18,105598200000
2024-06-20,105152160000
2024-06-21,102702480000
2024-06-24,97392480000
2024-06-25,99367800000
2024-06-26,97873920000
2024-06-27,98716440000
2024-06-28,97640280000
2024-07-01,101116560000
2024-07-02,101576760000
2024-07-03,101010359999
2024-07-05,98383680000
2024-07-08,103346760000
2024-07-09,103183920000
2024-07-10,103205160000
2024-07-11,99629760000
2024-07-12,98815560000
2024-07-15,97151760000
2024-07-16,95056080000
2024-07-17,88620360000
2024-07-18,88740720000
2024-07-19,89059320000
2024-07-22,91147920000
2024-07-23,89101800000
2024-07-24,82212960000
2024-07-25,78892440000
2024-07-26,80400480000
2024-07-29,78729600000
2024-07-30,76895880000
2024-07-31,80485440000
2024-08-01,76768440000
2024-08-02,72421320000
2024-08-05,69511440000
2024-08-06,67026360000
2024-08-07,62226120000
2024-08-08,64753679999
2024-08-09,65525400000
