,HPQ
2004-08-24,23351240000
2004-08-25,23903760000
2004-08-26,24020080000
2004-08-27,24107319999
2004-08-30,23671120000
2004-08-31,23612959999
2004-09-01,23671120000
2004-09-02,23787440000
2004-09-03,23380319999
2004-09-07,23758360000
2004-09-08,23671120000
2004-09-09,23932840000
2004-09-10,24136400000
2004-09-13,24572599999
2004-09-14,24281800000
2004-09-15,24136400000
2004-09-16,24049160000
2004-09-17,23903760000
2004-09-20,24310880000
2004-09-21,24688920000
2004-09-22,24572599999
2004-09-23,24863400000
2004-09-24,24543520000
2004-09-27,24281800000
2004-09-28,24078240000
2004-09-29,24456280000
2004-09-30,24747080000
2004-10-01,25241440000
2004-10-04,25154200000
2004-10-05,25066959999
2004-10-06,25328680000
2004-10-07,25125120000
2004-10-08,24514440000
2004-10-11,24601680000
2004-10-12,24456280000
2004-10-13,24950640000
2004-10-14,24252720000
2004-10-15,24049160000
2004-10-18,24107319999
2004-10-19,24078240000
2004-10-20,24078240000
2004-10-21,24252720000
2004-10-22,23671120000
2004-10-25,23642040000
2004-10-26,23583880000
2004-10-27,24369040000
2004-10-28,24398120000
2004-10-29,24630760000
2004-11-01,24776160000
2004-11-02,25096040000
2004-11-03,25096040000
2004-11-04,25793959999
2004-11-05,25997520000
2004-11-08,26142920000
2004-11-09,25997520000
2004-11-10,25037880000
2004-11-11,25415920000
2004-11-12,25532240000
2004-11-15,25648560000
2004-11-16,25968440000
2004-11-17,26666360000
2004-11-18,26753599999
2004-11-19,26520959999
2004-11-22,26666360000
2004-11-23,26608200000
2004-11-24,26579120000
2004-11-26,26637280000
2004-11-29,26550040000
2004-11-30,26404640000
2004-12-01,27102560000
2004-12-02,27160720000
2004-12-03,27713240000
2004-12-06,28149440000
2004-12-07,27829560000
2004-12-08,27742319999
2004-12-09,27567840000
2004-12-10,27480599999
2004-12-13,27335200000
2004-12-14,27189800000
2004-12-15,27335200000
2004-12-16,27800480000
2004-12-17,27684160000
2004-12-20,27713240000
2004-12-21,28004040000
2004-12-22,28004040000
2004-12-23,27800480000
2004-12-27,27829560000
2004-12-28,28033120000
2004-12-29,27974959999
2004-12-30,27887720000
2004-12-31,27684160000
2005-01-03,27800480000
2005-01-04,27596920000
2005-01-05,27713240000
2005-01-06,27684160000
2005-01-07,27509680000
2005-01-10,27480599999
2005-01-11,26462800000
2005-01-12,26462800000
2005-01-13,26346480000
2005-01-14,26491880000
2005-01-18,26986240000
2005-01-19,26782680000
2005-01-20,26433720000
2005-01-21,26404640000
2005-01-24,26259240000
2005-01-25,25968440000
2005-01-26,25852120000
2005-01-27,25735800000
2005-01-28,25532240000
2005-01-31,25656540000
2005-02-01,25974000000
2005-02-02,25627680000
2005-02-03,26060580000
2005-02-04,26782080000
2005-02-07,26695500000
2005-02-08,26378040000
2005-02-09,28196220000
2005-02-10,28138500000
2005-02-11,27907620000
2005-02-14,27214980000
2005-02-15,27676740000
2005-02-16,27590160000
2005-02-17,27330420000
2005-02-18,27503580000
2005-02-22,26955240000
2005-02-23,26666640000
2005-02-24,26782080000
2005-02-25,27070680000
2005-02-28,27243840000
2005-03-01,27157260000
2005-03-02,27128400000
2005-03-03,27272699999
2005-03-04,26926380000
2005-03-07,27359280000
2005-03-08,27417000000
2005-03-09,27041819999
2005-03-10,26984100000
2005-03-11,26118300000
2005-03-14,26464620000
2005-03-15,26378040000
2005-03-16,26493480000
2005-03-17,26695500000
2005-03-18,26349180000
2005-03-21,26406900000
2005-03-22,26204880000
2005-03-23,25887420000
2005-03-24,25945140000
2005-03-28,25916280000
2005-03-29,28542540000
2005-03-30,28831140000
2005-03-31,28744560000
2005-04-01,28455960000
2005-04-04,28715699999
2005-04-05,28253939999
2005-04-06,28513680000
2005-04-07,28571400000
2005-04-08,28340520000
2005-04-11,28253939999
2005-04-12,28455960000
2005-04-13,28773420000
2005-04-14,28484819999
2005-04-15,27301560000
2005-04-18,26782080000
2005-04-19,27070680000
2005-04-20,26984100000
2005-04-21,27619020000
2005-04-22,27214980000
2005-04-25,27647880000
2005-04-26,26810939999
2005-04-27,26435760000
2005-04-28,26608920000
2005-04-29,26810939999
2005-05-02,27350960000
2005-05-03,27379690000
2005-05-04,27437150000
2005-05-05,27293500000
2005-05-06,27379690000
2005-05-09,27063660000
2005-05-10,26661440000
2005-05-11,26805090000
2005-05-12,26287950000
2005-05-13,26891280000
2005-05-16,27408419999
2005-05-17,28097940000
2005-05-18,29419520000
2005-05-19,29362060000
2005-05-20,29362060000
2005-05-23,29419520000
2005-05-24,29649360000
2005-05-25,29764280000
2005-05-26,29994120000
2005-05-27,29706820000
2005-05-31,29362060000
2005-06-01,29591900000
2005-06-02,29591900000
2005-06-03,29649360000
2005-06-06,29448250000
2005-06-07,29362060000
2005-06-08,29247140000
2005-06-09,29678090000
2005-06-10,30654910000
2005-06-13,31172050000
2005-06-14,31114590000
2005-06-15,31143320000
2005-06-16,31172050000
2005-06-17,31200780000
2005-06-20,31114590000
2005-06-21,32091410000
2005-06-22,31947759999
2005-06-23,31804110000
2005-06-24,31057130000
2005-06-27,30654910000
2005-06-28,30856020000
2005-06-29,31401890000
2005-06-30,30654910000
2005-07-01,30626180000
2005-07-05,30913480000
2005-07-06,31258240000
2005-07-07,31488080000
2005-07-08,31660460000
2005-07-11,31488080000
2005-07-12,31459349999
2005-07-13,31861570000
2005-07-14,32120140000
2005-07-15,32522360000
2005-07-18,32493630000
2005-07-19,31976490000
2005-07-20,32263790000
2005-07-21,31689190000
2005-07-22,31545540000
2005-07-25,31689190000
2005-07-26,31775380000
2005-07-27,32321250000
2005-07-28,31947759999
2005-07-29,32120140000
2005-08-01,31380639999
2005-08-02,31154879999
2005-08-03,31521740000
2005-08-04,31324200000
2005-08-05,31606399999
2005-08-08,31521740000
2005-08-09,31465300000
2005-08-10,30929120000
2005-08-11,30985560000
2005-08-12,30788020000
2005-08-15,30872680000
2005-08-16,30364720000
2005-08-17,34371960000
2005-08-18,34146200000
2005-08-19,33948660000
2005-08-22,33976879999
2005-08-23,34230860000
2005-08-24,34230860000
2005-08-25,34456620000
2005-08-26,34597720000
2005-08-29,34202639999
2005-08-30,34710600000
2005-08-31,35557200000
2005-09-01,35754740000
2005-09-02,35359660000
2005-09-06,34908140000
2005-09-07,35190340000
2005-09-08,35670080000
2005-09-09,35641860000
2005-09-12,35528980000
2005-09-13,35275000000
2005-09-14,35246780000
2005-09-15,35698300000
2005-09-16,36319140000
2005-09-19,36996420000
2005-09-20,36234480000
2005-09-21,35980500000
2005-09-22,35895840000
2005-09-23,36488460000
2005-09-26,37081080000
2005-09-27,36347360000
2005-09-28,36544900000
2005-09-29,37081080000
2005-09-30,37419720000
2005-10-03,37024640000
2005-10-04,36573120000
2005-10-05,35190340000
2005-10-06,34456620000
2005-10-07,34710600000
2005-10-10,34174420000
2005-10-11,34908140000
2005-10-12,34964580000
2005-10-13,34908140000
2005-10-14,35275000000
2005-10-17,35077460000
2005-10-18,35528980000
2005-10-19,35416100000
2005-10-20,35133900000
2005-10-21,35331440000
2005-10-24,36206260000
2005-10-25,35218560000
2005-10-26,34541280000
2005-10-27,34343740000
2005-10-28,35811180000
2005-10-31,35924060000
2005-11-01,36234480000
2005-11-02,36883540000
2005-11-03,36827100000
2005-11-04,36544900000
2005-11-07,36798880000
2005-11-08,36573120000
2005-11-09,36178040000
2005-11-10,36206260000
2005-11-11,36544900000
2005-11-14,36121600000
2005-11-15,36036940000
2005-11-16,36206260000
2005-11-17,37165740000
2005-11-18,37673700000
2005-11-21,37504380000
2005-11-22,37617260000
2005-11-23,37645480000
2005-11-25,38097000000
2005-11-28,38379200000
2005-11-29,38379200000
2005-11-30,38012340000
2005-12-01,37871240000
2005-12-02,37447940000
2005-12-05,38153440000
2005-12-06,37955900000
2005-12-07,37814800000
2005-12-08,37447940000
2005-12-09,38322760000
2005-12-12,38407420000
2005-12-13,37250400000
2005-12-14,37927680000
2005-12-15,37419720000
2005-12-16,37052860000
2005-12-19,36996420000
2005-12-20,36968200000
2005-12-21,36855320000
2005-12-22,37024640000
2005-12-23,36855320000
2005-12-27,36827100000
2005-12-28,36911760000
2005-12-29,36827100000
2005-12-30,36686000000
2006-01-03,36855320000
2006-01-04,37927680000
2006-01-05,37673700000
2006-01-06,38746060000
2006-01-09,39225800000
2006-01-10,39423340000
2006-01-11,40157060000
2006-01-12,39733760000
2006-01-13,40862560000
2006-01-17,40552140000
2006-01-18,40580360000
2006-01-19,41314080000
2006-01-20,40665020000
2006-01-23,40157060000
2006-01-24,40185280000
2006-01-25,41144760000
2006-01-26,40495700000
2006-01-27,40100620000
2006-01-30,40072400000
2006-01-31,39775440000
2006-02-01,39831620000
2006-02-02,39410270000
2006-02-03,38960830000
2006-02-06,38595660000
2006-02-07,38736110000
2006-02-08,40814770000
2006-02-09,40309150000
2006-02-10,40196790000
2006-02-13,40477690000
2006-02-14,41432750000
2006-02-15,40393420000
2006-02-16,43399050000
2006-02-17,43455230000
2006-02-21,41460840000
2006-02-22,41994550000
2006-02-23,41292300000
2006-02-24,40842860000
2006-02-27,42612530000
2006-02-28,41854100000
2006-03-01,43427140000
2006-03-02,43595680000
2006-03-03,42415900000
2006-03-06,41910280000
2006-03-07,42022640000
2006-03-08,41685560000
2006-03-09,41769830000
2006-03-10,42078820000
2006-03-13,42359720000
2006-03-14,42584440000
2006-03-15,43230510000
2006-03-16,43174330000
2006-03-17,43567590000
2006-03-20,43314780000
2006-03-21,42781070000
2006-03-22,42556350000
2006-03-23,42078820000
2006-03-24,42303540000
2006-03-27,42219270000
2006-03-28,40899040000
2006-03-29,41741740000
2006-03-30,41545110000
2006-03-31,41966460000
2006-04-03,42752980000
2006-04-04,42977700000
2006-04-05,43820400000
2006-04-06,43483320000
2006-04-07,42556350000
2006-04-10,42219270000
2006-04-11,41488930000
2006-04-12,41236120000
2006-04-13,41601290000
2006-04-17,40842860000
2006-04-18,42696800000
2006-04-19,42078820000
2006-04-20,43118150000
2006-04-21,42022640000
2006-04-24,41966460000
2006-04-25,42106910000
2006-04-26,41826010000
2006-04-27,42415900000
2006-04-28,41404660000
2006-05-01,41021760000
2006-05-02,40606560000
2006-05-03,41270880000
2006-05-04,41824480000
2006-05-05,42571840000
2006-05-08,42461120000
2006-05-09,41630720000
2006-05-10,41575360000
2006-05-11,40883360000
2006-05-12,40385120000
2006-05-15,39748480000
2006-05-16,39084160000
2006-05-17,40412800000
2006-05-18,40828000000
2006-05-19,40246720000
2006-05-22,40440480000
2006-05-23,40357440000
2006-05-24,40689600000
2006-05-25,40551200000
2006-05-26,40883360000
2006-05-30,40108320000
2006-05-31,40689600000
2006-06-01,40744960000
2006-06-02,40717280000
2006-06-05,39693120000
2006-06-06,38835040000
2006-06-07,38862720000
2006-06-08,37783200000
2006-06-09,37617120000
2006-06-12,37534080000
2006-06-13,37423360000
2006-06-14,37866240000
2006-06-15,40052960000
2006-06-16,41520000000
2006-06-19,42184320000
2006-06-20,41298560000
2006-06-21,42405760000
2006-06-22,41436960000
2006-06-23,41049440000
2006-06-26,40828000000
2006-06-27,40136000000
2006-06-28,39693120000
2006-06-29,40246720000
2006-06-30,39803840000
2006-07-03,40855680000
2006-07-05,41187840000
2006-07-06,41603040000
2006-07-07,41270880000
2006-07-10,40136000000
2006-07-11,40883360000
2006-07-12,39803840000
2006-07-13,39222560000
2006-07-14,38668960000
2006-07-17,39194880000
2006-07-18,38890400000
2006-07-19,40523520000
2006-07-20,39969920000
2006-07-21,38364480000
2006-07-24,39056480000
2006-07-25,39360960000
2006-07-26,39886880000
2006-07-27,40440480000
2006-07-28,40357440000
2006-07-31,39195450000
2006-08-01,38897900000
2006-08-02,39925800000
2006-08-03,40034000000
2006-08-04,39844650000
2006-08-07,40196300000
2006-08-08,40385650000
2006-08-09,40602050000
2006-08-10,40547950000
2006-08-11,40575000000
2006-08-14,40872550000
2006-08-15,41738150000
2006-08-16,42279150000
2006-08-17,43171800000
2006-08-18,43631650000
2006-08-21,42847200000
2006-08-22,43009500000
2006-08-23,43307050000
2006-08-24,43442300000
2006-08-25,43252950000
2006-08-28,43334100000
2006-08-29,43929199999
2006-08-30,44199700000
2006-08-31,44903000000
2006-09-01,44848899999
2006-09-05,44767750000
2006-09-06,44010350000
2006-09-07,43496399999
2006-09-08,44416100000
2006-09-11,44659550000
2006-09-12,45335800000
2006-09-13,44659550000
2006-09-14,44524300000
2006-09-15,44443150000
2006-09-18,44713650000
2006-09-19,44632500000
2006-09-20,45173500000
2006-09-21,42820150000
2006-09-22,43117700000
2006-09-25,43848050000
2006-09-26,43848050000
2006-09-27,43469350000
2006-09-28,44172649999
2006-09-29,45065300000
2006-10-02,46255500000
2006-10-03,45957949999
2006-10-04,46688300000
2006-10-05,46471900000
2006-10-06,46336650000
2006-10-09,46661250000
2006-10-10,46580100000
2006-10-11,46498950000
2006-10-12,47175200000
2006-10-13,47716200000
2006-10-16,47608000000
2006-10-17,47959650000
2006-10-18,47905550000
2006-10-19,48581800000
2006-10-20,48365400000
2006-10-23,48960500000
2006-10-24,48446550000
2006-10-25,48094900000
2006-10-26,48094900000
2006-10-27,47229300000
2006-10-30,47797350000
2006-10-31,47580950000
2006-11-01,47337500000
2006-11-02,47391600000
2006-11-03,46931750000
2006-11-06,47553899999
2006-11-07,47526850000
2006-11-08,47743249999
2006-11-09,48581800000
2006-11-10,49122800000
2006-11-13,49393300000
2006-11-14,49934300000
2006-11-15,48852300000
2006-11-16,49285100000
2006-11-17,48852300000
2006-11-20,48771150000
2006-11-21,49122800000
2006-11-22,48771150000
2006-11-24,48581800000
2006-11-27,47445700000
2006-11-28,47743249999
2006-11-29,48365400000
2006-11-30,48473600000
2006-12-01,48446550000
2006-12-04,48960500000
2006-12-05,49014600000
2006-12-06,49285100000
2006-12-07,48960500000
2006-12-08,48690000000
2006-12-11,49122800000
2006-12-12,48906399999
2006-12-13,48717050000
2006-12-14,49014600000
2006-12-15,49041650000
2006-12-18,49149850000
2006-12-19,49663800000
2006-12-20,50772850000
2006-12-21,50096600000
2006-12-22,49907250000
2006-12-26,50258899999
2006-12-27,51097450000
2006-12-28,50799900000
2006-12-29,50583500000
2007-01-03,51124499999
2007-01-04,51178600000
2007-01-05,51827800000
2007-01-08,51530250000
2007-01-09,51827800000
2007-01-10,51827800000
2007-01-11,52368800000
2007-01-12,53450800000
2007-01-16,53045050000
2007-01-17,52179450000
2007-01-18,51990100000
2007-01-19,51584350000
2007-01-22,51611399999
2007-01-23,51963050000
2007-01-24,52071250000
2007-01-25,51232700000
2007-01-26,51205650000
2007-01-29,52098300000
2007-01-30,52936850000
2007-01-31,51836700000
2007-02-01,50728740000
2007-02-02,50385800000
2007-02-05,51282720000
2007-02-06,50306660000
2007-02-07,50649600000
2007-02-08,50860640000
2007-02-09,50570460000
2007-02-12,50412180000
2007-02-13,51018920000
2007-02-14,51309100000
2007-02-15,51124440000
2007-02-16,51229960000
2007-02-20,51652039999
2007-02-21,49225080000
2007-02-22,48829380000
2007-02-23,48882140000
2007-02-26,48249020000
2007-02-27,46613460000
2007-02-28,47141060000
2007-03-01,46613460000
2007-03-02,46323280000
2007-03-05,46402420000
2007-03-06,47220200000
2007-03-07,48117119999
2007-03-08,48222640000
2007-03-09,48037980000
2007-03-12,48354539999
2007-03-13,47378480000
2007-03-14,47642280000
2007-03-15,47536760000
2007-03-16,47800560000
2007-03-19,48169880000
2007-03-20,47431240000
2007-03-21,48143500000
2007-03-22,48433680000
2007-03-23,48433680000
2007-03-26,48433680000
2007-03-27,48169880000
2007-03-28,47642280000
2007-03-29,47906080000
2007-03-30,48064360000
2007-04-02,48275400000
2007-04-03,48961280000
2007-04-04,49225080000
2007-04-05,50069240000
2007-04-09,49515260000
2007-04-10,48776619999
2007-04-11,48776619999
2007-04-12,49251460000
2007-04-13,49330600000
2007-04-16,49330600000
2007-04-17,49356980000
2007-04-18,49093180000
2007-04-19,49277840000
2007-04-20,49541640000
2007-04-23,49594400000
2007-04-24,49884580000
2007-04-25,50148380000
2007-04-26,50359420000
2007-04-27,50649600000
2007-04-30,49738000000
2007-05-01,50673999999
2007-05-02,50673999999
2007-05-03,50570000000
2007-05-04,51688000000
2007-05-07,51714000000
2007-05-08,53118000000
2007-05-09,53040000000
2007-05-10,52728000000
2007-05-11,53404000000
2007-05-14,53144000000
2007-05-15,52832000000
2007-05-16,53378000000
2007-05-17,52962000000
2007-05-18,52623999999
2007-05-21,53378000000
2007-05-22,53794000000
2007-05-23,53872000000
2007-05-24,53586000000
2007-05-25,53846000000
2007-05-29,53768000000
2007-05-30,53898000000
2007-05-31,53950000000
2007-06-01,54080000000
2007-06-04,54288000000
2007-06-05,54210000000
2007-06-06,54340000000
2007-06-07,53612000000
2007-06-08,54028000000
2007-06-11,54157999999
2007-06-12,53196000000
2007-06-13,53716000000
2007-06-14,53898000000
2007-06-15,53950000000
2007-06-18,54157999999
2007-06-19,54184000000
2007-06-20,53170000000
2007-06-21,53716000000
2007-06-22,53326000000
2007-06-25,53040000000
2007-06-26,52702000000
2007-06-27,53352000000
2007-06-28,52650000000
2007-06-29,52676000000
2007-07-02,53352000000
2007-07-03,53794000000
2007-07-05,54184000000
2007-07-06,54288000000
2007-07-09,53534000000
2007-07-10,53040000000
2007-07-11,53898000000
2007-07-12,55900000000
2007-07-13,55770000000
2007-07-16,56004000000
2007-07-17,56082000000
2007-07-18,55640000000
2007-07-19,57122000000
2007-07-20,57304000000
2007-07-23,57173999999
2007-07-24,56212000000
2007-07-25,56107999999
2007-07-26,55588000000
2007-07-27,54834000000
2007-07-30,54470000000
2007-07-31,53504000000
2007-08-01,54323200000
2007-08-02,56064000000
2007-08-03,55091200000
2007-08-06,56320000000
2007-08-07,56345600000
2007-08-08,57420800000
2007-08-09,54656000000
2007-08-10,54860800000
2007-08-13,56294399999
2007-08-14,54963200000
2007-08-15,53632000000
2007-08-16,53529600000
2007-08-17,54809600000
2007-08-20,54144000000
2007-08-21,53478400000
2007-08-22,53939200000
2007-08-23,55372800000
2007-08-24,55910400000
2007-08-27,55552000000
2007-08-28,54476800000
2007-08-29,56268800000
2007-08-30,56294399999
2007-08-31,57369600000
2007-09-04,58265600000
2007-09-05,58240000000
2007-09-06,58342400000
2007-09-07,56780800000
2007-09-10,56960000000
2007-09-11,57958400000
2007-09-12,56678400000
2007-09-13,56678400000
2007-09-14,56217600000
2007-09-17,57113600000
2007-09-18,58316800000
2007-09-19,57856000000
2007-09-20,58240000000
2007-09-21,58726400000
2007-09-24,58393600000
2007-09-25,59264000000
2007-09-26,58828800000
2007-09-27,58419200000
2007-09-28,57856000000
2007-10-01,59264000000
2007-10-02,59315200000
2007-10-03,58521600000
2007-10-04,58649600000
2007-10-05,59161600000
2007-10-08,60467200000
2007-10-09,60979200000
2007-10-10,60723200000
2007-10-11,59980800000
2007-10-12,59904000000
2007-10-15,59545600000
2007-10-16,59878400000
2007-10-17,61056000000
2007-10-18,61440000000
2007-10-19,59750400000
2007-10-22,59622400000
2007-10-23,60262400000
2007-10-24,59980800000
2007-10-25,59724799999
2007-10-26,60979200000
2007-10-29,60160000000
2007-10-30,59955200000
2007-10-31,60057600000
2007-11-01,59852800000
2007-11-02,60902400000
2007-11-05,61056000000
2007-11-06,62080000000
2007-11-07,60262400000
2007-11-08,58035200000
2007-11-09,56243200000
2007-11-12,55244799999
2007-11-13,57523200000
2007-11-14,57036800000
2007-11-15,56832000000
2007-11-16,58982400000
2007-11-19,57472000000
2007-11-20,57600000000
2007-11-21,56806400000
2007-11-23,57139200000
2007-11-26,55961600000
2007-11-27,56601600000
2007-11-28,58956800000
2007-11-29,59340800000
2007-11-30,59468800000
2007-12-03,58624000000
2007-12-04,58931200000
2007-12-05,60032000000
2007-12-06,60672000000
2007-12-07,60262400000
2007-12-10,60390400000
2007-12-11,59008000000
2007-12-12,59878400000
2007-12-13,60876800000
2007-12-14,60595200000
2007-12-17,59187200000
2007-12-18,59289600000
2007-12-19,59443200000
2007-12-20,59468800000
2007-12-21,60467200000
2007-12-24,60800000000
2007-12-26,61337600000
2007-12-27,59980800000
2007-12-28,59699200000
2007-12-31,58675200000
2008-01-02,57702400000
2008-01-03,57702400000
2008-01-04,54476800000
2008-01-07,52710400000
2008-01-08,50201600000
2008-01-09,51660800000
2008-01-10,52684799999
2008-01-11,52300800000
2008-01-14,53606400000
2008-01-15,52352000000
2008-01-16,51532800000
2008-01-17,49971200000
2008-01-18,50841600000
2008-01-22,49664000000
2008-01-23,50201600000
2008-01-24,52172800000
2008-01-25,50841600000
2008-01-28,50918400000
2008-01-29,50406400000
2008-01-30,50611200000
2008-01-31,49089050000
2008-02-01,49880410000
2008-02-04,49460000000
2008-02-05,48248230000
2008-02-06,47333220000
2008-02-07,45478470000
2008-02-08,47011730000
2008-02-11,47852550000
2008-02-12,48149310000
2008-02-13,49460000000
2008-02-14,48569720000
2008-02-15,49262160000
2008-02-19,49336350000
2008-02-20,53268420000
2008-02-21,52575980000
2008-02-22,53218960000
2008-02-25,54035050000
2008-02-26,55246820000
2008-02-27,54950060000
2008-02-28,54504920000
2008-02-29,53639370000
2008-03-03,53441530000
2008-03-04,54406000000
2008-03-05,54232890000
2008-03-06,53639370000
2008-03-07,53120040000
2008-03-10,52452330000
2008-03-11,53812480000
2008-03-12,53070580000
2008-03-13,52798550000
2008-03-14,51562050000
2008-03-17,52106110000
2008-03-18,53812480000
2008-03-19,52303950000
2008-03-20,52205030000
2008-03-24,53812480000
2008-03-25,54183430000
2008-03-26,53144769999
2008-03-27,52353410000
2008-03-28,51759890000
2008-03-31,51265290000
2008-04-01,53441530000
2008-04-02,53021120000
2008-04-03,52724360000
2008-04-04,52106110000
2008-04-07,51562050000
2008-04-08,51735160000
2008-04-09,51759890000
2008-04-10,52279220000
2008-04-11,51042720000
2008-04-14,51438400000
2008-04-15,51438400000
2008-04-16,52872740000
2008-04-17,53120040000
2008-04-18,54084510000
2008-04-21,54406000000
2008-04-22,54084510000
2008-04-23,53911400000
2008-04-24,54282350000
2008-04-25,53268420000
2008-04-28,53441530000
2008-04-29,53713560000
2008-04-30,51737360000
2008-05-01,53630790000
2008-05-02,53999640000
2008-05-05,53901280000
2008-05-06,54294719999
2008-05-07,54319310000
2008-05-08,54761930000
2008-05-09,54860290000
2008-05-12,52278340000
2008-05-13,49425900000
2008-05-14,50950480000
2008-05-15,52179980000
2008-05-16,52794730000
2008-05-19,52155390000
2008-05-20,51860310000
2008-05-21,50016060000
2008-05-22,50114420000
2008-05-23,50188190000
2008-05-27,51024250000
2008-05-28,51934080000
2008-05-29,52376700000
2008-05-30,52548830000
2008-06-02,51639000000
2008-06-03,51614409999
2008-06-04,52253750000
2008-06-05,54147180000
2008-06-06,53163580000
2008-06-09,53163580000
2008-06-10,53114400000
2008-06-11,51884900000
2008-06-12,52425880000
2008-06-13,52966860000
2008-06-16,53114400000
2008-06-17,52843909999
2008-06-18,52007850000
2008-06-19,52007850000
2008-06-20,50950480000
2008-06-23,50802940000
2008-06-24,50286550000
2008-06-25,50901300000
2008-06-26,49868520000
2008-06-27,49770159999
2008-06-30,49352130000
2008-07-01,49130820000
2008-07-02,48688200000
2008-07-03,48491480000
2008-07-07,49130820000
2008-07-08,48516070000
2008-07-09,47114440000
2008-07-10,46278380000
2008-07-11,46425920000
2008-07-14,46647230000
2008-07-15,46499690000
2008-07-16,47261980000
2008-07-17,48270170000
2008-07-18,48466890000
2008-07-21,48393120000
2008-07-22,48589840000
2008-07-23,49425900000
2008-07-24,48417710000
2008-07-25,48786560000
2008-07-28,47999680000
2008-07-29,49278360000
2008-07-30,50311140000
2008-07-31,49019400000
2008-08-01,48103600000
2008-08-04,48079500000
2008-08-05,49236300000
2008-08-06,49405000000
2008-08-07,49790600000
2008-08-08,50128000000
2008-08-11,50031600000
2008-08-12,49983400000
2008-08-13,49911100000
2008-08-14,49790600000
2008-08-15,49887000000
2008-08-18,48802500000
2008-08-19,47814400000
2008-08-20,50513600000
2008-08-21,50826900000
2008-08-22,51501700000
2008-08-25,51212500000
2008-08-26,51260700000
2008-08-27,51212500000
2008-08-28,51790900000
2008-08-29,51333000000
2008-09-02,50320800000
2008-09-03,49332700000
2008-09-04,48657900000
2008-09-05,49188100000
2008-09-08,50055700000
2008-09-09,50344900000
2008-09-10,51164300000
2008-09-11,51622200000
2008-09-12,51381200000
2008-09-15,49597799999
2008-09-16,52971800000
2008-09-17,50055700000
2008-09-18,51574000000
2008-09-19,52803100000
2008-09-22,51598100000
2008-09-23,51284800000
2008-09-24,51188400000
2008-09-25,52200600000
2008-09-26,52321100000
2008-09-29,48754300000
2008-09-30,50585900000
2008-10-01,49212200000
2008-10-02,47332400000
2008-10-03,47043200000
2008-10-06,44801900000
2008-10-07,43404100000
2008-10-08,43765600000
2008-10-09,42126800000
2008-10-10,40488000000
2008-10-13,45308000000
2008-10-14,44271700000
2008-10-15,42247300000
2008-10-16,43404100000
2008-10-17,43452300000
2008-10-20,44874200000
2008-10-21,41620700000
2008-10-22,38535900000
2008-10-23,36270500000
2008-10-24,35499300000
2008-10-27,34125600000
2008-10-28,38391300000
2008-10-29,38728700000
2008-10-30,41235100000
2008-10-31,41885800000
2008-11-03,42247300000
2008-11-04,41837600000
2008-11-05,39668600000
2008-11-06,36800700000
2008-11-07,37909300000
2008-11-10,37379100000
2008-11-11,36391000000
2008-11-12,34077400000
2008-11-13,34704000000
2008-11-14,33330300000
2008-11-17,32101200000
2008-11-18,36752500000
2008-11-19,36150000000
2008-11-20,34824500000
2008-11-21,37909300000
2008-11-24,39066100000
2008-11-25,36752500000
2008-11-26,38535900000
2008-11-28,38608200000
2008-12-01,36583800000
2008-12-02,37499600000
2008-12-03,38102100000
2008-12-04,36535600000
2008-12-05,36680200000
2008-12-08,38535900000
2008-12-09,37764700000
2008-12-10,38415400000
2008-12-11,38053900000
2008-12-12,39355299999
2008-12-15,38102100000
2008-12-16,39740900000
2008-12-17,39909600000
2008-12-18,38704600000
2008-12-19,38728700000
2008-12-22,38029800000
2008-12-23,37812900000
2008-12-24,37933400000
2008-12-26,38270800000
2008-12-29,38921500000
2008-12-30,39596300000
2008-12-31,39716800000
2009-01-02,40271100000
2009-01-05,39740900000
2009-01-06,43018500000
2009-01-07,41403800000
2009-01-08,41186900000
2009-01-09,41018200000
2009-01-12,40463900000
2009-01-13,39210700000
2009-01-14,38728700000
2009-01-15,39114300000
2009-01-16,38053900000
2009-01-20,36487400000
2009-01-21,38415400000
2009-01-22,38825100000
2009-01-23,39162500000
2009-01-26,38921500000
2009-01-27,39258900000
2009-01-28,40921800000
2009-01-29,39307100000
2009-01-30,38029800000
2009-02-02,37681560000
2009-02-03,39237660000
2009-02-04,39165840000
2009-02-05,38136420000
2009-02-06,40051620000
2009-02-09,39477060000
2009-02-10,38280060000
2009-02-11,38136420000
2009-02-12,38304000000
2009-02-13,38998260000
2009-02-17,37322460000
2009-02-18,37035180000
2009-02-19,34114500000
2009-02-20,33946920000
2009-02-23,31816259999
2009-02-24,32199300000
2009-02-25,32725980000
2009-02-26,32869620000
2009-02-27,31552920000
2009-03-02,30499560000
2009-03-03,30619259999
2009-03-04,31145940000
2009-03-05,29422259999
2009-03-06,29326500000
2009-03-09,27746460000
2009-03-10,29398320000
2009-03-11,31098060000
2009-03-12,31888080000
2009-03-13,32007780000
2009-03-16,31552920000
2009-03-17,32342940000
2009-03-18,31505040000
2009-03-19,31624740000
2009-03-20,31361400000
2009-03-23,33899040000
2009-03-24,33276600000
2009-03-25,33707520000
2009-03-26,36077580000
2009-03-27,36221220000
2009-03-30,34904520000
2009-03-31,34856640000
2009-04-01,35742420000
2009-04-02,36628200000
2009-04-03,37107000000
2009-04-06,36700020000
2009-04-07,36197280000
2009-04-08,35933940000
2009-04-09,37418220000
