,HPQ
2013-11-26,21720730000
2013-11-27,23684940000
2013-11-29,23684940000
2013-12-02,23646800000
2013-12-03,23818430000
2013-12-04,24352390000
2013-12-05,23589590000
2013-12-06,23990060000
2013-12-09,23589590000
2013-12-10,23417960000
2013-12-11,23360750000
2013-12-12,23036560000
2013-12-13,23170050000
2013-12-16,23284470000
2013-12-17,23761220000
2013-12-18,23818430000
2013-12-19,24276110000
2013-12-20,24066340000
2013-12-23,24276110000
2013-12-24,24371460000
2013-12-26,24504950000
2013-12-27,24409600000
2013-12-30,24295180000
2013-12-31,24218900000
2014-01-02,23951920000
2014-01-03,24543090000
2014-01-06,24485880000
2014-01-07,24390530000
2014-01-08,23761220000
2014-01-09,23913780000
2014-01-10,23990060000
2014-01-13,24352390000
2014-01-14,24981700000
2014-01-15,24962630000
2014-01-16,25591940000
2014-01-17,25801710000
2014-01-21,25877990000
2014-01-22,25839850000
2014-01-23,25420310000
2014-01-24,24657510000
2014-01-27,24752860000
2014-01-28,25115190000
2014-01-29,25134260000
2014-01-30,25324960000
2014-01-31,24891300000
2014-02-03,24059700000
2014-02-04,24305400000
2014-02-05,24040800000
2014-02-06,24437700000
2014-02-07,24948000000
2014-02-10,24721200000
2014-02-11,25193700000
2014-02-12,25250400000
2014-02-13,25590600000
2014-02-14,25760700000
2014-02-18,25382700000
2014-02-19,25269300000
2014-02-20,25911900000
2014-02-21,25552800000
2014-02-24,25666200000
2014-02-25,25647300000
2014-02-26,25647300000
2014-02-27,25533900000
2014-02-28,25647300000
2014-03-03,25515000000
2014-03-04,25836300000
2014-03-05,25685100000
2014-03-06,25817400000
2014-03-07,26025300000
2014-03-10,25647300000
2014-03-11,25666200000
2014-03-12,25382700000
2014-03-13,24815700000
2014-03-14,24948000000
2014-03-17,25288200000
2014-03-18,26214300000
2014-03-19,27140400000
2014-03-20,27008100000
2014-03-21,27423900000
2014-03-24,27140400000
2014-03-25,27934200000
2014-03-26,27764100000
2014-03-27,27405000000
2014-03-28,27499500000
2014-03-31,27764100000
2014-04-01,28520100000
2014-04-02,28841400000
2014-04-03,28312200000
2014-04-04,28009800000
2014-04-07,28066500000
2014-04-08,27839700000
2014-04-09,28085400000
2014-04-10,28142100000
2014-04-11,27839700000
2014-04-14,28236600000
2014-04-15,27801900000
2014-04-16,27877500000
2014-04-17,27405000000
2014-04-21,27405000000
2014-04-22,27253800000
2014-04-23,27234900000
2014-04-24,27461700000
2014-04-25,27102600000
2014-04-28,27612900000
2014-04-29,28274400000
2014-04-30,28068700000
2014-05-01,27713400000
2014-05-02,27582500000
2014-05-05,27601200000
2014-05-06,27283300000
2014-05-07,27432900000
2014-05-08,27358100000
2014-05-09,27470300000
2014-05-12,27863000000
2014-05-13,28255700000
2014-05-14,27993900000
2014-05-15,27507700000
2014-05-16,27601200000
2014-05-19,28106100000
2014-05-20,27844300000
2014-05-21,27601200000
2014-05-22,26984100000
2014-05-23,28629700000
2014-05-27,28106100000
2014-05-28,28311800000
2014-05-29,28554900000
2014-05-30,28442700000
2014-06-02,28386600000
2014-06-03,28611000000
2014-06-04,28667100000
2014-06-05,28760600000
2014-06-06,28723200000
2014-06-09,28648400000
2014-06-10,28536200000
2014-06-11,28237000000
2014-06-12,28349200000
2014-06-13,29845200000
2014-06-16,29620800000
2014-06-17,29639500000
2014-06-18,29471200000
2014-06-19,29265500000
2014-06-20,29059800000
2014-06-23,29302900000
2014-06-24,28816700000
2014-06-25,28517500000
2014-06-26,28798000000
2014-06-27,28798000000
2014-06-30,28592300000
2014-07-01,29022400000
2014-07-02,28760600000
2014-07-03,28872800000
2014-07-07,28760600000
2014-07-08,28442700000
2014-07-09,28573600000
2014-07-10,28741900000
2014-07-11,28835400000
2014-07-14,28985000000
2014-07-15,28985000000
2014-07-16,29564700000
2014-07-17,29228100000
2014-07-18,29546000000
2014-07-21,29302900000
2014-07-22,29845200000
2014-07-23,29695600000
2014-07-24,29751700000
2014-07-25,30088300000
2014-07-28,30219200000
2014-07-29,30518400000
2014-07-30,30649300000
2014-07-31,30108540000
2014-08-01,29754760000
2014-08-04,29866480000
2014-08-05,29643040000
2014-08-06,29624420000
2014-08-07,29438220000
2014-08-08,29736140000
2014-08-11,29754760000
2014-08-12,29680280000
2014-08-13,29847860000
2014-08-14,30089920000
2014-08-15,29643040000
2014-08-18,29866480000
2014-08-19,29996820000
2014-08-20,29680280000
2014-08-21,31281600000
2014-08-22,31151260000
2014-08-25,31411940000
2014-08-26,31989160000
2014-08-27,32249840000
2014-08-28,32119500000
2014-08-29,32119500000
2014-09-02,32156740000
2014-09-03,32175360000
2014-09-04,31840200000
2014-09-05,31765719999
2014-09-08,31523660000
2014-09-09,31095400000
2014-09-10,31300219999
2014-09-11,31076780000
2014-09-12,30909200000
2014-09-15,30648520000
2014-09-16,30648520000
2014-09-17,31002299999
2014-09-18,31281600000
2014-09-19,31095400000
2014-09-22,30834719999
2014-09-23,30257500000
2014-09-24,30387840000
2014-09-25,29810620000
2014-09-26,29903719999
2014-09-29,29568560000
2014-09-30,29978200000
2014-10-01,29214780000
2014-10-02,29177540000
2014-10-03,29754760000
2014-10-06,31169879999
2014-10-07,29773380000
2014-10-08,30369219999
2014-10-09,29009960000
2014-10-10,28321020000
2014-10-13,27632080000
2014-10-14,27259680000
2014-10-15,27725180000
2014-10-16,28749280000
2014-10-17,28879620000
2014-10-20,28581700000
2014-10-21,29363740000
2014-10-22,29158920000
2014-10-23,29531320000
2014-10-24,29531320000
2014-10-27,29847860000
2014-10-28,30052680000
2014-10-29,29903719999
2014-10-30,29866480000
2014-10-31,29859570000
2014-11-03,29841240000
2014-11-04,29877900000
2014-11-05,30116190000
2014-11-06,30079530000
2014-11-07,30281160000
2014-11-10,30702750000
2014-11-11,30592770000
2014-11-12,30391139999
2014-11-13,30262830000
2014-11-14,30721080000
2014-11-17,31124340000
2014-11-18,31215990000
2014-11-19,30941040000
2014-11-20,30739410000
2014-11-21,31014360000
2014-11-24,31215990000
2014-11-25,31307639999
2014-11-26,32590740000
2014-11-28,32499090000
2014-12-01,32095830000
2014-12-02,32407440000
2014-12-03,32499090000
2014-12-04,32517419999
2014-12-05,32920680000
2014-12-08,32004180000
2014-12-09,31784220000
2014-12-10,31087680000
2014-12-11,32022509999
2014-12-12,31637580000
2014-12-15,31307639999
2014-12-16,31051020000
2014-12-17,32169150000
2014-12-18,33140639999
2014-12-19,33195630000
2014-12-22,33122310000
2014-12-23,33580560000
2014-12-24,33745530000
2014-12-26,33873840000
2014-12-29,33873840000
2014-12-30,33892169999
2014-12-31,33397259999
2015-01-02,33488910000
2015-01-05,32939009999
2015-01-06,32682389999
2015-01-07,33067320000
2015-01-08,33855509999
2015-01-09,33837180000
2015-01-12,33213960000
2015-01-13,33122310000
2015-01-14,32847360000
2015-01-15,31784220000
2015-01-16,31912530000
2015-01-20,32132490000
2015-01-21,32095830000
2015-01-22,33342270000
2015-01-23,33360600000
2015-01-26,32315790000
2015-01-27,31087680000
2015-01-28,30922710000
2015-01-29,31399290000
2015-01-30,30061199999
2015-02-02,30039839999
2015-02-03,31110099999
2015-02-04,31218940000
2015-02-05,31255220000
2015-02-06,31255220000
2015-02-09,31001260000
2015-02-10,31200800000
2015-02-11,31436619999
2015-02-12,31599880000
2015-02-13,31763140000
2015-02-17,31726859999
2015-02-18,31418480000
2015-02-19,31599880000
2015-02-20,31618020000
2015-02-23,31454760000
2015-02-24,31690579999
2015-02-25,28552360000
2015-02-26,28008160000
2015-02-27,28697480000
2015-03-02,28751900000
2015-03-03,28461660000
2015-03-04,28153280000
2015-03-05,28008160000
2015-03-06,27318840000
2015-03-09,27137440000
2015-03-10,26901620000
2015-03-11,26865340000
2015-03-12,26956040000
2015-03-13,26702080000
2015-03-16,26665800000
2015-03-17,26702080000
2015-03-18,27210000000
2015-03-19,27046740000
2015-03-20,27409540000
2015-03-23,27554660000
2015-03-24,27427680000
2015-03-25,26520680000
2015-03-26,26357420000
2015-03-27,25940200000
2015-03-30,25994620000
2015-03-31,25668100000
2015-04-01,25776940000
2015-04-02,25867640000
2015-04-06,26212300000
2015-04-07,25867640000
2015-04-08,25958340000
2015-04-09,25976480000
2015-04-10,26448120000
2015-04-13,26937900000
2015-04-14,26774640000
2015-04-15,27210000000
2015-04-16,27028600000
2015-04-17,26792780000
2015-04-20,27518380000
2015-04-21,27355120000
2015-04-22,27590940000
2015-04-23,27482100000
2015-04-24,27391400000
2015-04-27,27228140000
2015-04-28,27373260000
2015-04-29,27445820000
2015-04-30,27020850000
2015-05-01,27706750000
2015-05-04,27580400000
2015-05-05,27165250000
2015-05-06,26641800000
2015-05-07,26894500000
2015-05-08,27381850000
2015-05-11,27616500000
2015-05-12,26984750000
2015-05-13,27291600000
2015-05-14,27616500000
2015-05-15,27526250000
2015-05-18,27255500000
2015-05-19,27363800000
2015-05-20,27093050000
2015-05-21,27724800000
2015-05-22,28482900000
2015-05-26,27345750000
2015-05-27,27688700000
2015-05-28,27580400000
2015-05-29,27363800000
2015-06-01,27670650000
2015-06-02,27760900000
2015-06-03,27833100000
2015-06-04,27291600000
2015-06-05,26984750000
2015-06-08,26786200000
2015-06-09,26695950000
2015-06-10,26966700000
2015-06-11,26641800000
2015-06-12,26551550000
2015-06-15,25992000000
2015-06-16,25937850000
2015-06-17,26389100000
2015-06-18,26280800000
2015-06-19,26064200000
2015-06-22,25973950000
2015-06-23,25919800000
2015-06-24,25847600000
2015-06-25,25576850000
2015-06-26,25017300000
2015-06-29,24566050000
2015-06-30,24584100000
2015-07-01,25017300000
2015-07-02,25143650000
2015-07-06,25053400000
2015-07-07,25233900000
2015-07-08,24945100000
2015-07-09,24909000000
2015-07-10,25125600000
2015-07-13,25197800000
2015-07-14,24999250000
2015-07-15,24999250000
2015-07-16,24872900000
2015-07-17,24872900000
2015-07-20,24945100000
2015-07-21,25125600000
2015-07-22,25215850000
2015-07-23,25594900000
2015-07-24,25251950000
2015-07-27,24782650000
2015-07-28,24800700000
2015-07-29,24836800000
2015-07-30,25089500000
2015-07-31,24975720000
2015-08-03,24561260000
2015-08-04,24345020000
2015-08-05,24795520000
2015-08-06,24651360000
2015-08-07,24056700000
2015-08-10,24741460000
2015-08-11,23984620000
2015-08-12,23804420000
2015-08-13,23281840000
2015-08-14,23480060000
2015-08-17,23407980000
2015-08-18,23227780000
2015-08-19,22687180000
2015-08-20,22380840000
2015-08-21,22470940000
2015-08-24,21768160000
2015-08-25,21011320000
2015-08-26,22164600000
2015-08-27,22741240000
2015-08-28,22939460000
2015-08-31,22957480000
2015-09-01,22759260000
2015-09-02,22903420000
2015-09-03,23011540000
2015-09-04,22074500000
2015-09-08,22579060000
2015-09-09,22308760000
2015-09-10,22362820000
2015-09-11,22218660000
2015-09-14,22128560000
2015-09-15,22182620000
2015-09-16,23299860000
2015-09-17,22561040000
2015-09-18,21714100000
2015-09-21,21624000000
2015-09-22,20993300000
2015-09-23,20849140000
2015-09-24,20668940000
2015-09-25,20452700000
2015-09-28,20092300000
2015-09-29,20164380000
2015-09-30,20957260000
2015-10-01,20741020000
2015-10-02,21335680000
2015-10-05,22236680000
2015-10-06,22903420000
2015-10-07,22921440000
2015-10-08,23876500000
2015-10-09,23966600000
2015-10-12,23966600000
2015-10-13,23912540000
2015-10-14,24074720000
2015-10-15,23534120000
2015-10-16,23606200000
2015-10-19,23714320000
2015-10-20,23371940000
2015-10-21,23101640000
2015-10-22,23534120000
2015-10-23,23750360000
2015-10-26,22957480000
2015-10-27,22452920000
2015-10-28,22885400000
2015-10-29,22398860000
2015-10-30,22056480000
2015-11-02,24562080000
2015-11-03,25379040000
2015-11-04,25112640000
2015-11-05,24952800000
2015-11-06,24881760000
2015-11-09,24633120000
2015-11-10,25077120000
2015-11-11,24721920000
2015-11-12,23638560000
2015-11-13,23283360000
2015-11-16,23709600000
2015-11-17,23585280000
2015-11-18,24224640000
2015-11-19,24491040000
2015-11-20,24970560000
2015-11-23,25272480000
2015-11-24,26000640000
2015-11-25,22448640000
2015-11-27,22395360000
2015-11-30,22271040000
2015-12-01,22626240000
2015-12-02,21223200000
2015-12-03,21578400000
2015-12-04,21880320000
2015-12-07,21578400000
2015-12-08,21649440000
2015-12-09,21507360000
2015-12-10,21951360000
2015-12-11,21684960000
2015-12-14,21596160000
2015-12-15,21684960000
2015-12-16,21773760000
2015-12-17,21134400000
2015-12-18,20441760000
2015-12-21,20299680000
2015-12-22,20708160000
2015-12-23,20868000000
2015-12-24,20832480000
2015-12-28,20654880000
2015-12-29,21063360000
2015-12-30,21027840000
2015-12-31,21027840000
2016-01-04,20601600000
2016-01-05,20796960000
2016-01-06,20051040000
2016-01-07,19127520000
2016-01-08,18790080000
2016-01-11,18914400000
2016-01-12,19216320000
2016-01-13,18790080000
2016-01-14,18861120000
2016-01-15,17955360000
2016-01-19,17333760000
2016-01-20,16960800000
2016-01-21,17653440000
2016-01-22,17404800000
2016-01-25,16854240000
2016-01-26,17120640000
2016-01-27,17085119999
2016-01-28,16836480000
2016-01-29,17244960000
2016-02-01,17148400000
2016-02-02,16993600000
2016-02-03,16598000000
2016-02-04,16959199999
2016-02-05,17045200000
2016-02-08,16116399999
2016-02-09,15806800000
2016-02-10,15961599999
2016-02-11,15514400000
2016-02-12,16202400000
2016-02-16,16873200000
2016-02-17,17337600000
2016-02-18,18094400000
2016-02-19,17750400000
2016-02-22,18369600000
2016-02-23,17733200000
2016-02-24,18610400000
2016-02-25,17784800000
2016-02-26,18300800000
2016-02-29,18386800000
2016-03-01,18799600000
2016-03-02,18748000000
2016-03-03,19109200000
2016-03-04,19229600000
2016-03-07,19453200000
2016-03-08,19006000000
2016-03-09,19539200000
2016-03-10,19642400000
2016-03-11,20124000000
2016-03-14,19728400000
2016-03-15,19608000000
2016-03-16,19986400000
2016-03-17,20158400000
2016-03-18,20949600000
2016-03-21,21001200000
2016-03-22,21087200000
2016-03-23,20674400000
2016-03-24,20760400000
2016-03-28,20760400000
2016-03-29,21121600000
2016-03-30,21156000000
2016-03-31,21190400000
2016-04-01,21087200000
2016-04-04,20812000000
2016-04-05,20554000000
2016-04-06,21121600000
2016-04-07,20622800000
2016-04-08,20743200000
2016-04-11,20863600000
2016-04-12,21018400000
2016-04-13,21740800000
2016-04-14,21586000000
2016-04-15,21534400000
2016-04-18,21792400000
2016-04-19,21981600000
2016-04-20,22016000000
2016-04-21,21654800000
2016-04-22,21689200000
2016-04-25,21620400000
2016-04-26,21895600000
2016-04-27,21947200000
2016-04-28,21620400000
2016-04-29,21104400000
2016-05-02,20737320000
2016-05-03,20035810000
2016-05-04,19830490000
2016-05-05,19590950000
2016-05-06,19830490000
2016-05-09,19556730000
2016-05-10,19864710000
2016-05-11,20001590000
2016-05-12,19779160000
2016-05-13,19676500000
2016-05-16,19916040000
2016-05-17,19727830000
2016-05-18,19796270000
2016-05-19,19573840000
2016-05-20,19950260000
2016-05-23,19967370000
2016-05-24,20378010000
2016-05-25,20874200000
2016-05-26,22311440000
2016-05-27,22533870000
2016-05-31,22893180000
2016-06-01,22995840000
2016-06-02,23166940000
2016-06-03,22995840000
2016-06-06,23389370000
2016-06-07,23423590000
2016-06-08,23731570000
2016-06-09,23680240000
2016-06-10,23098500000
2016-06-13,22294330000
2016-06-14,22328550000
2016-06-15,22243000000
2016-06-16,22208780000
2016-06-17,22448320000
2016-06-20,22362770000
2016-06-21,22807630000
2016-06-22,21575710000
2016-06-23,22157450000
2016-06-24,20976860000
2016-06-27,19762050000
2016-06-28,20172690000
2016-06-29,20839980000
2016-06-30,21473050000
2016-07-01,21781030000
2016-07-05,21147960000
2016-07-06,21558600000
2016-07-07,21986350000
2016-07-08,22379880000
2016-07-11,22516760000
2016-07-12,23474920000
2016-07-13,23628910000
2016-07-14,23611800000
2016-07-15,23697350000
2016-07-18,23851340000
2016-07-19,24039550000
2016-07-20,24227760000
2016-07-21,23954000000
2016-07-22,24142210000
2016-07-25,24227760000
2016-07-26,24261980000
2016-07-27,23936890000
2016-07-28,23851340000
2016-07-29,23971110000
2016-08-01,24276160000
2016-08-02,24070720000
2016-08-03,24498720000
2016-08-04,24224800000
2016-08-05,24447360000
2016-08-08,24413120000
2016-08-09,24396000000
2016-08-10,24293280000
2016-08-11,24481600000
2016-08-12,24447360000
2016-08-15,24858240000
2016-08-16,24669920000
2016-08-17,24824000000
2016-08-18,24841120000
2016-08-19,24687040000
2016-08-22,24601440000
2016-08-23,24943840000
2016-08-24,24652800000
2016-08-25,24601440000
2016-08-26,24635680000
2016-08-29,24704160000
2016-08-30,24618560000
2016-08-31,24601440000
2016-09-01,24824000000
2016-09-02,24806880000
2016-09-06,25046560000
2016-09-07,25149280000
2016-09-08,25046560000
2016-09-09,24087840000
2016-09-12,24806880000
2016-09-13,24276160000
2016-09-14,24430240000
2016-09-15,24824000000
2016-09-16,24875360000
2016-09-19,24926720000
2016-09-20,24892480000
2016-09-21,25662880000
2016-09-22,25885440000
2016-09-23,25834080000
2016-09-26,25714240000
2016-09-27,26262080000
2016-09-28,26518880000
2016-09-29,26347680000
2016-09-30,26587360000
2016-10-03,26792800000
2016-10-04,26296320000
2016-10-05,26758560000
2016-10-06,26707200000
2016-10-07,26672960000
2016-10-10,26690080000
2016-10-11,26433280000
2016-10-12,26279200000
2016-10-13,25936800000
2016-10-14,24789760000
2016-10-17,24019360000
2016-10-18,24327520000
2016-10-19,24173440000
2016-10-20,24139200000
2016-10-21,23625600000
2016-10-24,23916640000
2016-10-25,23796800000
2016-10-26,23813920000
2016-10-27,23950880000
2016-10-28,24122080000
2016-10-31,24690960000
2016-11-01,24452400000
2016-11-02,24963600000
2016-11-03,24776160000
2016-11-04,25065840000
2016-11-07,25645200000
2016-11-08,26037120000
2016-11-09,26531280000
2016-11-10,26394960000
2016-11-11,26957280000
2016-11-14,27434400000
2016-11-15,27042480000
2016-11-16,26923200000
2016-11-17,27076560000
2016-11-18,27042480000
2016-11-21,27264000000
2016-11-22,27178800000
2016-11-23,25338480000
2016-11-25,25866720000
2016-11-28,25696320000
2016-11-29,25815600000
2016-11-30,26241600000
2016-12-01,25662240000
2016-12-02,25764480000
2016-12-05,26497200000
2016-12-06,26582400000
2016-12-07,27519599999
2016-12-08,27536640000
2016-12-09,26889120000
2016-12-12,26974320000
2016-12-13,26957280000
2016-12-14,26599440000
2016-12-15,26429040000
2016-12-16,25645200000
2016-12-19,25764480000
2016-12-20,25696320000
2016-12-21,25798560000
2016-12-22,25798560000
2016-12-23,25730400000
2016-12-27,25917840000
2016-12-28,25457760000
2016-12-29,25457760000
2016-12-30,25287360000
2017-01-03,25304400000
2017-01-04,25696320000
2017-01-05,25679280000
2017-01-06,25560000000
2017-01-09,25014720000
2017-01-10,25031760000
2017-01-11,25457760000
2017-01-12,25202160000
2017-01-13,25168080000
2017-01-17,24844320000
2017-01-18,24844320000
2017-01-19,25321440000
2017-01-20,25099920000
2017-01-23,24997680000
2017-01-24,25849680000
2017-01-25,25883760000
2017-01-26,25202160000
2017-01-27,25219200000
2017-01-30,25287360000
2017-01-31,25404400000
2017-02-01,25303120000
2017-02-02,25674480000
2017-02-03,25775760000
2017-02-06,25758880000
2017-02-07,26045840000
2017-02-08,26180880000
2017-02-09,26400320000
2017-02-10,26535360000
2017-02-13,27075520000
2017-02-14,27109279999
2017-02-15,26974240000
2017-02-16,26872960000
2017-02-17,26923600000
2017-02-21,27227440000
2017-02-22,27345600000
2017-02-23,29708800000
2017-02-24,29793199999
2017-02-27,29793199999
2017-02-28,29320560000
2017-03-01,29742560000
2017-03-02,29236160000
2017-03-03,29286800000
2017-03-06,29202400000
2017-03-07,29151760000
2017-03-08,29236160000
2017-03-09,29303680000
2017-03-10,29354320000
2017-03-13,29523119999
2017-03-14,29489359999
2017-03-15,29658160000
2017-03-16,29793199999
2017-03-17,29641279999
2017-03-20,29641279999
2017-03-21,28949199999
2017-03-22,29084240000
2017-03-23,29050480000
2017-03-24,29084240000
2017-03-27,29033600000
2017-03-28,29134880000
2017-03-29,29134880000
2017-03-30,29793199999
2017-03-31,30181440000
2017-04-03,29691920000
2017-04-04,29911359999
2017-04-05,29860720000
2017-04-06,29641279999
2017-04-07,29320560000
2017-04-10,29303680000
2017-04-11,29607520000
2017-04-12,30417760000
2017-04-13,30721600000
2017-04-17,30721600000
2017-04-18,30755359999
2017-04-19,31025440000
2017-04-20,31261760000
2017-04-21,30873520000
2017-04-24,31295520000
2017-04-25,31413680000
2017-04-26,31447440000
2017-04-27,31683760000
2017-04-28,31768160000
2017-05-01,31821330000
2017-05-02,31770899999
2017-05-03,31619609999
2017-05-04,31585990000
2017-05-05,31787710000
2017-05-08,32460109999
2017-05-09,32342439999
2017-05-10,32544160000
2017-05-11,32376060000
2017-05-12,32443300000
2017-05-15,32544160000
2017-05-16,32729069999
2017-05-17,31871760000
2017-05-18,31569180000
2017-05-19,31939000000
2017-05-22,32123910000
2017-05-23,31871760000
2017-05-24,31955810000
2017-05-25,30879970000
2017-05-26,31048069999
2017-05-30,31838140000
2017-05-31,31535560000
2017-06-01,31854950000
2017-06-02,31905380000
2017-06-05,31602800000
2017-06-06,30695060000
2017-06-07,30661439999
2017-06-08,30728680000
2017-06-09,29921800000
2017-06-12,29854560000
2017-06-13,29820939999
2017-06-14,29249399999
2017-06-15,29030870000
2017-06-16,29165350000
2017-06-19,29736890000
2017-06-20,29972229999
2017-06-21,29770510000
2017-06-22,29770510000
2017-06-23,29921800000
2017-06-26,30526960000
2017-06-27,29871370000
2017-06-28,30308430000
2017-06-29,29535170000
2017-06-30,29383880000
2017-07-03,29518359999
2017-07-05,29669649999
2017-07-06,28896390000
2017-07-07,29165350000
2017-07-10,30039470000
2017-07-11,30157140000
2017-07-12,30325240000
2017-07-13,30392479999
2017-07-14,30964020000
2017-07-17,31048069999
2017-07-18,30913590000
2017-07-19,31434700000
2017-07-20,31838140000
2017-07-21,32191149999
2017-07-24,32342439999
2017-07-25,32628210000
2017-07-26,32376060000
2017-07-27,32292010000
2017-07-28,32224770000
2017-07-31,31897000000
2017-08-01,31963800000
2017-08-02,31897000000
2017-08-03,32331200000
2017-08-04,32347900000
2017-08-07,32264400000
2017-08-08,32264400000
2017-08-09,32264400000
2017-08-10,31562999999
2017-08-11,31562999999
2017-08-14,31897000000
2017-08-15,31796800000
2017-08-16,31679900000
2017-08-17,31128800000
2017-08-18,30911700000
2017-08-21,31011900000
2017-08-22,31763400000
2017-08-23,31496200000
2017-08-24,32414700000
2017-08-25,32247699999
2017-08-28,32030600000
2017-08-29,32080700000
2017-08-30,32013900000
2017-08-31,31863599999
2017-09-01,32331200000
2017-09-05,32130799999
2017-09-06,32347900000
2017-09-07,32197600000
2017-09-08,31930400000
2017-09-11,32264400000
2017-09-12,32531600000
2017-09-13,32197600000
2017-09-14,32498200000
2017-09-15,32514900000
2017-09-18,32715300000
2017-09-19,32548299999
2017-09-20,32732000000
2017-09-21,33015900000
2017-09-22,33299800000
2017-09-25,33149500000
2017-09-26,33199600000
2017-09-27,33182900000
2017-09-28,33349900000
2017-09-29,33333200000
2017-10-02,33600400000
2017-10-03,33550300000
2017-10-04,33834200000
2017-10-05,33984500000
2017-10-06,34368600000
2017-10-09,34351900000
2017-10-10,34351900000
2017-10-11,34084700000
2017-10-12,34067999999
2017-10-13,36255700000
2017-10-16,36389300000
2017-10-17,35988500000
2017-10-18,36272400000
2017-10-19,36673200000
2017-10-20,36773400000
2017-10-23,36940400000
2017-10-24,36656500000
2017-10-25,36188900000
2017-10-26,35938400000
2017-10-27,35905000000
2017-10-30,35721300000
2017-10-31,35557500000
2017-11-01,35425500000
2017-11-02,35376000000
2017-11-03,35425500000
2017-11-06,35376000000
2017-11-07,35277000000
2017-11-08,35343000000
2017-11-09,35211000000
2017-11-10,35029500000
2017-11-13,34930500000
2017-11-14,35244000000
2017-11-15,35244000000
2017-11-16,35590500000
2017-11-17,35887500000
2017-11-20,36498000000
2017-11-21,37059000000
2017-11-22,35211000000
2017-11-24,35046000000
2017-11-27,35062500000
2017-11-28,35739000000
2017-11-29,35359500000
2017-11-30,35392500000
2017-12-01,35326500000
2017-12-04,34782000000
2017-12-05,34765500000
2017-12-06,34683000000
2017-12-07,34600500000
2017-12-08,34765500000
2017-12-11,35145000000
2017-12-12,34617000000
2017-12-13,34402500000
2017-12-14,34220999999
2017-12-15,34518000000
2017-12-18,35128500000
2017-12-19,35343000000
2017-12-20,35409000000
2017-12-21,35062500000
2017-12-22,35079000000
2017-12-26,35029500000
2017-12-27,35095500000
2017-12-28,34897500000
2017-12-29,34666500000
2018-01-02,35178000000
2018-01-03,35260500000
2018-01-04,35524500000
2018-01-05,35887500000
2018-01-08,36036000000
2018-01-09,35986500000
2018-01-10,36382500000
2018-01-11,36976500000
2018-01-12,37818000000
2018-01-16,37752000000
2018-01-17,38709000000
2018-01-18,38428500000
2018-01-19,39105000000
2018-01-22,39352500000
2018-01-23,39286500000
2018-01-24,39039000000
2018-01-25,38478000000
2018-01-26,39451500000
2018-01-29,39286500000
2018-01-30,38676000000
2018-01-31,38011600000
2018-02-01,37979000000
2018-02-02,36642400000
2018-02-05,34702700000
2018-02-06,34930900000
2018-02-07,34572300000
2018-02-08,32469600000
2018-02-09,32779300000
2018-02-12,33268300000
2018-02-13,33545399999
2018-02-14,34702700000
2018-02-15,34963500000
2018-02-16,34882000000
2018-02-20,34865700000
2018-02-21,34507100000
2018-02-22,34865700000
2018-02-23,36071900000
2018-02-26,38239800000
2018-02-27,38337600000
2018-02-28,38125700000
2018-03-01,38060500000
2018-03-02,38419100000
2018-03-05,38614700000
2018-03-06,39038500000
2018-03-07,39185200000
2018-03-08,39038500000
2018-03-09,40179500000
2018-03-12,38842900000
2018-03-13,38500600000
2018-03-14,38272400000
2018-03-15,38272400000
2018-03-16,38321300000
2018-03-19,37816000000
2018-03-20,37946400000
2018-03-21,37946400000
2018-03-22,36626100000
2018-03-23,35615500000
2018-03-26,36186000000
2018-03-27,35485100000
2018-03-28,35354700000
2018-03-29,35729600000
2018-04-02,34458200000
2018-04-03,34751600000
2018-04-04,35110200000
2018-04-05,35126500000
2018-04-06,33871400000
2018-04-09,34050700000
2018-04-10,35452500000
2018-04-11,35191700000
2018-04-12,35762200000
2018-04-13,35485100000
2018-04-16,35615500000
2018-04-17,35941500000
2018-04-18,35908900000
2018-04-19,35305800000
2018-04-20,35093900000
2018-04-23,34849400000
2018-04-24,34556000000
2018-04-25,34735300000
2018-04-26,35012400000
2018-04-27,35224300000
2018-04-30,34005958836
2018-05-01,34528153644
2018-05-02,34100903347
2018-05-03,33736949390
2018-05-04,34306616453
2018-05-07,34480681389
2018-05-08,34749690835
2018-05-09,35730784110
2018-05-10,35999793557
2018-05-11,35936497216
2018-05-14,35714960025
2018-05-15,34876283516
2018-05-16,35176941132
2018-05-17,35287709728
2018-05-18,35034524367
2018-05-21,34955403941
2018-05-22,34923755771
2018-05-23,34654746325
2018-05-24,34686394495
2018-05-25,34670570410
2018-05-29,33705301220
2018-05-30,35066172537
2018-05-31,34860459431
2018-06-01,35889024961
2018-06-04,35983969471
2018-06-05,37060007257
2018-06-06,37202424023
2018-06-07,37265720363
2018-06-08,37518905724
2018-06-11,37993628277
2018-06-12,37376488958
2018-06-13,37249896278
2018-06-14,37661322490
2018-06-15,37329016703
2018-06-18,37423961214
2018-06-19,37218248108
2018-06-20,36870118236
2018-06-21,37186599938
2018-06-22,37661322490
2018-06-25,36537812449
2018-06-26,36474516109
2018-06-27,36094738067
2018-06-28,35873200876
2018-06-29,35904849046
2018-07-02,36173858492
2018-07-03,35746608195
2018-07-05,35999793557
2018-07-06,36411219769
2018-07-09,36980886831
2018-07-10,37772091085
2018-07-11,36490340194
2018-07-12,37234072193
2018-07-13,37518905724
2018-07-16,37297368533
