,CCEP
2013-11-26,11162719351
2013-11-27,11234668127
2013-11-29,11176043199
2013-12-02,11226673819
2013-12-03,11322605520
2013-12-04,11383895218
2013-12-05,11232003358
2013-12-06,11349253215
2013-12-09,11279969208
2013-12-10,11170713660
2013-12-11,11173378429
2013-12-12,10901571942
2013-12-13,10834952705
2013-12-16,11010827491
2013-12-17,11072117189
2013-12-18,11258651053
2013-12-19,11295957825
2013-12-20,11495815536
2013-12-23,11493150767
2013-12-24,11567764312
2013-12-26,11602406315
2013-12-27,11626389241
2013-12-30,11732980020
2013-12-31,11759627715
2014-01-02,11180770489
2014-01-03,11203860653
2014-01-06,11114065571
2014-01-07,11291090161
2014-01-08,11283393440
2014-01-09,11347532784
2014-01-10,11391147538
2014-01-13,11265434424
2014-01-14,11419368850
2014-01-15,11483508194
2014-01-16,11421934424
2014-01-17,11360360653
2014-01-21,11483508194
2014-01-22,11511729505
2014-01-23,11334704915
2014-01-24,11167942620
2014-01-27,11116631145
2014-01-28,11285959014
2014-01-29,11067885243
2014-01-30,11250040981
2014-01-31,11106368850
2014-02-03,10808762293
2014-02-04,11019139342
2014-02-05,11144852456
2014-02-06,11339836063
2014-02-07,11391147538
2014-02-10,11478377046
2014-02-11,11629745899
2014-02-12,11673360653
2014-02-13,11791377046
2014-02-14,11840122948
2014-02-18,11888868850
2014-02-19,11840122948
2014-02-20,12027409833
2014-02-21,12145426227
2014-02-24,12122336063
2014-02-25,12055631145
2014-02-26,11922221309
2014-02-27,11994057374
2014-02-28,12078721309
2014-03-03,11914524587
2014-03-04,12042803276
2014-03-05,12176213112
2014-03-06,12248049177
2014-03-07,12165950817
2014-03-10,12076155735
2014-03-11,12037672128
2014-03-12,12035106555
2014-03-13,11878606555
2014-03-14,11929918030
2014-03-17,12281401636
2014-03-18,12230090161
2014-03-19,12201868850
2014-03-20,12250614751
2014-03-21,12153122948
2014-03-24,11922221309
2014-03-25,11945311473
2014-03-26,11876040981
2014-03-27,11914524587
2014-03-28,12019713112
2014-03-31,12253180325
2014-04-01,12212131145
2014-04-02,12263442620
2014-04-03,12227524587
2014-04-04,12027409833
2014-04-07,11801639342
2014-04-08,11850385243
2014-04-09,11919655735
2014-04-10,11791377046
2014-04-11,11606655735
2014-04-14,11637442620
2014-04-15,11432196719
2014-04-16,11506598358
2014-04-17,11593827866
2014-04-21,11578434424
2014-04-22,11519426227
2014-04-23,11552778686
2014-04-24,11932483604
2014-04-25,11737499997
2014-04-28,11793942620
2014-04-29,11683622948
2014-04-30,11657967210
2014-05-01,11763155735
2014-05-02,11865778686
2014-05-05,11901696719
2014-05-06,11827295079
2014-05-07,11927352456
2014-05-08,11847819669
2014-05-09,12045368850
2014-05-12,12191606555
2014-05-13,12196737702
2014-05-14,12130032784
2014-05-15,11942745899
2014-05-16,11968401637
2014-05-19,12006885243
2014-05-20,11947877046
2014-05-21,11801639342
2014-05-22,11755459014
2014-05-23,11763155735
2014-05-27,11622049178
2014-05-28,11763155735
2014-05-29,11793942620
2014-05-30,11709278686
2014-06-02,11714409833
2014-06-03,11716975407
2014-06-04,11788811473
2014-06-05,11570737702
2014-06-06,11714409833
2014-06-09,11745196719
2014-06-10,11614352456
2014-06-11,11483508194
2014-06-12,11483508194
2014-06-13,11437327866
2014-06-16,11473245899
2014-06-17,11591262292
2014-06-18,11786245899
2014-06-19,12194172128
2014-06-20,12217262292
2014-06-23,12206999997
2014-06-24,12081286882
2014-06-25,12199303276
2014-06-26,12222393440
2014-06-27,12294229505
2014-06-30,11828020847
2014-07-01,11865153604
2014-07-02,11892384292
2014-07-03,11870104638
2014-07-07,11929517049
2014-07-08,11783461538
2014-07-09,11867629121
2014-07-10,11996356011
2014-07-11,11966649806
2014-07-14,11996356011
2014-07-15,11936943600
2014-07-16,11993880494
2014-07-17,11976551874
2014-07-18,12073097043
2014-07-21,12006258080
2014-07-22,11991404977
2014-07-23,12070621525
2014-07-24,12080523594
2014-07-25,11894859809
2014-07-28,11815643261
2014-07-29,11810692227
2014-07-30,11560664997
2014-07-31,11251225355
2014-08-01,11216568116
2014-08-04,11142302602
2014-08-05,11063086053
2014-08-06,11238847770
2014-08-07,11191812944
2014-08-08,11387378798
2014-08-11,11426987072
2014-08-12,11429462589
2014-08-13,11597797754
2014-08-14,11669587750
2014-08-15,11753755333
2014-08-18,11842873949
2014-08-19,11964174289
2014-08-20,11805741192
2014-08-21,11776034987
2014-08-22,11659685682
2014-08-25,11729000161
2014-08-26,11758706367
2014-08-27,11810692227
2014-08-28,11783461538
2014-08-29,11828020847
2014-09-02,11689391887
2014-09-03,11845349467
2014-09-04,11478972931
2014-09-05,11642357062
2014-09-08,11521056723
2014-09-09,11407182935
2014-09-10,11335392938
2014-09-11,11370050178
2014-09-12,11186861910
2014-09-15,11189337427
2014-09-16,11268553975
2014-09-17,11357672592
2014-09-18,11318064318
2014-09-19,11454217760
2014-09-22,11417085003
2014-09-23,11154680187
2014-09-24,11332917421
2014-09-25,11139827085
2014-09-26,11209141564
2014-09-29,11167057773
2014-09-30,10981393988
2014-10-01,10835338478
2014-10-02,10798205721
2014-10-03,10912079509
2014-10-06,10852667097
2014-10-07,10533325388
2014-10-08,10726415724
2014-10-09,10407074014
2014-10-10,10283298158
2014-10-13,10010991273
2014-10-14,10023368859
2014-10-15,9904544037
2014-10-16,9904544037
2014-10-17,10176850921
2014-10-20,10374892291
2014-10-21,10310528846
2014-10-22,10228836781
2014-10-23,10446682288
2014-10-24,10491241596
2014-10-27,10491241596
2014-10-28,10721464690
2014-10-29,10644723659
2014-10-30,10676905381
2014-10-31,10731366758
2014-11-03,10634821590
2014-11-04,10518472285
2014-11-05,10444206771
2014-11-06,10610066419
2014-11-07,10575409179
2014-11-10,10550654008
2014-11-11,10533325388
2014-11-12,10610066419
2014-11-13,10577884696
2014-11-14,10468961942
2014-11-17,10706611587
2014-11-18,10800681238
2014-11-19,10785828135
2014-11-20,10884848820
2014-11-21,10822960892
2014-11-24,10855142615
2014-11-25,10860093649
2014-11-26,10842765029
2014-11-28,10877422269
2014-12-01,10770975032
2014-12-02,11023477779
2014-12-03,10867520200
2014-12-04,10800681238
2014-12-05,10941785714
2014-12-08,10788303652
2014-12-09,10825436409
2014-12-10,10827911926
2014-12-11,10961589851
2014-12-12,10686807450
2014-12-15,10486290562
2014-12-16,10362514706
2014-12-17,10582835730
2014-12-18,10964065368
2014-12-19,11090316742
2014-12-22,11053183985
2014-12-23,11221519150
2014-12-24,11164582256
2014-12-26,11179435359
2014-12-29,11226470184
2014-12-30,11102694328
2014-12-31,10946736748
2015-01-02,10399560000
2015-01-05,10480140000
2015-01-06,10195740000
2015-01-07,10352160000
2015-01-08,10444590000
2015-01-09,10373490000
2015-01-12,10290540000
2015-01-13,10217070000
2015-01-14,10262100000
2015-01-15,10015620000
2015-01-16,10219440000
2015-01-20,10288170000
2015-01-21,10411410000
2015-01-22,10461180000
2015-01-23,10273950000
2015-01-26,10262100000
2015-01-27,10238400000
2015-01-28,10110420000
2015-01-29,10176780000
2015-01-30,9977700000
2015-02-02,10034580000
2015-02-03,10209960000
2015-02-04,10200480000
2015-02-05,10236030000
2015-02-06,10055910000
2015-02-09,10044060000
2015-02-10,10345050000
2015-02-11,10247880000
2015-02-12,10510950000
2015-02-13,10354530000
2015-02-17,10399560000
2015-02-18,10473030000
2015-02-19,10539390000
2015-02-20,10596270000
2015-02-23,10624710000
2015-02-24,10743210000
2015-02-25,10866450000
2015-02-26,10939920000
2015-02-27,10949400000
2015-03-02,10996800000
2015-03-03,10873560000
2015-03-04,10629450000
2015-03-05,10520430000
2015-03-06,10342680000
2015-03-09,10316610000
2015-03-10,10143600000
2015-03-11,10058280000
2015-03-12,10131750000
2015-03-13,9918450000
2015-03-16,10048800000
2015-03-17,9894750000
2015-03-18,10108050000
2015-03-19,10143600000
2015-03-20,10254990000
2015-03-23,10292910000
2015-03-24,10442220000
2015-03-25,10439850000
2015-03-26,10359270000
2015-03-27,10428000000
2015-03-30,10596270000
2015-03-31,10475400000
2015-04-01,10539390000
2015-04-02,10612860000
2015-04-06,10830900000
2015-04-07,10845120000
2015-04-08,10835640000
2015-04-09,10935180000
2015-04-10,10835640000
2015-04-13,10700550000
2015-04-14,10591530000
2015-04-15,10714770000
2015-04-16,10769280000
2015-04-17,10686330000
2015-04-20,10686330000
2015-04-21,10525170000
2015-04-22,10662630000
2015-04-23,10691070000
2015-04-24,10759800000
2015-04-27,10712400000
2015-04-28,10745580000
2015-04-29,10660260000
2015-04-30,10525170000
2015-05-01,10913850000
2015-05-04,10816680000
2015-05-05,10565460000
2015-05-06,10686330000
2015-05-07,10752690000
2015-05-08,10897260000
2015-05-11,10819050000
2015-05-12,10750320000
2015-05-13,10724250000
2015-05-14,10992060000
2015-05-15,11034720000
2015-05-18,11032350000
2015-05-19,10935180000
2015-05-20,10961250000
2015-05-21,10733730000
2015-05-22,10617600000
2015-05-26,10520430000
2015-05-27,10672110000
2015-05-28,10582050000
2015-05-29,10482510000
2015-06-01,10510950000
2015-06-02,10520430000
2015-06-03,10499100000
2015-06-04,10399560000
2015-06-05,10243140000
2015-06-08,10176780000
2015-06-09,10174410000
2015-06-10,10259730000
2015-06-11,10243140000
2015-06-12,10345050000
2015-06-15,10238400000
2015-06-16,10378230000
2015-06-17,10503840000
2015-06-18,10669740000
2015-06-19,10603380000
2015-06-22,10615230000
2015-06-23,10558350000
2015-06-24,10546500000
2015-06-25,10539390000
2015-06-26,10643670000
2015-06-29,10342680000
2015-06-30,10295280000
2015-07-01,10302390000
2015-07-02,10228920000
2015-07-06,9836711049
2015-07-07,10188766636
2015-07-08,10054429636
2015-07-09,10174869705
2015-07-10,10290677464
2015-07-13,10519976827
2015-07-14,10587145327
2015-07-15,10471337568
2015-07-16,10561667620
2015-07-17,10536189913
2015-07-20,10545454534
2015-07-21,10501447586
2015-07-22,10508396051
2015-07-23,10517660672
2015-07-24,10392588292
2015-07-27,10350897499
2015-07-28,10501447586
2015-07-29,10700636931
2015-07-30,10524609137
2015-07-31,11830920659
2015-08-03,11314418054
2015-08-04,11701215969
2015-08-05,12006948453
2015-08-06,12365952506
2015-08-07,11976838435
2015-08-10,12111175436
2015-08-11,12088013884
2015-08-12,12233931660
2015-08-13,12150550074
2015-08-14,12157498539
2015-08-17,12275622454
2015-08-18,12194557022
2015-08-19,12169079315
2015-08-20,12099594660
2015-08-21,11995367677
2015-08-24,11719745210
2015-08-25,11664157486
2015-08-26,11993051522
2015-08-27,12009264608
2015-08-28,12013896918
2015-08-31,11925883021
2015-09-01,11796178331
2015-09-02,11937463797
2015-09-03,11958309194
2015-09-04,11578459744
2015-09-08,11854082211
2015-09-09,11376954244
2015-09-10,11409380416
2015-09-11,11356108847
2015-09-14,11349160382
2015-09-15,11281991881
2015-09-16,11455703520
2015-09-17,11360741157
2015-09-18,11235668778
2015-09-21,11339895761
2015-09-22,11147654881
2015-09-23,11330631140
2015-09-24,11261146485
2015-09-25,11265778795
2015-09-28,10844238552
2015-09-29,11050376363
2015-09-30,11198610295
2015-10-01,11298204968
2015-10-02,11379270399
2015-10-05,11458019675
2015-10-06,11309785743
2015-10-07,11555298193
2015-10-08,11643312089
2015-10-09,11773016779
2015-10-12,11791546021
2015-10-13,11634047469
2015-10-14,11601621296
2015-10-15,11650260555
2015-10-16,11784597555
2015-10-19,11849449900
2015-10-20,11789229866
2015-10-21,11703532124
2015-10-22,11884192228
2015-10-23,11930515332
2015-10-26,11798494486
2015-10-27,11752171383
2015-10-28,11911986090
2015-10-29,11840185280
2015-10-30,11891140694
2015-11-02,11881876073
2015-11-03,11944412263
2015-11-04,11738274452
2015-11-05,11981470746
2015-11-06,11708164434
2015-11-09,11608569762
2015-11-10,11814707573
2015-11-11,11937463797
2015-11-12,11953676883
2015-11-13,11779965245
2015-11-16,11803126797
2015-11-17,11675738262
2015-11-18,11745222917
2015-11-19,11759119848
2015-11-20,11603937451
2015-11-23,11710480590
2015-11-24,11770700624
2015-11-25,11914302245
2015-11-27,11942096108
2015-11-30,11650260555
2015-12-01,11685002883
2015-12-02,11527504330
2015-12-03,11488129692
2015-12-04,11599305141
2015-12-07,11515923554
2015-12-08,11495078158
2015-12-09,11497394313
2015-12-10,11499710468
2015-12-11,11321366519
2015-12-14,11518239710
2015-12-15,11580775900
2015-12-16,11867979142
2015-12-17,11351476537
2015-12-18,11272727261
2015-12-21,11314418054
2015-12-22,11529820486
2015-12-23,11599305141
2015-12-24,11585408210
2015-12-28,11511291244
2015-12-29,11564562813
2015-12-30,11492762003
2015-12-31,11404748106
2016-01-04,13806081042
2016-01-05,13607432394
2016-01-06,13590405367
2016-01-07,13329324287
2016-01-08,13190270233
2016-01-11,13181756720
2016-01-12,13303783747
2016-01-13,13124999963
2016-01-14,13105135098
2016-01-15,13025675639
2016-01-19,13136351315
2016-01-20,13002972937
2016-01-21,12815675640
2016-01-22,12866756721
2016-01-25,12946216180
2016-01-26,13022837801
2016-01-27,12903648613
2016-01-28,13065405369
2016-01-29,13173243206
2016-02-01,13386081044
2016-02-02,13150540504
2016-02-03,13150540504
2016-02-04,13258378341
2016-02-05,13258378341
2016-02-08,13241351314
2016-02-09,13513783746
2016-02-10,13499594557
2016-02-11,13397432395
2016-02-12,13675540502
2016-02-16,13840135096
2016-02-17,13922432393
2016-02-18,13791891853
2016-02-19,13885540502
2016-02-22,14013243204
2016-02-23,13913918880
2016-02-24,14038783745
2016-02-25,14217567528
2016-02-26,13930945907
2016-02-29,13766351313
2016-03-01,13911081042
2016-03-02,13752162124
2016-03-03,13970675637
2016-03-04,14027432393
2016-03-07,13930945907
2016-03-08,13894054015
2016-03-09,14087026988
2016-03-10,14206216176
2016-03-11,14288513474
2016-03-14,14382162122
2016-03-15,14257297257
2016-03-16,14101216177
2016-03-17,14248783744
2016-03-18,14061486447
2016-03-21,14098378339
2016-03-22,14052972934
2016-03-23,14132432393
2016-03-24,14072837798
2016-03-28,14203378339
2016-03-29,14282837798
2016-03-30,14498513473
2016-03-31,14399189149
2016-04-01,14609189148
2016-04-04,14799324283
2016-04-05,14762432391
2016-04-06,14949729688
2016-04-07,14870270229
2016-04-08,14909999958
2016-04-11,14935540499
2016-04-12,14989459418
2016-04-13,15032026985
2016-04-14,15173918877
2016-04-15,15230675633
2016-04-18,15207972930
2016-04-19,15261891849
2016-04-20,14992297255
2016-04-21,14682972932
2016-04-22,14708513472
2016-04-25,14739729689
2016-04-26,14660270229
2016-04-27,14745405364
2016-04-28,15295945903
2016-04-29,14892972931
2016-05-02,14844729688
2016-05-03,14804999959
2016-05-04,14989459418
2016-05-05,15148378336
2016-05-06,15338513471
2016-05-09,15210810768
2016-05-10,15358378335
2016-05-11,15324324282
2016-05-12,15267567525
2016-05-13,14995135093
2016-05-16,14966756715
2016-05-17,14739729689
2016-05-18,14478648608
2016-05-19,14384999960
2016-05-20,14387837798
2016-05-23,14217567528
2016-05-24,14470135095
2016-05-25,14555270230
2016-05-26,14433243203
2016-05-27,14629054013
2016-05-31,11013648618
2016-06-01,11141351320
2016-06-02,11209459428
2016-06-03,11388243211
2016-06-06,11203783752
2016-06-07,11243513482
2016-06-08,11337162130
2016-06-09,11209459428
2016-06-10,10939864834
2016-06-13,10775270240
2016-06-14,10610675646
2016-06-15,10573783754
2016-06-16,10570945916
2016-06-17,10633378349
2016-06-20,10744054024
2016-06-21,10653243213
2016-06-22,10599324295
2016-06-23,10690135105
2016-06-24,9952297269
2016-06-27,9634459432
2016-06-28,9600405378
2016-06-29,9895540513
2016-06-30,10128243215
2016-07-01,10020405377
2016-07-05,17058518584
2016-07-06,17029149542
2016-07-07,17415841929
2016-07-08,17489264534
2016-07-11,17464790333
2016-07-12,17596951022
2016-07-13,17626320064
2016-07-14,17915115644
2016-07-15,17924905325
2016-07-18,18110909258
2016-07-19,18355651275
2016-07-20,18546550048
2016-07-21,18634657174
2016-07-22,18722764300
2016-07-25,18639552014
2016-07-26,18703184939
2016-07-27,18355651275
2016-07-28,18380125476
2016-07-29,18272438989
2016-08-01,18575919090
2016-08-02,18115804098
2016-08-03,17929800165
2016-08-04,17978748568
2016-08-05,17959169207
2016-08-08,18013012451
2016-08-09,18306702871
2016-08-10,18517181006
2016-08-11,18801081745
2016-08-12,18869609510
2016-08-15,18952821796
2016-08-16,18708079779
2016-08-17,18717869460
2016-08-18,18708079779
2016-08-19,18678710737
2016-08-22,18722764300
2016-08-23,18752133342
2016-08-24,18776607544
2016-08-25,18805976586
2016-08-26,18898978552
2016-08-29,18923452754
2016-08-30,18678710737
2016-08-31,18820661107
2016-09-01,18766817863
2016-09-02,19075192804
2016-09-06,19217143174
2016-09-07,19657678805
2016-09-08,20142267999
2016-09-09,19789839494
2016-09-12,20068845394
2016-09-13,19456990351
2016-09-14,19408041948
2016-09-15,19452095511
2016-09-16,19222038015
2016-09-19,19261196737
2016-09-20,19456990351
2016-09-21,19432516149
2016-09-22,19687047847
2016-09-23,19691942687
2016-09-26,19344409023
2016-09-27,19285670939
2016-09-28,19261196737
2016-09-29,19104561847
2016-09-30,19530412956
2016-10-03,19089877326
2016-10-04,18903873393
2016-10-05,19094772166
2016-10-06,19212248334
2016-10-07,19016454720
2016-10-10,18536760367
2016-10-11,18536760367
2016-10-12,18654236535
2016-10-13,18600393292
2016-10-14,18585708770
2016-10-17,18399704838
2016-10-18,18615077813
2016-10-19,18639552014
2016-10-20,18551444888
2016-10-21,18517181006
2016-10-24,18600393292
2016-10-25,18551444888
2016-10-26,18698290098
2016-10-27,18610182972
2016-10-28,18717869460
2016-10-31,18815766266
2016-11-01,18859819830
2016-11-02,18967506317
2016-11-03,18962611477
2016-11-04,18561234569
2016-11-07,18874504351
2016-11-08,19109456687
2016-11-09,18732553981
2016-11-10,17092782467
2016-11-11,17361998685
2016-11-14,17166205072
2016-11-15,17195574114
2016-11-16,16989990820
2016-11-17,16676721038
2016-11-18,16510296466
2016-11-21,16622877794
2016-11-22,16510296466
2016-11-23,16270449290
2016-11-25,16392820298
2016-11-28,16383030617
2016-11-29,16157867962
2016-11-30,15888651743
2016-12-01,15369798667
2016-12-02,15428536751
2016-12-05,15462800634
2016-12-06,15325745104
2016-12-07,15687963289
2016-12-08,15487274835
2016-12-09,15810334298
2016-12-12,15727122012
2016-12-13,15580276802
2016-12-14,15457905793
2016-12-15,15736911693
2016-12-16,15893546583
2016-12-19,15864177541
2016-12-20,15780965256
2016-12-21,15859282701
2016-12-22,15805439457
2016-12-23,15756491054
2016-12-27,15619435524
2016-12-28,15477485155
2016-12-29,15457905793
2016-12-30,15369798667
2017-01-03,15340274724
2017-01-04,15447857142
2017-01-05,15623901098
2017-01-06,15614120878
2017-01-09,15628791208
2017-01-10,15403846153
2017-01-11,15892857142
2017-01-12,15765714285
2017-01-13,15721703296
2017-01-17,15751043955
2017-01-18,16127582417
2017-01-19,16557912087
2017-01-20,16641043955
2017-01-23,16748626373
2017-01-24,16895329669
2017-01-25,17022472527
2017-01-26,16836648351
2017-01-27,16787747252
2017-01-30,16689945054
2017-01-31,16885549450
2017-02-01,16988241757
2017-02-02,17090934065
2017-02-03,17032252746
2017-02-06,17174065933
2017-02-07,17276758241
2017-02-08,17433241757
2017-02-09,17193626373
2017-02-10,17130054944
2017-02-13,17213186812
2017-02-14,17159395604
2017-02-15,17340329669
2017-02-16,17335439560
2017-02-17,17310989010
2017-02-21,17306098900
2017-02-22,17403901098
2017-02-23,17408791208
2017-02-24,17090934065
2017-02-27,17115384615
2017-02-28,16963791208
2017-03-01,16865989010
2017-03-02,16919780219
2017-03-03,17178956043
2017-03-06,17086043955
2017-03-07,17306098900
2017-03-08,17350109889
2017-03-09,17291428571
2017-03-10,17447912087
2017-03-13,17482142856
2017-03-14,17335439560
2017-03-15,17570164834
2017-03-16,17702197801
2017-03-17,17638626373
2017-03-20,17609285713
2017-03-21,17790219779
2017-03-22,18049395603
2017-03-23,18289010988
2017-03-24,18430824175
2017-03-27,18474835164
2017-03-28,18543296702
2017-03-29,18411263735
2017-03-30,18435714285
2017-03-31,18430824175
2017-04-03,18347692307
2017-04-04,18430824175
2017-04-05,18333021977
2017-04-06,18142307691
2017-04-07,18088516483
2017-04-10,18137417582
2017-04-11,18196098900
2017-04-12,18171648351
2017-04-13,18264560439
2017-04-17,18421043955
2017-04-18,18636208790
2017-04-19,18562857142
2017-04-20,18425934065
2017-04-21,18264560439
2017-04-24,18631318680
2017-04-25,18885604395
2017-04-26,18699780219
2017-04-27,18577527472
2017-04-28,18885604395
2017-05-01,18719340658
2017-05-02,18626428571
2017-05-03,18430824175
2017-05-04,19144780219
2017-05-05,19433296702
2017-05-08,19604450549
2017-05-09,19584890109
2017-05-10,19584890109
2017-05-11,19560439560
2017-05-12,19584890109
2017-05-15,19736483516
2017-05-16,19697362636
2017-05-17,19672912087
2017-05-18,19389285713
2017-05-19,19731593406
2017-05-22,19888076922
2017-05-23,20064120878
2017-05-24,20196153845
2017-05-25,20117912087
2017-05-26,20220604395
2017-05-30,20044560439
2017-05-31,20069010988
2017-06-01,20098351647
2017-06-02,19912527472
2017-06-05,20161923076
2017-06-06,20024999999
2017-06-07,20020109889
2017-06-08,19976098900
2017-06-09,19834285713
2017-06-12,19707142856
2017-06-13,19638681318
2017-06-14,20127692307
2017-06-15,20020109889
2017-06-16,19780494505
2017-06-19,19917417581
2017-06-20,19927197801
2017-06-21,19824505494
2017-06-22,19819615384
2017-06-23,19863626373
2017-06-26,20015219779
2017-06-27,19966318680
2017-06-28,20127692307
2017-06-29,19834285713
2017-06-30,19888076922
2017-07-03,19650144942
2017-07-05,19892739324
2017-07-06,19548255301
2017-07-07,19640441166
2017-07-10,19941258200
2017-07-11,19684108155
2017-07-12,20329409211
2017-07-13,20314853548
2017-07-14,20610818694
2017-07-17,20474965840
2017-07-18,20426446964
2017-07-19,20421595076
2017-07-20,20382779975
2017-07-21,20411891301
2017-07-24,20620522470
2017-07-25,20698152672
2017-07-26,20906783840
2017-07-27,20940747054
2017-07-28,20998969705
2017-07-31,20974710267
2017-08-01,21105711234
2017-08-02,20998969705
2017-08-03,21091155571
2017-08-04,21202748986
2017-08-07,21129970672
2017-08-08,21183341436
2017-08-09,20877672514
2017-08-10,20969858380
2017-08-11,21227008425
2017-08-14,21163933885
2017-08-15,21222156537
2017-08-16,21513269795
2017-08-17,21091155571
2017-08-18,21241564087
2017-08-21,21091155571
2017-08-22,21299786739
2017-08-23,21134822559
2017-08-24,20960154604
2017-08-25,20785486649
2017-08-28,20829153638
2017-08-29,20829153638
2017-08-30,20785486649
2017-08-31,20863116852
2017-09-01,21231860312
2017-09-05,21188193323
2017-09-06,21139674447
2017-09-07,20887376290
2017-09-08,20494373391
2017-09-11,20659337571
2017-09-12,20484669616
2017-09-13,20077111054
2017-09-14,19829664784
2017-09-15,20125629930
2017-09-18,20188704470
2017-09-19,20028592177
2017-09-20,19727775144
2017-09-21,19771442133
2017-09-22,19718071368
2017-09-25,19606477953
2017-09-26,19742330807
2017-09-27,19873331773
2017-09-28,20164445031
2017-09-29,20193556357
2017-10-02,20290594110
2017-10-03,20086814829
2017-10-04,20057703503
2017-10-05,19980073301
2017-10-06,19805405346
2017-10-09,19941258200
2017-10-10,20164445031
2017-10-11,20314853548
2017-10-12,20295445998
2017-10-13,20324557323
2017-10-16,20377928088
2017-10-17,20329409211
2017-10-18,20353668649
2017-10-19,20348816762
2017-10-20,20343964874
2017-10-23,20256630897
2017-10-24,20227519571
2017-10-25,19975221413
2017-10-26,20028592177
2017-10-27,19819961009
2017-10-30,19577366627
2017-10-31,19824812897
2017-11-01,19601626065
2017-11-02,19218326942
2017-11-03,19373587346
2017-11-06,19339624133
2017-11-07,18383802267
2017-11-08,19179511840
2017-11-09,19198919391
2017-11-10,19164956178
2017-11-13,19126141076
2017-11-14,19087325975
2017-11-15,18844731593
2017-11-16,18708878739
2017-11-17,18524507009
2017-11-20,18640952312
2017-11-21,18480840020
2017-11-22,18723434402
2017-11-24,18747693840
2017-11-27,18864139144
2017-11-28,18796212717
2017-11-29,18597285324
2017-11-30,18917509908
2017-12-01,19286253369
2017-12-04,19276549593
2017-12-05,19077622200
2017-12-06,19184363728
2017-12-07,19077622200
2017-12-08,18810768380
2017-12-11,19063066537
2017-12-12,19014547661
2017-12-13,18888398582
2017-12-14,18970880672
2017-12-15,19014547661
2017-12-18,19092177863
2017-12-19,19101881638
2017-12-20,19150400515
2017-12-21,19101881638
2017-12-22,19116437301
2017-12-26,19063066537
2017-12-27,19135844852
2017-12-28,19058214649
2017-12-29,19334772245
2018-01-02,19481258811
2018-01-03,19324270576
2018-01-04,19476352929
2018-01-05,19137847047
2018-01-08,19206529400
2018-01-09,19451823517
2018-01-10,19034823518
2018-01-11,18951423518
2018-01-12,19029917635
2018-01-16,19034823518
2018-01-17,19397858811
2018-01-18,19059352929
2018-01-19,19446917635
2018-01-22,19500882341
2018-01-23,19314458811
2018-01-24,19540129400
2018-01-25,20001282340
2018-01-26,20060152929
2018-01-29,19903164693
2018-01-30,19751082341
2018-01-31,19702023517
2018-02-01,19304647047
2018-02-02,18789529400
2018-02-05,18416682341
2018-02-06,18392152930
2018-02-07,18715941165
2018-02-08,18446117636
2018-02-09,18254788224
2018-02-12,18338188224
2018-02-13,18347999989
2018-02-14,18259694106
2018-02-15,19098599988
2018-02-16,19118223517
2018-02-20,18892552929
2018-02-21,18524611753
2018-02-22,18593294106
2018-02-23,19015199988
2018-02-26,18838588224
2018-02-27,18715941165
2018-02-28,18652164694
2018-03-01,18544235283
2018-03-02,18828776459
2018-03-05,19329176459
2018-03-06,19648058811
2018-03-07,19790329399
2018-03-08,20148458811
2018-03-09,20065058811
2018-03-12,20496776458
2018-03-13,20629235281
2018-03-14,20217141164
2018-03-15,20006188223
2018-03-16,19996376458
2018-03-19,19814858811
2018-03-20,20006188223
2018-03-21,20074870576
2018-03-22,19805047046
2018-03-23,19692211752
2018-03-26,19859011752
2018-03-27,19893352929
2018-03-28,20325070576
2018-03-29,20437905870
2018-04-02,19996376458
2018-04-03,20133741164
2018-04-04,20349599987
2018-04-05,20457529399
2018-04-06,20472247046
2018-04-09,20437905870
2018-04-10,20197517634
2018-04-11,20099399987
2018-04-12,20045435282
2018-04-13,20241670576
2018-04-16,20374129399
2018-04-17,20531117634
2018-04-18,20271105870
2018-04-19,20055247046
2018-04-20,19893352929
2018-04-23,19839388223
2018-04-24,19736364694
2018-04-25,19510694105
2018-04-26,19559752929
2018-04-27,19407670576
2018-04-30,19231058812
2018-05-01,18921988223
2018-05-02,18794435282
2018-05-03,18706129400
2018-05-04,18833682341
2018-05-07,18583482341
2018-05-08,18720847047
2018-05-09,18725752929
2018-05-10,19132941165
2018-05-11,18990670576
2018-05-14,18907270576
2018-05-15,18706129400
2018-05-16,18642352930
2018-05-17,18799341165
2018-05-18,18730658812
2018-05-21,18745376459
2018-05-22,18931799988
2018-05-23,18740470577
2018-05-24,18563858812
2018-05-25,18509894106
2018-05-29,18627635282
2018-05-30,18696317635
2018-05-31,18627635282
2018-06-01,18588388224
2018-06-04,18691411753
2018-06-05,18612917635
2018-06-06,18750282341
2018-06-07,18696317635
2018-06-08,18848399988
2018-06-11,18863117635
2018-06-12,19029917635
2018-06-13,19348799988
2018-06-14,19378235282
2018-06-15,19716741164
2018-06-18,19392952929
2018-06-19,19265399988
2018-06-20,19235964694
2018-06-21,19177094106
2018-06-22,19579376458
2018-06-25,19697117635
2018-06-26,19795235282
2018-06-27,19535223517
2018-06-28,19755988223
2018-06-29,19937505870
2018-07-02,19629783555
2018-07-03,19771005020
2018-07-05,19819702076
2018-07-06,19873268839
2018-07-09,19883008250
2018-07-10,20316412055
2018-07-11,20428415285
2018-07-12,20550157927
2018-07-13,20292063526
2018-07-16,20175190590
