,CCEP
2004-08-24,9408140000
2004-08-25,9591050000
2004-08-26,9614500000
2004-08-27,9619190000
2004-08-30,9511320000
2004-08-31,9684850000
2004-09-01,9581670000
2004-09-02,9591050000
2004-09-03,9605120000
2004-09-07,9656710000
2004-09-08,9136120000
2004-09-09,9145500000
2004-09-10,9051700000
2004-09-13,9042320000
2004-09-14,9154880000
2004-09-15,8948520000
2004-09-16,8732780000
2004-09-17,8887550000
2004-09-20,8850030000
2004-09-21,9051700000
2004-09-22,8962590000
2004-09-23,8934450000
2004-09-24,9018870000
2004-09-27,8929760000
2004-09-28,8892240000
2004-09-29,8943830000
2004-09-30,8864100000
2004-10-01,9060480000
2004-10-04,9126000000
2004-10-05,9097920000
2004-10-06,9079200000
2004-10-07,9065160000
2004-10-08,9088560000
2004-10-11,9079200000
2004-10-12,9041760000
2004-10-13,8990280000
2004-10-14,8920080000
2004-10-15,8892000000
2004-10-18,8892000000
2004-10-19,8863920000
2004-10-20,8817120000
2004-10-21,8859240000
2004-10-22,8859240000
2004-10-25,8807760000
2004-10-26,8737560000
2004-10-27,8840520000
2004-10-28,9673560000
2004-10-29,9785880000
2004-11-01,9809280000
2004-11-02,9874800000
2004-11-03,10029240000
2004-11-04,10244520000
2004-11-05,10267920000
2004-11-08,10272600000
2004-11-09,10249200000
2004-11-10,10347480000
2004-11-11,10094760000
2004-11-12,9921600000
2004-11-15,10071360000
2004-11-16,10033920000
2004-11-17,9977760000
2004-11-18,9813960000
2004-11-19,9692280000
2004-11-22,9711000000
2004-11-23,9715680000
2004-11-24,9720360000
2004-11-26,9701640000
2004-11-29,9687600000
2004-11-30,9734400000
2004-12-01,9804600000
2004-12-02,9874800000
2004-12-03,9963720000
2004-12-06,9828000000
2004-12-07,9762480000
2004-12-08,9711000000
2004-12-09,9823320000
2004-12-10,9781200000
2004-12-13,9654840000
2004-12-14,9725040000
2004-12-15,9870120000
2004-12-16,10029240000
2004-12-17,9771840000
2004-12-20,9594000000
2004-12-21,9551880000
2004-12-22,9594000000
2004-12-23,9514440000
2004-12-27,9631440000
2004-12-28,9570600000
2004-12-29,9603360000
2004-12-30,9701640000
2004-12-31,9757800000
2005-01-03,9855900000
2005-01-04,9776000000
2005-01-05,9705500000
2005-01-06,9841800000
2005-01-07,9733700000
2005-01-10,9837100000
2005-01-11,9794800000
2005-01-12,9818300000
2005-01-13,9672600000
2005-01-14,9653800000
2005-01-18,9757200000
2005-01-19,9719600000
2005-01-20,9757200000
2005-01-21,10081500000
2005-01-24,9954600000
2005-01-25,10128500000
2005-01-26,10114400000
2005-01-27,10260100000
2005-01-28,10199000000
2005-01-31,10316500000
2005-02-01,10293000000
2005-02-02,10509200000
2005-02-03,10669000000
2005-02-04,10833500000
2005-02-07,10852300000
2005-02-08,10880500000
2005-02-09,10833500000
2005-02-10,10763000000
2005-02-11,10861700000
2005-02-14,10598500000
2005-02-15,10542100000
2005-02-16,10810000000
2005-02-17,10396400000
2005-02-18,10260100000
2005-02-22,9968700000
2005-02-23,9893500000
2005-02-24,9982800000
2005-02-25,10011000000
2005-02-28,10034500000
2005-03-01,10227200000
2005-03-02,10231900000
2005-03-03,10222500000
2005-03-04,10274200000
2005-03-07,10217800000
2005-03-08,9954600000
2005-03-09,9968700000
2005-03-10,9921700000
2005-03-11,9790100000
2005-03-14,9893500000
2005-03-15,9832400000
2005-03-16,9700800000
2005-03-17,9832400000
2005-03-18,9865300000
2005-03-21,9855900000
2005-03-22,9710200000
2005-03-23,9583300000
2005-03-24,9644400000
2005-03-28,9677300000
2005-03-29,9630300000
2005-03-30,9719600000
2005-03-31,9644400000
2005-04-01,9650790000
2005-04-04,9697890000
2005-04-05,9707310000
2005-04-06,9655500000
2005-04-07,9636660000
2005-04-08,9570720000
2005-04-11,9537750000
2005-04-12,9914550000
2005-04-13,9749700000
2005-04-14,9754410000
2005-04-15,9495360000
2005-04-18,9457680000
2005-04-19,9481230000
2005-04-20,9297540000
2005-04-21,9278700000
2005-04-22,9222180000
2005-04-25,9358770000
2005-04-26,9306960000
2005-04-27,9222180000
2005-04-28,9570720000
2005-04-29,9561300000
2005-05-02,9594270000
2005-05-03,9481230000
2005-05-04,9631950000
2005-05-05,9726150000
2005-05-06,9796800000
2005-05-09,9938100000
2005-05-10,9942810000
2005-05-11,10013460000
2005-05-12,9980490000
2005-05-13,9900420000
2005-05-16,9966360000
2005-05-17,9928680000
2005-05-18,10055850000
2005-05-19,10197150000
2005-05-20,10168890000
2005-05-23,10300770000
2005-05-24,10371420000
2005-05-25,10427940000
2005-05-26,10385550000
2005-05-27,10385550000
2005-05-31,10305480000
2005-06-01,10272510000
2005-06-02,10267800000
2005-06-03,10277220000
2005-06-06,10248960000
2005-06-07,10324320000
2005-06-08,10244250000
2005-06-09,10319610000
2005-06-10,10489170000
2005-06-13,10512720000
2005-06-14,10456200000
2005-06-15,10456200000
2005-06-16,10498590000
2005-06-17,10545690000
2005-06-20,10456200000
2005-06-21,10371420000
2005-06-22,10526850000
2005-06-23,10663440000
2005-06-24,10540980000
2005-06-27,10677570000
2005-06-28,10606920000
2005-06-29,10465620000
2005-06-30,10366710000
2005-07-01,10412320000
2005-07-05,10369840000
2005-07-06,10218800000
2005-07-07,10308480000
2005-07-08,10421760000
2005-07-11,10336800000
2005-07-12,10365120000
2005-07-13,10374560000
2005-07-14,10426480000
2005-07-15,10384000000
2005-07-18,10365120000
2005-07-19,10799360000
2005-07-20,10723840000
2005-07-21,10813520000
2005-07-22,10733280000
2005-07-25,10577520000
2005-07-26,10738000000
2005-07-27,10837120000
2005-07-28,11139200000
2005-07-29,11092000000
2005-08-01,11195840000
2005-08-02,11162800000
2005-08-03,11205280000
2005-08-04,11087280000
2005-08-05,10940960000
2005-08-08,10884320000
2005-08-09,10879600000
2005-08-10,10950400000
2005-08-11,10912640000
2005-08-12,10903200000
2005-08-15,10799360000
2005-08-16,10879600000
2005-08-17,10856000000
2005-08-18,10704960000
2005-08-19,10690800000
2005-08-22,10667200000
2005-08-23,10464240000
2005-08-24,10464240000
2005-08-25,10468960000
2005-08-26,10384000000
2005-08-29,10577520000
2005-08-30,10516160000
2005-08-31,10549200000
2005-09-01,10511440000
2005-09-02,10365120000
2005-09-06,10464240000
2005-09-07,10431200000
2005-09-08,9435280000
2005-09-09,9274800000
2005-09-12,9487200000
2005-09-13,9279520000
2005-09-14,9185120000
2005-09-15,9270080000
2005-09-16,9213440000
2005-09-19,9175680000
2005-09-20,9029360000
2005-09-21,9019920000
2005-09-22,9062400000
2005-09-23,9034080000
2005-09-26,9137920000
2005-09-27,9137920000
2005-09-28,9166240000
2005-09-29,9147360000
2005-09-30,9204000000
2005-10-03,9189210000
2005-10-04,9189210000
2005-10-05,9184500000
2005-10-06,9208050000
2005-10-07,9269280000
2005-10-10,9095010000
2005-10-11,9052620000
2005-10-12,9029070000
2005-10-13,9033780000
2005-10-14,9019650000
2005-10-17,9118560000
2005-10-18,9306960000
2005-10-19,9321090000
2005-10-20,9217470000
2005-10-21,9189210000
2005-10-24,9372900000
2005-10-25,9306960000
2005-10-26,9160950000
2005-10-27,8883060000
2005-10-28,8906610000
2005-10-31,8901900000
2005-11-01,8925450000
2005-11-02,8920740000
2005-11-03,8831250000
2005-11-04,8812410000
2005-11-07,8807700000
2005-11-08,8770020000
2005-11-09,8784150000
2005-11-10,8906610000
2005-11-11,8939580000
2005-11-14,8897190000
2005-11-15,8802990000
2005-11-16,8845380000
2005-11-17,8887770000
2005-11-18,8967840000
2005-11-21,8925450000
2005-11-22,8949000000
2005-11-23,9208050000
2005-11-25,9198630000
2005-11-28,9170370000
2005-11-29,9198630000
2005-11-30,9052620000
2005-12-01,9429420000
2005-12-02,9311670000
2005-12-05,9490650000
2005-12-06,9410580000
2005-12-07,9288120000
2005-12-08,9410580000
2005-12-09,9509490000
2005-12-12,9504780000
2005-12-13,9471810000
2005-12-14,9396450000
2005-12-15,9372900000
2005-12-16,9372900000
2005-12-19,9325800000
2005-12-20,9236310000
2005-12-21,9184500000
2005-12-22,9203340000
2005-12-23,9198630000
2005-12-27,9127980000
2005-12-28,9010230000
2005-12-29,9080880000
2005-12-30,9029070000
2006-01-03,9114710000
2006-01-04,9072140000
2006-01-05,9152550000
2006-01-06,9218770000
2006-01-09,9133630000
2006-01-10,9209310000
2006-01-11,9228230000
2006-01-12,9171470000
2006-01-13,9209310000
2006-01-17,9199850000
2006-01-18,9076870000
2006-01-19,9029570000
2006-01-20,9034300000
2006-01-23,9043760000
2006-01-24,9076870000
2006-01-25,8977540000
2006-01-26,9034300000
2006-01-27,9157280000
2006-01-30,9417430000
2006-01-31,9337020000
2006-02-01,9327560000
2006-02-02,9256610000
2006-02-03,9095790000
2006-02-06,9147820000
2006-02-07,9171470000
2006-02-08,9204580000
2006-02-09,9502570000
2006-02-10,9360670000
2006-02-13,9289720000
2006-02-14,9346480000
2006-02-15,9294450000
2006-02-16,9313370000
2006-02-17,9270800000
2006-02-21,9308640000
2006-02-22,9280260000
2006-02-23,9294450000
2006-02-24,9261340000
2006-02-27,9341750000
2006-02-28,9294450000
2006-03-01,9436350000
2006-03-02,9209310000
2006-03-03,9237690000
2006-03-06,9270800000
2006-03-07,9360670000
2006-03-08,9407970000
2006-03-09,9412700000
2006-03-10,9564060000
2006-03-13,9554600000
2006-03-14,9611360000
2006-03-15,9568790000
2006-03-16,9786370000
2006-03-17,9819480000
2006-03-20,9800560000
2006-03-21,9814750000
2006-03-22,9866780000
2006-03-23,9833670000
2006-03-24,9805290000
2006-03-27,9739070000
2006-03-28,9743800000
2006-03-29,9668120000
2006-03-30,9587710000
2006-03-31,9620820000
2006-04-03,9683820000
2006-04-04,9674340000
2006-04-05,9849720000
2006-04-06,9783360000
2006-04-07,9764400000
2006-04-10,9764400000
2006-04-11,9669600000
2006-04-12,9688560000
2006-04-13,9622200000
2006-04-17,9565320000
2006-04-18,9636420000
2006-04-19,9574800000
2006-04-20,9712260000
2006-04-21,9735960000
2006-04-24,9797580000
2006-04-25,9802320000
2006-04-26,9740700000
2006-04-27,9461040000
2006-04-28,9257220000
2006-05-01,9280920000
2006-05-02,9247740000
2006-05-03,9304620000
2006-05-04,9342540000
2006-05-05,9352020000
2006-05-08,9404160000
2006-05-09,9427860000
2006-05-10,9370980000
2006-05-11,9219300000
2006-05-12,9271440000
2006-05-15,9389940000
2006-05-16,9385200000
2006-05-17,9214560000
2006-05-18,9148200000
2006-05-19,9266700000
2006-05-22,9233520000
2006-05-23,9224040000
2006-05-24,9266700000
2006-05-25,9380460000
2006-05-26,9333060000
2006-05-30,9290400000
2006-05-31,9318840000
2006-06-01,9370980000
2006-06-02,9404160000
2006-06-05,9271440000
2006-06-06,9224040000
2006-06-07,9243000000
2006-06-08,9195600000
2006-06-09,9176640000
2006-06-12,9171900000
2006-06-13,9152940000
2006-06-14,8949120000
2006-06-15,9148200000
2006-06-16,9077100000
2006-06-19,9086580000
2006-06-20,9110280000
2006-06-21,9318840000
2006-06-22,9309360000
2006-06-23,9228780000
2006-06-26,9290400000
2006-06-27,9280920000
2006-06-28,9285660000
2006-06-29,9446820000
2006-06-30,9655380000
2006-07-03,9672320000
2006-07-05,9634240000
2006-07-06,9767520000
2006-07-07,9705640000
2006-07-10,9796080000
2006-07-11,10000760000
2006-07-12,9810360000
2006-07-13,9710400000
2006-07-14,9643760000
2006-07-17,9748480000
2006-07-18,10015040000
2006-07-19,10043600000
2006-07-20,10019800000
2006-07-21,10095960000
2006-07-24,10238760000
2006-07-25,10257800000
2006-07-26,10276840000
2006-07-27,10186400000
2006-07-28,10257800000
2006-07-31,10214960000
2006-08-01,10300640000
2006-08-02,10467240000
2006-08-03,10300640000
2006-08-04,10224480000
2006-08-07,10048360000
2006-08-08,10157840000
2006-08-09,10015040000
2006-08-10,10143560000
2006-08-11,10038840000
2006-08-14,10072160000
2006-08-15,10148320000
2006-08-16,10081680000
2006-08-17,10048360000
2006-08-18,10176880000
2006-08-21,10229240000
2006-08-22,10214960000
2006-08-23,10295880000
2006-08-24,10386320000
2006-08-25,10419640000
2006-08-28,10414880000
2006-08-29,10491040000
2006-08-30,10567200000
2006-08-31,10614800000
2006-09-01,10605280000
2006-09-05,10690960000
2006-09-06,10529120000
2006-09-07,10219720000
2006-09-08,10214960000
2006-09-11,9962680000
2006-09-12,9948400000
2006-09-13,9881760000
2006-09-14,9872240000
2006-09-15,9872240000
2006-09-18,9900800000
2006-09-19,9948400000
2006-09-20,9910320000
2006-09-21,9881760000
2006-09-22,9772280000
2006-09-25,9948400000
2006-09-26,9972200000
2006-09-27,9976960000
2006-09-28,9948400000
2006-09-29,9915080000
2006-10-02,9880260000
2006-10-03,9951960000
2006-10-04,10104920000
2006-10-05,9951960000
2006-10-06,9870700000
2006-10-09,9956740000
2006-10-10,9813340000
2006-10-11,9894600000
2006-10-12,10066680000
2006-10-13,9999760000
2006-10-16,10023660000
2006-10-17,10023660000
2006-10-18,10114480000
2006-10-19,10014100000
2006-10-20,9975860000
2006-10-23,10038000000
2006-10-24,10033220000
2006-10-25,10057120000
2006-10-26,9990200000
2006-10-27,9799000000
2006-10-30,9607800000
2006-10-31,9574340000
2006-11-01,9799000000
2006-11-02,9813340000
2006-11-03,9674720000
2006-11-06,9818120000
2006-11-07,9789440000
2006-11-08,9703400000
2006-11-09,9607800000
2006-11-10,9603020000
2006-11-13,9550440000
2006-11-14,9560000000
2006-11-15,9574340000
2006-11-16,9712960000
2006-11-17,9669940000
2006-11-20,9990200000
2006-11-21,9875480000
2006-11-22,9908940000
2006-11-24,9904160000
2006-11-27,9760760000
2006-11-28,9717740000
2006-11-29,9784660000
2006-11-30,9775100000
2006-12-01,9808560000
2006-12-04,9942400000
2006-12-05,10004540000
2006-12-06,9999760000
2006-12-07,9899380000
2006-12-08,9808560000
2006-12-11,9765540000
2006-12-12,9832460000
2006-12-13,9779880000
2006-12-14,9679500000
2006-12-15,9679500000
2006-12-18,9703400000
2006-12-19,9712960000
2006-12-20,9583900000
2006-12-21,9660380000
2006-12-22,9655600000
2006-12-26,9765540000
2006-12-27,9808560000
2006-12-28,9765540000
2006-12-29,9760760000
2007-01-03,9799000000
2007-01-04,9751200000
2007-01-05,9751200000
2007-01-08,9799000000
2007-01-09,9832460000
2007-01-10,9942400000
2007-01-11,10100140000
2007-01-12,10047560000
2007-01-16,10033220000
2007-01-17,10057120000
2007-01-18,9942400000
2007-01-19,9932840000
2007-01-22,9980640000
2007-01-23,9942400000
2007-01-24,9966300000
2007-01-25,10004540000
2007-01-26,9899380000
2007-01-29,9885040000
2007-01-30,9865920000
2007-01-31,9808560000
2007-02-01,9827680000
2007-02-02,9851580000
2007-02-05,9808560000
2007-02-06,9784660000
2007-02-07,9765540000
2007-02-08,9765540000
2007-02-09,9703400000
2007-02-12,9813340000
2007-02-13,10014100000
2007-02-14,10052340000
2007-02-15,9971080000
2007-02-16,9899380000
2007-02-20,9818120000
2007-02-21,9861140000
2007-02-22,9789440000
2007-02-23,9765540000
2007-02-26,9861140000
2007-02-27,9674720000
2007-02-28,9598240000
2007-03-01,9569560000
2007-03-02,9588680000
2007-03-05,9564780000
2007-03-06,9612580000
2007-03-07,9593460000
2007-03-08,9650820000
2007-03-09,9679500000
2007-03-12,9751200000
2007-03-13,9665160000
2007-03-14,9631700000
2007-03-15,9736860000
2007-03-16,9669940000
2007-03-19,9655600000
2007-03-20,9703400000
2007-03-21,9741640000
2007-03-22,9765540000
2007-03-23,9765540000
2007-03-26,9732080000
2007-03-27,9603020000
2007-03-28,9607800000
2007-03-29,9569560000
2007-03-30,9679500000
2007-04-02,9718910000
2007-04-03,9805130000
2007-04-04,9891350000
2007-04-05,9838660000
2007-04-09,9800340000
2007-04-10,9829080000
2007-04-11,9881770000
2007-04-12,9905720000
2007-04-13,9948830000
2007-04-16,10111690000
2007-04-17,10164380000
2007-04-18,10130850000
2007-04-19,10193120000
2007-04-20,10303290000
2007-04-23,10255390000
2007-04-24,10609850000
2007-04-25,10667330000
2007-04-26,10729600000
2007-04-27,10528420000
2007-04-30,10509260000
2007-05-01,10557160000
2007-05-02,10600270000
2007-05-03,10724810000
2007-05-04,10710440000
2007-05-07,10763130000
2007-05-08,10705650000
2007-05-09,10715230000
2007-05-10,10538000000
2007-05-11,10499680000
2007-05-14,10600270000
2007-05-15,10643380000
2007-05-16,10777500000
2007-05-17,10949940000
2007-05-18,10978680000
2007-05-21,11007420000
2007-05-22,10988260000
2007-05-23,10935570000
2007-05-24,10969100000
2007-05-25,11002630000
2007-05-29,10930780000
2007-05-30,10997840000
2007-05-31,11184650000
2007-06-01,11136750000
2007-06-04,11040950000
2007-06-05,10964310000
2007-06-06,10921200000
2007-06-07,10758340000
2007-06-08,10882880000
2007-06-11,10863720000
2007-06-12,10729600000
2007-06-13,10782290000
2007-06-14,10782290000
2007-06-15,11040950000
2007-06-18,11040950000
2007-06-19,11184650000
2007-06-20,11131960000
2007-06-21,11232550000
2007-06-22,11079270000
2007-06-25,11007420000
2007-06-26,11443310000
2007-06-27,11385830000
2007-06-28,11539110000
2007-06-29,11496000000
2007-07-02,11635390000
2007-07-03,11635390000
2007-07-05,11577670000
2007-07-06,11548810000
2007-07-09,11519950000
2007-07-10,11558430000
2007-07-11,11558430000
2007-07-12,11746020000
2007-07-13,11712350000
2007-07-16,11645010000
2007-07-17,11414130000
2007-07-18,11414130000
2007-07-19,11491090000
2007-07-20,11327550000
2007-07-23,11414130000
2007-07-24,11370840000
2007-07-25,11341980000
2007-07-26,11274640000
2007-07-27,10942750000
2007-07-30,10961990000
2007-07-31,10899460000
2007-08-01,10860980000
2007-08-02,10904270000
2007-08-03,10894650000
2007-08-06,11029330000
2007-08-07,11144770000
2007-08-08,11274640000
2007-08-09,11269830000
2007-08-10,11390080000
2007-08-13,11534380000
2007-08-14,11375650000
2007-08-15,11260210000
2007-08-16,11221730000
2007-08-17,11548810000
2007-08-20,11544000000
2007-08-21,11529570000
2007-08-22,11510330000
2007-08-23,11476660000
2007-08-24,11664250000
2007-08-27,11654630000
2007-08-28,11423750000
2007-08-29,11476660000
2007-08-30,11414130000
2007-08-31,11457420000
2007-09-04,11654630000
2007-09-05,11471850000
2007-09-06,11544000000
2007-09-07,11558430000
2007-09-10,11462230000
2007-09-11,11529570000
2007-09-12,11659440000
2007-09-13,11635390000
2007-09-14,11640200000
2007-09-17,11524760000
2007-09-18,11827790000
2007-09-19,11784500000
2007-09-20,11678680000
2007-09-21,11664250000
2007-09-24,11568050000
2007-09-25,11587290000
2007-09-26,11678680000
2007-09-27,11683490000
2007-09-28,11649820000
2007-10-01,11901560000
2007-10-02,11916080000
2007-10-03,11601480000
2007-10-04,11635360000
2007-10-05,11727320000
2007-10-08,11920920000
2007-10-09,11804760000
2007-10-10,11809600000
2007-10-11,11688600000
2007-10-12,11756360000
2007-10-15,11654720000
2007-10-16,11722480000
2007-10-17,11737000000
2007-10-18,11756360000
2007-10-19,11601480000
2007-10-22,11625680000
2007-10-23,11867680000
2007-10-24,12100000000
2007-10-25,12230680000
2007-10-26,12245200000
2007-10-29,12385560000
2007-10-30,12303280000
2007-10-31,12492040000
2007-11-01,12235520000
2007-11-02,12477520000
2007-11-05,12525920000
2007-11-06,12574320000
2007-11-07,12187120000
2007-11-08,12269400000
2007-11-09,12167760000
2007-11-12,12075800000
2007-11-13,12332320000
2007-11-14,12342000000
2007-11-15,12230680000
2007-11-16,12298440000
2007-11-19,11974160000
2007-11-20,12138720000
2007-11-21,11959640000
2007-11-23,12008040000
2007-11-26,12046760000
2007-11-27,12453320000
2007-11-28,12593680000
2007-11-29,12564640000
2007-11-30,12569480000
2007-12-03,12448480000
2007-12-04,12579160000
2007-12-05,12656600000
2007-12-06,12472680000
2007-12-07,12308120000
2007-12-10,12245200000
2007-12-11,11896720000
2007-12-12,12564640000
2007-12-13,12971200000
2007-12-14,12826000000
2007-12-17,13014760000
2007-12-18,12748560000
2007-12-19,12763080000
2007-12-20,12753400000
2007-12-21,12772760000
2007-12-24,12826000000
2007-12-26,12792120000
2007-12-27,12646920000
2007-12-28,12738880000
2007-12-31,12598520000
2008-01-02,12459650000
2008-01-03,12590600000
2008-01-04,12469350000
2008-01-07,12648800000
2008-01-08,12624550000
2008-01-09,12968900000
2008-01-10,13012550000
2008-01-11,12925250000
2008-01-14,12697300000
2008-01-15,12425700000
2008-01-16,12289900000
2008-01-17,12086200000
2008-01-18,11838850000
2008-01-22,11450850000
2008-01-23,11421750000
2008-01-24,11470250000
2008-01-25,11446000000
2008-01-28,11829150000
2008-01-29,11533300000
2008-01-30,11232600000
2008-01-31,11179250000
2008-02-01,11518750000
2008-02-04,11470250000
2008-02-05,11218050000
2008-02-06,11242300000
2008-02-07,11373250000
2008-02-08,11290800000
2008-02-11,11392650000
2008-02-12,11775800000
2008-02-13,11853400000
2008-02-14,11756400000
2008-02-15,11867950000
2008-02-19,11707900000
2008-02-20,11533300000
2008-02-21,11644850000
2008-02-22,11741850000
2008-02-25,11940700000
2008-02-26,12163800000
2008-02-27,12192900000
2008-02-28,12081350000
2008-02-29,11848550000
2008-03-03,11901900000
2008-03-04,12052250000
2008-03-05,12100750000
2008-03-06,11809750000
2008-03-07,11722450000
2008-03-10,11848550000
2008-03-11,11964950000
2008-03-12,11945550000
2008-03-13,11722450000
2008-03-14,11576950000
2008-03-17,11591500000
2008-03-18,11770950000
2008-03-19,11829150000
2008-03-20,11931000000
2008-03-24,12144400000
2008-03-25,12076500000
2008-03-26,11989200000
2008-03-27,11809750000
2008-03-28,11712750000
2008-03-31,11737000000
2008-04-01,11984350000
2008-04-02,11741850000
2008-04-03,11640000000
2008-04-04,11804900000
2008-04-07,11877650000
2008-04-08,11707900000
2008-04-09,11319900000
2008-04-10,11479950000
2008-04-11,11305350000
2008-04-14,11499350000
2008-04-15,11693350000
2008-04-16,11673950000
2008-04-17,11635150000
2008-04-18,11601200000
2008-04-21,11654550000
2008-04-22,11446000000
2008-04-23,11649700000
2008-04-24,11125900000
2008-04-25,11053150000
2008-04-28,10912500000
2008-04-29,10961000000
2008-04-30,10912500000
2008-05-01,10985250000
2008-05-02,10985250000
2008-05-05,10708800000
2008-05-06,10713650000
2008-05-07,10621500000
2008-05-08,10480850000
2008-05-09,10422650000
2008-05-12,10340200000
2008-05-13,10349900000
2008-05-14,10461450000
2008-05-15,10408100000
2008-05-16,10471150000
2008-05-19,10490550000
2008-05-20,10422650000
2008-05-21,10301400000
2008-05-22,10403250000
2008-05-23,10257750000
2008-05-27,10335350000
2008-05-28,9797000000
2008-05-29,9700000000
2008-05-30,9767900000
2008-06-02,9603000000
2008-06-03,9447800000
2008-06-04,9496300000
2008-06-05,9515700000
2008-06-06,9452650000
2008-06-09,9316850000
2008-06-10,9491450000
2008-06-11,9326550000
2008-06-12,9360500000
2008-06-13,9375050000
2008-06-16,9001600000
2008-06-17,8831850000
2008-06-18,8846400000
2008-06-19,8865800000
2008-06-20,8899750000
2008-06-23,8783350000
2008-06-24,8516599999
2008-06-25,8618450000
2008-06-26,8468100000
2008-06-27,8303200000
2008-06-30,8390500000
2008-07-01,8249850000
2008-07-02,8303200000
2008-07-03,8254700000
2008-07-07,8303200000
2008-07-08,8264400000
2008-07-09,8055850000
2008-07-10,8060700000
2008-07-11,7934600000
2008-07-14,7963700000
2008-07-15,8026750000
2008-07-16,8167400000
2008-07-17,8162549999
2008-07-18,8084950000
2008-07-21,7983100000
2008-07-22,8283799999
2008-07-23,8419600000
2008-07-24,8264400000
2008-07-25,8196499999
2008-07-28,8118899999
2008-07-29,8181950000
2008-07-30,8138300000
2008-07-31,8211050000
2008-08-01,8240149999
2008-08-04,8317749999
2008-08-05,8443850000
2008-08-06,8468100000
2008-08-07,8167400000
2008-08-08,8540850000
2008-08-11,8691200000
2008-08-12,8637850000
2008-08-13,8574800000
2008-08-14,8642700000
2008-08-15,8628150000
2008-08-18,8555400000
2008-08-19,8458400000
2008-08-20,8371100000
2008-08-21,8215900000
2008-08-22,8366250000
2008-08-25,8346850000
2008-08-26,8157700000
2008-08-27,8249850000
2008-08-28,8366250000
2008-08-29,8278950000
2008-09-02,8574800000
2008-09-03,8380800000
2008-09-04,8143150000
2008-09-05,8220750000
2008-09-08,8453550000
2008-09-09,8375950000
2008-09-10,8278950000
2008-09-11,8589350000
2008-09-12,8768800000
2008-09-15,8972500000
2008-09-16,8618450000
2008-09-17,8390500000
2008-09-18,8487500000
2008-09-19,8589350000
2008-09-22,8327450000
2008-09-23,8298350000
2008-09-24,8143150000
2008-09-25,8346850000
2008-09-26,8409900000
2008-09-29,7842450000
2008-09-30,8133450000
2008-10-01,8206200000
2008-10-02,7900650000
2008-10-03,7716350000
2008-10-06,7313800000
2008-10-07,6872450000
2008-10-08,6523250000
2008-10-09,5883050000
2008-10-10,4850000000
2008-10-13,5810300000
2008-10-14,5674500000
2008-10-15,5451400000
2008-10-16,5456250000
2008-10-17,5422300000
2008-10-20,5626000000
2008-10-21,5718150000
2008-10-22,5354400000
2008-10-23,4365000000
2008-10-24,4306800000
2008-10-27,4258299999
2008-10-28,4529900000
2008-10-29,4486250000
2008-10-30,4762700000
2008-10-31,4874250000
2008-11-03,4806350000
2008-11-04,5024600000
2008-11-05,4937300000
2008-11-06,4680250000
2008-11-07,4796650000
2008-11-10,4908200000
2008-11-11,4709350000
2008-11-12,4321350000
2008-11-13,4685100000
2008-11-14,4447450000
2008-11-17,4301950000
2008-11-18,4403800000
2008-11-19,4117650000
2008-11-20,3753900000
2008-11-21,3943050000
2008-11-24,4166150000
2008-11-25,4166150000
2008-11-26,4282550000
2008-11-28,4452300000
2008-12-01,4365000000
2008-12-02,4272850000
2008-12-03,4515350000
2008-12-04,4442600000
2008-12-05,4937300000
2008-12-08,4854850000
2008-12-09,4704500000
2008-12-10,5000350000
2008-12-11,5034300000
2008-12-12,5058550000
2008-12-15,4947000000
2008-12-16,5179800000
2008-12-17,5184650000
2008-12-18,5616300000
2008-12-19,5713300000
2008-12-22,5684200000
2008-12-23,5630850000
2008-12-24,5708450000
2008-12-26,5747250000
2008-12-29,5616300000
2008-12-30,5805450000
2008-12-31,5834550000
2009-01-02,6006960000
2009-01-05,6249960000
2009-01-06,6138180000
2009-01-07,5948640000
2009-01-08,6094440000
2009-01-09,5929200000
2009-01-12,5720220000
2009-01-13,5783400000
2009-01-14,5486940000
2009-01-15,5554980000
2009-01-16,5666760000
2009-01-20,5380020000
2009-01-21,5589000000
2009-01-22,5661900000
2009-01-23,5627880000
2009-01-26,5841720000
2009-01-27,5929200000
2009-01-28,5992380000
2009-01-29,5861160000
2009-01-30,5457780000
2009-02-02,5506380000
2009-02-03,5691060000
2009-02-04,5763960000
2009-02-05,5856300000
2009-02-06,6133320000
2009-02-09,6031260000
2009-02-10,5807700000
2009-02-11,6366600000
2009-02-12,6308280000
2009-02-13,6512400000
2009-02-17,6245100000
2009-02-18,6055560000
2009-02-19,6079860000
2009-02-20,5977800000
2009-02-23,5822280000
2009-02-24,5963220000
2009-02-25,5904900000
2009-02-26,5734800000
2009-02-27,5579280000
2009-03-02,5195340000
2009-03-03,5117580000
2009-03-04,5200200000
2009-03-05,4864860000
2009-03-06,4860000000
2009-03-09,4791960000
2009-03-10,5064120000
2009-03-11,5093280000
2009-03-12,5477220000
2009-03-13,5467500000
2009-03-16,5623020000
2009-03-17,5768820000
2009-03-18,5802840000
2009-03-19,5700780000
2009-03-20,5749380000
2009-03-23,5997240000
2009-03-24,5972940000
2009-03-25,6040980000
2009-03-26,6449220000
2009-03-27,6429780000
2009-03-30,6361740000
2009-03-31,6410340000
2009-04-01,6569630000
2009-04-02,6925140000
2009-04-03,6861830000
2009-04-06,6818000000
2009-04-07,6686510000
2009-04-08,6925140000
2009-04-09,7085850000
