,DDS
2004-09-01,1545144160
2004-09-02,1584104340
2004-09-03,1645445900
2004-09-07,1656222120
2004-09-08,1657880000
2004-09-09,1626380280
2004-09-10,1652906360
2004-09-13,1660366820
2004-09-14,1662853640
2004-09-15,1646274840
2004-09-16,1706787460
2004-09-17,1679432440
2004-09-20,1687721840
2004-09-21,1696011240
2004-09-22,1681090320
2004-09-23,1676945620
2004-09-24,1662024700
2004-09-27,1646274840
2004-09-28,1658708940
2004-09-29,1637156500
2004-09-30,1636327559
2004-10-01,1633840740
2004-10-04,1678603500
2004-10-05,1637156500
2004-10-06,1639643320
2004-10-07,1673629860
2004-10-08,1657880000
2004-10-11,1651248480
2004-10-12,1634669680
2004-10-13,1606485720
2004-10-14,1588249040
2004-10-15,1581617519
2004-10-18,1599854200
2004-10-19,1606485720
2004-10-20,1601512080
2004-10-21,1605656780
2004-10-22,1579959640
2004-10-25,1595709500
2004-10-26,1642959080
2004-10-27,1708445340
2004-10-28,1724195200
2004-10-29,1698498059
2004-11-01,1680855000
2004-11-02,1698390000
2004-11-03,1731789999
2004-11-04,1807775000
2004-11-05,2042410000
2004-11-08,1940539999
2004-11-09,1972270000
2004-11-10,1950560000
2004-11-11,2015690000
2004-11-12,2087500000
2004-11-15,2084160000
2004-11-16,2091675000
2004-11-17,2225275000
2004-11-18,2167660000
2004-11-19,2200225000
2004-11-22,2169330000
2004-11-23,2133425000
2004-11-24,2194380000
2004-11-26,2228615000
2004-11-29,2195215000
2004-11-30,2102530000
2004-12-01,2171835000
2004-12-02,2187700000
2004-12-03,2187700000
2004-12-06,2115054999
2004-12-07,2093345000
2004-12-08,2151795000
2004-12-09,2150125000
2004-12-10,2156805000
2004-12-13,2146785000
2004-12-14,2186030000
2004-12-15,2222770000
2004-12-16,2197720000
2004-12-17,2172670000
2004-12-20,2157640000
2004-12-21,2201060000
2004-12-22,2245315000
2004-12-23,2178515000
2004-12-27,2171835000
2004-12-28,2181020000
2004-12-29,2175175000
2004-12-30,2216090000
2004-12-31,2243645000
2005-01-03,2243645000
2005-01-04,2196885000
2005-01-05,2186030000
2005-01-06,2194380000
2005-01-07,2196050000
2005-01-10,2224440000
2005-01-11,2191875000
2005-01-12,2207740000
2005-01-13,2222770000
2005-01-14,2267025000
2005-01-18,2280385000
2005-01-19,2299590000
2005-01-20,2150125000
2005-01-21,2164320000
2005-01-24,2154300000
2005-01-25,2154300000
2005-01-26,2134260000
2005-01-27,2150125000
2005-01-28,2163485000
2005-01-31,2169933908
2005-02-01,2191434778
2005-02-02,2169933908
2005-02-03,2148433038
2005-02-04,2143471299
2005-02-07,2126105212
2005-02-08,2125278256
2005-02-09,2093853908
2005-02-10,2103777386
2005-02-11,2075660865
2005-02-14,2102123473
2005-02-15,2135201734
2005-02-16,2104604343
2005-02-17,2087238256
2005-02-18,2068218256
2005-02-22,2036793908
2005-02-23,2042582604
2005-02-24,2023562604
2005-02-25,2021908691
2005-02-28,1926808691
2005-03-01,1977253039
2005-03-02,1938386082
2005-03-03,1968983474
2005-03-04,1983868691
2005-03-07,1976426082
2005-03-08,1984695648
2005-03-09,1964021735
2005-03-10,1957406082
2005-03-11,2016119995
2005-03-14,2096334778
2005-03-15,2133547821
2005-03-16,2143471299
2005-03-17,2203839125
2005-03-18,2168279995
2005-03-21,2186473038
2005-03-22,2162491299
2005-03-23,2153394778
2005-03-24,2135201734
2005-03-28,2150913908
2005-03-29,2144298256
2005-03-30,2159183473
2005-03-31,2224513038
2005-04-01,2250975647
2005-04-04,2254283473
2005-04-05,2288188690
2005-04-06,2327055647
2005-04-07,2228647821
2005-04-08,2204666082
2005-04-11,2205493038
2005-04-12,2198050430
2005-04-13,2158356517
2005-04-14,2094680865
2005-04-15,2023562604
2005-04-18,2040101734
2005-04-19,2038447821
2005-04-20,2003715647
2005-04-21,2046717387
2005-04-22,1988830430
2005-04-25,2008677387
2005-04-26,2012812169
2005-04-27,2010331300
2005-04-28,1976426082
2005-04-29,1924327822
2005-05-02,1911722399
2005-05-03,1906786800
2005-05-04,1937223000
2005-05-05,1956965400
2005-05-06,1969304400
2005-05-09,1993982399
2005-05-10,1986579000
2005-05-11,2014547399
2005-05-12,1994805000
2005-05-13,1953675000
2005-05-16,2009611800
2005-05-17,2039225400
2005-05-18,2091049200
2005-05-19,2109969000
2005-05-20,2080355400
2005-05-23,2094339600
2005-05-24,1920771000
2005-05-25,1961901000
2005-05-26,1970127000
2005-05-27,1977530400
2005-05-31,1967659200
2005-06-01,1966836600
2005-06-02,2033467200
2005-06-03,2033467200
2005-06-06,1991514600
2005-06-07,2031822000
2005-06-08,2042515799
2005-06-09,2058145200
2005-06-10,2085291000
2005-06-13,2069661600
2005-06-14,2091871800
2005-06-15,2051564400
2005-06-16,2056500000
2005-06-17,2049919200
2005-06-20,2029354200
2005-06-21,2023596000
2005-06-22,2023596000
2005-06-23,1953675000
2005-06-24,1932287399
2005-06-27,1923238800
2005-06-28,1947094200
2005-06-29,1933932600
2005-06-30,1926529200
2005-07-01,1917480600
2005-07-05,1966014000
2005-07-06,1922416200
2005-07-07,1916658000
2005-07-08,1964368800
2005-07-11,1960255799
2005-07-12,1943803800
2005-07-13,1941336000
2005-07-14,1944626400
2005-07-15,1965191400
2005-07-18,1965191400
2005-07-19,1945449000
2005-07-20,1939690799
2005-07-21,1903496400
2005-07-22,1945449000
2005-07-25,1883754000
2005-07-26,1887044400
2005-07-27,1896093000
2005-07-28,1896915600
2005-07-29,1880463600
2005-08-01,1869272279
2005-08-02,1882230839
2005-08-03,1845784890
2005-08-04,1822297500
2005-08-05,1806099300
2005-08-08,1791520920
2005-08-09,1762364160
2005-08-10,1764793890
2005-08-11,1748595690
2005-08-12,1767223620
2005-08-15,1780992089
2005-08-16,1655456040
2005-08-17,1660315500
2005-08-18,1668414600
2005-08-19,1789091190
2005-08-22,1770463260
2005-08-23,1761554250
2005-08-24,1772892990
2005-08-25,1850644350
2005-08-26,1816628130
2005-08-29,1823917320
2005-08-30,1806909210
2005-08-31,1823107410
2005-09-01,1799620020
2005-09-02,1776942540
2005-09-06,1859553360
2005-09-07,1849834440
2005-09-08,1827966870
2005-09-09,1828776779
2005-09-12,1831206510
2005-09-13,1832016420
2005-09-14,1828776779
2005-09-15,1825537140
2005-09-16,1823917320
2005-09-19,1790711010
2005-09-20,1747785779
2005-09-21,1696761450
2005-09-22,1723488480
2005-09-23,1717009200
2005-09-26,1701620910
2005-09-27,1708100190
2005-09-28,1697571360
2005-09-29,1675703790
2005-09-30,1691092080
2005-10-03,1652216400
2005-10-04,1633588470
2005-10-05,1606861440
2005-10-06,1623869550
2005-10-07,1636828110
2005-10-10,1606861440
2005-10-11,1593092970
2005-10-12,1582564140
2005-10-13,1584183960
2005-10-14,1614960540
2005-10-17,1627109190
2005-10-18,1631968650
2005-10-19,1658695680
2005-10-20,1646547029
2005-10-21,1631158740
2005-10-24,1667604690
2005-10-25,1617390270
2005-10-26,1616580360
2005-10-27,1571225400
2005-10-28,1593902880
2005-10-31,1638430230
2005-11-01,1608367289
2005-11-02,1644759270
2005-11-03,1714378710
2005-11-04,1724663400
2005-11-07,1720707750
2005-11-08,1661373000
2005-11-09,1710423060
2005-11-10,1712796450
2005-11-11,1701720630
2005-11-14,1689062550
2005-11-15,1638430230
2005-11-16,1639221360
2005-11-17,1662955260
2005-11-18,1829092560
2005-11-21,1743650520
2005-11-22,1746815039
2005-11-23,1729410180
2005-11-25,1733365830
2005-11-28,1692227070
2005-11-29,1654252830
2005-11-30,1658999610
2005-12-01,1661373000
2005-12-02,1659790740
2005-12-05,1637639100
2005-12-06,1776877980
2005-12-07,1842541770
2005-12-08,1884471660
2005-12-09,1910578950
2005-12-12,1930357200
2005-12-13,1920072510
2005-12-14,1944597539
2005-12-15,1968331440
2005-12-16,1919281380
2005-12-19,1902667650
2005-12-20,1920072510
2005-12-21,1954882230
2005-12-22,1931148330
2005-12-23,1973078220
2005-12-27,1969913700
2005-12-28,1983362910
2005-12-29,1983362910
2005-12-30,1963584660
2006-01-03,2007887940
2006-01-04,2031621840
2006-01-05,2027666190
2006-01-06,2015799240
2006-01-09,2068804950
2006-01-10,2094121110
2006-01-11,2106779190
2006-01-12,2079880770
2006-01-13,2063267039
2006-01-17,2023710539
2006-01-18,2049817830
2006-01-19,2059311390
2006-01-20,2030830710
2006-01-23,2007096810
2006-01-24,2061684780
2006-01-25,2078298510
2006-01-26,2042697660
2006-01-27,2037950880
2006-01-30,2052195625
2006-01-31,2062548183
2006-02-01,2025119702
2006-02-02,2067326287
2006-02-03,2044232118
2006-02-06,2006803638
2006-02-07,1959022599
2006-02-08,1973356910
2006-02-09,1971764209
2006-02-10,1986098521
2006-02-13,1959022599
2006-02-14,2007599988
2006-02-15,2015563495
2006-02-16,2037064962
2006-02-17,2018748897
2006-02-21,2027508754
2006-02-22,2048213871
2006-02-23,2051399274
2006-02-24,1987691222
2006-02-27,2000432832
2006-02-28,1964597053
2006-03-01,1990080274
2006-03-02,1935132079
2006-03-03,1963004352
2006-03-06,1929557624
2006-03-07,1962208001
2006-03-08,1962208001
2006-03-09,1933539378
2006-03-10,1975745962
2006-03-13,1994858378
2006-03-14,2050602923
2006-03-15,2078475196
2006-03-16,2104754767
2006-03-17,2109532871
2006-03-20,2114310975
2006-03-21,2089624105
2006-03-22,2093605858
2006-03-23,2096791261
2006-03-24,2074493443
2006-03-27,2133423391
2006-03-28,2111921923
2006-03-29,2104754767
2006-03-30,2088827754
2006-03-31,2073697092
2006-04-03,2089624105
2006-04-04,2124663534
2006-04-05,2111921923
2006-04-06,2082456949
2006-04-07,2028305105
2006-04-10,2015563495
2006-04-11,1984505819
2006-04-12,2013970793
2006-04-13,1993265676
2006-04-17,1983709469
2006-04-18,1996451079
2006-04-19,2009192689
2006-04-20,2049010222
2006-04-21,2028305105
2006-04-24,2017156196
2006-04-25,2019545248
2006-04-26,2071308040
2006-04-27,2072104391
2006-04-28,2076882495
2006-05-01,2032714750
2006-05-02,2027996650
2006-05-03,2039791900
2006-05-04,2103486250
2006-05-05,2112922450
2006-05-08,2133367550
2006-05-09,2138085650
2006-05-10,2125504050
2006-05-11,2092477350
2006-05-12,2044510000
2006-05-15,2048441750
2006-05-16,2028783000
2006-05-17,1998901700
2006-05-18,2005192500
2006-05-19,2019346800
2006-05-22,2104272600
2006-05-23,2093263700
2006-05-24,2075964000
2006-05-25,2098768150
2006-05-26,2107418000
2006-05-30,2084613850
2006-05-31,2140444700
2006-06-01,2236379400
2006-06-02,2233234000
2006-06-05,2205711750
2006-06-06,2246601950
2006-06-07,2285133100
2006-06-08,2272551500
2006-06-09,2280415000
2006-06-12,2253679100
2006-06-13,2270978800
2006-06-14,2315800750
2006-06-15,2401512900
2006-06-16,2416453550
2006-06-19,2379495100
2006-06-20,2388931300
2006-06-21,2429821500
2006-06-22,2416453550
2006-06-23,2435325950
2006-06-26,2469139000
2006-06-27,2456557400
2006-06-28,2474643450
2006-06-29,2499020300
2006-06-30,2504524750
2006-07-03,2519465400
2006-07-05,2471498050
2006-07-06,2400726550
2006-07-07,2400726550
2006-07-10,2451839300
2006-07-11,2462061850
2006-07-12,2402299250
2006-07-13,2334673150
2006-07-14,2294569300
2006-07-17,2307937250
2006-07-18,2271765150
2006-07-19,2337818550
2006-07-20,2311082650
2006-07-21,2268619750
2006-07-24,2345682050
2006-07-25,2373204300
2006-07-26,2348827450
2006-07-27,2290637550
2006-07-28,2357477300
2006-07-31,2391378990
2006-08-01,2394564310
2006-08-02,2384212020
2006-08-03,2385008350
2006-08-04,2392971650
2006-08-07,2455085390
2006-08-08,2416861550
2006-08-09,2392971650
2006-08-10,2435177140
2006-08-11,2494105560
2006-08-14,2634259640
2006-08-15,2674076140
2006-08-16,2654964220
2006-08-17,2643815600
2006-08-18,2669298160
2006-08-21,2602406440
2006-08-22,2598424790
2006-08-23,2564182600
2006-08-24,2499679870
2006-08-25,2496494550
2006-08-28,2520384450
2006-08-29,2522773440
2006-08-30,2515606470
2006-08-31,2482956940
2006-09-01,2532329400
2006-09-05,2553033980
2006-09-06,2511624820
2006-09-07,2496494550
2006-09-08,2510828490
2006-09-11,2510828490
2006-09-12,2610369740
2006-09-13,2635852300
2006-09-14,2615944050
2006-09-15,2588072500
2006-09-18,2571349570
2006-09-19,2618333040
2006-09-20,2665316510
2006-09-21,2563386270
2006-09-22,2551441320
2006-09-25,2651778900
2006-09-26,2634259640
2006-09-27,2641426610
2006-09-28,2662927520
2006-09-29,2606388089
2006-10-02,2604795430
2006-10-03,2623111020
2006-10-04,2678057790
2006-10-05,2480567950
2006-10-06,2428010170
2006-10-09,2395360640
2006-10-10,2400138620
2006-10-11,2395360640
2006-10-12,2426417510
2006-10-13,2410490910
2006-10-16,2423232190
2006-10-17,2392971650
2006-10-18,2416065220
2006-10-19,2406509260
2006-10-20,2431195490
2006-10-23,2485345930
2006-10-24,2485345930
2006-10-25,2434380810
2006-10-26,2487734920
2006-10-27,2425621180
2006-10-30,2453729000
2006-10-31,2410583000
2006-11-01,2379422000
2006-11-02,2340271000
2006-11-03,2296326000
2006-11-06,2333080000
2006-11-07,2341070000
2006-11-08,2350658000
2006-11-09,2342668000
2006-11-10,2397799000
2006-11-13,2333879000
2006-11-14,2843641000
2006-11-15,2876400000
2006-11-16,2883591000
2006-11-17,2860420000
2006-11-20,2861219000
2006-11-21,2846038000
2006-11-22,2867611000
2006-11-24,2861219000
2006-11-27,2785314000
2006-11-28,2791706000
2006-11-29,2841244000
2006-11-30,2842043000
2006-12-01,2852430000
2006-12-04,2868410000
2006-12-05,2866013000
2006-12-06,2838847000
2006-12-07,2770932000
2006-12-08,2780520000
2006-12-11,2784515000
2006-12-12,2735776000
2006-12-13,2746163000
2006-12-14,2787711000
2006-12-15,2799696000
2006-12-18,2793304000
2006-12-19,2798897000
2006-12-20,2800495000
2006-12-21,2804490000
2006-12-22,2812480000
2006-12-26,2772530000
2006-12-27,2794901999
2006-12-28,2799696000
2006-12-29,2794103000
2007-01-03,2746962000
2007-01-04,2714203000
2007-01-05,2661469000
2007-01-08,2654278000
2007-01-09,2711806000
2007-01-10,2711007000
2007-01-11,2757349000
2007-01-12,2772530000
2007-01-16,2734178000
2007-01-17,2689433999
2007-01-18,2703017000
2007-01-19,2738972000
2007-01-22,2684640000
2007-01-23,2712605000
2007-01-24,2736575000
2007-01-25,2665464000
2007-01-26,2651082000
2007-01-29,2671856000
2007-01-30,2688635000
2007-01-31,2743766000
2007-02-01,2787711000
2007-02-02,2794901999
2007-02-05,2766213337
2007-02-06,2799598670
2007-02-07,2774162226
2007-02-08,2822650448
2007-02-09,2787675337
2007-02-12,2752700226
2007-02-13,2810727115
2007-02-14,2813111781
2007-02-15,2833778892
2007-02-16,2811522003
2007-02-20,2847292003
2007-02-21,2825035115
2007-02-22,2791649781
2007-02-23,2782111115
2007-02-26,2779726448
2007-02-27,2619158892
2007-02-28,2655723781
2007-03-01,2634261781
2007-03-02,2579414448
2007-03-05,2519797781
2007-03-06,2542054670
2007-03-07,2542849559
2007-03-08,2591337781
2007-03-09,2627107781
2007-03-12,2568286003
2007-03-13,2562721781
2007-03-14,2527746670
2007-03-15,2551593336
2007-03-16,2565901336
2007-03-19,2601671336
2007-03-20,2617569114
2007-03-21,2664467559
2007-03-22,2663672670
2007-03-23,2680365337
2007-03-26,2666057337
2007-03-27,2639826003
2007-03-28,2627107781
2007-03-29,2615979336
2007-03-30,2601671336
2007-04-02,2613594670
2007-04-03,2640620892
2007-04-04,2622338448
2007-04-05,2639031114
2007-04-09,2654134003
2007-04-10,2644595337
2007-04-11,2634261781
2007-04-12,2749520670
2007-04-13,2744751337
2007-04-16,2826624892
2007-04-17,2829804448
2007-04-18,2807547559
2007-04-19,2814701559
2007-04-20,2830599337
2007-04-23,2806752670
2007-04-24,2771777559
2007-04-25,2784495781
2007-04-26,2799598670
2007-04-27,2821855559
2007-04-30,2752700226
2007-05-01,2715340448
2007-05-02,2754290003
2007-05-03,2771777559
2007-05-04,2790060003
2007-05-07,2863241349
2007-05-08,2847005220
2007-05-09,2848628833
2007-05-10,2890030962
2007-05-11,2841322575
2007-05-14,2853499671
2007-05-15,2856746897
2007-05-16,2847005220
2007-05-17,2883536510
2007-05-18,3092982574
2007-05-21,3239107735
2007-05-22,3218812574
2007-05-23,3007742897
2007-05-24,2912761542
2007-05-25,2860805929
2007-05-29,2881912897
2007-05-30,2871359413
2007-05-31,2946857413
2007-06-01,3025602639
2007-06-04,2985012316
2007-06-05,2924938639
2007-06-06,2846193413
2007-06-07,2817780187
2007-06-08,2871359413
2007-06-11,2821839220
2007-06-12,2774754446
2007-06-13,2755271091
2007-06-14,2787743349
2007-06-15,2829957284
2007-06-18,2833204510
2007-06-19,2872171220
2007-06-20,2834016316
2007-06-21,2790990575
2007-06-22,2810473929
2007-06-25,2795049607
2007-06-26,2717927994
2007-06-27,2754459284
2007-06-28,2978517865
2007-06-29,2916820574
2007-07-02,2970399800
2007-07-03,2972023413
2007-07-05,2921691413
2007-07-06,2960658123
2007-07-09,2976082445
2007-07-10,2868112187
2007-07-11,2839698962
2007-07-12,2913573349
2007-07-13,2978517865
2007-07-16,2972835219
2007-07-17,3032097090
2007-07-18,3042650574
2007-07-19,3057263090
2007-07-20,2976894252
2007-07-23,2947669219
2007-07-24,2838075349
2007-07-25,2754459284
2007-07-26,2565308382
2007-07-27,2421618640
2007-07-30,2462208962
2007-07-31,2426489479
2007-08-01,2232467737
2007-08-02,2292541414
2007-08-03,2079848124
2007-08-06,1968233940
2007-08-07,1899665220
2007-08-08,1908236309
2007-08-09,1750839930
2007-08-10,1889535750
2007-08-13,1914469830
2007-08-14,1800708090
2007-08-15,1775774010
2007-08-16,1749281550
2007-08-17,1811616750
2007-08-20,1806162420
2007-08-21,1859926530
2007-08-22,1930832820
2007-08-23,1901223600
2007-08-24,2057061600
2007-08-27,2000959920
2007-08-28,1896548460
2007-08-29,1885639800
2007-08-30,1794474570
2007-08-31,1849797059
2007-09-04,1722789090
2007-09-05,1686167160
2007-09-06,1653441180
2007-09-07,1612923300
2007-09-10,1538121059
2007-09-11,1566171900
2007-09-12,1533445920
2007-09-13,1568509470
2007-09-14,1595001930
2007-09-17,1580197320
2007-09-18,1669804170
2007-09-19,1691621490
2007-09-20,1649545230
2007-09-21,1640974140
2007-09-24,1662791460
2007-09-25,1635519809
2007-09-26,1667466600
2007-09-27,1661233080
2007-09-28,1700971769
2007-10-01,1704088530
2007-10-02,1764865350
2007-10-03,1800708090
2007-10-04,1778111580
2007-10-05,1854472200
2007-10-08,1816291890
2007-10-09,1764865350
2007-10-10,1859926530
2007-10-11,1774994820
2007-10-12,1701750960
2007-10-15,1638636570
2007-10-16,1637078190
2007-10-17,1651882800
2007-10-18,1638636570
2007-10-19,1624611150
2007-10-22,1659674700
2007-10-23,1654999559
2007-10-24,1664349840
2007-10-25,1651882800
2007-10-26,1651103610
2007-10-29,1763306970
2007-10-30,1803824850
2007-10-31,1794474570
2007-11-01,1693179870
2007-11-02,1681492019
2007-11-05,1556687860
2007-11-06,1518353200
2007-11-07,1492045100
2007-11-08,1515346560
2007-11-09,1441683880
2007-11-12,1455213760
2007-11-13,1472501940
2007-11-14,1430408980
2007-11-15,1374034480
2007-11-16,1302626779
2007-11-19,1242493980
2007-11-20,1310143380
2007-11-21,1300371800
2007-11-23,1375537800
2007-11-26,1312398360
2007-11-27,1298116820
2007-11-28,1382302740
2007-11-29,1464233680
2007-11-30,1532634740
2007-12-03,1508581620
2007-12-04,1547667940
2007-12-05,1561197820
2007-12-06,1546916279
2007-12-07,1633357180
2007-12-10,1631102200
2007-12-11,1549922920
2007-12-12,1559694500
2007-12-13,1521359840
2007-12-14,1467991980
2007-12-17,1475508580
2007-12-18,1495803400
2007-12-19,1437925580
2007-12-20,1424395700
2007-12-21,1462730360
2007-12-24,1525869800
2007-12-26,1442435540
2007-12-27,1425899020
2007-12-28,1411617480
2007-12-31,1411617480
2008-01-02,1368021200
2008-01-03,1269553740
2008-01-04,1222950820
2008-01-07,1250762240
2008-01-08,1165073000
2008-01-09,1217689200
2008-01-10,1253017220
2008-01-11,1210924260
2008-01-14,1188374460
2008-01-15,1122228380
2008-01-16,1168079640
2008-01-17,1169582960
2008-01-18,1206414300
2008-01-22,1307136740
2008-01-23,1368772860
2008-01-24,1376289460
2008-01-25,1303378440
2008-01-28,1431912300
2008-01-29,1486783480
2008-01-30,1437925580
2008-01-31,1491293440
2008-02-01,1545412960
2008-02-04,1310144500
2008-02-05,1260324000
2008-02-06,1236760250
2008-02-07,1300719000
2008-02-08,1240126500
2008-02-11,1265710000
2008-02-12,1227334750
2008-02-13,1205117500
2008-02-14,1175494500
2008-02-15,1174148000
2008-02-19,1072487250
2008-02-20,1116921750
2008-02-21,1065754750
2008-02-22,1083932500
2008-02-25,1094704500
2008-02-26,1114228750
2008-02-27,1108842750
2008-02-28,1031419000
2008-02-29,995736750
2008-03-03,1005162250
2008-03-04,1029399250
2008-03-05,1091338250
2008-03-06,1105476500
2008-03-07,1102110250
2008-03-10,1058349000
2008-03-11,1110189250
2008-03-12,1078546500
2008-03-13,1097397500
2008-03-14,1084605750
2008-03-17,1089991750
2008-03-18,1118268250
2008-03-19,1147891250
2008-03-20,1236087000
2008-03-24,1251571750
2008-03-25,1252245000
2008-03-26,1199731500
2008-03-27,1147218000
2008-03-28,1126347250
2008-03-31,1158663250
2008-04-01,1239453250
2008-04-02,1419211000
2008-04-03,1373430000
2008-04-04,1483169750
2008-04-07,1386221750
2008-04-08,1413151750
2008-04-09,1380162500
2008-04-10,1423250500
2008-04-11,1351212750
2008-04-14,1399686750
2008-04-15,1444794500
2008-04-16,1441428250
2008-04-17,1439408500
2008-04-18,1508080000
2008-04-21,1545782000
2008-04-22,1380835750
2008-04-23,1372756750
2008-04-24,1401033250
2008-04-25,1425943500
2008-04-28,1401706500
2008-04-29,1392954250
2008-04-30,1373430000
2008-05-01,1407765750
2008-05-02,1419211000
2008-05-05,1534602300
2008-05-06,1563104200
2008-05-07,1509850650
2008-05-08,1425095000
2008-05-09,1416844450
2008-05-12,1455097000
2008-05-13,1432595500
2008-05-14,1437095800
2008-05-15,1477598500
2008-05-16,1419094600
2008-05-19,1389092600
2008-05-20,1347089800
2008-05-21,1269834650
2008-05-22,1227081800
2008-05-23,1179828650
2008-05-27,1149826650
2008-05-28,1167827850
2008-05-29,1200080000
2008-05-30,1221081400
2008-06-02,1185079000
2008-06-03,1161077400
2008-06-04,1148326550
2008-06-05,1168577900
2008-06-06,1126575100
2008-06-09,1119824650
2008-06-10,1065071000
2008-06-11,1043319550
2008-06-12,1047819850
2008-06-13,1072571500
2008-06-16,1091322750
2008-06-17,1073321550
2008-06-18,1016317750
2008-06-19,1031318750
2008-06-20,982565500
2008-06-23,948813250
2008-06-24,932312150
2008-06-25,936062400
2008-06-26,899309950
2008-06-27,874558300
2008-06-30,867807850
2008-07-01,813804250
2008-07-02,779301950
2008-07-03,762050800
2008-07-07,786052400
2008-07-08,817554500
2008-07-09,735799050
2008-07-10,701296750
2008-07-11,649543300
2008-07-14,618041200
2008-07-15,618791250
2008-07-16,697546500
2008-07-17,764300950
2008-07-18,741799450
2008-07-21,748549900
2008-07-22,815304350
2008-07-23,876808450
2008-07-24,786802450
2008-07-25,759050600
2008-07-28,722298150
2008-07-29,782302150
2008-07-30,756050400
2008-07-31,758300550
2008-08-01,762050800
2008-08-04,738212700
2008-08-05,790365040
2008-08-06,768328840
2008-08-07,733805460
2008-08-08,796975900
2008-08-11,852066400
2008-08-12,835171980
2008-08-13,812401240
2008-08-14,830764740
2008-08-15,877775300
2008-08-18,885120700
2008-08-19,832233820
2008-08-20,830764740
2008-08-21,813870320
2008-08-22,870429900
2008-08-25,810932159
2008-08-26,835171980
2008-08-27,844721000
2008-08-28,921113159
2008-08-29,938007580
2008-09-02,958574700
2008-09-03,987956300
2008-09-04,970327340
2008-09-05,999708940
2008-09-08,1077570180
2008-09-09,977672740
2008-09-10,984283600
2008-09-11,929193100
2008-09-12,913767760
2008-09-15,846924620
2008-09-16,902015120
2008-09-17,866022659
2008-09-18,940211200
2008-09-19,1029825080
2008-09-22,929193100
2008-09-23,846924620
2008-09-24,860880880
2008-09-25,921113159
2008-09-26,943149360
2008-09-29,822684800
2008-09-30,866757200
2008-10-01,950494760
2008-10-02,891731560
2008-10-03,812401240
2008-10-06,771267000
2008-10-07,704423860
2008-10-08,709565640
2008-10-09,624359000
2008-10-10,734540000
2008-10-13,696343920
2008-10-14,630969860
2008-10-15,534010579
2008-10-16,509770760
2008-10-17,509036220
2008-10-20,480389160
2008-10-21,453211180
2008-10-22,372411780
2008-10-23,287939680
2008-10-24,245336360
2008-10-27,332012079
2008-10-28,333481160
2008-10-29,360659140
2008-10-30,340092020
2008-10-31,391509820
2008-11-03,398125254
2008-11-04,405470738
2008-11-05,366539671
2008-11-06,345972315
2008-11-07,339361379
2008-11-10,313652183
2008-11-11,283535697
2008-11-12,264437438
2008-11-13,282066600
2008-11-14,246073727
2008-11-17,243135533
2008-11-18,237259146
2008-11-19,230648210
2008-11-20,207877208
2008-11-21,204204466
2008-11-24,220364532
2008-11-25,275455665
2008-11-26,275455665
2008-11-28,268844729
2008-12-01,222568177
2008-12-02,255622857
2008-12-03,269579277
2008-12-04,270313825
2008-12-05,298226666
2008-12-08,328343152
2008-12-09,292350279
2008-12-10,303368505
2008-12-11,276190213
2008-12-12,284270246
2008-12-15,276924761
2008-12-16,295288472
2008-12-17,301899408
2008-12-18,283535697
2008-12-19,277659310
2008-12-22,245339178
2008-12-23,259295599
2008-12-24,265906535
2008-12-26,252684663
2008-12-29,254153760
2008-12-30,278393858
2008-12-31,291615730
2009-01-02,313652183
2009-01-05,359928735
2009-01-06,365070574
2009-01-07,341565024
2009-01-08,356990541
2009-01-09,313652183
2009-01-12,281332052
2009-01-13,300430311
2009-01-14,277659310
2009-01-15,302633957
2009-01-16,302633957
2009-01-20,278393858
2009-01-21,293819376
2009-01-22,282066600
2009-01-23,298226666
2009-01-26,320997668
2009-01-27,317324926
2009-01-28,339361379
2009-01-29,323935862
2009-01-30,319528571
2009-02-02,342444600
2009-02-03,327715800
2009-02-04,321824280
2009-02-05,332870879
2009-02-06,346126800
2009-02-09,346863240
2009-02-10,326979360
2009-02-11,334343760
2009-02-12,336553080
2009-02-13,328452240
2009-02-17,332134440
2009-02-18,323297160
2009-02-19,307095480
2009-02-20,298258200
2009-02-23,282792960
2009-02-24,315196320
2009-02-25,273955680
2009-02-26,266591280
2009-02-27,261436200
2009-03-02,251126040
2009-03-03,245970960
2009-03-04,255544680
2009-03-05,220932000
2009-03-06,234924360
2009-03-09,251862480
2009-03-10,321824280
2009-03-11,335816640
2009-03-12,349809000
2009-03-13,355700520
2009-03-16,342444600
2009-03-17,386631000
2009-03-18,405042000
2009-03-19,402832680
2009-03-20,371902200
2009-03-23,439654680
2009-03-24,436708920
2009-03-25,452910600
2009-03-26,491941920
2009-03-27,463957200
2009-03-30,422716560
2009-03-31,419770800
2009-04-01,450701280
2009-04-02,494887680
2009-04-03,486050400
2009-04-06,466902960
2009-04-07,460275000
2009-04-08,497833440
2009-04-09,510352920
2009-04-13,526554600
2009-04-14,485313960
2009-04-15,496360560
2009-04-16,532446120
2009-04-17,559694400
2009-04-20,507407160
2009-04-21,523608840
2009-04-22,536864760
2009-04-23,514035120
2009-04-24,525081720
2009-04-27,501515640
2009-04-28,510352920
2009-04-29,547174920
2009-04-30,567795240
2009-05-01,569268120
2009-05-04,621623340
2009-05-05,621623340
2009-05-06,609072750
2009-05-07,587662920
2009-05-08,611287560
2009-05-11,608334480
2009-05-12,571420980
2009-05-13,535245750
2009-05-14,561085200
2009-05-15,554440770
