,VZ
2004-08-24,100182420000
2004-08-25,99877830000
2004-08-26,99462480000
2004-08-27,99351720000
2004-08-30,99517860000
2004-08-31,100071660000
2004-09-01,100708530000
2004-09-02,101871510000
2004-09-03,102148410000
2004-09-07,103006800000
2004-09-08,103062180000
2004-09-09,102729900000
2004-09-10,102868350000
2004-09-13,103394460000
2004-09-14,104059020000
2004-09-15,101871510000
2004-09-16,102453000000
2004-09-17,103449840000
2004-09-20,102480690000
2004-09-21,103394460000
2004-09-22,103145250000
2004-09-23,102342240000
2004-09-24,102785280000
2004-09-27,101483850000
2004-09-28,101622300000
2004-09-29,101428470000
2004-09-30,100403940000
2004-10-01,102093030000
2004-10-04,104335920000
2004-10-05,105000480000
2004-10-06,105775800000
2004-10-07,104834340000
2004-10-08,103865190000
2004-10-11,104169780000
2004-10-12,105415830000
2004-10-13,104723580000
2004-10-14,103948260000
2004-10-15,104197470000
2004-10-18,104114400000
2004-10-19,102785280000
2004-10-20,102093030000
2004-10-21,101456160000
2004-10-22,99351720000
2004-10-25,99130199999
2004-10-26,99434789999
2004-10-27,100459320000
2004-10-28,100403940000
2004-10-29,99684000000
2004-11-01,101926890000
2004-11-02,101982270000
2004-11-03,103422150000
2004-11-04,104751270000
2004-11-05,104557440000
2004-11-08,104806650000
2004-11-09,105222000000
2004-11-10,104972789999
2004-11-11,106163460000
2004-11-12,107658720000
2004-11-15,106744949999
2004-11-16,106108080000
2004-11-17,105498900000
2004-11-18,105886560000
2004-11-19,104806650000
2004-11-22,104502060000
2004-11-23,104474369999
2004-11-24,104252850000
2004-11-26,104612820000
2004-11-29,105028170000
2004-11-30,105138930000
2004-12-01,106080390000
2004-12-02,106883400000
2004-12-03,107132610000
2004-12-06,106938780000
2004-12-07,105526590000
2004-12-08,105443520000
2004-12-09,105055860000
2004-12-10,104031330000
2004-12-13,105249690000
2004-12-14,104640510000
2004-12-15,103782119999
2004-12-16,103006800000
2004-12-17,104280539999
2004-12-20,103865190000
2004-12-21,104945100000
2004-12-22,104308230000
2004-12-23,103892880000
2004-12-27,103532910000
2004-12-28,104363610000
2004-12-29,104142090000
2004-12-30,103975949999
2004-12-31,103283699999
2005-01-03,103228320000
2005-01-04,102203789999
2005-01-05,102037650000
2005-01-06,100846980000
2005-01-07,100487010000
2005-01-10,99517860000
2005-01-11,98410260000
2005-01-12,97468800000
2005-01-13,94589039999
2005-01-14,93924480000
2005-01-18,96084300000
2005-01-19,93453750000
2005-01-20,92484600000
2005-01-21,93066090000
2005-01-24,93952170000
2005-01-25,91792350000
2005-01-26,93121470000
2005-01-27,91460070000
2005-01-28,90989340000
2005-01-31,90740130000
2005-02-01,91487760000
2005-02-02,91487760000
2005-02-03,91543140000
2005-02-04,93952170000
2005-02-07,93509130000
2005-02-08,92927640000
2005-02-09,91958490000
2005-02-10,91903110000
2005-02-11,92595360000
2005-02-14,92263080000
2005-02-15,92456910000
2005-02-16,92096940000
2005-02-17,90989340000
2005-02-18,90020190000
2005-02-22,90214020000
2005-02-23,90657060000
2005-02-24,90518610000
2005-02-25,92290770000
2005-02-28,91709280000
2005-03-01,92429220000
2005-03-02,92983020000
2005-03-03,92733810000
2005-03-04,92872260000
2005-03-07,93093780000
2005-03-08,92041560000
2005-03-09,92152320000
2005-03-10,92235390000
2005-03-11,91958490000
2005-03-14,91986180000
2005-03-15,90989340000
2005-03-16,90103260000
2005-03-17,89770980000
2005-03-18,89632530000
2005-03-21,89106420000
2005-03-22,87860370000
2005-03-23,89023350000
2005-03-24,88635690000
2005-03-28,88524930000
2005-03-29,88884900000
2005-03-30,90324780000
2005-03-31,90420540000
2005-04-01,89618400000
2005-04-04,90807780000
2005-04-05,91112040000
2005-04-06,90448200000
2005-04-07,90199260000
2005-04-08,89314140000
2005-04-11,88899240000
2005-04-12,89618400000
2005-04-13,88899240000
2005-04-14,88871580000
2005-04-15,86990700000
2005-04-18,86603460000
2005-04-19,87018360000
2005-04-20,86050260000
2005-04-21,87267300000
2005-04-22,86741760000
2005-04-25,86741760000
2005-04-26,86603460000
2005-04-27,89701380000
2005-04-28,89286480000
2005-04-29,91195020000
2005-05-02,89065200000
2005-05-03,88318380000
2005-05-04,88373700000
2005-05-05,87350280000
2005-05-06,88014120000
2005-05-09,87986460000
2005-05-10,87433260000
2005-05-11,87571560000
2005-05-12,87350280000
2005-05-13,86824740000
2005-05-16,87875820000
2005-05-17,88014120000
2005-05-18,88594980000
2005-05-19,89286480000
2005-05-20,89646059999
2005-05-23,90033299999
2005-05-24,89646059999
2005-05-25,90171600000
2005-05-26,90033299999
2005-05-27,90309900000
2005-05-31,90116280000
2005-06-01,90060960000
2005-06-02,89590740000
2005-06-03,89590740000
2005-06-06,89203500000
2005-06-07,89258820000
2005-06-08,89314140000
2005-06-09,88650299999
2005-06-10,88760940000
2005-06-13,88926900000
2005-06-14,89175840000
2005-06-15,89563080000
2005-06-16,88982220000
2005-06-17,89231160000
2005-06-20,89507760000
2005-06-21,89148179999
2005-06-22,89231160000
2005-06-23,88429020000
2005-06-24,87792840000
2005-06-27,87571560000
2005-06-28,88263060000
2005-06-29,88456680000
2005-06-30,87954650000
2005-07-01,88009950000
2005-07-05,88922399999
2005-07-06,87622850000
2005-07-07,87346350000
2005-07-08,87595200000
2005-07-11,87318700000
2005-07-12,87208100000
2005-07-13,88037600000
2005-07-14,88590600000
2005-07-15,88314100000
2005-07-18,87484600000
2005-07-19,87844050000
2005-07-20,87705800000
2005-07-21,87014550000
2005-07-22,86986900000
2005-07-25,86627450000
2005-07-26,86903950000
2005-07-27,87318700000
2005-07-28,88258800000
2005-07-29,87152800000
2005-08-01,86516850000
2005-08-02,86268000000
2005-08-03,87125150000
2005-08-04,85797950000
2005-08-05,84830200000
2005-08-08,84360150000
2005-08-09,84774900000
2005-08-10,84415450000
2005-08-11,84277200000
2005-08-12,84138950000
2005-08-15,84000700000
2005-08-16,84249550000
2005-08-17,84138950000
2005-08-18,83751850000
2005-08-19,84194250000
2005-08-22,84360150000
2005-08-23,84636650000
2005-08-24,83475350000
2005-08-25,83226500000
2005-08-26,83005300000
2005-08-29,82535250000
2005-08-30,82369350000
2005-08-31,83281800000
2005-09-01,83060600000
2005-09-02,82701150000
2005-09-06,83779500000
2005-09-07,83337100000
2005-09-08,82701150000
2005-09-09,83337100000
2005-09-12,82977650000
2005-09-13,82756450000
2005-09-14,82811750000
2005-09-15,82479950000
2005-09-16,83530650000
2005-09-19,82950000000
2005-09-20,82148150000
2005-09-21,81346300000
2005-09-22,81318650000
2005-09-23,81871650000
2005-09-26,81484550000
2005-09-27,81097450000
2005-09-28,82507600000
2005-09-29,82811750000
2005-09-30,87741500000
2005-10-03,86954450000
2005-10-04,86488050000
2005-10-05,84301800000
2005-10-06,83514750000
2005-10-07,82115550000
2005-10-10,81299350000
2005-10-11,80366550000
2005-10-12,80075050000
2005-10-13,79987600000
2005-10-14,80249950000
2005-10-17,78909050000
2005-10-18,78792450000
2005-10-19,78909050000
2005-10-20,78384350000
2005-10-21,79229700000
2005-10-24,80774650000
2005-10-25,81561700000
2005-10-26,82115550000
2005-10-27,82552800000
2005-10-28,85088850000
2005-10-31,84593300000
2005-11-01,84126900000
2005-11-02,84476700000
2005-11-03,82756850000
2005-11-04,82931750000
2005-11-07,81998950000
2005-11-08,82290450000
2005-11-09,82815150000
2005-11-10,83573050000
2005-11-11,84272650000
2005-11-14,84214350000
2005-11-15,82727700000
2005-11-16,83485600000
2005-11-17,85088850000
2005-11-18,85088850000
2005-11-21,85263750000
2005-11-22,85555250000
2005-11-23,85496950000
2005-11-25,85846750000
2005-11-28,86371450000
2005-11-29,86284000000
2005-11-30,85846750000
2005-12-01,86284000000
2005-12-02,85555250000
2005-12-05,85118000000
2005-12-06,85205450000
2005-12-07,84418400000
2005-12-08,83835400000
2005-12-09,83427300000
2005-12-12,82465350000
2005-12-13,82465350000
2005-12-14,81969800000
2005-12-15,82173850000
2005-12-16,81853200000
2005-12-19,81911500000
2005-12-20,81969800000
2005-12-21,82203000000
2005-12-22,82377900000
2005-12-23,81824050000
2005-12-27,81707450000
2005-12-28,81211900000
2005-12-29,81241050000
2005-12-30,80862100000
2006-01-03,81532550000
2006-01-04,83922850000
2006-01-05,84913950000
2006-01-06,84156050000
2006-01-09,84505850000
2006-01-10,84855650000
2006-01-11,85875900000
2006-01-12,86196550000
2006-01-13,86371450000
2006-01-17,84505850000
2006-01-18,83602200000
2006-01-19,84330950000
2006-01-20,83048350000
2006-01-23,83223250000
2006-01-24,82902600000
2006-01-25,84243500000
2006-01-26,85030550000
2006-01-27,86284000000
2006-01-30,85613550000
2006-01-31,84972250000
2006-02-01,85351200000
2006-02-02,84651600000
2006-02-03,84855650000
2006-02-06,84680750000
2006-02-07,84564150000
2006-02-08,87479150000
2006-02-09,87654050000
2006-02-10,89053250000
2006-02-13,88411950000
2006-02-14,89986050000
2006-02-15,91676750000
2006-02-16,92726150000
2006-02-17,93367450000
2006-02-21,92201450000
2006-02-22,91239500000
2006-02-23,91035450000
2006-02-24,90743950000
2006-02-27,91414400000
2006-02-28,90452450000
2006-03-01,91793350000
2006-03-02,91268650000
2006-03-03,90131800000
2006-03-06,90539900000
2006-03-07,89956900000
2006-03-08,89752850000
2006-03-09,90131800000
2006-03-10,91764200000
2006-03-13,92114000000
2006-03-14,92318050000
2006-03-15,92318050000
2006-03-16,92667850000
2006-03-17,92376350000
2006-03-20,91851650000
2006-03-21,92201450000
2006-03-22,93425749999
2006-03-23,93192550000
2006-03-24,93863000000
2006-03-27,93746399999
2006-03-28,92726150000
2006-03-29,94008750000
2006-03-30,92580400000
2006-03-31,91257600000
2006-04-03,92217900000
2006-04-04,92712600000
2006-04-05,92276100000
2006-04-06,90239100000
2006-04-07,90530100000
2006-04-10,89715300000
2006-04-11,87736500000
2006-04-12,88493100000
2006-04-13,87911100000
2006-04-17,87009000000
2006-04-18,88958700000
2006-04-19,87794700000
2006-04-20,87241800000
2006-04-21,87154500000
2006-04-24,86543400000
2006-04-25,87096300000
2006-04-26,88638600000
2006-04-27,89278800000
2006-04-28,88493100000
2006-05-01,87852900000
2006-05-02,87474600000
2006-05-03,87474600000
2006-05-04,87882000000
2006-05-05,88493100000
2006-05-08,88202100000
2006-05-09,88027500000
2006-05-10,86659800000
2006-05-11,85466700000
2006-05-12,85175700000
2006-05-15,84448200000
2006-05-16,84942900000
2006-05-17,82556700000
2006-05-18,81480000000
2006-05-19,82789500000
2006-05-22,82498500000
2006-05-23,82731300000
2006-05-24,82411200000
2006-05-25,83458800000
2006-05-26,84390000000
2006-05-30,82818600000
2006-05-31,83633400000
2006-06-01,85641300000
2006-06-02,85583100000
2006-06-05,84535500000
2006-06-06,84942900000
2006-06-07,85321200000
2006-06-08,84826500000
2006-06-09,84419100000
2006-06-12,83953500000
2006-06-13,84535500000
2006-06-14,84739200000
2006-06-15,86252400000
2006-06-16,87183600000
2006-06-19,86194200000
2006-06-20,87736500000
2006-06-21,88085700000
2006-06-22,87736500000
2006-06-23,87969300000
2006-06-26,87823800000
2006-06-27,86921700000
2006-06-28,87387300000
2006-06-29,89220600000
2006-06-30,89651880000
2006-07-03,89797230000
2006-07-05,89099550000
2006-07-06,88401870000
2006-07-07,87558840000
2006-07-10,88285590000
2006-07-11,87500700000
2006-07-12,86454180000
2006-07-13,84971610000
2006-07-14,84651840000
2006-07-17,84535560000
2006-07-18,84535560000
2006-07-19,86512320000
2006-07-20,86337900000
2006-07-21,85320450000
2006-07-24,87239070000
2006-07-25,88140240000
2006-07-26,89477460000
2006-07-27,89186760000
2006-07-28,90291420000
2006-07-31,90523980000
2006-08-01,89070480000
2006-08-02,89768160000
2006-08-03,89651880000
2006-08-04,90407700000
2006-08-07,89128620000
2006-08-08,89768160000
2006-08-09,90553050000
2006-08-10,90843750000
2006-08-11,91192590000
2006-08-14,90785610000
2006-08-15,92064690000
2006-08-16,91628640000
2006-08-17,91628640000
2006-08-18,92122830000
2006-08-21,92413530000
2006-08-22,92617020000
2006-08-23,92064690000
2006-08-24,92762370000
2006-08-25,92878650000
2006-08-28,93547260000
2006-08-29,94157730000
2006-08-30,94739130000
2006-08-31,94157730000
2006-09-01,95204250000
2006-09-05,95029830000
2006-09-06,94884480000
2006-09-07,94506570000
2006-09-08,94768200000
2006-09-11,95146109999
2006-09-12,95931000000
2006-09-13,95698440000
2006-09-14,96308910000
2006-09-15,95843790000
2006-09-18,95727510000
2006-09-19,96367050000
2006-09-20,98169390000
2006-09-21,98779859999
2006-09-22,99303119999
2006-09-25,100378710000
2006-09-26,101599650000
2006-09-27,98460090000
2006-09-28,98896140000
2006-09-29,99390330000
2006-10-02,99487800000
2006-10-03,100360500000
2006-10-04,101320470000
2006-10-05,98876910000
2006-10-06,98586010000
2006-10-09,98295110000
2006-10-10,97887850000
2006-10-11,98033300000
2006-10-12,99080540000
2006-10-13,99255080000
2006-10-16,99225990000
2006-10-17,98004210000
2006-10-18,98004210000
2006-10-19,99662340000
2006-10-20,101262290000
2006-10-23,101844090000
2006-10-24,101785910000
2006-10-25,102600430000
2006-10-26,103764030000
2006-10-27,104025840000
2006-10-30,100855030000
2006-10-31,99109630000
2006-11-01,99022360000
2006-11-02,99080540000
2006-11-03,98295110000
2006-11-06,99051449999
2006-11-07,98760550000
2006-11-08,98731460000
2006-11-09,96724250000
2006-11-10,95327930000
2006-11-13,96287900000
2006-11-14,97480590000
2006-11-15,96666069999
2006-11-16,96258810000
2006-11-17,96549710000
2006-11-20,96113360000
2006-11-21,97393319999
2006-11-22,96346080000
2006-11-24,96346080000
2006-11-27,94920670000
2006-11-28,95386110000
2006-11-29,96724250000
2006-11-30,96869699999
2006-12-01,96055180000
2006-12-04,96636980000
2006-12-05,95880640000
2006-12-06,96898790000
2006-12-07,96753340000
2006-12-08,97887850000
2006-12-11,98964180000
2006-12-12,99138720000
2006-12-13,99458710000
2006-12-14,100069600000
2006-12-15,101145930000
2006-12-18,101320470000
2006-12-19,101640460000
2006-12-20,101058660000
2006-12-21,101698640000
2006-12-22,101349560000
2006-12-26,101902270000
2006-12-27,102978600000
2006-12-28,103473130000
2006-12-29,103240410000
2007-01-03,104869449999
2007-01-04,105451250000
2007-01-05,103647670000
2007-01-08,102047720000
2007-01-09,102484069999
2007-01-10,101902270000
2007-01-11,102891330000
2007-01-12,103502220000
2007-01-16,103036780000
2007-01-17,102251350000
2007-01-18,104171290000
2007-01-19,103269500000
2007-01-22,103269500000
2007-01-23,103938569999
2007-01-24,105538520000
2007-01-25,103967660000
2007-01-26,104898540000
2007-01-29,105451250000
2007-01-30,106963930000
2007-01-31,106789390000
2007-02-01,105363980000
2007-02-02,105829420000
2007-02-05,105596699999
2007-02-06,105567610000
2007-02-07,105596699999
2007-02-08,105218530000
2007-02-09,104520370000
2007-02-12,104171290000
2007-02-13,105480340000
2007-02-14,107109380000
2007-02-15,106469400000
2007-02-16,106731210000
2007-02-20,106091230000
2007-02-21,106149410000
2007-02-22,106585760000
2007-02-23,106498490000
2007-02-26,106440310000
2007-02-27,101553189999
2007-02-28,103705850000
2007-03-01,102862240000
2007-03-02,101145930000
2007-03-05,100185960000
2007-03-06,101145930000
2007-03-07,98935090000
2007-03-08,101145930000
2007-03-09,101058660000
2007-03-12,101407740000
2007-03-13,100185960000
2007-03-14,100593220000
2007-03-15,100796850000
2007-03-16,100709580000
2007-03-19,101902270000
2007-03-20,102542250000
2007-03-21,104462189999
2007-03-22,105393069999
2007-03-23,105683970000
2007-03-26,104433100000
2007-03-27,104491280000
2007-03-28,103211319999
2007-03-29,104171290000
2007-03-30,105131260000
2007-04-02,104682180000
2007-04-03,105465990000
2007-04-04,105204720000
2007-04-05,105146660000
2007-04-09,105146660000
2007-04-10,104595090000
2007-04-11,103433890000
2007-04-12,103404860000
2007-04-13,103462920000
2007-04-16,104769270000
2007-04-17,103637100000
2007-04-18,103520979999
2007-04-19,103782250000
2007-04-20,104885390000
2007-04-23,103898370000
2007-04-24,104043520000
2007-04-25,104159640000
2007-04-26,105059570000
2007-04-27,104827330000
2007-04-30,105640170000
2007-05-01,106540100000
2007-05-02,109559220000
2007-05-03,113623420000
2007-05-04,112491250000
2007-05-07,112955729999
2007-05-08,112375130000
2007-05-09,113884689999
2007-05-10,112839610000
2007-05-11,114407229999
2007-05-14,115103950000
2007-05-15,117687620000
2007-05-16,118268220000
2007-05-17,116584479999
2007-05-18,117832770000
2007-05-21,117687620000
2007-05-22,117890830000
2007-05-23,118065010000
2007-05-24,117687620000
2007-05-25,117600530000
2007-05-29,119516510000
2007-05-30,121229280000
2007-05-31,120445470000
2007-06-01,118993970000
2007-06-04,118848820000
2007-06-05,118297250000
2007-06-06,118761729999
2007-06-07,117832770000
2007-06-08,119168149999
2007-06-11,120387410000
2007-06-12,119197180000
2007-06-13,118703670000
2007-06-14,119574570000
2007-06-15,118935910000
2007-06-18,117716649999
2007-06-19,119168149999
2007-06-20,117687620000
2007-06-21,117426350000
2007-06-22,115191040000
2007-06-25,114813649999
2007-06-26,113623420000
2007-06-27,113217000000
2007-06-28,113623420000
2007-06-29,113913720000
2007-07-02,114768480000
2007-07-03,116245440000
2007-07-05,115868960000
2007-07-06,114681600000
2007-07-09,115984799999
2007-07-10,111843520000
2007-07-11,112625440000
2007-07-12,114363040000
2007-07-13,115260799999
2007-07-16,118012000000
2007-07-17,116650880000
2007-07-18,115840000000
2007-07-19,116650880000
2007-07-20,116708799999
2007-07-23,118098880000
2007-07-24,118996640000
2007-07-25,119286240000
2007-07-26,117027359999
2007-07-27,115926880000
2007-07-30,114565760000
2007-07-31,117635520000
2007-08-01,119344160000
2007-08-02,119054560000
2007-08-03,117983040000
2007-08-06,119836480000
2007-08-07,118996640000
2007-08-08,119199359999
2007-08-09,115695200000
2007-08-10,114073440000
2007-08-13,114971200000
2007-08-14,113059840000
2007-08-15,111785600000
2007-08-16,111032640000
2007-08-17,112625440000
2007-08-20,113465280000
2007-08-21,115116000000
2007-08-22,115434560000
2007-08-23,116332320000
2007-08-24,117693440000
2007-08-27,117548640000
2007-08-28,114594720000
2007-08-29,116564000000
2007-08-30,115724160000
2007-08-31,115608320000
2007-09-04,117780320000
2007-09-05,115782079999
2007-09-06,116650880000
2007-09-07,114102400000
2007-09-10,113870720000
2007-09-11,115579359999
2007-09-12,115579359999
2007-09-13,117606560000
2007-09-14,117374880000
2007-09-17,117548640000
2007-09-18,119546880000
2007-09-19,120850079999
2007-09-20,120908000000
2007-09-21,122500799999
2007-09-24,121776799999
2007-09-25,121632000000
2007-09-26,122761440000
2007-09-27,123311680000
2007-09-28,122211200000
2007-10-01,123882010000
2007-10-02,123710230000
2007-10-03,123452560000
2007-10-04,123939270000
2007-10-05,123395300000
2007-10-08,122679550000
2007-10-09,124483239999
2007-10-10,124511870000
2007-10-11,124655020000
2007-10-12,124225570000
2007-10-15,121792020000
2007-10-16,122593660000
2007-10-17,123509820000
2007-10-18,122708180000
2007-10-19,120789970000
2007-10-22,120961750000
2007-10-23,122278730000
2007-10-24,121219420000
2007-10-25,122536399999
2007-10-26,124425980000
2007-10-29,125485290000
2007-10-30,123767489999
2007-10-31,125714329999
2007-11-01,122078320000
2007-11-02,121104899999
2007-11-05,119558880000
2007-11-06,119358470000
2007-11-07,117612040000
2007-11-08,116609989999
2007-11-09,116695880000
2007-11-12,116781770000
2007-11-13,118929020000
2007-11-14,118757239999
2007-11-15,117440260000
2007-11-16,119215320000
2007-11-19,117468890000
2007-11-20,117783820000
2007-11-21,114462739999
2007-11-23,116352320000
2007-11-26,112515899999
2007-11-27,113145760000
2007-11-28,115722460000
2007-11-29,115922870000
2007-11-30,117898340000
2007-12-03,117583410000
2007-12-04,119530250000
2007-12-05,121477090000
2007-12-06,121219420000
2007-12-07,123624340000
2007-12-10,123738860000
2007-12-11,121333940000
2007-12-12,122622290000
2007-12-13,122851329999
2007-12-14,121076270000
2007-12-17,117612040000
2007-12-18,119530250000
2007-12-19,119100800000
2007-12-20,119558880000
2007-12-21,120933120000
2007-12-24,122221470000
2007-12-26,123051739999
2007-12-27,121104899999
2007-12-28,121763390000
2007-12-31,119215320000
2008-01-02,117898340000
2008-01-03,118442310000
2008-01-04,116237800000
2008-01-07,118299160000
2008-01-08,114577260000
2008-01-09,115894239999
2008-01-10,118556829999
2008-01-11,115980130000
2008-01-14,117297110000
2008-01-15,115063970000
2008-01-16,115464790000
2008-01-17,111628370000
2008-01-18,106675380000
2008-01-22,103239780000
2008-01-23,103869640000
2008-01-24,104327720000
2008-01-25,103039370000
2008-01-28,103984160000
2008-01-29,105616070000
2008-01-30,104356350000
2008-01-31,105959630000
2008-02-01,105730590000
2008-02-04,105358399999
2008-02-05,100491300000
2008-02-06,100147739999
2008-02-07,100834860000
2008-02-08,99374730000
2008-02-11,100376780000
2008-02-12,102495399999
2008-02-13,105501550000
2008-02-14,103755120000
2008-02-15,103239780000
2008-02-19,96425840000
2008-02-20,96168170000
2008-02-21,96483100000
2008-02-22,98773500000
2008-02-25,99661030000
2008-02-26,100434040000
2008-02-27,99288840000
2008-02-28,101464720000
2008-02-29,99117060000
2008-03-03,99031170000
2008-03-04,97399260000
2008-03-05,98086380000
2008-03-06,96282690000
2008-03-07,95710090000
2008-03-10,93791880000
2008-03-11,96082280000
2008-03-12,94364480000
2008-03-13,94593520000
2008-03-14,92274489999
2008-03-17,94450370000
2008-03-18,96282690000
2008-03-19,95853239999
2008-03-20,98573090000
2008-03-24,100892120000
2008-03-25,100691710000
2008-03-26,98601720000
2008-03-27,98115010000
2008-03-28,97828710000
2008-03-31,99009000000
2008-04-01,100633500000
2008-04-02,101089500000
2008-04-03,101374500000
2008-04-04,99436500000
2008-04-07,99607500000
2008-04-08,97869000000
2008-04-09,95930999999
2008-04-10,95417999999
2008-04-11,94762500000
2008-04-14,94107000000
2008-04-15,93508500000
2008-04-16,95475000000
2008-04-17,95475000000
2008-04-18,95959500000
2008-04-21,95760000000
2008-04-22,95161500000
2008-04-23,96757500000
2008-04-24,96814500000
2008-04-25,98638500000
2008-04-28,101061000000
2008-04-29,101745000000
2008-04-30,102457500000
2008-05-01,104709000000
2008-05-02,105421500000
2008-05-05,103597500000
2008-05-06,103569000000
2008-05-07,101944500000
2008-05-08,101859000000
2008-05-09,100947000000
2008-05-12,101346000000
2008-05-13,101488500000
2008-05-14,103711500000
2008-05-15,103597500000
2008-05-16,103255499999
2008-05-19,104110500000
2008-05-20,100747500000
2008-05-21,99123000000
2008-05-22,99778500000
2008-05-23,98752500000
2008-05-27,99550500000
2008-05-28,100576500000
2008-05-29,102172500000
2008-05-30,102457500000
2008-06-02,100833000000
2008-06-03,99493499999
2008-06-04,98467499999
2008-06-05,103740000000
2008-06-06,101802000000
2008-06-09,101032500000
2008-06-10,99921000000
2008-06-11,97641000000
2008-06-12,97555499999
2008-06-13,99408000000
2008-06-16,96501000000
2008-06-17,95560500000
2008-06-18,95817000000
2008-06-19,97185000000
2008-06-20,94221000000
2008-06-23,95617499999
2008-06-24,94306500000
2008-06-25,94762500000
2008-06-26,91371000000
2008-06-27,91285500000
2008-06-30,94079520000
2008-07-01,94420800000
2008-07-02,94676760000
2008-07-03,94989600000
2008-07-07,94164840000
2008-07-08,93965760000
2008-07-09,92117160000
2008-07-10,92742840000
2008-07-11,92799720000
2008-07-14,92685960000
2008-07-15,93112560000
2008-07-16,94022640000
2008-07-17,94164840000
2008-07-18,94193280000
2008-07-21,93396960000
2008-07-22,92145600000
2008-07-23,95245560000
2008-07-24,93254760000
2008-07-25,91548360000
2008-07-28,89301600000
2008-07-29,90695160000
2008-07-30,91263960000
2008-07-31,90467640000
2008-08-01,90353880000
2008-08-04,89898840000
2008-08-05,91804320000
2008-08-06,90979560000
2008-08-07,89557560000
2008-08-08,91918080000
2008-08-11,93795119999
2008-08-12,92543760000
2008-08-13,91292400000
2008-08-14,92174039999
2008-08-15,92913480000
2008-08-18,92316240000
2008-08-19,90894240000
2008-08-20,91548360000
2008-08-21,91861199999
2008-08-22,93766680000
2008-08-25,91576800000
2008-08-26,90979560000
2008-08-27,92230920000
2008-08-28,94250160000
2008-08-29,93340080000
2008-09-02,95217119999
2008-09-03,94875840000
2008-09-04,90922680000
2008-09-05,90552960000
2008-09-08,93340080000
2008-09-09,93624480000
2008-09-10,92259360000
2008-09-11,92287800000
2008-09-12,91662119999
2008-09-15,88334640000
2008-09-16,87282360000
2008-09-17,83073240000
2008-09-18,86599800000
2008-09-19,88476840000
2008-09-22,85120920000
2008-09-23,82504440000
2008-09-24,83130120000
2008-09-25,85177800000
2008-09-26,85519080000
2008-09-29,81366840000
2008-09-30,85143200000
2008-10-01,83354000000
2008-10-02,82984800000
2008-10-03,82899600000
2008-10-06,79491600000
2008-10-07,76651600000
2008-10-08,73584400000
2008-10-09,68813200000
2008-10-10,71028400000
2008-10-13,76765200000
2008-10-14,76822000000
2008-10-15,70687600000
2008-10-16,72732400000
2008-10-17,72164400000
2008-10-20,76935600000
2008-10-21,74322800000
2008-10-22,68330400000
2008-10-23,69636800000
2008-10-24,66541200000
2008-10-27,73272000000
2008-10-28,83978800000
2008-10-29,80940000000
2008-10-30,80940000000
2008-10-31,78724800000
2008-11-03,81593200000
2008-11-04,86534800000
2008-11-05,81848800000
2008-11-06,77617200000
2008-11-07,79747200000
2008-11-10,80911600000
2008-11-11,78866800000
2008-11-12,76850400000
2008-11-13,82644000000
2008-11-14,79605200000
2008-11-17,77588800000
2008-11-18,75629200000
2008-11-19,71482800000
2008-11-20,70318400000
2008-11-21,75544000000
2008-11-24,78895200000
2008-11-25,81138800000
2008-11-26,86336000000
2008-11-28,86648400000
2008-12-01,81394400000
2008-12-02,85256800000
2008-12-03,88068400000
2008-12-04,85313600000
2008-12-05,88068400000
2008-12-08,90823200000
2008-12-09,88494400000
2008-12-10,86875600000
2008-12-11,86165600000
2008-12-12,87046000000
2008-12-15,85711200000
2008-12-16,88892000000
2008-12-17,90368800000
2008-12-18,88352400000
2008-12-19,88068400000
2008-12-22,88693200000
2008-12-23,87017600000
2008-12-24,87159600000
2008-12-26,88068400000
2008-12-29,87954800000
2008-12-30,88182000000
2008-12-31,90002880000
2009-01-02,91963170000
2009-01-05,86224350000
2009-01-06,84832260000
2009-01-07,84690210000
2009-01-08,85968660000
2009-01-09,85372050000
2009-01-12,84377700000
2009-01-13,83610630000
2009-01-14,81110550000
2009-01-15,79377540000
2009-01-16,79519590000
2009-01-20,79292310000
2009-01-21,82019670000
2009-01-22,80059380000
2009-01-23,80798040000
2009-01-26,82275360000
2009-01-27,79519590000
2009-01-28,82076490000
2009-01-29,80258250000
2009-01-30,79292310000
2009-02-02,81195780000
2009-02-03,83781090000
2009-02-04,81252600000
2009-02-05,82786740000
2009-02-06,84207240000
2009-02-09,83326530000
2009-02-10,79633230000
2009-02-11,79576410000
2009-02-12,79263900000
2009-02-13,78468420000
2009-02-17,75030810000
2009-02-18,74519430000
2009-02-19,74292150000
2009-02-20,76479720000
2009-02-23,73922820000
2009-02-24,75854700000
2009-02-25,75797880000
2009-02-26,75599010000
2009-02-27,75741060000
2009-03-02,73042110000
2009-03-03,72502320000
2009-03-04,74718300000
2009-03-05,74093280000
2009-03-06,72417090000
2009-03-09,69490860000
2009-03-10,73297800000
2009-03-11,72843240000
2009-03-12,74689890000
2009-03-13,75400140000
2009-03-16,75797880000
2009-03-17,79178670000
2009-03-18,81678750000
2009-03-19,80286660000
2009-03-20,78610470000
2009-03-23,82474230000
2009-03-24,80996910000
2009-03-25,80030970000
2009-03-26,81082140000
2009-03-27,81281010000
2009-03-30,80229840000
2009-03-31,80173020000
2009-04-01,82871970000
2009-04-02,86167530000
2009-04-03,87048240000
2009-04-06,87673260000
2009-04-07,84207240000
2009-04-08,84093600000
2009-04-09,85201590000
