,VZ
2023-03-06,160497050000
2023-03-07,159487370000
2023-03-08,157888710000
2023-03-09,153765850000
2023-03-10,154312760000
2023-03-13,153723780000
2023-03-14,155154160000
2023-03-15,155911420000
2023-03-16,153892060000
2023-03-17,154775530000
2023-03-20,157468010000
2023-03-21,158772180000
2023-03-22,156963170000
2023-03-23,157215590000
2023-03-24,158435620000
2023-03-27,160076350000
2023-03-28,159866000000
2023-03-29,161885360000
2023-03-30,162642620000
2023-03-31,163649120000
2023-04-03,165037760000
2023-04-04,166847200000
2023-04-05,168782880000
2023-04-06,166131840000
2023-04-10,165584800000
2023-04-11,166005600000
2023-04-12,164953600000
2023-04-13,165458560000
2023-04-14,165037760000
2023-04-17,166047680000
2023-04-18,163859520000
2023-04-19,162428800000
2023-04-20,156495520000
2023-04-21,157042560000
2023-04-24,156116800000
2023-04-25,156958400000
2023-04-26,155359360000
2023-04-27,163228320000
2023-04-28,163396640000
2023-05-01,162891680000
2023-05-02,158515360000
2023-05-03,159819840000
2023-05-04,157168800000
2023-05-05,159188640000
2023-05-08,159188640000
2023-05-09,158094560000
2023-05-10,158347040000
2023-05-11,158220800000
2023-05-12,158178720000
2023-05-15,154728160000
2023-05-16,151698400000
2023-05-17,152245440000
2023-05-18,152035040000
2023-05-19,151698400000
2023-05-22,151319680000
2023-05-23,152497920000
2023-05-24,150940960000
2023-05-25,146522560000
2023-05-26,147280000000
2023-05-30,146859200000
2023-05-31,149931040000
2023-06-01,150309760000
2023-06-02,145512640000
2023-06-05,145007680000
2023-06-06,146017600000
2023-06-07,148374080000
2023-06-08,149089440000
2023-06-09,149257760000
2023-06-12,149846880000
2023-06-13,149299840000
2023-06-14,150351840000
2023-06-15,153339520000
2023-06-16,153423680000
2023-06-20,150688480000
2023-06-21,150772640000
2023-06-22,150856800000
2023-06-23,149426080000
2023-06-26,151950880000
2023-06-27,153802400000
2023-06-28,154938560000
2023-06-29,155653920000
2023-06-30,156681470000
2023-07-03,157060640000
2023-07-05,157903240000
2023-07-06,156428690000
2023-07-07,151246700000
2023-07-10,148044820000
2023-07-11,147412870000
2023-07-12,146865180000
2023-07-13,145938320000
2023-07-14,143284130000
2023-07-17,132540980000
2023-07-18,135953510000
2023-07-19,143115610000
2023-07-20,141725320000
2023-07-21,142736440000
2023-07-24,143157740000
2023-07-25,144253120000
2023-07-26,144674420000
2023-07-27,141346150000
2023-07-28,143368390000
2023-07-31,143579040000
2023-08-01,140840590000
2023-08-02,140377160000
2023-08-03,139281780000
2023-08-04,137428059999
2023-08-07,137048890000
2023-08-08,137217410000
2023-08-09,137807230000
2023-08-10,139113260000
2023-08-11,140545680000
2023-08-14,141388280000
2023-08-15,140124380000
2023-08-16,140166510000
2023-08-17,139281780000
2023-08-18,139787340000
2023-08-21,139029000000
2023-08-22,139871600000
2023-08-23,139829470000
2023-08-24,140629940000
2023-08-25,140503550000
2023-08-28,141346150000
2023-08-29,146148970000
2023-08-30,145938320000
2023-08-31,147370740000
2023-09-01,146865180000
2023-09-05,144505900000
2023-09-06,144000340000
2023-09-07,142441530000
2023-09-08,140924850000
2023-09-11,142989220000
2023-09-12,143410520000
2023-09-13,142652180000
2023-09-14,143410520000
2023-09-15,142357270000
2023-09-18,141261890000
2023-09-19,140714200000
2023-09-20,141556800000
2023-09-21,140250770000
2023-09-22,140208640000
2023-09-25,139703080000
2023-09-26,138986870000
2023-09-27,136501200000
2023-09-28,137133149999
2023-09-29,136543329999
2023-10-02,133836640000
2023-10-03,134763720000
2023-10-04,132909560000
2023-10-05,134089480000
2023-10-06,130001900000
2023-10-09,132530300000
2023-10-10,133836640000
2023-10-11,132572440000
2023-10-12,130254740000
2023-10-13,129243380000
2023-10-16,131687500000
2023-10-17,132783140000
2023-10-18,130844700000
2023-10-19,133078120000
2023-10-20,133035980000
2023-10-23,132277460000
2023-10-24,144540200000
2023-10-25,141969660000
2023-10-26,145256580000
2023-10-27,140916160000
2023-10-30,145888680000
2023-10-31,148037820000
2023-11-01,149175600000
2023-11-02,151282600000
2023-11-03,151788280000
2023-11-06,150186960000
2023-11-07,151451160000
2023-11-08,150734780000
2023-11-09,150102680000
2023-11-10,150481940000
2023-11-13,150945480000
2023-11-14,151198320000
2023-11-15,151704000000
2023-11-16,152462520000
2023-11-17,152673220000
2023-11-20,154780220000
2023-11-21,156971500000
2023-11-22,157392900000
2023-11-24,157645740000
2023-11-27,157392900000
2023-11-28,157898580000
2023-11-29,159120640000
2023-11-30,161522620000
2023-12-01,162576120000
2023-12-04,160300560000
2023-12-05,161901880000
2023-12-06,162239000000
2023-12-07,162871100000
2023-12-08,161185500000
2023-12-11,158741380000
2023-12-12,157182200000
2023-12-13,155875860000
2023-12-14,159584180000
2023-12-15,157477180000
2023-12-18,158741380000
2023-12-19,158319980000
2023-12-20,157182200000
2023-12-21,157730020000
2023-12-22,157982860000
2023-12-26,157940720000
2023-12-27,157224340000
2023-12-28,157982860000
2023-12-29,158867800000
2024-01-02,163879200000
2024-01-03,165059400000
2024-01-04,165944550000
2024-01-05,169443000000
2024-01-08,169021500000
2024-01-09,164553600000
2024-01-10,164722200000
2024-01-11,159748500000
2024-01-12,162530400000
2024-01-16,165607350000
2024-01-17,163837050000
2024-01-18,164132100000
2024-01-19,165775950000
2024-01-22,166829700000
2024-01-23,177999450000
2024-01-24,173995200000
2024-01-25,178252350000
2024-01-26,178716000000
2024-01-29,177240750000
2024-01-30,179011050000
2024-01-31,178505250000
2024-02-01,179095350000
2024-02-02,177577950000
2024-02-05,174416700000
2024-02-06,173236500000
2024-02-07,170370300000
2024-02-08,168220650000
2024-02-09,167419800000
2024-02-12,169021500000
2024-02-13,169147950000
2024-02-14,169232250000
2024-02-15,171086850000
2024-02-16,170665350000
2024-02-20,170707500000
2024-02-21,173236500000
2024-02-22,171676950000
2024-02-23,171381900000
2024-02-26,167293350000
2024-02-27,168304950000
2024-02-28,169021500000
2024-02-29,168684300000
2024-03-01,169443000000
2024-03-04,169906650000
2024-03-05,170075250000
2024-03-06,168304950000
2024-03-07,166618950000
2024-03-08,166534650000
2024-03-11,169147950000
2024-03-12,169147950000
2024-03-13,169695900000
2024-03-14,167630550000
2024-03-15,166450350000
2024-03-18,168304950000
2024-03-19,168473550000
2024-03-20,169105800000
2024-03-21,170876100000
2024-03-22,170159550000
2024-03-25,172267050000
2024-03-26,172182750000
2024-03-27,175091100000
2024-03-28,176861400000
2024-04-01,178210200000
2024-04-02,179306100000
2024-04-03,180570600000
2024-04-04,178926750000
2024-04-05,177535800000
2024-04-08,175891950000
2024-04-09,172140600000
2024-04-10,170791800000
2024-04-11,169274400000
2024-04-12,167419800000
2024-04-15,169063650000
2024-04-16,167630550000
2024-04-17,167672700000
2024-04-18,169147950000
2024-04-19,170665350000
2024-04-22,162699000000
2024-04-23,167335500000
2024-04-24,166450350000
2024-04-25,165312300000
2024-04-26,167251200000
2024-04-29,168979350000
2024-04-30,166450350000
2024-05-01,165228000000
2024-05-02,164089950000
2024-05-03,163921350000
2024-05-06,165775950000
2024-05-07,165691650000
2024-05-08,166408200000
2024-05-09,167714850000
2024-05-10,170286000000
2024-05-13,170876100000
2024-05-14,170665350000
2024-05-15,170665350000
2024-05-16,169653750000
2024-05-17,168852900000
2024-05-20,169105800000
2024-05-21,166998300000
2024-05-22,167714850000
2024-05-23,166197450000
2024-05-24,167504100000
2024-05-28,165902400000
2024-05-29,164806500000
2024-05-30,169990950000
2024-05-31,173447250000
2024-06-03,172730700000
2024-06-04,175175400000
2024-06-05,174290250000
2024-06-06,174205950000
2024-06-07,172562100000
2024-06-10,170328150000
2024-06-11,170370300000
2024-06-12,167630550000
2024-06-13,167672700000
2024-06-14,167209050000
2024-06-17,166323900000
2024-06-18,168937200000
2024-06-20,169611600000
2024-06-21,169611600000
2024-06-24,173531550000
2024-06-25,173152200000
2024-06-26,172899300000
2024-06-27,172056300000
2024-06-28,173826600000
2024-07-01,175934100000
2024-07-02,173236500000
2024-07-03,173320800000
2024-07-05,173953050000
2024-07-08,175048950000
2024-07-09,174079500000
2024-07-10,173152200000
2024-07-11,174079500000
2024-07-12,174627450000
2024-07-15,171929850000
2024-07-16,174711750000
2024-07-17,177156450000
2024-07-18,177325050000
2024-07-19,175428300000
2024-07-22,164764350000
2024-07-23,163921350000
2024-07-24,167209050000
2024-07-25,168389250000
2024-07-26,168979350000
2024-07-29,168726450000
2024-07-30,168768600000
2024-07-31,170791800000
2024-08-01,172182750000
2024-08-02,172688550000
2024-08-05,167757000000
2024-08-06,169695900000
2024-08-07,169780200000
2024-08-08,170791800000
2024-08-09,171761250000
