,SSP
2004-08-24,8382422225
2004-08-25,8373429087
2004-08-26,8429840589
2004-08-27,8410219197
2004-08-30,8337456534
2004-08-31,8364435949
2004-09-01,8384057341
2004-09-02,8531217782
2004-09-03,8514049064
2004-09-07,8478076511
2004-09-08,8559014754
2004-09-09,8441286401
2004-09-10,8411854313
2004-09-13,8375064203
2004-09-14,8119986105
2004-09-15,8075837973
2004-09-16,8244254922
2004-09-17,8201741906
2004-09-20,8025149377
2004-09-21,8005527984
2004-09-22,7845286615
2004-09-23,8021879145
2004-09-24,8085648669
2004-09-27,7892704980
2004-09-28,7830570571
2004-09-29,7776611743
2004-09-30,7779354070
2004-10-01,7855877645
2004-10-04,7896581674
2004-10-05,7986130538
2004-10-06,8168484589
2004-10-07,8170112751
2004-10-08,8091961014
2004-10-11,8072423080
2004-10-12,7969848927
2004-10-13,7994271344
2004-10-14,7725624751
2004-10-15,7667010949
2004-10-18,7569321279
2004-10-19,7569321279
2004-10-20,7566064956
2004-10-21,7717483945
2004-10-22,7610025308
2004-10-25,7570949440
2004-10-26,7613281630
2004-10-27,7631191403
2004-10-28,7676779916
2004-10-29,7769585103
2004-11-01,7636075887
2004-11-02,7650729337
2004-11-03,7730509235
2004-11-04,7782610392
2004-11-05,7810289132
2004-11-08,7704458656
2004-11-09,7763072458
2004-11-10,7894953513
2004-11-11,7888440868
2004-11-12,7854249484
2004-11-15,7854249484
2004-11-16,7852621322
2004-11-17,7864018451
2004-11-18,7888440868
2004-11-19,7707714978
2004-11-22,7644216693
2004-11-23,7657241982
2004-11-24,7583974729
2004-11-26,7624678759
2004-11-29,7701202334
2004-11-30,7610025308
2004-12-01,7660498304
2004-12-02,7540014378
2004-12-03,7416274129
2004-12-06,7391851711
2004-12-07,7440696546
2004-12-08,7440696546
2004-12-09,7483028737
2004-12-10,7515591960
2004-12-13,7489541382
2004-12-14,7440696546
2004-12-15,7491169543
2004-12-16,7439068385
2004-12-17,7395108034
2004-12-20,7432555741
2004-12-21,7611653469
2004-12-22,7828198905
2004-12-23,7774469586
2004-12-27,7790751198
2004-12-28,7829827066
2004-12-29,7839596033
2004-12-30,7899837996
2004-12-31,7860762128
2005-01-03,7764700619
2005-01-04,7776097747
2005-01-05,7779354070
2005-01-06,7857505806
2005-01-07,7880300062
2005-01-10,7903094319
2005-01-11,7903094319
2005-01-12,7922632253
2005-01-13,7896581674
2005-01-14,7857505806
2005-01-18,7872159256
2005-01-19,7810289132
2005-01-20,7811917293
2005-01-21,7898209835
2005-01-24,7798892004
2005-01-25,7748419008
2005-01-26,7704458656
2005-01-27,7588859213
2005-01-28,7566064956
2005-01-31,7548155184
2005-02-01,7554667828
2005-02-02,7553039667
2005-02-03,7554667828
2005-02-04,7593743696
2005-02-07,7626306920
2005-02-08,7619794275
2005-02-09,7541642539
2005-02-10,7548155184
2005-02-11,7767956942
2005-02-14,7688177044
2005-02-15,7709343139
2005-02-16,7663754627
2005-02-17,7644216693
2005-02-18,7601884502
2005-02-22,7686548883
2005-02-23,7611653469
2005-02-24,7653985660
2005-02-25,7587231052
2005-02-28,7515591960
2005-03-01,7587231052
2005-03-02,7644216693
2005-03-03,7627935081
2005-03-04,7601884502
2005-03-07,7652357499
2005-03-08,7723996590
2005-03-09,7632819564
2005-03-10,7600256341
2005-03-11,7735393718
2005-03-14,7909606963
2005-03-15,7823314421
2005-03-16,7766328780
2005-03-17,7896581674
2005-03-18,7864018451
2005-03-21,7859133967
2005-03-22,7839596033
2005-03-23,7824942583
2005-03-24,7847736839
2005-03-28,7885184546
2005-03-29,7818429938
2005-03-30,7898209835
2005-03-31,7929098336
2005-04-01,7820124061
2005-04-04,7826629988
2005-04-05,7872171476
2005-04-06,7828256470
2005-04-07,7823377025
2005-04-08,7818497579
2005-04-11,7855906659
2005-04-12,7899821665
2005-04-13,7859159622
2005-04-14,8413789885
2005-04-15,8514631751
2005-04-18,8412163404
2005-04-19,8311321538
2005-04-20,8251141714
2005-04-21,8311321538
2005-04-22,8208853190
2005-04-25,8199094300
2005-04-26,8278791903
2005-04-27,8295056721
2005-04-28,8229997452
2005-04-29,8283671349
2005-05-02,8189335409
2005-05-03,8229997452
2005-05-04,8412163404
2005-05-05,8335718763
2005-05-06,8337345245
2005-05-09,8410536922
2005-05-10,8345477654
2005-05-11,8312948019
2005-05-12,8319453946
2005-05-13,8295056721
2005-05-16,8358489507
2005-05-17,8408910440
2005-05-18,8408910440
2005-05-19,8404030995
2005-05-20,8322706910
2005-05-23,8392645623
2005-05-24,8399151550
2005-05-25,8264153568
2005-05-26,8295056721
2005-05-27,8332465800
2005-05-31,8311321538
2005-06-01,8308068574
2005-06-02,8335718763
2005-06-03,8338971727
2005-06-06,8316200983
2005-06-07,8143793921
2005-06-08,8047831501
2005-06-09,7943736671
2005-06-10,7981145750
2005-06-13,8039699092
2005-06-14,7969760379
2005-06-15,8015301866
2005-06-16,8052710946
2005-06-17,8051084464
2005-06-20,7986025196
2005-06-21,8062469836
2005-06-22,8051084464
2005-06-23,7961627970
2005-06-24,7929098336
2005-06-27,7958375007
2005-06-28,7977892787
2005-06-29,7914460000
2005-06-30,8018417596
2005-07-01,7988841466
2005-07-05,7992127703
2005-07-06,7934618560
2005-07-07,7845890169
2005-07-08,7854105760
2005-07-11,7882038772
2005-07-12,7829458985
2005-07-13,7921473613
2005-07-14,7821243393
2005-07-15,7834388340
2005-07-18,7763734251
2005-07-19,8029919425
2005-07-20,8261599114
2005-07-21,8320751375
2005-07-22,8322394493
2005-07-25,8328966966
2005-07-26,8378260517
2005-07-27,8363472452
2005-07-28,8338825677
2005-07-29,8302677073
2005-08-01,8287889007
2005-08-02,8305963309
2005-08-03,8271457824
2005-08-04,8246811048
2005-08-05,8189301906
2005-08-08,8190945024
2005-08-09,8190945024
2005-08-10,8223807391
2005-08-11,8233666101
2005-08-12,8209019326
2005-08-15,8340468795
2005-08-16,8215591800
2005-08-17,8240238575
2005-08-18,8215591800
2005-08-19,8210662444
2005-08-22,8327323848
2005-08-23,8379903636
2005-08-24,8347041268
2005-08-25,8228736746
2005-08-26,8210662444
2005-08-29,8227093628
2005-08-30,8209019326
2005-08-31,8215591800
2005-09-01,8199160616
2005-09-02,8205733089
2005-09-06,8232022983
2005-09-07,8248454167
2005-09-08,8181086314
2005-09-09,8184372551
2005-09-12,8205733089
2005-09-13,8153153302
2005-09-14,8049636845
2005-09-15,8090714804
2005-09-16,8115361580
2005-09-19,8223807391
2005-09-20,8090714804
2005-09-21,8080856094
2005-09-22,8046350608
2005-09-23,8067711147
2005-09-26,8051279964
2005-09-27,8057852437
2005-09-28,8067711147
2005-09-29,8141651473
2005-09-30,8154335411
2005-10-03,8206554489
2005-10-04,8183708642
2005-10-05,8124962180
2005-10-06,8080902332
2005-10-07,8046633562
2005-10-10,8115171102
2005-10-11,7992782638
2005-10-12,7916085867
2005-10-13,7965041253
2005-10-14,7922613252
2005-10-17,7914454021
2005-10-18,7676204477
2005-10-19,7669677093
2005-10-20,7566870783
2005-10-21,7506492474
2005-10-24,7524442782
2005-10-25,7472223704
2005-10-26,7395526933
2005-10-27,7330253085
2005-10-28,7397158779
2005-10-31,7473855550
2005-11-01,7513019858
2005-11-02,7599507706
2005-11-03,7592980322
2005-11-04,7576661860
2005-11-07,7661517862
2005-11-08,7650094938
2005-11-09,7720264324
2005-11-10,7764324172
2005-11-11,7685995554
2005-11-14,7548920474
2005-11-15,7529338320
2005-11-16,7522810935
2005-11-17,7550552321
2005-11-18,7620721707
2005-11-21,7659886015
2005-11-22,7589716629
2005-11-23,7677836323
2005-11-25,7661517862
2005-11-28,7570134475
2005-11-29,7602771399
2005-11-30,7563607090
2005-12-01,7555447859
2005-12-02,7671308939
2005-12-05,7539129397
2005-12-06,7516283551
2005-12-07,7650094938
2005-12-08,7669677093
2005-12-09,7717000632
2005-12-12,7718632478
2005-12-13,7707209555
2005-12-14,7656622323
2005-12-15,7602771399
2005-12-16,7632144630
2005-12-19,7743110171
2005-12-20,7754533094
2005-12-21,7748005710
2005-12-22,7751269402
2005-12-23,7837757250
2005-12-27,7808384019
2005-12-28,7852443866
2005-12-29,7832861712
2005-12-30,7836125404
2006-01-03,7901399251
2006-01-04,8087429717
2006-01-05,8017260331
2006-01-06,8090693410
2006-01-09,8155967257
2006-01-10,8045001716
2006-01-11,8121698487
2006-01-12,8082534179
2006-01-13,8074374948
2006-01-17,8085797871
2006-01-18,8077638640
2006-01-19,8160862796
2006-01-20,8061320178
2006-01-23,8077638640
2006-01-24,7974832330
2006-01-25,7938931714
2006-01-26,7938931714
2006-01-27,7919349560
2006-01-30,7885080790
2006-01-31,7888344482
2006-02-01,7873657866
2006-02-02,8200027104
2006-02-03,8149439872
2006-02-06,8049897255
2006-02-07,7947090945
2006-02-08,7994414484
2006-02-09,7979727869
2006-02-10,7999310023
2006-02-13,8069479409
2006-02-14,8157599103
2006-02-15,8165758334
2006-02-16,8139648795
2006-02-17,7994414484
2006-02-21,7911190329
2006-02-22,8023787716
2006-02-23,7940563560
2006-02-24,7934036175
2006-02-27,7903031098
2006-02-28,7845916481
2006-03-01,7929140637
2006-03-02,7901399251
2006-03-03,7872026020
2006-03-06,7749637556
2006-03-07,7770851556
2006-03-08,7788801864
2006-03-09,7694154785
2006-03-10,7783906326
2006-03-13,7718632478
2006-03-14,7800224788
2006-03-15,7832861712
2006-03-16,7555447859
2006-03-17,7490174012
2006-03-20,7359626316
2006-03-21,7300879854
2006-03-22,7279665853
2006-03-23,7289456930
2006-03-24,7323725700
2006-03-27,7356362624
2006-03-28,7300879854
2006-03-29,7318830162
2006-03-30,7292720623
2006-03-31,7229193343
2006-04-03,7196855193
2006-04-04,7180686118
2006-04-05,7321357069
2006-04-06,7403819350
2006-04-07,7340759959
2006-04-10,7358545941
2006-04-11,7280934382
2006-04-12,7276083660
2006-04-13,7243745510
2006-04-17,7177452303
2006-04-18,7098223837
2006-04-19,7043248982
2006-04-20,7015761555
2006-04-21,7044865890
2006-04-24,7204939730
2006-04-25,7316506347
2006-04-26,7407053165
2006-04-27,7426456055
2006-04-28,7450709667
2006-05-01,7441008222
2006-05-02,7492749262
2006-05-03,7483047817
2006-05-04,7596231341
2006-05-05,7638270935
2006-05-08,7665758362
2006-05-09,7547724116
2006-05-10,7578445358
2006-05-11,7481430909
2006-05-12,7536405764
2006-05-15,7599465156
2006-05-16,7515385967
2006-05-17,7395734813
2006-05-18,7263148400
2006-05-19,7258297677
2006-05-22,7246979325
2006-05-23,7221108805
2006-05-24,7368247386
2006-05-25,7408670073
2006-05-26,7513769059
2006-05-30,7518619782
2006-05-31,7483047817
2006-06-01,7547724116
2006-06-02,7500833799
2006-06-05,7497599984
2006-06-06,7505684522
2006-06-07,7596231341
2006-06-08,7567127006
2006-06-09,7568743913
2006-06-12,7528321226
2006-06-13,7518619782
2006-06-14,7523470504
2006-06-15,7601082063
2006-06-16,7599465156
2006-06-19,7578445358
2006-06-20,7366630478
2006-06-21,7347227589
2006-06-22,7266382215
2006-06-23,7209790453
2006-06-26,7187153748
2006-06-27,7010910833
2006-06-28,6996358665
2006-06-29,7043248982
2006-06-30,7004299311
2006-07-03,7069244135
2006-07-05,7028653620
2006-07-06,6966956037
2006-07-07,6916623798
2006-07-10,6915000177
2006-07-11,6957214313
2006-07-12,6884151386
2006-07-13,6791605011
2006-07-14,6768874323
2006-07-17,6817582941
2006-07-18,6783486908
2006-07-19,6856549836
2006-07-20,6866291559
2006-07-21,6806217597
2006-07-24,6960461555
2006-07-25,6903634833
2006-07-26,6833819147
2006-07-27,6830571906
2006-07-28,6957214313
2006-07-31,6937730866
2006-08-01,6876033283
2006-08-02,6949096210
2006-08-03,6866291559
2006-08-04,6799723114
2006-08-07,6715294842
2006-08-08,6653597259
2006-08-09,6640608294
2006-08-10,6963708796
2006-08-11,7035148103
2006-08-14,6971826899
2006-08-15,7065996894
2006-08-16,7111458271
2006-08-17,7161790510
2006-08-18,7103340168
2006-08-21,7104963789
2006-08-22,7046513447
2006-08-23,7031900861
2006-08-24,7053007929
2006-08-25,7126070857
2006-08-28,7283562056
2006-08-29,7309539986
2006-08-30,7296551021
2006-08-31,7382602913
2006-09-01,7632640487
2006-09-05,7575813766
2006-09-06,7507621700
2006-09-07,7484891012
2006-09-08,7480020150
2006-09-11,7452418599
2006-09-12,7483267391
2006-09-13,7473525667
2006-09-14,7486514632
2006-09-15,7527105147
2006-09-18,7455665841
2006-09-19,7476772909
2006-09-20,7579061007
2006-09-21,7580684628
2006-09-22,7554706698
2006-09-25,7653747555
2006-09-26,7734928586
2006-09-27,7734928586
2006-09-28,7760906515
2006-09-29,7782013583
2006-10-02,7742853029
2006-10-03,7754191935
2006-10-04,7763910997
2006-10-05,7896738183
2006-10-06,7896738183
2006-10-09,7885399277
2006-10-10,7919415995
2006-10-11,7908077089
2006-10-12,7964771620
2006-10-13,7929135058
2006-10-16,7955052558
2006-10-17,7864341309
2006-10-18,7968011307
2006-10-19,7966391464
2006-10-20,7929135058
2006-10-23,7959912089
2006-10-24,7896738183
2006-10-25,7964771620
2006-10-26,7992308963
2006-10-27,7985829588
2006-10-30,7968011307
2006-10-31,8011747088
2006-11-01,7955052558
2006-11-02,7953432714
2006-11-03,7985829588
2006-11-06,8155913180
2006-11-07,8108937712
2006-11-08,8133235368
2006-11-09,8121896462
2006-11-10,8121896462
2006-11-13,8052243181
2006-11-14,8037664588
2006-11-15,8055482869
2006-11-16,8074920994
2006-11-17,8018226463
2006-11-20,7956672401
2006-11-21,7940473964
2006-11-22,7899977871
2006-11-24,7909696933
2006-11-27,7844903184
2006-11-28,7817365840
2006-11-29,7922655683
2006-11-30,7914556464
2006-12-01,7955052558
2006-12-04,7956672401
2006-12-05,8128375837
2006-12-06,8129995680
2006-12-07,8100838493
2006-12-08,8180210836
2006-12-11,8154293336
2006-12-12,8210987867
2006-12-13,8207748179
2006-12-14,8236905367
2006-12-15,8168871930
2006-12-18,8147813961
2006-12-19,8178590992
2006-12-20,8078160681
2006-12-21,8047383650
2006-12-22,7974490682
2006-12-26,8036044744
2006-12-27,8164012399
2006-12-28,8173731461
2006-12-29,8089499587
2007-01-03,8134912782
2007-01-04,8157740759
2007-01-05,8128390502
2007-01-08,8139804491
2007-01-09,8152849050
2007-01-10,8465918453
2007-01-11,8503421559
2007-01-12,8470810162
2007-01-16,8553969223
2007-01-17,8591472328
2007-01-18,8596364038
2007-01-19,8601255747
2007-01-22,8633867143
2007-01-23,8653433981
2007-01-24,8643650562
2007-01-25,8601255747
2007-01-26,8540924664
2007-01-29,8505052128
2007-01-30,8072951129
2007-01-31,7962072382
2007-02-01,7885435601
2007-02-02,8006097767
2007-02-05,8004467197
2007-02-06,8007728336
2007-02-07,7978378080
2007-02-08,7965333521
2007-02-09,7957180672
2007-02-12,7828365657
2007-02-13,7896849589
2007-02-14,7955550102
2007-02-15,7891957880
2007-02-16,7981639219
2007-02-20,8043600872
2007-02-21,7983269789
2007-02-22,7960441812
2007-02-23,7922938706
2007-02-26,7911524718
2007-02-27,7622913861
2007-02-28,7388111809
2007-03-01,7337564145
2007-03-02,7321258446
2007-03-05,7247882805
2007-03-06,7256035654
2007-03-07,7202226850
2007-03-08,7195704571
2007-03-09,7212010269
2007-03-12,7215271409
2007-03-13,7027755881
2007-03-14,7044061579
2007-03-15,7109284371
2007-03-16,7107653801
2007-03-19,7158201465
2007-03-20,7179398873
2007-03-21,7247882805
2007-03-22,7256035654
2007-03-23,7269080212
2007-03-26,7285385911
2007-03-27,7256035654
2007-03-28,7254405084
2007-03-29,7272341352
2007-03-30,7285385911
2007-04-02,7277080742
2007-04-03,7301445968
2007-04-04,7203985065
2007-04-05,7212106807
2007-04-09,7111397207
2007-04-10,7171498097
2007-04-11,7156878962
2007-04-12,7182868536
2007-04-13,7283578135
2007-04-16,7322562497
2007-04-17,7333932935
2007-04-18,7333932935
2007-04-19,7340430329
2007-04-20,7379414690
2007-04-23,7350176419
2007-04-24,7333932935
2007-04-25,7065915453
2007-04-26,7030179788
2007-04-27,7028555440
2007-04-30,7033428485
2007-05-01,7030179788
2007-05-02,7082158936
2007-05-03,7057793711
2007-05-04,7012311956
2007-05-07,6872617995
2007-05-08,6987946730
2007-05-09,6909978008
2007-05-10,6830384937
2007-05-11,6905104963
2007-05-14,6913226705
2007-05-15,6981449337
2007-05-16,7145508523
2007-05-17,7229974639
2007-05-18,7314440755
2007-05-21,7369668600
2007-05-22,7320938148
2007-05-23,7298197271
2007-05-24,7216979852
2007-05-25,7272207697
2007-05-29,7247842471
2007-05-30,7342054677
2007-05-31,7410277309
2007-06-01,7554844315
2007-06-04,7606823463
2007-06-05,7525606044
2007-06-06,7462256457
2007-06-07,7428145141
2007-06-08,7411901657
2007-06-11,7359922509
2007-06-12,7255964213
2007-06-13,7382663387
2007-06-14,7350176419
2007-06-15,7428145141
2007-06-18,7348552071
2007-06-19,7330684238
2007-06-20,7252715516
2007-06-21,7303070316
2007-06-22,7177995491
2007-06-25,7156878962
2007-06-26,7111397207
2007-06-27,7166625052
2007-06-28,7447637322
2007-06-29,7421647748
2007-07-02,7507914596
2007-07-03,7463731141
2007-07-05,7578280840
2007-07-06,7633919266
2007-07-09,7570098719
2007-07-10,7427729806
2007-07-11,7504641748
2007-07-12,7627373569
2007-07-13,7683011994
2007-07-16,7691194116
2007-07-17,7647010660
2007-07-18,7723922601
2007-07-19,7720649753
2007-07-20,7666647751
2007-07-23,7673193448
2007-07-24,7206812529
2007-07-25,7164265497
2007-07-26,6751886579
2007-07-27,6714248820
2007-07-30,6766614397
2007-07-31,6704430275
2007-08-01,6660246819
2007-08-02,6753523003
2007-08-03,6598062696
2007-08-06,6616063364
2007-08-07,6566970635
2007-08-08,6544060695
2007-08-09,6545697120
2007-08-10,6526060028
2007-08-13,6617699788
2007-08-14,6534242150
2007-08-15,6382054692
2007-08-16,6355871903
2007-08-17,6303506326
2007-08-20,6270777840
2007-08-21,6259322871
2007-08-22,6364054024
2007-08-23,6498240815
2007-08-24,6547333544
2007-08-27,6545697120
2007-08-28,6570243484
2007-08-29,6748613730
2007-08-30,6719158093
2007-08-31,6725703790
2007-09-04,6846799187
2007-09-05,6805888580
2007-09-06,6881164097
2007-09-07,6794433610
2007-09-10,6732249487
2007-09-11,6676611062
2007-09-12,6688066032
2007-09-13,6843526338
2007-09-14,6933529674
2007-09-17,7015350888
2007-09-18,7128264163
2007-09-19,7087353556
2007-09-20,6951530341
2007-09-21,6904074037
2007-09-24,6935166098
2007-09-25,6917165431
2007-09-26,6923711128
2007-09-27,6871345551
2007-09-28,6872981976
2007-10-01,6909736051
2007-10-02,6898419216
2007-10-03,6859618640
2007-10-04,6848301805
2007-10-05,6992187277
2007-10-08,6969553607
2007-10-09,6998654040
2007-10-10,7019671019
2007-10-11,6880635619
2007-10-12,6898419216
2007-10-15,6835368279
2007-10-16,7425460385
2007-10-17,7393126571
2007-10-18,7152239656
2007-10-19,6925902958
2007-10-22,6830518207
2007-10-23,6877402237
2007-10-24,6856385258
2007-10-25,7045538070
2007-10-26,7100505554
2007-10-29,7081105266
2007-10-30,7163556491
2007-10-31,7276724840
2007-11-01,7134456059
2007-11-02,7199123687
2007-11-05,7174873326
2007-11-06,7244391026
2007-11-07,7126372605
2007-11-08,7191040233
2007-11-09,7014820947
2007-11-12,7022904400
2007-11-13,7200740377
2007-11-14,7142539512
2007-11-15,7144156203
2007-11-16,7254091170
2007-11-19,7203973759
2007-11-20,7229840810
2007-11-21,7137689440
2007-11-23,7187806852
2007-11-26,7048771452
2007-11-27,7170023254
2007-11-28,7157089728
2007-11-29,7082721956
2007-11-30,7024521091
2007-12-03,6937219793
2007-12-04,6974403679
2007-12-05,7090805410
2007-12-06,7161939801
2007-12-07,7050388142
2007-12-10,7077871884
2007-12-11,6951770010
2007-12-12,7048771452
2007-12-13,7102122245
2007-12-14,7058471596
2007-12-17,6943686556
2007-12-18,7034221235
2007-12-19,6984103824
2007-12-20,7018054328
2007-12-21,7071405121
2007-12-24,7218523975
2007-12-26,7203973759
2007-12-27,7165173182
2007-12-28,7223374047
2007-12-31,7321056540
2008-01-02,7055930519
2008-01-03,7016893559
2008-01-04,6979483139
2008-01-07,7044544740
2008-01-08,6860745720
2008-01-09,6839600700
2008-01-10,6826588380
2008-01-11,6742008300
2008-01-14,6844480320
2008-01-15,6807069900
2008-01-16,6758273700
2008-01-17,6564715440
2008-01-18,6444351480
2008-01-22,6328867140
2008-01-23,6356518320
2008-01-24,6454110720
2008-01-25,6361397940
2008-01-28,6519172320
2008-01-29,6623270880
2008-01-30,6668814000
2008-01-31,6623270880
2008-02-01,6764779860
2008-02-04,6807069900
2008-02-05,6750141000
2008-02-06,6790804500
2008-02-07,6816829140
2008-02-08,6844480320
2008-02-11,6847733400
2008-02-12,6846106860
2008-02-13,6933940020
2008-02-14,6881890740
2008-02-15,6946952340
2008-02-19,6942072720
2008-02-20,7036412040
2008-02-21,6932313480
2008-02-22,6907915380
2008-02-25,6990868920
2008-02-26,7098220559
2008-02-27,7051050900
2008-02-28,6994122000
2008-02-29,6794057580
2008-03-03,6877011120
2008-03-04,6899782680
2008-03-05,6994122000
2008-03-06,6803816820
2008-03-07,6753394080
2008-03-10,6649295520
2008-03-11,6707850960
2008-03-12,6837974160
2008-03-13,6808696440
2008-03-14,6789177960
2008-03-17,6717610200
2008-03-18,6981109679
2008-03-19,6899782680
2008-03-20,6847733400
2008-03-24,6959964660
2008-03-25,6994122000
2008-03-26,6860745720
2008-03-27,6820082220
2008-03-28,6706224420
2008-03-31,6844059150
2008-04-01,6923887500
2008-04-02,6979278600
2008-04-03,6989053499
2008-04-04,6989053499
2008-04-07,6982536900
2008-04-08,6904337700
2008-04-09,6813105300
2008-04-10,6853834050
2008-04-11,6747939300
2008-04-14,6746310150
2008-04-15,6712098000
2008-04-16,6910854300
2008-04-17,6972762000
2008-04-18,7174776600
2008-04-21,7178034900
2008-04-22,7054219500
2008-04-23,7134047850
2008-04-24,7254604950
2008-04-25,7241571750
2008-04-28,7262750700
2008-04-29,7344208200
2008-04-30,7316512649
2008-05-01,7536447900
2008-05-02,7472911050
2008-05-05,7404486750
2008-05-06,7528302150
2008-05-07,7463136150
2008-05-08,7619534550
2008-05-09,7552739400
2008-05-12,7697733750
2008-05-13,7714025250
2008-05-14,7691217150
2008-05-15,7766158049
2008-05-16,7725429299
2008-05-19,7728687600
2008-05-20,7658634150
2008-05-21,7624422000
2008-05-22,7852503000
2008-05-23,7904635800
2008-05-27,7930702200
2008-05-28,7771045500
2008-05-29,7673296500
2008-05-30,7673296500
2008-06-02,7665150750
2008-06-03,7627680300
2008-06-04,7544593650
2008-06-05,7580434950
2008-06-06,7526673000
2008-06-09,7582064100
2008-06-10,7653746700
2008-06-11,7472911050
2008-06-12,7512010650
2008-06-13,7573918350
2008-06-16,7567401750
2008-06-17,7536447900
2008-06-18,7355612249
2008-06-19,7287187950
2008-06-20,7207359600
2008-06-23,7208988750
2008-06-24,7125902100
2008-06-25,7140564450
2008-06-26,6971132850
2008-06-27,6826138500
2008-06-30,6752160840
2008-07-01,489263459
2008-07-02,481136160
2008-07-03,476259779
2008-07-07,500641680
2008-07-08,539652720
2008-07-09,528274500
2008-07-10,521772660
2008-07-11,521772660
2008-07-14,551030940
2008-07-15,520147200
2008-07-16,504434420
2008-07-17,471925220
2008-07-18,476801600
2008-07-21,465423380
2008-07-22,479510700
2008-07-23,498474399
2008-07-24,461088820
2008-07-25,404197720
2008-07-28,397695880
2008-07-29,379274000
2008-07-30,377648540
2008-07-31,374939440
2008-08-01,357059380
2008-08-04,355433920
2008-08-05,371688520
2008-08-06,363019400
2008-08-07,359226660
2008-08-08,372772160
2008-08-11,373313980
2008-08-12,380899460
2008-08-13,378732180
2008-08-14,389568580
2008-08-15,392819500
2008-08-18,385775840
2008-08-19,383066740
2008-08-20,377648540
2008-08-21,380357640
2008-08-22,386859480
2008-08-25,393361320
2008-08-26,386859480
2008-08-27,391194040
2008-08-28,401488620
2008-08-29,393903140
2008-09-02,370604880
2008-09-03,366812140
2008-09-04,373313980
2008-09-05,373313980
2008-09-08,391735860
2008-09-09,398779520
2008-09-10,391735860
2008-09-11,404197720
2008-09-12,392277680
2008-09-15,379815820
2008-09-16,380899460
2008-09-17,386859480
2008-09-18,392277680
2008-09-19,394444960
2008-09-22,399321340
2008-09-23,381983100
2008-09-24,380899460
2008-09-25,412325020
2008-09-26,405281360
2008-09-29,403655900
2008-09-30,378761110
2008-10-01,379832570
2008-10-02,387332790
2008-10-03,370725160
2008-10-06,366975050
2008-10-07,326259570
2008-10-08,307509020
2008-10-09,261971969
2008-10-10,258757590
2008-10-13,263043430
2008-10-14,263579160
2008-10-15,265186350
2008-10-16,251793100
2008-10-17,260364780
2008-10-20,268936460
2008-10-21,259829049
2008-10-22,253936020
2008-10-23,246971530
2008-10-24,233042549
2008-10-27,232506820
2008-10-28,251793100
2008-10-29,243757150
2008-10-30,240542770
2008-10-31,249114450
2008-11-03,246435799
2008-11-04,237864120
2008-11-05,255543209
2008-11-06,221256490
2008-11-07,204113130
2008-11-10,192862800
2008-11-11,183219660
2008-11-12,177326630
2008-11-13,170362140
2008-11-14,173576520
2008-11-17,165004840
2008-11-18,180541010
2008-11-19,170362140
2008-11-20,158576080
2008-11-21,144111370
2008-11-24,162326190
2008-11-25,154825970
2008-11-26,154290240
2008-11-28,156968890
2008-12-01,130182390
2008-12-02,116789140
2008-12-03,124825090
2008-12-04,124289359
2008-12-05,117860600
2008-12-08,124289359
2008-12-09,126968010
2008-12-10,111967569
2008-12-11,113574760
2008-12-12,98574320
2008-12-15,90002640
2008-12-16,93217020
2008-12-17,95359940
2008-12-18,88395450
2008-12-19,121610710
2008-12-22,100717240
2008-12-23,96967130
2008-12-24,102860160
2008-12-26,103931620
2008-12-29,92681290
2008-12-30,108753189
2008-12-31,118396330
2009-01-02,125360819
2009-01-05,112503300
2009-01-06,122146439
2009-01-07,116253410
2009-01-08,114110490
2009-01-09,109288920
2009-01-12,101252970
2009-01-13,106074540
2009-01-14,107146000
2009-01-15,106610270
2009-01-16,107681729
2009-01-20,107681729
2009-01-21,106610270
2009-01-22,95895670
2009-01-23,93217020
2009-01-26,106074540
2009-01-27,96431400
2009-01-28,96431400
2009-01-29,94824210
2009-01-30,86252530
2009-02-02,83573880
2009-02-03,92145560
2009-02-04,84109610
2009-02-05,79823770
2009-02-06,86788260
2009-02-09,93217020
2009-02-10,91609830
2009-02-11,85181070
2009-02-12,89466910
2009-02-13,84109610
2009-02-17,84109610
2009-02-18,80359500
2009-02-19,75537930
2009-02-20,75002200
2009-02-23,71252090
2009-02-24,63216140
2009-02-25,63216140
2009-02-26,58930300
2009-02-27,61073219
2009-03-02,53037270
2009-03-03,55180190
2009-03-04,49822890
2009-03-05,46072780
2009-03-06,42322670
2009-03-09,38572560
2009-03-10,45537050
2009-03-11,44465590
2009-03-12,64287600
2009-03-13,72859280
2009-03-16,76609390
2009-03-17,80359500
2009-03-18,103395890
2009-03-19,84109610
2009-03-20,90538370
2009-03-23,97502860
2009-03-24,94288480
2009-03-25,86252530
2009-03-26,90538370
2009-03-27,89466910
2009-03-30,63751870
2009-03-31,72408600
2009-04-01,91717560
2009-04-02,100299320
2009-04-03,93863000
2009-04-06,94399360
2009-04-07,99226600
2009-04-08,85817600
2009-04-09,112099239
2009-04-13,99226600
2009-04-14,101372040
2009-04-15,102981120
2009-04-16,106199280
2009-04-17,103517480
2009-04-20,87426680
2009-04-21,94935720
2009-04-22,101372040
2009-04-23,93326640
2009-04-24,91717560
2009-04-27,87426680
2009-04-28,85817600
2009-04-29,109417440
2009-04-30,105662920
2009-05-01,113708320
2009-05-04,101372040
2009-05-05,93863000
2009-05-06,97081160
