,HUM
2004-09-03,3065129808
2004-09-07,3101714128
2004-09-08,3057176694
2004-09-09,3101714128
2004-09-10,3101714128
2004-09-13,3125573467
2004-09-14,3136707826
2004-09-15,3101714128
2004-09-16,3109667241
2004-09-17,3093761015
2004-09-20,3053995449
2004-09-21,3093761015
2004-09-22,3044451713
2004-09-23,3015820506
2004-09-24,3055586072
2004-09-27,3088989147
2004-09-28,3154204675
2004-09-29,3147842184
2004-09-30,3160722593
2004-10-01,3227164209
2004-10-04,3225582266
2004-10-05,3211344777
2004-10-06,3187615628
2004-10-07,3151230934
2004-10-08,3099026807
2004-10-11,3083207374
2004-10-12,3081625431
2004-10-13,3045240737
2004-10-14,3062642112
2004-10-15,3023093531
2004-10-18,3037331020
2004-10-19,2850661718
2004-10-20,2844333945
2004-10-21,2793711761
2004-10-22,2864899207
2004-10-25,2856989491
2004-10-26,2947160256
2004-10-27,3038912964
2004-10-28,3024675474
2004-10-29,3029421304
2004-11-01,3219254493
2004-11-02,3114846239
2004-11-03,3367957157
2004-11-04,3564118119
2004-11-05,3543552857
2004-11-08,3522987595
2004-11-09,3608412530
2004-11-10,3565700062
2004-11-11,3586265325
2004-11-12,3638469452
2004-11-15,3722312443
2004-11-16,3687509692
2004-11-17,3714402727
2004-11-18,3698583295
2004-11-19,3681181919
2004-11-22,3692255522
2004-11-23,3747623535
2004-11-24,3788754059
2004-11-26,3826720697
2004-11-29,3915309519
2004-11-30,3926383121
2004-12-01,4291812010
2004-12-02,4215878734
2004-12-03,4179494040
2004-12-06,4321868931
2004-12-07,4302885612
2004-12-08,4378818888
2004-12-09,4404129980
2004-12-10,4475317425
2004-12-13,4571815963
2004-12-14,4748993606
2004-12-15,4745829720
2004-12-16,4671478387
2004-12-17,4706281139
2004-12-20,4636675636
2004-12-21,4657240898
2004-12-22,4654077012
2004-12-23,4657240898
2004-12-27,4617692317
2004-12-28,4690461706
2004-12-29,4698371422
2004-12-30,4726846401
2004-12-31,4801457744
2005-01-03,4715746306
2005-01-04,4706043124
2005-01-05,4803074941
2005-01-06,4793371759
2005-01-07,4757793426
2005-01-10,4956708651
2005-01-11,5042420090
2005-01-12,5092553195
2005-01-13,5242952511
2005-01-14,5378797055
2005-01-18,5378797055
2005-01-19,5327046753
2005-01-20,5242952511
2005-01-21,5314109177
2005-01-24,5284999632
2005-01-25,5304405996
2005-01-26,5338367131
2005-01-27,5417609782
2005-01-28,5435398948
2005-01-31,5542133947
2005-02-01,5631079779
2005-02-02,5603587431
2005-02-03,5538899553
2005-02-04,5603587431
2005-02-07,5522727584
2005-02-08,5529196372
2005-02-09,5372328267
2005-02-10,5344835919
2005-02-11,5404672206
2005-02-14,5357773495
2005-02-15,5346453116
2005-02-16,5403055009
2005-02-17,5445102130
2005-02-18,5394969025
2005-02-22,5126514331
2005-02-23,5239718118
2005-02-24,5361007889
2005-02-25,5390117434
2005-02-28,5380414252
2005-03-01,5493618039
2005-03-02,5516258796
2005-03-03,5538899553
2005-03-04,5637548567
2005-03-07,5584181068
2005-03-08,5461274100
2005-03-09,5393351828
2005-03-10,5412758191
2005-03-11,5458039706
2005-03-14,5519493190
2005-03-15,5466125691
2005-03-16,5458039706
2005-03-17,5399820616
2005-03-18,5163709861
2005-03-21,5103873574
2005-03-22,5048888877
2005-03-23,5008458954
2005-03-24,5086084407
2005-03-28,5050506074
2005-03-29,5152389482
2005-03-30,5309257586
2005-03-31,5200598496
2005-04-01,5303177614
2005-04-04,5285266975
2005-04-05,5444834493
2005-04-06,5536015932
2005-04-07,5615799691
2005-04-08,5550670091
2005-04-11,5537644171
2005-04-12,5550670091
2005-04-13,5545785371
2005-04-14,5330857694
2005-04-15,5265728095
2005-04-18,5141981856
2005-04-19,5295036414
2005-04-20,5128955937
2005-04-21,5107788817
2005-04-22,5041030978
2005-04-25,5164777216
2005-04-26,5234791535
2005-04-27,5347140094
2005-04-28,5275497535
2005-04-29,5641851530
2005-05-02,5659762170
2005-05-03,5601145531
2005-05-04,5718378809
2005-05-05,5693955210
2005-05-06,5711865849
2005-05-09,5915395847
2005-05-10,5943075927
2005-05-11,5939819447
2005-05-12,5843753288
2005-05-13,5648364490
2005-05-16,5775367209
2005-05-17,5825842648
2005-05-18,5938191207
2005-05-19,5949588886
2005-05-20,5910511127
2005-05-23,5915395847
2005-05-24,5903998167
2005-05-25,5890972247
2005-05-26,5967499526
2005-05-27,6006577286
2005-05-31,5920280567
2005-06-01,6060309205
2005-06-02,6094502245
2005-06-03,6151490644
2005-06-06,6221504963
2005-06-07,6214992003
2005-06-08,6105899925
2005-06-09,6278493362
2005-06-10,6211735523
2005-06-13,6280121602
2005-06-14,6428291441
2005-06-15,6333853522
2005-06-16,6307801682
2005-06-17,6418522001
2005-06-20,6412009041
2005-06-21,6306173442
2005-06-22,6317571122
2005-06-23,6263839203
2005-06-24,6146605924
2005-06-27,6162888324
2005-06-28,6299660482
2005-06-29,6405496081
2005-06-30,6414172983
2005-07-01,6351225639
2005-07-05,6398032639
2005-07-06,6703085153
2005-07-07,6795085118
2005-07-08,6738593912
2005-07-11,6691786912
2005-07-12,6680488671
2005-07-13,6674032533
2005-07-14,6575576430
2005-07-15,6622383430
2005-07-18,6748278119
2005-07-19,6632067637
2005-07-20,6530383465
2005-07-21,6188208157
2005-07-22,6280208122
2005-07-25,6214032709
2005-07-26,6246313398
2005-07-27,6181752020
2005-07-28,6368980018
2005-07-29,6431927362
2005-08-01,6879014911
2005-08-02,6967786806
2005-08-03,7037190289
2005-08-04,7022663978
2005-08-05,6785400911
2005-08-08,6812839497
2005-08-09,7021049944
2005-08-10,7195365667
2005-08-11,7366453321
2005-08-12,7385821734
2005-08-15,7364839286
2005-08-16,7318032286
2005-08-17,7376137527
2005-08-18,7376137527
2005-08-19,7443926975
2005-08-22,7529470802
2005-08-23,7485891871
2005-08-24,7506874319
2005-08-25,7553681319
2005-08-26,7563365526
2005-08-29,7537540974
2005-08-30,7676347939
2005-08-31,7773190007
2005-09-01,7719926870
2005-09-02,7719926870
2005-09-06,7745751421
2005-09-07,7987856592
2005-09-08,7960418006
2005-09-09,8075014453
2005-09-12,7858733834
2005-09-13,7666663732
2005-09-14,7711856697
2005-09-15,7903926799
2005-09-16,7928137316
2005-09-19,7763505800
2005-09-20,7573049733
2005-09-21,7640839180
2005-09-22,7652137422
2005-09-23,7715084766
2005-09-26,7815154903
2005-09-27,7979786419
2005-09-28,7918453109
2005-09-29,7842593489
2005-09-30,7657255491
2005-10-03,7756409593
2005-10-04,7570895467
2005-10-05,7300620576
2005-10-06,7292624277
2005-10-07,7286227238
2005-10-10,7339002809
2005-10-11,7319811692
2005-10-12,7095915333
2005-10-13,6987165672
2005-10-14,7177477578
2005-10-17,7300620576
2005-10-18,7294223537
2005-10-19,7494131001
2005-10-20,7351796886
2005-10-21,7345399848
2005-10-24,7324609471
2005-10-25,7100713112
2005-10-26,6856026376
2005-10-27,6734482638
2005-10-28,7023948646
2005-10-31,7099113852
2005-11-01,7001559010
2005-11-02,6830438221
2005-11-03,6897607129
2005-11-04,6872018973
2005-11-07,7009555308
2005-11-08,6996761231
2005-11-09,6878416012
2005-11-10,7067128658
2005-11-11,7049536801
2005-11-14,7097514592
2005-11-15,7084720515
2005-11-16,7078323476
2005-11-17,7204664993
2005-11-18,7203065733
2005-11-21,7422164314
2005-11-22,7458947287
2005-11-23,7434958391
2005-11-25,7457348027
2005-11-28,7254242044
2005-11-29,7342201328
2005-11-30,7329407250
2005-12-01,7646060673
2005-12-02,7697236984
2005-12-05,7750012554
2005-12-06,7871556292
2005-12-07,7658854751
2005-12-08,7785196268
2005-12-09,7889148149
2005-12-12,7761207372
2005-12-13,7598082882
2005-12-14,7694038464
2005-12-15,7642862154
2005-12-16,7543708052
2005-12-19,7462145806
2005-12-20,7652457712
2005-12-21,7727622918
2005-12-22,8842306936
2005-12-23,8823115820
2005-12-27,8709568380
2005-12-28,8789531366
2005-12-29,8802325443
2005-12-30,8688778004
2006-01-03,9156122839
2006-01-04,9335043131
2006-01-05,9431889895
2006-01-06,9369514013
2006-01-09,9410550777
2006-01-10,9308779602
2006-01-11,9318628425
2006-01-12,9331760190
2006-01-13,9279233132
2006-01-17,9136425192
2006-01-18,9466360777
2006-01-19,9346533425
2006-01-20,9057634605
2006-01-23,8855733725
2006-01-24,9055993134
2006-01-25,9138066663
2006-01-26,9011673429
2006-01-27,9200442544
2006-01-30,9257894014
2006-01-31,9154481368
2006-02-01,9284157543
2006-02-02,9356382249
2006-02-03,9011673429
2006-02-06,8829470196
2006-02-07,8673530491
2006-02-08,8425668435
2006-02-09,8450290494
2006-02-10,8346877848
2006-02-13,8276294613
2006-02-14,8479836964
2006-02-15,8519232258
2006-02-16,8625927845
2006-02-17,8808131078
2006-02-21,8923034018
2006-02-22,8872148430
2006-02-23,8867224019
2006-02-24,8732623432
2006-02-27,8721133138
2006-02-28,8481478435
2006-03-01,8445366082
2006-03-02,8361651083
2006-03-03,8348519319
2006-03-06,8172881968
2006-03-07,8279577555
2006-03-08,8208994320
2006-03-09,8028432557
2006-03-10,8254955496
2006-03-13,8092449910
2006-03-14,8043205793
2006-03-15,8049771675
2006-03-16,8307482554
2006-03-17,8488044317
2006-03-20,8529081081
2006-03-21,8450290494
2006-03-22,8443724612
2006-03-23,8287784907
2006-03-24,8552061669
2006-03-27,8862299607
2006-03-28,8844243431
2006-03-29,8655474315
2006-03-30,8611154610
2006-03-31,8566537818
2006-04-03,8470540528
2006-04-04,8550267091
2006-04-05,8312714475
2006-04-06,8167905004
2006-04-07,8107703313
2006-04-10,8039366260
2006-04-11,7696053918
2006-04-12,7782288771
2006-04-13,7779034626
2006-04-17,7647241737
2006-04-18,7759509753
2006-04-19,7733476590
2006-04-20,7925471170
2006-04-21,8068653568
2006-04-24,8005197733
2006-04-25,7728595372
2006-04-26,7526838356
2006-04-27,7059868488
2006-04-28,7351114503
2006-05-01,7315318904
2006-05-02,7341352067
2006-05-03,6799536855
2006-05-04,6775130764
2006-05-05,6801163927
2006-05-08,6768622473
2006-05-09,7001293871
2006-05-10,7321827195
2006-05-11,7289285740
2006-05-12,7308810613
2006-05-15,7351114503
2006-05-16,7650495882
2006-05-17,7772526335
2006-05-18,7801813644
2006-05-19,7777407553
2006-05-22,7896183861
2006-05-23,8135363550
2006-05-24,7992181151
2006-05-25,8132109404
2006-05-26,8102822095
2006-05-30,8075161859
2006-05-31,8237869130
2006-06-01,8424982492
2006-06-02,8387559820
2006-06-05,8298070821
2006-06-06,8244377421
2006-06-07,8324103984
2006-06-08,8317595693
2006-06-09,8437999074
2006-06-12,8119092822
2006-06-13,8263902294
2006-06-14,8039366260
2006-06-15,8169532076
2006-06-16,8185802804
2006-06-19,8216717185
2006-06-20,8130482331
2006-06-21,8254139857
2006-06-22,8436372001
2006-06-23,8555148309
2006-06-26,8514471491
2006-06-27,8517725636
2006-06-28,8527488073
2006-06-29,8747142888
2006-06-30,8813332497
2006-07-03,8834668311
2006-07-05,8878981156
2006-07-06,9115316329
2006-07-07,9072644701
2006-07-10,9067721052
2006-07-11,9279437977
2006-07-12,9343445420
2006-07-13,9184247422
2006-07-14,9162911607
2006-07-17,9044744021
2006-07-18,9161270391
2006-07-19,9423865028
2006-07-20,9215430535
2006-07-21,9093980515
2006-07-24,9139934577
2006-07-25,9371346100
2006-07-26,9272873112
2006-07-27,8688600045
2006-07-28,8458829737
2006-07-31,9179323772
2006-08-01,9231842700
2006-08-02,9632299521
2006-08-03,9528902882
2006-08-04,9535467748
2006-08-07,9691383314
2006-08-08,9679894799
2006-08-09,9655276551
2006-08-10,9743902241
2006-08-11,9464895440
2006-08-14,9501002202
2006-08-15,9568292078
2006-08-16,9825963065
2006-08-17,9716001561
2006-08-18,9847298880
2006-08-21,10026191476
2006-08-22,10142717846
2006-08-23,9996649579
2006-08-24,10073786754
2006-08-25,9999932012
2006-08-28,10068863104
2006-08-29,10075427970
2006-08-30,10083634053
2006-08-31,9999932012
2006-09-01,10083634053
2006-09-05,10081992836
2006-09-06,10013061744
2006-09-07,9955619167
2006-09-08,10086916486
2006-09-11,10277297597
2006-09-12,10658059821
2006-09-13,10746685511
2006-09-14,10794280788
2006-09-15,10841876066
2006-09-18,10822181469
2006-09-19,11033898395
2006-09-20,11150424765
2006-09-21,11081493672
2006-09-22,10741761861
2006-09-25,10968249735
2006-09-26,10876341612
2006-09-27,10873059180
2006-09-28,10835311200
2006-09-29,10846799716
2006-10-02,10967799325
2006-10-03,11111547223
2006-10-04,11230510999
2006-10-05,11220597351
2006-10-06,10929797008
2006-10-09,10989278896
2006-10-10,10946319755
2006-10-11,10905012888
2006-10-12,10832312802
2006-10-13,10541512458
2006-10-16,10657171686
2006-10-17,10686912630
2006-10-18,10822399154
2006-10-19,10739785420
2006-10-20,10987626622
2006-10-23,10924840184
2006-10-24,10858749196
2006-10-25,10495248767
2006-10-26,10579514776
2006-10-27,10855444647
2006-10-30,10179664303
2006-10-31,9913648080
2006-11-01,9667459152
2006-11-02,9776509281
2006-11-03,9383267907
2006-11-06,9665806878
2006-11-07,9690590998
2006-11-08,9118903958
2006-11-09,8717401211
2006-11-10,8591828336
2006-11-13,8887585503
2006-11-14,8877671855
2006-11-15,8988374259
2006-11-16,9100728937
2006-11-17,8818189967
2006-11-20,8709139838
2006-11-21,8669485245
2006-11-22,8719053486
2006-11-24,8699226190
2006-11-27,8576957863
2006-11-28,8664528421
2006-11-29,8525737348
2006-11-30,8938806018
2006-12-01,8824799065
2006-12-04,8877671855
2006-12-05,9004897006
2006-12-06,9194908594
2006-12-07,9173429023
2006-12-08,9330395117
2006-12-11,9151949452
2006-12-12,9161863100
2006-12-13,8990026533
2006-12-14,9133774431
2006-12-15,9105685761
2006-12-18,9026376576
2006-12-19,9150297177
2006-12-20,9104033486
2006-12-21,9133774431
2006-12-22,9118903958
2006-12-26,9108990310
2006-12-27,9189951770
2006-12-28,9148644903
2006-12-29,9138731255
2007-01-03,9281211142
2007-01-04,9170207725
2007-01-05,8777553844
2007-01-08,8782524146
2007-01-09,8656609821
2007-01-10,8666550426
2007-01-11,8949857656
2007-01-12,9032696028
2007-01-16,8979679470
2007-01-17,9211626910
2007-01-18,9087369353
2007-01-19,9027725726
2007-01-22,8929976447
2007-01-23,8928319680
2007-01-24,8886900494
2007-01-25,8862048983
2007-01-26,8857078680
2007-01-29,8865362517
2007-01-30,9246419026
2007-01-31,9195059236
2007-02-01,9480023234
2007-02-02,9496590908
2007-02-05,9582742815
2007-02-06,9940604580
2007-02-07,10112908392
2007-02-08,9905812463
2007-02-09,9877647417
2007-02-12,9884274487
2007-02-13,9942261347
2007-02-14,10268644531
2007-02-15,10442605111
2007-02-16,10310063716
2007-02-20,10512189343
2007-02-21,10344855832
2007-02-22,10323317856
2007-02-23,10083086578
2007-02-26,10106281323
2007-02-27,9811376720
2007-02-28,9925693673
2007-03-01,10074802741
2007-03-02,9892558324
2007-03-05,9586056349
2007-03-06,9846168836
2007-03-07,9943918114
2007-03-08,10124505764
2007-03-09,9783211674
2007-03-12,9973739928
2007-03-13,9668894721
2007-03-14,9672208256
2007-03-15,9715284209
2007-03-16,9647356744
2007-03-19,9751733092
2007-03-20,9607594326
2007-03-21,9546293931
2007-03-22,9922380138
2007-03-23,10021786184
2007-03-26,10063205369
2007-03-27,9849482371
2007-03-28,9711970674
2007-03-29,9489963839
2007-03-30,9612564628
2007-04-02,9838556581
2007-04-03,10190112117
2007-04-04,10238430177
2007-04-05,10431702414
2007-04-09,10508344853
2007-04-10,10521673973
2007-04-11,10400045755
2007-04-12,10388382775
2007-04-13,10461692934
2007-04-16,10543333793
2007-04-17,10506678713
2007-04-18,10496681874
2007-04-19,10426703994
2007-04-20,10501680293
2007-04-23,10488351174
2007-04-24,10584987292
2007-04-25,10689954111
2007-04-26,10833242149
2007-04-27,10818246890
2007-04-30,10536669233
2007-05-01,10496681874
2007-05-02,10701617091
2007-05-03,10574990453
2007-05-04,10741604451
2007-05-07,10651632892
2007-05-08,10589985712
2007-05-09,10754933570
2007-05-10,10668294291
2007-05-11,10729941471
2007-05-14,10919881428
2007-05-15,10939875108
2007-05-16,10964867208
2007-05-17,10893223189
2007-05-18,10806583910
2007-05-21,10688287971
2007-05-22,10628306932
2007-05-23,10549998353
2007-05-24,10546666073
2007-05-25,10574990453
2007-05-29,10544999933
2007-05-30,10496681874
2007-05-31,10338398575
2007-06-01,10496681874
2007-06-04,10586653432
2007-06-05,10530004673
2007-06-06,10396713475
2007-06-07,10438366974
2007-06-08,10515009413
2007-06-11,10543333793
2007-06-12,10423371714
2007-06-13,10250093156
2007-06-14,10131797218
2007-06-15,10028496539
2007-06-18,10421705574
2007-06-19,10351727695
2007-06-20,10200108957
2007-06-21,10241762457
2007-06-22,10161787738
2007-06-25,10268420696
2007-06-26,10201775097
2007-06-27,10300077356
2007-06-28,10330067876
2007-06-29,10148458618
2007-07-02,10489374994
2007-07-03,10559593953
2007-07-05,10529500114
2007-07-06,10562937713
2007-07-09,10445906115
2007-07-10,10298780676
2007-07-11,10345593316
2007-07-12,10337233916
2007-07-13,10211842917
2007-07-16,10494390634
2007-07-17,10399093475
2007-07-18,11420612143
2007-07-19,11256767905
2007-07-20,11179861426
2007-07-23,11201595866
2007-07-24,10952485748
2007-07-25,10867219870
2007-07-26,10778610231
2007-07-27,10835454150
2007-07-30,10880594909
2007-07-31,10715078791
2007-08-01,10621453512
2007-08-02,11365440104
2007-08-03,10883938669
2007-08-06,10910688749
2007-08-07,10944126349
2007-08-08,10484359354
2007-08-09,9762107203
2007-08-10,10420827915
2007-08-13,10434202955
2007-08-14,10370671515
2007-08-15,10437546715
2007-08-16,10355624596
2007-08-17,10379030915
2007-08-20,10502750034
2007-08-21,10541203273
2007-08-22,10705047511
2007-08-23,10740156991
2007-08-24,11029392228
2007-08-27,10865547990
2007-08-28,10725110071
2007-08-29,10800344670
2007-08-30,10604734713
2007-08-31,10715078791
2007-09-04,10893969949
2007-09-05,10663250512
2007-09-06,10718422551
2007-09-07,10629812912
2007-09-10,10676625552
2007-09-11,10766907071
2007-09-12,11295221144
2007-09-13,10942454469
2007-09-14,10999298388
2007-09-17,11000970268
2007-09-18,11296893024
2007-09-19,11138064426
2007-09-20,11067845467
2007-09-21,11226674065
2007-09-24,11316955584
2007-09-25,11343705664
2007-09-26,11651331580
2007-09-27,11892082297
2007-09-28,11683097300
2007-10-01,11955701257
2007-10-02,11854979258
2007-10-03,12153787855
2007-10-04,11954022557
2007-10-05,11965773457
2007-10-08,11982560457
2007-10-09,12027885356
2007-10-10,12103426855
2007-10-11,11955701257
2007-10-12,12192397954
2007-10-15,12042993656
2007-10-16,11943950357
2007-10-17,12037957556
2007-10-18,12422379852
2007-10-19,12262903353
2007-10-22,12539888850
2007-10-23,12788336447
2007-10-24,12338444853
2007-10-25,12914238946
2007-10-26,12684257048
2007-10-29,12380412352
2007-10-30,12454275151
2007-10-31,12581856350
2007-11-01,12308228253
2007-11-02,12125249955
2007-11-05,11984239157
2007-11-06,12153787855
2007-11-07,11940592957
2007-11-08,12098390755
2007-11-09,12106784255
2007-11-12,12121892555
2007-11-13,12247795054
2007-11-14,12271296853
2007-11-15,11964094757
2007-11-16,12180647054
2007-11-19,12048029756
2007-11-20,12069852856
2007-11-21,11784473859
2007-11-23,11950665157
2007-11-26,12175610954
2007-11-27,12538210150
2007-11-28,12701044048
2007-11-29,12670827449
2007-11-30,12931025945
2007-12-03,12895773246
2007-12-04,13171080043
2007-12-05,12936062045
2007-12-06,12951170345
2007-12-07,12867235346
2007-12-10,12786657747
2007-12-11,12571784150
2007-12-12,12813516947
2007-12-13,12890737146
2007-12-14,12674184849
2007-12-17,12326693953
2007-12-18,12319979153
2007-12-19,12455953851
2007-12-20,12699365348
2007-12-21,12875628846
2007-12-24,12941098145
2007-12-26,12842054847
2007-12-27,12692650548
2007-12-28,12764834647
2007-12-31,12666388749
2008-01-02,13139002643
2008-01-03,13559477638
2008-01-04,13366059141
2008-01-07,13717576236
2008-01-08,13778124636
2008-01-09,14429019928
2008-01-10,14307923129
2008-01-11,14175053031
2008-01-14,14629166026
2008-01-15,14534979627
2008-01-16,14521524427
2008-01-17,14173371131
2008-01-18,14186826331
2008-01-22,13342512541
2008-01-23,13095273244
2008-01-24,12994359245
2008-01-25,13112092244
2008-01-28,13461927439
2008-01-29,13460245539
2008-01-30,13389605740
2008-01-31,13374468640
2008-02-01,13764669436
2008-02-04,13283646042
2008-02-05,13102000844
2008-02-06,12626023149
2008-02-07,12269460354
2008-02-08,12293006953
2008-02-11,12227412854
2008-02-12,11939807958
2008-02-13,11746389460
2008-02-14,11420100864
2008-02-15,11568108062
2008-02-19,11672385861
2008-02-20,11667340161
2008-02-21,11576517562
2008-02-22,11583245162
2008-02-25,11630338361
2008-02-26,11835530159
2008-02-27,12089497056
2008-02-28,11983537357
2008-02-29,11492422563
2008-03-03,11495786363
2008-03-04,11430192264
2008-03-05,11536151962
2008-03-06,11083720868
2008-03-07,10683428672
2008-03-10,10545512874
2008-03-11,7968842105
2008-03-12,6875607118
2008-03-13,7565186110
2008-03-14,7396996112
2008-03-17,7676191508
2008-03-18,7433997911
2008-03-19,7714875208
2008-03-20,7704783808
2008-03-24,7916703205
2008-03-25,7997434404
2008-03-26,7839335806
2008-03-27,7852791006
2008-03-28,7602187909
2008-03-31,7498169470
2008-04-01,7855861906
2008-04-02,7695401747
2008-04-03,7427968151
2008-04-04,7374481431
2008-04-07,7214021273
2008-04-08,7554999109
2008-04-09,7147162874
2008-04-10,7384510191
2008-04-11,7055232575
2008-04-14,7090333235
2008-04-15,7163877474
2008-04-16,7063589875
2008-04-17,7065261335
2008-04-18,7270850913
2008-04-21,7232407333
2008-04-22,7000074396
2008-04-23,7381167271
2008-04-24,7197306673
2008-04-25,7501512390
2008-04-28,7752231387
2008-04-29,8012979144
2008-04-30,7987907244
2008-05-01,8046408343
2008-05-02,7984564324
2008-05-05,7989578704
2008-05-06,7879262345
2008-05-07,7802375186
2008-05-08,7702087587
2008-05-09,7598457069
2008-05-12,7406239171
2008-05-13,7252464853
2008-05-14,7302608652
2008-05-15,7304280112
2008-05-16,7391196031
2008-05-19,7479783410
2008-05-20,8033036663
2008-05-21,8262026681
2008-05-22,8352285520
2008-05-23,8175110762
2008-05-27,8230268941
2008-05-28,8379028879
2008-05-29,8542831957
2008-05-30,8532803197
2008-06-02,8108252362
2008-06-03,8298798800
2008-06-04,8297127340
2008-06-05,8400757859
2008-06-06,8114938202
2008-06-09,7976207024
2008-06-10,7979549944
2008-06-11,7797360806
2008-06-12,7742202627
2008-06-13,7854190446
2008-06-16,7757245767
2008-06-17,7499840930
2008-06-18,7427968151
2008-06-19,7145491414
2008-06-20,7015117536
2008-06-23,7016788996
2008-06-24,6779441678
2008-06-25,6933215997
2008-06-26,6690854299
2008-06-27,6898115337
2008-06-30,6627551110
2008-07-01,6677545209
2008-07-02,6655881100
2008-07-03,6417575892
2008-07-07,6440906472
2008-07-08,6547560551
2008-07-09,6439240002
2008-07-10,6334252393
2008-07-11,6210933615
2008-07-14,6320920634
2008-07-15,6385912963
2008-07-16,6229264785
2008-07-17,6479235282
2008-07-18,6442572942
2008-07-21,6414242953
2008-07-22,6765868118
2008-07-23,7309137332
2008-07-24,7109160934
2008-07-25,7150822684
2008-07-28,7027503905
2008-07-29,7172486793
2008-07-30,7207482663
2008-07-31,7317469682
2008-08-01,7439121990
2008-08-04,7800745976
2008-08-05,8165702902
2008-08-06,8132373502
2008-08-07,7937396514
2008-08-08,8179034661
2008-08-11,8337349309
2008-08-12,8312352260
2008-08-13,8105709982
2008-08-14,8165702902
2008-08-15,8332349900
2008-08-18,8147371732
2008-08-19,7874070655
2008-08-20,7787414216
2008-08-21,7890735355
2008-08-22,7955727684
2008-08-25,7614101338
2008-08-26,7607435458
2008-08-27,7614101338
2008-08-28,7675760727
2008-08-29,7732420707
2008-09-02,7572439589
2008-09-03,7602436048
2008-09-04,7255810292
2008-09-05,7225813833
2008-09-08,7475784330
2008-09-09,7322469092
2008-09-10,7619100748
2008-09-11,8070714113
2008-09-12,7952394744
2008-09-15,7624100158
2008-09-16,7490782560
2008-09-17,7059166835
2008-09-18,7005839795
2008-09-19,7207482663
2008-09-22,6895852777
2008-09-23,6899185717
2008-09-24,6834193387
2008-09-25,6992508036
2008-09-26,7115826814
2008-09-29,6782532818
2008-09-30,6868204717
2008-10-01,6878206957
2008-10-02,6593143120
2008-10-03,6553134161
2008-10-06,6041352887
2008-10-07,5847976249
2008-10-08,5984673528
2008-10-09,5391207295
2008-10-10,5229504417
2008-10-13,5949665688
2008-10-14,6461446962
2008-10-15,5946331608
2008-10-16,5971337208
2008-10-17,5968003128
2008-10-20,6339753043
2008-10-21,6254734004
2008-10-22,5712946011
2008-10-23,5961334968
2008-10-24,6046354007
2008-10-27,5134483138
2008-10-28,5321191616
2008-10-29,5069468579
2008-10-30,4947774660
2008-10-31,4932771300
2008-11-03,5557911293
2008-11-04,5594586172
2008-11-05,6003010967
2008-11-06,5822970650
2008-11-07,5931328248
2008-11-10,5871314809
2008-11-11,5711278971
2008-11-12,5451220734
2008-11-13,5244507777
2008-11-14,5106143458
2008-11-17,4871090821
2008-11-18,5032793699
2008-11-19,4649374504
2008-11-20,4245950829
2008-11-21,4094250190
2008-11-24,4407653707
2008-11-25,4679381223
2008-11-26,4879426021
2008-11-28,5039461859
2008-12-01,4799408102
2008-12-02,4687716423
2008-12-03,4816078502
2008-12-04,4624368904
2008-12-05,4932771300
2008-12-08,5054465219
2008-12-09,4992784740
2008-12-10,5006121059
2008-12-11,5179493217
2008-12-12,5301187136
2008-12-15,5404543615
2008-12-16,5721281211
2008-12-17,5686273371
2008-12-18,5816302490
2008-12-19,6026349527
2008-12-22,5721281211
2008-12-23,5794630970
2008-12-24,5814635450
2008-12-26,5886318169
2008-12-29,5846309209
2008-12-30,6299744084
2008-12-31,6227362965
2009-01-02,6225692535
2009-01-05,6367679083
2009-01-06,6342622634
2009-01-07,6128807596
2009-01-08,6122125876
2009-01-09,6162216196
2009-01-12,5884924819
2009-01-13,5737926981
2009-01-14,5418874855
2009-01-15,5286910886
2009-01-16,5559190973
2009-01-20,5340364646
2009-01-21,5639371612
2009-01-22,5898288259
2009-01-23,6205647375
2009-01-26,6160545766
2009-01-27,6502983912
2009-01-28,6910568827
2009-01-29,6629936590
2009-01-30,6335940914
2009-02-02,6703435509
2009-02-03,7106009134
2009-02-04,7005783336
2009-02-05,7461810720
2009-02-06,7441765560
2009-02-09,7650569308
2009-02-10,7276392992
2009-02-11,7268040842
2009-02-12,7341539762
2009-02-13,7141088164
2009-02-17,7020817205
2009-02-18,6959011296
2009-02-19,6837069908
2009-02-20,6771923138
2009-02-23,5149935628
2009-02-24,5238468417
2009-02-25,4904382421
2009-02-26,3948896472
2009-02-27,3953907762
2009-03-02,3340859960
2009-03-03,3345871249
2009-03-04,3506232528
2009-03-05,3135397072
2009-03-06,3264020180
2009-03-09,3335848670
2009-03-10,3609799186
2009-03-11,3471153498
2009-03-12,3852011533
2009-03-13,4147677640
2009-03-16,4024065821
2009-03-17,4172734090
2009-03-18,4403253427
2009-03-19,4257926019
2009-03-20,4080860441
2009-03-23,4264607738
2009-03-24,4109257750
2009-03-25,4216165269
2009-03-26,4440002886
2009-03-27,4186097529
2009-03-30,4199460969
2009-03-31,4363210027
2009-04-01,4334768858
2009-04-02,4517126946
2009-04-03,4259483409
2009-04-06,4401689257
2009-04-07,4671043864
2009-04-08,4585720355
2009-04-09,4831652822
2009-04-13,4962147600
2009-04-14,4863440011
2009-04-15,4952109540
2009-04-16,4786481552
2009-04-17,4843363892
2009-04-20,4788154562
2009-04-21,4721234163
2009-04-22,4774770482
