,HUM
2013-12-09,16282523651
2013-12-10,16159336582
2013-12-11,15894250486
2013-12-12,15666588309
2013-12-13,15579265830
2013-12-16,15610452429
2013-12-17,15448282111
2013-12-18,15707130888
2013-12-19,15856826566
2013-12-20,15888013166
2013-12-23,16072014103
2013-12-24,16101641373
2013-12-26,16143743282
2013-12-27,16068895443
2013-12-30,15980013635
2013-12-31,16008492813
2014-01-02,15949558234
2014-01-03,15782059956
2014-01-06,15626968958
2014-01-07,15594399848
2014-01-08,15416045201
2014-01-09,15352457892
2014-01-10,15037623166
2014-01-13,14893388537
2014-01-14,15011257696
2014-01-15,15063988635
2014-01-16,14913550367
2014-01-17,14977137676
2014-01-21,14836004868
2014-01-22,14910448547
2014-01-23,14918203097
2014-01-24,14888735808
2014-01-27,14894939447
2014-01-28,14891837627
2014-01-29,14969383126
2014-01-30,15225283273
2014-01-31,15090354105
2014-02-03,14944568567
2014-02-04,15116719575
2014-02-05,14843759418
2014-02-06,14991095866
2014-02-07,14884083078
2014-02-10,14961628577
2014-02-11,15085701375
2014-02-12,14825148498
2014-02-13,15046928625
2014-02-14,15544770729
2014-02-18,15867360005
2014-02-19,15816179976
2014-02-20,15856503635
2014-02-21,15946456414
2014-02-24,17632295562
2014-02-25,17136004369
2014-02-26,17108087989
2014-02-27,17156166198
2014-02-28,17441533635
2014-03-03,17404311795
2014-03-04,17424473625
2014-03-05,17363988136
2014-03-06,17287993547
2014-03-07,17202693498
2014-03-10,17196489858
2014-03-11,17115842539
2014-03-12,17213549868
2014-03-13,17001075200
2014-03-14,16980913371
2014-03-17,17298849916
2014-03-18,17595073723
2014-03-19,18139443126
2014-03-20,18421708742
2014-03-21,18144095856
2014-03-24,17647804662
2014-03-25,17711391971
2014-03-26,17514426404
2014-03-27,17379497235
2014-03-28,17537690053
2014-03-31,17519280334
2014-04-01,17604762983
2014-04-02,17433797685
2014-04-03,17732209841
2014-04-04,17440014605
2014-04-07,17407375776
2014-04-08,17293916987
2014-04-09,17702679472
2014-04-10,17043685960
2014-04-11,16810551463
2014-04-14,16979962531
2014-04-15,17042131730
2014-04-16,16910022182
2014-04-17,16279004810
2014-04-21,16378475529
2014-04-22,16767033024
2014-04-23,16765478794
2014-04-24,16913130642
2014-04-25,16969082921
2014-04-28,16936444092
2014-04-29,16948877931
2014-04-30,17057674030
2014-05-01,17006384441
2014-05-02,16924010252
2014-05-05,17115180539
2014-05-06,17063890950
2014-05-07,18503107911
2014-05-08,18140972326
2014-05-09,18656976679
2014-05-12,19213391012
2014-05-13,18949171916
2014-05-14,18649205530
2014-05-15,18582373640
2014-05-16,18495336762
2014-05-19,18859026577
2014-05-20,18857472347
2014-05-21,19025329185
2014-05-22,19165209883
2014-05-23,19348609021
2014-05-27,19466730499
2014-05-28,19322187111
2014-05-29,19359488630
2014-05-30,19343946331
2014-06-02,19490043949
2014-06-03,19334620951
2014-06-04,19465176269
2014-06-05,19326849801
2014-06-06,19642358487
2014-06-09,19486935489
2014-06-10,19667226166
2014-06-11,19721624216
2014-06-12,19465176269
2014-06-13,19375030930
2014-06-16,19124799903
2014-06-17,19106149144
2014-06-18,19406115530
2014-06-19,19673443086
2014-06-20,19762034195
2014-06-23,19788456105
2014-06-24,19749600355
2014-06-25,20041795592
2014-06-26,19863059144
2014-06-27,19802444175
2014-06-30,19732995184
2014-07-01,19975563321
2014-07-02,20023458940
2014-07-03,20117705159
2014-07-07,19817971283
2014-07-08,19685099565
2014-07-09,19729905144
2014-07-10,19634113905
2014-07-11,19683554545
2014-07-14,19853506743
2014-07-15,19875137022
2014-07-16,19688189605
2014-07-17,20266027077
2014-07-18,20486964934
2014-07-21,20551855773
2014-07-22,20635286852
2014-07-23,20558035853
2014-07-24,20533315534
2014-07-25,19861231842
2014-07-28,20228946598
2014-07-29,19702094784
2014-07-30,18592770439
2014-07-31,18177160064
2014-08-01,18354837362
2014-08-04,18595860479
2014-08-05,18464533780
2014-08-06,18551054899
2014-08-07,17917596708
2014-08-08,18248230983
2014-08-11,18113814245
2014-08-12,18178705084
2014-08-13,18462988761
2014-08-14,18560325019
2014-08-15,18609765659
2014-08-18,18838428616
2014-08-19,18992930614
2014-08-20,19026921053
2014-08-21,19073271653
2014-08-22,19033101133
2014-08-25,19192238191
2014-08-26,19320474849
2014-08-27,19671194385
2014-08-28,19720635024
2014-08-29,19890587222
2014-09-02,19691279645
2014-09-03,19660379245
2014-09-04,19603213506
2014-09-05,19961658141
2014-09-08,20015733840
2014-09-09,20154785639
2014-09-10,19924577662
2014-09-11,19992558541
2014-09-12,19816426263
2014-09-15,19723725064
2014-09-16,20451429475
2014-09-17,20474604774
2014-09-18,20576576093
2014-09-19,20843864550
2014-09-22,20823779290
2014-09-23,20448339435
2014-09-24,20936565748
2014-09-25,20283022297
2014-09-26,20352548196
2014-09-29,20378813536
2014-09-30,19769162019
2014-10-01,19420178424
2014-10-02,19292723545
2014-10-03,19561289182
2014-10-06,19154647427
2014-10-07,18925532110
2014-10-08,19333691185
2014-10-09,18971051709
2014-10-10,19177407227
2014-10-13,18910358910
2014-10-14,18845114151
2014-10-15,18840562191
2014-10-16,19077264108
2014-10-17,19456594103
2014-10-20,19740332939
2014-10-21,20221323373
2014-10-22,19948205777
2014-10-23,20124214894
2014-10-24,20197046253
2014-10-27,20139388094
2014-10-28,20442852090
2014-10-29,20476233130
2014-10-30,20814595485
2014-10-31,21067987922
2014-11-03,21011847083
2014-11-04,20901082724
2014-11-05,21081643802
2014-11-06,21222754560
2014-11-07,19813164298
2014-11-10,20098420455
2014-11-11,20702313807
2014-11-12,20825216725
2014-11-13,21001225843
2014-11-14,20600653368
2014-11-17,20858597765
2014-11-18,21134750001
2014-11-19,20720521646
2014-11-20,20665898127
2014-11-21,20699279167
2014-11-24,21218202600
2014-11-25,20891978804
2014-11-26,20861632405
2014-11-28,20934463764
2014-12-01,21102886281
2014-12-02,21260687559
2014-12-03,21501941436
2014-12-04,21412419557
2014-12-05,21897961951
2014-12-08,21935894950
2014-12-09,21765955113
2014-12-10,21460973797
2014-12-11,21618775075
2014-12-12,21788714912
2014-12-15,21709814273
2014-12-16,21416971517
2014-12-17,21747747273
2014-12-18,22618688941
2014-12-19,22224185747
2014-12-22,22204460587
2014-12-23,21954102790
2014-12-24,21907065871
2014-12-26,22011760949
2014-12-29,21922239071
2014-12-30,22117973348
2014-12-31,21614878412
2015-01-02,21518564814
2015-01-05,20948207721
2015-01-06,20931653821
2015-01-07,21328947416
2015-01-08,22246936404
2015-01-09,22084407206
2015-01-12,21897799608
2015-01-13,22097951306
2015-01-14,22204799204
2015-01-15,22260480504
2015-01-16,22564470300
2015-01-20,22418495002
2015-01-21,23067106893
2015-01-22,23122788192
2015-01-23,22794719997
2015-01-26,22874479696
2015-01-27,22686367198
2015-01-28,22409465602
2015-01-29,22516313500
2015-01-30,22037755307
2015-02-02,21968529908
2015-02-03,22359803902
2015-02-04,22654764298
2015-02-05,22627676099
2015-02-06,22233392304
2015-02-09,22144603205
2015-02-10,22821808196
2015-02-11,23073126493
2015-02-12,23134827392
2015-02-13,22975307994
2015-02-17,23304881090
2015-02-18,23386145689
2015-02-19,23067106893
2015-02-20,23494498487
2015-02-23,24758614470
2015-02-24,24746575271
2015-02-25,24886530969
2015-02-26,24582541173
2015-02-27,24737545871
2015-03-02,24379379676
2015-03-03,24116022179
2015-03-04,24111507479
2015-03-05,24395933575
2015-03-06,24037767380
2015-03-09,24430546275
2015-03-10,23927909682
2015-03-11,24228889678
2015-03-12,24722496871
2015-03-13,25056584667
2015-03-16,26231911551
2015-03-17,26185259652
2015-03-18,26882028342
2015-03-19,27232670038
2015-03-20,27508066734
2015-03-23,27404228635
2015-03-24,27149900539
2015-03-25,26686391345
2015-03-26,26444102448
2015-03-27,26714984444
2015-03-30,27265777837
2015-03-31,26609183103
2015-04-01,26552383364
2015-04-02,26603204184
2015-04-06,26645056623
2015-04-07,26621140943
2015-04-08,26715308932
2015-04-09,26565835934
2015-04-10,26677940683
2015-04-13,26692887982
2015-04-14,26837876790
2015-04-15,26416362936
2015-04-16,26558362284
2015-04-17,26528467685
2015-04-20,26710824742
2015-04-21,26924571129
2015-04-22,26906634369
2015-04-23,27190633066
2015-04-24,27256401185
2015-04-27,26923076399
2015-04-28,27071054667
2015-04-29,25118937313
2015-04-30,24752728468
2015-05-01,24866327947
2015-05-04,25208621112
2015-05-05,24550939921
2015-05-06,24374561783
2015-05-07,24594287090
2015-05-08,25096516364
2015-05-11,24905190926
2015-05-12,25915628393
2015-05-13,25933565153
2015-05-14,26045669901
2015-05-15,26292300348
2015-05-18,26398426176
2015-05-19,26567330664
2015-05-20,26686909062
2015-05-21,26719793122
2015-05-22,26755666642
2015-05-26,26588256884
2015-05-27,26683919602
2015-05-28,26667477573
2015-05-29,32084379020
2015-06-01,32124736730
2015-06-02,32097831590
2015-06-03,31928927102
2015-06-04,31837748574
2015-06-05,32044021311
2015-06-08,31737601665
2015-06-09,31758527885
2015-06-10,32054484421
2015-06-11,32012631981
2015-06-12,31758527885
2015-06-15,30878131926
2015-06-16,29834810400
2015-06-17,30027630568
2015-06-18,29789968501
2015-06-19,30239882225
2015-06-22,28390901240
2015-06-23,28378943400
2015-06-24,27537410421
2015-06-25,29501485615
2015-06-26,29221971109
2015-06-29,28833341314
2015-06-30,28479487537
2015-07-01,28756421073
2015-07-02,27916687125
2015-07-06,28134065062
2015-07-07,27857131525
2015-07-08,27672509168
2015-07-09,27717175867
2015-07-10,27879464875
2015-07-13,27559353529
2015-07-14,27714198087
2015-07-15,27913709345
2015-07-16,27755887007
2015-07-17,27907753785
2015-07-20,27717175867
2015-07-21,27671020278
2015-07-22,27708242527
2015-07-23,27504264600
2015-07-24,27062064276
2015-07-27,27382175622
2015-07-28,27472997910
2015-07-29,27456620121
2015-07-30,27350908932
2015-07-31,27111197645
2015-08-03,27157353235
2015-08-04,27146931005
2015-08-05,27624864688
2015-08-06,27472997910
2015-08-07,27404508971
2015-08-10,27732064767
2015-08-11,27666553608
2015-08-12,27706753637
2015-08-13,27702286967
2015-08-14,27769287016
2015-08-17,28251687370
2015-08-18,28367820788
2015-08-19,28199576221
2015-08-20,27706753637
2015-08-21,27057597606
2015-08-24,26082374669
2015-08-25,26124063589
2015-08-26,26908708608
2015-08-27,27516175720
2015-08-28,27397064521
2015-08-31,27215419944
2015-09-01,26688352891
2015-09-02,27053130936
2015-09-03,27121619875
2015-09-04,27026330916
2015-09-08,27541486850
2015-09-09,27566797979
2015-09-10,27575731319
2015-09-11,27889887105
2015-09-14,27842242626
2015-09-15,27944976034
2015-09-16,27934553804
2015-09-17,28078976132
2015-09-18,27974753834
2015-09-21,28116198382
2015-09-22,28087909472
2015-09-23,28092376142
2015-09-24,27688886958
2015-09-25,26971241987
2015-09-28,25930507891
2015-09-29,26168730288
2015-09-30,26665629642
2015-10-01,26825027539
2015-10-02,27337484332
2015-10-05,27315138833
2015-10-06,26650732642
2015-10-07,26951652038
2015-10-08,26859290639
2015-10-09,26969528437
2015-10-12,27039544336
2015-10-13,27477516131
2015-10-14,27190004034
2015-10-15,27298752133
2015-10-16,27440273631
2015-10-19,27808229526
2015-10-20,27696502028
2015-10-21,26390035145
2015-10-22,24596436369
2015-10-23,25056753663
2015-10-26,25360652459
2015-10-27,26093584849
2015-10-28,26516659644
2015-10-29,26899512538
2015-10-30,26610510742
2015-11-02,26909940438
2015-11-03,26595613742
2015-11-04,26349813246
2015-11-05,26673078141
2015-11-06,26403442445
2015-11-09,26464520144
2015-11-10,26284266447
2015-11-11,25488766657
2015-11-12,25183378161
2015-11-13,24931618865
2015-11-16,25181888461
2015-11-17,25253394060
2015-11-18,25485787257
2015-11-19,24468322171
2015-11-20,24968861364
2015-11-23,25037387563
2015-11-24,25088037363
2015-11-25,25085057963
2015-11-27,25161032662
2015-11-30,25125279862
2015-12-01,25853743152
2015-12-02,25791175753
2015-12-03,25116341662
2015-12-04,25439606558
2015-12-07,25245945561
2015-12-08,25330858459
2015-12-09,25433647758
2015-12-10,25625819055
2015-12-11,25739036254
2015-12-14,26053362950
2015-12-15,26168069848
2015-12-16,26272348847
2015-12-17,26349813246
2015-12-18,26126358249
2015-12-21,26233616647
2015-12-22,26233616647
2015-12-23,26686485441
2015-12-24,26561350643
2015-12-28,26495803844
2015-12-29,26682016341
2015-12-30,26665629642
2015-12-31,26626729752
2016-01-04,26811689390
2016-01-05,26793790070
2016-01-06,26343323856
2016-01-07,26125548799
2016-01-08,25791428164
2016-01-11,25209700271
2016-01-12,25182851292
2016-01-13,24445995962
2016-01-14,24944193695
2016-01-15,24187947435
2016-01-19,24462403672
2016-01-20,24572782810
2016-01-21,24777133377
2016-01-22,24793541087
2016-01-25,24356499363
2016-01-26,24560849930
2016-01-27,24059668977
2016-01-28,23834435870
2016-01-29,24281918864
2016-02-01,24996400044
2016-02-02,24890495736
2016-02-03,24877071246
2016-02-04,25156002312
2016-02-05,24578749250
2016-02-08,23412310246
2016-02-09,23795654010
2016-02-10,24025361947
2016-02-11,23570420903
2016-02-12,23920949249
2016-02-16,24856188706
2016-02-17,25105287573
2016-02-18,25021757414
2016-02-19,24662279409
2016-02-22,25618401406
2016-02-23,25779495284
2016-02-24,25698948345
2016-02-25,26341832246
2016-02-26,26656561952
2016-02-29,26397021816
2016-03-01,27032447667
2016-03-02,27251714334
2016-03-03,27329278053
2016-03-04,27333752883
2016-03-07,27482913881
2016-03-08,27224865354
2016-03-09,27509762861
2016-03-10,27558985990
2016-03-11,27879682136
2016-03-14,27793168757
2016-03-15,27432199142
2016-03-16,27354635423
2016-03-17,27227848574
2016-03-18,27535120230
2016-03-21,27405350162
2016-03-22,27499321591
2016-03-23,27384467622
2016-03-24,27456064901
2016-03-28,27286021364
2016-03-29,27708146988
2016-03-30,27578376920
2016-03-31,27330168334
2016-04-01,27597569270
2016-04-04,27706621049
2016-04-05,27043347217
2016-04-06,26941764739
2016-04-07,25781035534
2016-04-08,25549487237
2016-04-11,25016179225
2016-04-12,25456867919
2016-04-13,25389644220
2016-04-14,25132700303
2016-04-15,25376199480
2016-04-18,25652563576
2016-04-19,26108190870
2016-04-20,26067856651
2016-04-21,25911001353
2016-04-22,26187365449
2016-04-25,26308368107
2016-04-26,26662412923
2016-04-27,26524977804
2016-04-28,26571287464
2016-04-29,26451778665
2016-05-02,26532447104
2016-05-03,26430864626
2016-05-04,26247119848
2016-05-05,26009596111
2016-05-06,25497202138
2016-05-09,25586833737
2016-05-10,25924446092
2016-05-11,25404582819
2016-05-12,24769692328
2016-05-13,24683048449
2016-05-16,25622686376
2016-05-17,25515128458
2016-05-18,25428484579
2016-05-19,25146145043
2016-05-20,25335865260
2016-05-23,25334371400
2016-05-24,25512140738
2016-05-25,26097733850
2016-05-26,26030510151
2016-05-27,25954323292
2016-05-31,25770578514
2016-06-01,26501076045
2016-06-02,27988960585
2016-06-03,27815672827
2016-06-06,28290720301
2016-06-07,28144322023
2016-06-08,28084567624
2016-06-09,28136852723
2016-06-10,27899328986
2016-06-13,27590099970
2016-06-14,27739485968
2016-06-15,27718571928
2016-06-16,27941157065
2016-06-17,27957589525
2016-06-20,28368401020
2016-06-21,28393796639
2016-06-22,28035270244
2016-06-23,27981491285
2016-06-24,27322699034
2016-06-27,26432358486
2016-06-28,27330168334
2016-06-29,27434738532
2016-06-30,26877129600
2016-07-01,25998557652
2016-07-05,26478186215
2016-07-06,26892071300
2016-07-07,24316122254
2016-07-08,23630298233
2016-07-11,23010217692
2016-07-12,23116303760
2016-07-13,24100961777
2016-07-14,24096479267
2016-07-15,23740866812
2016-07-18,23852929560
2016-07-19,22917579153
2016-07-20,23669146653
2016-07-21,25629497666
2016-07-22,26304862497
2016-07-25,25850634823
2016-07-26,25992580972
2016-07-27,25710182845
2016-07-28,25731101225
2016-07-29,25781903004
2016-08-01,25577201717
2016-08-02,25336640350
2016-08-03,25920860813
2016-08-04,25973156762
2016-08-05,26739665962
2016-08-08,26543929694
2016-08-09,26466232855
2016-08-10,26850234540
2016-08-11,26908507169
2016-08-12,27023558258
2016-08-15,26839775350
2016-08-16,26839775350
2016-08-17,26727712602
2016-08-18,26817362801
2016-08-19,26596225644
2016-08-22,26957814779
2016-08-23,26874141260
2016-08-24,26791961911
2016-08-25,26490139575
2016-08-26,26503587105
2016-08-29,26436349456
2016-08-30,26666451633
2016-08-31,26702311712
2016-09-01,26376582656
2016-09-02,26496116255
2016-09-06,26413936906
2016-09-07,26321298367
2016-09-08,26360146787
2016-09-09,26372100147
2016-09-12,26413936906
2016-09-13,26266014078
2016-09-14,26146480480
2016-09-15,26115102910
2016-09-16,26091196190
2016-09-19,26085219510
2016-09-20,26076254490
2016-09-21,26274979098
2016-09-22,26295897478
2016-09-23,26230153998
2016-09-26,26194293919
2016-09-27,26479680385
2016-09-28,26384053506
2016-09-29,26270496588
2016-09-30,26451422686
2016-10-03,26412543326
2016-10-04,26500769565
2016-10-05,26587500444
2016-10-06,26502264925
2016-10-07,26578528284
2016-10-10,26693671002
2016-10-11,26547125724
2016-10-12,25187843503
2016-10-13,25343360941
2016-10-14,25543739178
2016-10-17,25404670700
2016-10-18,25910102373
2016-10-19,26004310052
2016-10-20,26101508450
2016-10-21,26300391328
2016-10-24,26358710367
2016-10-25,26147864610
2016-10-26,26116462050
2016-10-27,26047675491
2016-10-28,25579627817
2016-10-31,25649909736
2016-11-01,25220741422
2016-11-02,25150459503
2016-11-03,24719795829
2016-11-04,25035316785
2016-11-07,26155341410
2016-11-08,26771429721
2016-11-09,27813695628
2016-11-10,28842503294
2016-11-11,28888859453
2016-11-14,29733737842
2016-11-15,29730747122
2016-11-16,29977481519
2016-11-17,30215243755
2016-11-18,29931125359
2016-11-21,29905704240
2016-11-22,30761050148
2016-11-23,31093020064
2016-11-25,31085543264
2016-11-28,31103487584
2016-11-29,31402559580
2016-11-30,31797334614
2016-12-01,32413422926
2016-12-02,31945375252
2016-12-05,31227602462
2016-12-06,30550204391
2016-12-07,30355807594
2016-12-08,30909090786
2016-12-09,30399173033
2016-12-12,30345340074
2016-12-13,30590579110
2016-12-14,30690768229
2016-12-15,30602541990
2016-12-16,30750582628
2016-12-19,29968509359
2016-12-20,29944583599
2016-12-21,29877292400
2016-12-22,30345340074
2016-12-23,30734133668
2016-12-27,30813387747
2016-12-28,30595065190
2016-12-29,30343844714
2016-12-30,30509829671
2017-01-03,29211500244
2017-01-04,29236630324
2017-01-05,29672711118
2017-01-06,29820535116
2017-01-09,30006793354
2017-01-10,29705232398
2017-01-11,30079227113
2017-01-12,30340875589
2017-01-13,29996445674
2017-01-17,30162008551
2017-01-18,30468004227
2017-01-19,30451743588
2017-01-20,29643146318
2017-01-23,30306876069
2017-01-24,29555930160
2017-01-25,29822013356
2017-01-26,29584016719
2017-01-27,29810187436
2017-01-30,29455409841
2017-01-31,29343063603
2017-02-01,29340107123
2017-02-02,29474626961
2017-02-03,29304629363
2017-02-06,29042980887
2017-02-07,28861157369
2017-02-08,29511582960
2017-02-09,30604002305
2017-02-10,30367483909
2017-02-13,30555220386
2017-02-14,30447308868
2017-02-15,30351223269
2017-02-16,30856781342
2017-02-17,30244789990
2017-02-21,30354179749
2017-02-22,30407396388
2017-02-23,30305397829
2017-02-24,30640958305
2017-02-27,30858259582
2017-02-28,31227819577
2017-03-01,31632857332
2017-03-02,31422947254
2017-03-03,31629900852
2017-03-06,31448077334
2017-03-07,32218240364
2017-03-08,32144328365
2017-03-09,32194588524
2017-03-10,32215283884
2017-03-13,32400063881
2017-03-14,32225631564
2017-03-15,32385281481
2017-03-16,32410411561
2017-03-17,32358673162
2017-03-20,31841289169
2017-03-21,31567814772
2017-03-22,31535293493
2017-03-23,31029735420
2017-03-24,30639480065
2017-03-27,30079227113
2017-03-28,30544872706
2017-03-29,30456178307
2017-03-30,30580350466
2017-03-31,29807843587
2017-04-03,30332741580
2017-04-04,30517829577
2017-04-05,30376121579
2017-04-06,30741959574
2017-04-07,30474449578
2017-04-10,30739067574
2017-04-11,30785339574
2017-04-12,30798353574
2017-04-13,30626279576
2017-04-17,30766541574
2017-04-18,30611819576
2017-04-19,30815705573
2017-04-20,30979103571
2017-04-21,30896681572
2017-04-24,30909695572
2017-04-25,31518461564
2017-04-26,31718009561
2017-04-27,31619681562
2017-04-28,32098307556
2017-05-01,32299301553
2017-05-02,32621759548
2017-05-03,32393291551
2017-05-04,33091709542
2017-05-05,33223295540
2017-05-08,33149549541
2017-05-09,33343313538
2017-05-10,33373679538
2017-05-11,33363557538
2017-05-12,33545753536
2017-05-15,33418505537
2017-05-16,32708519547
2017-05-17,32523431550
2017-05-18,33085925542
2017-05-19,32952893544
2017-05-22,33301379539
2017-05-23,33153887541
2017-05-24,33490805536
2017-05-25,33580457535
2017-05-26,33583349535
2017-05-30,33311501539
2017-05-31,33584795535
2017-06-01,33980999530
2017-06-02,33866765531
2017-06-05,33657095534
2017-06-06,33764099533
2017-06-07,33800249532
2017-06-08,33295595539
2017-06-09,33213173540
2017-06-12,32983259543
2017-06-13,33539969536
2017-06-14,33505265536
2017-06-15,33606485535
2017-06-16,33902915531
2017-06-19,34051853529
2017-06-20,33687461534
2017-06-21,34155965527
2017-06-22,34270199526
2017-06-23,34475531523
2017-06-26,33944849530
2017-06-27,34280321525
2017-06-28,34669295520
2017-06-29,34608563521
2017-06-30,34701012818
2017-07-03,34460173772
2017-07-05,34946178315
2017-07-06,34389508423
2017-07-07,34356338973
2017-07-10,34473153121
2017-07-11,34473153121
2017-07-12,34499111821
2017-07-13,34331822423
2017-07-14,34480363871
2017-07-17,34259714924
2017-07-18,33899177429
2017-07-19,34067908977
2017-07-20,34010222978
2017-07-21,34023202328
2017-07-24,33962632029
2017-07-25,33877545180
2017-07-26,33674202033
2017-07-27,33544408534
2017-07-28,33613631733
2017-07-31,33342507537
2017-08-01,33280495088
2017-08-02,34768793867
2017-08-03,35886460102
2017-08-04,35466794458
2017-08-07,35998947800
2017-08-08,36085476799
2017-08-09,36769055890
2017-08-10,36294588546
2017-08-11,36052307350
2017-08-14,36089803249
2017-08-15,35596587956
2017-08-16,35673021905
2017-08-17,35716286404
2017-08-18,35661484705
2017-08-21,35961451901
2017-08-22,36526774693
2017-08-23,36340737346
2017-08-24,36320547246
2017-08-25,36486394494
2017-08-28,36784919539
2017-08-29,36871448538
2017-08-30,36665221091
2017-08-31,37152667784
2017-09-01,37315630732
2017-09-05,37142572734
2017-09-06,37045948686
2017-09-07,36995473436
2017-09-08,36999799886
2017-09-11,37093539635
2017-09-12,36789245989
2017-09-13,36275840596
2017-09-14,36147489248
2017-09-15,35949914701
2017-09-18,35830216253
2017-09-19,34617368119
2017-09-20,34565450720
2017-09-21,34415467122
2017-09-22,34480363871
2017-09-25,34209239675
2017-09-26,34497669671
2017-09-27,34448636572
2017-09-28,35008190764
2017-09-29,35135099962
2017-10-02,34626584510
2017-10-03,34964370375
2017-10-04,34839997336
2017-10-05,34677464389
2017-10-06,34895117206
2017-10-09,33977866049
2017-10-10,33989172689
2017-10-11,33973626059
2017-10-12,34123439037
2017-10-13,33599093614
2017-10-16,33519947135
2017-10-17,33980692709
2017-10-18,34105065747
2017-10-19,34300105284
2017-10-20,34741064238
2017-10-23,34786290797
2017-10-24,34837170677
2017-10-25,35101463383
2017-10-26,35548075656
2017-10-27,36601006492
2017-10-30,36133194268
2017-10-31,36089381039
2017-11-01,36107754329
2017-11-02,36230714037
2017-11-03,36278767256
2017-11-06,35966421331
2017-11-07,36225060717
2017-11-08,34411758353
2017-11-09,34974263685
2017-11-10,34540371381
2017-11-13,34052772538
2017-11-14,33857733000
2017-11-15,32970161773
2017-11-16,33341867558
2017-11-17,32995601713
2017-11-20,32998428373
2017-11-21,33413947387
2017-11-22,33679653423
2017-11-24,33991999348
2017-11-27,34423064992
2017-11-28,34516344771
2017-11-29,35351622789
2017-11-30,36868125858
2017-12-01,36538819972
2017-12-04,35655488735
2017-12-05,35805301713
2017-12-06,35375649399
2017-12-07,35884448192
2017-12-08,36250500657
2017-12-11,35761488483
2017-12-12,35989034610
2017-12-13,36215167407
2017-12-14,35419462628
2017-12-15,35847701612
2017-12-18,34821624047
2017-12-19,34649197789
2017-12-20,34649197789
2017-12-21,34425891652
2017-12-22,34626584510
2017-12-26,34803250757
2017-12-27,35071783453
2017-12-28,35193329831
2017-12-29,35060476813
2018-01-02,34701910416
2018-01-03,34652265337
2018-01-04,35628618563
2018-01-05,36451899461
2018-01-08,35654820132
2018-01-09,36279520713
2018-01-10,36282278773
2018-01-11,36573254099
2018-01-12,36960761523
2018-01-16,37257252969
2018-01-17,38026751698
2018-01-18,38535613761
2018-01-19,38516307341
2018-01-22,38870718046
2018-01-23,39007242014
2018-01-24,39484386387
2018-01-25,39427846158
2018-01-26,39756055293
2018-01-29,40161490107
2018-01-30,38928637305
2018-01-31,38865201926
2018-02-01,38581121750
2018-02-02,38130178947
2018-02-05,36833890765
2018-02-06,37112454821
2018-02-07,36530504170
2018-02-08,36181609585
2018-02-09,36588423429
2018-02-12,36826995615
2018-02-13,36967656673
2018-02-14,36884914875
2018-02-15,36882156815
2018-02-16,37095906462
2018-02-20,36865608455
2018-02-21,36734600607
2018-02-22,36931801894
2018-02-23,37397914027
2018-02-26,37865405190
2018-02-27,38188098206
2018-02-28,37484792916
2018-03-01,37195196620
2018-03-02,37206228860
2018-03-05,37315172228
2018-03-06,37662687783
2018-03-07,37687510323
2018-03-08,37167616020
2018-03-09,37578566955
2018-03-12,36986963093
2018-03-13,37231051400
2018-03-14,37302760959
2018-03-15,37384123727
2018-03-16,37610284644
2018-03-19,37231051400
2018-03-20,37730260252
2018-03-21,37345510888
2018-03-22,36643584628
2018-03-23,36075424276
2018-03-26,36971793763
2018-03-27,36909737414
2018-03-28,36895947114
2018-03-29,37072462952
2018-04-02,38670073538
2018-04-03,38913914045
2018-04-04,39536602796
2018-04-05,39577931695
2018-04-06,39087495422
2018-04-09,39262454430
2018-04-10,39515938346
2018-04-11,38887739075
2018-04-12,39339601708
2018-04-13,39623393484
2018-04-16,39944381270
2018-04-17,40817798677
2018-04-18,41094702303
2018-04-19,40640084410
2018-04-20,40518852971
2018-04-23,40571202911
2018-04-24,40495433262
2018-04-25,40969337975
2018-04-26,40809532897
2018-04-27,40900456476
2018-04-30,40527118751
2018-05-01,40666259379
2018-05-02,39630281634
2018-05-03,39493896266
2018-05-04,39591707995
2018-05-07,39093005942
2018-05-08,38409701472
2018-05-09,37643739203
2018-05-10,38835389136
2018-05-11,39223880790
2018-05-14,39900297110
2018-05-15,40007752249
2018-05-16,39926472080
2018-05-17,40078011378
2018-05-18,40346649224
2018-05-21,40590489730
2018-05-22,40280522985
2018-05-23,40211641486
2018-05-24,40459614882
2018-05-25,40558804241
2018-05-29,40276390095
2018-05-30,40830197347
2018-05-31,40086277158
2018-06-01,39907185260
2018-06-04,40521608231
2018-06-05,40494055632
2018-06-06,40685546199
2018-06-07,40832952607
2018-06-08,41038219474
2018-06-11,41534166267
2018-06-12,42143078718
2018-06-13,42211960217
2018-06-14,41939189481
2018-06-15,42286352236
2018-06-18,42031490689
2018-06-19,41302724430
2018-06-20,41363340149
2018-06-21,41145674612
2018-06-22,41326144140
2018-06-25,41305479690
2018-06-26,40886680176
2018-06-27,41162206172
2018-06-28,40914232776
2018-06-29,41002401094
2018-07-02,41147448602
2018-07-03,41429752048
2018-07-05,42160986827
2018-07-06,42554834561
2018-07-09,43112556003
2018-07-10,43024422245
2018-07-11,43506403738
2018-07-12,43476107758
2018-07-13,43670277445
2018-07-16,43471976488
2018-07-17,43225477382
2018-07-18,43655129455
2018-07-19,43846544963
2018-07-20,43765296654
2018-07-23,43772182104
2018-07-24,43372826010
2018-07-25,43594537496
2018-07-26,43944318351
