,PEG
2004-08-24,9732774380
2004-08-25,9751755900
2004-08-26,9775482800
2004-08-27,9841918120
2004-08-30,9860899640
2004-08-31,10045969460
2004-09-01,10012751800
2004-09-02,10031733320
2004-09-03,9974788760
2004-09-07,9865645020
2004-09-08,9761246660
2004-09-09,9742265140
2004-09-10,9761246660
2004-09-13,9775482800
2004-09-14,9723283620
2004-09-15,9713792860
2004-09-16,9870390400
2004-09-17,9875135780
2004-09-20,9875135780
2004-09-21,9955807240
2004-09-22,10012751800
2004-09-23,9960552620
2004-09-24,9932080340
2004-09-27,9993770280
2004-09-28,10064950980
2004-09-29,10064950980
2004-09-30,10152176400
2004-10-01,10218904320
2004-10-04,10237969440
2004-10-05,10280865960
2004-10-06,10304697360
2004-10-07,10204605480
2004-10-08,10109279880
2004-10-11,10128345000
2004-10-12,10180774080
2004-10-13,9990122880
2004-10-14,9990122880
2004-10-15,9937693800
2004-10-18,9861433320
2004-10-19,9770874000
2004-10-20,9770874000
2004-10-21,9670782120
2004-10-22,9780406560
2004-10-25,9894797280
2004-10-26,10118812440
2004-10-27,10061617080
2004-10-28,10118812440
2004-10-29,10152176400
2004-11-01,10242735720
2004-11-02,10004421720
2004-11-03,10290398520
2004-11-04,10581141600
2004-11-05,10538245080
2004-11-08,10638336960
2004-11-09,10576375320
2004-11-10,10604973000
2004-11-11,10700298600
2004-11-12,10743195120
2004-11-15,10705064880
2004-11-16,10657402080
2004-11-17,10485816000
2004-11-18,10509647400
2004-11-19,10414321800
2004-11-22,10643103240
2004-11-23,10685999760
2004-11-24,10690766040
2004-11-26,10700298600
2004-11-29,10538245080
2004-11-30,10485816000
2004-12-01,10371425280
2004-12-02,10318996200
2004-12-03,10323762480
2004-12-06,10485816000
2004-12-07,10261800840
2004-12-08,10223670600
2004-12-09,10276099680
2004-12-10,10290398520
2004-12-13,10476283440
2004-12-14,10552543920
2004-12-15,10624038120
2004-12-16,10871884680
2004-12-17,11267485920
2004-12-20,12049155840
2004-12-21,12144481440
2004-12-22,12196910520
2004-12-23,12311301240
2004-12-27,12306534960
2004-12-28,12420925680
2004-12-29,12487653600
2004-12-30,12468588480
2004-12-31,12339898920
2005-01-03,12144481440
2005-01-04,12039623280
2005-01-05,11882336040
2005-01-06,11906167440
2005-01-07,11839439520
2005-01-10,11958596520
2005-01-11,11844205800
2005-01-12,11958596520
2005-01-13,12058688400
2005-01-14,12111117480
2005-01-18,12287469840
2005-01-19,12149247720
2005-01-20,12044389560
2005-01-21,11982427920
2005-01-24,12096818640
2005-01-25,12058688400
2005-01-26,12335132640
2005-01-27,12382795440
2005-01-28,12439990800
2005-01-31,12573446640
2005-02-01,12773630400
2005-02-02,12730733880
2005-02-03,12802228080
2005-02-04,12916618800
2005-02-07,12926151360
2005-02-08,12930917640
2005-02-09,12930917640
2005-02-10,12930917640
2005-02-11,12892787400
2005-02-14,12949982760
2005-02-15,12792695520
2005-02-16,12949982760
2005-02-17,12845124600
2005-02-18,12664005960
2005-02-22,12273171000
2005-02-23,12430458240
2005-02-24,12630642000
2005-02-25,12949982760
2005-02-28,13002411840
2005-03-01,12864189720
2005-03-02,12988113000
2005-03-03,12969047880
2005-03-04,13369415400
2005-03-07,13259790960
2005-03-08,13178764200
2005-03-09,12916618800
2005-03-10,13121568840
2005-03-11,12954749040
2005-03-14,13140633960
2005-03-15,13011944400
2005-03-16,12826059480
2005-03-17,12907086240
2005-03-18,12935683920
2005-03-21,12935683920
2005-03-22,12511485000
2005-03-23,12439990800
2005-03-24,12635408280
2005-03-28,12759331560
2005-03-29,12544848960
2005-03-30,12725967600
2005-03-31,12987020800
2005-04-01,12991795440
2005-04-04,12910626560
2005-04-05,12953598320
2005-04-06,12905851920
2005-04-07,13025217920
2005-04-08,12862880160
2005-04-11,13125485360
2005-04-12,13397639840
2005-04-13,13230527440
2005-04-14,13101612160
2005-04-15,12819908400
2005-04-18,12829457680
2005-04-19,12987020800
2005-04-20,13001344720
2005-04-21,13163682480
2005-04-22,13115936080
2005-04-25,13297372400
2005-04-26,13106386800
2005-04-27,13326020240
2005-04-28,13497907280
2005-04-29,13870329200
2005-05-02,13913300960
2005-05-03,13679343600
2005-05-04,13894202400
2005-05-05,13679343600
2005-05-06,13698442160
2005-05-09,13579076160
2005-05-10,13526555120
2005-05-11,13464484800
2005-05-12,13263949920
2005-05-13,12796035200
2005-05-16,12733964880
2005-05-17,12796035200
2005-05-18,13010894000
2005-05-19,13154133200
2005-05-20,13297372400
2005-05-23,13220978160
2005-05-24,13149358560
2005-05-25,13154133200
2005-05-26,13254400640
2005-05-27,13244851360
2005-05-31,13249626000
2005-06-01,13521780480
2005-06-02,13588625440
2005-06-03,13631597200
2005-06-06,13464484800
2005-06-07,13588625440
2005-06-08,13517005840
2005-06-09,13426287680
2005-06-10,13622047920
2005-06-13,13593400080
2005-06-14,13531329760
2005-06-15,13536104400
2005-06-16,13345118800
2005-06-17,13698442160
2005-06-20,13645921120
2005-06-21,13674568960
2005-06-22,14075638720
2005-06-23,14247525760
2005-06-24,14237976480
2005-06-27,14237976480
2005-06-28,14385990320
2005-06-29,14237976480
2005-06-30,14538047880
2005-07-01,14657564880
2005-07-05,14681468280
2005-07-06,14322917280
2005-07-07,14528486520
2005-07-08,14691029640
2005-07-11,14882256840
2005-07-12,15073484040
2005-07-13,15212123760
2005-07-14,14996993160
2005-07-15,14915721600
2005-07-18,14796204600
2005-07-19,14973089760
2005-07-20,15130852200
2005-07-21,14729275080
2005-07-22,14844011400
2005-07-25,14863134120
2005-07-26,14839230720
2005-07-27,14934844320
2005-07-28,15193001040
2005-07-29,15369886200
2005-08-01,14939625000
2005-08-02,15322079399
2005-08-03,15475061159
2005-08-04,15365105520
2005-08-05,14863134120
2005-08-08,14447214960
2005-08-09,14681468280
2005-08-10,14547609240
2005-08-11,14724494400
2005-08-12,14648003520
2005-08-15,14743617120
2005-08-16,14523705840
2005-08-17,14547609240
2005-08-18,14509363800
2005-08-19,14724494400
2005-08-22,14800985280
2005-08-23,14963528400
2005-08-24,14753178480
2005-08-25,15001773840
2005-08-26,14896598880
2005-08-29,15059142000
2005-08-30,15092606760
2005-08-31,15432035040
2005-09-01,15503745240
2005-09-02,15508525919
2005-09-06,15857515560
2005-09-07,15752340600
2005-09-08,15585016800
2005-09-09,15838392840
2005-09-12,15876638280
2005-09-13,15723656520
2005-09-14,15690191760
2005-09-15,15986593919
2005-09-16,16182601800
2005-09-19,16177821120
2005-09-20,16106110919
2005-09-21,15345982800
2005-09-22,15212123760
2005-09-23,15236027160
2005-09-26,15518087280
2005-09-27,15441596399
2005-09-28,15455938440
2005-09-29,15565894080
2005-09-30,15774636000
2005-10-03,15784440000
2005-10-04,15578556000
2005-10-05,15127572000
2005-10-06,15132474000
2005-10-07,15269730000
2005-10-10,14951100000
2005-10-11,14686392000
2005-10-12,14250114000
2005-10-13,13872660000
2005-10-14,14245212000
2005-10-17,14853060000
2005-10-18,14607960000
2005-10-19,14843256000
2005-10-20,14612862000
2005-10-21,14990316000
2005-10-24,15485418000
2005-10-25,15554046000
2005-10-26,15279534000
2005-10-27,15176592000
2005-10-28,15475614000
2005-10-31,15416790000
2005-11-01,15215808000
2005-11-02,15318750000
2005-11-03,15627576000
2005-11-04,15573654000
2005-11-07,15441300000
2005-11-08,15284436000
2005-11-09,15353064000
2005-11-10,15171690000
2005-11-11,14985414000
2005-11-14,14882472000
2005-11-15,15083454000
2005-11-16,15186396000
2005-11-17,15509928000
2005-11-18,15176592000
2005-11-21,15181494000
2005-11-22,15137376000
2005-11-23,15323652000
2005-11-25,15392280000
2005-11-28,15333456000
2005-11-29,15475614000
2005-11-30,15372672000
2005-12-01,15554046000
2005-12-02,15573654000
2005-12-05,15887381999
2005-12-06,15784440000
2005-12-07,15656988000
2005-12-08,15931500000
2005-12-09,16005030000
2005-12-12,15789342000
2005-12-13,16103070000
2005-12-14,16068756000
2005-12-15,16318758000
2005-12-16,16299150000
2005-12-19,15965814000
2005-12-20,16152090000
2005-12-21,15951108000
2005-12-22,16259934000
2005-12-23,16333464000
2005-12-27,16147187999
2005-12-28,16186404000
2005-12-29,15985422000
2005-12-30,15926598000
2006-01-03,16734077940
2006-01-04,16764220379
2006-01-05,16668769320
2006-01-06,16985264940
2006-01-09,16945075019
2006-01-10,16864695180
2006-01-11,16729054199
2006-01-12,16754172900
2006-01-13,17125929660
2006-01-17,17442425280
2006-01-18,17608208700
2006-01-19,17658446100
2006-01-20,17703659760
2006-01-23,17809158300
2006-01-24,17889538140
2006-01-25,17618256180
2006-01-26,17492662680
2006-01-27,17562995040
2006-01-30,17286689340
2006-01-31,17487638940
2006-02-01,17487638940
2006-02-02,17141000879
2006-02-03,17020431120
2006-02-06,17060621040
2006-02-07,16849623960
2006-02-08,16623555660
2006-02-09,16874742660
2006-02-10,17125929660
2006-02-13,17080716000
2006-02-14,17161095839
2006-02-15,17151048360
2006-02-16,16990288680
2006-02-17,17115882180
2006-02-21,17276641860
2006-02-22,17407259100
2006-02-23,17452472760
2006-02-24,17432377800
2006-02-27,17738825940
2006-02-28,17432377800
2006-03-01,17266594380
2006-03-02,17321855520
2006-03-03,17467543980
2006-03-06,16739101680
2006-03-07,16713982980
2006-03-08,16829529000
2006-03-09,16658721839
2006-03-10,16950098760
2006-03-13,16864695180
2006-03-14,17080716000
2006-03-15,17065644780
2006-03-16,17156072100
2006-03-17,17050573559
2006-03-20,16859671440
2006-03-21,16578342000
2006-03-22,16829529000
2006-03-23,16794362820
2006-03-24,16658721839
2006-03-27,16427629800
2006-03-28,16332178739
2006-03-29,16477867199
2006-03-30,16211608980
2006-03-31,16104394960
2006-04-03,16084277040
2006-04-04,16235161440
2006-04-05,16461488039
2006-04-06,16154689759
2006-04-07,15727183960
2006-04-10,15742272400
2006-04-11,15586358520
2006-04-12,15611505920
2006-04-13,15455592040
2006-04-17,15420385680
2006-04-18,15893156800
2006-04-19,15948481080
2006-04-20,16039011720
2006-04-21,15903215760
2006-04-24,16622431399
2006-04-25,16381016360
2006-04-26,15606476440
2006-04-27,15837832520
2006-04-28,15767419800
2006-05-01,15586358520
2006-05-02,15948481080
2006-05-03,15973628480
2006-05-04,16134571840
2006-05-05,16426281679
2006-05-08,16350839479
2006-05-09,16285456240
2006-05-10,16421252200
2006-05-11,16089306520
2006-05-12,15757360840
2006-05-15,15782508240
2006-05-16,15722154480
2006-05-17,15249383360
2006-05-18,15455592040
2006-05-19,15465651000
2006-05-22,15465651000
2006-05-23,15485768920
2006-05-24,15546122680
2006-05-25,15712095520
2006-05-26,16028952760
2006-05-30,15762390320
2006-05-31,16028952760
2006-06-01,16577166080
2006-06-02,16858816960
2006-06-05,16758227360
2006-06-06,16446399600
2006-06-07,16416222720
2006-06-08,16426281679
2006-06-09,16627460880
2006-06-12,16803492679
2006-06-13,16707932560
2006-06-14,16416222720
2006-06-15,16521841800
2006-06-16,16431311160
2006-06-19,16039011720
2006-06-20,16577166080
2006-06-21,16536930240
2006-06-22,16748168399
2006-06-23,16753197880
2006-06-26,16768286320
2006-06-27,16501723880
2006-06-28,16471547000
2006-06-29,16471547000
2006-06-30,16645511640
2006-07-03,16897258640
2006-07-05,16771385140
2006-07-06,16705930920
2006-07-07,16776420080
2006-07-10,16776420080
2006-07-11,17028167080
2006-07-12,16862014060
2006-07-13,16897258640
2006-07-14,16947608039
2006-07-17,17093621300
2006-07-18,17063411660
2006-07-19,17169145400
2006-07-20,17204389980
2006-07-21,17340333360
2006-07-24,17425927340
2006-07-25,17471241800
2006-07-26,17511521320
2006-07-27,17214459860
2006-07-28,17385647820
2006-07-31,16972782740
2006-08-01,17476276740
2006-08-02,17506486380
2006-08-03,17078516480
2006-08-04,16363555000
2006-08-07,16867049000
2006-08-08,16932503220
2006-08-09,16932503220
2006-08-10,17048306840
2006-08-11,17118796000
2006-08-14,17385647820
2006-08-15,17632359880
2006-08-16,17441032160
2006-08-17,17566905660
2006-08-18,17954596040
2006-08-21,17999910500
2006-08-22,18171098460
2006-08-23,18025085200
2006-08-24,18125784000
2006-08-25,17989840620
2006-08-28,17919351460
2006-08-29,17848862300
2006-08-30,17264809260
2006-08-31,17627324940
2006-09-01,17279914080
2006-09-05,17405787580
2006-09-06,17128865880
2006-09-07,17154040580
2006-09-08,16982852619
2006-09-11,16882153820
2006-09-12,16650546580
2006-09-13,16650546580
2006-09-14,16650546580
2006-09-15,15608314000
2006-09-18,15462300740
2006-09-19,15482440500
2006-09-20,15457265800
2006-09-21,15301182660
2006-09-22,15346497120
2006-09-25,15452230860
2006-09-26,15542859780
2006-09-27,15638523640
2006-09-28,15517685080
2006-09-29,15406916400
2006-10-02,15314549300
2006-10-03,15264089500
2006-10-04,15238859600
2006-10-05,15218675680
2006-10-06,15057204320
2006-10-09,15026928440
2006-10-10,15042066380
2006-10-11,15072342260
2006-10-12,15158123920
2006-10-13,15314549300
2006-10-16,15344825180
2006-10-17,15334733220
2006-10-18,15390239000
2006-10-19,15339779200
2006-10-20,15415468900
2006-10-23,15465928700
2006-10-24,15420514880
2006-10-25,15587032220
2006-10-26,15486112620
2006-10-27,15354917140
2006-10-30,15365009100
2006-10-31,15405376940
2006-11-01,15486112620
2006-11-02,15486112620
2006-11-03,15465928700
2006-11-06,15581986240
2006-11-07,15753549560
2006-11-08,15950342780
2006-11-09,15874653080
2006-11-10,16005848560
2006-11-13,16273285500
2006-11-14,16449894800
2006-11-15,16525584500
2006-11-16,16535676460
2006-11-17,16465032740
2006-11-20,16429710880
2006-11-21,16328791280
2006-11-22,16465032740
2006-11-24,16500354600
2006-11-27,16439802840
2006-11-28,16485216660
2006-11-29,16934308880
2006-11-30,16959538780
2006-12-01,16954492800
2006-12-04,17085688280
2006-12-05,17065504360
2006-12-06,16717331740
2006-12-07,16717331740
2006-12-08,16682009880
2006-12-11,16747607619
2006-12-12,16666871940
2006-12-13,16722377720
2006-12-14,16873757119
2006-12-15,16979722700
2006-12-18,16848527220
2006-12-19,17009998580
2006-12-20,16919170940
2006-12-21,16813205360
2006-12-22,16757699580
2006-12-26,16868711140
2006-12-27,16873757119
2006-12-28,16813205360
2006-12-29,16747607619
2007-01-03,16862838560
2007-01-04,16807202319
2007-01-05,16427864319
2007-01-08,16437980000
2007-01-09,16786970959
2007-01-10,16690872000
2007-01-11,16604888720
2007-01-12,16554310319
2007-01-16,16655467120
2007-01-17,16620062240
2007-01-18,16670640640
2007-01-19,16690872000
2007-01-22,16695929839
2007-01-23,16807202319
2007-01-24,16999400240
2007-01-25,17024689439
2007-01-26,17044920800
2007-01-29,16979168880
2007-01-30,17115730560
2007-01-31,16953879680
2007-02-01,16999400240
2007-02-02,17232060880
2007-02-05,17429316640
2007-02-06,17591167520
2007-02-07,17626572400
2007-02-08,17808654640
2007-02-09,17980621200
2007-02-12,18081778000
2007-02-13,18213281840
2007-02-14,18597677680
2007-02-15,18486405200
2007-02-16,18638140400
2007-02-20,18830338320
2007-02-21,18870801040
2007-02-22,18951726480
2007-02-23,19002304880
2007-02-26,19396816400
2007-02-27,18739297200
2007-02-28,18941610800
2007-03-01,18951726480
2007-03-02,18683660960
2007-03-05,18511694400
2007-03-06,18698834480
2007-03-07,18547099280
2007-03-08,18617909040
2007-03-09,18966900000
2007-03-12,19336122320
2007-03-13,19229907680
2007-03-14,19472684000
2007-03-15,19791327920
2007-03-16,19614303520
2007-03-19,19705344640
2007-03-20,19801443600
2007-03-21,20165608080
2007-03-22,20241475680
2007-03-23,20570235280
2007-03-26,20878763520
2007-03-27,20939457600
2007-03-28,20949573280
2007-03-29,21086134960
2007-03-30,21000151680
2007-04-02,21746321940
2007-04-03,21751394560
2007-04-04,21609361200
2007-04-05,21594143340
2007-04-09,22015170800
2007-04-10,22157204160
2007-04-11,22121695820
2007-04-12,22116623200
2007-04-13,22005025560
2007-04-16,21974589840
2007-04-17,22527505420
2007-04-18,22441270880
2007-04-19,22420980400
2007-04-20,22568086380
2007-04-23,22770991180
2007-04-24,22948532880
2007-04-25,22953605500
2007-04-26,22461561360
2007-04-27,22172422020
2007-04-30,21928936260
2007-05-01,22005025560
2007-05-02,22258656560
2007-05-03,22258656560
2007-05-04,22765918560
2007-05-07,23141292440
2007-05-08,22867370960
2007-05-09,23009404320
2007-05-10,22679684020
2007-05-11,22821717380
2007-05-14,22907951920
2007-05-15,23283325800
2007-05-16,23557247280
2007-05-17,23115929340
2007-05-18,23379705580
2007-05-21,23293471040
2007-05-22,23131147200
2007-05-23,22426053020
2007-05-24,21736176700
2007-05-25,21913718400
2007-05-29,22045606520
2007-05-30,22390544680
2007-05-31,22557941140
2007-06-01,22527505420
2007-06-04,22446343500
2007-06-05,22091260100
2007-06-06,21888355300
2007-06-07,20904267020
2007-06-08,21122389680
2007-06-11,21553562380
2007-06-12,21386165920
2007-06-13,22050679140
2007-06-14,22253583940
2007-06-15,22532578040
2007-06-18,22405762540
2007-06-19,22542723280
2007-06-20,21903573160
2007-06-21,22157204160
2007-06-22,21457182600
2007-06-25,21624579060
2007-06-26,21710813600
2007-06-27,22349963720
2007-06-28,22319528000
2007-06-29,22263729180
2007-07-02,23204862720
2007-07-03,23189606400
2007-07-05,23006530560
2007-07-06,22981103360
2007-07-09,23382853120
2007-07-10,22808198400
2007-07-11,22874309120
2007-07-12,23418451200
2007-07-13,23520160000
2007-07-16,22681062400
2007-07-17,22609866240
2007-07-18,23087897600
2007-07-19,23535416320
2007-07-20,22991274240
2007-07-23,23184520960
2007-07-24,22172518400
2007-07-25,22101322240
2007-07-26,20982525440
2007-07-27,20702826240
2007-07-30,21191028480
2007-07-31,21902990080
2007-08-01,20977440000
2007-08-02,22019955200
2007-08-03,20952012800
2007-08-06,21989442560
2007-08-07,22701404160
2007-08-08,22579353600
2007-08-09,21643632640
2007-08-10,21002867200
2007-08-13,21841964800
2007-08-14,20987610880
2007-08-15,20616373760
2007-08-16,20468896000
2007-08-17,21358848000
2007-08-20,21699572480
2007-08-21,22116578560
2007-08-22,21974186240
2007-08-23,22147091200
2007-08-24,22284398080
2007-08-27,21236797440
2007-08-28,20789278720
2007-08-29,21836879360
2007-08-30,21521582080
2007-08-31,21613120000
2007-09-04,22147091200
2007-09-05,21648718080
2007-09-06,21994528000
2007-09-07,21185943040
2007-09-10,21328335360
2007-09-11,21775854080
2007-09-12,21638547200
2007-09-13,21811452160
2007-09-14,21847050240
2007-09-17,21984357120
2007-09-18,22767514880
2007-09-19,22823454720
2007-09-20,22370850560
2007-09-21,22640378880
2007-09-24,22874309120
2007-09-25,22589524480
2007-09-26,22772600320
2007-09-27,22569182720
2007-09-28,22375936000
2007-10-01,22775267100
2007-10-02,22627805000
2007-10-03,22444748600
2007-10-04,22693908700
2007-10-05,22805776500
2007-10-08,22754927500
2007-10-09,23202398700
2007-10-10,23065106400
2007-10-11,23060021500
2007-10-12,23146464800
2007-10-15,22922729200
2007-10-16,22754927500
2007-10-17,22927814100
2007-10-18,22907474500
2007-10-19,22470173100
2007-10-22,22470173100
2007-10-23,22465088200
2007-10-24,22704078500
2007-10-25,23054936600
2007-10-26,23593936000
2007-10-29,23751567900
2007-10-30,23715973600
2007-10-31,24305822000
2007-11-01,23919369600
2007-11-02,24000728000
2007-11-05,23929539400
2007-11-06,23736313200
2007-11-07,22912559400
2007-11-08,23426134300
2007-11-09,23573596400
2007-11-12,23065106400
2007-11-13,23166804400
2007-11-14,23360030600
2007-11-15,23410879600
2007-11-16,23482068200
2007-11-19,23583766200
2007-11-20,23827841400
2007-11-21,23253247700
2007-11-23,23441389000
2007-11-26,23182059100
2007-11-27,23553256800
2007-11-28,24046492100
2007-11-29,24026152500
2007-11-30,24341416300
2007-12-03,24804142200
2007-12-04,24977028800
2007-12-05,25144830500
2007-12-06,25226188900
2007-12-07,25195679500
2007-12-10,25149915400
2007-12-11,24504133100
2007-12-12,24641425400
2007-12-13,24854991200
2007-12-14,24514302900
2007-12-17,24295652200
2007-12-18,24514302900
2007-12-19,24331246500
2007-12-20,24402435100
2007-12-21,24732953600
2007-12-24,24895670400
2007-12-26,24910925100
2007-12-27,24743123400
2007-12-28,24951604300
2007-12-31,24977028800
2008-01-02,24432944500
2008-01-03,24549897200
2008-01-04,24895670400
2008-01-07,25932990000
2008-01-08,25648235600
2008-01-09,26248253800
2008-01-10,25658405400
2008-01-11,25388905700
2008-01-14,25597386600
2008-01-15,25251613400
2008-01-16,25017708000
2008-01-17,24173614600
2008-01-18,24010897800
2008-01-22,23187144000
2008-01-23,24153275000
2008-01-24,23553256800
2008-01-25,23105785600
2008-01-28,23441389000
2008-01-29,23436304100
2008-01-30,23461728600
2008-01-31,24407520000
2008-02-01,24371925700
2008-02-04,24407520000
2008-02-05,23243077900
2008-02-06,23283757100
2008-02-07,23304096700
2008-02-08,23212568500
2008-02-11,23126125200
2008-02-12,23593936000
2008-02-13,23909199800
2008-02-14,23715973600
2008-02-15,23817671600
2008-02-19,23492238000
2008-02-20,23629530300
2008-02-21,23197313800
2008-02-22,23375285300
2008-02-25,23487153100
2008-02-26,23899030000
2008-02-27,23329521200
2008-02-28,23248162800
2008-02-29,22424409000
2008-03-03,22561701300
2008-03-04,23324436300
2008-03-05,23365115500
2008-03-06,22892219800
2008-03-07,22851540600
2008-03-10,22495597600
2008-03-11,23197313800
2008-03-12,22963408400
2008-03-13,22826116100
2008-03-14,22449833500
2008-03-17,22612550300
2008-03-18,23349860800
2008-03-19,22663399300
2008-03-20,20934533300
2008-03-24,20578590300
2008-03-25,20471807400
2008-03-26,19988741900
2008-03-27,20187053000
2008-03-28,20141288900
2008-03-31,20436253290
2008-04-01,21066782130
2008-04-02,21066782130
2008-04-03,21112546320
2008-04-04,21356622000
2008-04-07,21366791820
2008-04-08,21387131460
2008-04-09,21427810740
2008-04-10,21061697220
2008-04-11,21432895650
2008-04-14,21697310970
2008-04-15,22032915030
2008-04-16,22470217290
2008-04-17,22363434180
2008-04-18,22465132380
2008-04-21,22307500170
2008-04-22,22068509400
2008-04-23,22383773820
2008-04-24,22210886880
2008-04-25,22246481250
2008-04-28,22317669990
2008-04-29,22282075620
2008-04-30,22327839810
2008-05-01,22419368190
2008-05-02,22800736440
2008-05-05,22449877650
2008-05-06,21702395880
2008-05-07,21346452180
2008-05-08,21504084390
2008-05-09,21473574930
2008-05-12,21478659840
2008-05-13,21275263440
2008-05-14,21376961640
2008-05-15,21443065470
2008-05-16,21610867500
2008-05-19,22043084850
2008-05-20,22327839810
2008-05-21,22200717060
2008-05-22,22500726750
2008-05-23,21936301740
2008-05-27,21931216830
2008-05-28,21997320660
2008-05-29,22338009630
2008-05-30,22505811660
2008-06-02,22317669990
2008-06-03,21890537550
2008-06-04,22531236210
2008-06-05,22917689370
2008-06-06,22577000400
2008-06-09,23156680140
2008-06-10,23390586000
2008-06-11,23522793660
2008-06-12,23461774740
2008-06-13,23700765510
2008-06-16,23619406950
2008-06-17,23827888260
2008-06-18,23339736900
2008-06-19,23792293890
2008-06-20,23278717980
2008-06-23,23304142530
2008-06-24,23288887800
2008-06-25,23354991630
2008-06-26,22597340040
2008-06-27,22668528780
2008-06-30,23319763320
2008-07-01,23695479080
2008-07-02,23593934280
2008-07-03,23446694320
2008-07-07,22893275160
2008-07-08,22573409040
2008-07-09,22624181440
2008-07-10,22796807600
2008-07-11,22700340040
2008-07-14,22385551160
2008-07-15,22304315320
2008-07-16,21816900280
2008-07-17,21552883800
2008-07-18,21552883800
2008-07-21,22035221600
2008-07-22,22101225720
2008-07-23,21375180400
2008-07-24,21070546000
2008-07-25,20979155680
2008-07-28,20628826120
2008-07-29,20816684000
2008-07-30,21085777720
2008-07-31,21222863200
2008-08-01,20451122720
2008-08-04,20116024880
2008-08-05,20369886880
2008-08-06,20425736520
2008-08-07,20202337960
2008-08-08,20532358560
2008-08-11,20897919840
2008-08-12,20435891000
2008-08-13,20659289560
2008-08-14,20344500680
2008-08-15,19877394600
2008-08-18,19786004280
2008-08-19,19999248360
2008-08-20,20136333840
2008-08-21,20562822000
2008-08-22,20562822000
2008-08-25,20293728280
2008-08-26,20699907480
2008-08-27,20953769480
2008-08-28,21167013560
2008-08-29,20699907480
2008-09-02,20456199960
2008-09-03,19928167000
2008-09-04,19349361640
2008-09-05,18953336920
2008-09-08,19511833320
2008-09-09,18399917760
2008-09-10,18582698400
2008-09-11,18765479040
2008-09-12,19049804480
2008-09-15,18394840520
2008-09-16,18338990880
2008-09-17,17308311160
2008-09-18,17475860080
2008-09-19,18095283360
2008-09-22,17668795200
2008-09-23,17379392520
2008-09-24,17201689120
2008-09-25,17826189640
2008-09-26,17648486240
2008-09-29,16348712800
2008-09-30,16591280940
2008-10-01,16803795060
2008-10-02,16555861920
2008-10-03,16479964020
2008-10-06,15042963780
2008-10-07,14299164360
2008-10-08,14046171360
2008-10-09,13408629000
2008-10-10,12644590140
2008-10-13,14810210220
2008-10-14,14830449660
2008-10-15,13287192360
2008-10-16,13312491660
2008-10-17,13691981160
2008-10-20,15609668100
2008-10-21,14840569380
2008-10-22,13530065640
2008-10-23,14612875680
2008-10-24,13985453040
2008-10-27,13605963540
2008-10-28,15184639860
2008-10-29,14364942540
2008-10-30,15093562380
2008-10-31,14243505900
2008-11-03,14870928540
2008-11-04,14931646860
2008-11-05,13980393180
2008-11-06,13337790960
2008-11-07,13924734720
2008-11-10,13621143120
2008-11-11,14061350940
2008-11-12,14005692480
2008-11-13,14972125740
2008-11-14,14471199600
2008-11-17,14744432040
2008-11-18,14729252460
2008-11-19,14086650240
2008-11-20,13206234600
2008-11-21,14997425040
2008-11-24,14754551760
2008-11-25,15007544760
2008-11-26,15250418040
2008-11-28,15634967400
2008-12-01,14273865060
2008-12-02,14926587000
2008-12-03,15629907540
2008-12-04,14456020020
2008-12-05,14440840440
2008-12-08,14612875680
2008-12-09,14324463660
2008-12-10,14703953160
2008-12-11,14678653860
2008-12-12,14886108120
2008-12-15,14789970780
2008-12-16,15194759580
2008-12-17,14213146740
2008-12-18,14309284080
2008-12-19,14526858060
2008-12-22,14228326320
2008-12-23,14051231220
2008-12-24,14132188980
2008-12-26,14349762960
2008-12-29,14294104500
2008-12-30,14258685480
2008-12-31,14759611620
2009-01-02,15204879300
2009-01-05,15498351180
2009-01-06,15710865300
2009-01-07,15645087120
2009-01-08,15680506140
2009-01-09,15462932160
2009-01-12,15366794820
2009-01-13,15058143360
2009-01-14,15113801820
2009-01-15,15306076500
2009-01-16,15670386420
2009-01-20,15371854680
2009-01-21,15554009640
2009-01-22,15422453280
2009-01-23,15690625860
2009-01-26,16191552000
2009-01-27,16434425279
2009-01-28,16818974640
2009-01-29,16616580240
2009-01-30,15973978020
2009-02-02,15908199840
2009-02-03,15827242080
2009-02-04,15761463900
2009-02-05,16065055500
2009-02-06,16535622480
2009-02-09,16323108359
2009-02-10,15675446280
2009-02-11,15893020260
2009-02-12,15731104740
2009-02-13,15670386420
2009-02-17,14830449660
2009-02-18,14764671480
2009-02-19,14815270080
2009-02-20,14430720720
2009-02-23,14137248840
2009-02-24,14440840440
2009-02-25,14122069260
2009-02-26,13899435420
2009-02-27,13808357940
2009-03-02,13398509280
2009-03-03,12897583140
2009-03-04,13135396560
2009-03-05,12634470420
2009-03-06,12432076020
2009-03-09,12209442180
2009-03-10,12685069020
2009-03-11,12401716860
2009-03-12,12153783720
2009-03-13,12573752100
2009-03-16,12821685240
2009-03-17,13322611380
2009-03-18,13985453040
2009-03-19,14208086880
2009-03-20,13975333320
2009-03-23,14795030640
2009-03-24,14668534140
2009-03-25,14638174980
2009-03-26,14875988400
2009-03-27,14673594000
2009-03-30,14364942540
2009-03-31,14911525300
2009-04-01,15002603500
2009-04-02,15230299000
2009-04-03,15695809800
2009-04-06,15387155900
2009-04-07,15184759900
2009-04-08,15377036100
2009-04-09,15270778200
