,MTD
2004-08-24,2021900160
2004-08-25,2023672979
2004-08-26,2020127341
2004-08-27,2040957965
2004-08-30,2017911317
2004-08-31,2040514761
2004-09-01,2070652685
2004-09-02,2083948828
2004-09-03,2055583723
2004-09-07,2077300756
2004-09-08,2049378856
2004-09-09,2077743961
2004-09-10,2072868709
2004-09-13,2113200343
2004-09-14,2111427524
2004-09-15,2115416367
2004-09-16,2121621233
2004-09-17,2122507643
2004-09-20,2111427524
2004-09-21,2111870729
2004-09-22,2086164852
2004-09-23,2082176009
2004-09-24,2065334228
2004-09-27,2054254108
2004-09-28,2045833218
2004-09-29,2083948828
2004-09-30,2037034582
2004-10-01,2074134322
2004-10-04,2057741414
2004-10-05,2049976352
2004-10-06,2071114576
2004-10-07,2050839136
2004-10-08,2035309012
2004-10-11,2030563697
2004-10-12,2024524204
2004-10-13,2030995089
2004-10-14,2016759142
2004-10-15,2018916104
2004-10-18,2027543951
2004-10-19,2016759142
2004-10-20,2037465974
2004-10-21,2024524204
2004-10-22,2006405726
2004-10-25,2011582434
2004-10-26,2024092812
2004-10-27,2053427490
2004-10-28,2068526222
2004-10-29,2066369260
2004-11-01,2064212299
2004-11-02,2071114576
2004-11-03,2074997107
2004-11-04,2086644700
2004-11-05,2113822417
2004-11-08,2122450263
2004-11-09,2112096847
2004-11-10,2128489756
2004-11-11,2152647726
2004-11-12,2154804688
2004-11-15,2156961650
2004-11-16,2155236080
2004-11-17,2164295319
2004-11-18,2182845189
2004-11-19,2156098865
2004-11-22,2182845189
2004-11-23,2200100883
2004-11-24,2196218352
2004-11-26,2199238098
2004-11-29,2219944930
2004-11-30,2225984422
2004-12-01,2230298346
2004-12-02,2220807714
2004-12-03,2221670499
2004-12-06,2229004169
2004-12-07,2190610251
2004-12-08,2178531266
2004-12-09,2148765195
2004-12-10,2154804688
2004-12-13,2190178859
2004-12-14,2220376322
2004-12-15,2240220369
2004-12-16,2241945939
2004-12-17,2234612269
2004-12-20,2222964676
2004-12-21,2219513537
2004-12-22,2230298346
2004-12-23,2233749484
2004-12-27,2212611260
2004-12-28,2220807714
2004-12-29,2217356576
2004-12-30,2222533284
2004-12-31,2213474045
2005-01-03,2203120629
2005-01-04,2172491773
2005-01-05,2172923166
2005-01-06,2165589496
2005-01-07,2163432534
2005-01-10,2150490765
2005-01-11,2144019880
2005-01-12,2150059372
2005-01-13,2135392033
2005-01-14,2148333803
2005-01-18,2154804688
2005-01-19,2138843172
2005-01-20,2144019880
2005-01-21,2134529248
2005-01-24,2135392033
2005-01-25,2136686210
2005-01-26,2142725703
2005-01-27,2152647726
2005-01-28,2152647726
2005-01-31,2163863927
2005-02-01,2179394051
2005-02-02,2189316074
2005-02-03,2164726711
2005-02-04,2184139366
2005-02-07,2197943921
2005-02-08,2197512529
2005-02-09,2169472027
2005-02-10,2197943921
2005-02-11,2235906446
2005-02-14,2231161130
2005-02-15,2225984422
2005-02-16,2208728729
2005-02-17,2214768222
2005-02-18,2200963667
2005-02-22,2197081136
2005-02-23,2191904428
2005-02-24,2232886700
2005-02-25,2251867962
2005-02-28,2264809732
2005-03-01,2251867962
2005-03-02,2258338847
2005-03-03,2254024924
2005-03-04,2258770239
2005-03-07,2286379349
2005-03-08,2266535301
2005-03-09,2262221378
2005-03-10,2225121638
2005-03-11,2228572776
2005-03-14,2283359602
2005-03-15,2258338847
2005-03-16,2238926192
2005-03-17,2225984422
2005-03-18,2215631006
2005-03-21,2216493791
2005-03-22,2218650753
2005-03-23,2217356576
2005-03-24,2221670499
2005-03-28,2221239107
2005-03-29,2197081136
2005-03-30,2043505467
2005-03-31,2011941920
2005-04-01,2017871854
2005-04-04,2014059753
2005-04-05,2020413254
2005-04-06,2019566120
2005-04-07,2026343188
2005-04-08,2021683954
2005-04-11,2010671219
2005-04-12,2044132990
2005-04-13,2019142554
2005-04-14,1986527916
2005-04-15,1951795445
2005-04-18,1942053411
2005-04-19,1972550215
2005-04-20,1980174416
2005-04-21,2022954654
2005-04-22,1956878246
2005-04-25,1980174416
2005-04-26,1971703081
2005-04-27,1942053411
2005-04-28,1931464243
2005-04-29,1942053411
2005-05-02,1950524745
2005-05-03,1969585248
2005-05-04,1987798616
2005-05-05,1988222183
2005-05-06,2003047018
2005-05-09,1997964218
2005-05-10,1998387784
2005-05-11,2018295420
2005-05-12,2026343188
2005-05-13,2003470585
2005-05-16,1993304984
2005-05-17,2047945091
2005-05-18,2073359094
2005-05-19,2071664827
2005-05-20,2075476928
2005-05-23,2076324061
2005-05-24,2066582026
2005-05-25,2054298592
2005-05-26,2067005593
2005-05-27,2066158460
2005-05-31,2075476928
2005-06-01,2086489662
2005-06-02,2099620231
2005-06-03,2071664827
2005-06-06,2086066096
2005-06-07,2073359094
2005-06-08,2053027891
2005-06-09,2057687125
2005-06-10,2058534259
2005-06-13,2056416425
2005-06-14,2051333624
2005-06-15,2024648921
2005-06-16,1997117084
2005-06-17,1994999251
2005-06-20,1990763584
2005-06-21,1986527916
2005-06-22,1973397348
2005-06-23,1934429210
2005-06-24,1927652142
2005-06-27,1916215841
2005-06-28,1934429210
2005-06-29,1946289078
2005-06-30,1946400543
2005-07-01,1947654129
2005-07-05,1958936399
2005-07-06,1950161300
2005-07-07,1965204327
2005-07-08,1991529624
2005-07-11,2002394033
2005-07-12,1999469000
2005-07-13,1984843835
2005-07-14,1989022453
2005-07-15,1988186729
2005-07-18,1988604591
2005-07-19,1997379690
2005-07-20,2049612423
2005-07-21,2043344495
2005-07-22,2026630021
2005-07-25,2018272783
2005-07-26,2036658705
2005-07-27,2061312555
2005-07-28,2071759101
2005-07-29,2193774765
2005-08-01,2172881672
2005-08-02,2179567461
2005-08-03,2156167197
2005-08-04,2131095486
2005-08-05,2120648939
2005-08-08,2108113083
2005-08-09,2087637852
2005-08-10,2081369924
2005-08-11,2116052459
2005-08-12,2112709564
2005-08-15,2126916867
2005-08-16,2095995089
2005-08-17,2106859498
2005-08-18,2103934465
2005-08-19,2093070056
2005-08-22,2116052459
2005-08-23,2098084399
2005-08-24,2106023774
2005-08-25,2120648939
2005-08-26,2080952062
2005-08-29,2097666537
2005-08-30,2086802128
2005-08-31,2106023774
2005-09-01,2110202393
2005-09-02,2071341240
2005-09-06,2078444891
2005-09-07,2116888182
2005-09-08,2120648939
2005-09-09,2147392098
2005-09-12,2148645684
2005-09-13,2129006176
2005-09-14,2108530945
2005-09-15,2073848411
2005-09-16,2086802128
2005-09-19,2083041372
2005-09-20,2062984002
2005-09-21,2068416207
2005-09-22,2067998345
2005-09-23,2078444891
2005-09-26,2075937720
2005-09-27,2103934465
2005-09-28,2103934465
2005-09-29,2118559630
2005-09-30,2092772282
2005-10-03,2118223808
2005-10-04,2135054656
2005-10-05,2117402791
2005-10-06,2113297706
2005-10-07,2118634316
2005-10-10,2101803468
2005-10-11,2088667197
2005-10-12,2103034994
2005-10-13,2093593299
2005-10-14,2111655672
2005-10-17,2127254995
2005-10-18,2133823131
2005-10-19,2159274657
2005-10-20,2144496351
2005-10-21,2114118723
2005-10-24,2119044825
2005-10-25,2116992282
2005-10-26,2091540756
2005-10-27,2089488214
2005-10-28,2094824824
2005-10-31,2118223808
2005-11-01,2103034994
2005-11-02,2147780419
2005-11-03,2149832962
2005-11-04,2307057713
2005-11-07,2307057713
2005-11-08,2300079069
2005-11-09,2294742459
2005-11-10,2298847544
2005-11-11,2294742459
2005-11-14,2315267883
2005-11-15,2307878730
2005-11-16,2302952628
2005-11-17,2306236696
2005-11-18,2315267883
2005-11-21,2389159411
2005-11-22,2387927886
2005-11-23,2375612631
2005-11-25,2359192292
2005-11-28,2328404155
2005-11-29,2335382799
2005-11-30,2343182460
2005-12-01,2362065851
2005-12-02,2348108562
2005-12-05,2373560089
2005-12-06,2341950935
2005-12-07,2341950935
2005-12-08,2362476359
2005-12-09,2375612631
2005-12-12,2383001784
2005-12-13,2379307208
2005-12-14,2355497715
2005-12-15,2340719409
2005-12-16,2337845850
2005-12-19,2274217034
2005-12-20,2294742459
2005-12-21,2298847544
2005-12-22,2304594662
2005-12-23,2295152967
2005-12-27,2270111949
2005-12-28,2266006864
2005-12-29,2282427204
2005-12-30,2266006864
2006-01-03,2283248221
2006-01-04,2301721103
2006-01-05,2297616018
2006-01-06,2296795001
2006-01-09,2315267883
2006-01-10,2311573307
2006-01-11,2321425510
2006-01-12,2306647205
2006-01-13,2317320426
2006-01-17,2309931273
2006-01-18,2375612631
2006-01-19,2363707885
2006-01-20,2350161105
2006-01-23,2332509240
2006-01-24,2376433648
2006-01-25,2373560089
2006-01-26,2388748903
2006-01-27,2408042802
2006-01-30,2416252972
2006-01-31,2376433648
2006-02-01,2434725854
2006-02-02,2384233309
2006-02-03,2411326870
2006-02-06,2423231616
2006-02-07,2481523822
2006-02-08,2447862125
2006-02-09,2469208567
2006-02-10,2541047553
2006-02-13,2519290603
2006-02-14,2528321789
2006-02-15,2530374332
2006-02-16,2523806196
2006-02-17,2532837383
2006-02-21,2490555008
2006-02-22,2497944161
2006-02-23,2489733991
2006-02-24,2490965517
2006-02-27,2503280772
2006-02-28,2486039415
2006-03-01,2491786534
2006-03-02,2484397381
2006-03-03,2504101789
2006-03-06,2457303821
2006-03-07,2471261109
2006-03-08,2470029584
2006-03-09,2449504159
2006-03-10,2458945855
2006-03-13,2473313652
2006-03-14,2495070602
2006-03-15,2474955686
2006-03-16,2484807889
2006-03-17,2466335007
2006-03-20,2467566533
2006-03-21,2446220091
2006-03-22,2462229923
2006-03-23,2471261109
2006-03-24,2474545177
2006-03-27,2474134669
2006-03-28,2462229923
2006-03-29,2491786534
2006-03-30,2482755347
2006-03-31,2445905372
2006-04-03,2455633865
2006-04-04,2467794482
2006-04-05,2487656822
2006-04-06,2491710361
2006-04-07,2507113809
2006-04-10,2495358546
2006-04-11,2488872884
2006-04-12,2494953192
2006-04-13,2507519163
2006-04-17,2520085134
2006-04-18,2561836584
2006-04-19,2568322247
2006-04-20,2564268708
2006-04-21,2533867166
2006-04-24,2614127236
2006-04-25,2612911174
2006-04-26,2636421700
2006-04-27,2617370067
2006-04-28,2626693207
2006-05-01,2634394931
2006-05-02,2629530684
2006-05-03,2662769703
2006-05-04,2673308904
2006-05-05,2665607180
2006-05-08,2691955183
2006-05-09,2710601462
2006-05-10,2770188484
2006-05-11,2763702822
2006-05-12,2747083312
2006-05-15,2760054637
2006-05-16,2707763985
2006-05-17,2663985765
2006-05-18,2637232408
2006-05-19,2623045022
2006-05-22,2591022064
2006-05-23,2589400649
2006-05-24,2590211357
2006-05-25,2594264896
2006-05-26,2594264896
2006-05-30,2539542120
2006-05-31,2626287853
2006-06-01,2654257271
2006-06-02,2592238126
2006-06-05,2541568890
2006-06-06,2515220887
2006-06-07,2468605190
2006-06-08,2445905372
2006-06-09,2464957005
2006-06-12,2400911090
2006-06-13,2379832688
2006-06-14,2382264811
2006-06-15,2426448385
2006-06-16,2421989492
2006-06-19,2396046843
2006-06-20,2371320256
2006-06-21,2413882414
2006-06-22,2415909184
2006-06-23,2421178784
2006-06-26,2441851833
2006-06-27,2375373795
2006-06-28,2378211272
2006-06-29,2449553557
2006-06-30,2410410527
2006-07-03,2451399843
2006-07-05,2459756888
2006-07-06,2463338478
2006-07-07,2427124617
2006-07-10,2394094392
2006-07-11,2383747574
2006-07-12,2354696894
2006-07-13,2302564852
2006-07-14,2256402128
2006-07-17,2287840535
2006-07-18,2286248717
2006-07-19,2369819166
2006-07-20,2331217578
2006-07-21,2311717806
2006-07-24,2349921440
2006-07-25,2403247346
2006-07-26,2412400300
2006-07-27,2386533256
2006-07-28,2423940981
2006-07-31,2448614161
2006-08-01,2427522572
2006-08-02,2431104162
2006-08-03,2433889844
2006-08-04,2415981890
2006-08-07,2395686210
2006-08-08,2362655985
2006-08-09,2355890758
2006-08-10,2382155756
2006-08-11,2367431439
2006-08-14,2360666212
2006-08-15,2395288255
2006-08-16,2447022343
2006-08-17,2458165070
2006-08-18,2467715978
2006-08-21,2448216207
2006-08-22,2458165070
2006-08-23,2452195752
2006-08-24,2437869389
2006-08-25,2425930753
2006-08-28,2427522572
2006-08-29,2434685753
2006-08-30,2423543026
2006-08-31,2425134844
2006-09-01,2448216207
2006-09-05,2433889844
2006-09-06,2417175754
2006-09-07,2421553254
2006-09-08,2448216207
2006-09-11,2481644386
2006-09-12,2476868932
2006-09-13,2533378474
2006-09-14,2573969835
2006-09-15,2603816424
2006-09-18,2592275743
2006-09-19,2589490061
2006-09-20,2566806654
2006-09-21,2554868018
2006-09-22,2552878245
2006-09-25,2589490061
2006-09-26,2584316652
2006-09-27,2610183696
2006-09-28,2627693695
2006-09-29,2632469149
2006-10-02,2512702532
2006-10-03,2512321878
2006-10-04,2523741522
2006-10-05,2533257893
2006-10-06,2519554319
2006-10-09,2526406106
2006-10-10,2529451345
2006-10-11,2529451345
2006-10-12,2557619802
2006-10-13,2550387361
2006-10-16,2604059692
2006-10-17,2594162666
2006-10-18,2580078437
2006-10-19,2576652544
2006-10-20,2559142422
2006-10-23,2586168915
2006-10-24,2568278138
2006-10-25,2610530824
2006-10-26,2619285885
2006-10-27,2573226650
2006-10-30,2610911478
2006-10-31,2613195407
2006-11-01,2563329625
2006-11-02,2590736772
2006-11-03,2851104676
2006-11-06,2826362112
2006-11-07,2918480581
2006-11-08,2868234144
2006-11-09,2912009449
2006-11-10,2940939216
2006-11-13,2959591303
2006-11-14,2950074932
2006-11-15,2986998451
2006-11-16,2992708273
2006-11-17,2980527318
2006-11-20,2972914222
2006-11-21,2986237141
2006-11-22,2987759760
2006-11-24,3001843989
2006-11-27,2939797252
2006-11-28,2954642790
2006-11-29,2997276131
2006-11-30,2947029693
2006-12-01,2957688029
2006-12-04,3027347862
2006-12-05,3051329117
2006-12-06,3075691026
2006-12-07,3055896975
2006-12-08,3046761259
2006-12-11,3045619294
2006-12-12,3055896975
2006-12-13,3059322868
2006-12-14,3069219894
2006-12-15,3060845488
2006-12-18,3074549061
2006-12-19,3030012446
2006-12-20,3026205898
2006-12-21,3012121669
2006-12-22,2989663034
2006-12-26,2988521070
2006-12-27,3045999949
2006-12-28,3024302624
2006-12-29,3001463334
2007-01-03,2960733267
2007-01-04,2987759760
2007-01-05,2988901725
2007-01-08,3003366608
2007-01-09,3038386853
2007-01-10,3029631791
2007-01-11,3083304123
2007-01-12,3041812746
2007-01-16,3063510071
2007-01-17,3053613046
2007-01-18,3052090426
2007-01-19,3017831492
2007-01-22,2980146664
2007-01-23,3027728517
2007-01-24,3046761259
2007-01-25,3044477330
2007-01-26,3081020194
2007-01-29,3105001448
2007-01-30,3125556809
2007-01-31,3151821992
2007-02-01,3253837486
2007-02-02,3200926465
2007-02-05,3183796998
2007-02-06,3208539562
2007-02-07,3222623790
2007-02-08,3220339861
2007-02-09,3395441083
2007-02-12,3338342859
2007-02-13,3350523813
2007-02-14,3406099418
2007-02-15,3451016688
2007-02-16,3411047931
2007-02-20,3418661028
2007-02-21,3448732759
2007-02-22,3432364602
2007-02-23,3422467576
2007-02-26,3403434835
2007-02-27,3283528563
2007-02-28,3287335111
2007-03-01,3269444334
2007-03-02,3234043435
2007-03-05,3235185400
2007-03-06,3318548807
2007-03-07,3315884224
2007-03-08,3290761005
2007-03-09,3305987198
2007-03-12,3359659529
2007-03-13,3323116665
2007-03-14,3312458330
2007-03-15,3357756255
2007-03-16,3356994945
2007-03-19,3407241383
2007-03-20,3404957454
2007-03-21,3467004191
2007-03-22,3464339607
2007-03-23,3481849730
2007-03-26,3487178897
2007-03-27,3457868475
2007-03-28,3424370850
2007-03-29,3387827987
2007-03-30,3409525312
2007-04-02,3368645138
2007-04-03,3374263292
2007-04-04,3416212175
2007-04-05,3471270084
2007-04-09,3457411971
2007-04-10,3489248177
2007-04-11,3485877285
2007-04-12,3488499090
2007-04-13,3507600814
2007-04-16,3519211665
2007-04-17,3529698886
2007-04-18,3528575255
2007-04-19,3512095337
2007-04-20,3552546046
2007-04-23,3575393205
2007-04-24,3552171502
2007-04-25,3570898682
2007-04-26,3576516836
2007-04-27,3772777682
2007-04-30,3656294623
2007-05-01,3655545536
2007-05-02,3715847055
2007-05-03,3737945128
2007-05-04,3758919569
2007-05-07,3753675959
2007-05-08,3757046851
2007-05-09,3763414092
2007-05-10,3702738029
2007-05-11,3707981640
2007-05-14,3697494419
2007-05-15,3667530931
2007-05-16,3670527280
2007-05-17,3654796448
2007-05-18,3669403649
2007-05-21,3698243506
2007-05-22,3730454256
2007-05-23,3712850706
2007-05-24,3660414602
2007-05-25,3692625352
2007-05-29,3691876265
2007-05-30,3697494419
2007-05-31,3681763588
2007-06-01,3703861660
2007-06-04,3746559630
2007-06-05,3811355673
2007-06-06,3737570584
2007-06-07,3700116224
2007-06-08,3704985291
2007-06-11,3690003547
2007-06-12,3675396346
2007-06-13,3672774541
2007-06-14,3690003547
2007-06-15,3685134480
2007-06-18,3654421905
2007-06-19,3627080222
2007-06-20,3560036918
2007-06-21,3551796958
2007-06-22,3533069778
2007-06-25,3536066127
2007-06-26,3558913287
2007-06-27,3578764098
2007-06-28,3576142292
2007-06-29,3577265923
2007-07-02,3508525081
2007-07-03,3538944760
2007-07-05,3516221627
2007-07-06,3581092507
2007-07-09,3599417615
2007-07-10,3553238344
2007-07-11,3588056048
2007-07-12,3603082636
2007-07-13,3610412679
2007-07-16,3628371285
2007-07-17,3621041242
2007-07-18,3581459009
2007-07-19,3603815640
2007-07-20,3557636370
2007-07-23,3608946671
2007-07-24,3600517121
2007-07-25,3587323044
2007-07-26,3487634459
2007-07-27,3495697506
2007-07-30,3497530017
2007-07-31,3487634459
2007-08-01,3485068944
2007-08-02,3515488622
2007-08-03,3449151733
2007-08-06,3469675854
2007-08-07,3427161604
2007-08-08,3361191217
2007-08-09,3173542116
2007-08-10,3310980423
2007-08-13,3386479866
2007-08-14,3416166540
2007-08-15,3363023728
2007-08-16,3288257289
2007-08-17,3357159694
2007-08-20,3406270982
2007-08-21,3444753707
2007-08-22,3457581283
2007-08-23,3500095532
2007-08-24,3554337850
2007-08-27,3523185167
2007-08-28,3467843343
2007-08-29,3453916261
2007-08-30,3425695596
2007-08-31,3456481776
2007-09-04,3484335940
2007-09-05,3483602935
2007-09-06,3523551670
2007-09-07,3512556605
2007-09-10,3459047291
2007-09-11,3507792077
2007-09-12,3516954631
2007-09-13,3515122120
2007-09-14,3519153644
2007-09-17,3529415704
2007-09-18,3604548645
2007-09-19,3654026435
2007-09-20,3652193924
2007-09-21,3646696392
2007-09-24,3650727916
2007-09-25,3681880598
2007-09-26,3777904162
2007-09-27,3781935685
2007-09-28,3738321930
2007-10-01,3635903406
2007-10-02,3605349596
2007-10-03,3593409027
2007-10-04,3606403176
2007-10-05,3689284776
2007-10-08,3687528810
2007-10-09,3724052904
2007-10-10,3703683698
2007-10-11,3633093860
2007-10-12,3707898016
2007-10-15,3681207332
2007-10-16,3679802559
2007-10-17,3682963298
2007-10-18,3692445515
2007-10-19,3683665684
2007-10-22,3681909718
2007-10-23,3796749901
2007-10-24,3854345589
2007-10-25,3806232118
2007-10-26,3817470301
2007-10-29,3788672457
2007-10-30,3755309101
2007-10-31,3734939894
2007-11-01,3691391935
2007-11-02,3951626111
2007-11-05,3926691392
2007-11-06,4083674762
2007-11-07,3936173609
2007-11-08,3975507250
2007-11-09,3859964681
2007-11-12,3957947589
2007-11-13,4092805785
2007-11-14,4079109250
2007-11-15,4058037657
2007-11-16,4098073684
2007-11-19,3947411792
2007-11-20,3989554979
2007-11-21,3895786389
2007-11-23,3979019182
2007-11-26,3955489236
2007-11-27,4094912945
2007-11-28,4138109711
2007-11-29,4129681073
2007-11-30,4086484307
2007-12-03,4066817487
2007-12-04,4083674762
2007-12-05,4117389311
2007-12-06,4159883690
2007-12-07,4159181304
2007-12-10,4163044429
2007-12-11,4026430267
2007-12-12,4021162369
2007-12-13,4052418565
2007-12-14,3971292931
2007-12-17,3914399630
2007-12-18,3907375765
2007-12-19,3980423955
2007-12-20,4036263677
2007-12-21,4052067372
2007-12-24,4070329419
2007-12-26,4123710789
2007-12-27,4033454131
2007-12-28,4048906633
2007-12-31,3996578843
2008-01-02,3936875996
2008-01-03,3946358213
2008-01-04,3817821494
2008-01-07,3930905711
2008-01-08,3845916952
2008-01-09,3812202403
2008-01-10,3845565759
2008-01-11,3817119108
2008-01-14,3863827806
2008-01-15,3803773765
2008-01-16,3798857060
2008-01-17,3662945284
2008-01-18,3543188396
2008-01-22,3371454912
2008-01-23,3346169000
2008-01-24,3359514342
2008-01-25,3351436898
2008-01-28,3370752525
2008-01-29,3354948830
2008-01-30,3437830430
2008-01-31,3495074925
2008-02-01,3480676003
2008-02-04,3490860606
2008-02-05,3361270308
2008-02-06,3469789013
2008-02-07,3513688166
2008-02-08,3694903867
2008-02-11,3679802559
2008-02-12,3675588240
2008-02-13,3732832735
2008-02-14,3692094321
2008-02-15,3665403637
2008-02-19,3672427501
2008-02-20,3635552213
2008-02-21,3614480620
2008-02-22,3592706640
2008-02-25,3656272613
2008-02-26,3626421189
2008-02-27,3577605332
2008-02-28,3530545440
2008-02-29,3431157759
2008-03-03,3488753447
2008-03-04,3389716959
2008-03-05,3372859684
2008-03-06,3371454912
2008-03-07,3287168539
2008-03-10,3202530973
2008-03-11,3174084322
2008-03-12,3165304491
2008-03-13,3178649834
2008-03-14,3145286478
2008-03-17,3073291868
2008-03-18,3249590864
2008-03-19,3334579623
2008-03-20,3306484166
2008-03-24,3377776389
2008-03-25,3396389630
2008-03-26,3364782240
2008-03-27,3353895251
2008-03-28,3346871386
2008-03-31,3347862076
2008-04-01,3412323589
2008-04-02,3418528440
2008-04-03,3420596724
2008-04-04,3430593429
2008-04-07,3421630866
2008-04-08,3427491003
2008-04-09,3417494298
2008-04-10,3418873154
2008-04-11,3357514067
2008-04-14,3338210085
2008-04-15,3326145096
2008-04-16,3386470041
2008-04-17,3387848897
2008-04-18,3466443682
2008-04-21,3484713522
2008-04-22,3426456861
2008-04-23,3521253203
2008-04-24,3546417323
2008-04-25,3549519749
2008-04-28,3516427207
2008-04-29,3421630866
2008-04-30,3283745278
2008-05-01,3347862076
2008-05-02,3373715624
2008-05-05,3354066928
2008-05-06,3361650635
2008-05-07,3368200200
2008-05-08,3360271779
2008-05-09,3345449078
2008-05-12,3343380795
2008-05-13,3368544914
2008-05-14,3418183726
2008-05-15,3414391872
2008-05-16,3493676085
2008-05-19,3483334666
2008-05-20,3461962400
2008-05-21,3461272972
2008-05-22,3490918374
2008-05-23,3478853385
2008-05-27,3538833616
2008-05-28,3590195997
2008-05-29,3562274165
2008-05-30,3574683868
2008-06-02,3580199292
2008-06-03,3486437092
2008-06-04,3529181624
2008-06-05,3573305013
2008-06-06,3475750959
2008-06-09,3443003132
2008-06-10,3439211278
2008-06-11,3397500888
2008-06-12,3425422719
2008-06-13,3619841398
2008-06-16,3585025288
2008-06-17,3559171740
2008-06-18,3503328077
2008-06-19,3507809358
2008-06-20,3446450272
2008-06-23,3423009722
2008-06-24,3350619788
2008-06-25,3356479925
2008-06-26,3308564684
2008-06-27,3242034887
2008-06-30,3211634609
2008-07-01,3267497956
2008-07-02,3253278195
2008-07-03,3226192936
2008-07-07,3229917159
2008-07-08,3236688474
2008-07-09,3176423772
2008-07-10,3166943931
2008-07-11,3154416999
2008-07-14,3135118752
2008-07-15,3146968553
2008-07-16,3192336362
2008-07-17,3243121223
2008-07-18,3324038435
2008-07-21,3327424092
2008-07-22,3411049830
2008-07-23,3379901782
2008-07-24,3341643853
2008-07-25,3683256685
2008-07-28,3608433656
2008-07-29,3675808239
2008-07-30,3695783617
2008-07-31,3639920270
2008-08-01,3639581705
2008-08-04,3627054772
2008-08-05,3654817163
2008-08-06,3690366566
2008-08-07,3654478597
2008-08-08,3690366566
2008-08-11,3656509992
2008-08-12,3574577082
2008-08-13,3610126485
2008-08-14,3629086167
2008-08-15,3645675888
2008-08-18,3653801466
2008-08-19,3590151106
2008-08-20,3591166804
2008-08-21,3575931345
2008-08-22,3599630947
2008-08-25,3594891027
2008-08-26,3521083696
2008-08-27,3551216046
2008-08-28,3573561385
2008-08-29,3561711584
2008-09-02,3584395489
2008-09-03,3526839313
2008-09-04,3436103695
2008-09-05,3424253894
2008-09-08,3484180030
2008-09-09,3427978117
2008-09-10,3408341304
2008-09-11,3442197878
2008-09-12,3458449034
2008-09-15,3387350228
2008-09-16,3406309910
2008-09-17,3337581064
2008-09-18,3433056603
2008-09-19,3517359472
2008-09-22,3396152937
2008-09-23,3323699869
2008-09-24,3323699869
2008-09-25,3411726961
2008-09-26,3418836842
2008-09-29,3252262498
2008-09-30,3288286806
2008-10-01,3299359608
2008-10-02,3071192768
2008-10-03,3032941269
2008-10-06,2939661296
2008-10-07,2764845232
2008-10-08,2721896180
2008-10-09,2673914036
2008-10-10,2724916035
2008-10-13,2844703626
2008-10-14,2857118587
2008-10-15,2670894181
2008-10-16,2772562640
2008-10-17,2747732719
2008-10-20,2787326377
2008-10-21,2791352850
2008-10-22,2601773050
2008-10-23,2483327617
2008-10-24,2408502315
2008-10-27,2324617448
2008-10-28,2395751815
2008-10-29,2491716104
2008-10-30,2597746576
2008-10-31,2568219103
2008-11-03,2639017931
2008-11-04,2770213864
2008-11-05,2627609589
2008-11-06,2472590354
2008-11-07,2550099972
2008-11-10,2628616207
2008-11-11,2614523550
2008-11-12,2489702867
2008-11-13,2692368707
2008-11-14,2536007314
2008-11-17,2499097972
2008-11-18,2467892801
2008-11-19,2233015172
2008-11-20,2034711346
2008-11-21,2206172015
2008-11-24,2346091974
2008-11-25,2401455986
2008-11-26,2654117207
2008-11-28,2759812140
2008-12-01,2560166156
2008-12-02,2484669775
2008-12-03,2535000695
2008-12-04,2391054263
2008-12-05,2420581736
2008-12-08,2555804142
2008-12-09,2503795525
2008-12-10,2521914656
2008-12-11,2478294525
2008-12-12,2389712105
2008-12-15,2336696869
2008-12-16,2367230960
2008-12-17,2348105211
2008-12-18,2310524790
2008-12-19,2282003935
2008-12-22,2233686251
2008-12-23,2177651160
2008-12-24,2194763673
2008-12-26,2206507554
2008-12-29,2201138923
2008-12-30,2241068120
2008-12-31,2266744160
2009-01-02,2280869272
2009-01-05,2269098345
2009-01-06,2344095964
2009-01-07,2298021194
2009-01-08,2256654794
2009-01-09,2215961019
2009-01-12,2267753097
2009-01-13,2349813271
2009-01-14,2300711691
2009-01-15,2365956256
2009-01-16,2362929446
2009-01-20,2272461467
2009-01-21,2345104900
2009-01-22,2282887145
2009-01-23,2205535342
2009-01-26,2235130814
2009-01-27,2262708414
2009-01-28,2330643476
2009-01-29,2304747438
2009-01-30,2239166561
2009-02-02,2253291673
2009-02-03,2294658072
2009-02-04,2346786461
2009-02-05,2335351847
2009-02-06,2117421548
2009-02-09,2131882972
2009-02-10,2074373587
2009-02-11,2040406056
2009-02-12,2100942250
2009-02-13,2062938973
2009-02-17,2001730154
2009-02-18,1933795092
2009-02-19,1900500185
2009-02-20,1855098040
2009-02-23,1814740577
2009-02-24,1868550527
2009-02-25,1809023270
2009-02-26,1782454607
2009-02-27,1792880284
2009-03-02,1653983350
2009-03-03,1608581204
2009-03-04,1707120676
2009-03-05,1615980072
2009-03-06,1594119780
2009-03-09,1572259488
2009-03-10,1637504053
2009-03-11,1589747722
2009-03-12,1537619332
2009-03-13,1581339917
2009-03-16,1590756658
2009-03-17,1622370004
2009-03-18,1665754277
2009-03-19,1670126335
2009-03-20,1635486179
2009-03-23,1688623505
2009-03-24,1663063779
2009-03-25,1669117398
2009-03-26,1737725085
2009-03-27,1755549631
2009-03-30,1705102803
2009-03-31,1729316888
2009-04-01,1739760843
2009-04-02,1825333898
2009-04-03,1860371684
2009-04-06,1870478738
2009-04-07,1762670165
2009-04-08,1784231879
2009-04-09,1862056193
