,TPR
2005-06-03,12054539760
2005-06-06,12354385049
2005-06-07,12437886270
2005-06-08,12141836490
2005-06-09,12145632000
2005-06-10,11917901400
2005-06-13,11990016090
2005-06-14,12342998520
2005-06-15,12680798909
2005-06-16,12601093200
2005-06-17,12502409940
2005-06-20,12601093200
2005-06-21,12874369920
2005-06-22,12733936049
2005-06-23,12380953619
2005-06-24,12202564650
2005-06-27,12115267920
2005-06-28,12604888710
2005-06-29,12737731560
2005-06-30,12741527070
2005-07-01,12733936049
2005-07-05,13204579290
2005-07-06,12954075630
2005-07-07,13170419700
2005-07-08,13382968260
2005-07-11,13326035610
2005-07-12,13420923360
2005-07-13,13447491930
2005-07-14,13193192760
2005-07-15,13386763770
2005-07-18,13375377240
2005-07-19,13747337220
2005-07-20,13724564159
2005-07-21,13500629070
2005-07-22,13644858450
2005-07-25,13261511940
2005-07-26,13284285000
2005-07-27,13257716430
2005-07-28,13515811110
2005-07-29,13326035610
2005-08-01,13493038049
2005-08-02,13189397250
2005-08-03,13451287440
2005-08-04,13272898470
2005-08-05,12790868700
2005-08-08,12893347470
2005-08-09,13075531950
2005-08-10,13136260110
2005-08-11,13246329900
2005-08-12,13170419700
2005-08-15,13178010720
2005-08-16,12832619310
2005-08-17,12768095640
2005-08-18,12695980950
2005-08-19,12521387490
2005-08-22,12255701790
2005-08-23,12388544640
2005-08-24,12900938490
2005-08-25,13007212770
2005-08-26,12779482170
2005-08-29,12680798909
2005-08-30,12324020970
2005-08-31,12597297690
2005-09-01,12297452400
2005-09-02,12069721800
2005-09-06,12274679340
2005-09-07,12631457280
2005-09-08,12475841369
2005-09-09,12608684220
2005-09-12,12608684220
2005-09-13,12525183000
2005-09-14,12339203010
2005-09-15,12240519750
2005-09-16,12206360159
2005-09-19,12008993640
2005-09-20,11621851620
2005-09-21,11481417750
2005-09-22,12001402620
2005-09-23,12305043420
2005-09-26,12255701790
2005-09-27,12418908720
2005-09-28,11857173240
2005-09-29,11838195690
2005-09-30,11902719360
2005-10-03,11863072550
2005-10-04,11733587970
2005-10-05,11687887530
2005-10-06,11889731140
2005-10-07,11939239950
2005-10-10,11756438190
2005-10-11,11630761980
2005-10-12,11021422780
2005-10-13,11135673880
2005-10-14,11600295020
2005-10-17,11733587970
2005-10-18,11623145240
2005-10-19,12061107790
2005-10-20,12076341270
2005-10-21,12285801620
2005-10-24,11901156250
2005-10-25,12270568140
2005-10-26,12335310430
2005-10-27,11988748760
2005-10-28,12057299420
2005-10-31,12255334660
2005-11-01,12354352280
2005-11-02,12552387520
2005-11-03,12937032890
2005-11-04,13032242140
2005-11-07,13237894120
2005-11-08,12921799410
2005-11-09,12891332450
2005-11-10,13329295000
2005-11-11,13180768570
2005-11-14,13100792800
2005-11-15,12670446990
2005-11-16,12910374300
2005-11-17,13036050509
2005-11-18,13112217910
2005-11-21,13264552710
2005-11-22,13256935970
2005-11-23,13687281780
2005-11-25,13953867680
2005-11-28,13432120990
2005-11-29,13622539490
2005-11-30,13112217910
2005-12-01,13405462400
2005-12-02,13340720110
2005-12-05,13329295000
2005-12-06,13542563720
2005-12-07,13310253150
2005-12-08,13329295000
2005-12-09,13371187070
2005-12-12,13215043900
2005-12-13,13043667250
2005-12-14,13062709099
2005-12-15,13062709099
2005-12-16,12902757560
2005-12-19,12613321439
2005-12-20,12807548310
2005-12-21,12937032890
2005-12-22,12853248750
2005-12-23,12719955800
2005-12-27,12407669460
2005-12-28,12818973419
2005-12-29,12784698090
2005-12-30,12697105580
2006-01-03,12778508699
2006-01-04,12552102690
2006-01-05,12740134800
2006-01-06,12782346090
2006-01-09,13250507670
2006-01-10,13154572920
2006-01-11,12874443449
2006-01-12,12571289640
2006-01-13,12736297410
2006-01-17,12494541840
2006-01-18,12586639199
2006-01-19,12613500929
2006-01-20,12183713250
2006-01-23,12306509730
2006-01-24,13388653710
2006-01-25,13557498870
2006-01-26,13730181420
2006-01-27,13780067489
2006-01-30,13876002239
2006-01-31,13795417050
2006-02-01,13910538750
2006-02-02,14006473500
2006-02-03,13887514410
2006-02-06,14079383910
2006-02-07,13707157080
2006-02-08,13776230100
2006-02-09,13668783179
2006-02-10,13611222330
2006-02-13,13557498870
2006-02-14,13680295350
2006-02-15,13603547550
2006-02-16,13845303120
2006-02-17,13891351800
2006-02-21,13849140510
2006-02-22,14044847400
2006-02-23,13895189190
2006-02-24,13868327460
2006-02-27,13922050920
2006-02-28,13707157080
2006-03-01,13768555320
2006-03-02,13906701360
2006-03-03,13860652679
2006-03-06,13661108400
2006-03-07,13569011040
2006-03-08,13515287580
2006-03-09,13557498870
2006-03-10,14006473500
2006-03-13,14037172620
2006-03-14,14186830830
2006-03-15,14071709130
2006-03-16,13918213530
2006-03-17,13641921449
2006-03-20,13661108400
2006-03-21,13534474530
2006-03-22,13657271010
2006-03-23,13545986699
2006-03-24,13607384940
2006-03-27,13419352830
2006-03-28,13181434650
2006-03-29,13400165880
2006-03-30,13404003270
2006-03-31,13269694620
2006-04-03,12676127530
2006-04-04,12631947010
2006-04-05,12698217790
2006-04-06,12978027750
2006-04-07,13014844850
2006-04-10,12823395930
2006-04-11,12606175040
2006-04-12,12396317570
2006-04-13,12333728500
2006-04-17,12492042030
2006-04-18,12856531320
2006-04-19,12735034890
2006-04-20,12963300910
2006-04-21,12911756970
2006-04-24,12959619200
2006-04-25,12098099060
2006-04-26,12050236829
2006-04-27,12031828280
2006-04-28,12157006420
2006-05-01,11936103820
2006-05-02,12083372220
2006-05-03,12226958910
2006-05-04,12160688130
2006-05-05,11729928060
2006-05-08,11752018320
2006-05-09,11752018320
2006-05-10,11652612150
2006-05-11,11512707170
2006-05-12,11284441150
2006-05-15,11280759440
2006-05-16,11166626430
2006-05-17,11026721450
2006-05-18,11232897210
2006-05-19,11056175130
2006-05-22,10831590820
2006-05-23,10849999370
2006-05-24,10467101530
2006-05-25,10875771340
2006-05-26,11008312900
2006-05-30,10676959000
2006-05-31,10706412680
2006-06-01,11045130000
2006-06-02,11008312900
2006-06-05,10923633570
2006-06-06,10813182270
2006-06-07,10680640710
2006-06-08,10529690600
2006-06-09,10555462570
2006-06-12,10275652610
2006-06-13,10216745250
2006-06-14,10316151420
2006-06-15,10923633570
2006-06-16,10975177510
2006-06-19,10857362790
2006-06-20,10643823610
2006-06-21,10658550450
2006-06-22,10551780860
2006-06-23,10492873500
2006-06-26,10496555210
2006-06-27,10242517220
2006-06-28,10544417440
2006-06-29,10894179890
2006-06-30,11008312900
2006-07-03,10857362790
2006-07-05,10599643090
2006-07-06,10772683460
2006-07-07,10485510080
2006-07-10,10426602720
2006-07-11,10404512460
2006-07-12,10165201310
2006-07-13,10080521980
2006-07-14,9730759530
2006-07-17,9649761910
2006-07-18,9417814180
2006-07-19,9863301090
2006-07-20,9782303470
2006-07-21,9686579010
2006-07-24,10025296330
2006-07-25,10283016030
2006-07-26,10054750010
2006-07-27,10146792760
2006-07-28,10360331940
2006-07-31,10570189410
2006-08-01,10861044500
2006-08-02,10798455430
2006-08-03,11104037360
2006-08-04,11052493420
2006-08-07,10986222640
2006-08-08,10975177510
2006-08-09,10934678700
2006-08-10,11096673940
2006-08-11,11041448290
2006-08-14,11034084870
2006-08-15,11335985090
2006-08-16,11545842560
2006-08-17,11479571780
2006-08-18,11523752300
2006-08-21,11321258250
2006-08-22,11571614530
2006-08-23,11251305760
2006-08-24,10780046880
2006-08-25,10680640710
2006-08-28,10864726210
2006-08-29,11023039740
2006-08-30,11159263010
2006-08-31,11115082490
2006-09-01,11380165610
2006-09-05,11413301000
2006-09-06,11277077730
2006-09-07,11343348510
2006-09-08,11737291480
2006-09-11,11567932820
2006-09-12,12307956530
2006-09-13,12403680990
2006-09-14,12458906640
2006-09-15,12466270060
2006-09-18,12411044410
2006-09-19,12547267680
2006-09-20,12746080020
2006-09-21,12517814000
2006-09-22,12385272440
2006-09-25,12665082400
2006-09-26,12757125150
2006-09-27,12665082400
2006-09-28,12547267680
2006-09-29,12665082400
2006-10-02,12590319600
2006-10-03,12730212040
2006-10-04,13068899000
2006-10-05,13289781800
2006-10-06,13013678300
2006-10-09,13046810720
2006-10-10,13175659020
2006-10-11,13028403820
2006-10-12,13124119700
2006-10-13,13433355620
2006-10-16,13540115640
2006-10-17,13367090780
2006-10-18,13297144560
2006-10-19,13017359680
2006-10-20,12984227260
2006-10-23,13374453540
2006-10-24,14434690980
2006-10-25,14707113100
2006-10-26,14596671700
2006-10-27,14361063380
2006-10-30,14725520000
2006-10-31,14592990320
2006-11-01,14596671700
2006-11-02,14585627560
2006-11-03,14213808180
2006-11-06,14486230300
2006-11-07,14537769620
2006-11-08,14350019239
2006-11-09,14217489560
2006-11-10,14261666120
2006-11-13,14449416500
2006-11-14,14872775200
2006-11-15,15535423600
2006-11-16,15586962920
2006-11-17,15476521520
2006-11-20,15388168399
2006-11-21,15535423600
2006-11-22,15704767079
2006-11-24,15748943640
2006-11-27,15502291180
2006-11-28,15402893920
2006-11-29,15796801579
2006-11-30,15907242980
2006-12-01,15693722940
2006-12-04,15951419540
2006-12-05,16069223700
2006-12-06,16109718880
2006-12-07,16036091280
2006-12-08,15877791940
2006-12-11,15829934000
2006-12-12,15627458100
2006-12-13,15616413960
2006-12-14,15925649880
2006-12-15,15840978140
2006-12-18,15472840140
2006-12-19,15848340899
2006-12-20,16301150640
2006-12-21,16146532680
2006-12-22,16043454040
2006-12-26,15988233340
2006-12-27,15944056780
2006-12-28,16065542320
2006-12-29,15815208480
2007-01-03,16224968480
2007-01-04,16661880000
2007-01-05,16291616000
2007-01-08,16295318640
2007-01-09,16458234800
2007-01-10,16458234800
2007-01-11,16891443680
2007-01-12,16965496480
2007-01-16,17158033760
2007-01-17,16980307040
2007-01-18,16680393199
2007-01-19,16661880000
2007-01-22,16284210719
2007-01-23,16258292239
2007-01-24,16587827199
2007-01-25,16224968480
2007-01-26,16232373760
2007-01-29,16484153280
2007-01-30,16595232480
2007-01-31,16980307040
2007-02-01,17313544640
2007-02-02,17443137040
2007-02-05,17239491840
2007-02-06,17420921200
2007-02-07,17565324160
2007-02-08,17591242640
2007-02-09,17350571040
2007-02-12,17480163440
2007-02-13,17865238000
2007-02-14,18283636320
2007-02-15,18250312560
2007-02-16,18505794720
2007-02-20,18820519120
2007-02-21,18494686800
2007-02-22,18413228720
2007-02-23,18502092080
2007-02-26,18117017520
2007-02-27,17035846640
2007-02-28,17472758160
2007-03-01,17839319520
2007-03-02,17646782240
2007-03-05,17280220880
2007-03-06,17709727120
2007-03-07,17854130080
2007-03-08,18202178240
2007-03-09,18261420480
2007-03-12,18513200000
2007-03-13,18046667360
2007-03-14,18068883200
2007-03-15,18205880880
2007-03-16,18057775280
2007-03-19,18272528400
2007-03-20,18513200000
2007-03-21,18598360720
2007-03-22,18805708560
2007-03-23,18868653440
2007-03-26,18842734960
2007-03-27,18753871600
2007-03-28,18461363040
2007-03-29,18439147200
2007-03-30,18531713200
2007-04-02,18680015340
2007-04-03,18970320420
2007-04-04,19219685040
2007-04-05,19130360400
2007-04-09,19093141800
2007-04-10,19145247840
2007-04-11,19074532500
2007-04-12,19673751960
2007-04-13,19349950140
2007-04-16,19714692420
2007-04-17,19439274780
2007-04-18,19629089640
2007-04-19,19290400380
2007-04-20,20019884940
2007-04-23,19856123100
2007-04-24,18706068360
2007-04-25,18888439500
2007-04-26,19085698080
2007-04-27,19074532500
2007-04-30,18173842380
2007-05-01,17902146600
2007-05-02,18088239600
2007-05-03,17771881500
2007-05-04,18289220040
2007-05-07,17939365200
2007-05-08,18069630300
2007-05-09,18359935380
2007-05-10,17909590320
2007-05-11,17805378240
2007-05-14,17626728960
2007-05-15,17157774600
2007-05-16,17663947560
2007-05-17,17827709400
2007-05-18,17850040560
2007-05-21,18080795880
2007-05-22,18322716780
2007-05-23,18333882360
2007-05-24,18091961460
2007-05-25,18110570760
2007-05-29,18278054460
2007-05-30,19037313900
2007-05-31,19115472960
2007-06-01,19108029240
2007-06-04,19186188300
2007-06-05,18735843240
2007-06-06,18281776320
2007-06-07,17812821960
2007-06-08,18244557720
2007-06-11,17890981020
2007-06-12,17671391280
2007-06-13,18196173540
2007-06-14,18188729820
2007-06-15,18121736340
2007-06-18,18099405180
2007-06-19,18449260020
2007-06-20,17872371720
2007-06-21,17876093580
2007-06-22,17537404320
2007-06-25,17310370860
2007-06-26,17351311320
2007-06-27,17582066640
2007-06-28,17619285240
2007-06-29,17637894540
2007-07-02,17585788500
2007-07-03,17708609880
2007-07-05,17827709400
2007-07-06,18374822820
2007-07-09,18397153980
2007-07-10,18289220040
2007-07-11,18132901920
2007-07-12,18869830200
2007-07-13,18549750240
2007-07-16,18177564240
2007-07-17,18281776320
2007-07-18,18225948420
2007-07-19,18564637680
2007-07-20,18188729820
2007-07-23,18255723300
2007-07-24,18237114000
2007-07-25,17902146600
2007-07-26,17429470380
2007-07-27,16956794160
2007-07-30,17816543820
2007-07-31,16919575560
2007-08-01,17645338260
2007-08-02,17850040560
2007-08-03,17105668560
2007-08-06,17392251780
2007-08-07,18069630300
2007-08-08,17224768080
2007-08-09,16432011900
2007-08-10,16744648140
2007-08-13,17079615540
2007-08-14,16350130980
2007-08-15,16152872400
2007-08-16,16160316120
2007-08-17,16495283520
2007-08-20,16573442580
2007-08-21,16298024940
2007-08-22,16253362620
2007-08-23,16428290040
2007-08-24,16748370000
2007-08-27,15925838940
2007-08-28,15430831560
2007-08-29,15587149680
2007-08-30,16015163580
2007-08-31,16573442580
2007-09-04,16539945840
2007-09-05,17049840660
2007-09-06,17101946700
2007-09-07,16625548620
2007-09-10,16350130980
2007-09-11,17075893680
2007-09-12,17120556000
2007-09-13,17671391280
2007-09-14,17842596840
2007-09-17,17314092720
2007-09-18,17801656380
2007-09-19,18635353020
2007-09-20,18136623780
2007-09-21,17969140080
2007-09-24,17742106620
2007-09-25,17477854560
2007-09-26,17489020140
2007-09-27,17716053600
2007-09-28,17593232220
2007-10-01,17047200690
2007-10-02,17094282400
2007-10-03,16992875640
2007-10-04,16645195320
2007-10-05,17173959140
2007-10-08,16895090550
2007-10-09,16333731700
2007-10-10,16409786770
2007-10-11,16033133090
2007-10-12,15924482990
2007-10-15,15116850580
2007-10-16,15138580599
2007-10-17,15609397700
2007-10-18,15464530900
2007-10-19,14950253760
2007-10-22,15019065490
2007-10-23,13255312200
2007-10-24,13182878800
2007-10-25,12741035060
2007-10-26,13095958719
2007-10-29,13436395700
2007-10-30,13001795300
2007-10-31,13240825520
2007-11-01,12726548380
2007-11-02,12741035060
2007-11-05,12288326310
2007-11-06,12096377800
2007-11-07,11976862690
2007-11-08,11697994099
2007-11-09,11799400860
2007-11-12,12201406230
2007-11-13,13016281980
2007-11-14,12636006630
2007-11-15,12407841420
2007-11-16,12429571440
2007-11-19,12465788140
2007-11-20,12751900070
2007-11-21,12614276610
2007-11-23,13005416969
2007-11-26,12592546590
2007-11-27,12675845000
2007-11-28,13465369060
2007-11-29,12961956930
2007-11-30,13450882380
2007-12-03,13175635460
2007-12-04,12943848580
2007-12-05,13161148780
2007-12-06,13280663890
2007-12-07,13255312200
2007-12-10,13534180790
2007-12-11,12969200270
2007-12-12,12693953349
2007-12-13,12759143409
2007-12-14,12386111400
2007-12-17,11940645990
2007-12-18,11274258710
2007-12-19,11013498470
2007-12-20,11440855530
2007-12-21,11397395490
2007-12-24,11437233860
2007-12-26,11183716960
2007-12-27,11201825310
2007-12-28,11035228490
2007-12-31,10645662500
2008-01-02,10635218750
2008-01-03,10342793750
2008-01-04,9778831250
2008-01-07,9848456250
2008-01-08,9827568750
2008-01-09,9510775000
2008-01-10,10050368750
2008-01-11,9347156250
2008-01-14,8953775000
2008-01-15,8570837500
2008-01-16,8957256250
2008-01-17,8678756250
2008-01-18,8769268750
2008-01-22,9569956250
2008-01-23,10161768750
2008-01-24,10770987500
2008-01-25,10593443750
2008-01-28,10687437500
2008-01-29,10795356250
2008-01-30,10687437500
2008-01-31,11160887500
2008-02-01,11362800000
2008-02-04,10871943750
2008-02-05,10391531250
2008-02-06,10398493750
2008-02-07,10565593750
2008-02-08,10603887500
2008-02-11,10680475000
2008-02-12,10945050000
2008-02-13,11237475000
2008-02-14,10910237500
2008-02-15,10812762500
2008-02-19,10530781250
2008-02-20,10436787500
2008-02-21,10349756250
2008-02-22,10454193750
2008-02-25,10781431250
2008-02-26,11314062500
2008-02-27,11317543750
2008-02-28,10934606250
2008-02-29,10555150000
2008-03-03,10708325000
2008-03-04,10457675000
2008-03-05,10408937500
2008-03-06,9998150000
2008-03-07,9907637500
2008-03-10,9381968750
2008-03-11,9858900000
2008-03-12,9782312500
2008-03-13,9879787500
2008-03-14,9757943750
2008-03-17,9375006250
2008-03-18,9963337500
2008-03-19,9681356250
2008-03-20,10405456250
2008-03-24,11355837500
2008-03-25,11126075000
2008-03-26,10805800000
2008-03-27,10750100000
2008-03-28,10165250000
2008-03-31,10005729750
2008-04-01,10649547850
2008-04-02,10496889950
2008-04-03,10696008949
2008-04-04,10924995800
2008-04-07,10838710899
2008-04-08,10493571300
2008-04-09,10214804700
2008-04-10,10277859050
2008-04-11,10297770950
2008-04-14,10218123350
2008-04-15,10374099900
2008-04-16,10281177700
2008-04-17,10619680000
2008-04-18,10901765250
2008-04-21,10785612500
2008-04-22,10520120500
2008-04-23,11117477500
2008-04-24,11442705199
2008-04-25,11880767000
2008-04-28,11880767000
2008-04-29,11970370550
2008-04-30,11804438050
2008-05-01,11960414600
2008-05-02,11894041600
2008-05-05,11708197200
2008-05-06,11847580500
2008-05-07,11651780150
2008-05-08,11376332200
2008-05-09,11346464350
2008-05-12,11568813900
2008-05-13,11694922600
2008-05-14,12295598250
2008-05-15,12428344250
2008-05-16,12162852250
2008-05-19,12093160600
2008-05-20,11917272149
2008-05-21,11313277850
2008-05-22,11366376250
2008-05-23,11183850500
2008-05-27,11402881400
2008-05-28,11824349950
2008-05-29,12345378000
2008-05-30,12046699500
2008-06-02,11728109100
2008-06-03,11950458650
2008-06-04,11996919750
2008-06-05,12232543900
2008-06-06,11761295600
2008-06-09,11472573050
2008-06-10,11465935750
2008-06-11,10941589050
2008-06-12,10851985500
2008-06-13,11170575899
2008-06-16,11067697750
2008-06-17,11074335050
2008-06-18,10735832750
2008-06-19,10745788700
2008-06-20,10330957450
2008-06-23,9972543250
2008-06-24,9892895650
2008-06-25,10135157100
2008-06-26,9836478600
2008-06-27,9720325850
2008-06-30,9584261200
2008-07-01,9670546100
2008-07-02,9411691400
2008-07-03,9561030650
2008-07-07,9272308100
2008-07-08,9557712000
2008-07-09,8893982000
2008-07-10,8382909900
2008-07-11,8216977400
2008-07-14,8429371000
2008-07-15,8678269750
2008-07-16,9040002600
2008-07-17,9441559250
2008-07-18,9302175950
2008-07-21,9119650200
2008-07-22,9381823550
2008-07-23,9796654800
2008-07-24,9152836700
2008-07-25,8824290350
2008-07-28,8754598700
2008-07-29,8628490000
2008-07-30,8548842400
2008-07-31,8465876150
2008-08-01,8246845250
2008-08-04,8329811500
2008-08-05,8897300650
2008-08-06,9179385900
2008-08-07,9093101000
2008-08-08,9919444850
2008-08-11,10218123350
2008-08-12,10184936850
2008-08-13,10019004350
2008-08-14,10307726900
2008-08-15,10350869350
2008-08-18,10055509500
2008-08-19,9756831000
2008-08-20,9395098150
2008-08-21,9415010050
2008-08-22,9401735450
2008-08-25,8761236000
2008-08-26,9351955700
2008-08-27,9551074700
2008-08-28,9746875050
2008-08-29,9620766350
2008-09-02,9643996900
2008-09-03,9653952850
2008-09-04,9504613600
2008-09-05,9491339000
2008-09-08,10181618200
2008-09-09,9819885350
2008-09-10,9723644500
2008-09-11,10015685700
2008-09-12,9823204000
2008-09-15,9494657650
2008-09-16,9770105600
2008-09-17,9159474000
2008-09-18,9464789800
2008-09-19,9786698850
2008-09-22,9192660500
2008-09-23,8933805800
2008-09-24,8591984850
2008-09-25,8416096400
2008-09-26,8625171350
2008-09-29,7702989000
2008-09-30,8104321200
2008-10-01,7754773800
2008-10-02,7295183700
2008-10-03,6974765250
2008-10-06,6599325450
2008-10-07,6065294699
2008-10-08,5948778900
2008-10-09,5566866000
2008-10-10,5939069250
2008-10-13,6550777199
2008-10-14,6230358750
2008-10-15,5252920650
2008-10-16,5722220400
2008-10-17,5858155500
2008-10-20,6029692650
2008-10-21,6592852350
2008-10-22,6075004350
2008-10-23,6178573950
2008-10-24,5706037650
2008-10-27,5207608950
2008-10-28,6272433900
2008-10-29,6029692650
2008-10-30,6317745600
2008-10-31,6667293000
2008-11-03,6544304100
2008-11-04,6521648250
2008-11-05,6304799400
2008-11-06,5615414250
2008-11-07,5560392900
2008-11-10,5440640550
2008-11-11,5243211000
2008-11-12,4955158050
2008-11-13,5660725949
2008-11-14,5243211000
2008-11-17,5104039350
2008-11-18,4958394600
2008-11-19,4502041050
2008-11-20,4353159750
2008-11-21,4770674700
2008-11-24,5398565400
2008-11-25,5693091450
2008-11-26,5793424500
2008-11-28,5793424500
2008-12-01,5453586750
2008-12-02,5573339100
2008-12-03,5932596149
2008-12-04,5841972750
2008-12-05,6372766950
2008-12-08,6764389500
2008-12-09,6486046200
2008-12-10,6874432199
2008-12-11,6528121350
2008-12-12,6554013750
2008-12-15,6431024850
2008-12-16,6822647399
2008-12-17,7126883100
2008-12-18,7042732800
2008-12-19,6796755000
2008-12-22,6566959950
2008-12-23,6482809650
2008-12-24,6589615800
2008-12-26,6589615800
2008-12-29,6326420880
2008-12-30,6518518680
2008-12-31,6649785510
2009-01-02,7049989260
2009-01-05,7011569700
2009-01-06,7014771330
2009-01-07,6902714280
2009-01-08,6691406700
2009-01-09,5798151930
2009-01-12,5526013380
2009-01-13,5500400340
2009-01-14,5138616150
2009-01-15,5381940030
2009-01-16,5442771000
2009-01-20,5080986810
2009-01-21,4712799360
2009-01-22,4623153720
2009-01-23,4610347200
2009-01-26,4635960240
2009-01-27,4584734160
2009-01-28,4924106940
2009-01-29,4754420550
2009-01-30,4674379800
2009-02-02,4472677110
2009-02-03,4744815660
2009-02-04,4687186320
2009-02-05,4773630330
2009-02-06,5080986810
2009-02-09,4844066190
2009-02-10,4581532530
2009-02-11,4546314600
2009-02-12,4575129270
2009-02-13,4472677110
2009-02-17,4472677110
2009-02-18,4376628210
2009-02-19,4402241250
2009-02-20,4399039620
2009-02-23,4277377680
2009-02-24,4568726010
2009-02-25,4437459180
2009-02-26,4351015170
2009-02-27,4475878740
2009-03-02,4162119000
2009-03-03,4165320630
2009-03-04,4280579309
2009-03-05,3931601640
2009-03-06,3777923400
2009-03-09,3755511990
2009-03-10,4210143450
2009-03-11,4479080370
2009-03-12,4629556980
2009-03-13,4703194470
2009-03-16,4594339050
2009-03-17,4888889010
2009-03-18,5058575400
2009-03-19,4997744430
2009-03-20,4812049890
2009-03-23,5285891130
2009-03-24,5378738400
2009-03-25,5500400340
2009-03-26,5686094880
2009-03-27,5596449240
2009-03-30,5210341820
2009-03-31,5315376200
2009-04-01,5410862000
2009-04-02,5703685120
2009-04-03,5936033900
2009-04-06,5684587960
2009-04-07,5388581980
2009-04-08,5617747900
2009-04-09,6002873960
2009-04-13,5878742420
2009-04-14,5808719500
2009-04-15,5799170920
2009-04-16,6012422540
2009-04-17,6142919800
2009-04-20,5802353780
2009-04-21,6658543120
2009-04-22,7256920800
2009-04-23,7078680639
2009-04-24,7167800720
2009-04-27,7046852040
2009-04-28,7473355280
2009-04-29,7743898379
2009-04-30,7798007000
2009-05-01,7909407100
2009-05-04,8109927280
2009-05-05,8090830120
2009-05-06,8230875960
2009-05-07,8249973120
2009-05-08,8284984580
2009-05-11,7973064300
2009-05-12,7622949700
2009-05-13,7234640780
2009-05-14,7400149500
2009-05-15,7365138040
2009-05-18,7953967139
2009-05-19,7957150000
2009-05-20,7826652740
2009-05-21,7667509740
2009-05-22,7750264100
2009-05-26,8119475860
2009-05-27,8100378700
2009-05-28,8087647260
2009-05-29,8361373220
2009-06-01,9026590960
2009-06-02,8880179400
2009-06-03,8813339340
2009-06-04,8574624840
2009-06-05,8568259120
2009-06-08,8539613379
2009-06-09,8892910840
2009-06-10,8864265100
2009-06-11,8526881940
2009-06-12,8313630320
2009-06-15,8539613379
2009-06-16,8351824639
2009-06-17,8361373220
2009-06-18,8097195840
2009-06-19,8351824639
2009-06-22,8421847560
2009-06-23,7998527180
2009-06-24,8071732960
2009-06-25,8351824639
2009-06-26,8571441980
2009-06-29,8463224740
2009-06-30,8555527680
2009-07-01,8606453440
2009-07-02,8211778800
2009-07-06,8014441480
2009-07-07,7648412580
2009-07-08,7702521200
2009-07-09,7594303960
2009-07-10,7498818160
2009-07-13,7591121100
2009-07-14,7883944220
2009-07-15,8374104660
2009-07-16,8339093200
2009-07-17,8475956180
2009-07-20,8616002020
2009-07-21,8746499280
2009-07-22,9045688120
2009-07-23,9303499780
2009-07-24,9328962660
2009-07-27,9048870980
2009-07-28,8927922300
2009-07-29,9195282540
2009-07-30,9284402620
2009-07-31,9418082740
2009-08-03,9516751400
2009-08-04,9328962660
2009-08-05,9325779800
2009-08-06,9367156980
2009-08-07,9672711540
2009-08-10,9446728480
2009-08-11,9500837100
2009-08-12,9494471380
2009-08-13,9284402620
2009-08-14,9087065300
2009-08-17,8819705060
2009-08-18,8956568040
2009-08-19,8966116620
2009-08-20,9147539640
2009-08-21,9150722500
2009-08-24,8921556580
2009-08-25,9313048360
2009-08-26,9328962660
2009-08-27,9309865500
2009-08-28,9316231220
2009-08-31,9004310940
2009-09-01,9198465400
2009-09-02,8985213780
2009-09-03,9211196840
2009-09-04,9430814180
2009-09-08,9682260120
2009-09-09,9952803220
2009-09-10,9943254640
2009-09-11,10016460420
2009-09-14,10137409100
2009-09-15,10264723500
2009-09-16,10337929279
2009-09-17,10471609400
2009-09-18,10703958180
2009-09-21,10506620860
2009-09-22,10407952200
2009-09-23,10296552100
2009-09-24,10105580500
2009-09-25,10080117620
2009-09-28,10349130800
2009-09-29,10501510640
2009-09-30,10450717360
2009-10-01,10174528900
2009-10-02,9866594640
2009-10-05,10238020500
2009-10-06,10460241100
2009-10-07,10615795520
2009-10-08,10809444900
2009-10-09,10952301000
2009-10-12,10952301000
2009-10-13,10917380620
2009-10-14,11164997860
2009-10-15,11018967180
2009-10-16,10828492380
2009-10-19,10955475580
2009-10-20,10606271779
2009-10-21,10520558120
2009-10-22,11053887560
2009-10-23,10863412760
2009-10-26,10968173900
2009-10-27,10574525980
2009-10-28,10104688140
2009-10-29,10434844460
2009-10-30,10466590260
2009-11-02,10549129339
2009-11-03,10418971560
2009-11-04,10276115460
2009-11-05,10780873680
2009-11-06,10768175360
2009-11-09,11136426640
2009-11-10,11101506260
2009-11-11,11425313420
2009-11-12,11111030000
2009-11-13,11288806480
2009-11-16,11425313420
2009-11-17,10945951839
2009-11-18,10933253520
2009-11-19,10768175360
2009-11-20,10726905820
2009-11-23,11034840080
2009-11-24,11088807940
2009-11-25,11361821820
2009-11-27,11203092820
2009-11-30,11031665500
2009-12-01,11244362360
2009-12-02,11364996400
2009-12-03,11349123500
2009-12-04,11596740740
2009-12-07,11409440520
2009-12-08,11203092820
2009-12-09,11168172440
2009-12-10,11412615100
2009-12-11,11377694720
2009-12-14,11698327300
2009-12-15,11593566160
2009-12-16,11647534020
2009-12-17,11609439060
2009-12-18,11536423720
2009-12-21,11780866380
2009-12-22,11695152720
2009-12-23,11761818900
2009-12-24,11793564700
2009-12-28,11494785330
2009-12-29,11377270710
2009-12-30,11432935530
2009-12-31,11296865970
2010-01-04,11228831190
2010-01-05,11364900750
2010-01-06,11587560030
2010-01-07,11593745010
2010-01-08,11525710230
2010-01-11,11850421680
2010-01-12,11937011400
2010-01-13,11834959230
2010-01-14,11596837500
2010-01-15,11377270710
2010-01-19,11581375050
2010-01-20,10931952150
