,MHK
2004-08-24,5066844000
2004-08-25,5133513000
2004-08-26,5146846800
2004-08-27,5164847430
2004-08-30,5101511880
2004-08-31,5128179480
2004-09-01,5232183120
2004-09-02,5262850860
2004-09-03,5270184450
2004-09-07,5420189700
2004-09-08,5349520560
2004-09-09,5350187250
2004-09-10,5340186900
2004-09-13,5348853870
2004-09-14,5282184870
2004-09-15,5226849600
2004-09-16,5352187320
2004-09-17,5350187250
2004-09-20,5273517900
2004-09-21,5293518600
2004-09-22,5256183960
2004-09-23,5255517270
2004-09-24,5254183890
2004-09-27,5256183960
2004-09-28,5270851140
2004-09-29,5246183610
2004-09-30,5292851910
2004-10-01,5358380800
2004-10-04,5353045760
2004-10-05,5314366720
2004-10-06,5287024640
2004-10-07,5133642240
2004-10-08,5128307200
2004-10-11,5132308480
2004-10-12,5122972160
2004-10-13,5022940160
2004-10-14,4971590400
2004-10-15,4991596800
2004-10-18,5056284160
2004-10-19,5051616000
2004-10-20,5031609600
2004-10-21,5427069440
2004-10-22,5494424320
2004-10-25,5615129600
2004-10-26,5618464000
2004-10-27,5668480000
2004-10-28,5658476800
2004-10-29,5673815040
2004-11-01,5658476800
2004-11-02,5742503680
2004-11-03,5801856000
2004-11-04,5946568960
2004-11-05,5845203200
2004-11-08,5843869440
2004-11-09,5831198720
2004-11-10,5831865600
2004-11-11,5866543360
2004-11-12,5941900800
2004-11-15,5937232640
2004-11-16,5895219200
2004-11-17,5886549760
2004-11-18,5920560640
2004-11-19,5777848320
2004-11-22,5797187840
2004-11-23,5841868800
2004-11-24,5907889920
2004-11-26,5945235200
2004-11-29,5821862400
2004-11-30,5848537600
2004-12-01,5935232000
2004-12-02,5954571520
2004-12-03,5987915520
2004-12-06,5854539520
2004-12-07,5839201280
2004-12-08,5849204480
2004-12-09,5867210240
2004-12-10,5871878400
2004-12-13,5918560000
2004-12-14,6068608000
2004-12-15,6106620160
2004-12-16,6066607360
2004-12-17,5961907200
2004-12-20,5922561280
2004-12-21,5955238400
2004-12-22,5952570880
2004-12-23,5976578560
2004-12-27,5917893120
2004-12-28,6035264000
2004-12-29,6041932800
2004-12-30,6101952000
2004-12-31,6085280000
2005-01-03,5998999200
2005-01-04,5928855000
2005-01-05,5865391200
2005-01-06,5898793200
2005-01-07,5818628400
2005-01-10,5885432400
2005-01-11,5853366480
2005-01-12,5846686080
2005-01-13,5868731400
2005-01-14,5975617800
2005-01-18,6005679600
2005-01-19,5988310560
2005-01-20,6022380600
2005-01-21,5912154000
2005-01-24,5798587200
2005-01-25,5864055120
2005-01-26,5828649000
2005-01-27,5811948000
2005-01-28,5811948000
2005-01-31,5912822040
2005-02-01,6015700200
2005-02-02,6020376480
2005-02-03,6105885600
2005-02-04,6186718440
2005-02-07,6212772000
2005-02-08,6223460640
2005-02-09,6132607200
2005-02-10,6206091600
2005-02-11,6256862640
2005-02-14,6202751400
2005-02-15,6170017440
2005-02-16,6049770240
2005-02-17,5976285840
2005-02-18,5978289960
2005-02-22,5846686080
2005-02-23,5900797320
2005-02-24,5982298200
2005-02-25,5997663120
2005-02-28,5994990960
2005-03-01,6050438280
2005-03-02,6067139280
2005-03-03,6050438280
2005-03-04,6125926800
2005-03-07,6141291720
2005-03-08,6011691960
2005-03-09,6012360000
2005-03-10,5974281720
2005-03-11,5966265240
2005-03-14,6025720800
2005-03-15,6025720800
2005-03-16,5971609560
2005-03-17,5966265240
2005-03-18,5909481840
2005-03-21,5866059240
2005-03-22,5842009800
2005-03-23,5604855600
2005-03-24,5644938000
2005-03-28,5639593680
2005-03-29,5586818520
2005-03-30,5706397680
2005-03-31,5631577200
2005-04-01,5547985440
2005-04-04,5587403930
2005-04-05,5584063380
2005-04-06,5610119670
2005-04-07,5576714170
2005-04-08,5493200420
2005-04-11,5459794920
2005-04-12,5521261040
2005-04-13,5453113820
2005-04-14,5286754430
2005-04-15,5279405220
2005-04-18,5304793400
2005-04-19,5306797730
2005-04-20,5260030030
2005-04-21,5445096500
2005-04-22,5211258000
2005-04-25,5186537930
2005-04-26,5215266660
2005-04-27,5175180060
2005-04-28,5161149750
2005-04-29,5198563910
2005-05-02,5184533600
2005-05-03,5227960750
2005-05-04,5348888660
2005-05-05,5340203230
2005-05-06,5350892990
2005-05-09,5411691000
2005-05-10,5405678010
2005-05-11,5455118150
2005-05-12,5376949280
2005-05-13,5333522130
2005-05-16,5461131140
2005-05-17,5523265370
2005-05-18,5604106680
2005-05-19,5666240910
2005-05-20,5652210600
2005-05-23,5608115340
2005-05-24,5579386610
2005-05-25,5551994100
2005-05-26,5576046060
2005-05-27,5562015750
2005-05-31,5573373620
2005-06-01,5614128330
2005-06-02,5602102350
2005-06-03,5600766130
2005-06-06,5649538160
2005-06-07,5662232250
2005-06-08,5654883040
2005-06-09,5728375140
2005-06-10,5736392460
2005-06-13,5785164490
2005-06-14,5870682570
2005-06-15,5904088070
2005-06-16,5901415630
2005-06-17,5862665250
2005-06-20,5847966830
2005-06-21,5812557000
2005-06-22,5747750330
2005-06-23,5678935000
2005-06-24,5501217740
2005-06-27,5555334650
2005-06-28,5585399600
2005-06-29,5612124000
2005-06-30,5511907500
2005-07-01,5496303000
2005-07-05,5850687500
2005-07-06,5733673750
2005-07-07,5806556600
2005-07-08,5979736950
2005-07-11,6027211100
2005-07-12,6004477000
2005-07-13,6017850000
2005-07-14,5999796450
2005-07-15,5981742900
2005-07-18,6017850000
2005-07-19,6034566250
2005-07-20,6083377700
2005-07-21,5969707200
2005-07-22,6034566250
2005-07-25,6017850000
2005-07-26,6021193250
2005-07-27,5991772650
2005-07-28,5938949300
2005-07-29,5872084300
2005-08-01,5849350200
2005-08-02,5892143800
2005-08-03,5819260950
2005-08-04,5747715400
2005-08-05,5714282900
2005-08-08,5652767100
2005-08-09,5729661850
2005-08-10,5680181750
2005-08-11,5720300750
2005-08-12,5686868250
2005-08-15,5688874200
2005-08-16,5617328650
2005-08-17,5626689750
2005-08-18,5597937800
2005-08-19,5613316750
2005-08-22,5603955650
2005-08-23,5568517200
2005-08-24,5519705750
2005-08-25,5543777150
2005-08-26,5500983550
2005-08-29,5525723600
2005-08-30,5494297050
2005-08-31,5708933700
2005-09-01,5636719500
2005-09-02,5626689750
2005-09-06,5670820650
2005-09-07,5781147900
2005-09-08,5643406000
2005-09-09,5681519050
2005-09-12,5560493400
2005-09-13,5496303000
2005-09-14,5502320850
2005-09-15,5460864550
2005-09-16,5420076900
2005-09-19,5407372550
2005-09-20,5257594950
2005-09-21,5150610950
2005-09-22,5212795400
2005-09-23,5188724000
2005-09-26,5186718050
2005-09-27,5215470000
2005-09-28,5271636600
2005-09-29,5335827000
2005-09-30,5365916250
2005-10-03,5339411800
2005-10-04,5312513000
2005-10-05,5229126720
2005-10-06,5198865570
2005-10-07,5249973290
2005-10-10,5262750220
2005-10-11,5203572860
2005-10-12,5224419430
2005-10-13,5120859050
2005-10-14,5174656650
2005-10-17,5223746960
2005-10-18,5077148500
2005-10-19,5186088640
2005-10-20,5219712140
2005-10-21,5160534780
2005-10-24,5339411800
2005-10-25,5227109310
2005-10-26,5159862310
2005-10-27,5058319340
2005-10-28,5174656650
2005-10-31,5248628350
2005-11-01,5332687100
2005-11-02,5455076640
2005-11-03,5408676210
2005-11-04,5351516260
2005-11-07,5459111460
2005-11-08,5266785040
2005-11-09,5353533670
2005-11-10,5527030930
2005-11-11,5531065750
2005-11-14,5536445510
2005-11-15,5507529300
2005-11-16,5582845940
2005-11-17,5601675100
2005-11-18,5674301860
2005-11-21,5775172360
2005-11-22,5842419360
2005-11-23,5918408470
2005-11-25,5928495520
2005-11-28,5836367130
2005-11-29,5850489000
2005-11-30,5916391060
2005-12-01,6012554270
2005-12-02,5984983000
2005-12-05,5982293120
2005-12-06,5947997150
2005-12-07,5835694660
2005-12-08,5786604350
2005-12-09,5867973220
2005-12-12,5850489000
2005-12-13,5898906840
2005-12-14,5963463960
2005-12-15,5917736000
2005-12-16,5906976480
2005-12-19,5794673990
2005-12-20,5816865500
2005-12-21,5920425880
2005-12-22,5915718590
2005-12-23,5913701180
2005-12-27,5857213700
2005-12-28,5902941660
2005-12-29,5890837200
2005-12-30,5849144060
2006-01-03,6053734400
2006-01-04,6090218960
2006-01-05,6024006240
2006-01-06,5983467840
2006-01-09,6046978000
2006-01-10,6067247200
2006-01-11,5980089640
2006-01-12,5908471800
2006-01-13,5879419280
2006-01-17,5832124480
2006-01-18,5801720680
2006-01-19,5811179640
2006-01-20,5719292600
2006-01-23,5607812000
2006-01-24,5599704320
2006-01-25,5582813320
2006-01-26,5668619600
2006-01-27,5721319520
2006-01-30,5695645200
2006-01-31,5745642560
2006-02-01,5693618280
2006-02-02,5669295240
2006-02-03,5666592680
2006-02-06,5630108120
2006-02-07,5550382600
2006-02-08,5557814640
2006-02-09,5519303160
2006-02-10,5503763440
2006-02-13,5447685320
2006-02-14,5584164600
2006-02-15,5569976160
2006-02-16,5601055600
2006-02-17,5617946600
2006-02-21,5701050320
2006-02-22,5641594000
2006-02-23,5702401600
2006-02-24,5871311600
2006-02-27,5856447520
2006-02-28,5844961640
2006-03-01,5881446200
2006-03-02,5905093600
2006-03-03,5907120520
2006-03-06,5878068000
2006-03-07,5847664200
2006-03-08,5876041080
2006-03-09,5844961640
2006-03-10,5867933400
2006-03-13,5820638600
2006-03-14,5830773200
2006-03-15,5863879560
2006-03-16,5882121840
2006-03-17,5907120520
2006-03-20,5880770560
2006-03-21,5839556520
2006-03-22,5826043720
2006-03-23,5801045040
2006-03-24,5833475760
2006-03-27,5797666840
2006-03-28,5793613000
2006-03-29,5847664200
2006-03-30,5764560480
2006-03-31,5453766080
2006-04-03,5414763070
2006-04-04,5383624290
2006-04-05,5428301670
2006-04-06,5411378420
2006-04-07,5398516750
2006-04-10,5359931740
2006-04-11,5322700590
2006-04-12,5322023660
2006-04-13,5339623840
2006-04-17,5311192780
2006-04-18,5306454270
2006-04-19,5319315940
2006-04-20,5337593050
2006-04-21,5324054450
2006-04-24,5273961630
2006-04-25,5259746100
2006-04-26,5290207950
2006-04-27,5269900050
2006-04-28,5422209300
2006-05-01,5282084790
2006-05-02,5265161540
2006-05-03,5195437750
2006-05-04,5205591700
2006-05-05,5227253460
2006-05-08,5199499330
2006-05-09,5224545740
2006-05-10,5256361450
2006-05-11,5252976800
2006-05-12,5178514500
2006-05-15,5164975900
2006-05-16,5111498430
2006-05-17,5104052200
2006-05-18,5133160190
2006-05-19,5115560010
2006-05-22,5111498430
2006-05-23,4995743400
2006-05-24,5018082090
2006-05-25,5052605520
2006-05-26,5082390440
2006-05-30,4977466290
2006-05-31,4988974100
2006-06-01,5032974550
2006-06-02,4993712610
2006-06-05,4964604620
2006-06-06,4875249860
2006-06-07,4820418530
2006-06-08,4820418530
2006-06-09,4850880380
2006-06-12,4781156590
2006-06-13,4720232890
2006-06-14,4734448420
2006-06-15,4805526070
2006-06-16,4802818350
2006-06-19,4762202550
2006-06-20,4787925890
2006-06-21,4874572930
2006-06-22,4846818800
2006-06-23,4832603270
2006-06-26,4806203000
2006-06-27,4743248510
2006-06-28,4761525620
2006-06-29,4831249410
2006-06-30,4762202550
2006-07-03,4794695190
2006-07-05,4687063320
2006-07-06,4665401560
2006-07-07,4628847340
2006-07-10,4674878580
2006-07-11,4656601470
2006-07-12,4609216370
2006-07-13,4551000390
2006-07-14,4471122650
2006-07-17,4448107030
2006-07-18,4410198950
2006-07-19,4528661700
2006-07-20,4400045000
2006-07-21,4434568430
2006-07-24,4504969150
2006-07-25,4552354250
2006-07-26,4553031180
2006-07-27,4458937910
2006-07-28,4735802280
2006-07-31,4672170860
2006-08-01,4583493030
2006-08-02,4651862960
2006-08-03,4752048600
2006-08-04,4727002190
2006-08-07,4708813200
2006-08-08,4660743360
2006-08-09,4526012400
2006-08-10,4548354720
2006-08-11,4520596080
2006-08-14,4546323600
2006-08-15,4662097440
2006-08-16,4630953600
2006-08-17,4741311120
2006-08-18,4796828400
2006-08-21,4796828400
2006-08-22,4769746800
2006-08-23,4705428000
2006-08-24,4655327040
2006-08-25,4619443920
2006-08-28,4704073920
2006-08-29,4716260640
2006-08-30,4748758560
2006-08-31,4798859520
2006-09-01,4846252320
2006-09-05,4838127840
2006-09-06,4763653440
2006-09-07,4774486080
2006-09-08,4843544160
2006-09-11,5041239840
2006-09-12,5079831120
2006-09-13,5078477040
2006-09-14,5102173440
2006-09-15,5163784080
2006-09-18,5098788240
2006-09-19,5018220480
2006-09-20,4934944560
2006-09-21,4941714960
2006-09-22,4978952160
2006-09-25,4988430720
2006-09-26,5070352560
2006-09-27,5006033760
2006-09-28,5069675520
2006-09-29,5040562800
2006-10-02,5096080080
2006-10-03,5084570400
2006-10-04,5152951440
2006-10-05,5145504000
2006-10-06,5196282000
2006-10-09,5293775760
2006-10-10,5323565520
2006-10-11,5315441040
2006-10-12,5364864960
2006-10-13,5320180320
2006-10-16,5274818640
2006-10-17,5190865680
2006-10-18,5191542720
2006-10-19,5144826960
2006-10-20,5077122960
2006-10-23,5133317280
2006-10-24,5117745360
2006-10-25,5058165840
2006-10-26,5266694160
2006-10-27,4983014400
2006-10-30,4855730880
2006-10-31,4922080800
2006-11-01,4895676240
2006-11-02,4815108480
2006-11-03,4754851920
2006-11-06,4790058000
2006-11-07,4752820800
2006-11-08,4779902400
2006-11-09,4813754400
2006-11-10,4885520640
2006-11-13,4917341520
2006-11-14,4974212880
2006-11-15,5066290320
2006-11-16,5150243280
2006-11-17,5143472880
2006-11-20,5150243280
2006-11-21,5175970800
2006-11-22,5180710080
2006-11-24,5171231520
2006-11-27,5050718400
2006-11-28,5063582160
2006-11-29,5108266800
2006-11-30,5242320720
2006-12-01,5226748800
2006-12-04,5307316560
2006-12-05,5297838000
2006-12-06,5251799280
2006-12-07,5258569680
2006-12-08,5230811040
2006-12-11,5230134000
2006-12-12,5232842160
2006-12-13,5220655440
2006-12-14,5300546160
2006-12-15,5146858080
2006-12-18,5148212160
2006-12-19,5057488800
2006-12-20,5073737760
2006-12-21,5061551040
2006-12-22,5028376080
2006-12-26,5075091840
2006-12-27,5103527520
2006-12-28,5117068320
2006-12-29,5068321440
2007-01-03,5167646600
2007-01-04,5238268840
2007-01-05,5164251300
2007-01-08,5166967540
2007-01-09,5181227800
2007-01-10,5262715000
2007-01-11,5370006480
2007-01-12,5381550500
2007-01-16,5308891080
2007-01-17,5234194480
2007-01-18,5244380380
2007-01-19,5322472280
2007-01-22,5347597500
2007-01-23,5422973160
2007-01-24,5452851800
2007-01-25,5402601360
2007-01-26,5331979120
2007-01-29,5365932120
2007-01-30,5310249200
2007-01-31,5596812520
2007-02-01,5825655740
2007-02-02,5900352340
2007-02-05,5839916000
2007-02-06,5906463880
2007-02-07,5799851460
2007-02-08,5669471940
2007-02-09,5628049280
2007-02-12,5683732200
2007-02-13,5704104000
2007-02-14,5731945460
2007-02-15,5746884780
2007-02-16,6375694340
2007-02-20,6368224680
2007-02-21,6359396900
2007-02-22,6309825520
2007-02-23,6311862700
2007-02-26,6165864800
2007-02-27,6026657500
2007-02-28,5943133120
2007-03-01,5958751500
2007-03-02,5907822000
2007-03-05,5776084360
2007-03-06,5820223260
2007-03-07,5817507020
2007-03-08,5924119440
2007-03-09,5898315160
2007-03-12,5780158720
2007-03-13,5656569800
2007-03-14,5649779200
2007-03-15,5713610840
2007-03-16,5644346720
2007-03-19,5755033500
2007-03-20,5800530520
2007-03-21,5922082260
2007-03-22,5826334800
2007-03-23,5805283940
2007-03-26,5759107860
2007-03-27,5670151000
2007-03-28,5600886880
2007-03-29,5584589440
2007-03-30,5571687300
2007-04-02,5611507440
2007-04-03,5599237380
2007-04-04,5608780760
2007-04-05,5628549190
2007-04-09,5662632690
2007-04-10,5732844700
2007-04-11,5711712930
2007-04-12,5795558340
2007-04-13,5818053450
2007-04-16,5884175440
2007-04-17,5916895600
2007-04-18,6070271350
2007-04-19,6066863000
2007-04-20,6314990880
2007-04-23,6226373780
2007-04-24,6244778870
2007-04-25,6344984360
2007-04-26,6368161140
2007-04-27,6272727340
2007-04-30,6145936720
2007-05-01,6192290280
2007-05-02,6263865630
2007-05-03,6268637320
2007-05-04,6338167660
2007-05-07,6324534260
2007-05-08,6321807580
2007-05-09,6546077010
2007-05-10,6463594940
2007-05-11,6451324880
2007-05-14,6439054820
2007-05-15,6381794540
2007-05-16,6416559710
2007-05-17,6416559710
2007-05-18,6486090050
2007-05-21,6531761940
2007-05-22,6629922420
2007-05-23,6710359480
2007-05-24,6599928940
2007-05-25,6599247270
2007-05-29,6679684330
2007-05-30,6705587790
2007-05-31,6957124020
2007-06-01,7024609350
2007-06-04,7014384300
2007-06-05,6901908750
2007-06-06,6857600200
2007-06-07,6631285760
2007-06-08,6774436460
2007-06-11,6773754790
2007-06-12,6742397970
2007-06-13,6818745010
2007-06-14,6906680440
2007-06-15,6931220560
2007-06-18,6991207520
2007-06-19,6880095310
2007-06-20,6819426680
2007-06-21,6852146840
2007-06-22,6747169660
2007-06-25,6715812840
2007-06-26,6745124650
2007-06-27,6918268830
2007-06-28,6938037260
2007-06-29,6870551930
2007-07-02,6939398030
2007-07-03,6918913730
2007-07-05,7021335230
2007-07-06,7032943000
2007-07-09,6983097870
2007-07-10,6815809420
2007-07-11,6816492230
2007-07-12,6902526290
2007-07-13,6951688610
2007-07-16,6901160670
2007-07-17,6897746620
2007-07-18,6806250080
2007-07-19,6819223470
2007-07-20,6651935020
2007-07-23,6577508730
2007-07-24,6487377810
2007-07-25,6486695000
2007-07-26,6470307560
2007-07-27,6320772170
2007-07-30,6240200590
2007-07-31,6145972810
2007-08-01,6233372490
2007-08-02,6182844550
2007-08-03,5974587500
2007-08-06,5872166000
2007-08-07,6027846680
2007-08-08,6008728000
2007-08-09,5947275100
2007-08-10,5967759400
2007-08-13,5958200060
2007-08-14,5852364510
2007-08-15,5743797720
2007-08-16,5975953120
2007-08-17,5894698730
2007-08-20,5918597080
2007-08-21,5906306500
2007-08-22,5908354930
2007-08-23,5891284680
2007-08-24,5984146840
2007-08-27,5966393780
2007-08-28,5738335240
2007-08-29,5878994100
2007-08-30,5871483190
2007-08-31,5961614110
2007-09-04,5934301710
2007-09-05,5829831780
2007-09-06,5913134600
2007-09-07,5853047320
2007-09-10,5735604000
2007-09-11,5749260200
2007-09-12,5706925980
2007-09-13,5703511930
2007-09-14,5705560360
2007-09-17,5742432100
2007-09-18,5975270310
2007-09-19,5905623690
2007-09-20,5725361850
2007-09-21,5746528960
2007-09-24,5728775900
2007-09-25,5566267120
2007-09-26,5640693410
2007-09-27,5584702990
2007-09-28,5551245300
2007-10-01,5731507140
2007-10-02,5740383670
2007-10-03,5773841360
2007-10-04,5730141520
2007-10-05,5764964830
2007-10-08,5700780690
2007-10-09,5628402830
2007-10-10,5632499690
2007-10-11,5624988780
2007-10-12,5622257540
2007-10-15,5563535880
2007-10-16,5556024970
2007-10-17,5573778030
2007-10-18,5476819010
2007-10-19,5582654560
2007-10-22,5738335240
2007-10-23,5885139390
2007-10-24,5764282020
2007-10-25,5736969620
2007-10-26,5878994100
2007-10-29,5770427310
2007-10-30,5804567810
2007-10-31,5827100540
2007-11-01,5736969620
2007-11-02,5696001020
2007-11-05,5575826460
2007-11-06,5580606130
2007-11-07,5340939820
2007-11-08,5383274040
2007-11-09,5471356530
2007-11-12,5434484790
2007-11-13,5541685960
2007-11-14,5516421990
2007-11-15,5417414540
2007-11-16,5380542800
2007-11-19,5248077660
2007-11-20,5411269250
2007-11-21,5338891390
2007-11-23,5394199000
2007-11-26,5379177180
2007-11-27,5426291070
2007-11-28,5508228270
2007-11-29,5472039340
2007-11-30,5492523640
2007-12-03,5414000490
2007-12-04,5271976010
2007-12-05,5283583780
2007-12-06,5415366110
2007-12-07,5452237850
2007-12-10,5575826460
2007-12-11,5398295860
2007-12-12,5310896180
2007-12-13,5232373030
2007-12-14,5155898310
2007-12-17,5134048390
2007-12-18,5126537480
2007-12-19,5151118640
2007-12-20,5114246900
2007-12-21,5138828060
2007-12-24,5199598150
2007-12-26,5143607730
2007-12-27,5091031360
2007-12-28,5104004750
2007-12-31,5087100000
2008-01-02,5074108750
2008-01-03,5028981250
2008-01-04,4879923750
2008-01-07,4962657500
2008-01-08,4792403750
2008-01-09,4743857500
2008-01-10,4825907500
2008-01-11,4786933750
2008-01-14,4788301250
2008-01-15,4581125000
2008-01-16,4644030000
2008-01-17,4523006250
2008-01-18,4522322500
2008-01-22,4873770000
2008-01-23,5191713750
2008-01-24,5150688750
2008-01-25,4981802500
2008-01-28,5027613750
2008-01-29,5206756250
2008-01-30,5217012500
2008-01-31,5464530000
2008-02-01,5678543750
2008-02-04,5407095000
2008-02-05,5372907500
2008-02-06,5286071250
2008-02-07,5361283750
2008-02-08,5323677500
2008-02-11,5350343750
2008-02-12,5213593750
2008-02-13,5281285000
2008-02-14,5039237500
2008-02-15,4927786250
2008-02-19,4986588750
2008-02-20,5091886250
2008-02-21,4998212500
2008-02-22,5106245000
2008-02-25,5104877500
2008-02-26,5220431250
2008-02-27,5153423750
2008-02-28,5030348750
2008-02-29,4882658750
2008-03-03,4832061250
2008-03-04,4820437500
2008-03-05,4832745000
2008-03-06,4682320000
2008-03-07,4769156250
2008-03-10,4557877500
2008-03-11,4680952500
2008-03-12,4577706250
2008-03-13,4780096250
2008-03-14,4727447500
2008-03-17,4683687500
2008-03-18,4930521250
2008-03-19,4904538750
2008-03-20,5132227500
2008-03-24,5127441250
2008-03-25,5102142500
2008-03-26,4954452500
2008-03-27,4950350000
2008-03-28,4888128750
2008-03-31,4898338830
2008-04-01,5087131110
2008-04-02,5244458010
2008-04-03,5198628000
2008-04-04,5204100240
2008-04-07,5232145470
2008-04-08,5098759620
2008-04-09,5026252440
2008-04-10,5110388130
2008-04-11,5026936470
2008-04-14,4880554050
2008-04-15,4994787060
2008-04-16,5149377840
2008-04-17,5061822000
2008-04-18,5347746540
2008-04-21,5310124890
2008-04-22,5216412780
2008-04-23,5228725320
2008-04-24,5310124890
2008-04-25,5263610850
2008-04-28,5284815780
2008-04-29,5253350400
2008-04-30,5211624570
2008-05-01,5403837000
2008-05-02,5359375050
2008-05-05,5345010420
2008-05-06,5324489520
2008-05-07,5254718460
2008-05-08,5156218140
2008-05-09,5167846650
2008-05-12,5199996060
2008-05-13,5228041290
2008-05-14,5279343540
2008-05-15,5342274300
2008-05-16,5308756830
2008-05-19,5324489520
2008-05-20,5257454580
2008-05-21,5059769910
2008-05-22,5009151690
2008-05-23,4997523180
2008-05-27,5098759620
2008-05-28,5116544400
2008-05-29,5173318890
2008-05-30,5135697240
2008-06-02,5046773340
2008-06-03,4992050940
2008-06-04,4995471090
2008-06-05,5056349760
2008-06-06,4931856300
2008-06-09,4888078380
2008-06-10,4907915250
2008-06-11,4703390280
2008-06-12,4741011930
2008-06-13,4799154480
2008-06-16,4737591780
2008-06-17,4712966700
2008-06-18,4620622650
2008-06-19,4733487600
2008-06-20,4656876240
2008-06-23,4581632940
2008-06-24,4514598000
2008-06-25,4585737120
2008-06-26,4456455450
2008-06-27,4433198430
2008-06-30,4385145100
2008-07-01,4343414390
2008-07-02,4207276500
2008-07-03,4266109960
2008-07-07,4191541970
2008-07-08,4439873900
2008-07-09,4305788340
2008-07-10,4155284140
2008-07-11,4041037770
2008-07-14,3944578260
2008-07-15,4091661910
2008-07-16,4398827300
2008-07-17,4502812020
2008-07-18,4436453350
2008-07-21,4382408660
2008-07-22,4503496130
2008-07-23,4567118360
2008-07-24,4168282230
2008-07-25,4233956790
2008-07-28,4071138610
2008-07-29,4164177570
2008-07-30,4141601940
2008-07-31,4034196670
2008-08-01,4045142430
2008-08-04,4069770390
2008-08-05,4443294450
2008-08-06,4402247850
2008-08-07,4275687500
2008-08-08,4548647390
2008-08-11,4725831880
2008-08-12,4671787190
2008-08-13,4557540820
2008-08-14,4792874660
2008-08-15,4991266560
2008-08-18,4817502620
2008-08-19,4699151590
2008-08-20,4605428520
2008-08-21,4572591240
2008-08-22,4726515990
2008-08-25,4625267710
2008-08-26,4657420880
2008-08-27,4709413240
2008-08-28,4759353270
2008-08-29,4723779550
2008-09-02,4957745170
2008-09-03,5017262740
2008-09-04,4809293300
2008-09-05,4820239060
2008-09-08,5010421640
2008-09-09,4809293300
2008-09-10,4937905980
2008-09-11,4894807050
2008-09-12,4781928900
2008-09-15,4671787190
2008-09-16,4760037380
2008-09-17,4648527450
2008-09-18,4754564500
2008-09-19,5085673740
2008-09-22,4773719580
2008-09-23,4725147770
2008-09-24,4707360910
2008-09-25,4809293300
2008-09-26,4781928900
2008-09-29,4608108000
2008-09-30,4609476000
2008-10-01,4484304000
2008-10-02,4178556000
2008-10-03,4013712000
2008-10-06,3857760000
2008-10-07,3605364000
2008-10-08,3751740000
2008-10-09,3538332000
2008-10-10,3351600000
2008-10-13,3675132000
2008-10-14,3450096000
2008-10-15,3292092000
2008-10-16,3358440000
2008-10-17,3303036000
2008-10-20,3394692000
2008-10-21,3272940000
2008-10-22,3199752000
2008-10-23,3094416000
2008-10-24,3021912000
2008-10-27,2952144000
2008-10-28,3063636000
2008-10-29,3063636000
2008-10-30,3098520000
2008-10-31,3309192000
2008-11-03,3099888000
2008-11-04,3034908000
2008-11-05,2895372000
2008-11-06,2609460000
2008-11-07,2676492000
2008-11-10,2475396000
2008-11-11,2413152000
2008-11-12,2240784000
2008-11-13,2225052000
2008-11-14,2207268000
2008-11-17,2034900000
2008-11-18,2005488000
2008-11-19,1770876000
2008-11-20,1764720000
2008-11-21,1784556000
2008-11-24,1884420000
2008-11-25,1917936000
2008-11-26,2088252000
2008-11-28,2102616000
2008-12-01,1861164000
2008-12-02,2000016000
2008-12-03,2123820000
2008-12-04,2274300000
2008-12-05,2498652000
2008-12-08,2508912000
2008-12-09,2460348000
2008-12-10,2555424000
2008-12-11,2348856000
2008-12-12,2443932000
2008-12-15,2383740000
2008-12-16,2599884000
2008-12-17,2720952000
2008-12-18,2904264000
2008-12-19,2913840000
2008-12-22,2775672000
2008-12-23,2740104000
2008-12-24,2748312000
2008-12-26,2816028000
2008-12-29,2786616000
2008-12-30,2860488000
2008-12-31,2940566010
2009-01-02,3017895300
2009-01-05,3071957370
2009-01-06,3087012630
2009-01-07,2957674260
2009-01-08,2917983120
2009-01-09,2777695470
2009-01-12,2711315460
2009-01-13,2696260200
2009-01-14,2603875650
2009-01-15,2552550900
2009-01-16,2558709870
2009-01-20,2360254170
2009-01-21,2460166350
2009-01-22,2359569840
2009-01-23,2353410870
2009-01-26,2356832520
2009-01-27,2433477480
2009-01-28,2577871110
2009-01-29,2375993760
2009-01-30,2197383630
2009-02-02,2167957440
2009-02-03,2319194370
2009-02-04,2226809820
2009-02-05,2325353340
2009-02-06,2525862030
2009-02-09,2499173160
2009-02-10,2288399520
2009-02-11,2253498690
2009-02-12,2290452510
2009-02-13,2276765910
2009-02-17,2199436620
2009-02-18,2076257220
2009-02-19,2022879480
2009-02-20,1941444210
2009-02-23,1823739450
2009-02-24,1727248920
2009-02-25,1613650140
2009-02-26,1625283750
2009-02-27,1545901470
2009-03-02,1443936300
2009-03-03,1359079380
2009-03-04,1396717530
2009-03-05,1296805350
2009-03-06,1248217920
2009-03-09,1170888630
2009-03-10,1314597930
2009-03-11,1305701640
2009-03-12,1391242890
2009-03-13,1424090730
2009-03-16,1450779600
2009-03-17,1518528270
2009-03-18,1650603960
2009-03-19,1711509330
2009-03-20,1628021070
2009-03-23,1842900690
2009-03-24,1858640280
2009-03-25,1984557000
2009-03-26,2320563030
2009-03-27,2229547140
2009-03-30,2013769580
2009-03-31,2044571630
2009-04-01,2173255750
2009-04-02,2306731300
2009-04-03,2344378250
2009-04-06,2312891710
2009-04-07,2178047180
2009-04-08,2054154490
2009-04-09,2239651280
