,MHK
2013-11-26,10332851880
2013-11-27,10240581300
2013-11-29,10173013080
2013-12-02,10003002720
2013-12-03,9994284240
2013-12-04,9868592820
2013-12-05,9987745380
2013-12-06,10095273300
2013-12-09,10409138580
2013-12-10,10245667080
2013-12-11,10136686080
2013-12-12,10218058559
2013-12-13,10145404559
2013-12-16,10234042440
2013-12-17,10157029200
2013-12-18,10641631380
2013-12-19,10425849000
2013-12-20,10276181760
2013-12-23,10566071220
2013-12-24,10633639440
2013-12-26,10631459820
2013-12-27,10661974500
2013-12-30,10714285380
2013-12-31,10831283800
2014-01-02,10846559620
2014-01-03,10871291900
2014-01-06,10717806280
2014-01-07,10597781980
2014-01-08,10700348200
2014-01-09,10622514260
2014-01-10,10782546660
2014-01-13,10670523980
2014-01-14,10847287040
2014-01-15,10863290280
2014-01-16,10880748360
2014-01-17,10675615920
2014-01-21,10637062660
2014-01-22,10800732160
2014-01-23,10754904700
2014-01-24,10282809120
2014-01-27,10314815600
2014-01-28,10373009200
2014-01-29,10274807500
2014-01-30,10266805879
2014-01-31,10342457560
2014-02-03,10020937920
2014-02-04,10199883240
2014-02-05,10302449460
2014-02-06,10588325520
2014-02-07,10737446620
2014-02-10,10549772260
2014-02-11,10585415840
2014-02-12,10537406120
2014-02-13,10597054560
2014-02-14,10700348200
2014-02-18,10527949660
2014-02-19,10477757680
2014-02-20,10615967480
2014-02-21,10431930220
2014-02-24,10128596080
2014-02-25,10250075220
2014-02-26,10428293120
2014-02-27,10458844760
2014-02-28,10295175260
2014-03-03,10188971940
2014-03-04,10355551120
2014-03-05,10366462420
2014-03-06,10511946420
2014-03-07,10524312560
2014-03-10,10439931840
2014-03-11,10456662500
2014-03-12,10312633340
2014-03-13,10108228320
2014-03-14,10140234800
2014-03-17,10211521960
2014-03-18,10343912400
2014-03-19,10319907540
2014-03-20,10212976800
2014-03-21,10081313780
2014-03-24,9980202400
2014-03-25,10044215360
2014-03-26,9823079680
2014-03-27,9703055379
2014-03-28,9800529660
2014-03-31,9903695360
2014-04-01,10005660160
2014-04-02,10048631040
2014-04-03,9910250240
2014-04-04,9905880320
2014-04-07,9559200000
2014-04-08,9513315840
2014-04-09,9828678400
2014-04-10,9660436479
2014-04-11,9543176960
2014-04-14,9707048960
2014-04-15,9824308479
2014-04-16,9866551040
2014-04-17,9819210240
2014-04-21,9910978560
2014-04-22,10034064640
2014-04-23,9946666240
2014-04-24,10023139840
2014-04-25,9701222400
2014-04-28,9718702080
2014-04-29,9685199360
2014-04-30,9643685120
2014-05-01,9709962240
2014-05-02,10264942080
2014-05-05,10199393280
2014-05-06,9988908800
2014-05-07,10014400000
2014-05-08,9906608640
2014-05-09,9885487360
2014-05-12,10155694080
2014-05-13,10158607360
2014-05-14,9832320000
2014-05-15,9620378880
2014-05-16,9614552320
2014-05-19,9718702080
2014-05-20,9736910080
2014-05-21,9739095040
2014-05-22,9761672960
2014-05-23,9935013120
2014-05-27,10096700160
2014-05-28,10043532800
2014-05-29,9870192640
2014-05-30,9880389120
2014-06-02,9924088320
2014-06-03,9884030720
2014-06-04,9830863360
2014-06-05,9876747520
2014-06-06,9975799040
2014-06-09,9884030720
2014-06-10,9873105920
2014-06-11,9825765120
2014-06-12,9650968320
2014-06-13,9626205440
2014-06-16,9615280640
2014-06-17,9613824000
2014-06-18,9693939200
2014-06-19,9700494080
2014-06-20,9728170240
2014-06-23,9723072000
2014-06-24,9866551040
2014-06-25,9932828160
2014-06-26,9892770560
2014-06-27,9969244160
2014-06-30,10080005760
2014-07-01,10168899840
2014-07-02,10047216959
2014-07-03,10163799360
2014-07-07,10047216959
2014-07-08,9983825280
2014-07-09,9833725440
2014-07-10,9499279680
2014-07-11,9527696640
2014-07-14,9579430080
2014-07-15,9594002880
2014-07-16,9641364480
2014-07-17,9486164160
2014-07-18,9605661120
2014-07-21,9570686400
2014-07-22,9636264000
2014-07-23,9575786880
2014-07-24,9503651520
2014-07-25,9451918080
2014-07-28,9215838720
2014-07-29,9273401280
2014-07-30,9233326080
2014-07-31,9091241280
2014-08-01,9212195520
2014-08-04,9363024000
2014-08-05,9438802560
2014-08-06,9496365120
2014-08-07,9472320000
2014-08-08,9794378880
2014-08-11,9806037120
2014-08-12,9723700800
2014-08-13,9910232640
2014-08-14,10195130880
2014-08-15,10156512959
2014-08-18,10372919040
2014-08-19,10587139200
2014-08-20,10641058560
2014-08-21,10646887680
2014-08-22,10671661440
2014-08-25,10689148800
2014-08-26,10642515840
2014-08-27,10633043520
2014-08-28,10603897920
2014-08-29,10639601280
2014-09-02,10643244480
2014-09-03,10657088640
2014-09-04,10721937600
2014-09-05,10792615680
2014-09-08,10731409920
2014-09-09,10625028480
2014-09-10,10595882880
2014-09-11,10584224640
2014-09-12,10361260800
2014-09-15,10304426880
2014-09-16,10206060480
2014-09-17,10409351040
2014-09-18,10377290880
2014-09-19,10239577920
2014-09-22,10029000959
2014-09-23,9925534080
2014-09-24,9981639360
2014-09-25,9936463680
2014-09-26,9951765120
2014-09-29,9912892850
2014-09-30,9829052100
2014-10-01,9609608050
2014-10-02,9627834300
2014-10-03,9881543700
2014-10-06,9792599600
2014-10-07,9720423650
2014-10-08,9797702949
2014-10-09,9478379050
2014-10-10,9340588600
2014-10-13,9100002100
2014-10-14,9121873600
2014-10-15,9158326100
2014-10-16,9186030000
2014-10-17,9392351150
2014-10-20,9479837150
2014-10-21,9830510200
2014-10-22,9731359400
2014-10-23,9865504600
2014-10-24,9836342600
2014-10-27,9790412450
2014-10-28,9987985000
2014-10-29,9817387300
2014-10-30,9896124700
2014-10-31,10355426200
2014-11-03,10246068700
2014-11-04,10216177650
2014-11-05,10181183250
2014-11-06,10363445750
2014-11-07,10400627300
2014-11-10,10404272550
2014-11-11,10429789300
2014-11-12,10441454100
2014-11-13,10391149650
2014-11-14,10459680350
2014-11-17,10328451350
2014-11-18,10405001600
2014-11-19,10641213800
2014-11-20,10816185800
2014-11-21,11053127050
2014-11-24,11219350449
2014-11-25,11142071150
2014-11-26,11066979000
2014-11-28,11197478950
2014-12-01,11080830950
2014-12-02,11146445449
2014-12-03,11145716400
2014-12-04,11284235900
2014-12-05,11335998450
2014-12-08,11445355950
2014-12-09,11489828000
2014-12-10,11175607450
2014-12-11,11418381100
2014-12-12,11212059950
2014-12-15,11171962200
2014-12-16,10700995900
2014-12-17,11060417550
2014-12-18,11221537600
2014-12-19,11297358800
2014-12-22,11266738700
2014-12-23,11283506850
2014-12-24,11268196800
2014-12-26,11322146500
2014-12-29,11370992850
2014-12-30,11346934199
2014-12-31,11339415680
2015-01-02,11281755160
2015-01-05,11248180680
2015-01-06,11148187120
2015-01-07,11243801400
2015-01-08,11385398120
2015-01-09,11557649800
2015-01-12,11514586880
2015-01-13,11686108680
2015-01-14,12192645400
2015-01-15,11872228080
2015-01-16,12294828600
2015-01-20,12322564040
2015-01-21,12210892400
2015-01-22,12269282800
2015-01-23,12195564920
2015-01-26,12232788800
2015-01-27,12089002440
2015-01-28,12025502880
2015-01-29,12337161640
2015-01-30,12045939520
2015-02-02,12167829480
2015-02-03,12339351280
2015-02-04,12286799920
2015-02-05,12151042240
2015-02-06,12081703640
2015-02-09,12106519560
2015-02-10,12280231000
2015-02-11,12287529800
2015-02-12,12548096960
2015-02-13,12626924000
2015-02-17,12513062720
2015-02-18,12529849960
2015-02-19,12602837960
2015-02-20,13448768880
2015-02-23,13374321120
2015-02-24,13394027880
2015-02-25,13567739319
2015-02-26,13586716200
2015-02-27,13455337800
2015-03-02,13588175960
2015-03-03,13545842920
2015-03-04,13504969640
2015-03-05,13515917840
2015-03-06,13156087000
2015-03-09,13403516319
2015-03-10,13177983400
2015-03-11,13033467160
2015-03-12,13149518080
2015-03-13,13035656800
2015-03-16,13148788200
2015-03-17,12991864000
2015-03-18,13191121240
2015-03-19,13128351560
2015-03-20,13213017640
2015-03-23,13217396920
2015-03-24,13245862240
2015-03-25,13207178600
2015-03-26,13144408920
2015-03-27,13226885360
2015-03-30,13482343360
2015-03-31,13557521000
2015-04-01,13477964080
2015-04-02,13523216640
2015-04-06,13437350240
2015-04-07,13268110400
2015-04-08,13437350240
2015-04-09,13498892000
2015-04-10,13470319040
2015-04-13,13364086240
2015-04-14,13433687040
2015-04-15,13296683360
2015-04-16,12923036959
2015-04-17,12975054400
2015-04-20,12958936320
2015-04-21,13160412320
2015-04-22,13335513280
2015-04-23,13080554560
2015-04-24,13133304640
2015-04-27,13041724640
2015-04-28,13019012800
2015-04-29,12802884000
2015-04-30,12711304000
2015-05-01,13018280160
2015-05-04,13112058080
2015-05-05,12934759200
2015-05-06,12855634080
2015-05-07,13128176160
2015-05-08,13498892000
2015-05-11,13375808480
2015-05-12,13248329120
2015-05-13,13286426400
2015-05-14,13416103680
2015-05-15,13410975200
2015-05-18,13611718560
2015-05-19,13838836959
2015-05-20,13806600800
2015-05-21,13819055680
2015-05-22,13713555520
2015-05-26,13668131840
2015-05-27,13883528000
2015-05-28,13834441120
2015-05-29,13673992959
2015-06-01,13832243200
2015-06-02,13879864800
2015-06-03,13881330080
2015-06-04,13815392480
2015-06-05,13817590400
2015-06-08,13690843680
2015-06-09,13696704800
2015-06-10,14098924160
2015-06-11,13919427360
2015-06-12,13965583680
2015-06-15,13850559200
2015-06-16,13999285120
2015-06-17,14095260959
2015-06-18,14041045600
2015-06-19,14123833920
2015-06-22,14238125760
2015-06-23,14161198560
2015-06-24,14057163680
2015-06-25,14059361600
2015-06-26,14152406880
2015-06-29,13827847360
2015-06-30,13986097600
2015-07-01,14220542400
2015-07-02,14180247200
2015-07-06,14156939950
2015-07-07,14356510450
2015-07-08,14015762300
2015-07-09,14000240150
2015-07-10,14340249150
2015-07-13,14446686750
2015-07-14,14491035750
2015-07-15,14395685400
2015-07-16,14428947150
2015-07-17,14307726550
2015-07-20,14547950300
2015-07-21,14424512250
2015-07-22,14621865300
2015-07-23,14634430850
2015-07-24,14487340000
2015-07-27,14158418250
2015-07-28,14494731500
2015-07-29,14751955700
2015-07-30,14831783900
2015-07-31,14900524850
2015-08-03,14844349450
2015-08-04,14989222850
2015-08-05,14987005400
2015-08-06,14608560599
2015-08-07,15067572750
2015-08-10,15183619300
2015-08-11,15146661800
2015-08-12,15174749500
2015-08-13,15218359349
2015-08-14,15328492700
2015-08-17,15406103450
2015-08-18,15620456950
2015-08-19,15584238600
2015-08-20,15108965150
2015-08-21,14796304700
2015-08-24,14068241950
2015-08-25,13983239700
2015-08-26,14251551150
2015-08-27,14366858550
2015-08-28,14604864850
2015-08-31,14559037550
2015-09-01,14255246900
2015-09-02,14625561050
2015-09-03,14811087700
2015-09-04,14598212500
2015-09-08,15092703850
2015-09-09,14893133350
2015-09-10,14946352150
2015-09-11,15278969650
2015-09-14,15179923550
2015-09-15,15271578150
2015-09-16,15208011250
2015-09-17,15298187550
2015-09-18,14944873850
2015-09-21,14864306500
2015-09-22,14663996849
2015-09-23,14559776700
2015-09-24,14252290300
2015-09-25,14153983350
2015-09-28,13269220800
2015-09-29,13023083850
2015-09-30,13437007850
2015-10-01,13757798950
2015-10-02,13967717550
2015-10-05,14424050880
2015-10-06,14120962480
2015-10-07,14401873680
2015-10-08,14601468480
2015-10-09,14512759680
2015-10-12,14622167200
2015-10-13,14322775000
2015-10-14,14053691640
2015-10-15,14155706760
2015-10-16,14497235640
2015-10-19,14636952000
2015-10-20,14483190080
2015-10-21,14415919240
2015-10-22,14508324240
2015-10-23,14450663520
2015-10-26,14551200160
2015-10-27,14432182520
2015-10-28,14518673600
2015-10-29,14222238359
2015-10-30,14452142000
2015-11-02,14660607680
2015-11-03,14650997560
2015-11-04,14649519080
2015-11-05,14597033040
2015-11-06,13834137359
2015-11-09,13778694359
2015-11-10,13913236040
2015-11-11,13874795560
2015-11-12,13643413440
2015-11-13,13361763000
2015-11-16,13504436320
2015-11-17,13488912280
2015-11-18,13970157520
2015-11-19,14147575120
2015-11-20,14214845960
2015-11-23,14364172440
2015-11-24,14234805440
2015-11-25,14279159840
2015-11-27,14245894040
2015-11-30,14098785280
2015-12-01,14120962480
2015-12-02,14049995440
2015-12-03,13612365359
2015-12-04,14007119520
2015-12-07,14106916920
2015-12-08,14222977600
2015-12-09,14062562520
2015-12-10,14097306800
2015-12-11,14074390359
2015-12-14,14175666240
2015-12-15,14318339560
2015-12-16,14773711400
2015-12-17,14292466160
2015-12-18,13899190480
2015-12-21,14004901800
2015-12-22,14027818240
2015-12-23,14232587720
2015-12-24,14098046040
2015-12-28,14078086560
2015-12-29,14231109240
2015-12-30,14037428359
2015-12-31,14010314639
2016-01-04,13792825200
2016-01-05,13763234800
2016-01-06,13472509120
2016-01-07,13075258000
2016-01-08,13080436320
2016-01-11,12996103680
2016-01-12,13239484720
2016-01-13,12538932000
2016-01-14,12618086320
2016-01-15,12238589440
2016-01-19,12083239840
2016-01-20,12025538560
2016-01-21,12224534000
2016-01-22,12353252240
2016-01-25,12163873680
2016-01-26,12307387120
2016-01-27,12183107440
2016-01-28,12086198880
2016-01-29,12310346160
2016-02-01,12399857120
2016-02-02,12069924160
2016-02-03,11946384240
2016-02-04,12208259280
2016-02-05,11830241920
2016-02-08,11228077280
2016-02-09,11370111200
2016-02-10,11677851360
2016-02-11,11305012320
2016-02-12,11481814960
2016-02-16,11800651520
2016-02-17,12063266320
2016-02-18,12063266320
2016-02-19,12256343680
2016-02-22,12314784720
2016-02-23,12322922080
2016-02-24,12625483920
2016-02-25,12652855040
2016-02-26,13203976240
2016-02-29,13295706480
2016-03-01,13675203360
2016-03-02,13763234800
2016-03-03,13825374639
2016-03-04,13820196320
2016-03-07,13385957200
2016-03-08,13270554639
2016-03-09,13315680000
2016-03-10,13337133040
2016-03-11,13703314240
2016-03-14,13707752800
2016-03-15,13527251360
2016-03-16,13564239360
2016-03-17,13796524000
2016-03-18,13942996480
2016-03-21,13944476000
2016-03-22,13909707280
2016-03-23,13782468560
2016-03-24,13820196320
2016-03-28,13970367600
2016-03-29,14235201680
2016-03-30,14138293120
2016-03-31,14122018400
2016-04-01,14233722160
2016-04-04,14075957700
2016-04-05,14025554060
2016-04-06,14270159960
2016-04-07,14215308940
2016-04-08,14373932160
2016-04-11,14407287510
2016-04-12,14473998210
2016-04-13,14690437370
2016-04-14,14579252870
2016-04-15,14605195920
2016-04-18,14677836460
2016-04-19,14668200469
2016-04-20,14803845560
2016-04-21,14587406400
2016-04-22,14544415060
2016-04-25,14643739880
2016-04-26,14668200469
2016-04-27,14622985440
2016-04-28,14293138090
2016-04-29,14278313490
2016-05-02,14531814150
2016-05-03,14319081140
2016-05-04,14284984560
2016-05-05,14345024190
2016-05-06,14496976340
2016-05-09,14525143080
2016-05-10,14865367650
2016-05-11,14574805490
2016-05-12,14526625540
2016-05-13,14410993660
2016-05-16,14419147190
2016-05-17,14342059270
2016-05-18,14260523969
2016-05-19,14170093910
2016-05-20,14311668840
2016-05-23,14264230120
2016-05-24,14589630090
2016-05-25,14557757200
2016-05-26,14528108000
2016-05-27,14649669719
2016-05-31,14579252870
2016-06-01,14687472450
2016-06-02,14758630530
2016-06-03,14713415500
2016-06-06,14617796830
2016-06-07,14866108880
2016-06-08,14900946690
2016-06-09,14785314810
2016-06-10,14474739440
2016-06-13,14275348570
2016-06-14,14201225570
2016-06-15,14288690710
2016-06-16,14291655630
2016-06-17,14264230120
2016-06-20,14502906180
2016-06-21,14545156290
2016-06-22,14476221900
2016-06-23,14665235550
2016-06-24,13748334040
2016-06-27,13190929080
2016-06-28,13669763660
2016-06-29,13952172290
2016-06-30,14065580480
2016-07-01,14036672510
2016-07-05,13806733260
2016-07-06,13972838220
2016-07-07,14029936800
2016-07-08,14400706800
2016-07-11,14523802440
2016-07-12,14520836280
2016-07-13,14583125640
2016-07-14,14640224220
2016-07-15,14827833840
2016-07-18,14813003040
2016-07-19,14743298280
2016-07-20,14917560180
2016-07-21,14747747520
2016-07-22,15058452780
2016-07-25,15186739200
2016-07-26,15206019240
2016-07-27,15191929980
2016-07-28,15349878000
2016-07-29,15493736760
2016-08-01,15565666140
2016-08-02,15445536660
2016-08-03,15467041320
2016-08-04,15401785800
2016-08-05,15870439080
2016-08-08,15797026620
2016-08-09,15749568059
2016-08-10,15708783360
2016-08-11,15708041820
2016-08-12,15717681840
2016-08-15,15777746580
2016-08-16,15606450840
2016-08-17,15511533720
2016-08-18,15556767660
2016-08-19,15586429260
2016-08-22,15596810820
2016-08-23,15800734320
2016-08-24,15601260059
2016-08-25,15656134020
2016-08-26,15549352260
2016-08-29,15663549420
2016-08-30,15697660260
2016-08-31,15778488120
2016-09-01,15776263500
2016-09-02,15866731380
2016-09-06,15939402300
2016-09-07,16033577880
2016-09-08,15674672520
2016-09-09,15092563620
2016-09-12,15301677900
2016-09-13,15101462100
2016-09-14,15117775980
2016-09-15,15315767160
2016-09-16,15232714680
2016-09-19,15303160980
2016-09-20,15283139400
2016-09-21,15306868680
2016-09-22,15326148720
2016-09-23,15257185500
2016-09-26,15019151160
2016-09-27,15043621980
2016-09-28,14943514080
2016-09-29,14746264440
2016-09-30,14856012360
2016-10-03,14751961240
2016-10-04,14728228760
2016-10-05,14820192120
2016-10-06,14896581040
2016-10-07,14667414280
2016-10-10,14677055600
2016-10-11,14238746360
2016-10-12,14476812800
2016-10-13,14454563600
2016-10-14,14570259440
2016-10-17,14508703320
2016-10-18,14504253480
2016-10-19,14491645600
2016-10-20,14578417480
2016-10-21,14600666680
2016-10-24,14706721200
2016-10-25,13787087600
2016-10-26,13853093560
2016-10-27,13771513160
2016-10-28,13698090800
2016-10-31,13668425200
2016-11-01,13273872720
2016-11-02,13244948760
2016-11-03,13125544720
2016-11-04,14146783000
2016-11-07,14441955720
2016-11-08,14476071160
2016-11-09,14667414280
2016-11-10,15009310320
2016-11-11,14803876040
2016-11-14,14628849000
2016-11-15,14622174240
2016-11-16,14651839840
2016-11-17,14852824280
2016-11-18,14830575080
2016-11-21,14814259000
2016-11-22,14846891160
2016-11-23,14884714800
2016-11-25,14906964000
2016-11-28,14786076680
2016-11-29,14840216400
2016-11-30,14642940160
2016-12-01,14200922720
2016-12-02,14091160000
2016-12-05,14459013440
2016-12-06,14461980000
2016-12-07,14830575080
2016-12-08,14926988280
2016-12-09,14822417040
2016-12-12,14731936959
2016-12-13,14926246640
2016-12-14,14806100959
2016-12-15,14665189360
2016-12-16,14610308000
2016-12-19,14803876040
2016-12-20,14918830240
2016-12-21,15193978680
2016-12-22,15054550360
2016-12-23,15107948440
2016-12-27,15109431720
2016-12-28,14964070280
2016-12-29,14991510959
2016-12-30,14809067520
2017-01-03,14972271000
2017-01-04,15278766560
2017-01-05,15165222200
2017-01-06,15171901280
2017-01-09,15119210760
2017-01-10,15078394160
2017-01-11,15005666400
2017-01-12,14971528880
2017-01-13,15021250920
2017-01-17,14976723720
2017-01-18,15145927080
2017-01-19,15280250800
2017-01-20,15372273679
2017-01-23,15548898240
2017-01-24,15945932440
2017-01-25,15983780560
2017-01-26,15988975400
2017-01-27,15968196040
2017-01-30,15989717520
2017-01-31,16017918080
2017-02-01,16020144440
2017-02-02,16032018360
2017-02-03,15984522679
2017-02-06,15835356560
2017-02-07,15881368000
2017-02-08,15888789200
2017-02-09,15938511240
2017-02-10,16528496640
2017-02-13,16608645600
2017-02-14,16640556760
2017-02-15,16547791760
2017-02-16,16458737360
2017-02-17,16441668600
2017-02-21,16663562480
2017-02-22,16701410600
2017-02-23,16720705720
2017-02-24,16768943520
2017-02-27,16926272960
2017-02-28,16798628320
2017-03-01,17182304360
2017-03-02,17079891800
2017-03-03,17044270040
2017-03-06,16923304480
2017-03-07,16868387600
2017-03-08,17036848840
2017-03-09,16929983560
2017-03-10,17097702679
2017-03-13,17148166840
2017-03-14,17062823040
2017-03-15,17142972000
2017-03-16,17172656800
2017-03-17,17083602400
2017-03-20,17209762800
2017-03-21,17025717040
2017-03-22,16914399040
2017-03-23,17022748560
2017-03-24,16847608240
2017-03-27,16892877560
2017-03-28,16919593880
2017-03-29,17065791520
2017-03-30,16987868920
2017-03-31,17030911880
2017-04-03,16971083910
2017-04-04,16935406950
2017-04-05,16883378050
2017-04-06,16975543529
2017-04-07,16972570450
2017-04-10,16997098360
2017-04-11,17090007110
2017-04-12,17129400420
2017-04-13,17076628250
2017-04-17,17279540960
2017-04-18,17218592820
2017-04-19,17408869940
2017-04-20,17562726830
2017-04-21,17461642110
2017-04-24,17524820060
2017-04-25,17721043340
2017-04-26,17715840450
2017-04-27,17755233760
2017-04-28,17451236330
2017-05-01,17443060360
2017-05-02,17241634190
2017-05-03,17089263840
2017-05-04,17285487120
2017-05-05,17258729400
2017-05-08,17399207430
2017-05-09,17421505530
2017-05-10,17370219900
2017-05-11,17452722870
2017-05-12,17134603310
2017-05-15,17258729400
2017-05-16,17189605290
2017-05-17,17002301250
2017-05-18,16982232960
2017-05-19,17096696540
2017-05-22,17212646660
2017-05-23,17308528490
2017-05-24,17506981580
2017-05-25,17614012460
2017-05-26,17532996030
2017-05-30,17634080750
2017-05-31,17786451100
2017-06-01,17762666460
2017-06-02,17793883800
2017-06-05,17854831940
2017-06-06,17817668440
2017-06-07,17851858860
2017-06-08,17779761670
2017-06-09,17850372320
2017-06-12,17804289580
2017-06-13,17983417650
2017-06-14,18120179330
2017-06-15,18023554230
2017-06-16,17981931110
2017-06-19,18126868760
2017-06-20,18062204270
2017-06-21,18055514840
2017-06-22,18039162900
2017-06-23,18321605500
2017-06-26,18332754550
2017-06-27,18108287010
2017-06-28,18131328380
2017-06-29,17816925170
2017-06-30,17964092630
2017-07-03,17920661660
2017-07-05,18120630880
2017-07-06,17965264460
2017-07-07,18268563500
2017-07-10,18334724320
2017-07-11,18326547140
2017-07-12,18425416680
2017-07-13,18437310760
2017-07-14,18406832180
2017-07-17,18449948220
2017-07-18,18352565440
2017-07-19,18427646820
2017-07-20,18032912040
2017-07-21,18221730560
2017-07-24,18139958760
2017-07-25,17935529260
2017-07-26,17850783940
2017-07-27,17717718920
2017-07-28,18484143700
2017-07-31,18509418620
2017-08-01,18738379660
2017-08-02,18710874600
2017-08-03,18657351240
2017-08-04,18649917440
2017-08-07,18538410440
2017-08-08,18507188480
2017-08-09,18560711840
2017-08-10,18317626580
2017-08-11,18244775340
2017-08-14,18478196660
2017-08-15,18580039720
2017-08-16,18741353180
2017-08-17,18443257800
2017-08-18,18507931860
2017-08-21,18354795580
2017-08-22,18553278040
2017-08-23,18440284280
2017-08-24,18279714200
2017-08-25,18365946280
2017-08-28,18370406560
2017-08-29,18478196660
2017-08-30,18647687300
2017-08-31,18816434560
2017-09-01,18941322400
2017-09-05,18938348880
2017-09-06,18997819280
2017-09-07,18772575140
2017-09-08,19173256960
2017-09-11,19184407660
2017-09-12,19304835220
2017-09-13,19058033060
2017-09-14,18864010880
2017-09-15,18931658460
2017-09-18,18907126920
2017-09-19,18915304100
2017-09-20,19030528000
2017-09-21,18890029180
2017-09-22,18262616460
2017-09-25,18215040140
2017-09-26,18266333360
2017-09-27,18210579860
2017-09-28,18441771040
2017-09-29,18399398380
2017-10-02,18532062560
2017-10-03,18753816280
2017-10-04,19117700740
2017-10-05,19060401960
2017-10-06,19107282780
2017-10-09,19105050360
2017-10-10,18962919620
2017-10-11,19128862840
2017-10-12,19216671360
2017-10-13,18974825860
2017-10-16,19137792520
2017-10-17,19253134220
2017-10-18,19347640000
2017-10-19,19425030560
2017-10-20,19683991280
2017-10-23,19655713960
2017-10-24,19832075140
2017-10-25,19582044100
2017-10-26,19569393720
2017-10-27,19670596760
2017-10-30,19567905440
2017-10-31,19478608640
2017-11-01,19529954300
2017-11-02,19183185060
2017-11-03,19148954620
2017-11-06,19393776680
2017-11-07,19416100880
2017-11-08,19606600720
2017-11-09,19690688540
2017-11-10,19634133900
2017-11-13,19721198280
2017-11-14,19878955960
2017-11-15,19875979400
2017-11-16,20140149100
2017-11-17,20255490800
2017-11-20,20593330360
2017-11-21,20408039500
2017-11-22,20390180140
2017-11-24,20504777700
2017-11-27,20503289419
2017-11-28,20842617260
2017-11-29,20768947400
2017-11-30,21030140540
2017-12-01,21194595480
2017-12-04,21181945100
2017-12-05,20929681640
2017-12-06,20662535380
2017-12-07,20859732480
2017-12-08,20878335980
2017-12-11,20640211180
2017-12-12,20489150760
2017-12-13,20501801140
2017-12-14,20356693840
2017-12-15,20442269940
2017-12-18,20474267960
2017-12-19,20579935840
2017-12-20,20653605700
2017-12-21,20676674040
2017-12-22,20572494440
2017-12-26,20571750300
2017-12-27,20347764160
2017-12-28,20548681960
2017-12-29,20530822600
2018-01-02,20549028000
2018-01-03,20484998420
2018-01-04,20493932780
2018-01-05,20598911510
2018-01-08,20783554950
2018-01-09,20831204870
2018-01-10,20257916770
2018-01-11,20230369160
2018-01-12,20405333710
2018-01-16,20436603970
2018-01-17,20683043400
2018-01-18,20707612890
2018-01-19,20782810420
2018-01-22,20814080680
2018-01-23,20758240930
2018-01-24,20441815680
2018-01-25,20606356810
2018-01-26,20898212570
2018-01-29,20782810420
2018-01-30,20723248020
2018-01-31,20925760180
2018-02-01,20554984240
2018-02-02,20145492740
2018-02-05,19607197550
2018-02-06,19957126650
2018-02-07,19928089980
2018-02-08,19102406210
2018-02-09,18573045380
2018-02-12,18952011150
2018-02-13,18708549840
2018-02-14,18873835500
2018-02-15,18799382500
2018-02-16,18595381280
2018-02-20,18395102710
2018-02-21,18345219200
2018-02-22,18538797000
2018-02-23,18716739670
2018-02-26,18653454620
2018-02-27,18355642620
2018-02-28,17859785640
2018-03-01,17950618300
2018-03-02,17612601680
2018-03-05,17752573320
2018-03-06,17964764370
2018-03-07,17661740660
2018-03-08,17874676240
2018-03-09,18240985000
2018-03-12,18459132290
2018-03-13,18657177270
2018-03-14,18530607170
2018-03-15,18345219200
2018-03-16,18456898700
2018-03-19,18093568060
2018-03-20,18374255870
2018-03-21,18397336300
2018-03-22,17889566840
2018-03-23,17166628210
2018-03-26,17436892600
2018-03-27,16967838700
2018-03-28,17041547169
2018-03-29,17289475660
2018-04-02,16979023170
2018-04-03,17209527900
2018-04-04,17821969270
2018-04-05,17865981500
2018-04-06,17610859760
2018-04-09,17557895890
2018-04-10,17816001510
2018-04-11,17792130470
2018-04-12,17871203290
2018-04-13,17843602400
2018-04-16,17868965380
2018-04-17,18162877560
2018-04-18,18346386180
2018-04-19,17976385060
2018-04-20,17572815290
2018-04-23,17599670210
2018-04-24,16952168250
2018-04-25,16942470640
2018-04-26,16948438400
2018-04-27,16214403920
2018-04-30,15656418360
2018-05-01,16102508420
2018-05-02,15837689070
2018-05-03,16069685740
2018-05-04,16139806920
2018-05-07,16068939770
2018-05-08,15921237710
2018-05-09,15693716860
2018-05-10,15779503410
2018-05-11,15932427260
2018-05-14,15713112079
2018-05-15,15589281060
2018-05-16,15706398350
2018-05-17,15802628480
2018-05-18,16124141550
2018-05-21,16121903640
2018-05-22,16045068730
2018-05-23,16028657390
2018-05-24,15843656829
2018-05-25,15916015920
2018-05-29,15713112079
2018-05-30,15558696290
2018-05-31,15220771880
2018-06-01,15243896950
2018-06-04,15429643480
2018-06-05,15352062600
2018-06-06,15353554540
2018-06-07,15513938090
2018-06-08,15698192680
2018-06-11,15736983120
2018-06-12,15960028150
2018-06-13,15636277170
2018-06-14,15971963670
2018-06-15,15889906970
2018-06-18,15676559550
2018-06-19,15709382230
2018-06-20,15718333870
2018-06-21,15733253270
2018-06-22,15804866390
2018-06-25,15777265500
2018-06-26,15926459500
2018-06-27,15807104300
2018-06-28,15765329980
2018-06-29,15983899190
2018-07-02,15954597580
2018-07-03,16041883090
2018-07-05,16223168380
2018-07-06,16318660220
2018-07-09,16475326520
2018-07-10,16343279210
2018-07-11,16773738520
2018-07-12,16658849900
2018-07-13,16700627580
2018-07-16,16526056560
