,INCY
2004-11-24,803531860
2004-11-26,805911520
2004-11-29,820982700
2004-11-30,814636940
2004-12-01,832087780
2004-12-02,847158960
2004-12-03,864609800
2004-12-06,841606420
2004-12-07,794806440
2004-12-08,799565760
2004-12-09,807497960
2004-12-10,814636940
2004-12-13,845969129
2004-12-14,831294560
2004-12-15,833674220
2004-12-16,810670840
2004-12-17,816223379
2004-12-20,789253900
2004-12-21,794013220
2004-12-22,776562379
2004-12-23,783701360
2004-12-27,786874240
2004-12-28,810670840
2004-12-29,791633560
2004-12-30,793220000
2004-12-31,829659510
2005-01-03,800592360
2005-01-04,769864230
2005-01-05,768203250
2005-01-06,772355700
2005-01-07,756576390
2005-01-10,802253340
2005-01-11,775677660
2005-01-12,749932470
2005-01-13,741627570
2005-01-14,745780020
2005-01-18,746610510
2005-01-19,769033740
2005-01-20,742458060
2005-01-21,744949530
2005-01-24,720865320
2005-01-25,730831200
2005-01-26,747441000
2005-01-27,735814140
2005-01-28,730831200
2005-01-31,744119040
2005-02-01,768203250
2005-02-02,765711780
2005-02-03,758237370
2005-02-04,779830110
2005-02-07,757406879
2005-02-08,744949530
2005-02-09,711729930
2005-02-10,705916500
2005-02-11,715882379
2005-02-14,718373850
2005-02-15,726678750
2005-02-16,720034830
2005-02-17,695950620
2005-02-18,683493270
2005-02-22,663561510
2005-02-23,678510330
2005-02-24,669374940
2005-02-25,732492180
2005-02-28,725017770
2005-03-01,707577480
2005-03-02,671035920
2005-03-03,639477300
2005-03-04,617054070
2005-03-07,583834470
2005-03-08,581343000
2005-03-09,601274760
2005-03-10,599613780
2005-03-11,633663870
2005-03-14,636985830
2005-03-15,622867500
2005-03-16,607918680
2005-03-17,609579660
2005-03-18,606257700
2005-03-21,601274760
2005-03-22,590478390
2005-03-23,598783290
2005-03-24,602105250
2005-03-28,574699080
2005-03-29,547292910
2005-03-30,571377120
2005-03-31,568959490
2005-04-01,558130100
2005-04-04,545634650
2005-04-05,553131920
2005-04-06,566460400
2005-04-07,590618270
2005-04-08,574790700
2005-04-11,580621910
2005-04-12,600614630
2005-04-13,587286150
2005-04-14,591451300
2005-04-15,585620090
2005-04-18,573957670
2005-04-19,578955850
2005-04-20,569792520
2005-04-21,588119180
2005-04-22,588119180
2005-04-25,585620090
2005-04-26,588952210
2005-04-27,579788880
2005-04-28,553964950
2005-04-29,545634650
2005-05-02,578955850
2005-05-03,568126460
2005-05-04,613110080
2005-05-05,661425820
2005-05-06,662258850
2005-05-09,675587330
2005-05-10,691414900
2005-05-11,702244290
2005-05-12,673088240
2005-05-13,653095520
2005-05-16,668923090
2005-05-17,661425820
2005-05-18,664757940
2005-05-19,674754300
2005-05-20,662258850
2005-05-23,660592790
2005-05-24,657260670
2005-05-25,641433100
2005-05-26,630603710
2005-05-27,637267950
2005-05-31,635601890
2005-06-01,639767040
2005-06-02,634768860
2005-06-03,613943110
2005-06-06,591451300
2005-06-07,602280690
2005-06-08,595616450
2005-06-09,596449480
2005-06-10,599781600
2005-06-13,604779780
2005-06-14,600614630
2005-06-15,577289790
2005-06-16,588952210
2005-06-17,594783420
2005-06-20,608111900
2005-06-21,603946750
2005-06-22,645598250
2005-06-23,630603710
2005-06-24,622273410
2005-06-27,591451300
2005-06-28,599781600
2005-06-29,608111900
2005-06-30,596410100
2005-07-01,613927040
2005-07-05,649795060
2005-07-06,663141300
2005-07-07,660638880
2005-07-08,711521420
2005-07-11,714857980
2005-07-12,722365240
2005-07-13,717360400
2005-07-14,728204220
2005-07-15,746555300
2005-07-18,737379760
2005-07-19,739882179
2005-07-20,742384600
2005-07-21,735711480
2005-07-22,730706640
2005-07-25,618931880
2005-07-26,668980280
2005-07-27,654799900
2005-07-28,671482700
2005-07-29,664809580
2005-08-01,674819260
2005-08-02,663975440
2005-08-03,653131620
2005-08-04,655634040
2005-08-05,630609840
2005-08-08,604751500
2005-08-09,604751500
2005-08-10,608922200
2005-08-11,612258760
2005-08-12,603917360
2005-08-15,613092900
2005-08-16,620600160
2005-08-17,608922200
2005-08-18,594741820
2005-08-19,591405260
2005-08-22,588068700
2005-08-23,586400420
2005-08-24,603917360
2005-08-25,604751500
2005-08-26,598912520
2005-08-29,614761180
2005-08-30,606419780
2005-08-31,613927040
2005-09-01,635614680
2005-09-02,628107420
2005-09-06,644790220
2005-09-07,652297480
2005-09-08,659804740
2005-09-09,661473020
2005-09-12,676487540
2005-09-13,659804740
2005-09-14,639785380
2005-09-15,639785380
2005-09-16,637282960
2005-09-19,630609840
2005-09-20,607253920
2005-09-21,598912520
2005-09-22,595575960
2005-09-23,604751500
2005-09-26,616429460
2005-09-27,603917360
2005-09-28,356177779
2005-09-29,387875100
2005-09-30,393131500
2005-10-03,393131500
2005-10-04,390622150
2005-10-05,385603450
2005-10-06,369710900
2005-10-07,373056700
2005-10-10,365528650
2005-10-11,364692200
2005-10-12,361346400
2005-10-13,362182850
2005-10-14,386439900
2005-10-17,398986649
2005-10-18,393967950
2005-10-19,406514700
2005-10-20,404005350
2005-10-21,402332449
2005-10-24,413206300
2005-10-25,411533400
2005-10-26,414879200
2005-10-27,401496000
2005-10-28,408187600
2005-10-31,417388550
2005-11-01,422407250
2005-11-02,418225000
2005-11-03,424916600
2005-11-04,425753050
2005-11-07,430771750
2005-11-08,424916600
2005-11-09,415715650
2005-11-10,426589500
2005-11-11,418225000
2005-11-14,417388550
2005-11-15,400659550
2005-11-16,398986649
2005-11-17,400659550
2005-11-18,401496000
2005-11-21,490159700
2005-11-22,499360650
2005-11-23,501870000
2005-11-25,497687750
2005-11-28,476776500
2005-11-29,489323250
2005-11-30,465066199
2005-12-01,496014850
2005-12-02,496851300
2005-12-05,504379350
2005-12-06,494341950
2005-12-07,484304550
2005-12-08,485977449
2005-12-09,501870000
2005-12-12,495178400
2005-12-13,487650350
2005-12-14,480958750
2005-12-15,497687750
2005-12-16,483468100
2005-12-19,472594250
2005-12-20,471757800
2005-12-21,481795200
2005-12-22,471757800
2005-12-23,470921350
2005-12-27,455028800
2005-12-28,450010100
2005-12-29,448337200
2005-12-30,446664300
2006-01-03,446568180
2006-01-04,443223100
2006-01-05,447404450
2006-01-06,461621039
2006-01-09,461621039
2006-01-10,459948500
2006-01-11,466638660
2006-01-12,459948500
2006-01-13,456603420
2006-01-17,444059369
2006-01-18,444059369
2006-01-19,436532940
2006-01-20,431515320
2006-01-23,430679050
2006-01-24,425661430
2006-01-25,421480080
2006-01-26,423988890
2006-01-27,429006510
2006-01-30,423152619
2006-01-31,425661430
2006-02-01,427333970
2006-02-02,454094610
2006-02-03,449076990
2006-02-06,454094610
2006-02-07,438205480
2006-02-08,432351590
2006-02-09,432351590
2006-02-10,441550560
2006-02-13,430679050
2006-02-14,439878020
2006-02-15,449076990
2006-02-16,449913260
2006-02-17,480855250
2006-02-21,454930880
2006-02-22,457439690
2006-02-23,457439690
2006-02-24,462457310
2006-02-27,509288430
2006-02-28,491726760
2006-03-01,494235570
2006-03-02,518487400
2006-03-03,502598270
2006-03-06,505943350
2006-03-07,503434539
2006-03-08,504270810
2006-03-09,493399300
2006-03-10,498416920
2006-03-13,498416920
2006-03-14,502598270
2006-03-15,505107080
2006-03-16,509288430
2006-03-17,504270810
2006-03-20,500089460
2006-03-21,498416920
2006-03-22,502598270
2006-03-23,513469780
2006-03-24,502598270
2006-03-27,499253190
2006-03-28,490890490
2006-03-29,503434539
2006-03-30,509288430
2006-03-31,504391719
2006-04-03,299953880
2006-04-04,301629600
2006-04-05,305818900
2006-04-06,318386800
2006-04-07,330954700
2006-04-10,325089680
2006-04-11,310008200
2006-04-12,318386800
2006-04-13,330116840
2006-04-17,320900380
2006-04-18,332630420
2006-04-19,347711900
2006-04-20,349387620
2006-04-21,350225480
2006-04-24,352739060
2006-04-25,351901200
2006-04-26,339333300
2006-04-27,346874040
2006-04-28,349387620
2006-05-01,351063340
2006-05-02,345198320
2006-05-03,349387620
2006-05-04,352739060
2006-05-05,362793380
2006-05-08,364469100
2006-05-09,360279800
2006-05-10,357766219
2006-05-11,339333300
2006-05-12,333468280
2006-05-15,320900380
2006-05-16,322576100
2006-05-17,313359640
2006-05-18,324251820
2006-05-19,335981860
2006-05-22,332630420
2006-05-23,323413960
2006-05-24,331792560
2006-05-25,341009020
2006-05-26,341009020
2006-05-30,341009020
2006-05-31,349387620
2006-06-01,357766219
2006-06-02,358604080
2006-06-05,335144000
2006-06-06,342684740
2006-06-07,351901200
2006-06-08,351901200
2006-06-09,346036180
2006-06-12,338495440
2006-06-13,334306140
2006-06-14,333468280
2006-06-15,345198320
2006-06-16,338495440
2006-06-19,339333300
2006-06-20,345198320
2006-06-21,356090500
2006-06-22,351901200
2006-06-23,345198320
2006-06-26,359441940
2006-06-27,347711900
2006-06-28,347711900
2006-06-29,364469100
2006-06-30,385719200
2006-07-03,379011039
2006-07-05,383203640
2006-07-06,386557720
2006-07-07,376495480
2006-07-10,368110280
2006-07-11,367271760
2006-07-12,362240640
2006-07-13,352178400
2006-07-14,338762080
2006-07-17,337085039
2006-07-18,335408000
2006-07-19,353855440
2006-07-20,344631720
2006-07-21,332053920
2006-07-24,352178400
2006-07-25,357209520
2006-07-26,353016920
2006-07-27,349662840
2006-07-28,355532480
2006-07-31,357209520
2006-08-01,353016920
2006-08-02,363917680
2006-08-03,368110280
2006-08-04,365594720
2006-08-07,346308760
2006-08-08,344631720
2006-08-09,341277640
2006-08-10,353016920
2006-08-11,346308760
2006-08-14,345470240
2006-08-15,357209520
2006-08-16,363917680
2006-08-17,385719200
2006-08-18,410036280
2006-08-21,398297000
2006-08-22,393265880
2006-08-23,385719200
2006-08-24,402489600
2006-08-25,395781440
2006-08-28,408359240
2006-08-29,422614080
2006-08-30,430999280
2006-08-31,428483720
2006-09-01,412551840
2006-09-05,423452600
2006-09-06,409197760
2006-09-07,402489600
2006-09-08,405843680
2006-09-11,399135520
2006-09-12,416744440
2006-09-13,409197760
2006-09-14,408359240
2006-09-15,405005160
2006-09-18,403328119
2006-09-19,410036280
2006-09-20,415905920
2006-09-21,364756200
2006-09-22,353016920
2006-09-25,356371000
2006-09-26,360563600
2006-09-27,363917680
2006-09-28,363917680
2006-09-29,354693960
2006-10-02,351670890
2006-10-03,347474340
2006-10-04,361742609
2006-10-05,370135710
2006-10-06,378528810
2006-10-09,388600530
2006-10-10,389439840
2006-10-11,392797080
2006-10-12,407065349
2006-10-13,407065349
2006-10-16,408743970
2006-10-17,408743970
2006-10-18,410422590
2006-10-19,418815690
2006-10-20,417976380
2006-10-23,409583280
2006-10-24,402868800
2006-10-25,396154320
2006-10-26,402868800
2006-10-27,400350869
2006-10-30,399511560
2006-10-31,399511560
2006-11-01,390279150
2006-11-02,390279150
2006-11-03,394475700
2006-11-06,407065349
2006-11-07,405386730
2006-11-08,418815690
2006-11-09,411261900
2006-11-10,414619140
2006-11-13,416297760
2006-11-14,435601890
2006-11-15,442316369
2006-11-16,438119820
2006-11-17,449870160
2006-11-20,448191540
2006-11-21,463299119
2006-11-22,459102570
2006-11-24,459102570
2006-11-27,448191540
2006-11-28,439798440
2006-11-29,440637750
2006-11-30,439798440
2006-12-01,433083960
2006-12-04,460781190
2006-12-05,483442560
2006-12-06,481763940
2006-12-07,485960490
2006-12-08,496871520
2006-12-11,492674970
2006-12-12,496871520
2006-12-13,497710830
2006-12-14,500228760
2006-12-15,496871520
2006-12-18,508621859
2006-12-19,501907380
2006-12-20,501907380
2006-12-21,501907380
2006-12-22,501907380
2006-12-26,493514280
2006-12-27,501907380
2006-12-28,487639109
2006-12-29,490157040
2007-01-03,505589699
2007-01-04,519867150
2007-01-05,507269400
2007-01-08,534144600
2007-01-09,592934100
2007-01-10,573617550
2007-01-11,597973200
2007-01-12,614770200
2007-01-16,607211550
2007-01-17,603012300
2007-01-18,597133350
2007-01-19,601332600
2007-01-22,614770200
2007-01-23,613930350
2007-01-24,623168700
2007-01-25,613090500
2007-01-26,613930350
2007-01-29,624848400
2007-01-30,616449900
2007-01-31,624008550
2007-02-01,625688250
2007-02-02,636606300
2007-02-05,616449900
2007-02-06,617289750
2007-02-07,610570950
2007-02-08,609731100
2007-02-09,606371700
2007-02-12,595453650
2007-02-13,601332600
2007-02-14,602172450
2007-02-15,582855900
2007-02-16,578656650
2007-02-20,587895000
2007-02-21,585375450
2007-02-22,582016050
2007-02-23,572777700
2007-02-26,605531850
2007-02-27,551781450
2007-02-28,538343850
2007-03-01,533304749
2007-03-02,506429550
2007-03-05,504749850
2007-03-06,529105500
2007-03-07,516507750
2007-03-08,522386700
2007-03-09,536664150
2007-03-12,529945349
2007-03-13,507269400
2007-03-14,522386700
2007-03-15,522386700
2007-03-16,513148350
2007-03-19,544222800
2007-03-20,545902500
2007-03-21,559340100
2007-03-22,550101750
2007-03-23,568578450
2007-03-26,545062650
2007-03-27,545062650
2007-03-28,541703250
2007-03-29,549261900
2007-03-30,553461150
2007-04-02,562028480
2007-04-03,562028480
2007-04-04,549408080
2007-04-05,572124800
2007-04-09,590634720
2007-04-10,637750880
2007-04-11,614192800
2007-04-12,642799040
2007-04-13,652054000
2007-04-16,666357120
2007-04-17,657102160
2007-04-18,658784880
2007-04-19,658784880
2007-04-20,664674400
2007-04-23,673929360
2007-04-24,677294800
2007-04-25,693280640
2007-04-26,682342960
2007-04-27,662991680
2007-04-30,648688560
2007-05-01,647847200
2007-05-02,664674400
2007-05-03,658784880
2007-05-04,641957680
2007-05-07,629337280
2007-05-08,627654560
2007-05-09,623447760
2007-05-10,597365600
2007-05-11,609986000
2007-05-14,605779200
2007-05-15,604937840
2007-05-16,604096480
2007-05-17,589793360
2007-05-18,599889680
2007-05-21,609986000
2007-05-22,610827360
2007-05-23,614192800
2007-05-24,590634720
2007-05-25,598206960
2007-05-29,616716880
2007-05-30,605779200
2007-05-31,596524240
2007-06-01,598206960
2007-06-04,592317440
2007-06-05,605779200
2007-06-06,591476080
2007-06-07,561187120
2007-06-08,565393920
2007-06-11,548566720
2007-06-12,530056800
2007-06-13,538470400
2007-06-14,546042640
2007-06-15,572124800
2007-06-18,572124800
2007-06-19,578855680
2007-06-20,556980320
2007-06-21,536787680
2007-06-22,521643200
2007-06-25,512388240
2007-06-26,504816000
2007-06-27,525850000
2007-06-28,528374080
2007-06-29,504816000
2007-07-02,513699299
2007-07-03,512015040
2007-07-05,506962259
2007-07-06,505278000
2007-07-09,496014570
2007-07-10,489277529
2007-07-11,486751140
2007-07-12,487593270
2007-07-13,486751140
2007-07-16,480856230
2007-07-17,486751140
2007-07-18,486751140
2007-07-19,503593740
2007-07-20,480856230
2007-07-23,472434930
2007-07-24,456434460
2007-07-25,447171029
2007-07-26,485909009
2007-07-27,464855759
2007-07-30,455592330
2007-07-31,448013160
2007-08-01,419380740
2007-08-02,421065000
2007-08-03,405064529
2007-08-06,451381680
2007-08-07,453908070
2007-08-08,498540960
2007-08-09,427802040
2007-08-10,450539549
2007-08-13,426117779
2007-08-14,429486299
2007-08-15,421065000
2007-08-16,448855290
2007-08-17,464013630
2007-08-20,473277060
2007-08-21,495172440
2007-08-22,496014570
2007-08-23,486751140
2007-08-24,494330310
2007-08-27,478329840
2007-08-28,464013630
2007-08-29,490119660
2007-08-30,484224750
2007-08-31,491803920
2007-09-04,480014100
2007-09-05,480014100
2007-09-06,477487710
2007-09-07,489277529
2007-09-10,510330779
2007-09-11,523804860
2007-09-12,520436340
2007-09-13,517067820
2007-09-14,523804860
2007-09-17,512015040
2007-09-18,545700240
2007-09-19,563384970
2007-09-20,543173850
2007-09-21,550753020
2007-09-24,537278940
2007-09-25,536436810
2007-09-26,608859990
2007-09-27,627386850
2007-09-28,602122950
2007-10-01,606042260
2007-10-02,627144010
2007-10-03,623767730
2007-10-04,633052500
2007-10-05,635584710
2007-10-08,661750880
2007-10-09,682852630
2007-10-10,702266240
2007-10-11,698045890
2007-10-12,715771360
2007-10-15,725056130
2007-10-16,727588339
2007-10-17,747846020
2007-10-18,716615430
2007-10-19,697201820
2007-10-22,697201820
2007-10-23,714083220
2007-10-24,706486589
2007-10-25,698889960
2007-10-26,718303570
2007-10-29,725056130
2007-10-30,725056130
2007-10-31,730964620
2007-11-01,685384839
2007-11-02,662594950
2007-11-05,653310180
2007-11-06,670191580
2007-11-07,633052500
2007-11-08,625455870
2007-11-09,675256000
2007-11-12,700578100
2007-11-13,706486589
2007-11-14,722523920
2007-11-15,721679850
2007-11-16,703110310
2007-11-19,683696700
2007-11-20,692137399
2007-11-21,687072980
2007-11-23,692137399
2007-11-26,675256000
2007-11-27,676100070
2007-11-28,715771360
2007-11-29,726744270
2007-11-30,724212060
2007-12-03,758818930
2007-12-04,799334290
2007-12-05,788361380
2007-12-06,819591970
2007-12-07,776544399
2007-12-10,833097089
2007-12-11,849978490
2007-12-12,880365010
2007-12-13,909907460
2007-12-14,886273500
2007-12-17,887117570
2007-12-18,895558270
2007-12-19,899778620
2007-12-20,907375250
2007-12-21,893870130
2007-12-24,887961640
2007-12-26,891337920
2007-12-27,860951399
2007-12-28,865171750
2007-12-31,850250100
2008-01-02,844327960
2008-01-03,846020000
2008-01-04,793566760
2008-01-07,801180940
2008-01-08,963616780
2008-01-09,934852100
2008-01-10,945850360
2008-01-11,915393640
2008-01-14,961078720
2008-01-15,944158320
2008-01-16,972923000
2008-01-17,1013531960
2008-01-18,963616780
2008-01-22,952618520
2008-01-23,984767280
2008-01-24,972923000
2008-01-25,956848620
2008-01-28,976307079
2008-01-29,1015224000
2008-01-30,1027068280
2008-01-31,1013531960
2008-02-01,1045680720
2008-02-04,998303600
2008-02-05,977153100
2008-02-06,972076980
2008-02-07,1005071760
2008-02-08,1013531960
2008-02-11,984767280
2008-02-12,1006763800
2008-02-13,1031298380
2008-02-14,1050756840
2008-02-15,1032144399
2008-02-19,1015224000
2008-02-20,891705079
2008-02-21,888321000
2008-02-22,838405820
2008-02-25,894243140
2008-02-26,893397120
2008-02-27,870554579
2008-02-28,864632440
2008-02-29,838405820
2008-03-03,838405820
2008-03-04,825715520
2008-03-05,868016520
2008-03-06,817255320
2008-03-07,800334920
2008-03-10,721655060
2008-03-11,726731180
2008-03-12,796104820
2008-03-13,785952579
2008-03-14,784260540
2008-03-17,725039140
2008-03-18,797796860
2008-03-19,788490640
2008-03-20,802026960
2008-03-24,841789899
2008-03-25,884936920
2008-03-26,877322739
2008-03-27,865478460
2008-03-28,851942140
2008-03-31,891994210
2008-04-01,931883580
2008-04-02,926791320
2008-04-03,959042300
2008-04-04,956496170
2008-04-07,931034870
2008-04-08,929337449
2008-04-09,920001640
2008-04-10,918304220
2008-04-11,887750660
2008-04-14,915758089
2008-04-15,891145500
2008-04-16,933581000
2008-04-17,869079040
2008-04-18,893691630
2008-04-21,924245190
2008-04-22,914909380
2008-04-23,925093900
2008-04-24,953950040
2008-04-25,952252620
2008-04-28,962437140
2008-04-29,953950040
2008-04-30,920850350
2008-05-01,936127130
2008-05-02,927640030
2008-05-05,941219390
2008-05-06,913211960
2008-05-07,877566140
2008-05-08,900481310
2008-05-09,914909380
2008-05-12,912363250
2008-05-13,910665830
2008-05-14,868230330
2008-05-15,882658400
2008-05-16,868230330
2008-05-19,871625170
2008-05-20,833433220
2008-05-21,831735800
2008-05-22,841920320
2008-05-23,830038380
2008-05-27,847861290
2008-05-28,831735800
2008-05-29,844466449
2008-05-30,824097410
2008-06-02,766385130
2008-06-03,702731880
2008-06-04,719706080
2008-06-05,756200610
2008-06-06,721403500
2008-06-09,699337040
2008-06-10,686606390
2008-06-11,673875740
2008-06-12,719706080
2008-06-13,718008660
2008-06-16,742621250
2008-06-17,743469960
2008-06-18,737528990
2008-06-19,744318670
2008-06-20,720554790
2008-06-23,691698650
2008-06-24,674724450
2008-06-25,671329610
2008-06-26,636532500
2008-06-27,645019600
2008-06-30,703049850
2008-07-01,699354450
2008-07-02,690115950
2008-07-03,675334350
2008-07-07,664248150
2008-07-08,703049850
2008-07-09,748318500
2008-07-10,763100100
2008-07-11,751090050
2008-07-14,765871649
2008-07-15,784348650
2008-07-16,836084250
2008-07-17,829617300
2008-07-18,803749499
2008-07-21,825921900
2008-07-22,834236550
2008-07-23,836084250
2008-07-24,794511000
2008-07-25,838855800
2008-07-28,828693450
2008-07-29,848094300
2008-07-30,807444900
2008-07-31,855485100
2008-08-01,889667550
2008-08-04,922002300
2008-08-05,920154600
2008-08-06,951565500
2008-08-07,885972150
2008-08-08,919230749
2008-08-11,942326999
2008-08-12,949717800
2008-08-13,940479300
2008-08-14,946022400
2008-08-15,928469250
2008-08-18,902601450
2008-08-19,897058350
2008-08-20,904449149
2008-08-21,881352899
2008-08-22,902601450
2008-08-25,887819850
2008-08-26,888743699
2008-08-27,922002300
2008-08-28,948793950
2008-08-29,945098550
2008-09-02,915535350
2008-09-03,931240800
2008-09-04,889667550
2008-09-05,916459200
2008-09-08,917383050
2008-09-09,843475050
2008-09-10,862875900
2008-09-11,873038249
2008-09-12,847170450
2008-09-15,815759550
2008-09-16,873962100
2008-09-17,785272500
2008-09-18,829617300
2008-09-19,837931950
2008-09-22,797282550
2008-09-23,793587150
2008-09-24,735384600
2008-09-25,740927700
2008-09-26,737232300
2008-09-29,699354450
2008-09-30,744207300
2008-10-01,720859620
2008-10-02,644006840
2008-10-03,650816580
2008-10-06,563749190
2008-10-07,515594600
2008-10-08,491274100
2008-10-09,450415660
2008-10-10,429013620
2008-10-13,492246919
2008-10-14,485437180
2008-10-15,426095160
2008-10-16,486410000
2008-10-17,475708979
2008-10-20,555480220
2008-10-21,552561760
2008-10-22,524349979
2008-10-23,485437180
2008-10-24,450415660
2008-10-27,363834680
2008-10-28,374535700
2008-10-29,364807500
2008-10-30,410530040
2008-10-31,403720300
2008-11-03,423176699
2008-11-04,412475680
2008-11-05,371617240
2008-11-06,388155180
2008-11-07,427067979
2008-11-10,401774660
2008-11-11,401774660
2008-11-12,357024940
2008-11-13,403720300
2008-11-14,349242380
2008-11-17,356052120
2008-11-18,333677260
2008-11-19,296710100
2008-11-20,242232180
2008-11-21,274335240
2008-11-24,284063440
2008-11-25,306438300
2008-11-26,323949060
2008-11-28,324921880
2008-12-01,285036260
2008-12-02,292818820
2008-12-03,311302400
2008-12-04,304492660
2008-12-05,348269560
2008-12-08,352160840
2008-12-09,312275220
2008-12-10,321030600
2008-12-11,298655740
2008-12-12,296710100
2008-12-15,293791640
2008-12-16,313248040
2008-12-17,326867520
2008-12-18,356052120
2008-12-19,357997760
2008-12-22,341459820
2008-12-23,337568540
2008-12-24,337568540
2008-12-26,338541360
2008-12-29,315193680
2008-12-30,357024940
2008-12-31,368918600
2009-01-02,374759000
2009-01-05,379626000
2009-01-06,385466400
2009-01-07,374759000
2009-01-08,397147200
2009-01-09,367945200
2009-01-12,368918600
2009-01-13,382546200
2009-01-14,379626000
2009-01-15,377679200
2009-01-16,353344200
2009-01-20,299807200
2009-01-21,324142200
2009-01-22,292020000
2009-01-23,286179600
2009-01-26,297860400
2009-01-27,302727400
2009-01-28,305647600
2009-01-29,287153000
2009-01-30,285206200
2009-02-02,291046600
2009-02-03,322195400
2009-02-04,332902800
2009-02-05,334849600
2009-02-06,354317600
2009-02-09,341663400
2009-02-10,318301800
2009-02-11,329009200
2009-02-12,333876200
2009-02-13,322195400
2009-02-17,306621000
2009-02-18,302727400
2009-02-19,275472200
2009-02-20,249190400
2009-02-23,257951000
2009-02-24,261844600
2009-02-25,259897800
2009-02-26,242376600
2009-02-27,224855400
2009-03-02,221935199
2009-03-03,216094800
2009-03-04,235562800
2009-03-05,209281000
2009-03-06,208307600
2009-03-09,199546999
2009-03-10,219015000
2009-03-11,202467200
2009-03-12,231669200
2009-03-13,235562800
2009-03-16,213174600
2009-03-17,214148000
2009-03-18,228749000
2009-03-19,242376600
2009-03-20,223881999
2009-03-23,246270199
2009-03-24,227775600
2009-03-25,238483000
2009-03-26,242376600
2009-03-27,222908600
2009-03-30,217068200
2009-03-31,228484620
2009-04-01,217743890
2009-04-02,233366770
2009-04-03,233366770
2009-04-06,222626039
2009-04-07,215791030
2009-04-08,226531759
2009-04-09,258753950
2009-04-13,242154640
2009-04-14,226531759
2009-04-15,224578899
2009-04-16,222626039
2009-04-17,218720320
2009-04-20,201144580
2009-04-21,209932450
2009-04-22,205050300
2009-04-23,201144580
2009-04-24,211885310
2009-04-27,211885310
2009-04-28,214814600
2009-04-29,227508190
2009-04-30,230437480
2009-05-01,223602470
2009-05-04,240201780
2009-05-05,238248920
2009-05-06,241178210
2009-05-07,239225350
2009-05-08,248013220
2009-05-11,292929000
2009-05-12,284141130
2009-05-13,271447540
2009-05-14,272423970
2009-05-15,249966080
2009-05-18,272423970
2009-05-19,273400400
2009-05-20,270471110
2009-05-21,253871800
2009-05-22,261683240
2009-05-26,287070420
2009-05-27,289023280
2009-05-28,286093990
2009-05-29,321245470
2009-06-01,349561940
2009-06-02,357373380
2009-06-03,341750500
2009-06-04,339797640
2009-06-05,374949120
2009-06-08,333939060
2009-06-09,335891920
2009-06-10,326127620
2009-06-11,324174760
2009-06-12,325151190
2009-06-15,308551880
2009-06-16,308551880
2009-06-17,314410460
2009-06-18,302693300
2009-06-19,316363320
2009-06-22,309528310
2009-06-23,313434030
2009-06-24,331986200
2009-06-25,342726930
2009-06-26,342726930
2009-06-29,332962630
2009-06-30,322518700
2009-07-01,332321700
2009-07-02,330361100
2009-07-06,329380800
2009-07-07,328400500
2009-07-08,325459600
2009-07-09,336242900
2009-07-10,350947400
2009-07-13,358789800
2009-07-14,346045900
2009-07-15,362711000
2009-07-16,376435200
2009-07-17,376435200
2009-07-20,391139700
2009-07-21,447016799
2009-07-22,434272900
2009-07-23,521519600
2009-07-24,554849800
2009-07-27,572495200
2009-07-28,576416400
2009-07-29,591120900
2009-07-30,521519600
2009-07-31,509756000
2009-08-03,511716600
2009-08-04,519559000
2009-08-05,543086200
2009-08-06,530342300
2009-08-07,547987700
2009-08-10,569554300
2009-08-11,573475500
2009-08-12,565633100
2009-08-13,566613400
2009-08-14,567593700
2009-08-17,601904200
2009-08-18,597002700
2009-08-19,625431400
2009-08-20,637195000
2009-08-21,634254100
2009-08-24,611707200
2009-08-25,612687500
2009-08-26,622490500
2009-08-27,629352600
2009-08-28,662682800
2009-08-31,646017700
2009-09-01,632293500
2009-09-02,641116200
2009-09-03,652879800
2009-09-04,679347900
2009-09-08,672485800
2009-09-09,685229700
2009-09-10,703855400
2009-09-11,698953900
2009-09-14,723461400
2009-09-15,713658400
2009-09-16,726402300
2009-09-17,715619000
2009-09-18,714638700
2009-09-21,781299100
2009-09-22,796983900
2009-09-23,712678100
2009-09-24,674446400
2009-09-25,646998000
2009-09-28,666604000
2009-09-29,662682800
2009-09-30,801623250
2009-10-01,765995550
2009-10-02,788559760
2009-10-05,793310120
2009-10-06,801623250
2009-10-07,806373610
2009-10-08,774308680
2009-10-09,800435660
2009-10-12,799248070
2009-10-13,771933500
2009-10-14,755307240
2009-10-15,768370730
2009-10-16,745806520
2009-10-19,735118210
2009-10-20,695927740
2009-10-21,687614610
2009-10-22,704240870
2009-10-23,668613170
2009-10-26,647236550
2009-10-27,686427020
2009-10-28,667425580
2009-10-29,711366410
2009-10-30,699490510
2009-11-02,745806520
2009-11-03,795685300
2009-11-04,755307240
2009-11-05,813499150
2009-11-06,861002750
2009-11-09,872878650
2009-11-10,903755990
2009-11-11,935820920
2009-11-12,916819480
2009-11-13,912069120
2009-11-16,958385130
2009-11-17,971448620
2009-11-18,961947900
2009-11-19,916819480
2009-11-20,896630450
2009-11-23,895442860
2009-11-24,916819480
2009-11-25,1004701140
2009-11-27,996388010
2009-11-30,989262470
2009-12-01,997575600
2009-12-02,990450060
2009-12-03,958385130
2009-12-04,984512109
2009-12-07,941758870
2009-12-08,975011390
2009-12-09,971448620
2009-12-10,948884410
