,JWN
2004-08-24,5149546800
2004-08-25,5149546800
2004-08-26,5242407480
2004-08-27,5281802920
2004-08-30,5205826000
2004-08-31,5225523720
2004-09-01,5264919160
2004-09-02,5428128840
2004-09-03,5481594080
2004-09-07,5608222280
2004-09-08,5501291800
2004-09-09,5439384679
2004-09-10,5582896640
2004-09-13,5627920000
2004-09-14,5667315440
2004-09-15,5591338520
2004-09-16,5596966440
2004-09-17,5563198920
2004-09-20,5551943080
2004-09-21,5658873560
2004-09-22,5551943080
2004-09-23,5535059320
2004-09-24,5568826840
2004-09-27,5447826560
2004-09-28,5442198640
2004-09-29,5405617160
2004-09-30,5380291520
2004-10-01,5377477560
2004-10-04,5543501200
2004-10-05,5416873000
2004-10-06,5492849920
2004-10-07,5695455040
2004-10-08,5585710600
2004-10-11,5678571280
2004-10-12,5619478120
2004-10-13,5605408320
2004-10-14,5546315160
2004-10-15,5560384960
2004-10-18,5653245640
2004-10-19,5678571280
2004-10-20,5653245640
2004-10-21,5785501760
2004-10-22,5768618000
2004-10-25,5729222560
2004-10-26,5898060160
2004-10-27,5990920840
2004-10-28,6128804880
2004-10-29,6075339640
2004-11-01,5882646000
2004-11-02,5965113000
2004-11-03,6011844300
2004-11-04,6179527200
2004-11-05,6185025000
2004-11-08,6196020600
2004-11-09,6135544800
2004-11-10,6231756300
2004-11-11,6193271700
2004-11-12,6283985400
2004-11-15,6322470000
2004-11-16,6157536000
2004-11-17,6264743100
2004-11-18,6176778300
2004-11-19,6094311300
2004-11-22,6185025000
2004-11-23,6234505200
2004-11-24,6204267300
2004-11-26,6204267300
2004-11-29,6135544800
2004-11-30,6014593200
2004-12-01,6130047000
2004-12-02,5945870700
2004-12-03,5976108600
2004-12-06,6028337700
2004-12-07,6042082200
2004-12-08,6201518400
2004-12-09,6212514000
2004-12-10,6185025000
2004-12-13,6248249700
2004-12-14,6352707900
2004-12-15,6371950200
2004-12-16,6358205700
2004-12-17,6253747500
2004-12-20,6234505200
2004-12-21,6404937000
2004-12-22,6399439200
2004-12-23,6377448000
2004-12-27,6371950200
2004-12-28,6451668300
2004-12-29,6462663900
2004-12-30,6454417200
2004-12-31,6424179300
2005-01-03,6377448000
2005-01-04,6270240900
2005-01-05,6468161700
2005-01-06,6553377600
2005-01-07,6578117700
2005-01-10,6627597900
2005-01-11,6635844600
2005-01-12,6608355600
2005-01-13,6597360000
2005-01-14,6701818200
2005-01-18,6685324800
2005-01-19,6613853400
2005-01-20,6613853400
2005-01-21,6509395200
2005-01-24,6410434800
2005-01-25,6578117700
2005-01-26,6556126500
2005-01-27,6545130900
2005-01-28,6542382000
2005-01-31,6589179100
2005-02-01,6673830800
2005-02-02,6788520200
2005-02-03,6914132400
2005-02-04,6856787700
2005-02-07,6922324500
2005-02-08,6845864900
2005-02-09,6753021100
2005-02-10,6774866700
2005-02-11,6884094700
2005-02-14,6930516600
2005-02-15,7039744600
2005-02-16,7135319100
2005-02-17,7323737400
2005-02-18,7187202400
2005-02-22,7110742800
2005-02-23,7102550700
2005-02-24,7157164700
2005-02-25,7233624300
2005-02-28,7340121600
2005-03-01,7416581200
2005-03-02,7361967200
2005-03-03,7342852300
2005-03-04,7361967200
2005-03-07,7493040800
2005-03-08,7419311900
2005-03-09,7359236500
2005-03-10,7367428600
2005-03-11,7331929500
2005-03-14,7329198800
2005-03-15,7468464500
2005-03-16,7495771500
2005-03-17,7411119800
2005-03-18,7222701500
2005-03-21,7143511200
2005-03-22,7138049800
2005-03-23,7127127000
2005-03-24,7099820000
2005-03-28,7195394500
2005-03-29,7154434000
2005-03-30,7359236500
2005-03-31,7561308300
2005-04-01,7402927700
2005-04-04,7432965400
2005-04-05,7536732000
2005-04-06,7503963600
2005-04-07,7667805600
2005-04-08,7476656600
2005-04-11,7490310100
2005-04-12,7564039000
2005-04-13,7490310100
2005-04-14,7337390900
2005-04-15,7168087500
2005-04-18,7280046200
2005-04-19,7411119800
2005-04-20,7274584800
2005-04-21,7381082100
2005-04-22,7236355000
2005-04-25,7312814600
2005-04-26,7411119800
2005-04-27,7408389100
2005-04-28,7173548900
2005-04-29,6941439400
2005-05-02,6965696920
2005-05-03,6960229340
2005-05-04,7066847150
2005-05-05,7367564050
2005-05-06,7531591450
2005-05-09,7630007890
2005-05-10,7517922500
2005-05-11,7564396930
2005-05-12,7452311540
2005-05-13,7444110170
2005-05-16,7605403780
2005-05-17,7835042140
2005-05-18,8026407440
2005-05-19,8190434840
2005-05-20,8187701050
2005-05-23,8176765890
2005-05-24,8165830730
2005-05-25,8146694200
2005-05-26,8225974110
2005-05-27,8236909270
2005-05-31,8343527080
2005-06-01,8387267720
2005-06-02,8750861790
2005-06-03,8625107450
2005-06-06,8748128000
2005-06-07,8873882340
2005-06-08,8821940330
2005-06-09,8985967730
2005-06-10,9046111110
2005-06-13,9016039420
2005-06-14,9278483260
2005-06-15,9365964540
2005-06-16,9344094220
2005-06-17,9439776870
2005-06-20,9401503810
2005-06-21,9540927100
2005-06-22,9486251300
2005-06-23,9204670930
2005-06-24,8953162250
2005-06-27,8977766360
2005-06-28,9240210200
2005-06-29,9344094220
2005-06-30,9292152210
2005-07-01,9311288740
2005-07-05,9565531210
2005-07-06,9527258150
2005-07-07,9721357240
2005-07-08,9718623450
2005-07-11,9694019340
2005-07-12,9806104730
2005-07-13,9817039890
2005-07-14,9776033040
2005-07-15,9841644000
2005-07-18,9893586010
2005-07-19,10120490580
2005-07-20,10093152680
2005-07-21,9953729390
2005-07-22,10153296060
2005-07-25,9888118430
2005-07-26,9803370940
2005-07-27,10054879620
2005-07-28,10221640810
2005-07-29,10117756790
2005-08-01,10002991170
2005-08-02,10038299040
2005-08-03,9899783550
2005-08-04,9084986550
2005-08-05,8688452010
2005-08-08,8658576120
2005-08-09,8816103540
2005-08-10,8783511660
2005-08-11,8669440080
2005-08-12,8799807600
2005-08-15,8854127400
2005-08-16,8452160880
2005-08-17,9315845700
2005-08-18,9245229960
2005-08-19,9112146450
2005-08-22,9011654820
2005-08-23,9022518780
2005-08-24,9052394670
2005-08-25,9169182240
2005-08-26,8927459130
2005-08-29,9008938830
2005-08-30,8984494920
2005-08-31,9120294420
2005-09-01,8916595170
2005-09-02,8989926900
2005-09-06,9505965000
2005-09-07,9910647510
2005-09-08,10081754880
2005-09-09,10016571120
2005-09-12,10005707160
2005-09-13,9986695230
2005-09-14,9926943450
2005-09-15,9975831270
2005-09-16,9744972120
2005-09-19,9467941140
2005-09-20,9150170310
2005-09-21,8962767000
2005-09-22,9201774120
2005-09-23,9329425650
2005-09-26,9204490110
2005-09-27,9275105850
2005-09-28,9079554570
2005-09-29,9180046200
2005-09-30,9321277680
2005-10-03,9481521090
2005-10-04,9055110660
2005-10-05,9011654820
2005-10-06,8886719280
2005-10-07,9027950760
2005-10-10,8756351760
2005-10-11,8620552260
2005-10-12,8449444890
2005-10-13,8558084490
2005-10-14,8938323090
2005-10-17,8908447200
2005-10-18,8685736020
2005-10-19,9112146450
2005-10-20,9112146450
2005-10-21,9142022340
2005-10-24,9310413720
2005-10-25,9166466250
2005-10-26,9033382740
2005-10-27,8628700230
2005-10-28,8900299230
2005-10-31,9347980950
2005-11-01,9523339900
2005-11-02,9644742250
2005-11-03,9874057800
2005-11-04,10030531940
2005-11-07,10057510240
2005-11-08,9801216390
2005-11-09,9825496860
2005-11-10,10170819100
2005-11-11,10151934290
2005-11-14,10402832480
2005-11-15,9946899210
2005-11-16,10205890890
2005-11-17,10378552010
2005-11-18,10119560330
2005-11-21,10092582030
2005-11-22,10259847490
2005-11-23,10240962680
2005-11-25,10319199750
2005-11-28,10143840800
2005-11-29,10057510240
2005-11-30,9949597040
2005-12-01,9838986010
2005-12-02,9882151290
2005-12-05,9706792340
2005-12-06,9774238090
2005-12-07,9874057800
2005-12-08,10054812410
2005-12-09,10127653820
2005-12-12,10035927600
2005-12-13,10014344960
2005-12-14,9960388360
2005-12-15,9971179680
2005-12-16,9814705540
2005-12-19,9990064490
2005-12-20,10165423440
2005-12-21,10176214760
2005-12-22,10087186370
2005-12-23,10119560330
2005-12-27,9930712230
2005-12-28,10151934290
2005-12-29,10108769010
2005-12-30,10089884200
2006-01-03,10176214760
2006-01-04,10162725610
2006-01-05,10702291610
2006-01-06,10656428500
2006-01-09,10818298300
2006-01-10,10926211500
2006-01-11,11125850920
2006-01-12,10842578770
2006-01-13,10785924340
2006-01-17,10656428500
2006-01-18,10707687270
2006-01-19,10845276600
2006-01-20,10629450200
2006-01-23,10831787450
2006-01-24,10818298300
2006-01-25,11101570450
2006-01-26,11241857610
2006-01-27,11406425240
2006-01-30,11368325000
2006-01-31,11159682800
2006-02-01,11234580000
2006-02-02,11269353700
2006-02-03,11288078000
2006-02-06,11060711500
2006-02-07,11001863700
2006-02-08,11108859700
2006-02-09,10980464500
2006-02-10,10940341000
2006-02-13,10836019900
2006-02-14,10739723500
2006-02-15,10819970500
2006-02-16,10846719500
2006-02-17,10720999200
2006-02-21,10678200800
2006-02-22,10771822300
2006-02-23,10731698800
2006-02-24,10244867000
2006-02-27,10137871000
2006-02-28,10164620000
2006-03-01,10544455800
2006-03-02,10520381700
2006-03-03,10608653400
2006-03-06,10651451800
2006-03-07,10528406400
2006-03-08,10822645400
2006-03-09,10734373700
2006-03-10,11025937800
2006-03-13,10951040600
2006-03-14,10967090000
2006-03-15,10996513900
2006-03-16,10969764900
2006-03-17,11025937800
2006-03-20,11020588000
2006-03-21,10870793600
2006-03-22,10854744200
2006-03-23,10897542600
2006-03-24,10803921100
2006-03-27,10766472500
2006-03-28,10512357000
2006-03-29,10635402400
2006-03-30,10608653400
2006-03-31,10480258200
2006-04-03,10223467800
2006-04-04,10365237500
2006-04-05,10389311600
2006-04-06,10889517900
2006-04-07,10680875700
2006-04-10,10504332300
2006-04-11,10381286900
2006-04-12,10434784900
2006-04-13,10648776900
2006-04-17,10351863000
2006-04-18,10493632700
2006-04-19,10472233500
2006-04-20,10480258200
2006-04-21,10335813600
2006-04-24,10228817600
2006-04-25,10113796900
2006-04-26,10137871000
2006-04-27,10282315600
2006-04-28,10252891700
2006-05-01,10065596880
2006-05-02,9921765280
2006-05-03,10099593440
2006-05-04,9919150160
2006-05-05,10110053920
2006-05-08,10280036720
2006-05-09,10277421600
2006-05-10,10264346000
2006-05-11,10005449120
2006-05-12,9584414800
2006-05-15,9615796240
2006-05-16,9393511040
2006-05-17,9236603840
2006-05-18,9283676000
2006-05-19,9226143360
2006-05-22,9045700080
2006-05-23,9066621040
2006-05-24,8977706960
2006-05-25,9403971520
2006-05-26,9437968080
2006-05-30,9265370160
2006-05-31,9631486960
2006-06-01,9715170800
2006-06-02,9686404480
2006-06-05,9435352960
2006-06-06,9492885600
2006-06-07,9665483520
2006-06-08,9388280800
2006-06-09,9503346080
2006-06-12,9074466400
2006-06-13,8941095280
2006-06-14,9103232720
2006-06-15,9568724080
2006-06-16,9375205200
2006-06-19,9257524800
2006-06-20,9461504160
2006-06-21,9652407920
2006-06-22,9660253280
2006-06-23,9613181120
2006-06-26,9487655360
2006-06-27,9372590080
2006-06-28,9275830640
2006-06-29,9443198320
2006-06-30,9545188000
2006-07-03,9537342640
2006-07-05,9351669120
2006-07-06,9704710320
2006-07-07,9662868400
2006-07-10,9686404480
2006-07-11,9770088320
2006-07-12,9406586640
2006-07-13,8941095280
2006-07-14,8744961280
2006-07-17,8776342720
2006-07-18,8462528320
2006-07-19,8839105600
2006-07-20,8543597040
2006-07-21,8486064400
2006-07-24,8700504240
2006-07-25,8812954400
2006-07-26,8690043760
2006-07-27,8640356480
2006-07-28,8849566080
2006-07-31,8806765100
2006-08-01,8729738000
2006-08-02,8565413520
2006-08-03,9145684340
2006-08-04,8955684160
2006-08-07,8847846220
2006-08-08,8745143420
2006-08-09,8629602770
2006-08-10,8698927160
2006-08-11,8809332670
2006-08-14,8937711170
2006-08-15,9274062840
2006-08-16,9374198070
2006-08-17,9371630500
2006-08-18,9417846760
2006-08-21,9238116860
2006-08-22,9351089940
2006-08-23,9171360040
2006-08-24,8778521830
2006-08-25,8742575850
2006-08-28,8896630050
2006-08-29,8960819300
2006-08-30,9058386960
2006-08-31,9589873950
2006-09-01,9741360580
2006-09-05,9666901050
2006-09-06,9731090300
2006-09-07,9877441790
2006-09-08,10144469070
2006-09-11,10206090750
2006-09-12,10496226160
2006-09-13,10894199510
2006-09-14,10791496710
2006-09-15,10681091200
2006-09-18,10758118300
2006-09-19,10891631940
2006-09-20,11166361930
2006-09-21,10925010350
2006-09-22,10932713060
2006-09-25,11207443050
2006-09-26,11091902400
2006-09-27,11189470060
2006-09-28,11233118750
2006-09-29,10860821100
2006-10-02,10994334740
2006-10-03,11305010710
2006-10-04,11602848830
2006-10-05,11667038080
2006-10-06,11474470330
2006-10-09,11695281350
2006-10-10,11744065180
2006-10-11,11731227330
2006-10-12,12144606100
2006-10-13,12085551990
2006-10-16,12162579090
2006-10-17,12059876290
2006-10-18,12231903480
2006-10-19,12147173670
2006-10-20,12118930400
2006-10-23,12398795530
2006-10-24,12547714590
2006-10-25,12224200770
2006-10-26,12419336090
2006-10-27,12023930310
2006-10-30,12485904000
2006-10-31,12227664000
2006-11-01,11956512000
2006-11-02,12075302400
2006-11-03,11894534400
2006-11-06,12057225600
2006-11-07,12176016000
2006-11-08,12108873600
2006-11-09,11760249600
2006-11-10,12072720000
2006-11-13,11982336000
2006-11-14,12346454400
2006-11-15,12436838400
2006-11-16,12374860800
2006-11-17,12416179200
2006-11-20,12263817600
2006-11-21,12813868800
2006-11-22,13046284800
2006-11-24,12912000000
2006-11-27,12793209600
2006-11-28,12731232000
2006-11-29,13017878400
2006-11-30,12658924800
2006-12-01,12346454400
2006-12-04,12485904000
2006-12-05,12733814400
2006-12-06,12811286400
2006-12-07,12682166400
2006-12-08,12553046400
2006-12-11,12808704000
2006-12-12,12684748800
2006-12-13,12870681600
2006-12-14,13072108800
2006-12-15,12989472000
2006-12-18,12839692800
2006-12-19,12821616000
2006-12-20,12666672000
2006-12-21,12454915200
2006-12-22,12615024000
2006-12-26,12462662400
2006-12-27,12532387200
2006-12-28,12529804800
2006-12-29,12741561600
2007-01-03,13270953600
2007-01-04,13495622400
2007-01-05,13242547200
2007-01-08,13312272000
2007-01-09,13456886400
2007-01-10,13521446400
2007-01-11,13823587200
2007-01-12,14154134400
2007-01-16,14192870400
2007-01-17,14099904000
2007-01-18,14340067200
2007-01-19,14210947200
2007-01-22,14001772800
2007-01-23,13929465600
2007-01-24,14192870400
2007-01-25,13826169600
2007-01-26,13854576000
2007-01-29,14058585600
2007-01-30,14081827200
2007-01-31,14386550400
2007-02-01,14704185600
2007-02-02,14637043200
2007-02-05,14571350000
2007-02-06,14622930000
2007-02-07,14659036000
2007-02-08,14695142000
2007-02-09,14669352000
2007-02-12,14633246000
2007-02-13,14870514000
2007-02-14,15118098000
2007-02-15,15143888000
2007-02-16,15076834000
2007-02-20,15247048000
2007-02-21,15259943000
2007-02-22,15386314000
2007-02-23,15014938000
2007-02-26,14597140000
2007-02-27,13488170000
2007-02-28,13663542000
2007-03-01,13831177000
2007-03-02,13516539000
2007-03-05,13021371000
2007-03-06,13168374000
2007-03-07,13003318000
2007-03-08,13586172000
2007-03-09,13299903000
2007-03-12,13635173000
2007-03-13,13467538000
2007-03-14,13158058000
2007-03-15,13194164000
2007-03-16,13142584000
2007-03-19,13243165000
2007-03-20,13403063000
2007-03-21,13611962000
2007-03-22,13673858000
2007-03-23,13784755000
2007-03-26,13648068000
2007-03-27,13475275000
2007-03-28,13271534000
2007-03-29,13452064000
2007-03-30,13653226000
2007-04-02,13859546000
2007-04-03,13970443000
2007-04-04,13947232000
2007-04-05,13960127000
2007-04-09,14078761000
2007-04-10,14161289000
2007-04-11,14145815000
2007-04-12,14341819000
2007-04-13,14163868000
2007-04-16,14308292000
2007-04-17,14398557000
2007-04-18,14339240000
2007-04-19,14393399000
2007-04-20,14628088000
2007-04-23,14617772000
2007-04-24,14488822000
2007-04-25,14411452000
2007-04-26,14481085000
2007-04-27,14496559000
2007-04-30,14163868000
2007-05-01,14230922000
2007-05-02,14439821000
2007-05-03,14316029000
2007-05-04,14339240000
2007-05-07,13910420000
2007-05-08,13805000000
2007-05-09,13995760000
2007-05-10,13601690000
2007-05-11,13548980000
2007-05-14,13601690000
2007-05-15,13420970000
2007-05-16,13174990000
2007-05-17,13345670000
2007-05-18,13390850000
2007-05-21,13227700000
2007-05-22,13064550000
2007-05-23,12986740000
2007-05-24,12944070000
2007-05-25,12999290000
2007-05-29,12821080000
2007-05-30,12868770000
2007-05-31,13034430000
2007-06-01,13410930000
2007-06-04,13438540000
2007-06-05,13300490000
2007-06-06,13310530000
2007-06-07,12918970000
2007-06-08,13282920000
2007-06-11,13182520000
2007-06-12,12903910000
2007-06-13,13119770000
2007-06-14,13292960000
2007-06-15,13292960000
2007-06-18,13082120000
2007-06-19,12936540000
2007-06-20,12763350000
2007-06-21,12858730000
2007-06-22,12803510000
2007-06-25,12710640000
2007-06-26,12600200000
2007-06-27,12592670000
2007-06-28,12640360000
2007-06-29,12831120000
2007-07-02,12675500000
2007-07-03,12484740000
2007-07-05,12449600000
2007-07-06,12444580000
2007-07-09,12321590000
2007-07-10,11935050000
2007-07-11,12103220000
2007-07-12,12283940000
2007-07-13,12401910000
2007-07-16,12138360000
2007-07-17,12015370000
2007-07-18,11950110000
2007-07-19,12203620000
2007-07-20,11909950000
2007-07-23,11774410000
2007-07-24,11330140000
2007-07-25,11194600000
2007-07-26,10905950000
2007-07-27,11021410000
2007-07-30,11812060000
2007-07-31,11942580000
2007-08-01,11955130000
2007-08-02,12090670000
2007-08-03,11563570000
2007-08-06,11530212540
2007-08-07,11759657490
2007-08-08,12344138310
2007-08-09,12216132180
2007-08-10,11752411860
2007-08-13,11740335810
2007-08-14,11329750110
2007-08-15,11146194150
2007-08-16,11146194150
2007-08-17,11353902210
2007-08-20,11003696760
2007-08-21,10994035920
2007-08-22,11382884730
2007-08-23,11380469520
2007-08-24,11793470430
2007-08-27,11600253630
2007-08-28,11327334900
2007-08-29,11631651360
2007-08-30,11481908340
2007-08-31,11617160100
2007-09-04,11346656580
2007-09-05,11397375990
2007-09-06,11605084050
2007-09-07,11346656580
2007-09-10,11233141710
2007-09-11,11433604140
2007-09-12,11336995740
2007-09-13,11706522870
2007-09-14,11935967820
2007-09-17,11788640010
2007-09-18,12399688140
2007-09-19,12534939900
2007-09-20,12257190750
2007-09-21,12254775540
2007-09-24,12247529910
2007-09-25,11699277240
2007-09-26,11641312200
2007-09-27,11416697670
2007-09-28,11324919690
2007-10-01,11419112880
2007-10-02,11781394380
2007-10-03,11948043870
2007-10-04,11798300850
2007-10-05,12078465210
2007-10-08,11894909250
2007-10-09,11824868160
2007-10-10,11740335810
2007-10-11,10861199370
2007-10-12,10578619800
2007-10-15,10177694940
2007-10-16,9933758730
2007-10-17,9851641590
2007-10-18,9656009580
2007-10-19,9320295390
2007-10-22,9453131940
2007-10-23,9305804130
2007-10-24,9192289260
2007-10-25,9245423880
2007-10-26,9383090850
2007-10-29,9436225470
2007-10-30,9581138070
2007-10-31,9525588240
2007-11-01,9117417750
2007-11-02,8815516500
2007-11-05,7878990600
2007-11-06,7638847200
2007-11-07,7700598360
2007-11-08,7492474080
2007-11-09,7405565040
2007-11-12,7551938160
2007-11-13,7890426000
2007-11-14,7892713080
2007-11-15,7661718000
2007-11-16,7435297080
2007-11-19,6980168160
2007-11-20,7824100680
2007-11-21,7993344600
2007-11-23,8169449760
2007-11-26,7979622120
2007-11-27,7853832720
2007-11-28,8045947440
2007-11-29,7712033760
2007-11-30,7670866320
2007-12-03,7789794480
2007-12-04,8336406600
2007-12-05,8386722360
2007-12-06,8796109680
2007-12-07,8809832160
2007-12-10,8814406320
2007-12-11,8505650519
2007-12-12,8569688760
2007-12-13,8308961640
2007-12-14,7917870959
2007-12-17,8032224959
2007-12-18,8061957000
2007-12-19,8071105320
2007-12-20,8018502480
2007-12-21,8297526240
2007-12-24,8610856200
2007-12-26,8356990320
2007-12-27,8244923399
2007-12-28,8446186440
2007-12-31,8400444839
2008-01-02,8100837360
2008-01-03,7689162959
2008-01-04,7204302000
2008-01-07,7563373560
2008-01-08,7222598640
2008-01-09,7389555480
2008-01-10,7570234800
2008-01-11,7197440760
2008-01-14,7263766080
2008-01-15,6900120360
2008-01-16,6870388320
2008-01-17,6641680320
2008-01-18,6831507960
2008-01-22,7451306640
2008-01-23,8290665000
2008-01-24,8093976120
2008-01-25,8004780000
2008-01-28,8453047680
2008-01-29,8729784360
2008-01-30,8427889800
2008-01-31,8885305800
2008-02-01,9088855920
2008-02-04,8634700000
2008-02-05,8099129999
2008-02-06,7941738000
2008-02-07,8234662000
2008-02-08,8110060000
2008-02-11,8302427999
2008-02-12,8282754000
2008-02-13,8304614000
2008-02-14,7908948000
2008-02-15,7928622000
2008-02-19,7616024000
2008-02-20,7860856000
2008-02-21,7703464000
2008-02-22,7869600000
2008-02-25,8083827999
2008-02-26,8407356000
2008-02-27,8431402000
2008-02-28,8311172000
2008-02-29,8094758000
2008-03-03,8138477999
2008-03-04,8313358000
2008-03-05,8162524000
2008-03-06,7651000000
2008-03-07,7159150000
2008-03-10,7172266000
2008-03-11,7445516000
2008-03-12,7360262000
2008-03-13,7320914000
2008-03-14,7218172000
2008-03-17,7084825999
2008-03-18,7344960000
2008-03-19,7325286000
2008-03-20,7699092000
2008-03-24,8206244000
2008-03-25,8088200000
2008-03-26,7526398000
2008-03-27,7561374000
2008-03-28,7130731999
2008-03-31,7126360000
2008-04-01,7476120000
2008-04-02,7578862000
2008-04-03,7500166000
2008-04-04,7423656000
2008-04-07,7388679999
2008-04-08,7434586000
2008-04-09,7277194000
2008-04-10,7517654000
2008-04-11,7397424000
2008-04-14,7430214000
2008-04-15,7524212000
2008-04-16,7449888000
2008-04-17,7524212000
2008-04-18,7911133999
2008-04-21,7902390000
2008-04-22,7576675999
2008-04-23,7493608000
2008-04-24,7775602000
2008-04-25,8002946000
2008-04-28,8088200000
2008-04-29,8319916000
2008-04-30,7707836000
2008-05-01,7769044000
2008-05-02,7970156000
2008-05-05,7631625000
2008-05-06,7809155000
2008-05-07,7683585000
2008-05-08,7506055000
2008-05-09,7445435000
2008-05-12,7729050000
2008-05-13,7683585000
2008-05-14,7824310000
2008-05-15,8073285000
2008-05-16,8322259999
2008-05-19,8131740000
2008-05-20,7993180000
2008-05-21,7644615000
2008-05-22,7499560000
2008-05-23,7181305000
2008-05-27,7235430000
2008-05-28,7419455000
2008-05-29,7731215000
2008-05-30,7573169999
2008-06-02,7514715000
2008-06-03,7525540000
2008-06-04,7640285000
2008-06-05,7733380000
2008-06-06,7358835000
2008-06-09,7265740000
2008-06-10,7319865000
2008-06-11,7122850000
2008-06-12,7198625000
2008-06-13,7519044999
2008-06-16,7538530000
2008-06-17,7573169999
2008-06-18,7350175000
2008-06-19,7564509999
2008-06-20,7313370000
2008-06-23,7174810000
2008-06-24,7109860000
2008-06-25,7181305000
2008-06-26,6850060000
2008-06-27,6726655000
2008-06-30,6559950000
2008-07-01,6650880000
2008-07-02,6592425000
2008-07-03,6650880000
2008-07-07,6785110000
2008-07-08,7044910000
2008-07-09,6763460000
2008-07-10,6174580000
2008-07-11,5927770000
2008-07-14,5921275000
2008-07-15,5784880000
2008-07-16,6187570000
2008-07-17,6471185000
2008-07-18,6501495000
2008-07-21,6224375000
2008-07-22,6330460000
2008-07-23,6627065000
2008-07-24,6308810000
2008-07-25,6265510000
2008-07-28,6092310000
2008-07-29,6287160000
2008-07-30,6319635000
2008-07-31,6222210000
2008-08-01,6261180000
2008-08-04,6077764000
2008-08-05,6312768000
2008-08-06,6243776000
2008-08-07,6032488000
2008-08-08,6379604000
2008-08-11,6869016000
2008-08-12,6670664000
2008-08-13,6401164000
2008-08-14,6515432000
2008-08-15,6800024000
2008-08-18,6672820000
2008-08-19,6370980000
2008-08-20,6239464000
2008-08-21,6265336000
2008-08-22,6448596000
2008-08-25,6271804000
2008-08-26,6340796000
2008-08-27,6366668000
2008-08-28,6612452000
2008-08-29,6705160000
2008-09-02,6812960000
2008-09-03,7185948000
2008-09-04,6897044000
2008-09-05,7019936000
2008-09-08,7446824000
2008-09-09,7384300000
2008-09-10,7539532000
2008-09-11,7660268000
2008-09-12,7345492000
2008-09-15,6974660000
2008-09-16,7153608000
2008-09-17,6726720000
2008-09-18,7231224000
2008-09-19,7315308000
2008-09-22,6998376000
2008-09-23,6819428000
2008-09-24,6427036000
2008-09-25,6362356000
2008-09-26,6293364000
2008-09-29,5978588000
2008-09-30,6213592000
2008-10-01,5900972000
2008-10-02,5474084000
2008-10-03,5092472000
2008-10-06,5204584000
2008-10-07,4719484000
2008-10-08,4650492000
2008-10-09,4089931999
2008-10-10,3962728000
2008-10-13,4105024000
2008-10-14,4070528000
2008-10-15,3566024000
2008-10-16,3587584000
2008-10-17,3591896000
2008-10-20,3805339999
2008-10-21,3885112000
2008-10-22,3837680000
2008-10-23,3639328000
2008-10-24,3300836000
2008-10-27,3152072000
2008-10-28,3290056000
2008-10-29,3339644000
2008-10-30,3447444000
2008-10-31,3889424000
2008-11-03,3533166000
2008-11-04,3649644000
2008-11-05,3453357000
2008-11-06,3285111000
2008-11-07,3343350000
2008-11-10,3028428000
2008-11-11,2868810000
2008-11-12,2722134000
2008-11-13,2795472000
2008-11-14,2532318000
2008-11-17,2333874000
2008-11-18,2238966000
2008-11-19,1936986000
2008-11-20,1811880000
2008-11-21,1684617000
2008-11-24,2105232000
2008-11-25,2152686000
2008-11-26,2512905000
2008-11-28,2452509000
2008-12-01,2342502000
2008-12-02,2379171000
2008-12-03,2351130000
2008-12-04,2590557000
2008-12-05,2760960000
2008-12-08,2866653000
2008-12-09,2696250000
2008-12-10,2801943000
2008-12-11,2722134000
2008-12-12,2730762000
2008-12-15,2616441000
2008-12-16,2832141000
2008-12-17,3015486000
2008-12-18,2894694000
2008-12-19,2750175000
2008-12-22,2581929000
2008-12-23,2495649000
2008-12-24,2601342000
2008-12-26,2568987000
2008-12-29,2480550000
2008-12-30,2650953000
2008-12-31,2870967000
2009-01-02,3138435000
2009-01-05,3278640000
2009-01-06,3431787000
2009-01-07,3209616000
2009-01-08,3134121000
2009-01-09,3011172000
2009-01-12,2883909000
2009-01-13,2827827000
2009-01-14,2597028000
2009-01-15,2735076000
2009-01-16,2801943000
2009-01-20,2590557000
2009-01-21,2810571000
2009-01-22,2817042000
2009-01-23,2868810000
2009-01-26,2879595000
2009-01-27,2886066000
2009-01-28,3058626000
2009-01-29,2914107000
2009-01-30,2737233000
2009-02-02,2705227000
2009-02-03,2845562000
2009-02-04,2692273000
2009-02-05,2817495000
2009-02-06,3063621000
2009-02-09,2990215000
2009-02-10,2852039000
2009-02-11,2877947000
2009-02-12,2972943000
2009-02-13,2845562000
2009-02-17,2707386000
2009-02-18,2599436000
2009-02-19,2554097000
2009-02-20,2567051000
2009-02-23,2446147000
2009-02-24,2955671000
2009-02-25,2854198000
2009-02-26,2800223000
2009-02-27,2908173000
2009-03-02,2776474000
2009-03-03,2787269000
2009-03-04,2934081000
2009-03-05,2640457000
2009-03-06,2625344000
2009-03-09,2666365000
2009-03-10,2990215000
2009-03-11,3117596000
2009-03-12,3294634000
2009-03-13,3357245000
2009-03-16,3244977000
2009-03-17,3391789000
2009-03-18,3355086000
2009-03-19,3294634000
2009-03-20,3104642000
2009-03-23,3417697000
2009-03-24,3540759999
2009-03-25,3523488000
2009-03-26,3836543000
2009-03-27,3840861000
2009-03-30,3622802000
2009-03-31,3616325000
2009-04-01,3700526000
2009-04-02,3972559999
2009-04-03,4205732000
2009-04-06,4048125000
2009-04-07,3657346000
2009-04-08,4030853000
2009-04-09,4730369000
