,JWN
2013-11-26,12120830000
2013-11-27,12084217000
2013-11-29,11987867000
2013-12-02,11906933000
2013-12-03,11922349000
2013-12-04,11822145000
2013-12-05,11764335000
2013-12-06,11631372000
2013-12-09,11696890000
2013-12-10,11806729000
2013-12-11,11714233000
2013-12-12,11633299000
2013-12-13,11579343000
2013-12-16,11667985000
2013-12-17,11529241000
2013-12-18,11627518000
2013-12-19,11608248000
2013-12-20,11791313000
2013-12-23,11858758000
2013-12-24,11870320000
2013-12-26,11872247000
2013-12-27,11835634000
2013-12-30,11918495000
2013-12-31,11908860000
2014-01-02,11937765000
2014-01-03,11980159000
2014-01-06,11833707000
2014-01-07,11708452000
2014-01-08,11656423000
2014-01-09,11849123000
2014-01-10,11775897000
2014-01-13,11463723000
2014-01-14,11513825000
2014-01-15,11729649000
2014-01-16,11583197000
2014-01-17,11548511000
2014-01-21,11496482000
2014-01-22,11446380000
2014-01-23,11380862000
2014-01-24,11207432000
2014-01-27,11141914000
2014-01-28,11220921000
2014-01-29,10926090000
2014-01-30,11047491000
2014-01-31,11070615000
2014-02-03,10573758000
2014-02-04,10511124000
2014-02-05,10837580000
2014-02-06,11141260000
2014-02-07,11158342000
2014-02-10,11112790000
2014-02-11,11183016000
2014-02-12,11057748000
2014-02-13,11114688000
2014-02-14,11097606000
2014-02-18,11183016000
2014-02-19,11175424000
2014-02-20,11281712000
2014-02-21,11243752000
2014-02-24,11124178000
2014-02-25,11241854000
2014-02-26,11562616000
2014-02-27,11648026000
2014-02-28,11668904000
2014-03-03,11617658000
2014-03-04,11701170000
2014-03-05,11687884000
2014-03-06,11687884000
2014-03-07,11845418000
2014-03-10,11887174000
2014-03-11,11820744000
2014-03-12,11805560000
2014-03-13,11674598000
2014-03-14,11640434000
2014-03-17,11784682000
2014-03-18,11845418000
2014-03-19,11801764000
2014-03-20,11835928000
2014-03-21,11862500000
2014-03-24,11729640000
2014-03-25,11858704000
2014-03-26,11760008000
2014-03-27,11725844000
2014-03-28,11735334000
2014-03-31,11853010000
2014-04-01,11936522000
2014-04-02,12076974000
2014-04-03,12027626000
2014-04-04,12046606000
2014-04-07,11722048000
2014-04-08,11873888000
2014-04-09,11925134000
2014-04-10,11676496000
2014-04-11,11475308000
2014-04-14,11486696000
2014-04-15,11574004000
2014-04-16,11665108000
2014-04-17,11547432000
2014-04-21,11496186000
2014-04-22,11543636000
2014-04-23,11746722000
2014-04-24,11773294000
2014-04-25,11668904000
2014-04-28,11845418000
2014-04-29,11799866000
2014-04-30,11630944000
2014-05-01,11672700000
2014-05-02,11771396000
2014-05-05,11666088000
2014-05-06,11493552000
2014-05-07,11503032000
2014-05-08,11618688000
2014-05-09,11654712000
2014-05-12,11899296000
2014-05-13,11872752000
2014-05-14,11732448000
2014-05-15,11658504000
2014-05-16,13376280000
2014-05-19,12972432000
2014-05-20,12790415999
2014-05-21,12799896000
2014-05-22,12803688000
2014-05-23,12864359999
2014-05-27,12877632000
2014-05-28,12788520000
2014-05-29,12851088000
2014-05-30,12904176000
2014-06-02,12932615999
2014-06-03,12898488000
2014-06-04,12947784000
2014-06-05,12953471999
2014-06-06,13042584000
2014-06-09,13016040000
2014-06-10,13000871999
2014-06-11,12875736000
2014-06-12,12754392000
2014-06-13,12871944000
2014-06-16,12866256000
2014-06-17,12854880000
2014-06-18,12949680000
2014-06-19,12961056000
2014-06-20,12909864000
2014-06-23,12841608000
2014-06-24,12864359999
2014-06-25,12799896000
2014-06-26,12822648000
2014-06-27,12890903999
2014-06-30,12879528000
2014-07-01,13023624000
2014-07-02,13004664000
2014-07-03,13137384000
2014-07-07,13160136000
2014-07-08,13234080000
2014-07-09,13298544000
2014-07-10,13116528000
2014-07-11,13035000000
2014-07-14,13036896000
2014-07-15,12902280000
2014-07-16,12923136000
2014-07-17,12779040000
2014-07-18,12889008000
2014-07-21,12822648000
2014-07-22,12843503999
2014-07-23,12847296000
2014-07-24,13036896000
2014-07-25,12907968000
2014-07-28,13080503999
2014-07-29,13063440000
2014-07-30,13308024000
2014-07-31,13126008000
2014-08-01,13072920000
2014-08-04,13263185000
2014-08-05,13089648000
2014-08-06,13223138000
2014-08-07,13082019999
2014-08-08,13337558000
2014-08-11,13188812000
2014-08-12,13102996999
2014-08-13,12990484000
2014-08-14,13099183000
2014-08-15,12416477000
2014-08-18,12609084000
2014-08-19,12866529000
2014-08-20,13041973000
2014-08-21,13144951000
2014-08-22,13244115000
2014-08-25,13303232000
2014-08-26,13389046999
2014-08-27,13350907000
2014-08-28,13280348000
2014-08-29,13205975000
2014-09-02,13186905000
2014-09-03,13280348000
2014-09-04,13431001000
2014-09-05,13469141000
2014-09-08,13345186000
2014-09-09,13225044999
2014-09-10,13114439000
2014-09-11,13152579000
2014-09-12,13173556000
2014-09-15,13141137000
2014-09-16,13251742999
2014-09-17,13228859000
2014-09-18,13209789000
2014-09-19,13230766000
2014-09-22,13030531000
2014-09-23,12902762000
2014-09-24,13190719000
2014-09-25,13045787000
2014-09-26,13146858000
2014-09-29,13093462000
2014-09-30,13038159000
2014-10-01,12887506000
2014-10-02,13125881000
2014-10-03,13404303000
2014-10-06,13337558000
2014-10-07,13215510000
2014-10-08,13472955000
2014-10-09,13314673999
2014-10-10,13356628000
2014-10-13,13165928000
2014-10-14,13312767000
2014-10-15,13064857000
2014-10-16,13030531000
2014-10-17,13154486000
2014-10-20,13360442000
2014-10-21,13659841000
2014-10-22,13547328000
2014-10-23,13686539000
2014-10-24,13577840000
2014-10-27,13669376000
2014-10-28,13589282000
2014-10-29,13612166000
2014-10-30,13808587000
2014-10-31,13846727000
2014-11-03,13775346000
2014-11-04,13678497000
2014-11-05,13722174000
2014-11-06,13991832000
2014-11-07,13944357000
2014-11-10,13746861000
2014-11-11,13384152000
2014-11-12,13834214999
2014-11-13,13910175000
2014-11-14,14084883000
2014-11-17,13913973000
2014-11-18,13961448000
2014-11-19,14016519000
2014-11-20,14236803000
2014-11-21,14259591000
2014-11-24,14481774000
2014-11-25,14411511000
2014-11-26,14320359000
2014-11-28,14500764000
2014-12-01,14365935000
2014-12-02,14388723000
2014-12-03,14495067000
2014-12-04,14375430000
2014-12-05,14346945000
2014-12-08,14160842999
2014-12-09,14174136000
2014-12-10,13936761000
2014-12-11,14088681000
2014-12-12,14176035000
2014-12-15,14324157000
2014-12-16,14212116000
2014-12-17,14388723000
2014-12-18,14721048000
2014-12-19,14641289999
2014-12-22,14721048000
2014-12-23,14948928000
2014-12-24,14838786000
2014-12-26,14844483000
2014-12-29,15036282000
2014-12-30,14956524000
2014-12-31,15076161000
2015-01-02,14882463000
2015-01-05,14675472000
2015-01-06,14582421000
2015-01-07,15081858000
2015-01-08,15150222000
2015-01-09,14907150000
2015-01-12,14884362000
2015-01-13,14802705000
2015-01-14,14629896000
2015-01-15,14390622000
2015-01-16,14601411000
2015-01-20,14377328999
2015-01-21,14426703000
2015-01-22,14698260000
2015-01-23,14637492000
2015-01-26,14810300999
2015-01-27,14948928000
2015-01-28,14785614000
2015-01-29,14863473000
2015-01-30,14470380000
2015-02-02,14594241999
2015-02-03,15036434000
2015-02-04,15038340000
2015-02-05,15011656000
2015-02-06,14962100000
2015-02-09,14965912000
2015-02-10,15106956000
2015-02-11,15063118000
2015-02-12,15127922000
2015-02-13,15135546000
2015-02-17,15038340000
2015-02-18,14876330000
2015-02-19,14702884000
2015-02-20,15579643999
2015-02-23,15459566000
2015-02-24,15354736000
2015-02-25,15474814000
2015-02-26,15410009999
2015-02-27,15329958000
2015-03-02,15377608000
2015-03-03,15242282000
2015-03-04,15238470000
2015-03-05,15371890000
2015-03-06,15411916000
2015-03-09,15312804000
2015-03-10,15141264000
2015-03-11,15108862000
2015-03-12,15301368000
2015-03-13,15316616000
2015-03-16,15291838000
2015-03-17,15288025999
2015-03-18,15341393999
2015-03-19,15476720000
2015-03-20,15690191999
2015-03-23,15627293999
2015-03-24,15558678000
2015-03-25,15223222000
2015-03-26,15084084000
2015-03-27,15196538000
2015-03-30,15251812000
2015-03-31,15308991999
2015-04-01,15162230000
2015-04-02,15240375999
2015-04-06,15303274000
2015-04-07,15221316000
2015-04-08,15343300000
2015-04-09,15249906000
2015-04-10,15293743999
2015-04-13,15257530000
2015-04-14,15093614000
2015-04-15,14897296000
2015-04-16,14962100000
2015-04-17,14567558000
2015-04-20,14619020000
2015-04-21,14792466000
2015-04-22,14868706000
2015-04-23,14960193999
2015-04-24,14897296000
2015-04-27,14699072000
2015-04-28,14741004000
2015-04-29,14603772000
2015-04-30,14401736000
2015-05-01,14504659999
2015-05-04,14401976000
2015-05-05,14286442000
2015-05-06,14288336000
2015-05-07,14542132000
2015-05-08,14634938000
2015-05-11,14578118000
2015-05-12,14572436000
2015-05-13,14426598000
2015-05-14,14044010000
2015-05-15,14167120000
2015-05-18,14235304000
2015-05-19,14104618000
2015-05-20,14150073999
2015-05-21,14267502000
2015-05-22,14248562000
2015-05-26,14089466000
2015-05-27,14011812000
2015-05-28,13945522000
2015-05-29,13758016000
2015-06-01,13873550000
2015-06-02,13932264000
2015-06-03,14068632000
2015-06-04,13886807999
2015-06-05,13936052000
2015-06-08,13900066000
2015-06-09,13856504000
2015-06-10,13941734000
2015-06-11,13943628000
2015-06-12,14011812000
2015-06-15,13854610000
2015-06-16,13894384000
2015-06-17,14227728000
2015-06-18,14309170000
2015-06-19,14246668000
2015-06-22,14288336000
2015-06-23,14398188000
2015-06-24,14369778000
2015-06-25,14286442000
2015-06-26,14432280000
2015-06-29,14072420000
2015-06-30,14110300000
2015-07-01,14261820000
2015-07-02,14227728000
2015-07-06,14258032000
2015-07-07,14765623999
2015-07-08,14460689999
2015-07-09,14483418000
2015-07-10,14655772000
2015-07-13,14778882000
2015-07-14,14775094000
2015-07-15,14896310000
2015-07-16,15061088000
2015-07-17,14898204000
2015-07-20,14943660000
2015-07-21,14826232000
2015-07-22,14960705999
2015-07-23,14776988000
2015-07-24,14621680000
2015-07-27,14646302000
2015-07-28,14449326000
2015-07-29,14451220000
2015-07-30,14458796000
2015-07-31,14453114000
2015-08-03,14212224000
2015-08-04,14275872000
2015-08-05,14135472000
2015-08-06,13942656000
2015-08-07,14023152000
2015-08-10,14225327999
2015-08-11,14272127999
2015-08-12,14135472000
2015-08-13,14025024000
2015-08-14,14625936000
2015-08-17,14796288000
2015-08-18,14734511999
2015-08-19,14732640000
2015-08-20,14549184000
2015-08-21,14075568000
2015-08-24,13498992000
2015-08-25,13352976000
2015-08-26,13815360000
2015-08-27,13725503999
2015-08-28,13732992000
2015-08-31,13643136000
2015-09-01,13414752000
2015-09-02,13646880000
2015-09-03,13751711999
2015-09-04,13646880000
2015-09-08,13931424000
2015-09-09,13701168000
2015-09-10,13807872000
2015-09-11,13777919999
2015-09-14,13699296000
2015-09-15,13820976000
2015-09-16,13908960000
2015-09-17,13912703999
2015-09-18,13822848000
2015-09-21,13923936000
2015-09-22,13796640000
2015-09-23,13785408000
2015-09-24,13682448000
2015-09-25,13663727999
2015-09-28,13270608000
2015-09-29,13186368000
2015-09-30,13424111999
2015-10-01,13371696000
2015-10-02,14062464000
2015-10-05,13916448000
2015-10-06,13716144000
2015-10-07,12722111999
2015-10-08,12911184000
2015-10-09,12810096000
2015-10-12,12884976000
2015-10-13,12828816000
2015-10-14,12518064000
2015-10-15,12621024000
2015-10-16,12592944000
2015-10-19,12811968000
2015-10-20,12828816000
2015-10-21,12669696000
2015-10-22,12825072000
2015-10-23,12166127999
2015-10-26,12211056000
2015-10-27,12089376000
2015-10-28,12104352000
2015-10-29,12111840000
2015-10-30,12207311999
2015-11-02,11612120000
2015-11-03,11930919000
2015-11-04,11829402000
2015-11-05,11875708000
2015-11-06,11718980000
2015-11-09,11166870000
2015-11-10,11528413000
2015-11-11,11099192000
2015-11-12,11304007000
2015-11-13,9610276000
2015-11-16,9747413000
2015-11-17,9731384000
2015-11-18,9909484000
2015-11-19,9902360000
2015-11-20,9966476000
2015-11-23,10108956000
2015-11-24,10278151000
2015-11-25,10292399000
2015-11-27,10260341000
2015-11-30,10028811000
2015-12-01,10107175000
2015-12-02,10082241000
2015-12-03,10151700000
2015-12-04,10165948000
2015-12-07,10051964000
2015-12-08,10123204000
2015-12-09,10092927000
2015-12-10,10110737000
2015-12-11,9872083000
2015-12-14,9752756000
2015-12-15,9708231000
2015-12-16,9631648000
2015-12-17,9143654000
2015-12-18,9008298000
2015-12-21,8913905000
2015-12-22,9049261000
2015-12-23,9182836000
2015-12-24,9074195000
2015-12-28,8967335000
2015-12-29,9061728000
2015-12-30,8960211000
2015-12-31,8871161000
2016-01-04,8928153000
2016-01-05,8899657000
2016-01-06,8636069000
2016-01-07,8637850000
2016-01-08,8235344000
2016-01-11,8336861000
2016-01-12,8392072000
2016-01-13,8183695000
2016-01-14,8155199000
2016-01-15,8094645000
2016-01-19,8217534000
2016-01-20,8210410000
2016-01-21,8502494000
2016-01-22,8552362000
2016-01-25,8347547000
2016-01-26,8555924000
2016-01-27,8552362000
2016-01-28,8547019000
2016-01-29,8744710000
2016-02-01,8642883000
2016-02-02,8509595999
2016-02-03,8746743000
2016-02-04,8210133000
2016-02-05,8339958000
2016-02-08,8802135000
2016-02-09,8713854000
2016-02-10,8514789000
2016-02-11,8514789000
2016-02-12,8466320999
2016-02-16,8810790000
2016-02-17,9044475000
2016-02-18,9125832000
2016-02-19,8511327000
2016-02-22,8892147000
2016-02-23,8803866000
2016-02-24,8987352000
2016-02-25,9075633000
2016-02-26,9089481000
2016-02-29,8883492000
2016-03-01,9051399000
2016-03-02,9131025000
2016-03-03,9184686000
2016-03-04,9435681000
2016-03-07,9466839000
2016-03-08,9539541000
2016-03-09,9665904000
2016-03-10,9868431000
2016-03-11,9778419000
2016-03-14,9703986000
2016-03-15,9826887000
2016-03-16,9840735000
2016-03-17,10077882000
2016-03-18,10129812000
2016-03-21,9982677000
2016-03-22,9823425000
2016-03-23,9700524000
2016-03-24,9688407000
2016-03-28,9814770000
2016-03-29,9920361000
2016-03-30,9953250000
2016-03-31,9903051000
2016-04-01,9906513000
2016-04-04,9615705000
2016-04-05,9499728000
2016-04-06,9472032000
2016-04-07,9079095000
2016-04-08,8852334000
2016-04-11,8800404000
2016-04-12,8930229000
2016-04-13,8999469000
2016-04-14,8880030000
2016-04-15,8949270000
2016-04-18,9058323000
2016-04-19,9089481000
2016-04-20,9272967000
2016-04-21,9222768000
2016-04-22,8930229000
2016-04-25,9002931000
2016-04-26,9134487000
2016-04-27,9255657000
2016-04-28,9127563000
2016-04-29,8850603000
2016-05-02,8950865000
2016-05-03,8813800000
2016-05-04,8596925000
2016-05-05,8451185000
2016-05-06,8338410000
2016-05-09,8536200000
2016-05-10,8477210000
2016-05-11,7882105000
2016-05-12,7847404999
2016-05-13,6794259999
2016-05-16,6686690000
2016-05-17,6532275000
2016-05-18,6310195000
2016-05-19,6438585000
2016-05-20,6613820000
2016-05-23,6620759999
2016-05-24,6594735000
2016-05-25,6627700000
2016-05-26,6534009999
2016-05-27,6622495000
2016-05-31,6589529999
2016-06-01,6619025000
2016-06-02,6818549999
2016-06-03,6896625000
2016-06-06,6912240000
2016-06-07,7026750000
2016-06-08,7037160000
2016-06-09,6865395000
2016-06-10,6745680000
2016-06-13,6537480000
2016-06-14,6363980000
2016-06-15,6417765000
2016-06-16,6381330000
2016-06-17,6502779999
2016-06-20,6542685000
2016-06-21,6549625000
2016-06-22,6556565000
2016-06-23,6636375000
2016-06-24,6442055000
2016-06-27,6280700000
2016-06-28,6438585000
2016-06-29,6570445000
2016-06-30,6601674999
2016-07-01,6632904999
2016-07-05,6499310000
2016-07-06,6650255000
2016-07-07,6792525000
2016-07-08,6995520000
2016-07-11,7106560000
2016-07-12,7221070000
2016-07-13,7130850000
2016-07-14,7090945000
2016-07-15,7051040000
2016-07-18,7132585000
2016-07-19,7019810000
2016-07-20,7148200000
2016-07-21,7155140000
2016-07-22,7089210000
2016-07-25,7415390000
2016-07-26,7621855000
2016-07-27,7422330000
2016-07-28,7507345000
2016-07-29,7673904999
2016-08-01,7289999970
2016-08-02,6789999972
2016-08-03,6934999972
2016-08-04,6999999972
2016-08-05,7258333304
2016-08-08,7461666636
2016-08-09,7253333304
2016-08-10,7371666637
2016-08-11,7926666634
2016-08-12,8563333299
2016-08-15,8826666631
2016-08-16,8776666631
2016-08-17,8623333298
2016-08-18,8678333298
2016-08-19,8773333298
2016-08-22,8689999965
2016-08-23,8814999964
2016-08-24,8714999965
2016-08-25,8593333298
2016-08-26,8543333299
2016-08-29,8741666631
2016-08-30,8574999965
2016-08-31,8409999966
2016-09-01,8504999965
2016-09-02,8644999965
2016-09-06,8336666633
2016-09-07,8494999966
2016-09-08,8344999966
2016-09-09,8283333300
2016-09-12,8383333299
2016-09-13,8194999967
2016-09-14,8234999967
2016-09-15,8616666632
2016-09-16,8546666632
2016-09-19,8438333299
2016-09-20,8293333300
2016-09-21,8511666632
2016-09-22,8414999966
2016-09-23,8594999965
2016-09-26,8583333299
2016-09-27,8618333298
2016-09-28,8629999965
2016-09-29,8579999965
2016-09-30,8646666632
2016-10-03,8518333299
2016-10-04,8608333298
2016-10-05,8833333298
2016-10-06,8989999964
2016-10-07,9138333296
2016-10-10,9044999963
2016-10-11,9023333297
2016-10-12,9089999963
2016-10-13,8946666630
2016-10-14,8938333297
2016-10-17,8878333297
2016-10-18,8878333297
2016-10-19,8904999964
2016-10-20,8851666631
2016-10-21,9021666630
2016-10-24,9131666630
2016-10-25,9023333297
2016-10-26,9004999963
2016-10-27,8749999965
2016-10-28,8783333298
2016-10-31,8980400000
2016-11-01,8783522000
2016-11-02,8797338000
2016-11-03,8671267000
2016-11-04,8702353000
2016-11-07,8949314000
2016-11-08,8989035000
2016-11-09,9030483000
2016-11-10,9676381000
2016-11-11,10140944000
2016-11-14,10284285000
2016-11-15,10068410000
2016-11-16,10068410000
2016-11-17,10102950000
2016-11-18,10178938000
2016-11-21,9969971000
2016-11-22,9999330000
2016-11-23,10108131000
2016-11-25,9990695000
2016-11-28,9681562000
2016-11-29,9731645000
2016-11-30,9657384000
2016-12-01,9678108000
2016-12-02,9764458000
2016-12-05,9878440000
2016-12-06,9888802000
2016-12-07,10377543000
2016-12-08,10619323000
2016-12-09,10491525000
2016-12-12,10087407000
2016-12-13,10077045000
2016-12-14,9847354000
2016-12-15,9546856000
2016-12-16,8717896000
2016-12-19,8780068000
2016-12-20,8940679000
2016-12-21,8843967000
2016-12-22,8331048000
2016-12-23,8419125000
2016-12-27,8455392000
2016-12-28,8360406999
2016-12-29,8339683000
2016-12-30,8277511000
2017-01-03,8223974000
2017-01-04,8448484000
2017-01-05,7868212000
2017-01-06,7852669000
2017-01-09,7780134999
2017-01-10,7887209000
2017-01-11,7754230000
2017-01-12,7776681000
2017-01-13,7633340000
2017-01-17,7664426000
2017-01-18,7652337000
2017-01-19,7414011000
2017-01-20,7709328000
2017-01-23,7669606999
2017-01-24,7769773000
2017-01-25,7773227000
2017-01-26,7654064000
2017-01-27,7396741000
2017-01-30,7311010000
2017-01-31,7398006000
2017-02-01,7331086000
2017-02-02,7279223000
2017-02-03,7344470000
2017-02-06,7173824000
2017-02-07,7157094000
2017-02-08,7449869000
2017-02-09,7620515000
2017-02-10,7528500000
2017-02-13,7421428000
2017-02-14,7602112000
2017-02-15,7715876000
2017-02-16,7391314000
2017-02-17,7643937000
2017-02-21,7674051000
2017-02-22,7587055000
2017-02-23,7351162000
2017-02-24,7772758000
2017-02-27,7965153000
2017-02-28,7806217999
2017-03-01,7628880000
2017-03-02,7804545000
2017-03-03,7754355000
2017-03-06,7612150000
2017-03-07,7366219000
2017-03-08,7553595000
2017-03-09,7473291000
2017-03-10,7436485000
2017-03-13,7294280000
2017-03-14,7324394000
2017-03-15,7418082000
2017-03-16,7413063000
2017-03-17,7347816000
2017-03-20,7123634000
2017-03-21,6994813000
2017-03-22,7019908000
2017-03-23,6961353000
2017-03-24,7018235000
2017-03-27,7103558000
2017-03-28,7290934000
2017-03-29,7682416000
2017-03-30,7771085000
2017-03-31,7791161000
2017-04-03,7776103999
2017-04-04,7347816000
2017-04-05,7267512000
2017-04-06,7481656000
2017-04-07,7449869000
2017-04-10,7595420000
2017-04-11,7791161000
2017-04-12,7767739000
2017-04-13,7791161000
2017-04-17,7712530000
2017-04-18,7709184000
2017-04-19,7784469000
2017-04-20,8008651000
2017-04-21,7966826000
2017-04-24,7901578999
2017-04-25,7888195000
2017-04-26,7976864000
2017-04-27,8080590000
2017-04-28,8075571000
2017-05-01,7879040000
2017-05-02,8093696000
2017-05-03,8260096000
2017-05-04,8176896000
2017-05-05,8155264000
2017-05-08,8103680000
2017-05-09,8211840000
2017-05-10,8321664000
2017-05-11,7689344000
2017-05-12,6855680000
2017-05-15,6888960000
2017-05-16,6762496000
2017-05-17,6790784000
2017-05-18,6765823999
2017-05-19,6784128000
2017-05-22,6995456000
2017-05-23,6913920000
2017-05-24,6870656000
2017-05-25,6955520000
2017-05-26,7067008000
2017-05-30,7062016000
2017-05-31,6955520000
2017-06-01,7135232000
2017-06-02,7067008000
2017-06-05,6930560000
2017-06-06,6679296000
2017-06-07,6735871999
2017-06-08,7426432000
2017-06-09,7847423999
2017-06-12,7732608000
2017-06-13,7717632000
2017-06-14,7874048000
2017-06-15,7820800000
2017-06-16,7904000000
2017-06-19,7997184000
2017-06-20,7681023999
2017-06-21,7667712000
2017-06-22,7900671999
2017-06-23,7987200000
2017-06-26,7953920000
2017-06-27,7932288000
2017-06-28,7933952000
2017-06-29,7913984000
2017-06-30,7958912000
2017-07-03,8055423999
2017-07-05,8007168000
2017-07-06,7884032000
2017-07-07,7910656000
2017-07-10,7691008000
2017-07-11,7729280000
2017-07-12,7755904000
2017-07-13,7875712000
2017-07-14,7795840000
2017-07-17,7889023999
2017-07-18,7699328000
2017-07-19,7810816000
2017-07-20,7837440000
2017-07-21,7894016000
2017-07-24,7804160000
2017-07-25,8002176000
2017-07-26,7963904000
2017-07-27,8148608000
2017-07-28,8080384000
2017-07-31,8091762000
2017-08-01,8153404000
2017-08-02,7745234000
2017-08-03,7805210000
2017-08-04,7798546000
2017-08-07,7911834000
2017-08-08,7898505999
2017-08-09,7810208000
2017-08-10,7475342000
2017-08-11,7480340000
2017-08-14,7556976000
2017-08-15,7440355999
2017-08-16,7427028000
2017-08-17,7403704000
2017-08-18,7385378000
2017-08-21,7292082000
2017-08-22,7417032000
2017-08-23,7430360000
2017-08-24,7300412000
2017-08-25,7553644000
2017-08-28,7506996000
2017-08-29,7420364000
2017-08-30,7378714000
2017-08-31,7433692000
2017-09-01,7736904000
2017-09-05,7696920000
2017-09-06,7783552000
2017-09-07,7698586000
2017-09-08,7680260000
2017-09-11,7450352000
2017-09-12,7505330000
2017-09-13,7953484000
2017-09-14,7786884000
2017-09-15,7786884000
2017-09-18,7770224000
2017-09-19,7700252000
2017-09-20,7700252000
2017-09-21,7710248000
2017-09-22,7810208000
2017-09-25,7883512000
2017-09-26,7918498000
2017-09-27,7903504000
2017-09-28,7896840000
2017-09-29,7855190000
2017-10-02,7360388000
2017-10-03,7363720000
2017-10-04,7372050000
2017-10-05,7463680000
2017-10-06,7382046000
2017-10-09,7253764000
2017-10-10,7227108000
2017-10-11,7150472000
2017-10-12,7095494000
2017-10-13,7105490000
2017-10-16,6730640000
2017-10-17,6905570000
2017-10-18,6998866000
2017-10-19,6952217999
2017-10-20,7022190000
2017-10-23,6958882000
2017-10-24,6932226000
2017-10-25,6917232000
2017-10-26,7032186000
2017-10-27,6825602000
2017-10-30,6676000000
2017-10-31,6617585000
2017-11-01,6665986000
2017-11-02,6567515000
2017-11-03,6425650000
2017-11-06,6552494000
2017-11-07,6393939000
2017-11-08,6392270000
2017-11-09,6681007000
2017-11-10,6681007000
2017-11-13,6462368000
2017-11-14,6535803999
2017-11-15,6540811000
2017-11-16,6670993000
2017-11-17,6819534000
2017-11-20,6916336000
2017-11-21,6892970000
2017-11-22,6869603999
2017-11-24,6836224000
2017-11-27,6899646000
2017-11-28,7121623000
2017-11-29,7637344000
2017-11-30,7585605000
2017-12-01,7593950000
2017-12-04,7887694000
2017-12-05,7702435000
2017-12-06,7563908000
2017-12-07,7507161999
2017-12-08,7640682000
2017-12-11,7650696000
2017-12-12,7634006000
2017-12-13,7722463000
2017-12-14,7503824000
2017-12-15,7592281000
2017-12-18,7782547000
2017-12-19,7762519000
2017-12-20,7817596000
2017-12-21,7927750000
2017-12-22,7934426000
2017-12-26,8089643000
2017-12-27,7999517000
2017-12-28,7962799000
2017-12-29,7907722000
2018-01-02,8198128000
2018-01-03,8119685000
2018-01-04,8021214000
2018-01-05,8052925000
2018-01-08,8056263000
2018-01-09,7992841000
2018-01-10,8211480000
2018-01-11,8360021000
2018-01-12,8648758000
2018-01-16,8375042000
2018-01-17,8506893000
2018-01-18,8548618000
2018-01-19,8678800000
2018-01-22,8815658000
2018-01-23,8678800000
2018-01-24,8448478000
2018-01-25,8261550000
2018-01-26,8411760000
2018-01-29,8493541000
2018-01-30,8246528999
2018-01-31,8229839000
2018-02-01,8216486999
2018-02-02,7986165000
2018-02-05,7826192000
2018-02-06,8098028000
2018-02-07,8272539999
2018-02-08,7925193999
2018-02-09,8035942000
2018-02-12,8116486000
2018-02-13,8250726000
2018-02-14,8450408000
2018-02-15,8598072000
2018-02-16,8641700000
2018-02-20,8472222000
2018-02-21,8400068000
2018-02-22,8435306000
2018-02-23,8987368000
2018-02-26,8792720000
2018-02-27,8562834000
2018-02-28,8609818000
2018-03-01,8470543999
2018-03-02,8900112000
2018-03-05,8708820000
2018-03-06,8807822000
2018-03-07,8566189999
2018-03-08,8411814000
2018-03-09,8388322000
2018-03-12,8364830000
2018-03-13,8445374000
2018-03-14,8302743999
2018-03-15,8208776000
2018-03-16,8275896000
2018-03-19,8282608000
2018-03-20,8280930000
2018-03-21,8004060000
2018-03-22,7864786000
2018-03-23,7779208000
2018-03-26,7908414000
2018-03-27,7948686000
2018-03-28,8037620000
2018-03-29,8123197999
2018-04-02,7975534000
2018-04-03,8087960000
2018-04-04,8292676000
2018-04-05,8401746000
2018-04-06,8059434000
2018-04-09,8059434000
2018-04-10,8301066000
2018-04-11,8223878000
2018-04-12,8116486000
2018-04-13,7952042000
2018-04-16,8029230000
2018-04-17,7911770000
2018-04-18,7933584000
2018-04-19,7839616000
2018-04-20,7849684000
2018-04-23,8079570000
2018-04-24,8035942000
2018-04-25,8176893999
2018-04-26,8336304000
2018-04-27,8658480000
2018-04-30,8483968000
2018-05-01,8418526000
2018-05-02,8423560000
2018-05-03,8269184000
2018-05-04,8304422000
2018-05-07,8141656000
2018-05-08,8121520000
2018-05-09,8267506000
2018-05-10,8151724000
2018-05-11,8188639999
2018-05-14,8275896000
2018-05-15,8366508000
2018-05-16,8566189999
2018-05-17,8542697999
2018-05-18,7611408000
2018-05-21,7691952000
2018-05-22,7680206000
2018-05-23,7990636000
2018-05-24,8178572000
2018-05-25,8210454000
2018-05-29,8215488000
2018-05-30,8222200000
2018-05-31,8227234000
2018-06-01,8321202000
2018-06-04,8549410000
2018-06-05,8681972000
2018-06-06,8698752000
2018-06-07,8757482000
2018-06-08,8804466000
2018-06-11,8769228000
2018-06-12,8881654000
2018-06-13,8640022000
2018-06-14,8368186000
2018-06-15,8472222000
2018-06-18,8658480000
2018-06-19,8588004000
2018-06-20,8697074000
2018-06-21,8856484000
2018-06-22,8629954000
2018-06-25,8541020000
2018-06-26,8653446000
2018-06-27,8613174000
2018-06-28,8789364000
2018-06-29,8688684000
2018-07-02,8509138000
2018-07-03,8621564000
2018-07-05,8913536000
2018-07-06,9052810000
2018-07-09,8980656000
2018-07-10,8740702000
2018-07-11,8963876000
2018-07-12,8958842000
2018-07-13,8755804000
2018-07-16,8797754000
