,NWL
2013-11-26,8601190000
2013-11-27,8621028000
2013-11-29,8601190000
2013-12-02,8476494000
2013-12-03,8510502000
2013-12-04,8615360000
2013-12-05,8589854000
2013-12-06,8759894000
2013-12-09,8765562000
2013-12-10,8844914000
2013-12-11,8788234000
2013-12-12,8813740000
2013-12-13,8717384000
2013-12-16,8808072000
2013-12-17,8816574000
2013-12-18,9040460000
2013-12-19,9097140000
2013-12-20,8966776000
2013-12-23,9031958000
2013-12-24,9099974000
2013-12-26,9139650000
2013-12-27,9125480000
2013-12-30,9167990000
2013-12-31,9103968999
2014-01-02,9039362000
2014-01-03,9101160000
2014-01-06,9016890000
2014-01-07,9022508000
2014-01-08,8991609000
2014-01-09,8966328000
2014-01-10,8997227000
2014-01-13,8898912000
2014-01-14,8943856000
2014-01-15,9008463000
2014-01-16,9019699000
2014-01-17,8924193000
2014-01-21,8927002000
2014-01-22,8957901000
2014-01-23,8868013000
2014-01-24,8693855000
2014-01-27,8640484000
2014-01-28,8699473000
2014-01-29,8522506000
2014-01-30,8502843000
2014-01-31,8679810000
2014-02-03,8457899000
2014-02-04,8601158000
2014-02-05,8530933000
2014-02-06,8575877000
2014-02-07,8657338000
2014-02-10,8637675000
2014-02-11,8587113000
2014-02-12,8657338000
2014-02-13,8775316000
2014-02-14,8809024000
2014-02-18,8851159000
2014-02-19,8834305000
2014-02-20,8935429000
2014-02-21,8929811000
2014-02-24,9008463000
2014-02-25,8870822000
2014-02-26,8845541000
2014-02-27,8969137000
2014-02-28,9019699000
2014-03-03,8946665000
2014-03-04,8988800000
2014-03-05,8893294000
2014-03-06,8837114000
2014-03-07,8797788000
2014-03-10,8758462000
2014-03-11,8702282000
2014-03-12,8646102000
2014-03-13,8309021999
2014-03-14,8235988000
2014-03-17,8328685000
2014-03-18,8427000000
2014-03-19,8323067000
2014-03-20,8348348000
2014-03-21,8356775000
2014-03-24,8384865000
2014-03-25,8368011000
2014-03-26,8314640000
2014-03-27,8207898000
2014-03-28,8196662000
2014-03-31,8294260000
2014-04-01,8405220000
2014-04-02,8399672000
2014-04-03,8247102000
2014-04-04,8130594000
2014-04-07,8116724000
2014-04-08,8202718000
2014-04-09,8238780000
2014-04-10,8147238000
2014-04-11,7955832000
2014-04-14,8041826000
2014-04-15,8052922000
2014-04-16,8111176000
2014-04-17,8291486000
2014-04-21,8310904000
2014-04-22,8355288000
2014-04-23,8391350000
2014-04-24,8407994000
2014-04-25,8346966000
2014-04-28,8416316000
2014-04-29,8360836000
2014-04-30,8352514000
2014-05-01,8333096000
2014-05-02,8011312000
2014-05-05,7986346000
2014-05-06,7903126000
2014-05-07,8141690000
2014-05-08,8041826000
2014-05-09,8116724000
2014-05-12,8186074000
2014-05-13,8236006000
2014-05-14,8188848000
2014-05-15,8113950000
2014-05-16,8125046000
2014-05-19,8097306000
2014-05-20,8066792000
2014-05-21,8094532000
2014-05-22,8080662000
2014-05-23,8191622000
2014-05-27,8150012000
2014-05-28,8102854000
2014-05-29,8150012000
2014-05-30,8122272000
2014-06-02,8116724000
2014-06-03,8041826000
2014-06-04,8396898000
2014-06-05,8419090000
2014-06-06,8604948000
2014-06-09,8657654000
2014-06-10,8696490000
2014-06-11,8643784000
2014-06-12,8521728000
2014-06-13,8485666000
2014-06-16,8480118000
2014-06-17,8543920000
2014-06-18,8671524000
2014-06-19,8715908000
2014-06-20,8713134000
2014-06-23,8665976000
2014-06-24,8588304000
2014-06-25,8593852000
2014-06-26,8571660000
2014-06-27,8574434000
2014-06-30,8475765000
2014-07-01,8587900000
2014-07-02,8497645000
2014-07-03,8628925000
2014-07-07,8650805000
2014-07-08,8669950000
2014-07-09,8814905000
2014-07-10,8713710000
2014-07-11,8686360000
2014-07-14,8678155000
2014-07-15,8631660000
2014-07-16,8527730000
2014-07-17,8505850000
2014-07-18,8574225000
2014-07-21,8519525000
2014-07-22,8609780000
2014-07-23,8593370000
2014-07-24,8683625000
2014-07-25,8566020000
2014-07-28,8552345000
2014-07-29,8437475000
2014-07-30,8645335000
2014-07-31,8883280000
2014-08-01,8875075000
2014-08-04,9077465000
2014-08-05,8989945000
2014-08-06,8968065000
2014-08-07,8998150000
2014-08-08,9156780000
2014-08-11,9162250000
2014-08-12,9039175000
2014-08-13,9030970000
2014-08-14,9159515000
2014-08-15,9102080000
2014-08-18,9195070000
2014-08-19,9156780000
2014-08-20,9156780000
2014-08-21,9236095000
2014-08-22,9227890000
2014-08-25,9203275000
2014-08-26,9115755000
2014-08-27,9167720000
2014-08-28,9143105000
2014-08-29,9167720000
2014-09-02,9249770000
2014-09-03,9277120000
2014-09-04,9375580000
2014-09-05,9353700000
2014-09-08,9386520000
2014-09-09,9367375000
2014-09-10,9378315000
2014-09-11,9400195000
2014-09-12,9361905000
2014-09-15,9416605000
2014-09-16,9435750000
2014-09-17,9424810000
2014-09-18,9427545000
2014-09-19,9536945000
2014-09-22,9547885000
2014-09-23,9575235000
2014-09-24,9482245000
2014-09-25,9348230000
2014-09-26,9353700000
2014-09-29,9438485000
2014-09-30,9383607000
2014-10-01,9279981000
2014-10-02,9288162000
2014-10-03,9492687000
2014-10-06,9476325000
2014-10-07,9309978000
2014-10-08,9419058000
2014-10-09,9233622000
2014-10-10,9176355000
2014-10-13,8963649000
2014-10-14,8963649000
2014-10-15,8704584000
2014-10-16,8718219000
2014-10-17,9089091000
2014-10-20,9179082000
2014-10-21,9429966000
2014-10-22,9279981000
2014-10-23,9405423000
2014-10-24,9514503000
2014-10-27,9582678000
2014-10-28,9574497000
2014-10-29,9552681000
2014-10-30,9530865000
2014-10-31,9089091000
2014-11-03,9282708000
2014-11-04,9217260000
2014-11-05,9408150000
2014-11-06,9468144000
2014-11-07,9489960000
2014-11-10,9506322000
2014-11-11,9511776000
2014-11-12,9438147000
2014-11-13,9511776000
2014-11-14,9498141000
2014-11-17,9713574000
2014-11-18,9675396000
2014-11-19,9702666000
2014-11-20,9727209000
2014-11-21,9800838000
2014-11-24,9849924000
2014-11-25,9789930000
2014-11-26,9817200000
2014-11-28,9901737000
2014-12-01,9822654000
2014-12-02,9819927000
2014-12-03,9907191000
2014-12-04,9869013000
2014-12-05,9989001000
2014-12-08,10027179000
2014-12-09,9912645000
2014-12-10,9800838000
2014-12-11,9642672000
2014-12-12,9429966000
2014-12-15,9484506000
2014-12-16,9465417000
2014-12-17,9781749000
2014-12-18,10078992000
2014-12-19,10168983000
2014-12-22,10264428000
2014-12-23,10365327000
2014-12-24,10373508000
2014-12-26,10474407000
2014-12-29,10471680000
2014-12-30,10468953000
2014-12-31,10303345000
2015-01-02,10241130000
2015-01-05,10122110000
2015-01-06,9946285000
2015-01-07,10005795000
2015-01-08,10238425000
2015-01-09,10130225000
2015-01-12,10084240000
2015-01-13,10154570000
2015-01-14,10178915000
2015-01-15,10219490000
2015-01-16,10322280000
2015-01-20,10265475000
2015-01-21,10211375000
2015-01-22,10306050000
2015-01-23,10119405000
2015-01-26,10287115000
2015-01-27,10111290000
2015-01-28,10081535000
2015-01-29,10270885000
2015-01-30,9973335000
2015-02-02,10162685000
2015-02-03,10311460000
2015-02-04,10187030000
2015-02-05,10265475000
2015-02-06,10279000000
2015-02-09,10184325000
2015-02-10,10289820000
2015-02-11,10462940000
2015-02-12,10617125000
2015-02-13,10703685000
2015-02-17,10792950000
2015-02-18,10876805000
2015-02-19,10757785000
2015-02-20,10852460000
2015-02-23,10817295000
2015-02-24,10776720000
2015-02-25,10700980000
2015-02-26,10706390000
2015-02-27,10627945000
2015-03-02,10725325000
2015-03-03,10654995000
2015-03-04,10568435000
2015-03-05,10641470000
2015-03-06,10427775000
2015-03-09,10473760000
2015-03-10,10281705000
2015-03-11,10233015000
2015-03-12,10395315000
2015-03-13,10441300000
2015-03-16,10544090000
2015-03-17,10514335000
2015-03-18,10660405000
2015-03-19,10617125000
2015-03-20,10744260000
2015-03-23,10673930000
2015-03-24,10649585000
2015-03-25,10571140000
2015-03-26,10544090000
2015-03-27,10565730000
2015-03-30,10676635000
2015-03-31,10537179000
2015-04-01,10782606000
2015-04-02,10844637000
2015-04-06,10952517000
2015-04-07,10814970000
2015-04-08,10804182000
2015-04-09,10785303000
2015-04-10,10798788000
2015-04-13,10685514000
2015-04-14,10685514000
2015-04-15,10688211000
2015-04-16,10601907000
2015-04-17,10440087000
2015-04-20,10542573000
2015-04-21,10645059000
2015-04-22,10650453000
2015-04-23,10685514000
2015-04-24,10663938000
2015-04-27,10618089000
2015-04-28,10561452000
2015-04-29,10480542000
2015-04-30,10283661000
2015-05-01,10682817000
2015-05-04,10566846000
2015-05-05,10526391000
2015-05-06,10472451000
2015-05-07,10593816000
2015-05-08,10798788000
2015-05-11,10806879000
2015-05-12,10761030000
2015-05-13,10663938000
2015-05-14,10793394000
2015-05-15,10809576000
2015-05-18,10790697000
2015-05-19,10852728000
2015-05-20,10804182000
2015-05-21,10852728000
2015-05-22,10806879000
2015-05-26,10658544000
2015-05-27,10779909000
2015-05-28,10744848000
2015-05-29,10661241000
2015-06-01,10682817000
2015-06-02,10685514000
2015-06-03,10844637000
2015-06-04,10831152000
2015-06-05,10793394000
2015-06-08,10836546000
2015-06-09,10903971000
2015-06-10,11079276000
2015-06-11,11125125000
2015-06-12,11098155000
2015-06-15,10949820000
2015-06-16,11081973000
2015-06-17,11117034000
2015-06-18,11224914000
2015-06-19,11241096000
2015-06-22,11278854000
2015-06-23,11230308000
2015-06-24,11195247000
2015-06-25,11152095000
2015-06-26,11157489000
2015-06-29,10976790000
2015-06-30,11050368000
2015-07-01,11104128000
2015-07-02,11001984000
2015-07-06,10921344000
2015-07-07,11020800000
2015-07-08,10867584000
2015-07-09,10945536000
2015-07-10,11243904000
2015-07-13,11424000000
2015-07-14,11356800000
2015-07-15,11265408000
2015-07-16,11297664000
2015-07-17,11214336000
2015-07-20,11297664000
2015-07-21,11268096000
2015-07-22,11276160000
2015-07-23,11286912000
2015-07-24,11168640000
2015-07-27,11066496000
2015-07-28,11265408000
2015-07-29,11372928000
2015-07-30,11504640000
2015-07-31,11633664000
2015-08-03,11684736000
2015-08-04,11789568000
2015-08-05,11829888000
2015-08-06,11622912000
2015-08-07,11622912000
2015-08-10,11735808000
2015-08-11,11606784000
2015-08-12,11534208000
2015-08-13,11617536000
2015-08-14,11692800000
2015-08-17,11819136000
2015-08-18,11950848000
2015-08-19,11859456000
2015-08-20,11614848000
2015-08-21,11297664000
2015-08-24,10743936000
2015-08-25,10593408000
2015-08-26,11015424000
2015-08-27,11249280000
2015-08-28,11198208000
2015-08-31,11324544000
2015-09-01,10937472000
2015-09-02,11179392000
2015-09-03,11278848000
2015-09-04,11217024000
2015-09-08,11711616000
2015-09-09,11407872000
2015-09-10,11327232000
2015-09-11,11434752000
2015-09-14,11356800000
2015-09-15,11424000000
2015-09-16,11536896000
2015-09-17,11531520000
2015-09-18,11300352000
2015-09-21,11335296000
2015-09-22,11122944000
2015-09-23,11028864000
2015-09-24,10878336000
2015-09-25,10934784000
2015-09-28,10547712000
2015-09-29,10364928000
2015-09-30,8466172000
2015-10-01,8589828000
2015-10-02,8658052000
2015-10-05,8866988000
2015-10-06,8728408000
2015-10-07,8881912000
2015-10-08,9043944000
2015-10-09,9001304000
2015-10-12,9071660000
2015-10-13,9009832000
2015-10-14,9024756000
2015-10-15,9043944000
2015-10-16,9129224000
2015-10-19,9107904000
2015-10-20,9058868000
2015-10-21,9026888000
2015-10-22,9148412000
2015-10-23,9156940000
2015-10-26,9250748000
2015-10-27,9223032000
2015-10-28,9321104000
2015-10-29,9227296000
2015-10-30,9046076000
2015-11-02,9318972000
2015-11-03,9374404000
2015-11-04,9363744000
2015-11-05,9348820000
2015-11-06,9434100000
2015-11-09,9338160000
2015-11-10,9419176000
2015-11-11,9589736000
2015-11-12,9427704000
2015-11-13,9099376000
2015-11-16,9218768000
2015-11-17,9259276000
2015-11-18,9402120000
2015-11-19,9365876000
2015-11-20,9468212000
2015-11-23,9540700000
2015-11-24,9527908000
2015-11-25,9495928000
2015-11-27,9512984000
2015-11-30,9521512000
2015-12-01,9702732000
2015-12-02,9517248000
2015-12-03,9338160000
2015-12-04,9557756000
2015-12-07,10267712000
2015-12-08,10009740000
2015-12-09,9918064000
2015-12-10,10067304000
2015-12-11,9653696000
2015-12-14,8986380000
2015-12-15,9408516000
2015-12-16,9632376000
2015-12-17,9555624000
2015-12-18,9532172000
2015-12-21,9551360000
2015-12-22,9472476000
2015-12-23,9438364000
2015-12-24,9297652000
2015-12-28,9459684000
2015-12-29,9431968000
2015-12-30,9327500000
2015-12-31,11844296000
2016-01-04,11672328000
2016-01-05,11666954000
2016-01-06,11344514000
2016-01-07,10836671000
2016-01-08,10581406000
2016-01-11,10573345000
2016-01-12,10739939000
2016-01-13,10202539000
2016-01-14,10070876000
2016-01-15,9976831000
2016-01-19,9726940000
2016-01-20,9692009000
2016-01-21,9901595000
2016-01-22,9933839000
2016-01-25,9976831000
2016-01-26,10258966000
2016-01-27,9982205000
2016-01-28,10078937000
2016-01-29,10420186000
2016-02-01,10481987000
2016-02-02,10009075000
2016-02-03,9735001000
2016-02-04,10081624000
2016-02-05,9788741000
2016-02-08,9205662000
2016-02-09,9208349000
2016-02-10,9369569000
2016-02-11,9071312000
2016-02-12,9348073000
2016-02-16,9673200000
2016-02-17,10057441000
2016-02-18,10076250000
2016-02-19,10065502000
2016-02-22,10240157000
2016-02-23,10175669000
2016-02-24,10140738000
2016-02-25,10175669000
2016-02-26,10390629000
2016-02-29,10213287000
2016-03-01,10616337000
2016-03-02,10831297000
2016-03-03,11091936000
2016-03-04,11011326000
2016-03-07,10637833000
2016-03-08,10398690000
2016-03-09,10707695000
2016-03-10,10694260000
2016-03-11,11059692000
2016-03-14,11089249000
2016-03-15,11116119000
2016-03-16,11328392000
2016-03-17,11454681000
2016-03-18,11548726000
2016-03-21,11599779000
2016-03-22,11626649000
2016-03-23,11578283000
2016-03-24,11548726000
2016-03-28,11771747000
2016-03-29,12078065000
2016-03-30,11922219000
2016-03-31,19855207000
2016-04-01,20415582000
2016-04-04,20334888000
2016-04-05,20070391000
2016-04-06,20007629000
2016-04-07,19653472000
2016-04-08,19653472000
2016-04-11,19617608000
2016-04-12,19640023000
2016-04-13,19971765000
2016-04-14,19810377000
2016-04-15,19873139000
2016-04-18,20106255000
2016-04-19,20115221000
2016-04-20,20003146000
2016-04-21,19940384000
2016-04-22,19886588000
2016-04-25,19743132000
2016-04-26,19900037000
2016-04-27,19980731000
2016-04-28,19465186000
2016-04-29,20415582000
2016-05-02,21150794000
2016-05-03,20895263000
2016-05-04,20926644000
2016-05-05,21029753000
2016-05-06,21088032000
2016-05-09,21437706000
2016-05-10,22042911000
2016-05-11,21702203000
2016-05-12,21760482000
2016-05-13,21289767000
2016-05-16,21491502000
2016-05-17,21294250000
2016-05-18,21123896000
2016-05-19,21146311000
2016-05-20,21132862000
2016-05-23,21294250000
2016-05-24,21469087000
2016-05-25,21464604000
2016-05-26,21392876000
2016-05-27,21410808000
2016-05-31,21379427000
2016-06-01,21487019000
2016-06-02,21518400000
2016-06-03,21500468000
2016-06-06,21545298000
2016-06-07,21903938000
2016-06-08,21957734000
2016-06-09,21948768000
2016-06-10,21495985000
2016-06-13,21397359000
2016-06-14,21545298000
2016-06-15,21724618000
2016-06-16,21841176000
2016-06-17,21684271000
2016-06-20,21791863000
2016-06-21,21747033000
2016-06-22,21778414000
2016-06-23,22172918000
2016-06-24,20850433000
2016-06-27,20209364000
2016-06-28,21052168000
2016-06-29,21446672000
2016-06-30,23507880000
2016-07-01,23609520000
2016-07-05,23241680000
2016-07-06,23314280000
2016-07-07,23285240000
2016-07-08,23648240000
2016-07-11,23517560000
2016-07-12,23856360000
2016-07-13,23701480000
2016-07-14,23580480000
2016-07-15,23565960000
2016-07-18,23382040000
2016-07-19,23251360000
2016-07-20,23633720000
2016-07-21,23532080000
2016-07-22,23706320000
2016-07-25,23701480000
2016-07-26,23987040000
2016-07-27,23793440000
2016-07-28,23904760000
2016-07-29,25390640000
2016-08-01,26121480000
2016-08-02,26048880000
2016-08-03,25898840000
2016-08-04,25787520000
2016-08-05,26015000000
2016-08-08,26213440000
2016-08-09,26208600000
2016-08-10,26227960000
2016-08-11,26363480000
2016-08-12,26566760000
2016-08-15,26566760000
2016-08-16,26324760000
2016-08-17,26111800000
2016-08-18,26136000000
2016-08-19,26039200000
2016-08-22,26063400000
2016-08-23,26358640000
2016-08-24,26058560000
2016-08-25,25990800000
2016-08-26,26073080000
2016-08-29,26092440000
2016-08-30,25918200000
2016-08-31,25690720000
2016-09-01,25758480000
2016-09-02,25927880000
2016-09-06,26155360000
2016-09-07,25956920000
2016-09-08,25395480000
2016-09-09,24393600000
2016-09-12,24461360000
2016-09-13,24040280000
2016-09-14,24229040000
2016-09-15,24601720000
2016-09-16,24679160000
2016-09-19,24751760000
2016-09-20,24979240000
2016-09-21,25410000000
2016-09-22,25342240000
2016-09-23,25153480000
2016-09-26,24853400000
2016-09-27,25361600000
2016-09-28,25235760000
2016-09-29,25172840000
2016-09-30,25492706000
2016-10-03,25294225000
2016-10-04,24979560000
2016-10-05,25449137000
2016-10-06,25328112000
2016-10-07,25129631000
2016-10-10,24853694000
2016-10-11,24369594000
2016-10-12,24892422000
2016-10-13,25231292000
2016-10-14,25294225000
2016-10-17,25371681000
2016-10-18,25502388000
2016-10-19,25468501000
2016-10-20,25400727000
2016-10-21,25415250000
2016-10-24,25405568000
2016-10-25,24994083000
2016-10-26,24621326000
2016-10-27,24301820000
2016-10-28,23914540000
2016-10-31,23246482000
2016-11-01,23314256000
2016-11-02,23067365000
2016-11-03,23048001000
2016-11-04,23014114000
2016-11-07,23798356000
2016-11-08,24403481000
2016-11-09,24011360000
2016-11-10,23072206000
2016-11-11,22970545000
2016-11-14,22515491000
2016-11-15,22776905000
2016-11-16,22718813000
2016-11-17,23023796000
2016-11-18,22626834000
2016-11-21,23028637000
2016-11-22,23285210000
2016-11-23,23319097000
2016-11-25,23459486000
2016-11-28,23038319000
2016-11-29,22980227000
2016-11-30,22757541000
2016-12-01,21997504000
2016-12-02,22113688000
2016-12-05,22123370000
2016-12-06,22113688000
2016-12-07,22099165000
2016-12-08,21876479000
2016-12-09,22041073000
2016-12-12,22500968000
2016-12-13,22897930000
2016-12-14,22578424000
2016-12-15,22597788000
2016-12-16,22355738000
2016-12-19,22123370000
2016-12-20,22079801000
2016-12-21,22350897000
2016-12-22,22045914000
2016-12-23,21973299000
2016-12-27,22021709000
2016-12-28,21963617000
2016-12-29,21929730000
2016-12-30,21615065000
2017-01-03,21750264000
2017-01-04,22520142000
2017-01-05,22602456000
2017-01-06,22689612000
2017-01-09,22728348000
2017-01-10,22742874000
2017-01-11,22699296000
2017-01-12,22815504000
2017-01-13,22757400000
2017-01-17,23101182000
2017-01-18,23023710000
2017-01-19,22258674000
2017-01-20,22311936000
2017-01-23,22476564000
2017-01-24,22844556000
2017-01-25,22718664000
2017-01-26,22442670000
2017-01-27,22336146000
2017-01-30,22408776000
2017-01-31,22917186000
2017-02-01,22975290000
2017-02-02,23149602000
2017-02-03,22704138000
2017-02-06,21416166000
2017-02-07,22040784000
2017-02-08,22355514000
2017-02-09,22432986000
2017-02-10,22752558000
2017-02-13,22786452000
2017-02-14,23014026000
2017-02-15,22888134000
2017-02-16,22699296000
2017-02-17,22583088000
2017-02-21,22510458000
2017-02-22,22878450000
2017-02-23,22752558000
2017-02-24,23566014000
2017-02-27,23963058000
2017-02-28,23740326000
2017-03-01,24016320000
2017-03-02,23885586000
2017-03-03,23890428000
2017-03-06,23716116000
2017-03-07,23498226000
2017-03-08,23604750000
2017-03-09,23454648000
2017-03-10,23566014000
2017-03-13,23507910000
2017-03-14,23212548000
2017-03-15,23706432000
2017-03-16,23440122000
2017-03-17,23444964000
2017-03-20,23517594000
2017-03-21,23474016000
2017-03-22,23285178000
2017-03-23,23188338000
2017-03-24,23081814000
2017-03-27,23101182000
2017-03-28,23096340000
2017-03-29,23110866000
2017-03-30,22931712000
2017-03-31,22844431000
2017-04-03,22752414000
2017-04-04,22364974000
2017-04-05,22229370000
2017-04-06,22326230000
2017-04-07,22384346000
2017-04-10,22650711000
2017-04-11,22408561000
2017-04-12,22360131000
2017-04-13,22287486000
2017-04-17,22505421000
2017-04-18,22408561000
2017-04-19,22427933000
2017-04-20,22810530000
2017-04-21,22931605000
2017-04-24,23246400000
2017-04-25,23498236000
2017-04-26,23759758000
2017-04-27,23561195000
2017-04-28,23120482000
2017-05-01,22277800000
2017-05-02,22263271000
2017-05-03,22025964000
2017-05-04,22205155000
2017-05-05,22466677000
2017-05-08,25149699000
2017-05-09,25609784000
2017-05-10,25706644000
2017-05-11,25890678000
2017-05-12,25517767000
2017-05-15,25667900000
2017-05-16,25701801000
2017-05-17,25265931000
2017-05-18,25120641000
2017-05-19,25571040000
2017-05-22,25566197000
2017-05-23,25590412000
2017-05-24,25575883000
2017-05-25,25803504000
2017-05-26,25759917000
2017-05-30,25832562000
2017-05-31,25643685000
2017-06-01,25672743000
2017-06-02,25837405000
2017-06-05,25711487000
2017-06-06,25537139000
2017-06-07,25643685000
2017-06-08,25682429000
2017-06-09,25784132000
2017-06-12,25546825000
2017-06-13,26045654000
2017-06-14,26529954000
2017-06-15,26437937000
2017-06-16,26563855000
2017-06-19,26413722000
2017-06-20,25837405000
2017-06-21,25459651000
2017-06-22,25275617000
2017-06-23,25716330000
2017-06-26,25832562000
2017-06-27,25716330000
2017-06-28,25847091000
2017-06-29,25677586000
2017-06-30,26295248000
2017-07-03,26211880000
2017-07-05,26334480000
2017-07-06,26015720000
2017-07-07,26123608000
2017-07-10,26187360000
2017-07-11,25981392000
2017-07-12,26001008000
2017-07-13,26211880000
2017-07-14,26388424000
2017-07-17,26432560000
2017-07-18,26408040000
2017-07-19,26363904000
2017-07-20,26040240000
2017-07-21,25942160000
2017-07-24,25795040000
2017-07-25,25966680000
2017-07-26,25868600000
2017-07-27,25569456000
2017-07-28,25535128000
2017-07-31,25853888000
2017-08-01,25829368000
2017-08-02,25726384000
2017-08-03,25775424000
2017-08-04,24858376000
2017-08-07,25162424000
2017-08-08,24892704000
2017-08-09,24882896000
2017-08-10,24618080000
2017-08-11,24520000000
2017-08-14,24569040000
2017-08-15,24622984000
2017-08-16,24882896000
2017-08-17,24593560000
2017-08-18,24353264000
2017-08-21,23769688000
2017-08-22,23911904000
2017-08-23,23877576000
2017-08-24,23612760000
2017-08-25,23598048000
2017-08-28,23627472000
2017-08-29,23338136000
2017-08-30,23294000000
2017-08-31,23676512000
2017-09-01,23985464000
2017-09-05,23892288000
2017-09-06,23063512000
2017-09-07,21950304000
2017-09-08,21597216000
2017-09-11,21587408000
2017-09-12,21749240000
2017-09-13,21685488000
2017-09-14,21219608000
2017-09-15,21185280000
2017-09-18,21082296000
2017-09-19,20925368000
2017-09-20,20792960000
2017-09-21,20341792000
2017-09-22,20297656000
2017-09-25,20086784000
2017-09-26,20224096000
2017-09-27,20390832000
2017-09-28,20572280000
2017-09-29,20925368000
2017-10-02,20954133000
2017-10-03,21037110000
2017-10-04,21120087000
2017-10-05,21378780000
2017-10-06,21427590000
2017-10-09,20988300000
2017-10-10,20836989000
2017-10-11,21071277000
2017-10-12,20880918000
2017-10-13,21037110000
2017-10-16,20866275000
2017-10-17,20470914000
2017-10-18,20114601000
2017-10-19,19811979000
2017-10-20,19704597000
2017-10-23,19602096000
2017-10-24,19714359000
2017-10-25,19660668000
2017-10-26,19719240000
2017-10-27,19524000000
2017-10-30,19748526000
2017-10-31,19904718000
2017-11-01,20012100000
2017-11-02,14647881000
2017-11-03,15018837000
2017-11-06,15043242000
2017-11-07,14960265000
2017-11-08,15331221000
2017-11-09,14691810000
2017-11-10,14301330000
2017-11-13,13896207000
2017-11-14,13686324000
2017-11-15,13671681000
2017-11-16,13754658000
2017-11-17,13940136000
2017-11-20,14067042000
2017-11-21,13652157000
2017-11-22,13764420000
2017-11-24,13847397000
2017-11-27,14540499000
2017-11-28,15023718000
2017-11-29,14891931000
2017-11-30,15116457000
2017-12-01,15380031000
2017-12-04,15526461000
2017-12-05,15511818000
2017-12-06,15516699000
2017-12-07,15038361000
2017-12-08,15111576000
2017-12-11,15092052000
2017-12-12,15209196000
2017-12-13,15326340000
2017-12-14,14877288000
2017-12-15,14930979000
2017-12-18,15053004000
2017-12-19,15038361000
2017-12-20,14745501000
2017-12-21,15009075000
2017-12-22,14970027000
2017-12-26,15092052000
2017-12-27,14999313000
2017-12-28,15145743000
2017-12-29,15082290000
2018-01-02,15377040000
2018-01-03,15469380000
2018-01-04,15581160000
2018-01-05,15542280000
2018-01-08,15590880000
2018-01-09,15508260000
2018-01-10,15138900000
2018-01-11,15508260000
2018-01-12,15678359999
2018-01-16,15430500000
2018-01-17,15445080000
2018-01-18,15206940000
2018-01-19,15172920000
2018-01-22,15328440000
2018-01-23,15381900000
2018-01-24,15177780000
2018-01-25,12057660000
2018-01-26,12310380000
2018-01-29,12324960000
2018-01-30,12504780000
2018-01-31,12849840000
2018-02-01,13316400000
2018-02-02,13598280000
2018-02-05,12694320000
2018-02-06,13972500000
2018-02-07,14317560000
2018-02-08,13564260000
2018-02-09,13418460000
2018-02-12,13267800000
2018-02-13,12927600000
2018-02-14,13219200000
2018-02-15,13433040000
2018-02-16,13719780000
2018-02-20,13311540000
2018-02-21,13039380000
2018-02-22,12981060000
2018-02-23,13024800000
2018-02-26,13520520000
2018-02-27,13102560000
2018-02-28,12485340000
2018-03-01,12879000000
2018-03-02,12922740000
2018-03-05,13651740000
2018-03-06,13554540000
2018-03-07,13219200000
2018-03-08,13447620000
2018-03-09,13277520000
2018-03-12,14089140000
2018-03-13,13899600000
2018-03-14,13816980000
2018-03-15,14040540000
2018-03-16,13928760000
2018-03-19,13019940000
2018-03-20,13219200000
2018-03-21,13029660000
2018-03-22,12558240000
2018-03-23,12320100000
2018-03-26,12665160000
2018-03-27,12242340000
2018-03-28,12286080000
2018-03-29,12383280000
2018-04-02,12023726000
2018-04-03,12106380000
2018-04-04,12480754000
2018-04-05,12748164000
2018-04-06,12539098000
2018-04-09,12407824000
2018-04-10,12558546000
2018-04-11,12602304000
2018-04-12,12524512000
2018-04-13,12505064000
2018-04-16,12762750000
2018-04-17,13307294000
2018-04-18,13239226000
2018-04-19,12971816000
2018-04-20,12855128000
2018-04-23,12869714000
2018-04-24,13015574000
2018-04-25,13214916000
2018-04-26,13107952000
2018-04-27,13487188000
2018-04-30,13433706000
2018-05-01,13151710000
2018-05-02,13054470000
2018-05-03,12976678000
2018-05-04,13443430000
2018-05-07,13409396000
2018-05-08,13278122000
2018-05-09,13107952000
2018-05-10,13331604000
2018-05-11,13156572000
2018-05-14,13180882000
2018-05-15,12806508000
2018-05-16,12884300000
2018-05-17,13137124000
2018-05-18,12796784000
2018-05-21,12830818000
2018-05-22,12753026000
2018-05-23,12582856000
2018-05-24,12208482000
2018-05-25,12281412000
2018-05-29,12072346000
2018-05-30,12048036000
2018-05-31,11464596000
2018-06-01,11240944000
2018-06-04,11289564000
2018-06-05,11464596000
2018-06-06,11717420000
2018-06-07,11897314000
2018-06-08,11999416000
2018-06-11,12441858000
2018-06-12,12796784000
2018-06-13,12660648000
2018-06-14,12830818000
2018-06-15,12665510000
2018-06-18,12602304000
2018-06-19,12767612000
2018-06-20,12787060000
2018-06-21,12534236000
2018-06-22,12743302000
2018-06-25,12650924000
2018-06-26,12748164000
2018-06-27,12621752000
2018-06-28,12500202000
2018-06-29,12539098000
2018-07-02,12372102991
2018-07-03,12367393397
2018-07-05,12786547248
2018-07-06,12913706281
2018-07-09,13111509222
2018-07-10,13017317346
2018-07-11,12904287094
2018-07-12,12960802220
2018-07-13,13092670847
2018-07-16,13078542065
