,RF
2004-08-25,14632227780
2004-08-26,14673862320
2004-08-27,14655358080
2004-08-30,14743253220
2004-08-31,14937547740
2004-09-01,15085581660
2004-09-02,15159598620
2004-09-03,15090207719
2004-09-07,15340014959
2004-09-08,15238241639
2004-09-09,15252119820
2004-09-10,15279876180
2004-09-13,15460292520
2004-09-14,15377023440
2004-09-15,15381649500
2004-09-16,15488048879
2004-09-17,15358519200
2004-09-20,15363145260
2004-09-21,15316884660
2004-09-22,15279876180
2004-09-23,15145720440
2004-09-24,15122590139
2004-09-27,15071703480
2004-09-28,15071703480
2004-09-29,15340014959
2004-09-30,15376933320
2004-10-01,15674611400
2004-10-04,15637401639
2004-10-05,15628099200
2004-10-06,15590889440
2004-10-07,15535074800
2004-10-08,15516469920
2004-10-11,15711821160
2004-10-12,15725774820
2004-10-13,15600191880
2004-10-14,15479260160
2004-10-15,15916474840
2004-10-18,15832752880
2004-10-19,15883916300
2004-10-20,15953684599
2004-10-21,15995545580
2004-10-22,15828101660
2004-10-25,15772287019
2004-10-26,16000196800
2004-10-27,16190896820
2004-10-28,16242060240
2004-10-29,16316479760
2004-11-01,16242060240
2004-11-02,16260665120
2004-11-03,16335084639
2004-11-04,16604855400
2004-11-05,16511831000
2004-11-08,16446713920
2004-11-09,16404852940
2004-11-10,16456016360
2004-11-11,16502528559
2004-11-12,16483923679
2004-11-15,16614157840
2004-11-16,16590901740
2004-11-17,16516482220
2004-11-18,16549040760
2004-11-19,16204850480
2004-11-22,16307177320
2004-11-23,16172291940
2004-11-24,16307177320
2004-11-26,16316479760
2004-11-29,16302526099
2004-11-30,16274618780
2004-12-01,16646716380
2004-12-02,16549040760
2004-12-03,16507179780
2004-12-06,16488574900
2004-12-07,16158338280
2004-12-08,16242060240
2004-12-09,16190896820
2004-12-10,16232757800
2004-12-13,16395550500
2004-12-14,16358340740
2004-12-15,16437411480
2004-12-16,16302526099
2004-12-17,16423457820
2004-12-20,16488574900
2004-12-21,16465318800
2004-12-22,16469970019
2004-12-23,16488574900
2004-12-27,16386248059
2004-12-28,16511831000
2004-12-29,16539738320
2004-12-30,16502528559
2004-12-31,16553691980
2005-01-03,16395550500
2005-01-04,16339735860
2005-01-05,16242060240
2005-01-06,16311828540
2005-01-07,16269967559
2005-01-10,16176943160
2005-01-11,16125779740
2005-01-12,15972289480
2005-01-13,15530423580
2005-01-14,15618796760
2005-01-18,15423445519
2005-01-19,15465306500
2005-01-20,15353677220
2005-01-21,15288560139
2005-01-24,15321118679
2005-01-25,15214140620
2005-01-26,15418794300
2005-01-27,15274606480
2005-01-28,14790879600
2005-01-31,14883904000
2005-02-01,15004835720
2005-02-02,14869950340
2005-02-03,14902508880
2005-02-04,15023440599
2005-02-07,15000184500
2005-02-08,14986230840
2005-02-09,15018789380
2005-02-10,15032743040
2005-02-11,15242047940
2005-02-14,15251350380
2005-02-15,15339723559
2005-02-16,15232745500
2005-02-17,15176930860
2005-02-18,15186233300
2005-02-22,15004835720
2005-02-23,14916462540
2005-02-24,14986230840
2005-02-25,15065301580
2005-02-28,15004835720
2005-03-01,15265304040
2005-03-02,15204838179
2005-03-03,15400189420
2005-03-04,15674611400
2005-03-07,15781589460
2005-03-08,15707169940
2005-03-09,15502516260
2005-03-10,15604843099
2005-03-11,15390886980
2005-03-14,15632750420
2005-03-15,15488562599
2005-03-16,15302513800
2005-03-17,15460655280
2005-03-18,15288560139
2005-03-21,15237396720
2005-03-22,15000184500
2005-03-23,15065301580
2005-03-24,14935067420
2005-03-28,14981579620
2005-03-29,14953672300
2005-03-30,15153674760
2005-03-31,14998381200
2005-04-01,14965977290
2005-04-04,14952089899
2005-04-05,15007639460
2005-04-06,15151142489
2005-04-07,15155771620
2005-04-08,15072447280
2005-04-11,14938202510
2005-04-12,15206692050
2005-04-13,14803957740
2005-04-14,14623421670
2005-04-15,15090963800
2005-04-18,14938202510
2005-04-19,14952089899
2005-04-20,14794699480
2005-04-21,14993752070
2005-04-22,15035414239
2005-04-25,15243725090
2005-04-26,15151142489
2005-04-27,15391857250
2005-04-28,15211321180
2005-04-29,15502956370
2005-05-02,15600168100
2005-05-03,15558505930
2005-05-04,15924207200
2005-05-05,15711267219
2005-05-06,15438148550
2005-05-09,15604797230
2005-05-10,15391857250
2005-05-11,15516843760
2005-05-12,15290016390
2005-05-13,15215950309
2005-05-16,15567764190
2005-05-17,15660346790
2005-05-18,15896432420
2005-05-19,15873286770
2005-05-20,15688121570
2005-05-23,15627942880
2005-05-24,15553876800
2005-05-25,15461294200
2005-05-26,15526102020
2005-05-27,15614055489
2005-05-31,15590909840
2005-06-01,15771445910
2005-06-02,15725154610
2005-06-03,15553876800
2005-06-06,15577022450
2005-06-07,15507585500
2005-06-08,15507585500
2005-06-09,15498327239
2005-06-10,15452035940
2005-06-13,15447406809
2005-06-14,15470552460
2005-06-15,15558505930
2005-06-16,15586280710
2005-06-17,15720525480
2005-06-20,15780704170
2005-06-21,15706638090
2005-06-22,15836253730
2005-06-23,15651088530
2005-06-24,15646459399
2005-06-27,15692750700
2005-06-28,15859399380
2005-06-29,15877915899
2005-06-30,15569994440
2005-07-01,15675693930
2005-07-05,15854923500
2005-07-06,15648120149
2005-07-07,15698672079
2005-07-08,15891688540
2005-07-11,16020366180
2005-07-12,16084705000
2005-07-13,16153639450
2005-07-14,16227169530
2005-07-15,15988196770
2005-07-18,15744628380
2005-07-19,15882497280
2005-07-20,15933049210
2005-07-21,15836540980
2005-07-22,15740032750
2005-07-25,15717054600
2005-07-26,15776797790
2005-07-27,15735437120
2005-07-28,15638928890
2005-07-29,15459699320
2005-08-01,15455103690
2005-08-02,15528633770
2005-08-03,15533229399
2005-08-04,15353999829
2005-08-05,15119622700
2005-08-08,15142600850
2005-08-09,15243704710
2005-08-10,15266682860
2005-08-11,15367786719
2005-08-12,15239109079
2005-08-15,15331021680
2005-08-16,15147196480
2005-08-17,15193152780
2005-08-18,15138005219
2005-08-19,15202344040
2005-08-22,15294256640
2005-08-23,15110431440
2005-08-24,15000136320
2005-08-25,15032305730
2005-08-26,14784141710
2005-08-29,14908223719
2005-08-30,15041496989
2005-08-31,15036901360
2005-09-01,14894436829
2005-09-02,14949584390
2005-09-06,15073666399
2005-09-07,15013923210
2005-09-08,14848480530
2005-09-09,14963371280
2005-09-12,14949584390
2005-09-13,14788737340
2005-09-14,14724398520
2005-09-15,14807119860
2005-09-16,15004731950
2005-09-19,14779546079
2005-09-20,14756567930
2005-09-21,14508403910
2005-09-22,14503808280
2005-09-23,14595720880
2005-09-26,14393513160
2005-09-27,14333769970
2005-09-28,14232666110
2005-09-29,14370535010
2005-09-30,14204475040
2005-10-03,14167959680
2005-10-04,13798241660
2005-10-05,13729775360
2005-10-06,13738904200
2005-10-07,13830192600
2005-10-10,13611100440
2005-10-11,13506118780
2005-10-12,13496989940
2005-10-13,13615664860
2005-10-14,14574193060
2005-10-17,14336843220
2005-10-18,14099493380
2005-10-19,14441824880
2005-10-20,14373358580
2005-10-21,14523984440
2005-10-24,14971297599
2005-10-25,14752205440
2005-10-26,14747641020
2005-10-27,14688303560
2005-10-28,14802414060
2005-10-31,14857187099
2005-11-01,14857187099
2005-11-02,15062586000
2005-11-03,14939346659
2005-11-04,15012377380
2005-11-07,15254291640
2005-11-08,15231469539
2005-11-09,15258856060
2005-11-10,15432304020
2005-11-11,15519028000
2005-11-14,15436868440
2005-11-15,15295371420
2005-11-16,15272549320
2005-11-17,15482512640
2005-11-18,15500770320
2005-11-21,15587494300
2005-11-22,15582929880
2005-11-23,15614880820
2005-11-25,15687911539
2005-11-28,15669653860
2005-11-29,15578365460
2005-11-30,15377530979
2005-12-01,15610316400
2005-12-02,15642267340
2005-12-05,15464254960
2005-12-06,15473383800
2005-12-07,15299935840
2005-12-08,15272549320
2005-12-09,15427739599
2005-12-12,15391224240
2005-12-13,15605751979
2005-12-14,15683347120
2005-12-15,15655960599
2005-12-16,15948083479
2005-12-19,15783764360
2005-12-20,15833972979
2005-12-21,15852230659
2005-12-22,15847666240
2005-12-23,15907003700
2005-12-27,15770071099
2005-12-28,15756377840
2005-12-29,15669653860
2005-12-30,15592058719
2006-01-03,15742684580
2006-01-04,15770071099
2006-01-05,15916132539
2006-01-06,15934390219
2006-01-09,16030243039
2006-01-10,16002856520
2006-01-11,15865923920
2006-01-12,15628574080
2006-01-13,15843101820
2006-01-17,15692475960
2006-01-18,15797457620
2006-01-19,15916132539
2006-01-20,15350144460
2006-01-23,15309064680
2006-01-24,15331886780
2006-01-25,15313629099
2006-01-26,15473383800
2006-01-27,15564672200
2006-01-30,15240598380
2006-01-31,15144745560
2006-02-01,15295371420
2006-02-02,15226905120
2006-02-03,15121923460
2006-02-06,15194954180
2006-02-07,15121923460
2006-02-08,15263420479
2006-02-09,15313629099
2006-02-10,15436868440
2006-02-13,15427739599
2006-02-14,15687911539
2006-02-15,15774635520
2006-02-16,15925261380
2006-02-17,15916132539
2006-02-21,15797457620
2006-02-22,16071322820
2006-02-23,15943519060
2006-02-24,16011985360
2006-02-27,16089580500
2006-02-28,15875052760
2006-03-01,15952647900
2006-03-02,15806586460
2006-03-03,15715298060
2006-03-06,15651396180
2006-03-07,15770071099
2006-03-08,15870488340
2006-03-09,15751813420
2006-03-10,15929825800
2006-03-13,16021114200
2006-03-14,16231077520
2006-03-15,16313237080
2006-03-16,16386267800
2006-03-17,16441040840
2006-03-20,16573409020
2006-03-21,16491249460
2006-03-22,16486685039
2006-03-23,16409089900
2006-03-24,16377138960
2006-03-27,16331494760
2006-03-28,16203691000
2006-03-29,16189997740
2006-03-30,16030243039
2006-03-31,16020919760
2006-04-03,16016364479
2006-04-04,16189465120
2006-04-05,16057362000
2006-04-06,16016364479
2006-04-07,15879706080
2006-04-10,16153022880
2006-04-11,15970811680
2006-04-12,16039140880
2006-04-13,16107470080
2006-04-17,16207686240
2006-04-18,16330678800
2006-04-19,16203130960
2006-04-20,16216796800
2006-04-21,16266904880
2006-04-24,16253239040
2006-04-25,16166688720
2006-04-26,16335234080
2006-04-27,16444560800
2006-04-28,16631327280
2006-05-01,16389897439
2006-05-02,16394452720
2006-05-03,16376231600
2006-05-04,16440005520
2006-05-05,16553887520
2006-05-08,16590329760
2006-05-09,16622216720
2006-05-10,16558442800
2006-05-11,16339789359
2006-05-12,16253239040
2006-05-15,16458226640
2006-05-16,16476447760
2006-05-17,16344344640
2006-05-18,16203130960
2006-05-19,16289681280
2006-05-22,16298791840
2006-05-23,16239573200
2006-05-24,16184909840
2006-05-25,15688384319
2006-05-26,15661052640
2006-05-30,15387735840
2006-05-31,15419622800
2006-06-01,15629165680
2006-06-02,15642831520
2006-06-05,15460620319
2006-06-06,15410512240
2006-06-07,15487952000
2006-06-08,15519838960
2006-06-09,15533504800
2006-06-12,15451509760
2006-06-13,15333072479
2006-06-14,15155416560
2006-06-15,15383180560
2006-06-16,15383180560
2006-06-19,15278409120
2006-06-20,15301185520
2006-06-21,15273853840
2006-06-22,15200969359
2006-06-23,14982315920
2006-06-26,15050645120
2006-06-27,14891210319
2006-06-28,15000537040
2006-06-29,15182748240
2006-06-30,15051085919
2006-07-03,15269217600
2006-07-05,15078352380
2006-07-06,15096530020
2006-07-07,15123796480
2006-07-10,15155607350
2006-07-11,15214684679
2006-07-12,14873853929
2006-07-13,14746610450
2006-07-14,15510071330
2006-07-17,16096300220
2006-07-18,16123566679
2006-07-19,16464397429
2006-07-20,16323520720
2006-07-21,16278076620
2006-07-24,16487119480
2006-07-25,16464397429
2006-07-26,16709795570
2006-07-27,16482575070
2006-07-28,16618907370
2006-07-31,16491663890
2006-08-01,16623451780
2006-08-02,16696162340
2006-08-03,16741606440
2006-08-04,16832494640
2006-08-07,16737062030
2006-08-08,16537107990
2006-08-09,16473486250
2006-08-10,16609818549
2006-08-11,16564374450
2006-08-14,16387142460
2006-08-15,16709795570
2006-08-16,16718884390
2006-08-17,16750695260
2006-08-18,16687073520
2006-08-21,16650718240
2006-08-22,16768872900
2006-08-23,16727973210
2006-08-24,16832494640
2006-08-25,16668895880
2006-08-28,16541652400
2006-08-29,16418953330
2006-08-30,16409864510
2006-08-31,16355331590
2006-09-01,16418953330
2006-09-05,16473486250
2006-09-06,16496208299
2006-09-07,16391686870
2006-09-08,16428042150
2006-09-11,16418953330
2006-09-12,16537107990
2006-09-13,16650718240
2006-09-14,16732517620
2006-09-15,16809772590
2006-09-18,16646173830
2006-09-19,16582552090
2006-09-20,16668895880
2006-09-21,16555285630
2006-09-22,16478030660
2006-09-25,16582552090
2006-09-26,16827950230
2006-09-27,16823405820
2006-09-28,16864305510
2006-09-29,16718884390
2006-10-02,26699808329
2006-10-03,26859730950
2006-10-04,27230460660
2006-10-05,27484883010
2006-10-06,27535767480
2006-10-09,27419460120
2006-10-10,27433998540
2006-10-11,27528498270
2006-10-12,27622998000
2006-10-13,28255419270
2006-10-16,28095496650
2006-10-17,28117304280
2006-10-18,27877420350
2006-10-19,27666613260
2006-10-20,27579382740
2006-10-23,27630267210
2006-10-24,27681151680
2006-10-25,27608459579
2006-10-26,27717497730
2006-10-27,27579382740
2006-10-30,27535767480
2006-10-31,27586651950
2006-11-01,27455806170
2006-11-02,27157768560
2006-11-03,26997845940
2006-11-06,27375844859
2006-11-07,27346768020
2006-11-08,27150499350
2006-11-09,27048730410
2006-11-10,27106884090
2006-11-13,26910615420
2006-11-14,26888807790
2006-11-15,26692539120
2006-11-16,26939692260
2006-11-17,26917884630
2006-11-20,26903346210
2006-11-21,26561693340
2006-11-22,26750692799
2006-11-24,26743423590
2006-11-27,26409039930
2006-11-28,26576231760
2006-11-29,26794308060
2006-11-30,26641654650
2006-12-01,26728885170
2006-12-04,26787038850
2006-12-05,26757962010
2006-12-06,26721615960
2006-12-07,26678000700
2006-12-08,26685269910
2006-12-11,26525347290
2006-12-12,26692539120
2006-12-13,26932423049
2006-12-14,27165037770
2006-12-15,27099614880
2006-12-18,27223191450
2006-12-19,26997845940
2006-12-20,26983307520
2006-12-21,27048730410
2006-12-22,27063268829
2006-12-26,27288614340
2006-12-27,27513959850
2006-12-28,27339498810
2006-12-29,27186845400
2007-01-03,27637536420
2007-01-04,27506690640
2007-01-05,27034191990
2007-01-08,26859730950
2007-01-09,26939692260
2007-01-10,27019653570
2007-01-11,27106884090
2007-01-12,26939692260
2007-01-16,26823384900
2007-01-17,26685269910
2007-01-18,27063268829
2007-01-19,26510808870
2007-01-22,26350886250
2007-01-23,26132809950
2007-01-24,26329078620
2007-01-25,26190963630
2007-01-26,26263655730
2007-01-29,26387232299
2007-01-30,26314540200
2007-01-31,26358155460
2007-02-01,26321809410
2007-02-02,26496270450
2007-02-05,26736154380
2007-02-06,26954230680
2007-02-07,27092345670
2007-02-08,27172306980
2007-02-09,26961499890
2007-02-12,26946961470
2007-02-13,27135960930
2007-02-14,27150499350
2007-02-15,27077807250
2007-02-16,27194114609
2007-02-20,27317691180
2007-02-21,27077807250
2007-02-22,27215922240
2007-02-23,26932423049
2007-02-26,26656193070
2007-02-27,25812964710
2007-02-28,26038310220
2007-03-01,25907464440
2007-03-02,25696657350
2007-03-05,25209620280
2007-03-06,25914733650
2007-03-07,25536734730
2007-03-08,25733003400
2007-03-09,25878387600
2007-03-12,25914733650
2007-03-13,24998813190
2007-03-14,25275043170
2007-03-15,25173274230
2007-03-16,25115120549
2007-03-19,25434965790
2007-03-20,25718464980
2007-03-21,26394501510
2007-03-22,26278194150
2007-03-23,26263655730
2007-03-26,26205502049
2007-03-27,25980156540
2007-03-28,25405888950
2007-03-29,25863849180
2007-03-30,25711195770
2007-04-02,24648939500
2007-04-03,25060346260
2007-04-04,25039066599
2007-04-05,25024880160
2007-04-09,24641846280
2007-04-10,24698592040
2007-04-11,24379397140
2007-04-12,24351024260
2007-04-13,24599286960
2007-04-16,24542541200
2007-04-17,24280092059
2007-04-18,24840456440
2007-04-19,24776617460
2007-04-20,25202210660
2007-04-23,25031973380
2007-04-24,24875922540
2007-04-25,25173837780
2007-04-26,25109998800
2007-04-27,25060346260
2007-04-30,24890108980
2007-05-01,24890108980
2007-05-02,24833363220
2007-05-03,25415007260
2007-05-04,25443380140
2007-05-07,25592337760
2007-05-08,25365354720
2007-05-09,25677456400
2007-05-10,25344075059
2007-05-11,25663269960
2007-05-14,25429193700
2007-05-15,25500125900
2007-05-16,25769668260
2007-05-17,25712922500
2007-05-18,25883159780
2007-05-21,25734202160
2007-05-22,25521405559
2007-05-23,25294422519
2007-05-24,25195117440
2007-05-25,25457566580
2007-05-29,25322795400
2007-05-30,25287329300
2007-05-31,25301515740
2007-06-01,25471753019
2007-06-04,25315702180
2007-06-05,25031973380
2007-06-06,24790803900
2007-06-07,24400676800
2007-06-08,24471609000
2007-06-11,24499981880
2007-06-12,24102761559
2007-06-13,24358117480
2007-06-14,24244625960
2007-06-15,24471609000
2007-06-18,24393583580
2007-06-19,24386490360
2007-06-20,24216253080
2007-06-21,24187880200
2007-06-22,23776473440
2007-06-25,23584956500
2007-06-26,23648795480
2007-06-27,23811939540
2007-06-28,23797753099
2007-06-29,23478558200
2007-07-02,23742961210
2007-07-03,23869067230
2007-07-05,23735955320
2007-07-06,23644878750
2007-07-09,23539790400
2007-07-10,23105425219
2007-07-11,23133448780
2007-07-12,23777990660
2007-07-13,23855055449
2007-07-16,23967149690
2007-07-17,23518772730
2007-07-18,23301590140
2007-07-19,23175484120
2007-07-20,22853213180
2007-07-23,22748124830
2007-07-24,22180647740
2007-07-25,22390824440
2007-07-26,21732270780
2007-07-27,21213834920
2007-07-30,21599158870
2007-07-31,21066711230
2007-08-01,21445029290
2007-08-02,21409999840
2007-08-03,20380134010
2007-08-06,21466046960
2007-08-07,21774306120
2007-08-08,22201665410
2007-08-09,21080723010
2007-08-10,21501076410
2007-08-13,21311917380
2007-08-14,20674381390
2007-08-15,20373128120
2007-08-16,21388982170
2007-08-17,22460883340
2007-08-20,22643036480
2007-08-21,22734113050
2007-08-22,22979319199
2007-08-23,22839201400
2007-08-24,22895248520
2007-08-27,22418848000
2007-08-28,21634188320
2007-08-29,22026518160
2007-08-30,21928435700
2007-08-31,21928435700
2007-09-04,21914423920
2007-09-05,21508082300
2007-09-06,21592152980
2007-09-07,21311917380
2007-09-10,21199823140
2007-09-11,21592152980
2007-09-12,21578141200
2007-09-13,21620176540
2007-09-14,21550117640
2007-09-17,21585147090
2007-09-18,22516930460
2007-09-19,22481901010
2007-09-20,21991488710
2007-09-21,21374970390
2007-09-24,21059705340
2007-09-25,20653363720
2007-09-26,20716416730
2007-09-27,20961622880
2007-09-28,20653363720
2007-10-01,21061469400
2007-10-02,21242194880
2007-10-03,21346459580
2007-10-04,21367312520
2007-10-05,21554988980
2007-10-08,21402067420
2007-10-09,21527185060
2007-10-10,21033665480
2007-10-11,20783430200
2007-10-12,20547096880
2007-10-15,20248204740
2007-10-16,19831145940
2007-10-17,19504449880
2007-10-18,18725940120
2007-10-19,18350587200
2007-10-22,18531312680
2007-10-23,18531312680
2007-10-24,18281077400
2007-10-25,18385342100
2007-10-26,18781547960
2007-10-29,18760695020
2007-10-30,18725940120
2007-10-31,18851057760
2007-11-01,17961332320
2007-11-02,17544273520
2007-11-05,17419155880
2007-11-06,17718048020
2007-11-07,16633695140
2007-11-08,17120263740
2007-11-09,17398302940
2007-11-12,17530371560
2007-11-13,18413146020
2007-11-14,17738900960
2007-11-15,17155018640
2007-11-16,16904783360
2007-11-19,16522479460
2007-11-20,16376508880
2007-11-21,16348704960
2007-11-23,16835273560
2007-11-26,15994204980
2007-11-27,17078557860
2007-11-28,17996087220
2007-11-29,17669391160
2007-11-30,18371440140
2007-12-03,18051695060
2007-12-04,17794508800
2007-12-05,18378391120
2007-12-06,18677283260
2007-12-07,18378391120
2007-12-10,19003979320
2007-12-11,17683293120
2007-12-12,17134165699
2007-12-13,16981244140
2007-12-14,16682352000
2007-12-17,16605891220
2007-12-18,16731008860
2007-12-19,16480773580
2007-12-20,16508577500
2007-12-21,16960391199
2007-12-24,17210626480
2007-12-26,17015999040
2007-12-27,16744910820
2007-12-28,16397361820
2007-12-31,16439067699
2008-01-02,16181881440
2008-01-03,16181881440
2008-01-04,14458038400
2008-01-07,14492793300
2008-01-08,13554411000
2008-01-09,13610018839
2008-01-10,13943665880
2008-01-11,14228656060
2008-01-14,14186950180
2008-01-15,14138293320
2008-01-16,14708273680
2008-01-17,13603067860
2008-01-18,13338930620
2008-01-22,13992322740
2008-01-23,15180940320
2008-01-24,15618852060
2008-01-25,15841283420
2008-01-28,16536381420
2008-01-29,17328793140
2008-01-30,16918685320
2008-01-31,17495616660
2008-02-01,17884871540
2008-02-04,17446959800
2008-02-05,16849175519
2008-02-06,16466871620
2008-02-07,16821371600
2008-02-08,16133224580
2008-02-11,15994204980
2008-02-12,16480773580
2008-02-13,16397361820
2008-02-14,15862136360
2008-02-15,15938597140
2008-02-19,15646655980
2008-02-20,16147126540
2008-02-21,15625803040
2008-02-22,16063714780
2008-02-25,16063714780
2008-02-26,16119322620
2008-02-27,16140175560
2008-02-28,15250450120
2008-02-29,14736077600
2008-03-03,14312067820
2008-03-04,14464989380
2008-03-05,14555352120
2008-03-06,13881107060
2008-03-07,14152195280
2008-03-10,13874156080
2008-03-11,15236548160
2008-03-12,14854244260
2008-03-13,14951557980
2008-03-14,14075734500
2008-03-17,13554411000
2008-03-18,13908910980
2008-03-19,14179999199
2008-03-20,15097528560
2008-03-24,15389469720
2008-03-25,15361665800
2008-03-26,14722175640
2008-03-27,14298165860
2008-03-28,13658675699
2008-03-31,13745565500
2008-04-01,14928728100
2008-04-02,15109682380
2008-04-03,15179280180
2008-04-04,14552899980
2008-04-07,14719934699
2008-04-08,14281468560
2008-04-09,14044836040
2008-04-10,13891720880
2008-04-11,13759485060
2008-04-14,12917351680
2008-04-15,14003077360
2008-04-16,14128353400
2008-04-17,15095762820
2008-04-18,15033124800
2008-04-21,14608578219
2008-04-22,14490261960
2008-04-23,14218830540
2008-04-24,15214079080
2008-04-25,15464631160
2008-04-28,15506389840
2008-04-29,15555108300
2008-04-30,15255837760
2008-05-01,16035333120
2008-05-02,16334603660
2008-05-05,15930936420
2008-05-06,15910057080
2008-05-07,15248877980
2008-05-08,14935687880
2008-05-09,14733854260
2008-05-12,15130561719
2008-05-13,14914808540
2008-05-14,14733854260
2008-05-15,14838250960
2008-05-16,14037876260
2008-05-19,13717726380
2008-05-20,13731645940
2008-05-21,13153984199
2008-05-22,13321018920
2008-05-23,12986949480
2008-05-27,13251421120
2008-05-28,12583282239
2008-05-29,12924311460
2008-05-30,12402327960
2008-06-02,12033459620
2008-06-03,11608913040
2008-06-04,11434918540
2008-06-05,11511476120
2008-06-06,10752860100
2008-06-09,9980324520
2008-06-10,10022083200
2008-06-11,9527938820
2008-06-12,9388743220
2008-06-13,9242587840
2008-06-16,9569697500
2008-06-17,8859799940
2008-06-18,7934149200
2008-06-19,7781034040
2008-06-20,7808873160
2008-06-23,7565280859
2008-06-24,7906310080
2008-06-25,8059425240
2008-06-26,7753194920
2008-06-27,7502642840
2008-06-30,7592814500
2008-07-01,8066060500
2008-07-02,7370110500
2008-07-03,7175244500
2008-07-07,6708958000
2008-07-08,7620652499
2008-07-09,6681120000
2008-07-10,6597606000
2008-07-11,5943412999
2008-07-14,4962123500
2008-07-15,4788136000
2008-07-16,5574559500
2008-07-17,6813350499
2008-07-18,7036054500
2008-07-21,7237880000
2008-07-22,7933830000
2008-07-23,8212210000
2008-07-24,7070852000
2008-07-25,6319226000
2008-07-28,6040846000
2008-07-29,6625444000
2008-07-30,6778553000
2008-07-31,6597606000
2008-08-01,6632403500
2008-08-04,6534970500
2008-08-05,6910783500
2008-08-06,7056933000
2008-08-07,6590646500
2008-08-08,6708958000
2008-08-11,6945581000
2008-08-12,6305307000
2008-08-13,5818142000
2008-08-14,6180036000
2008-08-15,6333145000
2008-08-18,5880777499
2008-08-19,5769425499
2008-08-20,5950372500
2008-08-21,5671992500
2008-08-22,5901656000
2008-08-25,5692871000
2008-08-26,5818142000
2008-08-27,5894696500
2008-08-28,6207874000
2008-08-29,6451456500
2008-09-02,7690247500
2008-09-03,7655450000
2008-09-04,7307475000
2008-09-05,7718085500
2008-09-08,8518428000
2008-09-09,8038222500
2008-09-10,7822478000
2008-09-11,7738963999
2008-09-12,8135655500
2008-09-15,7738963999
2008-09-16,8170453000
2008-09-17,7564976499
2008-09-18,10160870000
2008-09-19,13779810000
2008-09-22,10856820000
2008-09-23,9548434000
2008-09-24,9061269000
2008-09-25,9638907500
2008-09-26,9743300000
2008-09-29,5741587500
2008-09-30,6652800000
2008-10-01,7241849999
2008-10-02,8212050000
2008-10-03,9369360000
2008-10-06,8406090000
2008-10-07,7373520000
2008-10-08,6756750000
2008-10-09,5266800000
2008-10-10,6334020000
2008-10-13,6126120000
2008-10-14,7879409999
2008-10-15,8087310000
2008-10-16,7941780000
2008-10-17,7463610000
2008-10-20,7373520000
2008-10-21,7823969999
2008-10-22,7435890000
2008-10-23,6784469999
2008-10-24,6195420000
2008-10-27,6895349999
2008-10-28,8038800000
2008-10-29,7872480000
2008-10-30,7519050000
2008-10-31,7685370000
2008-11-03,8156610000
2008-11-04,8669430000
2008-11-05,7962570000
2008-11-06,7366590000
2008-11-07,7595280000
2008-11-10,7401240000
2008-11-11,7151760000
2008-11-12,6680520000
2008-11-13,7262640000
2008-11-14,6701310000
2008-11-17,6278580000
2008-11-18,6645870000
2008-11-19,6042960000
2008-11-20,5308380000
2008-11-21,5509350000
2008-11-24,6500340000
2008-11-25,6521130000
2008-11-26,6930000000
2008-11-28,7061670000
2008-12-01,5869710000
2008-12-02,6410250000
2008-12-03,6888420000
2008-12-04,6729030000
2008-12-05,6625080000
2008-12-08,6916140000
2008-12-09,6313230000
2008-12-10,6216210000
2008-12-11,5751900000
2008-12-12,6139980000
2008-12-15,5724180000
2008-12-16,6029099999
2008-12-17,6077610000
2008-12-18,5793480000
2008-12-19,5592510000
2008-12-22,5682599999
2008-12-23,5627159999
2008-12-24,5717250000
2008-12-26,5710320000
2008-12-29,5502420000
2008-12-30,5467770000
2008-12-31,5516280000
2009-01-02,5966730000
2009-01-05,6042960000
2009-01-06,6119190000
2009-01-07,5481630000
2009-01-08,5398470000
2009-01-09,4968810000
2009-01-12,4864860000
2009-01-13,4996530000
2009-01-14,4747050000
2009-01-15,4227299999
2009-01-16,4206510000
2009-01-20,3187799999
2009-01-21,3430350000
2009-01-22,2945250000
2009-01-23,3229380000
2009-01-26,2841299999
2009-01-27,2827440000
2009-01-28,3160079999
2009-01-29,2869020000
2009-01-30,2397780000
2009-02-02,2023560000
2009-02-03,1808730000
2009-02-04,1732500000
2009-02-05,1961190000
2009-02-06,2910600000
2009-02-09,3215520000
2009-02-10,2245320000
2009-02-11,2550240000
2009-02-12,2474010000
2009-02-13,2342340000
2009-02-17,2141370000
2009-02-18,2072070000
2009-02-19,1829520000
2009-02-20,1968120000
2009-02-23,1864170000
2009-02-24,2279970000
2009-02-25,2605680000
2009-02-26,2730420000
2009-02-27,2370060000
2009-03-02,2474010000
2009-03-03,2376990000
2009-03-04,2439360000
2009-03-05,2148300000
2009-03-06,2037420000
2009-03-09,2266110000
2009-03-10,2591820000
2009-03-11,2446290000
2009-03-12,2605680000
2009-03-13,2695770000
2009-03-16,2668050000
2009-03-17,2834370000
2009-03-18,3430350000
2009-03-19,3007620000
2009-03-20,2785859999
2009-03-23,3118500000
2009-03-24,3111570000
2009-03-25,3250170000
2009-03-26,3153150000
2009-03-27,2993760000
2009-03-30,2702700000
2009-03-31,3731760000
2009-04-01,3863160000
2009-04-02,3898200000
2009-04-03,3994559999
2009-04-06,3705480000
2009-04-07,3495240000
2009-04-08,3355080000
2009-04-09,3775559999
2009-04-13,4406280000
