,HON
2013-11-27,66494999000
2013-11-29,66219934000
2013-12-02,65944869000
2013-12-03,65143251000
2013-12-04,64962494000
2013-12-05,64986071000
2013-12-06,66078472000
2013-12-09,65740535000
2013-12-10,65716958000
2013-12-11,64679570000
2013-12-12,64561685000
2013-12-13,64797455000
2013-12-16,65371162000
2013-12-17,64703147000
2013-12-18,66180638999
2013-12-19,66322101000
2013-12-20,66997975000
2013-12-23,67123719000
2013-12-24,67673849000
2013-12-26,68161107000
2013-12-27,68192543000
2013-12-30,68082517000
2013-12-31,68278450999
2014-01-02,67493550999
2014-01-03,67642682000
2014-01-06,67572041000
2014-01-07,67846756000
2014-01-08,67579889999
2014-01-09,67603437000
2014-01-10,67367967000
2014-01-13,66410389000
2014-01-14,66794989999
2014-01-15,67187439999
2014-01-16,67289477000
2014-01-17,67210987000
2014-01-21,67689775999
2014-01-22,68066528000
2014-01-23,67101100999
2014-01-24,66104278000
2014-01-27,67470003999
2014-01-28,67587739000
2014-01-29,67054007000
2014-01-30,68521770000
2014-01-31,68168564999
2014-02-03,66316200999
2014-02-04,67069705000
2014-02-05,66944121000
2014-02-06,68105773000
2014-02-07,69612781000
2014-02-10,69377311000
2014-02-11,70358436000
2014-02-12,70460473000
2014-02-13,70633151000
2014-02-14,70695943000
2014-02-18,70499718000
2014-02-19,69455801000
2014-02-20,69911043000
2014-02-21,70185758000
2014-02-24,70060174000
2014-02-25,70146513000
2014-02-26,70138664000
2014-02-27,70515416000
2014-02-28,70570359000
2014-03-03,69934590000
2014-03-04,70688094000
2014-03-05,70735188000
2014-03-06,70797980000
2014-03-07,71316014000
2014-03-10,71174732000
2014-03-11,70319191000
2014-03-12,70130815000
2014-03-13,69377311000
2014-03-14,68749391000
2014-03-17,69793308000
2014-03-18,70052325000
2014-03-19,69408707000
2014-03-20,69455801000
2014-03-21,69487197000
2014-03-24,68725844000
2014-03-25,69071200000
2014-03-26,67878152000
2014-03-27,67477853000
2014-03-28,67917397000
2014-03-31,69279195000
2014-04-01,69647910000
2014-04-02,70118610000
2014-04-03,70416720000
2014-04-04,69702825000
2014-04-07,68635904999
2014-04-08,68690820000
2014-04-09,69616530000
2014-04-10,68220119999
2014-04-11,67514070000
2014-04-14,67906320000
2014-04-15,68494695000
2014-04-16,69679290000
2014-04-17,69530235000
2014-04-21,69592995000
2014-04-22,69710670000
2014-04-23,70228440000
2014-04-24,69930330000
2014-04-25,69192900000
2014-04-28,69051690000
2014-04-29,69059535000
2014-04-30,69381180000
2014-05-01,68886945000
2014-05-02,68988930000
2014-05-05,69169365000
2014-05-06,68400555000
2014-05-07,69396870000
2014-05-08,69428250000
2014-05-09,69310575000
2014-05-12,70495170000
2014-05-13,70369650000
2014-05-14,69263505000
2014-05-15,68086755000
2014-05-16,68110289999
2014-05-19,68628060000
2014-05-20,67482690000
2014-05-21,68157360000
2014-05-22,68298570000
2014-05-23,68690820000
2014-05-27,68981085000
2014-05-28,69090915000
2014-05-29,69334110000
2014-05-30,69569460000
2014-06-02,69765585000
2014-06-03,69647910000
2014-06-04,70095075000
2014-06-05,70910955000
2014-06-06,71099235000
2014-06-09,71554245000
2014-06-10,71201220000
2014-06-11,70887420000
2014-06-12,69953865000
2014-06-13,70032315000
2014-06-16,70055850000
2014-06-17,70424565000
2014-06-18,70346115000
2014-06-19,70534395000
2014-06-20,70816815000
2014-06-23,70408875000
2014-06-24,69475320000
2014-06-25,69616530000
2014-06-26,69498855000
2014-06-27,69647910000
2014-06-30,69420405000
2014-07-01,70644225000
2014-07-02,70416720000
2014-07-03,70863885000
2014-07-07,70487325000
2014-07-08,70361805000
2014-07-09,70605000000
2014-07-10,70416720000
2014-07-11,70879575000
2014-07-14,71507175000
2014-07-15,71671920000
2014-07-16,71985720000
2014-07-17,71075700000
2014-07-18,72307365000
2014-07-21,72699615000
2014-07-22,72589785000
2014-07-23,72142620000
2014-07-24,71703300000
2014-07-25,71515020000
2014-07-28,71075700000
2014-07-29,70040160000
2014-07-30,70259820000
2014-07-31,68580990000
2014-08-01,68392710000
2014-08-04,68235810000
2014-08-05,68141670000
2014-08-06,67631744999
2014-08-07,67937699999
2014-08-08,69239970000
2014-08-11,69577305000
2014-08-12,69389025000
2014-08-13,70408875000
2014-08-14,70495170000
2014-08-15,70377495000
2014-08-18,71146305000
2014-08-19,70738365000
2014-08-20,71522865000
2014-08-21,71656230000
2014-08-22,71365965000
2014-08-25,71554245000
2014-08-26,71334585000
2014-08-27,71373810000
2014-08-28,71177685000
2014-08-29,71122770000
2014-09-02,71326740000
2014-09-03,71295360000
2014-09-04,70942335000
2014-09-05,71405190000
2014-09-08,71130615000
2014-09-09,70550085000
2014-09-10,70471635000
2014-09-11,70754055000
2014-09-12,70581465000
2014-09-15,70691295000
2014-09-16,70848195000
2014-09-17,71358120000
2014-09-18,71985720000
2014-09-19,72072015000
2014-09-22,70730520000
2014-09-23,69749895000
2014-09-24,70079385000
2014-09-25,69012465000
2014-09-26,69679290000
2014-09-29,69851880000
2014-09-30,69483870000
2014-10-01,68394388000
2014-10-02,67994650000
2014-10-03,68433578000
2014-10-06,68613852000
2014-10-07,66999224000
2014-10-08,68237628000
2014-10-09,66983547999
2014-10-10,65588384000
2014-10-13,63918890000
2014-10-14,64310790000
2014-10-15,63511314000
2014-10-16,64459711999
2014-10-17,67203011999
2014-10-20,67155984000
2014-10-21,69334948000
2014-10-22,68026002000
2014-10-23,69828742000
2014-10-24,70667408000
2014-10-27,69914960000
2014-10-28,71012280000
2014-10-29,70926062000
2014-10-30,71325800000
2014-10-31,71725538000
2014-11-03,71380666000
2014-11-04,71106336000
2014-11-05,72164466000
2014-11-06,72164466000
2014-11-07,72211494000
2014-11-10,72579880000
2014-11-11,72368254000
2014-11-12,72383930000
2014-11-13,72423120000
2014-11-14,72227170000
2014-11-17,72031220000
2014-11-18,72250684000
2014-11-19,72062572000
2014-11-20,72180142000
2014-11-21,73300976000
2014-11-24,73324490000
2014-11-25,73786932000
2014-11-26,73935854000
2014-11-28,73928016000
2014-12-01,72681774000
2014-12-02,73018808000
2014-12-03,74594246000
2014-12-04,74069100000
2014-12-05,74390458000
2014-12-08,73685038000
2014-12-09,74108290000
2014-12-10,72752316000
2014-12-11,73042322000
2014-12-12,71545264000
2014-12-15,71490398000
2014-12-16,71921488000
2014-12-17,72869886000
2014-12-18,75088040000
2014-12-19,75487778000
2014-12-22,75519130000
2014-12-23,76099142000
2014-12-24,76083466000
2014-12-26,75832650000
2014-12-29,75864002000
2014-12-30,75158582000
2014-12-31,74562894000
2015-01-02,74790196000
2015-01-05,73363680000
2015-01-06,73191244000
2015-01-07,73724228000
2015-01-08,75064526000
2015-01-09,73818284000
2015-01-12,73465574000
2015-01-13,73982882000
2015-01-14,73638010000
2015-01-15,72462310000
2015-01-16,73293138000
2015-01-20,73857474000
2015-01-21,74061262000
2015-01-22,74163156000
2015-01-23,76483204000
2015-01-26,76028600000
2015-01-27,75291828000
2015-01-28,74484514000
2015-01-29,74743168000
2015-01-30,72948266000
2015-02-02,74445324000
2015-02-03,75566158000
2015-02-04,75182096000
2015-02-05,76365634000
2015-02-06,75926706000
2015-02-09,75809136000
2015-02-10,76436176000
2015-02-11,76428338000
2015-02-12,77227814000
2015-02-13,77886206000
2015-02-17,77604038000
2015-02-18,78066480000
2015-02-19,78129184000
2015-02-20,78615140000
2015-02-23,77886206000
2015-02-24,77831340000
2015-02-25,77894044000
2015-02-26,77337546000
2015-02-27,76694830000
2015-03-02,78035128000
2015-03-03,77635390000
2015-03-04,76898618000
2015-03-05,76953484000
2015-03-06,76012924000
2015-03-09,76961322000
2015-03-10,75495616000
2015-03-11,75103716000
2015-03-12,76451852000
2015-03-13,75495616000
2015-03-16,76694830000
2015-03-17,76271578000
2015-03-18,77486468000
2015-03-19,76875104000
2015-03-20,78646492000
2015-03-23,77831340000
2015-03-24,77651066000
2015-03-25,76059952000
2015-03-26,76240226000
2015-03-27,76828076000
2015-03-30,78285944000
2015-03-31,77781690000
2015-04-01,76990557000
2015-04-02,77186382000
2015-04-06,77922684000
2015-04-07,77648529000
2015-04-08,77444871000
2015-04-09,77844354000
2015-04-10,78079344000
2015-04-13,77014056000
2015-04-14,76998390000
2015-04-15,77397873000
2015-04-16,77491869000
2015-04-17,75839106000
2015-04-20,76497078000
2015-04-21,75564951000
2015-04-22,76207257000
2015-04-23,76818231000
2015-04-24,76434414000
2015-04-27,76465746000
2015-04-28,76755567000
2015-04-29,75870438000
2015-04-30,75259464000
2015-05-01,76434414000
2015-05-04,76497078000
2015-05-05,75721611000
2015-05-06,75306462000
2015-05-07,75322128000
2015-05-08,76152426000
2015-05-11,76575408000
2015-05-12,76293420000
2015-05-13,77883519000
2015-05-14,79371789000
2015-05-15,79677276000
2015-05-18,79622445000
2015-05-19,78901809000
2015-05-20,79215129000
2015-05-21,79316958000
2015-05-22,78987972000
2015-05-26,78181173000
2015-05-27,78580656000
2015-05-28,78815646000
2015-05-29,77703360000
2015-06-01,77601531000
2015-06-02,77969682000
2015-06-03,78283002000
2015-06-04,77343042000
2015-06-05,77358708000
2015-06-08,76998390000
2015-06-09,77225547000
2015-06-10,78126342000
2015-06-11,78228171000
2015-06-12,77593698000
2015-06-15,77139384000
2015-06-16,77625030000
2015-06-17,77703360000
2015-06-18,78698151000
2015-06-19,78557157000
2015-06-22,78572823000
2015-06-23,78118509000
2015-06-24,77625030000
2015-06-25,77076720000
2015-06-26,77209881000
2015-06-29,75948768000
2015-06-30,75761232000
2015-07-01,76408964000
2015-07-02,76159236000
2015-07-06,76065588000
2015-07-07,76408964000
2015-07-08,75012048000
2015-07-09,75168128000
2015-07-10,76089000000
2015-07-13,77095716000
2015-07-14,77329836000
2015-07-15,77150344000
2015-07-16,76947440000
2015-07-17,78414592000
2015-07-20,79031108000
2015-07-21,78305336000
2015-07-22,77813684000
2015-07-23,77501524000
2015-07-24,76354336000
2015-07-27,75511504000
2015-07-28,77415680000
2015-07-29,78414592000
2015-07-30,78289728000
2015-07-31,78047804000
2015-08-03,77790272000
2015-08-04,77727840000
2015-08-05,78555064000
2015-08-06,78594084000
2015-08-07,78352160000
2015-08-10,79717860000
2015-08-11,78281924000
2015-08-12,78414592000
2015-08-13,78398984000
2015-08-14,78812596000
2015-08-17,78960872000
2015-08-18,78906244000
2015-08-19,78040000000
2015-08-20,76252884000
2015-08-21,73466856000
2015-08-24,70790084000
2015-08-25,69783368000
2015-08-26,72686456000
2015-08-27,74216040000
2015-08-28,74309688000
2015-08-31,73755604000
2015-09-01,71297344000
2015-09-02,72819124000
2015-09-03,73232736000
2015-09-04,71757780000
2015-09-08,74153608000
2015-09-09,73451248000
2015-09-10,73958508000
2015-09-11,74013136000
2015-09-14,73716584000
2015-09-15,74536004000
2015-09-16,75012048000
2015-09-17,74692084000
2015-09-18,72842536000
2015-09-21,72616220000
2015-09-22,71351972000
2015-09-23,70275020000
2015-09-24,69557052000
2015-09-25,69479012000
2015-09-28,68043076000
2015-09-29,68737632000
2015-09-30,69577770000
2015-10-01,69593206000
2015-10-02,70936138000
2015-10-05,72286788000
2015-10-06,72163300000
2015-10-07,73104896000
2015-10-08,74262596000
2015-10-09,74332058000
2015-10-12,74579034000
2015-10-13,73344154000
2015-10-14,72194172000
2015-10-15,72371686000
2015-10-16,71291166000
2015-10-19,71406936000
2015-10-20,72209608000
2015-10-21,72572354000
2015-10-22,75373988000
2015-10-23,75775324000
2015-10-26,75520630000
2015-10-27,75273654000
2015-10-28,76107198000
2015-10-29,75636400000
2015-10-30,75883376000
2015-11-02,76547124000
2015-11-03,76161224000
2015-11-04,75952838000
2015-11-05,76122634000
2015-11-06,76415918000
2015-11-09,75466604000
2015-11-10,75242782000
2015-11-11,75867940000
2015-11-12,74926344000
2015-11-13,74270314000
2015-11-16,75651836000
2015-11-17,75157884000
2015-11-18,76462226000
2015-11-19,77180000000
2015-11-20,77612208000
2015-11-23,76848126000
2015-11-24,75806196000
2015-11-25,76145788000
2015-11-27,76462226000
2015-11-30,76377328000
2015-12-01,76523970000
2015-12-02,75752170000
2015-12-03,75242782000
2015-12-04,76817254000
2015-12-07,76547124000
2015-12-08,75428014000
2015-12-09,74864600000
2015-12-10,74771984000
2015-12-11,72178736000
2015-12-14,72726714000
2015-12-15,72348532000
2015-12-16,76477662000
2015-12-17,75173320000
2015-12-18,74818292000
2015-12-21,75389424000
2015-12-22,76531688000
2015-12-23,77118256000
2015-12-24,76894434000
2015-12-28,76655176000
2015-12-29,77403822000
2015-12-30,76755510000
2015-12-31,75714940000
2016-01-04,74985435000
2016-01-05,75599755000
2016-01-06,74739707000
2016-01-07,72543513000
2016-01-08,71959909000
2016-01-11,71952230000
2016-01-12,72497439000
2016-01-13,70984676000
2016-01-14,72182600000
2016-01-15,71099861000
2016-01-19,71153614000
2016-01-20,70354998000
2016-01-21,70608405000
2016-01-22,71514527000
2016-01-25,70531615000
2016-01-26,72013662000
2016-01-27,70884849000
2016-01-28,71622033000
2016-01-29,75446175000
2016-02-01,75208126000
2016-02-02,73587857000
2016-02-03,74685954000
2016-02-04,74970077000
2016-02-05,74662917000
2016-02-08,74225214000
2016-02-09,75092941000
2016-02-10,75008472000
2016-02-11,74232893000
2016-02-12,75645829000
2016-02-16,76720889000
2016-02-17,77588616000
2016-02-18,77834344000
2016-02-19,78417948000
2016-02-22,76882148000
2016-02-23,75768693000
2016-02-24,75515286000
2016-02-25,76168001000
2016-02-26,75323311000
2016-02-29,74094671000
2016-03-01,77396641000
2016-03-02,77849702000
2016-03-03,78940120000
2016-03-04,79062984000
2016-03-07,78563849000
2016-03-08,78648318000
2016-03-09,79631230000
2016-03-10,79216564000
2016-03-11,79708020000
2016-03-14,79324070000
2016-03-15,79446934000
2016-03-16,79853921000
2016-03-17,81159351000
2016-03-18,81950288000
2016-03-21,82372633000
2016-03-22,82595324000
2016-03-23,82034757000
2016-03-24,81382042000
2016-03-28,81581696000
2016-03-29,81804387000
2016-03-30,82004041000
2016-03-31,81421211000
2016-04-01,82283740000
2016-04-04,81787595000
2016-04-05,81230386000
2016-04-06,82153979000
2016-04-07,81146423000
2016-04-08,81474642000
2016-04-11,81344881000
2016-04-12,82138713000
2016-04-13,83375259000
2016-04-14,83214966000
2016-04-15,83298929000
2016-04-18,83901936000
2016-04-19,84146192000
2016-04-20,83695845000
2016-04-21,83512653000
2016-04-22,82963077000
2016-04-25,82299006000
2016-04-26,83421057000
2016-04-27,83886670000
2016-04-28,83291296000
2016-04-29,83039407000
2016-05-02,83329461000
2016-05-03,83214966000
2016-05-04,82062383000
2016-05-05,82566161000
2016-05-06,82680656000
2016-05-09,82230309000
2016-05-10,83520286000
2016-05-11,82917279000
2016-05-12,82978343000
2016-05-13,82260841000
2016-05-16,83451589000
2016-05-17,82573794000
2016-05-18,81886824000
2016-05-19,81619669000
2016-05-20,82276107000
2016-05-23,81970787000
2016-05-24,83108104000
2016-05-25,83367626000
2016-05-26,82978343000
2016-05-27,83077572000
2016-05-31,82718821000
2016-06-01,82795151000
2016-06-02,83222599000
2016-06-03,83413424000
2016-06-06,83963000000
2016-06-07,83817973000
2016-06-08,84344650000
2016-06-09,85176647000
2016-06-10,84787364000
2016-06-13,83665313000
2016-06-14,83940101000
2016-06-15,83947734000
2016-06-16,84138559000
2016-06-17,84237788000
2016-06-20,85062152000
2016-06-21,85237711000
2016-06-22,84711034000
2016-06-23,85252977000
2016-06-24,82100548000
2016-06-27,80993763000
2016-06-28,82886747000
2016-06-29,83176801000
2016-06-30,84572138000
2016-07-01,84701967000
2016-07-05,83777890000
2016-07-06,84931077000
2016-07-07,84419398000
2016-07-08,86405018000
2016-07-11,86206456000
2016-07-12,86534847000
2016-07-13,86557758000
2016-07-14,86588306000
2016-07-15,86687587000
2016-07-18,86435566000
2016-07-19,86771594000
2016-07-20,87161081000
2016-07-21,86275189000
2016-07-22,84052822000
2016-07-25,83968815000
2016-07-26,84304843000
2016-07-27,83579328000
2016-07-28,84167377000
2016-07-29,84579775000
2016-08-01,84251384000
2016-08-02,83938267000
2016-08-03,84343028000
2016-08-04,84304843000
2016-08-05,84610323000
2016-08-08,84365939000
2016-08-09,84526316000
2016-08-10,84358302000
2016-08-11,84610323000
2016-08-12,84411761000
2016-08-15,84946351000
2016-08-16,84503405000
2016-08-17,84175014000
2016-08-18,84236110000
2016-08-19,84419398000
2016-08-22,84763063000
2016-08-23,85076180000
2016-08-24,84892892000
2016-08-25,84900529000
2016-08-26,84885255000
2016-08-29,85190735000
2016-08-30,85076180000
2016-08-31,84854707000
2016-09-01,84434672000
2016-09-02,84617960000
2016-09-06,84129192000
2016-09-07,83060012000
2016-09-08,82754532000
2016-09-09,81440968000
2016-09-12,82510148000
2016-09-13,81135488000
2016-09-14,82907272000
2016-09-15,83816075000
2016-09-16,83075286000
2016-09-19,83273848000
2016-09-20,83518232000
2016-09-21,84289569000
2016-09-22,84938714000
2016-09-23,84320117000
2016-09-26,84297206000
2016-09-27,84488131000
2016-09-28,85183098000
2016-09-29,84472857000
2016-09-30,84626400000
2016-10-03,84710264000
2016-10-04,83856376000
2016-10-05,84138464000
2016-10-06,84390056000
2016-10-07,78062136000
2016-10-10,77963024000
2016-10-11,77215872000
2016-10-12,78420464000
2016-10-13,79022760000
2016-10-14,79564064000
2016-10-17,78862656000
2016-10-18,78740672000
2016-10-19,79030384000
2016-10-20,78938896000
2016-10-21,79541192000
2016-10-24,79754664000
2016-10-25,79617432000
2016-10-26,79884272000
2016-10-27,79442080000
2016-10-28,80173984000
2016-10-31,80059624000
2016-11-01,79678424000
2016-11-02,79175240000
2016-11-03,79091376000
2016-11-04,79022760000
2016-11-07,81210848000
2016-11-08,80745784000
2016-11-09,82018992000
2016-11-10,82628912000
2016-11-11,82667032000
2016-11-14,82514552000
2016-11-15,82575544000
2016-11-16,81950376000
2016-11-17,82560296000
2016-11-18,81820768000
2016-11-21,81912256000
2016-11-22,82133352000
2016-11-23,83093976000
2016-11-25,83337944000
2016-11-28,83109224000
2016-11-29,82735648000
2016-11-30,83170216000
2016-12-01,82971992000
2016-12-02,82087608000
2016-12-05,82400192000
2016-12-06,82537424000
2016-12-07,85045720000
2016-12-08,84420552000
2016-12-09,84847496000
2016-12-12,85709008000
2016-12-13,86204568000
2016-12-14,85045720000
2016-12-15,84923736000
2016-12-16,84954232000
2016-12-19,85617520000
2016-12-20,85922480000
2016-12-21,85548904000
2016-12-22,85350680000
2016-12-23,85396424000
2016-12-27,85426920000
2016-12-28,84496792000
2016-12-29,84679768000
2016-12-30,84565408000
2017-01-03,84887244000
2017-01-04,85116174000
2017-01-05,85306949000
2017-01-06,86604219000
2017-01-09,85886905000
2017-01-10,86108204000
2017-01-11,86222669000
2017-01-12,85947953000
2017-01-13,86268455000
2017-01-17,85650344000
2017-01-18,86260824000
2017-01-19,86146359000
2017-01-20,86085311000
2017-01-23,85787702000
2017-01-24,86184514000
2017-01-25,86131097000
2017-01-26,86192145000
2017-01-27,86520278000
2017-01-30,87023924000
2017-01-31,86451599000
2017-02-01,86215038000
2017-02-02,86207407000
2017-02-03,87084972000
2017-02-06,87191806000
2017-02-07,87474153000
2017-02-08,87481784000
2017-02-09,88160943000
2017-02-10,89030877000
2017-02-13,90320516000
2017-02-14,90320516000
2017-02-15,90801269000
2017-02-16,90717328000
2017-02-17,91007306000
2017-02-21,91121771000
2017-02-22,91358332000
2017-02-23,91198081000
2017-02-24,91350701000
2017-02-27,91251498000
2017-02-28,90961520000
2017-03-01,92976104000
2017-03-02,92304576000
2017-03-03,92213004000
2017-03-06,92121432000
2017-03-07,92251159000
2017-03-08,92495351000
2017-03-09,92197742000
2017-03-10,92823484000
2017-03-13,92594554000
2017-03-14,91846716000
2017-03-15,92770067000
2017-03-16,92327469000
2017-03-17,92907425000
2017-03-20,92426672000
2017-03-21,91808561000
2017-03-22,91694096000
2017-03-23,91709358000
2017-03-24,91159926000
2017-03-27,90961520000
2017-03-28,91533845000
2017-03-29,91549107000
2017-03-30,91633048000
2017-03-31,91367752000
2017-04-03,90970368000
2017-04-04,90863380000
2017-04-05,90412502000
2017-04-06,90603552000
2017-04-07,90924516000
2017-04-10,91069714000
2017-04-11,91123208000
2017-04-12,90106822000
2017-04-13,89633018000
2017-04-17,90313156000
2017-04-18,90053328000
2017-04-19,89808784000
2017-04-20,90565342000
2017-04-21,92980214000
2017-04-24,94967134000
2017-04-25,94607960000
2017-04-26,95196394000
2017-04-27,95035912000
2017-04-28,95952952000
2017-05-01,95777186000
2017-05-02,95991162000
2017-05-03,95899458000
2017-05-04,95998804000
2017-05-05,96151644000
2017-05-08,95945310000
2017-05-09,96518460000
2017-05-10,96396188000
2017-05-11,96510818000
2017-05-12,96212780000
2017-05-15,96571954000
2017-05-16,96587238000
2017-05-17,95074122000
2017-05-18,95425654000
2017-05-19,96144002000
2017-05-22,96464966000
2017-05-23,96472608000
2017-05-24,96686584000
2017-05-25,97863452000
2017-05-26,97496636000
2017-05-30,97267376000
2017-05-31,97305586000
2017-06-01,97641834000
2017-06-02,98069786000
2017-06-05,97672402000
2017-06-06,97122178000
2017-06-07,97106894000
2017-06-08,97718254000
2017-06-09,97894020000
2017-06-12,97504278000
2017-06-13,98329613999
2017-06-14,98222626000
2017-06-15,98390750000
2017-06-16,98505380000
2017-06-19,99391852000
2017-06-20,98711713999
2017-06-21,98230268000
2017-06-22,98100354000
2017-06-23,98039218000
2017-06-26,98237910000
2017-06-27,97267376000
2017-06-28,98023934000
2017-06-29,96816498000
2017-06-30,97271964000
2017-07-03,97576844000
2017-07-05,97645442000
2017-07-06,97332940000
2017-07-07,97874102000
2017-07-10,98293312000
2017-07-11,97950322000
2017-07-12,98354288000
2017-07-13,98758254000
2017-07-14,99124110000
2017-07-17,98712522000
2017-07-18,98659168000
2017-07-19,99360392000
2017-07-20,98483862000
2017-07-21,99505210000
2017-07-24,100496070000
2017-07-25,100160702000
2017-07-26,101067720000
2017-07-27,99962530000
2017-07-28,99825334000
2017-07-31,99337526000
2017-08-01,99985396000
2017-08-02,101235404000
2017-08-03,101845164000
2017-08-04,102195776000
2017-08-07,101410710000
2017-08-08,101197294000
2017-08-09,101441198000
2017-08-10,100153080000
2017-08-11,99680516000
2017-08-14,100907657999
2017-08-15,100282654000
2017-08-16,100770462000
2017-08-17,99139354000
2017-08-18,98483862000
2017-08-21,98933560000
2017-08-22,99909176000
2017-08-23,99550942000
2017-08-24,99642405999
2017-08-25,99848200000
2017-08-28,99886310000
2017-08-29,100442716000
2017-08-30,100739973999
2017-08-31,100907657999
2017-09-01,100442716000
2017-09-05,99619539999
2017-09-06,99650028000
2017-09-07,100038750000
2017-09-08,100396984000
2017-09-11,101441198000
2017-09-12,101204916000
2017-09-13,100633266000
2017-09-14,100130214000
2017-09-15,101403088000
2017-09-18,100465582000
2017-09-19,100526557999
2017-09-20,101212538000
2017-09-21,102797914000
2017-09-22,103445784000
2017-09-25,102759804000
2017-09-26,102340594000
2017-09-27,101852786000
2017-09-28,102592120000
2017-09-29,103438162000
2017-10-02,103508651332
2017-10-03,103516229387
2017-10-04,103432870784
2017-10-05,103804195472
2017-10-06,104205832379
2017-10-09,104190676270
2017-10-10,103978490734
2017-10-11,103554119661
2017-10-12,103895132130
2017-10-13,104023959063
2017-10-16,104304347093
2017-10-17,104069427392
2017-10-18,104077005447
2017-10-19,104205832379
2017-10-20,105463789486
2017-10-23,105873004449
2017-10-24,106016987491
2017-10-25,105926050833
2017-10-26,105819958065
2017-10-27,106077611930
2017-10-30,104948481756
2017-10-31,104599891232
2017-11-01,105160667292
2017-11-02,105501679760
2017-11-03,105183401456
2017-11-06,105645662803
2017-11-07,106638387989
2017-11-08,106555029386
2017-11-09,105524413925
2017-11-10,105751755571
2017-11-13,106456514673
2017-11-14,106888463800
2017-11-15,106198860808
2017-11-16,106570185496
2017-11-17,106289797466
2017-11-20,107343147091
2017-11-21,108366184498
2017-11-22,108100952577
2017-11-24,108585948088
2017-11-27,109146724148
2017-11-28,110836630382
2017-11-29,111185220905
2017-11-30,113163093224
2017-12-01,112026384995
2017-12-04,111571701703
2017-12-05,111056393973
2017-12-06,111010925644
2017-12-07,111215533125
2017-12-08,111488343100
2017-12-11,111162486741
2017-12-12,111548967539
2017-12-13,113041844346
2017-12-14,111177642851
2017-12-15,111920292227
2017-12-18,112162789982
2017-12-19,111814199459
2017-12-20,112268882750
2017-12-21,111533811429
2017-12-22,111367094222
2017-12-26,111564123648
2017-12-27,111700528636
2017-12-28,111829355569
2017-12-29,111276157564
2018-01-02,110465801999
2018-01-03,109557576000
2018-01-04,111036258000
2018-01-05,111809376000
2018-01-08,111208896000
2018-01-09,112117122000
2018-01-10,112897746000
2018-01-11,113490719999
2018-01-12,114316380000
2018-01-16,113468201999
2018-01-17,113843501999
2018-01-18,113393142000
2018-01-19,114046164000
2018-01-22,113941080000
2018-01-23,114691680000
2018-01-24,114969401999
2018-01-25,116312976000
2018-01-26,118572282000
2018-01-29,116042760000
2018-01-30,114248826000
2018-01-31,114751728000
2018-02-01,114736716000
2018-02-02,112582494000
2018-02-05,107921268000
2018-02-06,108806976000
2018-02-07,108656856000
2018-02-08,104941386000
2018-02-09,106292466000
2018-02-12,107418366000
2018-02-13,106720308000
2018-02-14,108071387999
2018-02-15,110255633999
2018-02-16,110698487999
2018-02-20,110916162000
2018-02-21,110713500000
2018-02-22,110180574000
2018-02-23,111479112000
2018-02-26,112469904000
2018-02-27,110615922000
2018-02-28,108596808000
2018-03-01,105797069999
2018-03-02,106465104000
2018-03-05,106727814000
2018-03-06,107320787999
2018-03-07,108093906000
2018-03-08,108686880000
2018-03-09,110826090000
2018-03-12,109399950000
2018-03-13,108882036000
2018-03-14,108101412000
2018-03-15,108566783999
2018-03-16,109077192000
2018-03-19,107943786000
2018-03-20,108146448000
2018-03-21,108776951999
2018-03-22,105556878000
2018-03-23,102974814000
2018-03-26,105601914000
2018-03-27,103732919999
2018-03-28,102959801999
2018-03-29,103853016000
2018-04-02,101663835000
2018-04-03,102968460000
2018-04-04,103385940000
2018-04-05,104496734999
2018-04-06,101887484999
2018-04-09,101947125000
2018-04-10,103952520000
2018-04-11,102983369999
2018-04-12,104548920000
2018-04-13,104295450000
2018-04-16,104750205000
2018-04-17,106136835000
2018-04-18,106621410000
2018-04-19,105734265000
2018-04-20,107478734999
2018-04-23,106084650000
2018-04-24,105085680000
2018-04-25,104966400000
2018-04-26,104787480000
2018-04-27,104876940000
2018-04-30,103274115000
2018-05-01,103147380000
2018-05-02,102058950000
2018-05-03,102327330000
2018-05-04,102707535000
2018-05-07,102901365000
2018-05-08,102946095000
2018-05-09,103989795000
2018-05-10,105137865000
2018-05-11,105182595000
2018-05-14,105137865000
2018-05-15,105175140000
2018-05-16,105316785000
2018-05-17,105011130000
2018-05-18,105883365000
2018-05-21,107419095000
2018-05-22,107687474999
2018-05-23,108008040000
2018-05-24,107836575000
2018-05-25,107538375000
2018-05-29,105786450000
2018-05-30,107381820000
2018-05-31,105577710000
2018-06-01,107135805000
2018-06-04,107165625000
2018-06-05,106979250000
2018-06-06,107784390000
2018-06-07,108559710000
2018-06-08,108395700000
2018-06-11,108403155000
2018-06-12,108678990000
2018-06-13,108373335000
2018-06-14,107926035000
2018-06-15,107232720000
2018-06-18,107031435000
2018-06-19,105130410000
2018-06-20,104601105000
2018-06-21,102767175000
2018-06-22,102782085000
2018-06-25,102811905000
2018-06-26,102789540000
2018-06-27,102170775000
2018-06-28,102163320000
2018-06-29,102819359999
2018-07-02,102850570000
2018-07-03,102939586000
2018-07-05,102932168000
2018-07-06,103495936000
2018-07-09,104705070000
2018-07-10,105142732000
2018-07-11,102642866000
2018-07-12,105038880000
2018-07-13,104764414000
2018-07-16,103978105999
2018-07-17,105461705999
