,WBA
2004-08-24,37570324000
2004-08-25,37631680000
2004-08-26,37590776000
2004-08-27,37468064000
2004-08-30,37120380000
2004-08-31,37273770000
2004-09-01,37110154000
2004-09-02,38194110000
2004-09-03,38613376000
2004-09-07,38582698000
2004-09-08,38500890000
2004-09-09,38275918000
2004-09-10,38541794000
2004-09-13,38705410000
2004-09-14,38040720000
2004-09-15,38050946000
2004-09-16,37846426000
2004-09-17,37907782000
2004-09-20,37713488000
2004-09-21,37815748000
2004-09-22,37120380000
2004-09-23,36874956000
2004-09-24,37079476000
2004-09-27,37304448000
2004-09-28,36966990000
2004-09-29,37314674000
2004-09-30,36639758000
2004-10-01,36885182000
2004-10-04,36997668000
2004-10-05,37171510000
2004-10-06,37774844000
2004-10-07,37447612000
2004-10-08,36772696000
2004-10-11,36609080000
2004-10-12,36782922000
2004-10-13,36496594000
2004-10-14,36210266000
2004-10-15,36496594000
2004-10-18,37253318000
2004-10-19,36956764000
2004-10-20,36956764000
2004-10-21,36915860000
2004-10-22,36302300000
2004-10-25,36251170000
2004-10-26,36486368000
2004-10-27,36987442000
2004-10-28,36864730000
2004-10-29,36701114000
2004-11-01,36997668000
2004-11-02,37764618000
2004-11-03,37958912000
2004-11-04,38644054000
2004-11-05,39451908000
2004-11-08,39462134000
2004-11-09,39891626000
2004-11-10,39728010000
2004-11-11,39912078000
2004-11-12,40126824000
2004-11-15,40372248000
2004-11-16,39564394000
2004-11-17,39083772000
2004-11-18,39687106000
2004-11-19,38961060000
2004-11-22,39114450000
2004-11-23,39073546000
2004-11-24,39411004000
2004-11-26,39492812000
2004-11-29,39329196000
2004-11-30,39042868000
2004-12-01,39821968000
2004-12-02,39760672000
2004-12-03,39821968000
2004-12-06,39770888000
2004-12-07,39065984000
2004-12-08,39137496000
2004-12-09,39781104000
2004-12-10,39709592000
2004-12-13,39975208000
2004-12-14,40026288000
2004-12-15,39842400000
2004-12-16,39770888000
2004-12-17,39147712000
2004-12-20,39433760000
2004-12-21,39607432000
2004-12-22,39791320000
2004-12-23,39576784000
2004-12-27,39443976000
2004-12-28,39627864000
2004-12-29,39627864000
2004-12-30,39627864000
2004-12-31,39198792000
2005-01-03,41252208000
2005-01-04,40955944000
2005-01-05,42008192000
2005-01-06,42028624000
2005-01-07,42396400000
2005-01-10,42539424000
2005-01-11,42570072000
2005-01-12,42825472000
2005-01-13,42171648000
2005-01-14,42529208000
2005-01-18,44092256000
2005-01-19,43959448000
2005-01-20,44000312000
2005-01-21,43131952000
2005-01-24,42600720000
2005-01-25,42876552000
2005-01-26,42968496000
2005-01-27,43050224000
2005-01-28,43795992000
2005-01-31,43530376000
2005-02-01,43877720000
2005-02-02,44592840000
2005-02-03,44725648000
2005-02-04,45124072000
2005-02-07,44572408000
2005-02-08,44603056000
2005-02-09,44255712000
2005-02-10,44429384000
2005-02-11,43734696000
2005-02-14,43162600000
2005-02-15,43285192000
2005-02-16,44521328000
2005-02-17,43867504000
2005-02-18,43806208000
2005-02-22,42907200000
2005-02-23,42978712000
2005-02-24,43254544000
2005-02-25,43581456000
2005-02-28,43755128000
2005-03-01,44389030000
2005-03-02,44623515000
2005-03-03,45520675000
2005-03-04,45918280000
2005-03-07,45500285000
2005-03-08,45367750000
2005-03-09,44817220000
2005-03-10,45041510000
2005-03-11,44970145000
2005-03-14,45204630000
2005-03-15,44766245000
2005-03-16,44287080000
2005-03-17,45041510000
2005-03-18,46081400000
2005-03-21,46152765000
2005-03-22,46642125000
2005-03-23,47376165000
2005-03-24,47131485000
2005-03-28,45989645000
2005-03-29,45469700000
2005-03-30,45877500000
2005-03-31,45286190000
2005-04-01,44562345000
2005-04-04,45174045000
2005-04-05,45490090000
2005-04-06,45275995000
2005-04-07,45418725000
2005-04-08,45031315000
2005-04-11,45041510000
2005-04-12,44603125000
2005-04-13,44674490000
2005-04-14,44378835000
2005-04-15,43909865000
2005-04-18,43716160000
2005-04-19,43858890000
2005-04-20,42910755000
2005-04-21,43349140000
2005-04-22,42686465000
2005-04-25,43440895000
2005-04-26,43451090000
2005-04-27,44144350000
2005-04-28,43593820000
2005-04-29,43899670000
2005-05-02,44572540000
2005-05-03,44623515000
2005-05-04,44908975000
2005-05-05,45041510000
2005-05-06,44949755000
2005-05-09,45296385000
2005-05-10,44633710000
2005-05-11,44847805000
2005-05-12,44908975000
2005-05-13,44908975000
2005-05-16,45734770000
2005-05-17,46397445000
2005-05-18,46795050000
2005-05-19,47335385000
2005-05-20,46866415000
2005-05-23,47213045000
2005-05-24,46591150000
2005-05-25,46652320000
2005-05-26,46856220000
2005-05-27,46407640000
2005-05-31,46224130000
2005-06-01,46406496000
2005-06-02,46791360000
2005-06-03,46457136000
2005-06-06,46396368000
2005-06-07,46355856000
2005-06-08,46133040000
2005-06-09,46588800000
2005-06-10,46690080000
2005-06-13,46659696000
2005-06-14,46831872000
2005-06-15,46700208000
2005-06-16,46568544000
2005-06-17,46477392000
2005-06-20,46173552000
2005-06-21,45798816000
2005-06-22,45981120000
2005-06-23,45393696000
2005-06-24,44948064000
2005-06-27,46436880000
2005-06-28,47895312000
2005-06-29,47216736000
2005-06-30,46578672000
2005-07-01,46669824000
2005-07-05,47297760000
2005-07-06,47135712000
2005-07-07,47074944000
2005-07-08,47490192000
2005-07-11,47885184000
2005-07-12,48168768000
2005-07-13,47601600000
2005-07-14,47439552000
2005-07-15,47702880000
2005-07-18,47500320000
2005-07-19,47399040000
2005-07-20,47814288000
2005-07-21,47105328000
2005-07-22,47277504000
2005-07-25,46963536000
2005-07-26,47166096000
2005-07-27,47399040000
2005-07-28,48614400000
2005-07-29,48472608000
2005-08-01,48563760000
2005-08-02,48584016000
2005-08-03,48776448000
2005-08-04,48340944000
2005-08-05,47895312000
2005-08-08,47885184000
2005-08-09,48847344000
2005-08-10,48816960000
2005-08-11,48958752000
2005-08-12,48553632000
2005-08-15,48918240000
2005-08-16,47996592000
2005-08-17,48189024000
2005-08-18,47996592000
2005-08-19,47510448000
2005-08-22,47388912000
2005-08-23,47682624000
2005-08-24,46882512000
2005-08-25,47095200000
2005-08-26,46730592000
2005-08-29,46933152000
2005-08-30,46234320000
2005-08-31,46923024000
2005-09-01,46335600000
2005-09-02,45707664000
2005-09-06,46365984000
2005-09-07,46639440000
2005-09-08,45464592000
2005-09-09,45484848000
2005-09-12,45859584000
2005-09-13,45494976000
2005-09-14,45282288000
2005-09-15,45018960000
2005-09-16,45748176000
2005-09-19,45110112000
2005-09-20,43904880000
2005-09-21,43357968000
2005-09-22,43388352000
2005-09-23,43054128000
2005-09-26,42031200000
2005-09-27,43722576000
2005-09-28,43145280000
2005-09-29,43803600000
2005-09-30,44006160000
2005-10-03,43742832000
2005-10-04,44704992000
2005-10-05,44431536000
2005-10-06,44542944000
2005-10-07,44563200000
2005-10-10,44603712000
2005-10-11,44684736000
2005-10-12,43925136000
2005-10-13,43945392000
2005-10-14,44563200000
2005-10-17,44978448000
2005-10-18,44279616000
2005-10-19,46234320000
2005-10-20,45657024000
2005-10-21,45596256000
2005-10-24,46021632000
2005-10-25,45717792000
2005-10-26,45150624000
2005-10-27,44502432000
2005-10-28,45272160000
2005-10-31,46011504000
2005-11-01,45738048000
2005-11-02,45201264000
2005-11-03,46274832000
2005-11-04,46679952000
2005-11-07,47287632000
2005-11-08,46912896000
2005-11-09,46842000000
2005-11-10,47804160000
2005-11-11,47672496000
2005-11-14,47469936000
2005-11-15,46528032000
2005-11-16,46882512000
2005-11-17,47571216000
2005-11-18,47794032000
2005-11-21,47783904000
2005-11-22,48401712000
2005-11-23,48411840000
2005-11-25,48513120000
2005-11-28,48239664000
2005-11-29,47561088000
2005-11-30,46264704000
2005-12-01,46603377000
2005-12-02,46664019000
2005-12-05,46441665000
2005-12-06,46775196000
2005-12-07,47149155000
2005-12-08,46744875000
2005-12-09,46856052000
2005-12-12,47139048000
2005-12-13,46724661000
2005-12-14,47361402000
2005-12-15,46754982000
2005-12-16,46785303000
2005-12-19,46057599000
2005-12-20,45825138000
2005-12-21,45784710000
2005-12-22,45572463000
2005-12-23,45501714000
2005-12-27,44743689000
2005-12-28,44763903000
2005-12-29,44561763000
2005-12-30,44733582000
2006-01-03,45875673000
2006-01-04,44450586000
2006-01-05,44046306000
2006-01-06,43834059000
2006-01-09,44379837000
2006-01-10,43743096000
2006-01-11,43662240000
2006-01-12,43813845000
2006-01-13,43854273000
2006-01-17,44248446000
2006-01-18,44753796000
2006-01-19,44864973000
2006-01-20,43591491000
2006-01-23,42873894000
2006-01-24,43156890000
2006-01-25,42954750000
2006-01-26,43449993000
2006-01-27,43348923000
2006-01-30,43278174000
2006-01-31,43743096000
2006-02-01,43803738000
2006-02-02,44157483000
2006-02-03,44137269000
2006-02-06,44238339000
2006-02-07,43753203000
2006-02-08,43854273000
2006-02-09,43460100000
2006-02-10,43722882000
2006-02-13,43844166000
2006-02-14,45309681000
2006-02-15,46249632000
2006-02-16,46391130000
2006-02-17,46401237000
2006-02-21,46320381000
2006-02-22,46643805000
2006-02-23,46471986000
2006-02-24,45926208000
2006-02-27,46168776000
2006-02-28,45340002000
2006-03-01,45042920000
2006-03-02,45012656000
2006-03-03,44780632000
2006-03-06,44215704000
2006-03-07,44528432000
2006-03-08,45617936000
2006-03-09,45194240000
2006-03-10,45849960000
2006-03-13,45829784000
2006-03-14,46253480000
2006-03-15,45506968000
2006-03-16,45335472000
2006-03-17,45718816000
2006-03-20,45446440000
2006-03-21,45083272000
2006-03-22,45083272000
2006-03-23,44962216000
2006-03-24,44760456000
2006-03-27,45416176000
2006-03-28,44336760000
2006-03-29,44387200000
2006-03-30,43902976000
2006-03-31,43509544000
2006-04-03,43277520000
2006-04-04,43660864000
2006-04-05,43872712000
2006-04-06,44276232000
2006-04-07,43711304000
2006-04-10,44104736000
2006-04-11,43378400000
2006-04-12,43388488000
2006-04-13,43499456000
2006-04-17,42732768000
2006-04-18,43196816000
2006-04-19,43832360000
2006-04-20,43196816000
2006-04-21,42783208000
2006-04-24,42571360000
2006-04-25,42188016000
2006-04-26,42601624000
2006-04-27,42298984000
2006-04-28,42298984000
2006-05-01,41986256000
2006-05-02,41855112000
2006-05-03,41502032000
2006-05-04,41310360000
2006-05-05,41905552000
2006-05-08,42298984000
2006-05-09,42117400000
2006-05-10,41723968000
2006-05-11,41007720000
2006-05-12,40321736000
2006-05-15,40957280000
2006-05-16,40331824000
2006-05-17,40150240000
2006-05-18,40725256000
2006-05-19,41562560000
2006-05-22,41613000000
2006-05-23,41330536000
2006-05-24,41542384000
2006-05-25,41663440000
2006-05-26,41663440000
2006-05-30,40553760000
2006-05-31,40957280000
2006-06-01,40811120000
2006-06-02,42871780000
2006-06-05,42077672000
2006-06-06,41796216000
2006-06-07,41504708000
2006-06-08,42037464000
2006-06-09,42831572000
2006-06-12,42469700000
2006-06-13,42721000000
2006-06-14,43304016000
2006-06-15,43615628000
2006-06-16,43424640000
2006-06-19,43193444000
2006-06-20,43675940000
2006-06-21,44027760000
2006-06-22,43826720000
2006-06-23,43836772000
2006-06-26,44329320000
2006-06-27,44570568000
2006-06-28,44580620000
2006-06-29,45505404000
2006-06-30,45073168000
2006-07-03,45475248000
2006-07-05,45344572000
2006-07-06,45786860000
2006-07-07,46088420000
2006-07-10,46972996000
2006-07-11,47043360000
2006-07-12,46952892000
2006-07-13,46661384000
2006-07-14,46229148000
2006-07-17,46741800000
2006-07-18,46922736000
2006-07-19,47837468000
2006-07-20,47395180000
2006-07-21,46792060000
2006-07-24,47626376000
2006-07-25,48189288000
2006-07-26,47787208000
2006-07-27,47706792000
2006-07-28,47174036000
2006-07-31,47023256000
2006-08-01,46942840000
2006-08-02,47948040000
2006-08-03,48611472000
2006-08-04,48862772000
2006-08-07,48661732000
2006-08-08,49124124000
2006-08-09,48169184000
2006-08-10,48742148000
2006-08-11,48671784000
2006-08-14,48913032000
2006-08-15,49948388000
2006-08-16,49626724000
2006-08-17,49898128000
2006-08-18,48902980000
2006-08-21,49093968000
2006-08-22,48923084000
2006-08-23,48701940000
2006-08-24,48410432000
2006-08-25,48068664000
2006-08-28,49254800000
2006-08-29,49295008000
2006-08-30,49526204000
2006-08-31,49717192000
2006-09-01,50109220000
2006-09-05,50159480000
2006-09-06,50832964000
2006-09-07,50511300000
2006-09-08,51174732000
2006-09-11,51747696000
2006-09-12,51265200000
2006-09-13,49566412000
2006-09-14,50219792000
2006-09-15,50219792000
2006-09-18,49676984000
2006-09-19,50169532000
2006-09-20,50209740000
2006-09-21,46520656000
2006-09-22,47143880000
2006-09-25,44701244000
2006-09-26,45344572000
2006-09-27,45485300000
2006-09-28,45143532000
2006-09-29,44620828000
2006-10-02,43645784000
2006-10-03,44661036000
2006-10-04,45113376000
2006-10-05,43615628000
2006-10-06,42881832000
2006-10-09,43314068000
2006-10-10,43344224000
2006-10-11,44339372000
2006-10-12,44791712000
2006-10-13,44610776000
2006-10-16,44570568000
2006-10-17,44429840000
2006-10-18,44409736000
2006-10-19,44078020000
2006-10-20,43806616000
2006-10-23,43917188000
2006-10-24,44098124000
2006-10-25,43243704000
2006-10-26,43565368000
2006-10-27,43062768000
2006-10-30,43655836000
2006-10-31,43907136000
2006-11-01,42328972000
2006-11-02,42429492000
2006-11-03,43042664000
2006-11-06,43716148000
2006-11-07,43836772000
2006-11-08,43505056000
2006-11-09,42328972000
2006-11-10,42590324000
2006-11-13,42288764000
2006-11-14,42489804000
2006-11-15,43012508000
2006-11-16,42942144000
2006-11-17,42218400000
2006-11-20,42087724000
2006-11-21,41404188000
2006-11-22,41253408000
2006-11-24,40871432000
2006-11-27,40308520000
2006-11-28,41042316000
2006-11-29,40951848000
2006-11-30,40700548000
2006-12-01,40253892000
2006-12-04,42323064000
2006-12-05,43142736000
2006-12-06,43642536000
2006-12-07,43222704000
2006-12-08,43612548000
2006-12-11,44092356000
2006-12-12,44012388000
2006-12-13,44082360000
2006-12-14,44582160000
2006-12-15,44482200000
2006-12-18,45231900000
2006-12-19,45641736000
2006-12-20,45611748000
2006-12-21,45941616000
2006-12-22,46661328000
2006-12-26,46371444000
2006-12-27,46121544000
2006-12-28,46051572000
2006-12-29,45871644000
2007-01-03,46051572000
2007-01-04,46141536000
2007-01-05,45481800000
2007-01-08,45671724000
2007-01-09,45911628000
2007-01-10,45561768000
2007-01-11,46041576000
2007-01-12,46181520000
2007-01-16,46071564000
2007-01-17,46491396000
2007-01-18,46381440000
2007-01-19,45991596000
2007-01-22,45781680000
2007-01-23,45561768000
2007-01-24,45491796000
2007-01-25,45121944000
2007-01-26,45171924000
2007-01-29,45381840000
2007-01-30,45221904000
2007-01-31,45281880000
2007-02-01,45721704000
2007-02-02,45301872000
2007-02-05,44882040000
2007-02-06,45341856000
2007-02-07,45411828000
2007-02-08,45741696000
2007-02-09,45411828000
2007-02-12,45081960000
2007-02-13,45031980000
2007-02-14,44912028000
2007-02-15,46081560000
2007-02-16,45991596000
2007-02-20,46301472000
2007-02-21,45861648000
2007-02-22,45591756000
2007-02-23,45301872000
2007-02-26,45501792000
2007-02-27,44602152000
2007-02-28,44682120000
2007-03-01,44442554000
2007-03-02,43974528000
2007-03-05,43725578000
2007-03-06,44263310000
2007-03-07,43864990000
2007-03-08,44432596000
2007-03-09,44402722000
2007-03-12,44601882000
2007-03-13,43954612000
2007-03-14,44412680000
2007-03-15,45527976000
2007-03-16,46065708000
2007-03-19,46334574000
2007-03-20,46175246000
2007-03-21,46872306000
2007-03-22,47171046000
2007-03-23,47569366000
2007-03-26,47101340000
2007-03-27,46742852000
2007-03-28,46155330000
2007-03-29,46005960000
2007-03-30,45697262000
2007-04-02,45617598000
2007-04-03,46005960000
2007-04-04,45806800000
2007-04-05,46045792000
2007-04-09,46404280000
2007-04-10,46473986000
2007-04-11,45796842000
2007-04-12,45737094000
2007-04-13,45727136000
2007-04-16,45936254000
2007-04-17,45786884000
2007-04-18,45766968000
2007-04-19,45757010000
2007-04-20,45607640000
2007-04-23,45677346000
2007-04-24,45697262000
2007-04-25,45786884000
2007-04-26,45637514000
2007-04-27,44830916000
2007-04-30,43715620000
2007-05-01,44044234000
2007-05-02,44392764000
2007-05-03,44362890000
2007-05-04,44631756000
2007-05-07,44860790000
2007-05-08,44791084000
2007-05-09,44960370000
2007-05-10,44283226000
2007-05-11,43954612000
2007-05-14,44044234000
2007-05-15,44283226000
2007-05-16,45089824000
2007-05-17,45149572000
2007-05-18,45547892000
2007-05-21,44930496000
2007-05-22,44581966000
2007-05-23,44502302000
2007-05-24,44402722000
2007-05-25,44900622000
2007-05-29,45179446000
2007-05-30,45059950000
2007-05-31,44940454000
2007-06-01,44737369000
2007-06-04,44836499000
2007-06-05,44568848000
2007-06-06,43904677000
2007-06-07,43567635000
2007-06-08,43924503000
2007-06-11,43865025000
2007-06-12,43111637000
2007-06-13,43617200000
2007-06-14,43468505000
2007-06-15,43874938000
2007-06-18,43884851000
2007-06-19,43280158000
2007-06-20,43280158000
2007-06-21,44459805000
2007-06-22,44578761000
2007-06-25,43865025000
2007-06-26,43349549000
2007-06-27,43686591000
2007-06-28,43151289000
2007-06-29,43161202000
2007-07-02,43329723000
2007-07-03,43468505000
2007-07-05,43527983000
2007-07-06,44023633000
2007-07-09,44301197000
2007-07-10,43686591000
2007-07-11,43775808000
2007-07-12,44707630000
2007-07-13,44806760000
2007-07-16,44568848000
2007-07-17,44142589000
2007-07-18,44410240000
2007-07-19,44777021000
2007-07-20,45094237000
2007-07-23,45252845000
2007-07-24,44687804000
2007-07-25,45223106000
2007-07-26,44806760000
2007-07-27,44162415000
2007-07-30,44439979000
2007-07-31,43795634000
2007-08-01,44340849000
2007-08-02,44420153000
2007-08-03,43706417000
2007-08-06,44757195000
2007-08-07,45104150000
2007-08-08,45926929000
2007-08-09,46729882000
2007-08-10,46016146000
2007-08-13,45242932000
2007-08-14,44836499000
2007-08-15,44221893000
2007-08-16,44727456000
2007-08-17,45272671000
2007-08-20,44568848000
2007-08-21,44628326000
2007-08-22,44628326000
2007-08-23,44420153000
2007-08-24,44707630000
2007-08-27,44003807000
2007-08-28,43220680000
2007-08-29,44449892000
2007-08-30,44231806000
2007-08-31,44677891000
2007-09-04,45034759000
2007-09-05,44747282000
2007-09-06,44687804000
2007-09-07,43765895000
2007-09-10,43666765000
2007-09-11,44459805000
2007-09-12,44638239000
2007-09-13,45024846000
2007-09-14,44886064000
2007-09-17,44697717000
2007-09-18,45798060000
2007-09-19,45649365000
2007-09-20,44955455000
2007-09-21,45014933000
2007-09-24,45351975000
2007-09-25,46482057000
2007-09-26,47294923000
2007-09-27,47513009000
2007-09-28,46829012000
2007-10-01,39810608000
2007-10-02,39731304000
2007-10-03,39096872000
2007-10-04,39424001000
2007-10-05,38958090000
2007-10-08,38789569000
2007-10-09,38849047000
2007-10-10,38531831000
2007-10-11,38343484000
2007-10-12,38482266000
2007-10-15,38462440000
2007-10-16,38333571000
2007-10-17,38036181000
2007-10-18,38036181000
2007-10-19,37520705000
2007-10-22,37372010000
2007-10-23,37927138000
2007-10-24,39106785000
2007-10-25,39632174000
2007-10-26,39830434000
2007-10-29,39354610000
2007-10-30,39136524000
2007-10-31,39305045000
2007-11-01,38690439000
2007-11-02,38769743000
2007-11-05,38343484000
2007-11-06,38244354000
2007-11-07,38155137000
2007-11-08,38690439000
2007-11-09,37768530000
2007-11-12,38105572000
2007-11-13,38759830000
2007-11-14,39404175000
2007-11-15,39245567000
2007-11-16,39622261000
2007-11-19,38938264000
2007-11-20,39424001000
2007-11-21,39057220000
2007-11-23,39384349000
2007-11-26,38868873000
2007-11-27,37956877000
2007-11-28,37976703000
2007-11-29,36965577000
2007-11-30,36271667000
2007-12-03,36076040000
2007-12-04,35491291000
2007-12-05,36135506000
2007-12-06,36264349000
2007-12-07,36779721000
2007-12-10,36908564000
2007-12-11,36571590000
2007-12-12,36670700000
2007-12-13,36323815000
2007-12-14,36264349000
2007-12-17,36522035000
2007-12-18,36908564000
2007-12-19,36056218000
2007-12-20,35927375000
2007-12-21,38127617000
2007-12-24,38672722000
2007-12-26,38276282000
2007-12-27,38038418000
2007-12-28,38276282000
2007-12-31,37741088000
2008-01-02,37007674000
2008-01-03,34747966000
2008-01-04,33984819000
2008-01-07,34757877000
2008-01-08,33925352999
2008-01-09,33449625000
2008-01-10,34212772000
2008-01-11,33400070000
2008-01-14,33013541000
2008-01-15,32716210999
2008-01-16,32944164000
2008-01-17,33043274000
2008-01-18,33409981000
2008-01-22,33766777000
2008-01-23,35134495000
2008-01-24,34678589000
2008-01-25,33974908000
2008-01-28,34143395000
2008-01-29,34410992000
2008-01-30,34014552000
2008-01-31,34728144000
2008-02-01,35996752000
2008-02-04,35134495000
2008-02-05,34638945000
2008-02-06,34212772000
2008-02-07,34430814000
2008-02-08,34767788000
2008-02-11,35590401000
2008-02-12,35917464000
2008-02-13,35877820000
2008-02-14,35213783000
2008-02-15,35154317000
2008-02-19,35104762000
2008-02-20,35679600000
2008-02-21,36115684000
2008-02-22,37077051000
2008-02-25,37037407000
2008-02-26,37414025000
2008-02-27,37077051000
2008-02-28,36809454000
2008-02-29,36185061000
2008-03-03,36092790000
2008-03-04,36508674000
2008-03-05,35924456000
2008-03-06,35290728000
2008-03-07,35181806000
2008-03-10,34726314000
2008-03-11,36003672000
2008-03-12,36102692000
2008-03-13,36172006000
2008-03-14,35607592000
2008-03-17,35389748000
2008-03-18,36488870000
2008-03-19,36023476000
2008-03-20,36419556000
2008-03-24,38231622000
2008-03-25,37637502000
2008-03-26,37587992000
2008-03-27,36894852000
2008-03-28,37063186000
2008-03-31,37716718000
2008-04-01,38548486000
2008-04-02,37766228000
2008-04-03,37815738000
2008-04-04,37528580000
2008-04-07,37677110000
2008-04-08,37251324000
2008-04-09,36548282000
2008-04-10,36261124000
2008-04-11,35726416000
2008-04-14,35092688000
2008-04-15,35270924000
2008-04-16,35429356000
2008-04-17,35379846000
2008-04-18,35607592000
2008-04-21,35439258000
2008-04-22,34924354000
2008-04-23,35320434000
2008-04-24,35468964000
2008-04-25,35142198000
2008-04-28,35132296000
2008-04-29,35261022000
2008-04-30,34508470000
2008-05-01,35340238000
2008-05-02,34934256000
2008-05-05,35053080000
2008-05-06,35043178000
2008-05-07,34993668000
2008-05-08,34825334000
2008-05-09,34647098000
2008-05-12,35152100000
2008-05-13,35112492000
2008-05-14,35746220000
2008-05-15,36201712000
2008-05-16,36013574000
2008-05-19,35825436000
2008-05-20,35726416000
2008-05-21,34934256000
2008-05-22,35330336000
2008-05-23,34746118000
2008-05-27,35290728000
2008-05-28,35231316000
2008-05-29,35676906000
2008-05-30,35667004000
2008-06-02,35698346000
2008-06-03,35925724000
2008-06-04,35925724000
2008-06-05,36281620000
2008-06-06,35124958000
2008-06-09,35213932000
2008-06-10,35293020000
2008-06-11,34917352000
2008-06-12,35045870000
2008-06-13,35846636000
2008-06-16,35836750000
2008-06-17,35322678000
2008-06-18,34729518000
2008-06-19,35035984000
2008-06-20,34670202000
2008-06-23,34304420000
2008-06-24,33602514000
2008-06-25,33562970000
2008-06-26,32505168000
2008-06-27,32594142000
2008-06-30,32139385999
2008-07-01,32060298000
2008-07-02,31032154000
2008-07-03,31091470000
2008-07-07,31338620000
2008-07-08,31526454000
2008-07-09,31724174000
2008-07-10,32910494000
2008-07-11,32346992000
2008-07-14,32129500000
2008-07-15,31961438000
2008-07-16,33127985999
2008-07-17,33918866000
2008-07-18,33790348000
2008-07-21,33454224000
2008-07-22,33997954000
2008-07-23,34284648000
2008-07-24,33394908000
2008-07-25,33177416000
2008-07-28,32801748000
2008-07-29,33454224000
2008-07-30,33760690000
2008-07-31,33948524000
2008-08-01,33543198000
2008-08-04,33948524000
2008-08-05,35065642000
2008-08-06,35401766000
2008-08-07,34838264000
2008-08-08,36133330000
2008-08-11,36301392000
2008-08-12,36677060000
2008-08-13,36489226000
2008-08-14,36736376000
2008-08-15,36845122000
2008-08-18,36696832000
2008-08-19,35975154000
2008-08-20,35421538000
2008-08-21,35816978000
2008-08-22,36054242000
2008-08-25,35154616000
2008-08-26,35174388000
2008-08-27,34877808000
2008-08-28,36103672000
2008-08-29,36014698000
2008-09-02,35589600000
2008-09-03,35510512000
2008-09-04,34541684000
2008-09-05,34195674000
2008-09-08,35589600000
2008-09-09,34828378000
2008-09-10,35342450000
2008-09-11,36251962000
2008-09-12,35658802000
2008-09-15,33879322000
2008-09-16,33098327999
2008-09-17,31595656000
2008-09-18,32465624000
2008-09-19,32584256000
2008-09-22,31397936000
2008-09-23,30992610000
2008-09-24,31259532000
2008-09-25,31763718000
2008-09-26,32356877999
2008-09-29,30646600000
2008-09-30,30607056000
2008-10-01,29400964000
2008-10-02,28788032000
2008-10-03,27641256000
2008-10-06,27226044000
2008-10-07,26435164000
2008-10-08,25881548000
2008-10-09,24991808000
2008-10-10,22955292000
2008-10-13,24309674000
2008-10-14,22994836000
2008-10-15,21660226000
2008-10-16,23241986000
2008-10-17,23034380000
2008-10-20,24339332000
2008-10-21,24072410000
2008-10-22,23093696000
2008-10-23,23064038000
2008-10-24,22332474000
2008-10-27,21156040000
2008-10-28,24675456000
2008-10-29,23400162000
2008-10-30,24912720000
2008-10-31,25169756000
2008-11-03,24329446000
2008-11-04,25327932000
2008-11-05,24181156000
2008-11-06,23212328000
2008-11-07,23607768000
2008-11-10,23321074000
2008-11-11,23370504000
2008-11-12,22737800000
2008-11-13,24270130000
2008-11-14,23162898000
2008-11-17,22391790000
2008-11-18,23479250000
2008-11-19,22747686000
2008-11-20,22589510000
2008-11-21,22895976000
2008-11-24,23854918000
2008-11-25,23538566000
2008-11-26,24289902000
2008-11-28,24457964000
2008-12-01,22783280000
2008-12-02,23366200000
2008-12-03,23731760000
2008-12-04,24176360000
2008-12-05,25628720000
2008-12-08,26004160000
2008-12-09,25608960000
2008-12-10,26033800000
2008-12-11,25885600000
2008-12-12,25836200000
2008-12-15,25470640000
2008-12-16,26162240000
2008-12-17,25421240000
2008-12-18,25431120000
2008-12-19,25767040000
2008-12-22,24680240000
2008-12-23,23791040000
2008-12-24,23820680000
2008-12-26,23534160000
2008-12-29,23366200000
2008-12-30,23652720000
2008-12-31,24373960000
2009-01-02,25243400000
2009-01-05,26517920000
2009-01-06,26389480000
2009-01-07,26705640000
2009-01-08,26517920000
2009-01-09,25836200000
2009-01-12,25589200000
2009-01-13,25757160000
2009-01-14,25826320000
2009-01-15,26577200000
2009-01-16,26587080000
2009-01-20,25628720000
2009-01-21,26014040000
2009-01-22,26478400000
2009-01-23,26606840000
2009-01-26,26478400000
2009-01-27,26676000000
2009-01-28,27555320000
2009-01-29,27555320000
2009-01-30,27081080000
2009-02-02,26695760000
2009-02-03,27417000000
2009-02-04,26676000000
2009-02-05,27239160000
2009-02-06,27822080000
2009-02-09,27664000000
2009-02-10,26715520000
2009-02-11,26567320000
2009-02-12,26666120000
2009-02-13,25816440000
2009-02-17,25154480000
2009-02-18,25332320000
2009-02-19,25520040000
2009-02-20,24779040000
2009-02-23,23850320000
2009-02-24,24077560000
2009-02-25,23237760000
2009-02-26,23020400000
2009-02-27,23573680000
2009-03-02,23054080000
2009-03-03,22587840000
2009-03-04,22597760000
2009-03-05,21665280000
2009-03-06,21913280000
2009-03-09,21328000000
2009-03-10,22419200000
2009-03-11,22458880000
2009-03-12,23242560000
2009-03-13,23688960000
2009-03-16,23252480000
2009-03-17,24105600000
2009-03-18,23827840000
2009-03-19,23857600000
2009-03-20,24095680000
2009-03-23,26367360000
2009-03-24,26168960000
2009-03-25,26615360000
2009-03-26,26347520000
2009-03-27,26178880000
2009-03-30,25782080000
2009-03-31,25752320000
2009-04-01,26288000000
2009-04-02,27170880000
2009-04-03,26694720000
2009-04-06,26714560000
2009-04-07,27180800000
2009-04-08,27498240000
2009-04-09,28748160000
