,SLG
2004-11-12,2313761152
2004-11-15,2386090106
2004-11-16,2339018882
2004-11-17,2281997643
2004-11-18,2265924542
2004-11-19,2244876434
2004-11-22,2253678370
2004-11-23,2293861122
2004-11-24,2328303481
2004-11-26,2306872680
2004-11-29,2316057309
2004-11-30,2341697732
2004-12-01,2397570893
2004-12-02,2373078548
2004-12-03,2403311286
2004-12-06,2417470922
2004-12-07,2410582451
2004-12-08,2372695856
2004-12-09,2367338155
2004-12-10,2375374706
2004-12-13,2388386264
2004-12-14,2356622755
2004-12-15,2410965144
2004-12-16,2397570893
2004-12-17,2422445930
2004-12-20,2420149773
2004-12-21,2444642117
2004-12-22,2439667110
2004-12-23,2418236308
2004-12-27,2419767080
2004-12-28,2427803630
2004-12-29,2409434372
2004-12-30,2419001694
2004-12-31,2580019675
2005-01-03,2545507046
2005-01-04,2513000965
2005-01-05,2390601525
2005-01-06,2399430337
2005-01-07,2407055220
2005-01-10,2395015931
2005-01-11,2352075800
2005-01-12,2332812937
2005-01-13,2351273180
2005-01-14,2353279728
2005-01-18,2378562236
2005-01-19,2377358307
2005-01-20,2364917708
2005-01-21,2379766165
2005-01-24,2350069251
2005-01-25,2282247922
2005-01-26,2280241374
2005-01-27,2245327435
2005-01-28,2258971963
2005-01-31,2268202085
2005-02-01,2277833516
2005-02-02,2310740907
2005-02-03,2321576267
2005-02-04,2336023414
2005-02-07,2321977577
2005-02-08,2336424724
2005-02-09,2370536043
2005-02-10,2371739972
2005-02-11,2377358307
2005-02-14,2373345210
2005-02-15,2383779261
2005-02-16,2400634266
2005-02-17,2414278794
2005-02-18,2414278794
2005-02-22,2360503302
2005-02-23,2353681038
2005-02-24,2343246987
2005-02-25,2399831647
2005-02-28,2402239505
2005-03-01,2419094509
2005-03-02,2407456530
2005-03-03,2427923322
2005-03-04,2484909290
2005-03-07,2498152509
2005-03-08,2489323696
2005-03-09,2426318083
2005-03-10,2441567849
2005-03-11,2427522012
2005-03-14,2458422854
2005-03-15,2447988804
2005-03-16,2430732489
2005-03-17,2451600590
2005-03-18,2483304052
2005-03-21,2469659524
2005-03-22,2451199281
2005-03-23,2428324631
2005-03-24,2411469626
2005-03-28,2399430337
2005-03-29,2378963545
2005-03-30,2409463078
2005-03-31,2423720090
2005-04-01,2403823577
2005-04-04,2387581526
2005-04-05,2390017834
2005-04-06,2414786962
2005-04-07,2439150038
2005-04-08,2428186654
2005-04-11,2454173936
2005-04-12,2488688295
2005-04-13,2485439884
2005-04-14,2485845936
2005-04-15,2498839577
2005-04-18,2502494038
2005-04-19,2515487679
2005-04-20,2519548192
2005-04-21,2509396910
2005-04-22,2513051371
2005-04-25,2528887371
2005-04-26,2537820500
2005-04-27,2570304602
2005-04-28,2571928807
2005-04-29,2629588089
2005-05-02,2607255268
2005-05-03,2586140602
2005-05-04,2594667679
2005-05-05,2593043474
2005-05-06,2577207474
2005-05-09,2623497320
2005-05-10,2597510038
2005-05-11,2606443166
2005-05-12,2573553012
2005-05-13,2570710653
2005-05-16,2591825320
2005-05-17,2621467063
2005-05-18,2638521217
2005-05-19,2666538755
2005-05-20,2673035576
2005-05-23,2694556294
2005-05-24,2662072191
2005-05-25,2631212294
2005-05-26,2605631063
2005-05-27,2623497320
2005-05-31,2670599268
2005-06-01,2686841319
2005-06-02,2672629524
2005-06-03,2681562653
2005-06-06,2738003781
2005-06-07,2746124806
2005-06-08,2766427370
2005-06-09,2772112088
2005-06-10,2780233114
2005-06-13,2815965626
2005-06-14,2837080293
2005-06-15,2823680601
2005-06-16,2824898754
2005-06-17,2847637626
2005-06-20,2834643985
2005-06-21,2802971985
2005-06-22,2792008601
2005-06-23,2788354139
2005-06-24,2786323883
2005-06-27,2771299986
2005-06-28,2749779268
2005-06-29,2745718755
2005-06-30,2789488767
2005-07-01,2808226571
2005-07-05,2822483596
2005-07-06,2807004540
2005-07-07,2832667185
2005-07-08,2886436537
2005-07-11,2912913869
2005-07-12,2919431366
2005-07-13,2893361377
2005-07-14,2866476702
2005-07-15,2872586855
2005-07-18,2908025746
2005-07-19,2928392924
2005-07-20,2932059016
2005-07-21,2886029193
2005-07-22,2910469807
2005-07-25,2909655120
2005-07-26,2963424471
2005-07-27,2969534625
2005-07-28,2993567895
2005-07-29,3014342418
2005-08-01,3000900080
2005-08-02,3031858191
2005-08-03,3027784755
2005-08-04,2967090563
2005-08-05,2888065911
2005-08-08,2807004540
2005-08-09,2800894387
2005-08-10,2815151412
2005-08-11,2841221400
2005-08-12,2846924210
2005-08-15,2864032640
2005-08-16,2887658567
2005-08-17,2859551861
2005-08-18,2841221400
2005-08-19,2854256394
2005-08-22,2871772168
2005-08-23,2850182959
2005-08-24,2837147965
2005-08-25,2842850775
2005-08-26,2814744068
2005-08-29,2821668909
2005-08-30,2811077976
2005-08-31,2859959204
2005-09-01,2891324659
2005-09-02,2897027469
2005-09-06,2921060740
2005-09-07,2903952310
2005-09-08,2892139347
2005-09-09,2912506525
2005-09-12,2914135899
2005-09-13,2896212782
2005-09-14,2899064187
2005-09-15,2904359654
2005-09-16,2914950586
2005-09-19,2906803715
2005-09-20,2899471531
2005-09-21,2853034364
2005-09-22,2875845604
2005-09-23,2910062464
2005-09-26,2913321212
2005-09-27,2901508249
2005-09-28,2833481872
2005-09-29,2897027469
2005-09-30,2948760103
2005-10-03,2978903527
2005-10-04,2965868533
2005-10-05,2913728556
2005-10-06,2903544966
2005-10-07,2863217953
2005-10-10,2828593750
2005-10-11,2812707350
2005-10-12,2759345343
2005-10-13,2761789404
2005-10-14,2837147965
2005-10-17,2854256394
2005-10-18,2828593750
2005-10-19,2884399819
2005-10-20,2856700456
2005-10-21,2893361377
2005-10-24,2966275876
2005-10-25,2910062464
2005-10-26,2894990751
2005-10-27,2868106076
2005-10-28,2941020575
2005-10-31,2942242606
2005-11-01,2903952310
2005-11-02,2922690114
2005-11-03,2910469807
2005-11-04,2901915592
2005-11-07,2912913869
2005-11-08,2919431366
2005-11-09,2971978686
2005-11-10,3018823197
2005-11-11,3035524283
2005-11-14,3034302252
2005-11-15,3027377412
2005-11-16,3022896632
2005-11-17,3059557554
2005-11-18,3067704425
2005-11-21,3097033162
2005-11-22,3136952832
2005-11-23,3147951108
2005-11-25,3167910943
2005-11-28,3148358452
2005-11-29,3165874226
2005-11-30,3193980932
2005-12-01,3249379657
2005-12-02,3244491535
2005-12-05,3246120909
2005-12-06,3236344663
2005-12-07,3222902325
2005-12-08,3279523082
2005-12-09,3312110567
2005-12-12,3278301051
2005-12-13,3308444475
2005-12-14,3336143838
2005-12-15,3292965419
2005-12-16,3316998690
2005-12-19,3258748560
2005-12-20,3246935596
2005-12-21,3251009032
2005-12-22,3269746836
2005-12-23,3280337769
2005-12-27,3282374487
2005-12-28,3273820272
2005-12-29,3263229339
2005-12-30,3303556352
2006-01-03,3435534877
2006-01-04,3481758437
2006-01-05,3536726995
2006-01-06,3585865555
2006-01-09,3609601977
2006-01-10,3643749112
2006-01-11,3633754829
2006-01-12,3615848405
2006-01-13,3567126274
2006-01-17,3603355550
2006-01-18,3598774837
2006-01-19,3658324108
2006-01-20,3598774837
2006-01-23,3635836971
2006-01-24,3713292666
2006-01-25,3727034806
2006-01-26,3742442659
2006-01-27,3769926938
2006-01-30,3747439801
2006-01-31,3715791237
2006-02-01,3704964097
2006-02-02,3687057673
2006-02-03,3660822679
2006-02-06,3647496968
2006-02-07,3614599119
2006-02-08,3607936264
2006-02-09,3639584827
2006-02-10,3674148390
2006-02-13,3684975531
2006-02-14,3727034806
2006-02-15,3733281233
2006-02-16,3771176224
2006-02-17,3821564069
2006-02-21,3826561210
2006-02-22,3841136207
2006-02-23,3846133348
2006-02-24,3834056923
2006-02-27,3809071215
2006-02-28,3842385492
2006-03-01,3856544060
2006-03-02,3881529768
2006-03-03,3886110482
2006-03-06,4054347583
2006-03-07,4034775445
2006-03-08,4085163290
2006-03-09,4116395425
2006-03-10,4135967564
2006-03-13,4125556852
2006-03-14,4162618986
2006-03-15,4338351800
2006-03-16,4439127490
2006-03-17,4557809604
2006-03-20,4389988930
2006-03-21,4353759653
2006-03-22,4340433942
2006-03-23,4383742503
2006-03-24,4359589652
2006-03-27,4361255366
2006-03-28,4474107481
2006-03-29,4556976747
2006-03-30,4443291774
2006-03-31,4522299802
2006-04-03,4359889815
2006-04-04,4353175190
2006-04-05,4432072032
2006-04-06,4433750688
2006-04-07,4417803454
2006-04-10,4355273510
2006-04-11,4348558886
2006-04-12,4323798707
2006-04-13,4246580521
2006-04-17,4264206412
2006-04-18,4341424597
2006-04-19,4499218280
2006-04-20,4480333397
2006-04-21,4539086364
2006-04-24,4511388537
2006-04-25,4461868179
2006-04-26,4442143969
2006-04-27,4443822625
2006-04-28,4411088829
2006-05-01,4377515705
2006-05-02,4387167978
2006-05-03,4398498908
2006-05-04,4425777071
2006-05-05,4516844170
2006-05-08,4555872926
2006-05-09,4568462848
2006-05-10,4628894471
2006-05-11,4564266207
2006-05-12,4495860967
2006-05-15,4506772232
2006-05-16,4523558794
2006-05-17,4403534876
2006-05-18,4447599601
2006-05-19,4417803454
2006-05-22,4385069658
2006-05-23,4363666791
2006-05-24,4338906612
2006-05-25,4411088829
2006-05-26,4515165513
2006-05-30,4474038437
2006-05-31,4420321438
2006-06-01,4489566006
2006-06-02,4535729052
2006-06-05,4595741011
2006-06-06,4538247036
2006-06-07,4565944864
2006-06-08,4531952075
2006-06-09,4583151090
2006-06-12,4571400496
2006-06-13,4526916107
2006-06-14,4469002468
2006-06-15,4510968873
2006-06-16,4521460474
2006-06-19,4488726678
2006-06-20,4504673912
2006-06-21,4597419667
2006-06-22,4579793777
2006-06-23,4557971247
2006-06-26,4599937652
2006-06-27,4612107909
2006-06-28,4613786565
2006-06-29,4774098232
2006-06-30,5113336726
2006-07-03,5135773289
2006-07-05,5101458545
2006-07-06,5130494097
2006-07-07,5151610863
2006-07-10,5196483989
2006-07-11,5199563517
2006-07-12,5231678598
2006-07-13,5191204798
2006-07-14,5114656523
2006-07-17,5119055849
2006-07-18,5204402776
2006-07-19,5313506063
2006-07-20,5331103367
2006-07-21,5146331671
2006-07-24,5241797048
2006-07-25,5175807156
2006-07-26,5206602439
2006-07-27,5212321563
2006-07-28,5315265794
2006-07-31,5338582222
2006-08-01,5320544985
2006-08-02,5231238665
2006-08-03,5231238665
2006-08-04,5328023839
2006-08-07,5216720889
2006-08-08,5118615917
2006-08-09,5084741106
2006-08-10,5007312967
2006-08-11,5005553236
2006-08-14,5071543128
2006-08-15,5108937399
2006-08-16,5086500836
2006-08-17,5137093086
2006-08-18,5128294434
2006-08-21,5145011873
2006-08-22,5238717519
2006-08-23,5127854502
2006-08-24,5135773289
2006-08-25,5123895108
2006-08-28,5185925606
2006-08-29,5192084663
2006-08-30,5229918867
2006-08-31,5211001765
2006-09-01,5157329987
2006-09-05,5258514487
2006-09-06,5241797048
2006-09-07,5197363854
2006-09-08,5229039002
2006-09-11,5223319878
2006-09-12,5233878261
2006-09-13,5329343637
2006-09-14,5314385928
2006-09-15,5363218448
2006-09-18,5288869837
2006-09-19,5413370766
2006-09-20,5357499324
2006-09-21,5217160821
2006-09-22,5253675228
2006-09-25,5215401091
2006-09-26,5212321563
2006-09-27,5266433274
2006-09-28,5163489043
2006-09-29,5217160821
2006-10-02,5248835969
2006-10-03,5272152398
2006-10-04,5367177842
2006-10-05,5466162679
2006-10-06,5420409687
2006-10-09,5436687194
2006-10-10,5427008676
2006-10-11,5426568744
2006-10-12,5500477422
2006-10-13,5590663607
2006-10-16,5636856531
2006-10-17,5578345494
2006-10-18,5597262597
2006-10-19,5538311627
2006-10-20,5552389470
2006-10-23,5631577340
2006-10-24,5580545157
2006-10-25,5564267651
2006-10-26,5660612892
2006-10-27,5599902192
2006-10-30,5600342125
2006-10-31,5654013903
2006-11-01,5615299834
2006-11-02,5469682140
2006-11-03,5428768407
2006-11-06,5511035805
2006-11-07,5391374135
2006-11-08,5432287868
2006-11-09,5571306573
2006-11-10,5633777003
2006-11-13,5738041032
2006-11-14,5878819467
2006-11-15,5938650302
2006-11-16,5880139265
2006-11-17,5899056367
2006-11-20,6259361175
2006-11-21,6515841886
2006-11-22,6464809703
2006-11-24,6498244582
2006-11-27,6301154773
2006-11-28,6431814758
2006-11-29,6390021160
2006-11-30,6316992346
2006-12-01,6303354436
2006-12-04,6258921242
2006-12-05,6243083668
2006-12-06,6192051485
2006-12-07,6269919557
2006-12-08,6212288385
2006-12-11,6352186955
2006-12-12,6319631942
2006-12-13,6297195379
2006-12-14,6300714840
2006-12-15,6186332361
2006-12-18,6150257887
2006-12-19,6092626715
2006-12-20,6174454181
2006-12-21,6035875409
2006-12-22,5978684169
2006-12-26,6034995543
2006-12-27,6059191837
2006-12-28,6125621661
2006-12-29,6201730003
2007-01-03,7799018582
2007-01-04,7823787856
2007-01-05,7714252624
2007-01-08,7703244058
2007-01-09,7819384429
2007-01-10,7936075229
2007-01-11,8017538617
2007-01-12,8079737015
2007-01-16,8158448262
2007-01-17,8141384985
2007-01-18,8201381670
2007-01-19,8357152878
2007-01-22,8324677609
2007-01-23,8364308446
2007-01-24,8514575372
2007-01-25,8557508780
2007-01-26,8649430306
2007-01-29,8582828481
2007-01-30,8467788967
2007-01-31,8566315632
2007-02-01,8698418424
2007-02-02,8822815220
2007-02-05,8904829037
2007-02-06,8927396597
2007-02-07,9122248215
2007-02-08,9060600246
2007-02-09,8910883748
2007-02-12,8653833732
2007-02-13,8836025499
2007-02-14,8738049262
2007-02-15,8818411794
2007-02-16,8861895630
2007-02-20,8894921328
2007-02-21,8871252911
2007-02-22,8824466505
2007-02-23,8605396042
2007-02-26,8573471200
2007-02-27,8380270867
2007-02-28,8525033510
2007-03-01,8496411238
2007-03-02,8290551054
2007-03-05,8014786476
2007-03-06,8276239918
2007-03-07,8094598579
2007-03-08,8233856939
2007-03-09,8274038205
2007-03-12,8321925467
2007-03-13,8150742266
2007-03-14,8144137126
2007-03-15,8158998690
2007-03-16,8091846438
2007-03-19,8102855004
2007-03-20,8102304575
2007-03-21,8012584763
2007-03-22,8086892583
2007-03-23,8101203719
2007-03-26,8020290759
2007-03-27,7886536682
2007-03-28,7785257875
2007-03-29,7816081860
2007-03-30,8016988189
2007-04-02,8538532082
2007-04-03,8550675464
2007-04-04,8455841436
2007-04-05,8401485346
2007-04-09,8547784183
2007-04-10,8588840378
2007-04-11,8441385029
2007-04-12,8435024210
2007-04-13,8543158132
2007-04-16,8545471158
2007-04-17,8682517894
2007-04-18,8571492690
2007-04-19,8584214328
2007-04-20,8596935966
2007-04-23,8755378184
2007-04-24,8722417576
2007-04-25,8690035225
2007-04-26,8684252662
2007-04-27,8807999504
2007-04-30,8650713799
2007-05-01,8573227459
2007-05-02,8632209598
2007-05-03,8629896573
2007-05-04,8517136600
2007-05-07,8503258450
2007-05-08,8396281040
2007-05-09,8555301514
2007-05-10,8453528411
2007-05-11,8542579876
2007-05-14,8476658661
2007-05-15,8377198583
2007-05-16,8259234304
2007-05-17,8104261624
2007-05-18,8036027384
2007-05-21,8141270025
2007-05-22,8215865084
2007-05-23,8116405005
2007-05-24,7977045244
2007-05-25,7998440726
2007-05-29,8334407619
2007-05-30,8553566745
2007-05-31,8600405503
2007-06-01,8583636071
2007-06-04,8767521565
2007-06-05,8695817788
2007-06-06,8636257392
2007-06-07,8343081463
2007-06-08,8440228516
2007-06-11,8271955942
2007-06-12,8138378743
2007-06-13,8286990605
2007-06-14,8220491134
2007-06-15,8478971687
2007-06-18,8273690711
2007-06-19,8166713301
2007-06-20,7949867199
2007-06-21,7807037901
2007-06-22,7775812062
2007-06-25,7538148735
2007-06-26,7577470162
2007-06-27,7784485906
2007-06-28,7617948100
2007-06-29,7606382975
2007-07-02,7859933825
2007-07-03,7969075512
2007-07-05,8175809499
2007-07-06,8175232030
2007-07-09,8163105176
2007-07-10,8011230766
2007-07-11,7919413157
2007-07-12,7984667181
2007-07-13,8124992206
2007-07-16,8104780783
2007-07-17,8059160713
2007-07-18,7975427673
2007-07-19,8077639729
2007-07-20,7996216566
2007-07-23,7802186901
2007-07-24,7721918677
2007-07-25,7743285039
2007-07-26,7605847360
2007-07-27,7376592071
2007-07-30,7344831263
2007-07-31,7444155972
2007-08-01,7402000718
2007-08-02,7439536218
2007-08-03,7250126308
2007-08-06,7257633408
2007-08-07,7105758998
2007-08-08,7262830631
2007-08-09,7133477521
2007-08-10,6795080547
2007-08-13,6864954325
2007-08-14,6498838826
2007-08-15,6366598371
2007-08-16,6376415348
2007-08-17,6575642235
2007-08-20,6663995029
2007-08-21,6714234853
2007-08-22,6938292918
2007-08-23,6953884588
2007-08-24,6917504025
2007-08-27,6873038894
2007-08-28,6646093483
2007-08-29,6715389791
2007-08-30,6692291022
2007-08-31,6836658332
2007-09-04,6956771934
2007-09-05,6688248737
2007-09-06,6588924028
2007-09-07,6366598371
2007-09-10,6229738161
2007-09-11,6245329830
2007-09-12,6241287545
2007-09-13,6293837246
2007-09-14,6360246209
2007-09-17,6351006701
2007-09-18,6597586067
2007-09-19,6840123147
2007-09-20,6653600583
2007-09-21,6655910460
2007-09-24,6873038894
2007-09-25,6756390108
2007-09-26,6867841671
2007-09-27,7098251898
2007-09-28,7159463637
2007-10-01,7225795080
2007-10-02,7376619215
2007-10-03,7315830780
2007-10-04,7208590806
2007-10-05,7441421980
2007-10-08,7440275029
2007-10-09,7479844859
2007-10-10,7481565286
2007-10-11,7506224746
2007-10-12,7320418587
2007-10-15,7268232289
2007-10-16,7158124935
2007-10-17,7139773710
2007-10-18,7358841465
2007-10-19,6959128833
2007-10-22,7173608782
2007-10-23,7306655167
2007-10-24,7123716387
2007-10-25,7108806016
2007-10-26,7251601491
2007-10-29,7173035306
2007-10-30,7154110605
2007-10-31,7346798473
2007-11-01,7111673395
2007-11-02,6943644986
2007-11-05,6834684584
2007-11-06,6941351083
2007-11-07,6813465979
2007-11-08,6830096778
2007-11-09,6787659568
2007-11-12,6656333610
2007-11-13,6901781253
2007-11-14,6879989172
2007-11-15,6740634553
2007-11-16,6554254918
2007-11-19,6163144422
2007-11-20,6215330720
2007-11-21,6045008407
2007-11-23,6160277043
2007-11-26,5878126950
2007-11-27,5893610796
2007-11-28,6088592568
2007-11-29,6125868495
2007-11-30,6326011549
2007-12-03,6190097785
2007-12-04,5924578489
2007-12-05,6069094391
2007-12-06,6260061832
2007-12-07,6242284083
2007-12-10,6408018589
2007-12-11,5951531852
2007-12-12,5922858062
2007-12-13,5969883078
2007-12-14,5799560765
2007-12-17,5468665228
2007-12-18,5445152721
2007-12-19,5704937258
2007-12-20,5862643103
2007-12-21,5898772078
2007-12-24,6088019092
2007-12-26,5958413562
2007-12-27,5754256177
2007-12-28,5548951840
2007-12-31,5638631528
2008-01-02,5584080623
2008-01-03,5386333594
2008-01-04,5239159799
2008-01-07,5216430256
2008-01-08,5057891689
2008-01-09,5118693218
2008-01-10,5110169639
2008-01-11,5115852025
2008-01-14,5122102650
2008-01-15,5007318455
2008-01-16,5116420264
2008-01-17,5017546749
2008-01-18,5016978511
2008-01-22,5131762706
2008-01-23,5488048302
2008-01-24,5423269102
2008-01-25,5338033314
2008-01-28,5680681184
2008-01-29,5630676188
2008-01-30,5397130127
2008-01-31,5590331248
2008-02-01,5959118093
2008-02-04,5806830151
2008-02-05,5558509887
2008-02-06,5411904331
2008-02-07,5529529719
2008-02-08,5270412922
2008-02-11,5185177133
2008-02-12,5245978662
2008-02-13,5341442746
2008-02-14,5187450088
2008-02-15,5301666044
2008-02-19,5260184627
2008-02-20,5419291432
2008-02-21,5302234283
2008-02-22,5370991152
2008-02-25,5602832497
2008-02-26,5743755667
2008-02-27,5756825155
2008-02-28,5734663850
2008-02-29,5520437901
2008-03-03,5501686028
2008-03-04,5331214451
2008-03-05,5255070480
2008-03-06,5098804868
2008-03-07,5093122482
2008-03-10,4976065332
2008-03-11,5191427758
2008-03-12,5015273795
2008-03-13,4998794876
2008-03-14,4810139664
2008-03-17,4632280985
2008-03-18,4797638415
2008-03-19,4844802218
2008-03-20,4997090160
2008-03-24,5074370608
2008-03-25,5075507085
2008-03-26,4833437446
2008-03-27,4990839535
2008-03-28,4907308463
2008-03-31,4902404540
2008-04-01,5204483340
2008-04-02,5216951883
2008-04-03,5355806116
2008-04-04,5324634758
2008-04-07,5385843970
2008-04-08,5256624521
2008-04-09,5116070033
2008-04-10,5270226569
2008-04-11,5137606608
2008-04-14,5002152887
2008-04-15,5156309423
2008-04-16,5270226569
2008-04-17,5291763143
2008-04-18,5276460840
2008-04-21,5307632199
2008-04-22,5547935034
2008-04-23,5614811766
2008-04-24,5623313046
2008-04-25,5656184660
2008-04-28,5598942711
2008-04-29,5594975447
2008-04-30,5584207160
2008-05-01,5887986216
2008-05-02,5950895685
2008-05-05,5983767299
2008-05-06,5996235842
2008-05-07,5732129424
2008-05-08,5774069070
2008-05-09,5701524818
2008-05-12,5750265487
2008-05-13,5753665999
2008-05-14,5863615881
2008-05-15,6002470114
2008-05-16,6013805153
2008-05-19,5996802594
2008-05-20,5890819976
2008-05-21,5731562672
2008-05-22,5679988243
2008-05-23,5638048597
2008-05-27,5749698735
2008-05-28,5780303342
2008-05-29,5933326373
2008-05-30,5999069602
2008-06-02,5785970861
2008-06-03,5836978539
2008-06-04,5881751944
2008-06-05,6061979071
2008-06-06,5721361137
2008-06-09,5591008184
2008-06-10,5598942711
2008-06-11,5444219423
2008-06-12,5473123774
2008-06-13,5652784148
2008-06-16,5660718676
2008-06-17,5482191805
2008-06-18,5395478754
2008-06-19,5393211746
2008-06-20,5261158537
2008-06-23,5156309423
2008-06-24,5229420427
2008-06-25,5356939620
2008-06-26,5038425013
2008-06-27,4967014265
2008-06-30,4959349231
2008-07-01,4998874956
2008-07-02,4959913884
2008-07-03,4913612320
2008-07-07,4845853934
2008-07-08,5188598438
2008-07-09,4867310756
2008-07-10,4930551917
2008-07-11,4921517465
2008-07-14,4742522394
2008-07-15,4603053049
2008-07-16,4846983240
2008-07-17,4942409634
2008-07-18,4879733127
2008-07-21,4892155498
2008-07-22,5112370253
2008-07-23,5243369800
2008-07-24,4917000239
2008-07-25,4975724174
2008-07-28,4730100023
2008-07-29,5014120593
2008-07-30,5093736697
2008-07-31,4996051690
2008-08-01,4852629772
2008-08-04,4776401587
2008-08-05,5032754149
2008-08-06,5009603367
2008-08-07,4877474514
2008-08-08,5107288374
2008-08-11,5244499107
2008-08-12,5208925954
2008-08-13,5230382776
2008-08-14,5347830646
2008-08-15,5255227518
2008-08-18,5122534011
2008-08-19,5057034238
2008-08-20,5081314326
2008-08-21,5018073166
2008-08-22,5164883003
2008-08-25,4980806053
2008-08-26,4981935360
2008-08-27,5010732674
2008-08-28,5185775172
2008-08-29,5155848551
2008-09-02,5305481655
2008-09-03,5407119234
2008-09-04,5280072260
2008-09-05,5285154139
2008-09-08,5529084330
2008-09-09,5387921025
2008-09-10,5337102235
2008-09-11,5259180091
2008-09-12,5278942953
2008-09-15,4224170738
2008-09-16,4251838746
2008-09-17,3992662918
2008-09-18,4176739868
2008-09-19,4421234712
2008-09-22,3897236524
2008-09-23,3888766726
2008-09-24,3962171644
2008-09-25,4186338973
2008-09-26,4207231142
2008-09-29,3815926460
2008-09-30,4041241548
2008-10-01,3912603191
2008-10-02,3427419249
2008-10-03,3413909285
2008-10-06,3087907968
2008-10-07,2827106914
2008-10-08,3060300649
2008-10-09,2932837071
2008-10-10,3429768808
2008-10-13,3352233360
2008-10-14,2923438835
2008-10-15,2568655420
2008-10-16,2555145456
2008-10-17,2655589104
2008-10-20,2557495015
2008-10-21,2591563621
2008-10-22,2164531265
2008-10-23,2039417246
2008-10-24,1835593000
2008-10-27,1676410375
2008-10-28,2188614245
2008-10-29,2044116364
2008-10-30,2358369886
2008-10-31,2621520498
2008-11-03,2239129765
2008-11-04,2406535846
2008-11-05,2039417246
2008-11-06,2030019010
2008-11-07,2184502517
2008-11-10,1996537794
2008-11-11,1980090880
2008-11-12,1792713547
2008-11-13,2024732502
2008-11-14,1723988945
2008-11-17,1613559670
2008-11-18,1500193447
2008-11-19,1105467528
2008-11-20,798850073
2008-11-21,708392050
2008-11-24,997975202
2008-11-25,978591340
2008-11-26,1163619114
2008-11-28,1182415586
2008-12-01,956270529
2008-12-02,1077860209
2008-12-03,1151871319
2008-12-04,1212372464
2008-12-05,1365681192
2008-12-08,1739261079
2008-12-09,1374492038
2008-12-10,1416784101
2008-12-11,1130725288
2008-12-12,1242916732
2008-12-15,1289320523
2008-12-16,1553058525
2008-12-17,1637642650
2008-12-18,1518402529
2008-12-19,1611210111
2008-12-22,1631181363
2008-12-23,1636467871
2008-12-24,1645866107
2008-12-26,1697556406
2008-12-29,1523101647
2008-12-30,1557757643
2008-12-31,1527812880
2009-01-02,1466144796
2009-01-05,1389476368
2009-01-06,1523368333
2009-01-07,1420032625
2009-01-08,1365586930
2009-01-09,1193916319
2009-01-12,1073357994
2009-01-13,1085580497
2009-01-14,1026134687
2009-01-15,950021827
2009-01-16,961133193
2009-01-20,812240883
2009-01-21,897798405
2009-01-22,853352939
2009-01-23,892798290
2009-01-26,911687613
2009-01-27,905576361
2009-01-28,1076691404
2009-01-29,963911035
2009-01-30,926687957
2009-02-02,892242721
2009-02-03,915021023
2009-02-04,886687038
2009-02-05,920021137
2009-02-06,1066135606
2009-02-09,1074469130
2009-02-10,947799553
2009-02-11,962799898
2009-02-12,925021252
2009-02-13,867797715
2009-02-17,766684281
2009-02-18,791684856
2009-02-19,738350297
2009-02-20,786129172
2009-02-23,699460514
2009-02-24,780573489
2009-02-25,757795188
2009-02-26,720016542
2009-02-27,685571306
2009-03-02,607236173
2009-03-03,635014589
2009-03-04,660015164
2009-03-05,565568549
2009-03-06,512789559
2009-03-09,551679341
2009-03-10,691682558
2009-03-11,722238816
2009-03-12,825574523
2009-03-13,726127794
2009-03-16,665570847
2009-03-17,742794843
2009-03-18,772239964
2009-03-19,726683362
2009-03-20,611680720
2009-03-23,757795188
2009-03-24,707238471
2009-03-25,698349378
2009-03-26,761684166
2009-03-27,725016657
2009-03-30,617236403
2009-03-31,750746552
2009-04-01,742237655
2009-04-02,824708505
2009-04-03,922233559
2009-04-06,839762708
2009-04-07,753364674
2009-04-08,755328266
2009-04-09,904561233
2009-04-13,955614617
2009-04-14,884925317
2009-04-15,1037430937
2009-04-16,1167027988
2009-04-17,1335896872
2009-04-20,1017795020
2009-04-21,1180773130
2009-04-22,1164409866
2009-04-23,1181427660
2009-04-24,1352260136
2009-04-27,1338514995
2009-04-28,1285498019
2009-04-29,1279607244
2009-04-30,1227244800
2009-05-01,1223317616
2009-05-04,1420331315
2009-05-05,1391531970
2009-05-06,1462875801
2009-05-07,1350296545
2009-05-08,1570218813
2009-05-11,1530292449
2009-05-12,1625853911
2009-05-13,1441276293
2009-05-14,1430149273
2009-05-15,1375823237
2009-05-18,1555164610
2009-05-19,1485129840
2009-05-20,1479893596
2009-05-21,1450439720
2009-05-22,1472693760
2009-05-26,1628472033
2009-05-27,1496256860
2009-05-28,1545346652
2009-05-29,1591163791
2009-06-01,1735815045
2009-06-02,1725997086
2009-06-03,1734505984
2009-06-04,1855594137
2009-06-05,1842503526
2009-06-08,1786213898
2009-06-09,1731887861
2009-06-10,1696543211
2009-06-11,1675598233
2009-06-12,1746287534
2009-06-15,1621926727
2009-06-16,1561709916
2009-06-17,1522438082
2009-06-18,1544692121
2009-06-19,1566946160
2009-06-22,1429494743
2009-06-23,1423603968
2009-06-24,1501493104
2009-06-25,1545346652
2009-06-26,1559091793
2009-06-29,1597709096
2009-06-30,1818561257
2009-07-01,1831252366
2009-07-02,1660295663
2009-07-06,1726737351
2009-07-07,1593107439
2009-07-08,1531144966
2009-07-09,1510241963
