,ZION
2013-11-26,5367850260
2013-11-27,5432323410
2013-11-29,5402849970
2013-12-02,5378902800
2013-12-03,5319955920
2013-12-04,5389955340
2013-12-05,5371534440
2013-12-06,5476533570
2013-12-09,5465481030
2013-12-10,5397323700
2013-12-11,5253640680
2013-12-12,5301535020
2013-12-13,5244430230
2013-12-16,5261009040
2013-12-17,5170746630
2013-12-18,5308903380
2013-12-19,5382586980
2013-12-20,5382586980
2013-12-23,5474691480
2013-12-24,5496796560
2013-12-26,5496796560
2013-12-27,5487586110
2013-12-30,5498638650
2013-12-31,5525822400
2014-01-02,5468646000
2014-01-03,5507378400
2014-01-06,5468646000
2014-01-07,5485245600
2014-01-08,5533200000
2014-01-09,5573776800
2014-01-10,5544266400
2014-01-13,5468646000
2014-01-14,5472334800
2014-01-15,5566399200
2014-01-16,5500000800
2014-01-17,5562710400
2014-01-21,5804326800
2014-01-22,5861503200
2014-01-23,5747150400
2014-01-24,5575621200
2014-01-27,5520289200
2014-01-28,5488934400
2014-01-29,5381959200
2014-01-30,5413314000
2014-01-31,5302650000
2014-02-03,5147720400
2014-02-04,5271295200
2014-02-05,5298961200
2014-02-06,5356137600
2014-02-07,5335849200
2014-02-10,5452046400
2014-02-11,5518444800
2014-02-12,5551644000
2014-02-13,5594065200
2014-02-14,5699196000
2014-02-18,5702884800
2014-02-19,5555332800
2014-02-20,5501845200
2014-02-21,5516600400
2014-02-24,5586687600
2014-02-25,5581154400
2014-02-26,5630953200
2014-02-27,5678907600
2014-02-28,5754528000
2014-03-03,5702884800
2014-03-04,5793260400
2014-03-05,5776660800
2014-03-06,5800638000
2014-03-07,5822770800
2014-03-10,5813548800
2014-03-11,5804326800
2014-03-12,5800638000
2014-03-13,5787727200
2014-03-14,5782194000
2014-03-17,5793260400
2014-03-18,5796949200
2014-03-19,5896546800
2014-03-20,6084675600
2014-03-21,5761905600
2014-03-24,5590376400
2014-03-25,5643864000
2014-03-26,5570088000
2014-03-27,5501845200
2014-03-28,5586687600
2014-03-31,5721014640
2014-04-01,5765334960
2014-04-02,5852128920
2014-04-03,5842895520
2014-04-04,5793035160
2014-04-07,5678541000
2014-04-08,5641607400
2014-04-09,5667460920
2014-04-10,5462479440
2014-04-11,5397845640
2014-04-14,5407079040
2014-04-15,5462479440
2014-04-16,5517879840
2014-04-17,5580666960
2014-04-21,5582513640
2014-04-22,5469866160
2014-04-23,5503106400
2014-04-24,5384918880
2014-04-25,5355372000
2014-04-28,5290738200
2014-04-29,5338751880
2014-04-30,5340598560
2014-05-01,5283351480
2014-05-02,5325825120
2014-05-05,5307358320
2014-05-06,5224257720
2014-05-07,5311051680
2014-05-08,5349831960
2014-05-09,5362758720
2014-05-12,5468019480
2014-05-13,5397845640
2014-05-14,5248264560
2014-05-15,5220564360
2014-05-16,5174397360
2014-05-19,5226104400
2014-05-20,5207637600
2014-05-21,5242724520
2014-05-22,5250111240
2014-05-23,5250111240
2014-05-27,5263038000
2014-05-28,5257497960
2014-05-29,5281504800
2014-05-30,5279658120
2014-06-02,5325825120
2014-06-03,5347985280
2014-06-04,5335058520
2014-06-05,5416312440
2014-06-06,5501259720
2014-06-09,5551120080
2014-06-10,5558506800
2014-06-11,5508646440
2014-06-12,5456939400
2014-06-13,5469866160
2014-06-16,5388612240
2014-06-17,5497566360
2014-06-18,5504953080
2014-06-19,5493873000
2014-06-20,5560353480
2014-06-23,5547426720
2014-06-24,5468019480
2014-06-25,5473559520
2014-06-26,5497566360
2014-06-27,5473559520
2014-06-30,5796365890
2014-07-01,5802266500
2014-07-02,5770796580
2014-07-03,5855371990
2014-07-07,5855371990
2014-07-08,5780630930
2014-07-09,5849471380
2014-07-10,5776697190
2014-07-11,5841603900
2014-07-14,5808167110
2014-07-15,5794399020
2014-07-16,5755061620
2014-07-17,5609513240
2014-07-18,5660651860
2014-07-21,5633115680
2014-07-22,5733426050
2014-07-23,5713757350
2014-07-24,5800299630
2014-07-25,5912411220
2014-07-28,5786531540
2014-07-29,5768829710
2014-07-30,5715724220
2014-07-31,5668519340
2014-08-01,5578043320
2014-08-04,5532805310
2014-08-05,5513136610
2014-08-06,5503302260
2014-08-07,5418726850
2014-08-08,5495434780
2014-08-11,5477732950
2014-08-12,5465931730
2014-08-13,5503302260
2014-08-14,5550507140
2014-08-15,5530838440
2014-08-18,5599678890
2014-08-19,5580010190
2014-08-20,5635082550
2014-08-21,5705889870
2014-08-22,5711790480
2014-08-25,5733426050
2014-08-26,5753094750
2014-08-27,5770796580
2014-08-28,5731459180
2014-08-29,5731459180
2014-09-02,5774730320
2014-09-03,5747194140
2014-09-04,5749161010
2014-09-05,5717691090
2014-09-08,5698022390
2014-09-09,5646883770
2014-09-10,5733426050
2014-09-11,5760962230
2014-09-12,5818001460
2014-09-15,5792432150
2014-09-16,5741293530
2014-09-17,5808167110
2014-09-18,5875040690
2014-09-19,5902576870
2014-09-22,5831769550
2014-09-23,5757028490
2014-09-24,5762929100
2014-09-25,5688188040
2014-09-26,5749161010
2014-09-29,5741293530
2014-09-30,5892873980
2014-10-01,5787426820
2014-10-02,5783371160
2014-10-03,5850289550
2014-10-06,5797565970
2014-10-07,5679951830
2014-10-08,5744842390
2014-10-09,5604922120
2014-10-10,5542059390
2014-10-13,5471085340
2014-10-14,5408222610
2014-10-15,5264246680
2014-10-16,5312914600
2014-10-17,5339276390
2014-10-20,5318998090
2014-10-21,5517725430
2014-10-22,5491363640
2014-10-23,5564365520
2014-10-24,5582615990
2014-10-27,5606949950
2014-10-28,5761065030
2014-10-29,5836094740
2014-10-30,5815816440
2014-10-31,5874623510
2014-11-03,5892873980
2014-11-04,5957764540
2014-11-05,5982098500
2014-11-06,6020627270
2014-11-07,6016571610
2014-11-10,6016571610
2014-11-11,6000348970
2014-11-12,6034822080
2014-11-13,5937486240
2014-11-14,5909096620
2014-11-17,5858400870
2014-11-18,5880707000
2014-11-19,5815816440
2014-11-20,5878679170
2014-11-21,5917207940
2014-11-24,5947625390
2014-11-25,5884762660
2014-11-26,5858400870
2014-11-28,5690090980
2014-12-01,5527864580
2014-12-02,5582615990
2014-12-03,5649534380
2014-12-04,5641423060
2014-12-05,5799593800
2014-12-08,5777287670
2014-12-09,5734703240
2014-12-10,5580588160
2014-12-11,5558282030
2014-12-12,5471085340
2014-12-15,5438640060
2014-12-16,5422417420
2014-12-17,5566393350
2014-12-18,5718480600
2014-12-19,5757009370
2014-12-22,5714424940
2014-12-23,5785398990
2014-12-24,5783371160
2014-12-26,5791482480
2014-12-29,5823927760
2014-12-30,5813788610
2014-12-31,5776211530
2015-01-02,5731638870
2015-01-05,5516879690
2015-01-06,5306172570
2015-01-07,5356823320
2015-01-08,5431786430
2015-01-09,5279834180
2015-01-12,5198792980
2015-01-13,5109647660
2015-01-14,5022528370
2015-01-15,4961747470
2015-01-16,5020502340
2015-01-20,4941487170
2015-01-21,4953643350
2015-01-22,5119777810
2015-01-23,5026580430
2015-01-26,5089387360
2015-01-27,5006320130
2015-01-28,4836133610
2015-01-29,4913122750
2015-01-30,4854367880
2015-02-02,4988085860
2015-02-03,5125855900
2015-02-04,5028606460
2015-02-05,5206897100
2015-02-06,5285912270
2015-02-09,5227157400
2015-02-10,5200819010
2015-02-11,5168402530
2015-02-12,5322380810
2015-02-13,5332510960
2015-02-17,5389239800
2015-02-18,5275782120
2015-02-19,5259573880
2015-02-20,5334536990
2015-02-23,5330484930
2015-02-24,5360875380
2015-02-25,5360875380
2015-02-26,5354797290
2015-02-27,5417604220
2015-03-02,5492567330
2015-03-03,5470281000
2015-03-04,5518905720
2015-03-05,5555374260
2015-03-06,5539166020
2015-03-09,5563478380
2015-03-10,5379109650
2015-03-11,5486489240
2015-03-12,5680988120
2015-03-13,5589816770
2015-03-16,5559426320
2015-03-17,5541192050
2015-03-18,5498645420
2015-03-19,5371005530
2015-03-20,5561452350
2015-03-23,5522957780
2015-03-24,5488515270
2015-03-25,5364927440
2015-03-26,5415578190
2015-03-27,5352771260
2015-03-30,5470281000
2015-03-31,5477976000
2015-04-01,5463773840
2015-04-02,5500293680
2015-04-06,5457687200
2015-04-07,5520582480
2015-04-08,5532755760
2015-04-09,5587535520
2015-04-10,5544929040
2015-04-13,5609853200
2015-04-14,5567246720
2015-04-15,5664632960
2015-04-16,5636228640
2015-04-17,5557102320
2015-04-20,5571304480
2015-04-21,5522611360
2015-04-22,5658546320
2015-04-23,5619997600
2015-04-24,5601737680
2015-04-27,5577391120
2015-04-28,5656517440
2015-04-29,5739701520
2015-04-30,5749845920
2015-05-01,5745788160
2015-05-04,5833030000
2015-05-05,5810712320
2015-05-06,5839116640
2015-05-07,5798539040
2015-05-08,5826943360
2015-05-11,5826943360
2015-05-12,5863463200
2015-05-13,5912156320
2015-05-14,5916214080
2015-05-15,5831001120
2015-05-18,5918242960
2015-05-19,5970993840
2015-05-20,5906069680
2015-05-21,5902011920
2015-05-22,5887809760
2015-05-26,5875636480
2015-05-27,5936502880
2015-05-28,5908098560
2015-05-29,5859405440
2015-06-01,5802596800
2015-06-02,6192141760
2015-06-03,6273296960
2015-06-04,6246921520
2015-06-05,6459953920
2015-06-08,6453867280
2015-06-09,6464011680
2015-06-10,6575600079
2015-06-11,6480242720
2015-06-12,6482271600
2015-06-15,6516762559
2015-06-16,6545166880
2015-06-17,6474156080
2015-06-18,6496473760
2015-06-19,6397058640
2015-06-22,6510675920
2015-06-23,6571542320
2015-06-24,6528935840
2015-06-25,6535022480
2015-06-26,6591831120
2015-06-29,6395029760
2015-06-30,6464422320
2015-07-01,6507192600
2015-07-02,6415542000
2015-07-06,6352404920
2015-07-07,6220020720
2015-07-08,6059123000
2015-07-09,6193543880
2015-07-10,6319818040
2015-07-13,6376845080
2015-07-14,6338148160
2015-07-15,6417578680
2015-07-16,6419615360
2015-07-17,6197617240
2015-07-20,6226130760
2015-07-21,6413505320
2015-07-22,6503119240
2015-07-23,6433872120
2015-07-24,6393138520
2015-07-27,6305561280
2015-07-28,6327964760
2015-07-29,6374808400
2015-07-30,6397211880
2015-07-31,6352404920
2015-08-03,6281121120
2015-08-04,6279084440
2015-08-05,6362588320
2015-08-06,6315744680
2015-08-07,6256680960
2015-08-10,6419615360
2015-08-11,6240387520
2015-08-12,6105966640
2015-08-13,6134480160
2015-08-14,6211874000
2015-08-17,6187433840
2015-08-18,6232240800
2015-08-19,6128370120
2015-08-20,5867675080
2015-08-21,5731217520
2015-08-24,5484779240
2015-08-25,5401275360
2015-08-26,5641603600
2015-08-27,5865638400
2015-08-28,5890078560
2015-08-31,5906372000
2015-09-01,5633456880
2015-09-02,5743437600
2015-09-03,5808611360
2015-09-04,5704740680
2015-09-08,5841198240
2015-09-09,5765841080
2015-09-10,5818794760
2015-09-11,5771951120
2015-09-14,5749547640
2015-09-15,5855455000
2015-09-16,5938958880
2015-09-17,5737327560
2015-09-18,5594759960
2015-09-21,5670117120
2015-09-22,5613090080
2015-09-23,5609016720
2015-09-24,5625310160
2015-09-25,5741400920
2015-09-28,5568283120
2015-09-29,5576429840
2015-09-30,5614965360
2015-10-01,5612926520
2015-10-02,5570110880
2015-10-05,5680208240
2015-10-06,5735256920
2015-10-07,5855548480
2015-10-08,5863703840
2015-10-09,5771956040
2015-10-12,5804577480
2015-10-13,5808655160
2015-10-14,5667975200
2015-10-15,5757684160
2015-10-16,5739334600
2015-10-19,5688363600
2015-10-20,5782150240
2015-10-21,5610887680
2015-10-22,5690402440
2015-10-23,5829043560
2015-10-26,5808655160
2015-10-27,5720985040
2015-10-28,5990111920
2015-10-29,6010500320
2015-10-30,5865742680
2015-11-02,5953412800
2015-11-03,5906519480
2015-11-04,5935063240
2015-11-05,6057393640
2015-11-06,6257199960
2015-11-09,6226617360
2015-11-10,6275549520
2015-11-11,6214384320
2015-11-12,6069626680
2015-11-13,6010500320
2015-11-16,6043121760
2015-11-17,6065549000
2015-11-18,6161374480
2015-11-19,6102248120
2015-11-20,6102248120
2015-11-23,6090015080
2015-11-24,6106325800
2015-11-25,6104286960
2015-11-27,6134869560
2015-11-30,6108364640
2015-12-01,6200112440
2015-12-02,6104286960
2015-12-03,6008461480
2015-12-04,6155257960
2015-12-07,5896325280
2015-12-08,5708752000
2015-12-09,5665936360
2015-12-10,5749528800
2015-12-11,5578266240
2015-12-14,5494673800
2015-12-15,5690402440
2015-12-16,5751567640
2015-12-17,5659819840
2015-12-18,5445741640
2015-12-21,5457974680
2015-12-22,5537489440
2015-12-23,5641470280
2015-12-24,5663897520
2015-12-28,5635353760
2015-12-29,5670014040
2015-12-30,5600693480
2015-12-31,5568299100
2016-01-04,5447958570
2016-01-05,5388808140
2016-01-06,5231753550
2016-01-07,5074698960
2016-01-08,5017588200
2016-01-11,4917644370
2016-01-12,4897247670
2016-01-13,4668804630
2016-01-14,4689201330
2016-01-15,4556622780
2016-01-19,4475035980
2016-01-20,4379171490
2016-01-21,4301664030
2016-01-22,4387330170
2016-01-25,4158887130
2016-01-26,4334298750
2016-01-27,4442401260
2016-01-28,4517869050
2016-01-29,4625971560
2016-02-01,4589257500
2016-02-02,4393449180
2016-02-03,4442401260
2016-02-04,4497472350
2016-02-05,4411806210
2016-02-08,4226196240
2016-02-09,4236394590
2016-02-10,4230275579
2016-02-11,4058943299
2016-02-12,4281267329
2016-02-16,4422004560
2016-02-17,4403647530
2016-02-18,4317981390
2016-02-19,4366933470
2016-02-22,4530107070
2016-02-23,4326140070
2016-02-24,4218037560
2016-02-25,4330219410
2016-02-26,4440361590
2016-02-29,4348576440
2016-03-01,4550503770
2016-03-02,4656566610
2016-03-03,4805462520
2016-03-04,4964556780
2016-03-07,4984953480
2016-03-08,4829938560
2016-03-09,4809541860
2016-03-10,4923763380
2016-03-11,5084897310
2016-03-14,5064500610
2016-03-15,5064500610
2016-03-16,5058381600
2016-03-17,5101214670
2016-03-18,5142008070
2016-03-21,5178722130
2016-03-22,5170563450
2016-03-23,5086936980
2016-03-24,5103254340
2016-03-28,5048183250
2016-03-29,4962517110
2016-03-30,5023707210
2016-03-31,4944553560
2016-04-01,4936384120
2016-04-04,4930257040
2016-04-05,4832223760
2016-04-06,4895536920
2016-04-07,4758698800
2016-04-08,4793418920
2016-04-11,4844477920
2016-04-12,5001739640
2016-04-13,5173297880
2016-04-14,5224356880
2016-04-15,5216187440
2016-04-18,5252949920
2016-04-19,5369364440
2016-04-20,5495990760
2016-04-21,5457185920
2016-04-22,5571558080
2016-04-25,5573600440
2016-04-26,5606278200
2016-04-27,5685930240
2016-04-28,5618532360
2016-04-29,5620574720
2016-05-02,5616490000
2016-05-03,5479651880
2016-05-04,5295839480
2016-05-05,5285627680
2016-05-06,5308093640
2016-05-09,5314220720
2016-05-10,5444931760
2016-05-11,5444931760
2016-05-12,5391830400
2016-05-13,5285627680
2016-05-16,5359152640
2016-05-17,5350983200
2016-05-18,5583812240
2016-05-19,5502117840
2016-05-20,5549092120
2016-05-23,5542965040
2016-05-24,5630786520
2016-05-25,5753328120
2016-05-26,5685930240
2016-05-27,5751285760
2016-05-31,5722692720
2016-06-01,5798260040
2016-06-02,5855446120
2016-06-03,5788048240
2016-06-06,5949394680
2016-06-07,5928971080
2016-06-08,5945309960
2016-06-09,5861573200
2016-06-10,5716565640
2016-06-13,5620574720
2016-06-14,5477609520
2016-06-15,5498033120
2016-06-16,5397957480
2016-06-17,5438804680
2016-06-20,5446974120
2016-06-21,5477609520
2016-06-22,5508244920
2016-06-23,5751285760
2016-06-24,5165128440
2016-06-27,4817927240
2016-06-28,4981316040
2016-06-29,5103857640
2016-06-30,5134360560
2016-07-01,5091455040
2016-07-05,4789073280
2016-07-06,4901444880
2016-07-07,4987255920
2016-07-08,5054678880
2016-07-11,5093498160
2016-07-12,5232430320
2016-07-13,5220171600
2016-07-14,5316198240
2016-07-15,5314155120
2016-07-18,5283508320
2016-07-19,5287594560
2016-07-20,5305982640
2016-07-21,5312112000
2016-07-22,5375448720
2016-07-25,5373405600
2016-07-26,5432656080
2016-07-27,5716649760
2016-07-28,5749339680
2016-07-29,5696218560
2016-08-01,5587933200
2016-08-02,5524596480
2016-08-03,5612450640
2016-08-04,5665571760
2016-08-05,5902573680
2016-08-08,5871926880
2016-08-09,5884185600
2016-08-10,5784072720
2016-08-11,5777943360
2016-08-12,5749339680
2016-08-15,5849452560
2016-08-16,5851495680
2016-08-17,5861711280
2016-08-18,5941392960
2016-08-19,5972039760
2016-08-22,5978169120
2016-08-23,5982255360
2016-08-24,5982255360
2016-08-25,6010859040
2016-08-26,6061937040
2016-08-29,6131403120
2016-08-30,6196782960
2016-08-31,6249904080
2016-09-01,6245817840
2016-09-02,6327542640
2016-09-06,6209041680
2016-09-07,6247860960
2016-09-08,6270335280
2016-09-09,6245817840
2016-09-12,6321413280
2016-09-13,6180438000
2016-09-14,6137532480
2016-09-15,6200869200
2016-09-16,6108928800
2016-09-19,6108928800
2016-09-20,6102799440
2016-09-21,6127316880
2016-09-22,6186567360
2016-09-23,6253990320
2016-09-26,6133446240
2016-09-27,6213127920
2016-09-28,6303025200
2016-09-29,6235602240
2016-09-30,6293523720
2016-10-03,6311783460
2016-10-04,6370620400
2016-10-05,6455832520
2016-10-06,6427428480
2016-10-07,6437572780
2016-10-10,6453803660
2016-10-11,6350331800
2016-10-12,6332072060
2016-10-13,6159618960
2016-10-14,6261061960
2016-10-17,6218455900
2016-10-18,6323956620
2016-10-19,6506554020
2016-10-20,6545102360
2016-10-21,6561333240
2016-10-24,6579592980
2016-10-25,6508582880
2016-10-26,6520756040
2016-10-27,6569448680
2016-10-28,6510611740
2016-10-31,6534958060
2016-11-01,6541044640
2016-11-02,6281350560
2016-11-03,6323956620
2016-11-04,6368591540
2016-11-07,6543073500
2016-11-08,6573506400
2016-11-09,7023913319
2016-11-10,7425627600
2016-11-11,7500695420
2016-11-14,7796908980
2016-11-15,7863861360
2016-11-16,7600109560
2016-11-17,7691408259
2016-11-18,7752274060
2016-11-21,7819226440
2016-11-22,7843572759
2016-11-23,7936900319
2016-11-25,7932842600
2016-11-28,7792851259
2016-11-29,7811111000
2016-11-30,8072833940
2016-12-01,8198623259
2016-12-02,8164132640
2016-12-05,8227027299
2016-12-06,8504981120
2016-12-07,8580048940
2016-12-08,8742357740
2016-12-09,8770761780
2016-12-12,8616568420
2016-12-13,8567875779
2016-12-14,8561789200
2016-12-15,8732213440
2016-12-16,8527298580
2016-12-19,8663232200
2016-12-20,8908724260
2016-12-21,8853945040
2016-12-22,8874233640
2016-12-23,8898579960
2016-12-27,8912781980
2016-12-28,8780906080
2016-12-29,8681491940
2016-12-30,8732213440
2017-01-03,8737343460
2017-01-04,8862798600
2017-01-05,8719132230
2017-01-06,8775789390
2017-01-09,8680686300
2017-01-10,8814235320
2017-01-11,8887080240
2017-01-12,8694850590
2017-01-13,8872915950
2017-01-17,8452034190
2017-01-18,8595700560
2017-01-19,8561301570
2017-01-20,8591653620
2017-01-23,8561301570
2017-01-24,8611888320
2017-01-25,8757578160
2017-01-26,8796024090
2017-01-27,8725202640
2017-01-30,8551184220
2017-01-31,8537019930
2017-02-01,8591653620
2017-02-02,8452034190
2017-02-03,8763648570
2017-02-06,8694850590
2017-02-07,8664498540
2017-02-08,8532972990
2017-02-09,8731273050
2017-02-10,8816258790
2017-02-13,8919455760
2017-02-14,9121802760
2017-02-15,9166319100
2017-02-16,9085380300
2017-02-17,9034793550
2017-02-21,9083356830
2017-02-22,9053004780
2017-02-23,9069192540
2017-02-24,9014558850
2017-02-27,9127873170
2017-02-28,9085380300
2017-03-01,9415205910
2017-03-02,9097521120
2017-03-03,9178459920
2017-03-06,9172389510
2017-03-07,9162272160
2017-03-08,9158225220
2017-03-09,9162272160
2017-03-10,9087403770
2017-03-13,9111685410
2017-03-14,9002418030
2017-03-15,8917432290
2017-03-16,8976112920
2017-03-17,8854704720
2017-03-20,8739366930
2017-03-21,8263851480
2017-03-22,8241593309
2017-03-23,8273968830
2017-03-24,8278015769
2017-03-27,8251710660
2017-03-28,8356931099
2017-03-29,8360978040
2017-03-30,8575465860
2017-03-31,8476524000
2017-04-03,8430104940
2017-04-04,8407904519
2017-04-05,8284793099
2017-04-06,8375613000
2017-04-07,8379649440
2017-04-10,8260574460
2017-04-11,8262592680
2017-04-12,8111226180
2017-04-13,7961877900
2017-04-17,8109207960
2017-04-18,8038570260
2017-04-19,8068843559
2017-04-20,8290847760
2017-04-21,8244428700
2017-04-24,8468451120
2017-04-25,8171772780
2017-04-26,8311029960
2017-04-27,8206082519
2017-04-28,8078934660
2017-05-01,8177827440
2017-05-02,8068843559
2017-05-03,8189936760
2017-05-04,8208100740
2017-05-05,8224246500
2017-05-08,8315066400
2017-05-09,8260574460
2017-05-10,8262592680
2017-05-11,8153608800
2017-05-12,8103153300
2017-05-15,8181863880
2017-05-16,8206082519
2017-05-17,7869039780
2017-05-18,7988114760
2017-05-19,8093062200
2017-05-22,8115262620
2017-05-23,8343321480
2017-05-24,8214155400
2017-05-25,8250483360
2017-05-26,8163699900
2017-05-30,8046643139
2017-05-31,8087007540
2017-06-01,8183882099
2017-06-02,8093062200
2017-06-05,8165718120
2017-06-06,8125353720
2017-06-07,8165718120
2017-06-08,8353412580
2017-06-09,8545143480
2017-06-12,8664218460
2017-06-13,8704582860
2017-06-14,8724765060
2017-06-15,8652109140
2017-06-16,8696509980
2017-06-19,8751001920
2017-06-20,8670273120
2017-06-21,8543125260
2017-06-22,8537070599
2017-06-23,8462396460
2017-06-26,8545143480
2017-06-27,8585507880
2017-06-28,8672291340
2017-06-29,8878149780
2017-06-30,8796578120
2017-07-03,8960850360
2017-07-05,8962853680
2017-07-06,8838647840
2017-07-07,8902754080
2017-07-10,8946827120
2017-07-11,9055006400
2017-07-12,8972870280
2017-07-13,9014940000
2017-07-14,8958847040
2017-07-17,8882720880
2017-07-18,8830634560
2017-07-19,8810601360
2017-07-20,8782554880
2017-07-21,8722455280
2017-07-24,8878714240
2017-07-25,8944823800
2017-07-26,9149162440
2017-07-27,9042986480
2017-07-28,9067026320
2017-07-31,9079046240
2017-08-01,9091066160
2017-08-02,9159179040
2017-08-03,9113102680
2017-08-04,9239311840
2017-08-07,9167192320
2017-08-08,9177208920
2017-08-09,9073036280
2017-08-10,8902754080
2017-08-11,8836644520
2017-08-14,9012936680
2017-08-15,9040983160
2017-08-16,9038979840
2017-08-17,8784558200
2017-08-18,8798581440
2017-08-21,8722455280
2017-08-22,8812604680
2017-08-23,8800584760
2017-08-24,8890734160
2017-08-25,8954840400
2017-08-28,8870700960
2017-08-29,8756511720
2017-08-30,8778548240
2017-08-31,8746495120
2017-09-01,8878714240
2017-09-05,8566196320
2017-09-06,8536146520
2017-09-07,8279721560
2017-09-08,8341824480
2017-09-11,8560186359
2017-09-12,8680385560
2017-09-13,8624292600
2017-09-14,8546163119
2017-09-15,8670368960
2017-09-18,8806594720
2017-09-19,8896744120
2017-09-20,9036976520
2017-09-21,9087059520
2017-09-22,9038979840
2017-09-25,9105089400
2017-09-26,9183218880
2017-09-27,9333467880
2017-09-28,9403584080
2017-09-29,9451663760
2017-10-02,9392077440
2017-10-03,9322550640
2017-10-04,9274875120
2017-10-05,9467563680
2017-10-06,9511266240
2017-10-09,9403996320
2017-10-10,9477496080
2017-10-11,9392077440
2017-10-12,9280834560
2017-10-13,9256996800
2017-10-16,9294739920
2017-10-17,9135821520
2017-10-18,9171578160
2017-10-19,9147740400
2017-10-20,9288780480
2017-10-23,9215280720
2017-10-24,9207334800
2017-10-25,9135821520
2017-10-26,9322550640
2017-10-27,9358307280
2017-10-30,9296726400
2017-10-31,9229186080
2017-11-01,9181510560
2017-11-02,9306658800
2017-11-03,9298712880
2017-11-06,9227199600
2017-11-07,8915322240
2017-11-08,8847781920
2017-11-09,8734552560
2017-11-10,8726606640
2017-11-13,9024578640
2017-11-14,9235145520
2017-11-15,9237132000
2017-11-16,9159659280
2017-11-17,9197402400
2017-11-20,9356320800
2017-11-21,9314604720
2017-11-22,9207334800
2017-11-24,9207334800
2017-11-27,9221240160
2017-11-28,9552982320
2017-11-29,9831089520
2017-11-30,9843008400
2017-12-01,9948291840
2017-12-04,10278047520
2017-12-05,10107210240
2017-12-06,9916508160
2017-12-07,10025764560
2017-12-08,10117142640
2017-12-11,9920481120
2017-12-12,10023778080
2017-12-13,9884724480
2017-12-14,9777454560
2017-12-15,9934386480
2017-12-18,10127075040
2017-12-19,10109196720
2017-12-20,10077413040
2017-12-21,10222426080
2017-12-22,10196601840
2017-12-26,10103237280
2017-12-27,10073440080
2017-12-28,10198588320
2017-12-29,10097277840
2018-01-02,9973805400
2018-01-03,9962002080
2018-01-04,10003313700
2018-01-05,10007248140
2018-01-08,9958067640
2018-01-09,10192166820
2018-01-10,10298396700
2018-01-11,10447905420
2018-01-12,10481348160
2018-01-16,10406593800
2018-01-17,10489217040
2018-01-18,10398724920
2018-01-19,10569873060
2018-01-22,10654463520
2018-01-23,10656430740
2018-01-24,10571840280
2018-01-25,10430200440
2018-01-26,10626922440
2018-01-29,10660365180
2018-01-30,10609217460
2018-01-31,10628889660
2018-02-01,10815775560
2018-02-02,10652496300
2018-02-05,10160691300
2018-02-06,10331839440
2018-02-07,10626922440
2018-02-08,9975772620
2018-02-09,10158724080
2018-02-12,10241347320
2018-02-13,10221675120
2018-02-14,10723316220
2018-02-15,10774463940
2018-02-16,10833480540
2018-02-20,10813808340
2018-02-21,10988890920
2018-02-22,10764627840
2018-02-23,10953480960
2018-02-26,11073481380
2018-02-27,10965284280
2018-02-28,10813808340
2018-03-01,10697742360
2018-03-02,10782332820
2018-03-05,10959382620
2018-03-06,11122661880
2018-03-07,11199383460
2018-03-08,11036104200
2018-03-09,11221022880
2018-03-12,11130530760
2018-03-13,10967251500
2018-03-14,10776431160
2018-03-15,10770529500
2018-03-16,10922005440
2018-03-19,10817742780
2018-03-20,10780365600
2018-03-21,10839382200
2018-03-22,10440036540
2018-03-23,10078068060
2018-03-26,10473479280
2018-03-27,10233478440
2018-03-28,10262986740
2018-03-29,10373151060
2018-04-02,10047098710
2018-04-03,10158581020
2018-04-04,10336561550
2018-04-05,10344384870
2018-04-06,10060789520
2018-04-09,10097950290
2018-04-10,10248549200
2018-04-11,10197697620
2018-04-12,10586907790
2018-04-13,10336561550
2018-04-16,10426529730
2018-04-17,10154669360
2018-04-18,10185962640
2018-04-19,10406971430
2018-04-20,10522365400
2018-04-23,10612333580
2018-04-24,10774667470
2018-04-25,10807916580
2018-04-26,10770755810
2018-04-27,10874414800
2018-04-30,10708169250
2018-05-01,10766844150
2018-05-02,10794225770
2018-05-03,10649494350
2018-05-04,10847033180
2018-05-07,10856812330
2018-05-08,10942868850
2018-05-09,11202994240
2018-05-10,11300785740
2018-05-11,11306653230
2018-05-14,11267536630
2018-05-15,11310564890
2018-05-16,11296874080
2018-05-17,11402488900
2018-05-18,11298829910
2018-05-21,11335990680
2018-05-22,11449428820
2018-05-23,11345769830
2018-05-24,11316432380
2018-05-25,11158010150
2018-05-29,10741418360
2018-05-30,10860723990
2018-05-31,10719904230
2018-06-01,10886149780
2018-06-04,10970250470
2018-06-05,10909619740
2018-06-06,11177568450
2018-06-07,11140407680
2018-06-08,11185391770
2018-06-11,11064130310
2018-06-12,11021102050
2018-06-13,10952648000
2018-06-14,10845077350
2018-06-15,10811828240
2018-06-18,10874414800
2018-06-19,10933089700
2018-06-20,10985897110
2018-06-21,11052395330
2018-06-22,10856812330
2018-06-25,10684699290
2018-06-26,10567349490
2018-06-27,10375678150
2018-06-28,10399148110
2018-06-29,10305268270
2018-07-02,10219850080
2018-07-03,10098277090
2018-07-05,10107925740
2018-07-06,10146520340
2018-07-09,10407033890
2018-07-10,10308617660
2018-07-11,10252655490
2018-07-12,10140731150
2018-07-13,9988282480
2018-07-16,10109855470
