,ZION
2004-08-24,5464844660
2004-08-25,5542811450
2004-08-26,5535642090
2004-08-27,5567904210
2004-08-30,5553565490
2004-08-31,5581346760
2004-09-01,5551773150
2004-09-02,5563423360
2004-09-03,5613608880
2004-09-07,5658417380
2004-09-08,5596581650
2004-09-09,5573281230
2004-09-10,5552669320
2004-09-13,5601062500
2004-09-14,5601958670
2004-09-15,5484560400
2004-09-16,5472910190
2004-09-17,5438855730
2004-09-20,5419139990
2004-09-21,5431686370
2004-09-22,5388670210
2004-09-23,5333107670
2004-09-24,5367162130
2004-09-27,5334900010
2004-09-28,5420932330
2004-09-29,5472014020
2004-09-30,5486092080
2004-10-01,5529233040
2004-10-04,5488788390
2004-10-05,5424975720
2004-10-06,5452837590
2004-10-07,5391721230
2004-10-08,5389024920
2004-10-11,5411494170
2004-10-12,5402506470
2004-10-13,5407899090
2004-10-14,5356669200
2004-10-15,5488788390
2004-10-18,5469015450
2004-10-19,5469015450
2004-10-20,5742241530
2004-10-21,5818636980
2004-10-22,5794370190
2004-10-25,5821333290
2004-10-26,5886943500
2004-10-27,5942667240
2004-10-28,5945363550
2004-10-29,5944464780
2004-11-01,5957047560
2004-11-02,5907615210
2004-11-03,5967832800
2004-11-04,6021759000
2004-11-05,5966934030
2004-11-08,5921995530
2004-11-09,5976820500
2004-11-10,5992099590
2004-11-11,6091863060
2004-11-12,6133206480
2004-11-15,6194322840
2004-11-16,6100850760
2004-11-17,6044228250
2004-11-18,5999289750
2004-11-19,5931882000
2004-11-22,5942667240
2004-11-23,6011872530
2004-11-24,6040633169
2004-11-26,6030746699
2004-11-29,5932780770
2004-11-30,5976820500
2004-12-01,6094559370
2004-12-02,6089166750
2004-12-03,6071191350
2004-12-06,6039734400
2004-12-07,5958845100
2004-12-08,5989403280
2004-12-09,6021759000
2004-12-10,5971427880
2004-12-13,5999289750
2004-12-14,5992099590
2004-12-15,6007378680
2004-12-16,5955250020
2004-12-17,5984909430
2004-12-20,6065798730
2004-12-21,6135902790
2004-12-22,6151181880
2004-12-23,6223982250
2004-12-27,6115231080
2004-12-28,6116129850
2004-12-29,6115231080
2004-12-30,6153878190
2004-12-31,6114332310
2005-01-03,6056811030
2005-01-04,5974124190
2005-01-05,5952553710
2005-01-06,5986706970
2005-01-07,5841106230
2005-01-10,5844701310
2005-01-11,5848296389
2005-01-12,5793471419
2005-01-13,5726063670
2005-01-14,5712582120
2005-01-18,5962440180
2005-01-19,5958845100
2005-01-20,5939970930
2005-01-21,5908513980
2005-01-24,5857284090
2005-01-25,5882449650
2005-01-26,6096356910
2005-01-27,6029847930
2005-01-28,5954351250
2005-01-31,6095458139
2005-02-01,6197917919
2005-02-02,6223982250
2005-02-03,6223083480
2005-02-04,6291390000
2005-02-07,6187132680
2005-02-08,6211399470
2005-02-09,6154776960
2005-02-10,6155675730
2005-02-11,6203310540
2005-02-14,6196120380
2005-02-15,6177246210
2005-02-16,6154776960
2005-02-17,6071191350
2005-02-18,6030746699
2005-02-22,5974124190
2005-02-23,5924691840
2005-02-24,5929185690
2005-02-25,5950756169
2005-02-28,5940869699
2005-03-01,6001986060
2005-03-02,6022657770
2005-03-03,6075685199
2005-03-04,6199715460
2005-03-07,6266224440
2005-03-08,6293187540
2005-03-09,6260831820
2005-03-10,6277908449
2005-03-11,6248249040
2005-03-14,6300377699
2005-03-15,6249147810
2005-03-16,6225779790
2005-03-17,6269819520
2005-03-18,6245552730
2005-03-21,6199715460
2005-03-22,6134105250
2005-03-23,6165562199
2005-03-24,6100850760
2005-03-28,6101749530
2005-03-29,6043329480
2005-03-30,6170954820
2005-03-31,6201170920
2005-04-01,6133786420
2005-04-04,6184100180
2005-04-05,6188592480
2005-04-06,6235312400
2005-04-07,6225429340
2005-04-08,6154451000
2005-04-11,6109528000
2005-04-12,6181404800
2005-04-13,6129294120
2005-04-14,6034955820
2005-04-15,5965774400
2005-04-18,6073589599
2005-04-19,6081675740
2005-04-20,5984642060
2005-04-21,6105035700
2005-04-22,6123004900
2005-04-25,6220038580
2005-04-26,6185897099
2005-04-27,6273946180
2005-04-28,6278438480
2005-04-29,6291915380
2005-05-02,6365589099
2005-05-03,6321564560
2005-05-04,6392542900
2005-05-05,6373675240
2005-05-06,6360198340
2005-05-09,6401527500
2005-05-10,6359299880
2005-05-11,6420395159
2005-05-12,6321564560
2005-05-13,6289220000
2005-05-16,6388949060
2005-05-17,6437465900
2005-05-18,6476099680
2005-05-19,6425785920
2005-05-20,6369182940
2005-05-23,6447348960
2005-05-24,6409613640
2005-05-25,6348518360
2005-05-26,6416801320
2005-05-27,6388050599
2005-05-31,6364690640
2005-06-01,6498561180
2005-06-02,6537194960
2005-06-03,6483287360
2005-06-06,6482388900
2005-06-07,6464419700
2005-06-08,6450942800
2005-06-09,6468912000
2005-06-10,6487779659
2005-06-13,6500358099
2005-06-14,6530905740
2005-06-15,6600985620
2005-06-16,6682745480
2005-06-17,6753723820
2005-06-20,6672862420
2005-06-21,6650400920
2005-06-22,6651299380
2005-06-23,6602782540
2005-06-24,6618954820
2005-06-27,6564148760
2005-06-28,6606376380
2005-06-29,6660283980
2005-06-30,6616229400
2005-07-01,6618029000
2005-07-05,6600932800
2005-07-06,6178926600
2005-07-07,6259908599
2005-07-08,6286902600
2005-07-11,6251810400
2005-07-12,6229315400
2005-07-13,6333692200
2005-07-14,6379582000
2005-07-15,6376882600
2005-07-18,6329193200
2005-07-19,6431770400
2005-07-20,6483958800
2005-07-21,6466862600
2005-07-22,6512752400
2005-07-25,6544245400
2005-07-26,6622527999
2005-07-27,6475860600
2005-07-28,6514552000
2005-07-29,6431770400
2005-08-01,6481259400
2005-08-02,6534347600
2005-08-03,6621628200
2005-08-04,6465062999
2005-08-05,6407475799
2005-08-08,6393079000
2005-08-09,6382281400
2005-08-10,6415574000
2005-08-11,6485758400
2005-08-12,6454265400
2005-08-15,6466862600
2005-08-16,6352587999
2005-08-17,6373283400
2005-08-18,6424572000
2005-08-19,6419173200
2005-08-22,6425471800
2005-08-23,6368784400
2005-08-24,6351688200
2005-08-25,6368784400
2005-08-26,6282403599
2005-08-29,6294101000
2005-08-30,6194223200
2005-08-31,6286002800
2005-09-01,6326493800
2005-09-02,6307597999
2005-09-06,6404776400
2005-09-07,6441668200
2005-09-08,6394878599
2005-09-09,6408375600
2005-09-12,6402077000
2005-09-13,6351688200
2005-09-14,6344489800
2005-09-15,6365185200
2005-09-16,6463263400
2005-09-19,6424572000
2005-09-20,6409275400
2005-09-21,6321095000
2005-09-22,6418273400
2005-09-23,6434469800
2005-09-26,6438968800
2005-09-27,6474960799
2005-09-28,6350788400
2005-09-29,6447067000
2005-09-30,7511715840
2005-10-03,7540193279
2005-10-04,7402024960
2005-10-05,7322920960
2005-10-06,7283896320
2005-10-07,7329249279
2005-10-10,7295498240
2005-10-11,7231160320
2005-10-12,7142563840
2005-10-13,7168931840
2005-10-14,7277568000
2005-10-17,7350343680
2005-10-18,7340851199
2005-10-19,7429447680
2005-10-20,7448432640
2005-10-21,7446323199
2005-10-24,7609804800
2005-10-25,7625625600
2005-10-26,7586600960
2005-10-27,7558123520
2005-10-28,7708948480
2005-10-31,7749027840
2005-11-01,7686799359
2005-11-02,7717386240
2005-11-03,7753246720
2005-11-04,7781724160
2005-11-07,7757465600
2005-11-08,7715276800
2005-11-09,7738480640
2005-11-10,7913564160
2005-11-11,7913564160
2005-11-14,7918837760
2005-11-15,7866101760
2005-11-16,7820748800
2005-11-17,7928330240
2005-11-18,7986339840
2005-11-21,8036966400
2005-11-22,8022200320
2005-11-23,8040130560
2005-11-25,8085483520
2005-11-28,8059115520
2005-11-29,8071772160
2005-11-30,7976847359
2005-12-01,8043294720
2005-12-02,8000051199
2005-12-05,8001105920
2005-12-06,7931494400
2005-12-07,7820748800
2005-12-08,7819694080
2005-12-09,7891415039
2005-12-12,7791216640
2005-12-13,7836569600
2005-12-14,7867156480
2005-12-15,7908290560
2005-12-16,8000051199
2005-12-19,7988449279
2005-12-20,8005324800
2005-12-21,8094976000
2005-12-22,8105523199
2005-12-23,8070717440
2005-12-27,8046458880
2005-12-28,8073881600
2005-12-29,8072826880
2005-12-30,7969464320
2006-01-03,8066498560
2006-01-04,8123453440
2006-01-05,8197283840
2006-01-06,8282716160
2006-01-09,8214159359
2006-01-10,8118179840
2006-01-11,8165642240
2006-01-12,8042240000
2006-01-13,8125562880
2006-01-17,8086538240
2006-01-18,8105523199
2006-01-19,8140328960
2006-01-20,7986339840
2006-01-23,8021145600
2006-01-24,8159313920
2006-01-25,8502097920
2006-01-26,8579092480
2006-01-27,8441978880
2006-01-30,8368148480
2006-01-31,8339671039
2006-02-01,8332288000
2006-02-02,8261621760
2006-02-03,8344944640
2006-02-06,8280606720
2006-02-07,8237363199
2006-02-08,8300646400
2006-02-09,8359710720
2006-02-10,8437760000
2006-02-13,8355491840
2006-02-14,8510535680
2006-02-15,8534794240
2006-02-16,8604405760
2006-02-17,8451471359
2006-02-21,8539013119
2006-02-22,8763668480
2006-02-23,8763668480
2006-02-24,8830115840
2006-02-27,8773160960
2006-02-28,8703549440
2006-03-01,8825896960
2006-03-02,8753121280
2006-03-03,8658196480
2006-03-06,8610734080
2006-03-07,8680345600
2006-03-08,8777379840
2006-03-09,8633937920
2006-03-10,8738355200
2006-03-13,8756285440
2006-03-14,8814295040
2006-03-15,8826951680
2006-03-16,8874414080
2006-03-17,8969338880
2006-03-20,8934533120
2006-03-21,8861757440
2006-03-22,8853319680
2006-03-23,8818513920
2006-03-24,8785817600
2006-03-27,8807966720
2006-03-28,8766832640
2006-03-29,8773160960
2006-03-30,8659251200
2006-03-31,8769462730
2006-04-03,8753562580
2006-04-04,8854263530
2006-04-05,8866983650
2006-04-06,8818223190
2006-04-07,8716462230
2006-04-10,8727062330
2006-04-11,8622121340
2006-04-12,8576540910
2006-04-13,8577600920
2006-04-17,8653921640
2006-04-18,8886063830
2006-04-19,8840483400
2006-04-20,8827763280
2006-04-21,8634841460
2006-04-24,8577600920
2006-04-25,8624241360
2006-04-26,8626361380
2006-04-27,8695262030
2006-04-28,8801263030
2006-05-01,8601981150
2006-05-02,8548980650
2006-05-03,8558520739
2006-05-04,8578660930
2006-05-05,8652861630
2006-05-08,8664521740
2006-05-09,8624241360
2006-05-10,8682541910
2006-05-11,8479019989
2006-05-12,8508700270
2006-05-15,8534140510
2006-05-16,8535200520
2006-05-17,8426019489
2006-05-18,8416479400
2006-05-19,8558520739
2006-05-22,8616821290
2006-05-23,8560640760
2006-05-24,8595621090
2006-05-25,8600921140
2006-05-26,8614701270
2006-05-30,8512940310
2006-05-31,8589261030
2006-06-01,8729182350
2006-06-02,8789602920
2006-06-05,8669821790
2006-06-06,8703742110
2006-06-07,8724942310
2006-06-08,8777942810
2006-06-09,8771582750
2006-06-12,8682541910
2006-06-13,8628481400
2006-06-14,8541560580
2006-06-15,8559580750
2006-06-16,8511880300
2006-06-19,8498100170
2006-06-20,8511880300
2006-06-21,8467359879
2006-06-22,8365598920
2006-06-23,8147236860
2006-06-26,8326378550
2006-06-27,8190697270
2006-06-28,8191757280
2006-06-29,8291398220
2006-06-30,8283852900
2006-07-03,8275350100
2006-07-05,8158436600
2006-07-06,8193510650
2006-07-07,8109545500
2006-07-10,8144619549
2006-07-11,8124425400
2006-07-12,8062780100
2006-07-13,8008574749
2006-07-14,8064905799
2006-07-17,8220081900
2006-07-18,8277475799
2006-07-19,8481543000
2006-07-20,8384823650
2006-07-21,8789769500
2006-07-24,8845037700
2006-07-25,8883300300
2006-07-26,8749381200
2006-07-27,8621839200
2006-07-28,8852477650
2006-07-31,8730249900
2006-08-01,8698364400
2006-08-02,8712181450
2006-08-03,8801460850
2006-08-04,8826969250
2006-08-07,8780203850
2006-08-08,8706867200
2006-08-09,8617587800
2006-08-10,8616524950
2006-08-11,8623964900
2006-08-14,8679233100
2006-08-15,8812089350
2006-08-16,8744066950
2006-08-17,8628216300
2006-08-18,8687735900
2006-08-21,8639907650
2006-08-22,8596330800
2006-08-23,8483668699
2006-08-24,8482605850
2006-08-25,8381635100
2006-08-28,8442217550
2006-08-29,8434777600
2006-08-30,8364629500
2006-08-31,8395452149
2006-09-01,8392263599
2006-09-05,8426274800
2006-09-06,8390137900
2006-09-07,8208390550
2006-09-08,8231773250
2006-09-11,8296607100
2006-09-12,8377383699
2006-09-13,8317864100
2006-09-14,8185007850
2006-09-15,8254093100
2006-09-18,8280664350
2006-09-19,8234961800
2006-09-20,8355063850
2006-09-21,8330618299
2006-09-22,8276412950
2006-09-25,8444343250
2006-09-26,8543188299
2006-09-27,8524057000
2006-09-28,8567633850
2006-09-29,8482605850
2006-10-02,8553864600
2006-10-03,8589641220
2006-10-04,8672035860
2006-10-05,8643848220
2006-10-06,8602650900
2006-10-09,8610239880
2006-10-10,8627586120
2006-10-11,8681793120
2006-10-12,8768524320
2006-10-13,8733831840
2006-10-16,8713233180
2006-10-17,8699139360
2006-10-18,8630838540
2006-10-19,8574463260
2006-10-20,8785870560
2006-10-23,8818394760
2006-10-24,8790207120
2006-10-25,8734915980
2006-10-26,8760935340
2006-10-27,8681793120
2006-10-30,8672035860
2006-10-31,8716485600
2006-11-01,8600482620
2006-11-02,8523508680
2006-11-03,8435693340
2006-11-06,8476890660
2006-11-07,8575547399
2006-11-08,8601566760
2006-11-09,8596146060
2006-11-10,8612408160
2006-11-13,8572294979
2006-11-14,8616744720
2006-11-15,8582052240
2006-11-16,8654689620
2006-11-17,8604819180
2006-11-20,8604819180
2006-11-21,8541939060
2006-11-22,8557117020
2006-11-24,8586388800
2006-11-27,8508330720
2006-11-28,8485563780
2006-11-29,8562537720
2006-11-30,8482311359
2006-12-01,8455207859
2006-12-04,8565790140
2006-12-05,8566874280
2006-12-06,8573379120
2006-12-07,8565790140
2006-12-08,8559285300
2006-12-11,8661194460
2006-12-12,8742504960
2006-12-13,8731663560
2006-12-14,8807553360
2006-12-15,8866096920
2006-12-18,8812974060
2006-12-19,8725158720
2006-12-20,8763103620
2006-12-21,8818394760
2006-12-22,8860676220
2006-12-26,8881274880
2006-12-27,8982099900
2006-12-28,8979931620
2006-12-29,8937650160
2007-01-03,8988604740
2007-01-04,9028717920
2007-01-05,9001614420
2007-01-08,9016792380
2007-01-09,9066662820
2007-01-10,9119785680
2007-01-11,9053653140
2007-01-12,9025465500
2007-01-16,9011371680
2007-01-17,9012455820
2007-01-18,9007035120
2007-01-19,8970174360
2007-01-22,8948491560
2007-01-23,8940902580
2007-01-24,9048232440
2007-01-25,9016792380
2007-01-26,9159898860
2007-01-29,9112196700
2007-01-30,9131711220
2007-01-31,9195675480
2007-02-01,9226031400
2007-02-02,9266144580
2007-02-05,9215190000
2007-02-06,9250966620
2007-02-07,9260723880
2007-02-08,9239041080
2007-02-09,9272649420
2007-02-12,9297584640
2007-02-13,9329024700
2007-02-14,9326856420
2007-02-15,9494898120
2007-02-16,9492729840
2007-02-20,9570787920
2007-02-21,9525254040
2007-02-22,9491645700
2007-02-23,9478636020
2007-02-26,9410335200
2007-02-27,9230367960
2007-02-28,9256387320
2007-03-01,9188086500
2007-03-02,9208685160
2007-03-05,9076420080
2007-03-06,9276985980
2007-03-07,9271565280
2007-03-08,9308426040
2007-03-09,9304089480
2007-03-12,9382147560
2007-03-13,9046064160
2007-03-14,9063410400
2007-03-15,9151225740
2007-03-16,9125206380
2007-03-19,9231452100
2007-03-20,9291079800
2007-03-21,9471047040
2007-03-22,9372390300
2007-03-23,9358296480
2007-03-26,9350707500
2007-03-27,9259639740
2007-03-28,9134963640
2007-03-29,9193507200
2007-03-30,9163151280
2007-04-02,8957351270
2007-04-03,9034969430
2007-04-04,8916386130
2007-04-05,8933634610
2007-04-09,8936868700
2007-04-10,8979989900
2007-04-11,8904527800
2007-04-12,8928244460
2007-04-13,9051139880
2007-04-16,9183737570
2007-04-17,9147084550
2007-04-18,9217156500
2007-04-19,9249497400
2007-04-20,8780554350
2007-04-23,8877577050
2007-04-24,8821519490
2007-04-25,8891591440
2007-04-26,8881889170
2007-04-27,8926088400
2007-04-30,8818285400
2007-05-01,8795646770
2007-05-02,8882967200
2007-05-03,8904527800
2007-05-04,8974599750
2007-05-07,8988614140
2007-05-08,8881889170
2007-05-09,8867874780
2007-05-10,8806427070
2007-05-11,8835533880
2007-05-14,8776242230
2007-05-15,8788100560
2007-05-16,8788100560
2007-05-17,8764383900
2007-05-18,8804271010
2007-05-21,8788100560
2007-05-22,8752525570
2007-05-23,8696468010
2007-05-24,8647956660
2007-05-25,8636098330
2007-05-29,8621005910
2007-05-30,8654424840
2007-05-31,8673829380
2007-06-01,8823675550
2007-06-04,8771930110
2007-06-05,8624240000
2007-06-06,8531529420
2007-06-07,8504578670
2007-06-08,8651190750
2007-06-11,8686765740
2007-06-12,8560636230
2007-06-13,8760071780
2007-06-14,8741745270
2007-06-15,8668439230
2007-06-18,8671673320
2007-06-19,8699702100
2007-06-20,8609147580
2007-06-21,8587586980
2007-06-22,8475471860
2007-06-25,8395697639
2007-06-26,8357966590
2007-06-27,8400009760
2007-06-28,8403243850
2007-06-29,8291128730
2007-07-02,8316538040
2007-07-03,8345377819
2007-07-05,8351786660
2007-07-06,8318674319
2007-07-09,8353922939
2007-07-10,8173407280
2007-07-11,8208655899
2007-07-12,8378490160
2007-07-13,8356059220
2007-07-16,8390239700
2007-07-17,8416943200
2007-07-18,8366740620
2007-07-19,8410534359
2007-07-20,8457532520
2007-07-23,8407329939
2007-07-24,8093296780
2007-07-25,8177679840
2007-07-26,8021731399
2007-07-27,7993959760
2007-07-30,8102910040
2007-07-31,7962983700
2007-08-01,8046298620
2007-08-02,8044162340
2007-08-03,7699153120
2007-08-06,8160589600
2007-08-07,8224678000
2007-08-08,8333628280
2007-08-09,7924530660
2007-08-10,7967256260
2007-08-13,7686335439
2007-08-14,7576317020
2007-08-15,7405414620
2007-08-16,7780331760
2007-08-17,7873259939
2007-08-20,7807035260
2007-08-21,7975801380
2007-08-22,7954438580
2007-08-23,7828398060
2007-08-24,7880736920
2007-08-27,7873259939
2007-08-28,7693812420
2007-08-29,7710902660
2007-08-30,7456685340
2007-08-31,7541068399
2007-09-04,7559226780
2007-09-05,7552817939
2007-09-06,7563499340
2007-09-07,7510092340
2007-09-10,7331712960
2007-09-11,7417164160
2007-09-12,7453480920
2007-09-13,7417164160
2007-09-14,7546409100
2007-09-17,7489797680
2007-09-18,7699153120
2007-09-19,7662836359
2007-09-20,7580589580
2007-09-21,7683131020
2007-09-24,7479116280
2007-09-25,7504751640
2007-09-26,7335985520
2007-09-27,7346666920
2007-09-28,7334917380
2007-10-01,7449589160
2007-10-02,7531604939
2007-10-03,7677529120
2007-10-04,7656226319
2007-10-05,7722265000
2007-10-08,7610425300
2007-10-09,7681789680
2007-10-10,7555038020
2007-10-11,7569949979
2007-10-12,7239756580
2007-10-15,7081050720
2007-10-16,6896781500
2007-10-17,6899976920
2007-10-18,6797723480
2007-10-19,6532503620
2007-10-22,6535699040
2007-10-23,6501614560
2007-10-24,6332257300
2007-10-25,6327996740
2007-10-26,6310954500
2007-10-29,6322671040
2007-10-30,6348234400
2007-10-31,6296042540
2007-11-01,5937090360
2007-11-02,5849748880
2007-11-05,5737909180
2007-11-06,5736844040
2007-11-07,5397064380
2007-11-08,5583463880
2007-11-09,5695303580
2007-11-12,5758146840
2007-11-13,6029757540
2007-11-14,5926438960
2007-11-15,5546183980
2007-11-16,5533402300
2007-11-19,5349133080
2007-11-20,5329960560
2007-11-21,5352328500
2007-11-23,5538728000
2007-11-26,5235163100
2007-11-27,5340611960
2007-11-28,5615418080
2007-11-29,5586659300
2007-11-30,5812468980
2007-12-03,5784775340
2007-12-04,5668675080
2007-12-05,5802882720
2007-12-06,5966914280
2007-12-07,5884898500
2007-12-10,5958393160
2007-12-11,5622874060
2007-12-12,5468428760
2007-12-13,5377891860
2007-12-14,5311853180
2007-12-17,5288420100
2007-12-18,5211730020
2007-12-19,5072196680
2007-12-20,4997636880
2007-12-21,5153147320
2007-12-24,5201078620
2007-12-26,5123323400
2007-12-27,4933728480
2007-12-28,4914555960
2007-12-31,4973138660
2008-01-02,4824019060
2008-01-03,4727091320
2008-01-04,4516193600
2008-01-07,4609925920
2008-01-08,4448024640
2008-01-09,4457610900
2008-01-10,4657857220
2008-01-11,4684485720
2008-01-14,4661052640
2008-01-15,4547082660
2008-01-16,4721765620
2008-01-17,4477848560
2008-01-18,4442698940
2008-01-22,4555603780
2008-01-23,4962487260
2008-01-24,5185101520
2008-01-25,5048763600
2008-01-28,5226641980
2008-01-29,5458842500
2008-01-30,5580268460
2008-01-31,5830576360
2008-02-01,5895549900
2008-02-04,5698499000
2008-02-05,5557900520
2008-02-06,5623939200
2008-02-07,5635655740
2008-02-08,5529141740
2008-02-11,5471624180
2008-02-12,5481210440
2008-02-13,5450321380
2008-02-14,5414106620
2008-02-15,5517425200
2008-02-19,5331025700
2008-02-20,5479080160
2008-02-21,5366175320
2008-02-22,5394934100
2008-02-25,5465233340
2008-02-26,5513164640
2008-02-27,5636720880
2008-02-28,5361914760
2008-02-29,5086043500
2008-03-03,4911360540
2008-03-04,4920946800
2008-03-05,4907099980
2008-03-06,4715374780
2008-03-07,4793130000
2008-03-10,4793130000
2008-03-11,5288420100
2008-03-12,5172319840
2008-03-13,5193622640
2008-03-14,5008288280
2008-03-17,4975268940
2008-03-18,5230902540
2008-03-19,5044503040
2008-03-20,5381087280
2008-03-24,5468428760
2008-03-25,5388543260
2008-03-26,5178710680
2008-03-27,4969943240
2008-03-28,4903904560
2008-03-31,4855402250
2008-04-01,5189044600
2008-04-02,5131483300
2008-04-03,5160263950
2008-04-04,5009965000
2008-04-07,5082449600
2008-04-08,4847940600
2008-04-09,4795709050
2008-04-10,4786115500
2008-04-11,4739213700
2008-04-14,4424758450
2008-04-15,4439681750
2008-04-16,4533485350
2008-04-17,4662465300
2008-04-18,4958799400
2008-04-21,4689114050
2008-04-22,4668861000
2008-04-23,4589980700
2008-04-24,5040877550
2008-04-25,5020624500
2008-04-28,5018492600
2008-04-29,4991843850
2008-04-30,4940678250
2008-05-01,5259397300
2008-05-02,5238078300
2008-05-05,5149604450
2008-05-06,5211429550
2008-05-07,5063262500
2008-05-08,4855402250
2008-05-09,4782917650
2008-05-12,4876721250
2008-05-13,4745609400
2008-05-14,4804236650
2008-05-15,4856468200
2008-05-16,4695509750
2008-05-19,4705103300
2008-05-20,4631552750
2008-05-21,4580387150
2008-05-22,4633684650
2008-05-23,4563331950
2008-05-27,4636882500
2008-05-28,4552672450
2008-05-29,4664597200
2008-05-30,4593178550
2008-06-02,4503638750
2008-06-03,4447143400
2008-06-04,4404505400
2008-06-05,4480187850
2008-06-06,4239283150
2008-06-09,4011169850
2008-06-10,4018631500
2008-06-11,3833156200
2008-06-12,3818232900
2008-06-13,3724429299
2008-06-16,3961070199
2008-06-17,3557075149
2008-06-18,3413171900
2008-06-19,3430227100
2008-06-20,3420633550
2008-06-23,3314038550
2008-06-24,3303379050
2008-06-25,3479260800
2008-06-26,3412105950
2008-06-27,3469667249
2008-06-30,3356676550
2008-07-01,3517807150
2008-07-02,3427829340
2008-07-03,2932409350
2008-07-07,2902055390
2008-07-08,3092851710
2008-07-09,2855440380
2008-07-10,2825086420
2008-07-11,2784975830
2008-07-14,2138870110
2008-07-15,2089002890
2008-07-16,2551900780
2008-07-17,2982276570
2008-07-18,2744865240
2008-07-21,2834843050
2008-07-22,3066834030
2008-07-23,3225108250
2008-07-24,2948670400
2008-07-25,2933493420
2008-07-28,2799068740
2008-07-29,3024555300
2008-07-30,3154643700
2008-07-31,3173072890
2008-08-01,3316170130
2008-08-04,3283648030
2008-08-05,3639222990
2008-08-06,3724864520
2008-08-07,3482032839
2008-08-08,3469024000
2008-08-11,3555749599
2008-08-12,3046236700
2008-08-13,2915064230
2008-08-14,3018050880
2008-08-15,3033227860
2008-08-18,2808825370
2008-08-19,2737276750
2008-08-20,2808825370
2008-08-21,2752453730
2008-08-22,2764378500
2008-08-25,2696082090
2008-08-26,2692829880
2008-08-27,2748117450
2008-08-28,2832674910
2008-08-29,2909643880
2008-09-02,3192586150
2008-09-03,3327010830
2008-09-04,3309665710
2008-09-05,3574178790
2008-09-08,3974200619
2008-09-09,3637054849
2008-09-10,3531900060
2008-09-11,3644643339
2008-09-12,4063094359
2008-09-15,3994797950
2008-09-16,4355793260
2008-09-17,3901567930
2008-09-18,4902164540
2008-09-19,5727141810
2008-09-22,5120062610
2008-09-23,4394819780
2008-09-24,4312430460
2008-09-25,4499974570
2008-09-26,4767739860
2008-09-29,3712939750
2008-09-30,4415824800
2008-10-01,5077628000
2008-10-02,4968088160
2008-10-03,4969229200
2008-10-06,4615506800
2008-10-07,3954844639
2008-10-08,3829330240
2008-10-09,3352375520
2008-10-10,3807650479
2008-10-13,3650186960
2008-10-14,4537916080
2008-10-15,4289169360
2008-10-16,4586980800
2008-10-17,4143116240
2008-10-20,3938870080
2008-10-21,3715226240
2008-10-22,3742611199
2008-10-23,3586288720
2008-10-24,3678712960
2008-10-27,3943434240
2008-10-28,4240104639
2008-10-29,4164796000
2008-10-30,4115731280
2008-10-31,4348503440
2008-11-03,4679405040
2008-11-04,4908754080
2008-11-05,4492274480
2008-11-06,4267489600
2008-11-07,4444350800
2008-11-10,4330246800
2008-11-11,4240104639
2008-11-12,3667302560
2008-11-13,3965114000
2008-11-14,3730059759
2008-11-17,3426543120
2008-11-18,3360362800
2008-11-19,3145847280
2008-11-20,3002076240
2008-11-21,2955293600
2008-11-24,3406004400
2008-11-25,3516685280
2008-11-26,3553198560
2008-11-28,3638776560
2008-12-01,2956434640
2008-12-02,2950729440
2008-12-03,3096782560
2008-12-04,3232566320
2008-12-05,3425402080
2008-12-08,3320426400
2008-12-09,3174373280
2008-12-10,3232566320
2008-12-11,3073961760
2008-12-12,2933613840
2008-12-15,2777291360
2008-12-16,3086513200
2008-12-17,3011204560
2008-12-18,2963280880
2008-12-19,2845753760
2008-12-22,2574186240
2008-12-23,2487467200
2008-12-24,2521698400
2008-12-26,2545660240
2008-12-29,2478338880
2008-12-30,2611840560
2008-12-31,2796738060
2009-01-02,2852650000
2009-01-05,2776198980
2009-01-06,2869765900
2009-01-07,2576513480
2009-01-08,2533153200
2009-01-09,2485228680
2009-01-12,2375686920
2009-01-13,2500062460
2009-01-14,2395084940
2009-01-15,2081293439
2009-01-16,1881607939
2009-01-20,1521032980
2009-01-21,1718436360
2009-01-22,1582650220
2009-01-23,1547277360
2009-01-26,1390952140
2009-01-27,1606612480
2009-01-28,2049343760
2009-01-29,1874761580
2009-01-30,1702461520
2009-02-02,1649972760
2009-02-03,1495929660
2009-02-04,1465121040
2009-02-05,1478813760
2009-02-06,1636280040
2009-02-09,1693333040
2009-02-10,1363566700
2009-02-11,1438876660
2009-02-12,1332758080
2009-02-13,1303090520
2009-02-17,1142201060
2009-02-18,1153611660
2009-02-19,1061185800
2009-02-20,1026954000
2009-02-23,989299020
2009-02-24,1159316960
2009-02-25,1097699720
2009-02-26,1244896460
2009-02-27,1069173219
2009-03-02,1017825520
2009-03-03,948220860
2009-03-04,910565880
2009-03-05,772497620
2009-03-06,739406880
2009-03-09,780485040
2009-03-10,872910900
2009-03-11,966477820
2009-03-12,1047493080
2009-03-13,1074878520
2009-03-16,1138777880
2009-03-17,1238050100
2009-03-18,1338463380
2009-03-19,1194689820
2009-03-20,1131931520
2009-03-23,1330475960
2009-03-24,1192407700
2009-03-25,1200395120
2009-03-26,1241473280
2009-03-27,1193548760
2009-03-30,1070314280
2009-03-31,1139375640
2009-04-01,1203125040
2009-04-02,1294692360
2009-04-03,1303965000
2009-04-06,1273828920
2009-04-07,1189216080
2009-04-08,1133580240
2009-04-09,1432622880
