,BR
2011-11-03,2816649000
2011-11-04,2778302000
2011-11-07,2782013000
2011-11-08,2780776000
2011-11-09,2655839000
2011-11-10,2696660000
2011-11-11,2732533000
2011-11-14,2705319000
2011-11-15,2727585000
2011-11-16,2712741000
2011-11-17,2691712000
2011-11-18,2720163000
2011-11-21,2680579000
2011-11-22,2631099000
2011-11-23,2618729000
2011-11-25,2610070000
2011-11-28,2691712000
2011-11-29,2683053000
2011-11-30,2791909000
2011-12-01,2780776000
2011-12-02,2773354000
2011-12-05,2772117000
2011-12-06,2747377000
2011-12-07,2764695000
2011-12-08,2748614000
2011-12-09,2804279000
2011-12-12,2769643000
2011-12-13,2775828000
2011-12-14,2733770000
2011-12-15,2742429000
2011-12-16,2747377000
2011-12-19,2678105000
2011-12-20,2742429000
2011-12-21,2752325000
2011-12-22,2798094000
2011-12-23,2793146000
2011-12-27,2772117000
2011-12-28,2744903000
2011-12-29,2783250000
2011-12-30,2789435000
2012-01-03,2811080000
2012-01-04,2803640000
2012-01-05,2813560000
2012-01-06,2798680000
2012-01-09,2819760000
2012-01-10,2864400000
2012-01-11,2892920000
2012-01-12,2883000000
2012-01-13,2844560000
2012-01-17,2878040000
2012-01-18,2932600000
2012-01-19,2942520000
2012-01-20,2974760000
2012-01-23,2985920000
2012-01-24,2964840000
2012-01-25,2977240000
2012-01-26,2973520000
2012-01-27,2977240000
2012-01-30,2978480000
2012-01-31,2972280000
2012-02-01,3045440000
2012-02-02,3011960000
2012-02-03,3036760000
2012-02-06,3033040000
2012-02-07,2992120000
2012-02-08,2990880000
2012-02-09,3007000000
2012-02-10,2987160000
2012-02-13,2994600000
2012-02-14,3002040000
2012-02-15,2993360000
2012-02-16,3030560000
2012-02-17,3016920000
2012-02-21,3016920000
2012-02-22,3025600000
2012-02-23,3067760000
2012-02-24,3078920000
2012-02-27,3081400000
2012-02-28,3061560000
2012-02-29,3018160000
2012-03-01,3016920000
2012-03-02,2983440000
2012-03-05,2979720000
2012-03-06,2947480000
2012-03-07,2952440000
2012-03-08,2974760000
2012-03-09,3020640000
2012-03-12,3002040000
2012-03-13,3046680000
2012-03-14,3026840000
2012-03-15,3049160000
2012-03-16,3028080000
2012-03-19,3021880000
2012-03-20,3007000000
2012-03-21,3005760000
2012-03-22,2999560000
2012-03-23,3029320000
2012-03-26,3056600000
2012-03-27,3034280000
2012-03-28,2985920000
2012-03-29,2973520000
2012-03-30,2964840000
2012-04-02,2999560000
2012-04-03,2980960000
2012-04-04,2931360000
2012-04-05,2920200000
2012-04-09,2874320000
2012-04-10,2859440000
2012-04-11,2907800000
2012-04-12,2902840000
2012-04-13,2864400000
2012-04-16,2853240000
2012-04-17,2853240000
2012-04-18,2832160000
2012-04-19,2824720000
2012-04-20,2839600000
2012-04-23,2822240000
2012-04-24,2816040000
2012-04-25,2847040000
2012-04-26,2873080000
2012-04-27,2891680000
2012-04-30,2878040000
2012-05-01,2891680000
2012-05-02,2855720000
2012-05-03,2808600000
2012-05-04,2768920000
2012-05-07,2746600000
2012-05-08,2709400000
2012-05-09,2647400000
2012-05-10,2639960000
2012-05-11,2617640000
2012-05-14,2610200000
2012-05-15,2631280000
2012-05-16,2600280000
2012-05-17,2555640000
2012-05-18,2511000000
2012-05-21,2537040000
2012-05-22,2559360000
2012-05-23,2554400000
2012-05-24,2554400000
2012-05-25,2546960000
2012-05-29,2563080000
2012-05-30,2519680000
2012-05-31,2508520000
2012-06-01,2513480000
2012-06-04,2518440000
2012-06-05,2530840000
2012-06-06,2570520000
2012-06-07,2599040000
2012-06-08,2604000000
2012-06-11,2573000000
2012-06-12,2589120000
2012-06-13,2574240000
2012-06-14,2543240000
2012-06-15,2560600000
2012-06-18,2568040000
2012-06-19,2602760000
2012-06-20,2599040000
2012-06-21,2566800000
2012-06-22,2594080000
2012-06-25,2528360000
2012-06-26,2543240000
2012-06-27,2594080000
2012-06-28,2586640000
2012-06-29,2637480000
2012-07-02,2649880000
2012-07-03,2667240000
2012-07-05,2639960000
2012-07-06,2602760000
2012-07-09,2582920000
2012-07-10,2597800000
2012-07-11,2615160000
2012-07-12,2621360000
2012-07-13,2648640000
2012-07-16,2674680000
2012-07-17,2693280000
2012-07-18,2690800000
2012-07-19,2700720000
2012-07-20,2656080000
2012-07-23,2601520000
2012-07-24,2566800000
2012-07-25,2585400000
2012-07-26,2613920000
2012-07-27,2649880000
2012-07-30,2659800000
2012-07-31,2625080000
2012-08-01,2577960000
2012-08-02,2530840000
2012-08-03,2592840000
2012-08-06,2597800000
2012-08-07,2625080000
2012-08-08,2637480000
2012-08-09,2728000000
2012-08-10,2740400000
2012-08-13,2751560000
2012-08-14,2799920000
2012-08-15,2837120000
2012-08-16,2856960000
2012-08-17,2874320000
2012-08-20,2914000000
2012-08-21,2949960000
2012-08-22,2915240000
2012-08-23,2909040000
2012-08-24,2926400000
2012-08-27,2927640000
2012-08-28,2930120000
2012-08-29,2971040000
2012-08-30,2905320000
2012-08-31,2936320000
2012-09-04,2982200000
2012-09-05,2978480000
2012-09-06,2982200000
2012-09-07,2969800000
2012-09-10,2984680000
2012-09-11,2982200000
2012-09-12,2959880000
2012-09-13,2974760000
2012-09-14,3003280000
2012-09-17,2968560000
2012-09-18,2962360000
2012-09-19,2959880000
2012-09-20,2958640000
2012-09-21,2941280000
2012-09-24,2922680000
2012-09-25,2875560000
2012-09-26,2876800000
2012-09-27,2906560000
2012-09-28,2892920000
2012-10-01,2812100000
2012-10-02,2823080000
2012-10-03,2823080000
2012-10-04,2874320000
2012-10-05,2856020000
2012-10-08,2853580000
2012-10-09,2816980000
2012-10-10,2790140000
2012-10-11,2785260000
2012-10-12,2753540000
2012-10-15,2780380000
2012-10-16,2834060000
2012-10-17,2856020000
2012-10-18,2854800000
2012-10-19,2797460000
2012-10-22,2768180000
2012-10-23,2770620000
2012-10-24,2757200000
2012-10-25,2775500000
2012-10-26,2786480000
2012-10-31,2799900000
2012-11-01,2879200000
2012-11-02,2804780000
2012-11-05,2846260000
2012-11-06,2810880000
2012-11-07,2696200000
2012-11-08,2721820000
2012-11-09,2769400000
2012-11-12,2766960000
2012-11-13,2776720000
2012-11-14,2762080000
2012-11-15,2765740000
2012-11-16,2745000000
2012-11-19,2786480000
2012-11-20,2804780000
2012-11-21,2845040000
2012-11-23,2856020000
2012-11-26,2877980000
2012-11-27,2853580000
2012-11-28,2854800000
2012-11-29,2860900000
2012-11-30,2880420000
2012-12-03,2860900000
2012-12-04,2877980000
2012-12-05,2873100000
2012-12-06,2893840000
2012-12-07,2882860000
2012-12-10,2891400000
2012-12-11,2903600000
2012-12-12,2886520000
2012-12-13,2856020000
2012-12-14,2813320000
2012-12-17,2851140000
2012-12-18,2867000000
2012-12-19,2836500000
2012-12-20,2858460000
2012-12-21,2847480000
2012-12-24,2857240000
2012-12-26,2815760000
2012-12-27,2773060000
2012-12-28,2768180000
2012-12-31,2773056000
2013-01-02,2859108000
2013-01-03,2845776000
2013-01-04,2845776000
2013-01-07,2849412000
2013-01-08,2862744000
2013-01-09,2842140000
2013-01-10,2825172000
2013-01-11,2826384000
2013-01-14,2803356000
2013-01-15,2810628000
2013-01-16,2783964000
2013-01-17,2797296000
2013-01-18,2809416000
2013-01-22,2842140000
2013-01-23,2834868000
2013-01-24,2851836000
2013-01-25,2844564000
2013-01-28,2827596000
2013-01-29,2844564000
2013-01-30,2811840000
2013-01-31,2856684000
2013-02-01,2857896000
2013-02-04,2840928000
2013-02-05,2849412000
2013-02-06,2855472000
2013-02-07,2710032000
2013-02-08,2663976000
2013-02-11,2699124000
2013-02-12,2705184000
2013-02-13,2717304000
2013-02-14,2727000000
2013-02-15,2733060000
2013-02-19,2760936000
2013-02-20,2773056000
2013-02-21,2757300000
2013-02-22,2763360000
2013-02-25,2718516000
2013-02-26,2736696000
2013-02-27,2773056000
2013-02-28,2781540000
2013-03-01,2776692000
2013-03-04,2768208000
2013-03-05,2798508000
2013-03-06,2803356000
2013-03-07,2816688000
2013-03-08,2873652000
2013-03-11,2877288000
2013-03-12,2873652000
2013-03-13,2882136000
2013-03-14,2903952000
2013-03-15,2913648000
2013-03-18,2897892000
2013-03-19,2894256000
2013-03-20,2950008000
2013-03-21,2945160000
2013-03-22,2971824000
2013-03-25,2990004000
2013-03-26,2979096000
2013-03-27,2987580000
2013-03-28,3010608000
2013-04-01,2946258000
2013-04-02,2916108000
2013-04-03,2887164000
2013-04-04,2879928000
2013-04-05,2824452000
2013-04-08,2834100000
2013-04-09,2835306000
2013-04-10,2913696000
2013-04-11,3002940000
2013-04-12,2969172000
2013-04-15,2859426000
2013-04-16,2922138000
2013-04-17,2934198000
2013-04-18,2924550000
2013-04-19,2955906000
2013-04-22,2964348000
2013-04-23,2955906000
2013-04-24,2953494000
2013-04-25,2954700000
2013-04-26,2953494000
2013-04-29,2957112000
2013-04-30,3036708000
2013-05-01,3027060000
2013-05-02,3058416000
2013-05-03,3053592000
2013-05-06,3053592000
2013-05-07,3135600000
2013-05-08,3157308000
2013-05-09,3135600000
2013-05-10,3129570000
2013-05-13,3145248000
2013-05-14,3179016000
2013-05-15,3191076000
2013-05-16,3209166000
2013-05-17,3270672000
2013-05-20,3279114000
2013-05-21,3250170000
2013-05-22,3233286000
2013-05-23,3280320000
2013-05-24,3306852000
2013-05-28,3373182000
2013-05-29,3306852000
2013-05-30,3250170000
2013-05-31,3273084000
2013-06-03,3229668000
2013-06-04,3201930000
2013-06-05,3171780000
2013-06-06,3189870000
2013-06-07,3238110000
2013-06-10,3232080000
2013-06-11,3216402000
2013-06-12,3204342000
2013-06-13,3222432000
2013-06-14,3205548000
2013-06-17,3228462000
2013-06-18,3253788000
2013-06-19,3200724000
2013-06-20,3181428000
2013-06-21,3156102000
2013-06-24,3112686000
2013-06-25,3125952000
2013-06-26,3125952000
2013-06-27,3168162000
2013-06-28,3205548000
2013-07-01,3226419000
2013-07-02,3207363000
2013-07-03,3234756000
2013-07-05,3252621000
2013-07-08,3303834000
2013-07-09,3263340000
2013-07-10,3281205000
2013-07-11,3320508000
2013-07-12,3352665000
2013-07-15,3353856000
2013-07-16,3337182000
2013-07-17,3347901000
2013-07-18,3382440000
2013-07-19,3380058000
2013-07-22,3399114000
2013-07-23,3408642000
2013-07-24,3399114000
2013-07-25,3406260000
2013-07-26,3408642000
2013-07-29,3396732000
2013-07-30,3396732000
2013-07-31,3446754000
2013-08-01,3482484000
2013-08-02,3481293000
2013-08-05,3490821000
2013-08-06,3476529000
2013-08-07,3451518000
2013-08-08,3640887000
2013-08-09,3720684000
2013-08-12,3725448000
2013-08-13,3781425000
2013-08-14,3653988000
2013-08-15,3636123000
2013-08-16,3640887000
2013-08-19,3656370000
2013-08-20,3656370000
2013-08-21,3655179000
2013-08-22,3698055000
2013-08-23,3684954000
2013-08-26,3686145000
2013-08-27,3593247000
2013-08-28,3569427000
2013-08-29,3596820000
2013-08-30,3544416000
2013-09-03,3525360000
2013-09-04,3558708000
2013-09-05,3582528000
2013-09-06,3581337000
2013-09-09,3607539000
2013-09-10,3659943000
2013-09-11,3670662000
2013-09-12,3643269000
2013-09-13,3651606000
2013-09-16,3664707000
2013-09-17,3693291000
2013-09-18,3720684000
2013-09-19,3721875000
2013-09-20,3711156000
2013-09-23,3736167000
2013-09-24,3750459000
2013-09-25,3739740000
2013-09-26,3755223000
2013-09-27,3759987000
2013-09-30,3784600000
2013-10-01,3852544000
2013-10-02,3839432000
2013-10-03,3798904000
2013-10-04,3809632000
2013-10-07,3775064000
2013-10-08,3758376000
2013-10-09,3719040000
2013-10-10,3815592000
2013-10-11,3850159999
2013-10-14,3900224000
2013-10-15,3874000000
2013-10-16,3909759999
2013-10-17,3938368000
2013-10-18,3958632000
2013-10-21,4040880000
2013-10-22,4086176000
2013-10-23,4083792000
2013-10-24,4129088000
2013-10-25,4157696000
2013-10-28,4164847999
2013-10-29,4214912000
2013-10-30,4198224000
2013-10-31,4191071999
2013-11-01,4199415999
2013-11-04,4183920000
2013-11-05,4155312000
2013-11-06,4112400000
2013-11-07,4156503999
2013-11-08,4303120000
2013-11-11,4279280000
2013-11-12,4325768000
2013-11-13,4336496000
2013-11-14,4332920000
2013-11-15,4342456000
2013-11-18,4347224000
2013-11-19,4396096000
2013-11-20,4421128000
2013-11-21,4540328000
2013-11-22,4528408000
2013-11-25,4522448000
2013-11-26,4580856000
2013-11-27,4572512000
2013-11-29,4547480000
2013-12-02,4595160000
2013-12-03,4634496000
2013-12-04,4585624000
2013-12-05,4527216000
2013-12-06,4599928000
2013-12-09,4592776000
2013-12-10,4548672000
2013-12-11,4514104000
2013-12-12,4523640000
2013-12-13,4598736000
2013-12-16,4624960000
2013-12-17,4603504000
2013-12-18,4652376000
2013-12-19,4644032000
2013-12-20,4739392000
2013-12-23,4726280000
2013-12-24,4760848000
2013-12-26,4738200000
2013-12-27,4738200000
2013-12-30,4720320000
2013-12-31,4730544000
2014-01-02,4703013000
2014-01-03,4726953000
2014-01-06,4740120000
2014-01-07,4697028000
2014-01-08,4601268000
2014-01-09,4595283000
2014-01-10,4600071000
2014-01-13,4577328000
2014-01-14,4606056000
2014-01-15,4616829000
2014-01-16,4606056000
2014-01-17,4600071000
2014-01-21,4582116000
2014-01-22,4613238000
2014-01-23,4549797000
2014-01-24,4394187000
2014-01-27,4340322000
2014-01-28,4367853000
2014-01-29,4321170000
2014-01-30,4406157000
2014-01-31,4343913000
2014-02-03,4223016000
2014-02-04,4276880999
2014-02-05,4254138000
2014-02-06,4323564000
2014-02-07,4451643000
2014-02-10,4425309000
2014-02-11,4448052000
2014-02-12,4461219000
2014-02-13,4442067000
2014-02-14,4462416000
2014-02-18,4506705000
2014-02-19,4458825000
2014-02-20,4442067000
2014-02-21,4431294000
2014-02-24,4430097000
2014-02-25,4436082000
2014-02-26,4483962000
2014-02-27,4493538000
2014-02-28,4519872000
2014-03-03,4535433000
2014-03-04,4647951000
2014-03-05,4643163000
2014-03-06,4609647000
2014-03-07,4640769000
2014-03-10,4615632000
2014-03-11,4582116000
2014-03-12,4548600000
2014-03-13,4461219000
2014-03-14,4456431000
2014-03-17,4486356000
2014-03-18,4512690000
2014-03-19,4446855000
2014-03-20,4466007000
2014-03-21,4348701000
2014-03-24,4345110000
2014-03-25,4371444000
2014-03-26,4373838000
2014-03-27,4347504000
2014-03-28,4347504000
2014-03-31,4449372000
2014-04-01,4540420000
2014-04-02,4548806000
2014-04-03,4511668000
2014-04-04,4379888000
2014-04-07,4342750000
2014-04-08,4401452000
2014-04-09,4470936000
2014-04-10,4383482000
2014-04-11,4266078000
2014-04-14,4286444000
2014-04-15,4287642000
2014-04-16,4371502000
2014-04-17,4411036000
2014-04-21,4415828000
2014-04-22,4456560000
2014-04-23,4456560000
2014-04-24,4505678000
2014-04-25,4452966000
2014-04-28,4502084000
2014-04-29,4498490000
2014-04-30,4593132000
2014-05-01,4579954000
2014-05-02,4597924000
2014-05-05,4624280000
2014-05-06,4603914000
2014-05-07,4625478000
2014-05-08,4589538000
2014-05-09,4612300000
2014-05-12,4665012000
2014-05-13,4765644000
2014-05-14,4696160000
2014-05-15,4611102000
2014-05-16,4648240000
2014-05-19,4736892000
2014-05-20,4650636000
2014-05-21,4736892000
2014-05-22,4772832000
2014-05-23,4848306000
2014-05-27,4895028000
2014-05-28,4890236000
2014-05-29,4941750000
2014-05-30,4914196000
2014-06-02,4977690000
2014-06-03,4939354000
2014-06-04,5047174000
2014-06-05,4972898000
2014-06-06,4982482000
2014-06-09,4941750000
2014-06-10,4938156000
2014-06-11,4936958000
2014-06-12,4881850000
2014-06-13,4883048000
2014-06-16,4857890000
2014-06-17,4902216000
2014-06-18,4905810000
2014-06-19,4896226000
2014-06-20,4895028000
2014-06-23,4901018000
2014-06-24,4871068000
2014-06-25,4886642000
2014-06-26,4868672000
2014-06-27,4884246000
2014-06-30,4988472000
2014-07-01,4994462000
2014-07-02,4922582000
2014-07-03,4978888000
2014-07-07,4924978000
2014-07-08,4892632000
2014-07-09,4896226000
2014-07-10,4883048000
2014-07-11,4903414000
2014-07-14,4930968000
2014-07-15,4935760000
2014-07-16,4891434000
2014-07-17,4821950000
2014-07-18,4891434000
2014-07-21,4867474000
2014-07-22,4905810000
2014-07-23,4924978000
2014-07-24,4926176000
2014-07-25,4960918000
2014-07-28,4965710000
2014-07-29,4942948000
2014-07-30,4946542000
2014-07-31,4836326000
2014-08-01,4854296000
2014-08-04,4904612000
2014-08-05,4877058000
2014-08-06,4868672000
2014-08-07,4777624000
2014-08-08,4836326000
2014-08-11,4872266000
2014-08-12,4843514000
2014-08-13,4851900000
2014-08-14,4881850000
2014-08-15,4890236000
2014-08-18,4911800000
2014-08-19,4953730000
2014-08-20,5035194000
2014-08-21,5059154000
2014-08-22,5045976000
2014-08-25,5060352000
2014-08-26,5045976000
2014-08-27,5025610000
2014-08-28,5074728000
2014-08-29,5096292000
2014-09-02,5127440000
2014-09-03,5133430000
2014-09-04,5158588000
2014-09-05,5171766000
2014-09-08,5174162000
2014-09-09,5139420000
2014-09-10,5149004000
2014-09-11,5109470000
2014-09-12,5092698000
2014-09-15,5079520000
2014-09-16,5113064000
2014-09-17,5073530000
2014-09-18,5113064000
2014-09-19,5078322000
2014-09-22,5054362000
2014-09-23,5022016000
2014-09-24,5035194000
2014-09-25,4947740000
2014-09-26,4990868000
2014-09-29,4993264000
2014-09-30,5003926000
2014-10-01,4948634000
2014-10-02,4895746000
2014-10-03,4970270000
2014-10-06,4942624000
2014-10-07,4860888000
2014-10-08,4960654000
2014-10-09,4877716000
2014-10-10,4782758000
2014-10-13,4709436000
2014-10-14,4732274000
2014-10-15,4734678000
2014-10-16,4701022000
2014-10-17,4770738000
2014-10-20,4864494000
2014-10-21,5011138000
2014-10-22,4997916000
2014-10-23,5079652000
2014-10-24,5122924000
2014-10-27,5112106000
2014-10-28,5207064000
2014-10-29,5219084000
2014-10-30,5238316000
2014-10-31,5280386000
2014-11-03,5291204000
2014-11-04,5333274000
2014-11-05,5341688000
2014-11-06,5329668000
2014-11-07,5341688000
2014-11-10,5396980000
2014-11-11,5395778000
2014-11-12,5412606000
2014-11-13,5419818000
2014-11-14,5417414000
2014-11-17,5421020000
2014-11-18,5473908000
2014-11-19,5458282000
2014-11-20,5447464000
2014-11-21,5457080000
2014-11-24,5483524000
2014-11-25,5437848000
2014-11-26,5424626000
2014-11-28,5443858000
2014-12-01,5419818000
2014-12-02,5470302000
2014-12-03,5485928000
2014-12-04,5449868000
2014-12-05,5476312000
2014-12-08,5449868000
2014-12-09,5419818000
2014-12-10,5264760000
2014-12-11,5359718000
2014-12-12,5297214000
2014-12-15,5241922000
2014-12-16,5250336000
2014-12-17,5332072000
2014-12-18,5463090000
2014-12-19,5470302000
2014-12-22,5512372000
2014-12-23,5559250000
2014-12-24,5566462000
2014-12-26,5564058000
2014-12-29,5594108000
2014-12-30,5583290000
2014-12-31,5569308000
2015-01-02,5499360000
2015-01-05,5417352000
2015-01-06,5458356000
2015-01-07,5547600000
2015-01-08,5630814000
2015-01-09,5633226000
2015-01-12,5629608000
2015-01-13,5641668000
2015-01-14,5594634000
2015-01-15,5540364000
2015-01-16,5639256000
2015-01-20,5607900000
2015-01-21,5613930000
2015-01-22,5724882000
2015-01-23,5745384000
2015-01-26,5850306000
2015-01-27,5809302000
2015-01-28,5764680000
2015-01-29,5839452000
2015-01-30,5787594000
2015-02-02,5845482000
2015-02-03,5949198000
2015-02-04,5957640000
2015-02-05,6140952000
2015-02-06,6197634000
2015-02-09,6144570000
2015-02-10,6248286000
2015-02-11,6244668000
2015-02-12,6377328000
2015-02-13,6342354000
2015-02-17,6335118000
2015-02-18,6388182000
2015-02-19,6379740000
2015-02-20,6489486000
2015-02-23,6456924000
2015-02-24,6464160000
2015-02-25,6483456000
2015-02-26,6407478000
2015-02-27,6419538000
2015-03-02,6588378000
2015-03-03,6516018000
2015-03-04,6438834000
2015-03-05,6444864000
2015-03-06,6386976000
2015-03-09,6400242000
2015-03-10,6259140000
2015-03-11,6213312000
2015-03-12,6348384000
2015-03-13,6254316000
2015-03-16,6377328000
2015-03-17,6407478000
2015-03-18,6514812000
2015-03-19,6507576000
2015-03-20,6505164000
2015-03-23,6483456000
2015-03-24,6432804000
2015-03-25,6335118000
2015-03-26,6361650000
2015-03-27,6453306000
2015-03-30,6575112000
2015-03-31,6507683000
2015-04-01,6494670000
2015-04-02,6557369000
2015-04-06,6569199000
2015-04-07,6443801000
2015-04-08,6455631000
2015-04-09,6417775000
2015-04-10,6405945000
2015-04-13,6389383000
2015-04-14,6378736000
2015-04-15,6375187000
2015-04-16,6362174000
2015-04-17,6221397000
2015-04-20,6287645000
2015-04-21,6339697000
2015-04-22,6334965000
2015-04-23,6372821000
2015-04-24,6456814000
2015-04-27,6360991000
2015-04-28,6411860000
2015-04-29,6434337000
2015-04-30,6378736000
2015-05-01,6428422000
2015-05-04,6422507000
2015-05-05,6368089000
2015-05-06,6362174000
2015-05-07,6400030000
2015-05-08,6036849000
2015-05-11,6060509000
2015-05-12,6084169000
2015-05-13,6095999000
2015-05-14,6117293000
2015-05-15,6240325000
2015-05-18,6362174000
2015-05-19,6408311000
2015-05-20,6452082000
2015-05-21,6408311000
2015-05-22,6397664000
2015-05-26,6371638000
2015-05-27,6473376000
2015-05-28,6455631000
2015-05-29,6409494000
2015-06-01,6421324000
2015-06-02,6365723000
2015-06-03,6415409000
2015-06-04,6342063000
2015-06-05,6334965000
2015-06-08,6247423000
2015-06-09,6220214000
2015-06-10,6246240000
2015-06-11,6266351000
2015-06-12,6169345000
2015-06-15,6106646000
2015-06-16,6140953000
2015-06-17,6124391000
2015-06-18,6188273000
2015-06-19,6169345000
2015-06-22,6228495000
2015-06-23,6188273000
2015-06-24,6106646000
2015-06-25,6099548000
2015-06-26,5995444000
2015-06-29,5919732000
2015-06-30,5916183000
2015-07-01,6110195000
2015-07-02,6127940000
2015-07-06,6157515000
2015-07-07,6202469000
2015-07-08,6163430000
2015-07-09,6262802000
2015-07-10,6337331000
2015-07-13,6351527000
2015-07-14,6352710000
2015-07-15,6339697000
2015-07-16,6360991000
2015-07-17,6298292000
2015-07-20,6308939000
2015-07-21,6285279000
2015-07-22,6276998000
2015-07-23,6342063000
2015-07-24,6282913000
2015-07-27,6206018000
2015-07-28,6293560000
2015-07-29,6424873000
2015-07-30,6424873000
2015-07-31,6420141000
2015-08-03,6423690000
2015-08-04,6428422000
2015-08-05,6430788000
2015-08-06,6400030000
2015-08-07,6630715000
2015-08-10,6758479000
2015-08-11,6654375000
2015-08-12,6603506000
2015-08-13,6646094000
2015-08-14,6660290000
2015-08-17,6711159000
2015-08-18,6661473000
2015-08-19,6596408000
2015-08-20,6428422000
2015-08-21,6255704000
2015-08-24,6033300000
2015-08-25,5987163000
2015-08-26,6197737000
2015-08-27,6310122000
2015-08-28,6332599000
2015-08-31,6245057000
2015-09-01,6034483000
2015-09-02,6122025000
2015-09-03,6123208000
2015-09-04,6009640000
2015-09-08,6250972000
2015-09-09,6219031000
2015-09-10,6196554000
2015-09-11,6239142000
2015-09-14,6201286000
2015-09-15,6254521000
2015-09-16,6487572000
2015-09-17,6476925000
2015-09-18,6410677000
2015-09-21,6506500000
2015-09-22,6515964000
2015-09-23,6530160000
2015-09-24,6513598000
2015-09-25,6560918000
2015-09-28,6460363000
2015-09-29,6506500000
2015-09-30,6558975000
2015-10-01,6513945000
2015-10-02,6734355000
2015-10-05,6798345000
2015-10-06,6709470000
2015-10-07,6691695000
2015-10-08,6760425000
2015-10-09,6793605000
2015-10-12,6813750000
2015-10-13,6758055000
2015-10-14,6695250000
2015-10-15,6787680000
2015-10-16,6869445000
2015-10-19,6928695000
2015-10-20,6912105000
2015-10-21,6856410000
2015-10-22,7000980000
2015-10-23,7069710000
2015-10-26,7051935000
2015-10-27,7005720000
2015-10-28,7098150000
2015-10-29,7080375000
2015-10-30,7060230000
2015-11-02,7067340000
2015-11-03,7027050000
2015-11-04,6983205000
2015-11-05,6793605000
2015-11-06,6774645000
2015-11-09,6747390000
2015-11-10,6756870000
2015-11-11,6747390000
2015-11-12,6679845000
2015-11-13,6485505000
2015-11-16,6536460000
2015-11-17,6510390000
2015-11-18,6532905000
2015-11-19,6567270000
2015-11-20,6618225000
2015-11-23,6505650000
2015-11-24,6526980000
2015-11-25,6505650000
2015-11-27,6529350000
2015-11-30,6515130000
2015-12-01,6542385000
2015-12-02,6476025000
2015-12-03,6403740000
2015-12-04,6511575000
2015-12-07,6476025000
2015-12-08,6416775000
2015-12-09,6229545000
2015-12-10,6263910000
2015-12-11,6241395000
2015-12-14,6301830000
2015-12-15,6358710000
2015-12-16,6451140000
2015-12-17,6383595000
2015-12-18,6345675000
2015-12-21,6382410000
2015-12-22,6420330000
2015-12-23,6473655000
2015-12-24,6470100000
2015-12-28,6487875000
2015-12-29,6498540000
2015-12-30,6462990000
2015-12-31,6350886000
2016-01-04,6192498000
2016-01-05,6256326000
2016-01-06,6207864000
2016-01-07,6008106000
2016-01-08,5966736000
2016-01-11,5989194000
2016-01-12,6060114000
2016-01-13,5867448000
2016-01-14,5996286000
2016-01-15,5958462000
2016-01-19,6005742000
2016-01-20,5938368000
2016-01-21,5926548000
2016-01-22,6128670000
2016-01-25,6090846000
2016-01-26,6157038000
2016-01-27,6171222000
2016-01-28,6190134000
2016-01-29,6330792000
2016-02-01,6366252000
2016-02-02,6210228000
2016-02-03,6262236000
2016-02-04,6232686000
2016-02-05,6086118000
2016-02-08,6140490000
2016-02-09,6172404000
2016-02-10,6327246000
2016-02-11,6311880000
2016-02-12,6424170000
2016-02-16,6510456000
2016-02-17,6551826000
2016-02-18,6562464000
2016-02-19,6589650000
2016-02-22,6635748000
2016-02-23,6680664000
2016-02-24,6586104000
2016-02-25,6692484000
2016-02-26,6686574000
2016-02-29,6634566000
2016-03-01,6802410000
2016-03-02,6787044000
2016-03-03,6797682000
2016-03-04,6796500000
2016-03-07,6771678000
2016-03-08,6680664000
2016-03-09,6701940000
2016-03-10,6595560000
2016-03-11,6642840000
2016-03-14,6644022000
2016-03-15,6636930000
2016-03-16,6687756000
2016-03-17,6782316000
2016-03-18,6853236000
2016-03-21,6818958000
2016-03-22,6808320000
2016-03-23,6774042000
2016-03-24,6733854000
2016-03-28,6827232000
2016-03-29,6976164000
2016-03-30,6995076000
2016-03-31,7004511000
2016-04-01,7017502000
2016-04-04,6965538000
2016-04-05,6918298000
2016-04-06,7017502000
2016-04-07,6923022000
2016-04-08,6957271000
2016-04-11,6974986000
2016-04-12,6911212000
2016-04-13,7054113000
2016-04-14,7051751000
2016-04-15,7037579000
2016-04-18,7128516000
2016-04-19,7210005000
2016-04-20,7136783000
2016-04-21,7068285000
2016-04-22,7095448000
2016-04-25,7075371000
2016-04-26,7130878000
2016-04-27,7166308000
2016-04-28,7054113000
2016-04-29,7067104000
2016-05-02,7201738000
2016-05-03,7114344000
2016-05-04,7036398000
2016-05-05,6982072000
2016-05-06,7114344000
2016-05-09,7127335000
2016-05-10,7248978000
2016-05-11,7227720000
2016-05-12,7231263000
2016-05-13,7292675000
2016-05-16,7367078000
2016-05-17,7326924000
2016-05-18,7461558000
2016-05-19,7398965000
2016-05-20,7533599000
2016-05-23,7507617000
2016-05-24,7719016000
2016-05-25,7656423000
2016-05-26,7615088000
2016-05-27,7628079000
2016-05-31,7580839000
2016-06-01,7578477000
2016-06-02,7582020000
2016-06-03,7598554000
2016-06-06,7611545000
2016-06-07,7533599000
2016-06-08,7533599000
2016-06-09,7532418000
2016-06-10,7504074000
2016-06-13,7458015000
2016-06-14,7591468000
2016-06-15,7528875000
2016-06-16,7612725999
2016-06-17,7491083000
2016-06-20,7561943000
2016-06-21,7590287000
2016-06-22,7585563000
2016-06-23,7689491000
