,WU
2011-05-09,13152124000
2011-05-10,13272033000
2011-05-11,13171057000
2011-05-12,13253100000
2011-05-13,13063770000
2011-05-16,12988037999
2011-05-17,12975416000
2011-05-18,13044837000
2011-05-19,13076392000
2011-05-20,13000660000
2011-05-23,12779775000
2011-05-24,12874440000
2011-05-25,12981727000
2011-05-26,12874440000
2011-05-27,12861818000
2011-05-31,12975416000
2011-06-01,12767153000
2011-06-02,12842885000
2011-06-03,12495780000
2011-06-06,12609378000
2011-06-07,12704043000
2011-06-08,12502091000
2011-06-09,12622000000
2011-06-10,12388493000
2011-06-13,12470536000
2011-06-14,12691421000
2011-06-15,12476847000
2011-06-16,12394804000
2011-06-17,12451603000
2011-06-20,12495780000
2011-06-21,12603067000
2011-06-22,12363249000
2011-06-23,12255962000
2011-06-24,12136053000
2011-06-27,12211785000
2011-06-28,12382182000
2011-06-29,12565201000
2011-06-30,12516747000
2011-07-01,12647975999
2011-07-05,12085566000
2011-07-06,12210546000
2011-07-07,12298032000
2011-07-08,12354273000
2011-07-11,12154305000
2011-07-12,11998080000
2011-07-13,11960586000
2011-07-14,11873100000
2011-07-15,11929341000
2011-07-18,11954337000
2011-07-19,12135558000
2011-07-20,12010578000
2011-07-21,12110562000
2011-07-22,12104313000
2011-07-25,12023075999
2011-07-26,12679221000
2011-07-27,12223044000
2011-07-28,12098064000
2011-07-29,12129309000
2011-08-01,11923091999
2011-08-02,11548152000
2011-08-03,11804361000
2011-08-04,11160714000
2011-08-05,11148216000
2011-08-08,10292103000
2011-08-09,10473324000
2011-08-10,10254609000
2011-08-11,10742031000
2011-08-12,10579557000
2011-08-15,10710786000
2011-08-16,10635798000
2011-08-17,10554561000
2011-08-18,10023396000
2011-08-19,9879669000
2011-08-22,9942159000
2011-08-23,10323348000
2011-08-24,10310850000
2011-08-25,10054641000
2011-08-26,10160874000
2011-08-29,10304600999
2011-08-30,10285854000
2011-08-31,10323348000
2011-09-01,10335846000
2011-09-02,9998400000
2011-09-06,9773436000
2011-09-07,10098384000
2011-09-08,10023396000
2011-09-09,9717195000
2011-09-12,9867171000
2011-09-13,10017147000
2011-09-14,10198368000
2011-09-15,10304600999
2011-09-16,10298352000
2011-09-19,10160874000
2011-09-20,10142127000
2011-09-21,10023396000
2011-09-22,9535974000
2011-09-23,9435990000
2011-09-26,9685950000
2011-09-27,9992151000
2011-09-28,9879669000
2011-09-29,9892167000
2011-09-30,9466039000
2011-10-03,9218399000
2011-10-04,9354601000
2011-10-05,9459848000
2011-10-06,9701297000
2011-10-07,9794162000
2011-10-10,10140858000
2011-10-11,10171813000
2011-10-12,10308015000
2011-10-13,10190386000
2011-10-14,10369925000
2011-10-17,10252296000
2011-10-18,10537082000
2011-10-19,10239914000
2011-10-20,10338970000
2011-10-21,10642329000
2011-10-24,10883777999
2011-10-25,10568037000
2011-10-26,10679475000
2011-10-27,11137608999
2011-10-28,11149991000
2011-10-31,10815677000
2011-11-01,10499936000
2011-11-02,10710430000
2011-11-03,10871396000
2011-11-04,10747576000
2011-11-07,10759958000
2011-11-08,10920924000
2011-11-09,10537082000
2011-11-10,10376116000
2011-11-11,10710430000
2011-11-14,10487554000
2011-11-15,10561846000
2011-11-16,10178004000
2011-11-17,10017038000
2011-11-18,10029420000
2011-11-21,10097521000
2011-11-22,10184195000
2011-11-23,10029420000
2011-11-25,10091330000
2011-11-28,10332779000
2011-11-29,10351352000
2011-11-30,10797104000
2011-12-01,10790913000
2011-12-02,10865205000
2011-12-05,11019980000
2011-12-06,11050935000
2011-12-07,11057126000
2011-12-08,10958070000
2011-12-09,11255238000
2011-12-12,10883777999
2011-12-13,10852823000
2011-12-14,10753767000
2011-12-15,10741385000
2011-12-16,11007598000
2011-12-19,10865205000
2011-12-20,11317148000
2011-12-21,11230474000
2011-12-22,11335721000
2011-12-23,11434777000
2011-12-27,11360485000
2011-12-28,11255238000
2011-12-29,11416204000
2011-12-30,11304766000
2012-01-03,11484305000
2012-01-04,11329530000
2012-01-05,11385249000
2012-01-06,11335721000
2012-01-09,11372867000
2012-01-10,11515260000
2012-01-11,11632889000
2012-01-12,11744327000
2012-01-13,11657652999
2012-01-17,11453350000
2012-01-18,11645271000
2012-01-19,11855765000
2012-01-20,11793855000
2012-01-23,11707181000
2012-01-24,11861956000
2012-01-25,12078641000
2012-01-26,11849574000
2012-01-27,11861956000
2012-01-30,11806237000
2012-01-31,11824810000
2012-02-01,11886720000
2012-02-02,11874338000
2012-02-03,12214843000
2012-02-06,12066258999
2012-02-07,12196270000
2012-02-08,10976643000
2012-02-09,10982833999
2012-02-10,10889969000
2012-02-13,10920924000
2012-02-14,10945688000
2012-02-15,10914733000
2012-02-16,11026171000
2012-02-17,11125227000
2012-02-21,10964261000
2012-02-22,11149991000
2012-02-23,11057126000
2012-02-24,11069508000
2012-02-27,11112845000
2012-02-28,11007598000
2012-02-29,10815677000
2012-03-01,10797104000
2012-03-02,10704239000
2012-03-05,10611374000
2012-03-06,10568037000
2012-03-07,10679475000
2012-03-08,10759958000
2012-03-09,10939497000
2012-03-12,11007598000
2012-03-13,11211901000
2012-03-14,11174755000
2012-03-15,11143800000
2012-03-16,11174755000
2012-03-19,11143800000
2012-03-20,11026171000
2012-03-21,10902351000
2012-03-22,10970452000
2012-03-23,11100463000
2012-03-26,11286193000
2012-03-27,11218092000
2012-03-28,11075699000
2012-03-29,11063317000
2012-03-30,10896160000
2012-04-02,11075617000
2012-04-03,11032854000
2012-04-04,10880129000
2012-04-05,10947328000
2012-04-09,10782385000
2012-04-10,10580788000
2012-04-11,10733513000
2012-04-12,10880129000
2012-04-13,10727404000
2012-04-16,10831257000
2012-04-17,11014527000
2012-04-18,10837365999
2012-04-19,11026745000
2012-04-20,10996200000
2012-04-23,10965655000
2012-04-24,11032854000
2012-04-25,11228342000
2012-04-26,11173361000
2012-04-27,11344413000
2012-04-30,11228342000
2012-05-01,11258887000
2012-05-02,11038963000
2012-05-03,10922892000
2012-05-04,10812930000
2012-05-07,10751840000
2012-05-08,10702968000
2012-05-09,10513589000
2012-05-10,10556352000
2012-05-11,10458608000
2012-05-14,10580788000
2012-05-15,10489153000
2012-05-16,10440281000
2012-05-17,10257011000
2012-05-18,10104286000
2012-05-21,10342537000
2012-05-22,10348646000
2012-05-23,10409736000
2012-05-24,10403627000
2012-05-25,10324210000
2012-05-29,10397518000
2012-05-30,10159267000
2012-05-31,10018760000
2012-06-01,9756073000
2012-06-04,9737746000
2012-06-05,9804945000
2012-06-06,9994324000
2012-06-07,10116504000
2012-06-08,9896580000
2012-06-11,9792727000
2012-06-12,9939343000
2012-06-13,9725528000
2012-06-14,9823271999
2012-06-15,9921015999
2012-06-18,10000433000
2012-06-19,10140940000
2012-06-20,10342537000
2012-06-21,10202030000
2012-06-22,10226465999
2012-06-25,10018760000
2012-06-26,9908798000
2012-06-27,10079850000
2012-06-28,10037087000
2012-06-29,10287556000
2012-07-02,10213470000
2012-07-03,10303695000
2012-07-05,10201440000
2012-07-06,10123244999
2012-07-09,10165350000
2012-07-10,10051065000
2012-07-11,10111215000
2012-07-12,9906705000
2012-07-13,10039035000
2012-07-16,10075125000
2012-07-17,10159335000
2012-07-18,10243545000
2012-07-19,10201440000
2012-07-20,10081140000
2012-07-23,10195425000
2012-07-24,10387905000
2012-07-25,10225500000
2012-07-26,10387905000
2012-07-27,10598430000
2012-07-30,10562340000
2012-07-31,10484145000
2012-08-01,10291665000
2012-08-02,10219485000
2012-08-03,10381890000
2012-08-06,10436025000
2012-08-07,10586400000
2012-08-08,10622490000
2012-08-09,10604445000
2012-08-10,10616475000
2012-08-13,10538280000
2012-08-14,10604445000
2012-08-15,10580385000
2012-08-16,10664595000
2012-08-17,10640535000
2012-08-20,10718730000
2012-08-21,10676625000
2012-08-22,10514220000
2012-08-23,10442040000
2012-08-24,10478130000
2012-08-27,10454070000
2012-08-28,10423994999
2012-08-29,10544295000
2012-08-30,10472115000
2012-08-31,10592415000
2012-09-04,10622490000
2012-09-05,10634520000
2012-09-06,10875119999
2012-09-07,10917225000
2012-09-10,10971360000
2012-09-11,11025494999
2012-09-12,11121735000
2012-09-13,11266095000
2012-09-14,11494665000
2012-09-17,11404440000
2012-09-18,11368350000
2012-09-19,11242035000
2012-09-20,11242035000
2012-09-21,11230005000
2012-09-24,11199930000
2012-09-25,11037525000
2012-09-26,10971360000
2012-09-27,11079630000
2012-09-28,10959330000
2012-10-01,10666320000
2012-10-02,10713360000
2012-10-03,10736880000
2012-10-04,10830960000
2012-10-05,10854480000
2012-10-08,10789800000
2012-10-09,10748640000
2012-10-10,10572240000
2012-10-11,10542840000
2012-10-12,10513440000
2012-10-15,10484039999
2012-10-16,10678080000
2012-10-17,10819200000
2012-10-18,10772160000
2012-10-19,10542840000
2012-10-22,10672200000
2012-10-23,10595760000
2012-10-24,10572240000
2012-10-25,10472280000
2012-10-26,10542840000
2012-10-31,7485240000
2012-11-01,7214760000
2012-11-02,7026600000
2012-11-05,7185360000
2012-11-06,7297080000
2012-11-07,7379400000
2012-11-08,7285320000
2012-11-09,7261800000
2012-11-12,7255920000
2012-11-13,7408800000
2012-11-14,7449960000
2012-11-15,7461720000
2012-11-16,7473480000
2012-11-19,7491120000
2012-11-20,7344120000
2012-11-21,7385280000
2012-11-23,7526400000
2012-11-26,7497000000
2012-11-27,7402920000
2012-11-28,7467600000
2012-11-29,7449960000
2012-11-30,7414680000
2012-12-03,7420560000
2012-12-04,7532280000
2012-12-05,7573440000
2012-12-06,7602840000
2012-12-07,7644000000
2012-12-10,7626360000
2012-12-11,7773360000
2012-12-12,7779240000
2012-12-13,7791000000
2012-12-14,7708680000
2012-12-17,7779240000
2012-12-18,7885080000
2012-12-19,8055600000
2012-12-20,8085000000
2012-12-21,7990920000
2012-12-24,7902720000
2012-12-26,7890960000
2012-12-27,8055600000
2012-12-28,7867440000
2012-12-31,7725036000
2013-01-02,7810176000
2013-01-03,7679628000
2013-01-04,7957752000
2013-01-07,7759092000
2013-01-08,7759092000
2013-01-09,7583136000
2013-01-10,7861260000
2013-01-11,7832880000
2013-01-14,7832880000
2013-01-15,7770444000
2013-01-16,7679628000
2013-01-17,7622868000
2013-01-18,7611516000
2013-01-22,7827203999
2013-01-23,7713684000
2013-01-24,7651248000
2013-01-25,7679628000
2013-01-28,7957752000
2013-01-29,7980456000
2013-01-30,8031540000
2013-01-31,8076948000
2013-02-01,8162088000
2013-02-04,8269932000
2013-02-05,8423184000
2013-02-06,8389128000
2013-02-07,8286960000
2013-02-08,8321016000
2013-02-11,8088300000
2013-02-12,8139384000
2013-02-13,8042892000
2013-02-14,8025864000
2013-02-15,8173440000
2013-02-19,8088300000
2013-02-20,7946400000
2013-02-21,7889640000
2013-02-22,7957752000
2013-02-25,7844232000
2013-02-26,7946400000
2013-02-27,8048568000
2013-02-28,7963428000
2013-03-01,8093976000
2013-03-04,7997484000
2013-03-05,8099652000
2013-03-06,8190468000
2013-03-07,8173440000
2013-03-08,8303988000
2013-03-11,8269932000
2013-03-12,8230200000
2013-03-13,8247228000
2013-03-14,8258580000
2013-03-15,8326692000
2013-03-18,8326692000
2013-03-19,8269932000
2013-03-20,8224524000
2013-03-21,8224524000
2013-03-22,8309664000
2013-03-25,8321016000
2013-03-26,8411832000
2013-03-27,8445888000
2013-03-28,8536703999
2013-04-01,8146562000
2013-04-02,8246588000
2013-04-03,8185461000
2013-04-04,8157676000
2013-04-05,7957624000
2013-04-08,8029865000
2013-04-09,8224360000
2013-04-10,8341057000
2013-04-11,8407741000
2013-04-12,8357728000
2013-04-15,8241031000
2013-04-16,8335500000
2013-04-17,8157676000
2013-04-18,8063207000
2013-04-19,8040979000
2013-04-22,8040979000
2013-04-23,8113220000
2013-04-24,8096549000
2013-04-25,8157676000
2013-04-26,8102106000
2013-04-29,8135448000
2013-04-30,8229917000
2013-05-01,8691148000
2013-05-02,8630021000
2013-05-03,8691148000
2013-05-06,8741161000
2013-05-07,8746718000
2013-05-08,8774503000
2013-05-09,8946770000
2013-05-10,8885643000
2013-05-13,9007897000
2013-05-14,9096809000
2013-05-15,9185721000
2013-05-16,9124594000
2013-05-17,9252405000
2013-05-20,9235734000
2013-05-21,9230177000
2013-05-22,9285747000
2013-05-23,9152379000
2013-05-24,9141265000
2013-05-28,9119037000
2013-05-29,9096809000
2013-05-30,9146822000
2013-05-31,9102366000
2013-06-03,9130151000
2013-06-04,9091252000
2013-06-05,8957884000
2013-06-06,9141265000
2013-06-07,9252405000
2013-06-10,9330203000
2013-06-11,9257962000
2013-06-12,9191278000
2013-06-13,9385773000
2013-06-14,9458014000
2013-06-17,9413558000
2013-06-18,9519141000
2013-06-19,9352431000
2013-06-20,9157936000
2013-06-21,9213506000
2013-06-24,9102366000
2013-06-25,9185721000
2013-06-26,9374659000
2013-06-27,9419115000
2013-06-28,9508027000
2013-07-01,9451952000
2013-07-02,9275280000
2013-07-03,9341532000
2013-07-05,9407784000
2013-07-08,9490599000
2013-07-09,9501641000
2013-07-10,9567893000
2013-07-11,9612061000
2013-07-12,9645187000
2013-07-15,9645187000
2013-07-16,9606540000
2013-07-17,9623103000
2013-07-18,9612061000
2013-07-19,9562372000
2013-07-22,9634145000
2013-07-23,9595498000
2013-07-24,9628624000
2013-07-25,9474036000
2013-07-26,9363616000
2013-07-29,9374658000
2013-07-30,9799775000
2013-07-31,9915716000
2013-08-01,10020615000
2013-08-02,10108951000
2013-08-05,10103430000
2013-08-06,10153119000
2013-08-07,10108951000
2013-08-08,10136556000
2013-08-09,10191766000
2013-08-12,10186245000
2013-08-13,10296665000
2013-08-14,10186245000
2013-08-15,10048220000
2013-08-16,10075825000
2013-08-19,9827380000
2013-08-20,9965405000
2013-08-21,9854985000
2013-08-22,10037178000
2013-08-23,10103430000
2013-08-26,10059262000
2013-08-27,9744565000
2013-08-28,9821859000
2013-08-29,9866027000
2013-08-30,9678313000
2013-09-03,9678313000
2013-09-04,9827380000
2013-09-05,9954363000
2013-09-06,9970926000
2013-09-09,10131035000
2013-09-10,10246976000
2013-09-11,10434690000
2013-09-12,10213850000
2013-09-13,10164161000
2013-09-16,10346354000
2013-09-17,10396043000
2013-09-18,10412606000
2013-09-19,10401564000
2013-09-20,10291144000
2013-09-23,10291144000
2013-09-24,10335312000
2013-09-25,10219371000
2013-09-26,10269060000
2013-09-27,10291144000
2013-09-30,10285392000
2013-10-01,10307440000
2013-10-02,10301928000
2013-10-03,10279880000
2013-10-04,10351536000
2013-10-07,10197200000
2013-10-08,10048376000
2013-10-09,9894040000
2013-10-10,10131056000
2013-10-11,10147592000
2013-10-14,10296416000
2013-10-15,10208224000
2013-10-16,10246808000
2013-10-17,10092472000
2013-10-18,10285392000
2013-10-21,10434216000
2013-10-22,10549968000
2013-10-23,10610600000
2013-10-24,10676744000
2013-10-25,10632648000
2013-10-28,10638160000
2013-10-29,10605088000
2013-10-30,9287720000
2013-10-31,9381424000
2013-11-01,9634976000
2013-11-04,9502688000
2013-11-05,9519224000
2013-11-06,9502688000
2013-11-07,9585368000
2013-11-08,9486152000
2013-11-11,9508200000
2013-11-12,9634976000
2013-11-13,9651512000
2013-11-14,9618440000
2013-11-15,9205040000
2013-11-18,9216064000
2013-11-19,9144408000
2013-11-20,9039680000
2013-11-21,9182992000
2013-11-22,9282208000
2013-11-25,9188504000
2013-11-26,9254648000
2013-11-27,9271184000
2013-11-29,9188504000
2013-12-02,9199528000
2013-12-03,9298744000
2013-12-04,9194016000
2013-12-05,9061728000
2013-12-06,9243624000
2013-12-09,9210552000
2013-12-10,9265672000
2013-12-11,9138896000
2013-12-12,9238112000
2013-12-13,9023144000
2013-12-16,9072752000
2013-12-17,9078264000
2013-12-18,9370400000
2013-12-19,9304256000
2013-12-20,9375912000
2013-12-23,9414496000
2013-12-24,9469616000
2013-12-26,9502688000
2013-12-27,9480640000
2013-12-30,9502688000
2013-12-31,9416775000
2014-01-02,9296677000
2014-01-03,9236628000
2014-01-06,9313054000
2014-01-07,9520496000
2014-01-08,9509578000
2014-01-09,9313054000
2014-01-10,9154743000
2014-01-13,8941842000
2014-01-14,9018268000
2014-01-15,9111071000
2014-01-16,9127448000
2014-01-17,8980055000
2014-01-21,8827203000
2014-01-22,8903629000
2014-01-23,8799908000
2014-01-24,8592466000
2014-01-27,8461450000
2014-01-28,8679810000
2014-01-29,8477827000
2014-01-30,8554253000
2014-01-31,8406860000
2014-02-03,8270385000
2014-02-04,8314057000
2014-02-05,8303139000
2014-02-06,8357729000
2014-02-07,8532417000
2014-02-10,8537876000
2014-02-11,8668892000
2014-02-12,8920006000
2014-02-13,8799908000
2014-02-14,8876334000
2014-02-18,8854498000
2014-02-19,8761695000
2014-02-20,8728941000
2014-02-21,8756236000
2014-02-24,8925465000
2014-02-25,8799908000
2014-02-26,8947301000
2014-02-27,9067399000
2014-02-28,9132907000
2014-03-03,9056481000
2014-03-04,9149284000
2014-03-05,9203874000
2014-03-06,9165661000
2014-03-07,9127448000
2014-03-10,9138366000
2014-03-11,9192956000
2014-03-12,9089235000
2014-03-13,8772613000
2014-03-14,8696187000
2014-03-17,8859957000
2014-03-18,8974596000
2014-03-19,8909088000
2014-03-20,9007350000
2014-03-21,8843580000
2014-03-24,8980055000
2014-03-25,8925465000
2014-03-26,8734400000
2014-03-27,8914547000
2014-03-28,8849039000
2014-03-31,8786956000
2014-04-01,9007167000
2014-04-02,9017909000
2014-04-03,8878263000
2014-04-04,8797698000
2014-04-07,8598971000
2014-04-08,8658052000
2014-04-09,8808440000
2014-04-10,8620455000
2014-04-11,8480809000
2014-04-14,8507664000
2014-04-15,8459325000
2014-04-16,8620455000
2014-04-17,8190775000
2014-04-21,8319679000
2014-04-22,8410986000
2014-04-23,8453954000
2014-04-24,8491551000
2014-04-25,8351905000
2014-04-28,8394873000
2014-04-29,8405615000
2014-04-30,8523777000
2014-05-01,8513035000
2014-05-02,8760101000
2014-05-05,8738617000
2014-05-06,8663423000
2014-05-07,8738617000
2014-05-08,8727875000
2014-05-09,8781585000
2014-05-12,8856779000
2014-05-13,8797698000
2014-05-14,8593600000
2014-05-15,8609713000
2014-05-16,8539890000
2014-05-19,8615084000
2014-05-20,8443212000
2014-05-21,8389502000
2014-05-22,8453954000
2014-05-23,8470067000
2014-05-27,8475438000
2014-05-28,8523777000
2014-05-29,8609713000
2014-05-30,8684907000
2014-06-02,8604342000
2014-06-03,8572116000
2014-06-04,8733246000
2014-06-05,8727875000
2014-06-06,8733246000
2014-06-09,8840666000
2014-06-10,8878263000
2014-06-11,8781585000
2014-06-12,8582858000
2014-06-13,8641939000
2014-06-16,8593600000
2014-06-17,8733246000
2014-06-18,8808440000
2014-06-19,8792327000
2014-06-20,8872892000
2014-06-23,8969570000
2014-06-24,8969570000
2014-06-25,9012538000
2014-06-26,9130700000
2014-06-27,9264975000
2014-06-30,9152052000
2014-07-01,9173164000
2014-07-02,9136218000
2014-07-03,9178442000
2014-07-07,9215388000
2014-07-08,9146774000
2014-07-09,9178442000
2014-07-10,9130940000
2014-07-11,9357894000
2014-07-14,9215388000
2014-07-15,9120384000
2014-07-16,9273446000
2014-07-17,9146774000
2014-07-18,9247056000
2014-07-21,9247056000
2014-07-22,9284002000
2014-07-23,9299836000
2014-07-24,9347338000
2014-07-25,9247056000
2014-07-28,9273446000
2014-07-29,9241778000
2014-07-30,9326226000
2014-07-31,9220666000
2014-08-01,8856484000
2014-08-04,8983156000
2014-08-05,8925098000
2014-08-06,8977878000
2014-08-07,8919820000
2014-08-08,8972600000
2014-08-11,9078160000
2014-08-12,9025380000
2014-08-13,9188998000
2014-08-14,9157330000
2014-08-15,9146774000
2014-08-18,9257612000
2014-08-19,9268168000
2014-08-20,9326226000
2014-08-21,9363172000
2014-08-22,9236500000
2014-08-25,9225944000
2014-08-26,9252334000
2014-08-27,9252334000
2014-08-28,9231222000
2014-08-29,9220666000
2014-09-02,9215388000
2014-09-03,9231222000
2014-09-04,9225944000
2014-09-05,9257612000
2014-09-08,9141496000
2014-09-09,9009546000
2014-09-10,9088716000
2014-09-11,8914542000
2014-09-12,8856484000
2014-09-15,8877596000
2014-09-16,8830094000
2014-09-17,8946210000
2014-09-18,8893430000
2014-09-19,8824816000
2014-09-22,8703422000
2014-09-23,8582028000
2014-09-24,8671754000
2014-09-25,8571471999
2014-09-26,8629530000
2014-09-29,8534526000
2014-09-30,8385712000
2014-10-01,8328204000
2014-10-02,8411852000
2014-10-03,8490271999
2014-10-06,8495500000
2014-10-07,8359572000
2014-10-08,8537323999
2014-10-09,8265468000
2014-10-10,8192276000
2014-10-13,8098172000
2014-10-14,8213188000
2014-10-15,8281152000
2014-10-16,8281152000
2014-10-17,8317748000
2014-10-20,8443219999
2014-10-21,8652340000
2014-10-22,8479815999
2014-10-23,8579148000
2014-10-24,8610516000
2014-10-27,8547780000
2014-10-28,8615744000
2014-10-29,8589604000
2014-10-30,8730760000
2014-10-31,8866688000
2014-11-03,8939880000
2014-11-04,8981704000
2014-11-05,9169912000
2014-11-06,9384260000
2014-11-07,9347664000
2014-11-10,9556784000
2014-11-11,9572468000
2014-11-12,9614292000
2014-11-13,9478364000
2014-11-14,9467908000
2014-11-17,9514960000
2014-11-18,9478364000
2014-11-19,9520188000
2014-11-20,9556784000
2014-11-21,9530644000
2014-11-24,9530644000
2014-11-25,9562012000
2014-11-26,9556784000
2014-11-28,9713624000
2014-12-01,9488820000
2014-12-02,9556784000
2014-12-03,9661344000
2014-12-04,9656116000
2014-12-05,9671800000
2014-12-08,9551556000
2014-12-09,9588152000
2014-12-10,9337208000
2014-12-11,9295384000
2014-12-12,8898056000
2014-12-15,8929424000
2014-12-16,8861460000
2014-12-17,9133316000
2014-12-18,9295384000
2014-12-19,9410400000
2014-12-22,9436540000
2014-12-23,9473136000
2014-12-24,9446996000
2014-12-26,9457452000
2014-12-29,9431312000
2014-12-30,9415628000
2014-12-31,9331110000
2015-01-02,9341530000
2015-01-05,9252960000
2015-01-06,9237330000
2015-01-07,9148760000
2015-01-08,9331110000
2015-01-09,9341530000
2015-01-12,9284220000
2015-01-13,9273800000
2015-01-14,8997670000
2015-01-15,8857000000
2015-01-16,8971620000
2015-01-20,8862210000
2015-01-21,8940360000
2015-01-22,9169600000
2015-01-23,9174810000
2015-01-26,9232120000
2015-01-27,9049770000
2015-01-28,8836160000
2015-01-29,8924730000
2015-01-30,8857000000
2015-02-02,9070610000
2015-02-03,9216490000
2015-02-04,9216490000
2015-02-05,9315480000
2015-02-06,9237330000
2015-02-09,9180020000
2015-02-10,9586400000
2015-02-11,9534300000
2015-02-12,9539510000
2015-02-13,9909420000
2015-02-17,10055300000
2015-02-18,10055300000
2015-02-19,10039670000
2015-02-20,10133450000
2015-02-23,10039670000
2015-02-24,10070930000
2015-02-25,10211600000
2015-02-26,10206390000
2015-02-27,10169920000
2015-03-02,10440840000
2015-03-03,10274120000
2015-03-04,10237650000
2015-03-05,10154290000
2015-03-06,10133450000
2015-03-09,10195970000
2015-03-10,10096980000
2015-03-11,10044880000
2015-03-12,10201180000
2015-03-13,10164710000
2015-03-16,10216810000
2015-03-17,10055300000
2015-03-18,10081350000
2015-03-19,10029250000
2015-03-20,10003200000
2015-03-23,10289750000
2015-03-24,10274120000
2015-03-25,10102190000
2015-03-26,10102190000
2015-03-27,10263700000
2015-03-30,10628400000
2015-03-31,10721312000
2015-04-01,10592512000
2015-04-02,10772832000
2015-04-06,10427648000
2015-04-07,10345216000
2015-04-08,10597664000
2015-04-09,10623424000
2015-04-10,10623424000
2015-04-13,10561600000
2015-04-14,10638880000
2015-04-15,10711008000
2015-04-16,10685248000
2015-04-17,10628576000
2015-04-20,10680096000
2015-04-21,10664640000
2015-04-22,10716160000
2015-04-23,10803744000
2015-04-24,10607968000
2015-04-27,10494624000
2015-04-28,10546144000
2015-04-29,10504928000
2015-04-30,10448256000
2015-05-01,10948000000
2015-05-04,10911936000
2015-05-05,10793440000
2015-05-06,11257120000
2015-05-07,11179840000
2015-05-08,11298336000
2015-05-11,11210752000
2015-05-12,11205600000
2015-05-13,11267424000
2015-05-14,11313792000
2015-05-15,11184992000
2015-05-18,11329248000
2015-05-19,11550784000
2015-05-20,11581696000
2015-05-21,11592000000
2015-05-22,11622912000
2015-05-26,11458048000
2015-05-27,11432288000
2015-05-28,11303488000
2015-05-29,11308640000
2015-06-01,11308640000
2015-06-02,11396224000
2015-06-03,11452896000
2015-06-04,11277728000
2015-06-05,11210752000
2015-06-08,11087104000
2015-06-09,11112864000
2015-06-10,11231360000
2015-06-11,11262272000
2015-06-12,11061344000
2015-06-15,10917088000
2015-06-16,10968608000
2015-06-17,10891328000
2015-06-18,10963456000
2015-06-19,10973760000
2015-06-22,11061344000
2015-06-23,11040736000
2015-06-24,10891328000
2015-06-25,10752224000
2015-06-26,10618272000
2015-06-29,10489472000
2015-06-30,10360168000
2015-07-01,10390744000
2015-07-02,9677304000
2015-07-06,9656920000
2015-07-07,9733360000
2015-07-08,9605960000
2015-07-09,9636536000
2015-07-10,9697688000
2015-07-13,9728264000
2015-07-14,9769032000
2015-07-15,9662016000
2015-07-16,9819992000
2015-07-17,9784320000
2015-07-20,9784320000
2015-07-21,9733360000
2015-07-22,9738456000
2015-07-23,9631440000
2015-07-24,9504040000
2015-07-27,9356256000
2015-07-28,9498944000
2015-07-29,9702784000
2015-07-30,9692592000
2015-07-31,10314304000
2015-08-03,10304112000
2015-08-04,10278632000
2015-08-05,10360168000
2015-08-06,10380552000
2015-08-07,10395840000
2015-08-10,10472280000
2015-08-11,10395840000
2015-08-12,10406032000
2015-08-13,10385648000
2015-08-14,10370360000
2015-08-17,10406032000
2015-08-18,10385648000
2015-08-19,10166520000
2015-08-20,9932104000
2015-08-21,9549904000
2015-08-24,9065784000
2015-08-25,9075976000
2015-08-26,9325680000
2015-08-27,9473464000
2015-08-28,9458176000
2015-08-31,9397024000
2015-09-01,9030112000
2015-09-02,9198280000
2015-09-03,9412312000
2015-09-04,9300200000
2015-09-08,9483656000
2015-09-09,9290008000
2015-09-10,9381736000
2015-09-11,9330776000
2015-09-14,9233952000
2015-09-15,9509136000
2015-09-16,9651824000
2015-09-17,9621248000
2015-09-18,9468368000
2015-09-21,9565192000
2015-09-22,9427600000
2015-09-23,9407216000
2015-09-24,9300200000
2015-09-25,9279816000
2015-09-28,9096360000
2015-09-29,9223760000
2015-09-30,9262620000
2015-10-01,9186945000
2015-10-02,9358475000
2015-10-05,9454330000
2015-10-06,9388745000
2015-10-07,9484600000
2015-10-08,9686400000
2015-10-09,9651085000
2015-10-12,9656130000
2015-10-13,9555230000
2015-10-14,9439195000
2015-10-15,9555230000
2015-10-16,9625860000
2015-10-19,9625860000
2015-10-20,9600635000
2015-10-21,9620815000
2015-10-22,9918470000
2015-10-23,9968920000
2015-10-26,9908380000
2015-10-27,9701535000
2015-10-28,9883155000
2015-10-29,9590545000
2015-10-30,9711625000
2015-11-02,9787300000
2015-11-03,9802435000
2015-11-04,9721715000
2015-11-05,9873065000
2015-11-06,10019370000
2015-11-09,9802435000
2015-11-10,9792345000
2015-11-11,9726760000
2015-11-12,9479555000
2015-11-13,9358475000
2015-11-16,9449285000
2015-11-17,9595590000
2015-11-18,9837750000
2015-11-19,9625860000
2015-11-20,9615770000
2015-11-23,9555230000
2015-11-24,9494690000
2015-11-25,9484600000
2015-11-27,9474510000
2015-11-30,9514870000
2015-12-01,9686400000
2015-12-02,9550185000
2015-12-03,9419015000
2015-12-04,9545140000
2015-12-07,9595590000
2015-12-08,9545140000
2015-12-09,9519915000
2015-12-10,9535050000
2015-12-11,9222260000
2015-12-14,9151630000
2015-12-15,9121360000
2015-12-16,9343340000
2015-12-17,9146585000
2015-12-18,8980100000
2015-12-21,9086045000
2015-12-22,9212170000
2015-12-23,9338295000
