,JNJ
2013-11-26,268128897680
2013-11-27,267903247440
2013-11-29,267000646480
2013-12-02,265928807840
2013-12-03,265054413160
2013-12-04,264095399640
2013-12-05,262233785160
2013-12-06,266380108320
2013-12-09,266380108320
2013-12-10,265533919920
2013-12-11,262628673080
2013-12-12,257128448480
2013-12-13,257664367799
2013-12-16,257720780360
2013-12-17,255718134480
2013-12-18,261302977920
2013-12-19,259441363440
2013-12-20,259751632520
2013-12-23,259582394840
2013-12-24,259667013680
2013-12-26,261020915120
2013-12-27,260484995799
2013-12-30,260991264300
2013-12-31,258983639190
2014-01-02,257400160230
2014-01-03,259718825849
2014-01-06,261076093530
2014-01-07,266618269890
2014-01-08,266250676560
2014-01-09,267862431930
2014-01-10,267890708340
2014-01-13,267212074500
2014-01-14,267834155520
2014-01-15,268060366800
2014-01-16,267607944240
2014-01-17,268795553460
2014-01-21,265883083230
2014-01-22,266703099119
2014-01-23,262235426340
2014-01-24,256212551010
2014-01-27,254318031540
2014-01-28,254770454099
2014-01-29,251377284900
2014-01-30,253073869500
2014-01-31,250161399270
2014-02-03,245382685980
2014-02-04,244930263420
2014-02-05,246796506480
2014-02-06,250953138750
2014-02-07,254600795640
2014-02-10,257513265869
2014-02-11,262885783770
2014-02-12,261330581220
2014-02-13,261726450960
2014-02-14,262291979160
2014-02-18,260623670970
2014-02-19,259125021240
2014-02-20,261217475580
2014-02-21,258785704320
2014-02-24,257626371510
2014-02-25,257626371510
2014-02-26,257626371510
2014-02-27,258333281760
2014-02-28,260482288920
2014-03-03,258898809960
2014-03-04,263932010940
2014-03-05,261811280190
2014-03-06,262659572490
2014-03-07,263875458119
2014-03-10,264243051450
2014-03-11,264356157090
2014-03-12,264667197599
2014-03-13,262970613000
2014-03-14,262433361210
2014-03-17,265600319130
2014-03-18,265628595540
2014-03-19,264638921190
2014-03-20,266137570920
2014-03-21,271255601130
2014-03-24,269191423200
2014-03-25,275355680580
2014-03-26,274422559050
2014-03-27,275072916480
2014-03-28,275525339040
2014-03-31,277261935170
2014-04-01,276443387260
2014-04-02,277261935170
2014-04-03,277346612540
2014-04-04,277798225180
2014-04-07,276302258310
2014-04-08,276782096740
2014-04-09,279294192050
2014-04-10,272491776660
2014-04-11,273423227730
2014-04-14,274185324060
2014-04-15,279999836800
2014-04-16,278729676250
2014-04-17,279322417840
2014-04-21,282257900000
2014-04-22,282765964220
2014-04-23,282878867380
2014-04-24,282144996840
2014-04-25,281665158410
2014-04-28,286040155860
2014-04-29,285165156370
2014-04-30,285899026910
2014-05-01,283753866870
2014-05-02,280310320490
2014-05-05,282257900000
2014-05-06,280874836290
2014-05-07,284826446890
2014-05-08,283669189500
2014-05-09,284826446890
2014-05-12,283725641080
2014-05-13,285136930580
2014-05-14,284713543730
2014-05-15,284205479510
2014-05-16,283894995820
2014-05-19,284064350560
2014-05-20,282963544750
2014-05-21,285475640060
2014-05-22,284967575840
2014-05-23,285024027420
2014-05-27,284544188990
2014-05-28,283104673700
2014-05-29,284403060040
2014-05-30,286378865340
2014-06-02,288382896430
2014-06-03,289201444340
2014-06-04,289822411720
2014-06-05,291346604380
2014-06-06,291233701220
2014-06-09,291346604380
2014-06-10,293830473900
2014-06-11,291628862280
2014-06-12,289399024870
2014-06-13,289399024870
2014-06-16,289173218550
2014-06-17,287705477470
2014-06-18,290189346990
2014-06-19,293011925990
2014-06-20,297132891330
2014-06-23,295665150250
2014-06-24,295213537610
2014-06-25,298515955040
2014-06-26,298205471350
2014-06-27,296342569210
2014-06-30,293360338720
2014-07-01,296865408720
2014-07-02,296837368160
2014-07-03,295603583520
2014-07-07,298547842320
2014-07-08,296444800320
2014-07-09,297342098240
2014-07-10,296669124800
2014-07-11,294706285600
2014-07-14,295491421280
2014-07-15,289602903680
2014-07-16,286630604320
2014-07-17,281443100720
2014-07-18,285452900800
2014-07-21,283966751120
2014-07-22,287331618320
2014-07-23,286546482640
2014-07-24,286574523200
2014-07-25,286322158160
2014-07-28,286322158160
2014-07-29,285901549760
2014-07-30,286854928800
2014-07-31,280657965040
2014-08-01,280125194400
2014-08-04,280854248960
2014-08-05,279900869920
2014-08-06,282396479760
2014-08-07,280209316080
2014-08-08,283433980480
2014-08-11,283658304960
2014-08-12,282172155280
2014-08-13,285284657440
2014-08-14,286069793120
2014-08-15,283686345520
2014-08-18,287976551200
2014-08-19,288705605760
2014-08-20,289406619760
2014-08-21,292154594640
2014-08-22,289098173600
2014-08-25,289462700880
2014-08-26,290051552640
2014-08-27,289434660320
2014-08-28,288677565200
2014-08-29,290864728880
2014-09-02,289827228160
2014-09-03,290948850560
2014-09-04,291173175040
2014-09-05,292799527520
2014-09-08,291762026800
2014-09-09,291061012800
2014-09-10,294397839440
2014-09-11,293164054800
2014-09-12,293248176480
2014-09-15,293640744320
2014-09-16,296893449280
2014-09-17,297762706640
2014-09-18,301015411600
2014-09-19,302810007440
2014-09-22,302501561280
2014-09-23,301323857760
2014-09-24,304632643840
2014-09-25,300314397600
2014-09-26,300314397600
2014-09-29,296524578420
2014-09-30,296663739570
2014-10-01,290290158900
2014-10-02,289037708550
2014-10-03,292600233990
2014-10-06,291848763780
2014-10-07,284974202970
2014-10-08,291987924930
2014-10-09,284111403840
2014-10-10,281745664290
2014-10-13,275873063760
2014-10-14,270000463230
2014-10-15,273340330829
2014-10-16,269360321940
2014-10-17,274704110100
2014-10-20,276095721600
2014-10-21,279324260280
2014-10-22,281717832060
2014-10-23,285642176490
2014-10-24,287033787990
2014-10-27,289650017610
2014-10-28,291653938170
2014-10-29,293797019880
2014-10-30,297916189920
2014-10-31,299975774940
2014-11-03,299085143580
2014-11-04,302313682260
2014-11-05,302870326860
2014-11-06,303399139230
2014-11-07,301144728600
2014-11-10,302870326860
2014-11-11,303120816930
2014-11-12,302675501250
2014-11-13,303566132610
2014-11-14,301033399680
2014-11-17,301423050900
2014-11-18,302898159090
2014-11-19,302703333480
2014-11-20,301089064140
2014-11-21,300198432780
2014-11-24,297470874240
2014-11-25,296969894100
2014-11-26,298389337830
2014-11-28,301283889750
2014-12-01,300671580690
2014-12-02,302007527730
2014-12-03,299808781560
2014-12-04,299363465880
2014-12-05,302007527730
2014-12-08,302035359960
2014-12-09,300727245150
2014-12-10,295689611520
2014-12-11,297025558560
2014-12-12,290651977890
2014-12-15,289343863080
2014-12-16,286003995480
2014-12-17,289650017610
2014-12-18,297276048630
2014-12-19,293769187650
2014-12-22,297081223020
2014-12-23,290234494440
2014-12-24,291097293570
2014-12-26,292405408380
2014-12-29,292382808420
2014-12-30,292466084640
2014-12-31,290273144180
2015-01-02,290134350480
2015-01-05,288107962460
2015-01-06,286692266720
2015-01-07,293021259440
2015-01-08,295325234860
2015-01-09,291300217560
2015-01-12,290300902920
2015-01-13,290800560240
2015-01-14,288690896000
2015-01-15,284499326260
2015-01-16,288801930960
2015-01-20,281168277460
2015-01-21,282861560600
2015-01-22,288024686240
2015-01-23,283694322800
2015-01-26,283860875240
2015-01-27,283388976660
2015-01-28,281695693520
2015-01-29,284193980120
2015-01-30,277976022360
2015-02-02,279891375420
2015-02-03,284416050040
2015-02-04,281362588640
2015-02-05,284416050040
2015-02-06,280640861400
2015-02-09,276976707720
2015-02-10,278558955900
2015-02-11,278642232120
2015-02-12,273257036560
2015-02-13,276532567880
2015-02-17,278808784560
2015-02-18,277476365040
2015-02-19,279530511800
2015-02-20,278309127240
2015-02-23,278087057320
2015-02-24,279530511800
2015-02-25,280946207540
2015-02-26,285359847200
2015-02-27,284554843740
2015-03-02,286525714280
2015-03-03,284082945160
2015-03-04,282167592100
2015-03-05,284582602480
2015-03-06,277892746140
2015-03-09,279419476840
2015-03-10,276282739220
2015-03-11,272923931679
2015-03-12,277115501420
2015-03-13,275394459540
2015-03-16,280529826440
2015-03-17,277282053860
2015-03-18,281640176040
2015-03-19,282278627060
2015-03-20,284249497600
2015-03-23,285859504520
2015-03-24,283028113040
2015-03-25,278531197160
2015-03-26,277976022360
2015-03-27,278531197160
2015-03-30,281189411250
2015-03-31,278558885000
2015-04-01,274543871250
2015-04-02,275900669000
2015-04-06,274571561000
2015-04-07,277174397500
2015-04-08,277340536000
2015-04-09,280580236750
2015-04-10,282601588500
2015-04-13,278420436250
2015-04-14,278337367000
2015-04-15,278558885000
2015-04-16,276316015250
2015-04-17,275734530500
2015-04-20,277478984750
2015-04-21,277728192500
2015-04-22,278088159250
2015-04-23,278171228500
2015-04-24,279887993000
2015-04-27,278503505500
2015-04-28,278946541500
2015-04-29,277977400250
2015-04-30,274682320000
2015-05-01,277257466750
2015-05-04,277866641250
2015-05-05,275513012500
2015-05-06,274599250750
2015-05-07,275956048500
2015-05-08,280967893250
2015-05-11,279749544250
2015-05-12,278198918250
2015-05-13,278420436250
2015-05-14,281964724250
2015-05-15,283266142500
2015-05-18,286367394500
2015-05-19,287862641000
2015-05-20,286865810000
2015-05-21,283598419500
2015-05-22,280635616250
2015-05-26,279168059500
2015-05-27,280026441750
2015-05-28,280081821250
2015-05-29,277285156500
2015-06-01,277008259000
2015-06-02,276842120500
2015-06-03,277146707750
2015-06-04,274765389250
2015-06-05,272993245250
2015-06-08,271248790999
2015-06-09,271941034749
2015-06-10,273796248000
2015-06-11,274793079000
2015-06-12,272328691249
2015-06-15,269947372750
2015-06-16,272356381000
2015-06-17,273380901750
2015-06-18,277894331000
2015-06-19,276509843500
2015-06-22,277146707750
2015-06-23,276288325500
2015-06-24,275042286750
2015-06-25,274460802000
2015-06-26,275900669000
2015-06-29,270308008080
2015-06-30,269699206259
2015-07-01,272494160070
2015-07-02,272411141640
2015-07-06,271746994200
2015-07-07,273739436520
2015-07-08,270557063370
2015-07-09,272300450400
2015-07-10,275427477930
2015-07-13,277475265870
2015-07-14,276119298180
2015-07-15,277890358020
2015-07-16,279799781910
2015-07-17,276949482480
2015-07-20,277751993970
2015-07-21,277668975540
2015-07-22,277226210580
2015-07-23,277281556200
2015-07-24,274375911150
2015-07-27,271968376680
2015-07-28,274016164620
2015-07-29,275980934130
2015-07-30,276285335040
2015-07-31,277309229010
2015-08-03,276783445620
2015-08-04,276174643800
2015-08-05,278167086120
2015-08-06,274154528669
2015-08-07,273545726849
2015-08-10,276146970990
2015-08-11,273988491810
2015-08-12,273158307509
2015-08-13,272521832880
2015-08-14,273435035610
2015-08-17,276368353470
2015-08-18,274984712970
2015-08-19,274818676110
2015-08-20,273379689990
2015-08-21,264441372360
2015-08-24,256859022419
2015-08-25,251075405130
2015-08-26,263196095910
2015-08-27,266267777820
2015-08-28,263362132770
2015-08-31,260069068380
2015-09-01,254838907290
2015-09-02,258325681349
2015-09-03,256360911840
2015-09-04,252680428110
2015-09-08,259958377140
2015-09-09,255198653820
2015-09-10,256582294320
2015-09-11,257163423330
2015-09-14,258242662919
2015-09-15,261231326400
2015-09-16,261812455410
2015-09-17,262448930040
2015-09-18,258436372590
2015-09-21,257716879530
2015-09-22,258021280440
2015-09-23,257329460190
2015-09-24,255918146880
2015-09-25,251822571000
2015-09-28,251739151940
2015-09-29,256340272480
2015-09-30,257194372699
2015-10-01,256698443540
2015-10-02,258792366660
2015-10-05,261079151120
2015-10-06,257387234040
2015-10-07,261685286760
2015-10-08,261960802960
2015-10-09,262759799940
2015-10-12,264468000380
2015-10-13,262980212900
2015-10-14,260445463860
2015-10-15,267663988300
2015-10-16,270667114880
2015-10-19,269840566280
2015-10-20,268876259580
2015-10-21,268986466060
2015-10-22,274221273860
2015-10-23,276370300220
2015-10-26,275350890280
2015-10-27,276039680780
2015-10-28,276838677760
2015-10-29,279290771940
2015-10-30,278354016860
2015-11-02,281494901540
2015-11-03,280916317520
2015-11-04,280861214280
2015-11-05,281935727460
2015-11-06,280806111040
2015-11-09,277830536080
2015-11-10,279511184900
2015-11-11,280640801320
2015-11-12,276260093740
2015-11-13,275185580560
2015-11-16,278877497640
2015-11-17,279648943000
2015-11-18,282872482540
2015-11-19,282376553380
2015-11-20,282349001760
2015-11-23,283147998740
2015-11-24,281136730480
2015-11-25,280916317520
2015-11-27,282045933940
2015-11-30,278932600880
2015-12-01,282018382320
2015-12-02,281164282100
2015-12-03,277692777980
2015-12-04,283643927900
2015-12-07,284663337840
2015-12-08,282183692040
2015-12-09,281439798300
2015-12-10,282789827680
2015-12-11,280144872160
2015-12-14,281439798300
2015-12-15,286895019060
2015-12-16,289980800500
2015-12-17,285544989680
2015-12-18,280888765900
2015-12-21,279869355960
2015-12-22,282982689020
2015-12-23,285131715380
2015-12-24,285765402640
2015-12-28,284387821640
2015-12-29,286619502860
2015-12-30,285930712360
2015-12-31,283010240640
2016-01-04,276491318400
2016-01-05,277647034500
2016-01-06,276243664950
2016-01-07,273024170100
2016-01-08,270107362800
2016-01-11,268483856849
2016-01-12,270327499200
2016-01-13,266970419100
2016-01-14,272116107450
2016-01-15,266915385000
2016-01-19,268291237500
2016-01-20,263475753750
2016-01-21,263998577700
2016-01-22,266227458750
2016-01-25,265264362000
2016-01-26,278417511900
2016-01-27,281114182800
2016-01-28,281416870350
2016-01-29,287388070200
2016-02-01,287195450850
2016-02-02,284553814050
2016-02-03,286562558700
2016-02-04,285902149500
2016-02-05,276656420700
2016-02-08,280673910000
2016-02-09,280591358850
2016-02-10,279930949650
2016-02-11,279848398500
2016-02-12,280178603100
2016-02-16,281554455600
2016-02-17,282049762500
2016-02-18,286837729200
2016-02-19,286617592800
2016-02-22,288241098750
2016-02-23,286397456400
2016-02-24,288818956800
2016-02-25,292726377900
2016-02-26,291075354900
2016-02-29,289506883050
2016-03-01,295037810100
2016-03-02,294542503200
2016-03-03,293469338250
2016-03-04,293056582500
2016-03-07,293716991700
2016-03-08,292286105100
2016-03-09,293992162200
2016-03-10,294817673700
2016-03-11,296386145550
2016-03-14,296248560300
2016-03-15,296523730800
2016-03-16,295560634050
2016-03-17,293716991700
2016-03-18,295808287500
2016-03-21,295202912400
2016-03-22,295478082900
2016-03-23,298559992500
2016-03-24,298037168550
2016-03-28,297817032150
2016-03-29,300321083700
2016-03-30,299880810900
2016-03-31,297734481000
2016-04-01,300458668950
2016-04-04,297281847860
2016-04-05,298267403300
2016-04-06,299554100680
2016-04-07,299143452580
2016-04-08,298678051400
2016-04-11,298322156380
2016-04-12,300046878400
2016-04-13,300786044980
2016-04-14,300703915360
2016-04-15,301634717720
2016-04-18,303687958220
2016-04-19,308478852720
2016-04-20,310942741320
2016-04-21,310915364780
2016-04-22,310230951280
2016-04-25,310751105540
2016-04-26,309108513140
2016-04-27,308725241580
2016-04-28,307931321920
2016-04-29,306836260320
2016-05-02,308670488500
2016-05-03,308506229260
2016-05-04,307219531880
2016-05-05,309026383520
2016-05-06,308643111960
2016-05-09,311326012880
2016-05-10,313926784180
2016-05-11,313105487980
2016-05-12,312722216420
2016-05-13,310887988240
2016-05-16,313297123760
2016-05-17,311627154820
2016-05-18,310970117860
2016-05-19,308944253900
2016-05-20,308369346560
2016-05-23,307055272640
2016-05-24,308506229260
2016-05-25,310313080900
2016-05-26,309081136600
2016-05-27,309519161240
2016-05-31,308506229260
2016-06-01,308752618120
2016-06-02,313434006460
2016-06-03,314173173040
2016-06-06,316938203580
2016-06-07,316828697420
2016-06-08,317020333200
2016-06-09,320305518000
2016-06-10,320332894540
2016-06-13,319730610660
2016-06-14,320634036480
2016-06-15,318690302140
2016-06-16,319319962560
2016-06-17,316144283920
2016-06-20,319046197160
2016-06-21,318060641720
2016-06-22,318827184840
2016-06-23,321345826520
2016-06-24,316554932020
2016-06-27,319073573700
2016-06-28,323672832420
2016-06-29,326684251820
2016-06-30,332077430200
2016-07-01,332050053660
2016-07-05,332890345680
2016-07-06,333897701760
2016-07-07,333543765840
2016-07-08,334469444400
2016-07-11,334687251120
2016-07-12,334660025280
2016-07-13,334877832000
2016-07-14,335367897120
2016-07-15,334877832000
2016-07-18,335258993760
2016-07-19,341003646000
2016-07-20,340704161760
2016-07-21,340731387600
2016-07-22,340404677520
2016-07-25,340023515760
2016-07-26,340731387600
2016-07-27,339696805680
2016-07-28,338852804640
2016-07-29,340949194320
2016-08-01,341412033600
2016-08-02,339914612400
2016-08-03,337328157600
2016-08-04,337219254240
2016-08-05,338253836160
2016-08-08,336647511600
2016-08-09,336048543120
2016-08-10,335857962240
2016-08-11,336974221680
2016-08-12,335476800480
2016-08-15,332999249040
2016-08-16,327608532720
2016-08-17,330276665040
2016-08-18,328670340480
2016-08-19,326492273280
2016-08-22,324341431920
2016-08-23,325185432960
2016-08-24,323197946640
2016-08-25,322816784880
2016-08-26,324096399360
2016-08-29,326492273280
2016-08-30,325267110480
2016-08-31,324913174560
2016-09-01,324205302720
2016-09-02,324858722880
2016-09-06,326029434000
2016-09-07,325648272240
2016-09-08,325267110480
2016-09-09,321891106320
2016-09-12,324423109440
2016-09-13,320203104240
2016-09-14,320883750240
2016-09-15,322980139920
2016-09-16,321945558000
2016-09-19,320339233440
2016-09-20,321128782800
2016-09-21,323742463440
2016-09-22,325239884640
2016-09-23,323470205040
2016-09-26,320665943520
2016-09-27,324586464480
2016-09-28,325049303760
2016-09-29,319277425680
2016-09-30,321618847920
2016-10-03,321560571910
2016-10-04,321587637020
2016-10-05,322561980980
2016-10-06,321398181250
2016-10-07,322724371640
2016-10-10,324240017800
2016-10-11,318393954040
2016-10-12,319287102670
2016-10-13,320071990860
2016-10-14,318177433160
2016-10-17,320694488390
2016-10-18,312358434510
2016-10-19,310139095490
2016-10-20,310896918570
2016-10-21,307026607840
2016-10-24,307486714710
2016-10-25,308433993560
2016-10-26,310057900160
2016-10-27,313143322700
2016-10-28,312141913630
2016-10-31,313928210890
2016-11-01,312168978740
2016-11-02,310869853460
2016-11-03,311329960330
2016-11-04,311546481210
2016-11-07,315741573260
2016-11-08,316797112550
2016-11-09,325620338410
2016-11-10,323536324940
2016-11-11,320640358170
2016-11-14,315579182600
2016-11-15,314821359520
2016-11-16,314929619960
2016-11-17,315497987270
2016-11-18,312223108960
2016-11-21,311248765000
2016-11-22,305132050140
2016-11-23,306025198770
2016-11-25,308894100430
2016-11-28,306187589430
2016-11-29,304428357280
2016-11-30,301234674300
2016-12-01,301451195180
2016-12-02,303020971560
2016-12-05,302966841340
2016-12-06,303291622660
2016-12-07,300693372100
2016-12-08,300395655890
2016-12-09,303832924860
2016-12-12,312223108960
2016-12-13,313657559790
2016-12-14,311221699890
2016-12-15,313657559790
2016-12-16,313630494680
2016-12-19,314009406220
2016-12-20,313035062260
2016-12-21,312087783410
2016-12-22,312439629840
2016-12-23,313847015560
2016-12-27,313711690010
2016-12-28,311519416100
2016-12-29,312574955390
2016-12-30,311817132310
2017-01-03,312178258560
2017-01-04,311666225850
2017-01-05,314927065740
2017-01-06,313417916700
2017-01-09,313364018520
2017-01-10,313040629440
2017-01-11,309186909570
2017-01-12,308890469580
2017-01-13,308836571400
2017-01-17,309564196830
2017-01-18,309106062300
2017-01-19,307758607800
2017-01-20,307623862350
2017-01-23,306977084190
2017-01-24,301183029840
2017-01-25,303985735200
2017-01-26,301398622560
2017-01-27,305548782420
2017-01-30,304875055170
2017-01-31,305198444250
2017-02-01,305144546070
2017-02-02,306060815130
2017-02-03,306249458760
2017-02-06,305602680600
2017-02-07,305818273320
2017-02-08,305602680600
2017-02-09,307435218720
2017-02-10,310561313160
2017-02-13,312286054920
2017-02-14,313579611240
2017-02-15,315843334800
2017-02-16,318214854720
2017-02-17,320316883740
2017-02-21,322472810940
2017-02-22,322095523680
2017-02-23,327970425300
2017-02-24,330746181570
2017-02-27,329856861600
2017-02-28,329344828890
2017-03-01,333791428740
2017-03-02,333171599670
2017-03-03,333602785110
2017-03-06,333387192390
2017-03-07,333710581470
2017-03-08,334438206900
2017-03-09,339423788550
2017-03-10,340124464890
2017-03-13,341391072120
2017-03-14,342388188450
2017-03-15,347535464640
2017-03-16,346188010140
2017-03-17,345110046540
2017-03-20,345136995630
2017-03-21,342927170250
2017-03-22,340259210340
2017-03-23,339289043100
2017-03-24,338157181320
2017-03-27,339019552200
2017-03-28,338642264940
2017-03-29,336648032280
2017-03-30,335947355940
2017-03-31,335650915950
2017-04-03,334816341100
2017-04-04,334789489200
2017-04-05,335111712000
2017-04-06,335783009500
2017-04-07,335433934800
2017-04-10,333876524600
2017-04-11,333554301800
2017-04-12,336722826000
2017-04-13,335621898100
2017-04-17,337582086800
2017-04-18,327109845800
2017-04-19,325901510300
2017-04-20,327244105300
2017-04-21,326948734400
2017-04-24,329982999100
2017-04-25,331433001700
2017-04-26,331647816900
2017-04-27,332265410600
2017-04-28,331540409300
2017-05-01,331191334600
2017-05-02,332158003000
2017-05-03,331164482700
2017-05-04,332829300500
2017-05-05,331647816900
2017-05-08,330949667500
2017-05-09,330842259900
2017-05-10,329768183900
2017-05-11,330815408000
2017-05-12,331996891600
2017-05-15,340992278100
2017-05-16,343086726300
2017-05-17,340133017300
2017-05-18,340938574300
2017-05-19,341019130000
2017-05-22,341717279400
2017-05-23,342415428800
2017-05-24,342388576900
2017-05-25,342442280700
2017-05-26,340804314800
2017-05-30,341314500900
2017-05-31,344375617500
2017-06-01,345798768200
2017-06-02,349289515200
2017-06-05,350041368400
2017-06-06,351303407700
2017-06-07,351088592500
2017-06-08,350551554500
2017-06-09,353183040700
2017-06-12,353961745800
2017-06-13,354498783800
2017-06-14,356512676300
2017-06-15,357237677600
2017-06-16,360755276500
2017-06-19,360003423300
2017-06-20,360406201800
2017-06-21,362258982900
2017-06-22,365320099500
2017-06-23,366340471700
2017-06-26,366098804600
2017-06-27,362527501900
2017-06-28,359332125800
2017-06-29,356163601599
2017-06-30,355223785100
2017-07-03,356834107800
2017-07-05,358820994479
2017-07-06,355813814640
2017-07-07,355867514280
2017-07-10,353209382100
2017-07-11,352350187860
2017-07-12,355035169860
2017-07-13,354041726520
2017-07-14,356028613200
2017-07-17,354820371300
2017-07-18,361022679720
2017-07-19,363036416220
2017-07-20,366687991740
2017-07-21,363304914420
2017-07-24,357129455820
2017-07-25,354095426160
2017-07-26,351598392899
2017-07-27,351276195060
2017-07-28,354014876700
2017-07-31,356350811040
2017-08-01,355786964820
2017-08-02,354847221120
2017-08-03,358042349700
2017-08-04,357585902760
2017-08-07,356726708520
2017-08-08,355142569140
2017-08-09,357720151860
2017-08-10,357344254380
2017-08-11,357371104200
2017-08-14,358391397360
2017-08-15,358122899160
2017-08-16,360244034939
2017-08-17,357210005280
2017-08-18,356109162660
2017-08-21,358310847899
2017-08-22,361667075399
2017-08-23,356565609600
2017-08-24,356807257979
2017-08-25,353558429760
2017-08-28,353719528680
2017-08-29,354981470220
2017-08-30,351920590740
2017-08-31,355411067340
2017-09-01,351813191460
2017-09-05,348779161800
2017-09-06,350846597939
2017-09-07,354927770580
2017-09-08,351678942360
2017-09-11,357666452220
2017-09-12,356109162660
2017-09-13,355625865899
2017-09-14,360270884760
2017-09-15,360995829899
2017-09-18,363492863160
2017-09-19,363063266040
2017-09-20,357693302040
2017-09-21,353746378500
2017-09-22,352779784979
2017-09-25,352189088939
2017-09-26,351571543080
2017-09-27,348376414500
2017-09-28,347624619540
2017-09-29,349074509820
2017-10-02,352312578000
2017-10-03,354675290000
2017-10-04,356796360999
2017-10-05,357601831000
2017-10-06,357682378000
2017-10-09,358299904999
2017-10-10,359508110000
2017-10-11,366891585000
2017-10-12,367374867000
2017-10-13,366300907000
2017-10-16,365468588000
2017-10-17,378007071000
2017-10-18,377711732000
2017-10-19,381363196000
2017-10-20,382329760000
2017-10-23,385605338000
2017-10-24,380289235999
2017-10-25,382222364000
2017-10-26,380745669000
2017-10-27,380665122000
2017-10-30,375886000000
2017-10-31,374301909000
2017-11-01,375832302000
2017-11-02,375698057000
2017-11-03,376100792000
2017-11-06,375241624000
2017-11-07,375268473000
2017-11-08,379430068000
2017-11-09,376825715000
2017-11-10,374704644000
2017-11-13,375241624000
2017-11-14,374516701000
2017-11-15,373469590000
2017-11-16,372852063000
2017-11-17,370516200000
2017-11-20,370328257000
2017-11-21,371429066000
2017-11-22,368609921000
2017-11-24,370543049000
2017-11-27,370784690000
2017-11-28,375939698000
2017-11-29,375375869000
2017-11-30,374087117000
2017-12-01,375832302000
2017-12-04,373227949000
2017-12-05,374999982999
2017-12-06,378731994000
2017-12-07,375912849000
2017-12-08,377470091000
2017-12-11,378946785999
2017-12-12,382866740000
2017-12-13,383645360999
2017-12-14,380316085000
2017-12-15,382490854000
2017-12-18,380718820000
2017-12-19,380665122000
2017-12-20,379000484000
2017-12-21,378731994000
2017-12-22,376208188000
2017-12-26,376127641000
2017-12-27,377416393000
2017-12-28,377389544000
2017-12-29,375134228000
2018-01-02,373441174470
2018-01-03,377008485840
2018-01-04,376981663950
2018-01-05,380093003190
2018-01-08,380575797209
2018-01-09,386610722459
2018-01-10,386154750330
2018-01-11,388354145310
2018-01-12,390955868640
2018-01-16,393906276540
2018-01-17,394228139220
2018-01-18,394067207879
2018-01-19,395247371040
2018-01-22,397339478459
2018-01-23,380414865870
2018-01-24,381058591230
2018-01-25,387308091600
2018-01-26,389802527370
2018-01-29,385376915520
2018-01-30,382024179270
2018-01-31,370651697910
2018-02-01,375560103780
2018-02-02,369283781520
2018-02-05,349730623709
2018-02-06,353592975870
2018-02-07,352493278379
2018-02-08,338921402040
2018-02-09,347423941170
2018-02-12,349408761030
2018-02-13,348577282440
2018-02-14,347799447629
2018-02-15,351983662470
2018-02-16,357133465350
2018-02-20,351018074430
2018-02-21,348443172990
2018-02-22,348443172990
2018-02-23,354102591780
2018-02-26,354236701230
2018-02-27,353163825629
2018-02-28,348362707320
2018-03-01,341389015920
2018-03-02,345519586980
2018-03-05,348121310310
2018-03-06,343910273580
2018-03-07,346109668560
2018-03-08,354209879340
2018-03-09,358876888200
2018-03-12,355738727070
2018-03-13,360352092150
2018-03-14,354907248480
2018-03-15,356892068340
2018-03-16,358555025520
2018-03-19,349328295360
2018-03-20,351930018690
2018-03-21,351876374910
2018-03-22,341657234820
2018-03-23,335541843900
2018-03-26,341684056710
2018-03-27,341201262690
2018-03-28,341844988050
2018-03-29,343722520350
2018-04-02,334107412560
2018-04-03,344273333350
2018-04-04,349798873410
2018-04-05,350603563710
2018-04-06,343602758100
2018-04-09,347304333480
2018-04-10,349369705250
2018-04-11,347706678630
2018-04-12,349852519430
2018-04-13,350362156620
2018-04-16,353419979760
2018-04-17,350147572540
2018-04-18,342583483720
2018-04-19,342127492550
2018-04-20,339740244660
2018-04-23,340196235830
2018-04-24,338479563190
2018-04-25,340008474760
2018-04-26,343361351010
2018-04-27,344058749270
2018-04-30,339284253490
2018-05-01,337996749010
2018-05-02,331264173500
2018-05-03,330003492030
2018-05-04,333114961190
2018-05-07,331505580590
2018-05-08,328876925610
2018-05-09,331290996510
2018-05-10,336226430350
2018-05-11,341295979240
2018-05-14,338130864060
2018-05-15,335636324130
2018-05-16,336226430350
2018-05-17,332202978850
2018-05-18,333249076240
2018-05-21,331854279720
2018-05-22,329681615910
2018-05-23,331130058450
2018-05-24,327911297250
2018-05-25,325819102470
2018-05-29,320266739400
2018-05-30,324477951970
2018-05-31,320856845620
2018-06-01,325255819260
2018-06-04,327106606950
2018-06-05,325845925480
2018-06-06,329359739790
2018-06-07,330808182330
2018-06-08,332766262060
2018-06-11,329011040660
2018-06-12,328689164540
2018-06-13,328930571630
2018-06-14,328340465410
2018-06-15,328876925610
2018-06-18,325416757320
2018-06-19,328769633570
2018-06-20,327348014040
2018-06-21,325765456450
2018-06-22,329493854840
2018-06-25,328823279590
2018-06-26,328179527350
2018-06-27,326194624610
2018-06-28,327240722000
2018-06-29,325470403340
2018-07-02,326217984900
2018-07-03,329249950050
2018-07-05,335394375000
2018-07-06,337406741250
2018-07-09,338211687750
2018-07-10,341780283900
2018-07-11,338721487200
2018-07-12,342799882800
2018-07-13,337889709150
2018-07-16,334562596950
