,JNJ
2004-08-24,169686277000
2004-08-25,171140646000
2004-08-26,170725112000
2004-08-27,171289051000
2004-08-30,170784474000
2004-08-31,172446610000
2004-09-01,171526499000
2004-09-02,171259370000
2004-09-03,171704585000
2004-09-07,171734266000
2004-09-08,172951187000
2004-09-09,170695431000
2004-09-10,170873517000
2004-09-13,172595015000
2004-09-14,173188635000
2004-09-15,172684058000
2004-09-16,172505972000
2004-09-17,173693212000
2004-09-20,171912352000
2004-09-21,171852990000
2004-09-22,170072130000
2004-09-23,167875736000
2004-09-24,167846055000
2004-09-27,167786693000
2004-09-28,169478510000
2004-09-29,169270743000
2004-09-30,167193073000
2004-10-01,169181700000
2004-10-04,169923725000
2004-10-05,170547026000
2004-10-06,171407775000
2004-10-07,165976152000
2004-10-08,164195292000
2004-10-11,164314016000
2004-10-12,168647442000
2004-10-13,167727331000
2004-10-14,167757012000
2004-10-15,167935098000
2004-10-18,170131492000
2004-10-19,168024141000
2004-10-20,170665750000
2004-10-21,171496818000
2004-10-22,170042449000
2004-10-25,169419148000
2004-10-26,169864363000
2004-10-27,171467137000
2004-10-28,172179481000
2004-10-29,173277678000
2004-11-01,173455764000
2004-11-02,172268524000
2004-11-03,176453545000
2004-11-04,175770882000
2004-11-05,175652158000
2004-11-08,177611104000
2004-11-09,177581423000
2004-11-10,178442172000
2004-11-11,179866860000
2004-11-12,181054100000
2004-11-15,181528996000
2004-11-16,181143143000
2004-11-17,180757290000
2004-11-18,181410272000
2004-11-19,179688774000
2004-11-22,180668247000
2004-11-23,179777817000
2004-11-24,179599731000
2004-11-26,179421645000
2004-11-29,178679620000
2004-11-30,179035792000
2004-12-01,181618039000
2004-12-02,183280175000
2004-12-03,183755071000
2004-12-06,183517623000
2004-12-07,179302921000
2004-12-08,181499315000
2004-12-09,181974211000
2004-12-10,178828025000
2004-12-13,179985584000
2004-12-14,182330383000
2004-12-15,180757290000
2004-12-16,188325945000
2004-12-17,188711798000
2004-12-20,187198067000
2004-12-21,186841895000
2004-12-22,187880730000
2004-12-23,188771160000
2004-12-27,188563393000
2004-12-28,189246056000
2004-12-29,188563393000
2004-12-30,188622755000
2004-12-31,188236902000
2005-01-03,186945090000
2005-01-04,186350670000
2005-01-05,186231786000
2005-01-06,186766764000
2005-01-07,186083181000
2005-01-10,187539510000
2005-01-11,186885648000
2005-01-12,188193372000
2005-01-13,184181037000
2005-01-14,186350670000
2005-01-18,187331463000
2005-01-19,186707322000
2005-01-20,185726529000
2005-01-21,183824385000
2005-01-24,182754429000
2005-01-25,189382212000
2005-01-26,192146265000
2005-01-27,190868262000
2005-01-28,192057102000
2005-01-31,192294870000
2005-02-01,194434782000
2005-02-02,196158600000
2005-02-03,195118365000
2005-02-04,196871904000
2005-02-07,197496045000
2005-02-08,197139393000
2005-02-09,196723299000
2005-02-10,196544973000
2005-02-11,197941859999
2005-02-14,196158600000
2005-02-15,195891111000
2005-02-16,195385854000
2005-02-17,194226734999
2005-02-18,194464503000
2005-02-22,193394546999
2005-02-23,194405061000
2005-02-24,195831669000
2005-02-25,196812462000
2005-02-28,194969759999
2005-03-01,198090465000
2005-03-02,199011815999
2005-03-03,198387675000
2005-03-04,201330054000
2005-03-07,203410524000
2005-03-08,202667499000
2005-03-09,201389496000
2005-03-10,202102800000
2005-03-11,200913959999
2005-03-14,201567821999
2005-03-15,199903446000
2005-03-16,199279305000
2005-03-17,199100979000
2005-03-18,199873725000
2005-03-21,198684884999
2005-03-22,198506559000
2005-03-23,202697220000
2005-03-24,202370289000
2005-03-28,203143034999
2005-03-29,201865032000
2005-03-30,202251405000
2005-03-31,199606236000
2005-04-01,198684884999
2005-04-04,202152126000
2005-04-05,205215037000
2005-04-06,204620297000
2005-04-07,205898988000
2005-04-08,204114768000
2005-04-11,204858193000
2005-04-12,204114768000
2005-04-13,203966083000
2005-04-14,205928725000
2005-04-15,206374780000
2005-04-18,205304248000
2005-04-19,205333985000
2005-04-20,202508969999
2005-04-21,203073973000
2005-04-22,203668713000
2005-04-25,203817398000
2005-04-26,202271074000
2005-04-27,203192921000
2005-04-28,201200542000
2005-04-29,204085031000
2005-05-02,204531086000
2005-05-03,204382401000
2005-05-04,202865814000
2005-05-05,203728187000
2005-05-06,202836076999
2005-05-09,202717129000
2005-05-10,201408701000
2005-05-11,202062915000
2005-05-12,201170805000
2005-05-13,199535269999
2005-05-16,201141068000
2005-05-17,201943967000
2005-05-18,201022119999
2005-05-19,200457117000
2005-05-20,199832640000
2005-05-23,200011062000
2005-05-24,201022119999
2005-05-25,200635539000
2005-05-26,200486854000
2005-05-27,200516591000
2005-05-31,199535269999
2005-06-01,200159747000
2005-06-02,199237900000
2005-06-03,197572628000
2005-06-06,197394206000
2005-06-07,197869998000
2005-06-08,197334732000
2005-06-09,198435001000
2005-06-10,197691576000
2005-06-13,197661839000
2005-06-14,197988946000
2005-06-15,197304994999
2005-06-16,197156310000
2005-06-17,197929472000
2005-06-20,197899735000
2005-06-21,197840261000
2005-06-22,196264200000
2005-06-23,194331294999
2005-06-24,195015246000
2005-06-27,195223405000
2005-06-28,196472358999
2005-06-29,195372090000
2005-06-30,193290500000
2005-07-01,193141815000
2005-07-05,192902809999
2005-07-06,190820590000
2005-07-07,190136432000
2005-07-08,191207288000
2005-07-11,192724334000
2005-07-12,192694588000
2005-07-13,191623732000
2005-07-14,192159159999
2005-07-15,193438238000
2005-07-18,192159159999
2005-07-19,193408492000
2005-07-20,193230015999
2005-07-21,190314908000
2005-07-22,191326271999
2005-07-25,188411164000
2005-07-26,186418182000
2005-07-27,191980684000
2005-07-28,192545858000
2005-07-29,190255416000
2005-08-01,191861700000
2005-08-02,192248398000
2005-08-03,192962302000
2005-08-04,190820590000
2005-08-05,189006084000
2005-08-08,188708624000
2005-08-09,190433892000
2005-08-10,189928210000
2005-08-11,191296526000
2005-08-12,189065576000
2005-08-15,188440910000
2005-08-16,187429546000
2005-08-17,188887100000
2005-08-18,191118050000
2005-08-19,189095322000
2005-08-22,188887100000
2005-08-23,186685896000
2005-08-24,185168850000
2005-08-25,186001738000
2005-08-26,184246724000
2005-08-29,187429546000
2005-08-30,187399800000
2005-08-31,188559894000
2005-09-01,187786498000
2005-09-02,187102340000
2005-09-06,189749734000
2005-09-07,192754080000
2005-09-08,190671859999
2005-09-09,192545858000
2005-09-12,192397128000
2005-09-13,190523130000
2005-09-14,191266780000
2005-09-15,191475002000
2005-09-16,193884428000
2005-09-19,192307890000
2005-09-20,191564240000
2005-09-21,192456620000
2005-09-22,192397128000
2005-09-23,190344654000
2005-09-26,189987702000
2005-09-27,188738370000
2005-09-28,188024466000
2005-09-29,189630750000
2005-09-30,188232688000
2005-10-03,186790376285
2005-10-04,188193244244
2005-10-05,185805383889
2005-10-06,183775702587
2005-10-07,183089192734
2005-10-10,183477220042
2005-10-11,182939951462
2005-10-12,184462212439
2005-10-13,191088524924
2005-10-14,190133380782
2005-10-17,188044002972
2005-10-18,187954458208
2005-10-19,191983972558
2005-10-20,191536248741
2005-10-21,191237766197
2005-10-24,191327310960
2005-10-25,189775201729
2005-10-26,187476886137
2005-10-27,183387675279
2005-10-28,187894761699
2005-10-31,186909769303
2005-11-01,184760694983
2005-11-02,182969799717
2005-11-03,182671317172
2005-11-04,181716173030
2005-11-07,183357827024
2005-11-08,181387842231
2005-11-09,182134048592
2005-11-10,183298130516
2005-11-11,181835566048
2005-11-14,180611787616
2005-11-15,187536582646
2005-11-16,188790209333
2005-11-17,189058843622
2005-11-18,186700831522
2005-11-21,185029329273
2005-11-22,183895095604
2005-11-23,184074185131
2005-11-25,185506901344
2005-11-28,186253107705
2005-11-29,185059177528
2005-11-30,184312971167
2005-12-01,184133881640
2005-12-02,182701165427
2005-12-05,182223593356
2005-12-06,180492394598
2005-12-07,179208919657
2005-12-08,179328312675
2005-12-09,179388009184
2005-12-12,179537250456
2005-12-13,179835733001
2005-12-14,179417857438
2005-12-15,179567098711
2005-12-16,181656476521
2005-12-19,182641468918
2005-12-20,181417690486
2005-12-21,181716173030
2005-12-22,183029496226
2005-12-23,182402682882
2005-12-27,179984974273
2005-12-28,180343153326
2005-12-29,179835733001
2005-12-30,179388009184
2006-01-03,183318435000
2006-01-04,186144210000
2006-01-05,185370840000
2006-01-06,186203700000
2006-01-09,187363755000
2006-01-10,187690950000
2006-01-11,185906250000
2006-01-12,185043645000
2006-01-13,183883590000
2006-01-17,182277360000
2006-01-18,184984155000
2006-01-19,184924665000
2006-01-20,180849600000
2006-01-23,182009655000
2006-01-24,176566320000
2006-01-25,174008250000
2006-01-26,174424680000
2006-01-27,174632895000
2006-01-30,173710800000
2006-01-31,171152730000
2006-02-01,172104570000
2006-02-02,171479925000
2006-02-03,170676810000
2006-02-06,169100325000
2006-02-07,168951600000
2006-02-08,174305700000
2006-02-09,174156975000
2006-02-10,173681055000
2006-02-13,174008250000
2006-02-14,175644225000
2006-02-15,175792950000
2006-02-16,175436010000
2006-02-17,175703715000
2006-02-21,175911930000
2006-02-22,175584735000
2006-02-23,174275955000
2006-02-24,171807120000
2006-02-27,172253295000
2006-02-28,171479925000
2006-03-01,171509670000
2006-03-02,171598905000
2006-03-03,170944515000
2006-03-06,172074825000
2006-03-07,173175390000
2006-03-08,174722130000
2006-03-09,173443095000
2006-03-10,175614480000
2006-03-13,175733460000
2006-03-14,176358105000
2006-03-15,177875100000
2006-03-16,178529490000
2006-03-17,179481330000
2006-03-20,179897760000
2006-03-21,180165465000
2006-03-22,181444500000
2006-03-23,180879345000
2006-03-24,179630055000
2006-03-27,178291530000
2006-03-28,177280200000
2006-03-29,177012495000
2006-03-30,176536575000
2006-03-31,176149890000
2006-04-03,174788180000
2006-04-04,173754280000
2006-04-05,172513600000
2006-04-06,172809000000
2006-04-07,170829820000
2006-04-10,170475340000
2006-04-11,170593500000
2006-04-12,170947980000
2006-04-13,171066140000
2006-04-17,170298100000
2006-04-18,171716020000
2006-04-19,171391080000
2006-04-20,171981880000
2006-04-21,172424980000
2006-04-24,172306820000
2006-04-25,171952340000
2006-04-26,172927160000
2006-04-27,173252100000
2006-04-28,173133940000
2006-05-01,173074860000
2006-05-02,173311180000
2006-05-03,172365900000
2006-05-04,172100040000
2006-05-05,173399800000
2006-05-08,173429340000
2006-05-09,172395440000
2006-05-10,172277280000
2006-05-11,173813360000
2006-05-12,173783820000
2006-05-15,177151380000
2006-05-16,177978500000
2006-05-17,177624020000
2006-05-18,177653560000
2006-05-19,176944600000
2006-05-22,176826440000
2006-05-23,177240000000
2006-05-24,179573660000
2006-05-25,178569300000
2006-05-26,179278260000
2006-05-30,176796900000
2006-05-31,177889880000
2006-06-01,179160100000
2006-06-02,179425960000
2006-06-05,177624020000
2006-06-06,180016760000
2006-06-07,180696180000
2006-06-08,181848240000
2006-06-09,181316520000
2006-06-12,181316520000
2006-06-13,180341700000
2006-06-14,180932500000
2006-06-15,181582380000
2006-06-16,182202720000
2006-06-19,181227900000
2006-06-20,181759620000
2006-06-21,182527660000
2006-06-22,180725720000
2006-06-23,181139280000
2006-06-26,177860340000
2006-06-27,175910700000
2006-06-28,174965420000
2006-06-29,176915060000
2006-06-30,177003680000
2006-07-03,175638000000
2006-07-05,175316800000
2006-07-06,176718400000
2006-07-07,177010400000
2006-07-10,177974000000
2006-07-11,177448400000
2006-07-12,177010400000
2006-07-13,175988400000
2006-07-14,176543200000
2006-07-17,177857200000
2006-07-18,176952000000
2006-07-19,179025200000
2006-07-20,179200400000
2006-07-21,180251600000
2006-07-24,180981600000
2006-07-25,180748000000
2006-07-26,181186000000
2006-07-27,182675200000
2006-07-28,183726400000
2006-07-31,182646000000
2006-08-01,183025600000
2006-08-02,184398000000
2006-08-03,184193600000
2006-08-04,185507600000
2006-08-07,184748400000
2006-08-08,185595200000
2006-08-09,184894400000
2006-08-10,185566000000
2006-08-11,185332400000
2006-08-14,186617200000
2006-08-15,188077200000
2006-08-16,188661200000
2006-08-17,187551600000
2006-08-18,188106400000
2006-08-21,187668400000
2006-08-22,187347200000
2006-08-23,186617200000
2006-08-24,189800000000
2006-08-25,188836400000
2006-08-28,188573600000
2006-08-29,188631999999
2006-08-30,188631999999
2006-08-31,188807200000
2006-09-01,188982400000
2006-09-05,187785200000
2006-09-06,186646400000
2006-09-07,185303200000
2006-09-08,185682800000
2006-09-11,186996800000
2006-09-12,186383600000
2006-09-13,186325200000
2006-09-14,186091600000
2006-09-15,186266800000
2006-09-18,187347200000
2006-09-19,187405600000
2006-09-20,187434800000
2006-09-21,187551600000
2006-09-22,186763200000
2006-09-25,187434800000
2006-09-26,188836400000
2006-09-27,189274399999
2006-09-28,189508000000
2006-09-29,189624800000
2006-10-02,188383478000
2006-10-03,189570100000
2006-10-04,190525186000
2006-10-05,188441362000
2006-10-06,188296652000
2006-10-09,187746754000
2006-10-10,188007231999
2006-10-11,188412419999
2006-10-12,187659928000
2006-10-13,186907436000
2006-10-16,187920406000
2006-10-17,191248736000
2006-10-18,197239730000
2006-10-19,196921368000
2006-10-20,198600004000
2006-10-23,199989219999
2006-10-24,198976250000
2006-10-25,199207786000
2006-10-26,199178843999
2006-10-27,197297614000
2006-10-30,195937340000
2006-10-31,195069080000
2006-11-01,194432356000
2006-11-02,196516180000
2006-11-03,196255702000
2006-11-06,198021164000
2006-11-07,198860481999
2006-11-08,196776658000
2006-11-09,191451330000
2006-11-10,191856518000
2006-11-13,190843548000
2006-11-14,192637952000
2006-11-15,192580068000
2006-11-16,192551126000
2006-11-17,194606008000
2006-11-20,193940342000
2006-11-21,192753719999
2006-11-22,193245734000
2006-11-24,190583069999
2006-11-27,190004230000
2006-11-28,190930374000
2006-11-29,191596040000
2006-11-30,190756722000
2006-12-01,190930374000
2006-12-04,191827576000
2006-12-05,191509214000
2006-12-06,191104026000
2006-12-07,191190852000
2006-12-08,190872490000
2006-12-11,190148940000
2006-12-12,189801636000
2006-12-13,189483274000
2006-12-14,191740750000
2006-12-15,191856518000
2006-12-18,192753719999
2006-12-19,193564096000
2006-12-20,192261706000
2006-12-21,191017200000
2006-12-22,190004230000
2006-12-26,189975288000
2006-12-27,191046142000
2006-12-28,192232764000
2006-12-29,191075084000
2007-01-03,192174880000
2007-01-04,194577066000
2007-01-05,192811604000
2007-01-08,192493242000
2007-01-09,191769692000
2007-01-10,191451330000
2007-01-11,193129966000
2007-01-12,192869488000
2007-01-16,192580068000
2007-01-17,193535154000
2007-01-18,195966281999
2007-01-19,196110992000
2007-01-22,194432356000
2007-01-23,192464300000
2007-01-24,193940342000
2007-01-25,192985256000
2007-01-26,191219793999
2007-01-29,191451330000
2007-01-30,192145938000
2007-01-31,193332560000
2007-02-01,193940342000
2007-02-02,192695836000
2007-02-05,191885460000
2007-02-06,191017200000
2007-02-07,190438360000
2007-02-08,190322592000
2007-02-09,189859519999
2007-02-12,189454331999
2007-02-13,189222796000
2007-02-14,190583069999
2007-02-15,190409418000
2007-02-16,189599042000
2007-02-20,189454331999
2007-02-21,188123000000
2007-02-22,187486276000
2007-02-23,185662930000
2007-02-26,186097060000
2007-02-27,182479310000
2007-02-28,182132006000
2007-03-01,180742790000
2007-03-02,179295690000
2007-03-05,178948386000
2007-03-06,178572140000
2007-03-07,179035212000
2007-03-08,178630024000
2007-03-09,179845588000
2007-03-12,178832618000
2007-03-13,175880534000
2007-03-14,175706882000
2007-03-15,175185926000
2007-03-16,175128042000
2007-03-19,175764766000
2007-03-20,176748794000
2007-03-21,177182924000
2007-03-22,176141012000
2007-03-23,175128042000
2007-03-26,174375550000
2007-03-27,173738826000
2007-03-28,173652000000
2007-03-29,174636028000
2007-03-30,174404492000
2007-04-02,173995510000
2007-04-03,175558864000
2007-04-04,177440679000
2007-04-05,178193405000
2007-04-09,178425013000
2007-04-10,178540817000
2007-04-11,179177739000
2007-04-12,179264592000
2007-04-13,180509485000
2007-04-16,182449202000
2007-04-17,186878705000
2007-04-18,186531293000
2007-04-19,188007794000
2007-04-20,188528912000
2007-04-23,187457725000
2007-04-24,186704999000
2007-04-25,187255068000
2007-04-26,185981224000
2007-04-27,185778567000
2007-04-30,185923322000
2007-05-01,186907656000
2007-05-02,186676048000
2007-05-03,186212831999
2007-05-04,186676048000
2007-05-07,186039126000
2007-05-08,184417870000
2007-05-09,185604861000
2007-05-10,180943750000
2007-05-11,180277877000
2007-05-14,181262211000
2007-05-15,178975082000
2007-05-16,182536055000
2007-05-17,181638574000
2007-05-18,183607242000
2007-05-21,183896752000
2007-05-22,184070458000
2007-05-23,184736331000
2007-05-24,183780948000
2007-05-25,182941369000
2007-05-29,182536055000
2007-05-30,183028222000
2007-05-31,183172977000
2007-06-01,183578291000
2007-06-04,184128360000
2007-06-05,183288781000
2007-06-06,182101790000
2007-06-07,179496200000
2007-06-08,179872563000
2007-06-11,180277877000
2007-06-12,179004033000
2007-06-13,180017318000
2007-06-14,180798995000
2007-06-15,181725427000
2007-06-18,180451583000
2007-06-19,180712142000
2007-06-20,179612004000
2007-06-21,179814661000
2007-06-22,175819423000
2007-06-25,176919561000
2007-06-26,178482915000
2007-06-27,177903895000
2007-06-28,178048650000
2007-06-29,178396062000
2007-07-02,178604245000
2007-07-03,178893015000
2007-07-05,179845956000
2007-07-06,179412801000
2007-07-09,181116544000
2007-07-10,179614940000
2007-07-11,181520822000
2007-07-12,182964672000
2007-07-13,183166811000
2007-07-16,184235260000
2007-07-17,181174298000
2007-07-18,179614940000
2007-07-19,180163603000
2007-07-20,178430983000
2007-07-23,179037400000
2007-07-24,177506919000
2007-07-25,177680181000
2007-07-26,176034192000
2007-07-27,172597829000
2007-07-30,173464139000
2007-07-31,174705850000
2007-08-01,176034192000
2007-08-02,176236331000
2007-08-03,174850235000
2007-08-06,179903710000
2007-08-07,179268416000
2007-08-08,180452373000
2007-08-09,175658791000
2007-08-10,176582855000
2007-08-13,177449165000
2007-08-14,176525101000
2007-08-15,177016010000
2007-08-16,177968951000
2007-08-17,179095154000
2007-08-20,178546491000
2007-08-21,178084459000
2007-08-22,179066277000
2007-08-23,179355047000
2007-08-24,178690876000
2007-08-27,177882320000
2007-08-28,176871625000
2007-08-29,178633122000
2007-08-30,177882320000
2007-08-31,178430983000
2007-09-04,178979646000
2007-09-05,178026705000
2007-09-06,178055582000
2007-09-07,178113336000
2007-09-10,178575368000
2007-09-11,179181785000
2007-09-12,180510127000
2007-09-13,182242747000
2007-09-14,182502640000
2007-09-17,181751838000
2007-09-18,184321891000
2007-09-19,186227773000
2007-09-20,187094083000
2007-09-21,188047024000
2007-09-24,188278040000
2007-09-25,187613869000
2007-09-26,188826703000
2007-09-27,189259858000
2007-09-28,189721890000
2007-10-01,188869384000
2007-10-02,188612380000
2007-10-03,188755159999
2007-10-04,188783716000
2007-10-05,189183500000
2007-10-08,188526712000
2007-10-09,189183500000
2007-10-10,187984148000
2007-10-11,188326820000
2007-10-12,188298264000
2007-10-15,187470140000
2007-10-16,185813891999
2007-10-17,185185659999
2007-10-18,185328440000
2007-10-19,183415188000
2007-10-22,183729304000
2007-10-23,184328980000
2007-10-24,184014864000
2007-10-25,182615620000
2007-10-26,183615080000
2007-10-29,185556888000
2007-10-30,185099991999
2007-10-31,186099452000
2007-11-01,184643096000
2007-11-02,184985768000
2007-11-05,184157644000
2007-11-06,184500316000
2007-11-07,182501396000
2007-11-08,184443204000
2007-11-09,186070896000
2007-11-12,189354836000
2007-11-13,192210436000
2007-11-14,191011084000
2007-11-15,190982528000
2007-11-16,193466900000
2007-11-19,193010004000
2007-11-20,193152784000
2007-11-21,191724984000
2007-11-23,190982528000
2007-11-26,192381772000
2007-11-27,193409788000
2007-11-28,195180259999
2007-11-29,195323040000
2007-11-30,193438344000
2007-12-03,193352675999
2007-12-04,194009464000
2007-12-05,194780475999
2007-12-06,195037480000
2007-12-07,193267008000
2007-12-10,193581124000
2007-12-11,192895780000
2007-12-12,193324120000
2007-12-13,193809572000
2007-12-14,193010004000
2007-12-17,192895780000
2007-12-18,193352675999
2007-12-19,192238991999
2007-12-20,192267548000
2007-12-21,194266468000
2007-12-24,193809572000
2007-12-26,192924336000
2007-12-27,192267548000
2007-12-28,192410328000
2007-12-31,188914410000
2008-01-02,186676893000
2008-01-03,186733539000
2008-01-04,186478632000
2008-01-07,189367578000
2008-01-08,189594162000
2008-01-09,192029940000
2008-01-10,192341493000
2008-01-11,192256524000
2008-01-14,192454785000
2008-01-15,191916648000
2008-01-16,193474413000
2008-01-17,192114909000
2008-01-18,187753167000
2008-01-22,184864221000
2008-01-23,181833660000
2008-01-24,179879373000
2008-01-25,176905458000
2008-01-28,178633161000
2008-01-29,178349931000
2008-01-30,176112414000
2008-01-31,178831422000
2008-02-01,179454528000
2008-02-04,179766081000
2008-02-05,178066701000
2008-02-06,178576515000
2008-02-07,177896763000
2008-02-08,175687569000
2008-02-11,175262724000
2008-02-12,178349931000
2008-02-13,179596143000
2008-02-14,177840117000
2008-02-15,178151670000
2008-02-19,180304218000
2008-02-20,179086329000
2008-02-21,178378254000
2008-02-22,178944714000
2008-02-25,180842355000
2008-02-26,180474156000
2008-02-27,178548192000
2008-02-28,177613533000
2008-02-29,175489308000
2008-03-03,176254029000
2008-03-04,177415272000
2008-03-05,178803099000
2008-03-06,177386949000
2008-03-07,174214773000
2008-03-10,173704959000
2008-03-11,176848812000
2008-03-12,177160365000
2008-03-13,177896763000
2008-03-14,177443595000
2008-03-17,181380492000
2008-03-18,184977513000
2008-03-19,183759624000
2008-03-20,185175774000
2008-03-24,183787947000
2008-03-25,182824965000
2008-03-26,183249810000
2008-03-27,183023226000
2008-03-28,181777014000
2008-03-31,182271726000
2008-04-01,185081526000
2008-04-02,183508038000
2008-04-03,183395646000
2008-04-04,184688154000
2008-04-07,185840172000
2008-04-08,186345935999
2008-04-09,186261642000
2008-04-10,186374034000
2008-04-11,185446800000
2008-04-14,184716252000
2008-04-15,184463370000
2008-04-16,184603860000
2008-04-17,184772448000
2008-04-18,186879798000
2008-04-21,186345935999
2008-04-22,188228502000
2008-04-23,188987148000
2008-04-24,189296226000
2008-04-25,189127638000
2008-04-28,189155735999
2008-04-29,188790462000
2008-04-30,188509482000
2008-05-01,190532538000
2008-05-02,191796948000
2008-05-05,190785420000
2008-05-06,189886284000
2008-05-07,188003718000
2008-05-08,187975620000
2008-05-09,186992190000
2008-05-12,187441757999
2008-05-13,186598818000
2008-05-14,187722738000
2008-05-15,187357464000
2008-05-16,187357464000
2008-05-19,187216974000
2008-05-20,185868270000
2008-05-21,184688154000
2008-05-22,183789018000
2008-05-23,182412216000
2008-05-27,183058470000
2008-05-28,182299824000
2008-05-29,186626916000
2008-05-30,187526052000
2008-06-02,186879798000
2008-06-03,187582248000
2008-06-04,186992190000
2008-06-05,188144207999
2008-06-06,184772448000
2008-06-09,184407174000
2008-06-10,184379076000
2008-06-11,183198960000
2008-06-12,184575762000
2008-06-13,186205446000
2008-06-16,184997232000
2008-06-17,184294782000
2008-06-18,181063512000
2008-06-19,181569276000
2008-06-20,179995788000
2008-06-23,180642042000
2008-06-24,181850256000
2008-06-25,183423744000
2008-06-26,180557748000
2008-06-27,178618986000
2008-06-30,179566506000
2008-07-01,180543321000
2008-07-02,180403776000
2008-07-03,181743408000
2008-07-07,182106225000
2008-07-08,184785488999
2008-07-09,184701762000
2008-07-10,186822846000
2008-07-11,184925034000
2008-07-14,185343669000
2008-07-15,188943930000
2008-07-16,190311471000
2008-07-17,189306747000
2008-07-18,189278837999
2008-07-21,187297299000
2008-07-22,189753291000
2008-07-23,190534743000
2008-07-24,191623194000
2008-07-25,192655827000
2008-07-28,191120832000
2008-07-29,191120832000
2008-07-30,190004472000
2008-07-31,191092923000
2008-08-01,190060289999
2008-08-04,192516282000
2008-08-05,196618905000
2008-08-06,198349262999
2008-08-07,197177085000
2008-08-08,199688895000
2008-08-11,199995894000
2008-08-12,200107530000
2008-08-13,198712080000
2008-08-14,198684171000
2008-08-15,199074897000
2008-08-18,198405081000
2008-08-19,198572535000
2008-08-20,198377172000
2008-08-21,198935352000
2008-08-22,199326078000
2008-08-25,197595720000
2008-08-26,197344538999
2008-08-27,198739988999
2008-08-28,199298169000
2008-08-29,196563087000
2008-09-02,200191257000
2008-09-03,199577259000
2008-09-04,196618905000
2008-09-05,197232903000
2008-09-08,201558798000
2008-09-09,199102806000
2008-09-10,198795807000
2008-09-11,198600444000
2008-09-12,197009631000
2008-09-15,194274549000
2008-09-16,194804820000
2008-09-17,193995459000
2008-09-18,197958537000
2008-09-19,195335091000
2008-09-22,190925469000
2008-09-23,190199835000
2008-09-24,190311471000
2008-09-25,193576824000
2008-09-26,193688460000
2008-09-29,185600670000
2008-09-30,192203504000
2008-10-01,188069797000
2008-10-02,188069797000
2008-10-03,183547688000
2008-10-06,178942350000
2008-10-07,173366007000
2008-10-08,173005348000
2008-10-09,159744194000
2008-10-10,154944655000
2008-10-13,173893124000
2008-10-14,177555200000
2008-10-15,167956122000
2008-10-16,176168050000
2008-10-17,173809895000
2008-10-20,178775892000
2008-10-21,176611938000
2008-10-22,170397506000
2008-10-23,173255035000
2008-10-24,168649697000
2008-10-27,166874145000
2008-10-28,178082317000
2008-10-29,170702679000
2008-10-30,168039351000
2008-10-31,170175562000
2008-11-03,169676188000
2008-11-04,171701427000
2008-11-05,166041855000
2008-11-06,160687456000
2008-11-07,167068346000
2008-11-10,166485743000
2008-11-11,165209565000
2008-11-12,160687456000
2008-11-13,174503470000
2008-11-14,166596715000
2008-11-17,164432761000
2008-11-18,168927127000
2008-11-19,161242316000
2008-11-20,154833683000
2008-11-21,161880405000
2008-11-24,163988873000
2008-11-25,162851410000
2008-11-26,161658461000
2008-11-28,162518494000
2008-12-01,153502019000
2008-12-02,157663469000
2008-12-03,159022876000
2008-12-04,155860174000
2008-12-05,161547489000
2008-12-08,163045611000
2008-12-09,160382283000
2008-12-10,160354540000
2008-12-11,161602975000
2008-12-12,158828675000
2008-12-15,160382283000
2008-12-16,165348280000
2008-12-17,163073354000
2008-12-18,163655957000
2008-12-19,163239812000
2008-12-22,163489499000
2008-12-23,162795924000
2008-12-24,162463008000
2008-12-26,162463008000
2008-12-29,160236149292
2008-12-30,163046826374
2008-12-31,164865499779
2009-01-02,167125063707
2009-01-05,165471724248
2009-01-06,164479720572
2009-01-07,162936603743
2009-01-08,162633491509
2009-01-09,162716158482
2009-01-12,160759706788
2009-01-13,162137489671
2009-01-14,159685036139
2009-01-15,158775699436
2009-01-16,158279697599
2009-01-20,156378357220
2009-01-21,155303686571
2009-01-22,156709025112
2009-01-23,154229015923
2009-01-26,155827244067
2009-01-27,158555254175
2009-01-28,161365931256
2009-01-29,160594372842
2009-01-30,158968589040
2009-02-02,158968589040
2009-02-03,161421042572
2009-02-04,159712591797
2009-02-05,160125926662
2009-02-06,161228152968
2009-02-09,161200597311
2009-02-10,156323245905
2009-02-11,157976585364
2009-02-12,159216589959
2009-02-13,157342805238
2009-02-17,154256571580
2009-02-18,153843236715
2009-02-19,154118793292
2009-02-20,150591669111
2009-02-23,147836103345
2009-02-24,150288556877
2009-02-25,148690328733
2009-02-26,144501868769
2009-02-27,137778288300
2009-03-02,132046711506
2009-03-03,131275153092
2009-03-04,135298279110
2009-03-05,131357820065
2009-03-06,132184489795
2009-03-09,128409364695
2009-03-10,131660932299
2009-03-11,131991600191
2009-03-12,135022722534
2009-03-13,139541850390
2009-03-16,139789851309
2009-03-17,139762295651
2009-03-18,139596961705
2009-03-19,137943622245
2009-03-20,142380083129
2009-03-23,146678765724
2009-03-24,145218315868
2009-03-25,145659206390
2009-03-26,145769429021
2009-03-27,145576539417
2009-03-30,147473820000
2009-03-31,146333200000
2009-04-01,147557280000
2009-04-02,147362540000
2009-04-03,145081300000
2009-04-06,145220400000
2009-04-07,142883520000
2009-04-08,143133900000
2009-04-09,143022620000
