,CL
2023-03-07,59445100000
2023-03-08,59827543999
2023-03-09,59312076000
2023-03-10,59287134000
2023-03-13,59445100000
2023-03-14,60060335999
2023-03-15,60634002000
2023-03-16,60650630000
2023-03-17,60027080000
2023-03-20,60758712000
2023-03-21,60176732000
2023-03-22,59968882000
2023-03-23,59719462000
2023-03-24,61041388000
2023-03-27,61648310000
2023-03-28,61939300000
2023-03-29,61914358000
2023-03-30,62562850000
2023-03-31,62329410000
2023-04-03,62503584000
2023-04-04,61981062000
2023-04-05,62503584000
2023-04-06,62768992000
2023-04-10,62321116000
2023-04-11,63050988000
2023-04-12,63075870000
2023-04-13,63465688000
2023-04-14,62694346000
2023-04-17,62785580000
2023-04-18,62652876000
2023-04-19,62694346000
2023-04-20,63332984000
2023-04-21,63697920000
2023-04-24,64593672000
2023-04-25,64444380000
2023-04-26,63598392000
2023-04-27,64635142000
2023-04-28,66186120000
2023-05-01,66924286000
2023-05-02,67056989999
2023-05-03,67397044000
2023-05-04,67007226000
2023-05-05,66841346000
2023-05-08,66974050000
2023-05-09,66882816000
2023-05-10,67264339999
2023-05-11,67703922000
2023-05-12,67994212000
2023-05-15,67247752000
2023-05-16,66990638000
2023-05-17,66774994000
2023-05-18,66094886000
2023-05-19,66293942000
2023-05-22,65033254000
2023-05-23,63896976000
2023-05-24,63432512000
2023-05-25,63241750000
2023-05-26,63208573999
2023-05-30,62163530000
2023-05-31,61690772000
2023-06-01,62122060000
2023-06-02,63075870000
2023-06-05,63241750000
2023-06-06,62677757999
2023-06-07,62370880000
2023-06-08,62810462000
2023-06-09,62901696000
2023-06-12,62802168000
2023-06-13,62404055999
2023-06-14,62553348000
2023-06-15,63697920000
2023-06-16,64510732000
2023-06-20,64378028000
2023-06-21,64378028000
2023-06-22,64693200000
2023-06-23,63955034000
2023-06-26,63565216000
2023-06-27,62810462000
2023-06-28,62959754000
2023-06-29,63498864000
2023-06-30,63604224000
2023-07-03,63686784000
2023-07-05,63463872000
2023-07-06,63496896000
2023-07-07,62407104000
2023-07-10,62654784000
2023-07-11,62241984000
2023-07-12,62052096000
2023-07-13,62630016000
2023-07-14,63108864000
2023-07-17,62398848000
2023-07-18,62613504000
2023-07-19,63092352000
2023-07-20,63571200000
2023-07-21,63728064000
2023-07-24,63967488000
2023-07-25,64264704000
2023-07-26,64363775999
2023-07-27,63662016000
2023-07-28,62431872000
2023-07-31,62960256000
2023-08-01,63273984000
2023-08-02,64017024000
2023-08-03,63224448000
2023-08-04,62960256000
2023-08-07,63488640000
2023-08-08,63018048000
2023-08-09,63150143999
2023-08-10,62976768000
2023-08-11,63488640000
2023-08-14,62514432000
2023-08-15,61622784000
2023-08-16,61441152000
2023-08-17,61094400000
2023-08-18,61548480000
2023-08-21,60929280000
2023-08-22,60689856000
2023-08-23,60689856000
2023-08-24,60532991999
2023-08-25,60954048000
2023-08-28,60797184000
2023-08-29,60656832000
2023-08-30,60970559999
2023-08-31,60656832000
2023-09-01,60491712000
2023-09-05,60087168000
2023-09-06,59707391999
2023-09-07,60731136000
2023-09-08,60433920000
2023-09-11,61053120000
2023-09-12,59872512000
2023-09-13,60128448000
2023-09-14,60648575999
2023-09-15,60409152000
2023-09-18,60970559999
2023-09-19,60450432000
2023-09-20,60896256000
2023-09-21,60450432000
2023-09-22,59814720000
2023-09-25,59624832000
2023-09-26,59443200000
2023-09-27,58658880000
2023-09-28,58873536000
2023-09-29,58708416000
2023-10-02,58263784000
2023-10-03,58024998000
2023-10-04,58099104000
2023-10-05,57036918000
2023-10-06,57168662000
2023-10-09,57069854000
2023-10-10,57218065999
2023-10-11,56707558000
2023-10-12,57390980000
2023-10-13,58420230000
2023-10-16,59408310000
2023-10-17,59350672000
2023-10-18,60165837999
2023-10-19,60264646000
2023-10-20,60330518000
2023-10-23,59251863999
2023-10-24,59976456000
2023-10-25,60445794000
2023-10-26,60174072000
2023-10-27,59111886000
2023-10-30,60832792000
2023-10-31,61853808000
2023-11-01,61697362000
2023-11-02,61590320000
2023-11-03,61606787999
2023-11-06,61927913999
2023-11-07,61944382000
2023-11-08,61952615999
2023-11-09,61870276000
2023-11-10,62109062000
2023-11-13,62537230000
2023-11-14,63121844000
2023-11-15,62141998000
2023-11-16,62561932000
2023-11-17,62232572000
2023-11-20,62141998000
2023-11-21,63047737999
2023-11-22,63632352000
2023-11-24,63657054000
2023-11-27,63492374000
2023-11-28,64118158000
2023-11-29,64126392000
2023-11-30,64859218000
2023-12-01,64801580000
2023-12-04,65032132000
2023-12-05,63961712000
2023-12-06,63788798000
2023-12-07,63912308000
2023-12-08,63541778000
2023-12-11,63928776000
2023-12-12,64711006000
2023-12-13,65369726000
2023-12-14,62800718000
2023-12-15,63385332000
2023-12-18,64274604000
2023-12-19,64332242000
2023-12-20,63689989999
2023-12-21,64151094000
2023-12-22,64636900000
2023-12-26,65081536000
2023-12-27,65130939999
2023-12-28,65246215999
2023-12-29,65633213999
2024-01-02,66416416000
2024-01-03,65733492000
2024-01-04,66103752000
2024-01-05,65807544000
2024-01-08,66153120000
2024-01-09,66498695999
2024-01-10,66276540000
2024-01-11,66284768000
2024-01-12,66572748000
2024-01-16,66177804000
2024-01-17,66613887999
2024-01-18,66506924000
2024-01-19,66136664000
2024-01-22,66169576000
2024-01-23,66984148000
2024-01-24,65889824000
2024-01-25,66827816000
2024-01-26,68152524000
2024-01-29,69082288000
2024-01-30,69304444000
2024-01-31,69279760000
2024-02-01,70859536000
2024-02-02,69625336000
2024-02-05,69189252000
2024-02-06,68901272000
2024-02-07,69000008000
2024-02-08,69329128000
2024-02-09,68670887999
2024-02-12,68753168000
2024-02-13,68679116000
2024-02-14,68876588000
2024-02-15,68761396000
2024-02-16,68687344000
2024-02-20,69617108000
2024-02-21,70193068000
2024-02-22,70760800000
2024-02-23,70966500000
2024-02-26,70884220000
2024-02-27,71098148000
2024-02-28,71427268000
2024-02-29,71188656000
2024-03-01,71163972000
2024-03-04,71443724000
2024-03-05,71361444000
2024-03-06,71731704000
2024-03-07,72521592000
2024-03-08,72463996000
2024-03-11,72513364000
2024-03-12,73031728000
2024-03-13,73393760000
2024-03-14,72694380000
2024-03-15,72776660000
2024-03-18,72628556000
2024-03-19,73039956000
2024-03-20,72694380000
2024-03-21,73039956000
2024-03-22,73393760000
2024-03-25,72932992000
2024-03-26,73146920000
2024-03-27,74010860000
2024-03-28,74093140000
2024-04-01,73278568000
2024-04-02,73278568000
2024-04-03,72488680000
2024-04-04,71912720000
2024-04-05,72307664000
2024-04-08,72176016000
2024-04-09,72118420000
2024-04-10,71221568000
2024-04-11,70760800000
2024-04-12,70637380000
2024-04-15,70900676000
2024-04-16,70900676000
2024-04-17,71377900000
2024-04-18,71344988000
2024-04-19,71690564000
2024-04-22,72677924000
2024-04-23,72883624000
2024-04-24,73122236000
2024-04-25,73467812000
2024-04-26,74883028000
2024-04-29,74455172000
2024-04-30,75631776000
2024-05-01,75615320000
2024-05-02,76446348000
2024-05-03,76421664000
2024-05-06,76668504000
2024-05-07,77409024000
2024-05-08,76907116000
2024-05-09,77409024000
2024-05-10,78248280000
2024-05-13,77721688000
2024-05-14,77812196000
2024-05-15,77779284000
2024-05-16,77779284000
2024-05-17,77450164000
2024-05-20,77664092000
2024-05-21,78305876000
2024-05-22,77968528000
2024-05-23,77121044000
2024-05-24,76767240000
2024-05-28,75648232000
2024-05-29,75113412000
2024-05-30,74817204000
2024-05-31,76487488000
2024-06-03,76084316000
2024-06-04,77186868000
2024-06-05,77063448000
2024-06-06,77326744000
2024-06-07,77252692000
2024-06-10,77260920000
2024-06-11,77310288000
2024-06-12,76709644000
2024-06-13,77968528000
2024-06-14,77853336000
2024-06-17,78947660000
2024-06-18,79819828000
2024-06-20,79770460000
2024-06-21,80033756000
2024-06-24,81448972000
2024-06-25,81210360000
2024-06-26,80823644000
2024-06-27,80774276000
2024-06-28,79844512000
2024-07-01,78610312000
2024-07-02,79087536000
2024-07-03,78898292000
2024-07-05,79852740000
2024-07-08,80288824000
2024-07-09,79844512000
2024-07-10,80132492000
2024-07-11,80436928000
2024-07-12,80691996000
2024-07-15,80017300000
2024-07-16,80140720000
2024-07-17,81778092000
2024-07-18,81054028000
2024-07-19,80700224000
2024-07-22,80593260000
2024-07-23,79441340000
2024-07-24,79183020000
2024-07-25,79092853000
2024-07-26,81469983000
2024-07-29,82691336000
2024-07-30,82371653000
2024-07-31,81306043000
2024-08-01,82732321000
2024-08-02,84273357000
2024-08-05,82765109000
2024-08-06,84150402000
2024-08-07,83961871000
2024-08-08,84191387000
2024-08-09,83666779000
