,RL
2023-03-07,7724312000
2023-03-08,7718336000
2023-03-09,7616080000
2023-03-10,7525112000
2023-03-13,7351808000
2023-03-14,7424848000
2023-03-15,7412896000
2023-03-16,7448752000
2023-03-17,7365088000
2023-03-20,7440784000
2023-03-21,7604792000
2023-03-22,7429496000
2023-03-23,7399616000
2023-03-24,7376376000
2023-03-27,7488592000
2023-03-28,7675840000
2023-03-29,7743568000
2023-03-30,7588192000
2023-03-31,7746888000
2023-04-03,7744568000
2023-04-04,7614086000
2023-04-05,7502056000
2023-04-06,7384754000
2023-04-10,7704369000
2023-04-11,7935678000
2023-04-12,7792675000
2023-04-13,7906682000
2023-04-14,7912613000
2023-04-17,7778836000
2023-04-18,7734024000
2023-04-19,7705028000
2023-04-20,7629243000
2023-04-21,7585749000
2023-04-24,7652967000
2023-04-25,7409137000
2023-04-26,7380141000
2023-04-27,7561366000
2023-04-28,7564661000
2023-05-01,7492830000
2023-05-02,7413750000
2023-05-03,7403865000
2023-05-04,7238456000
2023-05-05,7502056000
2023-05-08,7363666000
2023-05-09,7296448000
2023-05-10,7233184000
2023-05-11,7312923000
2023-05-12,7404524000
2023-05-15,7463175000
2023-05-16,7214732000
2023-05-17,7380800000
2023-05-18,7432202000
2023-05-19,7191008000
2023-05-22,7171238000
2023-05-23,7114564000
2023-05-24,7131698000
2023-05-25,7512600000
2023-05-26,7430884000
2023-05-30,7204188000
2023-05-31,7005829000
2023-06-01,6991331000
2023-06-02,7419022000
2023-06-05,7458562000
2023-06-06,7610791000
2023-06-07,7844077000
2023-06-08,7758407000
2023-06-09,7732047000
2023-06-12,7796629000
2023-06-13,7948858000
2023-06-14,8022666000
2023-06-15,8004873000
2023-06-16,8117562000
2023-06-20,8130742000
2023-06-21,8148535000
2023-06-22,8091202000
2023-06-23,7882958000
2023-06-26,7822989000
2023-06-27,8006850000
2023-06-28,8043754000
2023-06-29,8112949000
2023-06-30,8125470000
2023-07-03,8114063876
2023-07-05,8170479875
2023-07-06,8114063876
2023-07-07,8039279877
2023-07-10,8445999871
2023-07-11,8583759869
2023-07-12,8488639870
2023-07-13,8310207873
2023-07-14,8224927874
2023-07-17,8264943874
2023-07-18,8419103871
2023-07-19,8436159871
2023-07-20,8344975872
2023-07-21,8276095873
2023-07-24,8430911871
2023-07-25,8406639871
2023-07-26,8414511871
2023-07-27,8296431873
2023-07-28,8375807872
2023-07-31,8615247868
2023-08-01,8646079868
2023-08-02,8625087868
2023-08-03,8672975867
2023-08-04,8642143868
2023-08-07,8634271868
2023-08-08,8537839869
2023-08-09,8428943871
2023-08-10,8022879877
2023-08-11,7967775878
2023-08-14,7942191878
2023-08-15,7847727880
2023-08-16,7724399882
2023-08-17,7656831883
2023-08-18,7572207884
2023-08-21,7547279884
2023-08-22,7419359886
2023-08-23,7458719886
2023-08-24,7379343887
2023-08-25,7337359888
2023-08-28,7464623886
2023-08-29,7601071884
2023-08-30,7622063883
2023-08-31,7650927883
2023-09-01,7762447881
2023-09-05,7697503882
2023-09-06,7719151882
2023-09-07,7628623883
2023-09-08,7671919883
2023-09-11,7641743883
2023-09-12,7702095882
2023-09-13,7492175885
2023-09-14,7546623884
2023-09-15,7469215886
2023-09-18,7525631885
2023-09-19,7493487885
2023-09-20,7548591884
2023-09-21,7362943887
2023-09-22,7356383887
2023-09-25,7424607886
2023-09-26,7441007886
2023-09-27,7561055884
2023-09-28,7569583884
2023-09-29,7615503883
2023-10-02,7536100000
2023-10-03,7301450000
2023-10-04,7390500000
2023-10-05,7292350000
2023-10-06,7387900000
2023-10-09,7424300000
2023-10-10,7294950000
2023-10-11,7268300000
2023-10-12,7137650000
2023-10-13,7122050000
2023-10-16,7268950000
2023-10-17,7544550000
2023-10-18,7560150000
2023-10-19,7608250000
2023-10-20,7526350000
2023-10-23,7543900000
2023-10-24,7584200000
2023-10-25,7419750000
2023-10-26,7362550000
2023-10-27,7138300000
2023-10-30,7283900000
2023-10-31,7314450000
2023-11-01,7244250000
2023-11-02,7313800000
2023-11-03,7486050000
2023-11-06,7359300000
2023-11-07,7335900000
2023-11-08,7570550000
2023-11-09,7578350000
2023-11-10,7515300000
2023-11-13,7498400000
2023-11-14,7828600000
2023-11-15,8054800000
2023-11-16,7845500000
2023-11-17,7913750000
2023-11-20,7967050000
2023-11-21,7917000000
2023-11-22,7973550000
2023-11-24,8095100000
2023-11-27,8173750000
2023-11-28,8230950000
2023-11-29,8414249999
2023-11-30,8409700000
2023-12-01,8685950000
2023-12-04,8396049999
2023-12-05,8391500000
2023-12-06,8416199999
2023-12-07,8526049999
2023-12-08,8564399999
2023-12-11,8726250000
2023-12-12,8797100000
2023-12-13,8995350000
2023-12-14,9220250000
2023-12-15,9168250000
2023-12-18,9333350000
2023-12-19,9516650000
2023-12-20,9460750000
2023-12-21,9614800000
2023-12-22,9455550000
2023-12-26,9486750000
2023-12-27,9465950000
2023-12-28,9470500000
2023-12-29,9373000000
2024-01-02,9491950000
2024-01-03,9268350000
2024-01-04,9271600000
2024-01-05,9289800000
2024-01-08,9444500000
2024-01-09,9302150000
2024-01-10,9344400000
2024-01-11,9264450000
2024-01-12,8971300000
2024-01-16,8945300000
2024-01-17,8894600000
2024-01-18,8970000000
2024-01-19,8975850000
2024-01-22,9105850000
2024-01-23,9070100000
2024-01-24,9036950000
2024-01-25,9220250000
2024-01-26,9366500000
2024-01-29,9454250000
2024-01-30,9519900000
2024-01-31,9338550000
2024-02-01,9513400000
2024-02-02,9605050000
2024-02-05,9582950000
2024-02-06,9577100000
2024-02-07,9564100000
2024-02-08,11170250000
2024-02-09,11375650000
2024-02-12,11557000000
2024-02-13,11397750000
2024-02-14,11550500000
2024-02-15,11775400000
2024-02-16,11755250000
2024-02-20,11917750000
2024-02-21,11965200000
2024-02-22,12163450000
2024-02-23,12248600000
2024-02-26,12154350000
2024-02-27,11869000000
2024-02-28,11940500000
2024-02-29,12084800000
2024-03-01,12024350000
2024-03-04,11581700000
2024-03-05,11720800000
2024-03-06,11649300000
2024-03-07,11681150000
2024-03-08,11441950000
2024-03-11,11595350000
2024-03-12,11729250000
2024-03-13,11882650000
2024-03-14,11846900000
2024-03-15,11804000000
2024-03-18,11894350000
2024-03-19,11980150000
2024-03-20,12370800000
2024-03-21,12377300000
2024-03-22,12194000000
2024-03-25,11887200000
2024-03-26,11887850000
2024-03-27,12122500000
2024-03-28,12204400000
2024-04-01,12000300000
2024-04-02,11452350000
2024-04-03,11254100000
2024-04-04,11124100000
2024-04-05,11176750000
2024-04-08,11092900000
2024-04-09,11029200000
2024-04-10,10820550000
2024-04-11,10726300000
2024-04-12,10418850000
2024-04-15,10410400000
2024-04-16,10457850000
2024-04-17,10351250000
2024-04-18,10226450000
2024-04-19,10299900000
2024-04-22,10528050000
2024-04-23,10925200000
2024-04-24,10933650000
2024-04-25,10850450000
2024-04-26,10821200000
2024-04-29,10856950000
2024-04-30,10636600000
2024-05-01,10635300000
2024-05-02,10719800000
2024-05-03,10831600000
2024-05-06,10832900000
2024-05-07,10836800000
2024-05-08,10735400000
2024-05-09,10922600000
2024-05-10,10864750000
2024-05-13,10764650000
2024-05-14,10810150000
2024-05-15,10853700000
2024-05-16,10795850000
2024-05-17,10912200000
2024-05-20,10734242000
2024-05-21,10802400000
2024-05-22,10558060000
2024-05-23,10903351000
2024-05-24,11152835000
2024-05-28,11654375000
2024-05-29,11793906000
2024-05-30,11923792000
2024-05-31,12016384000
2024-06-03,11913504000
2024-06-04,11647302000
2024-06-05,11857563000
2024-06-06,11701314000
2024-06-07,11687811000
2024-06-10,12108976000
2024-06-11,11979733000
2024-06-12,11978447000
2024-06-13,11979090000
2024-06-14,11553424000
2024-06-17,11762399000
2024-06-18,11695527000
2024-06-20,11868494000
2024-06-21,11741823000
2024-06-24,11828628000
2024-06-25,11718032000
2024-06-26,11563712000
2024-06-27,11308441000
2024-06-28,11256358000
2024-07-01,11064101000
2024-07-02,10849982000
2024-07-03,10784396000
2024-07-05,10845481000
2024-07-08,11385601000
2024-07-09,11541207000
2024-07-10,11508414000
2024-07-11,11827342000
2024-07-12,11675594000
2024-07-15,10999158000
2024-07-16,11136117000
2024-07-17,10912996000
2024-07-18,10787611000
2024-07-19,10629433000
2024-07-22,10815903000
2024-07-23,10738743000
2024-07-24,10539413000
2024-07-25,10361302000
2024-07-26,10808830000
2024-07-29,11157979000
2024-07-30,11132259000
2024-07-31,11290437000
2024-08-01,11098180000
2024-08-02,10570920000
2024-08-05,10099360000
2024-08-06,10424840000
2024-08-07,10073448000
2024-08-08,10214384000
2024-08-09,10248512000
