,RL
2004-08-25,3688448400
2004-08-26,3671245760
2004-08-27,3698567599
2004-08-30,3690472240
2004-08-31,3696543760
2004-09-01,3722853680
2004-09-02,3845296000
2004-09-03,3890832400
2004-09-07,3850355599
2004-09-08,3814938400
2004-09-09,3789640400
2004-09-10,3836188719
2004-09-13,3823033760
2004-09-14,3814938400
2004-09-15,3789640400
2004-09-16,3713746400
2004-09-17,3713746400
2004-09-20,3728925200
2004-09-21,3740056320
2004-09-22,3744104000
2004-09-23,3738032480
2004-09-24,3754223200
2004-09-27,3656066960
2004-09-28,3718806000
2004-09-29,3736008640
2004-09-30,3680353039
2004-10-01,3742080159
2004-10-04,3790531200
2004-10-05,3744678000
2004-10-06,3693730000
2004-10-07,3677426640
2004-10-08,3591834000
2004-10-11,3611194240
2004-10-12,3522544720
2004-10-13,3532734320
2004-10-14,3568397920
2004-10-15,3571454799
2004-10-18,3540886000
2004-10-19,3539867040
2004-10-20,3528658480
2004-10-21,3670293920
2004-10-22,3602023600
2004-10-25,3679464560
2004-10-26,3749772799
2004-10-27,3780341600
2004-10-28,3763019280
2004-10-29,3763019280
2004-11-01,3800720799
2004-11-02,3822118960
2004-11-03,3964773359
2004-11-04,3996361120
2004-11-05,3956621680
2004-11-08,3941337280
2004-11-09,3947451040
2004-11-10,4010626560
2004-11-11,4027948880
2004-11-12,4019797200
2004-11-15,4066669359
2004-11-16,4055460799
2004-11-17,4062593519
2004-11-18,4144110320
2004-11-19,4103351920
2004-11-22,4063612480
2004-11-23,4068707280
2004-11-24,4104370880
2004-11-26,4121693200
2004-11-29,4108446720
2004-11-30,4013683440
2004-12-01,4098257120
2004-12-02,4141053440
2004-12-03,4139015519
2004-12-06,4022854079
2004-12-07,3968849200
2004-12-08,3961716480
2004-12-09,3942356240
2004-12-10,4010626560
2004-12-13,4009607600
2004-12-14,4060555600
2004-12-15,4037119519
2004-12-16,4075840000
2004-12-17,4003493840
2004-12-20,3992285280
2004-12-21,3996361120
2004-12-22,4041195359
2004-12-23,4131882799
2004-12-27,4157356799
2004-12-28,4238873600
2004-12-29,4269442400
2004-12-30,4256195920
2004-12-31,4340769600
2005-01-03,4281573999
2005-01-04,4234456200
2005-01-05,4188362700
2005-01-06,4202702900
2005-01-07,4206800100
2005-01-10,4199630000
2005-01-11,4187338400
2005-01-12,4197581399
2005-01-13,4294889900
2005-01-14,4315375900
2005-01-18,4315375900
2005-01-19,4251869300
2005-01-20,4148415000
2005-01-21,4108467300
2005-01-24,3997842900
2005-01-25,3893364300
2005-01-26,3973259700
2005-01-27,3994770000
2005-01-28,3994770000
2005-01-31,3989648500
2005-02-01,3952773700
2005-02-02,4015256000
2005-02-03,3964041000
2005-02-04,3963016700
2005-02-07,4009110200
2005-02-08,3984527000
2005-02-09,3933312000
2005-02-10,3911801700
2005-02-11,3960968100
2005-02-14,3948676499
2005-02-15,4041887800
2005-02-16,4093102800
2005-02-17,4072616800
2005-02-18,4072616800
2005-02-22,4028571900
2005-02-23,4021401800
2005-02-24,4061349500
2005-02-25,4048033600
2005-02-28,4035742000
2005-03-01,4120758899
2005-03-02,4134074800
2005-03-03,4134074800
2005-03-04,4128953300
2005-03-07,4142269200
2005-03-08,4123831800
2005-03-09,4148415000
2005-03-10,4174022500
2005-03-11,4184265500
2005-03-14,4199630000
2005-03-15,4210897300
2005-03-16,4201678600
2005-03-17,4174022500
2005-03-18,4184265500
2005-03-21,4156609400
2005-03-22,4149439300
2005-03-23,4127928999
2005-03-24,4100272900
2005-03-28,3971211100
2005-03-29,3885169900
2005-03-30,3901558700
2005-03-31,3974283999
2005-04-01,3934336299
2005-04-04,3964470000
2005-04-05,3997430000
2005-04-06,3991250000
2005-04-07,4006700000
2005-04-08,3971680000
2005-04-11,3946960000
2005-04-12,3977859999
2005-04-13,3961380000
2005-04-14,3829540000
2005-04-15,3685340000
2005-04-18,3702850000
2005-04-19,3783189999
2005-04-20,3754350000
2005-04-21,3796580000
2005-04-22,3683280000
2005-04-25,3719330000
2005-04-26,3811000000
2005-04-27,3812030000
2005-04-28,3666800000
2005-04-29,3615300000
2005-05-02,3687399999
2005-05-03,3710060000
2005-05-04,3750229999
2005-05-05,3785250000
2005-05-06,3769800000
2005-05-09,3815120000
2005-05-10,3743020000
2005-05-11,3738899999
2005-05-12,3651350000
2005-05-13,3646200000
2005-05-16,3820270000
2005-05-17,3811000000
2005-05-18,3850140000
2005-05-19,3860439999
2005-05-20,3864560000
2005-05-23,3920180000
2005-05-24,3997430000
2005-05-25,3952109999
2005-05-26,3932540000
2005-05-27,3965500000
2005-05-31,3991250000
2005-06-01,4075710000
2005-06-02,4146780000
2005-06-03,4087040000
2005-06-06,4116910000
2005-06-07,4120000000
2005-06-08,4108670000
2005-06-09,4177680000
2005-06-10,4543330000
2005-06-13,4475350000
2005-06-14,4414580000
2005-06-15,4443420000
2005-06-16,4449600000
2005-06-17,4501100000
2005-06-20,4487710000
2005-06-21,4494920000
2005-06-22,4496980000
2005-06-23,4403250000
2005-06-24,4334240000
2005-06-27,4340420000
2005-06-28,4480500000
2005-06-29,4448570000
2005-06-30,4440330000
2005-07-01,4511400000
2005-07-05,4627522000
2005-07-06,4574380000
2005-07-07,4529574000
2005-07-08,4932828000
2005-07-11,4938038000
2005-07-12,5037028000
2005-07-13,4996390000
2005-07-14,5021398000
2005-07-15,5015146000
2005-07-18,4946374000
2005-07-19,4994306000
2005-07-20,5053700000
2005-07-21,5091212000
2005-07-22,5158942000
2005-07-25,5136018000
2005-07-26,5126640000
2005-07-27,5137060000
2005-07-28,5157900000
2005-07-29,5130808000
2005-08-01,5137060000
2005-08-02,5182908000
2005-08-03,5247512000
2005-08-04,5042238000
2005-08-05,5180824000
2005-08-08,5224588000
2005-08-09,5416316000
2005-08-10,5470500000
2005-08-11,5480920000
2005-08-12,5437156000
2005-08-15,5366300000
2005-08-16,5266268000
2005-08-17,5261058000
2005-08-18,5267310000
2005-08-19,5183950000
2005-08-22,5096422000
2005-08-23,5221462000
2005-08-24,5191244000
2005-08-25,5233966000
2005-08-26,5157900000
2005-08-29,5120388000
2005-08-30,5131850000
2005-08-31,5163110000
2005-09-01,5012020000
2005-09-02,4933870000
2005-09-06,5022440000
2005-09-07,5141228000
2005-09-08,5198538000
2005-09-09,5198538000
2005-09-12,5393392000
2005-09-13,5332956000
2005-09-14,5293360000
2005-09-15,5288150000
2005-09-16,5262100000
2005-09-19,5194370000
2005-09-20,4991180000
2005-09-21,4836964000
2005-09-22,4948458000
2005-09-23,5068288000
2005-09-26,5168320000
2005-09-27,5281898000
2005-09-28,5153732000
2005-09-29,5227714000
2005-09-30,5241260000
2005-10-03,5252799000
2005-10-04,5283162000
2005-10-05,5271645000
2005-10-06,5355405000
2005-10-07,5496750000
2005-10-10,5405661000
2005-10-11,5418225000
2005-10-12,5255940000
2005-10-13,5157522000
2005-10-14,5312478000
2005-10-17,5348076000
2005-10-18,5326089000
2005-10-19,5408802000
2005-10-20,5460105000
2005-10-21,5483139000
2005-10-24,5572134000
2005-10-25,5436024000
2005-10-26,5379486000
2005-10-27,5080044000
2005-10-28,5089467000
2005-10-31,5151240000
2005-11-01,5164851000
2005-11-02,5245470000
2005-11-03,5460105000
2005-11-04,5737560000
2005-11-07,5755359000
2005-11-08,5698821000
2005-11-09,5626578000
2005-11-10,5674740000
2005-11-11,5710338000
2005-11-14,5711385000
2005-11-15,5528160000
2005-11-16,5549100000
2005-11-17,5695680000
2005-11-18,5713479000
2005-11-21,5677881000
2005-11-22,5662176000
2005-11-23,5671599000
2005-11-25,5737560000
2005-11-28,5579463000
2005-11-29,5640189000
2005-11-30,5611920000
2005-12-01,5619249000
2005-12-02,5598309000
2005-12-05,5412990000
2005-12-06,5495703000
2005-12-07,5423460000
2005-12-08,5499891000
2005-12-09,5488374000
2005-12-12,5415084000
2005-12-13,5476857000
2005-12-14,5538630000
2005-12-15,5478951000
2005-12-16,5460105000
2005-12-19,5467434000
2005-12-20,5520831000
2005-12-21,5745936000
2005-12-22,5834931000
2005-12-23,5906127000
2005-12-27,5827602000
2005-12-28,5901939000
2005-12-29,5877858000
2005-12-30,5877858000
2006-01-03,5843648000
2006-01-04,5847840000
2006-01-05,5892904000
2006-01-06,5918056000
2006-01-09,5925392000
2006-01-10,5944256000
2006-01-11,5937968000
2006-01-12,5922248000
2006-01-13,5870896000
2006-01-17,5795440000
2006-01-18,5780768000
2006-01-19,5674920000
2006-01-20,5553352000
2006-01-23,5630904000
2006-01-24,5708456000
2006-01-25,5750376000
2006-01-26,5881376000
2006-01-27,5961024000
2006-01-30,5978840000
2006-01-31,5935872000
2006-02-01,5905480000
2006-02-02,5903384000
2006-02-03,6033336000
2006-02-06,6022856000
2006-02-07,5677016000
2006-02-08,5821640000
2006-02-09,5822688000
2006-02-10,5800680000
2006-02-13,5764000000
2006-02-14,5967312000
2006-02-15,6033336000
2006-02-16,6003992000
2006-02-17,5913864000
2006-02-21,5865656000
2006-02-22,5963120000
2006-02-23,5988272000
2006-02-24,6078400000
2006-02-27,6157000000
2006-02-28,6074208000
2006-03-01,6208352000
2006-03-02,6169576000
2006-03-03,6155952000
2006-03-06,6033336000
2006-03-07,6034384000
2006-03-08,6089928000
2006-03-09,6087832000
2006-03-10,6109840000
2006-03-13,6084688000
2006-03-14,6143376000
2006-03-15,6157000000
2006-03-16,6143376000
2006-03-17,6271232000
2006-03-20,6385464000
2006-03-21,6360312000
2006-03-22,6403280000
2006-03-23,6442056000
2006-03-24,6364504000
2006-03-27,6330968000
2006-03-28,6314200000
2006-03-29,6329920000
2006-03-30,6301624000
2006-03-31,6351928000
2006-04-03,6310204000
2006-04-04,6287082000
2006-04-05,6415304000
2006-04-06,6474160000
2006-04-07,6434222000
2006-04-10,6267113000
2006-04-11,6299694000
2006-04-12,6271317000
2006-04-13,6268164000
2006-04-17,6219818000
2006-04-18,6321765000
2006-04-19,6341734000
2006-04-20,6443681000
2006-04-21,6460497000
2006-04-24,6522506000
2006-04-25,6500435000
2006-04-26,6458395000
2006-04-27,6467854000
2006-04-28,6381672000
2006-05-01,6430018000
2006-05-02,6380621000
2006-05-03,6376417000
2006-05-04,6510945000
2006-05-05,6438426000
2006-05-08,6428967000
2006-05-09,6349091000
2006-05-10,6376417000
2006-05-11,6317561000
2006-05-12,6234532000
2006-05-15,6181982000
2006-05-16,6181982000
2006-05-17,6078984000
2006-05-18,5922385000
2006-05-19,5970731000
2006-05-22,5864580000
2006-05-23,5712185000
2006-05-24,5853019000
2006-05-25,5896110000
2006-05-26,5921334000
2006-05-30,5775245000
2006-05-31,5938150000
2006-06-01,5992802000
2006-06-02,5969680000
2006-06-05,5868784000
2006-06-06,5897161000
2006-06-07,5920283000
2006-06-08,5837254000
2006-06-09,5803622000
2006-06-12,5621799000
2006-06-13,5518801000
2006-06-14,5566096000
2006-06-15,5748970000
2006-06-16,5990700000
2006-06-19,5826744000
2006-06-20,5754225000
2006-06-21,5807826000
2006-06-22,5737409000
2006-06-23,5733205000
2006-06-26,5729001000
2006-06-27,5643870000
2006-06-28,5603932000
2006-06-29,5743715000
2006-06-30,5769990000
2006-07-03,5679575000
2006-07-05,5546860000
2006-07-06,5529095000
2006-07-07,5474755000
2006-07-10,5431910000
2006-07-11,5401605000
2006-07-12,5187380000
2006-07-13,5130950000
2006-07-14,5046305000
2006-07-17,5002415000
2006-07-18,4859250000
2006-07-19,5197830000
2006-07-20,5081835000
2006-07-21,5005550000
2006-07-24,5789300000
2006-07-25,6023380000
2006-07-26,5897980000
2006-07-27,5826920000
2006-07-28,5998300000
2006-07-31,5960680000
2006-08-01,5818560000
2006-08-02,5912610000
2006-08-03,6053685000
2006-08-04,6085035000
2006-08-07,6097575000
2006-08-08,6147735000
2006-08-09,6008750000
2006-08-10,6064135000
2006-08-11,5918880000
2006-08-14,5980535000
2006-08-15,6079810000
2006-08-16,6247010000
2006-08-17,6151915000
2006-08-18,6161320000
2006-08-21,6113250000
2006-08-22,6087125000
2006-08-23,6024425000
2006-08-24,5983670000
2006-08-25,5984715000
2006-08-28,6074585000
2006-08-29,6199985000
2006-08-30,6137285000
2006-08-31,6164455000
2006-09-01,6202075000
2006-09-05,6191625000
2006-09-06,6233425000
2006-09-07,6364050000
2006-09-08,6421525000
2006-09-11,6518710000
2006-09-12,6719350000
2006-09-13,6634705000
2006-09-14,6600220000
2006-09-15,6667100000
2006-09-18,6721439999
2006-09-19,6791454999
2006-09-20,6796680000
2006-09-21,6700540000
2006-09-22,6603355000
2006-09-25,6721439999
2006-09-26,6782050000
2006-09-27,6784140000
2006-09-28,6759060000
2006-09-29,6760105000
2006-10-02,6789672000
2006-10-03,6912628000
2006-10-04,7019954000
2006-10-05,6954307999
2006-10-06,6890746000
2006-10-09,6962643999
2006-10-10,6954307999
2006-10-11,6993904000
2006-10-12,6989736000
2006-10-13,7206472000
2006-10-16,7315881999
2006-10-17,7142910000
2006-10-18,7107481999
2006-10-19,7103314000
2006-10-20,7030374000
2006-10-23,7130406000
2006-10-24,7307546000
2006-10-25,7288790000
2006-10-26,7473224000
2006-10-27,7379443999
2006-10-30,7462804000
2006-10-31,7398200000
2006-11-01,7198136000
2006-11-02,7299210000
2006-11-03,7249193999
2006-11-06,7335680000
2006-11-07,7457593999
2006-11-08,7931704000
2006-11-09,7751438000
2006-11-10,7794160000
2006-11-13,7724346000
2006-11-14,7961922000
2006-11-15,7999434000
2006-11-16,8030693999
2006-11-17,7946292000
2006-11-20,7997350000
2006-11-21,7982762000
2006-11-22,8014022000
2006-11-24,8045281999
2006-11-27,7953586000
2006-11-28,8107802000
2006-11-29,8197414000
2006-11-30,8148440000
2006-12-01,8280774000
2006-12-04,8321412000
2006-12-05,8418318000
2006-12-06,8536064000
2006-12-07,8563156000
2006-12-08,8388100000
2006-12-11,8267228000
2006-12-12,8132810000
2006-12-13,8153650000
2006-12-14,8268269999
2006-12-15,8148440000
2006-12-18,8047366000
2006-12-19,8082793999
2006-12-20,8238052000
2006-12-21,8283900000
2006-12-22,8224506000
2006-12-26,8217212000
2006-12-27,8222422000
2006-12-28,8168238000
2006-12-29,8092172000
2007-01-03,8269746000
2007-01-04,8369394000
2007-01-05,8293620000
2007-01-08,8296734000
2007-01-09,8502258000
2007-01-10,8511600000
2007-01-11,8591526000
2007-01-12,8585297999
2007-01-16,8699478000
2007-01-17,8611248000
2007-01-18,8509524000
2007-01-19,8535474000
2007-01-22,8357976000
2007-01-23,8368356000
2007-01-24,8441015999
2007-01-25,8243796000
2007-01-26,8179440000
2007-01-29,8338254000
2007-01-30,8345520000
2007-01-31,8516790000
2007-02-01,8684946000
2007-02-02,8670414000
2007-02-05,8687022000
2007-02-06,8830266000
2007-02-07,8677680000
2007-02-08,8674566000
2007-02-09,8669376000
2007-02-12,8610210000
2007-02-13,8674566000
2007-02-14,8701554000
2007-02-15,8854140000
2007-02-16,8906040000
2007-02-20,9195642000
2007-02-21,9157236000
2007-02-22,9103260000
2007-02-23,9086652000
2007-02-26,9057588000
2007-02-27,8747226000
2007-02-28,9028524000
2007-03-01,8797050000
2007-03-02,8658996000
2007-03-05,8485650000
2007-03-06,8658996000
2007-03-07,8739960000
2007-03-08,8878014000
2007-03-09,8834418000
2007-03-12,8881128000
2007-03-13,8705706000
2007-03-14,8708820000
2007-03-15,8765910000
2007-03-16,8700516000
2007-03-19,8874900000
2007-03-20,8998422000
2007-03-21,9017106000
2007-03-22,9044094000
2007-03-23,9297366000
2007-03-26,9304632000
2007-03-27,9158274000
2007-03-28,9095994000
2007-03-29,9085614000
2007-03-30,9149970000
2007-04-02,9257490000
2007-04-03,9502694000
2007-04-04,9545293000
2007-04-05,9621140000
2007-04-09,9659583000
2007-04-10,9621140000
2007-04-11,9641920000
2007-04-12,9755171000
2007-04-13,9765561000
2007-04-16,10069988000
2007-04-17,10124016000
2007-04-18,10136484000
2007-04-19,10037779000
2007-04-20,10118821000
2007-04-23,10156225000
2007-04-24,10119860000
2007-04-25,9888163000
2007-04-26,9821667000
2007-04-27,9805043000
2007-04-30,9570229000
2007-05-01,9355156000
2007-05-02,9465290000
2007-05-03,9396716000
2007-05-04,9452822000
2007-05-07,9403989000
2007-05-08,9558800000
2007-05-09,9708416000
2007-05-10,9508928000
2007-05-11,9454900000
2007-05-14,9626335000
2007-05-15,9578541000
2007-05-16,9607633000
2007-05-17,9694909000
2007-05-18,9824784000
2007-05-21,9916216000
2007-05-22,10024272000
2007-05-23,9729196000
2007-05-24,9668934000
2007-05-25,9581658000
2007-05-29,9691792000
2007-05-30,10016999000
2007-05-31,10133367000
2007-06-01,10065832000
2007-06-04,10210253000
2007-06-05,10097002000
2007-06-06,9983751000
2007-06-07,9865305000
2007-06-08,10051286000
2007-06-11,9935957000
2007-06-12,9766600000
2007-06-13,9947386000
2007-06-14,9850759000
2007-06-15,9849720000
2007-06-18,10018038000
2007-06-19,10329738000
2007-06-20,10287139000
2007-06-21,10259086000
2007-06-22,10152069000
2007-06-25,10058559000
2007-06-26,10048169000
2007-06-27,10266359000
2007-06-28,10248696000
2007-06-29,10193629000
2007-07-02,10201518000
2007-07-03,10268208000
2007-07-05,10413900000
2007-07-06,10495980000
2007-07-09,10405692000
2007-07-10,10203570000
2007-07-11,10142010000
2007-07-12,10349262000
2007-07-13,10384146000
2007-07-16,10226142000
2007-07-17,10295910000
2007-07-18,10216908000
2007-07-19,10310274000
2007-07-20,10142010000
2007-07-23,10180998000
2007-07-24,9930654000
2007-07-25,9723402000
2007-07-26,9363276000
2007-07-27,9136530000
2007-07-30,9394056000
2007-07-31,9167310000
2007-08-01,9223740000
2007-08-02,9241182000
2007-08-03,8953902000
2007-08-06,9146790000
2007-08-07,9519228000
2007-08-08,8392680000
2007-08-09,7924823999
2007-08-10,7941240000
2007-08-13,8383445999
2007-08-14,8268534000
2007-08-15,7891992000
2007-08-16,7789392000
2007-08-17,8046918000
2007-08-20,7956630000
2007-08-21,7963812000
2007-08-22,8069490000
2007-08-23,8115659999
2007-08-24,8039736000
2007-08-27,7789392000
2007-08-28,7512372000
2007-08-29,7702181999
2007-08-30,7540073999
2007-08-31,7750404000
2007-09-04,7865316000
2007-09-05,8167986000
2007-09-06,8092062000
2007-09-07,7857108000
2007-09-10,7712442000
2007-09-11,7917642000
2007-09-12,7937136000
2007-09-13,8106426000
2007-09-14,8177220000
2007-09-17,8043840000
2007-09-18,8458344000
2007-09-19,8663544000
2007-09-20,8327016000
2007-09-21,8048970000
2007-09-24,7756559999
2007-09-25,7800678000
2007-09-26,7910459999
2007-09-27,7969968000
2007-09-28,7977150000
2007-10-01,7927848000
2007-10-02,7849616000
2007-10-03,7779511999
2007-10-04,7593583999
2007-10-05,7757159999
2007-10-08,7700264000
2007-10-09,7581392000
2007-10-10,7625080000
2007-10-11,7257288000
2007-10-12,7218680000
2007-10-15,7107935999
2007-10-16,6850888000
2007-10-17,7114032000
2007-10-18,7112000000
2007-10-19,6962648000
2007-10-22,6936232000
2007-10-23,6808216000
2007-10-24,6832600000
2007-10-25,6871208000
2007-10-26,6956552000
2007-10-29,7035800000
2007-10-30,6999224000
2007-10-31,6990080000
2007-11-01,6749288000
2007-11-02,6830568000
2007-11-05,6617208000
2007-11-06,6739128000
2007-11-07,6881368000
2007-11-08,6715759999
2007-11-09,6904735999
2007-11-12,7133335999
2007-11-13,7250176000
2007-11-14,7056120000
2007-11-15,6782816000
2007-11-16,6767576000
2007-11-19,6474968000
2007-11-20,6629400000
2007-11-21,6604000000
2007-11-23,6786880000
2007-11-26,6532880000
2007-11-27,6617208000
2007-11-28,6907783999
2007-11-29,6873240000
2007-11-30,7008368000
2007-12-03,6981952000
2007-12-04,6752335999
2007-12-05,6873240000
2007-12-06,6932168000
2007-12-07,7007352000
2007-12-10,7127240000
2007-12-11,6836664000
2007-12-12,6692392000
2007-12-13,6689344000
2007-12-14,6562344000
2007-12-17,6539992000
2007-12-18,6599935999
2007-12-19,6411976000
2007-12-20,6318504000
2007-12-21,6301232000
2007-12-24,6381496000
2007-12-26,6371336000
2007-12-27,6243320000
2007-12-28,6274816000
2007-12-31,6246969000
2008-01-02,6231804000
2008-01-03,6084198000
2008-01-04,5721249000
2008-01-07,5788986000
2008-01-08,5721249000
2008-01-09,5795052000
2008-01-10,5885031000
2008-01-11,5589819000
2008-01-14,5348190000
2008-01-15,5189463000
2008-01-16,5415927000
2008-01-17,5256189000
2008-01-18,5394696000
2008-01-22,5722260000
2008-01-23,6201474000
2008-01-24,6185298000
2008-01-25,5984109000
2008-01-28,6066000000
2008-01-29,6221694000
2008-01-30,6139803000
2008-01-31,6134748000
2008-02-01,6190353000
2008-02-04,6112506000
2008-02-05,5809206000
2008-02-06,6388509000
2008-02-07,6393564000
2008-02-08,6442092000
2008-02-11,6516905999
2008-02-12,6714051000
2008-02-13,6747413999
2008-02-14,6641259000
2008-02-15,6664512000
2008-02-19,6549258000
2008-02-20,6753480000
2008-02-21,6608907000
2008-02-22,6557346000
2008-02-25,6639237000
2008-02-26,6824250000
2008-02-27,6872778000
2008-02-28,6632159999
2008-02-29,6287409000
2008-03-03,6293475000
2008-03-04,6320772000
2008-03-05,6188331000
2008-03-06,5895141000
2008-03-07,5809206000
2008-03-10,5635314000
2008-03-11,5844591000
2008-03-12,5865822000
2008-03-13,5861778000
2008-03-14,5811228000
2008-03-17,5707095000
2008-03-18,5953779000
2008-03-19,5839536000
2008-03-20,6095319000
2008-03-24,6396597000
2008-03-25,6345036000
2008-03-26,6194397000
2008-03-27,6167100000
2008-03-28,5825382000
2008-03-31,5799855000
2008-04-01,6035670000
2008-04-02,6067510000
2008-04-03,6060545000
2008-04-04,6024725000
2008-04-07,5973980000
2008-04-08,5944130000
2008-04-09,5790900000
2008-04-10,5942140000
2008-04-11,5867515000
2008-04-14,5880450000
2008-04-15,5780950000
2008-04-16,5767020000
2008-04-17,5856570000
2008-04-18,5902340000
2008-04-21,5876470000
2008-04-22,5775975000
2008-04-23,5758065000
2008-04-24,5865525000
2008-04-25,6131190000
2008-04-28,6273475000
2008-04-29,6207805000
2008-04-30,6179945000
2008-05-01,6358050000
2008-05-02,6240640000
2008-05-05,6045620000
2008-05-06,6042635000
2008-05-07,5958060000
2008-05-08,5857565000
2008-05-09,5930200000
2008-05-12,6029700000
2008-05-13,6019750000
2008-05-14,6241635000
2008-05-15,6284420000
2008-05-16,6197855000
2008-05-19,6194870000
2008-05-20,6088405000
2008-05-21,5922240000
2008-05-22,5943135000
2008-05-23,5923235000
2008-05-27,6144125000
2008-05-28,6865500000
2008-05-29,6973955000
2008-05-30,6950074999
2008-06-02,6855550000
2008-06-03,6904305000
2008-06-04,6872464999
2008-06-05,6922214999
2008-06-06,6644610000
2008-06-09,6567995000
2008-06-10,6653565000
2008-06-11,6441629999
2008-06-12,6403820000
2008-06-13,6593865000
2008-06-16,6668490000
2008-06-17,6576949999
2008-06-18,6442625000
2008-06-19,6565010000
2008-06-20,6408795000
2008-06-23,6368000000
2008-06-24,6387900000
2008-06-25,6612769999
2008-06-26,6428695000
2008-06-27,6264520000
2008-06-30,6234054000
2008-07-01,6230082000
2008-07-02,6217173000
2008-07-03,6289662000
2008-07-07,6200292000
2008-07-08,6340305000
2008-07-09,6044391000
2008-07-10,5895441000
2008-07-11,5725638000
2008-07-14,5607471000
2008-07-15,5655135000
2008-07-16,5945091000
2008-07-17,6215187000
2008-07-18,6178446000
2008-07-21,6098013000
2008-07-22,6303564000
2008-07-23,6344277000
2008-07-24,6136740000
2008-07-25,5970909000
2008-07-28,5720673000
2008-07-29,5876574000
2008-07-30,5801106000
2008-07-31,5875581000
2008-08-01,5859693000
2008-08-04,5845791000
2008-08-05,6106950000
2008-08-06,6539898000
2008-08-07,6660050999
2008-08-08,7073139000
2008-08-11,7138677000
2008-08-12,7015545000
2008-08-13,6926175000
2008-08-14,7253865000
2008-08-15,7448493000
2008-08-18,7331319000
2008-08-19,7234004999
2008-08-20,7243935000
2008-08-21,7242942000
2008-08-22,7345221000
2008-08-25,7147614000
2008-08-26,7183362000
2008-08-27,7251879000
2008-08-28,7504100999
2008-08-29,7534884000
2008-09-02,7536870000
2008-09-03,7599429000
2008-09-04,7321389000
2008-09-05,7339263000
2008-09-08,7535877000
2008-09-09,7365081000
2008-09-10,7313445000
2008-09-11,7386927000
2008-09-12,7276704000
2008-09-15,7019517000
2008-09-16,7267767000
2008-09-17,6844749000
2008-09-18,6991713000
2008-09-19,7095977999
2008-09-22,6731547000
2008-09-23,6764316000
2008-09-24,6772260000
2008-09-25,7009587000
2008-09-26,7137684000
2008-09-29,6501040000
2008-09-30,6584032000
2008-10-01,6469424000
2008-10-02,6062368000
2008-10-03,5729412000
2008-10-06,5565404000
2008-10-07,5350020000
2008-10-08,5078320000
2008-10-09,4697940000
2008-10-10,4895540000
2008-10-13,5399420000
2008-10-14,5095116000
2008-10-15,4365972000
2008-10-16,4677192000
2008-10-17,4623840000
2008-10-20,4818476000
2008-10-21,4693000000
2008-10-22,4348188000
2008-10-23,4188132000
2008-10-24,3917420000
2008-10-27,3846284000
2008-10-28,4309656000
2008-10-29,4166396000
2008-10-30,4375852000
2008-10-31,4660396000
2008-11-03,4697940000
2008-11-04,4891588000
2008-11-05,4742400000
2008-11-06,4535908000
2008-11-07,4525040000
2008-11-10,4223700000
2008-11-11,3924336000
2008-11-12,3924336000
2008-11-13,4345224000
2008-11-14,4164420000
2008-11-17,3966820000
2008-11-18,3587428000
2008-11-19,3240639999
2008-11-20,3226807999
2008-11-21,3560752000
2008-11-24,4034004000
2008-11-25,3885804000
2008-11-26,4271123999
2008-11-28,4268160000
2008-12-01,3868020000
2008-12-02,4022148000
2008-12-03,4399564000
2008-12-04,4453904000
2008-12-05,4797728000
2008-12-08,4841200000
2008-12-09,4560608000
2008-12-10,4588272000
2008-12-11,4290884000
2008-12-12,4375852000
2008-12-15,4222712000
2008-12-16,4655456000
2008-12-17,4688060000
2008-12-18,4691024000
2008-12-19,4616924000
2008-12-22,4263220000
2008-12-23,4226664000
2008-12-24,4225676000
2008-12-26,4302740000
2008-12-29,4186240000
2008-12-30,4425312000
2008-12-31,4504672000
2009-01-02,4705056000
2009-01-05,4713984000
2009-01-06,4692160000
2009-01-07,4569152000
2009-01-08,4496736000
2009-01-09,4140608000
2009-01-12,4045376000
2009-01-13,4069184000
2009-01-14,3964032000
2009-01-15,4006688000
2009-01-16,4080096000
2009-01-20,3695200000
2009-01-21,3800352000
2009-01-22,3813248000
2009-01-23,3775552000
2009-01-26,3966015999
2009-01-27,4029503999
2009-01-28,4286432000
2009-01-29,4012640000
2009-01-30,4070176000
2009-02-02,3855903999
2009-02-03,3938240000
2009-02-04,3832096000
2009-02-05,4004703999
2009-02-06,4167392000
2009-02-09,3981888000
2009-02-10,3859871999
2009-02-11,3796384000
2009-02-12,3798368000
2009-02-13,3697184000
2009-02-17,3568224000
2009-02-18,3583103999
2009-02-19,3565248000
2009-02-20,3527552000
2009-02-23,3354944000
2009-02-24,3566240000
2009-02-25,3519615999
2009-02-26,3360896000
2009-02-27,3419424000
2009-03-02,3258720000
2009-03-03,3201184000
2009-03-04,3373792000
2009-03-05,3213088000
2009-03-06,3227968000
2009-03-09,3168448000
2009-03-10,3454144000
2009-03-11,3526559999
2009-03-12,3567232000
2009-03-13,3643615999
2009-03-16,3559296000
2009-03-17,3721984000
2009-03-18,3984864000
2009-03-19,3917408000
2009-03-20,3749759999
2009-03-23,4066208000
2009-03-24,4085056000
2009-03-25,4193184000
2009-03-26,4426304000
2009-03-27,4392576000
2009-03-30,4222944000
2009-03-31,4191200000
2009-04-01,4268576000
2009-04-02,4571136000
2009-04-03,4684224000
2009-04-06,4469952000
2009-04-07,4246752000
2009-04-08,4489792000
2009-04-09,4834016000
2009-04-13,5109792000
