,COP
2004-08-25,38008920440
2004-08-26,38340996920
2004-08-27,38673073400
2004-08-30,38590054280
2004-08-31,39254207240
2004-09-01,39946033240
2004-09-02,40236600160
2004-09-03,40181254080
2004-09-07,40264273200
2004-09-08,40430311440
2004-09-09,41149810480
2004-09-10,40969935720
2004-09-13,40983772240
2004-09-14,41343521760
2004-09-15,41246666120
2004-09-16,41288175680
2004-09-17,41730944320
2004-09-20,41910819080
2004-09-21,43335980640
2004-09-22,42976231120
2004-09-23,42824029400
2004-09-24,43086923280
2004-09-27,42754846800
2004-09-28,43889441440
2004-09-29,43017740680
2004-09-30,43927401040
2004-10-01,44567255520
2004-10-04,44887182760
2004-10-05,45972153399
2004-10-06,47112763560
2004-10-07,46194711480
2004-10-08,46695467160
2004-10-11,46208621360
2004-10-12,45276659399
2004-10-13,44010860320
2004-10-14,44177778880
2004-10-15,44525525880
2004-10-18,43565744160
2004-10-19,43468375000
2004-10-20,44302967800
2004-10-21,44386427080
2004-10-22,44956732160
2004-10-25,45026281560
2004-10-26,45819144720
2004-10-27,45026281560
2004-10-28,43996950440
2004-10-29,44706354320
2004-11-01,44511616000
2004-11-02,44233418400
2004-11-03,45332298920
2004-11-04,46305990520
2004-11-05,46848475840
2004-11-08,45999973160
2004-11-09,45860874360
2004-11-10,46264260880
2004-11-11,45999973160
2004-11-12,46598098000
2004-11-15,45860874360
2004-11-16,45666136040
2004-11-17,45972153399
2004-11-18,45735685440
2004-11-19,46347720160
2004-11-22,47112763560
2004-11-23,47557879720
2004-11-24,47655248880
2004-11-26,47905626720
2004-11-29,47738708160
2004-11-30,48239463840
2004-12-01,47335321640
2004-12-02,45568766880
2004-12-03,45860874360
2004-12-06,45916513880
2004-12-07,44928912399
2004-12-08,45387938440
2004-12-09,45401848320
2004-12-10,44928912399
2004-12-13,45499217480
2004-12-14,45944333640
2004-12-15,46417269560
2004-12-16,46152981840
2004-12-17,46125162079
2004-12-20,46653737520
2004-12-21,46625917760
2004-12-22,46083432440
2004-12-23,46208621360
2004-12-27,45624406399
2004-12-28,45888694120
2004-12-29,46292080640
2004-12-30,46013883040
2004-12-31,46270258300
2005-01-03,44816449580
2005-01-04,44522892050
2005-01-05,44858386370
2005-01-06,45501417149
2005-01-07,45221838550
2005-01-10,45627227520
2005-01-11,45613248590
2005-01-12,46493921180
2005-01-13,47206846610
2005-01-14,47430509490
2005-01-18,48017624550
2005-01-19,47570298790
2005-01-20,46745541920
2005-01-21,46521879040
2005-01-24,47136951960
2005-01-25,47360614840
2005-01-26,48213329570
2005-01-27,48492908170
2005-01-28,48478929240
2005-01-31,49443475410
2005-02-01,50408021580
2005-02-02,50659642320
2005-02-03,51065031290
2005-02-04,51274715240
2005-02-07,51204820590
2005-02-08,51526335980
2005-02-09,51610209560
2005-02-10,52994123629
2005-02-11,52770460750
2005-02-14,53804901570
2005-02-15,54014585520
2005-02-16,55580225680
2005-02-17,55412478520
2005-02-18,56614666500
2005-02-22,56446919340
2005-02-23,57117907980
2005-02-24,58711506000
2005-02-25,59843799330
2005-02-28,59088937110
2005-03-01,57816854480
2005-03-02,58348053820
2005-03-03,58935168879
2005-03-04,59787883610
2005-03-07,59564220730
2005-03-08,58403969540
2005-03-09,56796392590
2005-03-10,56251214320
2005-03-11,56265193250
2005-03-14,56642624360
2005-03-15,55789909629
2005-03-16,56754455800
2005-03-17,57523296950
2005-03-18,58739463860
2005-03-21,58124390940
2005-03-22,57034034399
2005-03-23,55999593580
2005-03-24,55831846420
2005-03-28,56083467160
2005-03-29,55216773500
2005-03-30,56181319670
2005-03-31,57405356400
2005-04-01,58704309720
2005-04-04,58857949360
2005-04-05,57670733960
2005-04-06,59025556240
2005-04-07,58746211440
2005-04-08,58103718400
2005-04-11,58732244199
2005-04-12,57642799480
2005-04-13,56064501360
2005-04-14,55827058280
2005-04-15,53271053360
2005-04-18,54653810120
2005-04-19,55659451400
2005-04-20,54975056640
2005-04-21,56260042720
2005-04-22,56944437480
2005-04-25,57866275320
2005-04-26,56832699560
2005-04-27,55212499720
2005-04-28,54709679080
2005-04-29,55813091040
2005-05-02,56804765080
2005-05-03,55100761800
2005-05-04,55394073839
2005-05-05,55910861720
2005-05-06,55854992760
2005-05-09,56832699560
2005-05-10,55841025519
2005-05-11,56427649600
2005-05-12,53410725760
2005-05-13,52446986199
2005-05-16,51525148360
2005-05-17,52656494800
2005-05-18,53131380960
2005-05-19,53955448120
2005-05-20,53829742960
2005-05-23,55016958360
2005-05-24,55547713480
2005-05-25,56078468600
2005-05-26,55938796199
2005-05-27,57251716760
2005-05-31,57405356400
2005-06-01,58634473519
2005-06-02,58480833880
2005-06-03,58578604560
2005-06-06,58760178680
2005-06-07,58173554600
2005-06-08,58033882199
2005-06-09,59905492360
2005-06-10,59556311360
2005-06-13,59626147560
2005-06-14,60212771640
2005-06-15,61036838800
2005-06-16,62391661080
2005-06-17,64612452240
2005-06-20,64011860920
2005-06-21,62000578360
2005-06-22,62196119720
2005-06-23,61763135280
2005-06-24,61972643880
2005-06-27,63369367880
2005-06-28,61860905960
2005-06-29,61511724960
2005-06-30,61096521690
2005-07-01,62797132149
2005-07-05,65069259240
2005-07-06,63731073960
2005-07-07,64400166600
2005-07-08,64009862560
2005-07-11,64720773490
2005-07-12,65431684420
2005-07-13,65348047840
2005-07-14,63271072770
2005-07-15,63061981320
2005-07-18,62908647590
2005-07-19,64358348310
2005-07-20,64344408879
2005-07-21,63786831680
2005-07-22,65083198670
2005-07-25,66128655920
2005-07-26,65598957580
2005-07-27,66156534780
2005-07-28,67313507470
2005-07-29,66505020530
2005-08-01,66951082290
2005-08-02,68414722440
2005-08-03,67898963530
2005-08-04,68205630990
2005-08-05,67745629800
2005-08-08,69041996790
2005-08-09,68651692750
2005-08-10,69752907720
2005-08-11,70561394660
2005-08-12,70798364970
2005-08-15,69961999170
2005-08-16,68094115550
2005-08-17,65557139290
2005-08-18,65459563280
2005-08-19,67020779440
2005-08-22,67174113170
2005-08-23,66630475399
2005-08-24,67174113170
2005-08-25,66992900580
2005-08-26,65752291310
2005-08-29,67020779440
2005-08-30,68442601300
2005-08-31,70073514610
2005-09-01,73321401800
2005-09-02,70951698700
2005-09-06,70979577560
2005-09-07,70854122690
2005-09-08,71411699890
2005-09-09,73349280660
2005-09-12,71369881600
2005-09-13,70352303210
2005-09-14,71704427920
2005-09-15,71774125070
2005-09-16,73474735530
2005-09-19,74575950500
2005-09-20,73209886360
2005-09-21,74840799670
2005-09-22,74129888740
2005-09-23,72568672580
2005-09-26,73725645270
2005-09-27,73293522940
2005-09-28,73851100140
2005-09-29,75356558580
2005-09-30,73696073250
2005-10-03,72700367250
2005-10-04,70003663500
2005-10-05,66684643500
2005-10-06,65384694000
2005-10-07,67044203999
2005-10-10,66656985000
2005-10-11,68109056250
2005-10-12,66905911500
2005-10-13,64361329500
2005-10-14,65716596000
2005-10-17,66435717000
2005-10-18,63337964999
2005-10-19,64886841000
2005-10-20,60876358500
2005-10-21,61305065250
2005-10-24,63573062250
2005-10-25,65827230000
2005-10-26,66200619750
2005-10-27,64209207750
2005-10-28,66684643500
2005-10-31,68924982000
2005-11-01,69727078500
2005-11-02,70321736250
2005-11-03,71870612250
2005-11-04,69837712500
2005-11-07,69312201000
2005-11-08,70224931500
2005-11-09,69146250000
2005-11-10,66822936000
2005-11-11,66947399249
2005-11-14,66767619000
2005-11-15,66283595250
2005-11-16,68205861000
2005-11-17,66504863250
2005-11-18,65605962000
2005-11-21,67735666499
2005-11-22,67887788250
2005-11-23,67583544750
2005-11-25,67472910750
2005-11-28,65080450500
2005-11-29,64610256000
2005-11-30,63794330250
2005-12-01,66380400000
2005-12-02,65771913000
2005-12-05,66380400000
2005-12-06,67182496500
2005-12-07,66601667999
2005-12-08,67389935249
2005-12-09,66491034000
2005-12-12,64568768250
2005-12-13,61360382250
2005-12-14,61401870000
2005-12-15,61955039999
2005-12-16,60461481000
2005-12-19,61775259750
2005-12-20,62217795750
2005-12-21,62563527000
2005-12-22,62674161000
2005-12-23,62356088250
2005-12-27,60613602750
2005-12-28,61457187000
2005-12-29,60834870750
2005-12-30,61332723750
2006-01-03,63794330250
2006-01-04,63254989500
2006-01-05,62757136500
2006-01-06,64195378500
2006-01-09,64181549249
2006-01-10,64057086000
2006-01-11,64070915250
2006-01-12,64070915250
2006-01-13,64057086000
2006-01-17,67777154250
2006-01-18,66850594500
2006-01-19,67694178750
2006-01-20,68150544000
2006-01-23,68427128999
2006-01-24,67970763750
2006-01-25,66988887000
2006-01-26,67472910750
2006-01-27,68606909250
2006-01-30,68786689500
2006-01-31,68205861000
2006-02-01,67915446750
2006-02-02,67790983500
2006-02-03,65882547000
2006-02-06,66159132000
2006-02-07,63365623500
2006-02-08,63462428250
2006-02-09,62522039250
2006-02-10,62563527000
2006-02-13,62674161000
2006-02-14,62397576000
2006-02-15,61858235249
2006-02-16,63144355499
2006-02-17,64402817250
2006-02-21,66242107500
2006-02-22,65260230750
2006-02-23,64776207000
2006-02-24,66131473500
2006-02-27,65246401500
2006-02-28,64264524750
2006-03-01,65121938250
2006-03-02,66186790500
2006-03-03,65868717750
2006-03-06,63863476500
2006-03-07,62701819500
2006-03-08,62784795000
2006-03-09,62342259000
2006-03-10,62273112750
2006-03-13,63420940500
2006-03-14,64126232250
2006-03-15,65011304250
2006-03-16,65716596000
2006-03-17,64693231500
2006-03-20,63559233000
2006-03-21,62715648750
2006-03-22,63752842500
2006-03-23,64430475750
2006-03-24,65108109000
2006-03-27,66518692500
2006-03-28,67210155000
2006-03-29,68316495000
2006-03-30,67970763750
2006-03-31,79660050120
2006-04-03,81248617800
2006-04-04,82175282280
2006-04-05,83962420920
2006-04-06,84839442660
2006-04-07,83201232240
2006-04-10,84144444300
2006-04-11,84971823300
2006-04-12,84938728140
2006-04-13,84690514440
2006-04-17,86196344220
2006-04-18,89108718300
2006-04-19,89290741680
2006-04-20,88132411080
2006-04-21,91458474660
2006-04-24,88099315920
2006-04-25,86097058740
2006-04-26,84707062020
2006-04-27,83499088680
2006-04-28,84392658000
2006-05-01,85534441020
2006-05-02,87271936920
2006-05-03,85153846680
2006-05-04,83945873340
2006-05-05,84326467680
2006-05-08,84475395900
2006-05-09,84723609600
2006-05-10,85418607960
2006-05-11,84359562840
2006-05-12,82241472600
2006-05-15,80123382360
2006-05-16,81546474240
2006-05-17,80106834780
2006-05-18,78766480800
2006-05-19,79113979980
2006-05-22,78931956600
2006-05-23,79097432400
2006-05-24,77144817960
2006-05-25,79163622720
2006-05-26,80057192040
2006-05-30,78187315500
2006-05-31,79842073500
2006-06-01,80355048480
2006-06-02,81380998440
2006-06-05,78898861440
2006-06-06,78088030020
2006-06-07,76350534120
2006-06-08,77062080060
2006-06-09,76400176860
2006-06-12,75225298680
2006-06-13,73057565700
2006-06-14,75010180140
2006-06-15,77889459060
2006-06-16,77161365540
2006-06-19,74679228540
2006-06-20,74166253560
2006-06-21,75490059960
2006-06-22,76648390560
2006-06-23,77277198600
2006-06-26,78336243720
2006-06-27,79163622720
2006-06-28,80901118620
2006-06-29,83217779820
2006-06-30,82548518850
2006-07-03,84184615620
2006-07-05,85126610730
2006-07-06,85126610730
2006-07-07,84647350060
2006-07-10,84829138590
2006-07-11,85556292710
2006-07-12,85605871400
2006-07-13,84515140220
2006-07-14,84977874660
2006-07-17,82069258180
2006-07-18,82416309010
2006-07-19,83011253290
2006-07-20,81176841760
2006-07-21,80168741730
2006-07-24,82879043450
2006-07-25,84977874660
2006-07-26,86415656670
2006-07-27,85688502550
2006-07-28,85605871400
2006-07-31,86481761590
2006-08-01,86514814050
2006-08-02,86961022260
2006-08-03,86647023890
2006-08-04,86316499290
2006-08-07,85176189420
2006-08-08,85209241880
2006-08-09,86795759960
2006-08-10,85787659930
2006-08-11,86151236990
2006-08-14,84184615620
2006-08-15,84366404150
2006-08-16,84035879550
2006-08-17,83507040190
2006-08-18,83655776260
2006-08-21,84250720540
2006-08-22,84515140220
2006-08-23,83143463130
2006-08-24,83027779520
2006-08-25,83523566420
2006-08-28,82763359840
2006-08-29,81490840130
2006-08-30,80003479430
2006-08-31,79904322050
2006-09-01,80928948310
2006-09-05,80978527000
2006-09-06,77822017070
2006-09-07,77508018700
2006-09-08,76020658000
2006-09-11,74070562860
2006-09-12,73244251360
2006-09-13,74533297300
2006-09-14,73624354650
2006-09-15,73194672670
2006-09-18,74417613690
2006-09-19,73442566120
2006-09-20,72120467720
2006-09-21,73326882510
2006-09-22,73112041520
2006-09-25,72203098870
2006-09-26,73640880880
2006-09-27,74450666150
2006-09-28,74235825160
2006-09-29,74996031740
2006-10-02,73521319760
2006-10-03,70358403920
2006-10-04,71297394560
2006-10-05,72681170240
2006-10-06,72845905440
2006-10-09,72170491120
2006-10-10,73060061200
2006-10-11,72368173360
2006-10-12,73850790160
2006-10-13,75382827520
2006-10-16,76717182640
2006-10-17,76354765200
2006-10-18,75761718480
2006-10-19,76766603200
2006-10-20,76420659280
2006-10-23,76239450560
2006-10-24,77112547120
2006-10-25,78809319680
2006-10-26,78117431840
2006-10-27,76848970800
2006-10-30,75102777680
2006-10-31,75646403840
2006-11-01,74970989520
2006-11-02,74970989520
2006-11-03,76568920960
2006-11-06,76667762080
2006-11-07,76585394480
2006-11-08,78331587600
2006-11-09,79501207520
2006-11-10,79221157680
2006-11-13,79204684160
2006-11-14,79698889760
2006-11-15,80341357040
2006-11-16,78199799440
2006-11-17,78743425600
2006-11-20,78891687280
2006-11-21,80769668560
2006-11-22,80983824320
2006-11-24,80736721520
2006-11-27,80604933360
2006-11-28,81510976960
2006-11-29,83454852320
2006-11-30,84509157600
2006-12-01,84607998720
2006-12-04,84459737040
2006-12-05,85514042320
2006-12-06,86518927040
2006-12-07,87523811760
2006-12-08,89204110800
2006-12-11,88841693360
2006-12-12,88660484640
2006-12-13,89154690240
2006-12-14,91757506400
2006-12-15,91378615440
2006-12-18,91049145040
2006-12-19,91708085840
2006-12-20,91049145040
2006-12-21,90505518880
2006-12-22,89220584320
2006-12-26,90027786800
2006-12-27,90587886480
2006-12-28,91263300800
2006-12-29,90357257200
2007-01-03,85629356960
2007-01-04,82977120240
2007-01-05,84673892800
2007-01-08,85777618640
2007-01-09,83520746400
2007-01-10,81033244880
2007-01-11,77639699760
2007-01-12,80160148320
2007-01-16,78875213760
2007-01-17,79814204400
2007-01-18,78628110960
2007-01-19,80308410000
2007-01-22,79600048640
2007-01-23,81593344560
2007-01-24,82400547040
2007-01-25,80440198160
2007-01-26,81346241760
2007-01-29,81148559520
2007-01-30,82449967600
2007-01-31,83405431760
2007-02-01,84525631120
2007-02-02,84509157600
2007-02-05,84196160720
2007-02-06,83685481600
2007-02-07,83174802480
2007-02-08,83982004960
2007-02-09,84130266640
2007-02-12,82927699680
2007-02-13,84476210560
2007-02-14,84723313360
2007-02-15,83075961360
2007-02-16,83075961360
2007-02-20,82351126480
2007-02-21,83240696560
2007-02-22,83982004960
2007-02-23,84393842960
2007-02-26,85349307120
2007-02-27,81692185680
2007-02-28,82021656080
2007-03-01,82812385040
2007-03-02,81543924000
2007-03-05,80983824320
2007-03-06,82664123360
2007-03-07,84344422400
2007-03-08,84855101520
2007-03-09,85151624880
2007-03-12,84443263520
2007-03-13,83619587520
2007-03-14,85283413040
2007-03-15,83537219920
2007-03-16,82054603120
2007-03-19,82449967600
2007-03-20,83273643600
2007-03-21,84344422400
2007-03-22,86255350720
2007-03-23,86963712080
2007-03-26,87359076560
2007-03-27,87260235440
2007-03-28,86947238560
2007-03-29,86864870960
2007-03-30,85827039200
2007-04-02,85031379040
2007-04-03,84606058560
2007-04-04,84475190720
2007-04-05,84753284880
2007-04-09,85325831680
2007-04-10,86601793120
2007-04-11,86340057440
2007-04-12,87910471520
2007-04-13,87959546960
2007-04-16,88041339360
2007-04-17,87828679120
2007-04-18,87092547520
2007-04-19,86389132880
2007-04-20,88859263360
2007-04-23,88041339360
2007-04-24,86847170320
2007-04-25,88319433520
2007-04-26,88204924160
2007-04-27,87337924720
2007-04-30,86487283760
2007-05-01,86274623520
2007-05-02,86569076160
2007-05-03,87272490800
2007-05-04,87534226480
2007-05-07,87714169760
2007-05-08,87599660400
2007-05-09,87436075600
2007-05-10,86143755680
2007-05-11,87534226480
2007-05-14,88188565680
2007-05-15,88188565680
2007-05-16,89595394960
2007-05-17,91345752320
2007-05-18,93341486880
2007-05-21,94601089840
2007-05-22,94584731360
2007-05-23,95664391040
2007-05-24,93766807360
2007-05-25,95304504480
2007-05-29,93963109120
2007-05-30,96400522640
2007-05-31,96564107440
2007-06-01,98347181760
2007-06-04,99034237920
2007-06-05,98870653120
2007-06-06,97774634960
2007-06-07,96351447200
2007-06-08,96384164160
2007-06-11,97103937280
2007-06-12,96171503920
2007-06-13,96956710960
2007-06-14,98788860720
2007-06-15,100408350240
2007-06-18,100621010480
2007-06-19,100048463680
2007-06-20,97512899280
2007-06-21,99345049040
2007-06-22,98183596960
2007-06-25,97316597520
2007-06-26,94519297440
2007-06-27,96351447200
2007-06-28,95697108000
2007-06-29,97889144320
2007-07-02,98953591440
2007-07-03,99716145760
2007-07-05,99829717680
2007-07-06,100235331680
2007-07-09,103950755919
2007-07-10,104048103280
2007-07-11,105865254000
2007-07-12,109629351919
2007-07-13,111527625439
2007-07-16,107763527520
2007-07-17,106335766240
2007-07-18,108104243280
2007-07-19,108055569599
2007-07-20,106741380240
2007-07-23,105913927680
2007-07-24,101825338560
2007-07-25,104259022560
2007-07-26,101192580720
2007-07-27,98693998480
2007-07-30,100657170240
2007-07-31,99991963280
2007-08-01,99878391360
2007-08-02,99261858080
2007-08-03,95968272400
2007-08-06,97639402080
2007-08-07,98921142320
2007-08-08,99781044000
2007-08-09,96763275840
2007-08-10,96730826720
2007-08-13,97963893280
2007-08-14,97542054720
2007-08-15,95708679440
2007-08-16,95578882960
2007-08-17,97866545920
2007-08-20,98775121280
2007-08-21,96763275840
2007-08-22,97590728400
2007-08-23,98207261680
2007-08-24,99862166800
2007-08-27,100154208880
2007-08-28,97477156480
2007-08-29,101127682480
2007-08-30,100543598320
2007-08-31,101289928080
2007-09-04,103253099840
2007-09-05,101565745600
2007-09-06,103431570000
2007-09-07,102425647280
2007-09-10,101646868400
2007-09-11,103317998080
2007-09-12,104940454080
2007-09-13,105264945280
2007-09-14,105459640000
2007-09-17,104794433040
2007-09-18,108574755520
2007-09-19,109191288800
2007-09-20,109353534400
2007-09-21,110002516800
2007-09-24,110294558880
2007-09-25,107958222240
2007-09-26,107974446800
2007-09-27,108785674800
2007-09-28,108558530960
2007-10-01,104073630760
2007-10-02,101792821680
2007-10-03,100105647840
2007-10-04,99965050020
2007-10-05,100277489620
2007-10-08,100433709420
2007-10-09,102277103060
2007-10-10,103292531760
2007-10-11,102089639299
2007-10-12,102089639299
2007-10-15,102839494340
2007-10-16,104557912140
2007-10-17,104151740660
2007-10-18,104807863820
2007-10-19,101308540299
2007-10-22,98980865280
2007-10-23,99105841120
2007-10-24,97231203520
2007-10-25,99668232400
2007-10-26,100996100700
2007-10-29,100777392980
2007-10-30,98512205880
2007-10-31,101183564460
2007-11-01,99090219140
2007-11-02,100714905060
2007-11-05,99933806060
2007-11-06,101386650200
2007-11-07,98137278360
2007-11-08,99980672000
2007-11-09,98324742120
2007-11-12,94044319600
2007-11-13,94997260380
2007-11-14,94528600980
2007-11-15,92935159020
2007-11-16,93997453660
2007-11-19,91857242400
2007-11-20,94419247120
2007-11-21,92669585360
2007-11-23,94216161380
2007-11-26,91341717060
2007-11-27,90576240040
2007-11-28,92560231500
2007-11-29,93872477820
2007-11-30,95325321960
2007-12-03,95575273640
2007-12-04,94919150480
2007-12-05,96887519960
2007-12-06,99199573000
2007-12-07,99199573000
2007-12-10,99387036760
2007-12-11,97278069460
2007-12-12,99277682900
2007-12-13,100793014960
2007-12-14,99183951020
2007-12-17,97543643120
2007-12-18,99480768640
2007-12-19,100261867640
2007-12-20,101496004060
2007-12-21,103261287799
2007-12-24,103839301060
2007-12-26,105948268359
2007-12-27,105573340840
2007-12-28,106151354100
2007-12-31,105151547380
2008-01-02,104667266000
2008-01-03,105089059460
2008-01-04,101886553560
2008-01-07,100496197340
2008-01-08,98262254200
2008-01-09,99683854380
2008-01-10,99918184080
2008-01-11,98887133400
2008-01-14,99308926860
2008-01-15,95997067100
2008-01-16,91810376460
2008-01-17,87514331960
2008-01-18,86811342860
2008-01-22,84764863480
2008-01-23,85420986640
2008-01-24,88685980460
2008-01-25,88279808980
2008-01-28,90998033500
2008-01-29,93216354660
2008-01-30,94231783360
2008-01-31,95403431860
2008-02-01,95700249480
2008-02-04,94981638400
2008-02-05,90607484000
2008-02-06,87498709980
2008-02-07,88748468380
2008-02-08,89763897080
2008-02-11,91669778640
2008-02-12,90982411520
2008-02-13,93669392080
2008-02-14,94028697620
2008-02-15,94138051480
2008-02-19,96028311060
2008-02-20,97184337580
2008-02-21,95044126320
2008-02-22,95997067100
2008-02-25,97965436580
2008-02-26,100746149019
2008-02-27,100183757740
2008-02-28,101464760100
2008-02-29,98496583900
2008-03-03,99371414780
2008-03-04,97059361740
2008-03-05,98402852020
2008-03-06,95434675820
2008-03-07,93325708520
2008-03-10,92122816060
2008-03-11,94669198800
2008-03-12,93263220600
2008-03-13,92919537040
2008-03-14,92279035860
2008-03-17,90357532320
2008-03-18,93216354660
2008-03-19,87654929780
2008-03-20,89107773920
2008-03-24,90029470740
2008-03-25,88764090360
2008-03-26,90873057660
2008-03-27,90185690540
2008-03-28,90107580640
2008-03-31,89182047500
2008-04-01,90947268750
2008-04-02,92175248750
2008-04-03,91714756250
2008-04-04,92221298000
2008-04-07,92328746250
2008-04-08,92988785500
2008-04-09,92942736250
2008-04-10,92819938250
2008-04-11,91960352250
2008-04-14,93387879000
2008-04-15,95061001750
2008-04-16,96902971750
2008-04-17,96902971750
2008-04-18,98161651250
2008-04-21,98683542750
2008-04-22,99328232249
2008-04-23,98852390000
2008-04-24,96995070250
2008-04-25,97793257250
2008-04-28,98806340750
2008-04-29,99988271500
2008-04-30,100801808250
2008-05-01,101385098750
2008-05-02,101661394250
2008-05-05,102014438499
2008-05-06,103841058750
2008-05-07,102874024500
2008-05-08,104669945250
2008-05-09,103810359250
2008-05-12,103656861750
2008-05-13,103702911000
2008-05-14,103610812500
2008-05-15,104501098000
2008-05-16,107632447000
2008-05-19,108476683250
2008-05-20,109459067250
2008-05-21,108630180750
2008-05-22,107647796750
2008-05-23,106957058000
2008-05-27,106112821750
2008-05-28,108307836000
2008-05-29,106435166500
2008-05-30,108937175750
2008-06-02,108768328500
2008-06-03,107248703250
2008-06-04,104362950249
2008-06-05,109781412000
2008-06-06,107847343500
2008-06-09,111439184999
2008-06-10,108676230000
2008-06-11,110088407000
2008-06-12,108231087250
2008-06-13,110303303500
2008-06-16,110671697499
2008-06-17,112068524750
2008-06-18,111331736750
2008-06-19,109597215000
2008-06-20,108538082249
2008-06-23,111792229250
2008-06-24,110794495500
2008-06-25,110011658250
2008-06-26,108384584750
2008-06-27,107233353500
2008-06-30,108724148119
2008-07-01,108769475029
2008-07-02,104523854460
2008-07-03,105777898970
2008-07-07,104070585360
2008-07-08,102680560119
2008-07-09,101018573420
2008-07-10,103768405960
2008-07-11,101502060460
2008-07-14,101894893680
2008-07-15,97694600020
2008-07-16,95821087740
2008-07-17,95473581430
2008-07-18,96652081090
2008-07-21,98888208650
2008-07-22,97105350190
2008-07-23,94249754860
2008-07-24,94204427950
2008-07-25,94415953530
2008-07-28,94733241900
2008-07-29,92451787430
2008-07-30,97528401350
2008-07-31,94008011340
2008-08-01,93464088420
2008-08-04,91515031290
2008-08-05,91953191420
2008-08-06,93736049880
2008-08-07,93041037260
2008-08-08,93192126960
2008-08-11,92406460520
2008-08-12,92089172150
2008-08-13,94869222630
2008-08-14,91424377470
2008-08-15,89445102400
2008-08-18,88689653900
2008-08-19,91273287770
2008-08-20,93116582110
2008-08-21,97966561480
2008-08-22,95805978770
2008-08-25,94234645890
2008-08-26,94884331600
2008-08-27,96138376110
2008-08-28,95957068470
2008-08-29,95035421300
2008-09-02,90986217340
2008-09-03,91091980130
2008-09-04,88085295100
2008-09-05,86876577500
2008-09-08,86030475180
2008-09-09,78672406790
2008-09-10,82782046630
2008-09-11,83477059250
2008-09-12,84580014060
2008-09-15,79155893830
2008-09-16,83250424700
2008-09-17,79835797480
2008-09-18,83220206760
2008-09-19,90200550900
2008-09-22,89520647250
2008-09-23,85894494450
2008-09-24,86211782820
2008-09-25,88508346260
2008-09-26,87813333640
2008-09-29,79835797480
2008-09-30,82972097600
2008-10-01,80089471000
2008-10-02,76701641800
2008-10-03,74918573800
2008-10-06,73328671500
2008-10-07,69272191800
2008-10-08,70267738100
2008-10-09,60980925600
2008-10-10,54636175300
2008-10-13,63700104300
2008-10-14,64517343800
2008-10-15,55602003800
2008-10-16,58826385100
2008-10-17,59480176700
2008-10-20,65394018900
2008-10-21,61114655700
2008-10-22,55572286000
2008-10-23,58321182500
2008-10-24,54873917700
2008-10-27,51679254200
2008-10-28,56820433600
2008-10-29,56805574699
2008-10-30,58722372800
2008-10-31,58915538500
2008-11-03,58410335900
2008-11-04,63165183900
2008-11-05,60550017500
2008-11-06,55631721600
2008-11-07,58425194800
2008-11-10,57682249800
2008-11-11,55587144899
2008-11-12,50445965500
2008-11-13,55706016100
2008-11-14,53685205700
2008-11-17,52971978500
2008-11-18,56508396700
2008-11-19,52496493700
2008-11-20,47340455400
2008-11-21,53061131900
2008-11-24,56077488600
2008-11-25,58024004499
2008-11-26,61917036300
2008-11-28,59495035600
2008-12-01,54398432900
2008-12-02,56092347500
2008-12-03,56359807700
2008-12-04,52422199200
2008-12-05,54116113800
2008-12-08,57593096400
2008-12-09,57919992199
2008-12-10,60386569600
2008-12-11,59821931400
2008-12-12,58217170200
2008-12-15,58781808400
2008-12-16,61307821400
2008-12-17,60505440800
2008-12-18,58380618100
2008-12-19,57548519699
2008-12-22,56107206400
2008-12-23,54888776600
2008-12-24,54368715100
2008-12-26,55037365600
2008-12-29,55497991500
2008-12-30,58276605800
2008-12-31,58677796100
2009-01-02,62125060900
2009-01-05,62838288100
2009-01-06,63076030500
2009-01-07,60312275100
2009-01-08,61159232399
2009-01-09,58885820700
2009-01-12,57162188300
2009-01-13,58024004499
2009-01-14,55750592800
2009-01-15,54888776600
2009-01-16,55928899600
2009-01-20,51753548700
2009-01-21,55928899600
2009-01-22,54472727399
2009-01-23,54576739699
2009-01-26,55646580500
2009-01-27,56077488600
2009-01-28,56820433600
2009-01-29,53417745500
2009-01-30,53833794699
2009-02-02,51798125400
2009-02-03,52392481400
2009-02-04,51916996600
2009-02-05,53135426400
2009-02-06,54309279499
2009-02-09,54977930000
2009-02-10,52229033500
2009-02-11,52065585600
2009-02-12,52333045800
2009-02-13,51723830900
2009-02-17,48633179699
2009-02-18,47875375800
2009-02-19,47340455400
2009-02-20,44680712300
2009-02-23,42570748500
2009-02-24,44457828800
2009-02-25,43492000300
2009-02-26,43551435900
2009-02-27,42303288300
2009-03-02,39792134200
2009-03-03,39955582100
2009-03-04,41961533600
2009-03-05,40104171100
2009-03-06,40059594400
2009-03-09,41382036500
2009-03-10,43046233300
2009-03-11,43016515500
2009-03-12,42347865000
2009-03-13,41248306400
2009-03-16,40906551700
2009-03-17,42585607400
2009-03-18,43373129100
2009-03-19,43328552400
2009-03-20,42823349800
2009-03-23,46151743400
2009-03-24,44873878000
2009-03-25,44963031400
2009-03-26,45661399700
2009-03-27,45676258600
2009-03-30,44205227500
2009-03-31,44371905600
2009-04-01,45100288640
2009-04-02,46973273600
2009-04-03,47998955840
2009-04-06,46646244480
2009-04-07,44981368960
2009-04-08,44817854400
2009-04-09,45784076800
2009-04-13,45397587840
