,THC
2004-08-25,4829786100
2004-08-26,4797120880
2004-08-27,4792454420
2004-08-30,4787787960
2004-08-31,4862451320
2004-09-01,4913782380
2004-09-02,4871784240
2004-09-03,4857784860
2004-09-07,4806453800
2004-09-08,4657127080
2004-09-09,4755122740
2004-09-10,4783121500
2004-09-13,4820453180
2004-09-14,4783121500
2004-09-15,4759789200
2004-09-16,4773788580
2004-09-17,4806453800
2004-09-20,4787787960
2004-09-21,4778455040
2004-09-22,4787787960
2004-09-23,4843785480
2004-09-24,4857784860
2004-09-27,4783121500
2004-09-28,4881117160
2004-09-29,4918448840
2004-09-30,5050227130
2004-10-01,5148517000
2004-10-04,5251487340
2004-10-05,5228084990
2004-10-06,5209363110
2004-10-07,5214043580
2004-10-08,5260848280
2004-10-11,5237445930
2004-10-12,5120434180
2004-10-13,5008102900
2004-10-14,4853647390
2004-10-15,4853647390
2004-10-18,4820884100
2004-10-19,4699191880
2004-10-20,4769398930
2004-10-21,4736635640
2004-10-22,4872369270
2004-10-25,4820884100
2004-10-26,4914493500
2004-10-27,5008102900
2004-10-28,4989381020
2004-10-29,5017463840
2004-11-01,4928534910
2004-11-02,4956617730
2004-11-03,5078309950
2004-11-04,5036185720
2004-11-05,5106392770
2004-11-08,4998741960
2004-11-09,5054907600
2004-11-10,5064268540
2004-11-11,5092351360
2004-11-12,5139156060
2004-11-15,5162558410
2004-11-16,5111073240
2004-11-17,5125114650
2004-11-18,5054907600
2004-11-19,5008102900
2004-11-22,5008102900
2004-11-23,4989381020
2004-11-24,4980020080
2004-11-26,5003422430
2004-11-29,4994061490
2004-11-30,5078309950
2004-12-01,5111073240
2004-12-02,5143836530
2004-12-03,5476149900
2004-12-06,5508913190
2004-12-07,5551037420
2004-12-08,5700812460
2004-12-09,5771019510
2004-12-10,5635285880
2004-12-13,5181280290
2004-12-14,5101712300
2004-12-15,5073629480
2004-12-16,4895771620
2004-12-17,4914493500
2004-12-20,4881730210
2004-12-21,4956617730
2004-12-22,4998741960
2004-12-23,5012783370
2004-12-27,4980020080
2004-12-28,4942576320
2004-12-29,4933215380
2004-12-30,5097031830
2004-12-31,5139156060
2005-01-03,5012783370
2005-01-04,4965978670
2005-01-05,4905132560
2005-01-06,4853647390
2005-01-07,4891091150
2005-01-10,4942576320
2005-01-11,4914493500
2005-01-12,4956617730
2005-01-13,4886410680
2005-01-14,4956617730
2005-01-18,4825564570
2005-01-19,4806842690
2005-01-20,4792801280
2005-01-21,4788120810
2005-01-24,4755357520
2005-01-25,4736635640
2005-01-26,4652387180
2005-01-27,4675789530
2005-01-28,4633665300
2005-01-31,4647706710
2005-02-01,4680470000
2005-02-02,4867688800
2005-02-03,4708552820
2005-02-04,4905132560
2005-02-07,4909813030
2005-02-08,4788120810
2005-02-09,4797481750
2005-02-10,4722594230
2005-02-11,4722594230
2005-02-14,4755357520
2005-02-15,4895771620
2005-02-16,4923854440
2005-02-17,4975339610
2005-02-18,5045546660
2005-02-22,4975339610
2005-02-23,5073629480
2005-02-24,5022144310
2005-02-25,5078309950
2005-02-28,5106392770
2005-03-01,5274889690
2005-03-02,5349777210
2005-03-03,5232765460
2005-03-04,5204682640
2005-03-07,5162558410
2005-03-08,5209363110
2005-03-09,5097031830
2005-03-10,5064268540
2005-03-11,4947256790
2005-03-14,4984700550
2005-03-15,4895771620
2005-03-16,4923854440
2005-03-17,4956617730
2005-03-18,4947256790
2005-03-21,4928534910
2005-03-22,4923854440
2005-03-23,5036185720
2005-03-24,5148517000
2005-03-28,5237445930
2005-03-29,5485510840
2005-03-30,5391901440
2005-03-31,5404779740
2005-04-01,5423530060
2005-04-04,5432905220
2005-04-05,5484468600
2005-04-06,5582907780
2005-04-07,5521969240
2005-04-08,5536031980
2005-04-11,5704784860
2005-04-12,5620408420
2005-04-13,5601658100
2005-04-14,5564157460
2005-04-15,5573532620
2005-04-18,5559469880
2005-04-19,5475093440
2005-04-20,5446967960
2005-04-21,5507906500
2005-04-22,5531344400
2005-04-25,5756348240
2005-04-26,5625096000
2005-04-27,5554782300
2005-04-28,5390717000
2005-04-29,5611033260
2005-05-02,5671971800
2005-05-03,5432905220
2005-05-04,5461030700
2005-05-05,5489156180
2005-05-06,5489156180
2005-05-09,5765723400
2005-05-10,5718847600
2005-05-11,5709472440
2005-05-12,5821974360
2005-05-13,5709472440
2005-05-16,5775098560
2005-05-17,5756348240
2005-05-18,5789161300
2005-05-19,5868850160
2005-05-20,5859475000
2005-05-23,5817286780
2005-05-24,5676659380
2005-05-25,5615720840
2005-05-26,5625096000
2005-05-27,5625096000
2005-05-31,5681346960
2005-06-01,5615720840
2005-06-02,5639158740
2005-06-03,5615720840
2005-06-06,5643846320
2005-06-07,5648533900
2005-06-08,5718847600
2005-06-09,5667284220
2005-06-10,5629783580
2005-06-13,5676659380
2005-06-14,5887600480
2005-06-15,5953226600
2005-06-16,6014165140
2005-06-17,5981352080
2005-06-20,5962601760
2005-06-21,5896975640
2005-06-22,5976664500
2005-06-23,5906350800
2005-06-24,5775098560
2005-06-27,5817286780
2005-06-28,5812599200
2005-06-29,5789161300
2005-06-30,5742750960
2005-07-01,5719292010
2005-07-05,5691141270
2005-07-06,5681757690
2005-07-07,5775593490
2005-07-08,5770901700
2005-07-11,5874121080
2005-07-12,5794360650
2005-07-13,5700524850
2005-07-14,5700524850
2005-07-15,5677065900
2005-07-18,5648915160
2005-07-19,5733367380
2005-07-20,5817819600
2005-07-21,5738059170
2005-07-22,5681757690
2005-07-25,5648915160
2005-07-26,5686449480
2005-07-27,5723983800
2005-07-28,5705216640
2005-07-29,5695833060
2005-08-01,5714600220
2005-08-02,6014874780
2005-08-03,6052409100
2005-08-04,6047717310
2005-08-05,5939806140
2005-08-08,5944497930
2005-08-09,6019566570
2005-08-10,5963265090
2005-08-11,6010182990
2005-08-12,5977340460
2005-08-15,5958573300
2005-08-16,5949189720
2005-08-17,5986724040
2005-08-18,5982032250
2005-08-19,5982032250
2005-08-22,5986724040
2005-08-23,5982032250
2005-08-24,6000799410
2005-08-25,6047717310
2005-08-26,5991415830
2005-08-29,5958573300
2005-08-30,5939806140
2005-08-31,5714600220
2005-09-01,5639531580
2005-09-02,5630148000
2005-09-06,5597305470
2005-09-07,5630148000
2005-09-08,5569154730
2005-09-09,5639531580
2005-09-12,5573846520
2005-09-13,5465935350
2005-09-14,5343948810
2005-09-15,5320489860
2005-09-16,5470627140
2005-09-19,5465935350
2005-09-20,5400250290
2005-09-21,5226654060
2005-09-22,5240729430
2005-09-23,5353332390
2005-09-26,5381483130
2005-09-27,5381483130
2005-09-28,5334565230
2005-09-29,5217270480
2005-09-30,5278874870
2005-10-03,5175459690
2005-10-04,5072044510
2005-10-05,4945125880
2005-10-06,4860513460
2005-10-07,4916921740
2005-10-10,4865214150
2005-10-11,4771200350
2005-10-12,4752397590
2005-10-13,4658383790
2005-10-14,4677186550
2005-10-17,4634880340
2005-10-18,4681887240
2005-10-19,4681887240
2005-10-20,4597274820
2005-10-21,4287029279
2005-10-24,4009688569
2005-10-25,3896872009
2005-10-26,3863967180
2005-10-27,3854565799
2005-10-28,3878069250
2005-10-31,3957980980
2005-11-01,3873368560
2005-11-02,3910974080
2005-11-03,3854565799
2005-11-04,3722946480
2005-11-07,3516116120
2005-11-08,3520816810
2005-11-09,3520816810
2005-11-10,3558422330
2005-11-11,3572524400
2005-11-14,3534918880
2005-11-15,3539619570
2005-11-16,3469109220
2005-11-17,3534918880
2005-11-18,3577225090
2005-11-21,3464408530
2005-11-22,3436204390
2005-11-23,3478510600
2005-11-25,3492612670
2005-11-28,3596027850
2005-11-29,3549020950
2005-11-30,3675939580
2005-12-01,3859266490
2005-12-02,3863967180
2005-12-05,3835763040
2005-12-06,3845164420
2005-12-07,3901572700
2005-12-08,4009688569
2005-12-09,4070797540
2005-12-12,4028491330
2005-12-13,4099001680
2005-12-14,3990885810
2005-12-15,3901572700
2005-12-16,3972083049
2005-12-19,3849865110
2005-12-20,3779354759
2005-12-21,3769953380
2005-12-22,3812259589
2005-12-23,3751150620
2005-12-27,3610129920
2005-12-28,3633633370
2005-12-29,3619531300
2005-12-30,3600728540
2006-01-03,3581925780
2006-01-04,3647735440
2006-01-05,3610129920
2006-01-06,3638334060
2006-01-09,3619531300
2006-01-10,3497313360
2006-01-11,3539619570
2006-01-12,3591327160
2006-01-13,3633633370
2006-01-17,3657136820
2006-01-18,3628932680
2006-01-19,3605429230
2006-01-20,3520816810
2006-01-23,3455007150
2006-01-24,3403299560
2006-01-25,3426803010
2006-01-26,3511415430
2006-01-27,3516116120
2006-01-30,3478510600
2006-01-31,3417401630
2006-02-01,3426803010
2006-02-02,3389197490
2006-02-03,3318687140
2006-02-06,3318687140
2006-02-07,3295183690
2006-02-08,3323387830
2006-02-09,3285782310
2006-02-10,3309285760
2006-02-13,3299884380
2006-02-14,3313986450
2006-02-15,3313986450
2006-02-16,3567823710
2006-02-17,3671238890
2006-02-21,3788756140
2006-02-22,3727647170
2006-02-23,3840463730
2006-02-24,3784055450
2006-02-27,3765252690
2006-02-28,3708844410
2006-03-01,3624231990
2006-03-02,3450306460
2006-03-03,3492612670
2006-03-06,3487911980
2006-03-07,3337489900
2006-03-08,3417401630
2006-03-09,3412700940
2006-03-10,3417401630
2006-03-13,3342190590
2006-03-14,3379796110
2006-03-15,3384496800
2006-03-16,3370394730
2006-03-17,3422102320
2006-03-20,3440905080
2006-03-21,3323387830
2006-03-22,3389197490
2006-03-23,3412700940
2006-03-24,3440905080
2006-03-27,3431503700
2006-03-28,3483211290
2006-03-29,3516116120
2006-03-30,3459707840
2006-03-31,3473087040
2006-04-03,3430732320
2006-04-04,3717803200
2006-04-05,4244884160
2006-04-06,4254296319
2006-04-07,4098995680
2006-04-10,4108407840
2006-04-11,4098995680
2006-04-12,4113113920
2006-04-13,4188411200
2006-04-17,4113113920
2006-04-18,4146056480
2006-04-19,4221353760
2006-04-20,4131938239
2006-04-21,4061347040
2006-04-24,4051934879
2006-04-25,4014286239
2006-04-26,3953107200
2006-04-27,3924870720
2006-04-28,3915458560
2006-05-01,3844867360
2006-05-02,3698978880
2006-05-03,3788394400
2006-05-04,3760157920
2006-05-05,3774276160
2006-05-08,3746039680
2006-05-09,3571914720
2006-05-10,3534266080
2006-05-11,3454262720
2006-05-12,3567208640
2006-05-15,3543678240
2006-05-16,3487205280
2006-05-17,3778982239
2006-05-18,3760157920
2006-05-19,3741333600
2006-05-22,3854279520
2006-05-23,3647212000
2006-05-24,3571914720
2006-05-25,3590739040
2006-05-26,3656624160
2006-05-30,3600151200
2006-05-31,3727215360
2006-06-01,3840161280
2006-06-02,3788394400
2006-06-05,3651918080
2006-06-06,3637799840
2006-06-07,3746039680
2006-06-08,3755451840
2006-06-09,3670742400
2006-06-12,3633093760
2006-06-13,3491911360
2006-06-14,3444850560
2006-06-15,3468380960
2006-06-16,3487205280
2006-06-19,3454262720
2006-06-20,3331904640
2006-06-21,3378965440
2006-06-22,3426026240
2006-06-23,3341316800
2006-06-26,3308374240
2006-06-27,3200134400
2006-06-28,3402495840
2006-06-29,3341316800
2006-06-30,3289164460
2006-07-03,3251466300
2006-07-05,3077112310
2006-07-06,3081824580
2006-07-07,3091249120
2006-07-10,3095961390
2006-07-11,3119522740
2006-07-12,3086536850
2006-07-13,3015852800
2006-07-14,2935744210
2006-07-17,2945168750
2006-07-18,2912182860
2006-07-19,2931031940
2006-07-20,2898046050
2006-07-21,2869772430
2006-07-24,2808512920
2006-07-25,2784951570
2006-07-26,2817937460
2006-07-27,2808512920
2006-07-28,2789663840
2006-07-31,2789663840
2006-08-01,2737828870
2006-08-02,2813225190
2006-08-03,2827362000
2006-08-04,2789663840
2006-08-07,2794376110
2006-08-08,2751965680
2006-08-09,2747253410
2006-08-10,3114810470
2006-08-11,3322150350
2006-08-14,3557763850
2006-08-15,3435244830
2006-08-16,3439957100
2006-08-17,3534202500
2006-08-18,3458806180
2006-08-21,3449381640
2006-08-22,3477655260
2006-08-23,3482367530
2006-08-24,3553051580
2006-08-25,3435244830
2006-08-28,3487079800
2006-08-29,3586037470
2006-08-30,3708556490
2006-08-31,3713268760
2006-09-01,3628447900
2006-09-05,3586037470
2006-09-06,3538914770
2006-09-07,3553051580
2006-09-08,3675570600
2006-09-11,3793377350
2006-09-12,3934745450
2006-09-13,3944169989
2006-09-14,3897047290
2006-09-15,4043127660
2006-09-18,3948882260
2006-09-19,3939457719
2006-09-20,4010141770
2006-09-21,3897047290
2006-09-22,3849924590
2006-09-25,3864061399
2006-09-26,3972443610
2006-09-27,3849924590
2006-09-28,3788665079
2006-09-29,3835787780
2006-10-02,3843187040
2006-10-03,3833744319
2006-10-04,3866793840
2006-10-05,4008434640
2006-10-06,3923450160
2006-10-09,3838465680
2006-10-10,3847908400
2006-10-11,3829022959
2006-10-12,3890400640
2006-10-13,3876236560
2006-10-16,3895122000
2006-10-17,3847908400
2006-10-18,3833744319
2006-10-19,3909286079
2006-10-20,3843187040
2006-10-23,3852629760
2006-10-24,3838465680
2006-10-25,3829022959
2006-10-26,3791252079
2006-10-27,3918728800
2006-10-30,3503249120
2006-10-31,3333280160
2006-11-01,3290787920
2006-11-02,3290787920
2006-11-03,3229410240
2006-11-06,3253017040
2006-11-07,3338001520
2006-11-08,3356886960
2006-11-09,3432428720
2006-11-10,3413543280
2006-11-13,3465478240
2006-11-14,3456035520
2006-11-15,3432428720
2006-11-16,3460756880
2006-11-17,3427707360
2006-11-20,3248295680
2006-11-21,3304952000
2006-11-22,3361608320
2006-11-24,3347444240
2006-11-27,3347444240
2006-11-28,3309673360
2006-11-29,3300230640
2006-11-30,3347444240
2006-12-01,3295509280
2006-12-04,3342722880
2006-12-05,3304952000
2006-12-06,3427707360
2006-12-07,3394657840
2006-12-08,3352165600
2006-12-11,3338001520
2006-12-12,3328558800
2006-12-13,3323837440
2006-12-14,3276623840
2006-12-15,3219967520
2006-12-18,3224688880
2006-12-19,3234131600
2006-12-20,3224688880
2006-12-21,3238852960
2006-12-22,3271902480
2006-12-26,3234131600
2006-12-27,3229410240
2006-12-28,3314394720
2006-12-29,3290787920
2007-01-03,3371051040
2007-01-04,3356886960
2007-01-05,3352165600
2007-01-08,3394657840
2007-01-09,3389936480
2007-01-10,3427707360
2007-01-11,3437150080
2007-01-12,3465478240
2007-01-16,3536298640
2007-01-17,3536298640
2007-01-18,3545741360
2007-01-19,3578790880
2007-01-22,3555184080
2007-01-23,3555184080
2007-01-24,3460756880
2007-01-25,3408821920
2007-01-26,3338001520
2007-01-29,3366329680
2007-01-30,3328558800
2007-01-31,3333280160
2007-02-01,3380493760
2007-02-02,3314394720
2007-02-05,3413543280
2007-02-06,3413543280
2007-02-07,3474920960
2007-02-08,3441871440
2007-02-09,3394657840
2007-02-12,3375772400
2007-02-13,3338001520
2007-02-14,3394657840
2007-02-15,3470199600
2007-02-16,3456035520
2007-02-20,3541020000
2007-02-21,3531577280
2007-02-22,3550462720
2007-02-23,3512691840
2007-02-26,3541020000
2007-02-27,3262459760
2007-02-28,3219967520
2007-03-01,3116097600
2007-03-02,3035834480
2007-03-05,3021670400
2007-03-06,3002784960
2007-03-07,3049998560
2007-03-08,3040555840
2007-03-09,3002784960
2007-03-12,2979178160
2007-03-13,2931964560
2007-03-14,2979178160
2007-03-15,2979178160
2007-03-16,2998063600
2007-03-19,3068884000
2007-03-20,3073605360
2007-03-21,3125540320
2007-03-22,3215246160
2007-03-23,3168032560
2007-03-26,3149147120
2007-03-27,3078326720
2007-03-28,3059441280
2007-03-29,3040555840
2007-03-30,3035834480
2007-04-02,3038021040
2007-04-03,3137395560
2007-04-04,3127931320
2007-04-05,3184716760
2007-04-09,3279359160
2007-04-10,3307751880
2007-04-11,3250966440
2007-04-12,3345608840
2007-04-13,3326680360
2007-04-16,3364537320
2007-04-17,3402394280
2007-04-18,3392930040
2007-04-19,3407126400
2007-04-20,3506500920
2007-04-23,3482840320
2007-04-24,3520697280
2007-04-25,3568018480
2007-04-26,3549090000
2007-04-27,3549090000
2007-04-30,3511233040
2007-05-01,3501768800
2007-05-02,3506500920
2007-05-03,3501768800
2007-05-04,3534893640
2007-05-07,3610607560
2007-05-08,3435519120
2007-05-09,3317216120
2007-05-10,3340876720
2007-05-11,3298287640
2007-05-14,3279359160
2007-05-15,3298287640
2007-05-16,3326680360
2007-05-17,3293555520
2007-05-18,3255698560
2007-05-21,3198913120
2007-05-22,3269894920
2007-05-23,3288823400
2007-05-24,3260430680
2007-05-25,3250966440
2007-05-29,3250966440
2007-05-30,3288823400
2007-05-31,3288823400
2007-06-01,3321948240
2007-06-04,3388197920
2007-06-05,3326680360
2007-06-06,3265162800
2007-06-07,3208377360
2007-06-08,3236770080
2007-06-11,3236770080
2007-06-12,3175252520
2007-06-13,3184716760
2007-06-14,3146859800
2007-06-15,3179984640
2007-06-18,3194181000
2007-06-19,3194181000
2007-06-20,3137395560
2007-06-21,3137395560
2007-06-22,3118467080
2007-06-25,3075878000
2007-06-26,3042753160
2007-06-27,3056949520
2007-06-28,3033288920
2007-06-29,3080610120
2007-07-02,3109335040
2007-07-03,3156733440
2007-07-05,3166213120
2007-07-06,3123554560
2007-07-09,3114074880
2007-07-10,3057196800
2007-07-11,3095115520
2007-07-12,3114074880
2007-07-13,3114074880
2007-07-16,3133034240
2007-07-17,3076156160
2007-07-18,3057196800
2007-07-19,2990839040
2007-07-20,2929221120
2007-07-23,2853383680
2007-07-24,2815464960
2007-07-25,2758586880
2007-07-26,2630611200
2007-07-27,2630611200
2007-07-30,2535814400
2007-07-31,2455237120
2007-08-01,2426798080
2007-08-02,2426798080
2007-08-03,2303562240
2007-08-06,2341480960
2007-08-07,1967033600
2007-08-08,2080789759
2007-08-09,2208765440
2007-08-10,2113968640
2007-08-13,2090269440
2007-08-14,2014432000
2007-08-15,1905415679
2007-08-16,1791659520
2007-08-17,1801139200
2007-08-20,1763220480
2007-08-21,1744261120
2007-08-22,1791659520
2007-08-23,1791659520
2007-08-24,1739521280
2007-08-27,1744261120
2007-08-28,1583106560
2007-08-29,1611545600
2007-08-30,1616285440
2007-08-31,1606805760
2007-09-04,1587846400
2007-09-05,1611545600
2007-09-06,1658944000
2007-09-07,1649464320
2007-09-10,1578366720
2007-09-11,1587846400
2007-09-12,1611545600
2007-09-13,1592586240
2007-09-14,1545187840
2007-09-17,1549927680
2007-09-18,1583106560
2007-09-19,1606805760
2007-09-20,1611545600
2007-09-21,1682643200
2007-09-24,1687383040
2007-09-25,1644724480
2007-09-26,1668423680
2007-09-27,1621025280
2007-09-28,1592586240
2007-10-01,1574632840
2007-10-02,1579375710
2007-10-03,1636290150
2007-10-04,1660004500
2007-10-05,1655261630
2007-10-08,1626804410
2007-10-09,1636290150
2007-10-10,1688461720
2007-10-11,1617318670
2007-10-12,1565147100
2007-10-15,1550918490
2007-10-16,1498746920
2007-10-17,1470289700
2007-10-18,1541432750
2007-10-19,1470289700
2007-10-22,1546175620
2007-10-23,1588861450
2007-10-24,1560404230
2007-10-25,1574632840
2007-10-26,1603090060
2007-10-29,1636290150
2007-10-30,1674233110
2007-10-31,1664747370
2007-11-01,1565147100
2007-11-02,1517718400
2007-11-05,1531947010
2007-11-06,1873433650
2007-11-07,1859205040
2007-11-08,1925605219
2007-11-09,1925605219
2007-11-12,2063148449
2007-11-13,2072634190
2007-11-14,2077377060
2007-11-15,2058405580
2007-11-16,2086862800
2007-11-19,2015719750
2007-11-20,1901890870
2007-11-21,1878176520
2007-11-23,1882919390
2007-11-26,1897148000
2007-11-27,2101091409
2007-11-28,2328749170
2007-11-29,2414120830
2007-11-30,2613321370
2007-12-03,2527949710
2007-12-04,2532692580
2007-12-05,2580121280
2007-12-06,2712921640
2007-12-07,2760350340
2007-12-10,2822007650
2007-12-11,2622807110
2007-12-12,2637035720
2007-12-13,2656007200
2007-12-14,2537435450
2007-12-17,2380920740
2007-12-18,2437835180
2007-12-19,2423606570
2007-12-20,2452063790
2007-12-21,2523206840
2007-12-24,2603835630
2007-12-26,2580121280
2007-12-27,2466292400
2007-12-28,2409377960
2007-12-31,2413335280
2008-01-02,2380080660
2008-01-03,2342075380
2008-01-04,2256563500
2008-01-07,2327823400
2008-01-08,2261314160
2008-01-09,2204306240
2008-01-10,2118794360
2008-01-11,2023781160
2008-01-14,2042783800
2008-01-15,2109293040
2008-01-16,2261314160
2008-01-17,2142547660
2008-01-18,2090290400
2008-01-22,2054660450
2008-01-23,2033282480
2008-01-24,2190054260
2008-01-25,2185303600
2008-01-28,2232810200
2008-01-29,2228059540
2008-01-30,2071287760
2008-01-31,2090290400
2008-02-01,2161550300
2008-02-04,2228059540
2008-02-05,2199555580
2008-02-06,2199555580
2008-02-07,2137797000
2008-02-08,2028531819
2008-02-11,2023781160
2008-02-12,1995277200
2008-02-13,2000027860
2008-02-14,1971523900
2008-02-15,1990526540
2008-02-19,2014279840
2008-02-20,2023781160
2008-02-21,1981025220
2008-02-22,2019030500
2008-02-25,2033282480
2008-02-26,2327823400
2008-02-27,2375330000
2008-02-28,2370579340
2008-02-29,2285067460
2008-03-03,2299319440
2008-03-04,2394332640
2008-03-05,2418085940
2008-03-06,2346826040
2008-03-07,2318322080
2008-03-10,2327823400
2008-03-11,2361078020
2008-03-12,2351576700
2008-03-13,2432337920
2008-03-14,2380080660
2008-03-17,2299319440
2008-03-18,2365828680
2008-03-19,2394332640
2008-03-20,2489345840
2008-03-24,2565356400
2008-03-25,2570107060
2008-03-26,2498847160
2008-03-27,2517849800
2008-03-28,2617613660
2008-03-31,2695903280
2008-04-01,2786401800
2008-04-02,2767349480
2008-04-03,2762586400
2008-04-04,2633983240
2008-04-07,2672087880
2008-04-08,2614930920
2008-04-09,2524432400
2008-04-10,2481564680
2008-04-11,2486327760
2008-04-14,2486327760
2008-04-15,2538721640
2008-04-16,2572063200
2008-04-17,2486327760
2008-04-18,2591115520
2008-04-21,2562537040
2008-04-22,2486327760
2008-04-23,2638746320
2008-04-24,2600641680
2008-04-25,2948346520
2008-04-28,3191263600
2008-04-29,3119817400
2008-04-30,3048371200
2008-05-01,3076949680
2008-05-02,3038845040
2008-05-05,3081712760
2008-05-06,2862611080
2008-05-07,2714955600
2008-05-08,2734007920
2008-05-09,2714955600
2008-05-12,2729244840
2008-05-13,2705429440
2008-05-14,2729244840
2008-05-15,2710192520
2008-05-16,2695903280
2008-05-19,2705429440
2008-05-20,2734007920
2008-05-21,2633983240
2008-05-22,2724481760
2008-05-23,2672087880
2008-05-27,2705429440
2008-05-28,2814980280
2008-05-29,2843558760
2008-05-30,2810217200
2008-06-02,2853084920
2008-06-03,2881663400
2008-06-04,2881663400
2008-06-05,2867374160
2008-06-06,2719718680
2008-06-09,2667324800
2008-06-10,2586352440
2008-06-11,2524432400
2008-06-12,2710192520
2008-06-13,2738771000
2008-06-16,2681614040
2008-06-17,2610167840
2008-06-18,2624457080
2008-06-19,2605404760
2008-06-20,2538721640
2008-06-23,2557773960
2008-06-24,2605404760
2008-06-25,2653035560
2008-06-26,2581589360
2008-06-27,2610167840
2008-06-30,2651552880
2008-07-01,2694473700
2008-07-02,2699242680
2008-07-03,2661090840
2008-07-07,2565711240
2008-07-08,2665859820
2008-07-09,2632476960
2008-07-10,2642014920
2008-07-11,2656321860
2008-07-14,2627707980
2008-07-15,2618170020
2008-07-16,2823236160
2008-07-17,2713549620
2008-07-18,2756470440
2008-07-21,2775546360
2008-07-22,2785084320
2008-07-23,2766008400
2008-07-24,2785084320
2008-07-25,2780315340
2008-07-28,2704011660
2008-07-29,2823236160
2008-07-30,2770777380
2008-07-31,2761239420
2008-08-01,2880463920
2008-08-04,2971074540
2008-08-05,2727856560
2008-08-06,2618170020
2008-08-07,2556173280
2008-08-08,2704011660
2008-08-11,2751701460
2008-08-12,2684935740
2008-08-13,2723087580
2008-08-14,2828005140
2008-08-15,2904308820
2008-08-18,2880463920
2008-08-19,2932922700
2008-08-20,2909077800
2008-08-21,2923384740
2008-08-22,2899539840
2008-08-25,2823236160
2008-08-26,2818467180
2008-08-27,2856619020
2008-08-28,2904308820
2008-08-29,2875694940
2008-09-02,2899539840
2008-09-03,3071223120
2008-09-04,3052147200
2008-09-05,3009226380
2008-09-08,3123681900
2008-09-09,3009226380
2008-09-10,2899539840
2008-09-11,2961536580
2008-09-12,3090299040
2008-09-15,2894770860
2008-09-16,2837543100
2008-09-17,2785084320
2008-09-18,2928153720
2008-09-19,2985381480
2008-09-22,2899539840
2008-09-23,2937691680
2008-09-24,2866156980
2008-09-25,2923384740
2008-09-26,2866156980
2008-09-29,2646783900
2008-09-30,2654964600
2008-10-01,2511453000
2008-10-02,2396643720
2008-10-03,2396643720
2008-10-06,2157457720
2008-10-07,2018729840
2008-10-08,2052215880
2008-10-09,1923055439
2008-10-10,1999594959
2008-10-13,2253132120
2008-10-14,2171808880
2008-10-15,1932622880
2008-10-16,1951757760
2008-10-17,1884785680
2008-10-20,1927839160
2008-10-21,1913488000
2008-10-22,1813029880
2008-10-23,1726922920
2008-10-24,1722139200
2008-10-27,1645599680
2008-10-28,1707788040
2008-10-29,1659950840
2008-10-30,1918271720
2008-10-31,2095269360
2008-11-03,1970892640
2008-11-04,1248550920
2008-11-05,1186362560
2008-11-06,1109823040
2008-11-07,1081120720
2008-11-10,985446320
2008-11-11,980662599
2008-11-12,951960280
2008-11-13,1038067240
2008-11-14,932825400
2008-11-17,884988200
2008-11-18,861069600
2008-11-19,698423120
2008-11-20,521425480
2008-11-21,578830120
2008-11-24,612316160
2008-11-25,578830120
2008-11-26,564478960
2008-11-28,578830120
2008-12-01,540560360
2008-12-02,574046400
2008-12-03,641018480
2008-12-04,631451040
2008-12-05,679288240
2008-12-08,736692880
2008-12-09,717558000
2008-12-10,674504520
2008-12-11,660153360
2008-12-12,655369640
2008-12-15,588397560
2008-12-16,574046400
2008-12-17,578830120
2008-12-18,540560360
2008-12-19,511858040
2008-12-22,516641760
2008-12-23,526209200
2008-12-24,550127800
2008-12-26,578830120
2008-12-29,535776640
2008-12-30,554911520
2008-12-31,550127800
2009-01-02,607532440
2009-01-05,526209200
2009-01-06,597965000
2009-01-07,626667320
2009-01-08,693639400
2009-01-09,660153360
2009-01-12,588397560
2009-01-13,578830120
2009-01-14,574046400
2009-01-15,578830120
2009-01-16,569262680
2009-01-20,550127800
2009-01-21,593181280
2009-01-22,583613840
2009-01-23,554911520
2009-01-26,550127800
2009-01-27,550127800
2009-01-28,569262680
2009-01-29,540560360
2009-01-30,511858040
2009-02-02,526209200
2009-02-03,511858040
2009-02-04,511858040
2009-02-05,550127800
2009-02-06,574046400
2009-02-09,545344080
2009-02-10,535776640
2009-02-11,550127800
2009-02-12,559695240
2009-02-13,559695240
2009-02-17,530992920
2009-02-18,507074320
2009-02-19,502290600
2009-02-20,468804560
2009-02-23,468804560
2009-02-24,497506880
2009-02-25,492723160
2009-02-26,545344080
2009-02-27,530992920
2009-03-02,483155720
2009-03-03,487939440
2009-03-04,464020840
2009-03-05,449669680
2009-03-06,440102240
2009-03-09,430534800
2009-03-10,440102240
2009-03-11,430534800
2009-03-12,459237120
2009-03-13,492723160
2009-03-16,478372000
2009-03-17,492723160
2009-03-18,487939440
2009-03-19,502290600
2009-03-20,478372000
2009-03-23,545344080
2009-03-24,569262680
2009-03-25,545344080
2009-03-26,588397560
2009-03-27,554911520
2009-03-30,530992920
2009-03-31,557318520
2009-04-01,576536400
2009-04-02,571731930
2009-04-03,533296170
2009-04-06,538100640
2009-04-07,528491700
2009-04-08,504469350
2009-04-09,523687230
2009-04-13,552514050
2009-04-14,653407920
2009-04-15,701452620
2009-04-16,701452620
2009-04-17,749497320
2009-04-20,682234740
2009-04-21,984916349
2009-04-22,980111880
2009-04-23,1018547640
2009-04-24,1013743169
