,SUB
2013-06-27,8769666168
2013-06-28,8764671579
2013-07-01,8713893256
2013-07-02,8738033770
2013-07-03,8755514832
2013-07-05,8701406783
2013-07-08,8737201338
2013-07-09,8719720276
2013-07-10,8736368907
2013-07-11,8790476956
2013-07-12,8779655346
2013-07-15,8776325620
2013-07-16,8763006716
2013-07-17,8788812093
2013-07-18,8784649936
2013-07-19,8791309388
2013-07-22,8798801272
2013-07-23,8762174284
2013-07-24,8782152641
2013-07-25,8769666168
2013-07-26,8796303977
2013-07-29,8802130998
2013-07-30,8801298566
2013-07-31,8798801272
2013-08-01,8818779628
2013-08-02,8826271512
2013-08-05,8828768807
2013-08-06,8807958018
2013-08-07,8823774218
2013-08-08,8829601238
2013-08-09,8835428259
2013-08-12,8822941786
2013-08-13,8827103944
2013-08-14,8823774218
2013-08-15,8806293155
2013-08-16,8806293155
2013-08-19,8804628292
2013-08-20,8793806682
2013-08-21,8796303977
2013-08-22,8798801272
2013-08-23,8797968840
2013-08-26,8802130998
2013-08-27,8795471545
2013-08-28,8797968840
2013-08-29,8802130998
2013-08-30,8806293155
2013-09-03,8795471545
2013-09-04,8804628292
2013-09-05,8803795861
2013-09-06,8794639114
2013-09-09,8788812093
2013-09-10,8797968840
2013-09-11,8797136409
2013-09-12,8812952608
2013-09-13,8811287745
2013-09-16,8818779628
2013-09-17,8802963429
2013-09-18,8812952608
2013-09-19,8823774218
2013-09-20,8827936375
2013-09-23,8822941786
2013-09-24,8831266101
2013-09-25,8828768807
2013-09-26,8839590417
2013-09-27,8840422848
2013-09-30,8839590417
2013-10-01,8830433670
2013-10-02,8831266101
2013-10-03,8835428259
2013-10-04,8834595827
2013-10-07,8833763396
2013-10-08,8835428259
2013-10-09,8827103944
2013-10-10,8835428259
2013-10-11,8821276923
2013-10-14,8813785039
2013-10-15,8818779628
2013-10-16,8829601238
2013-10-17,8835428259
2013-10-18,8829601238
2013-10-21,8832930964
2013-10-22,8824606649
2013-10-23,8841255280
2013-10-24,8845417437
2013-10-25,8847914732
2013-10-28,8847082300
2013-10-29,8847082300
2013-10-30,8847082300
2013-10-31,8847082300
2013-11-01,8847914732
2013-11-04,8853741753
2013-11-05,8847914732
2013-11-06,8851244458
2013-11-07,8842087711
2013-11-08,8836260690
2013-11-11,8837093122
2013-11-12,8841255280
2013-11-13,8848747163
2013-11-14,8847914732
2013-11-15,8851244458
2013-11-18,8847082300
2013-11-19,8850412026
2013-11-20,8848747163
2013-11-21,8848747163
2013-11-22,8846249869
2013-11-25,8854574184
2013-11-26,8849579595
2013-11-27,8855406616
2013-11-29,8857903910
2013-12-02,8851244458
2013-12-03,8854574184
2013-12-04,8852076890
2013-12-05,8845417437
2013-12-06,8843752574
2013-12-09,8842087711
2013-12-10,8854574184
2013-12-11,8851244458
2013-12-12,8848747163
2013-12-13,8841255280
2013-12-16,8851244458
2013-12-17,8849579595
2013-12-18,8845417437
2013-12-19,8842087711
2013-12-20,8851244458
2013-12-23,8850412026
2013-12-24,8850412026
2013-12-26,8837093122
2013-12-27,8842087711
2013-12-30,8840422848
2013-12-31,8842087711
2014-01-02,8836260690
2014-01-03,8848747163
2014-01-06,8841255280
2014-01-07,8849579595
2014-01-08,8844585006
2014-01-09,8848747163
2014-01-10,8852909321
2014-01-13,8852076890
2014-01-14,8850412026
2014-01-15,8852076890
2014-01-16,8854574184
2014-01-17,8860401205
2014-01-21,8845417437
2014-01-22,8846249869
2014-01-23,8852076890
2014-01-24,8851244458
2014-01-27,8843752574
2014-01-28,8850412026
2014-01-29,8852909321
2014-01-30,8852909321
2014-01-31,8853741753
2014-02-03,8850412026
2014-02-04,8847914732
2014-02-05,8849579595
2014-02-06,8849579595
2014-02-07,8851244458
2014-02-10,8845417437
2014-02-11,8848747163
2014-02-12,8842920143
2014-02-13,8843752574
2014-02-14,8846249869
2014-02-18,8845417437
2014-02-19,8843752574
2014-02-20,8847914732
2014-02-21,8848747163
2014-02-24,8852076890
2014-02-25,8855406616
2014-02-26,8851244458
2014-02-27,8864563362
2014-02-28,8864563362
2014-03-03,8862898499
2014-03-04,8864563362
2014-03-05,8870390383
2014-03-06,8871222815
2014-03-07,8862066068
2014-03-10,8855406616
2014-03-11,8848747163
2014-03-12,8849579595
2014-03-13,8855406616
2014-03-14,8847914732
2014-03-17,8853741753
2014-03-18,8862066068
2014-03-19,8853741753
2014-03-20,8843752574
2014-03-21,8840422848
2014-03-24,8841255280
2014-03-25,8840422848
2014-03-26,8842087711
2014-03-27,8842087711
2014-03-28,8844585006
2014-03-31,8844585006
2014-04-01,8830433670
2014-04-02,8836260690
2014-04-03,8838757985
2014-04-04,8840422848
2014-04-07,8844585006
2014-04-08,8839590417
2014-04-09,8845417437
2014-04-10,8851244458
2014-04-11,8844585006
2014-04-14,8836260690
2014-04-15,8849579595
2014-04-16,8839590417
2014-04-17,8845417437
2014-04-21,8845417437
2014-04-22,8840422848
2014-04-23,8847914732
2014-04-24,8842920143
2014-04-25,8840422848
2014-04-28,8844585006
2014-04-29,8845417437
2014-04-30,8848747163
2014-05-01,8842920143
2014-05-02,8843752574
2014-05-05,8840422848
2014-05-06,8836260690
2014-05-07,8842920143
2014-05-08,8847914732
2014-05-09,8843752574
2014-05-12,8847082300
2014-05-13,8851244458
2014-05-14,8851244458
2014-05-15,8853741753
2014-05-16,8847914732
2014-05-19,8847914732
2014-05-20,8852076890
2014-05-21,8847082300
2014-05-22,8852076890
2014-05-23,8855406616
2014-05-27,8848747163
2014-05-28,8857903910
2014-05-29,8853741753
2014-05-30,8837093122
2014-06-02,8839590417
2014-06-03,8850412026
2014-06-04,8844585006
2014-06-05,8846249869
2014-06-06,8852076890
2014-06-09,8841255280
2014-06-10,8842920143
2014-06-11,8843752574
2014-06-12,8847082300
2014-06-13,8841255280
2014-06-16,8841255280
2014-06-17,8841255280
2014-06-18,8840422848
2014-06-19,8840422848
2014-06-20,8830433670
2014-06-23,8831266101
2014-06-24,8834595827
2014-06-25,8840422848
2014-06-26,8845417437
2014-06-27,8843752574
2014-06-30,8844585006
2014-07-01,8843752574
2014-07-02,8832098533
2014-07-03,8839590417
2014-07-07,8840422848
2014-07-08,8834595827
2014-07-09,8841255280
2014-07-10,8842920143
2014-07-11,8829601238
2014-07-14,8826271512
2014-07-15,8833763396
2014-07-16,8841255280
2014-07-17,8845417437
2014-07-18,8848747163
2014-07-21,8847082300
2014-07-22,8842920143
2014-07-23,8842920143
2014-07-24,8839590417
2014-07-25,8850412026
2014-07-28,8847082300
2014-07-29,8852909321
2014-07-30,8836260690
2014-07-31,8846249869
2014-08-01,8845417437
2014-08-04,8842920143
2014-08-05,8841255280
2014-08-06,8847914732
2014-08-07,8853741753
2014-08-08,8858736342
2014-08-11,8850412026
2014-08-12,8851244458
2014-08-13,8853741753
2014-08-14,8858736342
2014-08-15,8847914732
2014-08-18,8850412026
2014-08-19,8858736342
2014-08-20,8854574184
2014-08-21,8856239047
2014-08-22,8852909321
2014-08-25,8862066068
2014-08-26,8862066068
2014-08-27,8859568773
2014-08-28,8866228226
2014-08-29,8870390383
2014-09-02,8852909321
2014-09-03,8855406616
2014-09-04,8852909321
2014-09-05,8851244458
2014-09-08,8851244458
2014-09-09,8854574184
2014-09-10,8844585006
2014-09-11,8842920143
2014-09-12,8839590417
2014-09-15,8848747163
2014-09-16,8849579595
2014-09-17,8842920143
2014-09-18,8852909321
2014-09-19,8852909321
2014-09-22,8852909321
2014-09-23,8842920143
2014-09-24,8848747163
2014-09-25,8854574184
2014-09-26,8853741753
2014-09-29,8850412026
2014-09-30,8838757985
2014-10-01,8845417437
2014-10-02,8842920143
2014-10-03,8839590417
2014-10-06,8844585006
2014-10-07,8846249869
2014-10-08,8842087711
2014-10-09,8847082300
2014-10-10,8842920143
2014-10-13,8849579595
2014-10-14,8852909321
2014-10-15,8861233636
2014-10-16,8842920143
2014-10-17,8842920143
2014-10-20,8847082300
2014-10-21,8849579595
2014-10-22,8836260690
2014-10-23,8840422848
2014-10-24,8849579595
2014-10-27,8839590417
2014-10-28,8842087711
2014-10-29,8838757985
2014-10-30,8833763396
2014-10-31,8833763396
2014-11-03,8827103944
2014-11-04,8832098533
2014-11-05,8837925554
2014-11-06,8826271512
2014-11-07,8839590417
2014-11-10,8838757985
2014-11-11,8836260690
2014-11-12,8835428259
2014-11-13,8836260690
2014-11-14,8832930964
2014-11-17,8827103944
2014-11-18,8831266101
2014-11-19,8835428259
2014-11-20,8831266101
2014-11-21,8827936375
2014-11-24,8837925554
2014-11-25,8842087711
2014-11-26,8837093122
2014-11-28,8839590417
2014-12-01,8836260690
2014-12-02,8828768807
2014-12-03,8833763396
2014-12-04,8837925554
2014-12-05,8824606649
2014-12-08,8820444491
2014-12-09,8825439081
2014-12-10,8827103944
2014-12-11,8827936375
2014-12-12,8823774218
2014-12-15,8832930964
2014-12-16,8828768807
2014-12-17,8818779628
2014-12-18,8821276923
2014-12-19,8810455313
2014-12-22,8799633703
2014-12-23,8799633703
2014-12-24,8795471545
2014-12-26,8792974251
2014-12-29,8799633703
2014-12-30,8807958018
2014-12-31,8817114765
2015-01-02,8824606649
2015-01-05,8809622881
2015-01-06,8821276923
2015-01-07,8816282334
2015-01-08,8815449902
2015-01-09,8813785039
2015-01-12,8817947197
2015-01-13,8814617471
2015-01-14,8835428259
2015-01-15,8837925554
2015-01-16,8835428259
2015-01-20,8826271512
2015-01-21,8827936375
2015-01-22,8832930964
2015-01-23,8844585006
2015-01-26,8844585006
2015-01-27,8851244458
2015-01-28,8861233636
2015-01-29,8849579595
2015-01-30,8863730931
2015-02-02,8849579595
2015-02-03,8847082300
2015-02-04,8844585006
2015-02-05,8850412026
2015-02-06,8830433670
2015-02-09,8838757985
2015-02-10,8831266101
2015-02-11,8847914732
2015-02-12,8833763396
2015-02-13,8820444491
2015-02-17,8821276923
2015-02-18,8842920143
2015-02-19,8835428259
2015-02-20,8828768807
2015-02-23,8842087711
2015-02-24,8844585006
2015-02-25,8842920143
2015-02-26,8839590417
2015-02-27,8826271512
2015-03-02,8825439081
2015-03-03,8809622881
2015-03-04,8813785039
2015-03-05,8822941786
2015-03-06,8807125587
2015-03-09,8812952608
2015-03-10,8812952608
2015-03-11,8817947197
2015-03-12,8805460724
2015-03-13,8817114765
2015-03-16,8816282334
2015-03-17,8810455313
2015-03-18,8824606649
2015-03-19,8818779628
2015-03-20,8812120176
2015-03-23,8813785039
2015-03-24,8822109354
2015-03-25,8812952608
2015-03-26,8803795861
2015-03-27,8810455313
2015-03-30,8799633703
2015-03-31,8808790450
2015-04-01,8805460724
2015-04-02,8800466135
2015-04-06,8803795861
2015-04-07,8796303977
2015-04-08,8792974251
2015-04-09,8787147230
2015-04-10,8788812093
2015-04-13,8799633703
2015-04-14,8790476956
2015-04-15,8794639114
2015-04-16,8797968840
2015-04-17,8794639114
2015-04-20,8798801272
2015-04-21,8798801272
2015-04-22,8789644525
2015-04-23,8792141819
2015-04-24,8793806682
2015-04-27,8792141819
2015-04-28,8790476956
2015-04-29,8787979662
2015-04-30,8792141819
2015-05-01,8776325620
2015-05-04,8777158052
2015-05-05,8772163463
2015-05-06,8779655346
2015-05-07,8775493189
2015-05-08,8786314799
2015-05-11,8779655346
2015-05-12,8790476956
2015-05-13,8792141819
2015-05-14,8784649936
2015-05-15,8775493189
2015-05-18,8782985073
2015-05-19,8772995894
2015-05-20,8777990483
2015-05-21,8777158052
2015-05-22,8770498600
2015-05-26,8773828326
2015-05-27,8789644525
2015-05-28,8783817504
2015-05-29,8789644525
2015-06-01,8776325620
2015-06-02,8781320209
2015-06-03,8780487778
2015-06-04,8777990483
2015-06-05,8759676990
2015-06-08,8762174284
2015-06-09,8761341853
2015-06-10,8758012127
2015-06-11,8778822915
2015-06-12,8771331031
2015-06-15,8769666168
2015-06-16,8772163463
2015-06-17,8784649936
2015-06-18,8782985073
2015-06-19,8792141819
2015-06-22,8776325620
2015-06-23,8778822915
2015-06-24,8782985073
2015-06-25,8784649936
2015-06-26,8794639114
2015-06-29,8793806682
2015-06-30,8796303977
2015-07-01,8794639114
2015-07-02,8797968840
2015-07-06,8801298566
2015-07-07,8797136409
2015-07-08,8807958018
2015-07-09,8807125587
2015-07-10,8807125587
2015-07-13,8812952608
2015-07-14,8807125587
2015-07-15,8812120176
2015-07-16,8818779628
2015-07-17,8816282334
2015-07-20,8823774218
2015-07-21,8817947197
2015-07-22,8827103944
2015-07-23,8824606649
2015-07-24,8827936375
2015-07-27,8828768807
2015-07-28,8817114765
2015-07-29,8815449902
2015-07-30,8812952608
2015-07-31,8819612060
2015-08-03,8817947197
2015-08-04,8809622881
2015-08-05,8812120176
2015-08-06,8816282334
2015-08-07,8812952608
2015-08-10,8812952608
2015-08-11,8816282334
2015-08-12,8812120176
2015-08-13,8812120176
2015-08-14,8808790450
2015-08-17,8803795861
2015-08-18,8807958018
2015-08-19,8815449902
2015-08-20,8814617471
2015-08-21,8799633703
2015-08-24,8799633703
2015-08-25,8795471545
2015-08-26,8794639114
2015-08-27,8798801272
2015-08-28,8787979662
2015-08-31,8792974251
2015-09-01,8789644525
2015-09-02,8784649936
2015-09-03,8790476956
2015-09-04,8786314799
2015-09-08,8780487778
2015-09-09,8795471545
2015-09-10,8788812093
2015-09-11,8780487778
2015-09-14,8779655346
2015-09-15,8781320209
2015-09-16,8777990483
2015-09-17,8802130998
2015-09-18,8792974251
2015-09-21,8781320209
2015-09-22,8802963429
2015-09-23,8801298566
2015-09-24,8800466135
2015-09-25,8806293155
2015-09-28,8807125587
2015-09-29,8807958018
2015-09-30,8817947197
2015-10-01,8811287745
2015-10-02,8822109354
2015-10-05,8817947197
2015-10-06,8821276923
2015-10-07,8809622881
2015-10-08,8815449902
2015-10-09,8817947197
2015-10-12,8817947197
2015-10-13,8818779628
2015-10-14,8824606649
2015-10-15,8828768807
2015-10-16,8831266101
2015-10-19,8832930964
2015-10-20,8836260690
2015-10-21,8842087711
2015-10-22,8843752574
2015-10-23,8837093122
2015-10-26,8837093122
2015-10-27,8841255280
2015-10-28,8832930964
2015-10-29,8837093122
2015-10-30,8837925554
2015-11-02,8829601238
2015-11-03,8832930964
2015-11-04,8825439081
2015-11-05,8830433670
2015-11-06,8822109354
2015-11-09,8808790450
2015-11-10,8816282334
2015-11-11,8815449902
2015-11-12,8819612060
2015-11-13,8814617471
2015-11-16,8809622881
2015-11-17,8809622881
2015-11-18,8807125587
2015-11-19,8815449902
2015-11-20,8806293155
2015-11-23,8812120176
2015-11-24,8814617471
2015-11-25,8815449902
2015-11-27,8811287745
2015-11-30,8819612060
2015-12-01,8812952608
2015-12-02,8811287745
2015-12-03,8807125587
2015-12-04,8812120176
2015-12-07,8807125587
2015-12-08,8806293155
2015-12-09,8806293155
2015-12-10,8801298566
2015-12-11,8809622881
2015-12-14,8801298566
2015-12-15,8804628292
2015-12-16,8802130998
2015-12-17,8799633703
2015-12-18,8800466135
2015-12-21,8799633703
2015-12-22,8803795861
2015-12-23,8807125587
2015-12-24,8808790450
2015-12-28,8809622881
2015-12-29,8816282334
2015-12-30,8818779628
2015-12-31,8819612060
2016-01-04,8810455313
2016-01-05,8813785039
2016-01-06,8829601238
2016-01-07,8832930964
2016-01-08,8838757985
2016-01-11,8829601238
2016-01-12,8832098533
2016-01-13,8835428259
2016-01-14,8836260690
2016-01-15,8826271512
2016-01-19,8831266101
2016-01-20,8833763396
2016-01-21,8833763396
2016-01-22,8843752574
2016-01-25,8842087711
2016-01-26,8843752574
2016-01-27,8839590417
2016-01-28,8842920143
2016-01-29,8847914732
2016-02-01,8843752574
2016-02-02,8850412026
2016-02-03,8853741753
2016-02-04,8849579595
2016-02-05,8852076890
2016-02-08,8857071479
2016-02-09,8868725520
2016-02-10,8871222815
2016-02-11,8862898499
2016-02-12,8857071479
2016-02-16,8860401205
2016-02-17,8862066068
2016-02-18,8873720109
2016-02-19,8857903910
2016-02-22,8862066068
2016-02-23,8869557952
2016-02-24,8857903910
2016-02-25,8863730931
2016-02-26,8855406616
2016-02-29,8862898499
2016-03-01,8852076890
2016-03-02,8842087711
2016-03-03,8842087711
2016-03-04,8837925554
2016-03-07,8833763396
2016-03-08,8834595827
2016-03-09,8839590417
2016-03-10,8835428259
2016-03-11,8827936375
2016-03-14,8834595827
2016-03-15,8826271512
2016-03-16,8835428259
2016-03-17,8832098533
2016-03-18,8829601238
2016-03-21,8833763396
2016-03-22,8832098533
2016-03-23,8829601238
2016-03-24,8830433670
2016-03-28,8825439081
2016-03-29,8836260690
2016-03-30,8830433670
2016-03-31,8835428259
2016-04-01,8820444491
2016-04-04,8818779628
2016-04-05,8820444491
2016-04-06,8822941786
2016-04-07,8824606649
2016-04-08,8825439081
2016-04-11,8823774218
2016-04-12,8829601238
2016-04-13,8830433670
2016-04-14,8827103944
2016-04-15,8829601238
2016-04-18,8826271512
2016-04-19,8828768807
2016-04-20,8832098533
2016-04-21,8830433670
2016-04-22,8831266101
2016-04-25,8831266101
2016-04-26,8828768807
2016-04-27,8840422848
2016-04-28,8847082300
2016-04-29,8840422848
2016-05-02,8836260690
2016-05-03,8841255280
2016-05-04,8847914732
2016-05-05,8844585006
2016-05-06,8847082300
2016-05-09,8845417437
2016-05-10,8847914732
2016-05-11,8847914732
2016-05-12,8847082300
2016-05-13,8851244458
2016-05-16,8847082300
2016-05-17,8846249869
2016-05-18,8844585006
2016-05-19,8843752574
2016-05-20,8839590417
2016-05-23,8837925554
2016-05-24,8835428259
2016-05-25,8836260690
2016-05-26,8834595827
2016-05-27,8827936375
2016-05-31,8827936375
2016-06-01,8819612060
2016-06-02,8827103944
2016-06-03,8830433670
2016-06-06,8827103944
2016-06-07,8826271512
2016-06-08,8828768807
2016-06-09,8832930964
2016-06-10,8839590417
2016-06-13,8832930964
2016-06-14,8840422848
2016-06-15,8845417437
2016-06-16,8848747163
2016-06-17,8850412026
2016-06-20,8847914732
2016-06-21,8842087711
2016-06-22,8849579595
2016-06-23,8847914732
2016-06-24,8866228226
2016-06-27,8862066068
2016-06-28,8860401205
2016-06-29,8857903910
2016-06-30,8852076890
2016-07-01,8852909321
2016-07-05,8848747163
2016-07-06,8857071479
2016-07-07,8857903910
2016-07-08,8857071479
2016-07-11,8854574184
2016-07-12,8856239047
2016-07-13,8859568773
2016-07-14,8853741753
2016-07-15,8852076890
2016-07-18,8857903910
2016-07-19,8859568773
2016-07-20,8853741753
2016-07-21,8860401205
2016-07-22,8860401205
2016-07-25,8857903910
2016-07-26,8859568773
2016-07-27,8868725520
2016-07-28,8866228226
2016-07-29,8870390383
2016-08-01,8868725520
2016-08-02,8871222815
2016-08-03,8868725520
2016-08-04,8867060657
2016-08-05,8861233636
2016-08-08,8867893089
2016-08-09,8867060657
2016-08-10,8865395794
2016-08-11,8867060657
2016-08-12,8865395794
2016-08-15,8866228226
2016-08-16,8864563362
2016-08-17,8872887678
2016-08-18,8872887678
2016-08-19,8867893089
2016-08-22,8872055246
2016-08-23,8872055246
2016-08-24,8875384972
2016-08-25,8869557952
2016-08-26,8867060657
2016-08-29,8866228226
2016-08-30,8864563362
2016-08-31,8862066068
2016-09-01,8850412026
2016-09-02,8846249869
2016-09-06,8840422848
2016-09-07,8841255280
2016-09-08,8837925554
2016-09-09,8837093122
2016-09-12,8835428259
2016-09-13,8833763396
2016-09-14,8832098533
2016-09-15,8827936375
2016-09-16,8824606649
2016-09-19,8825439081
2016-09-20,8827936375
2016-09-21,8827103944
2016-09-22,8827103944
2016-09-23,8826271512
2016-09-26,8824606649
2016-09-27,8825439081
2016-09-28,8827103944
2016-09-29,8827103944
2016-09-30,8822941786
2016-10-03,8817947197
2016-10-04,8812952608
2016-10-05,8816282334
2016-10-06,8811287745
2016-10-07,8814617471
2016-10-10,8810455313
2016-10-11,8808790450
2016-10-12,8806293155
2016-10-13,8809622881
2016-10-14,8805460724
2016-10-17,8807958018
2016-10-18,8809622881
2016-10-19,8809622881
2016-10-20,8813785039
2016-10-21,8813785039
2016-10-24,8812120176
2016-10-25,8813785039
2016-10-26,8812952608
2016-10-27,8812952608
2016-10-28,8814617471
2016-10-31,8814617471
2016-11-01,8807958018
2016-11-02,8812952608
2016-11-03,8812120176
2016-11-04,8813785039
2016-11-07,8809622881
2016-11-08,8806293155
2016-11-09,8796303977
2016-11-10,8788812093
2016-11-11,8777158052
2016-11-14,8755514832
2016-11-15,8748855380
2016-11-16,8742195928
2016-11-17,8741363496
2016-11-18,8738866201
2016-11-21,8742195928
2016-11-22,8748022948
2016-11-23,8732206749
2016-11-25,8738866201
2016-11-28,8724714865
2016-11-29,8727212160
2016-11-30,8708066235
2016-12-01,8709731098
2016-12-02,8706401372
2016-12-05,8716390550
2016-12-06,8723882434
2016-12-07,8746358085
2016-12-08,8727212160
2016-12-09,8738866201
2016-12-12,8737201338
2016-12-13,8745525654
2016-12-14,8738033770
2016-12-15,8731374318
2016-12-16,8732206749
2016-12-19,8738033770
2016-12-20,8735536475
2016-12-21,8738866201
2016-12-22,8730541886
2016-12-23,8728877023
2016-12-27,8733039181
2016-12-28,8734704044
2016-12-29,8744693222
2016-12-30,8746358085
2017-01-03,8739698633
2017-01-04,8735536475
2017-01-05,8744693222
2017-01-06,8749687811
2017-01-09,8748022948
2017-01-10,8764671579
2017-01-11,8762174284
2017-01-12,8770498600
2017-01-13,8774660757
2017-01-17,8771331031
2017-01-18,8767168873
2017-01-19,8757179695
2017-01-20,8761341853
2017-01-23,8765504010
2017-01-24,8763006716
2017-01-25,8755514832
2017-01-26,8761341853
2017-01-27,8765504010
2017-01-30,8754682401
2017-01-31,8763839147
2017-02-01,8751352674
2017-02-02,8758844558
2017-02-03,8759676990
2017-02-06,8762174284
2017-02-07,8770498600
2017-02-08,8781320209
2017-02-09,8782985073
2017-02-10,8776325620
2017-02-13,8781320209
2017-02-14,8769666168
2017-02-15,8772995894
2017-02-16,8778822915
2017-02-17,8782152641
2017-02-21,8785482367
2017-02-22,8789644525
2017-02-23,8793806682
2017-02-24,8799633703
2017-02-27,8796303977
2017-02-28,8800466135
2017-03-01,8785482367
2017-03-02,8784649936
2017-03-03,8785482367
2017-03-06,8788812093
2017-03-07,8784649936
2017-03-08,8783817504
2017-03-09,8780487778
2017-03-10,8779655346
2017-03-13,8768001305
2017-03-14,8773828326
2017-03-15,8780487778
2017-03-16,8777158052
2017-03-17,8777990483
2017-03-20,8778822915
2017-03-21,8785482367
2017-03-22,8788812093
2017-03-23,8786314799
2017-03-24,8787147230
2017-03-27,8784649936
2017-03-28,8789644525
2017-03-29,8789644525
2017-03-30,8791309388
2017-03-31,8789644525
2017-04-03,8781320209
2017-04-04,8777158052
2017-04-05,8788812093
2017-04-06,8783817504
2017-04-07,8791309388
2017-04-10,8791309388
2017-04-11,8795471545
2017-04-12,8802963429
2017-04-13,8802963429
2017-04-17,8801298566
2017-04-18,8804628292
2017-04-19,8807958018
2017-04-20,8802963429
2017-04-21,8809622881
2017-04-24,8802963429
2017-04-25,8799633703
2017-04-26,8806293155
2017-04-27,8805460724
2017-04-28,8798801272
2017-05-01,8797136409
2017-05-02,8797136409
2017-05-03,8800466135
2017-05-04,8799633703
2017-05-05,8802130998
2017-05-08,8799633703
2017-05-09,8797968840
2017-05-10,8808790450
2017-05-11,8811287745
2017-05-12,8814617471
2017-05-15,8813785039
2017-05-16,8816282334
2017-05-17,8822941786
2017-05-18,8822109354
2017-05-19,8820444491
2017-05-22,8821276923
2017-05-23,8824606649
2017-05-24,8826271512
2017-05-25,8822109354
2017-05-26,8826271512
2017-05-30,8827103944
2017-05-31,8829601238
2017-06-01,8824606649
2017-06-02,8827103944
2017-06-05,8827103944
2017-06-06,8831266101
2017-06-07,8826271512
2017-06-08,8827103944
2017-06-09,8825439081
2017-06-12,8821276923
2017-06-13,8818779628
2017-06-14,8825439081
2017-06-15,8817947197
2017-06-16,8817947197
2017-06-19,8815449902
2017-06-20,8818779628
2017-06-21,8818779628
2017-06-22,8822941786
2017-06-23,8819612060
2017-06-26,8820444491
2017-06-27,8817114765
2017-06-28,8816282334
2017-06-29,8807125587
2017-06-30,8805460724
2017-07-03,8792974251
2017-07-05,8802963429
2017-07-06,8801298566
2017-07-07,8802130998
2017-07-10,8802130998
2017-07-11,8805460724
2017-07-12,8807125587
2017-07-13,8806293155
2017-07-14,8813785039
2017-07-17,8810455313
2017-07-18,8817947197
2017-07-19,8821276923
2017-07-20,8824606649
2017-07-21,8824606649
2017-07-24,8824606649
2017-07-25,8820444491
2017-07-26,8827936375
2017-07-27,8827936375
2017-07-28,8829601238
2017-07-31,8831266101
2017-08-01,8827103944
2017-08-02,8831266101
2017-08-03,8836260690
2017-08-04,8832098533
2017-08-07,8837925554
2017-08-08,8840422848
2017-08-09,8846249869
2017-08-10,8847082300
2017-08-11,8852076890
2017-08-14,8850412026
2017-08-15,8845417437
2017-08-16,8848747163
2017-08-17,8852909321
2017-08-18,8852076890
2017-08-21,8852076890
2017-08-22,8849579595
2017-08-23,8854574184
2017-08-24,8851244458
2017-08-25,8850412026
2017-08-28,8852076890
2017-08-29,8853741753
2017-08-30,8855406616
2017-08-31,8854574184
2017-09-01,8843752574
2017-09-05,8847082300
2017-09-06,8847082300
2017-09-07,8852909321
2017-09-08,8849579595
2017-09-11,8838757985
2017-09-12,8844585006
2017-09-13,8843752574
2017-09-14,8839590417
2017-09-15,8837925554
2017-09-18,8836260690
2017-09-19,8835428259
2017-09-20,8828768807
2017-09-21,8832930964
2017-09-22,8835428259
2017-09-25,8837093122
2017-09-26,8832930964
2017-09-27,8826271512
2017-09-28,8824606649
2017-09-29,8821276923
2017-10-02,8812952608
2017-10-03,8812952608
2017-10-04,8819612060
2017-10-05,8817947197
2017-10-06,8813785039
2017-10-09,8812952608
2017-10-10,8813785039
2017-10-11,8814617471
2017-10-12,8817947197
2017-10-13,8818779628
2017-10-16,8812120176
2017-10-17,8818779628
2017-10-18,8818779628
2017-10-19,8818779628
2017-10-20,8813785039
2017-10-23,8814617471
2017-10-24,8812120176
2017-10-25,8811287745
2017-10-26,8807125587
2017-10-27,8804628292
2017-10-30,8806293155
2017-10-31,8801298566
2017-11-01,8792974251
2017-11-02,8794639114
2017-11-03,8792974251
2017-11-06,8793806682
2017-11-07,8797968840
2017-11-08,8791309388
2017-11-09,8793806682
2017-11-10,8784649936
2017-11-13,8779655346
2017-11-14,8774660757
2017-11-15,8782152641
2017-11-16,8778822915
2017-11-17,8773828326
2017-11-20,8771331031
2017-11-21,8770498600
2017-11-22,8761341853
2017-11-24,8757179695
2017-11-27,8750520243
2017-11-28,8746358085
2017-11-29,8738866201
2017-11-30,8743028359
2017-12-01,8741363496
2017-12-04,8737201338
2017-12-05,8748855380
2017-12-06,8754682401
2017-12-07,8757179695
2017-12-08,8746358085
2017-12-11,8745525654
2017-12-12,8744693222
2017-12-13,8761341853
2017-12-14,8754682401
2017-12-15,8753017537
2017-12-18,8744693222
2017-12-19,8735536475
2017-12-20,8730541886
2017-12-21,8714725687
2017-12-22,8719720276
2017-12-26,8719720276
2017-12-27,8735536475
2017-12-28,8725547297
2017-12-29,8729709455
2018-01-02,8726379728
2018-01-03,8729709455
2018-01-04,8728044592
2018-01-05,8729709455
2018-01-08,8729709455
2018-01-09,8727212160
2018-01-10,8738033770
2018-01-11,8744693222
2018-01-12,8737201338
2018-01-16,8743028359
2018-01-17,8742195928
2018-01-18,8737201338
2018-01-19,8742195928
2018-01-22,8744693222
2018-01-23,8752185106
2018-01-24,8751352674
2018-01-25,8758012127
2018-01-26,8746358085
2018-01-29,8748022948
2018-01-30,8750520243
2018-01-31,8745525654
2018-02-01,8735536475
2018-02-02,8732206749
2018-02-05,8733871612
2018-02-06,8723882434
2018-02-07,8725547297
2018-02-08,8728044592
2018-02-09,8723050002
2018-02-12,8723882434
