,CSGP
2005-01-25,791337600
2005-01-26,800496600
2005-01-27,787674000
2005-01-28,787674000
2005-01-31,787674000
2005-02-01,776683200
2005-02-02,763860600
2005-02-03,754701600
2005-02-04,754701600
2005-02-07,793169400
2005-02-08,793169400
2005-02-09,776683200
2005-02-10,769356000
2005-02-11,776683200
2005-02-14,769356000
2005-02-15,762028800
2005-02-16,741879000
2005-02-17,725392800
2005-02-18,699747600
2005-02-22,710738400
2005-02-23,716233800
2005-02-24,696084000
2005-02-25,686925000
2005-02-28,674102400
2005-03-01,677766000
2005-03-02,679597800
2005-03-03,690588600
2005-03-04,718065600
2005-03-07,688756800
2005-03-08,685093200
2005-03-09,681429600
2005-03-10,679597800
2005-03-11,679597800
2005-03-14,690588600
2005-03-15,701579400
2005-03-16,694252200
2005-03-17,696084000
2005-03-18,696084000
2005-03-21,696084000
2005-03-22,696084000
2005-03-23,690588600
2005-03-24,685093200
2005-03-28,688756800
2005-03-29,686925000
2005-03-30,681429600
2005-03-31,677705400
2005-04-01,664849200
2005-04-04,655666200
2005-04-05,655666200
2005-04-06,679542000
2005-04-07,675868800
2005-04-08,666685800
2005-04-11,659339400
2005-04-12,664849200
2005-04-13,657502800
2005-04-14,640973400
2005-04-15,622607400
2005-04-18,620770800
2005-04-19,633627000
2005-04-20,618934200
2005-04-21,683215200
2005-04-22,696071400
2005-04-25,696071400
2005-04-26,677705400
2005-04-27,686888400
2005-04-28,701581200
2005-04-29,727293600
2005-05-02,719947200
2005-05-03,699744600
2005-05-04,701581200
2005-05-05,699744600
2005-05-06,699744600
2005-05-09,707091000
2005-05-10,707091000
2005-05-11,708927600
2005-05-12,707091000
2005-05-13,710764200
2005-05-16,710764200
2005-05-17,712600800
2005-05-18,719947200
2005-05-19,734640000
2005-05-20,736476600
2005-05-23,730966800
2005-05-24,738313199
2005-05-25,729130200
2005-05-26,741986400
2005-05-27,740149800
2005-05-31,738313199
2005-06-01,760352400
2005-06-02,765862200
2005-06-03,764025600
2005-06-06,760352400
2005-06-07,765862200
2005-06-08,767698800
2005-06-09,773208600
2005-06-10,771372000
2005-06-13,775045200
2005-06-14,797084400
2005-06-15,795247800
2005-06-16,817287000
2005-06-17,824633400
2005-06-20,813613800
2005-06-21,824633400
2005-06-22,831979800
2005-06-23,802594200
2005-06-24,784228199
2005-06-27,784228199
2005-06-28,819123600
2005-06-29,809940600
2005-06-30,805946000
2005-07-01,829976500
2005-07-05,850309999
2005-07-06,828128000
2005-07-07,833673500
2005-07-08,850309999
2005-07-11,865098000
2005-07-12,859552500
2005-07-13,855855500
2005-07-14,854007000
2005-07-15,855855500
2005-07-18,841067500
2005-07-19,863249500
2005-07-20,868795000
2005-07-21,879886000
2005-07-22,879886000
2005-07-25,854007000
2005-07-26,841067500
2005-07-27,861401000
2005-07-28,872492000
2005-07-29,878037500
2005-08-01,894674000
2005-08-02,920553000
2005-08-03,916856000
2005-08-04,907613500
2005-08-05,890977000
2005-08-08,878037500
2005-08-09,878037500
2005-08-10,865098000
2005-08-11,887280000
2005-08-12,870643500
2005-08-15,890977000
2005-08-16,861401000
2005-08-17,865098000
2005-08-18,850309999
2005-08-19,848461500
2005-08-22,846613000
2005-08-23,852158500
2005-08-24,855855500
2005-08-25,852158500
2005-08-26,841067500
2005-08-29,854007000
2005-08-30,854007000
2005-08-31,865098000
2005-09-01,861401000
2005-09-02,844764500
2005-09-06,879886000
2005-09-07,866946500
2005-09-08,846613000
2005-09-09,841067500
2005-09-12,841067500
2005-09-13,841067500
2005-09-14,885431500
2005-09-15,876189000
2005-09-16,892825500
2005-09-19,885431500
2005-09-20,863249500
2005-09-21,846613000
2005-09-22,861401000
2005-09-23,852158500
2005-09-26,850309999
2005-09-27,854007000
2005-09-28,846613000
2005-09-29,855855500
2005-09-30,870581400
2005-10-03,868717200
2005-10-04,853803600
2005-10-05,853803600
2005-10-06,859396200
2005-10-07,863124600
2005-10-10,857531999
2005-10-11,855667800
2005-10-12,855667800
2005-10-13,857531999
2005-10-14,850075199
2005-10-17,846346800
2005-10-18,833297400
2005-10-19,838890000
2005-10-20,823976400
2005-10-21,837025800
2005-10-24,857531999
2005-10-25,907865400
2005-10-26,879902400
2005-10-27,851939400
2005-10-28,874309800
2005-10-31,894816000
2005-11-01,876174000
2005-11-02,898544400
2005-11-03,902272800
2005-11-04,909729600
2005-11-07,906001200
2005-11-08,900408600
2005-11-09,892951800
2005-11-10,900408600
2005-11-11,917186400
2005-11-14,911593799
2005-11-15,904136999
2005-11-16,894816000
2005-11-17,902272800
2005-11-18,911593799
2005-11-21,891087600
2005-11-22,892951800
2005-11-23,892951800
2005-11-25,887359200
2005-11-28,872445600
2005-11-29,883630800
2005-11-30,874309800
2005-12-01,889223399
2005-12-02,876174000
2005-12-05,861260400
2005-12-06,835161600
2005-12-07,850075199
2005-12-08,844482600
2005-12-09,848211000
2005-12-12,842618399
2005-12-13,838890000
2005-12-14,829569000
2005-12-15,835161600
2005-12-16,837025800
2005-12-19,822112200
2005-12-20,844482600
2005-12-21,842618399
2005-12-22,842618399
2005-12-23,848211000
2005-12-27,837025800
2005-12-28,837025800
2005-12-29,831433200
2005-12-30,805334400
2006-01-03,824317200
2006-01-04,809363600
2006-01-05,818709600
2006-01-06,839270800
2006-01-09,841140000
2006-01-10,856093600
2006-01-11,863570400
2006-01-12,872916400
2006-01-13,876654800
2006-01-17,871047200
2006-01-18,878524000
2006-01-19,897216000
2006-01-20,886000800
2006-01-23,914038799
2006-01-24,927123200
2006-01-25,925254000
2006-01-26,949553600
2006-01-27,951422800
2006-01-30,955161200
2006-01-31,934600000
2006-02-01,943946000
2006-02-02,921515600
2006-02-03,938338399
2006-02-06,953291999
2006-02-07,930861600
2006-02-08,932730800
2006-02-09,927123200
2006-02-10,925254000
2006-02-13,921515600
2006-02-14,921515600
2006-02-15,938338399
2006-02-16,874785600
2006-02-17,893477600
2006-02-21,912169600
2006-02-22,958899600
2006-02-23,960768799
2006-02-24,958899600
2006-02-27,968245600
2006-02-28,964507200
2006-03-01,973853200
2006-03-02,949553600
2006-03-03,949553600
2006-03-06,966376400
2006-03-07,960768799
2006-03-08,970114800
2006-03-09,964507200
2006-03-10,958899600
2006-03-13,960768799
2006-03-14,953291999
2006-03-15,953291999
2006-03-16,953291999
2006-03-17,936469200
2006-03-20,934600000
2006-03-21,927123200
2006-03-22,934600000
2006-03-23,942076800
2006-03-24,947684400
2006-03-27,943946000
2006-03-28,960768799
2006-03-29,1054228799
2006-03-30,985068399
2006-03-31,976861800
2006-04-03,941100000
2006-04-04,941100000
2006-04-05,946746600
2006-04-06,933571200
2006-04-07,920395799
2006-04-10,926042400
2006-04-11,916631400
2006-04-12,924160200
2006-04-13,935453400
2006-04-17,931689000
2006-04-18,963686400
2006-04-19,961804200
2006-04-20,963686400
2006-04-21,958039800
2006-04-24,931689000
2006-04-25,939217800
2006-04-26,946746600
2006-04-27,1070971800
2006-04-28,1063443000
2006-05-01,1055914200
2006-05-02,1072854000
2006-05-03,1101087000
2006-05-04,1104851400
2006-05-05,1114262400
2006-05-08,1129320000
2006-05-09,1112380200
2006-05-10,1086029400
2006-05-11,1070971800
2006-05-12,1046503199
2006-05-15,1055914200
2006-05-16,1063443000
2006-05-17,1054031999
2006-05-18,1042738800
2006-05-19,1025799000
2006-05-22,1001330400
2006-05-23,1018270200
2006-05-24,1025799000
2006-05-25,1037092200
2006-05-26,1038974399
2006-05-30,1010741400
2006-05-31,1005094800
2006-06-01,1027681200
2006-06-02,1138731000
2006-06-05,1134966600
2006-06-06,1151906400
2006-06-07,1151906400
2006-06-08,1140613200
2006-06-09,1108615800
2006-06-12,1074736200
2006-06-13,1052149800
2006-06-14,1055914200
2006-06-15,1052149800
2006-06-16,1048385400
2006-06-19,1033327800
2006-06-20,1014505799
2006-06-21,1033327800
2006-06-22,1035210000
2006-06-23,1005094800
2006-06-26,1025799000
2006-06-27,1010741400
2006-06-28,1027681200
2006-06-29,1080382800
2006-06-30,1123462600
2006-07-03,1138492200
2006-07-05,1127220000
2006-07-06,1123462600
2006-07-07,1091524700
2006-07-10,1074616400
2006-07-11,1084009900
2006-07-12,1061465500
2006-07-13,1033285000
2006-07-14,1035163700
2006-07-17,1012619299
2006-07-18,1006983200
2006-07-19,1038921100
2006-07-20,1014498000
2006-07-21,1006983200
2006-07-24,1031406300
2006-07-25,1033285000
2006-07-26,978802700
2006-07-27,916805600
2006-07-28,819113200
2006-07-31,815355800
2006-08-01,807841000
2006-08-02,779660500
2006-08-03,774024400
2006-08-04,770266999
2006-08-07,762752199
2006-08-08,762752199
2006-08-09,732693000
2006-08-10,734571700
2006-08-11,728935600
2006-08-14,734571700
2006-08-15,753358700
2006-08-16,779660500
2006-08-17,787175300
2006-08-18,760873500
2006-08-21,749601300
2006-08-22,757116100
2006-08-23,734571700
2006-08-24,723299500
2006-08-25,743965200
2006-08-28,742086500
2006-08-29,757116100
2006-08-30,745843900
2006-08-31,757116100
2006-09-01,764630900
2006-09-05,760873500
2006-09-06,734571700
2006-09-07,742086500
2006-09-08,742086500
2006-09-11,753358700
2006-09-12,772145700
2006-09-13,774024400
2006-09-14,770266999
2006-09-15,785296600
2006-09-18,772145700
2006-09-19,766509600
2006-09-20,736450400
2006-09-21,745843900
2006-09-22,727056900
2006-09-25,747722600
2006-09-26,745843900
2006-09-27,751480000
2006-09-28,755237399
2006-09-29,775903100
2006-10-02,772111999
2006-10-03,781528000
2006-10-04,809776000
2006-10-05,839907200
2006-10-06,817308800
2006-10-09,813542400
2006-10-10,821075200
2006-10-11,792827200
2006-10-12,821075200
2006-10-13,817308800
2006-10-16,841790400
2006-10-17,866271999
2006-10-18,864388800
2006-10-19,864388800
2006-10-20,853089600
2006-10-23,873804799
2006-10-24,836140800
2006-10-25,854972800
2006-10-26,866271999
2006-10-27,885104000
2006-10-30,907702400
2006-10-31,892636800
2006-11-01,881337600
2006-11-02,885104000
2006-11-03,888870400
2006-11-06,915235200
2006-11-07,907702400
2006-11-08,894520000
2006-11-09,883220800
2006-11-10,896403200
2006-11-13,898286399
2006-11-14,934067200
2006-11-15,962315200
2006-11-16,952899199
2006-11-17,954782400
2006-11-20,951016000
2006-11-21,945366399
2006-11-22,941600000
2006-11-24,939716800
2006-11-27,919001600
2006-11-28,915235200
2006-11-29,917118400
2006-11-30,928417600
2006-12-01,919001600
2006-12-04,943483200
2006-12-05,947249600
2006-12-06,943483200
2006-12-07,954782400
2006-12-08,964198400
2006-12-11,967964799
2006-12-12,977380800
2006-12-13,990563200
2006-12-14,1028227200
2006-12-15,1020694400
2006-12-18,1015044799
2006-12-19,1013161600
2006-12-20,1028227200
2006-12-21,1028227200
2006-12-22,1013161600
2006-12-26,1015044799
2006-12-27,1039526399
2006-12-28,1033876800
2006-12-29,1009395200
2007-01-03,986371200
2007-01-04,980702400
2007-01-05,958027200
2007-01-08,956137599
2007-01-09,944800000
2007-01-10,952358400
2007-01-11,961806400
2007-01-12,978812800
2007-01-16,969364800
2007-01-17,958027200
2007-01-18,944800000
2007-01-19,950468800
2007-01-22,933462400
2007-01-23,933462400
2007-01-24,937241600
2007-01-25,914566400
2007-01-26,912676800
2007-01-29,912676800
2007-01-30,903228800
2007-01-31,897560000
2007-02-01,905118400
2007-02-02,908897599
2007-02-05,897560000
2007-02-06,916455999
2007-02-07,914566400
2007-02-08,916455999
2007-02-09,903228800
2007-02-12,901339199
2007-02-13,897560000
2007-02-14,886222400
2007-02-15,880553600
2007-02-16,888112000
2007-02-20,903228800
2007-02-21,880553600
2007-02-22,956137599
2007-02-23,959916800
2007-02-26,956137599
2007-02-27,931572800
2007-02-28,886222400
2007-03-01,872995200
2007-03-02,838982400
2007-03-05,820086400
2007-03-06,848430400
2007-03-07,840872000
2007-03-08,835203200
2007-03-09,842761600
2007-03-12,840872000
2007-03-13,831424000
2007-03-14,831424000
2007-03-15,840872000
2007-03-16,840872000
2007-03-19,829534399
2007-03-20,833313600
2007-03-21,850320000
2007-03-22,854099199
2007-03-23,861657599
2007-03-26,859768000
2007-03-27,842761600
2007-03-28,835203200
2007-03-29,840872000
2007-03-30,844651200
2007-04-02,852840000
2007-04-03,886953600
2007-04-04,877477600
2007-04-05,894534400
2007-04-09,892639200
2007-04-10,902115200
2007-04-11,890744000
2007-04-12,902115200
2007-04-13,900220000
2007-04-16,922962400
2007-04-17,917276800
2007-04-18,900220000
2007-04-19,883163200
2007-04-20,877477600
2007-04-23,881268000
2007-04-24,866106400
2007-04-25,860420800
2007-04-26,936228800
2007-04-27,930543200
2007-04-30,924857600
2007-05-01,938124000
2007-05-02,941914400
2007-05-03,934333600
2007-05-04,941914400
2007-05-07,926752799
2007-05-08,932438400
2007-05-09,934333600
2007-05-10,904010399
2007-05-11,922962400
2007-05-14,911591199
2007-05-15,886953600
2007-05-16,905905600
2007-05-17,898324800
2007-05-18,924857600
2007-05-21,941914400
2007-05-22,962761600
2007-05-23,966551999
2007-05-24,998770399
2007-05-25,1002560800
2007-05-29,1004456000
2007-05-30,1029093600
2007-05-31,1029093600
2007-06-01,1055626400
2007-06-04,1036674400
2007-06-05,1025303200
2007-06-06,1012036800
2007-06-07,994980000
2007-06-08,996875200
2007-06-11,991189600
2007-06-12,981713600
2007-06-13,994980000
2007-06-14,989294400
2007-06-15,996875200
2007-06-18,987399200
2007-06-19,993084800
2007-06-20,979818400
2007-06-21,1030988800
2007-06-22,998770399
2007-06-25,1004456000
2007-06-26,1012036800
2007-06-27,1040464800
2007-06-28,1025303200
2007-06-29,1002560800
2007-07-02,1049379500
2007-07-03,1070329000
2007-07-05,1074138000
2007-07-06,1072233500
2007-07-09,1064615500
2007-07-10,1026525499
2007-07-11,1041761500
2007-07-12,1081756000
2007-07-13,1089374000
2007-07-16,1089374000
2007-07-17,1096992000
2007-07-18,1102705500
2007-07-19,1114132500
2007-07-20,1091278500
2007-07-23,1081756000
2007-07-24,1045570500
2007-07-25,1043666000
2007-07-26,1015098500
2007-07-27,984626500
2007-07-30,977008500
2007-07-31,971294999
2007-08-01,965581500
2007-08-02,1011289499
2007-08-03,984626500
2007-08-06,1024621000
2007-08-07,1051283999
2007-08-08,1085565000
2007-08-09,1089374000
2007-08-10,1060806500
2007-08-13,1058901999
2007-08-14,1055093000
2007-08-15,1066519999
2007-08-16,1045570500
2007-08-17,1076042500
2007-08-20,1064615500
2007-08-21,1066519999
2007-08-22,1096992000
2007-08-23,1064615500
2007-08-24,1070329000
2007-08-27,1039857000
2007-08-28,1017003000
2007-08-29,1037952500
2007-08-30,1039857000
2007-08-31,1047475000
2007-09-04,1051283999
2007-09-05,1034143500
2007-09-06,1009385000
2007-09-07,984626500
2007-09-10,982722000
2007-09-11,982722000
2007-09-12,999862500
2007-09-13,990340000
2007-09-14,1005576000
2007-09-17,978912999
2007-09-18,1037952500
2007-09-19,1041761500
2007-09-20,1009385000
2007-09-21,1007480500
2007-09-24,1018907499
2007-09-25,1020812000
2007-09-26,1022716500
2007-09-27,1036048000
2007-09-28,1018907499
2007-10-01,1083952500
2007-10-02,1131915000
2007-10-03,1120404000
2007-10-04,1135752000
2007-10-05,1170285000
2007-10-08,1170285000
2007-10-09,1181796000
2007-10-10,1174122000
2007-10-11,1160692500
2007-10-12,1160692500
2007-10-15,1154937000
2007-10-16,1158774000
2007-10-17,1166448000
2007-10-18,1183714500
2007-10-19,1101219000
2007-10-22,1122322500
2007-10-23,1143426000
2007-10-24,1176040500
2007-10-25,1101219000
2007-10-26,1108893000
2007-10-29,1093545000
2007-10-30,1060930500
2007-10-31,1103137500
2007-11-01,1051338000
2007-11-02,1059011999
2007-11-05,1039827000
2007-11-06,1074360000
2007-11-07,1053256500
2007-11-08,1039827000
2007-11-09,1032153000
2007-11-12,1053256500
2007-11-13,1062849000
2007-11-14,1060930500
2007-11-15,1057093500
2007-11-16,1041745500
2007-11-19,984190500
2007-11-20,966924000
2007-11-21,924717000
2007-11-23,936228000
2007-11-26,903613500
2007-11-27,901695000
2007-11-28,943902000
2007-11-29,932391000
2007-11-30,924717000
2007-12-03,884428500
2007-12-04,901695000
2007-12-05,928554000
2007-12-06,936228000
2007-12-07,934309500
2007-12-10,934309500
2007-12-11,886347000
2007-12-12,890183999
2007-12-13,886347000
2007-12-14,863325000
2007-12-17,853732500
2007-12-18,878673000
2007-12-19,870999000
2007-12-20,905532000
2007-12-21,917043000
2007-12-24,924717000
2007-12-26,926635500
2007-12-27,888265500
2007-12-28,892102500
2007-12-31,907042400
2008-01-02,870530100
2008-01-03,837861200
2008-01-04,791740400
2008-01-07,760993200
2008-01-08,780210199
2008-01-09,787896999
2008-01-10,789818700
2008-01-11,749463000
2008-01-14,739854500
2008-01-15,718715800
2008-01-16,734089400
2008-01-17,730246000
2008-01-18,718715800
2008-01-22,734089400
2008-01-23,772523399
2008-01-24,751384700
2008-01-25,726402600
2008-01-28,747541300
2008-01-29,768680000
2008-01-30,778288500
2008-01-31,812879100
2008-02-01,824409300
2008-02-04,801348900
2008-02-05,766758300
2008-02-06,716794100
2008-02-07,703342200
2008-02-08,703342200
2008-02-11,709107300
2008-02-12,724480900
2008-02-13,732167700
2008-02-14,711029000
2008-02-15,749463000
2008-02-19,755228100
2008-02-20,739854500
2008-02-21,778288500
2008-02-22,755228100
2008-02-25,787896999
2008-02-26,822487600
2008-02-27,845548000
2008-02-28,826331000
2008-02-29,797505500
2008-03-03,801348900
2008-03-04,803270600
2008-03-05,801348900
2008-03-06,799427200
2008-03-07,778288500
2008-03-10,764836600
2008-03-11,787896999
2008-03-12,776366800
2008-03-13,768680000
2008-03-14,747541300
2008-03-17,732167700
2008-03-18,768680000
2008-03-19,755228100
2008-03-20,776366800
2008-03-24,812879100
2008-03-25,837861200
2008-03-26,837861200
2008-03-27,828252699
2008-03-28,822487600
2008-03-31,830373000
2008-04-01,863201700
2008-04-02,909548100
2008-04-03,921134699
2008-04-04,905685900
2008-04-07,915341400
2008-04-08,942376800
2008-04-09,892168200
2008-04-10,896030399
2008-04-11,886374900
2008-04-14,867063900
2008-04-15,890237100
2008-04-16,886374900
2008-04-17,876719400
2008-04-18,903754800
2008-04-21,896030399
2008-04-22,870926100
2008-04-23,897961500
2008-04-24,936583499
2008-04-25,948170100
2008-04-28,952032300
2008-04-29,928859099
2008-04-30,926928000
2008-05-01,934652400
2008-05-02,940445700
2008-05-05,944307899
2008-05-06,975205500
2008-05-07,992585399
2008-05-08,952032300
2008-05-09,953963400
2008-05-12,953963400
2008-05-13,926928000
2008-05-14,928859099
2008-05-15,936583499
2008-05-16,930790200
2008-05-19,921134699
2008-05-20,905685900
2008-05-21,894099300
2008-05-22,896030399
2008-05-23,878650500
2008-05-27,905685900
2008-05-28,915341400
2008-05-29,926928000
2008-05-30,905685900
2008-06-02,896030399
2008-06-03,921134699
2008-06-04,940445700
2008-06-05,979067700
2008-06-06,965550000
2008-06-09,963618900
2008-06-10,953963400
2008-06-11,921134699
2008-06-12,944307899
2008-06-13,952032300
2008-06-16,965550000
2008-06-17,973274400
2008-06-18,990654300
2008-06-19,988723200
2008-06-20,971343300
2008-06-23,938514600
2008-06-24,892168200
2008-06-25,890237100
2008-06-26,863201700
2008-06-27,857408400
2008-06-30,862988500
2008-07-01,864927800
2008-07-02,845534800
2008-07-03,855231300
2008-07-07,851352699
2008-07-08,866867100
2008-07-09,855231300
2008-07-10,882381500
2008-07-11,888199400
2008-07-14,882381500
2008-07-15,890138700
2008-07-16,917288900
2008-07-17,958014200
2008-07-18,959953500
2008-07-21,959953500
2008-07-22,969650000
2008-07-23,973528599
2008-07-24,940560499
2008-07-25,946378400
2008-07-28,923106800
2008-07-29,965771400
2008-07-30,961892800
2008-07-31,967710700
2008-08-01,998739500
2008-08-04,989042999
2008-08-05,1002618100
2008-08-06,1002618100
2008-08-07,1008436000
2008-08-08,1047222000
2008-08-11,1084068700
2008-08-12,1049161300
2008-08-13,1049161300
2008-08-14,1047222000
2008-08-15,1045282699
2008-08-18,1031707600
2008-08-19,998739500
2008-08-20,992921600
2008-08-21,989042999
2008-08-22,1029768299
2008-08-25,1002618100
2008-08-26,990982300
2008-08-27,998739500
2008-08-28,1010375300
2008-08-29,1023950400
2008-09-02,1047222000
2008-09-03,1072432900
2008-09-04,1068554300
2008-09-05,1043343400
2008-09-08,1025889700
2008-09-09,1018132500
2008-09-10,1025889700
2008-09-11,989042999
2008-09-12,1008436000
2008-09-15,965771400
2008-09-16,981285799
2008-09-17,969650000
2008-09-18,1099583100
2008-09-19,1078250800
2008-09-22,956074900
2008-09-23,961892800
2008-09-24,973528599
2008-09-25,967710700
2008-09-26,930864000
2008-09-29,859109900
2008-09-30,883847200
2008-10-01,879953599
2008-10-02,835177200
2008-10-03,804028400
2008-10-06,809868800
2008-10-07,819602800
2008-10-08,864379200
2008-10-09,778720000
2008-10-10,804028400
2008-10-13,864379200
2008-10-14,792347600
2008-10-15,745624400
2008-10-16,720316000
2008-10-17,720316000
2008-10-20,755358400
2008-10-21,730050000
2008-10-22,700848000
2008-10-23,630763200
2008-10-24,601561200
2008-10-27,562625200
2008-10-28,568465600
2008-10-29,576252800
2008-10-30,638550400
2008-10-31,700848000
2008-11-03,708635200
2008-11-04,708635200
2008-11-05,704741600
2008-11-06,702794800
2008-11-07,695007600
2008-11-10,624922800
2008-11-11,591827200
2008-11-12,570412400
2008-11-13,607401600
2008-11-14,584040000
2008-11-17,589880400
2008-11-18,599614400
2008-11-19,525636000
2008-11-20,525636000
2008-11-21,558731600
2008-11-24,613242000
2008-11-25,622976000
2008-11-26,638550400
2008-11-28,634656800
2008-12-01,560678400
2008-12-02,550944400
2008-12-03,564572000
2008-12-04,558731600
2008-12-05,570412400
2008-12-08,601561200
2008-12-09,599614400
2008-12-10,617135600
2008-12-11,587933600
2008-12-12,599614400
2008-12-15,580146400
2008-12-16,599614400
2008-12-17,621029200
2008-12-18,632710000
2008-12-19,642444000
2008-12-22,607401600
2008-12-23,613242000
2008-12-24,597667600
2008-12-26,597667600
2008-12-29,597667600
2008-12-30,630763200
2008-12-31,640497200
2009-01-02,652178000
2009-01-05,646337600
2009-01-06,671646000
2009-01-07,673592800
2009-01-08,698901200
2009-01-09,650231200
2009-01-12,634656800
2009-01-13,628816400
2009-01-14,591827200
2009-01-15,611295200
2009-01-16,603508000
2009-01-20,582093200
2009-01-21,609348400
2009-01-22,593774000
2009-01-23,584040000
2009-01-26,580146400
2009-01-27,589880400
2009-01-28,624922800
2009-01-29,589880400
2009-01-30,576252800
2009-02-02,587933600
2009-02-03,580146400
2009-02-04,578199600
2009-02-05,576252800
2009-02-06,601561200
2009-02-09,593774000
2009-02-10,574306000
2009-02-11,580146400
2009-02-12,574306000
2009-02-13,576252800
2009-02-17,558731600
2009-02-18,560678400
2009-02-19,545104000
2009-02-20,506168000
2009-02-23,494487200
2009-02-24,513955200
2009-02-25,510061600
2009-02-26,496433999
2009-02-27,496433999
2009-03-02,486700000
2009-03-03,486700000
2009-03-04,504221200
2009-03-05,486700000
2009-03-06,492540399
2009-03-09,471125600
2009-03-10,500327599
2009-03-11,504221200
2009-03-12,515902000
2009-03-13,512008400
2009-03-16,506168000
2009-03-17,513955200
2009-03-18,550944400
2009-03-19,548997600
2009-03-20,543157200
2009-03-23,582093200
2009-03-24,566518800
2009-03-25,585986800
2009-03-26,601561200
2009-03-27,585986800
2009-03-30,578199600
2009-03-31,590213700
2009-04-01,605796900
2009-04-02,631119600
2009-04-03,638911200
2009-04-06,635015400
2009-04-07,615536400
2009-04-08,609692700
2009-04-09,642807000
2009-04-13,636963300
2009-04-14,627223800
2009-04-15,636963300
2009-04-16,648650700
2009-04-17,658390200
2009-04-20,642807000
2009-04-21,654494400
2009-04-22,650598600
2009-04-23,681765000
2009-04-24,697348200
2009-04-27,697348200
2009-04-28,716827200
2009-04-29,730462500
2009-04-30,722670900
2009-05-01,726566700
2009-05-04,716827200
2009-05-05,709035600
2009-05-06,703191900
2009-05-07,675921300
2009-05-08,695400300
2009-05-11,707087700
2009-05-12,710983500
2009-05-13,701244000
2009-05-14,710983500
2009-05-15,697348200
2009-05-18,716827200
2009-05-19,710983500
2009-05-20,716827200
2009-05-21,705139800
2009-05-22,705139800
2009-05-26,734358300
2009-05-27,707087700
2009-05-28,699296100
2009-05-29,695400300
2009-06-01,724618800
2009-06-02,730462500
2009-06-03,753837300
2009-06-04,757733100
2009-06-05,759681000
2009-06-08,755785200
2009-06-09,767472600
2009-06-10,773316300
2009-06-11,781107900
2009-06-12,781107900
2009-06-15,769420500
2009-06-16,742149900
2009-06-17,749941500
2009-06-18,742149900
2009-06-19,746045700
2009-06-22,724618800
2009-06-23,736306200
2009-06-24,746045700
2009-06-25,753837300
2009-06-26,761628900
2009-06-29,769420500
2009-06-30,792733200
2009-07-01,808627600
2009-07-02,766904800
2009-07-06,772865200
2009-07-07,749023600
2009-07-08,751010400
2009-07-09,743063200
2009-07-10,739089600
2009-07-13,727168800
2009-07-14,717234800
2009-07-15,741076400
2009-07-16,743063200
2009-07-17,725182000
2009-07-20,725182000
2009-07-21,727168800
2009-07-22,715248000
2009-07-23,675512000
2009-07-24,687432800
2009-07-27,703327200
2009-07-28,719221600
2009-07-29,727168800
2009-07-30,737102800
2009-07-31,729155600
2009-08-03,733129200
2009-08-04,735116000
2009-08-05,721208400
2009-08-06,715248000
2009-08-07,731142400
2009-08-10,737102800
2009-08-11,725182000
2009-08-12,731142400
2009-08-13,723195200
2009-08-14,717234800
2009-08-17,713261200
2009-08-18,721208400
2009-08-19,737102800
2009-08-20,745050000
2009-08-21,782799200
2009-08-24,784786000
2009-08-25,780812400
2009-08-26,776838800
2009-08-27,768891600
2009-08-28,762931200
2009-08-31,752997200
2009-09-01,743063200
2009-09-02,731142400
2009-09-03,729155600
2009-09-04,735116000
2009-09-08,749023600
2009-09-09,762931200
2009-09-10,766904800
2009-09-11,768891600
2009-09-14,780812400
2009-09-15,776838800
2009-09-16,800680400
2009-09-17,822535199
2009-09-18,816574800
2009-09-21,806640799
2009-09-22,810614400
2009-09-23,806640799
2009-09-24,794720000
2009-09-25,796706800
2009-09-28,814587999
2009-09-29,826508800
2009-09-30,833723200
2009-10-01,795274800
2009-10-02,799322000
2009-10-05,817534400
2009-10-06,843841200
2009-10-07,843841200
2009-10-08,851935600
2009-10-09,876218800
2009-10-12,870148000
2009-10-13,870148000
2009-10-14,898478400
2009-10-15,882289600
2009-10-16,872171599
2009-10-19,878242400
2009-10-20,849912000
2009-10-21,843841200
2009-10-22,807416400
2009-10-23,829675999
2009-10-26,829675999
2009-10-27,819558000
2009-10-28,797298400
2009-10-29,797298400
2009-10-30,785156800
2009-11-02,777062400
2009-11-03,785156800
2009-11-04,789204000
2009-11-05,803369200
2009-11-06,801345600
2009-11-09,827652400
2009-11-10,825628800
2009-11-11,829675999
2009-11-12,813487199
2009-11-13,829675999
2009-11-16,849912000
2009-11-17,851935600
2009-11-18,835746800
2009-11-19,821581599
2009-11-20,819558000
2009-11-23,841817600
2009-11-24,829675999
2009-11-25,827652400
2009-11-27,795274800
2009-11-30,803369200
2009-12-01,811463600
2009-12-02,849912000
2009-12-03,825628800
2009-12-04,853959200
2009-12-07,845864800
2009-12-08,827652400
2009-12-09,821581599
2009-12-10,811463600
2009-12-11,809440000
2009-12-14,817534400
2009-12-15,809440000
2009-12-16,811463600
2009-12-17,809440000
2009-12-18,825628800
2009-12-21,831699600
2009-12-22,843841200
2009-12-23,855982800
2009-12-24,858006400
2009-12-28,866100800
2009-12-29,872171599
2009-12-30,868124400
2009-12-31,846408200
2010-01-04,854507800
2010-01-05,860582500
2010-01-06,860582500
2010-01-07,858557600
2010-01-08,856532700
2010-01-11,858557600
2010-01-12,844383300
2010-01-13,840333500
2010-01-14,860582500
2010-01-15,838308599
