,NCR
2004-08-24,4151850000
2004-08-25,4151850000
2004-08-26,4217160000
2004-08-27,4224624000
2004-08-30,4157448000
2004-08-31,4121061000
2004-09-01,4177974000
2004-09-02,4226489999
2004-09-03,4186370999
2004-09-07,4264743000
2004-09-08,4280604000
2004-09-09,4396296000
2004-09-10,4484931000
2004-09-13,4454142000
2004-09-14,4461606000
2004-09-15,4393497000
2004-09-16,4492395000
2004-09-17,4568901000
2004-09-20,4615551000
2004-09-21,4736841000
2004-09-22,4633278000
2004-09-23,4579164000
2004-09-24,4573566000
2004-09-27,4641675000
2004-09-28,4600623000
2004-09-29,4618350000
2004-09-30,4621788000
2004-10-01,4724308000
2004-10-04,4747608000
2004-10-05,4646020000
2004-10-06,4656272000
2004-10-07,4618060000
2004-10-08,4550024000
2004-10-11,4559344000
2004-10-12,4846400000
2004-10-13,4865040000
2004-10-14,4938668000
2004-10-15,4906980000
2004-10-18,5033732000
2004-10-19,5070080000
2004-10-20,5027208000
2004-10-21,4977812000
2004-10-22,4964764000
2004-10-25,4935872000
2004-10-26,4936804000
2004-10-27,4918164000
2004-10-28,5019752000
2004-10-29,5251820000
2004-11-01,5150232000
2004-11-02,5312400000
2004-11-03,5277916000
2004-11-04,5319856000
2004-11-05,5330108000
2004-11-08,5334768000
2004-11-09,5353408000
2004-11-10,5326380000
2004-11-11,5348748000
2004-11-12,5348748000
2004-11-15,5363660000
2004-11-16,5292828000
2004-11-17,5329176000
2004-11-18,5319856000
2004-11-19,5300284000
2004-11-22,5346884000
2004-11-23,5512780000
2004-11-24,5538876000
2004-11-26,5547264000
2004-11-29,5571496000
2004-11-30,5566836000
2004-12-01,5727140000
2004-12-02,5785856000
2004-12-03,6140016000
2004-12-06,6206188000
2004-12-07,6070116000
2004-12-08,6084096000
2004-12-09,6170771999
2004-12-10,6256516000
2004-12-13,6342260000
2004-12-14,6538912000
2004-12-15,6513748000
2004-12-16,6476468000
2004-12-17,6399112000
2004-12-20,6393519999
2004-12-21,6430800000
2004-12-22,6492312000
2004-12-23,6461556000
2004-12-27,6388860000
2004-12-28,6478332000
2004-12-29,6489516000
2004-12-30,6440119999
2004-12-31,6452236000
2005-01-03,6366492000
2005-01-04,6235080000
2005-01-05,6218304000
2005-01-06,6209916000
2005-01-07,6156792000
2005-01-10,6259312000
2005-01-11,6262108000
2005-01-12,6032836000
2005-01-13,6111123999
2005-01-14,6071980000
2005-01-18,6459692000
2005-01-19,6463419999
2005-01-20,6491380000
2005-01-21,6342260000
2005-01-24,6304048000
2005-01-25,6294728000
2005-01-26,6309640000
2005-01-27,6337600000
2005-01-28,6376744000
2005-01-31,6371152000
2005-02-01,6496040000
2005-02-02,6641432000
2005-02-03,6691760000
2005-02-04,6872568000
2005-02-07,6878160000
2005-02-08,6861384000
2005-02-09,6840880000
2005-02-10,6896800000
2005-02-11,7057104000
2005-02-14,7057104000
2005-02-15,7105568000
2005-02-16,7131664000
2005-02-17,7014232000
2005-02-18,7008640000
2005-02-22,7023552000
2005-02-23,7103704000
2005-02-24,7129800000
2005-02-25,7340432000
2005-02-28,7267736000
2005-03-01,7250960000
2005-03-02,7159623999
2005-03-03,7135392000
2005-03-04,7154032000
2005-03-07,7217408000
2005-03-08,7129800000
2005-03-09,7195040000
2005-03-10,7219271999
2005-03-11,7277056000
2005-03-14,7273328000
2005-03-15,7332976000
2005-03-16,7305016000
2005-03-17,7230456000
2005-03-18,7316200000
2005-03-21,7293832000
2005-03-22,7209952000
2005-03-23,7288240000
2005-03-24,7316200000
2005-03-28,7064560000
2005-03-29,5852960000
2005-03-30,6229488000
2005-03-31,6282388000
2005-04-01,6222804000
2005-04-04,6360591999
2005-04-05,6474174000
2005-04-06,6461140000
2005-04-07,6463002000
2005-04-08,6453691999
2005-04-11,6563550000
2005-04-12,6604514000
2005-04-13,6474174000
2005-04-14,6518862000
2005-04-15,6304732000
2005-04-18,6274940000
2005-04-19,6366178000
2005-04-20,6142738000
2005-04-21,6273078000
2005-04-22,6237700000
2005-04-25,6280525999
2005-04-26,6146462000
2005-04-27,6140875999
2005-04-28,6127841999
2005-04-29,6144600000
2005-05-02,6233975999
2005-05-03,6239562000
2005-05-04,6157634000
2005-05-05,6254458000
2005-05-06,6405280000
2005-05-09,6526309999
2005-05-10,6420175999
2005-05-11,6669684000
2005-05-12,6796300000
2005-05-13,6926640000
2005-05-16,6928502000
2005-05-17,6801886000
2005-05-18,7060704000
2005-05-19,6943398000
2005-05-20,6908020000
2005-05-23,6913606000
2005-05-24,6922916000
2005-05-25,6870780000
2005-05-26,6889400000
2005-05-27,6883814000
2005-05-31,6820506000
2005-06-01,6917330000
2005-06-02,6874504000
2005-06-03,6792575999
2005-06-06,6846574000
2005-06-07,6837264000
2005-06-08,6827954000
2005-06-09,6803748000
2005-06-10,6738578000
2005-06-13,6783266000
2005-06-14,6692028000
2005-06-15,6878228000
2005-06-16,6997396000
2005-06-17,6896848000
2005-06-20,6870780000
2005-06-21,6840988000
2005-06-22,6837264000
2005-06-23,6770232000
2005-06-24,6719958000
2005-06-27,6725544000
2005-06-28,6820506000
2005-06-29,6786990000
2005-06-30,6493688000
2005-07-01,6469651000
2005-07-05,6587987000
2005-07-06,6497386000
2005-07-07,6554705000
2005-07-08,6578742000
2005-07-11,6778433999
2005-07-12,6399389000
2005-07-13,6380899000
2005-07-14,6391993000
2005-07-15,6321731000
2005-07-18,6360560000
2005-07-19,6408633999
2005-07-20,6473349000
2005-07-21,6423426000
2005-07-22,6425275000
2005-07-25,6342069999
2005-07-26,6146076000
2005-07-27,6308788000
2005-07-28,6489990000
2005-07-29,6417879000
2005-08-01,6188603000
2005-08-02,6284751000
2005-08-03,6301392000
2005-08-04,6414181000
2005-08-05,6432671000
2005-08-08,6480744999
2005-08-09,6497386000
2005-08-10,6563950000
2005-08-11,6673041000
2005-08-12,6619419999
2005-08-15,6721115000
2005-08-16,6621269000
2005-08-17,6649004000
2005-08-18,6599081000
2005-08-19,6543611000
2005-08-22,6521423000
2005-08-23,6563950000
2005-08-24,6465953000
2005-08-25,6465953000
2005-08-26,6430822000
2005-08-29,6453010000
2005-08-30,6305090000
2005-08-31,6327278000
2005-09-01,6214489000
2005-09-02,6184905000
2005-09-06,6153472000
2005-09-07,6175660000
2005-09-08,6099851000
2005-09-09,5905706000
2005-09-12,5889065000
2005-09-13,5938988000
2005-09-14,5876122000
2005-09-15,5824350000
2005-09-16,5889065000
2005-09-19,5903857000
2005-09-20,5872424000
2005-09-21,5565490000
2005-09-22,5639450000
2005-09-23,5711561000
2005-09-26,5626507000
2005-09-27,5639450000
2005-09-28,5565490000
2005-09-29,5735598000
2005-09-30,5798047000
2005-10-03,5883446000
2005-10-04,5759890000
2005-10-05,5632700000
2005-10-06,5641785000
2005-10-07,5643602000
2005-10-10,5623615000
2005-10-11,5858008000
2005-10-12,5968845000
2005-10-13,5877995000
2005-10-14,5919786000
2005-10-17,5799864000
2005-10-18,5741720000
2005-10-19,5754439000
2005-10-20,5683576000
2005-10-21,5676308000
2005-10-24,5692661000
2005-10-25,5629066000
2005-10-26,5523680000
2005-10-27,5510961000
2005-10-28,5436464000
2005-10-31,5490974000
2005-11-01,5485523000
2005-11-02,5470987000
2005-11-03,5496425000
2005-11-04,5451000000
2005-11-07,5432830000
2005-11-08,5394673000
2005-11-09,5387405000
2005-11-10,5369235000
2005-11-11,5429196000
2005-11-14,5427379000
2005-11-15,5318359000
2005-11-16,5394673000
2005-11-17,5400124000
2005-11-18,5405575000
2005-11-21,5558203000
2005-11-22,5581824000
2005-11-23,5868909999
2005-11-25,5868909999
2005-11-28,5930688000
2005-11-29,5914334999
2005-11-30,6168715000
2005-12-01,6157813000
2005-12-02,6143277000
2005-12-05,6136009000
2005-12-06,6199604000
2005-12-07,6281369000
2005-12-08,6232309999
2005-12-09,6326794000
2005-12-12,6350415000
2005-12-13,6245029000
2005-12-14,6241395000
2005-12-15,6223225000
2005-12-16,6279552000
2005-12-19,6201421000
2005-12-20,6226859000
2005-12-21,6177800000
2005-12-22,6246846000
2005-12-23,6263199000
2005-12-27,6154179000
2005-12-28,6186884999
2005-12-29,6192336000
2005-12-30,6166898000
2006-01-03,6175983000
2006-01-04,6168715000
2006-01-05,6205055000
2006-01-06,6321343000
2006-01-09,6486690000
2006-01-10,6666573000
2006-01-11,6668390000
2006-01-12,6681109000
2006-01-13,6722900000
2006-01-17,6811933000
2006-01-18,6864626000
2006-01-19,6995450000
2006-01-20,6788312000
2006-01-23,6768325000
2006-01-24,6784678000
2006-01-25,6704730000
2006-01-26,6688377000
2006-01-27,6811933000
2006-01-30,6817384000
2006-01-31,6750155000
2006-02-01,6906417000
2006-02-02,6966378000
2006-02-03,6964561000
2006-02-06,6842821999
2006-02-07,7053594000
2006-02-08,7059045000
2006-02-09,7055411000
2006-02-10,7048143000
2006-02-13,7002718000
2006-02-14,6995450000
2006-02-15,6928221000
2006-02-16,7195320000
2006-02-17,7206221999
2006-02-21,7075398000
2006-02-22,7066313000
2006-02-23,7104470000
2006-02-24,7253464000
2006-02-27,7317059000
2006-02-28,7284353000
2006-03-01,7280719000
2006-03-02,7228026000
2006-03-03,7149895000
2006-03-06,7088117000
2006-03-07,7126274000
2006-03-08,7184418000
2006-03-09,7257098000
2006-03-10,7228026000
2006-03-13,7233477000
2006-03-14,7297071999
2006-03-15,7195320000
2006-03-16,7148078000
2006-03-17,7169882000
2006-03-20,7119006000
2006-03-21,7129908000
2006-03-22,7124457000
2006-03-23,7146261000
2006-03-24,7108104000
2006-03-27,7222575000
2006-03-28,7555086000
2006-03-29,7684093000
2006-03-30,7631400000
2006-03-31,7568169000
2006-04-03,7662341000
2006-04-04,7633365000
2006-04-05,7682262000
2006-04-06,7655097000
2006-04-07,7651475000
2006-04-10,7584468000
2006-04-11,7530138000
2006-04-12,7488485000
2006-04-13,7443210000
2006-04-17,7501162000
2006-04-18,7790922000
2006-04-19,7789111000
2006-04-20,7787300000
2006-04-21,7656908000
2006-04-24,7608011000
2006-04-25,7718482000
2006-04-26,7961156000
2006-04-27,7171560000
2006-04-28,7135340000
2006-05-01,7225890000
2006-05-02,7231323000
2006-05-03,7265732000
2006-05-04,7425100000
2006-05-05,7408800999
2006-05-08,7439588000
2006-05-09,7448643000
2006-05-10,7406990000
2006-05-11,7238567000
2006-05-12,7079199000
2006-05-15,7070144000
2006-05-16,7035735000
2006-05-17,6934319000
2006-05-18,7019436000
2006-05-19,7097309000
2006-05-22,6970539000
2006-05-23,7010381000
2006-05-24,7164316000
2006-05-25,7193292000
2006-05-26,7166127000
2006-05-30,6961484000
2006-05-31,7077388000
2006-06-01,7003137000
2006-06-02,6986838000
2006-06-05,6916209000
2006-06-06,6762274000
2006-06-07,6666291000
2006-06-08,6595662000
2006-06-09,6575741000
2006-06-12,6430861000
2006-06-13,6421806000
2006-06-14,6334877999
2006-06-15,6419995000
2006-06-16,6434483000
2006-06-19,6340311000
2006-06-20,6374720000
2006-06-21,6506923000
2006-06-22,6515977999
2006-06-23,6459837000
2006-06-26,6418184000
2006-06-27,6247950000
2006-06-28,6305902000
2006-06-29,6631882000
2006-06-30,6547568000
2006-07-03,6543994000
2006-07-05,6506466999
2006-07-06,6563650999
2006-07-07,6352784999
2006-07-10,6331341000
2006-07-11,6422478000
2006-07-12,6347424000
2006-07-13,6161575999
2006-07-14,6057930000
2006-07-17,6006107000
2006-07-18,5941775000
2006-07-19,5986450000
2006-07-20,5897100000
2006-07-21,5800602000
2006-07-24,5932840000
2006-07-25,6018616000
2006-07-26,6188381000
2006-07-27,5839916000
2006-07-28,5777371000
2006-07-31,5743418000
2006-08-01,5698743000
2006-08-02,5854212000
2006-08-03,5866721000
2006-08-04,5863147000
2006-08-07,5814898000
2006-08-08,5854212000
2006-08-09,5864934000
2006-08-10,5886378000
2006-08-11,5834555000
2006-08-14,5923905000
2006-08-15,6059716999
2006-08-16,6270583000
2006-08-17,6240204000
2006-08-18,6247352000
2006-08-21,6125836000
2006-08-22,6077587000
2006-08-23,6052569000
2006-08-24,6052569000
2006-08-25,5977515000
2006-08-28,6143706000
2006-08-29,6199103000
2006-08-30,6177659000
2006-08-31,6216973000
2006-09-01,6199103000
2006-09-05,6218759999
2006-09-06,6099031000
2006-09-07,6183020000
2006-09-08,6184807000
2006-09-11,6236630000
2006-09-12,6343850000
2006-09-13,6381377000
2006-09-14,6309897000
2006-09-15,6436774000
2006-09-18,6481449000
2006-09-19,6472514000
2006-09-20,6815618000
2006-09-21,6929986000
2006-09-22,6863866999
2006-09-25,6969300000
2006-09-26,6996105000
2006-09-27,6938921000
2006-09-28,6960365000
2006-09-29,7055075999
2006-10-02,7090200000
2006-10-03,6983999999
2006-10-04,7092000000
2006-10-05,7068600000
2006-10-06,6964200000
2006-10-09,7003799999
2006-10-10,7012800000
2006-10-11,7012800000
2006-10-12,7050600000
2006-10-13,7131600000
2006-10-16,7200000000
2006-10-17,7146000000
2006-10-18,7140600000
2006-10-19,7144200000
2006-10-20,7097400000
2006-10-23,6966000000
2006-10-24,7039800000
2006-10-25,7088400000
2006-10-26,7070400000
2006-10-27,7405200000
2006-10-30,7464600000
2006-10-31,7473600000
2006-11-01,7417800000
2006-11-02,7416000000
2006-11-03,7367400000
2006-11-06,7455600000
2006-11-07,7799400000
2006-11-08,7959600000
2006-11-09,7846200000
2006-11-10,7893000000
2006-11-13,7979400000
2006-11-14,7928999999
2006-11-15,7961399999
2006-11-16,7963200000
2006-11-17,7965000000
2006-11-20,7975800000
2006-11-21,8024400000
2006-11-22,8008200000
2006-11-24,7981200000
2006-11-27,7804800000
2006-11-28,7684200000
2006-11-29,7752600000
2006-11-30,7723799999
2006-12-01,7662600000
2006-12-04,7747200000
2006-12-05,7758000000
2006-12-06,7747200000
2006-12-07,7658999999
2006-12-08,7696800000
2006-12-11,7587000000
2006-12-12,7394400000
2006-12-13,7322400000
2006-12-14,7416000000
2006-12-15,7425000000
2006-12-18,7495200000
2006-12-19,7570800000
2006-12-20,7599600000
2006-12-21,7610400000
2006-12-22,7597800000
2006-12-26,7628400000
2006-12-27,7713000000
2006-12-28,7680600000
2006-12-29,7696800000
2007-01-03,7711693000
2007-01-04,7631008000
2007-01-05,7602320000
2007-01-08,7851547000
2007-01-09,7889200000
2007-01-10,7840788999
2007-01-11,7835410000
2007-01-12,7799550000
2007-01-16,8000366000
2007-01-17,8054156000
2007-01-18,7957334000
2007-01-19,7951955000
2007-01-22,8038019000
2007-01-23,7971678000
2007-01-24,8036226000
2007-01-25,8147392000
2007-01-26,8145599000
2007-01-29,8204768000
2007-01-30,8321312999
2007-01-31,8497027000
2007-02-01,8373310000
2007-02-02,8421721000
2007-02-05,8479097000
2007-02-06,8418135000
2007-02-07,8471925000
2007-02-08,8414549000
2007-02-09,8355380000
2007-02-12,8351794000
2007-02-13,8428893000
2007-02-14,8450409000
2007-02-15,8434272000
2007-02-16,8400205000
2007-02-20,8570539999
2007-02-21,8602814000
2007-02-22,8604607000
2007-02-23,8642260000
2007-02-26,8590263000
2007-02-27,8247800000
2007-02-28,8287246000
2007-03-01,8271109000
2007-03-02,8185045000
2007-03-05,8142012999
2007-03-06,8267523000
2007-03-07,8430686000
2007-03-08,8534680000
2007-03-09,8536473000
2007-03-12,8651225000
2007-03-13,8418135000
2007-03-14,8565161000
2007-03-15,8563368000
2007-03-16,8557988999
2007-03-19,8570539999
2007-03-20,8568747000
2007-03-21,8737289000
2007-03-22,8803630000
2007-03-23,8789286000
2007-03-26,8839490000
2007-03-27,8739082000
2007-03-28,8595642000
2007-03-29,8608193000
2007-03-30,8565161000
2007-04-02,8599775000
2007-04-03,8677218000
2007-04-04,8621387000
2007-04-05,8630392000
2007-04-09,8653805000
2007-04-10,8585367000
2007-04-11,8516929000
2007-04-12,8516929000
2007-04-13,8524133000
2007-04-16,8612382000
2007-04-17,8572760000
2007-04-18,8516929000
2007-04-19,8569158000
2007-04-20,8689825000
2007-04-23,8785278000
2007-04-24,8797885000
2007-04-25,8968980000
2007-04-26,9050025000
2007-04-27,9046423000
2007-04-30,9077040000
2007-05-01,9033816000
2007-05-02,9170692000
2007-05-03,9249936000
2007-05-04,9386812000
2007-05-07,9408424000
2007-05-08,9350792000
2007-05-09,9332782000
2007-05-10,9161687000
2007-05-11,9305767000
2007-05-14,9197707000
2007-05-15,9167090000
2007-05-16,9257140000
2007-05-17,9294961000
2007-05-18,9406623000
2007-05-21,9365200000
2007-05-22,9334583000
2007-05-23,9388613000
2007-05-24,9354394000
2007-05-25,9444444000
2007-05-29,9523688000
2007-05-30,9610136000
2007-05-31,9665967000
2007-06-01,9647957000
2007-06-04,9676773000
2007-06-05,9786634000
2007-06-06,9541698000
2007-06-07,9494872000
2007-06-08,9584922000
2007-06-11,9521887000
2007-06-12,9394016000
2007-06-13,9523688000
2007-06-14,9534494000
2007-06-15,9482265000
2007-06-18,9484066000
2007-06-19,9502076000
2007-06-20,9376006000
2007-06-21,9453449000
2007-06-22,9275150000
2007-06-25,9213916000
2007-06-26,9190503000
2007-06-27,9347190000
2007-06-28,9339986000
2007-06-29,9462454000
2007-07-02,9577218000
2007-07-03,9625980000
2007-07-05,9638622000
2007-07-06,9714474000
2007-07-09,9774072000
2007-07-10,9595278000
2007-07-11,9624174000
2007-07-12,9748788000
2007-07-13,9718086000
2007-07-16,9725310000
2007-07-17,9752400000
2007-07-18,9752400000
2007-07-19,9920358000
2007-07-20,9981762000
2007-07-23,9965508000
2007-07-24,9862566000
2007-07-25,9873402000
2007-07-26,9582636000
2007-07-27,9172674000
2007-07-30,9273810000
2007-07-31,9430932000
2007-08-01,9409260000
2007-08-02,9499560000
2007-08-03,9244914000
2007-08-06,9275616000
2007-08-07,9230466000
2007-08-08,9261168000
2007-08-09,8795220000
2007-08-10,8955954000
2007-08-13,9140166000
2007-08-14,8896356000
2007-08-15,8564052000
2007-08-16,8600172000
2007-08-17,8815086000
2007-08-20,8825922000
2007-08-21,8853012000
2007-08-22,8930670000
2007-08-23,8934282000
2007-08-24,8968596000
2007-08-27,8999298000
2007-08-28,8793414000
2007-08-29,8894550000
2007-08-30,8898162000
2007-08-31,8988462000
2007-09-04,8872878000
2007-09-05,8831340000
2007-09-06,8894550000
2007-09-07,8827728000
2007-09-10,8975820000
2007-09-11,8977626000
2007-09-12,8741040000
2007-09-13,8704920000
2007-09-14,8728398000
2007-09-17,8692278000
2007-09-18,8634486000
2007-09-19,8666994000
2007-09-20,8721174000
2007-09-21,8690472000
2007-09-24,8712144000
2007-09-25,8694084000
2007-09-26,8724786000
2007-09-27,8860236000
2007-09-28,8993880000
2007-10-01,4139890000
2007-10-02,4181410000
2007-10-03,4235040000
2007-10-04,4342300000
2007-10-05,4541250000
2007-10-08,4582770000
2007-10-09,4684840000
2007-10-10,4617370000
2007-10-11,4582770000
2007-10-12,4541250000
2007-10-15,4589690000
2007-10-16,4546440000
2007-10-17,4596610000
2007-10-18,4587960000
2007-10-19,4433990000
2007-10-22,4454750000
2007-10-23,4453020000
2007-10-24,4442640000
2007-10-25,4430530000
2007-10-26,4482430000
2007-10-29,4425340000
2007-10-30,4416690000
2007-10-31,4773070000
2007-11-01,4826700000
2007-11-02,4897630000
2007-11-05,4750580000
2007-11-06,4797290000
2007-11-07,4681380000
2007-11-08,4643320000
2007-11-09,4465130000
2007-11-12,4359600000
2007-11-13,4397660000
2007-11-14,4385550000
2007-11-15,4402850000
2007-11-16,4350950000
2007-11-19,4247150000
2007-11-20,4053390000
2007-11-21,3968620000
2007-11-23,3966890000
2007-11-26,4022250000
2007-11-27,4070690000
2007-11-28,4216010000
2007-11-29,4162380000
2007-11-30,4141620000
2007-12-03,4179680000
2007-12-04,4217740000
2007-12-05,4198710000
2007-12-06,3989380000
2007-12-07,4222930000
2007-12-10,4373440000
2007-12-11,4240230000
2007-12-12,4221199999
2007-12-13,4195250000
2007-12-14,4138160000
2007-12-17,4081070000
2007-12-18,4101830000
2007-12-19,4183140000
2007-12-20,4228120000
2007-12-21,4325000000
2007-12-24,4378630000
2007-12-26,4363060000
2007-12-27,4325000000
2007-12-28,4331920000
2007-12-31,4342300000
2008-01-02,4205630000
2008-01-03,4177949999
2008-01-04,4008410000
2008-01-07,3792160000
2008-01-08,3778320000
2008-01-09,3627810000
2008-01-10,4112210000
2008-01-11,3928830000
2008-01-14,3944400000
2008-01-15,3752370000
2008-01-16,3759290000
2008-01-17,3593210000
2008-01-18,3633000000
2008-01-22,3556880000
2008-01-23,3567260000
2008-01-24,3757560000
2008-01-25,3655490000
2008-01-28,3729880000
2008-01-29,3959970000
2008-01-30,3786970000
2008-01-31,3717769999
2008-02-01,3849250000
2008-02-04,3724690000
2008-02-05,3759290000
2008-02-06,3736800000
2008-02-07,3652030000
2008-02-08,3837140000
2008-02-11,3809460000
2008-02-12,3921910000
2008-02-13,4051660000
2008-02-14,3973810000
2008-02-15,3819839999
2008-02-19,3849250000
2008-02-20,3918449999
2008-02-21,3906339999
2008-02-22,3930560000
2008-02-25,3991110000
2008-02-26,4013600000
2008-02-27,4063769999
2008-02-28,3970350000
2008-02-29,3833680000
2008-03-03,4082800000
2008-03-04,3930560000
2008-03-05,4027440000
2008-03-06,3989380000
2008-03-07,3918449999
2008-03-10,3828490000
2008-03-11,3861360000
2008-03-12,3840600000
2008-03-13,3774860000
2008-03-14,3662410000
2008-03-17,3589750000
2008-03-18,3676250000
2008-03-19,3676250000
2008-03-20,3703930000
2008-03-24,3802540000
2008-03-25,3830220000
2008-03-26,3804269999
2008-03-27,3833680000
2008-03-28,3840600000
2008-03-31,3808043999
2008-04-01,3943152000
2008-04-02,3921468000
2008-04-03,3946488000
2008-04-04,3951492000
2008-04-07,3949824000
2008-04-08,3956496000
2008-04-09,3916464000
2008-04-10,3923136000
2008-04-11,3896448000
2008-04-14,3911460000
2008-04-15,3909792000
2008-04-16,3978180000
2008-04-17,3943152000
2008-04-18,4026552000
2008-04-21,4074924000
2008-04-22,3986520000
2008-04-23,4004868000
2008-04-24,4001531999
2008-04-25,3994860000
2008-04-28,4059912000
2008-04-29,4016543999
2008-04-30,4108284000
2008-05-01,4223376000
2008-05-02,4225043999
2008-05-05,4134972000
2008-05-06,4208364000
2008-05-07,4258404000
2008-05-08,4170000000
2008-05-09,4170000000
2008-05-12,4136640000
2008-05-13,4210031999
2008-05-14,4198356000
2008-05-15,4276752000
2008-05-16,4290096000
2008-05-19,4378500000
2008-05-20,4306776000
2008-05-21,4196688000
2008-05-22,4256736000
2008-05-23,4205028000
2008-05-27,4316784000
2008-05-28,4338468000
2008-05-29,4341804000
2008-05-30,4413528000
2008-06-02,4356816000
2008-06-03,4378500000
2008-06-04,4456896000
2008-06-05,4570320000
2008-06-06,4490256000
2008-06-09,4546968000
2008-06-10,4460232000
2008-06-11,4353480000
2008-06-12,4370160000
2008-06-13,4453560000
2008-06-16,4597008000
2008-06-17,4561980000
2008-06-18,4416864000
2008-06-19,4430208000
2008-06-20,4301772000
2008-06-23,4285092000
2008-06-24,4221708000
2008-06-25,4316784000
2008-06-26,4206696000
2008-06-27,4215036000
2008-06-30,4112640000
2008-07-01,4179552000
2008-07-02,4088160000
2008-07-03,4169760000
2008-07-07,4210560000
2008-07-08,4416192000
2008-07-09,4344384000
2008-07-10,4310112000
2008-07-11,4202400000
2008-07-14,4151808000
2008-07-15,4117536000
2008-07-16,4252992000
2008-07-17,4318272000
2008-07-18,4336224000
2008-07-21,4349280000
2008-07-22,4331328000
2008-07-23,4396608000
2008-07-24,4318272000
2008-07-25,4377024000
2008-07-28,4393344000
2008-07-29,4349280000
2008-07-30,4437408000
2008-07-31,4383552000
2008-08-01,4355808000
2008-08-04,4295424000
2008-08-05,4266048000
2008-08-06,4120800000
2008-08-07,4266048000
2008-08-08,4277472000
2008-08-11,4292160000
2008-08-12,4254624000
2008-08-13,4275840000
2008-08-14,4357440000
2008-08-15,4393344000
2008-08-18,4373760000
2008-08-19,4354176000
2008-08-20,4326432000
2008-08-21,4344384000
2008-08-22,4373760000
2008-08-25,4321536000
2008-08-26,4315008000
2008-08-27,4347648000
2008-08-28,4430880000
2008-08-29,4318272000
2008-09-02,4246464000
2008-09-03,4168128000
2008-09-04,4040832000
2008-09-05,4029408000
2008-09-08,4161600000
2008-09-09,3975552000
2008-09-10,4019616000
2008-09-11,3985344000
2008-09-12,3959232000
2008-09-15,3565920000
2008-09-16,3737280000
2008-09-17,3639360000
2008-09-18,3766655999
2008-09-19,3905376000
2008-09-22,3794400000
2008-09-23,3694848000
2008-09-24,3611616000
2008-09-25,3755232000
2008-09-26,3765024000
2008-09-29,3445152000
2008-09-30,3644865000
2008-10-01,3578745000
2008-10-02,3439893000
2008-10-03,3405180000
2008-10-06,3137394000
2008-10-07,2925810000
2008-10-08,3011766000
2008-10-09,2859690000
2008-10-10,2613393000
2008-10-13,2833242000
2008-10-14,3010113000
2008-10-15,2762163000
2008-10-16,2758857000
2008-10-17,2692737000
2008-10-20,2922504000
2008-10-21,2811753000
2008-10-22,2704308000
2008-10-23,2545620000
2008-10-24,2732409000
2008-10-27,2710920000
2008-10-28,2922504000
2008-10-29,2881179000
2008-10-30,3018378000
2008-10-31,3021684000
2008-11-03,3011766000
2008-11-04,3066315000
2008-11-05,2881179000
2008-11-06,2811753000
2008-11-07,2907627000
2008-11-10,2887791000
2008-11-11,2836548000
2008-11-12,2578680000
2008-11-13,2710920000
2008-11-14,2672901000
2008-11-17,2648106000
2008-11-18,2509254000
2008-11-19,2352219000
2008-11-20,2201796000
2008-11-21,2203449000
2008-11-24,2368749000
2008-11-25,2383626000
2008-11-26,2451399000
2008-11-28,2509254000
2008-12-01,2259651000
2008-12-02,2391891000
2008-12-03,2358831000
2008-12-04,2190225000
2008-12-05,2190225000
2008-12-08,2244774000
2008-12-09,2180307000
2008-12-10,2160471000
2008-12-11,2153859000
2008-12-12,2253039000
2008-12-15,2200143000
2008-12-16,2264610000
2008-12-17,2264610000
2008-12-18,2221632000
2008-12-19,2180307000
2008-12-22,2127410999
2008-12-23,2122452000
2008-12-24,2132370000
2008-12-26,2148900000
2008-12-29,2152206000
2008-12-30,2224938000
2008-12-31,2238362000
2009-01-02,2309597000
2009-01-05,2271605000
2009-01-06,2383998000
2009-01-07,2342840000
2009-01-08,2372917000
2009-01-09,2319095000
2009-01-12,2206702000
2009-01-13,2213034000
2009-01-14,2094309000
2009-01-15,2097475000
2009-01-16,2111722000
2009-01-20,1985081999
2009-01-21,2051568000
2009-01-22,1932843000
2009-01-23,2029406000
2009-01-26,2035738000
2009-01-27,2038904000
2009-01-28,2114888000
2009-01-29,2053151000
2009-01-30,1986665000
2009-02-02,1953422000
2009-02-03,1921762000
2009-02-04,1936009000
2009-02-05,1652652000
2009-02-06,1679563000
2009-02-09,1757130000
2009-02-10,1641570999
2009-02-11,1639988000
2009-02-12,1647903000
2009-02-13,1616243000
2009-02-17,1562420999
2009-02-18,1518097000
2009-02-19,1481688000
2009-02-20,1427866000
2009-02-23,1337635000
2009-02-24,1372461000
2009-02-25,1334469000
2009-02-26,1299643000
2009-02-27,1253736000
2009-03-02,1142926000
2009-03-03,1133428000
2009-03-04,1182501000
2009-03-05,1092270000
2009-03-06,1076440000
2009-03-09,1055861000
2009-03-10,1152424000
2009-03-11,1180918000
2009-03-12,1290145000
2009-03-13,1294894000
2009-03-16,1299643000
2009-03-17,1377210000
2009-03-18,1456360000
2009-03-19,1427866000
2009-03-20,1375627000
2009-03-23,1486437000
2009-03-24,1503850000
2009-03-25,1502267000
2009-03-26,1605162000
2009-03-27,1522845999
2009-03-30,1264817000
2009-03-31,1261665000
2009-04-01,1272774000
2009-04-02,1401321000
2009-04-03,1447343999
2009-04-06,1399734000
2009-04-07,1367993999
2009-04-08,1380690000
2009-04-09,1521933000
