,VRTX
2004-10-01,837404250
2004-10-04,861917500
2004-10-05,879313999
2004-10-06,918060750
2004-10-07,873778750
2004-10-08,850056250
2004-10-11,872987999
2004-10-12,835822750
2004-10-13,797866750
2004-10-14,804983500
2004-10-15,816054000
2004-10-18,826333750
2004-10-19,809728000
2004-10-20,827915250
2004-10-21,822380000
2004-10-22,791540750
2004-10-25,808937250
2004-10-26,797866750
2004-10-27,826333750
2004-10-28,850056250
2004-10-29,860336000
2004-11-01,906990250
2004-11-02,857173000
2004-11-03,903036500
2004-11-04,869825000
2004-11-05,894338250
2004-11-08,884058500
2004-11-09,906199500
2004-11-10,907781000
2004-11-11,941783250
2004-11-12,928340500
2004-11-15,924386750
2004-11-16,883267750
2004-11-17,842148750
2004-11-18,852428500
2004-11-19,829496750
2004-11-22,858754500
2004-11-23,857963750
2004-11-24,859545249
2004-11-26,841358000
2004-11-29,823961500
2004-11-30,839776499
2004-12-01,846893250
2004-12-02,875360250
2004-12-03,880895500
2004-12-06,887221500
2004-12-07,831869000
2004-12-08,864289750
2004-12-09,859545249
2004-12-10,860336000
2004-12-13,891175250
2004-12-14,906990250
2004-12-15,906199500
2004-12-16,899873500
2004-12-17,891175250
2004-12-20,862708250
2004-12-21,866662000
2004-12-22,860336000
2004-12-23,864289750
2004-12-27,850056250
2004-12-28,859545249
2004-12-29,857963750
2004-12-30,850056250
2004-12-31,839553960
2005-01-03,813342720
2005-01-04,801428520
2005-01-05,786337200
2005-01-06,835582560
2005-01-07,833199720
2005-01-10,856233840
2005-01-11,867353760
2005-01-12,888799320
2005-01-13,825256920
2005-01-14,835582560
2005-01-18,858616680
2005-01-19,832405440
2005-01-20,836376840
2005-01-21,810165600
2005-01-24,810165600
2005-01-25,829228320
2005-01-26,838759680
2005-01-27,821285520
2005-01-28,798251400
2005-01-31,807782760
2005-02-01,850673880
2005-02-02,839553960
2005-02-03,839553960
2005-02-04,897536400
2005-02-07,883239359
2005-02-08,874899420
2005-02-09,837965400
2005-02-10,899124960
2005-02-11,917393400
2005-02-14,889593600
2005-02-15,907862040
2005-02-16,907067760
2005-02-17,913422000
2005-02-18,907862040
2005-02-22,874502280
2005-02-23,912627720
2005-02-24,928513320
2005-02-25,952341720
2005-02-28,916599119
2005-03-01,932484720
2005-03-02,906273480
2005-03-03,909450600
2005-03-04,848291040
2005-03-07,828434040
2005-03-08,822079800
2005-03-09,822079800
2005-03-10,828434040
2005-03-11,805399920
2005-03-14,848291040
2005-03-15,821285520
2005-03-16,817314119
2005-03-17,822874080
2005-03-18,826051200
2005-03-21,801428520
2005-03-22,795074280
2005-03-23,791102880
2005-03-24,787925760
2005-03-28,765685920
2005-03-29,733120440
2005-03-30,751388880
2005-03-31,770084640
2005-04-01,748693400
2005-04-04,726479420
2005-04-05,741288740
2005-04-06,781603000
2005-04-07,819449040
2005-04-08,822740000
2005-04-11,825208220
2005-04-12,833435620
2005-04-13,793121360
2005-04-14,782425740
2005-04-15,787362180
2005-04-18,785716700
2005-04-19,778312040
2005-04-20,763502720
2005-04-21,801348760
2005-04-22,797235060
2005-04-25,819449040
2005-04-26,787362180
2005-04-27,777489300
2005-04-28,756098060
2005-04-29,784071220
2005-05-02,775021080
2005-05-03,787362180
2005-05-04,795589580
2005-05-05,822740000
2005-05-06,876218100
2005-05-09,920646060
2005-05-10,1102471600
2005-05-11,1102471600
2005-05-12,1101648860
2005-05-13,1052284459
2005-05-16,1067916520
2005-05-17,1086016800
2005-05-18,1127153800
2005-05-19,1151836000
2005-05-20,1197086700
2005-05-23,1151836000
2005-05-24,1152658740
2005-05-25,1143608600
2005-05-26,1158417920
2005-05-27,1157595180
2005-05-31,1145254080
2005-06-01,1095889680
2005-06-02,1109876260
2005-06-03,1075321180
2005-06-06,1068739260
2005-06-07,1085194060
2005-06-08,1094244200
2005-06-09,1068739260
2005-06-10,1078612140
2005-06-13,1094244200
2005-06-14,1114812700
2005-06-15,1088485020
2005-06-16,1147722300
2005-06-17,1258792200
2005-06-20,1315561260
2005-06-21,1316384000
2005-06-22,1296638240
2005-06-23,1275247000
2005-06-24,1298283720
2005-06-27,1290879060
2005-06-28,1336129759
2005-06-29,1359166480
2005-06-30,1593841500
2005-07-01,1544654699
2005-07-05,1524790800
2005-07-06,1548438300
2005-07-07,1591949699
2005-07-08,1607084099
2005-07-11,1608975900
2005-07-12,1591003800
2005-07-13,1586274300
2005-07-14,1571139900
2005-07-15,1583436599
2005-07-18,1591003800
2005-07-19,1586274300
2005-07-20,1671405300
2005-07-21,1677080700
2005-07-22,1621272600
2005-07-25,1548438300
2005-07-26,1602354600
2005-07-27,1604246400
2005-07-28,1536141599
2005-07-29,1508710500
2005-08-01,1523844900
2005-08-02,1561680900
2005-08-03,1518169500
2005-08-04,1478441700
2005-08-05,1540871100
2005-08-08,1484117100
2005-08-09,1468982700
2005-08-10,1483171200
2005-08-11,1567356300
2005-08-12,1601408700
2005-08-15,1610867700
2005-08-16,1562626800
2005-08-17,1561680900
2005-08-18,1548438300
2005-08-19,1778292000
2005-08-22,1730997000
2005-08-23,1692215100
2005-08-24,1707349500
2005-08-25,1693160999
2005-08-26,1650595500
2005-08-29,1695998700
2005-08-30,1687485600
2005-08-31,1740455999
2005-09-01,1733834699
2005-09-02,1693160999
2005-09-06,1705457700
2005-09-07,1722483900
2005-09-08,1706403600
2005-09-09,1748023200
2005-09-12,1769778900
2005-09-13,1788696900
2005-09-14,1737618300
2005-09-15,1789642800
2005-09-16,1835045999
2005-09-19,1823695200
2005-09-20,1807614900
2005-09-21,1800047700
2005-09-22,1755590399
2005-09-23,1793426400
2005-09-26,1837883700
2005-09-27,1802885399
2005-09-28,1842613200
2005-09-29,1975039200
2005-09-30,2401284000
2005-10-03,2611866400
2005-10-04,2619387200
2005-10-05,2401284000
2005-10-06,2286323200
2005-10-07,2311034400
2005-10-10,2287397600
2005-10-11,2242272800
2005-10-12,2233677600
2005-10-13,2377647200
2005-10-14,2438888000
2005-10-17,2431367200
2005-10-18,2422772000
2005-10-19,2445334400
2005-10-20,2395912000
2005-10-21,2401284000
2005-10-24,2523765600
2005-10-25,2534509600
2005-10-26,2406656000
2005-10-27,2391614400
2005-10-28,2331448000
2005-10-31,2444260000
2005-11-01,2508724000
2005-11-02,2578560000
2005-11-03,2555997600
2005-11-04,2565667200
2005-11-07,2631205600
2005-11-08,2639800800
2005-11-09,2747240800
2005-11-10,2750464000
2005-11-11,2828895200
2005-11-14,2813853600
2005-11-15,2792365600
2005-11-16,2692446400
2005-11-17,2807407200
2005-11-18,2881540800
2005-11-21,2814928000
2005-11-22,2833192800
2005-11-23,2821374400
2005-11-25,2797737600
2005-11-28,2723604000
2005-11-29,2703190400
2005-11-30,2739720000
2005-12-01,2761208000
2005-12-02,2690297600
2005-12-05,2705339200
2005-12-06,2658065600
2005-12-07,2696744000
2005-12-08,2778398400
2005-12-09,2845011200
2005-12-12,2820300000
2005-12-13,2928814400
2005-12-14,2938484000
2005-12-15,2976088000
2005-12-16,2975013600
2005-12-19,2910549600
2005-12-20,2941707200
2005-12-21,2998650400
2005-12-22,3107164800
2005-12-23,3093197600
2005-12-27,3029808000
2005-12-28,3021212800
2005-12-29,2952451200
2005-12-30,2972864800
2006-01-03,2997576000
2006-01-04,3041626400
2006-01-05,3167331200
2006-01-06,3360723200
2006-01-09,3556253256
2006-01-10,3657257600
2006-01-11,3644472240
2006-01-12,3617504800
2006-01-13,3636844000
2006-01-17,3608909600
2006-01-18,3691638400
2006-01-19,3727093599
2006-01-20,3700233599
2006-01-23,3594942400
2006-01-24,3603537600
2006-01-25,3618579200
2006-01-26,3675522400
2006-01-27,3862468000
2006-01-30,3741060800
2006-01-31,3837756800
2006-02-01,3873211999
2006-02-02,3768995200
2006-02-03,3710977600
2006-02-06,3685191999
2006-02-07,3879658400
2006-02-08,3967759200
2006-02-09,3911890399
2006-02-10,3857096000
2006-02-13,3705605600
2006-02-14,3886104800
2006-02-15,3945196800
2006-02-16,4019330399
2006-02-17,4053711199
2006-02-21,4017181600
2006-02-22,4151481600
2006-02-23,4470578400
2006-02-24,4641408000
2006-02-27,4748848000
2006-02-28,4645705600
2006-03-01,4738104000
2006-03-02,4726285600
2006-03-03,4706946400
2006-03-06,4665044800
2006-03-07,4259996000
2006-03-08,4327683200
2006-03-09,4080571199
2006-03-10,3996768000
2006-03-13,3973131199
2006-03-14,4023628000
2006-03-15,4218094400
2006-03-16,4242805600
2006-03-17,4357766400
2006-03-20,4318013600
2006-03-21,4077348000
2006-03-22,4066604000
2006-03-23,3873211999
2006-03-24,3916188000
2006-03-27,3820566400
2006-03-28,3751804800
2006-03-29,3856021600
2006-03-30,3793706400
2006-03-31,3970856570
2006-04-03,3890549550
2006-04-04,3948066740
2006-04-05,3951322429
2006-04-06,3665906940
2006-04-07,3506378130
2006-04-10,3659395560
2006-04-11,3548702100
2006-04-12,3812412990
2006-04-13,3880782480
2006-04-17,3849310810
2006-04-18,4045737440
2006-04-19,4286658500
2006-04-20,4260612980
2006-04-21,4250845910
2006-04-24,4164027509
2006-04-25,4069612500
2006-04-26,3778770860
2006-04-27,3902487080
2006-04-28,3946981509
2006-05-01,3868844950
2006-05-02,3745128730
2006-05-03,3800475460
2006-05-04,3862333570
2006-05-05,4009924850
2006-05-08,3940470130
2006-05-09,3868844950
2006-05-10,3828691440
2006-05-11,3830861899
2006-05-12,3715827520
2006-05-15,3604048830
2006-05-16,3507463360
2006-05-17,3367468690
2006-05-18,3175382980
2006-05-19,3282820750
2006-05-22,3196002350
2006-05-23,3337082250
2006-05-24,3461883700
2006-05-25,3606219289
2006-05-26,3662651250
2006-05-30,3540020259
2006-05-31,3744043500
2006-06-01,3727765050
2006-06-02,3762492410
2006-06-05,3411963120
2006-06-06,3460798470
2006-06-07,3445605250
2006-06-08,3462968930
2006-06-09,3473170091
2006-06-12,3300184430
2006-06-13,3231814940
2006-06-14,3402196050
2006-06-15,3579088539
2006-06-16,3587770380
2006-06-19,3370724380
2006-06-20,3383747140
2006-06-21,3545446410
2006-06-22,3363127770
2006-06-23,3435838180
2006-06-26,3489014450
2006-06-27,3279565060
2006-06-28,3214451260
2006-06-29,3475991690
2006-06-30,4140998130
2006-07-03,4125205710
2006-07-05,4011274680
2006-07-06,4104901170
2006-07-07,4050755729
2006-07-10,3972921660
2006-07-11,4042859520
2006-07-12,4076700420
2006-07-13,3904111830
2006-07-14,3868014870
2006-07-17,3780028530
2006-07-18,3715730819
2006-07-19,3975177720
2006-07-20,3946976970
2006-07-21,3875911080
2006-07-24,3953745149
2006-07-25,4015786800
2006-07-26,4010146649
2006-07-27,3764236109
2006-07-28,3863502750
2006-07-31,3781156560
2006-08-01,3667225530
2006-08-02,3649177050
2006-08-03,3688658100
2006-08-04,3640152810
2006-08-07,3572471010
2006-08-08,3450643770
2006-08-09,3397626360
2006-08-10,3433723320
2006-08-11,3428083170
2006-08-14,3455155890
2006-08-15,3561190710
2006-08-16,3640152810
2006-08-17,3689786130
2006-08-18,3689786130
2006-08-21,3648049020
2006-08-22,3689786130
2006-08-23,3693170220
2006-08-24,3639024780
2006-08-25,3996610290
2006-08-28,3942464850
2006-08-29,3899599710
2006-08-30,3945848939
2006-08-31,3886063350
2006-09-01,4084596630
2006-09-05,4077828450
2006-09-06,3926672430
2006-09-07,3918776220
2006-09-08,3986458020
2006-09-11,3927800460
2006-09-12,3901855770
2006-09-13,3873655020
2006-09-14,3781156560
2006-09-15,3720242939
2006-09-18,3677377800
2006-09-19,3634512660
2006-09-20,3750699750
2006-09-21,3703322490
2006-09-22,3575855100
2006-09-25,3570214950
2006-09-26,3580367220
2006-09-27,3693170220
2006-09-28,3766492170
2006-09-29,3795820950
2006-10-02,4225483600
2006-10-03,4216799400
2006-10-04,4327212800
2006-10-05,4564167400
2006-10-06,4554242600
2006-10-09,4608829000
2006-10-10,4479806600
2006-10-11,4438866800
2006-10-12,4502137400
2006-10-13,4477325400
2006-10-16,4561686200
2006-10-17,4483528400
2006-10-18,4487250200
2006-10-19,4495934400
2006-10-20,4236649000
2006-10-23,4179581399
2006-10-24,4133679200
2006-10-25,4172137800
2006-10-26,4288754200
2006-10-27,5044279600
2006-10-30,4952475200
2006-10-31,5036836000
2006-11-01,4935106800
2006-11-02,4920219600
2006-11-03,4907813600
2006-11-06,4995896200
2006-11-07,5204317000
2006-11-08,5203076400
2006-11-09,5103828400
2006-11-10,5225407200
2006-11-13,5270068800
2006-11-14,5296121400
2006-11-15,5453677600
2006-11-16,5540519600
2006-11-17,5520670000
2006-11-20,5597587200
2006-11-21,5473527200
2006-11-22,5570294000
2006-11-24,5570294000
2006-11-27,5328377000
2006-11-28,5436309200
2006-11-29,5569053400
2006-11-30,5495858000
2006-12-01,5476008400
2006-12-04,5482211400
2006-12-05,5525632400
2006-12-06,5518188800
2006-12-07,5407775400
2006-12-08,5363113800
2006-12-11,5103828400
2006-12-12,4887964000
2006-12-13,4801122000
2006-12-14,4802362600
2006-12-15,4829655800
2006-12-18,4783753600
2006-12-19,4713039400
2006-12-20,4646047000
2006-12-21,4660934200
2006-12-22,4653490600
2006-12-26,4612550800
2006-12-27,4638603400
2006-12-28,4696911600
2006-12-29,4642325200
2007-01-03,4640396400
2007-01-04,4651714440
2007-01-05,4503322360
2007-01-08,4219113799
2007-01-09,4259355719
2007-01-10,4447989720
2007-01-11,4533503800
2007-01-12,4753576800
2007-01-16,4831545520
2007-01-17,4764894840
2007-01-18,4693213920
2007-01-19,4640396400
2007-01-22,4520928200
2007-01-23,4556139880
2007-01-24,4561170120
2007-01-25,4406490240
2007-01-26,4405232680
2007-01-29,4440444360
2007-01-30,4499549680
2007-01-31,4445474600
2007-02-01,4376308800
2007-02-02,4241749879
2007-02-05,4089585120
2007-02-06,4161266040
2007-02-07,4160008480
2007-02-08,4153720680
2007-02-09,4069464160
2007-02-12,4025449559
2007-02-13,3957541320
2007-02-14,4032994920
2007-02-15,3967601800
2007-02-16,3839330680
2007-02-20,3951253520
2007-02-21,3952511080
2007-02-22,4065691480
2007-02-23,4040540280
2007-02-26,3976404720
2007-02-27,3936162800
2007-02-28,3859451640
2007-03-01,3776452680
2007-03-02,3704771760
2007-03-05,3630575720
2007-03-06,3711059560
2007-03-07,3711059560
2007-03-08,3682135680
2007-03-09,3683393240
2007-03-12,3822982400
2007-03-13,3660757160
2007-03-14,3529970920
2007-03-15,3542546520
2007-03-16,3406730040
2007-03-19,3477153400
2007-03-20,3502304600
2007-03-21,3566440160
2007-03-22,3532486040
2007-03-23,3527455800
2007-03-26,3509849960
2007-03-27,3469608040
2007-03-28,3504819720
2007-03-29,3536258720
2007-03-30,3526198240
2007-04-02,3611775860
2007-04-03,3734581410
2007-04-04,3858679650
2007-04-05,3996997480
2007-04-09,4079729640
2007-04-10,4152120279
2007-04-11,4009924380
2007-04-12,4078436950
2007-04-13,3898753040
2007-04-16,3869021170
2007-04-17,4095241920
2007-04-18,4091363850
2007-04-19,4012509760
2007-04-20,4121095720
2007-04-23,4077144260
2007-04-24,4034485490
2007-04-25,4049997770
2007-04-26,4064217360
2007-04-27,4053875840
2007-04-30,3973729060
2007-05-01,3902631110
2007-05-02,3972436370
2007-05-03,3977607130
2007-05-04,3938826430
2007-05-07,3932362980
2007-05-08,3911679940
2007-05-09,3959509470
2007-05-10,3830240470
2007-05-11,3887118830
2007-05-14,3932362980
2007-05-15,4095241920
2007-05-16,4181852150
2007-05-17,4059046600
2007-05-18,4066802740
2007-05-21,4086193090
2007-05-22,4065510050
2007-05-23,4066802740
2007-05-24,3953046020
2007-05-25,3962094850
2007-05-29,3943997190
2007-05-30,3894874970
2007-05-31,3865130173
2007-06-01,3834118540
2007-06-04,3801154945
2007-06-05,3817313570
2007-06-06,3716483750
2007-06-07,3629873520
2007-06-08,3578165920
2007-06-11,3512238730
2007-06-12,3476043410
2007-06-13,3540677910
2007-06-14,3531629080
2007-06-15,3579458610
2007-06-18,3538092530
2007-06-19,3525165630
2007-06-20,3518702180
2007-06-21,3473458030
2007-06-22,3386847800
2007-06-25,3367457450
2007-06-26,3411408910
2007-06-27,3632458900
2007-06-28,3699678780
2007-06-29,3691922640
2007-07-02,3690870340
2007-07-03,3660968960
2007-07-05,3732472260
2007-07-06,3736372440
2007-07-09,3697370640
2007-07-10,3706471060
2007-07-11,3672669500
2007-07-12,3822176400
2007-07-13,3789674900
2007-07-16,3751973160
2007-07-17,3757173400
2007-07-18,3789674900
2007-07-19,3853377840
2007-07-20,3811775920
2007-07-23,3801375440
2007-07-24,3863778320
2007-07-25,4287597879
2007-07-26,4268096980
2007-07-27,4217394639
2007-07-30,4238195600
2007-07-31,4199193799
2007-08-01,4238195600
2007-08-02,4312299020
2007-08-03,4318799320
2007-08-06,4649014560
2007-08-07,4899926140
2007-08-08,5005231000
2007-08-09,4964929140
2007-08-10,4756919540
2007-08-13,4673715700
2007-08-14,4563210600
2007-08-15,4537209400
2007-08-16,4645114380
2007-08-17,4793321220
2007-08-20,4784220800
2007-08-21,4863524460
2007-08-22,4805021760
2007-08-23,4729618280
2007-08-24,4854424040
2007-08-27,4795921340
2007-08-28,4706217200
2007-08-29,4896025960
2007-08-30,4955828720
2007-08-31,5065033760
2007-09-04,5143037360
2007-09-05,5197639880
2007-09-06,5265243000
2007-09-07,5167738500
2007-09-10,5180739100
2007-09-11,5250942340
2007-09-12,5273043360
2007-09-13,5213240600
2007-09-14,5252242400
2007-09-17,4990930340
2007-09-18,5118336220
2007-09-19,5028632080
2007-09-20,5033832320
2007-09-21,4971429440
2007-09-24,5024731900
2007-09-25,5006531060
2007-09-26,4938927940
2007-09-27,4940228000
2007-09-28,4993530460
2007-10-01,5098973800
2007-10-02,4900142600
2007-10-03,4875288700
2007-10-04,4893602100
2007-10-05,4887061600
2007-10-08,4786337900
2007-10-09,4660760300
2007-10-10,4754943500
2007-10-11,4745786800
2007-10-12,4679073700
2007-10-15,4719624800
2007-10-16,4684306100
2007-10-17,4685614200
2007-10-18,4068191000
2007-10-19,4019791300
2007-10-22,4162374200
2007-10-23,4219930599
2007-10-24,4168914700
2007-10-25,4225162999
2007-10-26,4226471100
2007-10-29,4308881400
2007-10-30,4178071400
2007-10-31,4230395400
2007-11-01,4138828400
2007-11-02,3780409000
2007-11-05,3149904800
2007-11-06,3276790500
2007-11-07,3240163700
2007-11-08,3343503600
2007-11-09,3325190200
2007-11-12,3408908600
2007-11-13,3431146300
2007-11-14,3395827600
2007-11-15,3416757200
2007-11-16,3363125100
2007-11-19,3280714800
2007-11-20,3214001700
2007-11-21,3079267400
2007-11-23,3139440000
2007-11-26,3108045600
2007-11-27,3168218200
2007-11-28,3285947200
2007-11-29,3283331000
2007-11-30,3321265900
2007-12-03,3270250000
2007-12-04,3246704200
2007-12-05,3335655000
2007-12-06,3389287100
2007-12-07,3334346900
2007-12-10,3331730700
2007-12-11,3292487700
2007-12-12,3287255300
2007-12-13,3259785200
2007-12-14,3250628500
2007-12-17,3190455900
2007-12-18,3261093300
2007-12-19,3246704200
2007-12-20,3268941900
2007-12-21,3259785200
2007-12-24,3258477100
2007-12-26,3241471800
2007-12-27,3118510400
2007-12-28,3070110700
2007-12-31,3123761330
2008-01-02,3113003650
2008-01-03,2883058240
2008-01-04,2891126500
2008-01-07,2815822740
2008-01-08,2939536060
2008-01-09,2919365410
2008-01-10,3006771560
2008-01-11,3039044600
2008-01-14,3013495110
2008-01-15,3056525830
2008-01-16,3186962700
2008-01-17,3162757920
2008-01-18,3069972930
2008-01-22,3008116270
2008-01-23,2692109420
2008-01-24,2589911460
2008-01-25,2577809070
2008-01-28,2724382460
2008-01-29,2776826150
2008-01-30,2697488260
2008-01-31,2737829560
2008-02-01,2766068470
2008-02-04,2729761300
2008-02-05,2641010440
2008-02-06,2606047980
2008-02-07,2556293710
2008-02-08,2433925100
2008-02-11,2448716910
2008-02-12,2304832940
2008-02-13,2573774940
2008-02-14,2485024080
2008-02-15,2472921690
2008-02-19,2393583800
2008-02-20,2428546260
2008-02-21,2384170830
2008-02-22,2432580390
2008-02-25,2485024080
2008-02-26,2573774940
2008-02-27,2503850020
2008-02-28,2476955820
2008-02-29,2353242500
2008-03-03,2364000180
2008-03-04,2341140110
2008-03-05,2279270002
2008-03-06,2140778320
2008-03-07,2159604260
2008-03-10,1961931890
2008-03-11,1992860220
2008-03-12,2084300500
2008-03-13,2057406300
2008-03-14,2076232240
2008-03-17,1979413120
2008-03-18,2019754420
2008-03-19,2091024050
2008-03-20,2213392660
2008-03-24,2405686190
2008-03-25,2447372200
2008-03-26,2397617930
2008-03-27,2585877330
2008-03-28,2509228860
2008-03-31,3314140250
2008-04-01,3525002250
2008-04-02,3441767250
2008-04-03,3523615000
2008-04-04,3647080250
2008-04-07,3592977500
2008-04-08,3619335250
2008-04-09,3674825250
2008-04-10,3647080250
2008-04-11,3558296250
2008-04-14,3592977500
2008-04-15,3592977500
2008-04-16,3616560750
2008-04-17,3533325750
2008-04-18,3573556000
2008-04-21,3652629250
2008-04-22,3745575000
2008-04-23,3599913750
2008-04-24,3454252500
2008-04-25,3568007000
2008-04-28,3574943250
2008-04-29,3660952750
2008-04-30,3540262000
2008-05-01,3676212500
2008-05-02,3647080250
2008-05-05,3645693000
2008-05-06,3660952750
2008-05-07,3537487500
2008-05-08,3680374250
2008-05-09,3731702500
2008-05-12,3842682500
2008-05-13,3734477000
2008-05-14,3746962250
2008-05-15,3864878500
2008-05-16,3837133500
2008-05-19,3812163000
2008-05-20,3812163000
2008-05-21,3616560750
2008-05-22,3746962250
2008-05-23,3659565500
2008-05-27,3778869000
2008-05-28,3740026000
2008-05-29,3946726250
2008-05-30,3971696750
2008-06-02,3960598750
2008-06-03,4096549250
2008-06-04,4002216250
2008-06-05,4526596750
2008-06-06,4472494000
2008-06-09,4586248500
2008-06-10,4597346500
2008-06-11,4435038250
2008-06-12,4450298000
2008-06-13,4655611000
2008-06-16,4645900250
2008-06-17,4645900250
2008-06-18,4605670000
2008-06-19,4702777500
2008-06-20,4627866000
2008-06-23,4392033500
2008-06-24,4311573000
2008-06-25,4564052500
2008-06-26,4518273250
2008-06-27,4508562500
2008-06-30,4689448230
2008-07-01,4807139790
2008-07-02,4767909270
2008-07-03,4759502730
2008-07-07,4633404630
2008-07-08,4858980120
2008-07-09,4717470030
2008-07-10,4693651500
2008-07-11,4650217710
2008-07-14,4535328330
2008-07-15,4515713070
2008-07-16,4617992640
2008-07-17,4561949040
2008-07-18,4472279280
2008-07-21,4444257480
2008-07-22,4416235680
2008-07-23,4589970840
2008-07-24,4414834590
2008-07-25,4564751220
2008-07-28,4493295630
2008-07-29,4624998090
2008-07-30,4648816620
2008-07-31,4833760500
2008-08-01,4581564300
2008-08-04,4196264550
2008-08-05,4378406250
2008-08-06,4419037860
2008-08-07,4058957730
2008-08-08,4047749010
2008-08-11,4100990430
2008-08-12,4190660190
2008-08-13,4044946830
2008-08-14,4199066730
2008-08-15,3987502140
2008-08-18,3883821480
2008-08-19,3937062900
2008-08-20,3687668880
2008-08-21,3757723380
2008-08-22,3794151719
2008-08-25,3733904850
2008-08-26,3815168070
2008-08-27,3787146270
2008-08-28,3823574610
2008-08-29,3763327740
2008-09-02,3745113570
2008-09-03,3687668880
2008-09-04,3586790400
2008-09-05,3676460160
2008-09-08,3631625280
2008-09-09,3623218740
2008-09-10,3774536460
2008-09-11,3924453090
2008-09-12,3782943000
2008-09-15,3717091770
2008-09-16,3944068350
2008-09-17,3722696130
2008-09-18,3910442190
2008-09-19,4098188250
2008-09-22,3876816030
2008-09-23,3824975700
2008-09-24,4435850940
2008-09-25,4632003540
2008-09-26,4749695100
2008-09-29,4623597000
2008-09-30,4948106400
2008-10-01,4860279000
2008-10-02,4593819600
2008-10-03,4331826000
2008-10-06,4150216800
2008-10-07,3968607600
2008-10-08,3955210200
2008-10-09,3879291600
2008-10-10,3786998400
2008-10-13,4300565400
2008-10-14,4108536000
2008-10-15,3688750800
2008-10-16,3840588000
2008-10-17,3822724800
2008-10-20,3877803000
2008-10-21,3641115600
2008-10-22,3388053600
2008-10-23,3224307600
2008-10-24,3121594200
2008-10-27,3157320600
2008-10-28,3084379200
2008-10-29,3319578000
2008-10-30,3681307800
2008-10-31,3901620600
2008-11-03,4001356800
2008-11-04,4248464400
2008-11-05,4096627200
2008-11-06,4002845400
2008-11-07,4129376400
2008-11-10,4063878000
2008-11-11,4020708600
2008-11-12,3974562000
2008-11-13,4309497000
2008-11-14,4093650000
2008-11-17,3970096200
2008-11-18,3917995200
2008-11-19,3478858200
2008-11-20,3300226200
2008-11-21,3146900400
2008-11-24,3362747400
2008-11-25,3426757200
2008-11-26,3672376200
2008-11-28,3660467400
2008-12-01,3157320600
2008-12-02,3286828799
2008-12-03,3474392400
2008-12-04,3322555200
2008-12-05,3580083000
2008-12-08,3728943000
2008-12-09,3639627000
2008-12-10,3718522800
2008-12-11,3669399000
2008-12-12,3842076600
2008-12-15,3746806200
2008-12-16,4163614200
2008-12-17,4114490400
2008-12-18,4340757600
2008-12-19,4439005200
2008-12-22,4297588200
2008-12-23,4342246200
2008-12-24,4315451400
2008-12-26,4391370000
2008-12-29,4279725000
2008-12-30,4526832600
2008-12-31,4735026800
2009-01-02,4783343400
2009-01-05,5010899000
2009-01-06,4929851800
2009-01-07,4912707200
2009-01-08,4951672200
2009-01-09,4661772600
2009-01-12,4600987200
2009-01-13,4867507800
2009-01-14,4680475800
2009-01-15,4809839600
2009-01-16,4792695000
2009-01-20,4594752800
2009-01-21,4914265800
2009-01-22,4828542800
2009-01-23,4822308400
2009-01-26,4898679800
2009-01-27,4931410400
2009-01-28,5071684400
2009-01-29,5255599200
2009-01-30,5151173000
2009-02-02,5104415000
2009-02-03,5174552000
2009-02-04,5204165400
2009-02-05,5293005600
2009-02-06,5455100000
2009-02-09,5225985800
2009-02-10,4908031400
2009-02-11,4968816800
2009-02-12,5188579400
2009-02-13,5188579400
2009-02-17,5158966000
2009-02-18,5074801600
2009-02-19,5252482000
2009-02-20,5152731600
2009-02-23,5126235400
2009-02-24,5233778800
2009-02-25,5152731600
2009-02-26,5143380000
2009-02-27,4697620400
2009-03-02,4244067800
2009-03-03,4357845600
2009-03-04,4368755800
2009-03-05,4357845600
2009-03-06,4328232200
2009-03-09,4201985600
2009-03-10,4432658400
2009-03-11,4231599000
2009-03-12,4560463600
2009-03-13,4535526000
2009-03-16,4279915600
2009-03-17,4482533600
2009-03-18,4597870000
2009-03-19,4571373800
2009-03-20,4487209400
2009-03-23,4694503200
2009-03-24,4569815200
2009-03-25,4546436200
2009-03-26,4703854800
2009-03-27,4586959800
2009-03-30,4468506200
2009-03-31,4957734990
2009-04-01,4914594240
2009-04-02,4890435420
2009-04-03,4716146790
2009-04-06,4667829150
2009-04-07,4526327490
2009-04-08,4583273280
2009-04-09,4636767810
2009-04-13,4712695530
2009-04-14,4736854350
2009-04-15,4669554780
2009-04-16,4802428290
2009-04-17,4836940890
2009-04-20,4764464430
2009-04-21,4662652260
2009-04-22,4629865290
2009-04-23,4593627060
2009-04-24,4666103520
2009-04-27,5007778260
2009-04-28,5501308440
2009-04-29,5539272300
2009-04-30,5318391660
2009-05-01,5221756380
2009-05-04,5264897130
2009-05-05,5211402600
2009-05-06,4968088770
2009-05-07,5019857670
2009-05-08,5254543350
2009-05-11,5294232840
2009-05-12,5164810590
2009-05-13,5000875740
2009-05-14,4997424480
2009-05-15,4924948020
2009-05-18,5021583300
2009-05-19,5062998420
2009-05-20,5085431610
2009-05-21,4978442550
2009-05-22,5012955150
2009-05-26,5111316060
2009-05-27,5031937080
2009-05-28,4966363140
2009-05-29,5137200510
2009-06-01,5183792520
2009-06-02,5320117290
2009-06-03,5439185760
2009-06-04,5245915200
2009-06-05,5311489140
