,MSFT
2004-08-24,296180520000
2004-08-25,299551150000
2004-08-26,298355120000
2004-08-27,298572580000
2004-08-30,296832900000
2004-08-31,296832900000
2004-09-01,297811470000
2004-09-02,300312260000
2004-09-03,294767030000
2004-09-07,297485280000
2004-09-08,296397980000
2004-09-09,296615440000
2004-09-10,298898770000
2004-09-13,296289250000
2004-09-14,298355120000
2004-09-15,295636870000
2004-09-16,296397980000
2004-09-17,299116230000
2004-09-20,299116230000
2004-09-21,296397980000
2004-09-22,294875760000
2004-09-23,297376550000
2004-09-24,296724170000
2004-09-27,295636870000
2004-09-28,296506710000
2004-09-29,299877340000
2004-09-30,300749050000
2004-10-01,307275250000
2004-10-04,305861240000
2004-10-05,308689260000
2004-10-06,310320810000
2004-10-07,306405090000
2004-10-08,304447230000
2004-10-11,305208620000
2004-10-12,304882310000
2004-10-13,304882310000
2004-10-14,302380600000
2004-10-15,304447230000
2004-10-18,309015570000
2004-10-19,306513860000
2004-10-20,312169900000
2004-10-21,310647120000
2004-10-22,301727980000
2004-10-25,300531510000
2004-10-26,303468300000
2004-10-27,306187550000
2004-10-28,304664770000
2004-10-29,304229690000
2004-11-01,305426160000
2004-11-02,307166480000
2004-11-03,309668190000
2004-11-04,315433000000
2004-11-05,318804870000
2004-11-08,318478560000
2004-11-09,323808290000
2004-11-10,323373210000
2004-11-11,326092460000
2004-11-12,325983690000
2004-11-15,297921030000
2004-11-16,294984240000
2004-11-17,295528090000
2004-11-18,294440390000
2004-11-19,292156220000
2004-11-22,289872050000
2004-11-23,288566810000
2004-11-24,289763280000
2004-11-26,289328200000
2004-11-29,291177290000
2004-11-30,291612370000
2004-12-01,296398250000
2004-12-02,294657930000
2004-12-03,296180710000
2004-12-06,297268410000
2004-12-07,294440390000
2004-12-08,297594720000
2004-12-09,296180710000
2004-12-10,294549160000
2004-12-13,296398250000
2004-12-14,296180710000
2004-12-15,294875470000
2004-12-16,295419320000
2004-12-17,293243920000
2004-12-20,293135150000
2004-12-21,294440390000
2004-12-22,293352690000
2004-12-23,293787770000
2004-12-27,292047450000
2004-12-28,293135150000
2004-12-29,292591300000
2004-12-30,291068520000
2004-12-31,290072320000
2005-01-03,290289440000
2005-01-04,291375040000
2005-01-05,290723680000
2005-01-06,290398000000
2005-01-07,289529520000
2005-01-10,290940800000
2005-01-11,290180880000
2005-01-12,290723680000
2005-01-13,285187120000
2005-01-14,283558720000
2005-01-18,285729920000
2005-01-19,282038880000
2005-01-20,280736160000
2005-01-21,278456400000
2005-01-24,278673520000
2005-01-25,282473120000
2005-01-26,282364560000
2005-01-27,283450160000
2005-01-28,284210080000
2005-01-31,285295680000
2005-02-01,286489840000
2005-02-02,287249760000
2005-02-03,284210080000
2005-02-04,285729920000
2005-02-07,283992960000
2005-02-08,284861440000
2005-02-09,283015920000
2005-02-10,282907360000
2005-02-11,281930320000
2005-02-14,282364560000
2005-02-15,281496080000
2005-02-16,279976240000
2005-02-17,278456400000
2005-02-18,276610880000
2005-02-22,273896880000
2005-02-23,273571200000
2005-02-24,275416720000
2005-02-25,274114000000
2005-02-28,273136960000
2005-03-01,274439680000
2005-03-02,274222560000
2005-03-03,273245520000
2005-03-04,273245520000
2005-03-07,276502320000
2005-03-08,275742400000
2005-03-09,274765360000
2005-03-10,276068080000
2005-03-11,272377040000
2005-03-14,272594160000
2005-03-15,270422960000
2005-03-16,267383280000
2005-03-17,266406240000
2005-03-18,263909360000
2005-03-21,262715200000
2005-03-22,260435439999
2005-03-23,262498080000
2005-03-24,263583680000
2005-03-28,262715200000
2005-03-29,259675520000
2005-03-30,262280960000
2005-03-31,259803330000
2005-04-01,259265880000
2005-04-04,260448270000
2005-04-05,263028030000
2005-04-06,265177830000
2005-04-07,269799900000
2005-04-08,268080060000
2005-04-11,268402530000
2005-04-12,272164680000
2005-04-13,269154960000
2005-04-14,267005160000
2005-04-15,262920540000
2005-04-18,264962849999
2005-04-19,264747870000
2005-04-20,261415680000
2005-04-21,271734720000
2005-04-22,268510020000
2005-04-25,268617509999
2005-04-26,266145240000
2005-04-27,268617509999
2005-04-28,262813050000
2005-04-29,271949700000
2005-05-02,271197270000
2005-05-03,272594640000
2005-05-04,270982290000
2005-05-05,271197270000
2005-05-06,271089780000
2005-05-09,269907390000
2005-05-10,267650099999
2005-05-11,267757590000
2005-05-12,268725000000
2005-05-13,271949700000
2005-05-16,273992009999
2005-05-17,273669540000
2005-05-18,276249300000
2005-05-19,278614080000
2005-05-20,276679260000
2005-05-23,277861650000
2005-05-24,276786750000
2005-05-25,276356790000
2005-05-26,278399100000
2005-05-27,280226430000
2005-05-31,277324200000
2005-06-01,277754160000
2005-06-02,277216710000
2005-06-03,273347070000
2005-06-06,272702130000
2005-06-07,274206990000
2005-06-08,273024599999
2005-06-09,274206990000
2005-06-10,273347070000
2005-06-13,272057190000
2005-06-14,272594640000
2005-06-15,271519740000
2005-06-16,269154960000
2005-06-17,269154960000
2005-06-20,269907390000
2005-06-21,270337349999
2005-06-22,269477430000
2005-06-23,272057190000
2005-06-24,269154960000
2005-06-27,269262450000
2005-06-28,269477430000
2005-06-29,269692410000
2005-06-30,265688640000
2005-07-01,264298160000
2005-07-05,267186080000
2005-07-06,264191200000
2005-07-07,263656400000
2005-07-08,268362640000
2005-07-11,270501840000
2005-07-12,273924560000
2005-07-13,274459360000
2005-07-14,277775120000
2005-07-15,275849840000
2005-07-18,273282800000
2005-07-19,279807360000
2005-07-20,280128240000
2005-07-21,282802240000
2005-07-22,274673280000
2005-07-25,274780240000
2005-07-26,273175840000
2005-07-27,275101120000
2005-07-28,275422000000
2005-07-29,273924560000
2005-08-01,277240320000
2005-08-02,286759760000
2005-08-03,291466000000
2005-08-04,292214720000
2005-08-05,296920960000
2005-08-08,290182480000
2005-08-09,292535600000
2005-08-10,288257200000
2005-08-11,291679920000
2005-08-12,289326800000
2005-08-15,290182480000
2005-08-16,286011040000
2005-08-17,288257200000
2005-08-18,286866720000
2005-08-19,285797120000
2005-08-22,287829360000
2005-08-23,287401520000
2005-08-24,286759760000
2005-08-25,289112880000
2005-08-26,288471120000
2005-08-29,290396400000
2005-08-30,290717280000
2005-08-31,292856480000
2005-09-01,290931200000
2005-09-02,289005920000
2005-09-06,288792000000
2005-09-07,287187600000
2005-09-08,284620560000
2005-09-09,284299680000
2005-09-12,284620560000
2005-09-13,283230080000
2005-09-14,281411760000
2005-09-15,280983920000
2005-09-16,278844720000
2005-09-19,278096000000
2005-09-20,276384640000
2005-09-21,272641039999
2005-09-22,271036640000
2005-09-23,270287920000
2005-09-26,270287920000
2005-09-27,271036640000
2005-09-28,274566320000
2005-09-29,277454240000
2005-09-30,271708800000
2005-10-03,269280000000
2005-10-04,263788800000
2005-10-05,260515200000
2005-10-06,261148800000
2005-10-07,259670400000
2005-10-10,258297600000
2005-10-11,257769600000
2005-10-12,256608000000
2005-10-13,259670400000
2005-10-14,260515200000
2005-10-17,259036800000
2005-10-18,259459200000
2005-10-19,264950400000
2005-10-20,261782400000
2005-10-21,261676800000
2005-10-24,265056000000
2005-10-25,264316800000
2005-10-26,265161600000
2005-10-27,262416000000
2005-10-28,269596800000
2005-10-31,271392000000
2005-11-01,274137600000
2005-11-02,279417600000
2005-11-03,279206400000
2005-11-04,281529600000
2005-11-07,285225600000
2005-11-08,285648000000
2005-11-09,284697600000
2005-11-10,286070400000
2005-11-11,288076800000
2005-11-14,288816000000
2005-11-15,290400000000
2005-11-16,292934400000
2005-11-17,295363200000
2005-11-18,296419200000
2005-11-21,297369600000
2005-11-22,294729600000
2005-11-23,294835200000
2005-11-25,293145600000
2005-11-28,293040000000
2005-11-29,292300800000
2005-11-30,292300800000
2005-12-01,294518400000
2005-12-02,295785600000
2005-12-05,294096000000
2005-12-06,292406400000
2005-12-07,293040000000
2005-12-08,292406400000
2005-12-09,292617600000
2005-12-12,289872000000
2005-12-13,286492800000
2005-12-14,286070400000
2005-12-15,284275200000
2005-12-16,284064000000
2005-12-19,283324800000
2005-12-20,283641600000
2005-12-21,282268800000
2005-12-22,280790400000
2005-12-23,281318400000
2005-12-27,279417600000
2005-12-28,278678400000
2005-12-29,277411200000
2005-12-30,276144000000
2006-01-03,276532520000
2006-01-04,277871910000
2006-01-05,278077970000
2006-01-06,277253730000
2006-01-09,276738580000
2006-01-10,278181000000
2006-01-11,281168870000
2006-01-12,279623420000
2006-01-13,280138570000
2006-01-17,278077970000
2006-01-18,276429490000
2006-01-19,278387060000
2006-01-20,272102230000
2006-01-23,271484050000
2006-01-24,270762840000
2006-01-25,271999200000
2006-01-26,273029500000
2006-01-27,286320370000
2006-01-30,288484000000
2006-01-31,290029450000
2006-02-01,288896120000
2006-02-02,285187040000
2006-02-03,283744620000
2006-02-06,279932510000
2006-02-07,277562820000
2006-02-08,277253730000
2006-02-09,274677980000
2006-02-10,274987070000
2006-02-13,271896170000
2006-02-14,274574950000
2006-02-15,276944640000
2006-02-16,276223430000
2006-02-17,275090100000
2006-02-21,273441620000
2006-02-22,275296160000
2006-02-23,274677980000
2006-02-24,274368890000
2006-02-27,278696150000
2006-02-28,276841610000
2006-03-01,279623420000
2006-03-02,277871910000
2006-03-03,277459790000
2006-03-06,277253730000
2006-03-07,278799180000
2006-03-08,280756750000
2006-03-09,278181000000
2006-03-10,279932510000
2006-03-13,279314330000
2006-03-14,280550690000
2006-03-15,281890080000
2006-03-16,280962810000
2006-03-17,283332500000
2006-03-20,287350670000
2006-03-21,285805220000
2006-03-22,279726450000
2006-03-23,276635550000
2006-03-24,278284030000
2006-03-27,278284030000
2006-03-28,277150700000
2006-03-29,278387060000
2006-03-30,280550690000
2006-03-31,277242690000
2006-04-03,280808840000
2006-04-04,281623960000
2006-04-05,282642860000
2006-04-06,280808840000
2006-04-07,277650250000
2006-04-10,278057810000
2006-04-11,276427570000
2006-04-12,277140800000
2006-04-13,275816230000
2006-04-17,273472760000
2006-04-18,277344580000
2006-04-19,275408670000
2006-04-20,275408670000
2006-04-21,276631350000
2006-04-24,276223790000
2006-04-25,276223790000
2006-04-26,276121900000
2006-04-27,277650250000
2006-04-28,246064350000
2006-05-01,247490810000
2006-05-02,244637890000
2006-05-03,236079130000
2006-05-04,238830160000
2006-05-05,242498200000
2006-05-08,241784970000
2006-05-09,240664180000
2006-05-10,242192530000
2006-05-11,236588580000
2006-05-12,236079130000
2006-05-15,235875350000
2006-05-16,234448890000
2006-05-17,231595970000
2006-05-18,232614869999
2006-05-19,229863840000
2006-05-22,233124320000
2006-05-23,232207310000
2006-05-24,239441500000
2006-05-25,241886859999
2006-05-26,241683080000
2006-05-30,235875350000
2006-05-31,230780850000
2006-06-01,232512980000
2006-06-02,231901640000
2006-06-05,229252500000
2006-06-06,225482570000
2006-06-07,224565560000
2006-06-08,225278790000
2006-06-09,223342880000
2006-06-12,221203190000
2006-06-13,219165390000
2006-06-14,222935320000
2006-06-15,224871230000
2006-06-16,225176900000
2006-06-19,229761950000
2006-06-20,229863840000
2006-06-21,235162119999
2006-06-22,233124320000
2006-06-23,229252500000
2006-06-26,232512980000
2006-06-27,232920540000
2006-06-28,235977240000
2006-06-29,239135830000
2006-06-30,231345700000
2006-07-03,235317300000
2006-07-05,231842150000
2006-07-06,233132920000
2006-07-07,231345700000
2006-07-10,233331500000
2006-07-11,229359900000
2006-07-12,224792560000
2006-07-13,221019540000
2006-07-14,221317410000
2006-07-17,223203920000
2006-07-18,225785459999
2006-07-19,232338600000
2006-07-20,226877650000
2006-07-21,237005230000
2006-07-24,238296000000
2006-07-25,240480380000
2006-07-26,241969730000
2006-07-27,237005230000
2006-07-28,240778250000
2006-07-31,238891740000
2006-08-01,238196709999
2006-08-02,241274700000
2006-08-03,240381090000
2006-08-04,241175410000
2006-08-07,240480380000
2006-08-08,241671860000
2006-08-09,242664760000
2006-08-10,242863340000
2006-08-11,242565470000
2006-08-14,243558370000
2006-08-15,244451980000
2006-08-16,245246300000
2006-08-17,245246300000
2006-08-18,256068910000
2006-08-21,259345480000
2006-08-22,254380980000
2006-08-23,254877430000
2006-08-24,255572459999
2006-08-25,256664650000
2006-08-28,257657550000
2006-08-29,256565360000
2006-08-30,256168200000
2006-08-31,255175300000
2006-09-01,256565360000
2006-09-05,254281690000
2006-09-06,254281690000
2006-09-07,252494470000
2006-09-08,254182400000
2006-09-11,257260390000
2006-09-12,257458970000
2006-09-13,257955420000
2006-09-14,261430569999
2006-09-15,266593650000
2006-09-18,265997910000
2006-09-19,266692940000
2006-09-20,269870220000
2006-09-21,267090100000
2006-09-22,264707140000
2006-09-25,267586550000
2006-09-26,270068800000
2006-09-27,272451760000
2006-09-28,272054600000
2006-09-29,271558150000
2006-10-02,268292160000
2006-10-03,268390220000
2006-10-04,273979640000
2006-10-05,273783520000
2006-10-06,273293220000
2006-10-09,271822320000
2006-10-10,271528140000
2006-10-11,270057240000
2006-10-12,276725320000
2006-10-13,278196220000
2006-10-16,278980700000
2006-10-17,278882640000
2006-10-18,279667120000
2006-10-19,277411740000
2006-10-20,278784580000
2006-10-23,278980700000
2006-10-24,277313680000
2006-10-25,277607860000
2006-10-26,278000100000
2006-10-27,277902040000
2006-10-30,279765180000
2006-10-31,281530260000
2006-11-01,282510860000
2006-11-02,282118620000
2006-11-03,281726380000
2006-11-06,282805040000
2006-11-07,283883700000
2006-11-08,284177880000
2006-11-09,286923560000
2006-11-10,286727440000
2006-11-13,287806100000
2006-11-14,286629380000
2006-11-15,285550720000
2006-11-16,288982820000
2006-11-17,288296400000
2006-11-20,293101340000
2006-11-21,293395520000
2006-11-22,293395520000
2006-11-24,291826560000
2006-11-27,289080880000
2006-11-28,288198340000
2006-11-29,289963420000
2006-11-30,287904160000
2006-12-01,285550720000
2006-12-04,287609980000
2006-12-05,285648780000
2006-12-06,284275940000
2006-12-07,282903100000
2006-12-08,288296400000
2006-12-11,289669240000
2006-12-12,288590580000
2006-12-13,289767300000
2006-12-14,294866420000
2006-12-15,296043140000
2006-12-18,293101340000
2006-12-19,294081940000
2006-12-20,295062540000
2006-12-21,293983880000
2006-12-22,290649840000
2006-12-26,294081940000
2006-12-27,294376120000
2006-12-28,293983880000
2006-12-29,292807160000
2007-01-03,290388500000
2007-01-04,289902250000
2007-01-05,288249000000
2007-01-08,291069250000
2007-01-09,291361000000
2007-01-10,288443500000
2007-01-11,298557500000
2007-01-12,303517250000
2007-01-16,303031000000
2007-01-17,302447500000
2007-01-18,301475000000
2007-01-19,302544750000
2007-01-22,298752000000
2007-01-23,298946500000
2007-01-24,302350250000
2007-01-25,296126250000
2007-01-26,297585000000
2007-01-29,296904250000
2007-01-30,296418000000
2007-01-31,300113500000
2007-02-01,297196000000
2007-02-02,293597750000
2007-02-05,287957250000
2007-02-06,286984750000
2007-02-07,285623250000
2007-02-08,284553500000
2007-02-09,281830500000
2007-02-12,281441500000
2007-02-13,282122250000
2007-02-14,285915000000
2007-02-15,286498500000
2007-02-16,279496500000
2007-02-20,280371750000
2007-02-21,285428750000
2007-02-22,285817750000
2007-02-23,281052500000
2007-02-26,282705750000
2007-02-27,271035750000
2007-02-28,273953250000
2007-03-01,273175250000
2007-03-02,269966000000
2007-03-05,267923750000
2007-03-06,270646749999
2007-03-07,268507250000
2007-03-08,265687000000
2007-03-09,265298000000
2007-03-12,266854000000
2007-03-13,259852000000
2007-03-14,266465000000
2007-03-15,265298000000
2007-03-16,265784249999
2007-03-19,270646749999
2007-03-20,270744000000
2007-03-21,277357000000
2007-03-22,274925750000
2007-03-23,272494500000
2007-03-26,274439500000
2007-03-27,269577000000
2007-03-28,268799000000
2007-03-29,269868750000
2007-03-30,271035750000
2007-04-02,263668700000
2007-04-03,264904350000
2007-04-04,270892500000
2007-04-05,271367750000
2007-04-09,271557850000
2007-04-10,269942000000
2007-04-11,267185550000
2007-04-12,271272700000
2007-04-13,271938050000
2007-04-16,273078650000
2007-04-17,274219250000
2007-04-18,271843000000
2007-04-19,272698450000
2007-04-20,275835100000
2007-04-23,273553900000
2007-04-24,273648950000
2007-04-25,275549950000
2007-04-26,276595500000
2007-04-27,286290600000
2007-04-30,284579700000
2007-05-01,288952000000
2007-05-02,290948050000
2007-05-03,294369850000
2007-05-04,290472800000
2007-05-07,291898550000
2007-05-08,292278750000
2007-05-09,292563900000
2007-05-10,290662900000
2007-05-11,293609450000
2007-05-14,294369850000
2007-05-15,293704500000
2007-05-16,295320350000
2007-05-17,294464900000
2007-05-18,293039150000
2007-05-21,295130250000
2007-05-22,291708450000
2007-05-23,290662900000
2007-05-24,286765850000
2007-05-25,289712400000
2007-05-29,292658950000
2007-05-30,295700550000
2007-05-31,291708450000
2007-06-01,290757950000
2007-06-04,291993600000
2007-06-05,290662900000
2007-06-06,287906450000
2007-06-07,281538100000
2007-06-08,285625250000
2007-06-11,285340100000
2007-06-12,283724250000
2007-06-13,288856950000
2007-06-14,290092600000
2007-06-15,289807450000
2007-06-18,289997550000
2007-06-19,289522300000
2007-06-20,285245050000
2007-06-21,287241100000
2007-06-22,280302450000
2007-06-25,280302450000
2007-06-26,280587600000
2007-06-27,283914350000
2007-06-28,283534150000
2007-06-29,280112350000
2007-07-02,278961200000
2007-07-03,281587600000
2007-07-05,281306200000
2007-07-06,281118600000
2007-07-09,280180600000
2007-07-10,275115400000
2007-07-11,276616200000
2007-07-12,282056600000
2007-07-13,279711600000
2007-07-16,281681400000
2007-07-17,288716400000
2007-07-18,290029600000
2007-07-19,295563800000
2007-07-20,292280800000
2007-07-23,292562200000
2007-07-24,288904000000
2007-07-25,288059800000
2007-07-26,281212400000
2007-07-27,275678200000
2007-07-30,275772000000
2007-07-31,271926200000
2007-08-01,274834000000
2007-08-02,276897600000
2007-08-03,271644800000
2007-08-06,277085200000
2007-08-07,277179000000
2007-08-08,281400000000
2007-08-09,271269600000
2007-08-10,269299800000
2007-08-13,268549400000
2007-08-14,265172600000
2007-08-15,263578000000
2007-08-16,260857800000
2007-08-17,264985000000
2007-08-20,265078800000
2007-08-21,263296600000
2007-08-22,264703600000
2007-08-23,265454000000
2007-08-24,270237800000
2007-08-27,267236200000
2007-08-28,261983400000
2007-08-29,268174200000
2007-08-30,266861000000
2007-08-31,269487400000
2007-09-04,270237800000
2007-09-05,267142400000
2007-09-06,271175800000
2007-09-07,266767200000
2007-09-10,267142400000
2007-09-11,271363400000
2007-09-12,271363400000
2007-09-13,273520800000
2007-09-14,272395200000
2007-09-17,269487400000
2007-09-18,271363400000
2007-09-19,268924600000
2007-09-20,266579600000
2007-09-21,268737000000
2007-09-24,272770399999
2007-09-25,277272800000
2007-09-26,276710000000
2007-09-27,276616200000
2007-09-28,276334800000
2007-10-01,278676970000
2007-10-02,278021700000
2007-10-03,275681450000
2007-10-04,278115310000
2007-10-05,279332240000
2007-10-08,279332240000
2007-10-09,281766100000
2007-10-10,282983030000
2007-10-11,279987510000
2007-10-12,282421370000
2007-10-15,281204440000
2007-10-16,283825520000
2007-10-17,290939880000
2007-10-18,291688760000
2007-10-19,282421370000
2007-10-22,285604110000
2007-10-23,289254900000
2007-10-24,292531250000
2007-10-25,299458390000
2007-10-26,327915830000
2007-10-29,323609770000
2007-10-30,332970770000
2007-10-31,344578410000
2007-11-01,346918660000
2007-11-02,346918660000
2007-11-05,343829530000
2007-11-06,340834009999
2007-11-07,332502720000
2007-11-08,325201140000
2007-11-09,315746530000
2007-11-12,312470180000
2007-11-13,322580060000
2007-11-14,317618730000
2007-11-15,316027360000
2007-11-16,319116490000
2007-11-19,317899560000
2007-11-20,323703380000
2007-11-21,320427030000
2007-11-23,319303710000
2007-11-26,308632170000
2007-11-27,309474660000
2007-11-28,315465700000
2007-11-29,314435990000
2007-11-30,314529600000
2007-12-03,308164120000
2007-12-04,306759970000
2007-12-05,319678150000
2007-12-06,323422550000
2007-12-07,323235330000
2007-12-10,325388360000
2007-12-11,319210100000
2007-12-12,322673670000
2007-12-13,329694420000
2007-12-14,330536910000
2007-12-17,321924790000
2007-12-18,325201140000
2007-12-19,325669190000
2007-12-20,332502720000
2007-12-21,337557660000
2007-12-24,342425380000
2007-12-26,342706210000
2007-12-27,336715170000
2007-12-28,338119320000
2007-12-31,331329200000
2008-01-02,327792540000
2008-01-03,329188590000
2008-01-04,319974660000
2008-01-07,322115270000
2008-01-08,311319150000
2008-01-09,320533080000
2008-01-10,319509310000
2008-01-11,315600369999
2008-01-14,320067730000
2008-01-15,316438000000
2008-01-16,309271610000
2008-01-17,308154770000
2008-01-18,307224070000
2008-01-22,297730930000
2008-01-23,297172510000
2008-01-24,309457750000
2008-01-25,306572580000
2008-01-28,304525040000
2008-01-29,303408200000
2008-01-30,299685400000
2008-01-31,303408200000
2008-02-01,283398150000
2008-02-04,280978330000
2008-02-05,270554490000
2008-02-06,265435640000
2008-02-07,261712840000
2008-02-08,265807920000
2008-02-11,262550470000
2008-02-12,263760380000
2008-02-13,269530720000
2008-02-14,265249500000
2008-02-15,264504940000
2008-02-19,262178190000
2008-02-20,262643540000
2008-02-21,261526700000
2008-02-22,257617760000
2008-02-25,259106880000
2008-02-26,264132660000
2008-02-27,263015820000
2008-02-28,259944510000
2008-02-29,253150400000
2008-03-03,251195930000
2008-03-04,256780130000
2008-03-05,261712840000
2008-03-06,256593990000
2008-03-07,259386090000
2008-03-10,261061350000
2008-03-11,272508960000
2008-03-12,266459410000
2008-03-13,266366340000
2008-03-14,260223720000
2008-03-17,263388100000
2008-03-18,273811940000
2008-03-19,266366340000
2008-03-20,271578260000
2008-03-24,271485190000
2008-03-25,271205980000
2008-03-26,265807920000
2008-03-27,261061350000
2008-03-28,259758370000
2008-03-31,262940700000
2008-04-01,273317500000
2008-04-02,270167400000
2008-04-03,268685000000
2008-04-04,270167400000
2008-04-07,270167400000
2008-04-08,266368750000
2008-04-09,267665850000
2008-04-10,269704150000
2008-04-11,262014200000
2008-04-14,259975900000
2008-04-15,261736250000
2008-04-16,268221750000
2008-04-17,270723300000
2008-04-18,277950000000
2008-04-21,281841300000
2008-04-22,280266250000
2008-04-23,291384250000
2008-04-24,294627000000
2008-04-25,276374950000
2008-04-28,268592350000
2008-04-29,265349600000
2008-04-30,264237800000
2008-05-01,272391000000
2008-05-02,270908600000
2008-05-05,269426199999
2008-05-06,275170500000
2008-05-07,270630650000
2008-05-08,271186550000
2008-05-09,272298350000
2008-05-12,277857350000
2008-05-13,275911700000
2008-05-14,277301450000
2008-05-15,282119250000
2008-05-16,277857350000
2008-05-19,272946900000
2008-05-20,266461400000
2008-05-21,261736250000
2008-05-22,263774550000
2008-05-23,259883250000
2008-05-27,263496600000
2008-05-28,261087700000
2008-05-29,262292150000
2008-05-30,262384800000
2008-06-02,257567000000
2008-06-03,253027150000
2008-06-04,255158100000
2008-06-05,262199500000
2008-06-06,254694850000
2008-06-09,256733150000
2008-06-10,258400850000
2008-06-11,251266800000
2008-06-12,261643600000
2008-06-13,269333550000
2008-06-16,268036450000
2008-06-17,266832000000
2008-06-18,263681900000
2008-06-19,268036450000
2008-06-20,261550950000
2008-06-23,259142050000
2008-06-24,256918450000
2008-06-25,262662750000
2008-06-26,257103750000
2008-06-27,255991950000
2008-06-30,249900840000
2008-07-01,244087080000
2008-07-02,235093920000
2008-07-03,236002320000
2008-07-07,236456520000
2008-07-08,234821400000
2008-07-09,229189320000
2008-07-10,231187800000
2008-07-11,229371000000
2008-07-14,228462600000
2008-07-15,237546600000
2008-07-16,247629840000
2008-07-17,249991680000
2008-07-18,234912240000
2008-07-21,232913760000
2008-07-22,234367200000
2008-07-23,240090120000
2008-07-24,231096960000
2008-07-25,237637440000
2008-07-28,231642000000
2008-07-29,237183240000
2008-07-30,238273320000
2008-07-31,233640480000
2008-08-01,231096960000
2008-08-04,229643520000
2008-08-05,238091640000
2008-08-06,245449680000
2008-08-07,248810760000
2008-08-08,255532920000
2008-08-11,253443600000
2008-08-12,255442080000
2008-08-13,253534440000
2008-08-14,253534440000
2008-08-15,252626040000
2008-08-18,251535960000
2008-08-19,248174880000
2008-08-20,247902360000
2008-08-21,246903120000
2008-08-22,252898560000
2008-08-25,251263440000
2008-08-26,247720680000
2008-08-27,250355040000
2008-08-28,253806960000
2008-08-29,247902360000
2008-09-02,246176400000
2008-09-03,244359600000
2008-09-04,239363400000
2008-09-05,233004600000
2008-09-08,237274080000
2008-09-09,237092400000
2008-09-10,240180960000
2008-09-11,248356560000
2008-09-12,250900080000
2008-09-15,243632880000
2008-09-16,236093160000
2008-09-17,223193880000
2008-09-18,229461840000
2008-09-19,228553440000
2008-09-22,230733600000
2008-09-23,231096960000
2008-09-24,233640480000
2008-09-25,241725240000
2008-09-26,248901600000
2008-09-29,227190840000
2008-09-30,237621070000
2008-10-01,235751440000
2008-10-02,233703750000
2008-10-03,234326960000
2008-10-06,221773730000
2008-10-07,206816690000
2008-10-08,204858030000
2008-10-09,198536900000
2008-10-10,191414500000
2008-10-13,227026500000
2008-10-14,214562300000
2008-10-15,201741980000
2008-10-16,215363570000
2008-10-17,213048790000
2008-10-20,220082160000
2008-10-21,207974080000
2008-10-22,191681590000
2008-10-23,198714960000
2008-10-24,195509880000
2008-10-27,188565540000
2008-10-28,205659300000
2008-10-29,204769000000
2008-10-30,201474890000
2008-10-31,198803990000
2008-11-03,201385860000
2008-11-04,209487590000
2008-11-05,196578240000
2008-11-06,185894640000
2008-11-07,191414500000
2008-11-10,189633900000
2008-11-11,188743600000
2008-11-12,180730900000
2008-11-13,189188750000
2008-11-14,178594180000
2008-11-17,172005960000
2008-11-18,174676860000
2008-11-19,162835870000
2008-11-20,156069590000
2008-11-21,175211040000
2008-11-24,184203070000
2008-11-25,177970970000
2008-11-26,182422470000
2008-11-28,180018660000
2008-12-01,165684830000
2008-12-02,170492450000
2008-12-03,176902610000
2008-12-04,170136330000
2008-12-05,176902610000
2008-12-08,187052030000
2008-12-09,183401800000
2008-12-10,183490830000
2008-12-11,173163350000
2008-12-12,172362080000
2008-12-15,169513120000
2008-12-16,179039330000
2008-12-17,175032980000
2008-12-18,171827900000
2008-12-19,170225360000
2008-12-22,170759540000
2008-12-23,171649840000
2008-12-24,170670510000
2008-12-26,170314390000
2008-12-29,168800880000
2008-12-30,172184020000
2008-12-31,172841040000
2009-01-02,180754030000
2009-01-05,182443320000
2009-01-06,184577160000
2009-01-07,173463410000
2009-01-08,178886920000
2009-01-09,173552320000
2009-01-12,173107770000
2009-01-13,176219620000
2009-01-14,169729190000
2009-01-15,171062840000
2009-01-16,175241610000
2009-01-20,164305680000
2009-01-21,172307580000
2009-01-22,152125010000
2009-01-23,152925200000
2009-01-26,156748330000
2009-01-27,157015060000
2009-01-28,160393640000
2009-01-29,156392690000
2009-01-30,152036100000
2009-02-02,158526530000
2009-02-03,164483500000
2009-02-04,165639330000
2009-02-05,169284640000
2009-02-06,174797060000
2009-02-09,172841040000
2009-02-10,167150800000
2009-02-11,170796110000
2009-02-12,171240660000
2009-02-13,169729190000
2009-02-17,160838190000
2009-02-18,161104920000
2009-02-19,159237810000
2009-02-20,160038000000
2009-02-23,153014110000
2009-02-24,152658470000
2009-02-25,150791360000
2009-02-26,145990220000
2009-02-27,143589650000
2009-03-02,140388890000
2009-03-03,141189080000
2009-03-04,143322920000
2009-03-05,135765570000
2009-03-06,135854480000
2009-03-09,134698650000
2009-03-10,146523680000
2009-03-11,152125010000
2009-03-12,151235910000
2009-03-13,148035150000
2009-03-16,144478750000
2009-03-17,150257900000
2009-03-18,150791360000
2009-03-19,152391740000
2009-03-20,151680460000
2009-03-23,162972030000
2009-03-24,159415630000
2009-03-25,158971080000
2009-03-26,167417530000
2009-03-27,161193830000
2009-03-30,155414680000
2009-03-31,163493000000
2009-04-01,171859000000
2009-04-02,171681000000
2009-04-03,166875000000
2009-04-06,166964000000
2009-04-07,166964000000
2009-04-08,170791000000
2009-04-09,175063000000
