,PAYX
2013-11-26,15960726000
2013-11-27,15964375000
2013-11-29,15957076999
2013-12-02,15875478000
2013-12-03,15926465999
2013-12-04,15835415999
2013-12-05,15544056000
2013-12-06,15795354000
2013-12-09,15839058000
2013-12-10,15798996000
2013-12-11,15660600000
2013-12-12,15664242000
2013-12-13,15525846000
2013-12-16,15722514000
2013-12-17,15624180000
2013-12-18,15777144000
2013-12-19,16352580000
2013-12-20,16443630000
2013-12-23,16563815999
2013-12-24,16545606000
2013-12-26,16622088000
2013-12-27,16600236000
2013-12-30,16633014000
2013-12-31,16582026000
2014-01-02,16410852000
2014-01-03,16469124000
2014-01-06,16327086000
2014-01-07,16421778000
2014-01-08,16301592000
2014-01-09,16217826000
2014-01-10,16159554000
2014-01-13,15871836000
2014-01-14,15937392000
2014-01-15,15893688000
2014-01-16,16006590000
2014-01-17,16061220000
2014-01-21,15944676000
2014-01-22,15919182000
2014-01-23,15766218000
2014-01-24,15325536000
2014-01-27,15252696000
2014-01-28,15402018000
2014-01-29,15303684000
2014-01-30,15398376000
2014-01-31,15230844000
2014-02-03,14713680000
2014-02-04,14870286000
2014-02-05,14837508000
2014-02-06,14935842000
2014-02-07,14895780000
2014-02-10,14833865999
2014-02-11,14994114000
2014-02-12,15103374000
2014-02-13,15128868000
2014-02-14,15147078000
2014-02-18,15121584000
2014-02-19,15117942000
2014-02-20,15030534000
2014-02-21,15059670000
2014-02-24,15125226000
2014-02-25,15030534000
2014-02-26,15165288000
2014-02-27,15132509999
2014-02-28,15179760000
2014-03-03,14968930000
2014-03-04,15390590000
2014-03-05,15281540000
2014-03-06,15274270000
2014-03-07,15499640000
2014-03-10,15423305000
2014-03-11,15379685000
2014-03-12,15412400000
2014-03-13,15154315000
2014-03-14,15201570000
2014-03-17,15354240000
2014-03-18,15514180000
2014-03-19,15474195000
2014-03-20,15601420000
2014-03-21,15572340000
2014-03-24,15394225000
2014-03-25,15437845000
2014-03-26,15237920000
2014-03-27,15456020000
2014-03-28,15470560000
2014-03-31,15485100000
2014-04-01,15448750000
2014-04-02,15561435000
2014-04-03,15557799999
2014-04-04,15074345000
2014-04-07,15027090000
2014-04-08,15012549999
2014-04-09,14990740000
2014-04-10,14769005000
2014-04-11,14510920000
2014-04-14,14649049999
2014-04-15,14787180000
2014-04-16,14859880000
2014-04-17,14878055000
2014-04-21,14845340000
2014-04-22,14899865000
2014-04-23,14859880000
2014-04-24,14874420000
2014-04-25,14681765000
2014-04-28,14787180000
2014-04-29,14863515000
2014-04-30,15197935000
2014-05-01,15052534999
2014-05-02,15048900000
2014-05-05,15081615000
2014-05-06,14830799999
2014-05-07,14703575000
2014-05-08,14819895000
2014-05-09,14863515000
2014-05-12,15016185000
2014-05-13,15030725000
2014-05-14,14859880000
2014-05-15,14692670000
2014-05-16,14848975000
2014-05-19,14925310000
2014-05-20,14827165000
2014-05-21,14729020000
2014-05-22,14689034999
2014-05-23,14838070000
2014-05-27,14947120000
2014-05-28,14928945000
2014-05-29,15063440000
2014-05-30,14943485000
2014-06-02,14843528000
2014-06-03,14687395000
2014-06-04,14825373000
2014-06-05,14927041000
2014-06-06,14959720000
2014-06-09,15014185000
2014-06-10,14934303000
2014-06-11,14876207000
2014-06-12,14821742000
2014-06-13,14923410000
2014-06-16,14905254999
2014-06-17,14963351000
2014-06-18,15035970999
2014-06-19,14966982000
2014-06-20,15119484000
2014-06-23,15097698000
2014-06-24,15050495000
2014-06-25,15028709000
2014-06-26,14981506000
2014-06-27,14963351000
2014-06-30,15090436000
2014-07-01,15297403000
2014-07-02,14941565000
2014-07-03,15086804999
2014-07-07,15043233000
2014-07-08,15199366000
2014-07-09,15141270000
2014-07-10,15221152000
2014-07-11,15221152000
2014-07-14,15308295999
2014-07-15,15373654000
2014-07-16,15315558000
2014-07-17,15112222000
2014-07-18,15290141000
2014-07-21,15257462000
2014-07-22,15319189000
2014-07-23,15271986000
2014-07-24,15453536000
2014-07-25,15388178000
2014-07-28,15333712999
2014-07-29,15202997000
2014-07-30,15061387999
2014-07-31,14890731000
2014-08-01,14894362000
2014-08-04,14836266000
2014-08-05,14712812000
2014-08-06,14767277000
2014-08-07,14687395000
2014-08-08,15010554000
2014-08-11,15101329000
2014-08-12,15035970999
2014-08-13,15094067000
2014-08-14,15144901000
2014-08-15,15086804999
2014-08-18,15282879000
2014-08-19,15311927000
2014-08-20,15195735000
2014-08-21,15282879000
2014-08-22,15224783000
2014-08-25,15217520999
2014-08-26,15242937999
2014-08-27,15235676000
2014-08-28,15170318000
2014-08-29,15123115000
2014-09-02,15209700000
2014-09-03,15329489999
2014-09-04,15369420000
2014-09-05,15365790000
2014-09-08,15416610000
2014-09-09,15260520000
2014-09-10,15275040000
2014-09-11,15256890000
2014-09-12,15235110000
2014-09-15,15285930000
2014-09-16,15209700000
2014-09-17,15445649999
2014-09-18,15601739999
2014-09-19,15594480000
2014-09-22,15420239999
2014-09-23,15394829999
2014-09-24,15928440000
2014-09-25,15855840000
2014-09-26,15972000000
2014-09-29,16055489999
2014-09-30,16044600000
2014-10-01,15783239999
2014-10-02,15721530000
2014-10-03,16088160000
2014-10-06,16218840000
2014-10-07,15928440000
2014-10-08,16095420000
2014-10-09,15910290000
2014-10-10,15757829999
2014-10-13,15710640000
2014-10-14,15805020000
2014-10-15,15627149999
2014-10-16,15641670000
2014-10-17,15790500000
2014-10-20,15881250000
2014-10-21,16218840000
2014-10-22,16229730000
2014-10-23,16338630000
2014-10-24,16512870000
2014-10-27,16614510000
2014-10-28,16698000000
2014-10-29,16698000000
2014-10-30,16752450000
2014-10-31,17039220000
2014-11-03,17082780000
2014-11-04,17151750000
2014-11-05,17340510000
2014-11-06,17267910000
2014-11-07,17180790000
2014-11-10,17242500000
2014-11-11,17162640000
2014-11-12,17238870000
2014-11-13,17217090000
2014-11-14,17144489999
2014-11-17,17144489999
2014-11-18,17238870000
2014-11-19,17191680000
2014-11-20,17180790000
2014-11-21,17177160000
2014-11-24,17217090000
2014-11-25,17202570000
2014-11-26,17188050000
2014-11-28,17209830000
2014-12-01,17179359999
2014-12-02,17219312000
2014-12-03,17208416000
2014-12-04,17190256000
2014-12-05,17215680000
2014-12-08,17110352000
2014-12-09,16965072000
2014-12-10,16928752000
2014-12-11,17023184000
2014-12-12,16743520000
2014-12-15,16892432000
2014-12-16,16863376000
2014-12-17,17135776000
2014-12-18,17342800000
2014-12-19,16816159999
2014-12-22,17081296000
2014-12-23,17204784000
2014-12-24,17092192000
2014-12-26,17139408000
2014-12-29,17088559999
2014-12-30,17019552000
2014-12-31,16768944000
2015-01-02,16794368000
2015-01-05,16823424000
2015-01-06,16703568000
2015-01-07,17008656000
2015-01-08,17273792000
2015-01-09,17121248000
2015-01-12,17099456000
2015-01-13,17099456000
2015-01-14,17121248000
2015-01-15,17099456000
2015-01-16,17179359999
2015-01-20,17266528000
2015-01-21,17197520000
2015-01-22,17419072000
2015-01-23,17571616000
2015-01-26,17498976000
2015-01-27,17313744000
2015-01-28,17026816000
2015-01-29,16845216000
2015-01-30,16438432000
2015-02-02,16692672000
2015-02-03,17037711999
2015-02-04,17095824000
2015-02-05,17248368000
2015-02-06,17335536000
2015-02-09,17230208000
2015-02-10,17408176000
2015-02-11,17491712000
2015-02-12,17582512000
2015-02-13,17709632000
2015-02-17,17709632000
2015-02-18,17782272000
2015-02-19,17880336000
2015-02-20,18000192000
2015-02-23,17989296000
2015-02-24,18149104000
2015-02-25,18130944000
2015-02-26,18138208000
2015-02-27,18101888000
2015-03-02,18259920000
2015-03-03,17872259000
2015-03-04,17676617000
2015-03-05,17817914000
2015-03-06,17734585000
2015-03-09,17854144000
2015-03-10,17752700000
2015-03-11,17749077000
2015-03-12,18209198000
2015-03-13,18086016000
2015-03-16,18480923000
2015-03-17,18480923000
2015-03-18,18585990000
2015-03-19,18564252000
2015-03-20,18701926000
2015-03-23,18571498000
2015-03-24,18585990000
2015-03-25,17825160000
2015-03-26,17756323000
2015-03-27,17951965000
2015-03-30,18118623000
2015-03-31,17977326000
2015-04-01,17933850000
2015-04-02,17843275000
2015-04-06,17828783000
2015-04-07,17803422000
2015-04-08,17875882000
2015-04-09,17893997000
2015-04-10,17854144000
2015-04-13,17774438000
2015-04-14,17716470000
2015-04-15,17745454000
2015-04-16,17767192000
2015-04-17,17491844000
2015-04-20,17745454000
2015-04-21,17774438000
2015-04-22,17854144000
2015-04-23,17941096000
2015-04-24,17836029000
2015-04-27,17854144000
2015-04-28,17850521000
2015-04-29,17694732000
2015-04-30,17531697000
2015-05-01,17698355000
2015-05-04,17893997000
2015-05-05,17785307000
2015-05-06,17752700000
2015-05-07,17680240000
2015-05-08,17799799000
2015-05-11,17778061000
2015-05-12,17756323000
2015-05-13,17741831000
2015-05-14,18089639000
2015-05-15,18038917000
2015-05-18,18158476000
2015-05-19,18234559000
2015-05-20,18216444000
2015-05-21,18209198000
2015-05-22,18064278000
2015-05-26,17865013000
2015-05-27,18013556000
2015-05-28,17962834000
2015-05-29,17901243000
2015-06-01,17841951000
2015-06-02,17751676000
2015-06-03,17693900000
2015-06-04,17401409000
2015-06-05,17488073000
2015-06-08,17354466000
2015-06-09,17220859000
2015-06-10,17368910000
2015-06-11,17423075000
2015-06-12,17332800000
2015-06-15,17148639000
2015-06-16,17228081000
2015-06-17,17260580000
2015-06-18,17419464000
2015-06-19,17368910000
2015-06-22,17618069000
2015-06-23,17621680000
2015-06-24,17386965000
2015-06-25,17415853000
2015-06-26,17329189000
2015-06-29,16899479999
2015-06-30,16928368000
2015-07-01,17083641000
2015-07-02,17206415000
2015-07-06,17394187000
2015-07-07,17336411000
2015-07-08,17087252000
2015-07-09,17126973000
2015-07-10,17253358000
2015-07-13,17473629000
2015-07-14,17394187000
2015-07-15,17246136000
2015-07-16,17300301000
2015-07-17,17134195000
2015-07-20,17080029999
2015-07-21,17069197000
2015-07-22,17069197000
2015-07-23,16845315000
2015-07-24,16650321000
2015-07-27,16711708000
2015-07-28,16830871000
2015-07-29,16866981000
2015-07-30,16693652999
2015-07-31,16755040000
2015-08-03,17159472000
2015-08-04,17220859000
2015-08-05,17430297000
2015-08-06,17173916000
2015-08-07,17195582000
2015-08-10,17368910000
2015-08-11,17289468000
2015-08-12,17264191000
2015-08-13,17379743000
2015-08-14,17441130000
2015-08-17,17466407000
2015-08-18,17495295000
2015-08-19,17336411000
2015-08-20,17080029999
2015-08-21,16498659000
2015-08-24,15884789000
2015-08-25,15498412000
2015-08-26,16112282000
2015-08-27,16339775000
2015-08-28,16231445000
2015-08-31,16108861999
2015-09-01,15676022000
2015-09-02,16047543000
2015-09-03,16123290000
2015-09-04,15982617000
2015-09-08,16440706000
2015-09-09,16354138000
2015-09-10,16339709999
2015-09-11,16487597000
2015-09-14,16343317000
2015-09-15,16581379000
2015-09-16,16693196000
2015-09-17,16841083000
2015-09-18,16783371000
2015-09-21,16826655000
2015-09-22,16603021000
2015-09-23,16732873000
2015-09-24,16714838000
2015-09-25,16841083000
2015-09-28,16505632000
2015-09-29,16595807000
2015-09-30,17180141000
2015-10-01,17364098000
2015-10-02,17230639000
2015-10-05,17558876000
2015-10-06,17504771000
2015-10-07,17843829000
2015-10-08,18020572000
2015-10-09,18056642000
2015-10-12,18146817000
2015-10-13,17955646000
2015-10-14,17869078000
2015-10-15,17988109000
2015-10-16,18117961000
2015-10-19,18200922000
2015-10-20,18182887000
2015-10-21,18146817000
2015-10-22,18612120000
2015-10-23,18680653000
2015-10-26,18810505000
2015-10-27,18788863000
2015-10-28,18842968000
2015-10-29,18669832000
2015-10-30,18604906000
2015-11-02,18723937000
2015-11-03,18662618000
2015-11-04,18691474000
2015-11-05,18951178000
2015-11-06,19044960000
2015-11-09,19019711000
2015-11-10,19156777000
2015-11-11,19178419000
2015-11-12,19062995000
2015-11-13,18886252000
2015-11-16,19246952000
2015-11-17,19236131000
2015-11-18,19452551000
2015-11-19,19495835000
2015-11-20,19636508000
2015-11-23,19589617000
2015-11-24,19542726000
2015-11-25,19622080000
2015-11-27,19499442000
2015-11-30,19557125000
2015-12-01,19521075000
2015-12-02,19434555000
2015-12-03,18980325000
2015-12-04,19362455000
2015-12-07,19290355000
2015-12-08,19279540000
2015-12-09,19102895000
2015-12-10,19146155000
2015-12-11,18836125000
2015-12-14,19027190000
2015-12-15,19135340000
2015-12-16,19488630000
2015-12-17,19232675000
2015-12-18,18908225000
2015-12-21,18962300000
2015-12-22,19001955000
2015-12-23,19448975000
2015-12-24,19402110000
2015-12-28,19391295000
2015-12-29,19560730000
2015-12-30,19387690000
2015-12-31,19066845000
2016-01-04,18583775000
2016-01-05,18569355000
2016-01-06,18306190000
2016-01-07,17459015000
2016-01-08,17145380000
2016-01-11,17094910000
2016-01-12,17109330000
2016-01-13,16719990000
2016-01-14,17058860000
2016-01-15,16835350000
2016-01-19,17123750000
2016-01-20,16817325000
2016-01-21,17084095000
2016-01-22,17372495000
2016-01-25,17091304999
2016-01-26,17199455000
2016-01-27,16947105000
2016-01-28,16738015000
2016-01-29,17253530000
2016-02-01,17430175000
2016-02-02,17430175000
2016-02-03,17340050000
2016-02-04,17282370000
2016-02-05,16957920000
2016-02-08,16875005000
2016-02-09,16820929999
2016-02-10,16932685000
2016-02-11,17210270000
2016-02-12,17642870000
2016-02-16,18021395000
2016-02-17,18244905000
2016-02-18,18331425000
2016-02-19,18475625000
2016-02-22,18717160000
2016-02-23,18536910000
2016-02-24,18612615000
2016-02-25,18796470000
2016-02-26,18630640000
2016-02-29,18515817000
2016-03-01,18955383000
2016-03-02,18811263000
2016-03-03,18897735000
2016-03-04,18944574000
2016-03-07,18948177000
2016-03-08,18750012000
2016-03-09,18778836000
2016-03-10,18688761000
2016-03-11,19077885000
2016-03-14,19099503000
2016-03-15,19142739000
2016-03-16,19203990000
2016-03-17,19539069000
2016-03-18,19452597000
2016-03-21,19546275000
2016-03-22,19474215000
2016-03-23,19438185000
2016-03-24,19452597000
2016-03-28,19517451000
2016-03-29,19632747000
2016-03-30,19200387000
2016-03-31,19459803000
2016-04-01,19517451000
2016-04-04,19258035000
2016-04-05,19135533000
2016-04-06,19326492000
2016-04-07,19049061000
2016-04-08,19110312000
2016-04-11,18980604000
2016-04-12,19128327000
2016-04-13,19117518000
2016-04-14,19070679000
2016-04-15,19049061000
2016-04-18,19247226000
2016-04-19,19297668000
2016-04-20,19236417000
2016-04-21,18840087000
2016-04-22,18832881000
2016-04-25,18940971000
2016-04-26,18969795000
2016-04-27,19139136000
2016-04-28,19031046000
2016-04-29,18778836000
2016-05-02,18951780000
2016-05-03,18879720000
2016-05-04,18840087000
2016-05-05,18443757000
2016-05-06,18703173000
2016-05-09,18731997000
2016-05-10,19056267000
2016-05-11,18811263000
2016-05-12,18775233000
2016-05-13,18631113000
2016-05-16,18757218000
2016-05-17,18544641000
2016-05-18,18638319000
2016-05-19,18631113000
2016-05-20,18746409000
2016-05-23,18638319000
2016-05-24,19124724000
2016-05-25,19337301000
2016-05-26,19445391000
2016-05-27,19575099000
2016-05-31,19573420000
2016-06-01,19660060000
2016-06-02,19833340000
2016-06-03,19750310000
2016-06-06,19826120000
2016-06-07,19894710000
2016-06-08,19898320000
2016-06-09,19930810000
2016-06-10,19696160000
2016-06-13,19577030000
2016-06-14,19703380000
2016-06-15,19681720000
2016-06-16,19818900000
2016-06-17,19706990000
2016-06-20,19948860000
2016-06-21,20039110000
2016-06-22,19966910000
2016-06-23,20320690000
2016-06-24,19725040000
2016-06-27,19591470000
2016-06-28,20046330000
2016-06-29,20266540000
2016-06-30,21479500000
2016-07-01,21457840000
2016-07-05,21692490000
2016-07-06,21963240000
2016-07-07,21872990000
2016-07-08,22140130000
2016-07-11,22107640000
2016-07-12,22024610000
2016-07-13,22060710000
2016-07-14,22064320000
2016-07-15,21992120000
2016-07-18,21934360000
2016-07-19,21912700000
2016-07-20,21844110000
2016-07-21,21782740000
2016-07-22,21927140000
2016-07-25,21934360000
2016-07-26,22096810000
2016-07-27,21750250000
2016-07-28,21371200000
2016-07-29,21400080000
2016-08-01,21392860000
2016-08-02,21255680000
2016-08-03,21122110000
2016-08-04,21169040000
2016-08-05,21428960000
2016-08-08,21327880000
2016-08-09,21461450000
2016-08-10,21483110000
2016-08-11,21623900000
2016-08-12,21670830000
2016-08-15,21696100000
2016-08-16,21403690000
2016-08-17,21468670000
2016-08-18,21598630000
2016-08-19,21714150000
2016-08-22,21797180000
2016-08-23,21894650000
2016-08-24,21909090000
2016-08-25,21923530000
2016-08-26,21840500000
2016-08-29,21894650000
2016-08-30,21934360000
2016-08-31,21853334000
2016-09-01,21968598000
2016-09-02,22015424000
2016-09-06,22058648000
2016-09-07,22166708000
2016-09-08,21997414000
2016-09-09,21356258000
2016-09-12,21557970000
2016-09-13,21075302000
2016-09-14,21028476000
2016-09-15,21255402000
2016-09-16,20974446000
2016-09-19,21111322000
2016-09-20,21331044000
2016-09-21,21496736000
2016-09-22,21745274000
2016-09-23,21579582000
2016-09-26,21496736000
2016-09-27,21709254000
2016-09-28,20711500000
2016-09-29,20589032000
2016-09-30,20844774000
2016-10-03,20697092000
2016-10-04,20553012000
2016-10-05,20459360000
2016-10-06,20437748000
2016-10-07,20358504000
2016-10-10,20412534000
2016-10-11,20182006000
2016-10-12,20232434000
2016-10-13,20257648000
2016-10-14,20243240000
2016-10-17,20077548000
2016-10-18,20221628000
2016-10-19,20286464000
2016-10-20,20257648000
2016-10-21,20171200000
2016-10-24,20232434000
2016-10-25,20113568000
2016-10-26,20016314000
2016-10-27,19901050000
2016-10-28,19829010000
2016-10-31,19883040000
2016-11-01,19548054000
2016-11-02,19573268000
2016-11-03,19389566000
2016-11-04,19324730000
2016-11-07,19620094000
2016-11-08,19519238000
2016-11-09,19875836000
2016-11-10,20171200000
2016-11-11,20416136000
2016-11-14,20279260000
2016-11-15,20055936000
2016-11-16,20084752000
2016-11-17,20142384000
2016-11-18,20145986000
2016-11-21,20581828000
2016-11-22,20711500000
2016-11-23,20909610000
2016-11-25,20884396000
2016-11-28,20887998000
2016-11-29,21417492000
2016-11-30,21163050000
2016-12-01,21066120000
2016-12-02,20944060000
2016-12-05,21119970000
2016-12-06,21062530000
2016-12-07,21626160000
2016-12-08,21636930000
2016-12-09,21597440000
2016-12-12,21608210000
2016-12-13,21629750000
2016-12-14,21712320000
2016-12-15,21805660000
2016-12-16,21985160000
2016-12-19,22096450000
2016-12-20,22232870000
2016-12-21,22039010000
2016-12-22,22078500000
2016-12-23,22161070000
2016-12-27,22132350000
2016-12-28,22021060000
2016-12-29,22042600000
2016-12-30,21855920000
2017-01-03,21920540000
2017-01-04,22003110000
2017-01-05,21845150000
2017-01-06,21995930000
2017-01-09,21906180000
2017-01-10,21830790000
2017-01-11,21952850000
2017-01-12,22021060000
2017-01-13,22067730000
2017-01-17,21845150000
2017-01-18,21913360000
2017-01-19,21863100000
2017-01-20,22067730000
2017-01-23,21938490000
2017-01-24,22211330000
2017-01-25,22121580000
2017-01-26,22060550000
2017-01-27,21960030000
2017-01-30,21830790000
2017-01-31,21644110000
2017-02-01,21008680000
2017-02-02,21019450000
2017-02-03,20811230000
2017-02-06,20685580000
2017-02-07,20667630000
2017-02-08,20696350000
2017-02-09,20997910000
2017-02-10,20987140000
2017-02-13,21195360000
2017-02-14,21277930000
2017-02-15,21317420000
2017-02-16,21356910000
2017-02-17,21227670000
2017-02-21,21216900000
2017-02-22,21396400000
2017-02-23,21687190000
2017-02-24,22189790000
2017-02-27,22089270000
2017-02-28,22068206000
2017-03-01,22567633000
2017-03-02,22405948000
2017-03-03,22456250000
2017-03-06,22423913000
2017-03-07,22334088000
2017-03-08,22391576000
2017-03-09,22319716000
2017-03-10,22413134000
2017-03-13,22477808000
2017-03-14,22387983000
2017-03-15,22585598000
2017-03-16,22502959000
2017-03-17,22578412000
2017-03-20,22387983000
2017-03-21,22158031000
2017-03-22,22276600000
2017-03-23,22104136000
2017-03-24,22140066000
2017-03-27,21877777000
2017-03-28,21766394000
2017-03-29,21220258000
2017-03-30,21245409000
2017-03-31,21162770000
2017-04-03,20997492000
2017-04-04,20860958000
2017-04-05,20947190000
2017-04-06,20893295000
2017-04-07,20907667000
2017-04-10,20925632000
2017-04-11,21098096000
2017-04-12,21001085000
2017-04-13,20799877000
2017-04-17,20860958000
2017-04-18,20918446000
2017-04-19,20868144000
2017-04-20,21072945000
2017-04-21,21249002000
2017-04-24,21349606000
2017-04-25,21396315000
2017-04-26,21450210000
2017-04-27,21500512000
2017-04-28,21299304000
2017-05-01,21256188000
2017-05-02,21288525000
2017-05-03,20803470000
2017-05-04,21083724000
2017-05-05,21151991000
2017-05-08,20860958000
2017-05-09,20846586000
2017-05-10,20674122000
2017-05-11,20548367000
2017-05-12,20526809000
2017-05-15,20699273000
2017-05-16,20537588000
2017-05-17,20458542000
2017-05-18,20634599000
2017-05-19,20663343000
2017-05-22,20774726000
2017-05-23,20857365000
2017-05-24,20983120000
2017-05-25,21238223000
2017-05-26,21299304000
2017-05-30,21238223000
2017-05-31,21257647000
2017-06-01,21415563000
2017-06-02,21272003000
2017-06-05,21390440000
2017-06-06,21196634000
2017-06-07,21286359000
2017-06-08,21142799000
2017-06-09,21017184000
2017-06-12,21404796000
2017-06-13,21717039000
2017-06-14,21566301000
2017-06-15,21795997000
2017-06-16,21928790000
2017-06-19,21939557000
2017-06-20,21537589000
2017-06-21,21508877000
2017-06-22,21318660000
2017-06-23,21261236000
2017-06-26,21261236000
2017-06-27,21038718000
2017-06-28,20690585000
2017-06-29,20346041000
2017-06-30,20435766000
2017-07-03,20288617000
2017-07-05,20633161000
2017-07-06,20446533000
2017-07-07,20608038000
2017-07-10,20758776000
2017-07-11,20313740000
2017-07-12,20543436000
2017-07-13,20529080000
2017-07-14,20493190000
2017-07-17,20414232000
2017-07-18,20378342000
2017-07-19,20407054000
2017-07-20,20525491000
2017-07-21,20529080000
2017-07-24,20435766000
2017-07-25,20611627000
2017-07-26,20855679000
2017-07-27,21584246000
2017-07-28,20730064000
2017-07-31,20762365000
2017-08-01,20392698000
2017-08-02,20306562000
2017-08-03,20152235000
2017-08-04,20130701000
2017-08-07,20076866000
2017-08-08,19753856000
2017-08-09,19707199000
2017-08-10,19660542000
2017-08-11,19466736000
2017-08-14,19710788000
2017-08-15,19951251000
2017-08-16,20184536000
2017-08-17,19732322000
2017-08-18,19735911000
2017-08-21,20015853000
2017-08-22,20137879000
2017-08-23,20015853000
2017-08-24,19933306000
2017-08-25,20177358000
2017-08-28,20274261000
2017-08-29,20310151000
2017-08-30,20320918000
2017-08-31,20479473000
2017-09-01,20493837000
2017-09-05,20364561000
2017-09-06,20540520000
2017-09-07,20472291000
2017-09-08,20432790000
2017-09-11,20587203000
2017-09-12,20885256000
2017-09-13,20842164000
2017-09-14,20651841000
2017-09-15,20773935000
2017-09-18,20856528000
2017-09-19,20852937000
2017-09-20,21010941000
2017-09-21,20896029000
2017-09-22,21456225000
2017-09-25,21556773000
2017-09-26,21524454000
2017-09-27,21671685000
2017-09-28,21639366000
2017-09-29,21531636000
2017-10-02,21477771000
2017-10-03,22260609000
2017-10-04,22483251000
2017-10-05,22713075000
2017-10-06,22845942000
2017-10-09,22856715000
2017-10-10,22878261000
2017-10-11,22795668000
2017-10-12,23133222000
2017-10-13,22892625000
2017-10-16,22784895000
2017-10-17,22587390000
2017-10-18,22634073000
2017-10-19,22806441000
2017-10-20,22996764000
2017-10-23,23104494000
2017-10-24,22939308000
2017-10-25,23011128000
2017-10-26,23194269000
2017-10-27,23485140000
2017-10-30,23151177000
2017-10-31,22906989000
2017-11-01,23032674000
2017-11-02,23176314000
2017-11-03,22978809000
2017-11-06,22982400000
2017-11-07,23079357000
2017-11-08,23179905000
2017-11-09,23255316000
2017-11-10,23187086999
2017-11-13,23377409999
2017-11-14,23474367000
2017-11-15,23190678000
2017-11-16,23571324000
2017-11-17,23312772000
2017-11-20,23406138000
2017-11-21,23384592000
2017-11-22,23226588000
2017-11-24,23230179000
2017-11-27,23226588000
2017-11-28,23628780000
2017-11-29,23908878000
2017-11-30,24177752000
2017-12-01,24019704000
2017-12-04,24285512000
2017-12-05,24404048000
2017-12-06,24572872000
2017-12-07,24615976000
2017-12-08,24788392000
2017-12-11,24791984000
2017-12-12,24680631999
2017-12-13,24720143999
2017-12-14,24544136000
2017-12-15,25061384000
2017-12-18,25233800000
2017-12-19,24878192000
2017-12-20,24856640000
2017-12-21,24655488000
2017-12-22,24522584000
2017-12-26,24730919999
2017-12-27,24569280000
2017-12-28,24547728000
2017-12-29,24454336000
2018-01-02,24177752000
2018-01-03,24526176000
2018-01-04,24756064000
2018-01-05,24680631999
2018-01-08,24526176000
2018-01-09,24360943999
2018-01-10,24260368000
2018-01-11,24016112000
2018-01-12,24303472000
2018-01-16,24518992000
2018-01-17,25014688000
2018-01-18,24752472000
2018-01-19,24960808000
2018-01-22,25036240000
2018-01-23,25140408000
2018-01-24,24432784000
2018-01-25,24651896000
2018-01-26,25147592000
2018-01-29,24723736000
2018-01-30,24626752000
2018-01-31,24515400000
2018-02-01,24077176000
2018-02-02,23922719999
2018-02-05,23175584000
2018-02-06,23071416000
2018-02-07,23254608000
2018-02-08,22220112000
2018-02-09,23046272000
2018-02-12,23236648000
2018-02-13,23215096000
2018-02-14,23480904000
2018-02-15,23876024000
2018-02-16,23998152000
2018-02-20,23495272000
2018-02-21,23376736000
2018-02-22,23365960000
2018-02-23,23876024000
2018-02-26,24005336000
2018-02-27,23678464000
2018-02-28,23381670000
2018-03-01,22814450000
2018-03-02,22900610000
2018-03-05,23349360000
2018-03-06,23367310000
2018-03-07,23270379999
2018-03-08,23475010000
2018-03-09,23880680000
2018-03-12,23873500000
2018-03-13,23952480000
2018-03-14,23654510000
2018-03-15,23837600000
2018-03-16,23747850000
2018-03-19,23453470000
2018-03-20,23518090000
2018-03-21,23532450000
2018-03-22,22792910000
2018-03-23,22161070000
2018-03-26,21977980000
2018-03-27,21482560000
2018-03-28,21755400000
2018-03-29,22110810000
2018-04-02,21654880000
2018-04-03,21906180000
2018-04-04,22189790000
2018-04-05,22308260000
2018-04-06,21798480000
2018-04-09,21877460000
2018-04-10,22247230000
2018-04-11,22139530000
2018-04-12,22132350000
2018-04-13,22074910000
2018-04-16,22344160000
2018-04-17,21945670000
2018-04-18,21909770000
2018-04-19,21873870000
2018-04-20,21662060000
2018-04-23,21486150000
2018-04-24,21522050000
2018-04-25,21540000000
2018-04-26,21809250000
2018-04-27,22107220000
2018-04-30,21744630000
2018-05-01,21977980000
2018-05-02,21834380000
2018-05-03,22139530000
2018-05-04,22405190000
2018-05-07,22459040000
2018-05-08,22110810000
2018-05-09,22333390000
2018-05-10,22613410000
2018-05-11,22739060000
2018-05-14,22807270000
2018-05-15,23072930000
2018-05-16,23320639999
2018-05-17,23126780000
2018-05-18,23270379999
2018-05-21,23378080000
2018-05-22,23485780000
2018-05-23,23539629999
2018-05-24,23647330000
2018-05-25,23658100000
2018-05-29,23553990000
2018-05-30,23679639999
2018-05-31,23549778000
2018-06-01,23872968000
2018-06-04,23998653000
2018-06-05,24095609999
2018-06-06,24443936999
2018-06-07,24285933000
2018-06-08,24479847000
2018-06-11,24469074000
2018-06-12,24939495000
2018-06-13,24957450000
2018-06-14,24899994000
2018-06-15,25057998000
2018-06-18,24939495000
2018-06-19,24939495000
2018-06-20,25108272000
2018-06-21,25032860999
2018-06-22,25216002000
2018-06-25,25022088000
2018-06-26,24777900000
2018-06-27,24020199000
2018-06-28,24404435999
2018-06-29,24544484999
2018-07-02,24433164000
2018-07-03,24339798000
2018-07-05,24806628000
2018-07-06,25061589000
2018-07-09,25129818000
2018-07-10,25025679000
2018-07-11,24971814000
2018-07-12,25269867000
2018-07-13,25330914000
2018-07-16,25129818000
