,GEN
2013-11-26,15813120000
2013-11-27,15785280000
2013-11-29,15653039999
2013-12-02,15646080000
2013-12-03,15687840000
2013-12-04,15632160000
2013-12-05,15646080000
2013-12-06,15854880000
2013-12-09,15715679999
2013-12-10,15618240000
2013-12-11,15465120000
2013-12-12,15527760000
2013-12-13,15388560000
2013-12-16,15694800000
2013-12-17,16008000000
2013-12-18,16147200000
2013-12-19,16001039999
2013-12-20,15666960000
2013-12-23,15931440000
2013-12-24,15952320000
2013-12-26,15973200000
2013-12-27,16042800000
2013-12-30,16335120000
2013-12-31,16411679999
2014-01-02,16257780000
2014-01-03,16015230000
2014-01-06,16036020000
2014-01-07,16209270000
2014-01-08,16174620000
2014-01-09,16292430000
2014-01-10,16264710000
2014-01-13,15384600000
2014-01-14,15391530000
2014-01-15,15890490000
2014-01-16,16001370000
2014-01-17,16126110000
2014-01-21,16146900000
2014-01-22,16368660000
2014-01-23,16368660000
2014-01-24,16146900000
2014-01-27,15862770000
2014-01-28,16146900000
2014-01-29,16735949999
2014-01-30,15509340000
2014-01-31,14837130000
2014-02-03,14379750000
2014-02-04,14151060000
2014-02-05,14234220000
2014-02-06,14185710000
2014-02-07,14483699999
2014-02-10,14476770000
2014-02-11,14712390000
2014-02-12,14705460000
2014-02-13,14802480000
2014-02-14,14795550000
2014-02-18,14338170000
2014-02-19,14234220000
2014-02-20,14213430000
2014-02-21,14227290000
2014-02-24,14442120000
2014-02-25,14400540000
2014-02-26,14733180000
2014-02-27,14899500000
2014-02-28,14885640000
2014-03-03,14823270000
2014-03-04,14553000000
2014-03-05,14525280000
2014-03-06,14414400000
2014-03-07,14268870000
2014-03-10,14248080000
2014-03-11,14178780000
2014-03-12,14199569999
2014-03-13,13894650000
2014-03-14,13970880000
2014-03-17,14067900000
2014-03-18,14213430000
2014-03-19,14261939999
2014-03-20,14490630000
2014-03-21,12612600000
2014-03-24,13229370000
2014-03-25,13208580000
2014-03-26,13021470000
2014-03-27,13354110000
2014-03-28,13714470000
2014-03-31,13839210000
2014-04-01,13964560000
2014-04-02,13846920000
2014-04-03,13860760000
2014-04-04,14013000000
2014-04-07,14123720000
2014-04-08,14282880000
2014-04-09,14282880000
2014-04-10,14116799999
2014-04-11,13846920000
2014-04-14,14255200000
2014-04-15,14365920000
2014-04-16,14310560000
2014-04-17,14331320000
2014-04-21,14400520000
2014-04-22,14255200000
2014-04-23,14282880000
2014-04-24,14234440000
2014-04-25,14033760000
2014-04-28,13888440000
2014-04-29,13950720000
2014-04-30,14033760000
2014-05-01,13950720000
2014-05-02,14096040000
2014-05-05,13909200000
2014-05-06,13902280000
2014-05-07,13992240000
2014-05-08,13929960000
2014-05-09,14386680000
2014-05-12,14711920000
2014-05-13,14705000000
2014-05-14,14815720000
2014-05-15,15438520000
2014-05-16,15528480000
2014-05-19,15500799999
2014-05-20,15286280000
2014-05-21,15341640000
2014-05-22,15376240000
2014-05-23,15410840000
2014-05-27,15556160000
2014-05-28,15265520000
2014-05-29,15341640000
2014-05-30,15217079999
2014-06-02,15127120000
2014-06-03,14967960000
2014-06-04,14961040000
2014-06-05,14857240000
2014-06-06,14794960000
2014-06-09,14801880000
2014-06-10,14732680000
2014-06-11,14725760000
2014-06-12,14739600000
2014-06-13,15016400000
2014-06-16,14926440000
2014-06-17,15016400000
2014-06-18,15189400000
2014-06-19,15320880000
2014-06-20,15383160000
2014-06-23,15362400000
2014-06-24,15493880000
2014-06-25,15514640000
2014-06-26,15597680000
2014-06-27,15756840000
2014-06-30,15846799999
2014-07-01,15787200000
2014-07-02,15683700000
2014-07-03,15897600000
2014-07-07,15773400000
2014-07-08,15469800000
2014-07-09,15614700000
2014-07-10,15752699999
2014-07-11,15587100000
2014-07-14,15525000000
2014-07-15,15794100000
2014-07-16,15807900000
2014-07-17,15918300000
2014-07-18,16008000000
2014-07-21,16118400000
2014-07-22,16166700000
2014-07-23,16194300000
2014-07-24,16470300000
2014-07-25,16442699999
2014-07-28,16511700000
2014-07-29,16408200000
2014-07-30,16560000000
2014-07-31,16325400000
2014-08-01,15987300000
2014-08-04,16256400000
2014-08-05,16504800000
2014-08-06,16373700000
2014-08-07,16539300000
2014-08-08,16518600000
2014-08-11,16760100000
2014-08-12,16642800000
2014-08-13,16739400000
2014-08-14,16794600000
2014-08-15,16725599999
2014-08-18,16822200000
2014-08-19,16725599999
2014-08-20,16753200000
2014-08-21,16760100000
2014-08-22,16691100000
2014-08-25,16594500000
2014-08-26,16780800000
2014-08-27,16704900000
2014-08-28,16670400000
2014-08-29,16753200000
2014-09-02,16753200000
2014-09-03,16760100000
2014-09-04,16767000000
2014-09-05,16829100000
2014-09-08,16801500000
2014-09-09,16939500000
2014-09-10,17043000000
2014-09-11,17091300000
2014-09-12,16925700000
2014-09-15,16691100000
2014-09-16,16704900000
2014-09-17,16905000000
2014-09-18,16967100000
2014-09-19,16829100000
2014-09-22,16739400000
2014-09-23,16629000000
2014-09-24,16663499999
2014-09-25,16373700000
2014-09-26,16270199999
2014-09-29,16159800000
2014-09-30,16221900000
2014-10-01,15881450000
2014-10-02,16088150000
2014-10-03,16115710000
2014-10-06,16198390000
2014-10-07,15977910000
2014-10-08,16542890000
2014-10-09,16150160000
2014-10-10,15116660000
2014-10-13,15330250000
2014-10-14,15481830000
2014-10-15,15261349999
2014-10-16,15178670000
2014-10-17,15378480000
2014-10-20,15502500000
2014-10-21,16315520000
2014-10-22,16198390000
2014-10-23,16446430000
2014-10-24,16522220000
2014-10-27,16708250000
2014-10-28,16956290000
2014-10-29,16921840000
2014-10-30,17121650000
2014-10-31,17100980000
2014-11-03,17362800000
2014-11-04,17218110000
2014-11-05,17349020000
2014-11-06,17273230000
2014-11-07,17204330000
2014-11-10,17259450000
2014-11-11,17355910000
2014-11-12,17307680000
2014-11-13,17603950000
2014-11-14,17459260000
2014-11-17,17555720000
2014-11-18,17541940000
2014-11-19,17438590000
2014-11-20,17500600000
2014-11-21,17452370000
2014-11-24,17776200000
2014-11-25,17851990000
2014-11-26,17872660000
2014-11-28,17976010000
2014-12-01,18155150000
2014-12-02,18120700000
2014-12-03,18224050000
2014-12-04,18127590000
2014-12-05,18224050000
2014-12-08,18065580000
2014-12-09,17927780000
2014-12-10,17583280000
2014-12-11,17803760000
2014-12-12,17404140000
2014-12-15,17528160000
2014-12-16,17273230000
2014-12-17,17355910000
2014-12-18,17734860000
2014-12-19,17796870000
2014-12-22,17920890000
2014-12-23,18224050000
2014-12-24,18313620000
2014-12-26,18286060000
2014-12-29,18079360000
2014-12-30,17927780000
2014-12-31,17679740000
2015-01-02,17503560000
2015-01-05,17257320000
2015-01-06,16990560000
2015-01-07,17147880000
2015-01-08,17462520000
2015-01-09,17346240000
2015-01-12,17298360000
2015-01-13,17332560000
2015-01-14,17243640000
2015-01-15,17038440000
2015-01-16,17530920000
2015-01-20,17565120000
2015-01-21,17524080000
2015-01-22,18255960000
2015-01-23,18228600000
2015-01-26,18187560000
2015-01-27,17742960000
2015-01-28,17359920000
2015-01-29,17510400000
2015-01-30,16942680000
2015-02-02,17058960000
2015-02-03,17421480000
2015-02-04,17510400000
2015-02-05,17763480000
2015-02-06,16949520000
2015-02-09,16929000000
2015-02-10,17264160000
2015-02-11,17606160000
2015-02-12,17886600000
2015-02-13,18009720000
2015-02-17,17784000000
2015-02-18,17571960000
2015-02-19,17510400000
2015-02-20,17571960000
2015-02-23,17394120000
2015-02-24,17243640000
2015-02-25,17435160000
2015-02-26,17134200000
2015-02-27,17209440000
2015-03-02,17277840000
2015-03-03,16935840000
2015-03-04,16744320000
2015-03-05,16853760000
2015-03-06,16532280000
2015-03-09,16744320000
2015-03-10,16313400000
2015-03-11,16046640000
2015-03-12,16224480000
2015-03-13,15978240000
2015-03-16,16203960000
2015-03-17,16258680000
2015-03-18,16600680000
2015-03-19,16422840000
2015-03-20,16675920000
2015-03-23,16696440000
2015-03-24,16498080000
2015-03-25,15944040000
2015-03-26,15923520000
2015-03-27,15978240000
2015-03-30,16108200000
2015-03-31,15985080000
2015-04-01,15911059999
2015-04-02,16061100000
2015-04-06,16252059999
2015-04-07,16231600000
2015-04-08,16374820000
2015-04-09,16524860000
2015-04-10,17445560000
2015-04-13,16463480000
2015-04-14,16238420000
2015-04-15,16224780000
2015-04-16,16572600000
2015-04-17,16531679999
2015-04-20,16497580000
2015-04-21,16436200000
2015-04-22,16613520000
2015-04-23,16804480000
2015-04-24,16824940000
2015-04-27,16934059999
2015-04-28,17015900000
2015-04-29,16981799999
2015-04-30,17002260000
2015-05-01,17145480000
2015-05-04,17268240000
2015-05-05,16981799999
2015-05-06,17009080000
2015-05-07,17036360000
2015-05-08,17411460000
2015-05-11,17350080000
2015-05-12,17145480000
2015-05-13,17268240000
2015-05-14,17663800000
2015-05-15,16695360000
2015-05-18,17179580000
2015-05-19,17118200000
2015-05-20,17070460000
2015-05-21,17097740000
2015-05-22,16961340000
2015-05-26,16599880000
2015-05-27,16872679999
2015-05-28,16920420000
2015-05-29,16797660000
2015-06-01,16845400000
2015-06-02,16613520000
2015-06-03,16586240000
2015-06-04,16395280000
2015-06-05,16368000000
2015-06-08,15979260000
2015-06-09,15986080000
2015-06-10,16217960000
2015-06-11,16231600000
2015-06-12,16197500000
2015-06-15,15992900000
2015-06-16,16136120000
2015-06-17,16436200000
2015-06-18,16681720000
2015-06-19,16415740000
2015-06-22,16245240000
2015-06-23,16538500000
2015-06-24,16531679999
2015-06-25,16477120000
2015-06-26,16197500000
2015-06-29,15863320000
2015-06-30,15856500000
2015-07-01,15829220000
2015-07-02,15706460000
2015-07-06,15467760000
2015-07-07,15542780000
2015-07-08,15563240000
2015-07-09,15679179999
2015-07-10,15904240000
2015-07-13,15972440000
2015-07-14,15986080000
2015-07-15,15897420000
2015-07-16,15965620000
2015-07-17,16006540000
2015-07-20,15904240000
2015-07-21,15713280000
2015-07-22,15658720000
2015-07-23,15836040000
2015-07-24,15720100000
2015-07-27,15495040000
2015-07-28,15529140000
2015-07-29,15576880000
2015-07-30,15542780000
2015-07-31,15508679999
2015-08-03,15331360000
2015-08-04,15290440000
2015-08-05,15617799999
2015-08-06,15242700000
2015-08-07,15488220000
2015-08-10,15624620000
2015-08-11,14553880000
2015-08-12,14758480000
2015-08-13,14485679999
2015-08-14,14731200000
2015-08-17,14908520000
2015-08-18,14765299999
2015-08-19,14908520000
2015-08-20,14560700000
2015-08-21,14301540000
2015-08-24,13646820000
2015-08-25,13564980000
2015-08-26,14069660000
2015-08-27,14267440000
2015-08-28,14212880000
2015-08-31,13974179999
2015-09-01,13592260000
2015-09-02,13599080000
2015-09-03,13605900000
2015-09-04,13401299999
2015-09-08,13701380000
2015-09-09,13394480000
2015-09-10,13646820000
2015-09-11,13633179999
2015-09-14,13510420000
2015-09-15,13578620000
2015-09-16,13605900000
2015-09-17,13694559999
2015-09-18,13755940000
2015-09-21,13817320000
2015-09-22,13537700000
2015-09-23,13605900000
2015-09-24,13537700000
2015-09-25,13599080000
2015-09-28,13640000000
2015-09-29,13196700000
2015-09-30,13278540000
2015-10-01,12854449999
2015-10-02,13067250000
2015-10-05,13585950000
2015-10-06,13965000000
2015-10-07,13865250000
2015-10-08,13991600000
2015-10-09,13965000000
2015-10-12,13885200000
2015-10-13,13718950000
2015-10-14,13699000000
2015-10-15,13725600000
2015-10-16,13772150000
2015-10-19,13805400000
2015-10-20,13772150000
2015-10-21,13585950000
2015-10-22,13725600000
2015-10-23,13725600000
2015-10-26,13672400000
2015-10-27,13592600000
2015-10-28,13699000000
2015-10-29,13625849999
2015-10-30,13699000000
2015-11-02,13765500000
2015-11-03,13865250000
2015-11-04,13898500000
2015-11-05,13885200000
2015-11-06,13679050000
2015-11-09,13379800000
2015-11-10,13280050000
2015-11-11,13253450000
2015-11-12,13193600000
2015-11-13,13107150000
2015-11-16,13273400000
2015-11-17,13286700000
2015-11-18,13313300000
2015-11-19,13300000000
2015-11-20,13260100000
2015-11-23,13226850000
2015-11-24,13173650000
2015-11-25,13206900000
2015-11-27,12967500000
2015-11-30,13020699999
2015-12-01,13127099999
2015-12-02,13073900000
2015-12-03,13107150000
2015-12-04,13326600000
2015-12-07,13393100000
2015-12-08,13433000000
2015-12-09,13306650000
2015-12-10,13260100000
2015-12-11,13067250000
2015-12-14,12994100000
2015-12-15,13419700000
2015-12-16,13612550000
2015-12-17,13406400000
2015-12-18,13439650000
2015-12-21,13572650000
2015-12-22,13652450000
2015-12-23,13871900000
2015-12-24,13871900000
2015-12-28,14051450000
2015-12-29,14211050000
2015-12-30,14157850000
2015-12-31,13965000000
2016-01-04,13525160000
2016-01-05,13551120000
2016-01-06,13531650000
2016-01-07,13304500000
2016-01-08,13298009999
2016-01-11,13213640000
2016-01-12,13401850000
2016-01-13,13142250000
2016-01-14,13291520000
2016-01-15,12804770000
2016-01-19,12350470000
2016-01-20,12214180000
2016-01-21,12318020000
2016-01-22,12636030000
2016-01-25,12214180000
2016-01-26,12480270000
2016-01-27,12473780000
2016-01-28,12655500000
2016-01-29,12876160000
2016-02-01,12817750000
2016-02-02,12506230000
2016-02-03,12512720000
2016-02-04,12447820000
2016-02-05,12824240000
2016-02-08,12486759999
2016-02-09,12149280000
2016-02-10,12266100000
2016-02-11,12181730000
2016-02-12,12428350000
2016-02-16,12687950000
2016-02-17,12960530000
2016-02-18,12856690000
2016-02-19,12934570000
2016-02-22,13064370000
2016-02-23,12694440000
2016-02-24,12519210000
2016-02-25,12765830000
2016-02-26,12616560000
2016-02-29,12532190000
2016-03-01,13161720000
2016-03-02,13246090000
2016-03-03,13317480000
2016-03-04,10786380000
2016-03-07,11091410000
2016-03-08,11000550000
2016-03-09,11415910000
2016-03-10,11487300000
2016-03-11,11935110000
2016-03-14,12032460000
2016-03-15,11980540000
2016-03-16,12058419999
2016-03-17,12155770000
2016-03-18,12071400000
2016-03-21,12233650000
2016-03-22,12214180000
2016-03-23,12097360000
2016-03-24,12142790000
2016-03-28,11987030000
2016-03-29,11935110000
2016-03-30,11928620000
2016-03-31,11928620000
2016-04-01,11285330000
2016-04-04,11401800000
2016-04-05,11260810000
2016-04-06,11340500000
2016-04-07,11144340000
2016-04-08,11125950000
2016-04-11,11015610000
2016-04-12,11015610000
2016-04-13,11132080000
2016-04-14,10966570000
2016-04-15,11058520000
2016-04-18,11101430000
2016-04-19,11113690000
2016-04-20,11076910000
2016-04-21,11095300000
2016-04-22,11040130000
2016-04-25,11095300000
2016-04-26,11058520000
2016-04-27,11101430000
2016-04-28,10335180000
2016-04-29,10206450000
2016-05-02,10267750000
2016-05-03,10194190000
2016-05-04,10218710000
2016-05-05,10175800000
2016-05-06,10181930000
2016-05-09,10200320000
2016-05-10,10286140000
2016-05-11,10243230000
2016-05-12,10359700000
2016-05-13,10292270000
2016-05-16,10365830000
2016-05-17,10384220000
2016-05-18,10421000000
2016-05-19,10353570000
2016-05-20,10371960000
2016-05-23,10371960000
2016-05-24,10463910000
2016-05-25,10574250000
2016-05-26,10537470000
2016-05-27,10512950000
2016-05-31,10641680000
2016-06-01,10611030000
2016-06-02,10647810000
2016-06-03,10580380000
2016-06-06,10531340000
2016-06-07,10586510000
2016-06-08,10684590000
2016-06-09,10660070000
2016-06-10,10604900000
2016-06-13,11162730000
2016-06-14,11506010000
2016-06-15,11640869999
2016-06-16,12125140000
2016-06-17,12241610000
2016-06-20,12548110000
2016-06-21,12823960000
2016-06-22,12738140000
2016-06-23,13020119999
2016-06-24,12523590000
2016-06-27,12229350000
2016-06-28,12339690000
2016-06-29,12474550000
2016-06-30,12591020000
2016-07-01,12685200000
2016-07-05,12617000000
2016-07-06,12635600000
2016-07-07,12672800000
2016-07-08,12834000000
2016-07-11,12896000000
2016-07-12,13032400000
2016-07-13,13082000000
2016-07-14,12982800000
2016-07-15,12982800000
2016-07-18,12896000000
2016-07-19,12827800000
2016-07-20,12834000000
2016-07-21,12573600000
2016-07-22,12703799999
2016-07-25,12617000000
2016-07-26,12629400000
2016-07-27,12579800000
2016-07-28,12679000000
2016-07-29,12666600000
2016-08-01,12741000000
2016-08-02,12821600000
2016-08-03,12958000000
2016-08-04,13038600000
2016-08-05,13571800000
2016-08-08,13503600000
2016-08-09,13429200000
2016-08-10,13472600000
2016-08-11,13708200000
2016-08-12,13974800000
2016-08-15,14185600000
2016-08-16,14247600000
2016-08-17,14210400000
2016-08-18,14328200000
2016-08-19,14706400000
2016-08-22,14718799999
2016-08-23,14799400000
2016-08-24,14731200000
2016-08-25,14712600000
2016-08-26,14706400000
2016-08-29,14960600000
2016-08-30,14867600000
2016-08-31,14960600000
2016-09-01,14973000000
2016-09-02,15053600000
2016-09-06,15382200000
2016-09-07,15450400000
2016-09-08,15469000000
2016-09-09,15183799999
2016-09-12,15407000000
2016-09-13,15307800000
2016-09-14,15239599999
2016-09-15,15419400000
2016-09-16,15630200000
2016-09-19,15400800000
2016-09-20,15320200000
2016-09-21,15549599999
2016-09-22,15549599999
2016-09-23,15524800000
2016-09-26,15475200000
2016-09-27,15599200000
2016-09-28,15667400000
2016-09-29,15506200000
2016-09-30,15562000000
2016-10-03,15568200000
2016-10-04,15655000000
2016-10-05,15741800000
2016-10-06,15686000000
2016-10-07,15630200000
2016-10-10,15655000000
2016-10-11,15537200000
2016-10-12,15462800000
2016-10-13,15053600000
2016-10-14,14935800000
2016-10-17,14997800000
2016-10-18,15016400000
2016-10-19,15022600000
2016-10-20,15004000000
2016-10-21,14929599999
2016-10-24,15438000000
2016-10-25,15493799999
2016-10-26,15518600000
2016-10-27,15456600000
2016-10-28,15425600000
2016-10-31,15518600000
2016-11-01,15636400000
2016-11-02,15642600000
2016-11-03,15779000000
2016-11-04,14563799999
2016-11-07,15128000000
2016-11-08,15320200000
2016-11-09,15400800000
2016-11-10,15531000000
2016-11-11,15500000000
2016-11-14,15270600000
2016-11-15,15016400000
2016-11-16,14818000000
2016-11-17,14774599999
2016-11-18,14725000000
2016-11-21,15202400000
2016-11-22,15568200000
2016-11-23,15407000000
2016-11-25,15388400000
2016-11-28,15128000000
2016-11-29,15078400000
2016-11-30,15121800000
2016-12-01,14731200000
2016-12-02,14576200000
2016-12-05,15097000000
2016-12-06,15004000000
2016-12-07,15152800000
2016-12-08,15227200000
2016-12-09,15388400000
2016-12-12,15314000000
2016-12-13,15444200000
2016-12-14,15400800000
2016-12-15,15376000000
2016-12-16,14929599999
2016-12-19,15016400000
2016-12-20,14973000000
2016-12-21,15035000000
2016-12-22,14948200000
2016-12-23,14966800000
2016-12-27,15103200000
2016-12-28,14973000000
2016-12-29,15022600000
2016-12-30,14811800000
2017-01-03,14838180000
2017-01-04,14967960000
2017-01-05,15233700000
2017-01-06,15456180000
2017-01-09,15443819999
2017-01-10,15530340000
2017-01-11,15740460000
2017-01-12,15882600000
2017-01-13,16154520000
2017-01-17,16191600000
2017-01-18,16321380000
2017-01-19,16414080000
2017-01-20,16469700000
2017-01-23,16537680000
2017-01-24,16902300000
2017-01-25,16846680000
2017-01-26,16815780000
2017-01-27,16902300000
2017-01-30,16852860000
2017-01-31,17025900000
2017-02-01,16840500000
2017-02-02,17155680000
2017-02-03,17557380000
2017-02-06,17464680000
2017-02-07,17575920000
2017-02-08,17680980000
2017-02-09,17915820000
2017-02-10,17934360000
2017-02-13,17959080000
2017-02-14,17724240000
2017-02-15,17625360000
2017-02-16,17594460000
2017-02-17,17798400000
2017-02-21,17804580000
2017-02-22,17674800000
2017-02-23,17662440000
2017-02-24,17823120000
2017-02-27,17724240000
2017-02-28,17656260000
2017-03-01,17977620000
2017-03-02,18045600000
2017-03-03,18057960000
2017-03-06,17996160000
2017-03-07,18101220000
2017-03-08,18311340000
2017-03-09,18292800000
2017-03-10,18558540000
2017-03-13,19003500000
2017-03-14,18941700000
2017-03-15,18984960000
2017-03-16,18991140000
2017-03-17,18972600000
2017-03-20,19022040000
2017-03-21,18540000000
2017-03-22,18947880000
2017-03-23,18972600000
2017-03-24,18830460000
2017-03-27,18830460000
2017-03-28,18762480000
2017-03-29,19052940000
2017-03-30,18941700000
2017-03-31,18960240000
2017-04-03,18416160000
2017-04-04,18501420000
2017-04-05,18440520000
2017-04-06,18611040000
2017-04-07,18763290000
2017-04-10,18671940000
2017-04-11,18513600000
2017-04-12,18300450000
2017-04-13,18294360000
2017-04-17,18422250000
2017-04-18,18513600000
2017-04-19,18519690000
2017-04-20,18574500000
2017-04-21,18696300000
2017-04-24,18860730000
2017-04-25,19031250000
2017-04-26,19031250000
2017-04-27,19171320000
2017-04-28,19262670000
2017-05-01,19561080000
2017-05-02,19433190000
2017-05-03,19439280000
2017-05-04,19621980000
2017-05-05,19670700000
2017-05-08,19762050000
2017-05-09,19713330000
2017-05-10,20182260000
2017-05-11,19159140000
2017-05-12,18885090000
2017-05-15,19488000000
2017-05-16,19073880000
2017-05-17,18343080000
2017-05-18,18111660000
2017-05-19,17673180000
2017-05-22,18014220000
2017-05-23,18142110000
2017-05-24,18190830000
2017-05-25,18239550000
2017-05-26,18032490000
2017-05-30,18306540000
2017-05-31,18458790000
2017-06-01,18477060000
2017-06-02,18318720000
2017-06-05,18312630000
2017-06-06,18434430000
2017-06-07,18434430000
2017-06-08,18336990000
2017-06-09,18093390000
2017-06-12,17983770000
2017-06-13,17849790000
2017-06-14,17715810000
2017-06-15,17301690000
2017-06-16,17326050000
2017-06-19,17587920000
2017-06-20,17393040000
2017-06-21,17630550000
2017-06-22,17545290000
2017-06-23,17374770000
2017-06-26,17575740000
2017-06-27,17118990000
2017-06-28,17594010000
2017-06-29,17088540000
2017-06-30,17204250000
2017-07-03,16894050000
2017-07-05,17090850000
2017-07-06,17047800000
2017-07-07,17472150000
2017-07-10,17835000000
2017-07-11,17841150000
2017-07-12,18400800000
2017-07-13,18671400000
2017-07-14,18499200000
2017-07-17,18769800000
2017-07-18,18800550000
2017-07-19,19077300000
2017-07-20,19169550000
2017-07-21,19175700000
2017-07-24,19114200000
2017-07-25,19384800000
2017-07-26,19231050000
2017-07-27,19028100000
2017-07-28,19083450000
2017-07-31,19058850000
2017-08-01,19181850000
2017-08-02,19009650000
2017-08-03,18616050000
2017-08-04,17939550000
2017-08-07,17755050000
2017-08-08,17521350000
2017-08-09,17589000000
2017-08-10,17121600000
2017-08-11,17398350000
2017-08-14,17570550000
2017-08-15,17472150000
2017-08-16,17404500000
2017-08-17,17244600000
2017-08-18,17496750000
2017-08-21,17306100000
2017-08-22,17687400000
2017-08-23,17964150000
2017-08-24,18068700000
2017-08-25,18124050000
2017-08-28,18400800000
2017-08-29,18259350000
2017-08-30,18382350000
2017-08-31,18437700000
2017-09-01,18363900000
2017-09-05,18333150000
2017-09-06,18204000000
2017-09-07,18819000000
2017-09-08,19452450000
2017-09-11,20141250000
2017-09-12,20743949999
2017-09-13,20344200000
2017-09-14,20264250000
2017-09-15,20442600000
2017-09-18,20768550000
2017-09-19,21008399999
2017-09-20,20737800000
2017-09-21,20319600000
2017-09-22,20307300000
2017-09-25,20202750000
2017-09-26,20135100000
2017-09-27,20325750000
2017-09-28,20338050000
2017-09-29,20178150000
2017-10-02,20290820000
2017-10-03,20439380000
2017-10-04,20581750000
2017-10-05,20860300000
2017-10-06,20996480000
2017-10-09,20197970000
2017-10-10,19554210000
2017-10-11,19566590000
2017-10-12,19746100000
2017-10-13,20030840000
2017-10-16,19845140000
2017-10-17,19814190000
2017-10-18,19900850000
2017-10-19,20012270000
2017-10-20,20216539999
2017-10-23,19944180000
2017-10-24,20030840000
2017-10-25,19919420000
2017-10-26,19721340000
2017-10-27,19863710000
2017-10-30,20061789999
2017-10-31,20117500000
2017-11-01,19907039999
2017-11-02,18186220000
2017-11-03,18495720000
2017-11-06,17889100000
2017-11-07,17752920000
2017-11-08,17969570000
2017-11-09,17697210000
2017-11-10,17554840000
2017-11-13,17313430000
2017-11-14,17393900000
2017-11-15,17152490000
2017-11-16,17505320000
2017-11-17,17356760000
2017-11-20,17449610000
2017-11-21,17400090000
2017-11-22,17598170000
2017-11-24,17678640000
2017-11-27,17851960000
2017-11-28,17932430000
2017-11-29,17684830000
2017-11-30,17932430000
2017-12-01,18019090000
2017-12-04,17177250000
2017-12-05,16985360000
2017-12-06,16935840000
2017-12-07,17059640000
2017-12-08,17319620000
2017-12-11,18087180000
2017-12-12,17901480000
2017-12-13,17721970000
2017-12-14,17796250000
2017-12-15,17938620000
2017-12-18,17734350000
2017-12-19,17523890000
2017-12-20,17431040000
2017-12-21,17629120000
2017-12-22,17530080000
2017-12-26,17474370000
2017-12-27,17610550000
2017-12-28,17629120000
2017-12-29,17369140000
2018-01-02,17953110000
2018-01-03,17953110000
2018-01-04,17990370000
2018-01-05,18325710000
2018-01-08,18362970000
2018-01-09,18015210000
2018-01-10,17797860000
2018-01-11,17866170000
2018-01-12,17897220000
2018-01-16,17307270000
2018-01-17,17089920000
2018-01-18,16922250000
2018-01-19,17052660000
2018-01-22,16481340000
2018-01-23,16524810000
2018-01-24,16642800000
2018-01-25,16860150000
2018-01-26,17207910000
2018-01-29,16810470000
2018-01-30,16531020000
2018-01-31,16909830000
2018-02-01,16990560000
2018-02-02,16779420000
2018-02-05,16636590000
2018-02-06,16816679999
2018-02-07,16506179999
2018-02-08,15891390000
2018-02-09,16090110000
2018-02-12,16208100000
2018-02-13,16506179999
2018-02-14,16779420000
2018-02-15,17201700000
2018-02-16,17108550000
2018-02-20,16779420000
2018-02-21,16785630000
2018-02-22,16754580000
2018-02-23,17034030000
2018-02-26,16909830000
2018-02-27,16344720000
2018-02-28,16326090000
2018-03-01,16462710000
2018-03-02,16711110000
2018-03-05,16822890000
2018-03-06,16742160000
2018-03-07,16916039999
2018-03-08,17158230000
2018-03-09,17294850000
2018-03-12,17238960000
2018-03-13,16978140000
2018-03-14,16996770000
2018-03-15,17102340000
2018-03-16,16996770000
2018-03-19,16562070000
2018-03-20,16468920000
2018-03-21,16723530000
2018-03-22,16518600000
2018-03-23,15959700000
2018-03-26,16276410000
2018-03-27,15841710000
2018-03-28,15922440000
2018-03-29,16052850000
2018-04-02,15724800000
2018-04-03,16024320000
2018-04-04,16286400000
2018-04-05,16317600000
2018-04-06,16224000000
2018-04-09,16211520000
2018-04-10,16504800000
2018-04-11,16741919999
2018-04-12,17222400000
2018-04-13,17172480000
2018-04-16,17316000000
2018-04-17,17422080000
2018-04-18,17415840000
2018-04-19,17378400000
2018-04-20,17291040000
2018-04-23,17322240000
2018-04-24,17278560000
2018-04-25,17771520000
2018-04-26,17871360000
2018-04-27,17347200000
2018-04-30,17340960000
2018-05-01,17266080000
2018-05-02,17422080000
2018-05-03,17303520000
2018-05-04,17372160000
2018-05-07,17746560000
2018-05-08,17846400000
2018-05-09,17940000000
2018-05-10,18208320000
2018-05-11,12180480000
2018-05-14,13353600000
2018-05-15,13933919999
2018-05-16,13946400000
2018-05-17,13927680000
2018-05-18,13846560000
2018-05-21,13472160000
2018-05-22,13334880000
2018-05-23,13303680000
2018-05-24,13097759999
2018-05-25,13141440000
2018-05-29,13116480000
2018-05-30,13135200000
2018-05-31,12966720000
2018-06-01,13116480000
2018-06-04,13197600000
2018-06-05,13316160000
2018-06-06,13440960000
2018-06-07,13291200000
2018-06-08,13303680000
2018-06-11,13228800000
2018-06-12,13372320000
2018-06-13,13278720000
2018-06-14,13328640000
2018-06-15,13266240000
2018-06-18,13203840000
2018-06-19,13097759999
2018-06-20,13110240000
2018-06-21,12979200000
2018-06-22,12929280000
2018-06-25,12773280000
2018-06-26,12692160000
2018-06-27,12561120000
2018-06-28,12660960000
2018-06-29,12885600000
2018-07-02,12951800000
2018-07-03,12902200000
2018-07-05,13113000000
2018-07-06,13193600000
2018-07-09,13373400000
2018-07-10,13274200000
2018-07-11,13193600000
2018-07-12,13404400000
2018-07-13,13435400000
2018-07-16,13361000000
