,GEN
2004-08-24,15189087600
2004-08-25,15378006600
2004-08-26,15113520000
2004-08-27,15239466000
2004-08-30,14962384800
2004-08-31,15100925400
2004-09-01,15063141600
2004-09-02,15434682300
2004-09-03,15333925500
2004-09-07,15371709300
2004-09-08,15415790400
2004-09-09,15529141800
2004-09-10,16007736600
2004-09-13,16215547500
2004-09-14,16139979900
2004-09-15,16058115000
2004-09-16,16158871800
2004-09-17,16423358399
2004-09-20,16391871900
2004-09-21,16379277300
2004-09-22,16234439400
2004-09-23,16190358300
2004-09-24,16310007000
2004-09-27,16593385500
2004-09-28,16895655899
2004-09-29,17267196600
2004-09-30,17279791200
2004-10-01,19420315200
2004-10-04,19298089440
2004-10-05,19284508800
2004-10-06,19630815120
2004-10-07,19352412000
2004-10-08,18653009040
2004-10-11,18917831520
2004-10-12,18802396080
2004-10-13,17994348000
2004-10-14,18238799520
2004-10-15,18272751120
2004-10-18,18870299280
2004-10-19,18795605760
2004-10-20,18483251040
2004-10-21,20432072880
2004-10-22,19929589200
2004-10-25,19780202160
2004-10-26,20031444000
2004-10-27,21117895200
2004-10-28,20153669760
2004-10-29,19332041040
2004-11-01,19630815120
2004-11-02,20038234320
2004-11-03,20031444000
2004-11-04,20391330960
2004-11-05,20595040560
2004-11-08,20425282560
2004-11-09,20425282560
2004-11-10,20255524560
2004-11-11,20703685680
2004-11-12,20703685680
2004-11-15,20567879280
2004-11-16,20554298640
2004-11-17,20791959840
2004-11-18,20988879120
2004-11-19,20628992160
2004-11-22,21070362960
2004-11-23,21308024160
2004-11-24,21525314400
2004-11-26,21722233680
2004-11-29,21796927200
2004-11-30,21667911120
2004-12-01,22265459280
2004-12-02,22571023680
2004-12-03,22733991359
2004-12-06,22645717200
2004-12-07,21729024000
2004-12-08,22082120640
2004-12-09,21545685360
2004-12-10,21375927360
2004-12-13,22312991520
2004-12-14,18639428400
2004-12-15,18591896160
2004-12-16,17064074160
2004-12-17,17227041840
2004-12-20,16323929280
2004-12-21,16955429040
2004-12-22,17437541760
2004-12-23,17227041840
2004-12-27,17145558000
2004-12-28,17002961280
2004-12-29,16873945200
2004-12-30,17281364400
2004-12-31,17491864320
2005-01-03,18636688800
2005-01-04,18074742840
2005-01-05,17811552960
2005-01-06,16488490320
2005-01-07,16922397960
2005-01-10,16829925840
2005-01-11,16687661040
2005-01-12,16687661040
2005-01-13,17029096560
2005-01-14,17434551240
2005-01-18,17754647040
2005-01-19,17719080840
2005-01-20,17100228960
2005-01-21,16637868360
2005-01-24,16004790000
2005-01-25,15855411960
2005-01-26,16246640160
2005-01-27,16317772560
2005-01-28,16125715080
2005-01-31,16609415400
2005-02-01,16652094840
2005-02-02,16346225520
2005-02-03,16147054800
2005-02-04,16666321320
2005-02-07,16787246400
2005-02-08,15713147160
2005-02-09,15329032200
2005-02-10,14937804000
2005-02-11,15364598400
2005-02-14,15698920680
2005-02-15,15826959000
2005-02-16,16189734240
2005-02-17,15812732520
2005-02-18,15698920680
2005-02-22,15279239520
2005-02-23,15464183759
2005-02-24,15570882360
2005-02-25,15407277840
2005-02-28,15656241240
2005-03-01,15720260400
2005-03-02,15663354480
2005-03-03,15236560080
2005-03-04,15087182040
2005-03-07,15158314440
2005-03-08,15030276120
2005-03-09,15058729080
2005-03-10,15122748240
2005-03-11,15016049640
2005-03-14,15058729080
2005-03-15,14823992160
2005-03-16,14603481720
2005-03-17,14411424240
2005-03-18,14674614120
2005-03-21,14582142000
2005-03-22,14297612400
2005-03-23,14582142000
2005-03-24,14888011320
2005-03-28,15165427680
2005-03-29,15037389360
2005-03-30,15521089680
2005-03-31,15172540919
2005-04-01,15485523480
2005-04-04,15101408520
2005-04-05,14916464280
2005-04-06,14717293560
2005-04-07,14802652440
2005-04-08,14631934680
2005-04-11,14902237800
2005-04-12,14937804000
2005-04-13,14639047919
2005-04-14,14276272680
2005-04-15,13436910360
2005-04-18,13543608960
2005-04-19,13522269240
2005-04-20,13358664720
2005-04-21,13771232640
2005-04-22,13500929520
2005-04-25,13564948680
2005-04-26,13330211759
2005-04-27,13159494000
2005-04-28,13166607240
2005-04-29,13344438240
2005-05-02,13451136840
2005-05-03,13821025320
2005-05-04,14176687320
2005-05-05,13828138560
2005-05-06,13749892919
2005-05-09,13187946960
2005-05-10,12967436520
2005-05-11,13159494000
2005-05-12,13195060200
2005-05-13,13707213480
2005-05-16,13977516599
2005-05-17,14340291840
2005-05-18,15008936400
2005-05-19,15435730800
2005-05-20,15727373640
2005-05-23,15563769120
2005-05-24,15791392800
2005-05-25,15741600120
2005-05-26,15933657599
2005-05-27,15826959000
2005-05-31,16011903240
2005-06-01,16075922400
2005-06-02,16125715080
2005-06-03,15962110560
2005-06-06,15834072240
2005-06-07,15634901520
2005-06-08,15421504320
2005-06-09,15563769120
2005-06-10,15136974720
2005-06-13,15051615840
2005-06-14,15044502599
2005-06-15,15279239520
2005-06-16,15222333599
2005-06-17,15371711640
2005-06-20,15513976440
2005-06-21,15997676759
2005-06-22,15919431120
2005-06-23,15457070520
2005-06-24,15115635000
2005-06-27,15442844040
2005-06-28,15535316160
2005-06-29,15343258680
2005-06-30,15464183759
2005-07-01,24872598600
2005-07-05,25646204400
2005-07-06,25189073700
2005-07-07,25013254200
2005-07-08,25751696100
2005-07-11,26501859300
2005-07-12,27486448500
2005-07-13,28248333000
2005-07-14,27896694000
2005-07-15,27955300500
2005-07-18,27615382800
2005-07-19,28060792200
2005-07-20,28529644200
2005-07-21,28013907000
2005-07-22,27673989300
2005-07-25,27627104100
2005-07-26,27076203000
2005-07-27,27310629000
2005-07-28,27884972700
2005-07-29,25728253500
2005-08-01,25142188500
2005-08-02,25423499700
2005-08-03,25880630399
2005-08-04,25564155300
2005-08-05,25845466500
2005-08-08,25763417400
2005-08-09,26103335100
2005-08-10,25763417400
2005-08-11,25728253500
2005-08-12,25505548800
2005-08-15,25329729300
2005-08-16,25071860700
2005-08-17,25318008000
2005-08-18,24931205100
2005-08-19,24849156000
2005-08-22,24591287400
2005-08-23,24063828900
2005-08-24,23618419500
2005-08-25,23454321300
2005-08-26,23829402899
2005-08-29,23759075100
2005-08-30,23993501100
2005-08-31,24579566100
2005-09-01,24438910500
2005-09-02,24802270800
2005-09-06,25458663600
2005-09-07,25669647000
2005-09-08,26079892500
2005-09-09,26431531500
2005-09-12,25997843400
2005-09-13,26044728600
2005-09-14,25693089600
2005-09-15,25482106200
2005-09-16,25704810900
2005-09-19,25540712700
2005-09-20,25493827500
2005-09-21,24989811600
2005-09-22,24837434700
2005-09-23,24849156000
2005-09-26,24450631800
2005-09-27,24919483800
2005-09-28,25165631100
2005-09-29,25939236900
2005-09-30,26560465800
2005-10-03,24397386860
2005-10-04,24119414880
2005-10-05,24151488570
2005-10-06,23050291880
2005-10-07,23435176160
2005-10-10,23681074450
2005-10-11,23584853380
2005-10-12,23499323540
2005-10-13,23167895410
2005-10-14,23616927070
2005-10-17,23787986750
2005-10-18,23723839370
2005-10-19,24247709640
2005-10-20,24226327180
2005-10-21,24162179800
2005-10-24,25006786970
2005-10-25,25306141410
2005-10-26,24782271140
2005-10-27,24119414880
2005-10-28,24611211460
2005-10-31,25498583550
2005-11-01,25658952000
2005-11-02,20708912510
2005-11-03,19800157960
2005-11-04,19917761490
2005-11-07,20217115930
2005-11-08,20505779140
2005-11-09,20430940530
2005-11-10,20858589730
2005-11-11,20965502030
2005-11-14,20997575720
2005-11-15,20473705450
2005-11-16,20078129940
2005-11-17,19949835180
2005-11-18,19703936890
2005-11-21,19201449080
2005-11-22,18934168330
2005-11-23,18923477100
2005-11-25,18859329720
2005-11-28,19212140310
2005-11-29,19233522770
2005-11-30,18827256030
2005-12-01,19051771860
2005-12-02,19297670150
2005-12-05,19212140310
2005-12-06,18773799880
2005-12-07,19169375390
2005-12-08,19180066620
2005-12-09,18912785870
2005-12-12,18656196350
2005-12-13,18549284050
2005-12-14,18966242020
2005-12-15,18581357740
2005-12-16,18282003300
2005-12-19,17758133030
2005-12-20,17950575170
2005-12-21,17939883940
2005-12-22,18495827900
2005-12-23,18453062980
2005-12-27,18527901590
2005-12-28,18506519130
2005-12-29,18485136670
2005-12-30,18709652500
2006-01-03,17994061800
2006-01-04,18539336400
2006-01-05,18817117800
2006-01-06,19557868200
2006-01-09,19959108000
2006-01-10,19660750200
2006-01-11,20236889400
2006-01-12,20020837200
2006-01-13,20010549000
2006-01-17,19917955200
2006-01-18,19845937800
2006-01-19,19794496800
2006-01-20,19146340200
2006-01-23,19136052000
2006-01-24,18066079200
2006-01-25,17829450600
2006-01-26,18240978600
2006-01-27,18487895400
2006-01-30,18714235800
2006-01-31,18909711600
2006-02-01,17623686600
2006-02-02,17387058000
2006-02-03,17201870400
2006-02-06,17222446800
2006-02-07,17438499000
2006-02-08,17561957400
2006-02-09,17438499000
2006-02-10,17633974800
2006-02-13,17551669200
2006-02-14,17500228200
2006-02-15,17880891600
2006-02-16,18014638200
2006-02-17,18024926400
2006-02-21,17757433200
2006-02-22,18138096600
2006-02-23,18045502800
2006-02-24,17891179800
2006-02-27,17654551200
2006-02-28,17376769800
2006-03-01,17428210800
2006-03-02,17469363600
2006-03-03,17428210800
2006-03-06,17006394600
2006-03-07,16317085200
2006-03-08,16224491400
2006-03-09,16461120000
2006-03-10,16502272800
2006-03-13,16234779600
2006-03-14,16533137400
2006-03-15,16245067800
2006-03-16,15936421800
2006-03-17,15977574600
2006-03-20,16059880200
2006-03-21,16059880200
2006-03-22,16234779600
2006-03-23,16306797000
2006-03-24,16471408200
2006-03-27,16491984600
2006-03-28,16543425599
2006-03-29,16461120000
2006-03-30,17541381000
2006-03-31,17315040600
2006-04-03,17479651800
2006-04-04,17942620800
2006-04-05,17675127600
2006-04-06,17376769800
2006-04-07,17006394600
2006-04-10,17263599600
2006-04-11,17335617000
2006-04-12,17315040600
2006-04-13,17387058000
2006-04-17,16862359800
2006-04-18,16790342400
2006-04-19,17016682800
2006-04-20,16738901400
2006-04-21,16615442999
2006-04-24,16810918800
2006-04-25,16502272800
2006-04-26,16327373400
2006-04-27,16749189600
2006-04-28,16852071599
2006-05-01,17243023200
2006-05-02,17860315200
2006-05-03,17973485400
2006-05-04,18323284200
2006-05-05,18271843200
2006-05-08,17880891600
2006-05-09,17582533800
2006-05-10,17942620800
2006-05-11,17592822000
2006-05-12,17510516400
2006-05-15,17407634400
2006-05-16,17026971000
2006-05-17,16790342400
2006-05-18,16708036799
2006-05-19,16769766000
2006-05-22,16553713800
2006-05-23,16275932400
2006-05-24,16491984600
2006-05-25,16553713800
2006-05-26,16450831800
2006-05-30,15998151000
2006-05-31,16049592000
2006-06-01,16317085200
2006-06-02,16347949800
2006-06-05,16101033000
2006-06-06,15812963400
2006-06-07,16029015600
2006-06-08,15792387000
2006-06-09,15843828000
2006-06-12,16080456600
2006-06-13,16070168400
2006-06-14,15823251600
2006-06-15,16327373400
2006-06-16,16131897600
2006-06-19,16265644200
2006-06-20,16358238000
2006-06-21,16461120000
2006-06-22,16389102600
2006-06-23,16070168400
2006-06-26,16162762200
2006-06-27,15596911200
2006-06-28,15668928600
2006-06-29,16090744800
2006-06-30,15987862800
2006-07-03,14917060510
2006-07-05,14694706400
2006-07-06,14472352290
2006-07-07,14636700980
2006-07-10,14530357710
2006-07-11,14491687430
2006-07-12,14395011730
2006-07-13,14694706400
2006-07-14,14665703690
2006-07-17,14714041540
2006-07-18,14665703690
2006-07-19,14975065930
2006-07-20,14781714530
2006-07-21,14810717240
2006-07-24,15081409200
2006-07-25,14926728080
2006-07-26,15274760600
2006-07-27,16666890679
2006-07-28,16840906940
2006-07-31,16773233950
2006-08-01,16512209559
2006-08-02,16763566380
2006-08-03,16628220400
2006-08-04,16637887970
2006-08-07,16541212270
2006-08-08,16618552830
2006-08-09,16657223110
2006-08-10,16840906940
2006-08-11,16995588059
2006-08-14,17150269179
2006-08-15,17324285440
2006-08-16,17759326090
2006-08-17,17594977400
2006-08-18,17730323380
2006-08-21,17604644970
2006-08-22,17885004500
2006-08-23,18097691040
2006-08-24,18126693750
2006-08-25,18271707300
2006-08-28,18552066830
2006-08-29,18426388420
2006-08-30,18271707300
2006-08-31,18001015340
2006-09-01,18117026180
2006-09-05,18078355900
2006-09-06,18097691040
2006-09-07,17894672070
2006-09-08,18155696460
2006-09-11,18426388420
2006-09-12,18658410100
2006-09-13,18948437200
2006-09-14,19093450750
2006-09-15,19112785890
2006-09-18,19219129160
2006-09-19,19402812990
2006-09-20,20253559150
2006-09-21,20417907840
2006-09-22,20379237560
2006-09-25,20272894290
2006-09-26,20176218590
2006-09-27,20127880740
2006-09-28,20620926810
2006-09-29,20572588960
2006-10-02,19313567840
2006-10-03,19705059080
2006-10-04,19751665180
2006-10-05,19444064920
2006-10-06,19406780040
2006-10-09,19015288800
2006-10-10,19378816380
2006-10-11,19807592500
2006-10-12,20217726180
2006-10-13,20161798860
2006-10-16,20161798860
2006-10-17,20422793020
2006-10-18,20329580820
2006-10-19,19882162260
2006-10-20,19509313460
2006-10-23,19574562000
2006-10-24,19378816380
2006-10-25,19369495160
2006-10-26,18167057780
2006-10-27,17542536040
2006-10-30,18325518520
2006-10-31,18493300480
2006-11-01,18558549020
2006-11-02,18707688540
2006-11-03,18558549020
2006-11-06,19033931240
2006-11-07,18959361480
2006-11-08,18875470500
2006-11-09,18502621700
2006-11-10,18744973420
2006-11-13,19136464660
2006-11-14,19033931240
2006-11-15,19313567840
2006-11-16,19341531500
2006-11-17,19257640520
2006-11-20,19220355640
2006-11-21,19360173940
2006-11-22,19518634680
2006-11-24,19509313460
2006-11-27,19266961740
2006-11-28,19546598340
2006-11-29,19705059080
2006-11-30,19779628840
2006-12-01,19238998080
2006-12-04,19714380300
2006-12-05,19220355640
2006-12-06,18744973420
2006-12-07,18418730720
2006-12-08,18577191460
2006-12-11,19024610020
2006-12-12,19155107100
2006-12-13,19276282960
2006-12-14,19518634680
2006-12-15,19733022740
2006-12-18,19630489320
2006-12-19,19938089580
2006-12-20,19938089580
2006-12-21,19602525660
2006-12-22,19416101260
2006-12-26,19518634680
2006-12-27,19527955900
2006-12-28,19835556160
2006-12-29,19434743700
2007-01-03,19027640280
2007-01-04,19312965720
2007-01-05,19027640280
2007-01-08,19063305960
2007-01-09,19232717940
2007-01-10,19134637320
2007-01-11,19018723860
2007-01-12,18260828160
2007-01-16,15862311180
2007-01-17,15915809700
2007-01-18,15826645500
2007-01-19,15639400680
2007-01-22,15603735000
2007-01-23,15523487220
2007-01-24,15585902160
2007-01-25,16022806739
2007-01-26,15844478340
2007-01-29,15621567840
2007-01-30,15710732040
2007-01-31,15790979820
2007-02-01,15978224640
2007-02-02,16103054519
2007-02-05,15853394760
2007-02-06,15710732040
2007-02-07,16138720200
2007-02-08,16049556000
2007-02-09,15933642540
2007-02-12,15889060440
2007-02-13,15969308220
2007-02-14,16343797859
2007-02-15,16263550079
2007-02-16,16004973900
2007-02-20,15915809700
2007-02-21,15576985739
2007-02-22,15630484260
2007-02-23,15478905120
2007-02-26,15345158820
2007-02-27,14926087079
2007-02-28,15247078200
2007-03-01,15122248320
2007-03-02,15068749799
2007-03-05,14881504980
2007-03-06,15015251280
2007-03-07,14845839299
2007-03-08,14774507940
2007-03-09,15015251280
2007-03-12,15166830420
2007-03-13,14631845220
2007-03-14,14756675100
2007-03-15,14819090040
2007-03-16,15068749799
2007-03-19,15015251280
2007-03-20,15122248320
2007-03-21,15220328940
2007-03-22,15309493140
2007-03-23,15639400680
2007-03-26,15701815620
2007-03-27,15915809700
2007-03-28,15559152900
2007-03-29,15559152900
2007-03-30,15425406600
2007-04-02,15193579680
2007-04-03,15148997579
2007-04-04,15024167700
2007-04-05,15086582640
2007-04-09,15113331900
2007-04-10,15247078200
2007-04-11,15211412519
2007-04-12,15487821540
2007-04-13,15514570799
2007-04-16,15630484260
2007-04-17,15603735000
2007-04-18,15505654380
2007-04-19,15389740920
2007-04-20,15719648460
2007-04-23,15835561920
2007-04-24,15576985739
2007-04-25,15701815620
2007-04-26,15790979820
2007-04-27,15790979820
2007-04-30,15692899200
2007-05-01,15897976859
2007-05-02,16201135140
2007-05-03,16985780100
2007-05-04,17297854800
2007-05-07,17395935420
2007-05-08,17592096660
2007-05-09,17627762340
2007-05-10,17369186160
2007-05-11,17520765300
2007-05-14,17520765300
2007-05-15,17404851840
2007-05-16,17725842960
2007-05-17,17734759380
2007-05-18,17708010120
2007-05-21,17645595180
2007-05-22,17502932460
2007-05-23,17476183200
2007-05-24,17181941340
2007-05-25,17645595180
2007-05-29,17502932460
2007-05-30,17627762340
2007-05-31,17823923580
2007-06-01,17806090740
2007-06-04,17975502720
2007-06-05,17850672840
2007-06-06,17815007160
2007-06-07,17431601100
2007-06-08,17565347400
2007-06-11,17485099620
2007-06-12,17494016040
2007-06-13,17841756420
2007-06-14,17360269740
2007-06-15,17565347400
2007-06-18,17984419140
2007-06-19,17716926540
2007-06-20,17333520480
2007-06-21,17886338520
2007-06-22,17752592220
2007-06-25,17574263820
2007-06-26,17743675800
2007-06-27,18287577420
2007-06-28,18216246060
2007-06-29,18011168400
2007-07-02,17460700280
2007-07-03,17408160560
2007-07-05,17408160560
2007-07-06,17364377460
2007-07-09,17180488440
2007-07-10,16523741940
2007-07-11,17101678860
2007-07-12,17364377460
2007-07-13,17338107600
2007-07-16,17285567880
2007-07-17,17215514920
2007-07-18,17075409000
2007-07-19,17320594360
2007-07-20,17303081120
2007-07-23,17338107600
2007-07-24,17110435480
2007-07-25,17478213520
2007-07-26,17644589300
2007-07-27,17022869280
2007-07-30,16909033219
2007-07-31,16812710400
2007-08-01,16672604480
2007-08-02,16602551520
2007-08-03,16243530100
2007-08-06,16129694040
2007-08-07,15866995440
2007-08-08,15735646139
2007-08-09,15315328379
2007-08-10,15648079940
2007-08-13,15656836560
2007-08-14,15595540219
2007-08-15,15648079940
2007-08-16,15648079940
2007-08-17,15849482200
2007-08-20,15989588120
2007-08-21,16243530100
2007-08-22,16374879400
2007-08-23,16357366160
2007-08-24,16558768420
2007-08-27,16392392639
2007-08-28,15989588120
2007-08-29,16339852920
2007-08-30,16339852920
2007-08-31,16471202219
2007-09-04,16725144200
2007-09-05,16462445600
2007-09-06,16558768420
2007-09-07,16462445600
2007-09-10,16409905879
2007-09-11,16987842799
2007-09-12,17373134080
2007-09-13,17285567880
2007-09-14,17084165620
2007-09-17,17005356040
2007-09-18,17215514920
2007-09-19,17145461959
2007-09-20,16847736879
2007-09-21,16882763360
2007-09-24,16646334620
2007-09-25,16900276600
2007-09-26,17005356040
2007-09-27,16830223639
2007-09-28,16970329560
2007-10-01,17105340330
2007-10-02,17535338830
2007-10-03,17328939550
2007-10-04,17500938950
2007-10-05,17535338830
2007-10-08,18059937000
2007-10-09,18197536520
2007-10-10,18059937000
2007-10-11,17956737360
2007-10-12,18171736610
2007-10-15,17707338230
2007-10-16,17801937900
2007-10-17,17698738260
2007-10-18,17604138590
2007-10-19,17191340030
2007-10-22,17509538920
2007-10-23,18025537120
2007-10-24,18077136940
2007-10-25,15909944500
2007-10-26,15798144890
2007-10-29,16116343779
2007-10-30,15901344529
2007-10-31,16150743660
2007-11-01,15901344529
2007-11-02,15918544470
2007-11-05,15789544920
2007-11-06,15049947500
2007-11-07,14869348130
2007-11-08,14852148190
2007-11-09,14533949299
2007-11-12,14723148640
2007-11-13,15075747410
2007-11-14,14809148339
2007-11-15,15015547620
2007-11-16,15204746960
2007-11-19,14972547770
2007-11-20,14869348130
2007-11-21,15067147440
2007-11-23,15092947350
2007-11-26,14757548520
2007-11-27,15204746960
2007-11-28,15669145339
2007-11-29,15565945700
2007-11-30,15307946600
2007-12-03,15067147440
2007-12-04,15342346480
2007-12-05,15393946299
2007-12-06,15488545970
2007-12-07,15230546870
2007-12-10,15213346930
2007-12-11,14723148640
2007-12-12,14972547770
2007-12-13,14585549120
2007-12-14,14568349180
2007-12-17,14198550470
2007-12-18,14155550620
2007-12-19,13871751610
2007-12-20,14000751160
2007-12-21,14490949450
2007-12-24,14310350080
2007-12-26,14370549870
2007-12-27,14086750860
2007-12-28,13983551220
2007-12-31,13880351580
2008-01-02,13467337839
2008-01-03,13492494760
2008-01-04,13182226080
2008-01-07,12947428160
2008-01-08,13140297880
2008-01-09,13073212760
2008-01-10,13056441480
2008-01-11,12804872280
2008-01-14,13140297880
2008-01-15,12913885600
2008-01-16,13408638360
2008-01-17,12804872280
2008-01-18,12729401520
2008-01-22,12595231280
2008-01-23,12796486640
2008-01-24,14196888520
2008-01-25,13735678320
2008-01-28,14138189040
2008-01-29,14146574680
2008-01-30,14297516200
2008-01-31,15035452520
2008-02-01,15647604240
2008-02-04,15521819640
2008-02-05,14968367400
2008-02-06,14909667920
2008-02-07,15161237119
2008-02-08,15010295599
2008-02-11,14859354080
2008-02-12,14892896640
2008-02-13,15203165320
2008-02-14,14658098720
2008-02-15,14708412560
2008-02-19,14532314119
2008-02-20,14993524320
2008-02-21,14624556160
2008-02-22,14658098720
2008-02-25,14976753040
2008-02-26,14733569480
2008-02-27,14674870000
2008-02-28,14498771560
2008-02-29,14121417760
2008-03-03,14129803400
2008-03-04,14356215680
2008-03-05,14272359280
2008-03-06,14297516200
2008-03-07,14205274160
2008-03-10,14054332640
2008-03-11,14448457720
2008-03-12,14423300800
2008-03-13,14473614640
2008-03-14,13802763440
2008-03-17,13836306000
2008-03-18,14146574680
2008-03-19,13827920359
2008-03-20,14331058760
2008-03-24,14372986960
2008-03-25,14331058760
2008-03-26,14289130560
2008-03-27,14272359280
2008-03-28,14104646480
2008-03-31,13936933680
2008-04-01,14615380000
2008-04-02,14690890000
2008-04-03,14405630000
2008-04-04,14548260000
2008-04-07,14623770000
2008-04-08,14707670000
2008-04-09,14497920000
2008-04-10,14640550000
2008-04-11,14153930000
2008-04-14,14162320000
2008-04-15,14204270000
2008-04-16,14363680000
2008-04-17,14758010000
2008-04-18,14841910000
2008-04-21,14741230000
2008-04-22,14565040000
2008-04-23,14598599999
2008-04-24,14489530000
2008-04-25,14657329999
2008-04-28,14514700000
2008-04-29,14632160000
2008-04-30,14447579999
2008-05-01,16226260000
2008-05-02,16318550000
2008-05-05,16142359999
2008-05-06,16704490000
2008-05-07,16536690000
2008-05-08,16637369999
2008-05-09,16771609999
2008-05-12,16863900000
2008-05-13,17308570000
2008-05-14,17275010000
2008-05-15,17442810000
2008-05-16,17417640000
2008-05-19,17509930000
2008-05-20,17275010000
2008-05-21,17224670000
2008-05-22,17467980000
2008-05-23,17333740000
2008-05-27,17786800000
2008-05-28,17937820000
2008-05-29,18055280000
2008-05-30,18231470000
2008-06-02,17585440000
2008-06-03,17417640000
2008-06-04,17711290000
2008-06-05,17577050000
2008-06-06,16956190000
2008-06-09,17165940000
2008-06-10,17031700000
2008-06-11,16612200000
2008-06-12,16729660000
2008-06-13,16956190000
2008-06-16,16989750000
2008-06-17,16763220000
2008-06-18,16536690000
2008-06-19,16947800000
2008-06-20,16251430000
2008-06-23,16343720000
2008-06-24,16335329999
2008-06-25,16763220000
2008-06-26,16436010000
2008-06-27,16343720000
2008-06-30,16234650000
2008-07-01,16551772859
2008-07-02,16384075060
2008-07-03,16031909680
2008-07-07,16040294570
2008-07-08,16375690170
2008-07-09,15805517650
2008-07-10,15897751440
2008-07-11,15780362980
2008-07-14,15637819849
2008-07-15,15587510510
2008-07-16,15914521220
2008-07-17,16015139900
2008-07-18,16048679460
2008-07-21,15914521220
2008-07-22,16174452810
2008-07-23,16476308849
2008-07-24,16249916820
2008-07-25,16308611050
2008-07-28,15956445670
2008-07-29,16493078630
2008-07-30,16509848410
2008-07-31,17666963230
2008-08-01,18195211300
2008-08-04,18027513500
2008-08-05,18555761570
2008-08-06,18656380250
2008-08-07,18153286850
2008-08-08,18429988220
2008-08-11,18589301130
2008-08-12,18354524210
2008-08-13,18488682450
2008-08-14,18866002500
2008-08-15,18673150030
2008-08-18,18144901960
2008-08-19,18052668170
2008-08-20,18195211300
2008-08-21,18346139320
2008-08-22,18497067340
2008-08-25,18228750860
2008-08-26,18144901960
2008-08-27,18446758000
2008-08-28,18991775850
2008-08-29,18706689590
2008-09-02,18656380250
2008-09-03,18404833550
2008-09-04,18086207730
2008-09-05,18010743720
2008-09-08,18203596190
2008-09-09,17658578340
2008-09-10,17189024500
2008-09-11,17457340980
2008-09-12,17247718730
2008-09-15,16836859119
2008-09-16,16870398680
2008-09-17,16367305280
2008-09-18,16266686599
2008-09-19,16669161320
2008-09-22,16266686599
2008-09-23,16350535500
2008-09-24,16459539070
2008-09-25,16484693740
2008-09-26,16602082200
2008-09-29,15612665180
2008-09-30,16417614619
2008-10-01,15663380000
2008-10-02,14745409999
2008-10-03,14017650000
2008-10-06,13571070000
2008-10-07,12405000000
2008-10-08,12148630000
2008-10-09,11495300000
2008-10-10,11305090000
2008-10-13,12636560000
2008-10-14,12231330000
2008-10-15,11611080000
2008-10-16,12140360000
2008-10-17,12636560000
2008-10-20,13033520000
2008-10-21,12421540000
2008-10-22,11809560000
2008-10-23,11826100000
2008-10-24,11313360000
2008-10-27,11288550000
2008-10-28,12256140000
2008-10-29,12256140000
2008-10-30,10089400000
2008-10-31,10403660000
2008-11-03,10999100000
2008-11-04,11288550000
2008-11-05,10916400000
2008-11-06,10610410000
2008-11-07,10916400000
2008-11-10,10668300000
2008-11-11,10445010000
2008-11-12,10163830000
2008-11-13,10494630000
2008-11-14,10097670000
2008-11-17,10056320000
2008-11-18,10254800000
2008-11-19,9295480000
2008-11-20,8311350000
2008-11-21,9055650000
2008-11-24,9957080000
2008-11-25,9576660000
2008-11-26,10064590000
2008-11-28,9948810000
2008-12-01,9171430000
2008-12-02,9584930000
2008-12-03,9857840000
2008-12-04,9179700000
2008-12-05,9957080000
2008-12-08,10411930000
2008-12-09,10395390000
2008-12-10,10544250000
2008-12-11,10147290000
2008-12-12,10329230000
2008-12-15,10196910000
2008-12-16,11090070000
2008-12-17,11073530000
2008-12-18,10883320000
2008-12-19,11123150000
2008-12-22,10511170000
2008-12-23,10552520000
2008-12-24,10602140000
2008-12-26,10651760000
2008-12-29,10445010000
2008-12-30,10742730000
2008-12-31,11181040000
2009-01-02,12076800000
2009-01-05,11668800000
2009-01-06,11962560000
2009-01-07,11399520000
2009-01-08,11505600000
2009-01-09,11097600000
2009-01-12,11081280000
2009-01-13,11048640000
2009-01-14,10395840000
2009-01-15,11016000000
2009-01-16,11007840000
2009-01-20,10412160000
2009-01-21,11195520000
2009-01-22,10681440000
2009-01-23,11073120000
2009-01-26,11154720000
2009-01-27,11415840000
2009-01-28,11938080000
2009-01-29,12615360000
2009-01-30,12509280000
2009-02-02,11987040000
2009-02-03,12411360000
2009-02-04,12435840000
2009-02-05,12794880000
2009-02-06,13104959999
2009-02-09,12762240000
2009-02-10,12101280000
2009-02-11,12240000000
2009-02-12,12231840000
2009-02-13,12076800000
2009-02-17,11579040000
2009-02-18,11628000000
2009-02-19,11424000000
2009-02-20,11407680000
2009-02-23,11007840000
2009-02-24,11619840000
2009-02-25,11358720000
2009-02-26,10991520000
2009-02-27,11285280000
2009-03-02,11016000000
2009-03-03,10656960000
2009-03-04,11007840000
2009-03-05,10705920000
2009-03-06,10550880000
2009-03-09,10297920000
2009-03-10,10958880000
2009-03-11,10958880000
2009-03-12,11228160000
2009-03-13,11236320000
2009-03-16,10722240000
2009-03-17,11285280000
2009-03-18,11587200000
2009-03-19,11570880000
2009-03-20,11432160000
2009-03-23,11693280000
2009-03-24,11676960000
2009-03-25,12093120000
2009-03-26,12803040000
2009-03-27,12199200000
2009-03-30,11880960000
2009-03-31,12191040000
2009-04-01,12476640000
2009-04-02,13072320000
2009-04-03,13243680000
2009-04-06,13121279999
2009-04-07,13113120000
2009-04-08,13561920000
2009-04-09,13978080000
