,AYI
2006-09-27,1934209320
2006-09-28,1929566880
2006-09-29,1916061600
2006-10-02,1927456680
2006-10-03,1942228080
2006-10-04,1986120240
2006-10-05,1979789639
2006-10-06,1983588000
2006-10-09,2021571600
2006-10-10,2027480160
2006-10-11,2025369960
2006-10-12,2044783800
2006-10-13,2057867040
2006-10-16,2111888160
2006-10-17,2135100360
2006-10-18,2127081600
2006-10-19,2141430960
2006-10-20,2092474320
2006-10-23,2084877600
2006-10-24,2124127320
2006-10-25,2103869400
2006-10-26,2151137880
2006-10-27,2089098000
2006-10-30,2114842440
2006-10-31,2090786160
2006-11-01,2073060480
2006-11-02,2065041720
2006-11-03,2053224600
2006-11-06,2085721680
2006-11-07,2124127320
2006-11-08,2149871760
2006-11-09,2105979600
2006-11-10,2131302000
2006-11-13,2180258640
2006-11-14,2238922200
2006-11-15,2245674840
2006-11-16,2261290320
2006-11-17,2254115640
2006-11-20,2248207080
2006-11-21,2281548240
2006-11-22,2268465000
2006-11-24,2292943320
2006-11-27,2227105080
2006-11-28,2181946800
2006-11-29,2219508360
2006-11-30,2240792480
2006-12-01,2230581920
2006-12-04,2279932960
2006-12-05,2256959200
2006-12-06,2262064480
2006-12-07,2256959200
2006-12-08,2250577600
2006-12-11,2204204640
2006-12-12,2171020320
2006-12-13,2144643039
2006-12-14,2151024640
2006-12-15,2125072800
2006-12-18,2107629760
2006-12-19,2124221920
2006-12-20,2179529120
2006-12-21,2162086080
2006-12-22,2171445760
2006-12-26,2180380000
2006-12-27,2217818720
2006-12-28,2214840640
2006-12-29,2213989760
2007-01-03,2208884480
2007-01-04,2225902080
2007-01-05,2173572960
2007-01-08,2212713440
2007-01-09,2234410880
2007-01-10,2275253120
2007-01-11,2343323520
2007-01-12,2367573600
2007-01-16,2365871840
2007-01-17,2378209600
2007-01-18,2389271040
2007-01-19,2427986080
2007-01-22,2432665920
2007-01-23,2439047520
2007-01-24,2448407200
2007-01-25,2439898400
2007-01-26,2435644000
2007-01-29,2462872160
2007-01-30,2447981760
2007-01-31,2467977440
2007-02-01,2512648640
2007-02-02,2540727680
2007-02-05,2510521440
2007-02-06,2516052160
2007-02-07,2530942560
2007-02-08,2532218880
2007-02-09,2487122240
2007-02-12,2475635360
2007-02-13,2499885440
2007-02-14,2524986400
2007-02-15,2514775840
2007-02-16,2523710080
2007-02-20,2504990720
2007-02-21,2524135520
2007-02-22,2505416160
2007-02-23,2514350400
2007-02-26,2528389920
2007-02-27,2431389600
2007-02-28,2373213570
2007-03-01,2359926660
2007-03-02,2305064580
2007-03-05,2240773080
2007-03-06,2277204930
2007-03-07,2294777940
2007-03-08,2305921800
2007-03-09,2318351490
2007-03-12,2316637050
2007-03-13,2256203040
2007-03-14,2250631110
2007-03-15,2275061880
2007-03-16,2240344470
2007-03-19,2281491030
2007-03-20,2305921800
2007-03-21,2361641100
2007-03-22,2364212760
2007-03-23,2368070250
2007-03-26,2356497780
2007-03-27,2341067820
2007-03-28,2319637320
2007-03-29,2329066740
2007-03-30,2333352840
2007-04-02,2349640020
2007-04-03,2359498050
2007-04-04,2593519110
2007-04-05,2567373900
2007-04-09,2590090230
2007-04-10,2588804400
2007-04-11,2608091850
2007-04-12,2634237060
2007-04-13,2618807100
2007-04-16,2626950690
2007-04-17,2623521810
2007-04-18,2636380110
2007-04-19,2622664590
2007-04-20,2656524780
2007-04-23,2645380920
2007-04-24,2608949070
2007-04-25,2612377950
2007-04-26,2602519920
2007-04-27,2576803320
2007-04-30,2533942320
2007-05-01,2518940970
2007-05-02,2551515330
2007-05-03,2586661350
2007-05-04,2564802240
2007-05-07,2524512900
2007-05-08,2520655410
2007-05-09,2540371470
2007-05-10,2487652440
2007-05-11,2539514250
2007-05-14,2514654870
2007-05-15,2471793870
2007-05-16,2482937730
2007-05-17,2485938000
2007-05-18,2484652170
2007-05-21,2504796840
2007-05-22,2528799000
2007-05-23,2553658380
2007-05-24,2515940700
2007-05-25,2532227880
2007-05-29,2591376060
2007-05-30,2595662160
2007-05-31,2536645930
2007-06-01,2577175440
2007-06-04,2608512690
2007-06-05,2580935910
2007-06-06,2577175440
2007-06-07,2496534250
2007-06-08,2523693200
2007-06-11,2501548210
2007-06-12,2489848970
2007-06-13,2552105640
2007-06-14,2577593270
2007-06-15,2594724300
2007-06-18,2579264590
2007-06-19,2586785530
2007-06-20,2552523470
2007-06-21,2564222710
2007-06-22,2574668460
2007-06-25,2549180830
2007-06-26,2532049800
2007-06-27,2532467630
2007-06-28,2550852150
2007-06-29,2518679240
2007-07-02,2597231280
2007-07-03,2602245240
2007-07-05,2597649110
2007-07-06,2608512690
2007-07-09,2654891820
2007-07-10,2508651320
2007-07-11,2598066940
2007-07-12,2641939090
2007-07-13,2659070120
2007-07-16,2640267770
2007-07-17,2636925130
2007-07-18,2639432110
2007-07-19,2684557750
2007-07-20,2615615800
2007-07-23,2643192580
2007-07-24,2717148490
2007-07-25,2641939090
2007-07-26,2501130380
2007-07-27,2442634180
2007-07-30,2543331210
2007-07-31,2469375300
2007-08-01,2458929550
2007-08-02,2458929550
2007-08-03,2271741710
2007-08-06,2276755670
2007-08-07,2178147790
2007-08-08,2110877160
2007-08-09,2012269279
2007-08-10,2364499970
2007-08-13,2387898450
2007-08-14,2318956500
2007-08-15,2274248690
2007-08-16,2331909230
2007-08-17,2332744890
2007-08-20,2346951110
2007-08-21,2321881310
2007-08-22,2312689050
2007-08-23,2242911440
2007-08-24,2206142400
2007-08-27,2255864170
2007-08-28,2166866380
2007-08-29,2227033900
2007-08-30,2188593540
2007-08-31,2195278820
2007-09-04,2237479650
2007-09-05,2172716000
2007-09-06,2173969490
2007-09-07,2097088770
2007-09-10,2033160779
2007-09-11,2074943779
2007-09-12,2079957740
2007-09-13,2041517380
2007-09-14,2085389529
2007-09-17,2031907290
2007-09-18,2148064030
2007-09-19,2196532310
2007-09-20,2182326090
2007-09-21,2193607500
2007-09-24,2147646200
2007-09-25,2127172529
2007-09-26,2128843850
2007-09-27,2128843850
2007-09-28,2109205839
2007-10-01,2214499000
2007-10-02,2210320700
2007-10-03,2273830860
2007-10-04,2136782620
2007-10-05,2159345440
2007-10-08,2138871770
2007-10-09,2171462510
2007-10-10,2133439980
2007-10-11,2110877160
2007-10-12,2058648410
2007-10-15,1982603350
2007-10-16,1955444400
2007-10-17,1983021180
2007-10-18,1932463750
2007-10-19,1775777500
2007-10-22,1799175980
2007-10-23,1794997680
2007-10-24,1769927880
2007-10-25,1733576670
2007-10-26,1791655040
2007-10-29,1868117930
2007-10-30,1929538940
2007-10-31,1997227400
2007-11-01,1609063330
2007-11-02,1683437070
2007-11-05,1633715300
2007-11-06,1674244810
2007-11-07,1631208320
2007-11-08,1591514470
2007-11-09,1515469410
2007-11-12,1526332990
2007-11-13,1562684200
2007-11-14,1549731470
2007-11-15,1547642320
2007-11-16,1497502720
2007-11-19,1458644529
2007-11-20,1448198779
2007-11-21,1456973210
2007-11-23,1482460839
2007-11-26,1536778740
2007-11-27,1575636930
2007-11-28,1684272730
2007-11-29,1632461810
2007-11-30,1597212540
2007-12-03,1594785780
2007-12-04,1596403620
2007-12-05,1630378260
2007-12-06,1712079180
2007-12-07,1712483640
2007-12-10,1746053820
2007-12-11,1672442100
2007-12-12,1714505940
2007-12-13,1726639740
2007-12-14,1700754300
2007-12-17,1703989980
2007-12-18,1738369079
2007-12-19,1754951940
2007-12-20,1778410620
2007-12-21,1821283380
2007-12-24,1857684780
2007-12-26,1831394880
2007-12-27,1791353340
2007-12-28,1824923520
2007-12-31,1820070000
2008-01-02,1789735500
2008-01-03,1769512500
2008-01-04,1699540920
2008-01-07,1693878480
2008-01-08,1555957620
2008-01-09,1706821200
2008-01-10,1784881980
2008-01-11,1745244900
2008-01-14,1810362960
2008-01-15,1768299120
2008-01-16,1695496320
2008-01-17,1574158320
2008-01-18,1549890720
2008-01-22,1568091420
2008-01-23,1692260640
2008-01-24,1663543980
2008-01-25,1651410180
2008-01-28,1661926140
2008-01-29,1746053820
2008-01-30,1734728940
2008-01-31,1840697460
2008-02-01,1904602140
2008-02-04,1872649800
2008-02-05,1836248400
2008-02-06,1830990420
2008-02-07,1805913900
2008-02-08,1808745120
2008-02-11,1835439480
2008-02-12,1833821640
2008-02-13,1905006600
2008-02-14,1857280320
2008-02-15,1877503320
2008-02-19,1860516000
2008-02-20,1929678660
2008-02-21,1907837820
2008-02-22,1879930079
2008-02-25,1862133840
2008-02-26,1888423740
2008-02-27,1877503320
2008-02-28,1861729380
2008-02-29,1784837899
2008-03-03,1770771400
2008-03-04,1731787100
2008-03-05,1733394700
2008-03-06,1708476900
2008-03-07,1664267899
2008-03-10,1639752000
2008-03-11,1728170000
2008-03-12,1639350100
2008-03-13,1636134900
2008-03-14,1609207600
2008-03-17,1590318300
2008-03-18,1653416600
2008-03-19,1599963900
2008-03-20,1666277400
2008-03-24,1768360000
2008-03-25,1784436000
2008-03-26,1796091100
2008-03-27,1759116300
2008-03-28,1723347200
2008-03-31,1726160500
2008-04-01,1752284000
2008-04-02,1738217500
2008-04-03,1843113400
2008-04-04,1836683000
2008-04-07,1843917200
2008-04-08,1858787500
2008-04-09,1831056400
2008-04-10,1839496300
2008-04-11,1800512000
2008-04-14,1808951900
2008-04-15,1871246400
2008-04-16,1908221199
2008-04-17,1889733800
2008-04-18,1933942800
2008-04-21,1941578900
2008-04-22,1863610300
2008-04-23,1857179900
2008-04-24,1899379400
2008-04-25,1888528100
2008-04-28,1951626400
2008-04-29,1933139000
2008-04-30,1922689600
2008-05-01,1960870100
2008-05-02,1978151800
2008-05-05,1993022100
2008-05-06,1955243500
2008-05-07,1961673900
2008-05-08,1986189800
2008-05-09,1956449200
2008-05-12,2005079100
2008-05-13,2017939900
2008-05-14,1989405000
2008-05-15,2003873400
2008-05-16,2017136100
2008-05-19,2047278600
2008-05-20,2045671000
2008-05-21,2080636300
2008-05-22,2055316600
2008-05-23,2015528500
2008-05-27,2034015900
2008-05-28,2079028699
2008-05-29,2102740800
2008-05-30,2140117500
2008-06-02,2083946700
2008-06-03,2059988700
2008-06-04,2069172600
2008-06-05,2112297000
2008-06-06,2038426500
2008-06-09,1992107700
2008-06-10,2016864300
2008-06-11,1996500000
2008-06-12,1987715400
2008-06-13,2019659400
2008-06-16,2079155100
2008-06-17,2079554400
2008-06-18,2078755800
2008-06-19,2136255000
2008-06-20,2105508899
2008-06-23,2120682300
2008-06-24,2067974700
2008-06-25,2085543899
2008-06-26,1950580500
2008-06-27,1987316100
2008-06-30,1919834400
2008-07-01,1904661000
2008-07-02,1620758700
2008-07-03,1599196500
2008-07-07,1538502900
2008-07-08,1562061600
2008-07-09,1515343500
2008-07-10,1556870700
2008-07-11,1501767300
2008-07-14,1553277000
2008-07-15,1530117600
2008-07-16,1576835700
2008-07-17,1609179000
2008-07-18,1595602800
2008-07-21,1612772700
2008-07-22,1670671200
2008-07-23,1693431299
2008-07-24,1661088000
2008-07-25,1657893600
2008-07-28,1619560800
2008-07-29,1665480300
2008-07-30,1670271900
2008-07-31,1631539800
2008-08-01,1663084500
2008-08-04,1606783200
2008-08-05,1682250900
2008-08-06,1715792100
2008-08-07,1691035500
2008-08-08,1752927000
2008-08-11,1832387700
2008-08-12,1764107400
2008-08-13,1796450700
2008-08-14,1744941000
2008-08-15,1736955000
2008-08-18,1713795600
2008-08-19,1667876100
2008-08-20,1687042500
2008-08-21,1675862100
2008-08-22,1737753600
2008-08-25,1701018000
2008-08-26,1675063500
2008-08-27,1715392800
2008-08-28,1764506700
2008-08-29,1737354300
2008-09-02,1728170400
2008-09-03,1722180900
2008-09-04,1633536299
2008-09-05,1689837600
2008-09-08,1743743100
2008-09-09,1628744700
2008-09-10,1681452300
2008-09-11,1672667700
2008-09-12,1695427800
2008-09-15,1610376900
2008-09-16,1625550300
2008-09-17,1553277000
2008-09-18,1642320900
2008-09-19,1801641600
2008-09-22,1692233400
2008-09-23,1622755200
2008-09-24,1619161500
2008-09-25,1672268400
2008-09-26,1673067000
2008-09-29,1577235000
2008-09-30,1667476800
2008-10-01,1630741200
2008-10-02,1481403000
2008-10-03,1459840800
2008-10-06,1469823300
2008-10-07,1385970300
2008-10-08,1339252200
2008-10-09,1262586600
2008-10-10,1371994800
2008-10-13,1477010700
2008-10-14,1426698899
2008-10-15,1244618100
2008-10-16,1371595500
2008-10-17,1341248700
2008-10-20,1444667400
2008-10-21,1382376600
2008-10-22,1270572600
2008-10-23,1305311700
2008-10-24,1276162800
2008-10-27,1276162800
2008-10-28,1369998300
2008-10-29,1321283700
2008-10-30,1371595500
2008-10-31,1395952800
2008-11-03,1379182200
2008-11-04,1417115700
2008-11-05,1374390600
2008-11-06,1333262700
2008-11-07,1313297700
2008-11-10,1286943899
2008-11-11,1251006900
2008-11-12,1130019000
2008-11-13,1195504200
2008-11-14,1149984000
2008-11-17,1118040000
2008-11-18,1141998000
2008-11-19,1051356899
2008-11-20,1004239500
2008-11-21,1021010100
2008-11-24,1040575800
2008-11-25,1086495300
2008-11-26,1103265900
2008-11-28,1076512800
2008-12-01,1014246000
2008-12-02,1074144000
2008-12-03,1095450000
2008-12-04,1037964000
2008-12-05,1129218000
2008-12-08,1232934000
2008-12-09,1263486000
2008-12-10,1285998000
2008-12-11,1226904000
2008-12-12,1346700000
2008-12-15,1287606000
2008-12-16,1333836000
2008-12-17,1373231999
2008-12-18,1367604000
2008-12-19,1371222000
2008-12-22,1376850000
2008-12-23,1346700000
2008-12-24,1337856000
2008-12-26,1369614000
2008-12-29,1333031999
2008-12-30,1359966000
2008-12-31,1403381999
2009-01-02,1398558000
2009-01-05,1421472000
2009-01-06,1411020000
2009-01-07,1383684000
2009-01-08,1362378000
2009-01-09,1322981999
2009-01-12,1261074000
2009-01-13,1246200000
2009-01-14,1176654000
2009-01-15,1196754000
2009-01-16,1220070000
2009-01-20,1128012000
2009-01-21,1162182000
2009-01-22,1119570000
2009-01-23,1130424000
2009-01-26,1135248000
2009-01-27,1150524000
2009-01-28,1177860000
2009-01-29,1113540000
2009-01-30,1080174000
2009-02-02,1066908000
2009-02-03,1068515999
2009-02-04,1101078000
2009-02-05,1115550000
2009-02-06,1150122000
2009-02-09,1142082000
2009-02-10,1072536000
2009-02-11,1064897999
2009-02-12,1062084000
2009-02-13,1046808000
2009-02-17,1019070000
2009-02-18,978468000
2009-02-19,963594000
2009-02-20,945102000
2009-02-23,908520000
2009-02-24,951534000
2009-02-25,924600000
2009-02-26,910128000
2009-02-27,921384000
2009-03-02,903071999
2009-03-03,907980000
2009-03-04,951743000
2009-03-05,888757000
2009-03-06,851538000
2009-03-09,827407000
2009-03-10,886303000
2009-03-11,894892000
2009-03-12,920250000
2009-03-13,932929000
2009-03-16,922704000
2009-03-17,951334000
2009-03-18,938246000
2009-03-19,932111000
2009-03-20,878123000
2009-03-23,968921000
2009-03-24,946017000
2009-03-25,981600000
2009-03-26,1008594000
2009-03-27,965649000
2009-03-30,914115000
2009-03-31,921886000
2009-04-01,928021000
2009-04-02,926385000
2009-04-03,950925000
2009-04-06,934974000
2009-04-07,883440000
2009-04-08,880986000
2009-04-09,923113000
2009-04-13,922295000
2009-04-14,969330000
2009-04-15,1005321999
2009-04-16,1043768000
2009-04-17,1067899000
2009-04-20,1023727000
2009-04-21,1022500000
2009-04-22,1045404000
2009-04-23,1025771999
2009-04-24,1106754000
2009-04-27,1100210000
2009-04-28,1111253000
2009-04-29,1182828000
2009-04-30,1175466000
2009-05-01,1193871000
2009-05-04,1274853000
2009-05-05,1238861000
2009-05-06,1229863000
2009-05-07,1202869000
2009-05-08,1265855000
2009-05-11,1212685000
2009-05-12,1182828000
2009-05-13,1123114000
2009-05-14,1105527000
2009-05-15,1096120000
2009-05-18,1155834000
2009-05-19,1138247000
2009-05-20,1135384000
2009-05-21,1118615000
2009-05-22,1085077000
2009-05-26,1124750000
2009-05-27,1099801000
2009-05-28,1083441000
2009-05-29,1111662000
2009-06-01,1182708000
2009-06-02,1196667000
2009-06-03,1187784000
2009-06-04,1220778000
2009-06-05,1226700000
2009-06-08,1229661000
2009-06-09,1230930000
2009-06-10,1233045000
2009-06-11,1232199000
2009-06-12,1227969000
2009-06-15,1183554000
2009-06-16,1153944000
2009-06-17,1133640000
2009-06-18,1214856000
2009-06-19,1245735000
2009-06-22,1189053000
2009-06-23,1186092000
2009-06-24,1189053000
2009-06-25,1227546000
2009-06-26,1238544000
2009-06-29,1211895000
2009-06-30,1186515000
2009-07-01,1221201000
2009-07-02,1131525000
2009-07-06,1116297000
2009-07-07,1091340000
2009-07-08,1063422000
2009-07-09,1084149000
2009-07-10,1081188000
2009-07-13,1095993000
2009-07-14,1115874000
2009-07-15,1197090000
2009-07-16,1230930000
2009-07-17,1214856000
2009-07-20,1227969000
2009-07-21,1208088000
2009-07-22,1206819000
2009-07-23,1252080000
2009-07-24,1255041000
2009-07-27,1251234000
2009-07-28,1263501000
2009-07-29,1245735000
2009-07-30,1263924000
2009-07-31,1248273000
2009-08-03,1292688000
2009-08-04,1310454000
2009-08-05,1289304000
2009-08-06,1298610000
2009-08-07,1339218000
2009-08-10,1345986000
2009-08-11,1327797000
2009-08-12,1364598000
2009-08-13,1340064000
2009-08-14,1341756000
2009-08-17,1290996000
2009-08-18,1319760000
2009-08-19,1322298000
2009-08-20,1350216000
2009-08-21,1361214000
2009-08-24,1351062000
2009-08-25,1337949000
2009-08-26,1351485000
2009-08-27,1367136000
2009-08-28,1392516000
2009-08-31,1358253000
2009-09-01,1329489000
2009-09-02,1337103000
2009-09-03,1359945000
2009-09-04,1379826000
2009-09-08,1415358000
2009-09-09,1407744000
2009-09-10,1444122000
2009-09-11,1439046000
2009-09-14,1438623000
2009-09-15,1461042000
2009-09-16,1469502000
2009-09-17,1462311000
2009-09-18,1469502000
2009-09-21,1436508000
2009-09-22,1440314999
2009-09-23,1424664000
2009-09-24,1387439999
2009-09-25,1373058000
2009-09-28,1395477000
2009-09-29,1390401000
2009-09-30,1362483000
2009-10-01,1318068000
2009-10-02,1310454000
2009-10-05,1328643000
2009-10-06,1374327000
2009-10-07,1480077000
2009-10-08,1489806000
2009-10-09,1472039999
2009-10-12,1463157000
2009-10-13,1457658000
2009-10-14,1446660000
2009-10-15,1452582000
2009-10-16,1471617000
2009-10-19,1495305000
2009-10-20,1480077000
2009-10-21,1467810000
2009-10-22,1496151000
2009-10-23,1439892000
2009-10-26,1416627000
2009-10-27,1411128000
2009-10-28,1351908000
2009-10-29,1391670000
2009-10-30,1339218000
2009-11-02,1337949000
2009-11-03,1354446000
2009-11-04,1321875000
2009-11-05,1376442000
2009-11-06,1371366000
2009-11-09,1392939000
2009-11-10,1392516000
2009-11-11,1384056000
2009-11-12,1323144000
2009-11-13,1319337000
2009-11-16,1333719000
2009-11-17,1318068000
2009-11-18,1321029000
2009-11-19,1318491000
2009-11-20,1349370000
2009-11-23,1391670000
2009-11-24,1398861000
2009-11-25,1395900000
2009-11-27,1366713000
2009-11-30,1371900000
2009-12-01,1393150000
2009-12-02,1419924999
2009-12-03,1403775000
2009-12-04,1424600000
2009-12-07,1433100000
2009-12-08,1408875000
2009-12-09,1441600000
2009-12-10,1431825000
2009-12-11,1450100000
2009-12-14,1463700000
2009-12-15,1455200000
2009-12-16,1477300000
2009-12-17,1480275000
2009-12-18,1481125000
2009-12-21,1501950000
2009-12-22,1502800000
2009-12-23,1532975000
2009-12-24,1534675000
2009-12-28,1544875000
2009-12-29,1548275000
2009-12-30,1532124999
2009-12-31,1514700000
2010-01-04,1531275000
2010-01-05,1544025000
2010-01-06,1566125000
2010-01-07,1615000000
2010-01-08,1620950000
2010-01-11,1626050000
2010-01-12,1636250000
2010-01-13,1654100000
2010-01-14,1644325000
2010-01-15,1614575000
2010-01-19,1630725000
2010-01-20,1613725000
2010-01-21,1593325000
2010-01-22,1565700000
2010-01-25,1565275000
2010-01-26,1549975000
2010-01-27,1551675000
2010-01-28,1532550000
2010-01-29,1520650000
2010-02-01,1551250000
2010-02-02,1567825000
2010-02-03,1570375000
2010-02-04,1504924999
2010-02-05,1515975000
2010-02-08,1498125000
2010-02-09,1521499999
2010-02-10,1524475000
2010-02-11,1545725000
2010-02-12,1560600000
2010-02-16,1569525000
2010-02-17,1592475000
2010-02-18,1631575000
2010-02-19,1657500000
2010-02-22,1654525000
2010-02-23,1633700000
2010-02-24,1650275000
2010-02-25,1669400000
2010-02-26,1656649999
2010-03-01,1685795999
2010-03-02,1725080000
2010-03-03,1744295000
2010-03-04,1734474000
2010-03-05,1752834999
2010-03-08,1745149000
2010-03-09,1774184999
2010-03-10,1773758000
2010-03-11,1782725000
2010-03-12,1790411000
2010-03-15,1778881999
2010-03-16,1797670000
2010-03-17,1809199000
2010-03-18,1796389000
2010-03-19,1769061000
2010-03-22,1786141000
2010-03-23,1814323000
2010-03-24,1775893000
2010-03-25,1755824000
2010-03-26,1774612000
2010-03-29,1793400000
2010-03-30,1803648000
2010-03-31,1802367000
2010-04-01,1917230000
2010-04-05,2006473000
2010-04-06,1996652000
2010-04-07,1956514000
2010-04-08,1936872000
2010-04-09,1929613000
2010-04-12,1936445000
2010-04-13,1933883000
2010-04-14,1947120000
2010-04-15,1931320999
2010-04-16,1920645999
2010-04-19,1939434000
2010-04-20,1982988000
2010-04-21,1999641000
2010-04-22,2029531000
2010-04-23,2030812000
2010-04-26,2023980000
2010-04-27,1959503000
2010-04-28,1953952000
2010-04-29,1982561000
2010-04-30,1930467000
2010-05-03,1967616000
2010-05-04,1903566000
2010-05-05,1854461000
2010-05-06,1777174000
2010-05-07,1708427000
2010-05-10,1820728000
2010-05-11,1812615000
2010-05-12,1906555000
2010-05-13,1890756000
2010-05-14,1861293000
2010-05-17,1883924000
2010-05-18,1872395000
2010-05-19,1801513000
2010-05-20,1753689000
2010-05-21,1766499000
2010-05-24,1732766000
2010-05-25,1750273000
2010-05-26,1743014000
2010-05-27,1793400000
2010-05-28,1756251000
2010-06-01,1676219999
2010-06-02,1725780000
2010-06-03,1758120000
2010-06-04,1672020000
2010-06-07,1619099999
2010-06-08,1648080000
2010-06-09,1673280000
2010-06-10,1723260000
2010-06-11,1732080000
2010-06-14,1786680000
2010-06-15,1867320000
2010-06-16,1891680000
2010-06-17,1868159999
2010-06-18,1887900000
2010-06-21,1890420000
2010-06-22,1862700000
2010-06-23,1871940000
2010-06-24,1849680000
2010-06-25,1847580000
2010-06-28,1826580000
2010-06-29,1720740000
2010-06-30,1527960000
2010-07-01,1483020000
2010-07-02,1483440000
2010-07-06,1487219999
2010-07-07,1548960000
2010-07-08,1604820000
2010-07-09,1631700000
2010-07-12,1635480000
2010-07-13,1695960000
2010-07-14,1695540000
2010-07-15,1710659999
2010-07-16,1622040000
2010-07-19,1622460000
2010-07-20,1656900000
2010-07-21,1663200000
2010-07-22,1740900000
2010-07-23,1784580000
2010-07-26,1812719999
2010-07-27,1820700000
2010-07-28,1800540000
2010-07-29,1772820000
2010-07-30,1769460000
2010-08-02,1813560000
2010-08-03,1794659999
2010-08-04,1790460000
2010-08-05,1766940000
2010-08-06,1729980000
2010-08-09,1767780000
2010-08-10,1724520000
2010-08-11,1615320000
2010-08-12,1640940000
2010-08-13,1648080000
2010-08-16,1617840000
2010-08-17,1655219999
2010-08-18,1661940000
2010-08-19,1598520000
2010-08-20,1574580000
2010-08-23,1547280000
2010-08-24,1560719999
2010-08-25,1605240000
2010-08-26,1609860000
2010-08-27,1635480000
2010-08-30,1605240000
2010-08-31,1627080000
2010-09-01,1663200000
2010-09-02,1723680000
2010-09-03,1723680000
2010-09-07,1687560000
2010-09-08,1699320000
2010-09-09,1696800000
2010-09-10,1701420000
2010-09-13,1738800000
2010-09-14,1724940000
2010-09-15,1741740000
2010-09-16,1724099999
2010-09-17,1738380000
2010-09-20,1813140000
2010-09-21,1795500000
2010-09-22,1787940000
2010-09-23,1774080000
2010-09-24,1820700000
2010-09-27,1826580000
2010-09-28,1853040000
2010-09-29,1863540000
2010-09-30,1858080000
2010-10-01,1879500000
2010-10-04,1839599999
2010-10-05,1867320000
2010-10-06,2015159999
2010-10-07,2004659999
2010-10-08,2017260000
2010-10-11,2041620000
2010-10-12,2056320000
2010-10-13,2088240000
2010-10-14,2062620000
2010-10-15,2057159999
2010-10-18,2068500000
2010-10-19,2050020000
2010-10-20,2083200000
2010-10-21,2133599999
2010-10-22,2122260000
2010-10-25,2123520000
2010-10-26,2114280000
2010-10-27,2085719999
2010-10-28,2096640000
2010-10-29,2102940000
2010-11-01,2107980000
2010-11-02,2141159999
2010-11-03,2153760000
2010-11-04,2214660000
2010-11-05,2247000000
2010-11-08,2241540000
2010-11-09,2225160000
2010-11-10,2261280000
2010-11-11,2247000000
2010-11-12,2221800000
2010-11-15,2210040000
2010-11-16,2169300000
2010-11-17,2161740000
2010-11-18,2195760000
2010-11-19,2218860000
2010-11-22,2216340000
2010-11-23,2180640000
2010-11-24,2262120000
2010-11-26,2242380000
2010-11-29,2245740000
2010-11-30,2278278000
2010-12-01,2388258000
2010-12-02,2392488000
2010-12-03,2419983000
2010-12-06,2478780000
2010-12-07,2518965000
2010-12-08,2469051000
2010-12-09,2484279000
2010-12-10,2541807000
2010-12-13,2516850000
2010-12-14,2512197000
2010-12-15,2486817000
2010-12-16,2488932000
2010-12-17,2526579000
2010-12-20,2514312000
2010-12-21,2527002000
2010-12-22,2518119000
2010-12-23,2498238000
2010-12-27,2510082000
2010-12-28,2494431000
2010-12-29,2494008000
2010-12-30,2483856000
2010-12-31,2439441000
2011-01-03,2510928000
2011-01-04,2479626000
2011-01-05,2470320000
2011-01-06,2539269000
2011-01-07,2528271000
2011-01-10,2370492000
2011-01-11,2336652000
2011-01-12,2333268000
2011-01-13,2325654000
2011-01-14,2333268000
2011-01-18,2355687000
2011-01-19,2344266000
2011-01-20,2340036000
2011-01-21,2335806000
2011-01-24,2344266000
2011-01-25,2320578000
2011-01-26,2348073000
2011-01-27,2337075000
2011-01-28,2286315000
2011-01-31,2334960000
2011-02-01,2375145000
2011-02-02,2362878000
2011-02-03,2382759000
2011-02-04,2375568000
2011-02-07,2411523000
2011-02-08,2419137000
2011-02-09,2400102000
2011-02-10,2415330000
2011-02-11,2452977000
2011-02-14,2441556000
2011-02-15,2419137000
2011-02-16,2425059000
2011-02-17,2416599000
2011-02-18,2429712000
2011-02-22,2396295000
2011-02-23,2364570000
2011-02-24,2373030000
2011-02-25,2398410000
2011-02-28,2402100000
2011-03-01,2386800000
2011-03-02,2394025000
2011-03-03,2444600000
2011-03-04,2417825000
2011-03-07,2355350000
2011-03-08,2405925000
2011-03-09,2408900000
2011-03-10,2338350000
2011-03-11,2335800000
2011-03-14,2322200000
2011-03-15,2325175000
2011-03-16,2284800000
2011-03-17,2289900000
2011-03-18,2327725000
2011-03-21,2427175000
2011-03-22,2369800000
2011-03-23,2362575000
2011-03-24,2379575000
2011-03-25,2385950000
2011-03-28,2384675000
2011-03-29,2374050000
2011-03-30,2418250000
2011-03-31,2485825000
2011-04-01,2561475000
2011-04-04,2563600000
2011-04-05,2573800000
2011-04-06,2578475000
2011-04-07,2588675000
2011-04-08,2560200000
2011-04-11,2548725000
2011-04-12,2497300000
2011-04-13,2484975000
2011-04-14,2459900000
2011-04-15,2476475000
2011-04-18,2444600000
2011-04-19,2452675000
2011-04-20,2492625000
2011-04-21,2490925000
2011-04-25,2462450000
2011-04-26,2461175000
2011-04-27,2473075000
2011-04-28,2461600000
2011-04-29,2499000000
2011-05-02,2481575000
2011-05-03,2483275000
2011-05-04,2450975000
2011-05-05,2428025000
2011-05-06,2433550000
2011-05-09,2476900000
2011-05-10,2516425000
2011-05-11,2533425000
2011-05-12,2557650000
2011-05-13,2527900000
2011-05-16,2482000000
2011-05-17,2488800000
2011-05-18,2535550000
