,SBAC
2014-04-01,11752503000
2014-04-02,11602921000
2014-04-03,11624842500
2014-04-04,11365653000
2014-04-07,11270230000
2014-04-08,11329547000
2014-04-09,11635158500
2014-04-10,11486866000
2014-04-11,11375969000
2014-04-14,11348889500
2014-04-15,11347600000
2014-04-16,11592605000
2014-04-17,11756371500
2014-04-21,11853084000
2014-04-22,11891769000
2014-04-23,11735739500
2014-04-24,11688028000
2014-04-25,11596473500
2014-04-28,11489445000
2014-04-29,11565525500
2014-04-30,11574552000
2014-05-01,11677712000
2014-05-02,12236065500
2014-05-05,12446254000
2014-05-06,12447543500
2014-05-07,12425622000
2014-05-08,12482360000
2014-05-09,12533940000
2014-05-12,12651284500
2014-05-13,12786682000
2014-05-14,13003318000
2014-05-15,12845999000
2014-05-16,12919500500
2014-05-19,12907895000
2014-05-20,12923369000
2014-05-21,13003318000
2014-05-22,13087135500
2014-05-23,12972370000
2014-05-27,12945290500
2014-05-28,12953027500
2014-05-29,12986554500
2014-05-30,13088425000
2014-06-02,12946580000
2014-06-03,12866631000
2014-06-04,12960764500
2014-06-05,12905316000
2014-06-06,12950448500
2014-06-09,12927237500
2014-06-10,12927237500
2014-06-11,12922079500
2014-06-12,12874368000
2014-06-13,12657732000
2014-06-16,12607441500
2014-06-17,12590678000
2014-06-18,12603573000
2014-06-19,12705443500
2014-06-20,12726075500
2014-06-23,12666758500
2014-06-24,12720917500
2014-06-25,12922079500
2014-06-26,12869210000
2014-06-27,13106478000
2014-06-30,13201405800
2014-07-01,13154949240
2014-07-02,13112364060
2014-07-03,13127849580
2014-07-07,13081393020
2014-07-08,12984608520
2014-07-09,13348518240
2014-07-10,13438850440
2014-07-11,13374327440
2014-07-14,13427236300
2014-07-15,13391103420
2014-07-16,13476273780
2014-07-17,13313675820
2014-07-18,13419493540
2014-07-21,13490468840
2014-07-22,13464659640
2014-07-23,13484016540
2014-07-24,13353680080
2014-07-25,13320128120
2014-07-28,13765336820
2014-07-29,13740818080
2014-07-30,14060852160
2014-07-31,13798888780
2014-08-01,13700813820
2014-08-04,13543377700
2014-08-05,13518858960
2014-08-06,13767917740
2014-08-07,13818245680
2014-08-08,14258292540
2014-08-11,14129246540
2014-08-12,14148603440
2014-08-13,14058271240
2014-08-14,14081499520
2014-08-15,14010524220
2014-08-18,14103437340
2014-08-19,13939548920
2014-08-20,14099565960
2014-08-21,14109889640
2014-08-22,14013105140
2014-08-25,14200221840
2014-08-26,14209255060
2014-08-27,14273778060
2014-08-28,14281520820
2014-08-29,14232483340
2014-09-02,14255711620
2014-09-03,14324106000
2014-09-04,14389919460
2014-09-05,14577036160
2014-09-08,14654463760
2014-09-09,14543484200
2014-09-10,14560260180
2014-09-11,14666077900
2014-09-12,14482832580
2014-09-15,14369272100
2014-09-16,14602845360
2014-09-17,14613169040
2014-09-18,14562841100
2014-09-19,14469927980
2014-09-22,14151184360
2014-09-23,14155055740
2014-09-24,14287973120
2014-09-25,14102146880
2014-09-26,14402824060
2014-09-29,14290554040
2014-09-30,14318631700
2014-10-01,14131417850
2014-10-02,14122379940
2014-10-03,14392226110
2014-10-06,14451618090
2014-10-07,14264404240
2014-10-08,14367694640
2014-10-09,14188227570
2014-10-10,13920963660
2014-10-13,13720838510
2014-10-14,13736332070
2014-10-15,13795724050
2014-10-16,13763445800
2014-10-17,13982937900
2014-10-20,14072025870
2014-10-21,14307011530
2014-10-22,14199847740
2014-10-23,14279897800
2014-10-24,14405137410
2014-10-27,14500681030
2014-10-28,14597515780
2014-10-29,14520047980
2014-10-30,14770527200
2014-10-31,14503263290
2014-11-03,14503263290
2014-11-04,14291517970
2014-11-05,14255366330
2014-11-06,14415466450
2014-11-07,14798932060
2014-11-10,14625920640
2014-11-11,14514883460
2014-11-12,14615591600
2014-11-13,14527794760
2014-11-14,14594933520
2014-11-17,14628502900
2014-11-18,14833792570
2014-11-19,14745995730
2014-11-20,14995183820
2014-11-21,15153992810
2014-11-24,15181106540
2014-11-25,15488395480
2014-11-26,15547787460
2014-11-28,15709178710
2014-12-01,15487104350
2014-12-02,14995183820
2014-12-03,15021006420
2014-12-04,14931918450
2014-12-05,14810552230
2014-12-08,14602680300
2014-12-09,14603971430
2014-12-10,14292809100
2014-12-11,14198556610
2014-12-12,14217923560
2014-12-15,14226961470
2014-12-16,14096557340
2014-12-17,14398681760
2014-12-18,14672401320
2014-12-19,14609135950
2014-12-22,14655616630
2014-12-23,14667236800
2014-12-24,14624629510
2014-12-26,14545870580
2014-12-29,14511010070
2014-12-30,14494225380
2014-12-31,14314068600
2015-01-02,14341207950
2015-01-05,14115046700
2015-01-06,14041382750
2015-01-07,14233942900
2015-01-08,14376101400
2015-01-09,14325699750
2015-01-12,14280467500
2015-01-13,14292098650
2015-01-14,14209388250
2015-01-15,14007781650
2015-01-16,14153817200
2015-01-20,14255912850
2015-01-21,14395486650
2015-01-22,15052000450
2015-01-23,15298839300
2015-01-26,15397057900
2015-01-27,15506907650
2015-01-28,15251022350
2015-01-29,15367333850
2015-01-30,15081724500
2015-02-02,15249730000
2015-02-03,15240683550
2015-02-04,15344071550
2015-02-05,15447459550
2015-02-06,15234221800
2015-02-09,15022276400
2015-02-10,15300131650
2015-02-11,15425489600
2015-02-12,15464260100
2015-02-13,15724022450
2015-02-17,15789932300
2015-02-18,15788639950
2015-02-19,15640019700
2015-02-20,15669743750
2015-02-23,15425489600
2015-02-24,15225175350
2015-02-25,15475891250
2015-02-26,15508200000
2015-02-27,16116896850
2015-03-02,16195730200
2015-03-03,16137574450
2015-03-04,16211238400
2015-03-05,16101388650
2015-03-06,15753746500
2015-03-09,15811902250
2015-03-10,15566355750
2015-03-11,15497861200
2015-03-12,15630973250
2015-03-13,15437120750
2015-03-16,15363456800
2015-03-17,15359579750
2015-03-18,15603833900
2015-03-19,15514661750
2015-03-20,15839041600
2015-03-23,15736945950
2015-03-24,15686544300
2015-03-25,15376380300
2015-03-26,15408689050
2015-03-27,15603833900
2015-03-30,15532754650
2015-03-31,15083533900
2015-04-01,15390099320
2015-04-02,15475113260
2015-04-06,15533077310
2015-04-07,15406844490
2015-04-08,15205902450
2015-04-09,15262578410
2015-04-10,15156955030
2015-04-13,15290916390
2015-04-14,15338575720
2015-04-15,15402980220
2015-04-16,15511179780
2015-04-17,15424877750
2015-04-20,15694088560
2015-04-21,15706969460
2015-04-22,15804864300
2015-04-23,16021263420
2015-04-24,15609074620
2015-04-27,15364337520
2015-04-28,15204614360
2015-04-29,15043603110
2015-04-30,14918658380
2015-05-01,14966317710
2015-05-04,14984350970
2015-05-05,14715140160
2015-05-06,14753782860
2015-05-07,14670057010
2015-05-08,14935403550
2015-05-11,14833644440
2015-05-12,14869710960
2015-05-13,14882591860
2015-05-14,14981774790
2015-05-15,15220071440
2015-05-18,15243257060
2015-05-19,14995943780
2015-05-20,14774392300
2015-05-21,14626261950
2015-05-22,14606940600
2015-05-26,14546400370
2015-05-27,14521926660
2015-05-28,14496164860
2015-05-29,14402134290
2015-06-01,14831068260
2015-06-02,14813035000
2015-06-03,14711275890
2015-06-04,15212342900
2015-06-05,15064212550
2015-06-08,14993367600
2015-06-09,14940555910
2015-06-10,15056484010
2015-06-11,15020417490
2015-06-12,15070653000
2015-06-15,15168547840
2015-06-16,15123464690
2015-06-17,15154378850
2015-06-18,15516332140
2015-06-19,15424877750
2015-06-22,15419725390
2015-06-23,15477689440
2015-06-24,15333423360
2015-06-25,15402980220
2015-06-26,15110583790
2015-06-29,14892896580
2015-06-30,14576513414
2015-07-01,14736262973
2015-07-02,14728655852
2015-07-06,14648781072
2015-07-07,14684280974
2015-07-08,14572709853
2015-07-09,14658923901
2015-07-10,14784441412
2015-07-13,14677941706
2015-07-14,14769227168
2015-07-15,14766691461
2015-07-16,14807262778
2015-07-17,14594263365
2015-07-20,14688084535
2015-07-21,14752745071
2015-07-22,14680477413
2015-07-23,15130565459
2015-07-24,14911226777
2015-07-27,14712173754
2015-07-28,14844030534
2015-07-29,14809798485
2015-07-30,14987297996
2015-07-31,15305529262
2015-08-03,15371457652
2015-08-04,15371457652
2015-08-05,15306797116
2015-08-06,15401886140
2015-08-07,15438653896
2015-08-10,15652921162
2015-08-11,15758153015
2015-08-12,15934384673
2015-08-13,15958473892
2015-08-14,16152455501
2015-08-17,16229794573
2015-08-18,16038348672
2015-08-19,16089062818
2015-08-20,15627564089
2015-08-21,15270029360
2015-08-24,14514388585
2015-08-25,14419299561
2015-08-26,14579049121
2015-08-27,15076047752
2015-08-28,15116619068
2015-08-31,14986030143
2015-09-01,14521995707
2015-09-02,14688084535
2015-09-03,14790780680
2015-09-04,14637370389
2015-09-08,14941655265
2015-09-09,14591727657
2015-09-10,14164460977
2015-09-11,14079514783
2015-09-14,14198693026
2015-09-15,14310264147
2015-09-16,14329281952
2015-09-17,14262085708
2015-09-18,14113746831
2015-09-21,14175871660
2015-09-22,13818336931
2015-09-23,13818336931
2015-09-24,13469677177
2015-09-25,13399945226
2015-09-28,13344159666
2015-09-29,13136231667
2015-09-30,13197763700
2015-10-01,13075538850
2015-10-02,13279666950
2015-10-05,13798807550
2015-10-06,13641301300
2015-10-07,13855509800
2015-10-08,13926072600
2015-10-09,13885751000
2015-10-12,13744625400
2015-10-13,13753445750
2015-10-14,13721944500
2015-10-15,13955053750
2015-10-16,13908431900
2015-10-19,13963874100
2015-10-20,14132720800
2015-10-21,14004195700
2015-10-22,14586338800
2015-10-23,14626660400
2015-10-26,14821968150
2015-10-27,14772826200
2015-10-28,14786686750
2015-10-29,14964353800
2015-10-30,14997115100
2015-11-02,15266765800
2015-11-03,15135720600
2015-11-04,14821968150
2015-11-05,13829048750
2015-11-06,13665242250
2015-11-09,13457334000
2015-11-10,13321248600
2015-11-11,13469934500
2015-11-12,13364090300
2015-11-13,13259506150
2015-11-16,13522856600
2015-11-17,13355269950
2015-11-18,13330068950
2015-11-19,13259506150
2015-11-20,12981035100
2015-11-23,12916772550
2015-11-24,13293527500
2015-11-25,13311168200
2015-11-27,13405671950
2015-11-30,13250685800
2015-12-01,13791247250
2015-12-02,13624920650
2015-12-03,13469934500
2015-12-04,13675322650
2015-12-07,13738325150
2015-12-08,13595939500
2015-12-09,13231785050
2015-12-10,13186423250
2015-12-11,12736585400
2015-12-14,12822268800
2015-12-15,12926852950
2015-12-16,13090659450
2015-12-17,12727765050
2015-12-18,12653422100
2015-12-21,12775646950
2015-12-22,12812188400
2015-12-23,13026396900
2015-12-24,13109560200
2015-12-28,13221704650
2015-12-29,13381731000
2015-12-30,13243125500
2015-12-31,13175567860
2016-01-04,13262092480
2016-01-05,13436395700
2016-01-06,13313505660
2016-01-07,12864580820
2016-01-08,12745452720
2016-01-11,13025090260
2016-01-12,12643880340
2016-01-13,12253892560
2016-01-14,12474593040
2016-01-15,11531600080
2016-01-19,11388646360
2016-01-20,11105246880
2016-01-21,10971071020
2016-01-22,11789919960
2016-01-25,11751046580
2016-01-26,12168621920
2016-01-27,11944159500
2016-01-28,11921587860
2016-01-29,12449513440
2016-02-01,12306559720
2016-02-02,12089621180
2016-02-03,12010620440
2016-02-04,12025668200
2016-02-05,11712173200
2016-02-08,10890816300
2016-02-09,10751624520
2016-02-10,10826863320
2016-02-11,10653814080
2016-02-12,11134088420
2016-02-16,11352280940
2016-02-17,11493980680
2016-02-18,11482694860
2016-02-19,11240676720
2016-02-22,11664521960
2016-02-23,11631918480
2016-02-24,12000588600
2016-02-25,12113446800
2016-02-26,11870174680
2016-02-29,11899016220
2016-03-01,12079589340
2016-03-02,12038208000
2016-03-03,12141034360
2016-03-04,12110938840
2016-03-07,12095891080
2016-03-08,11728474940
2016-03-09,11506520480
2016-03-10,11520314260
2016-03-11,11856380900
2016-03-14,11833809260
2016-03-15,11921587860
2016-03-16,11984286860
2016-03-17,12453275380
2016-03-18,12435719660
2016-03-21,12342925140
2016-03-22,12256400520
2016-03-23,12157336100
2016-03-24,12277718180
2016-03-28,12255146540
2016-03-29,12563625620
2016-03-30,12534784080
2016-03-31,12533771250
2016-04-01,12767755000
2016-04-04,12743981250
2016-04-05,12523761250
2016-04-06,12586323750
2016-04-07,12396133750
2016-04-08,12488726250
2016-04-11,12358596250
2016-04-12,12563801250
2016-04-13,12695182500
2016-04-14,12620107500
2016-04-15,12711448750
2016-04-18,12790277500
2016-04-19,12745232500
2016-04-20,12940427500
2016-04-21,12887875000
2016-04-22,12980467500
2016-04-25,12949186250
2016-04-26,13054291250
2016-04-27,13115602500
2016-04-28,13019256250
2016-04-29,12892880000
2016-05-02,13161898750
2016-05-03,12391128750
2016-05-04,12486223750
2016-05-05,12507495000
2016-05-06,12628866250
2016-05-09,12538776250
2016-05-10,12780267500
2016-05-11,12721458750
2016-05-12,12660147500
2016-05-13,12512500000
2016-05-16,12498736250
2016-05-17,12412400000
2016-05-18,12318556250
2016-05-19,12192180000
2016-05-20,12174662500
2016-05-23,12215953750
2016-05-24,12322310000
2016-05-25,12329817500
2016-05-26,12349837500
2016-05-27,12368606250
2016-05-31,12437425000
2016-06-01,12307295000
2016-06-02,12731468750
2016-06-03,12762750000
2016-06-06,12781518750
2016-06-07,13065552500
2016-06-08,13026763750
2016-06-09,12992980000
2016-06-10,12640127500
2016-06-13,12607595000
2016-06-14,12542530000
2016-06-15,12568806250
2016-06-16,12570057500
2016-06-17,12474962500
2016-06-20,12772760000
2016-06-21,12845332500
2016-06-22,12875362500
2016-06-23,13420907500
2016-06-24,12926663750
2016-06-27,12635122500
2016-06-28,12955442500
2016-06-29,13443430000
2016-06-30,13449755760
2016-07-01,13692733560
2016-07-05,13574359760
2016-07-06,13662828600
2016-07-07,13783694480
2016-07-08,14255943640
2016-07-11,14117633200
2016-07-12,14052839120
2016-07-13,13966862360
2016-07-14,14138815880
2016-07-15,14208594120
2016-07-18,14174951040
2016-07-19,14061561400
2016-07-20,14032902480
2016-07-21,13950663840
2016-07-22,14101434680
2016-07-25,14061561400
2016-07-26,14002997520
2016-07-27,14049101000
2016-07-28,14015457920
2016-07-29,14329460000
2016-08-01,14455310040
2016-08-02,14115141120
2016-08-03,14106418840
2016-08-04,14153768360
2016-08-05,14187411440
2016-08-08,14325721880
2016-08-09,14505151640
2016-08-10,14474000640
2016-08-11,14472754600
2016-08-12,14493937280
2016-08-15,14426651120
2016-08-16,14247221360
2016-08-17,14262173840
2016-08-18,14293324840
2016-08-19,14106418840
2016-08-22,14140061920
2016-08-23,14075267840
2016-08-24,14116387160
2016-08-25,14219808480
2016-08-26,14186165400
2016-08-29,14233514920
2016-08-30,14201117880
2016-08-31,14223546600
2016-09-01,14227284720
2016-09-02,14437865480
2016-09-06,14655922480
2016-09-07,14761835880
2016-09-08,14621033360
2016-09-09,13746313280
2016-09-12,13894592040
2016-09-13,13580589960
2016-09-14,13548192920
2016-09-15,13569375600
2016-09-16,13499597360
2016-09-19,13748805360
2016-09-20,13606756800
2016-09-21,13773726160
2016-09-22,14042870800
2016-09-23,13941941560
2016-09-26,13880885600
2016-09-27,13941941560
2016-09-28,14097696560
2016-09-29,13905806400
2016-09-30,13760013120
2016-10-03,13713393960
2016-10-04,13703579400
2016-10-05,13378472100
2016-10-06,13441039920
2016-10-07,13394420760
2016-10-10,13474164060
2016-10-11,13308543360
2016-10-12,13556361000
2016-10-13,13641011580
2016-10-14,13726888980
2016-10-17,13596846060
2016-10-18,13660640700
2016-10-19,13746518100
2016-10-20,13682723460
2016-10-21,13924407000
2016-10-24,14131739580
2016-10-25,14124378660
2016-10-26,14140327320
2016-10-27,14066718120
2016-10-28,13950170220
2016-10-31,13897416960
2016-11-01,13604206980
2016-11-02,13179727260
2016-11-03,13242295080
2016-11-04,13003065180
2016-11-07,13199356380
2016-11-08,13366203900
2016-11-09,12704947920
2016-11-10,12268200000
2016-11-11,12147971640
2016-11-14,11889112620
2016-11-15,11907514920
2016-11-16,12174961680
2016-11-17,12345489660
2016-11-18,12360211500
2016-11-21,12466944840
2016-11-22,12511110360
2016-11-23,12328314180
2016-11-25,12400696560
2016-11-28,12221580840
2016-11-29,12244890420
2016-11-30,12140610720
2016-12-01,11789740200
2016-12-02,11859668940
2016-12-05,12030196920
2016-12-06,11999526420
2016-12-07,12314819160
2016-12-08,12181095780
2016-12-09,12090311100
2016-12-12,12237529500
2016-12-13,12659555580
2016-12-14,12435047520
2016-12-15,12508656720
2016-12-16,12486573960
2016-12-19,12848485860
2016-12-20,12750340260
2016-12-21,12828856740
2016-12-22,12836217660
2016-12-23,12861980880
2016-12-27,12922095060
2016-12-28,12771196200
2016-12-29,12752793900
2016-12-30,12668143320
2017-01-03,12774300970
2017-01-04,12792458320
2017-01-05,12622989720
2017-01-06,12530992480
2017-01-09,12466836510
2017-01-10,12419627400
2017-01-11,12675040790
2017-01-12,12724670880
2017-01-13,12779142930
2017-01-17,12878403110
2017-01-18,12959505940
2017-01-19,12802142240
2017-01-20,12774300970
2017-01-23,12690777160
2017-01-24,12601200900
2017-01-25,12528571500
2017-01-26,12699250590
2017-01-27,12592727470
2017-01-30,12625410700
2017-01-31,12741617740
2017-02-01,12572149140
2017-02-02,12636305110
2017-02-03,12793668810
2017-02-06,12637515600
2017-02-07,12684724710
2017-02-08,12935296140
2017-02-09,13028503870
2017-02-10,12947401040
2017-02-13,13269391380
2017-02-14,13161657770
2017-02-15,13109606700
2017-02-16,13185867570
2017-02-17,13130185030
2017-02-21,13401334790
2017-02-22,13516331340
2017-02-23,13459438310
2017-02-24,13455806840
2017-02-27,13653116710
2017-02-28,14013842730
2017-03-01,13964212640
2017-03-02,13954528720
2017-03-03,13918214020
2017-03-06,13941213330
2017-03-07,13970265090
2017-03-08,13878267850
2017-03-09,14113102910
2017-03-10,14259572200
2017-03-13,14240204360
2017-03-14,14056209880
2017-03-15,14125207810
2017-03-16,14058630860
2017-03-17,13999316850
2017-03-20,14169995940
2017-03-21,14172416920
2017-03-22,14148207120
2017-03-23,14299518370
2017-03-24,14318886210
2017-03-27,14259572200
2017-03-28,14350358950
2017-03-29,14499249220
2017-03-30,14395147080
2017-03-31,14619538350
2017-04-03,14519945250
2017-04-04,14506585200
2017-04-05,14462861400
2017-04-06,14583101850
2017-04-07,14716702350
2017-04-10,14816295450
2017-04-11,15065278200
2017-04-12,14947466850
2017-04-13,15036129000
2017-04-17,15178231350
2017-04-18,15200093250
2017-04-19,15190376850
2017-04-20,15094427400
2017-04-21,15033699900
2017-04-24,14994834300
2017-04-25,15062849100
2017-04-26,15017910750
2017-04-27,15221955150
2017-04-28,15362842950
2017-05-01,15455148750
2017-05-02,15665265899
2017-05-03,15526807200
2017-05-04,15569316450
2017-05-05,15742997100
2017-05-08,15961616099
2017-05-09,15758786250
2017-05-10,15690771450
2017-05-11,15512232600
2017-05-12,15489156150
2017-05-15,15838946550
2017-05-16,15882670350
2017-05-17,16284686400
2017-05-18,16032060000
2017-05-19,16129224000
2017-05-22,16254322650
2017-05-23,16312621050
2017-05-24,16283471850
2017-05-25,16463225250
2017-05-26,16520309100
2017-05-30,16758360899
2017-05-31,16782651900
2017-06-01,16791153750
2017-06-02,16844593950
2017-06-05,16752288150
2017-06-06,16638120450
2017-06-07,16505734500
2017-06-08,16307762850
2017-06-09,16311406500
2017-06-12,16083071099
2017-06-13,16038132750
2017-06-14,16142584050
2017-06-15,16058780100
2017-06-16,16159587750
2017-06-19,16148656800
2017-06-20,15978619800
2017-06-21,15920321400
2017-06-22,15939754200
2017-06-23,16021129050
2017-06-26,16129224000
2017-06-27,16486301700
2017-06-28,16317479250
2017-06-29,16338126600
2017-06-30,16153735400
2017-07-03,16079492880
2017-07-05,16095059860
2017-07-06,16089072560
2017-07-07,16366883280
2017-07-10,16104639540
2017-07-11,15998065600
2017-07-12,16315392500
2017-07-13,16274678860
2017-07-14,16344131540
2017-07-17,16285456000
2017-07-18,16463877540
2017-07-19,16580031160
2017-07-20,16262704260
2017-07-21,16357303600
2017-07-24,16307010280
2017-07-25,16219595699
2017-07-26,16233965220
2017-07-27,16285456000
2017-07-28,16481839439
2017-07-31,16471062300
2017-08-01,16456692780
2017-08-02,16524948000
2017-08-03,16568056560
2017-08-04,16759650160
2017-08-07,16706961920
2017-08-08,16551292120
2017-08-09,16648286380
2017-08-10,16647088920
2017-08-11,16557279420
2017-08-14,16823115540
2017-08-15,16920109800
2017-08-16,17209895120
2017-08-17,17029078660
2017-08-18,17111703400
2017-08-21,17250608760
2017-08-22,17433820140
2017-08-23,17510457580
2017-08-24,17731987680
2017-08-25,18213366600
2017-08-28,18244500560
2017-08-29,18201392000
2017-08-30,18325927840
2017-08-31,18386998300
2017-09-01,18069671400
2017-09-05,18100805360
2017-09-06,18021773000
2017-09-07,18039734900
2017-09-08,17896039700
2017-09-11,17977466980
2017-09-12,17930766040
2017-09-13,17860115900
2017-09-14,17814612420
2017-09-15,17960702540
2017-09-18,18025365380
2017-09-19,17413463320
2017-09-20,17492495680
2017-09-21,17364367460
2017-09-22,17078174520
2017-09-25,16939269160
2017-09-26,17053027860
2017-09-27,17121283079
2017-09-28,17214684960
2017-09-29,17249411300
2017-10-02,16748792970
2017-10-03,16854300870
2017-10-04,17257575510
2017-10-05,17217716970
2017-10-06,17270470920
2017-10-09,17318535630
2017-10-10,17399425020
2017-10-11,17742911850
2017-10-12,17844902820
2017-10-13,17694847140
2017-10-16,17480314410
2017-10-17,17404114260
2017-10-18,17279849400
2017-10-19,17350188000
2017-10-20,17337292590
2017-10-23,17349015690
2017-10-24,17377151130
2017-10-25,17171996879
2017-10-26,17180203050
2017-10-27,17200132320
2017-10-30,17604579270
2017-10-31,18426368580
2017-11-01,17887105980
2017-11-02,18299759100
2017-11-03,18115706430
2017-11-06,19275121020
2017-11-07,19419315150
2017-11-08,19870654500
2017-11-09,19871826810
2017-11-10,19806177450
2017-11-13,19366561200
2017-11-14,19405247430
2017-11-15,19378284300
2017-11-16,19304428770
2017-11-17,19367733510
2017-11-20,19422832080
2017-11-21,19674878730
2017-11-22,19575232380
2017-11-24,19896445320
2017-11-27,20204762850
2017-11-28,20174282790
2017-11-29,19901134560
2017-11-30,19899962250
2017-12-01,19830795960
2017-12-04,19014868200
2017-12-05,19210643970
2017-12-06,19507238400
2017-12-07,19540063080
2017-12-08,19365388890
2017-12-11,19531856910
2017-12-12,19421659770
2017-12-13,19393524330
2017-12-14,19436899800
2017-12-15,19188370080
2017-12-18,18966803490
2017-12-19,18521325690
2017-12-20,18520153380
2017-12-21,18503741040
2017-12-22,18782750820
2017-12-26,18735858420
2017-12-27,18904671060
2017-12-28,19108653000
2017-12-29,19150856160
2018-01-02,18712431220
2018-01-03,18946584160
2018-01-04,18842904500
2018-01-05,18973377780
2018-01-08,18975707660
2018-01-09,19052593700
2018-01-10,18742719660
2018-01-11,18347805000
2018-01-12,18166074360
2018-01-16,18621565900
2018-01-17,18810286180
2018-01-18,18831255100
2018-01-19,19313540260
2018-01-22,19530219100
2018-01-23,19600115500
2018-01-24,19681661300
2018-01-25,19837763260
2018-01-26,20069586320
2018-01-29,19748062880
2018-01-30,19770196740
2018-01-31,20328203000
2018-02-01,20354996620
2018-02-02,20177925740
2018-02-05,19602445380
2018-02-06,19338004000
2018-02-07,19397415940
2018-02-08,18621565900
2018-02-09,18607586620
2018-02-12,18595937220
2018-02-13,18804461480
2018-02-14,18937264640
2018-02-15,19466147400
2018-02-16,19701465280
2018-02-20,19771361680
2018-02-21,19745733000
2018-02-22,19934453280
2018-02-23,20145307420
2018-02-26,20122008620
2018-02-27,19011820800
2018-02-28,18321011380
2018-03-01,18051910240
2018-03-02,17813097540
2018-03-05,18252279920
2018-03-06,18231311000
2018-03-07,18495752380
2018-03-08,19129479740
2018-03-09,19395086060
2018-03-12,19677001540
2018-03-13,19843587960
2018-03-14,19830773620
2018-03-15,19780681200
2018-03-16,19651372860
2018-03-19,19682826240
2018-03-20,19725929020
2018-03-21,19464982460
2018-03-22,19735248540
2018-03-23,19672341780
2018-03-26,20203554420
2018-03-27,19815629400
2018-03-28,19857567240
2018-03-29,19911154480
2018-04-02,19411931840
2018-04-03,19360279940
2018-04-04,19551965880
2018-04-05,19706921580
2018-04-06,19481948860
2018-04-09,19694295560
2018-04-10,18717500740
2018-04-11,18869012980
2018-04-12,18875899900
2018-04-13,18886230280
2018-04-16,19071029300
2018-04-17,19256976140
2018-04-18,19265010880
2018-04-19,19009047020
2018-04-20,19018229580
2018-04-23,19033151240
2018-04-24,18930995260
2018-04-25,18880491180
2018-04-26,18964282040
2018-04-27,18244598900
2018-04-30,18391519860
2018-05-01,18078165000
2018-05-02,17888774700
2018-05-03,17924357120
2018-05-04,18266407480
2018-05-07,18089643200
2018-05-08,18066686800
2018-05-09,18243451080
2018-05-10,18588944900
2018-05-11,18376598200
2018-05-14,18134408180
2018-05-15,18097677940
2018-05-16,18106860500
2018-05-17,18079312820
2018-05-18,18099973580
2018-05-21,18338720140
2018-05-22,18054060780
2018-05-23,18129816900
2018-05-24,17997817600
2018-05-25,18125225620
2018-05-29,18215903400
2018-05-30,18246894540
2018-05-31,18143590740
2018-06-01,18190651360
2018-06-04,18353641800
2018-06-05,18327241940
2018-06-06,18117190880
2018-06-07,18085051920
2018-06-08,18057504240
2018-06-11,18145886380
2018-06-12,18451206500
2018-06-13,17948461340
2018-06-14,18020774000
2018-06-15,17925504940
2018-06-18,18118338700
2018-06-19,18187207900
2018-06-20,18227381600
2018-06-21,18430545740
2018-06-22,18601570920
2018-06-25,18654370640
2018-06-26,18846056580
2018-06-27,18852943500
2018-06-28,18930995260
2018-06-29,18952803840
2018-07-02,18872979930
2018-07-03,18647223840
2018-07-05,19026539910
2018-07-06,18961219620
2018-07-09,18685040850
2018-07-10,18964657530
2018-07-11,18878709780
2018-07-12,18945176040
2018-07-13,18863812170
2018-07-16,18694208610
2018-07-17,18758382930
2018-07-18,18615136680
2018-07-19,18636910110
2018-07-20,18594509220
2018-07-23,18508561470
2018-07-24,18372191040
2018-07-25,18413445960
2018-07-26,18499393710
2018-07-27,18343541790
2018-07-30,18130391370
2018-07-31,18134975250
2018-08-01,18515437290
2018-08-02,18014648400
2018-08-03,18162478530
2018-08-06,18206025390
2018-08-07,18113201820
2018-08-08,18016940340
2018-08-09,17985999150
2018-08-10,17888591700
2018-08-13,17785454400
2018-08-14,17739615600
2018-08-15,17768264850
2018-08-16,17842752900
2018-08-17,18085698540
2018-08-20,18094866300
2018-08-21,17947036170
2018-08-22,17659397700
2018-08-23,17669711430
2018-08-24,17880569910
2018-08-27,17969955570
2018-08-28,17950474080
2018-08-29,18052465410
2018-08-30,17677733220
2018-08-31,17788892310
2018-09-04,17867964240
2018-09-05,17960787810
2018-09-06,18113201820
2018-09-07,18126953460
2018-09-10,18232382700
2018-09-11,18136121220
2018-09-12,18163624500
2018-09-13,18453554910
2018-09-14,18296557020
2018-09-17,18287389260
2018-09-18,18427197600
2018-09-19,18393964470
2018-09-20,18429489540
2018-09-21,18396256410
2018-09-24,18271345680
2018-09-25,18194565690
2018-09-26,18164770470
2018-09-27,18163624500
2018-09-28,18407716110
2018-10-01,17866440630
2018-10-02,17756329140
2018-10-03,17550863370
2018-10-04,17395345080
2018-10-05,17347667940
2018-10-08,17583783300
2018-10-09,17690489280
2018-10-10,17368101000
2018-10-11,16647268050
2018-10-12,16756244370
2018-10-15,16928790210
2018-10-16,17354478960
2018-10-17,17293179780
2018-10-18,17403291270
2018-10-19,17524754460
2018-10-22,17432805690
2018-10-23,17478212490
2018-10-24,17533835820
2018-10-25,17723409210
2018-10-26,17164905570
2018-10-29,17567890920
2018-10-30,18414727740
2018-10-31,18409051890
2018-11-01,18597490110
2018-11-02,18715547790
2018-11-05,18914202540
2018-11-06,18867660570
2018-11-07,19367135370
2018-11-08,19470435840
2018-11-09,19469300670
2018-11-12,19513572300
2018-11-13,19578276990
